AgID,Inc,Co,OwOReF,Sta,MidIn,NumCa,LNa,Ph,MarSta,CrRat,C,NuChil,A,Empl,NuCreCar,NWor
rbj7661,245130.0,United States of America,O,KY,b,2.0,rbjgdyplkrcutrs,1-068-568-6056,,685.0,Las Vegas,1.0,69.0,Mueller Water Products,4.0,462234.0
ebw7662,19691.0,United States of America,R,SC,U,4.0,ebwticokpfdypejppslctr,,M,363.0,Sudbury,3.0,33.0,Shaw Group,10.0,3936622.0
SQY7663,13490.0,United States of America,O,NC,,1.0,SQYYLFSC,1-772-155-4468,M,605.0,Sunnyvale,1.0,33.0,Energy Future Holdings,9.0,2116904.0
nqw7664,90333.0,United States of America,,KS,i,4.0,nqwvfudiscyqixxng,1-551-833-6226,W,394.0,Birmingham,4.0,1.0,PHH,6.0,63883.0
Fyz7665,210200.0,Canada,R,MO,,0.0,Fyzxvqjbmfgyeyswcxbogeytfuqur,1-894-068-7775,U,812.0,Orlando,2.0,19.0,Simon Property Group,6.0,2747738.0
Hds7666,195318.0,United States of America,R,OK,J,3.0,Hdsxrjpdyr,,M,688.0,Albuquerque,3.0,63.0,World Fuel Services,3.0,938329.0
ksz7667,486627.0,United States of America,O,LA,s,5.0,kszsqhunjdmjqhozzck,1-942-682-4165,M,808.0,Nashville,5.0,27.0,Andersons,9.0,976093.0
Wzm7668,142918.0,United States of America,O,Saskatchewan,,,Wzmdnrkeh,,,492.0,Akron,4.0,12.0,L-3 Communications,1.0,2031908.0
Xna7669,243364.0,United States of America,O,KY,N,4.0,Xnafmengguewmwckz,1-316-836-0322,D,734.0,Lubbock,3.0,26.0,CACI International,6.0,660066.0
ugr7670,208343.0,United States of America,O,NH,,1.0,ugrohhoiopurrh,1-746-466-6593,M,579.0,St. Paul,5.0,2.0,M&T Bank Corp.,7.0,2777991.0
Qao7671,26787.0,United States of America,U,NM,a,0.0,Qaondcvjqnzbdtnhd,1-306-508-0916,M,410.0,Columbus,4.0,34.0,Family Dollar Stores,10.0,3148815.0
MXH7672,190609.0,United States of America,O,NE,G,0.0,MXHLAVXOZQHBUBMXESG,1-049-405-9872,D,743.0,Abilene,4.0,86.0,Medco Health Solutions,7.0,3714775.0
KQU7673,,United States of America,O,New Brunswick,J,1.0,KQUJOIXHOLTVWZCHD,1-539-901-1797,M,431.0,Biloxi,,47.0,Crosstex Energy,9.0,2203195.0
bxn7674,,United States of America,O,MD,,0.0,bxnxlbwaecusydvfagorkjv,1-976-507-8347,M,805.0,Cincinnati,0.0,73.0,Reynolds American,4.0,3708645.0
Opu7675,453308.0,United States of America,O,WV,,1.0,Opuqjoidjwgejjmkquot,1-902-376-9596,U,688.0,Tulsa,0.0,83.0,PolyOne,9.0,2954852.0
Ceo7676,251108.0,United States of America,O,MA,,1.0,Ceodsyerdrcenlfqt,1-532-161-3458,D,483.0,Oakland,,99.0,"Toys ""R"" Us",1.0,2421534.0
DZH7677,128853.0,United States of America,O,MT,,0.0,DZHUBKPLE,1-943-745-8094,U,844.0,McAllen,0.0,49.0,Sonoco Products,7.0,941243.0
Ocd7678,486933.0,Canada,O,NM,,3.0,Ocdmelacghnqhlsdvvkvuycchojc,1-162-078-3859,M,436.0,Laredo,3.0,96.0,Newfield Exploration,5.0,3133101.0
Uyj7679,306545.0,Canada,U,TN,,5.0,Uyjwcvfmhzfpziunhflhoccjfwi,1-881-265-1012,D,336.0,Fort Collins,2.0,12.0,IAC/InterActiveCorp,3.0,2070834.0
mhz7680,7682.0,United States of America,O,PA,P,1.0,mhzepufgwnlohcheeezqcehvlnjb,1-781-682-4447,S,688.0,Sudbury,1.0,75.0,MGIC Investment,1.0,2617194.0
Sft7681,280763.0,Canada,O,NC,,3.0,Sftndrabqgoigvgvnidx,1-716-288-6722,U,581.0,Simi Valley,0.0,29.0,American International Group,9.0,2752340.0
gza7682,296945.0,United States of America,R,CO,,1.0,gzasmfmrelczwmljfayfgvhxynxr,1-407-712-3659,,670.0,Berkeley,2.0,4.0,Health Net,6.0,2611991.0
Rem7683,176399.0,United States of America,O,TX,,0.0,Remwagiyqu,1-747-143-2305,U,671.0,Santa Rosa,0.0,100.0,Mueller Industries,5.0,3965576.0
cko7684,97252.0,Canada,U,IN,b,3.0,ckocrloglb,1-522-074-1862,U,352.0,Mesquite,4.0,45.0,American National Insurance,10.0,3550405.0
RLN7685,320588.0,United States of America,O,VA,,3.0,RLNJVXKTTORDIVXEEWAJSTVV,1-867-195-7669,S,317.0,Regina,2.0,63.0,Morgan Stanley,10.0,1566093.0
Qjl7686,18284.0,United States of America,R,WV,R,4.0,Qjltuabiu,1-272-128-3403,,809.0,Worcester,2.0,35.0,Halliburton,6.0,1944507.0
YNL7687,,Canada,,VT,w,0.0,YNLFVXOHLQAQYMDQUUHAVNW,1-174-194-8365,S,704.0,Iqaluit,2.0,61.0,MGIC Investment,5.0,3250645.0
qpi7688,80228.0,United States of America,O,AZ,E,1.0,qpiikhkdd,1-067-296-1708,S,411.0,Little Rock,,43.0,United Services Automobile,2.0,2806218.0
Xxi7689,39672.0,Canada,O,NY,C,,Xxidvapbmiihnxwvrjtpa,1-688-092-7664,U,431.0,Santa Clarita,3.0,98.0,Spartan Stores,4.0,2826399.0
axi7690,225036.0,United States of America,O,NE,,3.0,axivutiixzrcuv,1-784-445-0301,M,362.0,Chicago,3.0,84.0,Moog,4.0,91147.0
Wqd7691,224427.0,Canada,R,SC,,2.0,Wqdkflcndhnjyuhgcfxg,1-773-485-4247,M,532.0,Irving,3.0,,Century Aluminum,4.0,1036928.0
jur7692,123153.0,United States of America,O,New Brunswick,g,5.0,jurwurbdctv,1-528-873-2585,U,442.0,Ontario,4.0,18.0,Hayes Lemmerz,3.0,2406965.0
NBX7693,,United States of America,O,KY,t,2.0,NBXNTB,1-952-933-5053,S,677.0,Stamford,1.0,14.0,EOG Resources,10.0,3588199.0
Naf7694,353487.0,United States of America,O,British Columbia,,4.0,Nafrhdvsijqnetunpamn,1-882-237-0765,M,565.0,Victoria,2.0,22.0,Dresser-Rand Group,8.0,
bzc7695,145794.0,United States of America,R,WA,,3.0,bzczehwxuk,1-762-453-2464,M,365.0,Brownsville,1.0,7.0,Sealed Air,5.0,2896930.0
Pmo7696,142515.0,United States of America,O,AK,,3.0,Pmonjmzccapetw,1-129-593-2017,W,406.0,Bellevue,5.0,97.0,Blockbuster,5.0,312676.0
goh7697,414775.0,United States of America,,MN,z,0.0,gohguacsokmccgcukkj,1-779-145-2680,U,774.0,Baltimore,5.0,49.0,Owens Corning,3.0,16279.0
Jfb7698,125271.0,United States of America,R,RI,I,2.0,Jfbfecnkszhhdsgyzus,1-770-255-3860,S,718.0,Cedar Rapids,5.0,25.0,Robert Half International,7.0,1536113.0
Hao7699,,United States of America,R,British Columbia,,4.0,Haoiwpsuiekdcpkhaax,1-336-236-0201,M,588.0,Huntington Beach,,99.0,Wesco International,2.0,184474.0
Dwo7700,93761.0,Canada,O,SD,O,1.0,Dwoipvancgnuouqstlrnfyewjt,1-185-085-5742,M,764.0,Cedar Rapids,5.0,44.0,Dana Holding,5.0,2971869.0
RJA7701,397902.0,United States of America,O,AL,,2.0,RJAAYBXAISOJNRCY,1-957-033-0510,U,,Los Angeles,1.0,96.0,NBTY,2.0,2256728.0
Lph7702,123538.0,United States of America,O,British Columbia,,4.0,Lphgestktcospagvutfnojwku,1-485-740-9640,M,657.0,Milwaukee,3.0,88.0,Eastman Chemical,8.0,2127026.0
Rfk7703,118013.0,United States of America,U,Ontario,,3.0,Rfkzrip,1-459-114-0867,M,769.0,Detroit,2.0,33.0,Allergan,,3476485.0
RFU7704,45737.0,United States of America,O,MD,U,2.0,RFUPBVMNTACCXNNGVTWTU,1-671-499-0522,M,776.0,Nashua,5.0,8.0,Global Partners,7.0,908035.0
TQH7705,456999.0,United States of America,O,IA,,2.0,TQHMEMMZRGOSKAMOICIHTACSIF,1-817-903-4786,U,343.0,Minneapolis,0.0,55.0,Fluor,4.0,
Bbc7706,326910.0,United States of America,U,PA,,3.0,Bbcdsefbpjwkgeqgc,1-099-914-5598,W,568.0,Columbia,4.0,43.0,FedEx,5.0,3054149.0
Yoj7707,166536.0,United States of America,O,MA,F,2.0,Yojvdcdcmdvenowfnu,1-102-019-9878,S,830.0,Garden Grove,0.0,75.0,Polaris Industries,5.0,
lvh7708,337347.0,Canada,R,ID,,3.0,lvhnkrbomhb,1-873-941-1147,,812.0,Norfolk,4.0,66.0,Torchmark,6.0,248269.0
Zpr7709,41345.0,Canada,U,Newfoundland,,2.0,Zprtowfuebcnkomhctwozawilldble,1-710-953-4977,U,489.0,Salem,4.0,58.0,Alliance Data Systems,6.0,1203267.0
LMG7710,370209.0,United States of America,U,UT,,5.0,LMGKMCADYPJYO,1-789-825-2857,U,845.0,Saskatoon,1.0,29.0,American International Group,9.0,3704743.0
WMF7711,343016.0,United States of America,R,OR,,0.0,WMFDKUEYDGUHMH,1-179-937-7265,U,735.0,Boise,4.0,28.0,Mohawk Industries,0.0,3673540.0
Qov7712,186990.0,United States of America,U,ID,,4.0,Qovtycantlwwx,1-596-337-6757,D,615.0,Irvine,3.0,93.0,Vulcan Materials,4.0,982779.0
Vkp7713,46562.0,United States of America,U,AL,,,Vkpfswwfwpswmudhsdo,1-512-224-7078,W,,Washington,4.0,17.0,OfficeMax,6.0,2778471.0
SST7714,98412.0,United States of America,U,MN,P,5.0,SSTFMVLCKNTPKMD,1-552-735-4638,U,769.0,St. Petersburg,5.0,98.0,Michael Foods,,2585134.0
Fuk7715,436056.0,United States of America,O,UT,,5.0,Fuknxsnnxbpkzxpvkgfqmrrtukc,1-127-805-3262,S,406.0,Torrance,4.0,38.0,Vulcan Materials,10.0,3591627.0
Brz7716,36008.0,United States of America,O,ME,,3.0,Brzitazbiandtwccpsojepmnkuwh,1-985-423-7255,U,586.0,Warren,1.0,44.0,,0.0,1819561.0
Faw7717,417402.0,United States of America,O,IA,,1.0,Fawgx,,M,630.0,Oakland,0.0,27.0,Unum Group,10.0,2857056.0
Jtn7718,273535.0,United States of America,O,VT,,1.0,Jtnfoibxdchrzcaerjqbyvopn,1-019-900-0927,U,533.0,Hull,1.0,94.0,Domtar,7.0,1393892.0
too7719,445562.0,United States of America,O,MA,,4.0,tooeebsa,1-055-674-3126,M,328.0,Boston,2.0,,Sentry Insurance Group,,759096.0
Kcd7720,226333.0,Canada,O,Prince Edward Island,,4.0,Kcdbaeuimvpilyauyxdlgkhoiyfro,1-539-727-9817,M,753.0,Modesto,2.0,60.0,Constellation Energy,9.0,2288668.0
Yhh7721,,United States of America,O,Manitoba,,3.0,Yhhoyidngqgqsloyfqeulcrsio,1-125-903-5459,U,512.0,Grand Prairie,3.0,48.0,CSX,10.0,3580824.0
Adu7722,,Canada,R,TX,,5.0,Adutmdmephuylyexw,1-591-506-8069,D,432.0,Phoenix,3.0,36.0,W.W. Grainger,8.0,1681450.0
Kwx7723,271054.0,United States of America,O,RI,W,5.0,Kwxjxfsmuroyrhhdvg,1-131-877-8296,,323.0,Lincoln,3.0,67.0,Kimberly-Clark,2.0,1592047.0
uzl7724,64626.0,United States of America,O,MI,,3.0,uzlhro,1-716-805-3703,U,714.0,Shreveport,4.0,63.0,Henry Schein,10.0,3596545.0
UXY7725,463945.0,United States of America,O,PA,C,5.0,UXYOA,1-506-286-3588,S,730.0,Warren,2.0,55.0,State Street Corp.,7.0,3093246.0
FRU7726,159731.0,United States of America,O,KY,d,0.0,FRUVQXYSLOBFJW,1-427-982-9005,M,346.0,Erie,,4.0,Quanta Services,5.0,3867919.0
Bjx7727,190805.0,United States of America,R,OH,,5.0,Bjxbfwhcowvfbdenlbrrbcg,1-669-946-1808,M,,Fargo,3.0,92.0,Marshall & Ilsley Corp.,1.0,3245961.0
zkp7728,43888.0,United States of America,O,AR,,1.0,zkpmkqgcxwrsrhnmcvdfqstuxb,1-936-581-5888,M,818.0,Wichita,1.0,93.0,Oceaneering International,7.0,600366.0
Lbo7729,34137.0,United States of America,R,KY,u,0.0,Lbokllchqdtdczur,1-740-256-2368,S,623.0,Mount Pearl,0.0,87.0,Raymond James Financial,4.0,1738979.0
TFP7730,196885.0,United States of America,R,IA,r,4.0,TFPMZQNTVKUSW,1-559-799-0991,S,742.0,Mobile,1.0,44.0,Valspar,5.0,454564.0
XKQ7731,206705.0,United States of America,O,British Columbia,v,0.0,XKQIZDJHVUNXRKSC,1-287-631-2055,M,378.0,Phoenix,1.0,95.0,Live Nation,9.0,3912268.0
DQY7732,337299.0,United States of America,,Quebec,B,3.0,DQYMVEPAKNUECHOWNBHLRHJ,1-100-505-6436,D,323.0,Fontana,3.0,61.0,,8.0,1966788.0
Ydl7733,280247.0,United States of America,R,KS,,2.0,Ydlrmjdsxxsbjepwscoj,1-167-261-7959,M,684.0,Toledo,5.0,23.0,Health Management Associates,2.0,985098.0
VGT7734,286206.0,United States of America,O,ID,,4.0,VGTJKEIASJMQKJ,1-653-504-0712,U,390.0,Raleigh,2.0,16.0,Wyndham Worldwide,6.0,
Wwi7735,153656.0,United States of America,O,Newfoundland,C,4.0,Wwicrggkzdyjhwtq,,M,707.0,Lubbock,1.0,58.0,Broadcom,8.0,1053231.0
OJF7736,379503.0,United States of America,U,Saskatchewan,G,1.0,OJFGHPPIFVKDPQRVHUZDFIEAMOBD,1-388-567-1492,M,368.0,San Diego,1.0,58.0,Aramark,2.0,
Czs7737,19124.0,United States of America,O,AL,r,1.0,Czshegxxemt,1-801-318-0082,M,534.0,Charleston,2.0,21.0,Aventine Renewable Energy,5.0,3885299.0
Zpa7738,44001.0,United States of America,O,MT,,5.0,Zpapyj,1-280-292-5628,D,379.0,Garland,2.0,66.0,Humana,9.0,895008.0
Icx7739,461564.0,United States of America,O,MT,,3.0,Icxqodklhd,1-075-286-5992,,305.0,Nashua,3.0,92.0,U.S. Bancorp,5.0,101325.0
jmm7740,313750.0,United States of America,O,GA,,3.0,jmmosuzpaihicjlasmnoin,1-426-228-4128,M,417.0,Fort Worth,5.0,38.0,Analog Devices,1.0,1279719.0
saz7741,78185.0,Canada,R,MT,h,2.0,sazoibyhmhpioyajj,1-393-250-1404,D,536.0,Sterling Heights,4.0,,Superior Energy Services,9.0,3779634.0
Ybr7742,419102.0,United States of America,O,CO,R,2.0,Ybrnapwpanycygqivvodcqasg,1-130-076-0722,W,773.0,Oklahoma City,4.0,66.0,Freddie Mac,10.0,742822.0
ncz7743,91366.0,United States of America,O,Saskatchewan,,5.0,nczqs,1-984-871-9500,S,808.0,Baton Rouge,0.0,55.0,Autodesk,10.0,2761827.0
WWO7744,433487.0,United States of America,R,HI,x,3.0,WWOJJSTMDIYNRRZLWXQXDFNNMW,,,660.0,Rancho Cucamonga,1.0,55.0,Shaw Group,2.0,3749505.0
TKP7745,394286.0,United States of America,O,TN,,2.0,TKPVDVO,1-203-707-3229,W,,Kansas City,0.0,83.0,Commercial Metals,4.0,391566.0
Mqz7746,189157.0,United States of America,R,WY,,1.0,Mqzzodryfgfjswdkmqtlhumtoj,1-297-038-0345,U,346.0,Long Beach,5.0,27.0,Laclede Group,7.0,2959021.0
Dqw7747,22483.0,United States of America,O,OK,,4.0,Dqwifdbgiegtviskgopnwbppuoluv,1-669-932-0648,M,475.0,Sydney,5.0,11.0,Seaboard,4.0,2776296.0
seh7748,298307.0,,O,MS,e,2.0,sehtjjranqcuaunsosewfycq,1-801-131-4681,M,499.0,Evansville,4.0,56.0,General Mills,2.0,
Nii7749,353200.0,United States of America,O,FL,Y,1.0,Niikjmxi,1-340-993-5817,U,346.0,Lafayette,3.0,54.0,Family Insurance Group,2.0,864947.0
Szc7750,185208.0,Canada,O,Manitoba,,4.0,Szcpinwpnouxaakdrt,1-116-138-8621,M,431.0,St. Louis,5.0,50.0,Brink's,0.0,1146468.0
Mph7751,17790.0,United States of America,O,NH,,2.0,Mphmjfjv,1-094-843-5304,,823.0,Erie,5.0,93.0,Medtronic,2.0,1702447.0
Bvl7752,59420.0,United States of America,R,Alberta,,2.0,Bvlfcelfyknojpvbgdhutx,1-741-266-4363,M,344.0,Sandy,5.0,15.0,United Refining,5.0,2293642.0
Nbu7753,178200.0,United States of America,O,Saskatchewan,V,2.0,Nbuhirogxgcswdjxcfyqnxbzwffn,1-961-736-5322,S,709.0,Riverside,,92.0,Smithfield Foods,9.0,1529653.0
Emz7754,162738.0,Canada,R,New Brunswick,,0.0,Emzxjfpumpecoegrkeyjwd,1-098-038-9852,W,,Ottawa,1.0,22.0,Medtronic,2.0,137515.0
Kkw7755,352913.0,United States of America,O,MS,,4.0,Kkwkmvwfjjnt,1-648-057-3488,S,354.0,St. Petersburg,1.0,25.0,Cabot,,2754879.0
HCT7756,288188.0,United States of America,O,KY,,0.0,HCTTFVVJCODLAZCLDHEJKSEEXTDUN,1-827-164-1984,S,,Fort Lauderdale,0.0,77.0,Electronic Arts,9.0,929067.0
BBE7757,385946.0,United States of America,,AK,h,3.0,BBEAWGVIEDMOAZEMGTRDLAGWEITBW,1-852-465-7862,D,686.0,Carrollton,4.0,26.0,Seaboard,6.0,1153023.0
PTM7758,136162.0,United States of America,O,NV,B,4.0,PTMDDZHHHNEADVKFAVYRILPPUIYJVX,1-757-808-6215,D,643.0,Hayward,3.0,56.0,DirecTV Group,7.0,1933058.0
QJD7759,220449.0,Canada,O,DC,,3.0,QJDKQLJVNQLPNWDBBHVXFHDYMRLDSA,1-443-303-9144,M,665.0,Yonkers,3.0,16.0,Allegheny Energy,5.0,3179244.0
SFE7760,299284.0,United States of America,O,Manitoba,,1.0,SFEGHRK,1-889-677-2295,S,519.0,Lexington,3.0,77.0,Marathon Oil,9.0,2912318.0
rro7761,334094.0,United States of America,O,SD,,3.0,rrojlce,1-938-614-3949,M,615.0,Cedar Rapids,2.0,43.0,Prudential Financial,6.0,2828037.0
Imu7762,364719.0,United States of America,,NY,K,3.0,Imuvry,,D,,Madison,2.0,94.0,Dollar General,10.0,495577.0
JPU7763,319866.0,United States of America,O,TN,B,5.0,JPUDUDRZOIIROUHUDQGOIY,1-478-332-4603,M,812.0,Los Angeles,,92.0,Schering-Plough,9.0,1793954.0
Luw7764,71545.0,United States of America,O,IN,,4.0,Luwofvivm,1-378-149-2550,M,346.0,Fort Smith,1.0,19.0,,5.0,2347778.0
Fde7765,,United States of America,O,MT,,4.0,Fdeqqfgftxtkfad,1-042-436-6724,D,761.0,Sydney,3.0,80.0,Capital One Financial,1.0,380048.0
Bso7766,484457.0,United States of America,O,AZ,O,1.0,Bsokbnungqcpjhxbyrle,1-706-400-3078,M,617.0,Greensboro,0.0,64.0,Collective Brands,7.0,
GVA7767,176394.0,United States of America,O,New Brunswick,k,2.0,GVAFIGFXWRPKYSJMXBTOBPB,1-877-687-0944,W,470.0,Fort Collins,4.0,44.0,AptarGroup,0.0,1918435.0
twc7768,251600.0,United States of America,U,WY,e,1.0,twcvljxkgryxuaqobkj,1-132-295-3991,M,356.0,Worcester,1.0,47.0,Coach,6.0,2764457.0
GZF7769,145698.0,United States of America,O,AZ,,0.0,GZFHMRWJTPGXLGXLUHHUA,1-451-759-9810,M,,Akron,0.0,93.0,UGI,7.0,1510144.0
bvm7770,492640.0,Canada,U,New Brunswick,E,4.0,bvmvwiitasrqgqlo,1-817-806-2866,W,806.0,Tulsa,5.0,94.0,Forest Laboratories,5.0,925182.0
zju7771,266405.0,Canada,O,Ontario,R,1.0,zjuuhvbnssjfgee,1-890-845-4416,U,,Tucson,0.0,82.0,Boston Scientific,9.0,2566330.0
DYV7772,307897.0,United States of America,O,HI,i,,DYVMUACY,1-684-966-9733,,731.0,Irvine,3.0,42.0,Worthington Industries,1.0,3668461.0
Gpk7773,53713.0,United States of America,U,MS,,4.0,Gpkwbvjguerjiohcydxwveqjt,1-692-342-0156,M,441.0,Wichita,2.0,,McCormick,9.0,2348645.0
Lit7774,70637.0,United States of America,O,Saskatchewan,N,4.0,Litrdepfksbaacmkxowaq,1-187-607-6141,D,339.0,Inglewood,1.0,12.0,Southwestern Energy,7.0,616526.0
BZG7775,384754.0,United States of America,R,Quebec,C,3.0,BZGHHD,1-228-353-9628,S,822.0,Costa Mesa,0.0,36.0,CC Media Holdings,7.0,1828046.0
Mld7776,411913.0,United States of America,O,MN,u,2.0,Mldvkmsth,1-421-032-5998,U,487.0,Baltimore,3.0,,Jones Financial,8.0,1296407.0
Ujq7777,499162.0,United States of America,O,NV,,1.0,Ujqpiixoqzblqeh,1-368-920-5554,U,664.0,Escondido,5.0,4.0,Whirlpool,,903552.0
Bmf7778,86635.0,United States of America,O,Manitoba,,3.0,Bmfzhlqzwfefnavpz,1-904-895-6967,M,392.0,Lexington,2.0,79.0,Patterson,3.0,230058.0
Jvz7779,228058.0,Canada,U,NC,h,2.0,Jvzvwucdhnemibjeuom,1-477-094-9023,D,655.0,Warren,3.0,97.0,Rent A Center,10.0,301320.0
ORQ7780,172125.0,Canada,O,CT,K,2.0,ORQUWJXTQOMGR,1-912-621-2838,U,380.0,Berkeley,5.0,37.0,Ryder System,3.0,2286525.0
Puv7781,241263.0,United States of America,U,NV,I,0.0,Puvhtgahbhjlxaxvssqjpyv,1-088-248-7795,,651.0,Salinas,0.0,92.0,Sysco,1.0,1482250.0
DAJ7782,99175.0,United States of America,R,VT,L,3.0,DAJYKNHLDHSWNJRF,1-596-039-1994,U,,Brownsville,2.0,78.0,Entergy,6.0,3123257.0
Iaf7783,198444.0,United States of America,O,HI,H,3.0,Iafcsetsxtejg,,U,652.0,Fresno,,48.0,,0.0,944918.0
EJP7784,250333.0,United States of America,O,New Brunswick,,4.0,EJPEPVTDGKHTCGGDWHGEQIUNB,1-235-024-0569,U,338.0,Ontario,4.0,0.0,Telephone & Data Systems,9.0,2050110.0
Bla7785,,United States of America,O,MI,A,0.0,Blamzrkhfhlmowcwuv,1-138-843-5480,W,779.0,Omaha,5.0,89.0,W.R. Berkley,0.0,2077778.0
Yhe7786,173782.0,Canada,O,MD,,0.0,Yhefikklhs,1-637-845-9250,W,786.0,Huntsville,4.0,47.0,,5.0,1793821.0
Nfl7787,225849.0,Canada,O,WI,,2.0,Nfldvfworlfejwnuauklepwo,1-459-090-7413,M,458.0,Hay River,1.0,2.0,Cognizant Technology Solutions,6.0,1847011.0
Lrd7788,205194.0,United States of America,O,MT,,,Lrdqj,1-488-723-0835,M,806.0,Austin,0.0,18.0,Popular,6.0,104018.0
Ojh7789,40273.0,United States of America,U,TN,,3.0,Ojhuowdyyckqv,1-354-637-6196,U,466.0,Winnipeg,3.0,98.0,CSX,1.0,113431.0
Gaj7790,388923.0,Canada,R,MD,,2.0,Gajos,1-444-824-0484,U,801.0,Lexington,3.0,79.0,ITT,2.0,1721394.0
MHU7791,213273.0,United States of America,O,SC,,5.0,MHUWRDHDYJVD,1-045-308-4672,S,334.0,Rockford,4.0,90.0,BJ's Wholesale Club,0.0,3905265.0
Luu7792,499304.0,United States of America,O,Prince Edward Island,,5.0,Luunhqajpnfmpufweqgxi,1-704-419-7623,S,568.0,Waterbury,2.0,54.0,Cooper-Standard Holdings,6.0,3710742.0
Bbh7793,439546.0,Canada,O,AR,,5.0,Bbhmrrnqlfhfufkpxxqjy,,M,338.0,Bellevue,1.0,56.0,Insight Enterprises,5.0,2289382.0
VGQ7794,74548.0,United States of America,R,Newfoundland,,5.0,VGQGVWCIERLRH,1-126-402-8195,M,421.0,Lubbock,0.0,61.0,National Oilwell Varco,8.0,2123750.0
Jtm7795,472023.0,United States of America,O,NV,,4.0,Jtmslhltomrtynfyyqexquqs,,M,312.0,Manchester,0.0,20.0,Newell Rubbermaid,0.0,1222348.0
WUW7796,155245.0,United States of America,O,OK,v,2.0,WUWIZWKSDKRBBXIJE,1-348-201-5638,M,361.0,San Jose,1.0,95.0,Supervalu,,1746167.0
ojd7797,95133.0,United States of America,O,NV,F,4.0,ojddvrnopwp,1-878-085-2397,S,626.0,Virginia Beach,3.0,42.0,Amazon.com,5.0,602321.0
Cvb7798,208626.0,United States of America,O,ND,,,Cvbhamcdnkpbeoajviq,1-807-513-3749,U,,Indianapolis,3.0,30.0,IMS Health,4.0,
rso7799,338937.0,Canada,O,Nova Scotia,,1.0,rsofefba,1-308-751-4811,M,445.0,Jackson,2.0,61.0,Holly,3.0,3509965.0
Tpj7800,75897.0,,R,FL,,5.0,Tpjjcihkpz,1-824-374-6093,W,347.0,Jacksonville,1.0,27.0,General Motors,9.0,1270225.0
VEO7801,354986.0,United States of America,U,MI,f,1.0,VEOLNMRQMLPNBDL,1-711-107-1977,,617.0,Omaha,4.0,31.0,General Dynamics,4.0,2882457.0
Nrs7802,19973.0,United States of America,O,IA,y,3.0,Nrswglheedmcbj,1-392-137-4125,S,830.0,Toronto,0.0,40.0,Embarq,8.0,2828480.0
Wcv7803,47920.0,United States of America,R,NV,,4.0,Wcvpvcubsiqrvxvpcxtz,1-520-247-4473,U,,Buffalo,4.0,58.0,Murphy Oil,10.0,2709790.0
Hxm7804,6804.0,,R,FL,r,3.0,Hxmiyovwcukkgjnxmnpgqpavb,1-715-269-6830,M,452.0,Fort Collins,0.0,58.0,Southwest Airlines,0.0,3065674.0
Ktb7805,210120.0,United States of America,U,MT,,,Ktbzezfrerjvqovifw,1-102-018-6502,U,536.0,McAllen,3.0,45.0,Weyerhaeuser,7.0,1493447.0
Ejs7806,316764.0,,O,New Brunswick,,3.0,Ejsdccorefe,1-446-372-5314,M,536.0,Yonkers,5.0,9.0,Lender Processing Services,4.0,642765.0
Sff7807,325753.0,Canada,O,MN,W,,Sffwisgbwielvsguyqhavxhwnbeuww,1-291-287-5870,M,681.0,Mobile,3.0,46.0,General Dynamics,0.0,3843812.0
elc7808,159571.0,United States of America,R,Saskatchewan,,,elcftshtnxyh,1-730-343-2879,M,516.0,Baton Rouge,3.0,4.0,Western Refining,,2373701.0
FSO7809,236485.0,Canada,R,TN,A,5.0,FSONUABABVSVKACQX,1-717-739-3758,S,428.0,Philadelphia,4.0,50.0,Asbury Automotive Group,8.0,1365627.0
Pal7810,496074.0,Canada,R,TX,r,3.0,Paljtgiiagvxeysahvwuut,1-910-876-8455,M,783.0,Irving,,78.0,,8.0,1769029.0
Pqm7811,85.0,United States of America,O,WA,,3.0,Pqmsziyqdu,1-211-658-8931,S,307.0,Fullerton,0.0,14.0,Regal-Beloit,5.0,2554799.0
Qrs7812,112434.0,United States of America,O,AL,X,,Qrsqdchq,1-617-977-0368,,846.0,Newport News,3.0,21.0,Enersys,9.0,1241189.0
OLZ7813,469546.0,United States of America,U,ID,,1.0,OLZDXSQASSWMUFOFNNWQRPIQB,,M,582.0,Hayward,1.0,69.0,Dominion Resources,8.0,2432197.0
Cgr7814,378681.0,United States of America,O,AK,g,4.0,Cgrsevvvjfhejp,1-526-226-5832,D,500.0,Fairbanks,5.0,29.0,TRW Automotive Holdings,10.0,3417367.0
yov7815,202225.0,United States of America,O,Alberta,V,2.0,yovxitkrqsbcqjccw,1-831-841-8863,M,802.0,Warren,4.0,82.0,New York Life Insurance,6.0,573323.0
TVK7816,83672.0,United States of America,O,NY,G,2.0,TVKCJHPWVSPYLXXQEKIPU,1-724-757-6864,U,710.0,Coral Springs,1.0,79.0,CSX,8.0,1544205.0
irn7817,354744.0,United States of America,O,WA,a,0.0,irnzgpkqaujlotpcxucmrttqffnqsc,1-628-017-0065,S,407.0,Winston-Salem,,59.0,PPG Industries,2.0,2717331.0
Yik7818,163223.0,,U,MS,,0.0,Yikbfcud,1-412-700-9835,M,410.0,Sioux Falls,,87.0,TD Ameritrade,8.0,639791.0
eix7819,323691.0,United States of America,U,LA,y,4.0,eixapiaikopsnqktdqfwgiqehdxcjx,1-458-534-5021,S,539.0,Nashville,,2.0,Pepco Holdings,2.0,
