Sta,Cou,A,NuCa,PosCo,CrRat,OwORF,In,FirNa,NumChi,AddrLi2,AgID,NumCreCar,C,NeWor,Ph,LN,MiIni,Gen,AddLi1,MariSta,Em
AZ,United States of America,68.0,1.0,NNCXIBTCXZA,598.0,O,63617.0,Biflzgcqpqpbahquomftmjffohpwuy,5.0,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,Ghr7577,8.0,Billings,437353.0,1-906-600-9749,Ghrlcuscpesuzsdwqfwwbgh,Z,,BESJDYZDIOIXKDFEHBQXBPW,M,Wells Fargo
NY,United States of America,93.0,2.0,mfwuio,505.0,O,244849.0,ybdlwlwxispyswbiegrbsqqtywxr,2.0,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,Rwk7578,9.0,Pueblo,2669917.0,1-093-018-2851,Rwkdeshuwhwvmvmdnckmuvdt,,,Ouopoqztakszwsfkthdbwndfjuqaelyd,U,Vornado Realty Trust
WA,United States of America,48.0,4.0,Utgwrun,839.0,R,123585.0,Capzcewdt,3.0,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,Uwi7579,7.0,Sherbrooke,1466537.0,1-302-096-9321,Uwinnbtdd,,,Ivwhotvobwkshcixclfobqoljlaqohw,S,New York Times
GA,United States of America,96.0,1.0,Wgulrhctjlg,672.0,U,391134.0,XKBLVBCCYKMIXABVTOTVPZCJRII,1.0,CYQWJKJB,VXZ7580,2.0,Sacramento,991860.0,1-915-044-3154,VXZTLDNZPYIFIKTIJRXS,,,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,S,Adobe Systems
AZ,United States of America,58.0,5.0,Srhxvxe,696.0,O,426759.0,wmknfemsztimaphftadowlmbnp,5.0,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,Ayk7581,3.0,Charlotte,,1-040-274-3474,Aykkkc,p,f,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,M,Valmont Industries
NV,United States of America,63.0,5.0,Dadkihaohc,448.0,O,451737.0,DHLVITRFJDXLTPAGMPMJ,3.0,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,lho7582,5.0,El Paso,1816368.0,1-678-397-2739,lhodktal,,M,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,W,UAL
TN,United States of America,18.0,2.0,Fpoleiod,549.0,O,180822.0,Jdpqutldftwykfyhukveiaimoyyk,1.0,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,rzi7583,9.0,Mesa,565246.0,1-679-345-9939,rziprpcfwnirtuvrbfnuepq,,,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,S,AFLAC
AL,United States of America,40.0,4.0,Cuaieflmccqp,705.0,O,205843.0,Qiwemtdba,2.0,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,Wds7584,0.0,Simi Valley,1899339.0,1-093-616-0613,Wdsuorykxmvfxupyyjl,,,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,W,VeraSun Energy
TX,United States of America,29.0,4.0,qiraymmapgf,387.0,O,470985.0,JQKEDISZ,3.0,ccfzcxohrhrcnypedmhjovjyjrxi,Xsj7585,6.0,St. Catharines,3873239.0,1-546-131-8988,Xsjypvyfoqbiq,f,M,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,M,Magellan Health Services
WV,United States of America,21.0,2.0,Tsynomgib,359.0,,318225.0,Gfuwa,1.0,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,Lux7586,7.0,Washington,767547.0,1-477-186-7432,Luxkby,v,,Nhgrkzjzcrjcerkwrugwul,U,Emcor Group
ND,Canada,41.0,2.0,Amudllk,494.0,O,326044.0,CTTUYHUUMMDTX,2.0,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,wxw7587,9.0,Chula Vista,1027999.0,1-965-848-6954,wxwhwasadsmxchyhlgrvnurte,,f,,M,Peabody Energy
Saskatchewan,United States of America,56.0,1.0,ELQKT,345.0,,,Wvtqm,1.0,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,pfz7588,10.0,Montpelier,3428495.0,1-622-866-0937,pfzjoarqopfjtzjalxxxeq,e,m,uiaoi,M,State Farm Insurance Cos.
VA,United States of America,33.0,2.0,Oiwac,402.0,O,187282.0,xuwgpsvzcpxtoerndtr,0.0,REHWDWEP,hlx7589,10.0,Mesa,1827180.0,1-040-217-2014,hlxshqpvshstjerwclb,,M,Wwonzdtvwkn,M,Humana
ND,United States of America,96.0,2.0,Dqgzinvuxxy,579.0,O,,Hnnzpokbygacjjgybkskf,0.0,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,nyb7590,3.0,New Haven,2070007.0,1-101-684-2373,nybiaaw,,,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,M,News Corp.
ND,United States of America,35.0,2.0,Nchaajfkjvx,569.0,O,,qsnivsknktiwjpqwnrlgftnmsrxkjc,0.0,DIMPFMEBDNHBCT,Ltt7591,2.0,Indianapolis,,1-386-426-5849,Lttvvpjjavydrmbt,O,,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,,Torchmark
MS,United States of America,40.0,0.0,XEDMBUAMGXKH,745.0,O,306946.0,pygsfvfpeofkdcugfvxdsqgmcgebfp,4.0,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,gsz7592,9.0,Stockton,3596263.0,1-598-816-0126,gszunimggpyfjzmivbwizzftuen,,,cezvfwtftwlwfrgrpxtuejvrgucexe,W,Rock-Tenn
WY,,10.0,0.0,crxbrlj,320.0,U,99663.0,Zgxsuo,,DVYTEPWCABNSGPTLJEMPQLTEWM,Kwp7593,1.0,Louisville,3719999.0,1-770-379-7700,Kwpztgkknktyvdks,,,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,D,AGCO
MA,United States of America,59.0,2.0,Eytubbwi,591.0,R,482013.0,ganifmdaqbltccwbqijtkypcetuq,4.0,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,AGM7594,4.0,Atlanta,3058439.0,,AGMCLBCUEPVBRKDKWAGBCFOLYET,D,,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,M,
AK,United States of America,70.0,1.0,Lwftldizl,,U,180476.0,IYCOMORWDFSEKN,0.0,,Ocn7595,10.0,Milwaukee,2592932.0,1-628-245-6238,Ocnds,u,m,Ctgihaqlm,M,United Stationers
PA,United States of America,69.0,4.0,GSSFZNBZL,417.0,,285682.0,vdvdlfz,5.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv,Cmw7596,5.0,Fort Smith,1471273.0,1-813-787-2611,Cmweamsabhudajyhpsohkpzcy,,F,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,M,McCormick
MA,United States of America,96.0,0.0,Nrnqtmjz,338.0,R,455032.0,Sbwymtnwzhffkwjczlsnvrtcv,5.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,Dit7597,8.0,Knoxville,,1-362-897-1162,Ditjvpiidkjkvxssfnctzcczb,V,,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,M,National Life Group
DC,United States of America,9.0,3.0,Rzjxvum,340.0,O,356141.0,qjjwbffbgxilxyarhjwdvo,,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,Rmm7598,9.0,Idaho Falls,2410816.0,1-952-919-4878,Rmmasnivkq,S,,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,S,Hasbro
RI,Canada,39.0,3.0,Accezkuzqrif,738.0,U,165667.0,JIXUQX,3.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,ekj7599,5.0,Jacksonville,1059543.0,1-145-214-8009,ekjvgcmzgobzeerrpfgefwvxlvfcua,,,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,U,Tupperware Brands
MA,United States of America,31.0,0.0,LNZZPGOTEG,597.0,O,459767.0,Eqrxuc,2.0,MIMWGPPF,wcq7600,7.0,Stockton,379282.0,1-328-944-9786,wcqqbslcxugdqpbzbmbqvlahw,A,,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,S,Covance
Alberta,United States of America,64.0,2.0,YINOHET,603.0,R,106459.0,PDAXUXBMPOVTKJUR,2.0,Xpannac,Klc7601,4.0,Thousand Oaks,3271265.0,1-899-864-9421,Klcanpomjmuwosnasroukafsxtufz,,f,RSSNUTWWLOKIHRRTPEAFTLBF,M,Interactive Brokers Group
AR,,38.0,,ddgkyv,662.0,U,51021.0,Adftxl,1.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,Jrd7602,5.0,Nashua,1530364.0,1-877-997-8896,Jrdmn,,,Sachwqwddeyfxvagihsjxtcsibaejb,D,SkyWest
VA,United States of America,47.0,2.0,Seiksuhglhj,838.0,R,494931.0,Gaksvvggpbleteofow,4.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,GDQ7603,0.0,Tallahassee,3731860.0,1-750-900-0823,GDQESTOSFCKVLPZEQPNFIKQLTXB,,,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,W,Best Buy
OR,United States of America,,5.0,Ytgghhaxc,791.0,O,429859.0,Ijstknxzfzsvqmy,2.0,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,fnm7604,9.0,Brownsville,2488858.0,,fnmqzceohwapysohiuofkhjpwzgv,,,Sbutxmtwkb,M,Sears Holdings
ID,Canada,76.0,1.0,Ajlcdadx,692.0,O,,jvhwyzbcwdrrqmlbvpjwbohhemm,4.0,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,Ymu7605,7.0,Charlotte,2301347.0,1-347-704-7823,Ymuvinagbzdhiwglzfacood,e,,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,S,Frontier Oil
IA,,60.0,0.0,Daivf,673.0,O,464086.0,nhhjbqktsr,3.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,Pxj7606,8.0,Oakland,1736571.0,1-228-976-2888,Pxjmfwpwm,R,,mnkidgiyajigobghpnkdvauwiubpjb,W,Automatic Data Processing
TN,Canada,73.0,3.0,xrquzcptycg,331.0,O,207651.0,Lmhtjwddyqbzlxgv,,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,Rsd7607,7.0,Fort Wayne,2399483.0,,Rsdlvo,M,,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,U,
Nova Scotia,United States of America,37.0,4.0,shigmwk,744.0,O,260418.0,BXFLGQTJSJDQAUCXXJXWHTQU,,BPPKDY,Qqh7608,2.0,Chula Vista,2982744.0,1-760-429-1328,Qqhwdyopkfs,,,Fmrydeogisvvtrpsfonolelpnqcbkrr,U,Comerica
Ontario,United States of America,50.0,5.0,enehob,446.0,U,,Tlaihggmhfiuezhjgps,1.0,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,udq7609,6.0,Peoria,1611011.0,1-253-879-8833,udqexswxytatsvxw,Q,,Xhggtfwyslxvgeiuzjfxewcsweefq,M,Baldor Electric
MD,Canada,0.0,0.0,RNLAKRXSPA,,O,316963.0,DSRXJZKFJTIVXLBAX,4.0,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,Ghl7610,0.0,Lexington,2999167.0,1-401-256-3483,Ghlflxgkavpsqvkpun,M,,,M,Commercial Metals
AR,Canada,,5.0,Hlezt,,O,84046.0,Annsrbdzywmpqvigpn,,Xuqmcmxaigbk,mtk7611,,Salem,,1-175-910-8245,mtkfmxripistepftjaxfosviokgqsf,,f,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,W,
Saskatchewan,United States of America,,0.0,Iyqmkpcjx,723.0,O,368990.0,Mrawpcvb,3.0,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,QIY7612,9.0,San Jose,3307491.0,1-565-191-3419,QIYQRALNIIONMKDZB,,,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,M,Molina Healthcare
OH,Canada,81.0,2.0,klgnkcaedht,348.0,O,124382.0,yociu,0.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,Ohz7613,2.0,Kansas City,2057260.0,1-921-688-5401,Ohzpaqjtc,,,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,S,Plains All American Pipeline
VA,United States of America,52.0,2.0,Jsombikj,666.0,O,9263.0,DQNVNWPYSMLDGXJVBUHUKDLRSLN,0.0,EECYCMJAJGNQBRSKW,djg7614,,Windsor,53179.0,1-925-155-0170,djgtucxplpftr,,,Gvdteormavfflajkedaclod,M,Agilent Technologies
ID,United States of America,68.0,2.0,Xtckbvng,,U,334181.0,wfnjfn,4.0,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,Iad7615,3.0,Chicago,690086.0,1-185-691-2951,Iaduje,,,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,M,AutoZone
WI,United States of America,,0.0,YPUWSVRD,844.0,R,314001.0,WWWEN,1.0,hgandkyzsnb,EMG7616,8.0,Evansville,2025465.0,1-067-518-3854,EMGQKGEOTCGAFGDZVTRUAVGZYPM,H,,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,M,
MS,Canada,36.0,1.0,Ifxvsnt,766.0,O,168309.0,Krjcfgq,4.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,Hjn7617,8.0,Honolulu,695307.0,1-188-554-1671,Hjnljezrxojeaoustvawackahexa,,,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,M,Universal Health Services
OK,United States of America,31.0,2.0,EAOJPQVWBNZ,521.0,O,322765.0,Fxmpengjsaf,4.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,CYP7618,10.0,Cleveland,3238398.0,1-168-215-2223,CYPTBBGPWKKKFNOUHJ,D,M,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,M,Time Warner
GA,United States of America,55.0,1.0,fhirgl,306.0,O,311253.0,Eobtk,5.0,QTWXYHMLBYQ,KPN7619,7.0,Livonia,1213578.0,1-228-022-3056,KPNRNVLRFUTOWOERTCSIRQZ,h,,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,W,Sealed Air
TN,United States of America,66.0,5.0,Lahfziy,411.0,R,140296.0,Abahrdfcbtscoblhaovnjkbx,5.0,SDEAIMDWRSKXTFCPHWF,Vbi7620,9.0,Little Rock,103708.0,1-926-766-1124,Vbimifwtrtvb,x,,Blsmawjjdmdamrhqyqgzmbkfa,W,Sprint Nextel
SC,United States of America,22.0,1.0,tofdjef,,O,439984.0,bhephgijqbu,5.0,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,ehb7621,3.0,Halifax,1086081.0,1-538-797-1948,ehbcbdctlcspuvwbqveohanmkolbw,,F,Stofpzwyhkpmuq,M,
AR,United States of America,51.0,5.0,rckzx,702.0,O,454011.0,KECNVVPGTOXHIGOUAWLHU,0.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,TMQ7622,8.0,Peoria,1349626.0,1-627-234-0841,TMQACIIUMYYZHYX,C,F,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,U,Quiksilver
MT,United States of America,26.0,1.0,MMLJKBGXD,842.0,R,191541.0,xppmtvztaifqynlbmofxonnus,5.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,Lsb7623,1.0,San Jose,1083092.0,1-876-492-0782,Lsbutxufufshmkqnscnhx,y,a,,S,Valspar
WY,United States of America,100.0,2.0,banusio,528.0,R,,kzntoukktuqqfuyeo,1.0,Lhwkvadxwcjobcggyuighvqlcm,Dpz7624,0.0,Charlotte,1662799.0,1-436-946-7319,Dpzpfctp,u,M,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,U,Timken
WY,United States of America,13.0,3.0,Safkd,300.0,R,,TDRLAQZARCGRAMDDMCWP,3.0,,Zuj7625,5.0,Hilo,3548540.0,1-281-780-2897,Zujmcfzznpfohsdp,,,cnckvldjedzgdqhy,W,
WV,United States of America,11.0,2.0,DHTLWJDXLRW,752.0,O,269215.0,shbaeyxyrjfietruntrdeyqkc,1.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,Jqk7626,7.0,Yonkers,881414.0,1-421-286-4139,Jqkozdva,,,,S,Occidental Petroleum
CA,Canada,62.0,0.0,RORIUHK,303.0,O,193126.0,Zururxrihusergiba,4.0,Alukohji,ijb7627,0.0,Modesto,1712200.0,1-908-354-2709,ijbcvbgglqupyentiqncsnswyygl,,m,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,M,
Alberta,United States of America,13.0,3.0,bxgwhohh,418.0,O,462618.0,QZLCPVRKZMTENMREVZT,5.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,NMO7628,10.0,Louisville,847446.0,1-466-560-2530,NMOXMHMVUDGY,U,F,qehomraquwxrkb,M,Massey Energy
New Brunswick,United States of America,23.0,3.0,SRARKMXOD,667.0,O,212026.0,dvbflygvxrizbclmqwoajkvnzoufc,3.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,Tef7629,4.0,Eugene,344294.0,1-578-686-8082,Tefewe,,f,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,W,Weyerhaeuser
British Columbia,United States of America,51.0,1.0,hwugfvlttol,441.0,U,371024.0,mtnubdnrdoivcuqmapqhtvzkixw,4.0,Kxxipkohacffav,Sdj7630,7.0,Buffalo,1534879.0,1-166-077-1436,Sdjhq,Z,,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,D,National Fuel Gas
DE,United States of America,2.0,3.0,zgsllav,471.0,O,235810.0,Nzljqsbgutsixlosfedpmlzl,2.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,Pbr7631,0.0,Santa Fe,3897101.0,1-535-320-1881,Pbrfgfdwedgrmifitr,,m,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,U,Pep Boys
CT,United States of America,,2.0,Mszwfhpj,701.0,O,347270.0,Ealrdsynhtadihmsl,,onxyyslcmbyxpfjuykowqpwqi,Ice7632,9.0,Springfield,3064442.0,1-633-495-6478,Icejebxweavlnddpjz,,m,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,W,Neiman Marcus
Quebec,United States of America,82.0,5.0,Yqfxb,323.0,R,399212.0,xfjdwfentojva,2.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,ZWG7633,1.0,Anchorage,2016524.0,1-398-680-0278,ZWGIV,,,TAIWTM,D,BlackRock
NJ,United States of America,94.0,4.0,ypmuep,846.0,O,439561.0,Zvowaelneuhpxzphpvtgvfz,5.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,Evw7634,10.0,Winnipeg,37745.0,1-185-976-7770,Evwthrqmqfpsbpdqojtqzpjmpoea,,m,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,M,McGraw-Hill
MN,United States of America,16.0,3.0,Xthtecuu,850.0,O,29980.0,fmdcjzjekrwrirumyvfuqnnkxzr,4.0,Krdmgygwnziumjdtybwyw,Lhl7635,8.0,Waco,503752.0,1-490-238-8219,Lhlatzfku,c,m,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,M,Family Dollar Stores
NE,United States of America,43.0,2.0,Xjzpdio,,U,28693.0,Ohetzpmilrphnhnasiisaypdl,5.0,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,LYB7636,,Stockton,2115180.0,1-891-741-2112,LYBUGCXZYJSERVQKQJKNIIW,N,,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,M,Teleflex
VA,Canada,76.0,1.0,Rgthehdvvlh,564.0,O,106794.0,VAUWGMVOILXNGKB,2.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,Ijb7637,3.0,Boston,839222.0,1-849-918-0984,Ijbmwiomutrflaupolplmfjsqh,x,M,Phqspowfoiqmszxy,M,
PA,United States of America,0.0,3.0,ysexit,558.0,O,340598.0,Tnwgmuvaaqmxskkyqnvrmnmul,5.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,Zhf7638,4.0,Memphis,1851334.0,1-426-168-3142,Zhftulgpedd,,f,XDPEFDQIMFNMCO,S,Imation
WV,United States of America,33.0,1.0,Wscgcsbwlzj,417.0,O,490597.0,mtovrkjvtfkennjujgpegknnck,,Bfntmkesgyjkjrgttbtdncoumqhmnxy,PYU7639,0.0,Sydney,1348251.0,1-757-910-8931,PYUHQOCHAUAWGKHHLXQNUWZTEBN,r,m,FSSAAXLAMAPBOMTNUFG,U,PPL
WY,Canada,62.0,2.0,AUQJTIMK,487.0,O,499685.0,Lwxdv,2.0,,Iku7640,6.0,Shreveport,2722392.0,1-468-325-0119,Ikufiibsvk,F,,AKWOIATLDDKU,U,Smithfield Foods
MN,United States of America,8.0,2.0,Weqnwrwrbcgx,639.0,O,62285.0,Ftvuzjdzocqmcoxvrbqcna,0.0,Bnbfbxvqxtngv,HBZ7641,9.0,Modesto,1785161.0,1-383-310-7894,HBZACUNNIOTFKFSTCILLC,,m,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,M,Macy's
VT,United States of America,4.0,5.0,facqrtjqjmd,625.0,O,320885.0,Hnbgeuii,5.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,Pco7642,3.0,Hull,2823578.0,1-353-727-2029,Pcofbhaqeemibnkjtsoxmdibmpquo,,M,VANVGDDSYEK,U,Torchmark
WV,United States of America,39.0,5.0,OCNCREZ,,O,184669.0,Fykbowmpxpbb,3.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,Ybv7643,1.0,Yonkers,2123972.0,1-028-849-5461,Ybvjle,,,TVTDULLNHUZPDNEEKSXEGPXDNE,D,Herman Miller
IN,United States of America,90.0,0.0,JXOGSVJ,,R,126989.0,Ruagwhiorgizpmbphjerywjrr,0.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,Rim7644,3.0,Atlanta,112782.0,1-480-785-4021,Rimdakhncfjlrbor,F,,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,S,Kindred Healthcare
MS,Canada,7.0,1.0,Iqtso,460.0,,48144.0,teldp,4.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,gnf7645,3.0,Hayward,248311.0,1-443-132-4138,gnfkwjxmvkbeh,,,HWAWSSEUGGKEXQDESYXFHWZ,M,Arch Coal
CO,United States of America,95.0,5.0,Uxgvbwop,793.0,O,377787.0,Tmhxnpfgyifx,4.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,Wxp7646,8.0,Savannah,3719851.0,1-143-020-1234,Wxphiul,C,F,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,,Whirlpool
PA,Canada,59.0,5.0,Ovsiu,821.0,O,323782.0,Fpchjcvsrkakkqqsojokdrg,5.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,Dxh7647,8.0,Fullerton,1920385.0,1-475-304-3486,Dxhuevhfuceqmpoolmuhflp,N,m,,U,Arrow Electronics
DE,United States of America,13.0,3.0,Frqdqbs,,O,31880.0,Heiehcgec,2.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,Aqo7648,6.0,Overland Park,576903.0,1-677-882-6792,Aqopbqsxqxjj,,,NASLRGJGXPDOGNJSHNLNGBCXJVO,S,Rock-Tenn
Prince Edward Island,United States of America,58.0,5.0,waiitdv,643.0,O,390190.0,sgapkfrztiyyayezulvi,3.0,Eymghd,fen7649,8.0,Alexandria,1855037.0,1-151-067-7411,fenowyirqcdcwwo,s,,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,D,R.H. Donnelley
TN,Canada,67.0,4.0,Vlmzifrfolfs,817.0,O,413821.0,Nohjtayoycptngwoitqzhmuf,1.0,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,CMQ7650,2.0,Fort Collins,2954046.0,1-645-553-4591,CMQIHWYKNOLSX,,,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,U,Pall
CA,United States of America,68.0,1.0,DKXNSUJQRKGM,702.0,O,301451.0,QIGFYQTIPFYCR,2.0,Vqdxskijczxliokh,Yhb7651,10.0,Santa Fe,952096.0,1-670-793-5351,Yhbbdqabnbldfqhnofnxdrzrj,,f,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,,Burlington Coat Factory
TN,United States of America,17.0,1.0,Vzvadviukgid,409.0,O,5888.0,evwjgjrsttnkbmhmmrswodkvwdqo,0.0,Fclwsu,mbw7652,2.0,Simi Valley,3382998.0,1-049-843-6473,mbwpxwoq,L,,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,D,Forest Laboratories
