prospect_AgeID,prospect_NuCrCar,prospect_NumCh,prospect_OwORF,prospect_NWo,prospect_LaNa,prospect_FiN,prospect_A,prospect_Ph,prospect_NumCa,prospect_PosC,prospect_CrRat,prospect_St,prospect_Ci,prospect_Ge,prospect_Coun,prospect_In,prospect_MarSt,prospect_Em
Lsb7623,1.0,5.0,R,1083092.0,Lsbutxufufshmkqnscnhx,xppmtvztaifqynlbmofxonnus,26.0,1-876-492-0782,1.0,MMLJKBGXD,842.0,MT,San Jose,a,United States of America,191541.0,S,Valspar
Dpz7624,0.0,1.0,R,1662799.0,Dpzpfctp,kzntoukktuqqfuyeo,100.0,1-436-946-7319,2.0,banusio,528.0,WY,Charlotte,M,United States of America,,U,Timken
Zuj7625,5.0,3.0,R,3548540.0,Zujmcfzznpfohsdp,TDRLAQZARCGRAMDDMCWP,13.0,1-281-780-2897,3.0,Safkd,300.0,WY,Hilo,,United States of America,,W,
Jqk7626,7.0,1.0,O,881414.0,Jqkozdva,shbaeyxyrjfietruntrdeyqkc,11.0,1-421-286-4139,2.0,DHTLWJDXLRW,752.0,WV,Yonkers,,United States of America,269215.0,S,Occidental Petroleum
ijb7627,0.0,4.0,O,1712200.0,ijbcvbgglqupyentiqncsnswyygl,Zururxrihusergiba,62.0,1-908-354-2709,0.0,RORIUHK,303.0,CA,Modesto,m,Canada,193126.0,M,
NMO7628,10.0,5.0,O,847446.0,NMOXMHMVUDGY,QZLCPVRKZMTENMREVZT,13.0,1-466-560-2530,3.0,bxgwhohh,418.0,Alberta,Louisville,F,United States of America,462618.0,M,Massey Energy
Tef7629,4.0,3.0,O,344294.0,Tefewe,dvbflygvxrizbclmqwoajkvnzoufc,23.0,1-578-686-8082,3.0,SRARKMXOD,667.0,New Brunswick,Eugene,f,United States of America,212026.0,W,Weyerhaeuser
Sdj7630,7.0,4.0,U,1534879.0,Sdjhq,mtnubdnrdoivcuqmapqhtvzkixw,51.0,1-166-077-1436,1.0,hwugfvlttol,441.0,British Columbia,Buffalo,,United States of America,371024.0,D,National Fuel Gas
Pbr7631,0.0,2.0,O,3897101.0,Pbrfgfdwedgrmifitr,Nzljqsbgutsixlosfedpmlzl,2.0,1-535-320-1881,3.0,zgsllav,471.0,DE,Santa Fe,m,United States of America,235810.0,U,Pep Boys
Ice7632,9.0,,O,3064442.0,Icejebxweavlnddpjz,Ealrdsynhtadihmsl,,1-633-495-6478,2.0,Mszwfhpj,701.0,CT,Springfield,m,United States of America,347270.0,W,Neiman Marcus
ZWG7633,1.0,2.0,R,2016524.0,ZWGIV,xfjdwfentojva,82.0,1-398-680-0278,5.0,Yqfxb,323.0,Quebec,Anchorage,,United States of America,399212.0,D,BlackRock
Evw7634,10.0,5.0,O,37745.0,Evwthrqmqfpsbpdqojtqzpjmpoea,Zvowaelneuhpxzphpvtgvfz,94.0,1-185-976-7770,4.0,ypmuep,846.0,NJ,Winnipeg,m,United States of America,439561.0,M,McGraw-Hill
Lhl7635,8.0,4.0,O,503752.0,Lhlatzfku,fmdcjzjekrwrirumyvfuqnnkxzr,16.0,1-490-238-8219,3.0,Xthtecuu,850.0,MN,Waco,m,United States of America,29980.0,M,Family Dollar Stores
LYB7636,,5.0,U,2115180.0,LYBUGCXZYJSERVQKQJKNIIW,Ohetzpmilrphnhnasiisaypdl,43.0,1-891-741-2112,2.0,Xjzpdio,,NE,Stockton,,United States of America,28693.0,M,Teleflex
Ijb7637,3.0,2.0,O,839222.0,Ijbmwiomutrflaupolplmfjsqh,VAUWGMVOILXNGKB,76.0,1-849-918-0984,1.0,Rgthehdvvlh,564.0,VA,Boston,M,Canada,106794.0,M,
Zhf7638,4.0,5.0,O,1851334.0,Zhftulgpedd,Tnwgmuvaaqmxskkyqnvrmnmul,0.0,1-426-168-3142,3.0,ysexit,558.0,PA,Memphis,f,United States of America,340598.0,S,Imation
PYU7639,0.0,,O,1348251.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,mtovrkjvtfkennjujgpegknnck,33.0,1-757-910-8931,1.0,Wscgcsbwlzj,417.0,WV,Sydney,m,United States of America,490597.0,U,PPL
Iku7640,6.0,2.0,O,2722392.0,Ikufiibsvk,Lwxdv,62.0,1-468-325-0119,2.0,AUQJTIMK,487.0,WY,Shreveport,,Canada,499685.0,U,Smithfield Foods
HBZ7641,9.0,0.0,O,1785161.0,HBZACUNNIOTFKFSTCILLC,Ftvuzjdzocqmcoxvrbqcna,8.0,1-383-310-7894,2.0,Weqnwrwrbcgx,639.0,MN,Modesto,m,United States of America,62285.0,M,Macy's
Pco7642,3.0,5.0,O,2823578.0,Pcofbhaqeemibnkjtsoxmdibmpquo,Hnbgeuii,4.0,1-353-727-2029,5.0,facqrtjqjmd,625.0,VT,Hull,M,United States of America,320885.0,U,Torchmark
Ybv7643,1.0,3.0,O,2123972.0,Ybvjle,Fykbowmpxpbb,39.0,1-028-849-5461,5.0,OCNCREZ,,WV,Yonkers,,United States of America,184669.0,D,Herman Miller
Rim7644,3.0,0.0,R,112782.0,Rimdakhncfjlrbor,Ruagwhiorgizpmbphjerywjrr,90.0,1-480-785-4021,0.0,JXOGSVJ,,IN,Atlanta,,United States of America,126989.0,S,Kindred Healthcare
gnf7645,3.0,4.0,,248311.0,gnfkwjxmvkbeh,teldp,7.0,1-443-132-4138,1.0,Iqtso,460.0,MS,Hayward,,Canada,48144.0,M,Arch Coal
Wxp7646,8.0,4.0,O,3719851.0,Wxphiul,Tmhxnpfgyifx,95.0,1-143-020-1234,5.0,Uxgvbwop,793.0,CO,Savannah,F,United States of America,377787.0,,Whirlpool
Dxh7647,8.0,5.0,O,1920385.0,Dxhuevhfuceqmpoolmuhflp,Fpchjcvsrkakkqqsojokdrg,59.0,1-475-304-3486,5.0,Ovsiu,821.0,PA,Fullerton,m,Canada,323782.0,U,Arrow Electronics
Aqo7648,6.0,2.0,O,576903.0,Aqopbqsxqxjj,Heiehcgec,13.0,1-677-882-6792,3.0,Frqdqbs,,DE,Overland Park,,United States of America,31880.0,S,Rock-Tenn
fen7649,8.0,3.0,O,1855037.0,fenowyirqcdcwwo,sgapkfrztiyyayezulvi,58.0,1-151-067-7411,5.0,waiitdv,643.0,Prince Edward Island,Alexandria,,United States of America,390190.0,D,R.H. Donnelley
CMQ7650,2.0,1.0,O,2954046.0,CMQIHWYKNOLSX,Nohjtayoycptngwoitqzhmuf,67.0,1-645-553-4591,4.0,Vlmzifrfolfs,817.0,TN,Fort Collins,,Canada,413821.0,U,Pall
Yhb7651,10.0,2.0,O,952096.0,Yhbbdqabnbldfqhnofnxdrzrj,QIGFYQTIPFYCR,68.0,1-670-793-5351,1.0,DKXNSUJQRKGM,702.0,CA,Santa Fe,f,United States of America,301451.0,,Burlington Coat Factory
mbw7652,2.0,0.0,O,3382998.0,mbwpxwoq,evwjgjrsttnkbmhmmrswodkvwdqo,17.0,1-049-843-6473,1.0,Vzvadviukgid,409.0,TN,Simi Valley,,United States of America,5888.0,D,Forest Laboratories
xas7653,6.0,2.0,O,3772196.0,xasiqx,SMOQFUQUOWABMRDKJPFC,44.0,1-739-185-6579,2.0,Jjtgz,617.0,FL,Mesa,,United States of America,254404.0,,Moody's
MKM7654,5.0,0.0,O,3180080.0,MKMKDBNJNERUJSQYY,Jzwgkirmjeznhbniytvkxnhhar,16.0,1-215-295-5893,3.0,TMWLE,,TN,Simi Valley,M,United States of America,290984.0,M,Fidelity National Financial
Jgi7655,,5.0,O,3971412.0,Jgiimqxenotyp,IMPCDEPQTVPBRBNJNLWAPSYUW,27.0,,5.0,Lfmjqz,756.0,OR,Charlotte,F,United States of America,441847.0,M,Amphenol
Mwv7656,5.0,4.0,R,1488210.0,Mwvgdm,Ewwyolurheysjpusipgrmydspux,59.0,1-515-341-8405,2.0,bserucmdlez,484.0,ME,St. Petersburg,,United States of America,373240.0,D,Int. Business Machines
YOY7657,9.0,4.0,O,2621373.0,YOYQEKTGQPVGKZZXM,Indhpnqswpoplupdlejxhjm,8.0,1-249-978-7278,1.0,Nobgu,589.0,SC,Washington,,United States of America,461444.0,S,Int. Flavors & Fragrances
Gja7658,0.0,4.0,O,1021949.0,Gjaqmimggdmubhczafzufuklxgxos,Dahur,98.0,1-471-716-6210,1.0,Mynrhpyte,380.0,Ontario,Tallahassee,m,United States of America,255072.0,S,Gilead Sciences
rcx7659,10.0,1.0,R,2444319.0,rcxczhucwf,JLZXMAOFICNNT,35.0,,1.0,aqobdfbeu,541.0,GA,Mesa,f,United States of America,255019.0,S,United Rentals
IPA7660,7.0,,,362567.0,IPAZTGHTPTW,Rvrfuknkgeyb,57.0,1-982-617-1421,1.0,jecwnfavowiu,474.0,VA,Portland,M,Canada,330718.0,M,Convergys
rbj7661,4.0,1.0,O,462234.0,rbjgdyplkrcutrs,Ruihhbkdjniajgrvwos,69.0,1-068-568-6056,2.0,Nmemytq,685.0,KY,Las Vegas,,United States of America,245130.0,,Mueller Water Products
ebw7662,10.0,3.0,R,3936622.0,ebwticokpfdypejppslctr,Gkirgeljoajnkshohjinbooco,33.0,,4.0,Vqvleqweftl,363.0,SC,Sudbury,,United States of America,19691.0,M,Shaw Group
SQY7663,9.0,1.0,O,2116904.0,SQYYLFSC,cgqpaxicnbhaaufmao,33.0,1-772-155-4468,1.0,ABCSQOCHEHK,605.0,NC,Sunnyvale,,United States of America,13490.0,M,Energy Future Holdings
nqw7664,6.0,4.0,,63883.0,nqwvfudiscyqixxng,beidygiakhaztngnhqsrjhxs,1.0,1-551-833-6226,4.0,NOQIRAGYH,394.0,KS,Birmingham,f,United States of America,90333.0,W,PHH
Fyz7665,6.0,2.0,R,2747738.0,Fyzxvqjbmfgyeyswcxbogeytfuqur,XXILDDNLYSINLOGZNXHQKGLMEAR,19.0,1-894-068-7775,0.0,Yqqldbrjvcqq,812.0,MO,Orlando,m,Canada,210200.0,U,Simon Property Group
Hds7666,3.0,3.0,R,938329.0,Hdsxrjpdyr,MLHCHSATXNEQIRSMEHAM,63.0,,3.0,BSICQKYPBDT,688.0,OK,Albuquerque,f,United States of America,195318.0,M,World Fuel Services
ksz7667,9.0,5.0,O,976093.0,kszsqhunjdmjqhozzck,Qqgzzbefkm,27.0,1-942-682-4165,5.0,enurwe,808.0,LA,Nashville,F,United States of America,486627.0,M,Andersons
Wzm7668,1.0,4.0,O,2031908.0,Wzmdnrkeh,qdjedjylsojhngornkkgmozdbb,12.0,,,Qslfupidrch,492.0,Saskatchewan,Akron,,United States of America,142918.0,,L-3 Communications
Xna7669,6.0,3.0,O,660066.0,Xnafmengguewmwckz,Vszkppbmlhgmjgeiss,26.0,1-316-836-0322,4.0,VEKXFJRNX,734.0,KY,Lubbock,,United States of America,243364.0,D,CACI International
ugr7670,7.0,5.0,O,2777991.0,ugrohhoiopurrh,Yizitnh,2.0,1-746-466-6593,1.0,Dbkoxqpx,579.0,NH,St. Paul,,United States of America,208343.0,M,M&T Bank Corp.
Qao7671,10.0,4.0,U,3148815.0,Qaondcvjqnzbdtnhd,Jkrhfalisxualvrritesxm,34.0,1-306-508-0916,0.0,HPYTPNH,410.0,NM,Columbus,f,United States of America,26787.0,M,Family Dollar Stores
MXH7672,7.0,4.0,O,3714775.0,MXHLAVXOZQHBUBMXESG,Hfhsubkrpir,86.0,1-049-405-9872,0.0,rxcbiltuvzyh,743.0,NE,Abilene,,United States of America,190609.0,D,Medco Health Solutions
KQU7673,9.0,,O,2203195.0,KQUJOIXHOLTVWZCHD,Htbblpuiuynkio,47.0,1-539-901-1797,1.0,jfrawlwjssge,431.0,New Brunswick,Biloxi,,United States of America,,M,Crosstex Energy
bxn7674,4.0,0.0,O,3708645.0,bxnxlbwaecusydvfagorkjv,odfxd,73.0,1-976-507-8347,0.0,PGIUBMUAR,805.0,MD,Cincinnati,,United States of America,,M,Reynolds American
Opu7675,9.0,0.0,O,2954852.0,Opuqjoidjwgejjmkquot,Znewofyktnzry,83.0,1-902-376-9596,1.0,rgqwzxsvza,688.0,WV,Tulsa,M,United States of America,453308.0,U,PolyOne
Ceo7676,1.0,,O,2421534.0,Ceodsyerdrcenlfqt,obgrwipkwotv,99.0,1-532-161-3458,1.0,qnxfnq,483.0,MA,Oakland,,United States of America,251108.0,D,"Toys ""R"" Us"
DZH7677,7.0,0.0,O,941243.0,DZHUBKPLE,llbtndfaert,49.0,1-943-745-8094,0.0,lfjtpka,844.0,MT,McAllen,,United States of America,128853.0,U,Sonoco Products
Ocd7678,5.0,3.0,O,3133101.0,Ocdmelacghnqhlsdvvkvuycchojc,Vowvlsbsbfokxbljqxz,96.0,1-162-078-3859,3.0,pyeiwbftpsck,436.0,NM,Laredo,F,Canada,486933.0,M,Newfield Exploration
Uyj7679,3.0,2.0,U,2070834.0,Uyjwcvfmhzfpziunhflhoccjfwi,qafdyn,12.0,1-881-265-1012,5.0,Enncjsox,336.0,TN,Fort Collins,,Canada,306545.0,D,IAC/InterActiveCorp
mhz7680,1.0,1.0,O,2617194.0,mhzepufgwnlohcheeezqcehvlnjb,aqococfdutcrxipsdiizyfbigy,75.0,1-781-682-4447,1.0,Lnprrdeegs,688.0,PA,Sudbury,,United States of America,7682.0,S,MGIC Investment
Sft7681,9.0,0.0,O,2752340.0,Sftndrabqgoigvgvnidx,Radeyutyf,29.0,1-716-288-6722,3.0,PXRXKFTOX,581.0,NC,Simi Valley,,Canada,280763.0,U,American International Group
gza7682,6.0,2.0,R,2611991.0,gzasmfmrelczwmljfayfgvhxynxr,ockmjwrdbkxoaemodyftxmjcl,4.0,1-407-712-3659,1.0,Osanin,670.0,CO,Berkeley,m,United States of America,296945.0,,Health Net
Rem7683,5.0,0.0,O,3965576.0,Remwagiyqu,MPCHPTTYJUWERHWMHALH,100.0,1-747-143-2305,0.0,WWWMNN,671.0,TX,Santa Rosa,,United States of America,176399.0,U,Mueller Industries
cko7684,10.0,4.0,U,3550405.0,ckocrloglb,Duhgkwcceehrrqvnnirv,45.0,1-522-074-1862,3.0,tsqtfhsh,352.0,IN,Mesquite,,Canada,97252.0,U,American National Insurance
RLN7685,10.0,2.0,O,1566093.0,RLNJVXKTTORDIVXEEWAJSTVV,Rpmqztmrghojzbyqnivxceyuiha,63.0,1-867-195-7669,3.0,zwyuac,317.0,VA,Regina,f,United States of America,320588.0,S,Morgan Stanley
Qjl7686,6.0,2.0,R,1944507.0,Qjltuabiu,YTNSVR,35.0,1-272-128-3403,4.0,Gzgsvt,809.0,WV,Worcester,,United States of America,18284.0,,Halliburton
YNL7687,5.0,2.0,,3250645.0,YNLFVXOHLQAQYMDQUUHAVNW,xgayrgnjhvearxja,61.0,1-174-194-8365,0.0,Shirfkrfppb,704.0,VT,Iqaluit,m,Canada,,S,MGIC Investment
qpi7688,2.0,,O,2806218.0,qpiikhkdd,AJSVULACHMZKBAEN,43.0,1-067-296-1708,1.0,hwxcimvf,411.0,AZ,Little Rock,,United States of America,80228.0,S,United Services Automobile
Xxi7689,4.0,3.0,O,2826399.0,Xxidvapbmiihnxwvrjtpa,fubtbkexiuaacw,98.0,1-688-092-7664,,xqkaxa,431.0,NY,Santa Clarita,F,Canada,39672.0,U,Spartan Stores
axi7690,4.0,3.0,O,91147.0,axivutiixzrcuv,Lygmiirioggkj,84.0,1-784-445-0301,3.0,cjeriaaeunmp,362.0,NE,Chicago,m,United States of America,225036.0,M,Moog
Wqd7691,4.0,3.0,R,1036928.0,Wqdkflcndhnjyuhgcfxg,Xtslyxwajneuihyndtpz,,1-773-485-4247,2.0,Mhhqranm,532.0,SC,Irving,M,Canada,224427.0,M,Century Aluminum
jur7692,3.0,4.0,O,2406965.0,jurwurbdctv,Fmeifzrxyvgil,18.0,1-528-873-2585,5.0,Ztrxdxr,442.0,New Brunswick,Ontario,M,United States of America,123153.0,U,Hayes Lemmerz
NBX7693,10.0,1.0,O,3588199.0,NBXNTB,Rugvrsjeadcummqftfmb,14.0,1-952-933-5053,2.0,BVMLYNHCFOY,677.0,KY,Stamford,,United States of America,,S,EOG Resources
Naf7694,8.0,2.0,O,,Nafrhdvsijqnetunpamn,RAVHHLPXNYMAOCOVOWXKHPS,22.0,1-882-237-0765,4.0,RBVXNHWO,565.0,British Columbia,Victoria,f,United States of America,353487.0,M,Dresser-Rand Group
bzc7695,5.0,1.0,R,2896930.0,bzczehwxuk,eaxqrdredlfrhooq,7.0,1-762-453-2464,3.0,Wfmsguhdyyo,365.0,WA,Brownsville,,United States of America,145794.0,M,Sealed Air
Pmo7696,5.0,5.0,O,312676.0,Pmonjmzccapetw,XLJLRWZ,97.0,1-129-593-2017,3.0,Mcxklhj,406.0,AK,Bellevue,F,United States of America,142515.0,W,Blockbuster
goh7697,3.0,5.0,,16279.0,gohguacsokmccgcukkj,Wwqsseqcbmteqjub,49.0,1-779-145-2680,0.0,Lypuhgeezbgp,774.0,MN,Baltimore,F,United States of America,414775.0,U,Owens Corning
Jfb7698,7.0,5.0,R,1536113.0,Jfbfecnkszhhdsgyzus,Qdakvyntptkywsqpy,25.0,1-770-255-3860,2.0,TRKCEX,718.0,RI,Cedar Rapids,F,United States of America,125271.0,S,Robert Half International
Hao7699,2.0,,R,184474.0,Haoiwpsuiekdcpkhaax,Fhpdqgmswyxgqjhe,99.0,1-336-236-0201,4.0,Kihzeilpneap,588.0,British Columbia,Huntington Beach,,United States of America,,M,Wesco International
Dwo7700,5.0,5.0,O,2971869.0,Dwoipvancgnuouqstlrnfyewjt,Fyetnnttkqoewqijbggbvrkxdg,44.0,1-185-085-5742,1.0,pylzfutqftt,764.0,SD,Cedar Rapids,e,Canada,93761.0,M,Dana Holding
RJA7701,2.0,1.0,O,2256728.0,RJAAYBXAISOJNRCY,ktggcdbzntnxuxsiosyqegcesu,96.0,1-957-033-0510,2.0,Bsclhehzobfm,,AL,Los Angeles,f,United States of America,397902.0,U,NBTY
Lph7702,8.0,3.0,O,2127026.0,Lphgestktcospagvutfnojwku,Yzurhpzqfcwgkwsgrkjzithjnksa,88.0,1-485-740-9640,4.0,Ieyjqvfhges,657.0,British Columbia,Milwaukee,,United States of America,123538.0,M,Eastman Chemical
Rfk7703,,2.0,U,3476485.0,Rfkzrip,Qijmex,33.0,1-459-114-0867,3.0,Zuttopn,769.0,Ontario,Detroit,,United States of America,118013.0,M,Allergan
RFU7704,7.0,5.0,O,908035.0,RFUPBVMNTACCXNNGVTWTU,WDJNJGKCNRPTUNIQNNBBNN,8.0,1-671-499-0522,2.0,EHXJIUER,776.0,MD,Nashua,,United States of America,45737.0,M,Global Partners
TQH7705,4.0,0.0,O,,TQHMEMMZRGOSKAMOICIHTACSIF,Wjfwmudjwwybmmiubeqybeeniystl,55.0,1-817-903-4786,2.0,ipazhhewr,343.0,IA,Minneapolis,m,United States of America,456999.0,U,Fluor
Bbc7706,5.0,4.0,U,3054149.0,Bbcdsefbpjwkgeqgc,PMWXCRMVYFVJX,43.0,1-099-914-5598,3.0,vvwizqanbs,568.0,PA,Columbia,,United States of America,326910.0,W,FedEx
Yoj7707,5.0,0.0,O,,Yojvdcdcmdvenowfnu,luklinfqmglorhokwtwvhgqhmhxisf,75.0,1-102-019-9878,2.0,Lzxpul,830.0,MA,Garden Grove,,United States of America,166536.0,S,Polaris Industries
lvh7708,6.0,4.0,R,248269.0,lvhnkrbomhb,Mmxepsmk,66.0,1-873-941-1147,3.0,Dwvezt,812.0,ID,Norfolk,,Canada,337347.0,,Torchmark
Zpr7709,6.0,4.0,U,1203267.0,Zprtowfuebcnkomhctwozawilldble,Ixsoib,58.0,1-710-953-4977,2.0,WQSZWQBE,489.0,Newfoundland,Salem,,Canada,41345.0,U,Alliance Data Systems
LMG7710,9.0,1.0,U,3704743.0,LMGKMCADYPJYO,Cwurvdjbmuxtioeqbpk,29.0,1-789-825-2857,5.0,DWMXIPKTCN,845.0,UT,Saskatoon,m,United States of America,370209.0,U,American International Group
WMF7711,0.0,4.0,R,3673540.0,WMFDKUEYDGUHMH,Jhnamxkltxicm,28.0,1-179-937-7265,0.0,hrhbmmtj,735.0,OR,Boise,,United States of America,343016.0,U,Mohawk Industries
Qov7712,4.0,3.0,U,982779.0,Qovtycantlwwx,tdbtkqtfzcnjridma,93.0,1-596-337-6757,4.0,EXIDAUKO,615.0,ID,Irvine,F,United States of America,186990.0,D,Vulcan Materials
Vkp7713,6.0,4.0,U,2778471.0,Vkpfswwfwpswmudhsdo,njcdtc,17.0,1-512-224-7078,,Wqhgxcfrvqe,,AL,Washington,,United States of America,46562.0,W,OfficeMax
SST7714,,5.0,U,2585134.0,SSTFMVLCKNTPKMD,OMBIVJDP,98.0,1-552-735-4638,5.0,Lwuvkzp,769.0,MN,St. Petersburg,M,United States of America,98412.0,U,Michael Foods
Fuk7715,10.0,4.0,O,3591627.0,Fuknxsnnxbpkzxpvkgfqmrrtukc,ITHLHECNZJLMPKFUHWZCVMIZPUWUXZ,38.0,1-127-805-3262,5.0,htndjyvd,406.0,UT,Torrance,m,United States of America,436056.0,S,Vulcan Materials
Brz7716,0.0,1.0,O,1819561.0,Brzitazbiandtwccpsojepmnkuwh,Erjrxnjctmkhgqwpjzuylkf,44.0,1-985-423-7255,3.0,Iadjghd,586.0,ME,Warren,f,United States of America,36008.0,U,
Faw7717,10.0,0.0,O,2857056.0,Fawgx,Ijqvmftaeaoeiycxxi,27.0,,1.0,,630.0,IA,Oakland,f,United States of America,417402.0,M,Unum Group
Jtn7718,7.0,1.0,O,1393892.0,Jtnfoibxdchrzcaerjqbyvopn,lrntptwvbrtnvwdquqpsx,94.0,1-019-900-0927,1.0,kvcqpv,533.0,VT,Hull,m,United States of America,273535.0,U,Domtar
too7719,,2.0,O,759096.0,tooeebsa,Ouzxts,,1-055-674-3126,4.0,MFRHTZKJ,328.0,MA,Boston,,United States of America,445562.0,M,Sentry Insurance Group
Kcd7720,9.0,2.0,O,2288668.0,Kcdbaeuimvpilyauyxdlgkhoiyfro,Cxogpjlizzckvntqnvns,60.0,1-539-727-9817,4.0,BRXSSYJHS,753.0,Prince Edward Island,Modesto,,Canada,226333.0,M,Constellation Energy
Yhh7721,10.0,3.0,O,3580824.0,Yhhoyidngqgqsloyfqeulcrsio,Piqrxkifkii,48.0,1-125-903-5459,3.0,ijsdxorwqin,512.0,Manitoba,Grand Prairie,m,United States of America,,U,CSX
Adu7722,8.0,3.0,R,1681450.0,Adutmdmephuylyexw,Bflmgwcfmker,36.0,1-591-506-8069,5.0,Fuxiyfjtqevk,432.0,TX,Phoenix,,Canada,,D,W.W. Grainger
Kwx7723,2.0,3.0,O,1592047.0,Kwxjxfsmuroyrhhdvg,Gjxszyfxpweic,67.0,1-131-877-8296,5.0,Egxkelhxosoh,323.0,RI,Lincoln,,United States of America,271054.0,,Kimberly-Clark
uzl7724,10.0,4.0,O,3596545.0,uzlhro,Bjobwdoxutojkprezhmpqibkxthznh,63.0,1-716-805-3703,3.0,gmnioeblfn,714.0,MI,Shreveport,,United States of America,64626.0,U,Henry Schein
UXY7725,7.0,2.0,O,3093246.0,UXYOA,Nesaxzxlulmhmoxztefdk,55.0,1-506-286-3588,5.0,Mdqarqysh,730.0,PA,Warren,f,United States of America,463945.0,S,State Street Corp.
FRU7726,5.0,,O,3867919.0,FRUVQXYSLOBFJW,DHICXMQRMKABXBTFUBDUUJDI,4.0,1-427-982-9005,0.0,frzijg,346.0,KY,Erie,M,United States of America,159731.0,M,Quanta Services
Bjx7727,1.0,3.0,R,3245961.0,Bjxbfwhcowvfbdenlbrrbcg,Sfdjitmusbmcjxar,92.0,1-669-946-1808,5.0,Clktwlprka,,OH,Fargo,f,United States of America,190805.0,M,Marshall & Ilsley Corp.
zkp7728,7.0,1.0,O,600366.0,zkpmkqgcxwrsrhnmcvdfqstuxb,BROVPAASJ,93.0,1-936-581-5888,1.0,Fnbcpkispthu,818.0,AR,Wichita,,United States of America,43888.0,M,Oceaneering International
Lbo7729,4.0,0.0,R,1738979.0,Lbokllchqdtdczur,pntucfaekdacxehx,87.0,1-740-256-2368,0.0,Gnczlyncstm,623.0,KY,Mount Pearl,M,United States of America,34137.0,S,Raymond James Financial
TFP7730,5.0,1.0,R,454564.0,TFPMZQNTVKUSW,Yuvfvyhmgf,44.0,1-559-799-0991,4.0,Qrlsag,742.0,IA,Mobile,f,United States of America,196885.0,S,Valspar
XKQ7731,9.0,1.0,O,3912268.0,XKQIZDJHVUNXRKSC,holps,95.0,1-287-631-2055,0.0,Bqzjycxovl,378.0,British Columbia,Phoenix,F,United States of America,206705.0,M,Live Nation
DQY7732,8.0,3.0,,1966788.0,DQYMVEPAKNUECHOWNBHLRHJ,Zhsdvrhwonsusgdyuqztx,61.0,1-100-505-6436,3.0,DCJMXZP,323.0,Quebec,Fontana,m,United States of America,337299.0,D,
Ydl7733,2.0,5.0,R,985098.0,Ydlrmjdsxxsbjepwscoj,SWEFUTQ,23.0,1-167-261-7959,2.0,rnvhdukwyktc,684.0,KS,Toledo,,United States of America,280247.0,M,Health Management Associates
VGT7734,6.0,2.0,O,,VGTJKEIASJMQKJ,Trhovdcrqxthcnbbrvdob,16.0,1-653-504-0712,4.0,Pqvdcrnumij,390.0,ID,Raleigh,M,United States of America,286206.0,U,Wyndham Worldwide
Wwi7735,8.0,1.0,O,1053231.0,Wwicrggkzdyjhwtq,Fviodsrylzqxraxioqleo,58.0,,4.0,SOMMLUWO,707.0,Newfoundland,Lubbock,m,United States of America,153656.0,M,Broadcom
OJF7736,2.0,1.0,U,,OJFGHPPIFVKDPQRVHUZDFIEAMOBD,Sgzipqh,58.0,1-388-567-1492,1.0,Hjucmacpoyg,368.0,Saskatchewan,San Diego,,United States of America,379503.0,M,Aramark
Czs7737,5.0,2.0,O,3885299.0,Czshegxxemt,VLTBIX,21.0,1-801-318-0082,1.0,jxhbe,534.0,AL,Charleston,,United States of America,19124.0,M,Aventine Renewable Energy
Zpa7738,9.0,2.0,O,895008.0,Zpapyj,lxsuouepduoidrjsneub,66.0,1-280-292-5628,5.0,Izrbiiz,379.0,MT,Garland,m,United States of America,44001.0,D,Humana
Icx7739,5.0,3.0,O,101325.0,Icxqodklhd,Yczdgngm,92.0,1-075-286-5992,3.0,jnvwcxmcygu,305.0,MT,Nashua,,United States of America,461564.0,,U.S. Bancorp
jmm7740,1.0,5.0,O,1279719.0,jmmosuzpaihicjlasmnoin,Kgqiqsawtbkpgsrsswfadgenvkxxc,38.0,1-426-228-4128,3.0,AJLYHOTFBHX,417.0,GA,Fort Worth,f,United States of America,313750.0,M,Analog Devices
saz7741,9.0,4.0,R,3779634.0,sazoibyhmhpioyajj,PYKDTNCFODSNR,,1-393-250-1404,2.0,Hptdnxadnxc,536.0,MT,Sterling Heights,M,Canada,78185.0,D,Superior Energy Services
Ybr7742,10.0,4.0,O,742822.0,Ybrnapwpanycygqivvodcqasg,ohezji,66.0,1-130-076-0722,2.0,Iaahnutner,773.0,CO,Oklahoma City,,United States of America,419102.0,W,Freddie Mac
ncz7743,10.0,0.0,O,2761827.0,nczqs,Htpngemoolmybunaep,55.0,1-984-871-9500,5.0,cxiytr,808.0,Saskatchewan,Baton Rouge,,United States of America,91366.0,S,Autodesk
WWO7744,2.0,1.0,R,3749505.0,WWOJJSTMDIYNRRZLWXQXDFNNMW,osnyvlqpt,55.0,,3.0,eblgypzk,660.0,HI,Rancho Cucamonga,,United States of America,433487.0,,Shaw Group
TKP7745,4.0,0.0,O,391566.0,TKPVDVO,Lbbutmfng,83.0,1-203-707-3229,2.0,pjkbo,,TN,Kansas City,f,United States of America,394286.0,W,Commercial Metals
Mqz7746,7.0,5.0,R,2959021.0,Mqzzodryfgfjswdkmqtlhumtoj,Nomvdbagefjlngselxriwhzgpuspcj,27.0,1-297-038-0345,1.0,Ebgdmqzzga,346.0,WY,Long Beach,,United States of America,189157.0,U,Laclede Group
