MarSt,AdLi2,NuC,LN,AddrL1,PoC,Ph,Gen,CrRat,Ag,Em,Sta,In,NumCreCa,NeWor,Ci,AgID,NuCh,Cou,MiIn,FiN,OOReF
M,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,1.0,Ghrlcuscpesuzsdwqfwwbgh,BESJDYZDIOIXKDFEHBQXBPW,NNCXIBTCXZA,1-906-600-9749,,598.0,68.0,Wells Fargo,AZ,63617.0,8.0,437353.0,Billings,Ghr7577,5.0,United States of America,Z,Biflzgcqpqpbahquomftmjffohpwuy,O
U,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,2.0,Rwkdeshuwhwvmvmdnckmuvdt,Ouopoqztakszwsfkthdbwndfjuqaelyd,mfwuio,1-093-018-2851,,505.0,93.0,Vornado Realty Trust,NY,244849.0,9.0,2669917.0,Pueblo,Rwk7578,2.0,United States of America,,ybdlwlwxispyswbiegrbsqqtywxr,O
S,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,4.0,Uwinnbtdd,Ivwhotvobwkshcixclfobqoljlaqohw,Utgwrun,1-302-096-9321,,839.0,48.0,New York Times,WA,123585.0,7.0,1466537.0,Sherbrooke,Uwi7579,3.0,United States of America,,Capzcewdt,R
S,CYQWJKJB,1.0,VXZTLDNZPYIFIKTIJRXS,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,Wgulrhctjlg,1-915-044-3154,,672.0,96.0,Adobe Systems,GA,391134.0,2.0,991860.0,Sacramento,VXZ7580,1.0,United States of America,,XKBLVBCCYKMIXABVTOTVPZCJRII,U
M,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,5.0,Aykkkc,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,Srhxvxe,1-040-274-3474,f,696.0,58.0,Valmont Industries,AZ,426759.0,3.0,,Charlotte,Ayk7581,5.0,United States of America,p,wmknfemsztimaphftadowlmbnp,O
W,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,5.0,lhodktal,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,Dadkihaohc,1-678-397-2739,M,448.0,63.0,UAL,NV,451737.0,5.0,1816368.0,El Paso,lho7582,3.0,United States of America,,DHLVITRFJDXLTPAGMPMJ,O
S,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,2.0,rziprpcfwnirtuvrbfnuepq,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,Fpoleiod,1-679-345-9939,,549.0,18.0,AFLAC,TN,180822.0,9.0,565246.0,Mesa,rzi7583,1.0,United States of America,,Jdpqutldftwykfyhukveiaimoyyk,O
W,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,4.0,Wdsuorykxmvfxupyyjl,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,Cuaieflmccqp,1-093-616-0613,,705.0,40.0,VeraSun Energy,AL,205843.0,0.0,1899339.0,Simi Valley,Wds7584,2.0,United States of America,,Qiwemtdba,O
M,ccfzcxohrhrcnypedmhjovjyjrxi,4.0,Xsjypvyfoqbiq,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,qiraymmapgf,1-546-131-8988,M,387.0,29.0,Magellan Health Services,TX,470985.0,6.0,3873239.0,St. Catharines,Xsj7585,3.0,United States of America,f,JQKEDISZ,O
U,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,2.0,Luxkby,Nhgrkzjzcrjcerkwrugwul,Tsynomgib,1-477-186-7432,,359.0,21.0,Emcor Group,WV,318225.0,7.0,767547.0,Washington,Lux7586,1.0,United States of America,v,Gfuwa,
M,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,2.0,wxwhwasadsmxchyhlgrvnurte,,Amudllk,1-965-848-6954,f,494.0,41.0,Peabody Energy,ND,326044.0,9.0,1027999.0,Chula Vista,wxw7587,2.0,Canada,,CTTUYHUUMMDTX,O
M,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,1.0,pfzjoarqopfjtzjalxxxeq,uiaoi,ELQKT,1-622-866-0937,m,345.0,56.0,State Farm Insurance Cos.,Saskatchewan,,10.0,3428495.0,Montpelier,pfz7588,1.0,United States of America,e,Wvtqm,
M,REHWDWEP,2.0,hlxshqpvshstjerwclb,Wwonzdtvwkn,Oiwac,1-040-217-2014,M,402.0,33.0,Humana,VA,187282.0,10.0,1827180.0,Mesa,hlx7589,0.0,United States of America,,xuwgpsvzcpxtoerndtr,O
M,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,2.0,nybiaaw,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,Dqgzinvuxxy,1-101-684-2373,,579.0,96.0,News Corp.,ND,,3.0,2070007.0,New Haven,nyb7590,0.0,United States of America,,Hnnzpokbygacjjgybkskf,O
,DIMPFMEBDNHBCT,2.0,Lttvvpjjavydrmbt,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,Nchaajfkjvx,1-386-426-5849,,569.0,35.0,Torchmark,ND,,2.0,,Indianapolis,Ltt7591,0.0,United States of America,O,qsnivsknktiwjpqwnrlgftnmsrxkjc,O
W,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,0.0,gszunimggpyfjzmivbwizzftuen,cezvfwtftwlwfrgrpxtuejvrgucexe,XEDMBUAMGXKH,1-598-816-0126,,745.0,40.0,Rock-Tenn,MS,306946.0,9.0,3596263.0,Stockton,gsz7592,4.0,United States of America,,pygsfvfpeofkdcugfvxdsqgmcgebfp,O
D,DVYTEPWCABNSGPTLJEMPQLTEWM,0.0,Kwpztgkknktyvdks,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,crxbrlj,1-770-379-7700,,320.0,10.0,AGCO,WY,99663.0,1.0,3719999.0,Louisville,Kwp7593,,,,Zgxsuo,U
M,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,2.0,AGMCLBCUEPVBRKDKWAGBCFOLYET,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,Eytubbwi,,,591.0,59.0,,MA,482013.0,4.0,3058439.0,Atlanta,AGM7594,4.0,United States of America,D,ganifmdaqbltccwbqijtkypcetuq,R
M,,1.0,Ocnds,Ctgihaqlm,Lwftldizl,1-628-245-6238,m,,70.0,United Stationers,AK,180476.0,10.0,2592932.0,Milwaukee,Ocn7595,0.0,United States of America,u,IYCOMORWDFSEKN,U
M,qlgnszfowrbrkuurrmjrfnfaeulhneecv,4.0,Cmweamsabhudajyhpsohkpzcy,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,GSSFZNBZL,1-813-787-2611,F,417.0,69.0,McCormick,PA,285682.0,5.0,1471273.0,Fort Smith,Cmw7596,5.0,United States of America,,vdvdlfz,
M,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,0.0,Ditjvpiidkjkvxssfnctzcczb,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,Nrnqtmjz,1-362-897-1162,,338.0,96.0,National Life Group,MA,455032.0,8.0,,Knoxville,Dit7597,5.0,United States of America,V,Sbwymtnwzhffkwjczlsnvrtcv,R
S,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,3.0,Rmmasnivkq,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,Rzjxvum,1-952-919-4878,,340.0,9.0,Hasbro,DC,356141.0,9.0,2410816.0,Idaho Falls,Rmm7598,,United States of America,S,qjjwbffbgxilxyarhjwdvo,O
U,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,3.0,ekjvgcmzgobzeerrpfgefwvxlvfcua,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,Accezkuzqrif,1-145-214-8009,,738.0,39.0,Tupperware Brands,RI,165667.0,5.0,1059543.0,Jacksonville,ekj7599,3.0,Canada,,JIXUQX,U
S,MIMWGPPF,0.0,wcqqbslcxugdqpbzbmbqvlahw,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,LNZZPGOTEG,1-328-944-9786,,597.0,31.0,Covance,MA,459767.0,7.0,379282.0,Stockton,wcq7600,2.0,United States of America,A,Eqrxuc,O
M,Xpannac,2.0,Klcanpomjmuwosnasroukafsxtufz,RSSNUTWWLOKIHRRTPEAFTLBF,YINOHET,1-899-864-9421,f,603.0,64.0,Interactive Brokers Group,Alberta,106459.0,4.0,3271265.0,Thousand Oaks,Klc7601,2.0,United States of America,,PDAXUXBMPOVTKJUR,R
D,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,,Jrdmn,Sachwqwddeyfxvagihsjxtcsibaejb,ddgkyv,1-877-997-8896,,662.0,38.0,SkyWest,AR,51021.0,5.0,1530364.0,Nashua,Jrd7602,1.0,,,Adftxl,U
W,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,2.0,GDQESTOSFCKVLPZEQPNFIKQLTXB,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,Seiksuhglhj,1-750-900-0823,,838.0,47.0,Best Buy,VA,494931.0,0.0,3731860.0,Tallahassee,GDQ7603,4.0,United States of America,,Gaksvvggpbleteofow,R
M,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,5.0,fnmqzceohwapysohiuofkhjpwzgv,Sbutxmtwkb,Ytgghhaxc,,,791.0,,Sears Holdings,OR,429859.0,9.0,2488858.0,Brownsville,fnm7604,2.0,United States of America,,Ijstknxzfzsvqmy,O
S,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,1.0,Ymuvinagbzdhiwglzfacood,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,Ajlcdadx,1-347-704-7823,,692.0,76.0,Frontier Oil,ID,,7.0,2301347.0,Charlotte,Ymu7605,4.0,Canada,e,jvhwyzbcwdrrqmlbvpjwbohhemm,O
W,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,0.0,Pxjmfwpwm,mnkidgiyajigobghpnkdvauwiubpjb,Daivf,1-228-976-2888,,673.0,60.0,Automatic Data Processing,IA,464086.0,8.0,1736571.0,Oakland,Pxj7606,3.0,,R,nhhjbqktsr,O
U,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,3.0,Rsdlvo,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,xrquzcptycg,,,331.0,73.0,,TN,207651.0,7.0,2399483.0,Fort Wayne,Rsd7607,,Canada,M,Lmhtjwddyqbzlxgv,O
U,BPPKDY,4.0,Qqhwdyopkfs,Fmrydeogisvvtrpsfonolelpnqcbkrr,shigmwk,1-760-429-1328,,744.0,37.0,Comerica,Nova Scotia,260418.0,2.0,2982744.0,Chula Vista,Qqh7608,,United States of America,,BXFLGQTJSJDQAUCXXJXWHTQU,O
M,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,5.0,udqexswxytatsvxw,Xhggtfwyslxvgeiuzjfxewcsweefq,enehob,1-253-879-8833,,446.0,50.0,Baldor Electric,Ontario,,6.0,1611011.0,Peoria,udq7609,1.0,United States of America,Q,Tlaihggmhfiuezhjgps,U
M,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,0.0,Ghlflxgkavpsqvkpun,,RNLAKRXSPA,1-401-256-3483,,,0.0,Commercial Metals,MD,316963.0,0.0,2999167.0,Lexington,Ghl7610,4.0,Canada,M,DSRXJZKFJTIVXLBAX,O
W,Xuqmcmxaigbk,5.0,mtkfmxripistepftjaxfosviokgqsf,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,Hlezt,1-175-910-8245,f,,,,AR,84046.0,,,Salem,mtk7611,,Canada,,Annsrbdzywmpqvigpn,O
M,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,0.0,QIYQRALNIIONMKDZB,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,Iyqmkpcjx,1-565-191-3419,,723.0,,Molina Healthcare,Saskatchewan,368990.0,9.0,3307491.0,San Jose,QIY7612,3.0,United States of America,,Mrawpcvb,O
S,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,2.0,Ohzpaqjtc,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,klgnkcaedht,1-921-688-5401,,348.0,81.0,Plains All American Pipeline,OH,124382.0,2.0,2057260.0,Kansas City,Ohz7613,0.0,Canada,,yociu,O
M,EECYCMJAJGNQBRSKW,2.0,djgtucxplpftr,Gvdteormavfflajkedaclod,Jsombikj,1-925-155-0170,,666.0,52.0,Agilent Technologies,VA,9263.0,,53179.0,Windsor,djg7614,0.0,United States of America,,DQNVNWPYSMLDGXJVBUHUKDLRSLN,O
M,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,2.0,Iaduje,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,Xtckbvng,1-185-691-2951,,,68.0,AutoZone,ID,334181.0,3.0,690086.0,Chicago,Iad7615,4.0,United States of America,,wfnjfn,U
M,hgandkyzsnb,0.0,EMGQKGEOTCGAFGDZVTRUAVGZYPM,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,YPUWSVRD,1-067-518-3854,,844.0,,,WI,314001.0,8.0,2025465.0,Evansville,EMG7616,1.0,United States of America,H,WWWEN,R
M,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,1.0,Hjnljezrxojeaoustvawackahexa,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,Ifxvsnt,1-188-554-1671,,766.0,36.0,Universal Health Services,MS,168309.0,8.0,695307.0,Honolulu,Hjn7617,4.0,Canada,,Krjcfgq,O
M,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,2.0,CYPTBBGPWKKKFNOUHJ,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,EAOJPQVWBNZ,1-168-215-2223,M,521.0,31.0,Time Warner,OK,322765.0,10.0,3238398.0,Cleveland,CYP7618,4.0,United States of America,D,Fxmpengjsaf,O
W,QTWXYHMLBYQ,1.0,KPNRNVLRFUTOWOERTCSIRQZ,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,fhirgl,1-228-022-3056,,306.0,55.0,Sealed Air,GA,311253.0,7.0,1213578.0,Livonia,KPN7619,5.0,United States of America,h,Eobtk,O
W,SDEAIMDWRSKXTFCPHWF,5.0,Vbimifwtrtvb,Blsmawjjdmdamrhqyqgzmbkfa,Lahfziy,1-926-766-1124,,411.0,66.0,Sprint Nextel,TN,140296.0,9.0,103708.0,Little Rock,Vbi7620,5.0,United States of America,x,Abahrdfcbtscoblhaovnjkbx,R
M,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,1.0,ehbcbdctlcspuvwbqveohanmkolbw,Stofpzwyhkpmuq,tofdjef,1-538-797-1948,F,,22.0,,SC,439984.0,3.0,1086081.0,Halifax,ehb7621,5.0,United States of America,,bhephgijqbu,O
U,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,5.0,TMQACIIUMYYZHYX,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,rckzx,1-627-234-0841,F,702.0,51.0,Quiksilver,AR,454011.0,8.0,1349626.0,Peoria,TMQ7622,0.0,United States of America,C,KECNVVPGTOXHIGOUAWLHU,O
S,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,1.0,Lsbutxufufshmkqnscnhx,,MMLJKBGXD,1-876-492-0782,a,842.0,26.0,Valspar,MT,191541.0,1.0,1083092.0,San Jose,Lsb7623,5.0,United States of America,y,xppmtvztaifqynlbmofxonnus,R
U,Lhwkvadxwcjobcggyuighvqlcm,2.0,Dpzpfctp,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,banusio,1-436-946-7319,M,528.0,100.0,Timken,WY,,0.0,1662799.0,Charlotte,Dpz7624,1.0,United States of America,u,kzntoukktuqqfuyeo,R
W,,3.0,Zujmcfzznpfohsdp,cnckvldjedzgdqhy,Safkd,1-281-780-2897,,300.0,13.0,,WY,,5.0,3548540.0,Hilo,Zuj7625,3.0,United States of America,,TDRLAQZARCGRAMDDMCWP,R
S,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,2.0,Jqkozdva,,DHTLWJDXLRW,1-421-286-4139,,752.0,11.0,Occidental Petroleum,WV,269215.0,7.0,881414.0,Yonkers,Jqk7626,1.0,United States of America,,shbaeyxyrjfietruntrdeyqkc,O
M,Alukohji,0.0,ijbcvbgglqupyentiqncsnswyygl,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,RORIUHK,1-908-354-2709,m,303.0,62.0,,CA,193126.0,0.0,1712200.0,Modesto,ijb7627,4.0,Canada,,Zururxrihusergiba,O
M,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,3.0,NMOXMHMVUDGY,qehomraquwxrkb,bxgwhohh,1-466-560-2530,F,418.0,13.0,Massey Energy,Alberta,462618.0,10.0,847446.0,Louisville,NMO7628,5.0,United States of America,U,QZLCPVRKZMTENMREVZT,O
W,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,3.0,Tefewe,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,SRARKMXOD,1-578-686-8082,f,667.0,23.0,Weyerhaeuser,New Brunswick,212026.0,4.0,344294.0,Eugene,Tef7629,3.0,United States of America,,dvbflygvxrizbclmqwoajkvnzoufc,O
D,Kxxipkohacffav,1.0,Sdjhq,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,hwugfvlttol,1-166-077-1436,,441.0,51.0,National Fuel Gas,British Columbia,371024.0,7.0,1534879.0,Buffalo,Sdj7630,4.0,United States of America,Z,mtnubdnrdoivcuqmapqhtvzkixw,U
U,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,3.0,Pbrfgfdwedgrmifitr,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,zgsllav,1-535-320-1881,m,471.0,2.0,Pep Boys,DE,235810.0,0.0,3897101.0,Santa Fe,Pbr7631,2.0,United States of America,,Nzljqsbgutsixlosfedpmlzl,O
W,onxyyslcmbyxpfjuykowqpwqi,2.0,Icejebxweavlnddpjz,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,Mszwfhpj,1-633-495-6478,m,701.0,,Neiman Marcus,CT,347270.0,9.0,3064442.0,Springfield,Ice7632,,United States of America,,Ealrdsynhtadihmsl,O
D,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,5.0,ZWGIV,TAIWTM,Yqfxb,1-398-680-0278,,323.0,82.0,BlackRock,Quebec,399212.0,1.0,2016524.0,Anchorage,ZWG7633,2.0,United States of America,,xfjdwfentojva,R
M,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,4.0,Evwthrqmqfpsbpdqojtqzpjmpoea,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,ypmuep,1-185-976-7770,m,846.0,94.0,McGraw-Hill,NJ,439561.0,10.0,37745.0,Winnipeg,Evw7634,5.0,United States of America,,Zvowaelneuhpxzphpvtgvfz,O
M,Krdmgygwnziumjdtybwyw,3.0,Lhlatzfku,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,Xthtecuu,1-490-238-8219,m,850.0,16.0,Family Dollar Stores,MN,29980.0,8.0,503752.0,Waco,Lhl7635,4.0,United States of America,c,fmdcjzjekrwrirumyvfuqnnkxzr,O
M,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,2.0,LYBUGCXZYJSERVQKQJKNIIW,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,Xjzpdio,1-891-741-2112,,,43.0,Teleflex,NE,28693.0,,2115180.0,Stockton,LYB7636,5.0,United States of America,N,Ohetzpmilrphnhnasiisaypdl,U
M,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,1.0,Ijbmwiomutrflaupolplmfjsqh,Phqspowfoiqmszxy,Rgthehdvvlh,1-849-918-0984,M,564.0,76.0,,VA,106794.0,3.0,839222.0,Boston,Ijb7637,2.0,Canada,x,VAUWGMVOILXNGKB,O
S,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,3.0,Zhftulgpedd,XDPEFDQIMFNMCO,ysexit,1-426-168-3142,f,558.0,0.0,Imation,PA,340598.0,4.0,1851334.0,Memphis,Zhf7638,5.0,United States of America,,Tnwgmuvaaqmxskkyqnvrmnmul,O
U,Bfntmkesgyjkjrgttbtdncoumqhmnxy,1.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,FSSAAXLAMAPBOMTNUFG,Wscgcsbwlzj,1-757-910-8931,m,417.0,33.0,PPL,WV,490597.0,0.0,1348251.0,Sydney,PYU7639,,United States of America,r,mtovrkjvtfkennjujgpegknnck,O
U,,2.0,Ikufiibsvk,AKWOIATLDDKU,AUQJTIMK,1-468-325-0119,,487.0,62.0,Smithfield Foods,WY,499685.0,6.0,2722392.0,Shreveport,Iku7640,2.0,Canada,F,Lwxdv,O
M,Bnbfbxvqxtngv,2.0,HBZACUNNIOTFKFSTCILLC,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,Weqnwrwrbcgx,1-383-310-7894,m,639.0,8.0,Macy's,MN,62285.0,9.0,1785161.0,Modesto,HBZ7641,0.0,United States of America,,Ftvuzjdzocqmcoxvrbqcna,O
U,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,5.0,Pcofbhaqeemibnkjtsoxmdibmpquo,VANVGDDSYEK,facqrtjqjmd,1-353-727-2029,M,625.0,4.0,Torchmark,VT,320885.0,3.0,2823578.0,Hull,Pco7642,5.0,United States of America,,Hnbgeuii,O
D,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,5.0,Ybvjle,TVTDULLNHUZPDNEEKSXEGPXDNE,OCNCREZ,1-028-849-5461,,,39.0,Herman Miller,WV,184669.0,1.0,2123972.0,Yonkers,Ybv7643,3.0,United States of America,,Fykbowmpxpbb,O
S,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,0.0,Rimdakhncfjlrbor,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,JXOGSVJ,1-480-785-4021,,,90.0,Kindred Healthcare,IN,126989.0,3.0,112782.0,Atlanta,Rim7644,0.0,United States of America,F,Ruagwhiorgizpmbphjerywjrr,R
M,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,1.0,gnfkwjxmvkbeh,HWAWSSEUGGKEXQDESYXFHWZ,Iqtso,1-443-132-4138,,460.0,7.0,Arch Coal,MS,48144.0,3.0,248311.0,Hayward,gnf7645,4.0,Canada,,teldp,
,Mbxglsrssswfglfkjrjmedkyvtchipxrc,5.0,Wxphiul,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,Uxgvbwop,1-143-020-1234,F,793.0,95.0,Whirlpool,CO,377787.0,8.0,3719851.0,Savannah,Wxp7646,4.0,United States of America,C,Tmhxnpfgyifx,O
U,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,5.0,Dxhuevhfuceqmpoolmuhflp,,Ovsiu,1-475-304-3486,m,821.0,59.0,Arrow Electronics,PA,323782.0,8.0,1920385.0,Fullerton,Dxh7647,5.0,Canada,N,Fpchjcvsrkakkqqsojokdrg,O
S,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,3.0,Aqopbqsxqxjj,NASLRGJGXPDOGNJSHNLNGBCXJVO,Frqdqbs,1-677-882-6792,,,13.0,Rock-Tenn,DE,31880.0,6.0,576903.0,Overland Park,Aqo7648,2.0,United States of America,,Heiehcgec,O
D,Eymghd,5.0,fenowyirqcdcwwo,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,waiitdv,1-151-067-7411,,643.0,58.0,R.H. Donnelley,Prince Edward Island,390190.0,8.0,1855037.0,Alexandria,fen7649,3.0,United States of America,s,sgapkfrztiyyayezulvi,O
U,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,4.0,CMQIHWYKNOLSX,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,Vlmzifrfolfs,1-645-553-4591,,817.0,67.0,Pall,TN,413821.0,2.0,2954046.0,Fort Collins,CMQ7650,1.0,Canada,,Nohjtayoycptngwoitqzhmuf,O
,Vqdxskijczxliokh,1.0,Yhbbdqabnbldfqhnofnxdrzrj,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,DKXNSUJQRKGM,1-670-793-5351,f,702.0,68.0,Burlington Coat Factory,CA,301451.0,10.0,952096.0,Santa Fe,Yhb7651,2.0,United States of America,,QIGFYQTIPFYCR,O
D,Fclwsu,1.0,mbwpxwoq,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,Vzvadviukgid,1-049-843-6473,,409.0,17.0,Forest Laboratories,TN,5888.0,2.0,3382998.0,Simi Valley,mbw7652,0.0,United States of America,L,evwjgjrsttnkbmhmmrswodkvwdqo,O
