gncd,crdtrtng,g,nmbrchldrn,mddlntl,frstnm,phn,ncm,nmbrcrs,mrtlstts,wnrrntflg,mplr,nmbrcrdtcrds,ntwrth
Wqd7691,532.0,,3.0,,Xtslyxwajneuihyndtpz,1-773-485-4247,224427.0,2.0,M,R,Century Aluminum,4.0,1036928.0
jur7692,442.0,18.0,4.0,g,Fmeifzrxyvgil,1-528-873-2585,123153.0,5.0,U,O,Hayes Lemmerz,3.0,2406965.0
NBX7693,677.0,14.0,1.0,t,Rugvrsjeadcummqftfmb,1-952-933-5053,,2.0,S,O,EOG Resources,10.0,3588199.0
Naf7694,565.0,22.0,2.0,,RAVHHLPXNYMAOCOVOWXKHPS,1-882-237-0765,353487.0,4.0,M,O,Dresser-Rand Group,8.0,
bzc7695,365.0,7.0,1.0,,eaxqrdredlfrhooq,1-762-453-2464,145794.0,3.0,M,R,Sealed Air,5.0,2896930.0
Pmo7696,406.0,97.0,5.0,,XLJLRWZ,1-129-593-2017,142515.0,3.0,W,O,Blockbuster,5.0,312676.0
goh7697,774.0,49.0,5.0,z,Wwqsseqcbmteqjub,1-779-145-2680,414775.0,0.0,U,,Owens Corning,3.0,16279.0
Jfb7698,718.0,25.0,5.0,I,Qdakvyntptkywsqpy,1-770-255-3860,125271.0,2.0,S,R,Robert Half International,7.0,1536113.0
Hao7699,588.0,99.0,,,Fhpdqgmswyxgqjhe,1-336-236-0201,,4.0,M,R,Wesco International,2.0,184474.0
Dwo7700,764.0,44.0,5.0,O,Fyetnnttkqoewqijbggbvrkxdg,1-185-085-5742,93761.0,1.0,M,O,Dana Holding,5.0,2971869.0
RJA7701,,96.0,1.0,,ktggcdbzntnxuxsiosyqegcesu,1-957-033-0510,397902.0,2.0,U,O,NBTY,2.0,2256728.0
Lph7702,657.0,88.0,3.0,,Yzurhpzqfcwgkwsgrkjzithjnksa,1-485-740-9640,123538.0,4.0,M,O,Eastman Chemical,8.0,2127026.0
Rfk7703,769.0,33.0,2.0,,Qijmex,1-459-114-0867,118013.0,3.0,M,U,Allergan,,3476485.0
RFU7704,776.0,8.0,5.0,U,WDJNJGKCNRPTUNIQNNBBNN,1-671-499-0522,45737.0,2.0,M,O,Global Partners,7.0,908035.0
TQH7705,343.0,55.0,0.0,,Wjfwmudjwwybmmiubeqybeeniystl,1-817-903-4786,456999.0,2.0,U,O,Fluor,4.0,
Bbc7706,568.0,43.0,4.0,,PMWXCRMVYFVJX,1-099-914-5598,326910.0,3.0,W,U,FedEx,5.0,3054149.0
Yoj7707,830.0,75.0,0.0,F,luklinfqmglorhokwtwvhgqhmhxisf,1-102-019-9878,166536.0,2.0,S,O,Polaris Industries,5.0,
lvh7708,812.0,66.0,4.0,,Mmxepsmk,1-873-941-1147,337347.0,3.0,,R,Torchmark,6.0,248269.0
Zpr7709,489.0,58.0,4.0,,Ixsoib,1-710-953-4977,41345.0,2.0,U,U,Alliance Data Systems,6.0,1203267.0
LMG7710,845.0,29.0,1.0,,Cwurvdjbmuxtioeqbpk,1-789-825-2857,370209.0,5.0,U,U,American International Group,9.0,3704743.0
WMF7711,735.0,28.0,4.0,,Jhnamxkltxicm,1-179-937-7265,343016.0,0.0,U,R,Mohawk Industries,0.0,3673540.0
Qov7712,615.0,93.0,3.0,,tdbtkqtfzcnjridma,1-596-337-6757,186990.0,4.0,D,U,Vulcan Materials,4.0,982779.0
Vkp7713,,17.0,4.0,,njcdtc,1-512-224-7078,46562.0,,W,U,OfficeMax,6.0,2778471.0
SST7714,769.0,98.0,5.0,P,OMBIVJDP,1-552-735-4638,98412.0,5.0,U,U,Michael Foods,,2585134.0
Fuk7715,406.0,38.0,4.0,,ITHLHECNZJLMPKFUHWZCVMIZPUWUXZ,1-127-805-3262,436056.0,5.0,S,O,Vulcan Materials,10.0,3591627.0
Brz7716,586.0,44.0,1.0,,Erjrxnjctmkhgqwpjzuylkf,1-985-423-7255,36008.0,3.0,U,O,,0.0,1819561.0
Faw7717,630.0,27.0,0.0,,Ijqvmftaeaoeiycxxi,,417402.0,1.0,M,O,Unum Group,10.0,2857056.0
Jtn7718,533.0,94.0,1.0,,lrntptwvbrtnvwdquqpsx,1-019-900-0927,273535.0,1.0,U,O,Domtar,7.0,1393892.0
too7719,328.0,,2.0,,Ouzxts,1-055-674-3126,445562.0,4.0,M,O,Sentry Insurance Group,,759096.0
Kcd7720,753.0,60.0,2.0,,Cxogpjlizzckvntqnvns,1-539-727-9817,226333.0,4.0,M,O,Constellation Energy,9.0,2288668.0
Yhh7721,512.0,48.0,3.0,,Piqrxkifkii,1-125-903-5459,,3.0,U,O,CSX,10.0,3580824.0
Adu7722,432.0,36.0,3.0,,Bflmgwcfmker,1-591-506-8069,,5.0,D,R,W.W. Grainger,8.0,1681450.0
Kwx7723,323.0,67.0,3.0,W,Gjxszyfxpweic,1-131-877-8296,271054.0,5.0,,O,Kimberly-Clark,2.0,1592047.0
uzl7724,714.0,63.0,4.0,,Bjobwdoxutojkprezhmpqibkxthznh,1-716-805-3703,64626.0,3.0,U,O,Henry Schein,10.0,3596545.0
UXY7725,730.0,55.0,2.0,C,Nesaxzxlulmhmoxztefdk,1-506-286-3588,463945.0,5.0,S,O,State Street Corp.,7.0,3093246.0
FRU7726,346.0,4.0,,d,DHICXMQRMKABXBTFUBDUUJDI,1-427-982-9005,159731.0,0.0,M,O,Quanta Services,5.0,3867919.0
Bjx7727,,92.0,3.0,,Sfdjitmusbmcjxar,1-669-946-1808,190805.0,5.0,M,R,Marshall & Ilsley Corp.,1.0,3245961.0
zkp7728,818.0,93.0,1.0,,BROVPAASJ,1-936-581-5888,43888.0,1.0,M,O,Oceaneering International,7.0,600366.0
Lbo7729,623.0,87.0,0.0,u,pntucfaekdacxehx,1-740-256-2368,34137.0,0.0,S,R,Raymond James Financial,4.0,1738979.0
TFP7730,742.0,44.0,1.0,r,Yuvfvyhmgf,1-559-799-0991,196885.0,4.0,S,R,Valspar,5.0,454564.0
XKQ7731,378.0,95.0,1.0,v,holps,1-287-631-2055,206705.0,0.0,M,O,Live Nation,9.0,3912268.0
DQY7732,323.0,61.0,3.0,B,Zhsdvrhwonsusgdyuqztx,1-100-505-6436,337299.0,3.0,D,,,8.0,1966788.0
Ydl7733,684.0,23.0,5.0,,SWEFUTQ,1-167-261-7959,280247.0,2.0,M,R,Health Management Associates,2.0,985098.0
VGT7734,390.0,16.0,2.0,,Trhovdcrqxthcnbbrvdob,1-653-504-0712,286206.0,4.0,U,O,Wyndham Worldwide,6.0,
Wwi7735,707.0,58.0,1.0,C,Fviodsrylzqxraxioqleo,,153656.0,4.0,M,O,Broadcom,8.0,1053231.0
OJF7736,368.0,58.0,1.0,G,Sgzipqh,1-388-567-1492,379503.0,1.0,M,U,Aramark,2.0,
Czs7737,534.0,21.0,2.0,r,VLTBIX,1-801-318-0082,19124.0,1.0,M,O,Aventine Renewable Energy,5.0,3885299.0
Zpa7738,379.0,66.0,2.0,,lxsuouepduoidrjsneub,1-280-292-5628,44001.0,5.0,D,O,Humana,9.0,895008.0
Icx7739,305.0,92.0,3.0,,Yczdgngm,1-075-286-5992,461564.0,3.0,,O,U.S. Bancorp,5.0,101325.0
jmm7740,417.0,38.0,5.0,,Kgqiqsawtbkpgsrsswfadgenvkxxc,1-426-228-4128,313750.0,3.0,M,O,Analog Devices,1.0,1279719.0
saz7741,536.0,,4.0,h,PYKDTNCFODSNR,1-393-250-1404,78185.0,2.0,D,R,Superior Energy Services,9.0,3779634.0
Ybr7742,773.0,66.0,4.0,R,ohezji,1-130-076-0722,419102.0,2.0,W,O,Freddie Mac,10.0,742822.0
ncz7743,808.0,55.0,0.0,,Htpngemoolmybunaep,1-984-871-9500,91366.0,5.0,S,O,Autodesk,10.0,2761827.0
WWO7744,660.0,55.0,1.0,x,osnyvlqpt,,433487.0,3.0,,R,Shaw Group,2.0,3749505.0
TKP7745,,83.0,0.0,,Lbbutmfng,1-203-707-3229,394286.0,2.0,W,O,Commercial Metals,4.0,391566.0
Mqz7746,346.0,27.0,5.0,,Nomvdbagefjlngselxriwhzgpuspcj,1-297-038-0345,189157.0,1.0,U,R,Laclede Group,7.0,2959021.0
Dqw7747,475.0,11.0,5.0,,bnkufhbxijwrfnjsppfsgp,1-669-932-0648,22483.0,4.0,M,O,Seaboard,4.0,2776296.0
seh7748,499.0,56.0,4.0,e,Mmuplbewosfgftjogkaz,1-801-131-4681,298307.0,2.0,M,O,General Mills,2.0,
Nii7749,346.0,54.0,3.0,Y,Nvzlhjvlnefxuixkftbrjpuhvvu,1-340-993-5817,353200.0,1.0,U,O,Family Insurance Group,2.0,864947.0
Szc7750,431.0,50.0,5.0,,Nrxkbu,1-116-138-8621,185208.0,4.0,M,O,Brink's,0.0,1146468.0
Mph7751,823.0,93.0,5.0,,Fqahvzbjrflxo,1-094-843-5304,17790.0,2.0,,O,Medtronic,2.0,1702447.0
Bvl7752,344.0,15.0,5.0,,IMELHPKYDEXIHELBQRD,1-741-266-4363,59420.0,2.0,M,R,United Refining,5.0,2293642.0
Nbu7753,709.0,92.0,,V,TFOSMWCFBTVKINAVEEBDKPMBW,1-961-736-5322,178200.0,2.0,S,O,Smithfield Foods,9.0,1529653.0
Emz7754,,22.0,1.0,,ieomjcnhnyysvradllmznsyd,1-098-038-9852,162738.0,0.0,W,R,Medtronic,2.0,137515.0
Kkw7755,354.0,25.0,1.0,,Iqcdijgerjktuahlgojvlo,1-648-057-3488,352913.0,4.0,S,O,Cabot,,2754879.0
HCT7756,,77.0,0.0,,ahvvihkvbextremvexfapo,1-827-164-1984,288188.0,0.0,S,O,Electronic Arts,9.0,929067.0
BBE7757,686.0,26.0,4.0,h,geryrjjsknqvhuswavmrjmcrefmhoa,1-852-465-7862,385946.0,3.0,D,,Seaboard,6.0,1153023.0
PTM7758,643.0,56.0,3.0,B,WTXMEESMJGTZWDYME,1-757-808-6215,136162.0,4.0,D,O,DirecTV Group,7.0,1933058.0
QJD7759,665.0,16.0,3.0,,SLZAPLSIUU,1-443-303-9144,220449.0,3.0,M,O,Allegheny Energy,5.0,3179244.0
SFE7760,519.0,77.0,3.0,,Pbppda,1-889-677-2295,299284.0,1.0,S,O,Marathon Oil,9.0,2912318.0
rro7761,615.0,43.0,2.0,,Wvtticeyguuhhotrxgmqzsystjnc,1-938-614-3949,334094.0,3.0,M,O,Prudential Financial,6.0,2828037.0
Imu7762,,94.0,2.0,K,FVVKHPCVSNGTUUITXJ,,364719.0,3.0,D,,Dollar General,10.0,495577.0
JPU7763,812.0,92.0,,B,Jowuthjstdmjzpl,1-478-332-4603,319866.0,5.0,M,O,Schering-Plough,9.0,1793954.0
Luw7764,346.0,19.0,1.0,,bctcbpqwkkayptutzjkym,1-378-149-2550,71545.0,4.0,M,O,,5.0,2347778.0
Fde7765,761.0,80.0,3.0,,Jdpqlxxtfd,1-042-436-6724,,4.0,D,O,Capital One Financial,1.0,380048.0
Bso7766,617.0,64.0,0.0,O,LWMWK,1-706-400-3078,484457.0,1.0,M,O,Collective Brands,7.0,
GVA7767,470.0,44.0,4.0,k,utkoptkxststrid,1-877-687-0944,176394.0,2.0,W,O,AptarGroup,0.0,1918435.0
twc7768,356.0,47.0,1.0,e,Frtlkivwiqi,1-132-295-3991,251600.0,1.0,M,U,Coach,6.0,2764457.0
GZF7769,,93.0,0.0,,gktsklphdxwnvhcrfcxrykqyacjavd,1-451-759-9810,145698.0,0.0,M,O,UGI,7.0,1510144.0
bvm7770,806.0,94.0,5.0,E,Boxkdkokrcglmcgymhcxafg,1-817-806-2866,492640.0,4.0,W,U,Forest Laboratories,5.0,925182.0
zju7771,,82.0,0.0,R,dcgkvxonx,1-890-845-4416,266405.0,1.0,U,O,Boston Scientific,9.0,2566330.0
DYV7772,731.0,42.0,3.0,i,tpkpxsuytfvvou,1-684-966-9733,307897.0,,,O,Worthington Industries,1.0,3668461.0
Gpk7773,441.0,,2.0,,jgyioszfmrvmotbdz,1-692-342-0156,53713.0,4.0,M,U,McCormick,9.0,2348645.0
Lit7774,339.0,12.0,1.0,N,KNITXFSNBS,1-187-607-6141,70637.0,4.0,D,O,Southwestern Energy,7.0,616526.0
BZG7775,822.0,36.0,0.0,C,Rhnezmjcmsrkqdccizjohntrb,1-228-353-9628,384754.0,3.0,S,R,CC Media Holdings,7.0,1828046.0
Mld7776,487.0,,3.0,u,WXVBQSG,1-421-032-5998,411913.0,2.0,U,O,Jones Financial,8.0,1296407.0
Ujq7777,664.0,4.0,5.0,,RDVDSWKKDKHDJDKQGLVRVT,1-368-920-5554,499162.0,1.0,U,O,Whirlpool,,903552.0
Bmf7778,392.0,79.0,2.0,,Iwefijhhrjcvvhy,1-904-895-6967,86635.0,3.0,M,O,Patterson,3.0,230058.0
Jvz7779,655.0,97.0,3.0,h,GZFLEWBIMDDKCYYHLGBOYDBXMGLXA,1-477-094-9023,228058.0,2.0,D,U,Rent A Center,10.0,301320.0
ORQ7780,380.0,37.0,5.0,K,imfweqhdstdakmokjmlefmzhdbvwlp,1-912-621-2838,172125.0,2.0,U,O,Ryder System,3.0,2286525.0
Puv7781,651.0,92.0,0.0,I,Idswueimrsbycluamujgztzwqfipvf,1-088-248-7795,241263.0,0.0,,U,Sysco,1.0,1482250.0
DAJ7782,,78.0,2.0,L,Dvutcxgywkpttbkvzyfjmkh,1-596-039-1994,99175.0,3.0,U,R,Entergy,6.0,3123257.0
Iaf7783,652.0,48.0,,H,Faywbcvwdbxvjwn,,198444.0,3.0,U,O,,0.0,944918.0
EJP7784,338.0,0.0,4.0,,YLPNDNVXGTDOCPCDO,1-235-024-0569,250333.0,4.0,U,O,Telephone & Data Systems,9.0,2050110.0
Bla7785,779.0,89.0,5.0,A,undooshsgkeqftkoslmaaf,1-138-843-5480,,0.0,W,O,W.R. Berkley,0.0,2077778.0
Yhe7786,786.0,47.0,4.0,,SGMATJJSVBIKDDBJPKTKATCRAAOXBA,1-637-845-9250,173782.0,0.0,W,O,,5.0,1793821.0
Nfl7787,458.0,2.0,1.0,,Rklrkfhzsl,1-459-090-7413,225849.0,2.0,M,O,Cognizant Technology Solutions,6.0,1847011.0
Lrd7788,806.0,18.0,0.0,,AFTPYVW,1-488-723-0835,205194.0,,M,O,Popular,6.0,104018.0
Ojh7789,466.0,98.0,3.0,,CKXQRLOOSHQZBHYMNCAZ,1-354-637-6196,40273.0,3.0,U,U,CSX,1.0,113431.0
Gaj7790,801.0,79.0,3.0,,Doeqhehoszhrq,1-444-824-0484,388923.0,2.0,U,R,ITT,2.0,1721394.0
MHU7791,334.0,90.0,4.0,,cggaqkwp,1-045-308-4672,213273.0,5.0,S,O,BJ's Wholesale Club,0.0,3905265.0
Luu7792,568.0,54.0,2.0,,Kduyzgcfteqhvmxmpfngtp,1-704-419-7623,499304.0,5.0,S,O,Cooper-Standard Holdings,6.0,3710742.0
Bbh7793,338.0,56.0,1.0,,nynsipuzywbjggecpvknlcayu,,439546.0,5.0,M,O,Insight Enterprises,5.0,2289382.0
VGQ7794,421.0,61.0,0.0,,Ycqpoklsnj,1-126-402-8195,74548.0,5.0,M,R,National Oilwell Varco,8.0,2123750.0
Jtm7795,312.0,20.0,0.0,,ysfljjorrmdywfventrzryj,,472023.0,4.0,M,O,Newell Rubbermaid,0.0,1222348.0
WUW7796,361.0,95.0,1.0,v,Zhgmcto,1-348-201-5638,155245.0,2.0,M,O,Supervalu,,1746167.0
ojd7797,626.0,42.0,3.0,F,JQYDHVYIYTYTSQ,1-878-085-2397,95133.0,4.0,S,O,Amazon.com,5.0,602321.0
Cvb7798,,30.0,3.0,,Ncdowbmgrubuhmne,1-807-513-3749,208626.0,,U,O,IMS Health,4.0,
rso7799,445.0,61.0,2.0,,CLNPTFYLEZVWYPPHDNFUL,1-308-751-4811,338937.0,1.0,M,O,Holly,3.0,3509965.0
Tpj7800,347.0,27.0,1.0,,Caetayjalavmtqzvifgbmcgtrrgev,1-824-374-6093,75897.0,5.0,W,R,General Motors,9.0,1270225.0
VEO7801,617.0,31.0,4.0,f,LQWGPXAJEPPPAKCJFRS,1-711-107-1977,354986.0,1.0,,U,General Dynamics,4.0,2882457.0
Nrs7802,830.0,40.0,0.0,y,Iptmvgzimwxi,1-392-137-4125,19973.0,3.0,S,O,Embarq,8.0,2828480.0
Wcv7803,,58.0,4.0,,Xihwaxbsmriyojafwhwtq,1-520-247-4473,47920.0,4.0,U,R,Murphy Oil,10.0,2709790.0
Hxm7804,452.0,58.0,0.0,r,Deuokiidhhiwm,1-715-269-6830,6804.0,3.0,M,R,Southwest Airlines,0.0,3065674.0
Ktb7805,536.0,45.0,3.0,,Sfhopawghyqgy,1-102-018-6502,210120.0,,U,U,Weyerhaeuser,7.0,1493447.0
Ejs7806,536.0,9.0,5.0,,Dladdfgt,1-446-372-5314,316764.0,3.0,M,O,Lender Processing Services,4.0,642765.0
Sff7807,681.0,46.0,3.0,W,VABUSJAVK,1-291-287-5870,325753.0,,M,O,General Dynamics,0.0,3843812.0
elc7808,516.0,4.0,3.0,,IXPEUEIPHDUFZXNSS,1-730-343-2879,159571.0,,M,R,Western Refining,,2373701.0
FSO7809,428.0,50.0,4.0,A,BGYRBAUF,1-717-739-3758,236485.0,5.0,S,R,Asbury Automotive Group,8.0,1365627.0
Pal7810,783.0,78.0,,r,Zvkjjdverawcvuymojezxa,1-910-876-8455,496074.0,3.0,M,R,,8.0,1769029.0
Pqm7811,307.0,14.0,0.0,,ssnxdhqstoeth,1-211-658-8931,85.0,3.0,S,O,Regal-Beloit,5.0,2554799.0
Qrs7812,846.0,21.0,3.0,X,dgzjldptskwzdtrxaqobutmpog,1-617-977-0368,112434.0,,,O,Enersys,9.0,1241189.0
OLZ7813,582.0,69.0,1.0,,snxmrewhqbzwnm,,469546.0,1.0,M,U,Dominion Resources,8.0,2432197.0
Cgr7814,500.0,29.0,5.0,g,zljagwhlphbskib,1-526-226-5832,378681.0,4.0,D,O,TRW Automotive Holdings,10.0,3417367.0
yov7815,802.0,82.0,4.0,V,Ppfnjejvbpslxdhs,1-831-841-8863,202225.0,2.0,M,O,New York Life Insurance,6.0,573323.0
TVK7816,710.0,79.0,1.0,G,pebevkfujgfunggrpxiqf,1-724-757-6864,83672.0,2.0,U,O,CSX,8.0,1544205.0
irn7817,407.0,59.0,,a,Hernznbh,1-628-017-0065,354744.0,0.0,S,O,PPG Industries,2.0,2717331.0
Yik7818,410.0,87.0,,,WSKYOGUGL,1-412-700-9835,163223.0,0.0,M,U,TD Ameritrade,8.0,639791.0
eix7819,539.0,2.0,,y,EFJTNKCOTZOUWXKOZJF,1-458-534-5021,323691.0,4.0,S,U,Pepco Holdings,2.0,
SSY7820,,55.0,0.0,,Bbkyaldejvrhxeyupb,1-212-399-4585,469771.0,0.0,U,O,Textron,2.0,1224394.0
Ema7821,828.0,41.0,4.0,p,vvvvxqqyinwklgh,1-925-811-3251,186923.0,3.0,W,O,Chemtura,5.0,3884652.0
yoa7822,501.0,9.0,5.0,q,Fhhgrkluvgk,1-255-979-0567,274143.0,2.0,,,United Rentals,9.0,3632849.0
FGB7823,415.0,86.0,0.0,j,Nevumcckjfwwwpbzaliucgxy,1-235-290-4774,85347.0,2.0,M,O,Donaldson,7.0,3423972.0
ctr7824,625.0,39.0,2.0,,Eylswx,1-789-903-0856,23172.0,5.0,,O,Polo Ralph Lauren,8.0,334439.0
GDL7825,355.0,,0.0,,Gimryuhijdckhgrckatkdod,1-241-378-5340,26217.0,1.0,S,R,Universal American,9.0,
Uqb7826,634.0,80.0,2.0,P,NVORJLXLQEZOSRO,1-619-130-5337,125930.0,0.0,M,R,Convergys,10.0,2733760.0
sdj7827,604.0,5.0,5.0,F,JVOCBSAQIKCXZNKNIZBNPZP,1-068-004-0614,416195.0,0.0,M,O,Spectra Energy,6.0,3813673.0
ETA7828,691.0,91.0,0.0,K,rtsbcfeu,1-746-214-7798,257406.0,3.0,U,O,Estee Lauder,2.0,2996284.0
DCN7829,,18.0,5.0,l,Zdbpoxzxuzuzcgrarvo,1-824-437-0300,315271.0,3.0,S,O,Washington Post,0.0,2682187.0
Lsa7830,687.0,91.0,2.0,c,HAECEFTN,1-867-461-4349,497258.0,5.0,M,R,Curtiss-Wright,4.0,3831798.0
Ypj7831,324.0,81.0,5.0,M,Skcnmooeg,1-753-206-7932,248158.0,1.0,W,O,Ford Motor,,760428.0
Ilp7832,386.0,55.0,2.0,f,Femvptxconsuivqbthqw,1-098-863-1605,189605.0,1.0,S,O,MDU Resources Group,6.0,2952394.0
JKM7833,566.0,28.0,3.0,,DRGGBHWOEUCHS,1-093-144-9837,238398.0,1.0,M,O,Sun Microsystems,8.0,765248.0
gfw7834,799.0,63.0,2.0,,gcckahyxnqanam,,421306.0,1.0,U,O,Quanta Services,1.0,3439491.0
EHV7835,630.0,47.0,3.0,,Ofdwqjgpgeus,1-263-424-8969,180787.0,,M,O,Beazer Homes USA,5.0,2334173.0
Tkf7836,371.0,21.0,1.0,,JUMJTFFDCVREKGFS,1-745-878-9056,395340.0,2.0,M,O,Coventry Health Care,8.0,3812091.0
Dgm7837,407.0,65.0,3.0,I,Wdwxnzowtx,1-397-946-9623,234030.0,0.0,M,O,Chesapeake Energy,3.0,2269485.0
Mps7838,525.0,65.0,5.0,,Ycapkmjmkxooszzwsbtdweyifpkilq,1-120-520-1560,210405.0,0.0,U,O,Great Atlantic & Pacific Tea,9.0,1737147.0
Ftk7839,,42.0,3.0,q,YRSBLRGEBFNTQWQMDBJPE,1-230-771-4862,353446.0,5.0,M,O,Estee Lauder,,3394079.0
XZD7840,377.0,42.0,1.0,j,Dkpxkjezmosjbpbi,1-478-181-4878,497613.0,2.0,S,O,AptarGroup,2.0,1684124.0
Val7841,812.0,41.0,1.0,,zgkwuoltokgtxnumkuafvxxr,1-112-169-5136,183090.0,1.0,U,R,Pacer International,8.0,835757.0
gxo7842,755.0,41.0,4.0,,Uuotlforwlmxth,1-339-657-1052,164669.0,0.0,U,,Enersys,6.0,600778.0
AMA7843,651.0,9.0,4.0,f,ENXLEURQRWSSUIXX,1-950-536-1586,357404.0,0.0,M,O,Ryder System,8.0,1276528.0
ufa7844,761.0,38.0,3.0,e,bcvrjfetetjghbmzkvbaoxeynonyso,1-562-334-7089,252335.0,4.0,S,O,,0.0,165037.0
Eig7845,446.0,,4.0,,Dicsxyxfmarnofwwdwuku,1-166-177-5281,365804.0,,D,O,MetLife,5.0,2757243.0
mgi7846,455.0,37.0,2.0,,Xphttzltjhlrwxucqgopc,1-609-761-7221,880.0,5.0,M,U,Great Atlantic & Pacific Tea,3.0,1551248.0
Wzn7847,659.0,80.0,3.0,F,veywteoxmwvugznaagursvqfohkrk,1-129-125-9035,318789.0,1.0,S,O,Google,3.0,1321056.0
Zft7848,713.0,2.0,4.0,,VDXKNNRJQCCOBZRHZPV,1-936-540-4054,345038.0,5.0,U,O,,7.0,3534970.0
Ump7849,495.0,87.0,3.0,L,rvxdk,1-690-233-8236,132395.0,3.0,W,U,Werner Enterprises,1.0,1894764.0
XCW7850,626.0,7.0,2.0,,gazkpimwyrfwdvjxd,1-789-837-7238,,1.0,M,O,Bristol-Myers Squibb,6.0,1066589.0
Vjc7851,335.0,17.0,3.0,b,NUYFMRJTUMUJAHWUKOFURKWPPCJXS,1-129-134-1820,,5.0,M,U,Dr Pepper Snapple Group,9.0,3583968.0
Wov7852,504.0,41.0,,,Tjyltdejmep,1-613-597-5717,431628.0,0.0,D,R,Valspar,1.0,2685074.0
Mjl7853,507.0,31.0,0.0,T,qvihipsexxf,1-207-263-3980,,1.0,S,O,Fifth Third Bancorp,8.0,406002.0
Xqn7854,739.0,81.0,1.0,,Kswapmyzwbpyzo,1-833-808-2289,,1.0,D,O,Winn-Dixie Stores,,3551514.0
Lsp7855,775.0,72.0,3.0,O,Wlqztpolurziuqvntcj,1-383-304-3979,,4.0,M,O,Henry Schein,2.0,3048132.0
sjw7856,486.0,29.0,3.0,,XGGHMUEFKMDVKKZIGPQC,1-982-376-7085,242718.0,1.0,S,O,Sanmina-SCI,8.0,1444829.0
oae7857,665.0,31.0,1.0,,wsrlemaurpo,1-817-038-9599,89847.0,0.0,M,O,Pentair,6.0,577156.0
Slm7858,743.0,57.0,0.0,,Rqxdxjkkmiijjnovvzxoc,1-532-467-7887,200377.0,3.0,M,R,Northwestern Mutual,7.0,1633874.0
Pea7859,,67.0,3.0,,Awvrmvo,1-954-558-4116,247008.0,2.0,U,,AmerisourceBergen,1.0,616351.0
Knu7860,433.0,95.0,0.0,V,Xcwwrmshlbd,1-050-997-0064,258784.0,0.0,U,O,Virgin Media,5.0,1768202.0
Qtg7861,611.0,22.0,1.0,,wksjhaqgkaqflvgkvggeues,1-491-566-7949,86676.0,5.0,W,,Waste Management,3.0,1298890.0
Dcq7862,813.0,28.0,5.0,v,uvxkhvrlkdfkqhux,1-938-251-5007,158860.0,3.0,M,O,Pepsi Bottling,8.0,1491737.0
Bie7863,441.0,62.0,1.0,,yruaeieaghzeokcvbwfagjc,1-197-300-6114,440716.0,5.0,M,O,,9.0,2985049.0
Cii7864,443.0,40.0,2.0,,Djpcpxhzcdsojwmszp,1-992-031-4213,233026.0,3.0,S,O,Windstream,5.0,2705761.0
Lpv7865,374.0,,3.0,,ENQKWKJK,1-712-665-4502,158271.0,,U,R,Praxair,1.0,1281210.0
QCT7866,309.0,12.0,1.0,i,Zdytkjdvwavdvu,1-683-204-0166,,4.0,U,O,Smith International,7.0,483590.0
yvf7867,315.0,52.0,3.0,,oihyndcwkdsoscucifszdojds,1-935-790-1838,131086.0,3.0,,O,Flowserve,9.0,2262741.0
RKS7868,555.0,67.0,2.0,T,OWNYCALKNQLMJDB,1-364-543-4378,65639.0,4.0,,R,Tyson Foods,9.0,1063286.0
Ksb7869,850.0,51.0,1.0,P,Mlvtbncshbg,1-115-023-7573,140132.0,0.0,M,O,W.R. Grace,5.0,3558240.0
LMY7870,411.0,41.0,3.0,N,atucbgjj,1-266-642-9644,102589.0,2.0,M,R,McGraw-Hill,6.0,
lkp7871,428.0,,4.0,X,Roqotu,1-257-904-6002,128650.0,5.0,M,,Vectren,4.0,940857.0
Aeo7872,585.0,79.0,4.0,,OEWWGFFUANLC,1-498-061-0053,356899.0,2.0,M,O,R.H. Donnelley,3.0,3849116.0
hpq7873,506.0,41.0,0.0,J,YYFZRHJDI,1-280-297-7178,307676.0,0.0,M,U,RPM International,3.0,3423528.0
Hqh7874,471.0,93.0,5.0,A,ifcgmwyzhdltldq,1-352-753-0683,,1.0,U,O,Urban Outfitters,6.0,3486382.0
pzx7875,501.0,9.0,3.0,Q,vuihrbjqfkwqy,1-103-066-5056,207454.0,0.0,W,R,Loews,8.0,2855254.0
Znq7876,,54.0,5.0,,Krxqe,1-287-844-6042,145543.0,0.0,M,O,Idearc,10.0,2381485.0
Fty7877,645.0,79.0,3.0,,TAIRRCXXRWOJRP,1-124-039-8872,430752.0,3.0,D,O,Loews,3.0,3621231.0
tqv7878,783.0,22.0,3.0,H,Azzvgce,1-243-980-3130,203884.0,1.0,U,O,NTK Holdings,1.0,3366913.0
Cpf7879,646.0,,3.0,,dvhctlymkwvekf,1-763-235-5180,357917.0,0.0,M,R,Ecolab,5.0,
HHE7880,429.0,57.0,1.0,Y,Bfbnghedeiuwlrkwzbnya,1-602-584-7562,59041.0,1.0,M,O,Constellation Energy,5.0,
Gkw7881,671.0,73.0,,,Pssvpxmnxzlzlzedabvrg,1-985-663-8604,440657.0,5.0,S,R,Owens & Minor,8.0,3689007.0
rfg7882,416.0,42.0,0.0,,Sglyr,1-224-594-9781,152922.0,3.0,S,R,Coventry Health Care,7.0,2839770.0
