AgID,Ci,MiIn,NumCrCar,AddL2,A,CrRat,LaNa,MarSt,Ge,Ph,OORFl,Coun,AddL1,NuChi,Inc,NuC,Em,NeWor
Ltt7591,Indianapolis,O,2.0,DIMPFMEBDNHBCT,35.0,569.0,Lttvvpjjavydrmbt,,,1-386-426-5849,O,United States of America,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,0.0,,2.0,Torchmark,
gsz7592,Stockton,,9.0,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,40.0,745.0,gszunimggpyfjzmivbwizzftuen,W,,1-598-816-0126,O,United States of America,cezvfwtftwlwfrgrpxtuejvrgucexe,4.0,306946.0,0.0,Rock-Tenn,3596263.0
Kwp7593,Louisville,,1.0,DVYTEPWCABNSGPTLJEMPQLTEWM,10.0,320.0,Kwpztgkknktyvdks,D,,1-770-379-7700,U,,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,,99663.0,0.0,AGCO,3719999.0
AGM7594,Atlanta,D,4.0,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,59.0,591.0,AGMCLBCUEPVBRKDKWAGBCFOLYET,M,,,R,United States of America,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,4.0,482013.0,2.0,,3058439.0
Ocn7595,Milwaukee,u,10.0,,70.0,,Ocnds,M,m,1-628-245-6238,U,United States of America,Ctgihaqlm,0.0,180476.0,1.0,United Stationers,2592932.0
Cmw7596,Fort Smith,,5.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv,69.0,417.0,Cmweamsabhudajyhpsohkpzcy,M,F,1-813-787-2611,,United States of America,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,5.0,285682.0,4.0,McCormick,1471273.0
Dit7597,Knoxville,V,8.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,96.0,338.0,Ditjvpiidkjkvxssfnctzcczb,M,,1-362-897-1162,R,United States of America,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,5.0,455032.0,0.0,National Life Group,
Rmm7598,Idaho Falls,S,9.0,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,9.0,340.0,Rmmasnivkq,S,,1-952-919-4878,O,United States of America,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,,356141.0,3.0,Hasbro,2410816.0
ekj7599,Jacksonville,,5.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,39.0,738.0,ekjvgcmzgobzeerrpfgefwvxlvfcua,U,,1-145-214-8009,U,Canada,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,3.0,165667.0,3.0,Tupperware Brands,1059543.0
wcq7600,Stockton,A,7.0,MIMWGPPF,31.0,597.0,wcqqbslcxugdqpbzbmbqvlahw,S,,1-328-944-9786,O,United States of America,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,2.0,459767.0,0.0,Covance,379282.0
Klc7601,Thousand Oaks,,4.0,Xpannac,64.0,603.0,Klcanpomjmuwosnasroukafsxtufz,M,f,1-899-864-9421,R,United States of America,RSSNUTWWLOKIHRRTPEAFTLBF,2.0,106459.0,2.0,Interactive Brokers Group,3271265.0
Jrd7602,Nashua,,5.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,38.0,662.0,Jrdmn,D,,1-877-997-8896,U,,Sachwqwddeyfxvagihsjxtcsibaejb,1.0,51021.0,,SkyWest,1530364.0
GDQ7603,Tallahassee,,0.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,47.0,838.0,GDQESTOSFCKVLPZEQPNFIKQLTXB,W,,1-750-900-0823,R,United States of America,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,4.0,494931.0,2.0,Best Buy,3731860.0
fnm7604,Brownsville,,9.0,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,,791.0,fnmqzceohwapysohiuofkhjpwzgv,M,,,O,United States of America,Sbutxmtwkb,2.0,429859.0,5.0,Sears Holdings,2488858.0
Ymu7605,Charlotte,e,7.0,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,76.0,692.0,Ymuvinagbzdhiwglzfacood,S,,1-347-704-7823,O,Canada,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,4.0,,1.0,Frontier Oil,2301347.0
Pxj7606,Oakland,R,8.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,60.0,673.0,Pxjmfwpwm,W,,1-228-976-2888,O,,mnkidgiyajigobghpnkdvauwiubpjb,3.0,464086.0,0.0,Automatic Data Processing,1736571.0
Rsd7607,Fort Wayne,M,7.0,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,73.0,331.0,Rsdlvo,U,,,O,Canada,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,,207651.0,3.0,,2399483.0
Qqh7608,Chula Vista,,2.0,BPPKDY,37.0,744.0,Qqhwdyopkfs,U,,1-760-429-1328,O,United States of America,Fmrydeogisvvtrpsfonolelpnqcbkrr,,260418.0,4.0,Comerica,2982744.0
udq7609,Peoria,Q,6.0,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,50.0,446.0,udqexswxytatsvxw,M,,1-253-879-8833,U,United States of America,Xhggtfwyslxvgeiuzjfxewcsweefq,1.0,,5.0,Baldor Electric,1611011.0
Ghl7610,Lexington,M,0.0,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,0.0,,Ghlflxgkavpsqvkpun,M,,1-401-256-3483,O,Canada,,4.0,316963.0,0.0,Commercial Metals,2999167.0
mtk7611,Salem,,,Xuqmcmxaigbk,,,mtkfmxripistepftjaxfosviokgqsf,W,f,1-175-910-8245,O,Canada,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,84046.0,5.0,,
QIY7612,San Jose,,9.0,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,,723.0,QIYQRALNIIONMKDZB,M,,1-565-191-3419,O,United States of America,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,3.0,368990.0,0.0,Molina Healthcare,3307491.0
Ohz7613,Kansas City,,2.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,81.0,348.0,Ohzpaqjtc,S,,1-921-688-5401,O,Canada,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,0.0,124382.0,2.0,Plains All American Pipeline,2057260.0
djg7614,Windsor,,,EECYCMJAJGNQBRSKW,52.0,666.0,djgtucxplpftr,M,,1-925-155-0170,O,United States of America,Gvdteormavfflajkedaclod,0.0,9263.0,2.0,Agilent Technologies,53179.0
Iad7615,Chicago,,3.0,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,68.0,,Iaduje,M,,1-185-691-2951,U,United States of America,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,4.0,334181.0,2.0,AutoZone,690086.0
EMG7616,Evansville,H,8.0,hgandkyzsnb,,844.0,EMGQKGEOTCGAFGDZVTRUAVGZYPM,M,,1-067-518-3854,R,United States of America,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,1.0,314001.0,0.0,,2025465.0
Hjn7617,Honolulu,,8.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,36.0,766.0,Hjnljezrxojeaoustvawackahexa,M,,1-188-554-1671,O,Canada,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,4.0,168309.0,1.0,Universal Health Services,695307.0
CYP7618,Cleveland,D,10.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,31.0,521.0,CYPTBBGPWKKKFNOUHJ,M,M,1-168-215-2223,O,United States of America,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,4.0,322765.0,2.0,Time Warner,3238398.0
KPN7619,Livonia,h,7.0,QTWXYHMLBYQ,55.0,306.0,KPNRNVLRFUTOWOERTCSIRQZ,W,,1-228-022-3056,O,United States of America,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,5.0,311253.0,1.0,Sealed Air,1213578.0
Vbi7620,Little Rock,x,9.0,SDEAIMDWRSKXTFCPHWF,66.0,411.0,Vbimifwtrtvb,W,,1-926-766-1124,R,United States of America,Blsmawjjdmdamrhqyqgzmbkfa,5.0,140296.0,5.0,Sprint Nextel,103708.0
ehb7621,Halifax,,3.0,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,22.0,,ehbcbdctlcspuvwbqveohanmkolbw,M,F,1-538-797-1948,O,United States of America,Stofpzwyhkpmuq,5.0,439984.0,1.0,,1086081.0
TMQ7622,Peoria,C,8.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,51.0,702.0,TMQACIIUMYYZHYX,U,F,1-627-234-0841,O,United States of America,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,0.0,454011.0,5.0,Quiksilver,1349626.0
Lsb7623,San Jose,y,1.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,26.0,842.0,Lsbutxufufshmkqnscnhx,S,a,1-876-492-0782,R,United States of America,,5.0,191541.0,1.0,Valspar,1083092.0
Dpz7624,Charlotte,u,0.0,Lhwkvadxwcjobcggyuighvqlcm,100.0,528.0,Dpzpfctp,U,M,1-436-946-7319,R,United States of America,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,1.0,,2.0,Timken,1662799.0
Zuj7625,Hilo,,5.0,,13.0,300.0,Zujmcfzznpfohsdp,W,,1-281-780-2897,R,United States of America,cnckvldjedzgdqhy,3.0,,3.0,,3548540.0
Jqk7626,Yonkers,,7.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,11.0,752.0,Jqkozdva,S,,1-421-286-4139,O,United States of America,,1.0,269215.0,2.0,Occidental Petroleum,881414.0
ijb7627,Modesto,,0.0,Alukohji,62.0,303.0,ijbcvbgglqupyentiqncsnswyygl,M,m,1-908-354-2709,O,Canada,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,4.0,193126.0,0.0,,1712200.0
NMO7628,Louisville,U,10.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,13.0,418.0,NMOXMHMVUDGY,M,F,1-466-560-2530,O,United States of America,qehomraquwxrkb,5.0,462618.0,3.0,Massey Energy,847446.0
Tef7629,Eugene,,4.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,23.0,667.0,Tefewe,W,f,1-578-686-8082,O,United States of America,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,3.0,212026.0,3.0,Weyerhaeuser,344294.0
Sdj7630,Buffalo,Z,7.0,Kxxipkohacffav,51.0,441.0,Sdjhq,D,,1-166-077-1436,U,United States of America,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,4.0,371024.0,1.0,National Fuel Gas,1534879.0
Pbr7631,Santa Fe,,0.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,2.0,471.0,Pbrfgfdwedgrmifitr,U,m,1-535-320-1881,O,United States of America,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,2.0,235810.0,3.0,Pep Boys,3897101.0
Ice7632,Springfield,,9.0,onxyyslcmbyxpfjuykowqpwqi,,701.0,Icejebxweavlnddpjz,W,m,1-633-495-6478,O,United States of America,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,,347270.0,2.0,Neiman Marcus,3064442.0
ZWG7633,Anchorage,,1.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,82.0,323.0,ZWGIV,D,,1-398-680-0278,R,United States of America,TAIWTM,2.0,399212.0,5.0,BlackRock,2016524.0
Evw7634,Winnipeg,,10.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,94.0,846.0,Evwthrqmqfpsbpdqojtqzpjmpoea,M,m,1-185-976-7770,O,United States of America,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,5.0,439561.0,4.0,McGraw-Hill,37745.0
Lhl7635,Waco,c,8.0,Krdmgygwnziumjdtybwyw,16.0,850.0,Lhlatzfku,M,m,1-490-238-8219,O,United States of America,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,4.0,29980.0,3.0,Family Dollar Stores,503752.0
LYB7636,Stockton,N,,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,43.0,,LYBUGCXZYJSERVQKQJKNIIW,M,,1-891-741-2112,U,United States of America,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,5.0,28693.0,2.0,Teleflex,2115180.0
Ijb7637,Boston,x,3.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,76.0,564.0,Ijbmwiomutrflaupolplmfjsqh,M,M,1-849-918-0984,O,Canada,Phqspowfoiqmszxy,2.0,106794.0,1.0,,839222.0
Zhf7638,Memphis,,4.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,0.0,558.0,Zhftulgpedd,S,f,1-426-168-3142,O,United States of America,XDPEFDQIMFNMCO,5.0,340598.0,3.0,Imation,1851334.0
PYU7639,Sydney,r,0.0,Bfntmkesgyjkjrgttbtdncoumqhmnxy,33.0,417.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,U,m,1-757-910-8931,O,United States of America,FSSAAXLAMAPBOMTNUFG,,490597.0,1.0,PPL,1348251.0
Iku7640,Shreveport,F,6.0,,62.0,487.0,Ikufiibsvk,U,,1-468-325-0119,O,Canada,AKWOIATLDDKU,2.0,499685.0,2.0,Smithfield Foods,2722392.0
HBZ7641,Modesto,,9.0,Bnbfbxvqxtngv,8.0,639.0,HBZACUNNIOTFKFSTCILLC,M,m,1-383-310-7894,O,United States of America,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,0.0,62285.0,2.0,Macy's,1785161.0
Pco7642,Hull,,3.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,4.0,625.0,Pcofbhaqeemibnkjtsoxmdibmpquo,U,M,1-353-727-2029,O,United States of America,VANVGDDSYEK,5.0,320885.0,5.0,Torchmark,2823578.0
Ybv7643,Yonkers,,1.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,39.0,,Ybvjle,D,,1-028-849-5461,O,United States of America,TVTDULLNHUZPDNEEKSXEGPXDNE,3.0,184669.0,5.0,Herman Miller,2123972.0
Rim7644,Atlanta,F,3.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,90.0,,Rimdakhncfjlrbor,S,,1-480-785-4021,R,United States of America,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,0.0,126989.0,0.0,Kindred Healthcare,112782.0
gnf7645,Hayward,,3.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,7.0,460.0,gnfkwjxmvkbeh,M,,1-443-132-4138,,Canada,HWAWSSEUGGKEXQDESYXFHWZ,4.0,48144.0,1.0,Arch Coal,248311.0
Wxp7646,Savannah,C,8.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,95.0,793.0,Wxphiul,,F,1-143-020-1234,O,United States of America,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,4.0,377787.0,5.0,Whirlpool,3719851.0
Dxh7647,Fullerton,N,8.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,59.0,821.0,Dxhuevhfuceqmpoolmuhflp,U,m,1-475-304-3486,O,Canada,,5.0,323782.0,5.0,Arrow Electronics,1920385.0
Aqo7648,Overland Park,,6.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,13.0,,Aqopbqsxqxjj,S,,1-677-882-6792,O,United States of America,NASLRGJGXPDOGNJSHNLNGBCXJVO,2.0,31880.0,3.0,Rock-Tenn,576903.0
fen7649,Alexandria,s,8.0,Eymghd,58.0,643.0,fenowyirqcdcwwo,D,,1-151-067-7411,O,United States of America,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,3.0,390190.0,5.0,R.H. Donnelley,1855037.0
CMQ7650,Fort Collins,,2.0,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,67.0,817.0,CMQIHWYKNOLSX,U,,1-645-553-4591,O,Canada,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,1.0,413821.0,4.0,Pall,2954046.0
Yhb7651,Santa Fe,,10.0,Vqdxskijczxliokh,68.0,702.0,Yhbbdqabnbldfqhnofnxdrzrj,,f,1-670-793-5351,O,United States of America,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,2.0,301451.0,1.0,Burlington Coat Factory,952096.0
mbw7652,Simi Valley,L,2.0,Fclwsu,17.0,409.0,mbwpxwoq,D,,1-049-843-6473,O,United States of America,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,0.0,5888.0,1.0,Forest Laboratories,3382998.0
xas7653,Mesa,Y,6.0,HEAVOVI,44.0,617.0,xasiqx,,,1-739-185-6579,O,United States of America,Gicehrtxtlvwiewgl,2.0,254404.0,2.0,Moody's,3772196.0
MKM7654,Simi Valley,,5.0,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,16.0,,MKMKDBNJNERUJSQYY,M,M,1-215-295-5893,O,United States of America,cveuptzbcwxicceqqmqsqgfvhykw,0.0,290984.0,3.0,Fidelity National Financial,3180080.0
Jgi7655,Charlotte,,,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,27.0,756.0,Jgiimqxenotyp,M,F,,O,United States of America,Kqosfw,5.0,441847.0,5.0,Amphenol,3971412.0
Mwv7656,St. Petersburg,,5.0,Qyixsrnjoebdnlfllhogyogxucqdulld,59.0,484.0,Mwvgdm,D,,1-515-341-8405,R,United States of America,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,4.0,373240.0,2.0,Int. Business Machines,1488210.0
YOY7657,Washington,,9.0,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,8.0,589.0,YOYQEKTGQPVGKZZXM,S,,1-249-978-7278,O,United States of America,Gqvfapurdsetypjkkcceahfodyn,4.0,461444.0,1.0,Int. Flavors & Fragrances,2621373.0
Gja7658,Tallahassee,,0.0,Ukwllcghntgqugnsgvuipavrllepqrfbbf,98.0,380.0,Gjaqmimggdmubhczafzufuklxgxos,S,m,1-471-716-6210,O,United States of America,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,4.0,255072.0,1.0,Gilead Sciences,1021949.0
rcx7659,Mesa,E,10.0,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,35.0,541.0,rcxczhucwf,S,f,,R,United States of America,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,1.0,255019.0,1.0,United Rentals,2444319.0
IPA7660,Portland,V,7.0,BPENSONZGIJMQPDRWDCT,57.0,474.0,IPAZTGHTPTW,M,M,1-982-617-1421,,Canada,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,,330718.0,1.0,Convergys,362567.0
rbj7661,Las Vegas,b,4.0,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,69.0,685.0,rbjgdyplkrcutrs,,,1-068-568-6056,O,United States of America,WSKYHRCGGHSPINYLUNNDCJPV,1.0,245130.0,2.0,Mueller Water Products,462234.0
ebw7662,Sudbury,U,10.0,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,33.0,363.0,ebwticokpfdypejppslctr,M,,,R,United States of America,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,3.0,19691.0,4.0,Shaw Group,3936622.0
SQY7663,Sunnyvale,,9.0,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,33.0,605.0,SQYYLFSC,M,,1-772-155-4468,O,United States of America,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,1.0,13490.0,1.0,Energy Future Holdings,2116904.0
nqw7664,Birmingham,i,6.0,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,1.0,394.0,nqwvfudiscyqixxng,W,f,1-551-833-6226,,United States of America,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,4.0,90333.0,4.0,PHH,63883.0
Fyz7665,Orlando,,6.0,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,19.0,812.0,Fyzxvqjbmfgyeyswcxbogeytfuqur,U,m,1-894-068-7775,R,Canada,uezrarapf,2.0,210200.0,0.0,Simon Property Group,2747738.0
Hds7666,Albuquerque,J,3.0,Jtiwqtllu,63.0,688.0,Hdsxrjpdyr,M,f,,R,United States of America,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,3.0,195318.0,3.0,World Fuel Services,938329.0
ksz7667,Nashville,s,9.0,,27.0,808.0,kszsqhunjdmjqhozzck,M,F,1-942-682-4165,O,United States of America,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,5.0,486627.0,5.0,Andersons,976093.0
Wzm7668,Akron,,1.0,Vwhjqdpbsxgifvj,12.0,492.0,Wzmdnrkeh,,,,O,United States of America,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,4.0,142918.0,,L-3 Communications,2031908.0
Xna7669,Lubbock,N,6.0,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,26.0,734.0,Xnafmengguewmwckz,D,,1-316-836-0322,O,United States of America,xznxzmzinjddcepuvomccimcwdxo,3.0,243364.0,4.0,CACI International,660066.0
ugr7670,St. Paul,,7.0,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,2.0,579.0,ugrohhoiopurrh,M,,1-746-466-6593,O,United States of America,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,5.0,208343.0,1.0,M&T Bank Corp.,2777991.0
Qao7671,Columbus,a,10.0,Oivxztihdxtiymll,34.0,410.0,Qaondcvjqnzbdtnhd,M,f,1-306-508-0916,U,United States of America,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,4.0,26787.0,0.0,Family Dollar Stores,3148815.0
MXH7672,Abilene,G,7.0,GRBTZCPWVAXIEDLFBP,86.0,743.0,MXHLAVXOZQHBUBMXESG,D,,1-049-405-9872,O,United States of America,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,4.0,190609.0,0.0,Medco Health Solutions,3714775.0
KQU7673,Biloxi,J,9.0,yrwbeeazafrlhgevuujdmoayhrrtit,47.0,431.0,KQUJOIXHOLTVWZCHD,M,,1-539-901-1797,O,United States of America,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,,,1.0,Crosstex Energy,2203195.0
bxn7674,Cincinnati,,4.0,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,73.0,805.0,bxnxlbwaecusydvfagorkjv,M,,1-976-507-8347,O,United States of America,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,0.0,,0.0,Reynolds American,3708645.0
Opu7675,Tulsa,,9.0,KRQPTUJPRRCYHLEFKBCWUOAXGKRYBUTSHGOFAQEMQCWGXIWW,83.0,688.0,Opuqjoidjwgejjmkquot,U,M,1-902-376-9596,O,United States of America,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,0.0,453308.0,1.0,PolyOne,2954852.0
Ceo7676,Oakland,,1.0,Gctrmgbnlmfrattklbjkwupgkxtscugwoybzjiqavnuiogkphnmoncsdbgcympwkqtukzmqxhyjtp,99.0,483.0,Ceodsyerdrcenlfqt,D,,1-532-161-3458,O,United States of America,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,,251108.0,1.0,"Toys ""R"" Us",2421534.0
DZH7677,McAllen,,7.0,Nsmcvnmewdvkoyxccrpbtnbmgcreuikqnhcdpnzksidrxizgqe,49.0,844.0,DZHUBKPLE,U,,1-943-745-8094,O,United States of America,Gjftxakuhgilmoatmibqcnbbrmq,0.0,128853.0,0.0,Sonoco Products,941243.0
Ocd7678,Laredo,,5.0,Cdfhriutpkdafvnqaknxfagsycyedqxsyrtsazbklpawywxjscoudkhdxwwzojcskidtubekfgfh,96.0,436.0,Ocdmelacghnqhlsdvvkvuycchojc,M,F,1-162-078-3859,O,Canada,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,3.0,486933.0,3.0,Newfield Exploration,3133101.0
Uyj7679,Fort Collins,,3.0,Legbseyxfoglxjxwhgjzrgtwehtybppbbturfyjtw,12.0,336.0,Uyjwcvfmhzfpziunhflhoccjfwi,D,,1-881-265-1012,U,Canada,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,2.0,306545.0,5.0,IAC/InterActiveCorp,2070834.0
