gncd,nmbrchldrn,crdtrtng,wnrrntflg,nmbrcrdtcrds,ddrssln1,pstlcd,ncm,frstnm,mplr,gndr,nmbrcrs,stt,g,mrtlstts,ct,cntr,phn,ntwrth
Rsd7607,,331.0,O,7.0,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,xrquzcptycg,207651.0,Lmhtjwddyqbzlxgv,,,3.0,TN,73.0,U,Fort Wayne,Canada,,2399483.0
Qqh7608,,744.0,O,2.0,Fmrydeogisvvtrpsfonolelpnqcbkrr,shigmwk,260418.0,BXFLGQTJSJDQAUCXXJXWHTQU,Comerica,,4.0,Nova Scotia,37.0,U,Chula Vista,United States of America,1-760-429-1328,2982744.0
udq7609,1.0,446.0,U,6.0,Xhggtfwyslxvgeiuzjfxewcsweefq,enehob,,Tlaihggmhfiuezhjgps,Baldor Electric,,5.0,Ontario,50.0,M,Peoria,United States of America,1-253-879-8833,1611011.0
Ghl7610,4.0,,O,0.0,,RNLAKRXSPA,316963.0,DSRXJZKFJTIVXLBAX,Commercial Metals,,0.0,MD,0.0,M,Lexington,Canada,1-401-256-3483,2999167.0
mtk7611,,,O,,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,Hlezt,84046.0,Annsrbdzywmpqvigpn,,f,5.0,AR,,W,Salem,Canada,1-175-910-8245,
QIY7612,3.0,723.0,O,9.0,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,Iyqmkpcjx,368990.0,Mrawpcvb,Molina Healthcare,,0.0,Saskatchewan,,M,San Jose,United States of America,1-565-191-3419,3307491.0
Ohz7613,0.0,348.0,O,2.0,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,klgnkcaedht,124382.0,yociu,Plains All American Pipeline,,2.0,OH,81.0,S,Kansas City,Canada,1-921-688-5401,2057260.0
djg7614,0.0,666.0,O,,Gvdteormavfflajkedaclod,Jsombikj,9263.0,DQNVNWPYSMLDGXJVBUHUKDLRSLN,Agilent Technologies,,2.0,VA,52.0,M,Windsor,United States of America,1-925-155-0170,53179.0
Iad7615,4.0,,U,3.0,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,Xtckbvng,334181.0,wfnjfn,AutoZone,,2.0,ID,68.0,M,Chicago,United States of America,1-185-691-2951,690086.0
EMG7616,1.0,844.0,R,8.0,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,YPUWSVRD,314001.0,WWWEN,,,0.0,WI,,M,Evansville,United States of America,1-067-518-3854,2025465.0
Hjn7617,4.0,766.0,O,8.0,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,Ifxvsnt,168309.0,Krjcfgq,Universal Health Services,,1.0,MS,36.0,M,Honolulu,Canada,1-188-554-1671,695307.0
CYP7618,4.0,521.0,O,10.0,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,EAOJPQVWBNZ,322765.0,Fxmpengjsaf,Time Warner,M,2.0,OK,31.0,M,Cleveland,United States of America,1-168-215-2223,3238398.0
KPN7619,5.0,306.0,O,7.0,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,fhirgl,311253.0,Eobtk,Sealed Air,,1.0,GA,55.0,W,Livonia,United States of America,1-228-022-3056,1213578.0
Vbi7620,5.0,411.0,R,9.0,Blsmawjjdmdamrhqyqgzmbkfa,Lahfziy,140296.0,Abahrdfcbtscoblhaovnjkbx,Sprint Nextel,,5.0,TN,66.0,W,Little Rock,United States of America,1-926-766-1124,103708.0
ehb7621,5.0,,O,3.0,Stofpzwyhkpmuq,tofdjef,439984.0,bhephgijqbu,,F,1.0,SC,22.0,M,Halifax,United States of America,1-538-797-1948,1086081.0
TMQ7622,0.0,702.0,O,8.0,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,rckzx,454011.0,KECNVVPGTOXHIGOUAWLHU,Quiksilver,F,5.0,AR,51.0,U,Peoria,United States of America,1-627-234-0841,1349626.0
Lsb7623,5.0,842.0,R,1.0,,MMLJKBGXD,191541.0,xppmtvztaifqynlbmofxonnus,Valspar,a,1.0,MT,26.0,S,San Jose,United States of America,1-876-492-0782,1083092.0
Dpz7624,1.0,528.0,R,0.0,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,banusio,,kzntoukktuqqfuyeo,Timken,M,2.0,WY,100.0,U,Charlotte,United States of America,1-436-946-7319,1662799.0
Zuj7625,3.0,300.0,R,5.0,cnckvldjedzgdqhy,Safkd,,TDRLAQZARCGRAMDDMCWP,,,3.0,WY,13.0,W,Hilo,United States of America,1-281-780-2897,3548540.0
Jqk7626,1.0,752.0,O,7.0,,DHTLWJDXLRW,269215.0,shbaeyxyrjfietruntrdeyqkc,Occidental Petroleum,,2.0,WV,11.0,S,Yonkers,United States of America,1-421-286-4139,881414.0
ijb7627,4.0,303.0,O,0.0,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,RORIUHK,193126.0,Zururxrihusergiba,,m,0.0,CA,62.0,M,Modesto,Canada,1-908-354-2709,1712200.0
NMO7628,5.0,418.0,O,10.0,qehomraquwxrkb,bxgwhohh,462618.0,QZLCPVRKZMTENMREVZT,Massey Energy,F,3.0,Alberta,13.0,M,Louisville,United States of America,1-466-560-2530,847446.0
Tef7629,3.0,667.0,O,4.0,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,SRARKMXOD,212026.0,dvbflygvxrizbclmqwoajkvnzoufc,Weyerhaeuser,f,3.0,New Brunswick,23.0,W,Eugene,United States of America,1-578-686-8082,344294.0
Sdj7630,4.0,441.0,U,7.0,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,hwugfvlttol,371024.0,mtnubdnrdoivcuqmapqhtvzkixw,National Fuel Gas,,1.0,British Columbia,51.0,D,Buffalo,United States of America,1-166-077-1436,1534879.0
Pbr7631,2.0,471.0,O,0.0,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,zgsllav,235810.0,Nzljqsbgutsixlosfedpmlzl,Pep Boys,m,3.0,DE,2.0,U,Santa Fe,United States of America,1-535-320-1881,3897101.0
Ice7632,,701.0,O,9.0,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,Mszwfhpj,347270.0,Ealrdsynhtadihmsl,Neiman Marcus,m,2.0,CT,,W,Springfield,United States of America,1-633-495-6478,3064442.0
ZWG7633,2.0,323.0,R,1.0,TAIWTM,Yqfxb,399212.0,xfjdwfentojva,BlackRock,,5.0,Quebec,82.0,D,Anchorage,United States of America,1-398-680-0278,2016524.0
Evw7634,5.0,846.0,O,10.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,ypmuep,439561.0,Zvowaelneuhpxzphpvtgvfz,McGraw-Hill,m,4.0,NJ,94.0,M,Winnipeg,United States of America,1-185-976-7770,37745.0
Lhl7635,4.0,850.0,O,8.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,Xthtecuu,29980.0,fmdcjzjekrwrirumyvfuqnnkxzr,Family Dollar Stores,m,3.0,MN,16.0,M,Waco,United States of America,1-490-238-8219,503752.0
LYB7636,5.0,,U,,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,Xjzpdio,28693.0,Ohetzpmilrphnhnasiisaypdl,Teleflex,,2.0,NE,43.0,M,Stockton,United States of America,1-891-741-2112,2115180.0
Ijb7637,2.0,564.0,O,3.0,Phqspowfoiqmszxy,Rgthehdvvlh,106794.0,VAUWGMVOILXNGKB,,M,1.0,VA,76.0,M,Boston,Canada,1-849-918-0984,839222.0
Zhf7638,5.0,558.0,O,4.0,XDPEFDQIMFNMCO,ysexit,340598.0,Tnwgmuvaaqmxskkyqnvrmnmul,Imation,f,3.0,PA,0.0,S,Memphis,United States of America,1-426-168-3142,1851334.0
PYU7639,,417.0,O,0.0,FSSAAXLAMAPBOMTNUFG,Wscgcsbwlzj,490597.0,mtovrkjvtfkennjujgpegknnck,PPL,m,1.0,WV,33.0,U,Sydney,United States of America,1-757-910-8931,1348251.0
Iku7640,2.0,487.0,O,6.0,AKWOIATLDDKU,AUQJTIMK,499685.0,Lwxdv,Smithfield Foods,,2.0,WY,62.0,U,Shreveport,Canada,1-468-325-0119,2722392.0
HBZ7641,0.0,639.0,O,9.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,Weqnwrwrbcgx,62285.0,Ftvuzjdzocqmcoxvrbqcna,Macy's,m,2.0,MN,8.0,M,Modesto,United States of America,1-383-310-7894,1785161.0
Pco7642,5.0,625.0,O,3.0,VANVGDDSYEK,facqrtjqjmd,320885.0,Hnbgeuii,Torchmark,M,5.0,VT,4.0,U,Hull,United States of America,1-353-727-2029,2823578.0
Ybv7643,3.0,,O,1.0,TVTDULLNHUZPDNEEKSXEGPXDNE,OCNCREZ,184669.0,Fykbowmpxpbb,Herman Miller,,5.0,WV,39.0,D,Yonkers,United States of America,1-028-849-5461,2123972.0
Rim7644,0.0,,R,3.0,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,JXOGSVJ,126989.0,Ruagwhiorgizpmbphjerywjrr,Kindred Healthcare,,0.0,IN,90.0,S,Atlanta,United States of America,1-480-785-4021,112782.0
gnf7645,4.0,460.0,,3.0,HWAWSSEUGGKEXQDESYXFHWZ,Iqtso,48144.0,teldp,Arch Coal,,1.0,MS,7.0,M,Hayward,Canada,1-443-132-4138,248311.0
Wxp7646,4.0,793.0,O,8.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,Uxgvbwop,377787.0,Tmhxnpfgyifx,Whirlpool,F,5.0,CO,95.0,,Savannah,United States of America,1-143-020-1234,3719851.0
Dxh7647,5.0,821.0,O,8.0,,Ovsiu,323782.0,Fpchjcvsrkakkqqsojokdrg,Arrow Electronics,m,5.0,PA,59.0,U,Fullerton,Canada,1-475-304-3486,1920385.0
Aqo7648,2.0,,O,6.0,NASLRGJGXPDOGNJSHNLNGBCXJVO,Frqdqbs,31880.0,Heiehcgec,Rock-Tenn,,3.0,DE,13.0,S,Overland Park,United States of America,1-677-882-6792,576903.0
fen7649,3.0,643.0,O,8.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,waiitdv,390190.0,sgapkfrztiyyayezulvi,R.H. Donnelley,,5.0,Prince Edward Island,58.0,D,Alexandria,United States of America,1-151-067-7411,1855037.0
CMQ7650,1.0,817.0,O,2.0,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,Vlmzifrfolfs,413821.0,Nohjtayoycptngwoitqzhmuf,Pall,,4.0,TN,67.0,U,Fort Collins,Canada,1-645-553-4591,2954046.0
Yhb7651,2.0,702.0,O,10.0,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,DKXNSUJQRKGM,301451.0,QIGFYQTIPFYCR,Burlington Coat Factory,f,1.0,CA,68.0,,Santa Fe,United States of America,1-670-793-5351,952096.0
mbw7652,0.0,409.0,O,2.0,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,Vzvadviukgid,5888.0,evwjgjrsttnkbmhmmrswodkvwdqo,Forest Laboratories,,1.0,TN,17.0,D,Simi Valley,United States of America,1-049-843-6473,3382998.0
xas7653,2.0,617.0,O,6.0,Gicehrtxtlvwiewgl,Jjtgz,254404.0,SMOQFUQUOWABMRDKJPFC,Moody's,,2.0,FL,44.0,,Mesa,United States of America,1-739-185-6579,3772196.0
MKM7654,0.0,,O,5.0,cveuptzbcwxicceqqmqsqgfvhykw,TMWLE,290984.0,Jzwgkirmjeznhbniytvkxnhhar,Fidelity National Financial,M,3.0,TN,16.0,M,Simi Valley,United States of America,1-215-295-5893,3180080.0
Jgi7655,5.0,756.0,O,,Kqosfw,Lfmjqz,441847.0,IMPCDEPQTVPBRBNJNLWAPSYUW,Amphenol,F,5.0,OR,27.0,M,Charlotte,United States of America,,3971412.0
Mwv7656,4.0,484.0,R,5.0,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,bserucmdlez,373240.0,Ewwyolurheysjpusipgrmydspux,Int. Business Machines,,2.0,ME,59.0,D,St. Petersburg,United States of America,1-515-341-8405,1488210.0
YOY7657,4.0,589.0,O,9.0,Gqvfapurdsetypjkkcceahfodyn,Nobgu,461444.0,Indhpnqswpoplupdlejxhjm,Int. Flavors & Fragrances,,1.0,SC,8.0,S,Washington,United States of America,1-249-978-7278,2621373.0
Gja7658,4.0,380.0,O,0.0,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,Mynrhpyte,255072.0,Dahur,Gilead Sciences,m,1.0,Ontario,98.0,S,Tallahassee,United States of America,1-471-716-6210,1021949.0
rcx7659,1.0,541.0,R,10.0,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,aqobdfbeu,255019.0,JLZXMAOFICNNT,United Rentals,f,1.0,GA,35.0,S,Mesa,United States of America,,2444319.0
IPA7660,,474.0,,7.0,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,jecwnfavowiu,330718.0,Rvrfuknkgeyb,Convergys,M,1.0,VA,57.0,M,Portland,Canada,1-982-617-1421,362567.0
rbj7661,1.0,685.0,O,4.0,WSKYHRCGGHSPINYLUNNDCJPV,Nmemytq,245130.0,Ruihhbkdjniajgrvwos,Mueller Water Products,,2.0,KY,69.0,,Las Vegas,United States of America,1-068-568-6056,462234.0
ebw7662,3.0,363.0,R,10.0,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,Vqvleqweftl,19691.0,Gkirgeljoajnkshohjinbooco,Shaw Group,,4.0,SC,33.0,M,Sudbury,United States of America,,3936622.0
SQY7663,1.0,605.0,O,9.0,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,ABCSQOCHEHK,13490.0,cgqpaxicnbhaaufmao,Energy Future Holdings,,1.0,NC,33.0,M,Sunnyvale,United States of America,1-772-155-4468,2116904.0
nqw7664,4.0,394.0,,6.0,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,NOQIRAGYH,90333.0,beidygiakhaztngnhqsrjhxs,PHH,f,4.0,KS,1.0,W,Birmingham,United States of America,1-551-833-6226,63883.0
Fyz7665,2.0,812.0,R,6.0,uezrarapf,Yqqldbrjvcqq,210200.0,XXILDDNLYSINLOGZNXHQKGLMEAR,Simon Property Group,m,0.0,MO,19.0,U,Orlando,Canada,1-894-068-7775,2747738.0
Hds7666,3.0,688.0,R,3.0,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,BSICQKYPBDT,195318.0,MLHCHSATXNEQIRSMEHAM,World Fuel Services,f,3.0,OK,63.0,M,Albuquerque,United States of America,,938329.0
ksz7667,5.0,808.0,O,9.0,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,enurwe,486627.0,Qqgzzbefkm,Andersons,F,5.0,LA,27.0,M,Nashville,United States of America,1-942-682-4165,976093.0
Wzm7668,4.0,492.0,O,1.0,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,Qslfupidrch,142918.0,qdjedjylsojhngornkkgmozdbb,L-3 Communications,,,Saskatchewan,12.0,,Akron,United States of America,,2031908.0
Xna7669,3.0,734.0,O,6.0,xznxzmzinjddcepuvomccimcwdxo,VEKXFJRNX,243364.0,Vszkppbmlhgmjgeiss,CACI International,,4.0,KY,26.0,D,Lubbock,United States of America,1-316-836-0322,660066.0
ugr7670,5.0,579.0,O,7.0,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,Dbkoxqpx,208343.0,Yizitnh,M&T Bank Corp.,,1.0,NH,2.0,M,St. Paul,United States of America,1-746-466-6593,2777991.0
Qao7671,4.0,410.0,U,10.0,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,HPYTPNH,26787.0,Jkrhfalisxualvrritesxm,Family Dollar Stores,f,0.0,NM,34.0,M,Columbus,United States of America,1-306-508-0916,3148815.0
MXH7672,4.0,743.0,O,7.0,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,rxcbiltuvzyh,190609.0,Hfhsubkrpir,Medco Health Solutions,,0.0,NE,86.0,D,Abilene,United States of America,1-049-405-9872,3714775.0
KQU7673,,431.0,O,9.0,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,jfrawlwjssge,,Htbblpuiuynkio,Crosstex Energy,,1.0,New Brunswick,47.0,M,Biloxi,United States of America,1-539-901-1797,2203195.0
bxn7674,0.0,805.0,O,4.0,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,PGIUBMUAR,,odfxd,Reynolds American,,0.0,MD,73.0,M,Cincinnati,United States of America,1-976-507-8347,3708645.0
Opu7675,0.0,688.0,O,9.0,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,rgqwzxsvza,453308.0,Znewofyktnzry,PolyOne,M,1.0,WV,83.0,U,Tulsa,United States of America,1-902-376-9596,2954852.0
Ceo7676,,483.0,O,1.0,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,qnxfnq,251108.0,obgrwipkwotv,"Toys ""R"" Us",,1.0,MA,99.0,D,Oakland,United States of America,1-532-161-3458,2421534.0
DZH7677,0.0,844.0,O,7.0,Gjftxakuhgilmoatmibqcnbbrmq,lfjtpka,128853.0,llbtndfaert,Sonoco Products,,0.0,MT,49.0,U,McAllen,United States of America,1-943-745-8094,941243.0
Ocd7678,3.0,436.0,O,5.0,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,pyeiwbftpsck,486933.0,Vowvlsbsbfokxbljqxz,Newfield Exploration,F,3.0,NM,96.0,M,Laredo,Canada,1-162-078-3859,3133101.0
Uyj7679,2.0,336.0,U,3.0,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,Enncjsox,306545.0,qafdyn,IAC/InterActiveCorp,,5.0,TN,12.0,D,Fort Collins,Canada,1-881-265-1012,2070834.0
mhz7680,1.0,688.0,O,1.0,Rqhzrjcuikufwfbplxmtpeqb,Lnprrdeegs,7682.0,aqococfdutcrxipsdiizyfbigy,MGIC Investment,,1.0,PA,75.0,S,Sudbury,United States of America,1-781-682-4447,2617194.0
Sft7681,0.0,581.0,O,9.0,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,PXRXKFTOX,280763.0,Radeyutyf,American International Group,,3.0,NC,29.0,U,Simi Valley,Canada,1-716-288-6722,2752340.0
gza7682,2.0,670.0,R,6.0,Jbvoghxtacvunglpdzjhatiusxn,Osanin,296945.0,ockmjwrdbkxoaemodyftxmjcl,Health Net,m,1.0,CO,4.0,,Berkeley,United States of America,1-407-712-3659,2611991.0
Rem7683,0.0,671.0,O,5.0,Pyoruxpsl,WWWMNN,176399.0,MPCHPTTYJUWERHWMHALH,Mueller Industries,,0.0,TX,100.0,U,Santa Rosa,United States of America,1-747-143-2305,3965576.0
cko7684,4.0,352.0,U,10.0,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,tsqtfhsh,97252.0,Duhgkwcceehrrqvnnirv,American National Insurance,,3.0,IN,45.0,U,Mesquite,Canada,1-522-074-1862,3550405.0
RLN7685,2.0,317.0,O,10.0,XRPHDPOQURZXVFLADMA,zwyuac,320588.0,Rpmqztmrghojzbyqnivxceyuiha,Morgan Stanley,f,3.0,VA,63.0,S,Regina,United States of America,1-867-195-7669,1566093.0
Qjl7686,2.0,809.0,R,6.0,iqnzhrksgftjekxfljogmqkrbpkstk,Gzgsvt,18284.0,YTNSVR,Halliburton,,4.0,WV,35.0,,Worcester,United States of America,1-272-128-3403,1944507.0
YNL7687,2.0,704.0,,5.0,Jbmoxkiflceta,Shirfkrfppb,,xgayrgnjhvearxja,MGIC Investment,m,0.0,VT,61.0,S,Iqaluit,Canada,1-174-194-8365,3250645.0
qpi7688,,411.0,O,2.0,Wgfjqmnbm,hwxcimvf,80228.0,AJSVULACHMZKBAEN,United Services Automobile,,1.0,AZ,43.0,S,Little Rock,United States of America,1-067-296-1708,2806218.0
Xxi7689,3.0,431.0,O,4.0,,xqkaxa,39672.0,fubtbkexiuaacw,Spartan Stores,F,,NY,98.0,U,Santa Clarita,Canada,1-688-092-7664,2826399.0
axi7690,3.0,362.0,O,4.0,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,cjeriaaeunmp,225036.0,Lygmiirioggkj,Moog,m,3.0,NE,84.0,M,Chicago,United States of America,1-784-445-0301,91147.0
Wqd7691,3.0,532.0,R,4.0,raecjdlfwcwnaaeqeomxmuemrg,Mhhqranm,224427.0,Xtslyxwajneuihyndtpz,Century Aluminum,M,2.0,SC,,M,Irving,Canada,1-773-485-4247,1036928.0
jur7692,4.0,442.0,O,3.0,Deamomjpzxjzhfugk,Ztrxdxr,123153.0,Fmeifzrxyvgil,Hayes Lemmerz,M,5.0,New Brunswick,18.0,U,Ontario,United States of America,1-528-873-2585,2406965.0
NBX7693,1.0,677.0,O,10.0,Aktcqktdiehyacjhlqknwg,BVMLYNHCFOY,,Rugvrsjeadcummqftfmb,EOG Resources,,2.0,KY,14.0,S,Stamford,United States of America,1-952-933-5053,3588199.0
Naf7694,2.0,565.0,O,8.0,Xasjqyptachbyjrnjvfvznkcwdxmpo,RBVXNHWO,353487.0,RAVHHLPXNYMAOCOVOWXKHPS,Dresser-Rand Group,f,4.0,British Columbia,22.0,M,Victoria,United States of America,1-882-237-0765,
bzc7695,1.0,365.0,R,5.0,,Wfmsguhdyyo,145794.0,eaxqrdredlfrhooq,Sealed Air,,3.0,WA,7.0,M,Brownsville,United States of America,1-762-453-2464,2896930.0
Pmo7696,5.0,406.0,O,5.0,Nzckdxwdktbsqcaurk,Mcxklhj,142515.0,XLJLRWZ,Blockbuster,F,3.0,AK,97.0,W,Bellevue,United States of America,1-129-593-2017,312676.0
goh7697,5.0,774.0,,3.0,Svabwvthdbgivhnelxqvrhqvvgy,Lypuhgeezbgp,414775.0,Wwqsseqcbmteqjub,Owens Corning,F,0.0,MN,49.0,U,Baltimore,United States of America,1-779-145-2680,16279.0
Jfb7698,5.0,718.0,R,7.0,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,TRKCEX,125271.0,Qdakvyntptkywsqpy,Robert Half International,F,2.0,RI,25.0,S,Cedar Rapids,United States of America,1-770-255-3860,1536113.0
Hao7699,,588.0,R,2.0,Unyjafcdzuerth,Kihzeilpneap,,Fhpdqgmswyxgqjhe,Wesco International,,4.0,British Columbia,99.0,M,Huntington Beach,United States of America,1-336-236-0201,184474.0
Dwo7700,5.0,764.0,O,5.0,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,pylzfutqftt,93761.0,Fyetnnttkqoewqijbggbvrkxdg,Dana Holding,e,1.0,SD,44.0,M,Cedar Rapids,Canada,1-185-085-5742,2971869.0
RJA7701,1.0,,O,2.0,EUDAFRRFNHWKIULGYBSUDTUTXASRTKSASSDSQBOCJDTTNFNSEYBVRIAH,Bsclhehzobfm,397902.0,ktggcdbzntnxuxsiosyqegcesu,NBTY,f,2.0,AL,96.0,U,Los Angeles,United States of America,1-957-033-0510,2256728.0
Lph7702,3.0,657.0,O,8.0,chfifgrzddwjambrkaommoksjfzpnxvkvppcazeofdnrbmspungachheu,Ieyjqvfhges,123538.0,Yzurhpzqfcwgkwsgrkjzithjnksa,Eastman Chemical,,4.0,British Columbia,88.0,M,Milwaukee,United States of America,1-485-740-9640,2127026.0
Rfk7703,2.0,769.0,U,,Oclmxjrebkhucmocoldtnepglbejgjnqlikutugptmwrmrucuhztxxbwzwkoiqlsnwtekekkykjpkt,Zuttopn,118013.0,Qijmex,Allergan,,3.0,Ontario,33.0,M,Detroit,United States of America,1-459-114-0867,3476485.0
RFU7704,5.0,776.0,O,7.0,Qmbltoafvggvsolvieqcbeydfsprubcikjiahxx,EHXJIUER,45737.0,WDJNJGKCNRPTUNIQNNBBNN,Global Partners,,2.0,MD,8.0,M,Nashua,United States of America,1-671-499-0522,908035.0
TQH7705,0.0,343.0,O,4.0,HOMAWOXXWEMFPMBHETZHOZBOPJGPFBDFJZQETUMMJAVJO,ipazhhewr,456999.0,Wjfwmudjwwybmmiubeqybeeniystl,Fluor,m,2.0,IA,55.0,U,Minneapolis,United States of America,1-817-903-4786,
Bbc7706,4.0,568.0,U,5.0,uathejgojclvooynhavibvdjhuspwiyxjtrrbidwiabjxyvcuxcifzyqtwphzvxbfcrykaelbw,vvwizqanbs,326910.0,PMWXCRMVYFVJX,FedEx,,3.0,PA,43.0,W,Columbia,United States of America,1-099-914-5598,3054149.0
Yoj7707,0.0,830.0,O,5.0,,Lzxpul,166536.0,luklinfqmglorhokwtwvhgqhmhxisf,Polaris Industries,,2.0,MA,75.0,S,Garden Grove,United States of America,1-102-019-9878,
lvh7708,4.0,812.0,R,6.0,OHYWSFETLJEYTTMYZDOGFTPBAQKVN,Dwvezt,337347.0,Mmxepsmk,Torchmark,,3.0,ID,66.0,,Norfolk,Canada,1-873-941-1147,248269.0
Zpr7709,4.0,489.0,U,6.0,WSZYJROXWWIWMVXDTZLJRKAPTUGFNIKPCPNRWASXEWEEUXRZALWYHWKU,WQSZWQBE,41345.0,Ixsoib,Alliance Data Systems,,2.0,Newfoundland,58.0,U,Salem,Canada,1-710-953-4977,1203267.0
LMG7710,1.0,845.0,U,9.0,Qfeecmwaxqhkulepjrwbmihojdaovxcukyrlnphlnimczdwhbxkilgjzuoiyhpupzxvcxxtrztifgd,DWMXIPKTCN,370209.0,Cwurvdjbmuxtioeqbpk,American International Group,m,5.0,UT,29.0,U,Saskatoon,United States of America,1-789-825-2857,3704743.0
WMF7711,4.0,735.0,R,0.0,VIJLPKEZYSJJGTR,hrhbmmtj,343016.0,Jhnamxkltxicm,Mohawk Industries,,0.0,OR,28.0,U,Boise,United States of America,1-179-937-7265,3673540.0
Qov7712,3.0,615.0,U,4.0,,EXIDAUKO,186990.0,tdbtkqtfzcnjridma,Vulcan Materials,F,4.0,ID,93.0,D,Irvine,United States of America,1-596-337-6757,982779.0
Vkp7713,4.0,,U,6.0,,Wqhgxcfrvqe,46562.0,njcdtc,OfficeMax,,,AL,17.0,W,Washington,United States of America,1-512-224-7078,2778471.0
SST7714,5.0,769.0,U,,Zmasw,Lwuvkzp,98412.0,OMBIVJDP,Michael Foods,M,5.0,MN,98.0,U,St. Petersburg,United States of America,1-552-735-4638,2585134.0
