prospect_gncd,prospect_mddlntl,prospect_nmbrchldrn,prospect_mrtlstts,prospect_gndr,prospect_frstnm,prospect_ncm,prospect_nmbrcrs,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
han258,,5.0,S,,Dorothy,435481.0,0.0,47.0,717.0,O,Liberty Media,1.0,3153373.0
WOJ259,,4.0,D,,CHICKIE,,4.0,77.0,355.0,O,Jarden,2.0,616608.0
Ami260,P,4.0,U,f,Lavinia,499891.0,4.0,91.0,383.0,O,Cincinnati Financial,10.0,1014586.0
Mo261,A,5.0,S,f,Kristine,394640.0,5.0,46.0,579.0,O,Steel Dynamics,1.0,1679903.0
BUR262,,3.0,M,,tobi,359040.0,4.0,36.0,324.0,O,OGE Energy,5.0,1062919.0
Kos263,X,2.0,M,m,Frederica,429949.0,5.0,18.0,752.0,R,Hartford Financial Services,0.0,3684297.0
Bor264,,2.0,D,m,Cayla,333500.0,5.0,27.0,723.0,O,Penske Automotive Group,2.0,1805618.0
LAR265,K,,S,,BRIAN,480399.0,2.0,79.0,349.0,U,Amkor Technology,1.0,1852935.0
BOU266,,5.0,W,,ROCH,73398.0,2.0,72.0,643.0,O,Psychiatric Solutions,4.0,1528702.0
Pan267,,0.0,W,,Charly,,3.0,26.0,390.0,O,Calpine,0.0,178411.0
Wal268,,4.0,U,m,joli,446105.0,4.0,31.0,801.0,O,Saks,7.0,2245432.0
Mue269,,4.0,S,M,Kasper,128126.0,0.0,2.0,741.0,O,BE Aerospace,2.0,3058077.0
Zub270,,1.0,D,,Joo-geok,371101.0,2.0,81.0,821.0,O,Exterran Holdings,8.0,723251.0
Sei271,D,,M,,Winona,263066.0,3.0,69.0,830.0,O,Penn National Gaming,5.0,3755553.0
Cav272,,1.0,M,F,king-haut,,0.0,69.0,441.0,R,PetSmart,,757755.0
Har273,,1.0,D,F,DARLENE,453776.0,3.0,80.0,484.0,R,First Data,2.0,3610784.0
Nau274,R,5.0,,M,Deana,494609.0,4.0,14.0,653.0,O,Liz Claiborne,8.0,2994154.0
Ste275,,2.0,D,,Laurette,233618.0,0.0,39.0,727.0,R,Alcoa,7.0,612241.0
Cho276,D,,U,m,Renell,,1.0,0.0,535.0,O,Perini,0.0,1352198.0
Lux277,R,4.0,W,f,Meriann,154521.0,5.0,59.0,320.0,R,Hudson City Bancorp,9.0,2534935.0
Far278,,4.0,W,F,KATALIN,438162.0,4.0,60.0,775.0,O,Sigma-Aldrich,1.0,3189762.0
Shi279,,4.0,M,F,Gayel,352602.0,3.0,4.0,606.0,O,Plains Exploration,,447872.0
Pip280,P,2.0,S,f,Lourdes,194788.0,4.0,74.0,,O,W.R. Berkley,5.0,3207012.0
Sug281,,1.0,W,,Jooran,437119.0,0.0,66.0,685.0,O,Cooper-Standard Holdings,6.0,303926.0
Kum282,F,5.0,M,,Damian,66431.0,0.0,36.0,770.0,O,Ryder System,5.0,3685802.0
LOR283,L,4.0,M,f,teressa,380368.0,4.0,55.0,694.0,O,Merck,4.0,3180558.0
KUR284,,3.0,D,F,Phedra,7377.0,1.0,57.0,530.0,O,Chubb,4.0,
ser285,D,0.0,S,f,Flora,87533.0,5.0,76.0,609.0,O,Cummins,1.0,3507884.0
Ado286,N,4.0,M,,ezmeralda,76061.0,2.0,63.0,619.0,O,Advance Auto Parts,3.0,2230968.0
Bol287,M,3.0,M,f,Clary,486482.0,4.0,76.0,821.0,O,Airgas,7.0,814197.0
sav288,,,M,,Yokan,436307.0,4.0,22.0,553.0,O,Mattel,6.0,2254862.0
Mar289,F,0.0,D,M,PATRIZIA,420621.0,,,529.0,O,Rite Aid,,91935.0
Bar290,K,1.0,W,,Ileane,187944.0,1.0,7.0,507.0,O,Forest Laboratories,4.0,1818938.0
Woo291,N,2.0,S,f,olivia,146651.0,0.0,4.0,726.0,O,Pioneer Natural Resources,8.0,177543.0
Bir292,,1.0,,,yolande,118757.0,2.0,39.0,684.0,O,H&R Block,8.0,3078579.0
Lav293,A,1.0,U,,Kitson,467906.0,1.0,84.0,,O,Colgate-Palmolive,4.0,1222308.0
Mcm294,,0.0,S,,Abdullah,89920.0,0.0,26.0,314.0,O,CBS,7.0,3341105.0
Pau295,,1.0,S,m,vradmin,43770.0,,72.0,,O,Cytec Industries,4.0,3128005.0
Lea296,F,4.0,W,,LEUNG,435272.0,2.0,20.0,645.0,U,Calumet Specialty Products,9.0,
Seh297,A,1.0,U,m,collen,464094.0,3.0,100.0,713.0,R,Popular,8.0,
hit298,,3.0,U,,Constancy,474686.0,0.0,83.0,357.0,O,Patterson-UTI Energy,9.0,594723.0
GAS299,,,D,M,ERNESTO,106730.0,1.0,45.0,649.0,U,Viacom,5.0,787771.0
hue300,E,1.0,M,,wing-man,97186.0,1.0,56.0,835.0,,Calumet Specialty Products,0.0,148371.0
Kle301,,1.0,M,m,FAWN,161132.0,4.0,65.0,,O,AMR,0.0,2760822.0
Win302,V,,M,f,PRYOR,393718.0,2.0,96.0,629.0,R,Olin,1.0,2240874.0
Mar303,M,2.0,U,f,Ofelia,31765.0,3.0,40.0,587.0,O,Bon-Ton Stores,1.0,3676798.0
SWA304,,3.0,M,m,elyssa,411526.0,0.0,51.0,786.0,R,Werner Enterprises,8.0,1137557.0
Joy305,,3.0,M,m,Evvie,316374.0,4.0,85.0,415.0,O,PepsiCo,10.0,978089.0
mcr306,,4.0,S,,yan-zhen,233970.0,5.0,11.0,791.0,O,American Electric Power,5.0,3268379.0
Pre307,X,5.0,M,m,Alka,185988.0,3.0,100.0,413.0,R,Community Health Systems,0.0,2476914.0
HIN308,,5.0,M,M,Laz,443246.0,2.0,51.0,428.0,O,IAC/InterActiveCorp,7.0,
Sel309,,1.0,W,F,Ashlee,474421.0,1.0,,810.0,O,Jack in the Box,10.0,3405002.0
Wea310,,0.0,U,,AUGUSTA,256222.0,2.0,39.0,324.0,U,U.S. Bancorp,2.0,1958810.0
TOM311,C,1.0,,,Helga,396342.0,4.0,47.0,587.0,O,PharMerica,6.0,1941022.0
Ens312,,1.0,,M,Partick,4870.0,0.0,,700.0,,AGL Resources,1.0,1309748.0
Ger313,P,3.0,S,m,ALYS,379475.0,2.0,66.0,734.0,O,Arkansas Best,,3632370.0
Bat314,,2.0,S,m,OVILA,422366.0,4.0,83.0,651.0,,BorgWarner,0.0,2475001.0
LON315,N,4.0,W,M,abby,67927.0,4.0,49.0,555.0,R,Pride International,,2075664.0
Tun316,F,2.0,M,,koral,363160.0,4.0,,614.0,R,DaVita,1.0,1250329.0
eis317,,2.0,M,M,BEVYN,419888.0,4.0,73.0,794.0,O,Xerox,8.0,212451.0
Vuc318,C,5.0,D,M,maskell,229870.0,1.0,86.0,482.0,U,Republic Services,8.0,3049747.0
bea319,,5.0,U,m,Charlsey,158840.0,0.0,48.0,591.0,O,Cephalon,2.0,2417447.0
Fer320,W,0.0,U,,Annick,430061.0,1.0,,566.0,O,,8.0,2612998.0
Soo321,,,M,m,GURSHARAN,194526.0,0.0,37.0,381.0,O,National Fuel Gas,6.0,734375.0
Bir322,,2.0,D,F,garnette,424188.0,0.0,68.0,374.0,O,Target,7.0,3717995.0
Ver323,Q,0.0,U,,nguyet,470701.0,0.0,,328.0,O,Expedia,,956825.0
De 324,C,,S,m,KORRIE,404911.0,1.0,66.0,807.0,O,Hudson City Bancorp,8.0,
Bla325,,4.0,S,,Nazi,,3.0,14.0,311.0,O,PharMerica,1.0,2390111.0
Hur326,U,3.0,S,M,Nance,436285.0,5.0,69.0,647.0,O,Men's Wearhouse,5.0,3576639.0
ray327,,4.0,,,Corny,391695.0,0.0,35.0,622.0,O,Williams,,339669.0
nix328,,0.0,U,,DANIELLE,479851.0,3.0,78.0,570.0,R,SPX,7.0,2731417.0
zag329,K,5.0,S,,bell,409873.0,4.0,33.0,840.0,R,BE Aerospace,8.0,2179616.0
Roi330,,4.0,M,,Jany,245133.0,0.0,77.0,389.0,O,Wells Fargo,2.0,
Hog331,T,5.0,M,,Dvm,181694.0,,94.0,467.0,,,2.0,2950835.0
Mar332,,2.0,S,,Nedi,106385.0,2.0,19.0,793.0,O,Lincoln National,8.0,1515524.0
Col333,W,2.0,,,Gilda,488485.0,4.0,50.0,749.0,O,Targa Resources,3.0,2007473.0
neg334,T,2.0,D,,paqs,90218.0,3.0,65.0,789.0,O,Spherion,8.0,1757951.0
Wil335,J,1.0,,M,Lubomyr,308552.0,2.0,29.0,768.0,O,Family Insurance Group,8.0,1980948.0
Gos336,,5.0,U,,melantha,380031.0,5.0,37.0,625.0,O,Adobe Systems,6.0,1630998.0
Ntp337,,5.0,M,F,Quinn,348345.0,2.0,56.0,751.0,O,Blockbuster,0.0,463905.0
mil338,A,4.0,S,,Kimberli,406014.0,1.0,,460.0,O,Radian Group,3.0,352542.0
TEL339,,4.0,U,,fredi,55811.0,,46.0,812.0,R,M&F Worldwide,8.0,3243615.0
RIV340,,4.0,M,m,nuri,456536.0,4.0,28.0,532.0,O,MeadWestvaco,0.0,156383.0
hol341,M,1.0,U,,Zondra,42908.0,4.0,31.0,509.0,R,RadioShack,8.0,3366650.0
Fry342,,4.0,U,m,Suvanee,319596.0,5.0,55.0,461.0,R,Abbott Laboratories,0.0,3762007.0
Esc343,D,,S,f,Cornelle,146636.0,2.0,26.0,,O,Phoenix,2.0,2915479.0
LID344,,2.0,M,d,Pammy,282004.0,5.0,93.0,332.0,,Medical Mutual of Ohio,4.0,518175.0
BAY345,H,4.0,M,m,ISADORA,339377.0,5.0,14.0,371.0,R,National Oilwell Varco,1.0,3240188.0
SED346,,1.0,U,F,Subra,391590.0,1.0,30.0,546.0,O,Cincinnati Financial,8.0,492570.0
SHU347,,1.0,M,M,gillie,319668.0,3.0,18.0,754.0,U,Ecolab,6.0,3189432.0
hin348,,,U,m,Whitfield,251066.0,4.0,69.0,516.0,O,Baldor Electric,2.0,1862636.0
Luw349,,1.0,W,,Shana,122433.0,1.0,60.0,737.0,O,Smithfield Foods,1.0,1891784.0
PCB350,,2.0,D,m,Kaile,229086.0,4.0,77.0,404.0,O,Hormel Foods,1.0,2999683.0
BEZ351,,2.0,M,,Reeba,387138.0,4.0,,583.0,O,Patterson,0.0,1482145.0
Buc352,E,3.0,U,,Brenton,192643.0,5.0,62.0,461.0,O,Anadarko Petroleum,8.0,2237352.0
RAM353,,3.0,M,,NERTI,301108.0,5.0,96.0,343.0,O,Michael Foods,2.0,2903967.0
THR354,,0.0,W,,MARJI,448626.0,3.0,45.0,431.0,O,International Game Technology,0.0,2208391.0
RAU355,L,4.0,M,,Aloysia,432792.0,1.0,65.0,319.0,R,Western Digital,10.0,1052954.0
Gol356,,2.0,M,m,marietta,499596.0,5.0,12.0,504.0,O,Sonoco Products,0.0,3751568.0
Upd357,M,4.0,M,f,janean,30189.0,4.0,71.0,611.0,O,Verizon Communications,6.0,1980882.0
MOR358,R,2.0,,,irving,111428.0,4.0,38.0,359.0,O,Securian Financial Group,2.0,579641.0
SHA359,F,2.0,W,,Ganesh,146638.0,5.0,7.0,398.0,O,Electronic Arts,2.0,3476510.0
Cla360,S,4.0,M,,DISCOVER,40323.0,3.0,30.0,,O,LandAmerica Financial Group,4.0,505464.0
LIC361,V,0.0,,,manuela,461807.0,0.0,58.0,537.0,O,C.H. Robinson Worldwide,0.0,2494978.0
PEL362,,5.0,U,,vu,184868.0,5.0,8.0,743.0,O,Alaska Air Group,1.0,1609289.0
Ash363,K,3.0,M,,anni,125814.0,5.0,18.0,432.0,O,Buildings Materials Corp.,8.0,
DYN364,,3.0,S,B,hesther,267270.0,2.0,83.0,614.0,R,Interactive Brokers Group,10.0,1681770.0
Lar365,,1.0,M,,brynna,408878.0,0.0,50.0,704.0,O,Rockwell Automation,6.0,
ENG366,,3.0,M,,CANTRELL,418717.0,2.0,88.0,604.0,R,Pantry,0.0,2933990.0
Har368,,2.0,U,f,Shelbi,345984.0,0.0,60.0,556.0,R,Werner Enterprises,5.0,2112951.0
Hey369,J,5.0,U,,Elzbieta,171271.0,2.0,52.0,344.0,O,Cisco Systems,1.0,3418282.0
leh370,C,3.0,W,,KAI-WAI,448397.0,0.0,48.0,388.0,O,Lockheed Martin,6.0,2898609.0
Co-371,V,,U,,Felisha,359271.0,4.0,40.0,416.0,O,SanDisk,8.0,1765032.0
Elt372,,2.0,M,,Rchlab,322068.0,2.0,69.0,709.0,O,News Corp.,6.0,3176317.0
Alv373,I,,M,F,CARLYNNE,76346.0,2.0,42.0,426.0,O,Markel,5.0,461490.0
YOK374,H,1.0,M,f,JAWAID,469442.0,0.0,39.0,665.0,R,Silgan Holdings,2.0,3164372.0
ZIN375,,0.0,M,,twana,167918.0,2.0,19.0,547.0,O,SPX,3.0,1294197.0
zim376,K,4.0,U,m,KALI,104354.0,0.0,10.0,558.0,O,L-3 Communications,,661877.0
laf377,X,4.0,M,,Marguerite,467285.0,4.0,47.0,511.0,O,Thermo Fisher Scientific,9.0,2709193.0
POP378,Q,,S,M,Yannick,,1.0,83.0,504.0,R,Kimberly-Clark,7.0,1744304.0
men379,V,2.0,S,,issy,72940.0,5.0,,693.0,O,Church & Dwight,6.0,1670195.0
TUR380,,4.0,M,,Phuong,150336.0,5.0,42.0,454.0,O,Vanguard Health Systems,0.0,1443342.0
fee381,H,4.0,D,F,Ernesto,81333.0,0.0,2.0,372.0,O,Embarq,10.0,681302.0
ter382,,3.0,S,F,vikky,117399.0,0.0,67.0,568.0,O,AMC Entertainment,9.0,3406439.0
BAR383,,4.0,M,,chloe,489099.0,4.0,,530.0,R,Sigma-Aldrich,4.0,315234.0
Tap384,V,5.0,M,,tilak,201358.0,0.0,77.0,770.0,O,Leap Wireless International,7.0,2584094.0
Mod385,,4.0,,f,Bob,47401.0,1.0,19.0,646.0,O,CME Group,2.0,
cim386,,4.0,U,F,SKICLUB,259459.0,4.0,8.0,397.0,O,Allstate,1.0,977864.0
Sal387,,1.0,M,,Marybeth,351789.0,3.0,,713.0,O,Curtiss-Wright,1.0,1163838.0
bru388,,1.0,M,f,Nawa,206326.0,2.0,83.0,346.0,O,Family Dollar Stores,9.0,69460.0
GAU389,,3.0,D,,Lydie,341402.0,4.0,43.0,482.0,O,Spectrum Brands,8.0,3599223.0
LOB390,L,3.0,D,T,candida,438918.0,5.0,46.0,753.0,O,Comerica,2.0,1381885.0
DAN391,,5.0,M,m,wieslaw,413943.0,1.0,14.0,691.0,,CenturyTel,10.0,171313.0
SAL392,,0.0,M,m,Joke,211789.0,1.0,72.0,587.0,R,Scholastic,6.0,1373558.0
Mar393,V,5.0,S,f,MARY-MICHELLE,237314.0,0.0,29.0,566.0,R,Boise,0.0,2335796.0
Bra394,P,1.0,M,m,Txp,22080.0,3.0,51.0,323.0,O,Amkor Technology,7.0,2494081.0
Koc395,,4.0,M,m,BRIT,481195.0,5.0,81.0,344.0,O,Ameren,8.0,252245.0
Pla396,U,0.0,W,,celestine,208298.0,0.0,67.0,765.0,O,DirecTV Group,4.0,3970725.0
mcc397,,4.0,W,,amberly,221.0,1.0,91.0,,O,Williams,7.0,2030035.0
Des398,S,4.0,M,,cayla,207979.0,0.0,43.0,650.0,O,U.S. Bancorp,6.0,2227601.0
NOR399,,2.0,M,,tonu,,4.0,27.0,466.0,R,Spherion,,1012111.0
Paq400,,,W,M,candace,,4.0,1.0,538.0,U,Nasdaq OMX Group,3.0,1927066.0
Sfi401,A,4.0,M,M,Zbignew,287081.0,2.0,91.0,780.0,O,Nicor,8.0,2530133.0
Amo402,N,0.0,M,M,Ninnette,126706.0,4.0,55.0,690.0,O,Coventry Health Care,5.0,2695189.0
Say403,,4.0,W,M,davita,435365.0,3.0,46.0,660.0,O,Winn-Dixie Stores,5.0,392585.0
ang404,C,3.0,U,M,Lilias,257974.0,3.0,62.0,369.0,R,Pepsi Bottling,2.0,3170355.0
lig405,,4.0,M,F,CORILLA,145250.0,3.0,67.0,368.0,O,Oceaneering International,6.0,57156.0
Sch406,C,0.0,,F,Manuela,340395.0,0.0,51.0,434.0,O,Lexmark International,4.0,237138.0
BRA407,,5.0,U,F,Lawrence,121125.0,2.0,49.0,500.0,O,WellPoint,9.0,2960029.0
Coa408,N,3.0,M,,NUNTEL,328766.0,4.0,40.0,521.0,O,Capital One Financial,1.0,2645718.0
NAR409,T,0.0,M,f,RAMIZ,223976.0,0.0,59.0,573.0,O,Aleris International,4.0,2500380.0
cai410,,5.0,S,,JORDAN,338008.0,3.0,83.0,474.0,O,Sentry Insurance Group,2.0,
hol411,,4.0,D,M,Tedra,36596.0,3.0,49.0,,U,Atmos Energy,2.0,823819.0
YED412,,3.0,D,m,Carly,289137.0,4.0,22.0,702.0,R,Visteon,6.0,1279474.0
GIA413,,3.0,U,,sangman,454271.0,1.0,16.0,314.0,R,Molex,7.0,1723410.0
TOO414,,1.0,M,M,Sashenka,296199.0,1.0,71.0,363.0,O,OfficeMax,1.0,3099344.0
Sei415,,1.0,M,M,Kenneth,439149.0,5.0,84.0,467.0,O,VeraSun Energy,10.0,3268514.0
REN416,,0.0,S,M,Kare,304065.0,3.0,36.0,494.0,O,Oil States International,6.0,3782981.0
Sax417,,4.0,D,,lani,228020.0,,94.0,653.0,O,Ruddick,1.0,103988.0
des418,,5.0,W,m,herschel,158386.0,2.0,86.0,337.0,R,Public Storage,3.0,2211238.0
KUH419,,5.0,S,,koen,,1.0,,701.0,O,PG&E Corp.,0.0,1719692.0
men420,A,5.0,S,,Idt,334302.0,5.0,44.0,632.0,O,Portland General Electric,10.0,1068987.0
Ado421,F,5.0,D,F,Ashly,461356.0,1.0,62.0,774.0,O,Northrop Grumman,1.0,3841340.0
SHA422,,3.0,M,m,Hadi,68100.0,3.0,31.0,589.0,O,UGI,2.0,3119163.0
mcm423,,,M,,ITALO,426915.0,1.0,39.0,574.0,O,PC Connection,7.0,428749.0
ver424,,1.0,S,F,NANCY,415992.0,0.0,32.0,342.0,U,Alaska Air Group,6.0,2815691.0
Bur425,,5.0,M,,CANDACE,,4.0,97.0,305.0,O,Kroger,4.0,
kau426,C,2.0,M,f,mariaelena,152237.0,2.0,84.0,647.0,O,Dean Foods,2.0,1842060.0
mcc427,W,5.0,D,f,nathalie,200548.0,,37.0,595.0,O,Flowserve,7.0,798572.0
Ube428,P,1.0,M,M,Tedda,84477.0,0.0,68.0,426.0,O,,2.0,1392742.0
Sel429,O,0.0,,m,olympie,4497.0,4.0,14.0,589.0,O,Quest Diagnostics,0.0,408801.0
mai430,,1.0,W,,martha,118996.0,5.0,34.0,777.0,O,Bob Evans Farms,9.0,3118464.0
NIS431,,4.0,U,f,VALERIA,,3.0,52.0,768.0,O,FMC Technologies,9.0,2876206.0
Hol432,,3.0,M,,GIANNA,249611.0,5.0,98.0,505.0,O,HealthSouth,6.0,2351716.0
log433,,4.0,,,rickey,198480.0,5.0,20.0,,O,Calumet Specialty Products,2.0,524711.0
Fra434,,0.0,U,,jennine,323601.0,0.0,,418.0,O,Sovereign Bancorp,6.0,2574607.0
str435,,0.0,D,M,Jerome,279066.0,2.0,48.0,729.0,O,Spansion,10.0,545131.0
pon436,O,3.0,U,f,ROBYN,195110.0,3.0,14.0,676.0,O,Valassis Communications,9.0,2543419.0
cro437,,2.0,S,F,Enver,437319.0,5.0,0.0,322.0,O,Dr Pepper Snapple Group,8.0,3500291.0
HAR438,,0.0,W,,Klarika,208507.0,0.0,70.0,608.0,O,Jabil Circuit,3.0,838235.0
Mat439,B,3.0,D,M,FIMA,398251.0,4.0,47.0,742.0,O,Altria Group,6.0,1330041.0
Shi440,J,0.0,M,,Berget,202621.0,0.0,55.0,706.0,U,Assurant,9.0,1893527.0
LAN441,,4.0,U,,PULAK,33679.0,0.0,61.0,522.0,,Expedia,5.0,1803737.0
Pas442,Q,5.0,U,,Syd,439541.0,3.0,20.0,530.0,U,American Express,2.0,3766589.0
PRO443,,4.0,M,,kaminsky,78673.0,3.0,67.0,771.0,O,Owens-Illinois,7.0,
mar444,,3.0,U,m,JACKLYN,432392.0,3.0,53.0,575.0,O,U.S. Bancorp,4.0,
san445,L,5.0,W,,KRYSTN,94915.0,1.0,90.0,471.0,R,Coca-Cola,3.0,3980032.0
RUD446,,0.0,M,,Dhanvinder,395989.0,1.0,46.0,660.0,O,Saks,8.0,3241950.0
doy447,,2.0,S,,Cornelis,303420.0,1.0,,640.0,O,PSS World Medical,,2433890.0
Wie448,,3.0,S,f,JDEREK,316111.0,1.0,16.0,337.0,R,Eaton,5.0,3625876.0
Kie449,,,M,m,Julita,202658.0,5.0,46.0,630.0,O,Western Refining,8.0,744412.0
mor450,B,4.0,W,f,dorthea,212833.0,3.0,2.0,757.0,,,9.0,234398.0
Mas451,,,D,,Ulrica,493326.0,0.0,68.0,847.0,O,Avis Budget Group,9.0,3576329.0
tho452,,0.0,U,,KARIE,51832.0,3.0,17.0,389.0,,Applied Industrial Tech,0.0,143729.0
Sob453,,1.0,S,F,Eadie,498023.0,1.0,91.0,810.0,R,Great Plains Energy,1.0,2710947.0
CAS454,,4.0,S,f,Kristen,310857.0,3.0,62.0,791.0,R,MeadWestvaco,4.0,1054420.0
Gab455,,2.0,M,m,suzanna,85788.0,1.0,71.0,836.0,O,"Toys ""R"" Us",0.0,604158.0
SYL456,J,4.0,U,,Gerrard,,0.0,20.0,308.0,U,NVR,7.0,304729.0
Das457,,,M,,GEER,376334.0,1.0,72.0,,R,Northern Trust Corp.,9.0,2629774.0
Chu458,,0.0,U,,XU,419994.0,3.0,45.0,770.0,O,Graybar Electric,,1539610.0
Pap459,P,3.0,D,F,Jirina,164193.0,4.0,38.0,679.0,O,MEMC Electronic Materials,0.0,695204.0
skr460,J,1.0,U,,rafael,486399.0,4.0,14.0,495.0,R,Wesco International,3.0,2061858.0
Mia461,,0.0,D,,jocelin,238480.0,5.0,23.0,479.0,O,,8.0,223131.0
Jew462,,4.0,M,,bambie,298035.0,4.0,,838.0,U,Norfolk Southern,1.0,267988.0
Dar463,,0.0,U,M,Alb,74811.0,,62.0,774.0,R,CIT Group,0.0,914656.0
Net464,,4.0,U,,Swact,,1.0,47.0,443.0,O,Huntington Bancshares,6.0,138885.0
HIC465,,4.0,S,,AYN,113676.0,3.0,10.0,543.0,O,Cooper Tire & Rubber,2.0,3756665.0
Arc466,,0.0,M,,Chloe,237438.0,4.0,80.0,559.0,O,Embarq,4.0,1253224.0
Rud467,,1.0,U,F,LAURENE,3050.0,5.0,63.0,396.0,O,Harley-Davidson,1.0,3978208.0
MOR468,,3.0,M,,Natty,407509.0,2.0,15.0,,O,Pride International,5.0,2610979.0
ras469,,4.0,M,F,Annabal,188569.0,1.0,74.0,653.0,O,Old Republic International,9.0,885854.0
Bov470,Y,2.0,M,,Florance,40764.0,,41.0,848.0,U,Mohawk Industries,0.0,130442.0
vel471,J,0.0,M,M,Emer,331388.0,2.0,63.0,709.0,O,Dole Food,5.0,172409.0
Mit472,,5.0,M,M,Sally,,2.0,,668.0,O,Penske Automotive Group,2.0,1443338.0
van473,,3.0,W,,Brier,20788.0,1.0,99.0,351.0,O,WGL Holdings,0.0,2212253.0
Til474,,0.0,,,TERESE,193702.0,1.0,15.0,824.0,O,News Corp.,9.0,1621145.0
Lar475,,0.0,M,F,KRISTINE,348826.0,1.0,34.0,624.0,R,Newell Rubbermaid,6.0,1030748.0
tro476,,0.0,U,,Rick,447160.0,2.0,26.0,348.0,U,SunGard Data Systems,9.0,2099326.0
WAI477,,1.0,S,f,doralyn,,4.0,84.0,620.0,O,Aleris International,10.0,725432.0
TOT478,,0.0,U,,SHINA,225668.0,4.0,41.0,809.0,O,Autodesk,8.0,959416.0
sue479,,3.0,U,M,ARIADNE,459394.0,1.0,24.0,412.0,O,Bon-Ton Stores,10.0,3426171.0
Yau480,W,0.0,S,,Annice,368744.0,5.0,,316.0,R,Equity Residential,7.0,2979891.0
Den481,E,,W,F,vmbackup,480862.0,3.0,20.0,692.0,R,Beazer Homes USA,9.0,1741992.0
kot482,,3.0,,M,Petra,178589.0,3.0,37.0,642.0,U,Select Medical Holdings,4.0,3141622.0
trp483,,3.0,S,F,Tak-wai,154122.0,3.0,22.0,830.0,R,Tech Data,1.0,3210202.0
Baz484,,1.0,U,m,Ruchi,479326.0,0.0,,692.0,O,Target,6.0,557419.0
New485,,3.0,U,m,Isl,353490.0,4.0,81.0,788.0,U,Diebold,6.0,3753669.0
Row486,,1.0,W,,Leanora,345585.0,1.0,51.0,,O,Omnicom Group,,501768.0
war487,,4.0,M,f,pamela,255989.0,2.0,55.0,349.0,O,Fleetwood Enterprises,10.0,338572.0
ELZ488,G,0.0,S,m,Karlene,30460.0,3.0,24.0,424.0,O,Watson Pharmaceuticals,4.0,82808.0
jan489,,5.0,S,,steffie,35034.0,5.0,82.0,616.0,U,Discovery Communications,5.0,2630125.0
cre490,,4.0,U,,America,113707.0,1.0,29.0,713.0,R,Coach,9.0,
hug491,,1.0,,,De,409858.0,5.0,27.0,617.0,O,MetLife,7.0,616958.0
fee492,,3.0,S,f,Joke,461517.0,2.0,38.0,347.0,R,Dillard's,8.0,2467938.0
Het493,T,3.0,M,,perri,124103.0,2.0,,341.0,O,AGCO,5.0,927087.0
LAB494,K,2.0,W,M,Catharina,203100.0,4.0,54.0,553.0,O,Fannie Mae,5.0,1666089.0
Sem495,,3.0,,,Dalip,20522.0,5.0,40.0,762.0,O,Warner Music Group,6.0,
COP496,O,2.0,U,,JASMIN,,2.0,81.0,644.0,O,Ball,10.0,3338312.0
SER497,,3.0,M,M,NIKOLETTA,446106.0,2.0,52.0,,O,AECOM Technology,9.0,1146941.0
Kin498,,,M,,HILDY,45114.0,4.0,2.0,476.0,O,Aramark,0.0,3417623.0
GUB499,,3.0,M,,LIAN-HONG,389025.0,1.0,35.0,692.0,O,Century Aluminum,2.0,2663647.0
WES500,N,4.0,U,,Dasha,371860.0,5.0,51.0,384.0,O,Sentry Insurance Group,6.0,
HRU501,,5.0,S,f,FLORINE,110216.0,5.0,24.0,519.0,O,Becton Dickinson,8.0,3518237.0
Mce502,,4.0,D,f,Renu,375963.0,1.0,4.0,343.0,R,Thor Industries,9.0,2491413.0
Fab503,,3.0,M,,Raye,90670.0,2.0,,554.0,O,Foot Locker,6.0,1747292.0
mus504,,0.0,D,,Thuong,458822.0,5.0,51.0,693.0,O,Flowserve,7.0,766607.0
Akh505,,2.0,S,m,bernie,431213.0,1.0,67.0,489.0,R,Big Lots,0.0,2550326.0
BLA506,,,S,f,TANDI,397902.0,4.0,,702.0,O,,5.0,3065726.0
CHA507,Q,3.0,U,F,Wallie,477901.0,0.0,40.0,764.0,O,Snap-On,9.0,
Ker508,,0.0,,M,Karissa,147703.0,0.0,16.0,364.0,O,Neiman Marcus,8.0,1231455.0
Tas509,,5.0,M,,Gerta,298828.0,0.0,32.0,814.0,O,Biogen Idec,,2353700.0
DUL510,,0.0,U,F,fanni,226606.0,5.0,74.0,651.0,O,WGL Holdings,,2390250.0
Cro511,,5.0,M,m,lilli,422094.0,4.0,88.0,,R,,10.0,1932141.0
TRU512,,2.0,,,Renelle,190333.0,2.0,10.0,549.0,O,Sovereign Bancorp,4.0,907688.0
zal513,,3.0,D,,herbert,272311.0,3.0,49.0,550.0,O,Altria Group,10.0,
MCE514,,4.0,M,,TERESINA,314786.0,3.0,65.0,804.0,R,Valassis Communications,5.0,2454342.0
fli515,,3.0,M,,Cristian,180293.0,0.0,20.0,616.0,R,Warnaco Group,10.0,3769983.0
Bul516,B,1.0,U,,Femke,668.0,1.0,35.0,453.0,,Merck,2.0,1587898.0
Nap517,,0.0,W,,Vax,237432.0,0.0,99.0,527.0,O,Xerox,,101620.0
lop518,,3.0,M,,gwen,329405.0,3.0,62.0,709.0,O,NYSE Euronext,1.0,952103.0
