prospect_nmbrchldrn,prospect_pstlcd,prospect_gncd,prospect_ct,prospect_ncm,prospect_cntr,prospect_nmbrcrdtcrds,prospect_lstnm,prospect_ddrssln1,prospect_crdtrtng,prospect_wnrrntflg,prospect_nmbrcrs,prospect_frstnm,prospect_stt,prospect_mddlntl,prospect_ntwrth,prospect_g,prospect_phn,prospect_gndr,prospect_mrtlstts,prospect_ddrssln2,prospect_mplr
0.0,JUBKXDKP,Mos7575,Albuquerque,497953.0,United States of America,1.0,Mosqjrkdycyygfsljqadgfqoldb,XBIKFJMVSDDVHYVNNHYHHMOGUWGFRAXVNQWITKEBUOZUPSRXHK,658.0,O,0.0,PVCKVZHJOWNWKSVIJIGLYWKGUKNXW,New Brunswick,I,3789880.0,57.0,1-696-359-4829,,U,yvntcqjqqmbftwetvbqgclcdbxspvk,Tellabs
2.0,Xbgykqm,czu7576,Oakland,156048.0,Canada,3.0,czuvw,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,348.0,O,1.0,kpofwgtomgijnm,IL,,3874445.0,38.0,1-352-678-5471,,M,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,Phillips-Van Heusen
5.0,NNCXIBTCXZA,Ghr7577,Billings,63617.0,United States of America,8.0,Ghrlcuscpesuzsdwqfwwbgh,BESJDYZDIOIXKDFEHBQXBPW,598.0,O,1.0,Biflzgcqpqpbahquomftmjffohpwuy,AZ,Z,437353.0,68.0,1-906-600-9749,,M,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,Wells Fargo
2.0,mfwuio,Rwk7578,Pueblo,244849.0,United States of America,9.0,Rwkdeshuwhwvmvmdnckmuvdt,Ouopoqztakszwsfkthdbwndfjuqaelyd,505.0,O,2.0,ybdlwlwxispyswbiegrbsqqtywxr,NY,,2669917.0,93.0,1-093-018-2851,,U,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,Vornado Realty Trust
3.0,Utgwrun,Uwi7579,Sherbrooke,123585.0,United States of America,7.0,Uwinnbtdd,Ivwhotvobwkshcixclfobqoljlaqohw,839.0,R,4.0,Capzcewdt,WA,,1466537.0,48.0,1-302-096-9321,,S,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,New York Times
1.0,Wgulrhctjlg,VXZ7580,Sacramento,391134.0,United States of America,2.0,VXZTLDNZPYIFIKTIJRXS,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,672.0,U,1.0,XKBLVBCCYKMIXABVTOTVPZCJRII,GA,,991860.0,96.0,1-915-044-3154,,S,CYQWJKJB,Adobe Systems
5.0,Srhxvxe,Ayk7581,Charlotte,426759.0,United States of America,3.0,Aykkkc,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,696.0,O,5.0,wmknfemsztimaphftadowlmbnp,AZ,p,,58.0,1-040-274-3474,f,M,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,Valmont Industries
3.0,Dadkihaohc,lho7582,El Paso,451737.0,United States of America,5.0,lhodktal,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,448.0,O,5.0,DHLVITRFJDXLTPAGMPMJ,NV,,1816368.0,63.0,1-678-397-2739,M,W,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,UAL
1.0,Fpoleiod,rzi7583,Mesa,180822.0,United States of America,9.0,rziprpcfwnirtuvrbfnuepq,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,549.0,O,2.0,Jdpqutldftwykfyhukveiaimoyyk,TN,,565246.0,18.0,1-679-345-9939,,S,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,AFLAC
2.0,Cuaieflmccqp,Wds7584,Simi Valley,205843.0,United States of America,0.0,Wdsuorykxmvfxupyyjl,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,705.0,O,4.0,Qiwemtdba,AL,,1899339.0,40.0,1-093-616-0613,,W,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,VeraSun Energy
3.0,qiraymmapgf,Xsj7585,St. Catharines,470985.0,United States of America,6.0,Xsjypvyfoqbiq,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,387.0,O,4.0,JQKEDISZ,TX,f,3873239.0,29.0,1-546-131-8988,M,M,ccfzcxohrhrcnypedmhjovjyjrxi,Magellan Health Services
1.0,Tsynomgib,Lux7586,Washington,318225.0,United States of America,7.0,Luxkby,Nhgrkzjzcrjcerkwrugwul,359.0,,2.0,Gfuwa,WV,v,767547.0,21.0,1-477-186-7432,,U,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,Emcor Group
2.0,Amudllk,wxw7587,Chula Vista,326044.0,Canada,9.0,wxwhwasadsmxchyhlgrvnurte,,494.0,O,2.0,CTTUYHUUMMDTX,ND,,1027999.0,41.0,1-965-848-6954,f,M,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,Peabody Energy
1.0,ELQKT,pfz7588,Montpelier,,United States of America,10.0,pfzjoarqopfjtzjalxxxeq,uiaoi,345.0,,1.0,Wvtqm,Saskatchewan,e,3428495.0,56.0,1-622-866-0937,m,M,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,State Farm Insurance Cos.
0.0,Oiwac,hlx7589,Mesa,187282.0,United States of America,10.0,hlxshqpvshstjerwclb,Wwonzdtvwkn,402.0,O,2.0,xuwgpsvzcpxtoerndtr,VA,,1827180.0,33.0,1-040-217-2014,M,M,REHWDWEP,Humana
0.0,Dqgzinvuxxy,nyb7590,New Haven,,United States of America,3.0,nybiaaw,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,579.0,O,2.0,Hnnzpokbygacjjgybkskf,ND,,2070007.0,96.0,1-101-684-2373,,M,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,News Corp.
0.0,Nchaajfkjvx,Ltt7591,Indianapolis,,United States of America,2.0,Lttvvpjjavydrmbt,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,569.0,O,2.0,qsnivsknktiwjpqwnrlgftnmsrxkjc,ND,O,,35.0,1-386-426-5849,,,DIMPFMEBDNHBCT,Torchmark
4.0,XEDMBUAMGXKH,gsz7592,Stockton,306946.0,United States of America,9.0,gszunimggpyfjzmivbwizzftuen,cezvfwtftwlwfrgrpxtuejvrgucexe,745.0,O,0.0,pygsfvfpeofkdcugfvxdsqgmcgebfp,MS,,3596263.0,40.0,1-598-816-0126,,W,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,Rock-Tenn
,crxbrlj,Kwp7593,Louisville,99663.0,,1.0,Kwpztgkknktyvdks,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,320.0,U,0.0,Zgxsuo,WY,,3719999.0,10.0,1-770-379-7700,,D,DVYTEPWCABNSGPTLJEMPQLTEWM,AGCO
4.0,Eytubbwi,AGM7594,Atlanta,482013.0,United States of America,4.0,AGMCLBCUEPVBRKDKWAGBCFOLYET,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,591.0,R,2.0,ganifmdaqbltccwbqijtkypcetuq,MA,D,3058439.0,59.0,,,M,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,
0.0,Lwftldizl,Ocn7595,Milwaukee,180476.0,United States of America,10.0,Ocnds,Ctgihaqlm,,U,1.0,IYCOMORWDFSEKN,AK,u,2592932.0,70.0,1-628-245-6238,m,M,,United Stationers
5.0,GSSFZNBZL,Cmw7596,Fort Smith,285682.0,United States of America,5.0,Cmweamsabhudajyhpsohkpzcy,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,417.0,,4.0,vdvdlfz,PA,,1471273.0,69.0,1-813-787-2611,F,M,qlgnszfowrbrkuurrmjrfnfaeulhneecv,McCormick
5.0,Nrnqtmjz,Dit7597,Knoxville,455032.0,United States of America,8.0,Ditjvpiidkjkvxssfnctzcczb,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,338.0,R,0.0,Sbwymtnwzhffkwjczlsnvrtcv,MA,V,,96.0,1-362-897-1162,,M,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,National Life Group
,Rzjxvum,Rmm7598,Idaho Falls,356141.0,United States of America,9.0,Rmmasnivkq,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,340.0,O,3.0,qjjwbffbgxilxyarhjwdvo,DC,S,2410816.0,9.0,1-952-919-4878,,S,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,Hasbro
3.0,Accezkuzqrif,ekj7599,Jacksonville,165667.0,Canada,5.0,ekjvgcmzgobzeerrpfgefwvxlvfcua,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,738.0,U,3.0,JIXUQX,RI,,1059543.0,39.0,1-145-214-8009,,U,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,Tupperware Brands
2.0,LNZZPGOTEG,wcq7600,Stockton,459767.0,United States of America,7.0,wcqqbslcxugdqpbzbmbqvlahw,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,597.0,O,0.0,Eqrxuc,MA,A,379282.0,31.0,1-328-944-9786,,S,MIMWGPPF,Covance
2.0,YINOHET,Klc7601,Thousand Oaks,106459.0,United States of America,4.0,Klcanpomjmuwosnasroukafsxtufz,RSSNUTWWLOKIHRRTPEAFTLBF,603.0,R,2.0,PDAXUXBMPOVTKJUR,Alberta,,3271265.0,64.0,1-899-864-9421,f,M,Xpannac,Interactive Brokers Group
1.0,ddgkyv,Jrd7602,Nashua,51021.0,,5.0,Jrdmn,Sachwqwddeyfxvagihsjxtcsibaejb,662.0,U,,Adftxl,AR,,1530364.0,38.0,1-877-997-8896,,D,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,SkyWest
4.0,Seiksuhglhj,GDQ7603,Tallahassee,494931.0,United States of America,0.0,GDQESTOSFCKVLPZEQPNFIKQLTXB,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,838.0,R,2.0,Gaksvvggpbleteofow,VA,,3731860.0,47.0,1-750-900-0823,,W,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,Best Buy
2.0,Ytgghhaxc,fnm7604,Brownsville,429859.0,United States of America,9.0,fnmqzceohwapysohiuofkhjpwzgv,Sbutxmtwkb,791.0,O,5.0,Ijstknxzfzsvqmy,OR,,2488858.0,,,,M,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,Sears Holdings
4.0,Ajlcdadx,Ymu7605,Charlotte,,Canada,7.0,Ymuvinagbzdhiwglzfacood,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,692.0,O,1.0,jvhwyzbcwdrrqmlbvpjwbohhemm,ID,e,2301347.0,76.0,1-347-704-7823,,S,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,Frontier Oil
3.0,Daivf,Pxj7606,Oakland,464086.0,,8.0,Pxjmfwpwm,mnkidgiyajigobghpnkdvauwiubpjb,673.0,O,0.0,nhhjbqktsr,IA,R,1736571.0,60.0,1-228-976-2888,,W,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,Automatic Data Processing
,xrquzcptycg,Rsd7607,Fort Wayne,207651.0,Canada,7.0,Rsdlvo,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,331.0,O,3.0,Lmhtjwddyqbzlxgv,TN,M,2399483.0,73.0,,,U,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,
,shigmwk,Qqh7608,Chula Vista,260418.0,United States of America,2.0,Qqhwdyopkfs,Fmrydeogisvvtrpsfonolelpnqcbkrr,744.0,O,4.0,BXFLGQTJSJDQAUCXXJXWHTQU,Nova Scotia,,2982744.0,37.0,1-760-429-1328,,U,BPPKDY,Comerica
1.0,enehob,udq7609,Peoria,,United States of America,6.0,udqexswxytatsvxw,Xhggtfwyslxvgeiuzjfxewcsweefq,446.0,U,5.0,Tlaihggmhfiuezhjgps,Ontario,Q,1611011.0,50.0,1-253-879-8833,,M,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,Baldor Electric
4.0,RNLAKRXSPA,Ghl7610,Lexington,316963.0,Canada,0.0,Ghlflxgkavpsqvkpun,,,O,0.0,DSRXJZKFJTIVXLBAX,MD,M,2999167.0,0.0,1-401-256-3483,,M,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,Commercial Metals
,Hlezt,mtk7611,Salem,84046.0,Canada,,mtkfmxripistepftjaxfosviokgqsf,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,O,5.0,Annsrbdzywmpqvigpn,AR,,,,1-175-910-8245,f,W,Xuqmcmxaigbk,
3.0,Iyqmkpcjx,QIY7612,San Jose,368990.0,United States of America,9.0,QIYQRALNIIONMKDZB,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,723.0,O,0.0,Mrawpcvb,Saskatchewan,,3307491.0,,1-565-191-3419,,M,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,Molina Healthcare
0.0,klgnkcaedht,Ohz7613,Kansas City,124382.0,Canada,2.0,Ohzpaqjtc,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,348.0,O,2.0,yociu,OH,,2057260.0,81.0,1-921-688-5401,,S,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,Plains All American Pipeline
0.0,Jsombikj,djg7614,Windsor,9263.0,United States of America,,djgtucxplpftr,Gvdteormavfflajkedaclod,666.0,O,2.0,DQNVNWPYSMLDGXJVBUHUKDLRSLN,VA,,53179.0,52.0,1-925-155-0170,,M,EECYCMJAJGNQBRSKW,Agilent Technologies
4.0,Xtckbvng,Iad7615,Chicago,334181.0,United States of America,3.0,Iaduje,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,,U,2.0,wfnjfn,ID,,690086.0,68.0,1-185-691-2951,,M,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,AutoZone
1.0,YPUWSVRD,EMG7616,Evansville,314001.0,United States of America,8.0,EMGQKGEOTCGAFGDZVTRUAVGZYPM,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,844.0,R,0.0,WWWEN,WI,H,2025465.0,,1-067-518-3854,,M,hgandkyzsnb,
4.0,Ifxvsnt,Hjn7617,Honolulu,168309.0,Canada,8.0,Hjnljezrxojeaoustvawackahexa,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,766.0,O,1.0,Krjcfgq,MS,,695307.0,36.0,1-188-554-1671,,M,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,Universal Health Services
4.0,EAOJPQVWBNZ,CYP7618,Cleveland,322765.0,United States of America,10.0,CYPTBBGPWKKKFNOUHJ,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,521.0,O,2.0,Fxmpengjsaf,OK,D,3238398.0,31.0,1-168-215-2223,M,M,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,Time Warner
5.0,fhirgl,KPN7619,Livonia,311253.0,United States of America,7.0,KPNRNVLRFUTOWOERTCSIRQZ,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,306.0,O,1.0,Eobtk,GA,h,1213578.0,55.0,1-228-022-3056,,W,QTWXYHMLBYQ,Sealed Air
5.0,Lahfziy,Vbi7620,Little Rock,140296.0,United States of America,9.0,Vbimifwtrtvb,Blsmawjjdmdamrhqyqgzmbkfa,411.0,R,5.0,Abahrdfcbtscoblhaovnjkbx,TN,x,103708.0,66.0,1-926-766-1124,,W,SDEAIMDWRSKXTFCPHWF,Sprint Nextel
5.0,tofdjef,ehb7621,Halifax,439984.0,United States of America,3.0,ehbcbdctlcspuvwbqveohanmkolbw,Stofpzwyhkpmuq,,O,1.0,bhephgijqbu,SC,,1086081.0,22.0,1-538-797-1948,F,M,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,
0.0,rckzx,TMQ7622,Peoria,454011.0,United States of America,8.0,TMQACIIUMYYZHYX,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,702.0,O,5.0,KECNVVPGTOXHIGOUAWLHU,AR,C,1349626.0,51.0,1-627-234-0841,F,U,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,Quiksilver
5.0,MMLJKBGXD,Lsb7623,San Jose,191541.0,United States of America,1.0,Lsbutxufufshmkqnscnhx,,842.0,R,1.0,xppmtvztaifqynlbmofxonnus,MT,y,1083092.0,26.0,1-876-492-0782,a,S,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,Valspar
1.0,banusio,Dpz7624,Charlotte,,United States of America,0.0,Dpzpfctp,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,528.0,R,2.0,kzntoukktuqqfuyeo,WY,u,1662799.0,100.0,1-436-946-7319,M,U,Lhwkvadxwcjobcggyuighvqlcm,Timken
3.0,Safkd,Zuj7625,Hilo,,United States of America,5.0,Zujmcfzznpfohsdp,cnckvldjedzgdqhy,300.0,R,3.0,TDRLAQZARCGRAMDDMCWP,WY,,3548540.0,13.0,1-281-780-2897,,W,,
1.0,DHTLWJDXLRW,Jqk7626,Yonkers,269215.0,United States of America,7.0,Jqkozdva,,752.0,O,2.0,shbaeyxyrjfietruntrdeyqkc,WV,,881414.0,11.0,1-421-286-4139,,S,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,Occidental Petroleum
4.0,RORIUHK,ijb7627,Modesto,193126.0,Canada,0.0,ijbcvbgglqupyentiqncsnswyygl,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,303.0,O,0.0,Zururxrihusergiba,CA,,1712200.0,62.0,1-908-354-2709,m,M,Alukohji,
5.0,bxgwhohh,NMO7628,Louisville,462618.0,United States of America,10.0,NMOXMHMVUDGY,qehomraquwxrkb,418.0,O,3.0,QZLCPVRKZMTENMREVZT,Alberta,U,847446.0,13.0,1-466-560-2530,F,M,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,Massey Energy
3.0,SRARKMXOD,Tef7629,Eugene,212026.0,United States of America,4.0,Tefewe,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,667.0,O,3.0,dvbflygvxrizbclmqwoajkvnzoufc,New Brunswick,,344294.0,23.0,1-578-686-8082,f,W,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,Weyerhaeuser
4.0,hwugfvlttol,Sdj7630,Buffalo,371024.0,United States of America,7.0,Sdjhq,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,441.0,U,1.0,mtnubdnrdoivcuqmapqhtvzkixw,British Columbia,Z,1534879.0,51.0,1-166-077-1436,,D,Kxxipkohacffav,National Fuel Gas
2.0,zgsllav,Pbr7631,Santa Fe,235810.0,United States of America,0.0,Pbrfgfdwedgrmifitr,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,471.0,O,3.0,Nzljqsbgutsixlosfedpmlzl,DE,,3897101.0,2.0,1-535-320-1881,m,U,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,Pep Boys
,Mszwfhpj,Ice7632,Springfield,347270.0,United States of America,9.0,Icejebxweavlnddpjz,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,701.0,O,2.0,Ealrdsynhtadihmsl,CT,,3064442.0,,1-633-495-6478,m,W,onxyyslcmbyxpfjuykowqpwqi,Neiman Marcus
2.0,Yqfxb,ZWG7633,Anchorage,399212.0,United States of America,1.0,ZWGIV,TAIWTM,323.0,R,5.0,xfjdwfentojva,Quebec,,2016524.0,82.0,1-398-680-0278,,D,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,BlackRock
5.0,ypmuep,Evw7634,Winnipeg,439561.0,United States of America,10.0,Evwthrqmqfpsbpdqojtqzpjmpoea,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,846.0,O,4.0,Zvowaelneuhpxzphpvtgvfz,NJ,,37745.0,94.0,1-185-976-7770,m,M,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,McGraw-Hill
4.0,Xthtecuu,Lhl7635,Waco,29980.0,United States of America,8.0,Lhlatzfku,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,850.0,O,3.0,fmdcjzjekrwrirumyvfuqnnkxzr,MN,c,503752.0,16.0,1-490-238-8219,m,M,Krdmgygwnziumjdtybwyw,Family Dollar Stores
5.0,Xjzpdio,LYB7636,Stockton,28693.0,United States of America,,LYBUGCXZYJSERVQKQJKNIIW,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,,U,2.0,Ohetzpmilrphnhnasiisaypdl,NE,N,2115180.0,43.0,1-891-741-2112,,M,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,Teleflex
2.0,Rgthehdvvlh,Ijb7637,Boston,106794.0,Canada,3.0,Ijbmwiomutrflaupolplmfjsqh,Phqspowfoiqmszxy,564.0,O,1.0,VAUWGMVOILXNGKB,VA,x,839222.0,76.0,1-849-918-0984,M,M,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,
5.0,ysexit,Zhf7638,Memphis,340598.0,United States of America,4.0,Zhftulgpedd,XDPEFDQIMFNMCO,558.0,O,3.0,Tnwgmuvaaqmxskkyqnvrmnmul,PA,,1851334.0,0.0,1-426-168-3142,f,S,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,Imation
,Wscgcsbwlzj,PYU7639,Sydney,490597.0,United States of America,0.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,FSSAAXLAMAPBOMTNUFG,417.0,O,1.0,mtovrkjvtfkennjujgpegknnck,WV,r,1348251.0,33.0,1-757-910-8931,m,U,Bfntmkesgyjkjrgttbtdncoumqhmnxy,PPL
2.0,AUQJTIMK,Iku7640,Shreveport,499685.0,Canada,6.0,Ikufiibsvk,AKWOIATLDDKU,487.0,O,2.0,Lwxdv,WY,F,2722392.0,62.0,1-468-325-0119,,U,,Smithfield Foods
0.0,Weqnwrwrbcgx,HBZ7641,Modesto,62285.0,United States of America,9.0,HBZACUNNIOTFKFSTCILLC,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,639.0,O,2.0,Ftvuzjdzocqmcoxvrbqcna,MN,,1785161.0,8.0,1-383-310-7894,m,M,Bnbfbxvqxtngv,Macy's
5.0,facqrtjqjmd,Pco7642,Hull,320885.0,United States of America,3.0,Pcofbhaqeemibnkjtsoxmdibmpquo,VANVGDDSYEK,625.0,O,5.0,Hnbgeuii,VT,,2823578.0,4.0,1-353-727-2029,M,U,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,Torchmark
3.0,OCNCREZ,Ybv7643,Yonkers,184669.0,United States of America,1.0,Ybvjle,TVTDULLNHUZPDNEEKSXEGPXDNE,,O,5.0,Fykbowmpxpbb,WV,,2123972.0,39.0,1-028-849-5461,,D,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,Herman Miller
0.0,JXOGSVJ,Rim7644,Atlanta,126989.0,United States of America,3.0,Rimdakhncfjlrbor,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,,R,0.0,Ruagwhiorgizpmbphjerywjrr,IN,F,112782.0,90.0,1-480-785-4021,,S,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,Kindred Healthcare
4.0,Iqtso,gnf7645,Hayward,48144.0,Canada,3.0,gnfkwjxmvkbeh,HWAWSSEUGGKEXQDESYXFHWZ,460.0,,1.0,teldp,MS,,248311.0,7.0,1-443-132-4138,,M,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,Arch Coal
4.0,Uxgvbwop,Wxp7646,Savannah,377787.0,United States of America,8.0,Wxphiul,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,793.0,O,5.0,Tmhxnpfgyifx,CO,C,3719851.0,95.0,1-143-020-1234,F,,Mbxglsrssswfglfkjrjmedkyvtchipxrc,Whirlpool
5.0,Ovsiu,Dxh7647,Fullerton,323782.0,Canada,8.0,Dxhuevhfuceqmpoolmuhflp,,821.0,O,5.0,Fpchjcvsrkakkqqsojokdrg,PA,N,1920385.0,59.0,1-475-304-3486,m,U,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,Arrow Electronics
2.0,Frqdqbs,Aqo7648,Overland Park,31880.0,United States of America,6.0,Aqopbqsxqxjj,NASLRGJGXPDOGNJSHNLNGBCXJVO,,O,3.0,Heiehcgec,DE,,576903.0,13.0,1-677-882-6792,,S,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,Rock-Tenn
3.0,waiitdv,fen7649,Alexandria,390190.0,United States of America,8.0,fenowyirqcdcwwo,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,643.0,O,5.0,sgapkfrztiyyayezulvi,Prince Edward Island,s,1855037.0,58.0,1-151-067-7411,,D,Eymghd,R.H. Donnelley
