AgeID,CreRa,AdLi1,MarSt,NeWor,LNa,MidIni,A,FiNa,PosCo,OwORFl,Ph,Inc,NuC,NumChil,Empl,NuCreCar
Ymu7605,692.0,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,S,2301347.0,Ymuvinagbzdhiwglzfacood,e,76.0,jvhwyzbcwdrrqmlbvpjwbohhemm,Ajlcdadx,O,1-347-704-7823,,1.0,4.0,Frontier Oil,7.0
Pxj7606,673.0,mnkidgiyajigobghpnkdvauwiubpjb,W,1736571.0,Pxjmfwpwm,R,60.0,nhhjbqktsr,Daivf,O,1-228-976-2888,464086.0,0.0,3.0,Automatic Data Processing,8.0
Rsd7607,331.0,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,U,2399483.0,Rsdlvo,M,73.0,Lmhtjwddyqbzlxgv,xrquzcptycg,O,,207651.0,3.0,,,7.0
Qqh7608,744.0,Fmrydeogisvvtrpsfonolelpnqcbkrr,U,2982744.0,Qqhwdyopkfs,,37.0,BXFLGQTJSJDQAUCXXJXWHTQU,shigmwk,O,1-760-429-1328,260418.0,4.0,,Comerica,2.0
udq7609,446.0,Xhggtfwyslxvgeiuzjfxewcsweefq,M,1611011.0,udqexswxytatsvxw,Q,50.0,Tlaihggmhfiuezhjgps,enehob,U,1-253-879-8833,,5.0,1.0,Baldor Electric,6.0
Ghl7610,,,M,2999167.0,Ghlflxgkavpsqvkpun,M,0.0,DSRXJZKFJTIVXLBAX,RNLAKRXSPA,O,1-401-256-3483,316963.0,0.0,4.0,Commercial Metals,0.0
mtk7611,,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,W,,mtkfmxripistepftjaxfosviokgqsf,,,Annsrbdzywmpqvigpn,Hlezt,O,1-175-910-8245,84046.0,5.0,,,
QIY7612,723.0,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,M,3307491.0,QIYQRALNIIONMKDZB,,,Mrawpcvb,Iyqmkpcjx,O,1-565-191-3419,368990.0,0.0,3.0,Molina Healthcare,9.0
Ohz7613,348.0,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,S,2057260.0,Ohzpaqjtc,,81.0,yociu,klgnkcaedht,O,1-921-688-5401,124382.0,2.0,0.0,Plains All American Pipeline,2.0
djg7614,666.0,Gvdteormavfflajkedaclod,M,53179.0,djgtucxplpftr,,52.0,DQNVNWPYSMLDGXJVBUHUKDLRSLN,Jsombikj,O,1-925-155-0170,9263.0,2.0,0.0,Agilent Technologies,
Iad7615,,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,M,690086.0,Iaduje,,68.0,wfnjfn,Xtckbvng,U,1-185-691-2951,334181.0,2.0,4.0,AutoZone,3.0
EMG7616,844.0,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,M,2025465.0,EMGQKGEOTCGAFGDZVTRUAVGZYPM,H,,WWWEN,YPUWSVRD,R,1-067-518-3854,314001.0,0.0,1.0,,8.0
Hjn7617,766.0,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,M,695307.0,Hjnljezrxojeaoustvawackahexa,,36.0,Krjcfgq,Ifxvsnt,O,1-188-554-1671,168309.0,1.0,4.0,Universal Health Services,8.0
CYP7618,521.0,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,M,3238398.0,CYPTBBGPWKKKFNOUHJ,D,31.0,Fxmpengjsaf,EAOJPQVWBNZ,O,1-168-215-2223,322765.0,2.0,4.0,Time Warner,10.0
KPN7619,306.0,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,W,1213578.0,KPNRNVLRFUTOWOERTCSIRQZ,h,55.0,Eobtk,fhirgl,O,1-228-022-3056,311253.0,1.0,5.0,Sealed Air,7.0
Vbi7620,411.0,Blsmawjjdmdamrhqyqgzmbkfa,W,103708.0,Vbimifwtrtvb,x,66.0,Abahrdfcbtscoblhaovnjkbx,Lahfziy,R,1-926-766-1124,140296.0,5.0,5.0,Sprint Nextel,9.0
ehb7621,,Stofpzwyhkpmuq,M,1086081.0,ehbcbdctlcspuvwbqveohanmkolbw,,22.0,bhephgijqbu,tofdjef,O,1-538-797-1948,439984.0,1.0,5.0,,3.0
TMQ7622,702.0,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,U,1349626.0,TMQACIIUMYYZHYX,C,51.0,KECNVVPGTOXHIGOUAWLHU,rckzx,O,1-627-234-0841,454011.0,5.0,0.0,Quiksilver,8.0
Lsb7623,842.0,,S,1083092.0,Lsbutxufufshmkqnscnhx,y,26.0,xppmtvztaifqynlbmofxonnus,MMLJKBGXD,R,1-876-492-0782,191541.0,1.0,5.0,Valspar,1.0
Dpz7624,528.0,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,U,1662799.0,Dpzpfctp,u,100.0,kzntoukktuqqfuyeo,banusio,R,1-436-946-7319,,2.0,1.0,Timken,0.0
Zuj7625,300.0,cnckvldjedzgdqhy,W,3548540.0,Zujmcfzznpfohsdp,,13.0,TDRLAQZARCGRAMDDMCWP,Safkd,R,1-281-780-2897,,3.0,3.0,,5.0
Jqk7626,752.0,,S,881414.0,Jqkozdva,,11.0,shbaeyxyrjfietruntrdeyqkc,DHTLWJDXLRW,O,1-421-286-4139,269215.0,2.0,1.0,Occidental Petroleum,7.0
ijb7627,303.0,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,M,1712200.0,ijbcvbgglqupyentiqncsnswyygl,,62.0,Zururxrihusergiba,RORIUHK,O,1-908-354-2709,193126.0,0.0,4.0,,0.0
NMO7628,418.0,qehomraquwxrkb,M,847446.0,NMOXMHMVUDGY,U,13.0,QZLCPVRKZMTENMREVZT,bxgwhohh,O,1-466-560-2530,462618.0,3.0,5.0,Massey Energy,10.0
Tef7629,667.0,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,W,344294.0,Tefewe,,23.0,dvbflygvxrizbclmqwoajkvnzoufc,SRARKMXOD,O,1-578-686-8082,212026.0,3.0,3.0,Weyerhaeuser,4.0
Sdj7630,441.0,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,D,1534879.0,Sdjhq,Z,51.0,mtnubdnrdoivcuqmapqhtvzkixw,hwugfvlttol,U,1-166-077-1436,371024.0,1.0,4.0,National Fuel Gas,7.0
Pbr7631,471.0,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,U,3897101.0,Pbrfgfdwedgrmifitr,,2.0,Nzljqsbgutsixlosfedpmlzl,zgsllav,O,1-535-320-1881,235810.0,3.0,2.0,Pep Boys,0.0
Ice7632,701.0,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,W,3064442.0,Icejebxweavlnddpjz,,,Ealrdsynhtadihmsl,Mszwfhpj,O,1-633-495-6478,347270.0,2.0,,Neiman Marcus,9.0
ZWG7633,323.0,TAIWTM,D,2016524.0,ZWGIV,,82.0,xfjdwfentojva,Yqfxb,R,1-398-680-0278,399212.0,5.0,2.0,BlackRock,1.0
Evw7634,846.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,M,37745.0,Evwthrqmqfpsbpdqojtqzpjmpoea,,94.0,Zvowaelneuhpxzphpvtgvfz,ypmuep,O,1-185-976-7770,439561.0,4.0,5.0,McGraw-Hill,10.0
Lhl7635,850.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,M,503752.0,Lhlatzfku,c,16.0,fmdcjzjekrwrirumyvfuqnnkxzr,Xthtecuu,O,1-490-238-8219,29980.0,3.0,4.0,Family Dollar Stores,8.0
LYB7636,,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,M,2115180.0,LYBUGCXZYJSERVQKQJKNIIW,N,43.0,Ohetzpmilrphnhnasiisaypdl,Xjzpdio,U,1-891-741-2112,28693.0,2.0,5.0,Teleflex,
Ijb7637,564.0,Phqspowfoiqmszxy,M,839222.0,Ijbmwiomutrflaupolplmfjsqh,x,76.0,VAUWGMVOILXNGKB,Rgthehdvvlh,O,1-849-918-0984,106794.0,1.0,2.0,,3.0
Zhf7638,558.0,XDPEFDQIMFNMCO,S,1851334.0,Zhftulgpedd,,0.0,Tnwgmuvaaqmxskkyqnvrmnmul,ysexit,O,1-426-168-3142,340598.0,3.0,5.0,Imation,4.0
PYU7639,417.0,FSSAAXLAMAPBOMTNUFG,U,1348251.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,r,33.0,mtovrkjvtfkennjujgpegknnck,Wscgcsbwlzj,O,1-757-910-8931,490597.0,1.0,,PPL,0.0
Iku7640,487.0,AKWOIATLDDKU,U,2722392.0,Ikufiibsvk,F,62.0,Lwxdv,AUQJTIMK,O,1-468-325-0119,499685.0,2.0,2.0,Smithfield Foods,6.0
HBZ7641,639.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,M,1785161.0,HBZACUNNIOTFKFSTCILLC,,8.0,Ftvuzjdzocqmcoxvrbqcna,Weqnwrwrbcgx,O,1-383-310-7894,62285.0,2.0,0.0,Macy's,9.0
Pco7642,625.0,VANVGDDSYEK,U,2823578.0,Pcofbhaqeemibnkjtsoxmdibmpquo,,4.0,Hnbgeuii,facqrtjqjmd,O,1-353-727-2029,320885.0,5.0,5.0,Torchmark,3.0
Ybv7643,,TVTDULLNHUZPDNEEKSXEGPXDNE,D,2123972.0,Ybvjle,,39.0,Fykbowmpxpbb,OCNCREZ,O,1-028-849-5461,184669.0,5.0,3.0,Herman Miller,1.0
Rim7644,,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,S,112782.0,Rimdakhncfjlrbor,F,90.0,Ruagwhiorgizpmbphjerywjrr,JXOGSVJ,R,1-480-785-4021,126989.0,0.0,0.0,Kindred Healthcare,3.0
gnf7645,460.0,HWAWSSEUGGKEXQDESYXFHWZ,M,248311.0,gnfkwjxmvkbeh,,7.0,teldp,Iqtso,,1-443-132-4138,48144.0,1.0,4.0,Arch Coal,3.0
Wxp7646,793.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,,3719851.0,Wxphiul,C,95.0,Tmhxnpfgyifx,Uxgvbwop,O,1-143-020-1234,377787.0,5.0,4.0,Whirlpool,8.0
Dxh7647,821.0,,U,1920385.0,Dxhuevhfuceqmpoolmuhflp,N,59.0,Fpchjcvsrkakkqqsojokdrg,Ovsiu,O,1-475-304-3486,323782.0,5.0,5.0,Arrow Electronics,8.0
Aqo7648,,NASLRGJGXPDOGNJSHNLNGBCXJVO,S,576903.0,Aqopbqsxqxjj,,13.0,Heiehcgec,Frqdqbs,O,1-677-882-6792,31880.0,3.0,2.0,Rock-Tenn,6.0
fen7649,643.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,D,1855037.0,fenowyirqcdcwwo,s,58.0,sgapkfrztiyyayezulvi,waiitdv,O,1-151-067-7411,390190.0,5.0,3.0,R.H. Donnelley,8.0
CMQ7650,817.0,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,U,2954046.0,CMQIHWYKNOLSX,,67.0,Nohjtayoycptngwoitqzhmuf,Vlmzifrfolfs,O,1-645-553-4591,413821.0,4.0,1.0,Pall,2.0
Yhb7651,702.0,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,,952096.0,Yhbbdqabnbldfqhnofnxdrzrj,,68.0,QIGFYQTIPFYCR,DKXNSUJQRKGM,O,1-670-793-5351,301451.0,1.0,2.0,Burlington Coat Factory,10.0
mbw7652,409.0,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,D,3382998.0,mbwpxwoq,L,17.0,evwjgjrsttnkbmhmmrswodkvwdqo,Vzvadviukgid,O,1-049-843-6473,5888.0,1.0,0.0,Forest Laboratories,2.0
xas7653,617.0,Gicehrtxtlvwiewgl,,3772196.0,xasiqx,Y,44.0,SMOQFUQUOWABMRDKJPFC,Jjtgz,O,1-739-185-6579,254404.0,2.0,2.0,Moody's,6.0
MKM7654,,cveuptzbcwxicceqqmqsqgfvhykw,M,3180080.0,MKMKDBNJNERUJSQYY,,16.0,Jzwgkirmjeznhbniytvkxnhhar,TMWLE,O,1-215-295-5893,290984.0,3.0,0.0,Fidelity National Financial,5.0
Jgi7655,756.0,Kqosfw,M,3971412.0,Jgiimqxenotyp,,27.0,IMPCDEPQTVPBRBNJNLWAPSYUW,Lfmjqz,O,,441847.0,5.0,5.0,Amphenol,
Mwv7656,484.0,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,D,1488210.0,Mwvgdm,,59.0,Ewwyolurheysjpusipgrmydspux,bserucmdlez,R,1-515-341-8405,373240.0,2.0,4.0,Int. Business Machines,5.0
YOY7657,589.0,Gqvfapurdsetypjkkcceahfodyn,S,2621373.0,YOYQEKTGQPVGKZZXM,,8.0,Indhpnqswpoplupdlejxhjm,Nobgu,O,1-249-978-7278,461444.0,1.0,4.0,Int. Flavors & Fragrances,9.0
Gja7658,380.0,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,S,1021949.0,Gjaqmimggdmubhczafzufuklxgxos,,98.0,Dahur,Mynrhpyte,O,1-471-716-6210,255072.0,1.0,4.0,Gilead Sciences,0.0
rcx7659,541.0,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,S,2444319.0,rcxczhucwf,E,35.0,JLZXMAOFICNNT,aqobdfbeu,R,,255019.0,1.0,1.0,United Rentals,10.0
IPA7660,474.0,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,M,362567.0,IPAZTGHTPTW,V,57.0,Rvrfuknkgeyb,jecwnfavowiu,,1-982-617-1421,330718.0,1.0,,Convergys,7.0
rbj7661,685.0,WSKYHRCGGHSPINYLUNNDCJPV,,462234.0,rbjgdyplkrcutrs,b,69.0,Ruihhbkdjniajgrvwos,Nmemytq,O,1-068-568-6056,245130.0,2.0,1.0,Mueller Water Products,4.0
ebw7662,363.0,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,M,3936622.0,ebwticokpfdypejppslctr,U,33.0,Gkirgeljoajnkshohjinbooco,Vqvleqweftl,R,,19691.0,4.0,3.0,Shaw Group,10.0
SQY7663,605.0,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,M,2116904.0,SQYYLFSC,,33.0,cgqpaxicnbhaaufmao,ABCSQOCHEHK,O,1-772-155-4468,13490.0,1.0,1.0,Energy Future Holdings,9.0
nqw7664,394.0,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,W,63883.0,nqwvfudiscyqixxng,i,1.0,beidygiakhaztngnhqsrjhxs,NOQIRAGYH,,1-551-833-6226,90333.0,4.0,4.0,PHH,6.0
Fyz7665,812.0,uezrarapf,U,2747738.0,Fyzxvqjbmfgyeyswcxbogeytfuqur,,19.0,XXILDDNLYSINLOGZNXHQKGLMEAR,Yqqldbrjvcqq,R,1-894-068-7775,210200.0,0.0,2.0,Simon Property Group,6.0
Hds7666,688.0,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,M,938329.0,Hdsxrjpdyr,J,63.0,MLHCHSATXNEQIRSMEHAM,BSICQKYPBDT,R,,195318.0,3.0,3.0,World Fuel Services,3.0
ksz7667,808.0,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,M,976093.0,kszsqhunjdmjqhozzck,s,27.0,Qqgzzbefkm,enurwe,O,1-942-682-4165,486627.0,5.0,5.0,Andersons,9.0
Wzm7668,492.0,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,,2031908.0,Wzmdnrkeh,,12.0,qdjedjylsojhngornkkgmozdbb,Qslfupidrch,O,,142918.0,,4.0,L-3 Communications,1.0
Xna7669,734.0,xznxzmzinjddcepuvomccimcwdxo,D,660066.0,Xnafmengguewmwckz,N,26.0,Vszkppbmlhgmjgeiss,VEKXFJRNX,O,1-316-836-0322,243364.0,4.0,3.0,CACI International,6.0
ugr7670,579.0,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,M,2777991.0,ugrohhoiopurrh,,2.0,Yizitnh,Dbkoxqpx,O,1-746-466-6593,208343.0,1.0,5.0,M&T Bank Corp.,7.0
Qao7671,410.0,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,M,3148815.0,Qaondcvjqnzbdtnhd,a,34.0,Jkrhfalisxualvrritesxm,HPYTPNH,U,1-306-508-0916,26787.0,0.0,4.0,Family Dollar Stores,10.0
MXH7672,743.0,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,D,3714775.0,MXHLAVXOZQHBUBMXESG,G,86.0,Hfhsubkrpir,rxcbiltuvzyh,O,1-049-405-9872,190609.0,0.0,4.0,Medco Health Solutions,7.0
KQU7673,431.0,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,M,2203195.0,KQUJOIXHOLTVWZCHD,J,47.0,Htbblpuiuynkio,jfrawlwjssge,O,1-539-901-1797,,1.0,,Crosstex Energy,9.0
bxn7674,805.0,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,M,3708645.0,bxnxlbwaecusydvfagorkjv,,73.0,odfxd,PGIUBMUAR,O,1-976-507-8347,,0.0,0.0,Reynolds American,4.0
Opu7675,688.0,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,U,2954852.0,Opuqjoidjwgejjmkquot,,83.0,Znewofyktnzry,rgqwzxsvza,O,1-902-376-9596,453308.0,1.0,0.0,PolyOne,9.0
Ceo7676,483.0,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,D,2421534.0,Ceodsyerdrcenlfqt,,99.0,obgrwipkwotv,qnxfnq,O,1-532-161-3458,251108.0,1.0,,"Toys ""R"" Us",1.0
DZH7677,844.0,Gjftxakuhgilmoatmibqcnbbrmq,U,941243.0,DZHUBKPLE,,49.0,llbtndfaert,lfjtpka,O,1-943-745-8094,128853.0,0.0,0.0,Sonoco Products,7.0
Ocd7678,436.0,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,M,3133101.0,Ocdmelacghnqhlsdvvkvuycchojc,,96.0,Vowvlsbsbfokxbljqxz,pyeiwbftpsck,O,1-162-078-3859,486933.0,3.0,3.0,Newfield Exploration,5.0
Uyj7679,336.0,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,D,2070834.0,Uyjwcvfmhzfpziunhflhoccjfwi,,12.0,qafdyn,Enncjsox,U,1-881-265-1012,306545.0,5.0,2.0,IAC/InterActiveCorp,3.0
mhz7680,688.0,Rqhzrjcuikufwfbplxmtpeqb,S,2617194.0,mhzepufgwnlohcheeezqcehvlnjb,P,75.0,aqococfdutcrxipsdiizyfbigy,Lnprrdeegs,O,1-781-682-4447,7682.0,1.0,1.0,MGIC Investment,1.0
Sft7681,581.0,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,U,2752340.0,Sftndrabqgoigvgvnidx,,29.0,Radeyutyf,PXRXKFTOX,O,1-716-288-6722,280763.0,3.0,0.0,American International Group,9.0
gza7682,670.0,Jbvoghxtacvunglpdzjhatiusxn,,2611991.0,gzasmfmrelczwmljfayfgvhxynxr,,4.0,ockmjwrdbkxoaemodyftxmjcl,Osanin,R,1-407-712-3659,296945.0,1.0,2.0,Health Net,6.0
Rem7683,671.0,Pyoruxpsl,U,3965576.0,Remwagiyqu,,100.0,MPCHPTTYJUWERHWMHALH,WWWMNN,O,1-747-143-2305,176399.0,0.0,0.0,Mueller Industries,5.0
cko7684,352.0,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,U,3550405.0,ckocrloglb,b,45.0,Duhgkwcceehrrqvnnirv,tsqtfhsh,U,1-522-074-1862,97252.0,3.0,4.0,American National Insurance,10.0
RLN7685,317.0,XRPHDPOQURZXVFLADMA,S,1566093.0,RLNJVXKTTORDIVXEEWAJSTVV,,63.0,Rpmqztmrghojzbyqnivxceyuiha,zwyuac,O,1-867-195-7669,320588.0,3.0,2.0,Morgan Stanley,10.0
Qjl7686,809.0,iqnzhrksgftjekxfljogmqkrbpkstk,,1944507.0,Qjltuabiu,R,35.0,YTNSVR,Gzgsvt,R,1-272-128-3403,18284.0,4.0,2.0,Halliburton,6.0
YNL7687,704.0,Jbmoxkiflceta,S,3250645.0,YNLFVXOHLQAQYMDQUUHAVNW,w,61.0,xgayrgnjhvearxja,Shirfkrfppb,,1-174-194-8365,,0.0,2.0,MGIC Investment,5.0
qpi7688,411.0,Wgfjqmnbm,S,2806218.0,qpiikhkdd,E,43.0,AJSVULACHMZKBAEN,hwxcimvf,O,1-067-296-1708,80228.0,1.0,,United Services Automobile,2.0
Xxi7689,431.0,,U,2826399.0,Xxidvapbmiihnxwvrjtpa,C,98.0,fubtbkexiuaacw,xqkaxa,O,1-688-092-7664,39672.0,,3.0,Spartan Stores,4.0
axi7690,362.0,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,M,91147.0,axivutiixzrcuv,,84.0,Lygmiirioggkj,cjeriaaeunmp,O,1-784-445-0301,225036.0,3.0,3.0,Moog,4.0
Wqd7691,532.0,raecjdlfwcwnaaeqeomxmuemrg,M,1036928.0,Wqdkflcndhnjyuhgcfxg,,,Xtslyxwajneuihyndtpz,Mhhqranm,R,1-773-485-4247,224427.0,2.0,3.0,Century Aluminum,4.0
jur7692,442.0,Deamomjpzxjzhfugk,U,2406965.0,jurwurbdctv,g,18.0,Fmeifzrxyvgil,Ztrxdxr,O,1-528-873-2585,123153.0,5.0,4.0,Hayes Lemmerz,3.0
NBX7693,677.0,Aktcqktdiehyacjhlqknwg,S,3588199.0,NBXNTB,t,14.0,Rugvrsjeadcummqftfmb,BVMLYNHCFOY,O,1-952-933-5053,,2.0,1.0,EOG Resources,10.0
Naf7694,565.0,Xasjqyptachbyjrnjvfvznkcwdxmpo,M,,Nafrhdvsijqnetunpamn,,22.0,RAVHHLPXNYMAOCOVOWXKHPS,RBVXNHWO,O,1-882-237-0765,353487.0,4.0,2.0,Dresser-Rand Group,8.0
bzc7695,365.0,,M,2896930.0,bzczehwxuk,,7.0,eaxqrdredlfrhooq,Wfmsguhdyyo,R,1-762-453-2464,145794.0,3.0,1.0,Sealed Air,5.0
Pmo7696,406.0,Nzckdxwdktbsqcaurk,W,312676.0,Pmonjmzccapetw,,97.0,XLJLRWZ,Mcxklhj,O,1-129-593-2017,142515.0,3.0,5.0,Blockbuster,5.0
goh7697,774.0,Svabwvthdbgivhnelxqvrhqvvgy,U,16279.0,gohguacsokmccgcukkj,z,49.0,Wwqsseqcbmteqjub,Lypuhgeezbgp,,1-779-145-2680,414775.0,0.0,5.0,Owens Corning,3.0
Jfb7698,718.0,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,S,1536113.0,Jfbfecnkszhhdsgyzus,I,25.0,Qdakvyntptkywsqpy,TRKCEX,R,1-770-255-3860,125271.0,2.0,5.0,Robert Half International,7.0
Hao7699,588.0,Unyjafcdzuerth,M,184474.0,Haoiwpsuiekdcpkhaax,,99.0,Fhpdqgmswyxgqjhe,Kihzeilpneap,R,1-336-236-0201,,4.0,,Wesco International,2.0
Dwo7700,764.0,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,M,2971869.0,Dwoipvancgnuouqstlrnfyewjt,O,44.0,Fyetnnttkqoewqijbggbvrkxdg,pylzfutqftt,O,1-185-085-5742,93761.0,1.0,5.0,Dana Holding,5.0
RJA7701,,EUDAFRRFNHWKIULGYBSUDTUTXASRTKSASSDSQBOCJDTTNFNSEYBVRIAH,U,2256728.0,RJAAYBXAISOJNRCY,,96.0,ktggcdbzntnxuxsiosyqegcesu,Bsclhehzobfm,O,1-957-033-0510,397902.0,2.0,1.0,NBTY,2.0
Lph7702,657.0,chfifgrzddwjambrkaommoksjfzpnxvkvppcazeofdnrbmspungachheu,M,2127026.0,Lphgestktcospagvutfnojwku,,88.0,Yzurhpzqfcwgkwsgrkjzithjnksa,Ieyjqvfhges,O,1-485-740-9640,123538.0,4.0,3.0,Eastman Chemical,8.0
Rfk7703,769.0,Oclmxjrebkhucmocoldtnepglbejgjnqlikutugptmwrmrucuhztxxbwzwkoiqlsnwtekekkykjpkt,M,3476485.0,Rfkzrip,,33.0,Qijmex,Zuttopn,U,1-459-114-0867,118013.0,3.0,2.0,Allergan,
RFU7704,776.0,Qmbltoafvggvsolvieqcbeydfsprubcikjiahxx,M,908035.0,RFUPBVMNTACCXNNGVTWTU,U,8.0,WDJNJGKCNRPTUNIQNNBBNN,EHXJIUER,O,1-671-499-0522,45737.0,2.0,5.0,Global Partners,7.0
TQH7705,343.0,HOMAWOXXWEMFPMBHETZHOZBOPJGPFBDFJZQETUMMJAVJO,U,,TQHMEMMZRGOSKAMOICIHTACSIF,,55.0,Wjfwmudjwwybmmiubeqybeeniystl,ipazhhewr,O,1-817-903-4786,456999.0,2.0,0.0,Fluor,4.0
Bbc7706,568.0,uathejgojclvooynhavibvdjhuspwiyxjtrrbidwiabjxyvcuxcifzyqtwphzvxbfcrykaelbw,W,3054149.0,Bbcdsefbpjwkgeqgc,,43.0,PMWXCRMVYFVJX,vvwizqanbs,U,1-099-914-5598,326910.0,3.0,4.0,FedEx,5.0
Yoj7707,830.0,,S,,Yojvdcdcmdvenowfnu,F,75.0,luklinfqmglorhokwtwvhgqhmhxisf,Lzxpul,O,1-102-019-9878,166536.0,2.0,0.0,Polaris Industries,5.0
lvh7708,812.0,OHYWSFETLJEYTTMYZDOGFTPBAQKVN,,248269.0,lvhnkrbomhb,,66.0,Mmxepsmk,Dwvezt,R,1-873-941-1147,337347.0,3.0,4.0,Torchmark,6.0
Zpr7709,489.0,WSZYJROXWWIWMVXDTZLJRKAPTUGFNIKPCPNRWASXEWEEUXRZALWYHWKU,U,1203267.0,Zprtowfuebcnkomhctwozawilldble,,58.0,Ixsoib,WQSZWQBE,U,1-710-953-4977,41345.0,2.0,4.0,Alliance Data Systems,6.0
LMG7710,845.0,Qfeecmwaxqhkulepjrwbmihojdaovxcukyrlnphlnimczdwhbxkilgjzuoiyhpupzxvcxxtrztifgd,U,3704743.0,LMGKMCADYPJYO,,29.0,Cwurvdjbmuxtioeqbpk,DWMXIPKTCN,U,1-789-825-2857,370209.0,5.0,1.0,American International Group,9.0
