gncd,ddrssln1,stt,mddlntl,ntwrth,mrtlstts,ncm,frstnm,nmbrchldrn,mplr,nmbrcrs,cntr,phn,g,crdtrtng,wnrrntflg,nmbrcrdtcrds
ehb7621,Stofpzwyhkpmuq,SC,,1086081.0,M,439984.0,bhephgijqbu,5.0,,1.0,United States of America,1-538-797-1948,22.0,,O,3.0
TMQ7622,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,AR,C,1349626.0,U,454011.0,KECNVVPGTOXHIGOUAWLHU,0.0,Quiksilver,5.0,United States of America,1-627-234-0841,51.0,702.0,O,8.0
Lsb7623,,MT,y,1083092.0,S,191541.0,xppmtvztaifqynlbmofxonnus,5.0,Valspar,1.0,United States of America,1-876-492-0782,26.0,842.0,R,1.0
Dpz7624,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,WY,u,1662799.0,U,,kzntoukktuqqfuyeo,1.0,Timken,2.0,United States of America,1-436-946-7319,100.0,528.0,R,0.0
Zuj7625,cnckvldjedzgdqhy,WY,,3548540.0,W,,TDRLAQZARCGRAMDDMCWP,3.0,,3.0,United States of America,1-281-780-2897,13.0,300.0,R,5.0
Jqk7626,,WV,,881414.0,S,269215.0,shbaeyxyrjfietruntrdeyqkc,1.0,Occidental Petroleum,2.0,United States of America,1-421-286-4139,11.0,752.0,O,7.0
ijb7627,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,CA,,1712200.0,M,193126.0,Zururxrihusergiba,4.0,,0.0,Canada,1-908-354-2709,62.0,303.0,O,0.0
NMO7628,qehomraquwxrkb,Alberta,U,847446.0,M,462618.0,QZLCPVRKZMTENMREVZT,5.0,Massey Energy,3.0,United States of America,1-466-560-2530,13.0,418.0,O,10.0
Tef7629,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,New Brunswick,,344294.0,W,212026.0,dvbflygvxrizbclmqwoajkvnzoufc,3.0,Weyerhaeuser,3.0,United States of America,1-578-686-8082,23.0,667.0,O,4.0
Sdj7630,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,British Columbia,Z,1534879.0,D,371024.0,mtnubdnrdoivcuqmapqhtvzkixw,4.0,National Fuel Gas,1.0,United States of America,1-166-077-1436,51.0,441.0,U,7.0
Pbr7631,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,DE,,3897101.0,U,235810.0,Nzljqsbgutsixlosfedpmlzl,2.0,Pep Boys,3.0,United States of America,1-535-320-1881,2.0,471.0,O,0.0
Ice7632,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,CT,,3064442.0,W,347270.0,Ealrdsynhtadihmsl,,Neiman Marcus,2.0,United States of America,1-633-495-6478,,701.0,O,9.0
ZWG7633,TAIWTM,Quebec,,2016524.0,D,399212.0,xfjdwfentojva,2.0,BlackRock,5.0,United States of America,1-398-680-0278,82.0,323.0,R,1.0
Evw7634,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,NJ,,37745.0,M,439561.0,Zvowaelneuhpxzphpvtgvfz,5.0,McGraw-Hill,4.0,United States of America,1-185-976-7770,94.0,846.0,O,10.0
Lhl7635,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,MN,c,503752.0,M,29980.0,fmdcjzjekrwrirumyvfuqnnkxzr,4.0,Family Dollar Stores,3.0,United States of America,1-490-238-8219,16.0,850.0,O,8.0
LYB7636,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,NE,N,2115180.0,M,28693.0,Ohetzpmilrphnhnasiisaypdl,5.0,Teleflex,2.0,United States of America,1-891-741-2112,43.0,,U,
Ijb7637,Phqspowfoiqmszxy,VA,x,839222.0,M,106794.0,VAUWGMVOILXNGKB,2.0,,1.0,Canada,1-849-918-0984,76.0,564.0,O,3.0
Zhf7638,XDPEFDQIMFNMCO,PA,,1851334.0,S,340598.0,Tnwgmuvaaqmxskkyqnvrmnmul,5.0,Imation,3.0,United States of America,1-426-168-3142,0.0,558.0,O,4.0
PYU7639,FSSAAXLAMAPBOMTNUFG,WV,r,1348251.0,U,490597.0,mtovrkjvtfkennjujgpegknnck,,PPL,1.0,United States of America,1-757-910-8931,33.0,417.0,O,0.0
Iku7640,AKWOIATLDDKU,WY,F,2722392.0,U,499685.0,Lwxdv,2.0,Smithfield Foods,2.0,Canada,1-468-325-0119,62.0,487.0,O,6.0
HBZ7641,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,MN,,1785161.0,M,62285.0,Ftvuzjdzocqmcoxvrbqcna,0.0,Macy's,2.0,United States of America,1-383-310-7894,8.0,639.0,O,9.0
Pco7642,VANVGDDSYEK,VT,,2823578.0,U,320885.0,Hnbgeuii,5.0,Torchmark,5.0,United States of America,1-353-727-2029,4.0,625.0,O,3.0
Ybv7643,TVTDULLNHUZPDNEEKSXEGPXDNE,WV,,2123972.0,D,184669.0,Fykbowmpxpbb,3.0,Herman Miller,5.0,United States of America,1-028-849-5461,39.0,,O,1.0
Rim7644,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,IN,F,112782.0,S,126989.0,Ruagwhiorgizpmbphjerywjrr,0.0,Kindred Healthcare,0.0,United States of America,1-480-785-4021,90.0,,R,3.0
gnf7645,HWAWSSEUGGKEXQDESYXFHWZ,MS,,248311.0,M,48144.0,teldp,4.0,Arch Coal,1.0,Canada,1-443-132-4138,7.0,460.0,,3.0
Wxp7646,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,CO,C,3719851.0,,377787.0,Tmhxnpfgyifx,4.0,Whirlpool,5.0,United States of America,1-143-020-1234,95.0,793.0,O,8.0
Dxh7647,,PA,N,1920385.0,U,323782.0,Fpchjcvsrkakkqqsojokdrg,5.0,Arrow Electronics,5.0,Canada,1-475-304-3486,59.0,821.0,O,8.0
Aqo7648,NASLRGJGXPDOGNJSHNLNGBCXJVO,DE,,576903.0,S,31880.0,Heiehcgec,2.0,Rock-Tenn,3.0,United States of America,1-677-882-6792,13.0,,O,6.0
fen7649,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,Prince Edward Island,s,1855037.0,D,390190.0,sgapkfrztiyyayezulvi,3.0,R.H. Donnelley,5.0,United States of America,1-151-067-7411,58.0,643.0,O,8.0
CMQ7650,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,TN,,2954046.0,U,413821.0,Nohjtayoycptngwoitqzhmuf,1.0,Pall,4.0,Canada,1-645-553-4591,67.0,817.0,O,2.0
Yhb7651,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,CA,,952096.0,,301451.0,QIGFYQTIPFYCR,2.0,Burlington Coat Factory,1.0,United States of America,1-670-793-5351,68.0,702.0,O,10.0
mbw7652,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,TN,L,3382998.0,D,5888.0,evwjgjrsttnkbmhmmrswodkvwdqo,0.0,Forest Laboratories,1.0,United States of America,1-049-843-6473,17.0,409.0,O,2.0
xas7653,Gicehrtxtlvwiewgl,FL,Y,3772196.0,,254404.0,SMOQFUQUOWABMRDKJPFC,2.0,Moody's,2.0,United States of America,1-739-185-6579,44.0,617.0,O,6.0
MKM7654,cveuptzbcwxicceqqmqsqgfvhykw,TN,,3180080.0,M,290984.0,Jzwgkirmjeznhbniytvkxnhhar,0.0,Fidelity National Financial,3.0,United States of America,1-215-295-5893,16.0,,O,5.0
Jgi7655,Kqosfw,OR,,3971412.0,M,441847.0,IMPCDEPQTVPBRBNJNLWAPSYUW,5.0,Amphenol,5.0,United States of America,,27.0,756.0,O,
Mwv7656,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,ME,,1488210.0,D,373240.0,Ewwyolurheysjpusipgrmydspux,4.0,Int. Business Machines,2.0,United States of America,1-515-341-8405,59.0,484.0,R,5.0
YOY7657,Gqvfapurdsetypjkkcceahfodyn,SC,,2621373.0,S,461444.0,Indhpnqswpoplupdlejxhjm,4.0,Int. Flavors & Fragrances,1.0,United States of America,1-249-978-7278,8.0,589.0,O,9.0
Gja7658,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,Ontario,,1021949.0,S,255072.0,Dahur,4.0,Gilead Sciences,1.0,United States of America,1-471-716-6210,98.0,380.0,O,0.0
rcx7659,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,GA,E,2444319.0,S,255019.0,JLZXMAOFICNNT,1.0,United Rentals,1.0,United States of America,,35.0,541.0,R,10.0
IPA7660,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,VA,V,362567.0,M,330718.0,Rvrfuknkgeyb,,Convergys,1.0,Canada,1-982-617-1421,57.0,474.0,,7.0
rbj7661,WSKYHRCGGHSPINYLUNNDCJPV,KY,b,462234.0,,245130.0,Ruihhbkdjniajgrvwos,1.0,Mueller Water Products,2.0,United States of America,1-068-568-6056,69.0,685.0,O,4.0
ebw7662,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,SC,U,3936622.0,M,19691.0,Gkirgeljoajnkshohjinbooco,3.0,Shaw Group,4.0,United States of America,,33.0,363.0,R,10.0
SQY7663,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,NC,,2116904.0,M,13490.0,cgqpaxicnbhaaufmao,1.0,Energy Future Holdings,1.0,United States of America,1-772-155-4468,33.0,605.0,O,9.0
nqw7664,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,KS,i,63883.0,W,90333.0,beidygiakhaztngnhqsrjhxs,4.0,PHH,4.0,United States of America,1-551-833-6226,1.0,394.0,,6.0
Fyz7665,uezrarapf,MO,,2747738.0,U,210200.0,XXILDDNLYSINLOGZNXHQKGLMEAR,2.0,Simon Property Group,0.0,Canada,1-894-068-7775,19.0,812.0,R,6.0
Hds7666,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,OK,J,938329.0,M,195318.0,MLHCHSATXNEQIRSMEHAM,3.0,World Fuel Services,3.0,United States of America,,63.0,688.0,R,3.0
ksz7667,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,LA,s,976093.0,M,486627.0,Qqgzzbefkm,5.0,Andersons,5.0,United States of America,1-942-682-4165,27.0,808.0,O,9.0
Wzm7668,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,Saskatchewan,,2031908.0,,142918.0,qdjedjylsojhngornkkgmozdbb,4.0,L-3 Communications,,United States of America,,12.0,492.0,O,1.0
Xna7669,xznxzmzinjddcepuvomccimcwdxo,KY,N,660066.0,D,243364.0,Vszkppbmlhgmjgeiss,3.0,CACI International,4.0,United States of America,1-316-836-0322,26.0,734.0,O,6.0
ugr7670,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,NH,,2777991.0,M,208343.0,Yizitnh,5.0,M&T Bank Corp.,1.0,United States of America,1-746-466-6593,2.0,579.0,O,7.0
Qao7671,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,NM,a,3148815.0,M,26787.0,Jkrhfalisxualvrritesxm,4.0,Family Dollar Stores,0.0,United States of America,1-306-508-0916,34.0,410.0,U,10.0
MXH7672,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,NE,G,3714775.0,D,190609.0,Hfhsubkrpir,4.0,Medco Health Solutions,0.0,United States of America,1-049-405-9872,86.0,743.0,O,7.0
KQU7673,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,New Brunswick,J,2203195.0,M,,Htbblpuiuynkio,,Crosstex Energy,1.0,United States of America,1-539-901-1797,47.0,431.0,O,9.0
bxn7674,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,MD,,3708645.0,M,,odfxd,0.0,Reynolds American,0.0,United States of America,1-976-507-8347,73.0,805.0,O,4.0
Opu7675,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,WV,,2954852.0,U,453308.0,Znewofyktnzry,0.0,PolyOne,1.0,United States of America,1-902-376-9596,83.0,688.0,O,9.0
Ceo7676,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,MA,,2421534.0,D,251108.0,obgrwipkwotv,,"Toys ""R"" Us",1.0,United States of America,1-532-161-3458,99.0,483.0,O,1.0
DZH7677,Gjftxakuhgilmoatmibqcnbbrmq,MT,,941243.0,U,128853.0,llbtndfaert,0.0,Sonoco Products,0.0,United States of America,1-943-745-8094,49.0,844.0,O,7.0
Ocd7678,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,NM,,3133101.0,M,486933.0,Vowvlsbsbfokxbljqxz,3.0,Newfield Exploration,3.0,Canada,1-162-078-3859,96.0,436.0,O,5.0
Uyj7679,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,TN,,2070834.0,D,306545.0,qafdyn,2.0,IAC/InterActiveCorp,5.0,Canada,1-881-265-1012,12.0,336.0,U,3.0
mhz7680,Rqhzrjcuikufwfbplxmtpeqb,PA,P,2617194.0,S,7682.0,aqococfdutcrxipsdiizyfbigy,1.0,MGIC Investment,1.0,United States of America,1-781-682-4447,75.0,688.0,O,1.0
Sft7681,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,NC,,2752340.0,U,280763.0,Radeyutyf,0.0,American International Group,3.0,Canada,1-716-288-6722,29.0,581.0,O,9.0
gza7682,Jbvoghxtacvunglpdzjhatiusxn,CO,,2611991.0,,296945.0,ockmjwrdbkxoaemodyftxmjcl,2.0,Health Net,1.0,United States of America,1-407-712-3659,4.0,670.0,R,6.0
Rem7683,Pyoruxpsl,TX,,3965576.0,U,176399.0,MPCHPTTYJUWERHWMHALH,0.0,Mueller Industries,0.0,United States of America,1-747-143-2305,100.0,671.0,O,5.0
cko7684,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,IN,b,3550405.0,U,97252.0,Duhgkwcceehrrqvnnirv,4.0,American National Insurance,3.0,Canada,1-522-074-1862,45.0,352.0,U,10.0
RLN7685,XRPHDPOQURZXVFLADMA,VA,,1566093.0,S,320588.0,Rpmqztmrghojzbyqnivxceyuiha,2.0,Morgan Stanley,3.0,United States of America,1-867-195-7669,63.0,317.0,O,10.0
Qjl7686,iqnzhrksgftjekxfljogmqkrbpkstk,WV,R,1944507.0,,18284.0,YTNSVR,2.0,Halliburton,4.0,United States of America,1-272-128-3403,35.0,809.0,R,6.0
YNL7687,Jbmoxkiflceta,VT,w,3250645.0,S,,xgayrgnjhvearxja,2.0,MGIC Investment,0.0,Canada,1-174-194-8365,61.0,704.0,,5.0
qpi7688,Wgfjqmnbm,AZ,E,2806218.0,S,80228.0,AJSVULACHMZKBAEN,,United Services Automobile,1.0,United States of America,1-067-296-1708,43.0,411.0,O,2.0
Xxi7689,,NY,C,2826399.0,U,39672.0,fubtbkexiuaacw,3.0,Spartan Stores,,Canada,1-688-092-7664,98.0,431.0,O,4.0
axi7690,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,NE,,91147.0,M,225036.0,Lygmiirioggkj,3.0,Moog,3.0,United States of America,1-784-445-0301,84.0,362.0,O,4.0
Wqd7691,raecjdlfwcwnaaeqeomxmuemrg,SC,,1036928.0,M,224427.0,Xtslyxwajneuihyndtpz,3.0,Century Aluminum,2.0,Canada,1-773-485-4247,,532.0,R,4.0
jur7692,Deamomjpzxjzhfugk,New Brunswick,g,2406965.0,U,123153.0,Fmeifzrxyvgil,4.0,Hayes Lemmerz,5.0,United States of America,1-528-873-2585,18.0,442.0,O,3.0
NBX7693,Aktcqktdiehyacjhlqknwg,KY,t,3588199.0,S,,Rugvrsjeadcummqftfmb,1.0,EOG Resources,2.0,United States of America,1-952-933-5053,14.0,677.0,O,10.0
Naf7694,Xasjqyptachbyjrnjvfvznkcwdxmpo,British Columbia,,,M,353487.0,RAVHHLPXNYMAOCOVOWXKHPS,2.0,Dresser-Rand Group,4.0,United States of America,1-882-237-0765,22.0,565.0,O,8.0
bzc7695,,WA,,2896930.0,M,145794.0,eaxqrdredlfrhooq,1.0,Sealed Air,3.0,United States of America,1-762-453-2464,7.0,365.0,R,5.0
Pmo7696,Nzckdxwdktbsqcaurk,AK,,312676.0,W,142515.0,XLJLRWZ,5.0,Blockbuster,3.0,United States of America,1-129-593-2017,97.0,406.0,O,5.0
goh7697,Svabwvthdbgivhnelxqvrhqvvgy,MN,z,16279.0,U,414775.0,Wwqsseqcbmteqjub,5.0,Owens Corning,0.0,United States of America,1-779-145-2680,49.0,774.0,,3.0
Jfb7698,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,RI,I,1536113.0,S,125271.0,Qdakvyntptkywsqpy,5.0,Robert Half International,2.0,United States of America,1-770-255-3860,25.0,718.0,R,7.0
Hao7699,Unyjafcdzuerth,British Columbia,,184474.0,M,,Fhpdqgmswyxgqjhe,,Wesco International,4.0,United States of America,1-336-236-0201,99.0,588.0,R,2.0
Dwo7700,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,SD,O,2971869.0,M,93761.0,Fyetnnttkqoewqijbggbvrkxdg,5.0,Dana Holding,1.0,Canada,1-185-085-5742,44.0,764.0,O,5.0
RJA7701,EUDAFRRFNHWKIULGYBSUDTUTXASRTKSASSDSQBOCJDTTNFNSEYBVRIAH,AL,,2256728.0,U,397902.0,ktggcdbzntnxuxsiosyqegcesu,1.0,NBTY,2.0,United States of America,1-957-033-0510,96.0,,O,2.0
Lph7702,chfifgrzddwjambrkaommoksjfzpnxvkvppcazeofdnrbmspungachheu,British Columbia,,2127026.0,M,123538.0,Yzurhpzqfcwgkwsgrkjzithjnksa,3.0,Eastman Chemical,4.0,United States of America,1-485-740-9640,88.0,657.0,O,8.0
Rfk7703,Oclmxjrebkhucmocoldtnepglbejgjnqlikutugptmwrmrucuhztxxbwzwkoiqlsnwtekekkykjpkt,Ontario,,3476485.0,M,118013.0,Qijmex,2.0,Allergan,3.0,United States of America,1-459-114-0867,33.0,769.0,U,
RFU7704,Qmbltoafvggvsolvieqcbeydfsprubcikjiahxx,MD,U,908035.0,M,45737.0,WDJNJGKCNRPTUNIQNNBBNN,5.0,Global Partners,2.0,United States of America,1-671-499-0522,8.0,776.0,O,7.0
TQH7705,HOMAWOXXWEMFPMBHETZHOZBOPJGPFBDFJZQETUMMJAVJO,IA,,,U,456999.0,Wjfwmudjwwybmmiubeqybeeniystl,0.0,Fluor,2.0,United States of America,1-817-903-4786,55.0,343.0,O,4.0
Bbc7706,uathejgojclvooynhavibvdjhuspwiyxjtrrbidwiabjxyvcuxcifzyqtwphzvxbfcrykaelbw,PA,,3054149.0,W,326910.0,PMWXCRMVYFVJX,4.0,FedEx,3.0,United States of America,1-099-914-5598,43.0,568.0,U,5.0
Yoj7707,,MA,F,,S,166536.0,luklinfqmglorhokwtwvhgqhmhxisf,0.0,Polaris Industries,2.0,United States of America,1-102-019-9878,75.0,830.0,O,5.0
lvh7708,OHYWSFETLJEYTTMYZDOGFTPBAQKVN,ID,,248269.0,,337347.0,Mmxepsmk,4.0,Torchmark,3.0,Canada,1-873-941-1147,66.0,812.0,R,6.0
Zpr7709,WSZYJROXWWIWMVXDTZLJRKAPTUGFNIKPCPNRWASXEWEEUXRZALWYHWKU,Newfoundland,,1203267.0,U,41345.0,Ixsoib,4.0,Alliance Data Systems,2.0,Canada,1-710-953-4977,58.0,489.0,U,6.0
LMG7710,Qfeecmwaxqhkulepjrwbmihojdaovxcukyrlnphlnimczdwhbxkilgjzuoiyhpupzxvcxxtrztifgd,UT,,3704743.0,U,370209.0,Cwurvdjbmuxtioeqbpk,1.0,American International Group,5.0,United States of America,1-789-825-2857,29.0,845.0,U,9.0
WMF7711,VIJLPKEZYSJJGTR,OR,,3673540.0,U,343016.0,Jhnamxkltxicm,4.0,Mohawk Industries,0.0,United States of America,1-179-937-7265,28.0,735.0,R,0.0
Qov7712,,ID,,982779.0,D,186990.0,tdbtkqtfzcnjridma,3.0,Vulcan Materials,4.0,United States of America,1-596-337-6757,93.0,615.0,U,4.0
Vkp7713,,AL,,2778471.0,W,46562.0,njcdtc,4.0,OfficeMax,,United States of America,1-512-224-7078,17.0,,U,6.0
SST7714,Zmasw,MN,P,2585134.0,U,98412.0,OMBIVJDP,5.0,Michael Foods,5.0,United States of America,1-552-735-4638,98.0,769.0,U,
Fuk7715,Hvwcslkdbovbksvugzeblranwljqocapxusqfhoxknwsbunmtvsdrquws,UT,,3591627.0,S,436056.0,ITHLHECNZJLMPKFUHWZCVMIZPUWUXZ,4.0,Vulcan Materials,5.0,United States of America,1-127-805-3262,38.0,406.0,O,10.0
Brz7716,DVMTEYEFOGEHXPCXCSOGWGYKOIPFCQAEJN,ME,,1819561.0,U,36008.0,Erjrxnjctmkhgqwpjzuylkf,1.0,,3.0,United States of America,1-985-423-7255,44.0,586.0,O,0.0
Faw7717,Oznikwnqknmmzcqghprkmqgvogyqikwolvmyluhxmsculhddmjcxxwcuijvtebhrdmamuus,IA,,2857056.0,M,417402.0,Ijqvmftaeaoeiycxxi,0.0,Unum Group,1.0,United States of America,,27.0,630.0,O,10.0
Jtn7718,Gvpkllxjihwcdekmhwgrvrjjlemqymitgmisuqksneadi,VT,,1393892.0,U,273535.0,lrntptwvbrtnvwdquqpsx,1.0,Domtar,1.0,United States of America,1-019-900-0927,94.0,533.0,O,7.0
too7719,vunoywivtxaoteia,MA,,759096.0,M,445562.0,Ouzxts,2.0,Sentry Insurance Group,4.0,United States of America,1-055-674-3126,,328.0,O,
Kcd7720,cgfbhvbutwppcxeqzjnajirvbyji,Prince Edward Island,,2288668.0,M,226333.0,Cxogpjlizzckvntqnvns,2.0,Constellation Energy,4.0,Canada,1-539-727-9817,60.0,753.0,O,9.0
Yhh7721,Cnqkflteffhlvuvkvlidzxdddhthinttughoacniyaskjqxcunrgjffmddusvcvayyayerjr,Manitoba,,3580824.0,U,,Piqrxkifkii,3.0,CSX,3.0,United States of America,1-125-903-5459,48.0,512.0,O,10.0
Adu7722,oigxagmffqteeswxkzbgrigdxtvmfgkkymknfeb,TX,,1681450.0,D,,Bflmgwcfmker,3.0,W.W. Grainger,5.0,Canada,1-591-506-8069,36.0,432.0,R,8.0
Kwx7723,hvvnvoixtwnfzmbjghxksazmfoqqyifvcgqkdqsaknwanpwjavvnifvkfikf,RI,W,1592047.0,,271054.0,Gjxszyfxpweic,3.0,Kimberly-Clark,5.0,United States of America,1-131-877-8296,67.0,323.0,O,2.0
uzl7724,Gfopscpludliujcvdkhcomkp,MI,,3596545.0,U,64626.0,Bjobwdoxutojkprezhmpqibkxthznh,4.0,Henry Schein,3.0,United States of America,1-716-805-3703,63.0,714.0,O,10.0
UXY7725,qgkokxkhlxlezcflupfkujkmnetfgxtqvnvnwajxvksuauioivdieovttkpwbd,PA,C,3093246.0,S,463945.0,Nesaxzxlulmhmoxztefdk,2.0,State Street Corp.,5.0,United States of America,1-506-286-3588,55.0,730.0,O,7.0
FRU7726,xkltqvtdcifskkcnqwkyoawqfszkilztvdcgrfdsrhvmtykrzkcmxdshlwayjjjlstnimjmhcilfjis,KY,d,3867919.0,M,159731.0,DHICXMQRMKABXBTFUBDUUJDI,,Quanta Services,0.0,United States of America,1-427-982-9005,4.0,346.0,O,5.0
Bjx7727,bwmnbuxfotmhhrcyzjwwrnhlqfdipsnrfekiuaaltzpthagegtbllneojphxmpvglgr,OH,,3245961.0,M,190805.0,Sfdjitmusbmcjxar,3.0,Marshall & Ilsley Corp.,5.0,United States of America,1-669-946-1808,92.0,,R,1.0
zkp7728,xgrescoregiylgtboucvujwksdieiawytiklnlimmvomlbmmdhxfucnrqugodotgspmcheziai,AR,,600366.0,M,43888.0,BROVPAASJ,1.0,Oceaneering International,1.0,United States of America,1-936-581-5888,93.0,818.0,O,7.0
Lbo7729,Dzmpjafkabapegvhrgb,KY,u,1738979.0,S,34137.0,pntucfaekdacxehx,0.0,Raymond James Financial,0.0,United States of America,1-740-256-2368,87.0,623.0,R,4.0
TFP7730,XJCLEPZFIVOMHEEDDIVHKBXAELURZXM,IA,r,454564.0,S,196885.0,Yuvfvyhmgf,1.0,Valspar,4.0,United States of America,1-559-799-0991,44.0,742.0,R,5.0
XKQ7731,Fsqhjvcpihkakzconfp,British Columbia,v,3912268.0,M,206705.0,holps,1.0,Live Nation,0.0,United States of America,1-287-631-2055,95.0,378.0,O,9.0
DQY7732,FDWXXMAMQBZKBNOFIIQNDSCADQOENVUDHBWDPJRTOFAKIVOX,Quebec,B,1966788.0,D,337299.0,Zhsdvrhwonsusgdyuqztx,3.0,,3.0,United States of America,1-100-505-6436,61.0,323.0,,8.0
Ydl7733,Hxxljrxmownwpfdjzfhhazbnkdfnpiffelsgcxpqxditxaecp,KS,,985098.0,M,280247.0,SWEFUTQ,5.0,Health Management Associates,2.0,United States of America,1-167-261-7959,23.0,684.0,R,2.0
VGT7734,Gztlddwbfkctdeykytcx,ID,,,U,286206.0,Trhovdcrqxthcnbbrvdob,2.0,Wyndham Worldwide,4.0,United States of America,1-653-504-0712,16.0,390.0,O,6.0
Wwi7735,UKXAT,Newfoundland,C,1053231.0,M,153656.0,Fviodsrylzqxraxioqleo,1.0,Broadcom,4.0,United States of America,,58.0,707.0,O,8.0
OJF7736,dbdoqsilrfcdupggitpkvhybldnpkjhmkarn,Saskatchewan,G,,M,379503.0,Sgzipqh,1.0,Aramark,1.0,United States of America,1-388-567-1492,58.0,368.0,U,2.0
Czs7737,Uojulktpnfxloorioipqxhqwsb,AL,r,3885299.0,M,19124.0,VLTBIX,2.0,Aventine Renewable Energy,1.0,United States of America,1-801-318-0082,21.0,534.0,O,5.0
Zpa7738,GBMBNKNAUUHMFJFEQNTCBMYKAXVPREBJXPVSASRNGVGFLVULZLKZKACREBUFAQQBBAY,MT,,895008.0,D,44001.0,lxsuouepduoidrjsneub,2.0,Humana,5.0,United States of America,1-280-292-5628,66.0,379.0,O,9.0
Icx7739,Kmyegtrbw,MT,,101325.0,,461564.0,Yczdgngm,3.0,U.S. Bancorp,3.0,United States of America,1-075-286-5992,92.0,305.0,O,5.0
jmm7740,VWVVRWRGIWWWKOMBSUMUFEVZIHAKGIQIHHEAAXFAEZMMC,GA,,1279719.0,M,313750.0,Kgqiqsawtbkpgsrsswfadgenvkxxc,5.0,Analog Devices,3.0,United States of America,1-426-228-4128,38.0,417.0,O,1.0
saz7741,Tmkfklxmjgctanxysefncpqamqeselzmfpezrwabi,MT,h,3779634.0,D,78185.0,PYKDTNCFODSNR,4.0,Superior Energy Services,2.0,Canada,1-393-250-1404,,536.0,R,9.0
