prospect_gncd,prospect_ct,prospect_ddrssln2,prospect_crdtrtng,prospect_wnrrntflg,prospect_ncm,prospect_frstnm,prospect_nmbrchldrn,prospect_ntwrth,prospect_mddlntl,prospect_mplr,prospect_cntr,prospect_phn,prospect_nmbrcrs,prospect_mrtlstts,prospect_g,prospect_nmbrcrdtcrds
Hjn7617,Honolulu,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,766.0,O,168309.0,Krjcfgq,4.0,695307.0,,Universal Health Services,Canada,1-188-554-1671,1.0,M,36.0,8.0
CYP7618,Cleveland,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,521.0,O,322765.0,Fxmpengjsaf,4.0,3238398.0,D,Time Warner,United States of America,1-168-215-2223,2.0,M,31.0,10.0
KPN7619,Livonia,QTWXYHMLBYQ,306.0,O,311253.0,Eobtk,5.0,1213578.0,h,Sealed Air,United States of America,1-228-022-3056,1.0,W,55.0,7.0
Vbi7620,Little Rock,SDEAIMDWRSKXTFCPHWF,411.0,R,140296.0,Abahrdfcbtscoblhaovnjkbx,5.0,103708.0,x,Sprint Nextel,United States of America,1-926-766-1124,5.0,W,66.0,9.0
ehb7621,Halifax,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,,O,439984.0,bhephgijqbu,5.0,1086081.0,,,United States of America,1-538-797-1948,1.0,M,22.0,3.0
TMQ7622,Peoria,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,702.0,O,454011.0,KECNVVPGTOXHIGOUAWLHU,0.0,1349626.0,C,Quiksilver,United States of America,1-627-234-0841,5.0,U,51.0,8.0
Lsb7623,San Jose,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,842.0,R,191541.0,xppmtvztaifqynlbmofxonnus,5.0,1083092.0,y,Valspar,United States of America,1-876-492-0782,1.0,S,26.0,1.0
Dpz7624,Charlotte,Lhwkvadxwcjobcggyuighvqlcm,528.0,R,,kzntoukktuqqfuyeo,1.0,1662799.0,u,Timken,United States of America,1-436-946-7319,2.0,U,100.0,0.0
Zuj7625,Hilo,,300.0,R,,TDRLAQZARCGRAMDDMCWP,3.0,3548540.0,,,United States of America,1-281-780-2897,3.0,W,13.0,5.0
Jqk7626,Yonkers,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,752.0,O,269215.0,shbaeyxyrjfietruntrdeyqkc,1.0,881414.0,,Occidental Petroleum,United States of America,1-421-286-4139,2.0,S,11.0,7.0
ijb7627,Modesto,Alukohji,303.0,O,193126.0,Zururxrihusergiba,4.0,1712200.0,,,Canada,1-908-354-2709,0.0,M,62.0,0.0
NMO7628,Louisville,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,418.0,O,462618.0,QZLCPVRKZMTENMREVZT,5.0,847446.0,U,Massey Energy,United States of America,1-466-560-2530,3.0,M,13.0,10.0
Tef7629,Eugene,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,667.0,O,212026.0,dvbflygvxrizbclmqwoajkvnzoufc,3.0,344294.0,,Weyerhaeuser,United States of America,1-578-686-8082,3.0,W,23.0,4.0
Sdj7630,Buffalo,Kxxipkohacffav,441.0,U,371024.0,mtnubdnrdoivcuqmapqhtvzkixw,4.0,1534879.0,Z,National Fuel Gas,United States of America,1-166-077-1436,1.0,D,51.0,7.0
Pbr7631,Santa Fe,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,471.0,O,235810.0,Nzljqsbgutsixlosfedpmlzl,2.0,3897101.0,,Pep Boys,United States of America,1-535-320-1881,3.0,U,2.0,0.0
Ice7632,Springfield,onxyyslcmbyxpfjuykowqpwqi,701.0,O,347270.0,Ealrdsynhtadihmsl,,3064442.0,,Neiman Marcus,United States of America,1-633-495-6478,2.0,W,,9.0
ZWG7633,Anchorage,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,323.0,R,399212.0,xfjdwfentojva,2.0,2016524.0,,BlackRock,United States of America,1-398-680-0278,5.0,D,82.0,1.0
Evw7634,Winnipeg,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,846.0,O,439561.0,Zvowaelneuhpxzphpvtgvfz,5.0,37745.0,,McGraw-Hill,United States of America,1-185-976-7770,4.0,M,94.0,10.0
Lhl7635,Waco,Krdmgygwnziumjdtybwyw,850.0,O,29980.0,fmdcjzjekrwrirumyvfuqnnkxzr,4.0,503752.0,c,Family Dollar Stores,United States of America,1-490-238-8219,3.0,M,16.0,8.0
LYB7636,Stockton,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,,U,28693.0,Ohetzpmilrphnhnasiisaypdl,5.0,2115180.0,N,Teleflex,United States of America,1-891-741-2112,2.0,M,43.0,
Ijb7637,Boston,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,564.0,O,106794.0,VAUWGMVOILXNGKB,2.0,839222.0,x,,Canada,1-849-918-0984,1.0,M,76.0,3.0
Zhf7638,Memphis,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,558.0,O,340598.0,Tnwgmuvaaqmxskkyqnvrmnmul,5.0,1851334.0,,Imation,United States of America,1-426-168-3142,3.0,S,0.0,4.0
PYU7639,Sydney,Bfntmkesgyjkjrgttbtdncoumqhmnxy,417.0,O,490597.0,mtovrkjvtfkennjujgpegknnck,,1348251.0,r,PPL,United States of America,1-757-910-8931,1.0,U,33.0,0.0
Iku7640,Shreveport,,487.0,O,499685.0,Lwxdv,2.0,2722392.0,F,Smithfield Foods,Canada,1-468-325-0119,2.0,U,62.0,6.0
HBZ7641,Modesto,Bnbfbxvqxtngv,639.0,O,62285.0,Ftvuzjdzocqmcoxvrbqcna,0.0,1785161.0,,Macy's,United States of America,1-383-310-7894,2.0,M,8.0,9.0
Pco7642,Hull,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,625.0,O,320885.0,Hnbgeuii,5.0,2823578.0,,Torchmark,United States of America,1-353-727-2029,5.0,U,4.0,3.0
Ybv7643,Yonkers,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,,O,184669.0,Fykbowmpxpbb,3.0,2123972.0,,Herman Miller,United States of America,1-028-849-5461,5.0,D,39.0,1.0
Rim7644,Atlanta,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,,R,126989.0,Ruagwhiorgizpmbphjerywjrr,0.0,112782.0,F,Kindred Healthcare,United States of America,1-480-785-4021,0.0,S,90.0,3.0
gnf7645,Hayward,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,460.0,,48144.0,teldp,4.0,248311.0,,Arch Coal,Canada,1-443-132-4138,1.0,M,7.0,3.0
Wxp7646,Savannah,Mbxglsrssswfglfkjrjmedkyvtchipxrc,793.0,O,377787.0,Tmhxnpfgyifx,4.0,3719851.0,C,Whirlpool,United States of America,1-143-020-1234,5.0,,95.0,8.0
Dxh7647,Fullerton,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,821.0,O,323782.0,Fpchjcvsrkakkqqsojokdrg,5.0,1920385.0,N,Arrow Electronics,Canada,1-475-304-3486,5.0,U,59.0,8.0
Aqo7648,Overland Park,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,,O,31880.0,Heiehcgec,2.0,576903.0,,Rock-Tenn,United States of America,1-677-882-6792,3.0,S,13.0,6.0
fen7649,Alexandria,Eymghd,643.0,O,390190.0,sgapkfrztiyyayezulvi,3.0,1855037.0,s,R.H. Donnelley,United States of America,1-151-067-7411,5.0,D,58.0,8.0
CMQ7650,Fort Collins,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,817.0,O,413821.0,Nohjtayoycptngwoitqzhmuf,1.0,2954046.0,,Pall,Canada,1-645-553-4591,4.0,U,67.0,2.0
Yhb7651,Santa Fe,Vqdxskijczxliokh,702.0,O,301451.0,QIGFYQTIPFYCR,2.0,952096.0,,Burlington Coat Factory,United States of America,1-670-793-5351,1.0,,68.0,10.0
mbw7652,Simi Valley,Fclwsu,409.0,O,5888.0,evwjgjrsttnkbmhmmrswodkvwdqo,0.0,3382998.0,L,Forest Laboratories,United States of America,1-049-843-6473,1.0,D,17.0,2.0
xas7653,Mesa,HEAVOVI,617.0,O,254404.0,SMOQFUQUOWABMRDKJPFC,2.0,3772196.0,Y,Moody's,United States of America,1-739-185-6579,2.0,,44.0,6.0
MKM7654,Simi Valley,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,,O,290984.0,Jzwgkirmjeznhbniytvkxnhhar,0.0,3180080.0,,Fidelity National Financial,United States of America,1-215-295-5893,3.0,M,16.0,5.0
Jgi7655,Charlotte,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,756.0,O,441847.0,IMPCDEPQTVPBRBNJNLWAPSYUW,5.0,3971412.0,,Amphenol,United States of America,,5.0,M,27.0,
Mwv7656,St. Petersburg,Qyixsrnjoebdnlfllhogyogxucqdulld,484.0,R,373240.0,Ewwyolurheysjpusipgrmydspux,4.0,1488210.0,,Int. Business Machines,United States of America,1-515-341-8405,2.0,D,59.0,5.0
YOY7657,Washington,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,589.0,O,461444.0,Indhpnqswpoplupdlejxhjm,4.0,2621373.0,,Int. Flavors & Fragrances,United States of America,1-249-978-7278,1.0,S,8.0,9.0
Gja7658,Tallahassee,Ukwllcghntgqugnsgvuipavrllepqrfbbf,380.0,O,255072.0,Dahur,4.0,1021949.0,,Gilead Sciences,United States of America,1-471-716-6210,1.0,S,98.0,0.0
rcx7659,Mesa,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,541.0,R,255019.0,JLZXMAOFICNNT,1.0,2444319.0,E,United Rentals,United States of America,,1.0,S,35.0,10.0
IPA7660,Portland,BPENSONZGIJMQPDRWDCT,474.0,,330718.0,Rvrfuknkgeyb,,362567.0,V,Convergys,Canada,1-982-617-1421,1.0,M,57.0,7.0
rbj7661,Las Vegas,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,685.0,O,245130.0,Ruihhbkdjniajgrvwos,1.0,462234.0,b,Mueller Water Products,United States of America,1-068-568-6056,2.0,,69.0,4.0
ebw7662,Sudbury,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,363.0,R,19691.0,Gkirgeljoajnkshohjinbooco,3.0,3936622.0,U,Shaw Group,United States of America,,4.0,M,33.0,10.0
SQY7663,Sunnyvale,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,605.0,O,13490.0,cgqpaxicnbhaaufmao,1.0,2116904.0,,Energy Future Holdings,United States of America,1-772-155-4468,1.0,M,33.0,9.0
nqw7664,Birmingham,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,394.0,,90333.0,beidygiakhaztngnhqsrjhxs,4.0,63883.0,i,PHH,United States of America,1-551-833-6226,4.0,W,1.0,6.0
Fyz7665,Orlando,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,812.0,R,210200.0,XXILDDNLYSINLOGZNXHQKGLMEAR,2.0,2747738.0,,Simon Property Group,Canada,1-894-068-7775,0.0,U,19.0,6.0
Hds7666,Albuquerque,Jtiwqtllu,688.0,R,195318.0,MLHCHSATXNEQIRSMEHAM,3.0,938329.0,J,World Fuel Services,United States of America,,3.0,M,63.0,3.0
ksz7667,Nashville,,808.0,O,486627.0,Qqgzzbefkm,5.0,976093.0,s,Andersons,United States of America,1-942-682-4165,5.0,M,27.0,9.0
Wzm7668,Akron,Vwhjqdpbsxgifvj,492.0,O,142918.0,qdjedjylsojhngornkkgmozdbb,4.0,2031908.0,,L-3 Communications,United States of America,,,,12.0,1.0
Xna7669,Lubbock,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,734.0,O,243364.0,Vszkppbmlhgmjgeiss,3.0,660066.0,N,CACI International,United States of America,1-316-836-0322,4.0,D,26.0,6.0
ugr7670,St. Paul,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,579.0,O,208343.0,Yizitnh,5.0,2777991.0,,M&T Bank Corp.,United States of America,1-746-466-6593,1.0,M,2.0,7.0
Qao7671,Columbus,Oivxztihdxtiymll,410.0,U,26787.0,Jkrhfalisxualvrritesxm,4.0,3148815.0,a,Family Dollar Stores,United States of America,1-306-508-0916,0.0,M,34.0,10.0
MXH7672,Abilene,GRBTZCPWVAXIEDLFBP,743.0,O,190609.0,Hfhsubkrpir,4.0,3714775.0,G,Medco Health Solutions,United States of America,1-049-405-9872,0.0,D,86.0,7.0
KQU7673,Biloxi,yrwbeeazafrlhgevuujdmoayhrrtit,431.0,O,,Htbblpuiuynkio,,2203195.0,J,Crosstex Energy,United States of America,1-539-901-1797,1.0,M,47.0,9.0
bxn7674,Cincinnati,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,805.0,O,,odfxd,0.0,3708645.0,,Reynolds American,United States of America,1-976-507-8347,0.0,M,73.0,4.0
Opu7675,Tulsa,KRQPTUJPRRCYHLEFKBCWUOAXGKRYBUTSHGOFAQEMQCWGXIWW,688.0,O,453308.0,Znewofyktnzry,0.0,2954852.0,,PolyOne,United States of America,1-902-376-9596,1.0,U,83.0,9.0
Ceo7676,Oakland,Gctrmgbnlmfrattklbjkwupgkxtscugwoybzjiqavnuiogkphnmoncsdbgcympwkqtukzmqxhyjtp,483.0,O,251108.0,obgrwipkwotv,,2421534.0,,"Toys ""R"" Us",United States of America,1-532-161-3458,1.0,D,99.0,1.0
DZH7677,McAllen,Nsmcvnmewdvkoyxccrpbtnbmgcreuikqnhcdpnzksidrxizgqe,844.0,O,128853.0,llbtndfaert,0.0,941243.0,,Sonoco Products,United States of America,1-943-745-8094,0.0,U,49.0,7.0
Ocd7678,Laredo,Cdfhriutpkdafvnqaknxfagsycyedqxsyrtsazbklpawywxjscoudkhdxwwzojcskidtubekfgfh,436.0,O,486933.0,Vowvlsbsbfokxbljqxz,3.0,3133101.0,,Newfield Exploration,Canada,1-162-078-3859,3.0,M,96.0,5.0
Uyj7679,Fort Collins,Legbseyxfoglxjxwhgjzrgtwehtybppbbturfyjtw,336.0,U,306545.0,qafdyn,2.0,2070834.0,,IAC/InterActiveCorp,Canada,1-881-265-1012,5.0,D,12.0,3.0
mhz7680,Sudbury,frxttcqtwmvcozbcgkzuhtqlxixybzxntwbuywlcvboycczpyxcp,688.0,O,7682.0,aqococfdutcrxipsdiizyfbigy,1.0,2617194.0,P,MGIC Investment,United States of America,1-781-682-4447,1.0,S,75.0,1.0
Sft7681,Simi Valley,hkoyjtywhpdhr,581.0,O,280763.0,Radeyutyf,0.0,2752340.0,,American International Group,Canada,1-716-288-6722,3.0,U,29.0,9.0
gza7682,Berkeley,Mcukytevbntbtojyvvwfhtehrjkmqxqkainho,670.0,R,296945.0,ockmjwrdbkxoaemodyftxmjcl,2.0,2611991.0,,Health Net,United States of America,1-407-712-3659,1.0,,4.0,6.0
Rem7683,Santa Rosa,Upjgbbciatadkkxsnnqbhrckqcwhvmrnixiwvfosomwpzipmndogviptcaejebeyto,671.0,O,176399.0,MPCHPTTYJUWERHWMHALH,0.0,3965576.0,,Mueller Industries,United States of America,1-747-143-2305,0.0,U,100.0,5.0
cko7684,Mesquite,Jfwccnzmfbvapnjdqjthwagblnpiorcwdgqdewyr,352.0,U,97252.0,Duhgkwcceehrrqvnnirv,4.0,3550405.0,b,American National Insurance,Canada,1-522-074-1862,3.0,U,45.0,10.0
RLN7685,Regina,rjxzamoqpqhaaaxieysyexzcjsydrkljzlwqrahuyziejjjlrowthbvdeiyznzoauevkfgcwwdf,317.0,O,320588.0,Rpmqztmrghojzbyqnivxceyuiha,2.0,1566093.0,,Morgan Stanley,United States of America,1-867-195-7669,3.0,S,63.0,10.0
Qjl7686,Worcester,Vcuqoxpqiagdsjlrlqdhdbwfvdyyehvbhxotjyaehcjzdxigaiwokkreeir,809.0,R,18284.0,YTNSVR,2.0,1944507.0,R,Halliburton,United States of America,1-272-128-3403,4.0,,35.0,6.0
YNL7687,Iqaluit,Lzqpctubshjhbonplyvbkpvwaiklmxnoxbvdthmysxujjhrsjhtpiqcgvewteibauxmteqkccfjetjcr,704.0,,,xgayrgnjhvearxja,2.0,3250645.0,w,MGIC Investment,Canada,1-174-194-8365,0.0,S,61.0,5.0
qpi7688,Little Rock,dbbiipgceoxrelirr,411.0,O,80228.0,AJSVULACHMZKBAEN,,2806218.0,E,United Services Automobile,United States of America,1-067-296-1708,1.0,S,43.0,2.0
Xxi7689,Santa Clarita,lwkuslewwpqlmqtkxlfnaaloqcougorfnnscaqzzobrargrnzztbcocqahhkqqf,431.0,O,39672.0,fubtbkexiuaacw,3.0,2826399.0,C,Spartan Stores,Canada,1-688-092-7664,,U,98.0,4.0
axi7690,Chicago,Whwhamkhcfwxwwdzlfcnrqajwcfczohlpahjoykdulkwozthxvs,362.0,O,225036.0,Lygmiirioggkj,3.0,91147.0,,Moog,United States of America,1-784-445-0301,3.0,M,84.0,4.0
Wqd7691,Irving,Ydjnahnxjekwwvlbedwtqekyuhomxxrwyjdcurodxdrpbqyicvnycoz,532.0,R,224427.0,Xtslyxwajneuihyndtpz,3.0,1036928.0,,Century Aluminum,Canada,1-773-485-4247,2.0,M,,4.0
jur7692,Ontario,Aphldmruwmbvrajtjkcnjadcaadjovfmwhcu,442.0,O,123153.0,Fmeifzrxyvgil,4.0,2406965.0,g,Hayes Lemmerz,United States of America,1-528-873-2585,5.0,U,18.0,3.0
NBX7693,Stamford,qroliyuwlwkuquhoobibbvfubyjkpbqxuszyintthawnjjmrll,677.0,O,,Rugvrsjeadcummqftfmb,1.0,3588199.0,t,EOG Resources,United States of America,1-952-933-5053,2.0,S,14.0,10.0
Naf7694,Victoria,Gygrsb,565.0,O,353487.0,RAVHHLPXNYMAOCOVOWXKHPS,2.0,,,Dresser-Rand Group,United States of America,1-882-237-0765,4.0,M,22.0,8.0
bzc7695,Brownsville,Yiaduiiz,365.0,R,145794.0,eaxqrdredlfrhooq,1.0,2896930.0,,Sealed Air,United States of America,1-762-453-2464,3.0,M,7.0,5.0
Pmo7696,Bellevue,Fudfpqtgptlrxzduhykgxruxmidsscscoxfjnhnmdatvmkeldfqaqyarmbiicwnkzenypfzwsurnn,406.0,O,142515.0,XLJLRWZ,5.0,312676.0,,Blockbuster,United States of America,1-129-593-2017,3.0,W,97.0,5.0
goh7697,Baltimore,AKNKOVOODFQXYTMPKDDTGBXOVJMTLKQQLIZPTOKLZUVJGUZVADSDVAOIHDTP,774.0,,414775.0,Wwqsseqcbmteqjub,5.0,16279.0,z,Owens Corning,United States of America,1-779-145-2680,0.0,U,49.0,3.0
Jfb7698,Cedar Rapids,NXFOMKMOB,718.0,R,125271.0,Qdakvyntptkywsqpy,5.0,1536113.0,I,Robert Half International,United States of America,1-770-255-3860,2.0,S,25.0,7.0
Hao7699,Huntington Beach,Qadpqpabca,588.0,R,,Fhpdqgmswyxgqjhe,,184474.0,,Wesco International,United States of America,1-336-236-0201,4.0,M,99.0,2.0
Dwo7700,Cedar Rapids,IVLIDMMKUPBUAMMTZKKODCMSJIQFPAGHZSCIITYLLMSFTLFFGFLMGYPUMES,764.0,O,93761.0,Fyetnnttkqoewqijbggbvrkxdg,5.0,2971869.0,O,Dana Holding,Canada,1-185-085-5742,1.0,M,44.0,5.0
RJA7701,Los Angeles,Usvdhflkxslnbtzzisdzvrtxahojfubansszmyjicqoxxv,,O,397902.0,ktggcdbzntnxuxsiosyqegcesu,1.0,2256728.0,,NBTY,United States of America,1-957-033-0510,2.0,U,96.0,2.0
Lph7702,Milwaukee,Slztmsoqjhhpzvtlgmxdagfuspobctdtmqidtayndzcwufilvguwnazchjpowkypgjwlgoweuez,657.0,O,123538.0,Yzurhpzqfcwgkwsgrkjzithjnksa,3.0,2127026.0,,Eastman Chemical,United States of America,1-485-740-9640,4.0,M,88.0,8.0
Rfk7703,Detroit,,769.0,U,118013.0,Qijmex,2.0,3476485.0,,Allergan,United States of America,1-459-114-0867,3.0,M,33.0,
RFU7704,Nashua,Jeppnwgsxehnwtfwftgi,776.0,O,45737.0,WDJNJGKCNRPTUNIQNNBBNN,5.0,908035.0,U,Global Partners,United States of America,1-671-499-0522,2.0,M,8.0,7.0
TQH7705,Minneapolis,fqsptuwgigbkjzqlzpcavlfufvyayzyjxpkejyntcxx,343.0,O,456999.0,Wjfwmudjwwybmmiubeqybeeniystl,0.0,,,Fluor,United States of America,1-817-903-4786,2.0,U,55.0,4.0
Bbc7706,Columbia,proypfxamoqniedghhqcbhnoljrpkdejieltf,568.0,U,326910.0,PMWXCRMVYFVJX,4.0,3054149.0,,FedEx,United States of America,1-099-914-5598,3.0,W,43.0,5.0
Yoj7707,Garden Grove,Npryiyyucfjewtwffepmnkekuhubxqojvkpcglhfauktnjnttzprxagtflktxlasidrhsqjhwvlzaybx,830.0,O,166536.0,luklinfqmglorhokwtwvhgqhmhxisf,0.0,,F,Polaris Industries,United States of America,1-102-019-9878,2.0,S,75.0,5.0
lvh7708,Norfolk,wdwypgswmghpomebfxyzdsvrrmzejobbmlnocvzpjtjngis,812.0,R,337347.0,Mmxepsmk,4.0,248269.0,,Torchmark,Canada,1-873-941-1147,3.0,,66.0,6.0
Zpr7709,Salem,Qbjvbdhukolhkvblzlpqvhoidbsxhjjidxewmpmeyviumfaknanhkawkqkicst,489.0,U,41345.0,Ixsoib,4.0,1203267.0,,Alliance Data Systems,Canada,1-710-953-4977,2.0,U,58.0,6.0
LMG7710,Saskatoon,Abgxbgumkxdgtfxdnipqahoppnvqtycloripcjpwav,845.0,U,370209.0,Cwurvdjbmuxtioeqbpk,1.0,3704743.0,,American International Group,United States of America,1-789-825-2857,5.0,U,29.0,9.0
WMF7711,Boise,johelumobsdscjxtegwoqf,735.0,R,343016.0,Jhnamxkltxicm,4.0,3673540.0,,Mohawk Industries,United States of America,1-179-937-7265,0.0,U,28.0,0.0
Qov7712,Irvine,RVREJBODDAQMNNKSVFCRGEEGYRFCHGQKZIJAMSVQCZSQXIKMEHHFOVJHJQFGKIOHOUNFHENWBEATHG,615.0,U,186990.0,tdbtkqtfzcnjridma,3.0,982779.0,,Vulcan Materials,United States of America,1-596-337-6757,4.0,D,93.0,4.0
Vkp7713,Washington,fviktddqlpzaihbnirmlzugjucssebcgjqwk,,U,46562.0,njcdtc,4.0,2778471.0,,OfficeMax,United States of America,1-512-224-7078,,W,17.0,6.0
SST7714,St. Petersburg,MHHPNLYPKALRGEU,769.0,U,98412.0,OMBIVJDP,5.0,2585134.0,P,Michael Foods,United States of America,1-552-735-4638,5.0,U,98.0,
Fuk7715,Torrance,Szdfmvhiydvlwhpmpetcnqcwscvrnbaih,406.0,O,436056.0,ITHLHECNZJLMPKFUHWZCVMIZPUWUXZ,4.0,3591627.0,,Vulcan Materials,United States of America,1-127-805-3262,5.0,S,38.0,10.0
Brz7716,Warren,BTXEJWXBNTKNXZHXO,586.0,O,36008.0,Erjrxnjctmkhgqwpjzuylkf,1.0,1819561.0,,,United States of America,1-985-423-7255,3.0,U,44.0,0.0
Faw7717,Oakland,VJIXJQFCUTCUXUYATRICWNQEXFDOKVULJGBBLWBGAYQVJQEAREHYVLEKWJRBNN,630.0,O,417402.0,Ijqvmftaeaoeiycxxi,0.0,2857056.0,,Unum Group,United States of America,,1.0,M,27.0,10.0
Jtn7718,Hull,Lyljat,533.0,O,273535.0,lrntptwvbrtnvwdquqpsx,1.0,1393892.0,,Domtar,United States of America,1-019-900-0927,1.0,U,94.0,7.0
too7719,Boston,Qabwlgqrbidnenyyuvbgrhhvvrgw,328.0,O,445562.0,Ouzxts,2.0,759096.0,,Sentry Insurance Group,United States of America,1-055-674-3126,4.0,M,,
Kcd7720,Modesto,lqixcaatrhjqjovgxa,753.0,O,226333.0,Cxogpjlizzckvntqnvns,2.0,2288668.0,,Constellation Energy,Canada,1-539-727-9817,4.0,M,60.0,9.0
Yhh7721,Grand Prairie,Ekuhwjayuxqperlxnlmrymdmwtxaflbhscqyncomfhwbxhbgjolmyxmxwmnplizhomhjceuxbntzlxvn,512.0,O,,Piqrxkifkii,3.0,3580824.0,,CSX,United States of America,1-125-903-5459,3.0,U,48.0,10.0
Adu7722,Phoenix,BTVDHAKTATGCRSNLNJIMRNEKOCW,432.0,R,,Bflmgwcfmker,3.0,1681450.0,,W.W. Grainger,Canada,1-591-506-8069,5.0,D,36.0,8.0
Kwx7723,Lincoln,Rrzywqvopgjspxdxcvbavgnmfzwgrqwccgvekosmpedjjojxvpdennlhtb,323.0,O,271054.0,Gjxszyfxpweic,3.0,1592047.0,W,Kimberly-Clark,United States of America,1-131-877-8296,5.0,,67.0,2.0
uzl7724,Shreveport,anaeppkooczdbqjqbkncsjyigtdewzxxmwdxwigprimlifrikliqaffedqqvcdfwmnzkfzavdkxa,714.0,O,64626.0,Bjobwdoxutojkprezhmpqibkxthznh,4.0,3596545.0,,Henry Schein,United States of America,1-716-805-3703,3.0,U,63.0,10.0
UXY7725,Warren,Stltlktrzkoxogdnbkblwqfmeakmysqhlfzqcfhvuizenxftt,730.0,O,463945.0,Nesaxzxlulmhmoxztefdk,2.0,3093246.0,C,State Street Corp.,United States of America,1-506-286-3588,5.0,S,55.0,7.0
FRU7726,Erie,Rerwaixnthnmubexctjvtjfcyxbgybbnktinjlsedjzli,346.0,O,159731.0,DHICXMQRMKABXBTFUBDUUJDI,,3867919.0,d,Quanta Services,United States of America,1-427-982-9005,0.0,M,4.0,5.0
Bjx7727,Fargo,dwchwkksmytmabvhrtrjksknavvfiiipophpbzkcxcrkbvkylijdjyvteuurdprxb,,R,190805.0,Sfdjitmusbmcjxar,3.0,3245961.0,,Marshall & Ilsley Corp.,United States of America,1-669-946-1808,5.0,M,92.0,1.0
zkp7728,Wichita,bytlgbvuqbpxdyxtlsfiowxxcobig,818.0,O,43888.0,BROVPAASJ,1.0,600366.0,,Oceaneering International,United States of America,1-936-581-5888,1.0,M,93.0,7.0
Lbo7729,Mount Pearl,Xfuwlnffqpdtapbkklpohkpwqsumdeulnwpwxhdzwchksififvwsrkhnsclnewjhp,623.0,R,34137.0,pntucfaekdacxehx,0.0,1738979.0,u,Raymond James Financial,United States of America,1-740-256-2368,0.0,S,87.0,4.0
TFP7730,Mobile,QVCJYXTAFGUAOIOXDMBDBDERUGMAOIVLBVNVVWLXXETPF,742.0,R,196885.0,Yuvfvyhmgf,1.0,454564.0,r,Valspar,United States of America,1-559-799-0991,4.0,S,44.0,5.0
XKQ7731,Phoenix,Ckzlfaxlugy,378.0,O,206705.0,holps,1.0,3912268.0,v,Live Nation,United States of America,1-287-631-2055,0.0,M,95.0,9.0
