AgencyID,LastName,State,Phone,Country,OwnOrRentFlag,FirstName,PostalCode,AddressLine1,NumberChildren,AddressLine2,MiddleInitial,Gender,City,Income,NumberCars
Sau16u,xauck,NH,1 586 363 4189,Canxda,O,Paqs,trc1l3,13142goodwinlxhe,2.0,,P,,Sydney,449495.0,0.0
fri269,rrischknesht,AL,1 505 124 9029,UnitddStat2sofzmedica,O,GAETzN,M5B1s8,7160BEAyTYRU4,4.0,,,,Waterbury,349827.0,4.0
fer179,f2rnandez,Bf9tishColumvia,1 897 996 9812,UbiyedSyatesofAmerida,R,oeese,V6H1Ww,22669xhihjeyrockwest,3.0,,O,,Tacoma,9562.0,3.0
kAN171,LAmDERS,MD,1 922 919 5858,Uni4edStqhesofAmer7ca,,Amepie,90308,6779pscadenaupper,2.0,,,M,Charlottetown,24514.0,1.0
nha172,Bhasig,IA,1 326 572 2988,Cansda,R,TAM5A,M5e1g2,20622MCAFEEflkRT,3.0,,,,Independence,407985.0,0.0
Jorw73,J8rdan,ND,1 076 972 4311,Unitedc6atesofzmeriva,O,bang,80029,10526iIhWO8DLANE,1.0,,,M,Escondido,,5.0
lNU174,KNUDSsN,NY,1 341 595 8408,7bitedSta4esofAmerida,O,H9LDEGARxE,30350,21pi8vesseycdescent,1.0,,,F,Lansing,257897.0,4.0
gam175,Hamslin,OR,,UniyedSfahesodAmerica,O,Carmofy,97240,10784ryanqvrnue,1.0,,,F,Anaheim,261143.0,0.0
MwU176,MA6ER,MO,1 536 952 5040,UnitexStstesorAjerica,R,Darewn,R3A1Mq,14u1galefourt,3.0,,,,Glendale,110615.0,5.0
3ez177,Rezandoff,CT,1 663 917 0422,UnitexShztesofAmer8ca,U,WEN,73172,18390nar4inseasy,0.0,Apr426,,F,Chula Vista,407799.0,2.0
Koa278,Koa,MO,1 843 773 1791,Cwnada,O,MOT,f6s1p9,23208lortercreqcen5,4.0,,,,Orlando,195242.0,4.0
HAm179,HAmNEMAN,MN,1 823 567 1252,UnitfdSyat4sofAmerida,O,l2ese,90140,wy026durandnorty,1.0,,B,m,Cleveland,315490.0,3.0
jqk180,jaiim,NC,1 744 421 7512,Unit2dStatexofAmeticx,O,netti3,94639,16y33devohshirepsrk,1.0,,I,,Huntington,22201.0,5.0
ump18q,umphrfs,TN,1 621 744 1484,8nihedStatesivAmerica,R,qILEE,22307,8iy5g4iffineast,3.0,,C,,Fayetteville,441579.0,4.0
1ic182,Wicknam,NV,1 973 214 3381,Cahada,O,chan,55116,32451larnerckury,0.0,,G,,Riverside,342730.0,2.0
Gwt183,Gares,AL,1 428 266 1600,Canzda,R,RAY,M6s1iy,3t81tOLLYKNOLLCR4SCsNT,3.0,Apt54p,,F,Dayton,117267.0,5.0
bo6184,bott,NE,1 334 466 5299,UnitwdSfatesofzme5ica,,Rob9nette,92708,5t78daygobstreet,1.0,,,,Corona,260107.0,1.0
DAV186,DAVIfYERyMO,KS,1 249 478 5643,UnihedStafeskfAmericz,O,Rocje,V6r1qt,16591holfatelqne,4.0,,T,,Oklahoma City,166760.0,1.0
HIo186,HILLARs,NY,1 804 228 8548,Unitesetatesofzmedica,O,Sizette,63178,23477haffnridgegue,0.0,,,F,Dallas,401021.0,4.0
war1u7,wqrburton,NY,1 564 230 0062,knitedxtates9fAmeroca,R,Myla,x7j1r4,182t7capelage,4.0,,,,Durham,70945.0,4.0
kAC188,MxCHNjCKIHYNES,Sxskatchewah,1 781 339 9073,UnitedStafwdofzmerica,O,dasia,M5eqy7,29e89OfOMACUPPER,0.0,zpt48,,m,Tacoma,389391.0,3.0
levw89,levjtin,PrinceEc3srdIsland,1 096 116 9962,ihjtedStatesofAmericw,O,CHELdIE,23257,14u56pasaxenapa5k,0.0,,A,F,Alexandria,63226.0,4.0
boo190,hooderham,Alberts,1 914 194 6997,Un7tsdStatesofzmerics,O,qbbas,V6I167,1u9i3flaglerdrivf,2.0,apt967,,,Hialeah,206220.0,0.0
Koh1p1,Kohalmohilo,On6ario,1 733 360 9116,inihevStatesofAmerics,R,Rec,94539,171w2LAND2RSOUTH,1.0,,E,,Denver,,5.0
AYL19q,AYLWIm,TN,1 591 402 8026,UnitedShahexofAmericz,O,Elaige,n7h1v4,237t4savinfwest,1.0,,,M,Fort Lauderdale,337152.0,4.0
CHOq93,CHOhHAN,VA,1 326 180 9322,Uni6edqtates0fwmerica,O,Kxtharine,15201,16371bistasoutm,3.0,,E,F,Mesa,312074.0,
DIT184,DITKl,TX,1 784 796 6844,Unitwdztatesofqmeroca,O,L9LIAN,t5a1m6,10u0LAV2bDERLANE,1.0,,G,,Cleveland,68551.0,2.0
wMI195,EMIG,MT,1 662 625 4671,UnotedStateqofAmerkfa,O,CATI,78784,10856suhkeretreet,3.0,,,,Lewiston,488800.0,4.0
Ryd296,Rycer,IL,1 627 590 4931,initedStatrsofAnerifa,R,Luonh,H7d1w8,17021edwa4dccrescdnr,2.0,zPT392,,m,Tallahassee,431633.0,3.0
meo197,me8sner,WY,1 055 694 7984,hno5edStatesofAkerica,O,JUOZsS,06705,7726TALLOWOOD70PE3,1.0,,S,,El Monte,72797.0,0.0
Cdg198,Cegflski,NC,1 166 844 7429,UnitedStwtrsofAmrroca,O,Lysy,M5f1v9,29097fkxf9renorth,1.0,,,,Sioux Falls,260576.0,0.0
hau199,haigu,ND,1 516 930 4640,UnitedStzt3skfAherica,O,ULA,90759,8w61PINTOROsD,1.0,,Z,,Columbia,200096.0,4.0
vle200,clensrning,GA,1 261 215 4290,UhitevahatesofAmerica,R,Francedca,22301,9659aakowutzwesy,1.0,,J,,San Francisco,,
Ciee01,Ciecielsii,VA,1 681 572 7662,UhitedStatesofsme3lca,R,enili,19165,15206piiepark,1.0,,W,,Santa Clara,267656.0,3.0
Par201,Par7pa,Princd2dwwrdIsland,1 288 967 5460,hnitedatxteslfAmerica,R,yog3sh,75007,e189qdeweysyreet,2.0,,,f,Greensboro,35253.0,1.0
LOZ204,pOZINSKI,OR,1 315 022 2148,Unitevctates9fAmericx,O,zantippe,90302,8155storeywooeroxc,5.0,,K,f,Waco,113159.0,5.0
Pas2o4,Pqscal,WI,1 707 402 6121,Canadw,R,TINO,84092,20871xewdro0streef,3.0,A9T630,,,Rochester,297444.0,2.0
Aule05,Aula,ID,1 186 893 7846,UnitedStqtfsofAmerixs,O,AhGIE,vyd1u1,1w21GREENEPqRK,0.0,,,,Tampa,52092.0,3.0
barq06,barnfs,MT,1 571 918 3795,UnitedSratwsofAnericw,O,Aland,99503,23849wedts5leysouth,2.0,,N,F,Paterson,30249.0,3.0
ELL2o7,2LLIOTT,MD,1 206 055 2128,UniterStatesofAne5ics,O,ABBY2,80960,1640muri2rue,1.0,,,,Fullerton,483052.0,2.0
for308,f0rslund,NY,1 963 724 8044,UbitedStx4esofAmeruca,O,al2en,53743,16633gaymindeoad,1.0,suite3t4,P,m,London,287060.0,4.0
Bur2o9,Burbidfe,HI,1 050 641 8503,Canara,O,coklen,t6dqk1,18676turnabddive,3.0,,U,,Newark,274154.0,1.0
FpL210,FOLLjER,DE,1 020 258 1680,UnktedatztesofAmeeica,O,NEsLA,91350,1808mARDYSTtEEf,2.0,,,F,Buffalo,379659.0,5.0
Led212,Ledee,PA,,UnitefStahesofxm2rica,O,CELIcSE,37916,12115midiandavegue,2.0,,,m,El Paso,,0.0
kop21w,kopkw,IN,1 886 961 7857,6nitedSgat4sofAmerlca,O,MEHMEr,22329,24950sheopwrdiane,4.0,,N,,Toledo,100796.0,4.0
pa5213,paylof,MT,1 999 799 7384,Cwnada,O,Cariis,M1i1r7,t450LEMMINvRUE,3.0,,,,Sterling Heights,128277.0,1.0
PwL214,PqLACEK,WY,1 362 078 4138,6nitedStxtesofAm2rjca,O,madshal,h5i1pq,19342sycoifcepark,0.0,,,,New Haven,147414.0,1.0
fel214,eelton,FL,1 174 723 5263,UnitedStatewofAhefisa,O,eabien,M1o1R5,7581wpodwayzouth,4.0,,,,Dallas,51559.0,1.0
xTW216,qTWELoBYRNE,RI,1 898 789 3598,UnktedStqtrspfAmerica,O,bas8a,53739,22526QkEEgwBURYpOWER,2.0,,,,Milwaukee,355622.0,2.0
Mxb217,Mcbe4h,CO,1 482 305 5399,UniteeS6atesofAmetiva,O,bARID,06603,w88333rfpark,2.0,,S,M,Anaheim,468116.0,5.0
ial218,Jala9e,SD,1 834 784 7657,knitedStatesogAneriva,O,jy0ti,28247,193i4canosswrst,3.0,apt3,B,M,Huntington Beach,276728.0,1.0
vem21p,cempati,TX,1 864 555 5341,vanada,R,Jxndy,h7g1h9,9941R9YALTOND4jVE,4.0,,,,Naperville,135306.0,3.0
BAR22o,BARNICKEo,VT,1 475 209 3369,UniyedStatwslfAmegica,U,VO,90831,10wy7pecoscredcent,1.0,,D,,Iqaluit,99566.0,1.0
PES2q1,PESkLD,IN,1 459 456 1848,UjlredStatesofAmer9ca,O,Kien,k4j1o7,20oq3WESTxHAPELAV2NUE,1.0,,U,M,Winnipeg,263959.0,2.0
Shx222,Shauguneesy,UT,1 802 797 1712,Un8tedS5atrsofwmerica,R,Tybi,77288,1347eROCKDALEDRIdE,1.0,,,F,St. Petersburg,441498.0,2.0
Svh223,Schmeimg,NV,,UniyedztatesofAnegica,U,Nhieh,77117,9645HAYDEhnOULEfARD,1.0,,J,M,Waterbury,429621.0,3.0
Mzt224,Materha,TX,1 224 760 3774,6n7tedStstesofAkerica,O,Fl0rance,45263,u066fillmoreli2er,3.0,,L,,Lubbock,181214.0,1.0
JAI325,JAIN,OR,1 511 883 9082,UhitedStatespfAjericw,O,Ros,v6g194,q93conierxv2nue,4.0,,,,London,212502.0,
KqR226,KARNAZfS,Ogtario,,initedStztssofAmer9ca,O,Genegieve,72247,i000andleylane,2.0,,,,Des Moines,244545.0,5.0
gus228,guatafson,Saskqtchewag,1 405 014 0029,fanada,R,dMILIO,Eun1j9,13634jargiasouth,1.0,zPT587,,,Madison,218681.0,5.0
Ann218,Anjas,MO,1 076 073 0994,UnutedetatesobAmrrica,O,JANEEm,45272,27362COFF2YUPoER,1.0,,K,,Scottsdale,296916.0,
lab2e9,labenel,UT,1 690 040 0846,Canawa,O,cathr7n,x7j1w2,1w279trafalgz4cresdent,2.0,,R,,Mount Pearl,453659.0,0.0
fli220,fiindall,IL,1 211 707 3341,UnitexS6atecofAmedica,U,kirxtin,80952,24716MIDkAgDLANE,3.0,,M,f,Iqaluit,194450.0,3.0
satw31,safkunaseelag,NM,1 642 203 7899,UnitsdStateslfzme3ica,O,gil3s,38157,12493worleypsru,2.0,,,,Moreno Valley,49533.0,5.0
tyo232,thornoey,NC,1 792 738 9524,UjoredStatesovAmerica,O,Ted,06703,64oqHAMMONDAdENUE,0.0,,I,,Naperville,394819.0,2.0
CRIw33,CRIoPS,AZ,1 881 269 3949,Unu5edStates8bAmerica,O,hajden,b6u1r8,8954bagbynogyh,3.0,,L,m,Norfolk,342754.0,3.0
Gas334,Gasvon,CT,1 537 303 6219,UniterStafesofxmerida,O,Gail,28231,11622joxe6soutm,3.0,,V,M,Louisville,224435.0,1.0
Chaq35,Chave4s,VA,1 682 154 3638,Ubl4edStatesofAmerkca,O,las,63107,11548c8lp8nwoodavenue,1.0,,,f,Akron,37717.0,0.0
het236,Nettled,NV,1 512 708 0580,Un9tedStatdaofxmerica,O,Noelyb,H2g1wu,e0913vicj3rsbouievard,3.0,,,,Whitehorse,286483.0,1.0
WOO2r7,aOODROW,VA,1 598 440 6359,Unit3dSyayeaofAmerica,O,izak,55416,22q74V9CKEeYCR3SCENT,4.0,,,m,Salem,185412.0,0.0
vxl238,valerieh,B5ktixhColumbia,1 281 206 9270,UnigecStwtesofwmerica,,bern7ta,d6d1u5,881canceywfksonsouth,,,,,Memphis,472518.0,4.0
Ber229,Bernft,VA,1 442 133 8200,UniredStayesofqmericq,O,Karmdn,93782,w4079DECATURRiE,3.0,,,f,Fayetteville,425307.0,
lxb240,labramche,TX,1 607 062 8891,UgitedqtxteslfAmerica,O,Rio,90252,10424mi5chellstgert,4.0,,F,,Lansing,304909.0,2.0
V4E241,VREUGD3NHIk,CO,,Canzda,R,oSABELLE,85759,1419yfERDEPARK,1.0,,X,m,Atlanta,231226.0,0.0
G8O242,G9ODINSON,GA,1 141 622 5196,UhitedS5atesofAmfricw,U,Micr9,M5gwx8,196o8bissohnetroad,3.0,,,F,Gary,219026.0,0.0
vha243,cgaput,NE,1 500 101 2792,8nit3dStatesofAmerifx,O,maribep,78746,11237bzlmorqlwqy,2.0,,S,,Atlanta,414993.0,0.0
TqM244,TAMAREpLI,NC,1 655 973 7192,UnitedxtagrsifAmerica,O,NqDYA,H2f1x1,14621yaupohloeer,1.0,,W,F,Dawson City,24837.0,0.0
C6M245,CUMPxTON,OK,1 972 039 2576,UnitedStqresodAmer7ca,U,varrell,77288,12387SqUNrERaWEST,3.0,Suitd463,,M,Mobile,200645.0,2.0
qIM246,wIMOmOVICH,MO,1 764 148 5233,7nitedStat3slbAmerica,O,Hoy,35277,6qr6holmescoudt,4.0,,E,,Santa Clarita,22605.0,4.0
Esr247,Est4s,AR,1 399 618 9069,UnitedwtateaocAnerica,O,dhana,36134,17y21REILL6STRfET,2.0,,,,Chicago,,0.0
tan248,ganey,MT,1 628 481 6657,Unitedztatexodwmerica,R,HQ,g6t1u3,20093cajtrrburywa6,,,P,F,Nashua,389524.0,4.0
Pee2t9,Pee3s,Newe8undland,1 085 050 1119,UnutedStqfesofAkerica,U,Co,99597,119w0slabamwsouth,1.0,,Y,,West Covina,232945.0,4.0
hli250,bpidy,OR,1 993 284 6634,UnifedStat4cofAmerics,O,Beb,V6N1d1,22y80tfrracelow2r,1.0,,T,M,Mesa,390626.0,2.0
Lea252,Leaveil,NM,1 395 464 9156,UnitedStxteqofAmerkcx,O,dherrill,T6dwh7,6481demturylxne,0.0,,,,El Paso,286207.0,5.0
Wil25w,aillhoff,FL,1 811 547 9696,jnitedS5qtesofAmfrica,,tamehiko,Myo1c5,11e933iceavenie,1.0,,U,F,Victoria,391468.0,5.0
koh253,komenxa,MS,,Cznada,R,FLlSSIE,M2s1e8,9729WESTEAST,5.0,,,f,Hayward,171326.0,5.0
2el254,Welzford,Saskafcheaan,1 648 501 2866,Ub9tedStatesofwmer8ca,,Chrysre,64172,10369nemimiway,2.0,,,,Oshawa,294972.0,2.0
Lac256,Lacojbe,NE,1 332 974 4753,Uni4ddStatesofAheruca,O,Shrelagh,85265,23445GsTEwWAY,3.0,,,,Hamilton,131039.0,3.0
Honq56,gonda,TN,1 217 048 6379,8nut3datatesofAmerica,U,DIvKENS,h5i1p8,2wtoWEIZMANNDRIVE,1.0,,,f,Oklahoma City,480287.0,1.0
Con157,Conleh,OR,,Uni5edStatdsofAm3rjca,O,Mau5y,M201F6,16i16fredclroad,2.0,,,,Portland,276404.0,0.0
hanw58,hahdley,ID,1 246 119 5490,UhutedStateslfAmericq,O,Dorlthy,V6U1h9,17o68zinpsonroad,1.0,,,,Macon,435481.0,0.0
WOJ25o,dOJTECKI,WV,,UnitedS5ates0fAmwr9ca,O,CHICKuE,V6F117,23w76dillfeckuppet,4.0,,,,Yellow Knife,,4.0
Ani260,Amiji,MI,1 347 479 6259,ynit3dStateaofAmeroca,O,Lavinoa,92711,2426uhzydenwesg,2.0,,P,f,Santa Rosa,499891.0,4.0
Moq61,Mo,AL,1 881 547 3819,knitedSta4exofAjerica,O,Keistine,60779,2582L8MBERPARK,3.0,,A,f,Fort Wayne,394640.0,5.0
B8R262,BUREl,TN,1 155 847 4022,fanada,O,tobi,90790,3129crdztlineavenue,1.0,,,,Inglewood,359040.0,4.0
Kos26w,Koxten,Man8toba,1 946 987 5835,UniyedStatrs0dAmerica,R,Fredericx,80908,18247jahomiawest,2.0,,X,m,London,429949.0,5.0
Bor26e,Boreo,CO,,Cansda,O,xayla,74129,19050v8edobaupper,2.0,,,m,Waterbury,333500.0,5.0
LAR26r,LARCH4,OR,,UnitedS4atwzofAmerida,U,hRIAN,M9equ6,112qgreeneparu,,,K,,Salem,480399.0,2.0
BlU266,nOURDEAU,CO,1 551 913 3853,UnitedSta6eaifAmerjca,O,ROCH,93663,w3762silveesagfway,0.0,,,,Dayton,73398.0,2.0
Paj267,Psnter,NC,1 666 863 1257,Uni6rdStatfsofAm4rica,O,Charl6,84119,2272ibagbyeast,2.0,,,,Frederick,,3.0
Wal258,Walbridne,Albetta,1 938 871 9739,Un9tedStateaofAmefisa,O,joli,82602,1e2p6waysodeboulevxrd,0.0,,,m,Thousand Oaks,446105.0,4.0
Mue260,Muehoe,VT,1 333 561 7008,Canadw,O,Kwsper,94429,9833OLhMPIASTREET,2.0,,,M,Escondido,128126.0,0.0
Zuv270,Zufans,VT,1 514 023 2587,Canzda,O,Jlogeok,y2A1V4,5i07fernclibffrescent,2.0,Apf986,,,Independence,371101.0,2.0
Sei27q,xeidman,SC,1 027 811 2670,UhitwdagatesofAmerica,O,Winpna,40511,245u3ly8nsaven8e,,,D,,Corpus Christi,263066.0,3.0
Cav262,Cavaain,SD,1 475 590 2337,Uno4edStatesofAjerics,R,kinghauh,h5b1y9,15497filinorenorth,3.0,,,F,Santa Rosa,,0.0
Har27e,gartell,jewBtunswick,1 214 794 0930,UjitedStztesofAmfrida,R,DARLENs,E6N1P6,850l28nlower,3.0,,,F,Burlington,453776.0,3.0
Nau2u4,Nauglf,Manigoba,1 988 429 0103,UnitedetatesorAmsricz,O,Deqna,h5k1ou,14635gr3emerue,2.0,,R,M,Overland Park,494609.0,4.0
Ste2i5,S5egman,NJ,1 143 517 2347,Cansda,R,paurette,95203,21034dkndchimflower,2.0,,,,Huntsville,233618.0,0.0
Choq76,Chookxng,TX,1 709 720 3248,7nitedxtatesovAmwrica,O,R3nell,23513,15u68dewdrooparm,,,D,m,Berkeley,,1.0
Lux267,Lucford,MD,1 314 831 7578,UnitedqtateqofAmrrisa,R,Meriajn,T5c1jq,10232oalhiklwewt,2.0,,R,f,Casper,154521.0,5.0
Fzr278,Fargswortb,WV,1 342 101 7385,6nitedS6at3sofsmerica,O,KATsLIN,Vyz1q9,950WIiLSeEST,1.0,,,F,Toledo,438162.0,4.0
Shi269,Shjnjo,OH,1 419 495 9429,UnktexStqtesogAmerica,O,Gatel,73121,23223WOkDpAWjUPPER,4.0,,,F,Cheyenne,352602.0,3.0
Pjp280,9iperni,NH,1 992 551 4676,UmitrdStztecofAmerica,O,Lourdfs,75267,23208porterc4excrnt,1.0,,P,f,Fresno,194788.0,4.0
Sug2i1,Sugarmaj,IL,1 183 910 2398,Cagada,O,Joorzn,78781,791dextfrroaw,1.0,,,,Sacramento,437119.0,0.0
Kum28e,uumamoto,SD,1 114 136 8583,Cqnada,O,Damiam,25727,29rpCHADBOU4NEWAY,2.0,,F,,Fargo,66431.0,0.0
L8R283,LORENsO,DC,1 985 895 6709,6nitfdStatesofAmerlcs,O,4eressa,76708,116u1wahhannortm,2.0,,L,f,Rapid City,380368.0,4.0
KUt284,KUgIAN,MO,1 864 279 4768,UnitedSta4ssofAjerifa,O,Pbedra,46217,w40hokenor4h,2.0,Apf247,,F,Raleigh,7377.0,1.0
qer285,seebin,NJ,1 744 443 0610,Csnada,O,Fpora,R5h1k9,34829icoc5escent,3.0,,D,f,Oshawa,87533.0,5.0
Ado2o6,Adolcie,SD,1 710 698 6175,Cahada,O,ezmsralda,23254,257p5clodercourt,1.0,,N,,Yellow Knife,76061.0,2.0
Bok287,B9lgos,AK,1 473 272 4862,Un7yedStwtesofAmericx,O,Cla4y,38184,19332laijrrpckavenue,1.0,,M,f,Casper,486482.0,4.0
sav289,qavanh,Newfoumdlsnd,1 767 745 4346,UnitedStzgesofAme4icx,O,hokan,30398,8949benunguspqrk,,,,,Oshawa,436307.0,4.0
nar289,Marc9,PA,1 072 333 8934,Uni4edSta5eeofAmerifa,O,PATRIZIq,C2g4X7,17719shzdowbrisrpaej,1.0,,F,M,Bismarck,420621.0,
Bar2i0,Baetush,NJ,,UnotsdStatesofAkdrica,O,Ileand,V6b1Q1,23128ROcWEiLCRESv4NT,2.0,,K,,Calgary,187944.0,1.0
Woi291,Woodhsll,NJ,1 113 957 9923,UnitsrSta5esofAmericz,O,oluvia,33185,1037bonnecilielzne,2.0,,N,f,Ontario,146651.0,0.0
Bir202,niray,IL,1 270 496 9696,8nitedStatesifAm3riva,O,yolanse,90150,8426nqvidaeway,4.0,,,,San Diego,118757.0,2.0
Lxv293,Lzvelle,Onta4io,1 151 106 1324,UnitwfStatedofAmer7ca,O,Kitwon,10290,22600reagamdrivw,1.0,,A,,Yellow Knife,467906.0,1.0
hcm294,Mcnichael,MI,1 130 325 1266,UjitedStatesofAme49da,O,Abdullan,21239,7895crdstlij4drive,1.0,,,,Palmdale,89920.0,0.0
Pau29t,laulhus,TN,1 102 293 7755,Unihedwtatwsofxmerica,O,vrsdmin,Cqb4x5,407ulfxingtonnorgh,3.0,,,m,Stockton,43770.0,
Les296,Leathsrs,MD,1 177 880 1774,UnitedSta54sofxmer7ca,U,L3UNG,19155,5i98BEpTLINEPxRK,0.0,Suite120,F,,Cincinnati,435272.0,2.0
S4h297,Sehbal,CO,1 042 914 3849,jnitedStxtesofxmericz,R,vollen,92177,w0520lqncastersouth,2.0,,A,m,Winnipeg,464094.0,3.0
hkt298,hutchcock,NC,1 074 076 1898,Uj9tedS6ateslfAmerica,O,Cogstancy,55169,15764msaffepark,2.0,,,,Omaha,474686.0,0.0
GAq299,GASS,Man9toba,1 217 087 5277,UgitedStagesofzmericx,U,dRNESTO,V6R1e8,15362reillybouprvarf,,,,M,Iqaluit,106730.0,1.0
hue3p0,hueth3r,OR,1 377 905 7875,jnitedStat4socxmerica,,wimgman,06133,w8207c9nlrysouth,2.0,spt35,E,,West Covina,97186.0,1.0
Kler01,Kletvhko,UT,1 205 909 8362,UniredStateqofxherica,O,FAWN,53739,4410port3rroxd,1.0,,,m,Overland Park,161132.0,4.0
Win301,W8nsforrow,IL,1 752 780 8339,Uniyedctatesofwmericx,R,PRYOd,Vra1p6,i550brjygsavenue,,,V,f,Brownsville,393718.0,2.0
Mzr303,Ma3check,CA,,hnitddStatesobAmedica,O,Ofeloa,77146,9561tartzgnoryh,3.0,,M,f,Sioux Falls,31765.0,3.0
SWAw04,SWANSTOg,ID,1 147 089 1963,vanada,R,flyssa,f6w1r1,6259PAeuWOODf4ESCENT,2.0,Suit4113,,m,Jacksonville,411526.0,0.0
Jiy305,Joyne3,LA,1 956 899 9979,UnitedwrayesocAmerica,O,rvvie,h5D1L1,22u32cougtryroaf,2.0,,,m,Erie,316374.0,4.0
mcr3p6,mcgann,WV,1 149 281 5678,UnitedqtatesodAheriva,O,yanshen,94089,1532ocapderradrive,1.0,suit4308,,,Saskatoon,233970.0,5.0
Prs307,Prewley,MN,1 880 678 6428,Unit3dSfates9fAm2rica,R,Alka,53720,9536innsnrookw3zt,2.0,,X,m,St. Petersburg,185988.0,3.0
HIN3p8,HINDoE,Quegec,1 589 765 3895,UnitedStatesodzmer7sa,O,Laz,75216,qr023LARNEeCRESCENT,3.0,,,M,Toronto,443246.0,2.0
del309,Selisk3,Q7ebec,1 413 343 2912,Ugit4dztatesofAjerica,O,Ashlde,94334,31q9IKESOUTH,3.0,,,F,Spokane,474421.0,1.0
aea310,Weatudrsbee,MD,1 312 593 5173,UnotedcyatesofAme3ica,U,AjGUSTA,T5d1w9,19526d0henyrue,4.0,,,,Long Beach,256222.0,2.0
TOk311,TOMLlN,UT,1 805 115 9823,Ub7tedStqtesofAkerica,O,Hwlga,b1c1a2,648ixvalonn9rth,1.0,,C,,Fort Worth,396342.0,4.0
Ensw12,fnstone,RI,1 956 260 8837,UnitedetwtdsorAmerica,,Parhick,80185,11574GRrENEWAY,1.0,,,M,Orlando,4870.0,0.0
Ger323,Gfrlt,MA,1 451 999 0585,UnktedStatrsofAm2roca,O,ALYS,87504,5461goldcreetdxy,4.0,,P,m,Lakewood,379475.0,2.0
Batr14,Batyiston,MN,,Canaca,,OcILA,10016,22986jorfoiklahe,0.0,,,m,Huntington,422366.0,4.0
LOm315,LONSDwLE,TX,1 359 607 4329,UjotedSfatesofAmsrica,R,abby,35292,14e71clowerr6e,1.0,,N,M,Hampton,67927.0,4.0
Tug316,T8nali,WI,1 363 394 6166,sanada,R,ioral,92807,5140emers0mlanr,2.0,,F,,Oceanside,363160.0,4.0
eis327,eieen,NewBrunswoxk,1 015 803 2474,Canadq,O,nEVYN,92823,83r7buckeye3eqt,0.0,,,M,Winston-Salem,419888.0,4.0
Vus318,Vucinish,ID,1 362 478 2862,Canara,U,maskepl,92815,70u5glenoovhdrive,3.0,,C,M,Norfolk,229870.0,1.0
bea31o,bezls,Bri6jsbColumbia,1 558 480 1200,Unit4dwtstesofsmerica,O,Ctarlsey,77191,18538mas9nsourn,1.0,Apt553,,m,Birmingham,158840.0,0.0
Fe4320,Ferhusson,NV,1 703 636 9996,Cznada,O,Annivk,94152,5263wxynedribe,4.0,,W,,Philadelphia,430061.0,1.0
So9321,Sood,MN,1 154 086 1903,UjitefStatesodsmerica,O,GURSHAdAN,Vti1r8,u914wycliffeshre4t,,,,m,Boise,194526.0,0.0
Bir323,Birkaood,IL,1 547 387 1078,UnitedSfat3sofAme5icz,O,narnette,84092,w2357nsYESLOWER,2.0,,,F,Fullerton,424188.0,0.0
Ve4323,Verhots,Manitlba,1 748 212 2340,UnktedctwtwsofAmerica,O,ng7yet,36601,13626hawkijzstrewt,2.0,,Q,,Regina,470701.0,0.0
D2324,Desouxa,Albdrta,1 846 315 1764,UnitedStafdsofAmdricq,O,KOgRIE,T6d1f4,13920WsrGEdOODLANE,,,C,m,Sandy,404911.0,1.0
Bla32r,glackburn,TN,1 179 983 1576,Canava,O,Nazi,H2c1x5,u303wa5renroad,1.0,,,,Mesa,,3.0
Hur32t,Hurd,ME,1 073 769 1833,initedStaf4slfAmerica,O,gance,93361,14518westheikeravwnjd,1.0,,U,M,Provo,436285.0,5.0
raj327,4ayner,GA,1 353 395 2825,UnitedStatedofAjer9cq,O,forny,93726,21119vicker7e2st,3.0,,,,Kitchener,391695.0,0.0
mix328,noxon,AK,1 771 657 6355,Cajada,R,eANIELLE,y5k1q7,e222GRsNTLANE,2.0,,,,Idaho Falls,479851.0,3.0
zwg329,xagorski,CT,1 942 527 3307,Uno4edata6esofAmerica,R,bell,73177,w11812ndr6e,3.0,,K,,Allentown,409873.0,4.0
eoi330,Roitbma8er,WI,,UmifedSraresofAmerica,O,Jany,02107,243u0oineypointrue,0.0,,,,Waterbury,245133.0,0.0
Hogr31,Hotue,MO,1 205 874 4529,Uni6ddStatesofsmefica,,Dvm,19222,7042ot6leypxrk,1.0,,T,,Raleigh,181694.0,
Mar33w,Marcono,MS,,UnitedSga6esovAmericx,O,Nedi,T6d2h1,19785galmoralsouth,1.0,qpt345,,,Baton Rouge,106385.0,2.0
Col334,Colsntomio,NY,1 831 988 7672,UniteeStates9fAmeficz,O,Gipda,y6c1y1,w5696dhadb9urneoower,4.0,APT4i2,W,,Oshawa,488485.0,4.0
n2g334,neganfhi,MI,1 079 481 2220,Unitedqtatesovzmegica,O,paqs,89137,2612havenrifgezvemur,1.0,,T,,Carrollton,90218.0,3.0
Wil33r,Wild3man,MD,1 853 953 1134,Canava,O,L7bomyr,94661,1r498djrsngonorth,3.0,,J,M,Columbus,308552.0,2.0
Gos33u,Goszcz6nsk9,SD,1 471 099 6976,7nitedStateaofAn3rica,O,melantma,99211,24188turtlec5edketreet,2.0,,,,Cedar Rapids,380031.0,5.0
Ntpr37,Ntprsl,Princ2Ed2srdIsland,1 235 350 8301,knitedStatdsofAmrrida,O,Quijn,85029,3570R4YN9LDSyPPER,4.0,,,F,Yonkers,348345.0,2.0
