Employer,MaritalStatus,Income,LastName,Country,Gender,NetWorth,PostalCode,NumberCreditCards,NumberChildren,Age,AddressLine2,NumberCars,AddressLine1,Phone,CreditRating,City,FirstName,State,MiddleInitial,AgencyID,OwnOrRentFlag
Bemis,U,20397.0,lawlis,United States of America,m,3810365.0,v6n 1v9,2.0,1.0,76.0,,1.0,20025 routh crescent,1-267-357-1943,,Costa Mesa,Otha,MD,L,law141,O
Securian Financial Group,U,463094.0,Beebe,United States of America,m,2641938.0,83702,6.0,2.0,5.0,Suite 397,2.0,4144 LAKE PARK LANE,1-602-756-7919,664.0,Houston,Rodie,New Brunswick,D,Bee142,O
Ford Motor,U,331900.0,schlange,United States of America,m,3857323.0,80125,7.0,1.0,65.0,,4.0,3375 sakowitz lane,1-793-864-7010,789.0,Bakersfield,DULCE,HI,,sch143,O
ConAgra Foods,S,8421.0,Witchlow,United States of America,,1636212.0,M5G 1Y7,0.0,0.0,94.0,,5.0,7255 berry way,1-637-020-2921,803.0,Chesapeake,Win,ND,,Wit144,U
Charter Communications,M,35780.0,MEREDITH,United States of America,F,2999082.0,80213,3.0,4.0,95.0,,4.0,3131 WATHAN SOUTH,1-428-797-6325,720.0,Sandy,Roselin,Nova Scotia,Q,MER145,
Calpine,M,139897.0,bialkenius,United States of America,m,2280820.0,60737,4.0,0.0,28.0,,1.0,18440 RYAN NORTH,1-011-549-5618,839.0,Lewiston,Malanie,ME,,bia146,R
Crane,D,414119.0,Swiat,United States of America,m,1050866.0,90510,0.0,1.0,76.0,SUITE 464,4.0,13222 glen loch road,1-993-255-5481,621.0,Elizabeth,TARYN,Alberta,P,Swi147,O
Textron,D,234035.0,bullinger,United States of America,,,92882,3.0,4.0,81.0,,5.0,7889 MURRAY WAY,1-487-749-4448,628.0,Sudbury,MALENA,VT,,bul148,O
Idearc,W,144405.0,TYRRELL,Canada,F,603001.0,98121,6.0,5.0,38.0,,3.0,7527 whale drive,1-192-352-2184,813.0,Austin,Dorie,DE,,TYR149,O
Cabela's,W,55441.0,Fyfe,United States of America,,3368239.0,H2e 1x9,3.0,3.0,25.0,,5.0,17788 eagle trace park,1-293-442-4224,367.0,Salinas,Liese,MA,,Fyf150,R
EOG Resources,D,392869.0,Sicard,United States of America,,1042629.0,23503,10.0,2.0,0.0,,4.0,7661 GRANT WAY,1-078-502-6700,807.0,Peoria,tele,CA,,Sic151,O
,U,402416.0,CASTEN,United States of America,F,1948746.0,40208,8.0,4.0,61.0,,3.0,4806 crystal hills street,1-430-909-3001,501.0,Sydney,astra,Manitoba,,CAS152,O
Burlington Coat Factory,U,89984.0,Choy,United States of America,,3113862.0,75201,10.0,2.0,3.0,,0.0,4211 WILLS NORTH,1-392-455-0895,490.0,San Antonio,marnia,TN,S,Cho153,O
Southwest Airlines,W,395773.0,CHACKO,United States of America,,2777290.0,93852,3.0,3.0,77.0,,2.0,7524 linberg north,1-273-921-9787,321.0,Oklahoma City,AMY,FL,,CHA154,O
RPM International,U,126662.0,beil,United States of America,f,2210073.0,32312,6.0,0.0,8.0,,1.0,14266 lemming south,1-012-993-4538,,Miami,HAMILTON,CA,E,bei155,R
Amazon.com,U,132008.0,Eleftheriou,United States of America,m,1999684.0,90059,7.0,1.0,34.0,,4.0,1427 ADDAX LANE,1-890-859-4211,446.0,Yonkers,Kuldip,CO,J,Ele156,O
Neiman Marcus,M,417218.0,o'grady,United States of America,F,2119678.0,77006,2.0,5.0,15.0,,5.0,1625 fernando court,1-080-032-3031,428.0,Columbia,krystalle,Saskatchewan,,o'g157,O
Goldman Sachs Group,S,360063.0,Katchmar,United States of America,,169808.0,23224,5.0,0.0,66.0,,0.0,335 floresta north,1-561-620-7173,423.0,Lubbock,Stella,UT,,Kat158,O
Boeing,U,100516.0,Luin,United States of America,,1072732.0,10055,6.0,4.0,55.0,,5.0,22806 garson east,1-017-439-0362,499.0,Chattanooga,Marie-josee,ME,O,Lui159,O
United Refining,S,16814.0,Klavkalns,United States of America,f,2261442.0,35830,7.0,1.0,8.0,,1.0,5524 vermack street,1-248-539-6621,342.0,Fargo,Nashib,NH,,Kla160,O
D.R. Horton,M,,Brunsting,United States of America,,2234368.0,v6m 1s9,1.0,3.0,7.0,,1.0,18105 electra street,1-611-789-5569,632.0,Omaha,Annette,VA,Z,Bru161,U
Jarden,M,315962.0,Apter,United States of America,,575288.0,22304,6.0,1.0,97.0,,3.0,719 holman court,1-023-151-8130,525.0,Yonkers,LENA,TX,Q,Apt162,O
Systemax,M,299268.0,schuette,United States of America,f,1102479.0,06101,9.0,1.0,95.0,,5.0,23553 MEMORIAL RUE,1-005-574-3523,371.0,Spokane,Christian,Saskatchewan,,sch163,R
Marriott International,U,301490.0,Lanava,United States of America,,2995388.0,78756,4.0,3.0,92.0,,1.0,16759 park avenue,1-550-487-1571,699.0,Tulsa,Morrie,NH,,Lan164,O
Expeditors International,M,36052.0,Fusca,United States of America,F,1147193.0,93003,8.0,2.0,17.0,,3.0,12296 WILLIAMS LOWER,1-280-494-1415,435.0,Garden Grove,LYMAN,VA,,Fus165,O
Great Plains Energy,U,437483.0,Nevardauskis,United States of America,F,1136540.0,T5D 1P2,2.0,4.0,81.0,,1.0,9625 ALLEN BOULEVARD,1-803-438-4141,512.0,Fort Lauderdale,REUBEN,IA,R,Nev166,U
Danaher,M,152971.0,SHACKLEFORD,Canada,f,1677669.0,10108,6.0,,13.0,,5.0,10340 jarvis road,1-566-299-2351,552.0,Philadelphia,Hermon,NC,,SHA167,O
,M,449495.0,Sauck,Canada,,2160706.0,t5c 1l3,8.0,2.0,78.0,,0.0,13143 goodwin lane,1-586-363-4189,,Sydney,Paqs,NH,P,Sau168,O
Watson Wyatt Worldwide,M,349827.0,frischknecht,United States of America,,2525665.0,M5B 1Z8,5.0,1.0,78.0,,4.0,7160 BEATTY RUE,1-505-124-9029,687.0,Waterbury,GAETAN,AL,,fri169,O
Yahoo,M,9562.0,fernandez,United States of America,,3517622.0,V6H 1W2,0.0,1.0,85.0,,3.0,22679 chimney rock west,1-897-996-9812,433.0,Tacoma,leese,British Columbia,O,fer170,R
Convergys,U,24514.0,LANDERS,United States of America,M,,90308,7.0,2.0,68.0,,1.0,6769 pasadena upper,1-922-919-5858,746.0,Charlottetown,Amelie,MD,,LAN171,
Celanese,M,407985.0,Bhasin,Canada,,97675.0,M5e 1y2,9.0,0.0,1.0,,0.0,20622 MCAFEE COURT,1-326-572-2988,405.0,Independence,TAMRA,IA,,Bha172,R
Dana Holding,M,,Jordan,United States of America,M,,80029,,5.0,83.0,,5.0,10526 LINWOOD LANE,1-076-972-4311,805.0,Escondido,bang,ND,,Jor173,O
XTO Energy,M,257897.0,KNUDSEN,United States of America,F,3569070.0,30350,5.0,4.0,78.0,,4.0,21088 vessey crescent,1-341-595-8408,819.0,Lansing,HILDEGARDE,NY,,KNU174,O
Alliance Data Systems,M,261143.0,Hamelin,United States of America,F,1507616.0,97240,0.0,5.0,,,0.0,10884 ryan avenue,,648.0,Anaheim,Carmody,OR,,Ham175,O
Franklin Resources,U,110615.0,MAUER,United States of America,,514151.0,R3A 1M1,10.0,5.0,5.0,,5.0,1481 gale court,1-536-952-5040,401.0,Glendale,Dareen,MO,,MAU176,R
Fidelity National Financial,U,407799.0,Rezansoff,United States of America,F,2903408.0,73172,8.0,0.0,43.0,Apt. 426,2.0,18390 martins east,1-663-917-0422,484.0,Chula Vista,WEN,CT,,Rez177,U
FirstEnergy,U,195242.0,Koa,Canada,,1695814.0,V6s 1p9,1.0,4.0,53.0,,4.0,23208 porter crescent,1-843-773-1791,463.0,Orlando,MOT,MO,,Koa178,O
Commercial Metals,U,315490.0,HANNEMAN,United States of America,m,868465.0,90140,5.0,0.0,13.0,,3.0,17026 durand north,1-823-567-1252,335.0,Cleveland,leese,MN,B,HAN179,O
Genzyme,U,22201.0,jakim,United States of America,,2810709.0,94639,10.0,4.0,7.0,,5.0,16533 devonshire park,1-744-421-7512,,Huntington,nettie,NC,I,jak180,O
US Airways Group,M,441579.0,umphres,United States of America,,3593363.0,22307,7.0,5.0,17.0,,4.0,8965 griffin east,1-621-744-1484,381.0,Fayetteville,AILEE,TN,C,ump181,R
Advanced Micro Devices,M,342730.0,Wickham,Canada,,2607636.0,55116,1.0,2.0,67.0,,2.0,22451 larner court,1-973-214-3381,708.0,Riverside,chan,NV,G,Wic182,O
United Parcel Service,M,117267.0,Gates,Canada,F,2735642.0,M6s 1i5,8.0,4.0,54.0,Apt. 540,5.0,3681 HOLLY KNOLL CRESCENT,1-428-266-1600,354.0,Dayton,RAY,AL,,Gat183,R
Fastenal,S,260107.0,bott,United States of America,,1501732.0,92708,10.0,4.0,5.0,,1.0,5678 dayton street,1-334-466-5299,547.0,Corona,Robinette,NE,,bot184,
Core-Mark Holding,D,166760.0,DAVID-YERUMO,United States of America,,397072.0,V6r 1q6,9.0,1.0,28.0,,1.0,15591 holgate lane,1-249-478-5643,761.0,Oklahoma City,Rocke,KS,T,DAV185,O
Boise,M,401021.0,HILLARD,United States of America,F,3399757.0,63178,1.0,1.0,5.0,,4.0,23477 havenridge rue,1-804-228-8548,659.0,Dallas,Suzette,NY,,HIL186,O
DST Systems,M,70945.0,warburton,United States of America,,2684548.0,x7j 1r5,9.0,2.0,,,4.0,18267 cape lane,1-564-230-0062,351.0,Durham,Myla,NY,,war187,R
United States Steel,S,389391.0,MACHNICKI-HYNES,United States of America,m,3041622.0,M5e 1y7,7.0,3.0,72.0,apt. 48,3.0,2928 POTOMAC UPPER,1-781-339-9073,608.0,Tacoma,dacia,Saskatchewan,,MAC188,O
Pepco Holdings,S,63226.0,levitin,United States of America,F,3211816.0,23257,3.0,2.0,12.0,,4.0,14656 pasadena park,1-096-116-9962,706.0,Alexandria,CHELSIE,Prince Edward Island,A,lev189,O
Acuity Brands,M,206220.0,Gooderham,United States of America,,127026.0,V6I 1U7,8.0,4.0,71.0,apt. 968,0.0,16983 flagler drive,1-914-194-6997,391.0,Hialeah,abbas,Alberta,,Goo190,O
Baker Hughes,W,,Kohalmi-hill,United States of America,,588945.0,94539,2.0,4.0,90.0,,5.0,17212 LANDER SOUTH,1-733-360-9116,461.0,Denver,Rec,Ontario,E,Koh191,R
Newell Rubbermaid,U,337152.0,AYLWIN,United States of America,M,1962620.0,H7h 1v4,2.0,4.0,20.0,,4.0,23764 sabine west,1-591-402-8026,510.0,Fort Lauderdale,Elaine,TN,,AYL192,O
Westlake Chemical,W,312074.0,CHOUHAN,United States of America,F,178193.0,15201,5.0,2.0,58.0,,,16271 vista south,1-326-180-9322,805.0,Mesa,Katharine,VA,E,CHO193,O
Jones Lang LaSalle,M,68551.0,DITKO,United States of America,,2102811.0,t5a 1n6,7.0,4.0,57.0,,2.0,1080 LAVENDER LANE,1-784-796-6844,702.0,Cleveland,LILIAN,TX,G,DIT194,O
Burger King Holdings,W,488800.0,EMIG,United States of America,,2246854.0,78784,3.0,1.0,43.0,,4.0,10856 summer street,1-662-625-4671,368.0,Lewiston,CATI,MT,,EMI195,O
Hovnanian Enterprises,W,431633.0,Ryder,United States of America,m,1312448.0,H6d 1w8,8.0,2.0,39.0,APT. 392,3.0,17021 edwards crescent,1-627-590-4931,520.0,Tallahassee,Luong,IL,,Ryd196,R
Medical Mutual of Ohio,S,72797.0,meisner,United States of America,,295993.0,06705,2.0,3.0,87.0,,0.0,7726 TALLOWOOD UPPER,1-055-694-7984,666.0,El Monte,JUOZAS,WY,S,mei197,O
Lockheed Martin,S,260576.0,Cegelski,United States of America,,1220003.0,M5c 1v9,9.0,1.0,57.0,,0.0,19097 foxfire north,1-166-844-7429,587.0,Sioux Falls,Lysy,NC,,Ceg198,O
Yum Brands,U,200096.0,haigh,United States of America,,2400476.0,90759,4.0,5.0,58.0,,4.0,8161 PINTO ROAD,1-516-930-4640,643.0,Columbia,ULA,ND,Z,hai199,O
Wesco International,,,clendening,United States of America,,2900897.0,22301,5.0,4.0,28.0,,,9659 sakowitz west,1-261-215-4290,484.0,San Francisco,Francesca,GA,J,cle200,R
Volt Information Sciences,U,267656.0,Ciesielski,United States of America,,3942140.0,19165,3.0,1.0,95.0,,3.0,15306 pike park,1-681-572-7662,,Santa Clara,emili,VA,W,Cie201,R
Western Union,S,35253.0,Parypa,United States of America,f,2118119.0,75007,8.0,2.0,98.0,,1.0,21891 dewey street,1-288-967-5460,676.0,Greensboro,yogesh,Prince Edward Island,,Par202,R
,M,113159.0,LOZINSKI,United States of America,f,338540.0,90302,4.0,2.0,55.0,,5.0,8155 storeywood road,1-315-022-2148,300.0,Waco,Xantippe,OR,K,LOZ203,O
Lubrizol,,297444.0,Pascal,Canada,,2617116.0,84092,8.0,3.0,14.0,APT. 630,2.0,20871 dewdrop street,1-707-402-6121,,Rochester,TINO,WI,,Pas204,R
C.H. Robinson Worldwide,M,52092.0,Aula,United States of America,,1459711.0,v6d 1u1,9.0,1.0,30.0,,3.0,1121 GREENE PARK,1-186-893-7846,831.0,Tampa,AGGIE,ID,,Aul205,O
Celgene,M,30249.0,barnes,United States of America,F,1804959.0,99503,7.0,1.0,90.0,,3.0,23849 westerley south,1-571-918-3795,609.0,Paterson,Alane,MT,N,bar206,O
Leggett & Platt,S,483052.0,ELLIOTT,United States of America,,2957472.0,80960,2.0,0.0,69.0,,2.0,1540 murie rue,1-206-055-2128,679.0,Fullerton,ABBYE,MD,,ELL207,O
Fidelity National Information,U,287060.0,forslund,United States of America,m,2919293.0,53743,6.0,0.0,67.0,suite 344,4.0,16633 raymond road,1-963-724-8044,634.0,London,aleen,NY,P,for208,O
Arch Coal,W,274154.0,Burbidge,Canada,,3610130.0,t6d 1k1,4.0,1.0,41.0,,1.0,18676 turman drive,1-050-641-8503,338.0,Newark,collen,HI,U,Bur209,O
Affinia Group Intermediate,M,379659.0,FOLLMER,United States of America,F,1209441.0,91350,4.0,5.0,2.0,,5.0,1808 HARDY STREET,1-020-258-1680,332.0,Buffalo,NEALA,DE,,FOL210,O
Kellogg,M,,Leder,United States of America,m,1058712.0,37916,8.0,0.0,89.0,,0.0,11115 midland avenue,,721.0,El Paso,CELISSE,PA,,Led211,O
PerkinElmer,,100796.0,kopke,United States of America,,1946028.0,22329,3.0,1.0,88.0,,4.0,24950 sheppard lane,1-886-961-7857,351.0,Toledo,MEHMET,IN,N,kop212,O
Limited Brands,M,128277.0,paylor,Canada,,1420984.0,M1i 1r8,6.0,1.0,90.0,,1.0,6450 LEMMING RUE,1-999-799-7384,564.0,Sterling Heights,Carlis,MT,,pay213,O
OfficeMax,M,147414.0,PALACEK,United States of America,,213235.0,h5i 1p1,9.0,3.0,54.0,,1.0,19342 wycliffe park,1-362-078-4138,379.0,New Haven,marshal,WY,,PAL214,O
J.B. Hunt Transport Services,S,51559.0,felton,United States of America,,472425.0,M1I 1R5,8.0,2.0,53.0,,1.0,7582 woodway south,1-174-723-5263,727.0,Dallas,Fabien,FL,,fel215,O
American Express,U,355622.0,ATWELL-BYRNE,United States of America,,1160132.0,53739,2.0,3.0,89.0,,2.0,22526 QUEENSBURY LOWER,1-898-789-3598,578.0,Milwaukee,basia,RI,,ATW216,O
Occidental Petroleum,W,468116.0,Mcbeth,United States of America,M,2869995.0,06603,10.0,1.0,31.0,,5.0,18833 3rd park,1-482-305-5399,642.0,Anaheim,FARID,CO,S,Mcb217,O
Shaw Group,M,276728.0,Jalaie,United States of America,M,3727044.0,28247,1.0,0.0,1.0,apt. 3,1.0,19394 canoas west,1-834-784-7657,,Huntington Beach,jyoti,SD,B,Jal218,O
W.W. Grainger,S,135306.0,vempati,Canada,,2293241.0,h7g 1u9,,0.0,57.0,,3.0,9941 ROYALTON DRIVE,1-864-555-5341,554.0,Naperville,Jandy,TX,,vem219,R
IDT,U,99566.0,BARNICKEL,United States of America,,2846515.0,90831,6.0,0.0,10.0,,1.0,10177 pecos crescent,1-475-209-3369,733.0,Iqaluit,VO,VT,D,BAR220,U
General Mills,M,263959.0,PESOLD,United States of America,M,1619956.0,M4j 1o7,10.0,4.0,74.0,,2.0,20823 WEST CHAPEL AVENUE,1-459-456-1848,345.0,Winnipeg,Kien,IN,U,PES221,O
RBS Global,M,441498.0,Shaughnessy,United States of America,F,2367607.0,77288,6.0,0.0,28.0,,2.0,13483 ROCKDALE DRIVE,1-802-797-1712,644.0,St. Petersburg,Tybi,UT,,Sha222,R
Realogy,S,429621.0,Schmeing,United States of America,M,3795566.0,77117,3.0,0.0,96.0,,3.0,9645 HAYDEN BOULEVARD,,564.0,Waterbury,Nhien,NV,J,Sch223,U
ArvinMeritor,M,181214.0,Materna,United States of America,,734762.0,45263,10.0,3.0,42.0,,1.0,6066 fillmore lower,1-224-760-3774,465.0,Lubbock,Florance,TX,L,Mat224,O
Amkor Technology,D,212502.0,JAIN,United States of America,,908994.0,v6g 1p4,8.0,4.0,64.0,,,293 conier avenue,1-511-883-9082,652.0,London,Ros,OR,,JAI225,O
Lear,M,244545.0,KARNAZES,United States of America,,2561296.0,72247,6.0,4.0,,,5.0,7000 ansley lane,,714.0,Des Moines,Genevieve,Ontario,,KAR226,O
Asbury Automotive Group,M,218681.0,gustafson,Canada,,3181069.0,E7n 1j9,10.0,4.0,49.0,APT. 587,5.0,13635 jarvis south,1-405-014-0029,383.0,Madison,EMILIO,Saskatchewan,,gus227,R
Limited Brands,,296916.0,Annas,United States of America,,2632226.0,45272,7.0,5.0,81.0,,,17362 COFFEY UPPER,1-076-073-0994,336.0,Scottsdale,JANEEN,MO,K,Ann228,O
Beazer Homes USA,,453659.0,labenek,Canada,,,x7j 1q2,9.0,2.0,57.0,,0.0,12279 trafalgar crescent,1-690-040-0846,626.0,Mount Pearl,cathrin,UT,R,lab229,O
,S,194450.0,flindall,United States of America,f,1151333.0,80952,0.0,0.0,42.0,,3.0,24717 MIDLAND LANE,1-211-707-3341,549.0,Iqaluit,kirstin,IL,M,fli230,U
Acuity Brands,U,49533.0,satkunaseelan,United States of America,,2763939.0,38157,0.0,4.0,30.0,,5.0,11493 worley park,1-642-203-7899,492.0,Moreno Valley,giles,NM,,sat231,O
ABM Industries,M,394819.0,thornley,United States of America,,370710.0,06703,0.0,4.0,56.0,,2.0,6492 HAMMOND AVENUE,1-792-738-9524,327.0,Naperville,Ted,NC,I,tho232,O
,S,342754.0,CRIPPS,United States of America,m,1192164.0,v6u 1r8,10.0,3.0,3.0,,3.0,8954 bagby north,1-881-269-3949,545.0,Norfolk,hayden,AZ,L,CRI233,O
Southwestern Energy,M,224435.0,Gascon,United States of America,M,223487.0,28231,0.0,0.0,53.0,,1.0,11622 josey south,1-537-303-6219,571.0,Louisville,Gail,CT,V,Gas234,O
Delta Air Lines,W,37717.0,Chavers,United States of America,f,2341143.0,63107,7.0,2.0,67.0,,0.0,11538 collinwood avenue,1-682-154-3638,423.0,Akron,las,VA,,Cha235,O
ITT,,286483.0,Nettles,United States of America,,1774784.0,H2g 1w7,4.0,0.0,94.0,,1.0,20913 vickers boulevard,1-512-708-0580,655.0,Whitehorse,Noelyn,NV,,Net236,O
Health Management Associates,M,185412.0,WOODROW,United States of America,m,3951308.0,55416,0.0,5.0,37.0,,0.0,22274 VICKERY CRESCENT,1-598-440-6359,488.0,Salem,izak,VA,,WOO237,O
Western Union,M,472518.0,valerien,United States of America,,2756025.0,V6d 1u5,6.0,,75.0,,4.0,881 vance jackson south,1-281-206-9270,352.0,Memphis,bernita,British Columbia,,val238,
Family Insurance Group,M,425307.0,Berndt,United States of America,f,1833112.0,93782,0.0,1.0,51.0,,,15079 DECATUR RUE,1-442-133-8200,810.0,Fayetteville,Karmen,VA,,Ber239,O
Advance Auto Parts,D,304909.0,labranche,United States of America,,698884.0,90252,8.0,2.0,74.0,,2.0,10424 mitchell street,1-607-062-8891,686.0,Lansing,Rio,TX,F,lab240,O
J.P. Morgan Chase & Co.,M,231226.0,VREUGDENHIL,Canada,m,3287261.0,85759,0.0,2.0,100.0,,0.0,14195 VERDE PARK,,389.0,Atlanta,ISABELLE,CO,X,VRE241,R
Fidelity National Financial,M,219026.0,GOODINSON,United States of America,F,3337290.0,M5g 1x8,,0.0,,,0.0,10608 bissonnet road,1-141-622-5196,761.0,Gary,Micro,GA,,GOO242,U
Toro,D,414993.0,chaput,United States of America,,2963197.0,78746,4.0,1.0,28.0,,0.0,11237 balmoral way,1-500-101-2792,589.0,Atlanta,maribel,NE,S,cha243,O
Mueller Water Products,M,24837.0,TAMARELLI,United States of America,F,1487009.0,H2f 1z1,1.0,0.0,18.0,,0.0,15621 yaupon lower,1-655-973-7192,492.0,Dawson City,NADYA,NC,W,TAM244,O
Energy Future Holdings,D,200645.0,CUMPSTON,United States of America,M,3177428.0,77288,10.0,5.0,77.0,Suite 463,2.0,12387 SAUNDERS WEST,1-972-039-2576,442.0,Mobile,Darrell,OK,,CUM245,U
Weis Markets,S,22605.0,SIMONOVICH,United States of America,,1886280.0,35277,8.0,3.0,14.0,,4.0,6156 holmes court,1-764-148-5233,649.0,Santa Clarita,Hoy,MO,E,SIM246,O
MasterCard,U,,Estes,United States of America,,1853087.0,36134,8.0,0.0,23.0,,0.0,17521 REILLY STREET,1-399-618-9069,337.0,Chicago,shana,AR,,Est247,O
Oracle,D,389524.0,haney,United States of America,F,195847.0,V6t 1u3,8.0,,1.0,,4.0,20093 canterbury way,1-628-481-6657,572.0,Nashua,HQ,MT,P,han248,R
Mutual of America Life,M,232945.0,Peers,United States of America,,3727580.0,99597,0.0,3.0,58.0,,4.0,11930 alabama south,1-085-050-1119,666.0,West Covina,Co,Newfoundland,Y,Pee249,U
JetBlue Airways,D,390626.0,blidy,United States of America,M,2993662.0,V6N 1V1,4.0,3.0,98.0,,2.0,22780 terrace lower,1-993-284-6634,567.0,Mesa,Beb,OR,T,bli250,O
Western Refining,,286207.0,Leavell,United States of America,,2886788.0,T6d 1h7,5.0,3.0,76.0,,5.0,6481 century lane,1-395-464-9156,574.0,El Paso,Sherrill,NM,,Lea251,O
Western Refining,S,391468.0,Willhoff,United States of America,F,3672610.0,M7o 1c5,2.0,0.0,59.0,,5.0,11293 rice avenue,1-811-547-9696,498.0,Victoria,takehiko,FL,U,Wil252,
Bristol-Myers Squibb,U,171326.0,komenda,Canada,f,3245637.0,M2q 1e8,9.0,2.0,81.0,,5.0,9828 WEST EAST,,836.0,Hayward,FLOSSIE,MS,,kom253,R
AutoNation,M,294972.0,Welsford,United States of America,,959636.0,64172,8.0,3.0,31.0,,2.0,10369 gemini way,1-648-501-2866,759.0,Oshawa,Chryste,Saskatchewan,,Wel254,
Boeing,S,131039.0,Lacombe,United States of America,,1037702.0,85265,6.0,5.0,1.0,,3.0,23445 GATES WAY,1-332-974-4753,563.0,Hamilton,Sheelagh,NE,,Lac255,O
Advanced Micro Devices,S,480287.0,Honda,United States of America,f,69141.0,h5k 1p8,8.0,5.0,28.0,,1.0,2160 WEIZMANN DRIVE,1-217-048-6379,313.0,Oklahoma City,DICKENS,TN,,Hon256,U
Unitrin,M,276404.0,Conley,United States of America,,2818725.0,M2P 1F6,6.0,4.0,36.0,,0.0,16716 fresco road,,771.0,Portland,Maury,OR,,Con257,O
Liberty Media,S,435481.0,handley,United States of America,,3153373.0,V6U 1U9,1.0,5.0,47.0,,0.0,17068 simpson road,1-246-119-5490,717.0,Macon,Dorothy,ID,,han258,O
Jarden,D,,WOJTECKI,United States of America,,616608.0,V6F 1W7,2.0,4.0,77.0,,4.0,23276 dillbeck upper,,355.0,Yellow Knife,CHICKIE,WV,,WOJ259,O
Cincinnati Financial,U,499891.0,Amini,United States of America,f,1014586.0,92711,10.0,4.0,91.0,,4.0,24268 hayden west,1-347-479-6259,383.0,Santa Rosa,Lavinia,MI,P,Ami260,O
Steel Dynamics,S,394640.0,Mo,United States of America,f,1679903.0,60779,1.0,5.0,46.0,,5.0,2682 LUMBER PARK,1-881-547-3819,579.0,Fort Wayne,Kristine,AL,A,Mo261,O
OGE Energy,M,359040.0,BUREK,Canada,,1062919.0,90790,5.0,3.0,36.0,,4.0,4129 crestline avenue,1-155-847-4022,324.0,Inglewood,tobi,TN,,BUR262,O
Hartford Financial Services,M,429949.0,Kosten,United States of America,m,3684297.0,80908,0.0,2.0,18.0,,5.0,18257 mahonia west,1-946-987-5835,752.0,London,Frederica,Manitoba,X,Kos263,R
Penske Automotive Group,D,333500.0,Borel,Canada,m,1805618.0,74129,2.0,2.0,27.0,,5.0,19050 cordoba upper,,723.0,Waterbury,Cayla,CO,,Bor264,O
Amkor Technology,S,480399.0,LARCHE,United States of America,,1852935.0,M9e 1u6,1.0,,79.0,,2.0,1121 greene park,,349.0,Salem,BRIAN,OR,K,LAR265,U
Psychiatric Solutions,W,73398.0,BOURDEAU,United States of America,,1528702.0,93663,4.0,5.0,72.0,,2.0,13762 silver sage way,1-551-913-3853,643.0,Dayton,ROCH,CO,,BOU266,O
Calpine,W,,Panter,United States of America,,178411.0,84119,0.0,0.0,26.0,,3.0,22629 bagby east,1-666-863-1257,390.0,Frederick,Charly,NC,,Pan267,O
Saks,U,446105.0,Walbridge,United States of America,m,2245432.0,82602,7.0,4.0,31.0,,4.0,13296 wayside boulevard,1-938-871-9739,801.0,Thousand Oaks,joli,Alberta,,Wal268,O
BE Aerospace,S,128126.0,Muehle,Canada,M,3058077.0,94429,2.0,4.0,2.0,,0.0,9824 OLYMPIA STREET,1-333-561-7008,741.0,Escondido,Kasper,VT,,Mue269,O
Exterran Holdings,D,371101.0,Zubans,Canada,,723251.0,H2A 1V4,8.0,1.0,81.0,Apt. 986,2.0,6907 ferncliff crescent,1-514-023-2587,821.0,Independence,Joo-geok,VT,,Zub270,O
Penn National Gaming,M,263066.0,Seidman,United States of America,,3755553.0,40511,5.0,,69.0,,3.0,24573 lyons avenue,1-027-811-2670,830.0,Corpus Christi,Winona,SC,D,Sei271,O
PetSmart,M,,Cavasin,United States of America,F,757755.0,M5b 1y9,,1.0,69.0,,0.0,15407 fillmore north,1-475-590-2337,441.0,Santa Rosa,king-haut,SD,,Cav272,R
First Data,D,453776.0,Hartell,United States of America,F,3610784.0,E7N 1P6,2.0,1.0,80.0,,3.0,850 leon lower,1-214-794-0930,484.0,Burlington,DARLENE,New Brunswick,,Har273,R
Liz Claiborne,,494609.0,Naugle,United States of America,M,2994154.0,h5k 1o7,8.0,5.0,14.0,,4.0,14635 greene rue,1-988-429-0103,653.0,Overland Park,Deana,Manitoba,R,Nau274,O
Alcoa,D,233618.0,Stegman,Canada,,612241.0,95203,7.0,2.0,39.0,,0.0,21034 windchime lower,1-143-517-2347,727.0,Huntsville,Laurette,NJ,,Ste275,R
Perini,U,,Choo-kang,United States of America,m,1352198.0,23513,0.0,,0.0,,1.0,15868 dewdrop park,1-709-720-3248,535.0,Berkeley,Renell,TX,D,Cho276,O
Hudson City Bancorp,W,154521.0,Luxford,United States of America,f,2534935.0,T5c 1j1,9.0,4.0,59.0,,5.0,10232 oak hill west,1-314-831-7578,320.0,Casper,Meriann,MD,R,Lux277,R
Sigma-Aldrich,W,438162.0,Farnsworth,United States of America,F,3189762.0,V6z 1q9,1.0,4.0,60.0,,4.0,950 WILLS WEST,1-342-101-7385,775.0,Toledo,KATALIN,WV,,Far278,O
Plains Exploration,M,352602.0,Shinjo,United States of America,F,447872.0,73121,,4.0,4.0,,3.0,23223 WOODLAWN UPPER,1-419-495-9429,606.0,Cheyenne,Gayel,OH,,Shi279,O
W.R. Berkley,S,194788.0,Piperni,United States of America,f,3207012.0,75267,5.0,2.0,74.0,,4.0,23208 porter crescent,1-992-551-4676,,Fresno,Lourdes,NH,P,Pip280,O
