gncd,ddrssln1,nmbrcrs,wnrrntflg,gndr,lstnm,ncm,nmbrchldrn,mrtlstts,g,crdtrtng,mplr,nmbrcrdtcrds,ntwrth
PES221,20823 WEST CHAPEL AVENUE,2.0,O,M,PESOLD,263959.0,4.0,M,74.0,345.0,General Mills,10.0,1619956.0
Sha222,13483 ROCKDALE DRIVE,2.0,R,F,Shaughnessy,441498.0,0.0,M,28.0,644.0,RBS Global,6.0,2367607.0
Sch223,9645 HAYDEN BOULEVARD,3.0,U,M,Schmeing,429621.0,0.0,S,96.0,564.0,Realogy,3.0,3795566.0
Mat224,6066 fillmore lower,1.0,O,,Materna,181214.0,3.0,M,42.0,465.0,ArvinMeritor,10.0,734762.0
JAI225,293 conier avenue,,O,,JAIN,212502.0,4.0,D,64.0,652.0,Amkor Technology,8.0,908994.0
KAR226,7000 ansley lane,5.0,O,,KARNAZES,244545.0,4.0,M,,714.0,Lear,6.0,2561296.0
gus227,13635 jarvis south,5.0,R,,gustafson,218681.0,4.0,M,49.0,383.0,Asbury Automotive Group,10.0,3181069.0
Ann228,17362 COFFEY UPPER,,O,,Annas,296916.0,5.0,,81.0,336.0,Limited Brands,7.0,2632226.0
lab229,12279 trafalgar crescent,0.0,O,,labenek,453659.0,2.0,,57.0,626.0,Beazer Homes USA,9.0,
fli230,24717 MIDLAND LANE,3.0,U,f,flindall,194450.0,0.0,S,42.0,549.0,,0.0,1151333.0
sat231,11493 worley park,5.0,O,,satkunaseelan,49533.0,4.0,U,30.0,492.0,Acuity Brands,0.0,2763939.0
tho232,6492 HAMMOND AVENUE,2.0,O,,thornley,394819.0,4.0,M,56.0,327.0,ABM Industries,0.0,370710.0
CRI233,8954 bagby north,3.0,O,m,CRIPPS,342754.0,3.0,S,3.0,545.0,,10.0,1192164.0
Gas234,11622 josey south,1.0,O,M,Gascon,224435.0,0.0,M,53.0,571.0,Southwestern Energy,0.0,223487.0
Cha235,11538 collinwood avenue,0.0,O,f,Chavers,37717.0,2.0,W,67.0,423.0,Delta Air Lines,7.0,2341143.0
Net236,20913 vickers boulevard,1.0,O,,Nettles,286483.0,0.0,,94.0,655.0,ITT,4.0,1774784.0
WOO237,22274 VICKERY CRESCENT,0.0,O,m,WOODROW,185412.0,5.0,M,37.0,488.0,Health Management Associates,0.0,3951308.0
val238,881 vance jackson south,4.0,,,valerien,472518.0,,M,75.0,352.0,Western Union,6.0,2756025.0
Ber239,15079 DECATUR RUE,,O,f,Berndt,425307.0,1.0,M,51.0,810.0,Family Insurance Group,0.0,1833112.0
lab240,10424 mitchell street,2.0,O,,labranche,304909.0,2.0,D,74.0,686.0,Advance Auto Parts,8.0,698884.0
VRE241,14195 VERDE PARK,0.0,R,m,VREUGDENHIL,231226.0,2.0,M,100.0,389.0,J.P. Morgan Chase & Co.,0.0,3287261.0
GOO242,10608 bissonnet road,0.0,U,F,GOODINSON,219026.0,0.0,M,,761.0,Fidelity National Financial,,3337290.0
cha243,11237 balmoral way,0.0,O,,chaput,414993.0,1.0,D,28.0,589.0,Toro,4.0,2963197.0
TAM244,15621 yaupon lower,0.0,O,F,TAMARELLI,24837.0,0.0,M,18.0,492.0,Mueller Water Products,1.0,1487009.0
CUM245,12387 SAUNDERS WEST,2.0,U,M,CUMPSTON,200645.0,5.0,D,77.0,442.0,Energy Future Holdings,10.0,3177428.0
SIM246,6156 holmes court,4.0,O,,SIMONOVICH,22605.0,3.0,S,14.0,649.0,Weis Markets,8.0,1886280.0
Est247,17521 REILLY STREET,0.0,O,,Estes,,0.0,U,23.0,337.0,MasterCard,8.0,1853087.0
han248,20093 canterbury way,4.0,R,F,haney,389524.0,,D,1.0,572.0,Oracle,8.0,195847.0
Pee249,11930 alabama south,4.0,U,,Peers,232945.0,3.0,M,58.0,666.0,Mutual of America Life,0.0,3727580.0
bli250,22780 terrace lower,2.0,O,M,blidy,390626.0,3.0,D,98.0,567.0,JetBlue Airways,4.0,2993662.0
Lea251,6481 century lane,5.0,O,,Leavell,286207.0,3.0,,76.0,574.0,Western Refining,5.0,2886788.0
Wil252,11293 rice avenue,5.0,,F,Willhoff,391468.0,0.0,S,59.0,498.0,Western Refining,2.0,3672610.0
kom253,9828 WEST EAST,5.0,R,f,komenda,171326.0,2.0,U,81.0,836.0,Bristol-Myers Squibb,9.0,3245637.0
Wel254,10369 gemini way,2.0,,,Welsford,294972.0,3.0,M,31.0,759.0,AutoNation,8.0,959636.0
Lac255,23445 GATES WAY,3.0,O,,Lacombe,131039.0,5.0,S,1.0,563.0,Boeing,6.0,1037702.0
Hon256,2160 WEIZMANN DRIVE,1.0,U,f,Honda,480287.0,5.0,S,28.0,313.0,Advanced Micro Devices,8.0,69141.0
Con257,16716 fresco road,0.0,O,,Conley,276404.0,4.0,M,36.0,771.0,Unitrin,6.0,2818725.0
han258,17068 simpson road,0.0,O,,handley,435481.0,5.0,S,47.0,717.0,Liberty Media,1.0,3153373.0
WOJ259,23276 dillbeck upper,4.0,O,,WOJTECKI,,4.0,D,77.0,355.0,Jarden,2.0,616608.0
Ami260,24268 hayden west,4.0,O,f,Amini,499891.0,4.0,U,91.0,383.0,Cincinnati Financial,10.0,1014586.0
Mo261,2682 LUMBER PARK,5.0,O,f,Mo,394640.0,5.0,S,46.0,579.0,Steel Dynamics,1.0,1679903.0
BUR262,4129 crestline avenue,4.0,O,,BUREK,359040.0,3.0,M,36.0,324.0,OGE Energy,5.0,1062919.0
Kos263,18257 mahonia west,5.0,R,m,Kosten,429949.0,2.0,M,18.0,752.0,Hartford Financial Services,0.0,3684297.0
Bor264,19050 cordoba upper,5.0,O,m,Borel,333500.0,2.0,D,27.0,723.0,Penske Automotive Group,2.0,1805618.0
LAR265,1121 greene park,2.0,U,,LARCHE,480399.0,,S,79.0,349.0,Amkor Technology,1.0,1852935.0
BOU266,13762 silver sage way,2.0,O,,BOURDEAU,73398.0,5.0,W,72.0,643.0,Psychiatric Solutions,4.0,1528702.0
Pan267,22629 bagby east,3.0,O,,Panter,,0.0,W,26.0,390.0,Calpine,0.0,178411.0
Wal268,13296 wayside boulevard,4.0,O,m,Walbridge,446105.0,4.0,U,31.0,801.0,Saks,7.0,2245432.0
Mue269,9824 OLYMPIA STREET,0.0,O,M,Muehle,128126.0,4.0,S,2.0,741.0,BE Aerospace,2.0,3058077.0
Zub270,6907 ferncliff crescent,2.0,O,,Zubans,371101.0,1.0,D,81.0,821.0,Exterran Holdings,8.0,723251.0
Sei271,24573 lyons avenue,3.0,O,,Seidman,263066.0,,M,69.0,830.0,Penn National Gaming,5.0,3755553.0
Cav272,15407 fillmore north,0.0,R,F,Cavasin,,1.0,M,69.0,441.0,PetSmart,,757755.0
Har273,850 leon lower,3.0,R,F,Hartell,453776.0,1.0,D,80.0,484.0,First Data,2.0,3610784.0
Nau274,14635 greene rue,4.0,O,M,Naugle,494609.0,5.0,,14.0,653.0,Liz Claiborne,8.0,2994154.0
Ste275,21034 windchime lower,0.0,R,,Stegman,233618.0,2.0,D,39.0,727.0,Alcoa,7.0,612241.0
Cho276,15868 dewdrop park,1.0,O,m,Choo-kang,,,U,0.0,535.0,Perini,0.0,1352198.0
Lux277,10232 oak hill west,5.0,R,f,Luxford,154521.0,4.0,W,59.0,320.0,Hudson City Bancorp,9.0,2534935.0
Far278,950 WILLS WEST,4.0,O,F,Farnsworth,438162.0,4.0,W,60.0,775.0,Sigma-Aldrich,1.0,3189762.0
Shi279,23223 WOODLAWN UPPER,3.0,O,F,Shinjo,352602.0,4.0,M,4.0,606.0,Plains Exploration,,447872.0
Pip280,23208 porter crescent,4.0,O,f,Piperni,194788.0,2.0,S,74.0,,W.R. Berkley,5.0,3207012.0
Sug281,791 dexter road,0.0,O,,Sugarman,437119.0,1.0,W,66.0,685.0,Cooper-Standard Holdings,6.0,303926.0
Kum282,2939 CHADBOURNE WAY,0.0,O,,Kumamoto,66431.0,5.0,M,36.0,770.0,Ryder System,5.0,3685802.0
LOR283,11671 wathan north,4.0,O,f,LORENZO,380368.0,4.0,M,55.0,694.0,Merck,4.0,3180558.0
KUR284,240 hoke north,1.0,O,F,KURIAN,7377.0,3.0,D,57.0,530.0,Chubb,4.0,
ser285,4482 pico crescent,5.0,O,f,serbin,87533.0,0.0,S,76.0,609.0,Cummins,1.0,3507884.0
Ado286,24795 clover court,2.0,O,,Adolfie,76061.0,4.0,M,63.0,619.0,Advance Auto Parts,3.0,2230968.0
Bol287,19332 paint rock avenue,4.0,O,f,Bolgos,486482.0,3.0,M,76.0,821.0,Airgas,7.0,814197.0
sav288,8940 beningus park,4.0,O,,savanh,436307.0,,M,22.0,553.0,Mattel,6.0,2254862.0
Mar289,17719 shadowbriar park,,O,M,Marco,420621.0,0.0,D,,529.0,Rite Aid,,91935.0
Bar290,23128 ROSWELL CRESCENT,1.0,O,,Bartush,187944.0,1.0,W,7.0,507.0,Forest Laboratories,4.0,1818938.0
Woo291,1037 bonneville lane,0.0,O,f,Woodhall,146651.0,2.0,S,4.0,726.0,Pioneer Natural Resources,8.0,177543.0
Bir292,8426 navidad way,2.0,O,,Biray,118757.0,1.0,,39.0,684.0,H&R Block,8.0,3078579.0
Lav293,22609 reagan drive,1.0,O,,Lavelle,467906.0,1.0,U,84.0,,Colgate-Palmolive,4.0,1222308.0
Mcm294,7895 crestline drive,0.0,O,,Mcmichael,89920.0,0.0,S,26.0,314.0,CBS,7.0,3341105.0
Pau295,4078 lexington north,,O,m,Paulhus,43770.0,1.0,S,72.0,,Cytec Industries,4.0,3128005.0
Lea296,5798 BELT LINE PARK,2.0,U,,Leathers,435272.0,4.0,W,20.0,645.0,Calumet Specialty Products,9.0,
Seh297,10530 lancaster south,3.0,R,m,Sehgal,464094.0,1.0,U,100.0,713.0,Popular,8.0,
hit298,16764 mcafee park,0.0,O,,hitchcock,474686.0,3.0,U,83.0,357.0,Patterson-UTI Energy,9.0,594723.0
GAS299,14362 reilly boulevard,1.0,U,M,GASS,106730.0,,D,45.0,649.0,Viacom,5.0,787771.0
hue300,18207 conley south,1.0,,,huether,97186.0,1.0,M,56.0,835.0,Calumet Specialty Products,0.0,148371.0
Kle301,4410 porter road,4.0,O,m,Kletchko,161132.0,1.0,M,65.0,,AMR,0.0,2760822.0
Win302,8550 briggs avenue,2.0,R,f,Winsborrow,393718.0,,M,96.0,629.0,Olin,1.0,2240874.0
Mar303,9561 tartan north,3.0,O,f,Marcheck,31765.0,2.0,U,40.0,587.0,Bon-Ton Stores,1.0,3676798.0
SWA304,6259 PARKWOOD CRESCENT,0.0,R,m,SWANSTON,411526.0,3.0,M,51.0,786.0,Werner Enterprises,8.0,1137557.0
Joy305,22632 country road,4.0,O,m,Joyner,316374.0,3.0,M,85.0,415.0,PepsiCo,10.0,978089.0
mcr306,15329 valderra drive,5.0,O,,mcrann,233970.0,4.0,S,11.0,791.0,American Electric Power,5.0,3268379.0
Pre307,9536 innsbrook west,3.0,R,m,Presley,185988.0,5.0,M,100.0,413.0,Community Health Systems,0.0,2476914.0
HIN308,15023 LARNER CRESCENT,2.0,O,M,HINDLE,443246.0,5.0,M,51.0,428.0,IAC/InterActiveCorp,7.0,
Sel309,311 PIKE SOUTH,1.0,O,F,Seliske,474421.0,1.0,W,,810.0,Jack in the Box,10.0,3405002.0
Wea310,10526 doheny rue,2.0,U,,Weathersbee,256222.0,0.0,U,39.0,324.0,U.S. Bancorp,2.0,1958810.0
TOM311,6488 avalon north,4.0,O,,TOMLIN,396342.0,1.0,,47.0,587.0,PharMerica,6.0,1941022.0
Ens312,11674 GREENE WAY,0.0,,M,Enstone,4870.0,1.0,,,700.0,AGL Resources,1.0,1309748.0
Ger313,5461 gold crest way,2.0,O,m,Gerlt,379475.0,3.0,S,66.0,734.0,Arkansas Best,,3632370.0
Bat314,22986 norfolk lane,4.0,,m,Battiston,422366.0,2.0,S,83.0,651.0,BorgWarner,0.0,2475001.0
LON315,14471 clower rue,4.0,R,M,LONSDALE,67927.0,4.0,W,49.0,555.0,Pride International,,2075664.0
Tun316,5140 emerson lane,4.0,R,,Tunali,363160.0,2.0,M,,614.0,DaVita,1.0,1250329.0
eis317,8357 buckeye west,4.0,O,M,eisen,419888.0,2.0,M,73.0,794.0,Xerox,8.0,212451.0
Vuc318,7075 glen loch drive,1.0,U,M,Vucinich,229870.0,5.0,D,86.0,482.0,Republic Services,8.0,3049747.0
bea319,18538 mason south,0.0,O,m,beals,158840.0,5.0,U,48.0,591.0,Cephalon,2.0,2417447.0
Fer320,5263 wayne drive,1.0,O,,Fergusson,430061.0,0.0,U,,566.0,,8.0,2612998.0
Soo321,7914 wycliffe street,0.0,O,m,Sood,194526.0,,M,37.0,381.0,National Fuel Gas,6.0,734375.0
Bir322,12357 HAYES LOWER,0.0,O,F,Birkwood,424188.0,2.0,D,68.0,374.0,Target,7.0,3717995.0
Ver323,13626 hawkins street,0.0,O,,Verhotz,470701.0,0.0,U,,328.0,Expedia,,956825.0
De 324,13920 WEDGEWOOD LANE,1.0,O,m,De souza,404911.0,,S,66.0,807.0,Hudson City Bancorp,8.0,
Bla325,8303 warren road,3.0,O,,Blackburn,,4.0,S,14.0,311.0,PharMerica,1.0,2390111.0
Hur326,14518 westheimer avenue,5.0,O,M,Hurd,436285.0,3.0,S,69.0,647.0,Men's Wearhouse,5.0,3576639.0
ray327,21119 vickery west,0.0,O,,rayner,391695.0,4.0,,35.0,622.0,Williams,,339669.0
nix328,3222 GRANT LANE,3.0,R,,nixon,479851.0,0.0,U,78.0,570.0,SPX,7.0,2731417.0
zag329,21181 2nd rue,4.0,R,,zagorski,409873.0,5.0,S,33.0,840.0,BE Aerospace,8.0,2179616.0
Roi330,24280 piney point rue,0.0,O,,Roithmaier,245133.0,4.0,M,77.0,389.0,Wells Fargo,2.0,
Hog331,7042 ottley park,,,,Hogue,181694.0,5.0,M,94.0,467.0,,2.0,2950835.0
Mar332,10795 balmoral south,2.0,O,,Marconi,106385.0,2.0,S,19.0,793.0,Lincoln National,8.0,1515524.0
Col333,15696 chadbourne lower,4.0,O,,Colantonio,488485.0,2.0,,50.0,749.0,Targa Resources,3.0,2007473.0
neg334,2612 havenridge avenue,3.0,O,,negandhi,90218.0,2.0,D,65.0,789.0,Spherion,8.0,1757951.0
Wil335,15498 durango north,2.0,O,M,Wildeman,308552.0,1.0,,29.0,768.0,Family Insurance Group,8.0,1980948.0
Gos336,24178 turtle creek street,5.0,O,,Goszczynski,380031.0,5.0,U,37.0,625.0,Adobe Systems,6.0,1630998.0
Ntp337,3570 REYNOLDS UPPER,2.0,O,F,Ntprel,348345.0,5.0,M,56.0,751.0,Blockbuster,0.0,463905.0
mil338,7125 COOPER LOWER,1.0,O,,milway,406014.0,4.0,S,,460.0,Radian Group,3.0,352542.0
TEL339,10570 WEIZMANN LOWER,,R,,TELKE,55811.0,4.0,U,46.0,812.0,M&F Worldwide,8.0,3243615.0
RIV340,428 EMERSON WEST,4.0,O,m,RIVERS,456536.0,4.0,M,28.0,532.0,MeadWestvaco,0.0,156383.0
hol341,5524 frostwood court,4.0,R,,hollen,42908.0,1.0,U,31.0,509.0,RadioShack,8.0,3366650.0
Fry342,6106 ASHLAND EAST,5.0,R,m,Fryar,319596.0,4.0,U,55.0,461.0,Abbott Laboratories,0.0,3762007.0
Esc343,9390 fir street,2.0,O,f,Esch,146636.0,,S,26.0,,Phoenix,2.0,2915479.0
LID344,4871 havenridge court,5.0,,d,LIDDLE,282004.0,2.0,M,93.0,332.0,Medical Mutual of Ohio,4.0,518175.0
BAY345,2116 whistler upper,5.0,R,m,BAYERKOHLER,339377.0,4.0,M,14.0,371.0,National Oilwell Varco,1.0,3240188.0
SED346,12683 starling upper,1.0,O,F,SEDDIGH,391590.0,1.0,U,30.0,546.0,Cincinnati Financial,8.0,492570.0
SHU347,6795 greenspoint street,3.0,U,M,SHUKOR,319668.0,1.0,M,18.0,754.0,Ecolab,6.0,3189432.0
hin348,8065 killeen upper,4.0,O,m,hinsdale,251066.0,,U,69.0,516.0,Baldor Electric,2.0,1862636.0
Luw349,7366 fox boulevard,1.0,O,,Luwemba,122433.0,1.0,W,60.0,737.0,Smithfield Foods,1.0,1891784.0
PCB350,12530 CLOWER CRESCENT,4.0,O,m,PCBOARDS,229086.0,2.0,D,77.0,404.0,Hormel Foods,1.0,2999683.0
BEZ351,6284 cordoba boulevard,4.0,O,,BEZANSON,387138.0,2.0,M,,583.0,Patterson,0.0,1482145.0
Buc352,21119 vickery west,5.0,O,,Buckingham,192643.0,3.0,U,62.0,461.0,Anadarko Petroleum,8.0,2237352.0
RAM353,16917 FARMERS UPPER,5.0,O,,RAMPAUL,301108.0,3.0,M,96.0,343.0,Michael Foods,2.0,2903967.0
THR354,24867 wilmington park,3.0,O,,THREADER,448626.0,0.0,W,45.0,431.0,International Game Technology,0.0,2208391.0
RAU355,18313 5TH LANE,1.0,R,,RAUD,432792.0,4.0,M,65.0,319.0,Western Digital,10.0,1052954.0
Gol356,17405 palisades road,5.0,O,m,Goldberg,499596.0,2.0,M,12.0,504.0,Sonoco Products,0.0,3751568.0
Upd357,21404 SHERIDEN SOUTH,4.0,O,f,Updt,30189.0,4.0,M,71.0,611.0,Verizon Communications,6.0,1980882.0
MOR358,9086 ridgelea boulevard,4.0,O,,MORIARTY,111428.0,2.0,,38.0,359.0,Securian Financial Group,2.0,579641.0
SHA359,20929 lee east,5.0,O,,SHAFIK,146638.0,2.0,W,7.0,398.0,Electronic Arts,2.0,3476510.0
Cla360,4812 NORMAN WAY,3.0,O,,Claxton,40323.0,4.0,M,30.0,,LandAmerica Financial Group,4.0,505464.0
LIC361,15424 bramblewood north,0.0,O,,LICERIO,461807.0,0.0,,58.0,537.0,C.H. Robinson Worldwide,0.0,2494978.0
PEL362,13056 BEATTY WAY,5.0,O,,PELKIE,184868.0,5.0,U,8.0,743.0,Alaska Air Group,1.0,1609289.0
Ash363,18787 englewood park,5.0,O,,Ashraf,125814.0,3.0,M,18.0,432.0,Buildings Materials Corp.,8.0,
DYN364,14004 pelan way,2.0,R,B,DYNIE,267270.0,3.0,S,83.0,614.0,Interactive Brokers Group,10.0,1681770.0
Lar365,12683 starling upper,0.0,O,,Larmour,408878.0,1.0,M,50.0,704.0,Rockwell Automation,6.0,
ENG366,14553 round lake boulevard,2.0,R,,ENGINEERING,418717.0,3.0,M,88.0,604.0,Pantry,0.0,2933990.0
Har368,20776 whistler west,0.0,R,f,Haroutounian,345984.0,2.0,U,60.0,556.0,Werner Enterprises,5.0,2112951.0
Hey369,4684 whale court,2.0,O,,Heydon,171271.0,5.0,U,52.0,344.0,Cisco Systems,1.0,3418282.0
leh370,23701 PELICAN WAY,0.0,O,,lehrbaum,448397.0,3.0,W,48.0,388.0,Lockheed Martin,6.0,2898609.0
Co-371,15108 ryder road,4.0,O,,Co-op,359271.0,,U,40.0,416.0,SanDisk,8.0,1765032.0
Elt372,24795 clover court,2.0,O,,Elting,322068.0,2.0,M,69.0,709.0,News Corp.,6.0,3176317.0
Alv373,18614 TIDE MILL COURT,2.0,O,F,Alvaro,76346.0,,M,42.0,426.0,Markel,5.0,461490.0
YOK374,22461 MORTON EAST,0.0,R,f,YOKELEY,469442.0,1.0,M,39.0,665.0,Silgan Holdings,2.0,3164372.0
ZIN375,22151 bluff road,2.0,O,,ZINGELER,167918.0,0.0,M,19.0,547.0,SPX,3.0,1294197.0
zim376,20405 DOWLEN NORTH,0.0,O,m,zimmermann,104354.0,4.0,U,10.0,558.0,L-3 Communications,,661877.0
laf377,4501 norfolk east,4.0,O,,lafargue,467285.0,4.0,M,47.0,511.0,Thermo Fisher Scientific,9.0,2709193.0
POP378,3262 KATHERINE NORTH,1.0,R,M,POPOVICS,,,S,83.0,504.0,Kimberly-Clark,7.0,1744304.0
men379,15330 payne drive,5.0,O,,menashian,72940.0,2.0,S,,693.0,Church & Dwight,6.0,1670195.0
TUR380,11293 rice avenue,5.0,O,,TURCOTTE,150336.0,4.0,M,42.0,454.0,Vanguard Health Systems,0.0,1443342.0
fee381,14656 coffey rue,0.0,O,F,feeley,81333.0,4.0,D,2.0,372.0,Embarq,10.0,681302.0
ter382,20065 clara way,0.0,O,F,terranella,117399.0,3.0,S,67.0,568.0,AMC Entertainment,9.0,3406439.0
BAR383,16825 BITTERCREEK WAY,4.0,R,,BARSZCZEWSKI,489099.0,4.0,M,,530.0,Sigma-Aldrich,4.0,315234.0
Tap384,2916 THROCKMORTON SOUTH,0.0,O,,Tappert,201358.0,5.0,M,77.0,770.0,Leap Wireless International,7.0,2584094.0
Mod385,11912 JARVIS WEST,1.0,O,f,Modl,47401.0,4.0,,19.0,646.0,CME Group,2.0,
cim386,3788 HOLMES RUE,4.0,O,F,cimolai,259459.0,4.0,U,8.0,397.0,Allstate,1.0,977864.0
Sal387,14497 FROSTWOOD BOULEVARD,3.0,O,,Salb,351789.0,1.0,M,,713.0,Curtiss-Wright,1.0,1163838.0
bru388,20880 PALM UPPER,2.0,O,f,bruhl,206326.0,1.0,M,83.0,346.0,Family Dollar Stores,9.0,69460.0
GAU389,5049 mills avenue,4.0,O,,GAUDET,341402.0,3.0,D,43.0,482.0,Spectrum Brands,8.0,3599223.0
LOB390,21180 TRAFALGAR WAY,5.0,O,T,LOBAUGH,438918.0,3.0,D,46.0,753.0,Comerica,2.0,1381885.0
DAN391,4371 ASHFORD HOLLOW LANE,1.0,,m,DANBROOK,413943.0,5.0,M,14.0,691.0,CenturyTel,10.0,171313.0
SAL392,21891 DEWEY STREET,1.0,R,m,SALKINI,211789.0,0.0,M,72.0,587.0,Scholastic,6.0,1373558.0
Mar393,14835 westover boulevard,0.0,R,f,Marx,237314.0,5.0,S,29.0,566.0,Boise,0.0,2335796.0
Bra394,6284 cordoba boulevard,3.0,O,m,Bratten,22080.0,1.0,M,51.0,323.0,Amkor Technology,7.0,2494081.0
Koc395,10905 apollo west,5.0,O,m,Koch,481195.0,4.0,M,81.0,344.0,Ameren,8.0,252245.0
Pla396,14817 BAILEY BOULEVARD,0.0,O,,Platthy,208298.0,0.0,W,67.0,765.0,DirecTV Group,4.0,3970725.0
mcc397,22133 wesleyan way,1.0,O,,mccuaig,221.0,4.0,W,91.0,,Williams,7.0,2030035.0
Des398,10877 CENTURY CRESCENT,0.0,O,,Despault,207979.0,4.0,M,43.0,650.0,U.S. Bancorp,6.0,2227601.0
NOR399,16354 SAND RUE,4.0,R,,NORWOOD,,2.0,M,27.0,466.0,Spherion,,1012111.0
Paq400,2533 WOLFE NORTH,4.0,U,M,Paquin,,,W,1.0,538.0,Nasdaq OMX Group,3.0,1927066.0
Sfi401,5128 BELLWOOD CRESCENT,2.0,O,M,Sfiroudis,287081.0,4.0,M,91.0,780.0,Nicor,8.0,2530133.0
Amo402,5680 powers drive,4.0,O,M,Amouzgar,126706.0,0.0,M,55.0,690.0,Coventry Health Care,5.0,2695189.0
Say403,17774 applewood rue,3.0,O,M,Sayegh,435365.0,4.0,W,46.0,660.0,Winn-Dixie Stores,5.0,392585.0
ang404,2777 durand crescent,3.0,R,M,angus,257974.0,3.0,U,62.0,369.0,Pepsi Bottling,2.0,3170355.0
lig405,8096 northland road,3.0,O,F,lighthall,145250.0,4.0,M,67.0,368.0,Oceaneering International,6.0,57156.0
Sch406,12880 whittington west,0.0,O,F,Schwab,340395.0,0.0,,51.0,434.0,Lexmark International,4.0,237138.0
BRA407,20917 carlingford crescent,2.0,O,F,BRANNAN,121125.0,5.0,U,49.0,500.0,WellPoint,9.0,2960029.0
Coa408,12397 ingersoll upper,4.0,O,,Coallier,328766.0,3.0,M,40.0,521.0,Capital One Financial,1.0,2645718.0
NAR409,9818 PEARSON AVENUE,0.0,O,f,NARAYANAN,223976.0,0.0,M,59.0,573.0,Aleris International,4.0,2500380.0
cai410,17991 chamberlin way,3.0,O,,caine,338008.0,5.0,S,83.0,474.0,Sentry Insurance Group,2.0,
hol411,3561 hilltop lower,3.0,U,M,holdren,36596.0,4.0,D,49.0,,Atmos Energy,2.0,823819.0
YED412,15129 ROSEMAN UPPER,4.0,R,m,YEDEMA,289137.0,3.0,D,22.0,702.0,Visteon,6.0,1279474.0
GIA413,16777 stanford avenue,1.0,R,,GIAMBERARDINO,454271.0,3.0,U,16.0,314.0,Molex,7.0,1723410.0
TOO414,11790 graves west,1.0,O,M,TOOTHMAN,296199.0,1.0,M,71.0,363.0,OfficeMax,1.0,3099344.0
Sei415,19931 runyan crescent,5.0,O,M,Seiple,439149.0,1.0,M,84.0,467.0,VeraSun Energy,10.0,3268514.0
REN416,3681 HOLLY KNOLL CRESCENT,3.0,O,M,RENDON,304065.0,0.0,S,36.0,494.0,Oil States International,6.0,3782981.0
Sax417,14290 BARBERRY RUE,,O,,Saxena,228020.0,4.0,D,94.0,653.0,Ruddick,1.0,103988.0
des418,2648 miller street,2.0,R,m,deslauriers,158386.0,5.0,W,86.0,337.0,Public Storage,3.0,2211238.0
KUH419,6454 kiel upper,1.0,O,,KUHN,,5.0,S,,701.0,PG&E Corp.,0.0,1719692.0
men420,18338 bailey park,5.0,O,,mencer,334302.0,5.0,S,44.0,632.0,Portland General Electric,10.0,1068987.0
Ado421,3624 shelter way,1.0,O,F,Adolfie,461356.0,5.0,D,62.0,774.0,Northrop Grumman,1.0,3841340.0
SHA422,12267 SPAULDING PARK,3.0,O,m,SHAMES,68100.0,3.0,M,31.0,589.0,UGI,2.0,3119163.0
mcm423,11538 KIMBERLEY BOULEVARD,1.0,O,,mcminn,426915.0,,M,39.0,574.0,PC Connection,7.0,428749.0
ver424,13056 beatty way,0.0,U,F,vermette,415992.0,1.0,S,32.0,342.0,Alaska Air Group,6.0,2815691.0
Bur425,22787 UNIVERSITY CRESCENT,4.0,O,,Burrowes,,5.0,M,97.0,305.0,Kroger,4.0,
kau426,17027 9TH ROAD,2.0,O,f,kauffeldt,152237.0,2.0,M,84.0,647.0,Dean Foods,2.0,1842060.0
mcc427,3238 SKILLMAN COURT,,O,f,mcconnell,200548.0,5.0,D,37.0,595.0,Flowserve,7.0,798572.0
Ube428,22461 MORTON EAST,0.0,O,M,Uberig,84477.0,1.0,M,68.0,426.0,,2.0,1392742.0
Sel429,21889 west court,4.0,O,m,Selisker,4497.0,0.0,,14.0,589.0,Quest Diagnostics,0.0,408801.0
mai430,10724 voss lower,5.0,O,,maint,118996.0,1.0,W,34.0,777.0,Bob Evans Farms,9.0,3118464.0
NIS431,13653 collier avenue,3.0,O,f,NISHITH,,4.0,U,52.0,768.0,FMC Technologies,9.0,2876206.0
Hol432,10638 QUENTIN PARK,5.0,O,,Holvey,249611.0,3.0,M,98.0,505.0,HealthSouth,6.0,2351716.0
log433,4139 PACE LOWER,5.0,O,,loggins,198480.0,4.0,,20.0,,Calumet Specialty Products,2.0,524711.0
Fra434,6795 greenspoint street,0.0,O,,Frampton,323601.0,0.0,U,,418.0,Sovereign Bancorp,6.0,2574607.0
str435,10117 college upper,2.0,O,M,stronski,279066.0,0.0,D,48.0,729.0,Spansion,10.0,545131.0
pon436,21021 winifred south,3.0,O,f,pon,195110.0,3.0,U,14.0,676.0,Valassis Communications,9.0,2543419.0
cro437,15330 PAYNE DRIVE,5.0,O,F,crossley,437319.0,2.0,S,0.0,322.0,Dr Pepper Snapple Group,8.0,3500291.0
HAR438,14675 kiel west,0.0,O,,HARTIN,208507.0,0.0,W,70.0,608.0,Jabil Circuit,3.0,838235.0
Mat439,408 johnson ferry avenue,4.0,O,M,Materna,398251.0,3.0,D,47.0,742.0,Altria Group,6.0,1330041.0
Shi440,11141 waverly south,0.0,U,,Shiell,202621.0,0.0,M,55.0,706.0,Assurant,9.0,1893527.0
LAN441,9645 hayden boulevard,0.0,,,LANOUE,33679.0,4.0,U,61.0,522.0,Expedia,5.0,1803737.0
