Ag,LaNa,Sta,Pho,MidInit,AdLi2,Inc,NumCa,C,AdL1,Coun,PoC,NumCrCar,FirNa,MariSt,Em,Gen,NeWor,OOReF,NuChi,CreRa,AgeID
68.0,Ghrlcuscpesuzsdwqfwwbgh,AZ,1-906-600-9749,Z,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,63617.0,1.0,Billings,BESJDYZDIOIXKDFEHBQXBPW,United States of America,NNCXIBTCXZA,8.0,Biflzgcqpqpbahquomftmjffohpwuy,M,Wells Fargo,,437353.0,O,5.0,598.0,Ghr7577
93.0,Rwkdeshuwhwvmvmdnckmuvdt,NY,1-093-018-2851,,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,244849.0,2.0,Pueblo,Ouopoqztakszwsfkthdbwndfjuqaelyd,United States of America,mfwuio,9.0,ybdlwlwxispyswbiegrbsqqtywxr,U,Vornado Realty Trust,,2669917.0,O,2.0,505.0,Rwk7578
48.0,Uwinnbtdd,WA,1-302-096-9321,,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,123585.0,4.0,Sherbrooke,Ivwhotvobwkshcixclfobqoljlaqohw,United States of America,Utgwrun,7.0,Capzcewdt,S,New York Times,,1466537.0,R,3.0,839.0,Uwi7579
96.0,VXZTLDNZPYIFIKTIJRXS,GA,1-915-044-3154,,CYQWJKJB,391134.0,1.0,Sacramento,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,United States of America,Wgulrhctjlg,2.0,XKBLVBCCYKMIXABVTOTVPZCJRII,S,Adobe Systems,,991860.0,U,1.0,672.0,VXZ7580
58.0,Aykkkc,AZ,1-040-274-3474,p,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,426759.0,5.0,Charlotte,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,United States of America,Srhxvxe,3.0,wmknfemsztimaphftadowlmbnp,M,Valmont Industries,f,,O,5.0,696.0,Ayk7581
63.0,lhodktal,NV,1-678-397-2739,,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,451737.0,5.0,El Paso,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,United States of America,Dadkihaohc,5.0,DHLVITRFJDXLTPAGMPMJ,W,UAL,M,1816368.0,O,3.0,448.0,lho7582
18.0,rziprpcfwnirtuvrbfnuepq,TN,1-679-345-9939,,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,180822.0,2.0,Mesa,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,United States of America,Fpoleiod,9.0,Jdpqutldftwykfyhukveiaimoyyk,S,AFLAC,,565246.0,O,1.0,549.0,rzi7583
40.0,Wdsuorykxmvfxupyyjl,AL,1-093-616-0613,,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,205843.0,4.0,Simi Valley,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,United States of America,Cuaieflmccqp,0.0,Qiwemtdba,W,VeraSun Energy,,1899339.0,O,2.0,705.0,Wds7584
29.0,Xsjypvyfoqbiq,TX,1-546-131-8988,f,ccfzcxohrhrcnypedmhjovjyjrxi,470985.0,4.0,St. Catharines,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,United States of America,qiraymmapgf,6.0,JQKEDISZ,M,Magellan Health Services,M,3873239.0,O,3.0,387.0,Xsj7585
21.0,Luxkby,WV,1-477-186-7432,v,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,318225.0,2.0,Washington,Nhgrkzjzcrjcerkwrugwul,United States of America,Tsynomgib,7.0,Gfuwa,U,Emcor Group,,767547.0,,1.0,359.0,Lux7586
41.0,wxwhwasadsmxchyhlgrvnurte,ND,1-965-848-6954,,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,326044.0,2.0,Chula Vista,,Canada,Amudllk,9.0,CTTUYHUUMMDTX,M,Peabody Energy,f,1027999.0,O,2.0,494.0,wxw7587
56.0,pfzjoarqopfjtzjalxxxeq,Saskatchewan,1-622-866-0937,e,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,,1.0,Montpelier,uiaoi,United States of America,ELQKT,10.0,Wvtqm,M,State Farm Insurance Cos.,m,3428495.0,,1.0,345.0,pfz7588
33.0,hlxshqpvshstjerwclb,VA,1-040-217-2014,,REHWDWEP,187282.0,2.0,Mesa,Wwonzdtvwkn,United States of America,Oiwac,10.0,xuwgpsvzcpxtoerndtr,M,Humana,M,1827180.0,O,0.0,402.0,hlx7589
96.0,nybiaaw,ND,1-101-684-2373,,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,,2.0,New Haven,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,United States of America,Dqgzinvuxxy,3.0,Hnnzpokbygacjjgybkskf,M,News Corp.,,2070007.0,O,0.0,579.0,nyb7590
35.0,Lttvvpjjavydrmbt,ND,1-386-426-5849,O,DIMPFMEBDNHBCT,,2.0,Indianapolis,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,United States of America,Nchaajfkjvx,2.0,qsnivsknktiwjpqwnrlgftnmsrxkjc,,Torchmark,,,O,0.0,569.0,Ltt7591
40.0,gszunimggpyfjzmivbwizzftuen,MS,1-598-816-0126,,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,306946.0,0.0,Stockton,cezvfwtftwlwfrgrpxtuejvrgucexe,United States of America,XEDMBUAMGXKH,9.0,pygsfvfpeofkdcugfvxdsqgmcgebfp,W,Rock-Tenn,,3596263.0,O,4.0,745.0,gsz7592
10.0,Kwpztgkknktyvdks,WY,1-770-379-7700,,DVYTEPWCABNSGPTLJEMPQLTEWM,99663.0,0.0,Louisville,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,,crxbrlj,1.0,Zgxsuo,D,AGCO,,3719999.0,U,,320.0,Kwp7593
59.0,AGMCLBCUEPVBRKDKWAGBCFOLYET,MA,,D,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,482013.0,2.0,Atlanta,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,United States of America,Eytubbwi,4.0,ganifmdaqbltccwbqijtkypcetuq,M,,,3058439.0,R,4.0,591.0,AGM7594
70.0,Ocnds,AK,1-628-245-6238,u,,180476.0,1.0,Milwaukee,Ctgihaqlm,United States of America,Lwftldizl,10.0,IYCOMORWDFSEKN,M,United Stationers,m,2592932.0,U,0.0,,Ocn7595
69.0,Cmweamsabhudajyhpsohkpzcy,PA,1-813-787-2611,,qlgnszfowrbrkuurrmjrfnfaeulhneecv,285682.0,4.0,Fort Smith,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,United States of America,GSSFZNBZL,5.0,vdvdlfz,M,McCormick,F,1471273.0,,5.0,417.0,Cmw7596
96.0,Ditjvpiidkjkvxssfnctzcczb,MA,1-362-897-1162,V,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,455032.0,0.0,Knoxville,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,United States of America,Nrnqtmjz,8.0,Sbwymtnwzhffkwjczlsnvrtcv,M,National Life Group,,,R,5.0,338.0,Dit7597
9.0,Rmmasnivkq,DC,1-952-919-4878,S,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,356141.0,3.0,Idaho Falls,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,United States of America,Rzjxvum,9.0,qjjwbffbgxilxyarhjwdvo,S,Hasbro,,2410816.0,O,,340.0,Rmm7598
39.0,ekjvgcmzgobzeerrpfgefwvxlvfcua,RI,1-145-214-8009,,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,165667.0,3.0,Jacksonville,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,Canada,Accezkuzqrif,5.0,JIXUQX,U,Tupperware Brands,,1059543.0,U,3.0,738.0,ekj7599
31.0,wcqqbslcxugdqpbzbmbqvlahw,MA,1-328-944-9786,A,MIMWGPPF,459767.0,0.0,Stockton,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,United States of America,LNZZPGOTEG,7.0,Eqrxuc,S,Covance,,379282.0,O,2.0,597.0,wcq7600
64.0,Klcanpomjmuwosnasroukafsxtufz,Alberta,1-899-864-9421,,Xpannac,106459.0,2.0,Thousand Oaks,RSSNUTWWLOKIHRRTPEAFTLBF,United States of America,YINOHET,4.0,PDAXUXBMPOVTKJUR,M,Interactive Brokers Group,f,3271265.0,R,2.0,603.0,Klc7601
38.0,Jrdmn,AR,1-877-997-8896,,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,51021.0,,Nashua,Sachwqwddeyfxvagihsjxtcsibaejb,,ddgkyv,5.0,Adftxl,D,SkyWest,,1530364.0,U,1.0,662.0,Jrd7602
47.0,GDQESTOSFCKVLPZEQPNFIKQLTXB,VA,1-750-900-0823,,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,494931.0,2.0,Tallahassee,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,United States of America,Seiksuhglhj,0.0,Gaksvvggpbleteofow,W,Best Buy,,3731860.0,R,4.0,838.0,GDQ7603
,fnmqzceohwapysohiuofkhjpwzgv,OR,,,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,429859.0,5.0,Brownsville,Sbutxmtwkb,United States of America,Ytgghhaxc,9.0,Ijstknxzfzsvqmy,M,Sears Holdings,,2488858.0,O,2.0,791.0,fnm7604
76.0,Ymuvinagbzdhiwglzfacood,ID,1-347-704-7823,e,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,,1.0,Charlotte,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,Canada,Ajlcdadx,7.0,jvhwyzbcwdrrqmlbvpjwbohhemm,S,Frontier Oil,,2301347.0,O,4.0,692.0,Ymu7605
60.0,Pxjmfwpwm,IA,1-228-976-2888,R,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,464086.0,0.0,Oakland,mnkidgiyajigobghpnkdvauwiubpjb,,Daivf,8.0,nhhjbqktsr,W,Automatic Data Processing,,1736571.0,O,3.0,673.0,Pxj7606
73.0,Rsdlvo,TN,,M,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,207651.0,3.0,Fort Wayne,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,Canada,xrquzcptycg,7.0,Lmhtjwddyqbzlxgv,U,,,2399483.0,O,,331.0,Rsd7607
37.0,Qqhwdyopkfs,Nova Scotia,1-760-429-1328,,BPPKDY,260418.0,4.0,Chula Vista,Fmrydeogisvvtrpsfonolelpnqcbkrr,United States of America,shigmwk,2.0,BXFLGQTJSJDQAUCXXJXWHTQU,U,Comerica,,2982744.0,O,,744.0,Qqh7608
50.0,udqexswxytatsvxw,Ontario,1-253-879-8833,Q,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,,5.0,Peoria,Xhggtfwyslxvgeiuzjfxewcsweefq,United States of America,enehob,6.0,Tlaihggmhfiuezhjgps,M,Baldor Electric,,1611011.0,U,1.0,446.0,udq7609
0.0,Ghlflxgkavpsqvkpun,MD,1-401-256-3483,M,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,316963.0,0.0,Lexington,,Canada,RNLAKRXSPA,0.0,DSRXJZKFJTIVXLBAX,M,Commercial Metals,,2999167.0,O,4.0,,Ghl7610
,mtkfmxripistepftjaxfosviokgqsf,AR,1-175-910-8245,,Xuqmcmxaigbk,84046.0,5.0,Salem,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,Canada,Hlezt,,Annsrbdzywmpqvigpn,W,,f,,O,,,mtk7611
,QIYQRALNIIONMKDZB,Saskatchewan,1-565-191-3419,,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,368990.0,0.0,San Jose,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,United States of America,Iyqmkpcjx,9.0,Mrawpcvb,M,Molina Healthcare,,3307491.0,O,3.0,723.0,QIY7612
81.0,Ohzpaqjtc,OH,1-921-688-5401,,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,124382.0,2.0,Kansas City,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,Canada,klgnkcaedht,2.0,yociu,S,Plains All American Pipeline,,2057260.0,O,0.0,348.0,Ohz7613
52.0,djgtucxplpftr,VA,1-925-155-0170,,EECYCMJAJGNQBRSKW,9263.0,2.0,Windsor,Gvdteormavfflajkedaclod,United States of America,Jsombikj,,DQNVNWPYSMLDGXJVBUHUKDLRSLN,M,Agilent Technologies,,53179.0,O,0.0,666.0,djg7614
68.0,Iaduje,ID,1-185-691-2951,,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,334181.0,2.0,Chicago,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,United States of America,Xtckbvng,3.0,wfnjfn,M,AutoZone,,690086.0,U,4.0,,Iad7615
,EMGQKGEOTCGAFGDZVTRUAVGZYPM,WI,1-067-518-3854,H,hgandkyzsnb,314001.0,0.0,Evansville,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,United States of America,YPUWSVRD,8.0,WWWEN,M,,,2025465.0,R,1.0,844.0,EMG7616
36.0,Hjnljezrxojeaoustvawackahexa,MS,1-188-554-1671,,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,168309.0,1.0,Honolulu,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,Canada,Ifxvsnt,8.0,Krjcfgq,M,Universal Health Services,,695307.0,O,4.0,766.0,Hjn7617
31.0,CYPTBBGPWKKKFNOUHJ,OK,1-168-215-2223,D,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,322765.0,2.0,Cleveland,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,United States of America,EAOJPQVWBNZ,10.0,Fxmpengjsaf,M,Time Warner,M,3238398.0,O,4.0,521.0,CYP7618
55.0,KPNRNVLRFUTOWOERTCSIRQZ,GA,1-228-022-3056,h,QTWXYHMLBYQ,311253.0,1.0,Livonia,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,United States of America,fhirgl,7.0,Eobtk,W,Sealed Air,,1213578.0,O,5.0,306.0,KPN7619
66.0,Vbimifwtrtvb,TN,1-926-766-1124,x,SDEAIMDWRSKXTFCPHWF,140296.0,5.0,Little Rock,Blsmawjjdmdamrhqyqgzmbkfa,United States of America,Lahfziy,9.0,Abahrdfcbtscoblhaovnjkbx,W,Sprint Nextel,,103708.0,R,5.0,411.0,Vbi7620
22.0,ehbcbdctlcspuvwbqveohanmkolbw,SC,1-538-797-1948,,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,439984.0,1.0,Halifax,Stofpzwyhkpmuq,United States of America,tofdjef,3.0,bhephgijqbu,M,,F,1086081.0,O,5.0,,ehb7621
51.0,TMQACIIUMYYZHYX,AR,1-627-234-0841,C,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,454011.0,5.0,Peoria,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,United States of America,rckzx,8.0,KECNVVPGTOXHIGOUAWLHU,U,Quiksilver,F,1349626.0,O,0.0,702.0,TMQ7622
26.0,Lsbutxufufshmkqnscnhx,MT,1-876-492-0782,y,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,191541.0,1.0,San Jose,,United States of America,MMLJKBGXD,1.0,xppmtvztaifqynlbmofxonnus,S,Valspar,a,1083092.0,R,5.0,842.0,Lsb7623
100.0,Dpzpfctp,WY,1-436-946-7319,u,Lhwkvadxwcjobcggyuighvqlcm,,2.0,Charlotte,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,United States of America,banusio,0.0,kzntoukktuqqfuyeo,U,Timken,M,1662799.0,R,1.0,528.0,Dpz7624
13.0,Zujmcfzznpfohsdp,WY,1-281-780-2897,,,,3.0,Hilo,cnckvldjedzgdqhy,United States of America,Safkd,5.0,TDRLAQZARCGRAMDDMCWP,W,,,3548540.0,R,3.0,300.0,Zuj7625
11.0,Jqkozdva,WV,1-421-286-4139,,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,269215.0,2.0,Yonkers,,United States of America,DHTLWJDXLRW,7.0,shbaeyxyrjfietruntrdeyqkc,S,Occidental Petroleum,,881414.0,O,1.0,752.0,Jqk7626
62.0,ijbcvbgglqupyentiqncsnswyygl,CA,1-908-354-2709,,Alukohji,193126.0,0.0,Modesto,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,Canada,RORIUHK,0.0,Zururxrihusergiba,M,,m,1712200.0,O,4.0,303.0,ijb7627
13.0,NMOXMHMVUDGY,Alberta,1-466-560-2530,U,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,462618.0,3.0,Louisville,qehomraquwxrkb,United States of America,bxgwhohh,10.0,QZLCPVRKZMTENMREVZT,M,Massey Energy,F,847446.0,O,5.0,418.0,NMO7628
23.0,Tefewe,New Brunswick,1-578-686-8082,,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,212026.0,3.0,Eugene,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,United States of America,SRARKMXOD,4.0,dvbflygvxrizbclmqwoajkvnzoufc,W,Weyerhaeuser,f,344294.0,O,3.0,667.0,Tef7629
51.0,Sdjhq,British Columbia,1-166-077-1436,Z,Kxxipkohacffav,371024.0,1.0,Buffalo,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,United States of America,hwugfvlttol,7.0,mtnubdnrdoivcuqmapqhtvzkixw,D,National Fuel Gas,,1534879.0,U,4.0,441.0,Sdj7630
2.0,Pbrfgfdwedgrmifitr,DE,1-535-320-1881,,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,235810.0,3.0,Santa Fe,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,United States of America,zgsllav,0.0,Nzljqsbgutsixlosfedpmlzl,U,Pep Boys,m,3897101.0,O,2.0,471.0,Pbr7631
,Icejebxweavlnddpjz,CT,1-633-495-6478,,onxyyslcmbyxpfjuykowqpwqi,347270.0,2.0,Springfield,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,United States of America,Mszwfhpj,9.0,Ealrdsynhtadihmsl,W,Neiman Marcus,m,3064442.0,O,,701.0,Ice7632
82.0,ZWGIV,Quebec,1-398-680-0278,,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,399212.0,5.0,Anchorage,TAIWTM,United States of America,Yqfxb,1.0,xfjdwfentojva,D,BlackRock,,2016524.0,R,2.0,323.0,ZWG7633
94.0,Evwthrqmqfpsbpdqojtqzpjmpoea,NJ,1-185-976-7770,,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,439561.0,4.0,Winnipeg,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,United States of America,ypmuep,10.0,Zvowaelneuhpxzphpvtgvfz,M,McGraw-Hill,m,37745.0,O,5.0,846.0,Evw7634
16.0,Lhlatzfku,MN,1-490-238-8219,c,Krdmgygwnziumjdtybwyw,29980.0,3.0,Waco,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,United States of America,Xthtecuu,8.0,fmdcjzjekrwrirumyvfuqnnkxzr,M,Family Dollar Stores,m,503752.0,O,4.0,850.0,Lhl7635
43.0,LYBUGCXZYJSERVQKQJKNIIW,NE,1-891-741-2112,N,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,28693.0,2.0,Stockton,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,United States of America,Xjzpdio,,Ohetzpmilrphnhnasiisaypdl,M,Teleflex,,2115180.0,U,5.0,,LYB7636
76.0,Ijbmwiomutrflaupolplmfjsqh,VA,1-849-918-0984,x,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,106794.0,1.0,Boston,Phqspowfoiqmszxy,Canada,Rgthehdvvlh,3.0,VAUWGMVOILXNGKB,M,,M,839222.0,O,2.0,564.0,Ijb7637
0.0,Zhftulgpedd,PA,1-426-168-3142,,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,340598.0,3.0,Memphis,XDPEFDQIMFNMCO,United States of America,ysexit,4.0,Tnwgmuvaaqmxskkyqnvrmnmul,S,Imation,f,1851334.0,O,5.0,558.0,Zhf7638
33.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,WV,1-757-910-8931,r,Bfntmkesgyjkjrgttbtdncoumqhmnxy,490597.0,1.0,Sydney,FSSAAXLAMAPBOMTNUFG,United States of America,Wscgcsbwlzj,0.0,mtovrkjvtfkennjujgpegknnck,U,PPL,m,1348251.0,O,,417.0,PYU7639
62.0,Ikufiibsvk,WY,1-468-325-0119,F,,499685.0,2.0,Shreveport,AKWOIATLDDKU,Canada,AUQJTIMK,6.0,Lwxdv,U,Smithfield Foods,,2722392.0,O,2.0,487.0,Iku7640
8.0,HBZACUNNIOTFKFSTCILLC,MN,1-383-310-7894,,Bnbfbxvqxtngv,62285.0,2.0,Modesto,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,United States of America,Weqnwrwrbcgx,9.0,Ftvuzjdzocqmcoxvrbqcna,M,Macy's,m,1785161.0,O,0.0,639.0,HBZ7641
4.0,Pcofbhaqeemibnkjtsoxmdibmpquo,VT,1-353-727-2029,,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,320885.0,5.0,Hull,VANVGDDSYEK,United States of America,facqrtjqjmd,3.0,Hnbgeuii,U,Torchmark,M,2823578.0,O,5.0,625.0,Pco7642
39.0,Ybvjle,WV,1-028-849-5461,,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,184669.0,5.0,Yonkers,TVTDULLNHUZPDNEEKSXEGPXDNE,United States of America,OCNCREZ,1.0,Fykbowmpxpbb,D,Herman Miller,,2123972.0,O,3.0,,Ybv7643
90.0,Rimdakhncfjlrbor,IN,1-480-785-4021,F,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,126989.0,0.0,Atlanta,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,United States of America,JXOGSVJ,3.0,Ruagwhiorgizpmbphjerywjrr,S,Kindred Healthcare,,112782.0,R,0.0,,Rim7644
7.0,gnfkwjxmvkbeh,MS,1-443-132-4138,,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,48144.0,1.0,Hayward,HWAWSSEUGGKEXQDESYXFHWZ,Canada,Iqtso,3.0,teldp,M,Arch Coal,,248311.0,,4.0,460.0,gnf7645
95.0,Wxphiul,CO,1-143-020-1234,C,Mbxglsrssswfglfkjrjmedkyvtchipxrc,377787.0,5.0,Savannah,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,United States of America,Uxgvbwop,8.0,Tmhxnpfgyifx,,Whirlpool,F,3719851.0,O,4.0,793.0,Wxp7646
59.0,Dxhuevhfuceqmpoolmuhflp,PA,1-475-304-3486,N,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,323782.0,5.0,Fullerton,,Canada,Ovsiu,8.0,Fpchjcvsrkakkqqsojokdrg,U,Arrow Electronics,m,1920385.0,O,5.0,821.0,Dxh7647
13.0,Aqopbqsxqxjj,DE,1-677-882-6792,,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,31880.0,3.0,Overland Park,NASLRGJGXPDOGNJSHNLNGBCXJVO,United States of America,Frqdqbs,6.0,Heiehcgec,S,Rock-Tenn,,576903.0,O,2.0,,Aqo7648
58.0,fenowyirqcdcwwo,Prince Edward Island,1-151-067-7411,s,Eymghd,390190.0,5.0,Alexandria,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,United States of America,waiitdv,8.0,sgapkfrztiyyayezulvi,D,R.H. Donnelley,,1855037.0,O,3.0,643.0,fen7649
67.0,CMQIHWYKNOLSX,TN,1-645-553-4591,,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,413821.0,4.0,Fort Collins,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,Canada,Vlmzifrfolfs,2.0,Nohjtayoycptngwoitqzhmuf,U,Pall,,2954046.0,O,1.0,817.0,CMQ7650
68.0,Yhbbdqabnbldfqhnofnxdrzrj,CA,1-670-793-5351,,Vqdxskijczxliokh,301451.0,1.0,Santa Fe,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,United States of America,DKXNSUJQRKGM,10.0,QIGFYQTIPFYCR,,Burlington Coat Factory,f,952096.0,O,2.0,702.0,Yhb7651
17.0,mbwpxwoq,TN,1-049-843-6473,L,Fclwsu,5888.0,1.0,Simi Valley,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,United States of America,Vzvadviukgid,2.0,evwjgjrsttnkbmhmmrswodkvwdqo,D,Forest Laboratories,,3382998.0,O,0.0,409.0,mbw7652
