prospect_AgencyID,prospect_Country,prospect_Gender,prospect_FirstName,prospect_MiddleInitial,prospect_Income,prospect_Age,prospect_LastName,prospect_State,prospect_NumberCreditCards,prospect_NetWorth,prospect_NumberCars,prospect_NumberChildren,prospect_MaritalStatus,prospect_CreditRating,prospect_OwnOrRentFlag,prospect_Employer
mbw7652,United States of America,,evwjgjrsttnkbmhmmrswodkvwdqo,L,5888.0,17.0,mbwpxwoq,TN,2.0,3382998.0,1.0,0.0,D,409.0,O,Forest Laboratories
xas7653,United States of America,,SMOQFUQUOWABMRDKJPFC,Y,254404.0,44.0,xasiqx,FL,6.0,3772196.0,2.0,2.0,,617.0,O,Moody's
MKM7654,United States of America,M,Jzwgkirmjeznhbniytvkxnhhar,,290984.0,16.0,MKMKDBNJNERUJSQYY,TN,5.0,3180080.0,3.0,0.0,M,,O,Fidelity National Financial
Jgi7655,United States of America,F,IMPCDEPQTVPBRBNJNLWAPSYUW,,441847.0,27.0,Jgiimqxenotyp,OR,,3971412.0,5.0,5.0,M,756.0,O,Amphenol
Mwv7656,United States of America,,Ewwyolurheysjpusipgrmydspux,,373240.0,59.0,Mwvgdm,ME,5.0,1488210.0,2.0,4.0,D,484.0,R,Int. Business Machines
YOY7657,United States of America,,Indhpnqswpoplupdlejxhjm,,461444.0,8.0,YOYQEKTGQPVGKZZXM,SC,9.0,2621373.0,1.0,4.0,S,589.0,O,Int. Flavors & Fragrances
Gja7658,United States of America,m,Dahur,,255072.0,98.0,Gjaqmimggdmubhczafzufuklxgxos,Ontario,0.0,1021949.0,1.0,4.0,S,380.0,O,Gilead Sciences
rcx7659,United States of America,f,JLZXMAOFICNNT,E,255019.0,35.0,rcxczhucwf,GA,10.0,2444319.0,1.0,1.0,S,541.0,R,United Rentals
IPA7660,Canada,M,Rvrfuknkgeyb,V,330718.0,57.0,IPAZTGHTPTW,VA,7.0,362567.0,1.0,,M,474.0,,Convergys
rbj7661,United States of America,,Ruihhbkdjniajgrvwos,b,245130.0,69.0,rbjgdyplkrcutrs,KY,4.0,462234.0,2.0,1.0,,685.0,O,Mueller Water Products
ebw7662,United States of America,,Gkirgeljoajnkshohjinbooco,U,19691.0,33.0,ebwticokpfdypejppslctr,SC,10.0,3936622.0,4.0,3.0,M,363.0,R,Shaw Group
SQY7663,United States of America,,cgqpaxicnbhaaufmao,,13490.0,33.0,SQYYLFSC,NC,9.0,2116904.0,1.0,1.0,M,605.0,O,Energy Future Holdings
nqw7664,United States of America,f,beidygiakhaztngnhqsrjhxs,i,90333.0,1.0,nqwvfudiscyqixxng,KS,6.0,63883.0,4.0,4.0,W,394.0,,PHH
Fyz7665,Canada,m,XXILDDNLYSINLOGZNXHQKGLMEAR,,210200.0,19.0,Fyzxvqjbmfgyeyswcxbogeytfuqur,MO,6.0,2747738.0,0.0,2.0,U,812.0,R,Simon Property Group
Hds7666,United States of America,f,MLHCHSATXNEQIRSMEHAM,J,195318.0,63.0,Hdsxrjpdyr,OK,3.0,938329.0,3.0,3.0,M,688.0,R,World Fuel Services
ksz7667,United States of America,F,Qqgzzbefkm,s,486627.0,27.0,kszsqhunjdmjqhozzck,LA,9.0,976093.0,5.0,5.0,M,808.0,O,Andersons
Wzm7668,United States of America,,qdjedjylsojhngornkkgmozdbb,,142918.0,12.0,Wzmdnrkeh,Saskatchewan,1.0,2031908.0,,4.0,,492.0,O,L-3 Communications
Xna7669,United States of America,,Vszkppbmlhgmjgeiss,N,243364.0,26.0,Xnafmengguewmwckz,KY,6.0,660066.0,4.0,3.0,D,734.0,O,CACI International
ugr7670,United States of America,,Yizitnh,,208343.0,2.0,ugrohhoiopurrh,NH,7.0,2777991.0,1.0,5.0,M,579.0,O,M&T Bank Corp.
Qao7671,United States of America,f,Jkrhfalisxualvrritesxm,a,26787.0,34.0,Qaondcvjqnzbdtnhd,NM,10.0,3148815.0,0.0,4.0,M,410.0,U,Family Dollar Stores
MXH7672,United States of America,,Hfhsubkrpir,G,190609.0,86.0,MXHLAVXOZQHBUBMXESG,NE,7.0,3714775.0,0.0,4.0,D,743.0,O,Medco Health Solutions
KQU7673,United States of America,,Htbblpuiuynkio,J,,47.0,KQUJOIXHOLTVWZCHD,New Brunswick,9.0,2203195.0,1.0,,M,431.0,O,Crosstex Energy
bxn7674,United States of America,,odfxd,,,73.0,bxnxlbwaecusydvfagorkjv,MD,4.0,3708645.0,0.0,0.0,M,805.0,O,Reynolds American
Opu7675,United States of America,M,Znewofyktnzry,,453308.0,83.0,Opuqjoidjwgejjmkquot,WV,9.0,2954852.0,1.0,0.0,U,688.0,O,PolyOne
Ceo7676,United States of America,,obgrwipkwotv,,251108.0,99.0,Ceodsyerdrcenlfqt,MA,1.0,2421534.0,1.0,,D,483.0,O,"Toys ""R"" Us"
DZH7677,United States of America,,llbtndfaert,,128853.0,49.0,DZHUBKPLE,MT,7.0,941243.0,0.0,0.0,U,844.0,O,Sonoco Products
Ocd7678,Canada,F,Vowvlsbsbfokxbljqxz,,486933.0,96.0,Ocdmelacghnqhlsdvvkvuycchojc,NM,5.0,3133101.0,3.0,3.0,M,436.0,O,Newfield Exploration
Uyj7679,Canada,,qafdyn,,306545.0,12.0,Uyjwcvfmhzfpziunhflhoccjfwi,TN,3.0,2070834.0,5.0,2.0,D,336.0,U,IAC/InterActiveCorp
mhz7680,United States of America,,aqococfdutcrxipsdiizyfbigy,P,7682.0,75.0,mhzepufgwnlohcheeezqcehvlnjb,PA,1.0,2617194.0,1.0,1.0,S,688.0,O,MGIC Investment
Sft7681,Canada,,Radeyutyf,,280763.0,29.0,Sftndrabqgoigvgvnidx,NC,9.0,2752340.0,3.0,0.0,U,581.0,O,American International Group
gza7682,United States of America,m,ockmjwrdbkxoaemodyftxmjcl,,296945.0,4.0,gzasmfmrelczwmljfayfgvhxynxr,CO,6.0,2611991.0,1.0,2.0,,670.0,R,Health Net
Rem7683,United States of America,,MPCHPTTYJUWERHWMHALH,,176399.0,100.0,Remwagiyqu,TX,5.0,3965576.0,0.0,0.0,U,671.0,O,Mueller Industries
cko7684,Canada,,Duhgkwcceehrrqvnnirv,b,97252.0,45.0,ckocrloglb,IN,10.0,3550405.0,3.0,4.0,U,352.0,U,American National Insurance
RLN7685,United States of America,f,Rpmqztmrghojzbyqnivxceyuiha,,320588.0,63.0,RLNJVXKTTORDIVXEEWAJSTVV,VA,10.0,1566093.0,3.0,2.0,S,317.0,O,Morgan Stanley
Qjl7686,United States of America,,YTNSVR,R,18284.0,35.0,Qjltuabiu,WV,6.0,1944507.0,4.0,2.0,,809.0,R,Halliburton
YNL7687,Canada,m,xgayrgnjhvearxja,w,,61.0,YNLFVXOHLQAQYMDQUUHAVNW,VT,5.0,3250645.0,0.0,2.0,S,704.0,,MGIC Investment
qpi7688,United States of America,,AJSVULACHMZKBAEN,E,80228.0,43.0,qpiikhkdd,AZ,2.0,2806218.0,1.0,,S,411.0,O,United Services Automobile
Xxi7689,Canada,F,fubtbkexiuaacw,C,39672.0,98.0,Xxidvapbmiihnxwvrjtpa,NY,4.0,2826399.0,,3.0,U,431.0,O,Spartan Stores
axi7690,United States of America,m,Lygmiirioggkj,,225036.0,84.0,axivutiixzrcuv,NE,4.0,91147.0,3.0,3.0,M,362.0,O,Moog
Wqd7691,Canada,M,Xtslyxwajneuihyndtpz,,224427.0,,Wqdkflcndhnjyuhgcfxg,SC,4.0,1036928.0,2.0,3.0,M,532.0,R,Century Aluminum
jur7692,United States of America,M,Fmeifzrxyvgil,g,123153.0,18.0,jurwurbdctv,New Brunswick,3.0,2406965.0,5.0,4.0,U,442.0,O,Hayes Lemmerz
NBX7693,United States of America,,Rugvrsjeadcummqftfmb,t,,14.0,NBXNTB,KY,10.0,3588199.0,2.0,1.0,S,677.0,O,EOG Resources
Naf7694,United States of America,f,RAVHHLPXNYMAOCOVOWXKHPS,,353487.0,22.0,Nafrhdvsijqnetunpamn,British Columbia,8.0,,4.0,2.0,M,565.0,O,Dresser-Rand Group
bzc7695,United States of America,,eaxqrdredlfrhooq,,145794.0,7.0,bzczehwxuk,WA,5.0,2896930.0,3.0,1.0,M,365.0,R,Sealed Air
Pmo7696,United States of America,F,XLJLRWZ,,142515.0,97.0,Pmonjmzccapetw,AK,5.0,312676.0,3.0,5.0,W,406.0,O,Blockbuster
goh7697,United States of America,F,Wwqsseqcbmteqjub,z,414775.0,49.0,gohguacsokmccgcukkj,MN,3.0,16279.0,0.0,5.0,U,774.0,,Owens Corning
Jfb7698,United States of America,F,Qdakvyntptkywsqpy,I,125271.0,25.0,Jfbfecnkszhhdsgyzus,RI,7.0,1536113.0,2.0,5.0,S,718.0,R,Robert Half International
Hao7699,United States of America,,Fhpdqgmswyxgqjhe,,,99.0,Haoiwpsuiekdcpkhaax,British Columbia,2.0,184474.0,4.0,,M,588.0,R,Wesco International
Dwo7700,Canada,e,Fyetnnttkqoewqijbggbvrkxdg,O,93761.0,44.0,Dwoipvancgnuouqstlrnfyewjt,SD,5.0,2971869.0,1.0,5.0,M,764.0,O,Dana Holding
RJA7701,United States of America,f,ktggcdbzntnxuxsiosyqegcesu,,397902.0,96.0,RJAAYBXAISOJNRCY,AL,2.0,2256728.0,2.0,1.0,U,,O,NBTY
Lph7702,United States of America,,Yzurhpzqfcwgkwsgrkjzithjnksa,,123538.0,88.0,Lphgestktcospagvutfnojwku,British Columbia,8.0,2127026.0,4.0,3.0,M,657.0,O,Eastman Chemical
Rfk7703,United States of America,,Qijmex,,118013.0,33.0,Rfkzrip,Ontario,,3476485.0,3.0,2.0,M,769.0,U,Allergan
RFU7704,United States of America,,WDJNJGKCNRPTUNIQNNBBNN,U,45737.0,8.0,RFUPBVMNTACCXNNGVTWTU,MD,7.0,908035.0,2.0,5.0,M,776.0,O,Global Partners
TQH7705,United States of America,m,Wjfwmudjwwybmmiubeqybeeniystl,,456999.0,55.0,TQHMEMMZRGOSKAMOICIHTACSIF,IA,4.0,,2.0,0.0,U,343.0,O,Fluor
Bbc7706,United States of America,,PMWXCRMVYFVJX,,326910.0,43.0,Bbcdsefbpjwkgeqgc,PA,5.0,3054149.0,3.0,4.0,W,568.0,U,FedEx
Yoj7707,United States of America,,luklinfqmglorhokwtwvhgqhmhxisf,F,166536.0,75.0,Yojvdcdcmdvenowfnu,MA,5.0,,2.0,0.0,S,830.0,O,Polaris Industries
lvh7708,Canada,,Mmxepsmk,,337347.0,66.0,lvhnkrbomhb,ID,6.0,248269.0,3.0,4.0,,812.0,R,Torchmark
Zpr7709,Canada,,Ixsoib,,41345.0,58.0,Zprtowfuebcnkomhctwozawilldble,Newfoundland,6.0,1203267.0,2.0,4.0,U,489.0,U,Alliance Data Systems
LMG7710,United States of America,m,Cwurvdjbmuxtioeqbpk,,370209.0,29.0,LMGKMCADYPJYO,UT,9.0,3704743.0,5.0,1.0,U,845.0,U,American International Group
WMF7711,United States of America,,Jhnamxkltxicm,,343016.0,28.0,WMFDKUEYDGUHMH,OR,0.0,3673540.0,0.0,4.0,U,735.0,R,Mohawk Industries
Qov7712,United States of America,F,tdbtkqtfzcnjridma,,186990.0,93.0,Qovtycantlwwx,ID,4.0,982779.0,4.0,3.0,D,615.0,U,Vulcan Materials
Vkp7713,United States of America,,njcdtc,,46562.0,17.0,Vkpfswwfwpswmudhsdo,AL,6.0,2778471.0,,4.0,W,,U,OfficeMax
SST7714,United States of America,M,OMBIVJDP,P,98412.0,98.0,SSTFMVLCKNTPKMD,MN,,2585134.0,5.0,5.0,U,769.0,U,Michael Foods
Fuk7715,United States of America,m,ITHLHECNZJLMPKFUHWZCVMIZPUWUXZ,,436056.0,38.0,Fuknxsnnxbpkzxpvkgfqmrrtukc,UT,10.0,3591627.0,5.0,4.0,S,406.0,O,Vulcan Materials
Brz7716,United States of America,f,Erjrxnjctmkhgqwpjzuylkf,,36008.0,44.0,Brzitazbiandtwccpsojepmnkuwh,ME,0.0,1819561.0,3.0,1.0,U,586.0,O,
Faw7717,United States of America,f,Ijqvmftaeaoeiycxxi,,417402.0,27.0,Fawgx,IA,10.0,2857056.0,1.0,0.0,M,630.0,O,Unum Group
Jtn7718,United States of America,m,lrntptwvbrtnvwdquqpsx,,273535.0,94.0,Jtnfoibxdchrzcaerjqbyvopn,VT,7.0,1393892.0,1.0,1.0,U,533.0,O,Domtar
too7719,United States of America,,Ouzxts,,445562.0,,tooeebsa,MA,,759096.0,4.0,2.0,M,328.0,O,Sentry Insurance Group
Kcd7720,Canada,,Cxogpjlizzckvntqnvns,,226333.0,60.0,Kcdbaeuimvpilyauyxdlgkhoiyfro,Prince Edward Island,9.0,2288668.0,4.0,2.0,M,753.0,O,Constellation Energy
Yhh7721,United States of America,m,Piqrxkifkii,,,48.0,Yhhoyidngqgqsloyfqeulcrsio,Manitoba,10.0,3580824.0,3.0,3.0,U,512.0,O,CSX
Adu7722,Canada,,Bflmgwcfmker,,,36.0,Adutmdmephuylyexw,TX,8.0,1681450.0,5.0,3.0,D,432.0,R,W.W. Grainger
Kwx7723,United States of America,,Gjxszyfxpweic,W,271054.0,67.0,Kwxjxfsmuroyrhhdvg,RI,2.0,1592047.0,5.0,3.0,,323.0,O,Kimberly-Clark
uzl7724,United States of America,,Bjobwdoxutojkprezhmpqibkxthznh,,64626.0,63.0,uzlhro,MI,10.0,3596545.0,3.0,4.0,U,714.0,O,Henry Schein
UXY7725,United States of America,f,Nesaxzxlulmhmoxztefdk,C,463945.0,55.0,UXYOA,PA,7.0,3093246.0,5.0,2.0,S,730.0,O,State Street Corp.
FRU7726,United States of America,M,DHICXMQRMKABXBTFUBDUUJDI,d,159731.0,4.0,FRUVQXYSLOBFJW,KY,5.0,3867919.0,0.0,,M,346.0,O,Quanta Services
Bjx7727,United States of America,f,Sfdjitmusbmcjxar,,190805.0,92.0,Bjxbfwhcowvfbdenlbrrbcg,OH,1.0,3245961.0,5.0,3.0,M,,R,Marshall & Ilsley Corp.
zkp7728,United States of America,,BROVPAASJ,,43888.0,93.0,zkpmkqgcxwrsrhnmcvdfqstuxb,AR,7.0,600366.0,1.0,1.0,M,818.0,O,Oceaneering International
Lbo7729,United States of America,M,pntucfaekdacxehx,u,34137.0,87.0,Lbokllchqdtdczur,KY,4.0,1738979.0,0.0,0.0,S,623.0,R,Raymond James Financial
TFP7730,United States of America,f,Yuvfvyhmgf,r,196885.0,44.0,TFPMZQNTVKUSW,IA,5.0,454564.0,4.0,1.0,S,742.0,R,Valspar
XKQ7731,United States of America,F,holps,v,206705.0,95.0,XKQIZDJHVUNXRKSC,British Columbia,9.0,3912268.0,0.0,1.0,M,378.0,O,Live Nation
DQY7732,United States of America,m,Zhsdvrhwonsusgdyuqztx,B,337299.0,61.0,DQYMVEPAKNUECHOWNBHLRHJ,Quebec,8.0,1966788.0,3.0,3.0,D,323.0,,
Ydl7733,United States of America,,SWEFUTQ,,280247.0,23.0,Ydlrmjdsxxsbjepwscoj,KS,2.0,985098.0,2.0,5.0,M,684.0,R,Health Management Associates
VGT7734,United States of America,M,Trhovdcrqxthcnbbrvdob,,286206.0,16.0,VGTJKEIASJMQKJ,ID,6.0,,4.0,2.0,U,390.0,O,Wyndham Worldwide
Wwi7735,United States of America,m,Fviodsrylzqxraxioqleo,C,153656.0,58.0,Wwicrggkzdyjhwtq,Newfoundland,8.0,1053231.0,4.0,1.0,M,707.0,O,Broadcom
OJF7736,United States of America,,Sgzipqh,G,379503.0,58.0,OJFGHPPIFVKDPQRVHUZDFIEAMOBD,Saskatchewan,2.0,,1.0,1.0,M,368.0,U,Aramark
Czs7737,United States of America,,VLTBIX,r,19124.0,21.0,Czshegxxemt,AL,5.0,3885299.0,1.0,2.0,M,534.0,O,Aventine Renewable Energy
Zpa7738,United States of America,m,lxsuouepduoidrjsneub,,44001.0,66.0,Zpapyj,MT,9.0,895008.0,5.0,2.0,D,379.0,O,Humana
Icx7739,United States of America,,Yczdgngm,,461564.0,92.0,Icxqodklhd,MT,5.0,101325.0,3.0,3.0,,305.0,O,U.S. Bancorp
jmm7740,United States of America,f,Kgqiqsawtbkpgsrsswfadgenvkxxc,,313750.0,38.0,jmmosuzpaihicjlasmnoin,GA,1.0,1279719.0,3.0,5.0,M,417.0,O,Analog Devices
saz7741,Canada,M,PYKDTNCFODSNR,h,78185.0,,sazoibyhmhpioyajj,MT,9.0,3779634.0,2.0,4.0,D,536.0,R,Superior Energy Services
Ybr7742,United States of America,,ohezji,R,419102.0,66.0,Ybrnapwpanycygqivvodcqasg,CO,10.0,742822.0,2.0,4.0,W,773.0,O,Freddie Mac
ncz7743,United States of America,,Htpngemoolmybunaep,,91366.0,55.0,nczqs,Saskatchewan,10.0,2761827.0,5.0,0.0,S,808.0,O,Autodesk
WWO7744,United States of America,,osnyvlqpt,x,433487.0,55.0,WWOJJSTMDIYNRRZLWXQXDFNNMW,HI,2.0,3749505.0,3.0,1.0,,660.0,R,Shaw Group
TKP7745,United States of America,f,Lbbutmfng,,394286.0,83.0,TKPVDVO,TN,4.0,391566.0,2.0,0.0,W,,O,Commercial Metals
Mqz7746,United States of America,,Nomvdbagefjlngselxriwhzgpuspcj,,189157.0,27.0,Mqzzodryfgfjswdkmqtlhumtoj,WY,7.0,2959021.0,1.0,5.0,U,346.0,R,Laclede Group
Dqw7747,United States of America,,bnkufhbxijwrfnjsppfsgp,,22483.0,11.0,Dqwifdbgiegtviskgopnwbppuoluv,OK,4.0,2776296.0,4.0,5.0,M,475.0,O,Seaboard
seh7748,,M,Mmuplbewosfgftjogkaz,e,298307.0,56.0,sehtjjranqcuaunsosewfycq,MS,2.0,,2.0,4.0,M,499.0,O,General Mills
Nii7749,United States of America,M,Nvzlhjvlnefxuixkftbrjpuhvvu,Y,353200.0,54.0,Niikjmxi,FL,2.0,864947.0,1.0,3.0,U,346.0,O,Family Insurance Group
Szc7750,Canada,f,Nrxkbu,,185208.0,50.0,Szcpinwpnouxaakdrt,Manitoba,0.0,1146468.0,4.0,5.0,M,431.0,O,Brink's
Mph7751,United States of America,,Fqahvzbjrflxo,,17790.0,93.0,Mphmjfjv,NH,2.0,1702447.0,2.0,5.0,,823.0,O,Medtronic
Bvl7752,United States of America,F,IMELHPKYDEXIHELBQRD,,59420.0,15.0,Bvlfcelfyknojpvbgdhutx,Alberta,5.0,2293642.0,2.0,5.0,M,344.0,R,United Refining
Nbu7753,United States of America,m,TFOSMWCFBTVKINAVEEBDKPMBW,V,178200.0,92.0,Nbuhirogxgcswdjxcfyqnxbzwffn,Saskatchewan,9.0,1529653.0,2.0,,S,709.0,O,Smithfield Foods
Emz7754,Canada,M,ieomjcnhnyysvradllmznsyd,,162738.0,22.0,Emzxjfpumpecoegrkeyjwd,New Brunswick,2.0,137515.0,0.0,1.0,W,,R,Medtronic
Kkw7755,United States of America,,Iqcdijgerjktuahlgojvlo,,352913.0,25.0,Kkwkmvwfjjnt,MS,,2754879.0,4.0,1.0,S,354.0,O,Cabot
HCT7756,United States of America,,ahvvihkvbextremvexfapo,,288188.0,77.0,HCTTFVVJCODLAZCLDHEJKSEEXTDUN,KY,9.0,929067.0,0.0,0.0,S,,O,Electronic Arts
BBE7757,United States of America,m,geryrjjsknqvhuswavmrjmcrefmhoa,h,385946.0,26.0,BBEAWGVIEDMOAZEMGTRDLAGWEITBW,AK,6.0,1153023.0,3.0,4.0,D,686.0,,Seaboard
PTM7758,United States of America,F,WTXMEESMJGTZWDYME,B,136162.0,56.0,PTMDDZHHHNEADVKFAVYRILPPUIYJVX,NV,7.0,1933058.0,4.0,3.0,D,643.0,O,DirecTV Group
QJD7759,Canada,,SLZAPLSIUU,,220449.0,16.0,QJDKQLJVNQLPNWDBBHVXFHDYMRLDSA,DC,5.0,3179244.0,3.0,3.0,M,665.0,O,Allegheny Energy
SFE7760,United States of America,m,Pbppda,,299284.0,77.0,SFEGHRK,Manitoba,9.0,2912318.0,1.0,3.0,S,519.0,O,Marathon Oil
rro7761,United States of America,,Wvtticeyguuhhotrxgmqzsystjnc,,334094.0,43.0,rrojlce,SD,6.0,2828037.0,3.0,2.0,M,615.0,O,Prudential Financial
Imu7762,United States of America,,FVVKHPCVSNGTUUITXJ,K,364719.0,94.0,Imuvry,NY,10.0,495577.0,3.0,2.0,D,,,Dollar General
JPU7763,United States of America,F,Jowuthjstdmjzpl,B,319866.0,92.0,JPUDUDRZOIIROUHUDQGOIY,TN,9.0,1793954.0,5.0,,M,812.0,O,Schering-Plough
Luw7764,United States of America,,bctcbpqwkkayptutzjkym,,71545.0,19.0,Luwofvivm,IN,5.0,2347778.0,4.0,1.0,M,346.0,O,
Fde7765,United States of America,,Jdpqlxxtfd,,,80.0,Fdeqqfgftxtkfad,MT,1.0,380048.0,4.0,3.0,D,761.0,O,Capital One Financial
Bso7766,United States of America,F,LWMWK,O,484457.0,64.0,Bsokbnungqcpjhxbyrle,AZ,7.0,,1.0,0.0,M,617.0,O,Collective Brands
GVA7767,United States of America,,utkoptkxststrid,k,176394.0,44.0,GVAFIGFXWRPKYSJMXBTOBPB,New Brunswick,0.0,1918435.0,2.0,4.0,W,470.0,O,AptarGroup
twc7768,United States of America,M,Frtlkivwiqi,e,251600.0,47.0,twcvljxkgryxuaqobkj,WY,6.0,2764457.0,1.0,1.0,M,356.0,U,Coach
GZF7769,United States of America,F,gktsklphdxwnvhcrfcxrykqyacjavd,,145698.0,93.0,GZFHMRWJTPGXLGXLUHHUA,AZ,7.0,1510144.0,0.0,0.0,M,,O,UGI
bvm7770,Canada,M,Boxkdkokrcglmcgymhcxafg,E,492640.0,94.0,bvmvwiitasrqgqlo,New Brunswick,5.0,925182.0,4.0,5.0,W,806.0,U,Forest Laboratories
zju7771,Canada,f,dcgkvxonx,R,266405.0,82.0,zjuuhvbnssjfgee,Ontario,9.0,2566330.0,1.0,0.0,U,,O,Boston Scientific
DYV7772,United States of America,F,tpkpxsuytfvvou,i,307897.0,42.0,DYVMUACY,HI,1.0,3668461.0,,3.0,,731.0,O,Worthington Industries
Gpk7773,United States of America,M,jgyioszfmrvmotbdz,,53713.0,,Gpkwbvjguerjiohcydxwveqjt,MS,9.0,2348645.0,4.0,2.0,M,441.0,U,McCormick
Lit7774,United States of America,,KNITXFSNBS,N,70637.0,12.0,Litrdepfksbaacmkxowaq,Saskatchewan,7.0,616526.0,4.0,1.0,D,339.0,O,Southwestern Energy
BZG7775,United States of America,,Rhnezmjcmsrkqdccizjohntrb,C,384754.0,36.0,BZGHHD,Quebec,7.0,1828046.0,3.0,0.0,S,822.0,R,CC Media Holdings
Mld7776,United States of America,m,WXVBQSG,u,411913.0,,Mldvkmsth,MN,8.0,1296407.0,2.0,3.0,U,487.0,O,Jones Financial
Ujq7777,United States of America,f,RDVDSWKKDKHDJDKQGLVRVT,,499162.0,4.0,Ujqpiixoqzblqeh,NV,,903552.0,1.0,5.0,U,664.0,O,Whirlpool
Bmf7778,United States of America,m,Iwefijhhrjcvvhy,,86635.0,79.0,Bmfzhlqzwfefnavpz,Manitoba,3.0,230058.0,3.0,2.0,M,392.0,O,Patterson
Jvz7779,Canada,F,GZFLEWBIMDDKCYYHLGBOYDBXMGLXA,h,228058.0,97.0,Jvzvwucdhnemibjeuom,NC,10.0,301320.0,2.0,3.0,D,655.0,U,Rent A Center
ORQ7780,Canada,,imfweqhdstdakmokjmlefmzhdbvwlp,K,172125.0,37.0,ORQUWJXTQOMGR,CT,3.0,2286525.0,2.0,5.0,U,380.0,O,Ryder System
Puv7781,United States of America,f,Idswueimrsbycluamujgztzwqfipvf,I,241263.0,92.0,Puvhtgahbhjlxaxvssqjpyv,NV,1.0,1482250.0,0.0,0.0,,651.0,U,Sysco
DAJ7782,United States of America,M,Dvutcxgywkpttbkvzyfjmkh,L,99175.0,78.0,DAJYKNHLDHSWNJRF,VT,6.0,3123257.0,3.0,2.0,U,,R,Entergy
Iaf7783,United States of America,,Faywbcvwdbxvjwn,H,198444.0,48.0,Iafcsetsxtejg,HI,0.0,944918.0,3.0,,U,652.0,O,
EJP7784,United States of America,,YLPNDNVXGTDOCPCDO,,250333.0,0.0,EJPEPVTDGKHTCGGDWHGEQIUNB,New Brunswick,9.0,2050110.0,4.0,4.0,U,338.0,O,Telephone & Data Systems
Bla7785,United States of America,,undooshsgkeqftkoslmaaf,A,,89.0,Blamzrkhfhlmowcwuv,MI,0.0,2077778.0,0.0,5.0,W,779.0,O,W.R. Berkley
Yhe7786,Canada,F,SGMATJJSVBIKDDBJPKTKATCRAAOXBA,,173782.0,47.0,Yhefikklhs,MD,5.0,1793821.0,0.0,4.0,W,786.0,O,
Nfl7787,Canada,,Rklrkfhzsl,,225849.0,2.0,Nfldvfworlfejwnuauklepwo,WI,6.0,1847011.0,2.0,1.0,M,458.0,O,Cognizant Technology Solutions
Lrd7788,United States of America,,AFTPYVW,,205194.0,18.0,Lrdqj,MT,6.0,104018.0,,0.0,M,806.0,O,Popular
Ojh7789,United States of America,f,CKXQRLOOSHQZBHYMNCAZ,,40273.0,98.0,Ojhuowdyyckqv,TN,1.0,113431.0,3.0,3.0,U,466.0,U,CSX
Gaj7790,Canada,,Doeqhehoszhrq,,388923.0,79.0,Gajos,MD,2.0,1721394.0,2.0,3.0,U,801.0,R,ITT
MHU7791,United States of America,M,cggaqkwp,,213273.0,90.0,MHUWRDHDYJVD,SC,0.0,3905265.0,5.0,4.0,S,334.0,O,BJ's Wholesale Club
Luu7792,United States of America,,Kduyzgcfteqhvmxmpfngtp,,499304.0,54.0,Luunhqajpnfmpufweqgxi,Prince Edward Island,6.0,3710742.0,5.0,2.0,S,568.0,O,Cooper-Standard Holdings
Bbh7793,Canada,,nynsipuzywbjggecpvknlcayu,,439546.0,56.0,Bbhmrrnqlfhfufkpxxqjy,AR,5.0,2289382.0,5.0,1.0,M,338.0,O,Insight Enterprises
VGQ7794,United States of America,,Ycqpoklsnj,,74548.0,61.0,VGQGVWCIERLRH,Newfoundland,8.0,2123750.0,5.0,0.0,M,421.0,R,National Oilwell Varco
Jtm7795,United States of America,F,ysfljjorrmdywfventrzryj,,472023.0,20.0,Jtmslhltomrtynfyyqexquqs,NV,0.0,1222348.0,4.0,0.0,M,312.0,O,Newell Rubbermaid
WUW7796,United States of America,,Zhgmcto,v,155245.0,95.0,WUWIZWKSDKRBBXIJE,OK,,1746167.0,2.0,1.0,M,361.0,O,Supervalu
ojd7797,United States of America,f,JQYDHVYIYTYTSQ,F,95133.0,42.0,ojddvrnopwp,NV,5.0,602321.0,4.0,3.0,S,626.0,O,Amazon.com
Cvb7798,United States of America,,Ncdowbmgrubuhmne,,208626.0,30.0,Cvbhamcdnkpbeoajviq,ND,4.0,,,3.0,U,,O,IMS Health
rso7799,Canada,,CLNPTFYLEZVWYPPHDNFUL,,338937.0,61.0,rsofefba,Nova Scotia,3.0,3509965.0,1.0,2.0,M,445.0,O,Holly
Tpj7800,,,Caetayjalavmtqzvifgbmcgtrrgev,,75897.0,27.0,Tpjjcihkpz,FL,9.0,1270225.0,5.0,1.0,W,347.0,R,General Motors
VEO7801,United States of America,,LQWGPXAJEPPPAKCJFRS,f,354986.0,31.0,VEOLNMRQMLPNBDL,MI,4.0,2882457.0,1.0,4.0,,617.0,U,General Dynamics
Nrs7802,United States of America,,Iptmvgzimwxi,y,19973.0,40.0,Nrswglheedmcbj,IA,8.0,2828480.0,3.0,0.0,S,830.0,O,Embarq
Wcv7803,United States of America,,Xihwaxbsmriyojafwhwtq,,47920.0,58.0,Wcvpvcubsiqrvxvpcxtz,NV,10.0,2709790.0,4.0,4.0,U,,R,Murphy Oil
Hxm7804,,,Deuokiidhhiwm,r,6804.0,58.0,Hxmiyovwcukkgjnxmnpgqpavb,FL,0.0,3065674.0,3.0,0.0,M,452.0,R,Southwest Airlines
