lstnm,nmbrchldrn,wnrrntflg,gncd,g,ddrssln2,crdtrtng,ntwrth,mplr,ncm,nmbrcrdtcrds,ddrssln1,stt,phn,nmbrcrs,mddlntl,gndr,frstnm,ct,mrtlstts,cntr,pstlcd
czuvw,2.0,O,czu7576,38.0,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,348.0,3874445.0,Phillips-Van Heusen,156048.0,3.0,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,IL,1-352-678-5471,1.0,,,kpofwgtomgijnm,Oakland,M,Canada,Xbgykqm
Ghrlcuscpesuzsdwqfwwbgh,5.0,O,Ghr7577,68.0,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,598.0,437353.0,Wells Fargo,63617.0,8.0,BESJDYZDIOIXKDFEHBQXBPW,AZ,1-906-600-9749,1.0,Z,,Biflzgcqpqpbahquomftmjffohpwuy,Billings,M,United States of America,NNCXIBTCXZA
Rwkdeshuwhwvmvmdnckmuvdt,2.0,O,Rwk7578,93.0,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,505.0,2669917.0,Vornado Realty Trust,244849.0,9.0,Ouopoqztakszwsfkthdbwndfjuqaelyd,NY,1-093-018-2851,2.0,,,ybdlwlwxispyswbiegrbsqqtywxr,Pueblo,U,United States of America,mfwuio
Uwinnbtdd,3.0,R,Uwi7579,48.0,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,839.0,1466537.0,New York Times,123585.0,7.0,Ivwhotvobwkshcixclfobqoljlaqohw,WA,1-302-096-9321,4.0,,,Capzcewdt,Sherbrooke,S,United States of America,Utgwrun
VXZTLDNZPYIFIKTIJRXS,1.0,U,VXZ7580,96.0,CYQWJKJB,672.0,991860.0,Adobe Systems,391134.0,2.0,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,GA,1-915-044-3154,1.0,,,XKBLVBCCYKMIXABVTOTVPZCJRII,Sacramento,S,United States of America,Wgulrhctjlg
Aykkkc,5.0,O,Ayk7581,58.0,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,696.0,,Valmont Industries,426759.0,3.0,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,AZ,1-040-274-3474,5.0,p,f,wmknfemsztimaphftadowlmbnp,Charlotte,M,United States of America,Srhxvxe
lhodktal,3.0,O,lho7582,63.0,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,448.0,1816368.0,UAL,451737.0,5.0,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,NV,1-678-397-2739,5.0,,M,DHLVITRFJDXLTPAGMPMJ,El Paso,W,United States of America,Dadkihaohc
rziprpcfwnirtuvrbfnuepq,1.0,O,rzi7583,18.0,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,549.0,565246.0,AFLAC,180822.0,9.0,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,TN,1-679-345-9939,2.0,,,Jdpqutldftwykfyhukveiaimoyyk,Mesa,S,United States of America,Fpoleiod
Wdsuorykxmvfxupyyjl,2.0,O,Wds7584,40.0,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,705.0,1899339.0,VeraSun Energy,205843.0,0.0,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,AL,1-093-616-0613,4.0,,,Qiwemtdba,Simi Valley,W,United States of America,Cuaieflmccqp
Xsjypvyfoqbiq,3.0,O,Xsj7585,29.0,ccfzcxohrhrcnypedmhjovjyjrxi,387.0,3873239.0,Magellan Health Services,470985.0,6.0,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,TX,1-546-131-8988,4.0,f,M,JQKEDISZ,St. Catharines,M,United States of America,qiraymmapgf
Luxkby,1.0,,Lux7586,21.0,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,359.0,767547.0,Emcor Group,318225.0,7.0,Nhgrkzjzcrjcerkwrugwul,WV,1-477-186-7432,2.0,v,,Gfuwa,Washington,U,United States of America,Tsynomgib
wxwhwasadsmxchyhlgrvnurte,2.0,O,wxw7587,41.0,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,494.0,1027999.0,Peabody Energy,326044.0,9.0,,ND,1-965-848-6954,2.0,,f,CTTUYHUUMMDTX,Chula Vista,M,Canada,Amudllk
pfzjoarqopfjtzjalxxxeq,1.0,,pfz7588,56.0,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,345.0,3428495.0,State Farm Insurance Cos.,,10.0,uiaoi,Saskatchewan,1-622-866-0937,1.0,e,m,Wvtqm,Montpelier,M,United States of America,ELQKT
hlxshqpvshstjerwclb,0.0,O,hlx7589,33.0,REHWDWEP,402.0,1827180.0,Humana,187282.0,10.0,Wwonzdtvwkn,VA,1-040-217-2014,2.0,,M,xuwgpsvzcpxtoerndtr,Mesa,M,United States of America,Oiwac
nybiaaw,0.0,O,nyb7590,96.0,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,579.0,2070007.0,News Corp.,,3.0,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,ND,1-101-684-2373,2.0,,,Hnnzpokbygacjjgybkskf,New Haven,M,United States of America,Dqgzinvuxxy
Lttvvpjjavydrmbt,0.0,O,Ltt7591,35.0,DIMPFMEBDNHBCT,569.0,,Torchmark,,2.0,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,ND,1-386-426-5849,2.0,O,,qsnivsknktiwjpqwnrlgftnmsrxkjc,Indianapolis,,United States of America,Nchaajfkjvx
gszunimggpyfjzmivbwizzftuen,4.0,O,gsz7592,40.0,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,745.0,3596263.0,Rock-Tenn,306946.0,9.0,cezvfwtftwlwfrgrpxtuejvrgucexe,MS,1-598-816-0126,0.0,,,pygsfvfpeofkdcugfvxdsqgmcgebfp,Stockton,W,United States of America,XEDMBUAMGXKH
Kwpztgkknktyvdks,,U,Kwp7593,10.0,DVYTEPWCABNSGPTLJEMPQLTEWM,320.0,3719999.0,AGCO,99663.0,1.0,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,WY,1-770-379-7700,0.0,,,Zgxsuo,Louisville,D,,crxbrlj
AGMCLBCUEPVBRKDKWAGBCFOLYET,4.0,R,AGM7594,59.0,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,591.0,3058439.0,,482013.0,4.0,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,MA,,2.0,D,,ganifmdaqbltccwbqijtkypcetuq,Atlanta,M,United States of America,Eytubbwi
Ocnds,0.0,U,Ocn7595,70.0,,,2592932.0,United Stationers,180476.0,10.0,Ctgihaqlm,AK,1-628-245-6238,1.0,u,m,IYCOMORWDFSEKN,Milwaukee,M,United States of America,Lwftldizl
Cmweamsabhudajyhpsohkpzcy,5.0,,Cmw7596,69.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv,417.0,1471273.0,McCormick,285682.0,5.0,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,PA,1-813-787-2611,4.0,,F,vdvdlfz,Fort Smith,M,United States of America,GSSFZNBZL
Ditjvpiidkjkvxssfnctzcczb,5.0,R,Dit7597,96.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,338.0,,National Life Group,455032.0,8.0,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,MA,1-362-897-1162,0.0,V,,Sbwymtnwzhffkwjczlsnvrtcv,Knoxville,M,United States of America,Nrnqtmjz
Rmmasnivkq,,O,Rmm7598,9.0,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,340.0,2410816.0,Hasbro,356141.0,9.0,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,DC,1-952-919-4878,3.0,S,,qjjwbffbgxilxyarhjwdvo,Idaho Falls,S,United States of America,Rzjxvum
ekjvgcmzgobzeerrpfgefwvxlvfcua,3.0,U,ekj7599,39.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,738.0,1059543.0,Tupperware Brands,165667.0,5.0,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,RI,1-145-214-8009,3.0,,,JIXUQX,Jacksonville,U,Canada,Accezkuzqrif
wcqqbslcxugdqpbzbmbqvlahw,2.0,O,wcq7600,31.0,MIMWGPPF,597.0,379282.0,Covance,459767.0,7.0,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,MA,1-328-944-9786,0.0,A,,Eqrxuc,Stockton,S,United States of America,LNZZPGOTEG
Klcanpomjmuwosnasroukafsxtufz,2.0,R,Klc7601,64.0,Xpannac,603.0,3271265.0,Interactive Brokers Group,106459.0,4.0,RSSNUTWWLOKIHRRTPEAFTLBF,Alberta,1-899-864-9421,2.0,,f,PDAXUXBMPOVTKJUR,Thousand Oaks,M,United States of America,YINOHET
Jrdmn,1.0,U,Jrd7602,38.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,662.0,1530364.0,SkyWest,51021.0,5.0,Sachwqwddeyfxvagihsjxtcsibaejb,AR,1-877-997-8896,,,,Adftxl,Nashua,D,,ddgkyv
GDQESTOSFCKVLPZEQPNFIKQLTXB,4.0,R,GDQ7603,47.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,838.0,3731860.0,Best Buy,494931.0,0.0,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,VA,1-750-900-0823,2.0,,,Gaksvvggpbleteofow,Tallahassee,W,United States of America,Seiksuhglhj
fnmqzceohwapysohiuofkhjpwzgv,2.0,O,fnm7604,,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,791.0,2488858.0,Sears Holdings,429859.0,9.0,Sbutxmtwkb,OR,,5.0,,,Ijstknxzfzsvqmy,Brownsville,M,United States of America,Ytgghhaxc
Ymuvinagbzdhiwglzfacood,4.0,O,Ymu7605,76.0,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,692.0,2301347.0,Frontier Oil,,7.0,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,ID,1-347-704-7823,1.0,e,,jvhwyzbcwdrrqmlbvpjwbohhemm,Charlotte,S,Canada,Ajlcdadx
Pxjmfwpwm,3.0,O,Pxj7606,60.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,673.0,1736571.0,Automatic Data Processing,464086.0,8.0,mnkidgiyajigobghpnkdvauwiubpjb,IA,1-228-976-2888,0.0,R,,nhhjbqktsr,Oakland,W,,Daivf
Rsdlvo,,O,Rsd7607,73.0,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,331.0,2399483.0,,207651.0,7.0,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,TN,,3.0,M,,Lmhtjwddyqbzlxgv,Fort Wayne,U,Canada,xrquzcptycg
Qqhwdyopkfs,,O,Qqh7608,37.0,BPPKDY,744.0,2982744.0,Comerica,260418.0,2.0,Fmrydeogisvvtrpsfonolelpnqcbkrr,Nova Scotia,1-760-429-1328,4.0,,,BXFLGQTJSJDQAUCXXJXWHTQU,Chula Vista,U,United States of America,shigmwk
udqexswxytatsvxw,1.0,U,udq7609,50.0,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,446.0,1611011.0,Baldor Electric,,6.0,Xhggtfwyslxvgeiuzjfxewcsweefq,Ontario,1-253-879-8833,5.0,Q,,Tlaihggmhfiuezhjgps,Peoria,M,United States of America,enehob
Ghlflxgkavpsqvkpun,4.0,O,Ghl7610,0.0,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,,2999167.0,Commercial Metals,316963.0,0.0,,MD,1-401-256-3483,0.0,M,,DSRXJZKFJTIVXLBAX,Lexington,M,Canada,RNLAKRXSPA
mtkfmxripistepftjaxfosviokgqsf,,O,mtk7611,,Xuqmcmxaigbk,,,,84046.0,,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,AR,1-175-910-8245,5.0,,f,Annsrbdzywmpqvigpn,Salem,W,Canada,Hlezt
QIYQRALNIIONMKDZB,3.0,O,QIY7612,,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,723.0,3307491.0,Molina Healthcare,368990.0,9.0,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,Saskatchewan,1-565-191-3419,0.0,,,Mrawpcvb,San Jose,M,United States of America,Iyqmkpcjx
Ohzpaqjtc,0.0,O,Ohz7613,81.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,348.0,2057260.0,Plains All American Pipeline,124382.0,2.0,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,OH,1-921-688-5401,2.0,,,yociu,Kansas City,S,Canada,klgnkcaedht
djgtucxplpftr,0.0,O,djg7614,52.0,EECYCMJAJGNQBRSKW,666.0,53179.0,Agilent Technologies,9263.0,,Gvdteormavfflajkedaclod,VA,1-925-155-0170,2.0,,,DQNVNWPYSMLDGXJVBUHUKDLRSLN,Windsor,M,United States of America,Jsombikj
Iaduje,4.0,U,Iad7615,68.0,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,,690086.0,AutoZone,334181.0,3.0,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,ID,1-185-691-2951,2.0,,,wfnjfn,Chicago,M,United States of America,Xtckbvng
EMGQKGEOTCGAFGDZVTRUAVGZYPM,1.0,R,EMG7616,,hgandkyzsnb,844.0,2025465.0,,314001.0,8.0,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,WI,1-067-518-3854,0.0,H,,WWWEN,Evansville,M,United States of America,YPUWSVRD
Hjnljezrxojeaoustvawackahexa,4.0,O,Hjn7617,36.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,766.0,695307.0,Universal Health Services,168309.0,8.0,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,MS,1-188-554-1671,1.0,,,Krjcfgq,Honolulu,M,Canada,Ifxvsnt
CYPTBBGPWKKKFNOUHJ,4.0,O,CYP7618,31.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,521.0,3238398.0,Time Warner,322765.0,10.0,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,OK,1-168-215-2223,2.0,D,M,Fxmpengjsaf,Cleveland,M,United States of America,EAOJPQVWBNZ
KPNRNVLRFUTOWOERTCSIRQZ,5.0,O,KPN7619,55.0,QTWXYHMLBYQ,306.0,1213578.0,Sealed Air,311253.0,7.0,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,GA,1-228-022-3056,1.0,h,,Eobtk,Livonia,W,United States of America,fhirgl
Vbimifwtrtvb,5.0,R,Vbi7620,66.0,SDEAIMDWRSKXTFCPHWF,411.0,103708.0,Sprint Nextel,140296.0,9.0,Blsmawjjdmdamrhqyqgzmbkfa,TN,1-926-766-1124,5.0,x,,Abahrdfcbtscoblhaovnjkbx,Little Rock,W,United States of America,Lahfziy
ehbcbdctlcspuvwbqveohanmkolbw,5.0,O,ehb7621,22.0,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,,1086081.0,,439984.0,3.0,Stofpzwyhkpmuq,SC,1-538-797-1948,1.0,,F,bhephgijqbu,Halifax,M,United States of America,tofdjef
TMQACIIUMYYZHYX,0.0,O,TMQ7622,51.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,702.0,1349626.0,Quiksilver,454011.0,8.0,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,AR,1-627-234-0841,5.0,C,F,KECNVVPGTOXHIGOUAWLHU,Peoria,U,United States of America,rckzx
Lsbutxufufshmkqnscnhx,5.0,R,Lsb7623,26.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,842.0,1083092.0,Valspar,191541.0,1.0,,MT,1-876-492-0782,1.0,y,a,xppmtvztaifqynlbmofxonnus,San Jose,S,United States of America,MMLJKBGXD
Dpzpfctp,1.0,R,Dpz7624,100.0,Lhwkvadxwcjobcggyuighvqlcm,528.0,1662799.0,Timken,,0.0,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,WY,1-436-946-7319,2.0,u,M,kzntoukktuqqfuyeo,Charlotte,U,United States of America,banusio
Zujmcfzznpfohsdp,3.0,R,Zuj7625,13.0,,300.0,3548540.0,,,5.0,cnckvldjedzgdqhy,WY,1-281-780-2897,3.0,,,TDRLAQZARCGRAMDDMCWP,Hilo,W,United States of America,Safkd
Jqkozdva,1.0,O,Jqk7626,11.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,752.0,881414.0,Occidental Petroleum,269215.0,7.0,,WV,1-421-286-4139,2.0,,,shbaeyxyrjfietruntrdeyqkc,Yonkers,S,United States of America,DHTLWJDXLRW
ijbcvbgglqupyentiqncsnswyygl,4.0,O,ijb7627,62.0,Alukohji,303.0,1712200.0,,193126.0,0.0,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,CA,1-908-354-2709,0.0,,m,Zururxrihusergiba,Modesto,M,Canada,RORIUHK
NMOXMHMVUDGY,5.0,O,NMO7628,13.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,418.0,847446.0,Massey Energy,462618.0,10.0,qehomraquwxrkb,Alberta,1-466-560-2530,3.0,U,F,QZLCPVRKZMTENMREVZT,Louisville,M,United States of America,bxgwhohh
Tefewe,3.0,O,Tef7629,23.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,667.0,344294.0,Weyerhaeuser,212026.0,4.0,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,New Brunswick,1-578-686-8082,3.0,,f,dvbflygvxrizbclmqwoajkvnzoufc,Eugene,W,United States of America,SRARKMXOD
Sdjhq,4.0,U,Sdj7630,51.0,Kxxipkohacffav,441.0,1534879.0,National Fuel Gas,371024.0,7.0,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,British Columbia,1-166-077-1436,1.0,Z,,mtnubdnrdoivcuqmapqhtvzkixw,Buffalo,D,United States of America,hwugfvlttol
Pbrfgfdwedgrmifitr,2.0,O,Pbr7631,2.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,471.0,3897101.0,Pep Boys,235810.0,0.0,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,DE,1-535-320-1881,3.0,,m,Nzljqsbgutsixlosfedpmlzl,Santa Fe,U,United States of America,zgsllav
Icejebxweavlnddpjz,,O,Ice7632,,onxyyslcmbyxpfjuykowqpwqi,701.0,3064442.0,Neiman Marcus,347270.0,9.0,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,CT,1-633-495-6478,2.0,,m,Ealrdsynhtadihmsl,Springfield,W,United States of America,Mszwfhpj
ZWGIV,2.0,R,ZWG7633,82.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,323.0,2016524.0,BlackRock,399212.0,1.0,TAIWTM,Quebec,1-398-680-0278,5.0,,,xfjdwfentojva,Anchorage,D,United States of America,Yqfxb
Evwthrqmqfpsbpdqojtqzpjmpoea,5.0,O,Evw7634,94.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,846.0,37745.0,McGraw-Hill,439561.0,10.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,NJ,1-185-976-7770,4.0,,m,Zvowaelneuhpxzphpvtgvfz,Winnipeg,M,United States of America,ypmuep
Lhlatzfku,4.0,O,Lhl7635,16.0,Krdmgygwnziumjdtybwyw,850.0,503752.0,Family Dollar Stores,29980.0,8.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,MN,1-490-238-8219,3.0,c,m,fmdcjzjekrwrirumyvfuqnnkxzr,Waco,M,United States of America,Xthtecuu
LYBUGCXZYJSERVQKQJKNIIW,5.0,U,LYB7636,43.0,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,,2115180.0,Teleflex,28693.0,,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,NE,1-891-741-2112,2.0,N,,Ohetzpmilrphnhnasiisaypdl,Stockton,M,United States of America,Xjzpdio
Ijbmwiomutrflaupolplmfjsqh,2.0,O,Ijb7637,76.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,564.0,839222.0,,106794.0,3.0,Phqspowfoiqmszxy,VA,1-849-918-0984,1.0,x,M,VAUWGMVOILXNGKB,Boston,M,Canada,Rgthehdvvlh
Zhftulgpedd,5.0,O,Zhf7638,0.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,558.0,1851334.0,Imation,340598.0,4.0,XDPEFDQIMFNMCO,PA,1-426-168-3142,3.0,,f,Tnwgmuvaaqmxskkyqnvrmnmul,Memphis,S,United States of America,ysexit
PYUHQOCHAUAWGKHHLXQNUWZTEBN,,O,PYU7639,33.0,Bfntmkesgyjkjrgttbtdncoumqhmnxy,417.0,1348251.0,PPL,490597.0,0.0,FSSAAXLAMAPBOMTNUFG,WV,1-757-910-8931,1.0,r,m,mtovrkjvtfkennjujgpegknnck,Sydney,U,United States of America,Wscgcsbwlzj
Ikufiibsvk,2.0,O,Iku7640,62.0,,487.0,2722392.0,Smithfield Foods,499685.0,6.0,AKWOIATLDDKU,WY,1-468-325-0119,2.0,F,,Lwxdv,Shreveport,U,Canada,AUQJTIMK
HBZACUNNIOTFKFSTCILLC,0.0,O,HBZ7641,8.0,Bnbfbxvqxtngv,639.0,1785161.0,Macy's,62285.0,9.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,MN,1-383-310-7894,2.0,,m,Ftvuzjdzocqmcoxvrbqcna,Modesto,M,United States of America,Weqnwrwrbcgx
Pcofbhaqeemibnkjtsoxmdibmpquo,5.0,O,Pco7642,4.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,625.0,2823578.0,Torchmark,320885.0,3.0,VANVGDDSYEK,VT,1-353-727-2029,5.0,,M,Hnbgeuii,Hull,U,United States of America,facqrtjqjmd
Ybvjle,3.0,O,Ybv7643,39.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,,2123972.0,Herman Miller,184669.0,1.0,TVTDULLNHUZPDNEEKSXEGPXDNE,WV,1-028-849-5461,5.0,,,Fykbowmpxpbb,Yonkers,D,United States of America,OCNCREZ
Rimdakhncfjlrbor,0.0,R,Rim7644,90.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,,112782.0,Kindred Healthcare,126989.0,3.0,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,IN,1-480-785-4021,0.0,F,,Ruagwhiorgizpmbphjerywjrr,Atlanta,S,United States of America,JXOGSVJ
gnfkwjxmvkbeh,4.0,,gnf7645,7.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,460.0,248311.0,Arch Coal,48144.0,3.0,HWAWSSEUGGKEXQDESYXFHWZ,MS,1-443-132-4138,1.0,,,teldp,Hayward,M,Canada,Iqtso
Wxphiul,4.0,O,Wxp7646,95.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,793.0,3719851.0,Whirlpool,377787.0,8.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,CO,1-143-020-1234,5.0,C,F,Tmhxnpfgyifx,Savannah,,United States of America,Uxgvbwop
Dxhuevhfuceqmpoolmuhflp,5.0,O,Dxh7647,59.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,821.0,1920385.0,Arrow Electronics,323782.0,8.0,,PA,1-475-304-3486,5.0,N,m,Fpchjcvsrkakkqqsojokdrg,Fullerton,U,Canada,Ovsiu
Aqopbqsxqxjj,2.0,O,Aqo7648,13.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,,576903.0,Rock-Tenn,31880.0,6.0,NASLRGJGXPDOGNJSHNLNGBCXJVO,DE,1-677-882-6792,3.0,,,Heiehcgec,Overland Park,S,United States of America,Frqdqbs
fenowyirqcdcwwo,3.0,O,fen7649,58.0,Eymghd,643.0,1855037.0,R.H. Donnelley,390190.0,8.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,Prince Edward Island,1-151-067-7411,5.0,s,,sgapkfrztiyyayezulvi,Alexandria,D,United States of America,waiitdv
CMQIHWYKNOLSX,1.0,O,CMQ7650,67.0,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,817.0,2954046.0,Pall,413821.0,2.0,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,TN,1-645-553-4591,4.0,,,Nohjtayoycptngwoitqzhmuf,Fort Collins,U,Canada,Vlmzifrfolfs
Yhbbdqabnbldfqhnofnxdrzrj,2.0,O,Yhb7651,68.0,Vqdxskijczxliokh,702.0,952096.0,Burlington Coat Factory,301451.0,10.0,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,CA,1-670-793-5351,1.0,,f,QIGFYQTIPFYCR,Santa Fe,,United States of America,DKXNSUJQRKGM
