AgID,St,NuCh,OwOReFl,Inc,PoC,Co,AdL2,MiIni,AddrL1,MarSt,NumC,NWor,LN,Em,Ph,A,CreRat,NumCreCar
pfz7588,Saskatchewan,1.0,,,ELQKT,United States of America,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,e,uiaoi,M,1.0,3428495.0,pfzjoarqopfjtzjalxxxeq,State Farm Insurance Cos.,1-622-866-0937,56.0,345.0,10.0
hlx7589,VA,0.0,O,187282.0,Oiwac,United States of America,REHWDWEP,,Wwonzdtvwkn,M,2.0,1827180.0,hlxshqpvshstjerwclb,Humana,1-040-217-2014,33.0,402.0,10.0
nyb7590,ND,0.0,O,,Dqgzinvuxxy,United States of America,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,M,2.0,2070007.0,nybiaaw,News Corp.,1-101-684-2373,96.0,579.0,3.0
Ltt7591,ND,0.0,O,,Nchaajfkjvx,United States of America,DIMPFMEBDNHBCT,O,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,,2.0,,Lttvvpjjavydrmbt,Torchmark,1-386-426-5849,35.0,569.0,2.0
gsz7592,MS,4.0,O,306946.0,XEDMBUAMGXKH,United States of America,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,,cezvfwtftwlwfrgrpxtuejvrgucexe,W,0.0,3596263.0,gszunimggpyfjzmivbwizzftuen,Rock-Tenn,1-598-816-0126,40.0,745.0,9.0
Kwp7593,WY,,U,99663.0,crxbrlj,,DVYTEPWCABNSGPTLJEMPQLTEWM,,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,D,0.0,3719999.0,Kwpztgkknktyvdks,AGCO,1-770-379-7700,10.0,320.0,1.0
AGM7594,MA,4.0,R,482013.0,Eytubbwi,United States of America,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,D,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,M,2.0,3058439.0,AGMCLBCUEPVBRKDKWAGBCFOLYET,,,59.0,591.0,4.0
Ocn7595,AK,0.0,U,180476.0,Lwftldizl,United States of America,,u,Ctgihaqlm,M,1.0,2592932.0,Ocnds,United Stationers,1-628-245-6238,70.0,,10.0
Cmw7596,PA,5.0,,285682.0,GSSFZNBZL,United States of America,qlgnszfowrbrkuurrmjrfnfaeulhneecv,,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,M,4.0,1471273.0,Cmweamsabhudajyhpsohkpzcy,McCormick,1-813-787-2611,69.0,417.0,5.0
Dit7597,MA,5.0,R,455032.0,Nrnqtmjz,United States of America,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,V,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,M,0.0,,Ditjvpiidkjkvxssfnctzcczb,National Life Group,1-362-897-1162,96.0,338.0,8.0
Rmm7598,DC,,O,356141.0,Rzjxvum,United States of America,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,S,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,S,3.0,2410816.0,Rmmasnivkq,Hasbro,1-952-919-4878,9.0,340.0,9.0
ekj7599,RI,3.0,U,165667.0,Accezkuzqrif,Canada,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,U,3.0,1059543.0,ekjvgcmzgobzeerrpfgefwvxlvfcua,Tupperware Brands,1-145-214-8009,39.0,738.0,5.0
wcq7600,MA,2.0,O,459767.0,LNZZPGOTEG,United States of America,MIMWGPPF,A,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,S,0.0,379282.0,wcqqbslcxugdqpbzbmbqvlahw,Covance,1-328-944-9786,31.0,597.0,7.0
Klc7601,Alberta,2.0,R,106459.0,YINOHET,United States of America,Xpannac,,RSSNUTWWLOKIHRRTPEAFTLBF,M,2.0,3271265.0,Klcanpomjmuwosnasroukafsxtufz,Interactive Brokers Group,1-899-864-9421,64.0,603.0,4.0
Jrd7602,AR,1.0,U,51021.0,ddgkyv,,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,,Sachwqwddeyfxvagihsjxtcsibaejb,D,,1530364.0,Jrdmn,SkyWest,1-877-997-8896,38.0,662.0,5.0
GDQ7603,VA,4.0,R,494931.0,Seiksuhglhj,United States of America,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,W,2.0,3731860.0,GDQESTOSFCKVLPZEQPNFIKQLTXB,Best Buy,1-750-900-0823,47.0,838.0,0.0
fnm7604,OR,2.0,O,429859.0,Ytgghhaxc,United States of America,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,,Sbutxmtwkb,M,5.0,2488858.0,fnmqzceohwapysohiuofkhjpwzgv,Sears Holdings,,,791.0,9.0
Ymu7605,ID,4.0,O,,Ajlcdadx,Canada,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,e,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,S,1.0,2301347.0,Ymuvinagbzdhiwglzfacood,Frontier Oil,1-347-704-7823,76.0,692.0,7.0
Pxj7606,IA,3.0,O,464086.0,Daivf,,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,R,mnkidgiyajigobghpnkdvauwiubpjb,W,0.0,1736571.0,Pxjmfwpwm,Automatic Data Processing,1-228-976-2888,60.0,673.0,8.0
Rsd7607,TN,,O,207651.0,xrquzcptycg,Canada,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,M,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,U,3.0,2399483.0,Rsdlvo,,,73.0,331.0,7.0
Qqh7608,Nova Scotia,,O,260418.0,shigmwk,United States of America,BPPKDY,,Fmrydeogisvvtrpsfonolelpnqcbkrr,U,4.0,2982744.0,Qqhwdyopkfs,Comerica,1-760-429-1328,37.0,744.0,2.0
udq7609,Ontario,1.0,U,,enehob,United States of America,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,Q,Xhggtfwyslxvgeiuzjfxewcsweefq,M,5.0,1611011.0,udqexswxytatsvxw,Baldor Electric,1-253-879-8833,50.0,446.0,6.0
Ghl7610,MD,4.0,O,316963.0,RNLAKRXSPA,Canada,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,M,,M,0.0,2999167.0,Ghlflxgkavpsqvkpun,Commercial Metals,1-401-256-3483,0.0,,0.0
mtk7611,AR,,O,84046.0,Hlezt,Canada,Xuqmcmxaigbk,,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,W,5.0,,mtkfmxripistepftjaxfosviokgqsf,,1-175-910-8245,,,
QIY7612,Saskatchewan,3.0,O,368990.0,Iyqmkpcjx,United States of America,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,M,0.0,3307491.0,QIYQRALNIIONMKDZB,Molina Healthcare,1-565-191-3419,,723.0,9.0
Ohz7613,OH,0.0,O,124382.0,klgnkcaedht,Canada,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,S,2.0,2057260.0,Ohzpaqjtc,Plains All American Pipeline,1-921-688-5401,81.0,348.0,2.0
djg7614,VA,0.0,O,9263.0,Jsombikj,United States of America,EECYCMJAJGNQBRSKW,,Gvdteormavfflajkedaclod,M,2.0,53179.0,djgtucxplpftr,Agilent Technologies,1-925-155-0170,52.0,666.0,
Iad7615,ID,4.0,U,334181.0,Xtckbvng,United States of America,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,M,2.0,690086.0,Iaduje,AutoZone,1-185-691-2951,68.0,,3.0
EMG7616,WI,1.0,R,314001.0,YPUWSVRD,United States of America,hgandkyzsnb,H,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,M,0.0,2025465.0,EMGQKGEOTCGAFGDZVTRUAVGZYPM,,1-067-518-3854,,844.0,8.0
Hjn7617,MS,4.0,O,168309.0,Ifxvsnt,Canada,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,M,1.0,695307.0,Hjnljezrxojeaoustvawackahexa,Universal Health Services,1-188-554-1671,36.0,766.0,8.0
CYP7618,OK,4.0,O,322765.0,EAOJPQVWBNZ,United States of America,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,D,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,M,2.0,3238398.0,CYPTBBGPWKKKFNOUHJ,Time Warner,1-168-215-2223,31.0,521.0,10.0
KPN7619,GA,5.0,O,311253.0,fhirgl,United States of America,QTWXYHMLBYQ,h,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,W,1.0,1213578.0,KPNRNVLRFUTOWOERTCSIRQZ,Sealed Air,1-228-022-3056,55.0,306.0,7.0
Vbi7620,TN,5.0,R,140296.0,Lahfziy,United States of America,SDEAIMDWRSKXTFCPHWF,x,Blsmawjjdmdamrhqyqgzmbkfa,W,5.0,103708.0,Vbimifwtrtvb,Sprint Nextel,1-926-766-1124,66.0,411.0,9.0
ehb7621,SC,5.0,O,439984.0,tofdjef,United States of America,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,,Stofpzwyhkpmuq,M,1.0,1086081.0,ehbcbdctlcspuvwbqveohanmkolbw,,1-538-797-1948,22.0,,3.0
TMQ7622,AR,0.0,O,454011.0,rckzx,United States of America,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,C,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,U,5.0,1349626.0,TMQACIIUMYYZHYX,Quiksilver,1-627-234-0841,51.0,702.0,8.0
Lsb7623,MT,5.0,R,191541.0,MMLJKBGXD,United States of America,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,y,,S,1.0,1083092.0,Lsbutxufufshmkqnscnhx,Valspar,1-876-492-0782,26.0,842.0,1.0
Dpz7624,WY,1.0,R,,banusio,United States of America,Lhwkvadxwcjobcggyuighvqlcm,u,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,U,2.0,1662799.0,Dpzpfctp,Timken,1-436-946-7319,100.0,528.0,0.0
Zuj7625,WY,3.0,R,,Safkd,United States of America,,,cnckvldjedzgdqhy,W,3.0,3548540.0,Zujmcfzznpfohsdp,,1-281-780-2897,13.0,300.0,5.0
Jqk7626,WV,1.0,O,269215.0,DHTLWJDXLRW,United States of America,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,,,S,2.0,881414.0,Jqkozdva,Occidental Petroleum,1-421-286-4139,11.0,752.0,7.0
ijb7627,CA,4.0,O,193126.0,RORIUHK,Canada,Alukohji,,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,M,0.0,1712200.0,ijbcvbgglqupyentiqncsnswyygl,,1-908-354-2709,62.0,303.0,0.0
NMO7628,Alberta,5.0,O,462618.0,bxgwhohh,United States of America,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,U,qehomraquwxrkb,M,3.0,847446.0,NMOXMHMVUDGY,Massey Energy,1-466-560-2530,13.0,418.0,10.0
Tef7629,New Brunswick,3.0,O,212026.0,SRARKMXOD,United States of America,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,W,3.0,344294.0,Tefewe,Weyerhaeuser,1-578-686-8082,23.0,667.0,4.0
Sdj7630,British Columbia,4.0,U,371024.0,hwugfvlttol,United States of America,Kxxipkohacffav,Z,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,D,1.0,1534879.0,Sdjhq,National Fuel Gas,1-166-077-1436,51.0,441.0,7.0
Pbr7631,DE,2.0,O,235810.0,zgsllav,United States of America,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,U,3.0,3897101.0,Pbrfgfdwedgrmifitr,Pep Boys,1-535-320-1881,2.0,471.0,0.0
Ice7632,CT,,O,347270.0,Mszwfhpj,United States of America,onxyyslcmbyxpfjuykowqpwqi,,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,W,2.0,3064442.0,Icejebxweavlnddpjz,Neiman Marcus,1-633-495-6478,,701.0,9.0
ZWG7633,Quebec,2.0,R,399212.0,Yqfxb,United States of America,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,,TAIWTM,D,5.0,2016524.0,ZWGIV,BlackRock,1-398-680-0278,82.0,323.0,1.0
Evw7634,NJ,5.0,O,439561.0,ypmuep,United States of America,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,M,4.0,37745.0,Evwthrqmqfpsbpdqojtqzpjmpoea,McGraw-Hill,1-185-976-7770,94.0,846.0,10.0
Lhl7635,MN,4.0,O,29980.0,Xthtecuu,United States of America,Krdmgygwnziumjdtybwyw,c,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,M,3.0,503752.0,Lhlatzfku,Family Dollar Stores,1-490-238-8219,16.0,850.0,8.0
LYB7636,NE,5.0,U,28693.0,Xjzpdio,United States of America,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,N,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,M,2.0,2115180.0,LYBUGCXZYJSERVQKQJKNIIW,Teleflex,1-891-741-2112,43.0,,
Ijb7637,VA,2.0,O,106794.0,Rgthehdvvlh,Canada,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,x,Phqspowfoiqmszxy,M,1.0,839222.0,Ijbmwiomutrflaupolplmfjsqh,,1-849-918-0984,76.0,564.0,3.0
Zhf7638,PA,5.0,O,340598.0,ysexit,United States of America,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,,XDPEFDQIMFNMCO,S,3.0,1851334.0,Zhftulgpedd,Imation,1-426-168-3142,0.0,558.0,4.0
PYU7639,WV,,O,490597.0,Wscgcsbwlzj,United States of America,Bfntmkesgyjkjrgttbtdncoumqhmnxy,r,FSSAAXLAMAPBOMTNUFG,U,1.0,1348251.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,PPL,1-757-910-8931,33.0,417.0,0.0
Iku7640,WY,2.0,O,499685.0,AUQJTIMK,Canada,,F,AKWOIATLDDKU,U,2.0,2722392.0,Ikufiibsvk,Smithfield Foods,1-468-325-0119,62.0,487.0,6.0
HBZ7641,MN,0.0,O,62285.0,Weqnwrwrbcgx,United States of America,Bnbfbxvqxtngv,,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,M,2.0,1785161.0,HBZACUNNIOTFKFSTCILLC,Macy's,1-383-310-7894,8.0,639.0,9.0
Pco7642,VT,5.0,O,320885.0,facqrtjqjmd,United States of America,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,,VANVGDDSYEK,U,5.0,2823578.0,Pcofbhaqeemibnkjtsoxmdibmpquo,Torchmark,1-353-727-2029,4.0,625.0,3.0
Ybv7643,WV,3.0,O,184669.0,OCNCREZ,United States of America,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,,TVTDULLNHUZPDNEEKSXEGPXDNE,D,5.0,2123972.0,Ybvjle,Herman Miller,1-028-849-5461,39.0,,1.0
Rim7644,IN,0.0,R,126989.0,JXOGSVJ,United States of America,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,F,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,S,0.0,112782.0,Rimdakhncfjlrbor,Kindred Healthcare,1-480-785-4021,90.0,,3.0
gnf7645,MS,4.0,,48144.0,Iqtso,Canada,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,,HWAWSSEUGGKEXQDESYXFHWZ,M,1.0,248311.0,gnfkwjxmvkbeh,Arch Coal,1-443-132-4138,7.0,460.0,3.0
Wxp7646,CO,4.0,O,377787.0,Uxgvbwop,United States of America,Mbxglsrssswfglfkjrjmedkyvtchipxrc,C,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,,5.0,3719851.0,Wxphiul,Whirlpool,1-143-020-1234,95.0,793.0,8.0
Dxh7647,PA,5.0,O,323782.0,Ovsiu,Canada,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,N,,U,5.0,1920385.0,Dxhuevhfuceqmpoolmuhflp,Arrow Electronics,1-475-304-3486,59.0,821.0,8.0
Aqo7648,DE,2.0,O,31880.0,Frqdqbs,United States of America,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,,NASLRGJGXPDOGNJSHNLNGBCXJVO,S,3.0,576903.0,Aqopbqsxqxjj,Rock-Tenn,1-677-882-6792,13.0,,6.0
fen7649,Prince Edward Island,3.0,O,390190.0,waiitdv,United States of America,Eymghd,s,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,D,5.0,1855037.0,fenowyirqcdcwwo,R.H. Donnelley,1-151-067-7411,58.0,643.0,8.0
CMQ7650,TN,1.0,O,413821.0,Vlmzifrfolfs,Canada,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,U,4.0,2954046.0,CMQIHWYKNOLSX,Pall,1-645-553-4591,67.0,817.0,2.0
Yhb7651,CA,2.0,O,301451.0,DKXNSUJQRKGM,United States of America,Vqdxskijczxliokh,,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,,1.0,952096.0,Yhbbdqabnbldfqhnofnxdrzrj,Burlington Coat Factory,1-670-793-5351,68.0,702.0,10.0
mbw7652,TN,0.0,O,5888.0,Vzvadviukgid,United States of America,Fclwsu,L,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,D,1.0,3382998.0,mbwpxwoq,Forest Laboratories,1-049-843-6473,17.0,409.0,2.0
xas7653,FL,2.0,O,254404.0,Jjtgz,United States of America,HEAVOVI,Y,Gicehrtxtlvwiewgl,,2.0,3772196.0,xasiqx,Moody's,1-739-185-6579,44.0,617.0,6.0
MKM7654,TN,0.0,O,290984.0,TMWLE,United States of America,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,,cveuptzbcwxicceqqmqsqgfvhykw,M,3.0,3180080.0,MKMKDBNJNERUJSQYY,Fidelity National Financial,1-215-295-5893,16.0,,5.0
Jgi7655,OR,5.0,O,441847.0,Lfmjqz,United States of America,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,,Kqosfw,M,5.0,3971412.0,Jgiimqxenotyp,Amphenol,,27.0,756.0,
Mwv7656,ME,4.0,R,373240.0,bserucmdlez,United States of America,Qyixsrnjoebdnlfllhogyogxucqdulld,,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,D,2.0,1488210.0,Mwvgdm,Int. Business Machines,1-515-341-8405,59.0,484.0,5.0
YOY7657,SC,4.0,O,461444.0,Nobgu,United States of America,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,,Gqvfapurdsetypjkkcceahfodyn,S,1.0,2621373.0,YOYQEKTGQPVGKZZXM,Int. Flavors & Fragrances,1-249-978-7278,8.0,589.0,9.0
Gja7658,Ontario,4.0,O,255072.0,Mynrhpyte,United States of America,Ukwllcghntgqugnsgvuipavrllepqrfbbf,,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,S,1.0,1021949.0,Gjaqmimggdmubhczafzufuklxgxos,Gilead Sciences,1-471-716-6210,98.0,380.0,0.0
rcx7659,GA,1.0,R,255019.0,aqobdfbeu,United States of America,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,E,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,S,1.0,2444319.0,rcxczhucwf,United Rentals,,35.0,541.0,10.0
IPA7660,VA,,,330718.0,jecwnfavowiu,Canada,BPENSONZGIJMQPDRWDCT,V,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,M,1.0,362567.0,IPAZTGHTPTW,Convergys,1-982-617-1421,57.0,474.0,7.0
rbj7661,KY,1.0,O,245130.0,Nmemytq,United States of America,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,b,WSKYHRCGGHSPINYLUNNDCJPV,,2.0,462234.0,rbjgdyplkrcutrs,Mueller Water Products,1-068-568-6056,69.0,685.0,4.0
ebw7662,SC,3.0,R,19691.0,Vqvleqweftl,United States of America,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,U,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,M,4.0,3936622.0,ebwticokpfdypejppslctr,Shaw Group,,33.0,363.0,10.0
SQY7663,NC,1.0,O,13490.0,ABCSQOCHEHK,United States of America,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,M,1.0,2116904.0,SQYYLFSC,Energy Future Holdings,1-772-155-4468,33.0,605.0,9.0
nqw7664,KS,4.0,,90333.0,NOQIRAGYH,United States of America,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,i,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,W,4.0,63883.0,nqwvfudiscyqixxng,PHH,1-551-833-6226,1.0,394.0,6.0
Fyz7665,MO,2.0,R,210200.0,Yqqldbrjvcqq,Canada,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,,uezrarapf,U,0.0,2747738.0,Fyzxvqjbmfgyeyswcxbogeytfuqur,Simon Property Group,1-894-068-7775,19.0,812.0,6.0
Hds7666,OK,3.0,R,195318.0,BSICQKYPBDT,United States of America,Jtiwqtllu,J,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,M,3.0,938329.0,Hdsxrjpdyr,World Fuel Services,,63.0,688.0,3.0
ksz7667,LA,5.0,O,486627.0,enurwe,United States of America,,s,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,M,5.0,976093.0,kszsqhunjdmjqhozzck,Andersons,1-942-682-4165,27.0,808.0,9.0
Wzm7668,Saskatchewan,4.0,O,142918.0,Qslfupidrch,United States of America,Vwhjqdpbsxgifvj,,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,,,2031908.0,Wzmdnrkeh,L-3 Communications,,12.0,492.0,1.0
Xna7669,KY,3.0,O,243364.0,VEKXFJRNX,United States of America,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,N,xznxzmzinjddcepuvomccimcwdxo,D,4.0,660066.0,Xnafmengguewmwckz,CACI International,1-316-836-0322,26.0,734.0,6.0
ugr7670,NH,5.0,O,208343.0,Dbkoxqpx,United States of America,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,M,1.0,2777991.0,ugrohhoiopurrh,M&T Bank Corp.,1-746-466-6593,2.0,579.0,7.0
Qao7671,NM,4.0,U,26787.0,HPYTPNH,United States of America,Oivxztihdxtiymll,a,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,M,0.0,3148815.0,Qaondcvjqnzbdtnhd,Family Dollar Stores,1-306-508-0916,34.0,410.0,10.0
MXH7672,NE,4.0,O,190609.0,rxcbiltuvzyh,United States of America,GRBTZCPWVAXIEDLFBP,G,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,D,0.0,3714775.0,MXHLAVXOZQHBUBMXESG,Medco Health Solutions,1-049-405-9872,86.0,743.0,7.0
KQU7673,New Brunswick,,O,,jfrawlwjssge,United States of America,yrwbeeazafrlhgevuujdmoayhrrtit,J,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,M,1.0,2203195.0,KQUJOIXHOLTVWZCHD,Crosstex Energy,1-539-901-1797,47.0,431.0,9.0
bxn7674,MD,0.0,O,,PGIUBMUAR,United States of America,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,M,0.0,3708645.0,bxnxlbwaecusydvfagorkjv,Reynolds American,1-976-507-8347,73.0,805.0,4.0
