AgencyID,Phone,CreditRating,FirstName,Age,OwnOrRentFlag,LastName,MiddleInitial,Gender,AddressLine1,AddressLine2,PostalCode,City,State
Sha222,1-802-797-1712,644.0,Tybi,28.0,R,Shaughnessy,,F,13483 ROCKDALE DRIVE,,77288,St. Petersburg,UT
Sch223,,564.0,Nhien,96.0,U,Schmeing,J,M,9645 HAYDEN BOULEVARD,,77117,Waterbury,NV
Mat224,1-224-760-3774,465.0,Florance,42.0,O,Materna,L,,6066 fillmore lower,,45263,Lubbock,TX
JAI225,1-511-883-9082,652.0,Ros,64.0,O,JAIN,,,293 conier avenue,,v6g 1p4,London,OR
KAR226,,714.0,Genevieve,,O,KARNAZES,,,7000 ansley lane,,72247,Des Moines,Ontario
gus227,1-405-014-0029,383.0,EMILIO,49.0,R,gustafson,,,13635 jarvis south,APT. 587,E7n 1j9,Madison,Saskatchewan
Ann228,1-076-073-0994,336.0,JANEEN,81.0,O,Annas,K,,17362 COFFEY UPPER,,45272,Scottsdale,MO
lab229,1-690-040-0846,626.0,cathrin,57.0,O,labenek,R,,12279 trafalgar crescent,,x7j 1q2,Mount Pearl,UT
fli230,1-211-707-3341,549.0,kirstin,42.0,U,flindall,M,f,24717 MIDLAND LANE,,80952,Iqaluit,IL
sat231,1-642-203-7899,492.0,giles,30.0,O,satkunaseelan,,,11493 worley park,,38157,Moreno Valley,NM
tho232,1-792-738-9524,327.0,Ted,56.0,O,thornley,I,,6492 HAMMOND AVENUE,,06703,Naperville,NC
CRI233,1-881-269-3949,545.0,hayden,3.0,O,CRIPPS,L,m,8954 bagby north,,v6u 1r8,Norfolk,AZ
Gas234,1-537-303-6219,571.0,Gail,53.0,O,Gascon,V,M,11622 josey south,,28231,Louisville,CT
Cha235,1-682-154-3638,423.0,las,67.0,O,Chavers,,f,11538 collinwood avenue,,63107,Akron,VA
Net236,1-512-708-0580,655.0,Noelyn,94.0,O,Nettles,,,20913 vickers boulevard,,H2g 1w7,Whitehorse,NV
WOO237,1-598-440-6359,488.0,izak,37.0,O,WOODROW,,m,22274 VICKERY CRESCENT,,55416,Salem,VA
val238,1-281-206-9270,352.0,bernita,75.0,,valerien,,,881 vance jackson south,,V6d 1u5,Memphis,British Columbia
Ber239,1-442-133-8200,810.0,Karmen,51.0,O,Berndt,,f,15079 DECATUR RUE,,93782,Fayetteville,VA
lab240,1-607-062-8891,686.0,Rio,74.0,O,labranche,F,,10424 mitchell street,,90252,Lansing,TX
VRE241,,389.0,ISABELLE,100.0,R,VREUGDENHIL,X,m,14195 VERDE PARK,,85759,Atlanta,CO
GOO242,1-141-622-5196,761.0,Micro,,U,GOODINSON,,F,10608 bissonnet road,,M5g 1x8,Gary,GA
cha243,1-500-101-2792,589.0,maribel,28.0,O,chaput,S,,11237 balmoral way,,78746,Atlanta,NE
TAM244,1-655-973-7192,492.0,NADYA,18.0,O,TAMARELLI,W,F,15621 yaupon lower,,H2f 1z1,Dawson City,NC
CUM245,1-972-039-2576,442.0,Darrell,77.0,U,CUMPSTON,,M,12387 SAUNDERS WEST,Suite 463,77288,Mobile,OK
SIM246,1-764-148-5233,649.0,Hoy,14.0,O,SIMONOVICH,E,,6156 holmes court,,35277,Santa Clarita,MO
Est247,1-399-618-9069,337.0,shana,23.0,O,Estes,,,17521 REILLY STREET,,36134,Chicago,AR
han248,1-628-481-6657,572.0,HQ,1.0,R,haney,P,F,20093 canterbury way,,V6t 1u3,Nashua,MT
Pee249,1-085-050-1119,666.0,Co,58.0,U,Peers,Y,,11930 alabama south,,99597,West Covina,Newfoundland
bli250,1-993-284-6634,567.0,Beb,98.0,O,blidy,T,M,22780 terrace lower,,V6N 1V1,Mesa,OR
Lea251,1-395-464-9156,574.0,Sherrill,76.0,O,Leavell,,,6481 century lane,,T6d 1h7,El Paso,NM
Wil252,1-811-547-9696,498.0,takehiko,59.0,,Willhoff,U,F,11293 rice avenue,,M7o 1c5,Victoria,FL
kom253,,836.0,FLOSSIE,81.0,R,komenda,,f,9828 WEST EAST,,M2q 1e8,Hayward,MS
Wel254,1-648-501-2866,759.0,Chryste,31.0,,Welsford,,,10369 gemini way,,64172,Oshawa,Saskatchewan
Lac255,1-332-974-4753,563.0,Sheelagh,1.0,O,Lacombe,,,23445 GATES WAY,,85265,Hamilton,NE
Hon256,1-217-048-6379,313.0,DICKENS,28.0,U,Honda,,f,2160 WEIZMANN DRIVE,,h5k 1p8,Oklahoma City,TN
Con257,,771.0,Maury,36.0,O,Conley,,,16716 fresco road,,M2P 1F6,Portland,OR
han258,1-246-119-5490,717.0,Dorothy,47.0,O,handley,,,17068 simpson road,,V6U 1U9,Macon,ID
WOJ259,,355.0,CHICKIE,77.0,O,WOJTECKI,,,23276 dillbeck upper,,V6F 1W7,Yellow Knife,WV
Ami260,1-347-479-6259,383.0,Lavinia,91.0,O,Amini,P,f,24268 hayden west,,92711,Santa Rosa,MI
Mo261,1-881-547-3819,579.0,Kristine,46.0,O,Mo,A,f,2682 LUMBER PARK,,60779,Fort Wayne,AL
BUR262,1-155-847-4022,324.0,tobi,36.0,O,BUREK,,,4129 crestline avenue,,90790,Inglewood,TN
Kos263,1-946-987-5835,752.0,Frederica,18.0,R,Kosten,X,m,18257 mahonia west,,80908,London,Manitoba
Bor264,,723.0,Cayla,27.0,O,Borel,,m,19050 cordoba upper,,74129,Waterbury,CO
LAR265,,349.0,BRIAN,79.0,U,LARCHE,K,,1121 greene park,,M9e 1u6,Salem,OR
BOU266,1-551-913-3853,643.0,ROCH,72.0,O,BOURDEAU,,,13762 silver sage way,,93663,Dayton,CO
Pan267,1-666-863-1257,390.0,Charly,26.0,O,Panter,,,22629 bagby east,,84119,Frederick,NC
Wal268,1-938-871-9739,801.0,joli,31.0,O,Walbridge,,m,13296 wayside boulevard,,82602,Thousand Oaks,Alberta
Mue269,1-333-561-7008,741.0,Kasper,2.0,O,Muehle,,M,9824 OLYMPIA STREET,,94429,Escondido,VT
Zub270,1-514-023-2587,821.0,Joo-geok,81.0,O,Zubans,,,6907 ferncliff crescent,Apt. 986,H2A 1V4,Independence,VT
Sei271,1-027-811-2670,830.0,Winona,69.0,O,Seidman,D,,24573 lyons avenue,,40511,Corpus Christi,SC
Cav272,1-475-590-2337,441.0,king-haut,69.0,R,Cavasin,,F,15407 fillmore north,,M5b 1y9,Santa Rosa,SD
Har273,1-214-794-0930,484.0,DARLENE,80.0,R,Hartell,,F,850 leon lower,,E7N 1P6,Burlington,New Brunswick
Nau274,1-988-429-0103,653.0,Deana,14.0,O,Naugle,R,M,14635 greene rue,,h5k 1o7,Overland Park,Manitoba
Ste275,1-143-517-2347,727.0,Laurette,39.0,R,Stegman,,,21034 windchime lower,,95203,Huntsville,NJ
Cho276,1-709-720-3248,535.0,Renell,0.0,O,Choo-kang,D,m,15868 dewdrop park,,23513,Berkeley,TX
Lux277,1-314-831-7578,320.0,Meriann,59.0,R,Luxford,R,f,10232 oak hill west,,T5c 1j1,Casper,MD
Far278,1-342-101-7385,775.0,KATALIN,60.0,O,Farnsworth,,F,950 WILLS WEST,,V6z 1q9,Toledo,WV
Shi279,1-419-495-9429,606.0,Gayel,4.0,O,Shinjo,,F,23223 WOODLAWN UPPER,,73121,Cheyenne,OH
Pip280,1-992-551-4676,,Lourdes,74.0,O,Piperni,P,f,23208 porter crescent,,75267,Fresno,NH
Sug281,1-183-910-2398,685.0,Jooran,66.0,O,Sugarman,,,791 dexter road,,78781,Sacramento,IL
Kum282,1-114-136-8583,770.0,Damian,36.0,O,Kumamoto,F,,2939 CHADBOURNE WAY,,25727,Fargo,SD
LOR283,1-985-895-6709,694.0,teressa,55.0,O,LORENZO,L,f,11671 wathan north,,76708,Rapid City,DC
KUR284,1-864-279-4768,530.0,Phedra,57.0,O,KURIAN,,F,240 hoke north,Apt. 247,46217,Raleigh,MO
ser285,1-744-443-0610,609.0,Flora,76.0,O,serbin,D,f,4482 pico crescent,,R5h 1l9,Oshawa,NJ
Ado286,1-710-698-6175,619.0,ezmeralda,63.0,O,Adolfie,N,,24795 clover court,,23254,Yellow Knife,SD
Bol287,1-473-272-4862,821.0,Clary,76.0,O,Bolgos,M,f,19332 paint rock avenue,,38184,Casper,AK
sav288,1-767-745-4346,553.0,Yokan,22.0,O,savanh,,,8940 beningus park,,30398,Oshawa,Newfoundland
Mar289,1-072-333-8934,529.0,PATRIZIA,,O,Marco,F,M,17719 shadowbriar park,,C2B 4X7,Bismarck,PA
Bar290,,507.0,Ileane,7.0,O,Bartush,K,,23128 ROSWELL CRESCENT,,V6V 1Q1,Calgary,NJ
Woo291,1-113-957-9923,726.0,olivia,4.0,O,Woodhall,N,f,1037 bonneville lane,,33185,Ontario,NJ
Bir292,1-270-496-9696,684.0,yolande,39.0,O,Biray,,,8426 navidad way,,90150,San Diego,IL
Lav293,1-151-106-1324,,Kitson,84.0,O,Lavelle,A,,22609 reagan drive,,10290,Yellow Knife,Ontario
Mcm294,1-130-325-1266,314.0,Abdullah,26.0,O,Mcmichael,,,7895 crestline drive,,21239,Palmdale,MI
Pau295,1-102-293-7755,,vradmin,72.0,O,Paulhus,,m,4078 lexington north,,C2b 4x5,Stockton,TN
Lea296,1-177-880-1774,645.0,LEUNG,20.0,U,Leathers,F,,5798 BELT LINE PARK,Suite 130,19155,Cincinnati,MD
Seh297,1-042-914-3849,713.0,collen,100.0,R,Sehgal,A,m,10530 lancaster south,,92177,Winnipeg,CO
hit298,1-074-076-1898,357.0,Constancy,83.0,O,hitchcock,,,16764 mcafee park,,55169,Omaha,NC
GAS299,1-217-087-5277,649.0,ERNESTO,45.0,U,GASS,,M,14362 reilly boulevard,,V6R 1S8,Iqaluit,Manitoba
hue300,1-377-905-7875,835.0,wing-man,56.0,,huether,E,,18207 conley south,apt. 35,06133,West Covina,OR
Kle301,1-205-909-8362,,FAWN,65.0,O,Kletchko,,m,4410 porter road,,53739,Overland Park,UT
Win302,1-752-780-8339,629.0,PRYOR,96.0,R,Winsborrow,V,f,8550 briggs avenue,,V5a 1p6,Brownsville,IL
Mar303,,587.0,Ofelia,40.0,O,Marcheck,M,f,9561 tartan north,,77146,Sioux Falls,CA
SWA304,1-147-089-1963,786.0,elyssa,51.0,R,SWANSTON,,m,6259 PARKWOOD CRESCENT,Suite 113,V6w 1r1,Jacksonville,ID
Joy305,1-956-899-9979,415.0,Evvie,85.0,O,Joyner,,m,22632 country road,,T5D 1L1,Erie,LA
mcr306,1-149-281-5678,791.0,yan-zhen,11.0,O,mcrann,,,15329 valderra drive,suite 308,94089,Saskatoon,WV
Pre307,1-880-678-6428,413.0,Alka,100.0,R,Presley,X,m,9536 innsbrook west,,53720,St. Petersburg,MN
HIN308,1-589-765-3895,428.0,Laz,51.0,O,HINDLE,,M,15023 LARNER CRESCENT,,75216,Toronto,Quebec
Sel309,1-413-343-2912,810.0,Ashlee,,O,Seliske,,F,311 PIKE SOUTH,,94334,Spokane,Quebec
Wea310,1-312-593-5173,324.0,AUGUSTA,39.0,U,Weathersbee,,,10526 doheny rue,,T5c 1w9,Long Beach,MD
TOM311,1-805-115-9823,587.0,Helga,47.0,O,TOMLIN,C,,6488 avalon north,,b1c 1x2,Fort Worth,UT
Ens312,1-956-260-8837,700.0,Partick,,,Enstone,,M,11674 GREENE WAY,,80185,Orlando,RI
Ger313,1-451-999-0585,734.0,ALYS,66.0,O,Gerlt,P,m,5461 gold crest way,,87504,Lakewood,MA
Bat314,,651.0,OVILA,83.0,,Battiston,,m,22986 norfolk lane,,10016,Huntington,MN
LON315,1-359-607-4329,555.0,abby,49.0,R,LONSDALE,N,M,14471 clower rue,,35292,Hampton,TX
Tun316,1-363-394-6166,614.0,koral,,R,Tunali,F,,5140 emerson lane,,92807,Oceanside,WI
eis317,1-015-803-2474,794.0,BEVYN,73.0,O,eisen,,M,8357 buckeye west,,92823,Winston-Salem,New Brunswick
Vuc318,1-362-478-2862,482.0,maskell,86.0,U,Vucinich,C,M,7075 glen loch drive,,92815,Norfolk,ID
bea319,1-558-480-1200,591.0,Charlsey,48.0,O,beals,,m,18538 mason south,Apt. 453,77191,Birmingham,British Columbia
Fer320,1-703-636-9996,566.0,Annick,,O,Fergusson,W,,5263 wayne drive,,94152,Philadelphia,NV
Soo321,1-154-086-1903,381.0,GURSHARAN,37.0,O,Sood,,m,7914 wycliffe street,,V6i 1r8,Boise,MN
Bir322,1-547-387-1078,374.0,garnette,68.0,O,Birkwood,,F,12357 HAYES LOWER,,84092,Fullerton,IL
Ver323,1-748-212-2340,328.0,nguyet,,O,Verhotz,Q,,13626 hawkins street,,36601,Regina,Manitoba
De 324,1-846-315-1764,807.0,KORRIE,66.0,O,De souza,C,m,13920 WEDGEWOOD LANE,,T6d 1f3,Sandy,Alberta
Bla325,1-179-983-1576,311.0,Nazi,14.0,O,Blackburn,,,8303 warren road,,H2c 1x6,Mesa,TN
Hur326,1-073-769-1833,647.0,Nance,69.0,O,Hurd,U,M,14518 westheimer avenue,,93361,Provo,ME
ray327,1-353-395-2825,622.0,Corny,35.0,O,rayner,,,21119 vickery west,,93726,Kitchener,GA
nix328,1-771-657-6355,570.0,DANIELLE,78.0,R,nixon,,,3222 GRANT LANE,,h5k 1q7,Idaho Falls,AK
zag329,1-942-527-3307,840.0,bell,33.0,R,zagorski,K,,21181 2nd rue,,73177,Allentown,CT
Roi330,,389.0,Jany,77.0,O,Roithmaier,,,24280 piney point rue,,02107,Waterbury,WI
Hog331,1-205-874-4529,467.0,Dvm,94.0,,Hogue,T,,7042 ottley park,,19222,Raleigh,MO
Mar332,,793.0,Nedi,19.0,O,Marconi,,,10795 balmoral south,Apt. 345,T6d 1h1,Baton Rouge,MS
Col333,1-831-988-7672,749.0,Gilda,50.0,O,Colantonio,W,,15696 chadbourne lower,APT. 492,H6c 1y1,Oshawa,NY
neg334,1-079-481-2220,789.0,paqs,65.0,O,negandhi,T,,2612 havenridge avenue,,89137,Carrollton,MI
Wil335,1-853-953-1134,768.0,Lubomyr,29.0,O,Wildeman,J,M,15498 durango north,,94661,Columbus,MD
Gos336,1-471-099-6976,625.0,melantha,37.0,O,Goszczynski,,,24178 turtle creek street,,99211,Cedar Rapids,SD
Ntp337,1-235-350-8301,751.0,Quinn,56.0,O,Ntprel,,F,3570 REYNOLDS UPPER,,85029,Yonkers,Prince Edward Island
mil338,1-020-844-6258,460.0,Kimberli,,O,milway,A,,7125 COOPER LOWER,,78522,Flint,TN
TEL339,1-101-164-5047,812.0,fredi,46.0,R,TELKE,,,10570 WEIZMANN LOWER,,M7m 1b5,Kitchener,ID
RIV340,1-424-458-1913,532.0,nuri,28.0,O,RIVERS,,m,428 EMERSON WEST,,27407,Grand Prairie,MO
hol341,1-071-151-3531,509.0,Zondra,31.0,R,hollen,M,,5524 frostwood court,,85722,Alexandria,Ontario
Fry342,1-548-500-5378,461.0,Suvanee,55.0,R,Fryar,,m,6106 ASHLAND EAST,,V6n 1w1,Overland Park,UT
Esc343,1-780-269-2599,,Cornelle,26.0,O,Esch,D,f,9390 fir street,,e7n 1j9,Columbia,CT
LID344,1-503-223-2295,332.0,Pammy,93.0,,LIDDLE,,d,4871 havenridge court,,19194,Fort Smith,CA
BAY345,1-036-637-5684,371.0,ISADORA,14.0,R,BAYERKOHLER,H,m,2116 whistler upper,,23295,Kitchener,IN
SED346,1-117-775-7922,546.0,Subra,30.0,O,SEDDIGH,,F,12683 starling upper,Apt. 449,93800,Lowell,NE
SHU347,1-420-197-0842,754.0,gillie,18.0,U,SHUKOR,,M,6795 greenspoint street,,60606,Fairbanks,VT
hin348,1-057-255-5641,516.0,Whitfield,69.0,O,hinsdale,,m,8065 killeen upper,,91323,St. Catharines,HI
Luw349,1-864-198-2367,737.0,Shana,60.0,O,Luwemba,,,7366 fox boulevard,Apt. 954,H2E 1Y3,San Buenaventura,WA
PCB350,1-089-865-4449,404.0,Kaile,77.0,O,PCBOARDS,,m,12530 CLOWER CRESCENT,,T5a 1v4,San Diego,Saskatchewan
BEZ351,1-848-728-0817,583.0,Reeba,,O,BEZANSON,,,6284 cordoba boulevard,,m1h 1p3,Syracuse,SC
Buc352,1-816-138-9438,461.0,Brenton,62.0,O,Buckingham,E,,21119 vickery west,,35852,Charlotte,OK
RAM353,1-036-611-5081,343.0,NERTI,96.0,O,RAMPAUL,,,16917 FARMERS UPPER,,83402,Winnipeg,NJ
THR354,1-841-019-7366,431.0,MARJI,45.0,O,THREADER,,,24867 wilmington park,,T5C 1M5,Pembroke Pines,KY
RAU355,1-285-189-5251,319.0,Aloysia,65.0,R,RAUD,L,,18313 5TH LANE,,90150,Plano,ME
Gol356,1-632-062-4993,504.0,marietta,12.0,O,Goldberg,,m,17405 palisades road,,23502,Fort Wayne,WY
Upd357,1-614-232-0003,611.0,janean,71.0,O,Updt,M,f,21404 SHERIDEN SOUTH,,48910,San Buenaventura,MO
MOR358,1-035-288-5444,359.0,irving,38.0,O,MORIARTY,R,,9086 ridgelea boulevard,,T6C 1D7,Mount Pearl,AK
SHA359,1-477-970-4729,398.0,Ganesh,7.0,O,SHAFIK,F,,20929 lee east,,90760,Sandy,CT
Cla360,1-092-479-3305,,DISCOVER,30.0,O,Claxton,S,,4812 NORMAN WAY,,V6M 1U1,Henderson,SD
LIC361,1-618-745-5747,537.0,manuela,58.0,O,LICERIO,V,,15424 bramblewood north,,T5a 1j8,Mobile,IA
PEL362,1-363-472-9200,743.0,vu,8.0,O,PELKIE,,,13056 BEATTY WAY,Suite 471,20073,Hilo,UT
Ash363,1-430-155-3830,432.0,anni,18.0,O,Ashraf,K,,18787 englewood park,,50321,Virginia Beach,Newfoundland
DYN364,1-637-251-1599,614.0,hesther,83.0,R,DYNIE,,B,14004 pelan way,,E7n 1n1,Fullerton,ID
Lar365,1-392-994-6165,704.0,brynna,50.0,O,Larmour,,,12683 starling upper,,10710,Lancaster,MI
ENG366,1-351-837-0111,604.0,CANTRELL,88.0,R,ENGINEERING,,,14553 round lake boulevard,,90826,Durham,CA
Har368,1-352-607-5329,556.0,Shelbi,60.0,R,Haroutounian,,f,20776 whistler west,,93850,Fort Wayne,MD
Hey369,1-227-269-1037,344.0,Elzbieta,52.0,O,Heydon,J,,4684 whale court,,83721,Seattle,KS
leh370,1-208-109-2479,388.0,KAI-WAI,48.0,O,lehrbaum,C,,23701 PELICAN WAY,,V6c 1r8,Vancouver,WI
Co-371,1-265-022-0496,416.0,Felisha,40.0,O,Co-op,V,,15108 ryder road,apt. 926,90320,Tucson,NC
Elt372,1-220-323-3039,709.0,Rchlab,69.0,O,Elting,,,24795 clover court,,M9e 1t7,Oxnard,TN
Alv373,1-055-237-4260,426.0,CARLYNNE,42.0,O,Alvaro,I,F,18614 TIDE MILL COURT,,80081,Corona,IL
YOK374,1-285-900-2874,665.0,JAWAID,39.0,R,YOKELEY,H,f,22461 MORTON EAST,,25325,Sacramento,OR
ZIN375,1-562-501-9401,547.0,twana,19.0,O,ZINGELER,,,22151 bluff road,,E7o 1p7,Escondido,DC
zim376,1-572-985-7236,558.0,KALI,10.0,O,zimmermann,K,m,20405 DOWLEN NORTH,,10017,Chicago,Saskatchewan
laf377,1-378-748-1930,511.0,Marguerite,47.0,O,lafargue,X,,4501 norfolk east,,V6c 1r4,Frederick,KS
POP378,1-525-579-7508,504.0,Yannick,83.0,R,POPOVICS,Q,M,3262 KATHERINE NORTH,,E7n 1f9,Thousand Oaks,British Columbia
men379,1-901-469-7568,693.0,issy,,O,menashian,V,,15330 payne drive,,T6a 1d7,Mobile,MI
TUR380,,454.0,Phuong,42.0,O,TURCOTTE,,,11293 rice avenue,,M5c 1x6,Pomona,CT
fee381,1-260-434-2400,372.0,Ernesto,2.0,O,feeley,H,F,14656 coffey rue,,e7o 1h3,Little Rock,IA
ter382,1-304-461-8478,568.0,vikky,67.0,O,terranella,,F,20065 clara way,,64103,Hilo,NH
BAR383,1-413-648-3099,530.0,chloe,,R,BARSZCZEWSKI,,,16825 BITTERCREEK WAY,,72241,Simi Valley,TN
Tap384,1-229-508-9311,770.0,tilak,77.0,O,Tappert,V,,2916 THROCKMORTON SOUTH,,77085,Las Vegas,MS
Mod385,1-259-692-4195,646.0,Bob,19.0,O,Modl,,f,11912 JARVIS WEST,Apt. 936,h5k 1o1,Ottawa,Ontario
cim386,1-798-192-2357,397.0,SKICLUB,8.0,O,cimolai,,F,3788 HOLMES RUE,APT. 587,06515,Vallejo,CT
Sal387,1-093-204-5478,713.0,Marybeth,,O,Salb,,,14497 FROSTWOOD BOULEVARD,,80085,Iqaluit,RI
bru388,1-564-311-0205,346.0,Nawa,83.0,O,bruhl,,f,20880 PALM UPPER,,m5f 1u3,Lowell,TX
GAU389,1-789-574-4753,482.0,Lydie,43.0,O,GAUDET,,,5049 mills avenue,,V6l 1w7,Rochester,Saskatchewan
LOB390,1-270-694-9104,753.0,candida,46.0,O,LOBAUGH,L,T,21180 TRAFALGAR WAY,,35227,Salinas,CA
DAN391,1-659-227-7397,691.0,wieslaw,14.0,,DANBROOK,,m,4371 ASHFORD HOLLOW LANE,,70501,Buffalo,MN
SAL392,1-154-445-3681,587.0,Joke,72.0,R,SALKINI,,m,21891 DEWEY STREET,,M9f 1t5,Cincinnati,AK
Mar393,1-154-688-7786,566.0,MARY-MICHELLE,29.0,R,Marx,V,f,14835 westover boulevard,,T5D 1M9,Memphis,KS
Bra394,1-768-261-0631,323.0,Txp,51.0,O,Bratten,P,m,6284 cordoba boulevard,,64182,Chicago,PA
Koc395,1-413-720-1871,344.0,BRIT,81.0,O,Koch,,m,10905 apollo west,,79910,Mount Pearl,IA
Pla396,1-875-794-5779,765.0,celestine,67.0,O,Platthy,U,,14817 BAILEY BOULEVARD,,07113,Palmdale,OH
mcc397,1-515-931-7519,,amberly,91.0,O,mccuaig,,,22133 wesleyan way,,38138,Grand Rapids,ND
Des398,1-243-258-4789,650.0,cayla,43.0,O,Despault,S,,10877 CENTURY CRESCENT,,92155,Whitehorse,IN
NOR399,1-608-078-5547,466.0,tonu,27.0,R,NORWOOD,,,16354 SAND RUE,,90772,Fort Wayne,CA
Paq400,1-982-075-1883,538.0,candace,1.0,U,Paquin,,M,2533 WOLFE NORTH,,V5c 1p9,Elizabeth,VT
Sfi401,1-326-811-3709,780.0,Zbignew,91.0,O,Sfiroudis,A,M,5128 BELLWOOD CRESCENT,,95263,Fort Lauderdale,IN
Amo402,1-907-100-6458,690.0,Ninnette,55.0,O,Amouzgar,N,M,5680 powers drive,,95260,Waco,KY
Say403,1-279-100-2128,660.0,davita,46.0,O,Sayegh,,M,17774 applewood rue,,14201,Buffalo,MN
ang404,1-923-860-0562,369.0,Lilias,62.0,R,angus,C,M,2777 durand crescent,,V6w 1v2,Providence,NH
lig405,1-990-841-0058,368.0,CORILLA,67.0,O,lighthall,,F,8096 northland road,,60700,Chesapeake,GA
Sch406,1-192-723-4902,434.0,Manuela,51.0,O,Schwab,C,F,12880 whittington west,,10209,Austin,WY
BRA407,1-018-125-3814,500.0,Lawrence,49.0,O,BRANNAN,,F,20917 carlingford crescent,,t5c 1l7,Chattanooga,Ontario
Coa408,1-585-604-8746,521.0,NUNTEL,40.0,O,Coallier,N,,12397 ingersoll upper,,36167,Vancouver,IA
NAR409,1-897-010-8443,573.0,RAMIZ,59.0,O,NARAYANAN,T,f,9818 PEARSON AVENUE,,06710,Fort Worth,WY
cai410,1-424-251-0934,474.0,JORDAN,83.0,O,caine,,,17991 chamberlin way,,H5I 1Q9,Irving,MT
hol411,1-769-010-6742,,Tedra,49.0,U,holdren,,M,3561 hilltop lower,,68508,Sterling Heights,WI
YED412,1-521-013-9070,702.0,Carly,22.0,R,YEDEMA,,m,15129 ROSEMAN UPPER,,60634,Toronto,British Columbia
GIA413,1-793-128-8100,314.0,sangman,16.0,R,GIAMBERARDINO,,,16777 stanford avenue,,64130,Great Falls,Quebec
TOO414,1-918-771-5318,363.0,Sashenka,71.0,O,TOOTHMAN,,M,11790 graves west,,85044,Charlotte,OK
Sei415,1-593-981-3882,467.0,Kenneth,84.0,O,Seiple,,M,19931 runyan crescent,,v6t 1u4,Fairbanks,WI
REN416,1-299-722-3778,494.0,Kare,36.0,O,RENDON,,M,3681 HOLLY KNOLL CRESCENT,Apt. 250,19048,Fort Wayne,SD
Sax417,1-311-843-6163,653.0,lani,94.0,O,Saxena,,,14290 BARBERRY RUE,,60744,Little Rock,New Brunswick
des418,1-987-774-4255,337.0,herschel,86.0,R,deslauriers,,m,2648 miller street,,23465,Glendale,NV
KUH419,1-582-851-4667,701.0,koen,,O,KUHN,,,6454 kiel upper,,64144,Waterbury,MS
men420,1-748-807-5619,632.0,Idt,44.0,O,mencer,A,,18338 bailey park,,S7d 1n4,Abilene,MT
Ado421,1-668-942-2081,774.0,Ashly,62.0,O,Adolfie,F,F,3624 shelter way,,30303,Sherbrooke,NE
SHA422,1-835-309-0718,589.0,Hadi,31.0,O,SHAMES,,m,12267 SPAULDING PARK,apt. 68,55177,Bismarck,Quebec
mcm423,1-029-745-0264,574.0,ITALO,39.0,O,mcminn,,,11538 KIMBERLEY BOULEVARD,,10182,San Diego,British Columbia
ver424,1-034-268-2410,342.0,NANCY,32.0,U,vermette,,F,13056 beatty way,Suite 162,19108,Honolulu,OK
Bur425,1-351-767-4357,305.0,CANDACE,97.0,O,Burrowes,,,22787 UNIVERSITY CRESCENT,,t6c 1k9,Baton Rouge,WY
kau426,1-220-502-9436,647.0,mariaelena,84.0,O,kauffeldt,C,f,17027 9TH ROAD,,23278,Wichita,VA
mcc427,1-917-467-8858,595.0,nathalie,37.0,O,mcconnell,W,f,3238 SKILLMAN COURT,Apt. 486,M7o 1b1,Ontario,New Brunswick
Ube428,1-581-355-8837,426.0,Tedda,68.0,O,Uberig,P,M,22461 MORTON EAST,,77001,St. Johns,MD
Sel429,1-902-687-8840,589.0,olympie,14.0,O,Selisker,O,m,21889 west court,,m6u 1g8,Casper,OH
mai430,1-018-440-3314,777.0,martha,34.0,O,maint,,,10724 voss lower,,85017,Paterson,RI
NIS431,1-088-562-9127,768.0,VALERIA,52.0,O,NISHITH,,f,13653 collier avenue,,33131,Buffalo,LA
Hol432,1-392-708-4577,505.0,GIANNA,98.0,O,Holvey,,,10638 QUENTIN PARK,,85012,Lansing,WI
log433,1-871-818-2480,,rickey,20.0,O,loggins,,,4139 PACE LOWER,,59406,West Valley,New Brunswick
Fra434,1-084-880-2764,418.0,jennine,,O,Frampton,,,6795 greenspoint street,,V5d 1n1,Santa Clara,New Brunswick
str435,1-089-951-8709,729.0,Jerome,48.0,O,stronski,,M,10117 college upper,,33608,Wilmington,AK
pon436,,676.0,ROBYN,14.0,O,pon,O,f,21021 winifred south,,V6e 1u2,North Las Vegas,NV
cro437,1-307-703-8251,322.0,Enver,0.0,O,crossley,,F,15330 PAYNE DRIVE,,81014,Vallejo,TN
HAR438,1-167-782-5615,608.0,Klarika,70.0,O,HARTIN,,,14675 kiel west,,M4j 1o7,Fort Collins,RI
Mat439,1-995-846-4370,742.0,FIMA,47.0,O,Materna,B,M,408 johnson ferry avenue,,E7n 1k3,Nashville,Manitoba
Shi440,1-915-835-5972,706.0,Berget,55.0,U,Shiell,J,,11141 waverly south,,77058,Charlottetown,LA
LAN441,1-961-267-6325,522.0,PULAK,61.0,,LANOUE,,,9645 hayden boulevard,,95227,Austin,MT
Pas442,1-923-688-2626,530.0,Syd,20.0,U,Pastuszok,Q,,5395 trail lake lane,,t6d 1j4,Riverside,AK
PRO443,1-728-690-0207,771.0,kaminsky,67.0,O,PROBS,,,14359 commerce west,,V6h 1s6,Montreal,Quebec
mar444,1-662-874-9689,575.0,JACKLYN,53.0,O,marks,,m,14243 river place road,suite 169,V6C 1V6,Las Cruces,TN
