prospect_OwnOrRentFlag,prospect_MaritalStatus,prospect_FirstName,prospect_NumberCars,prospect_Employer,prospect_AddressLine1,prospect_Income,prospect_AgencyID,prospect_NumberChildren,prospect_AddressLine2,prospect_Phone,prospect_NumberCreditCards,prospect_NetWorth,prospect_City,prospect_Gender,prospect_LastName,prospect_Age,prospect_Country,prospect_PostalCode,prospect_MiddleInitial,prospect_CreditRating,prospect_State
O,U,PVCKVZHJOWNWKSVIJIGLYWKGUKNXW,0.0,Tellabs,XBIKFJMVSDDVHYVNNHYHHMOGUWGFRAXVNQWITKEBUOZUPSRXHK,497953.0,Mos7575,0.0,yvntcqjqqmbftwetvbqgclcdbxspvk,1-696-359-4829,1.0,3789880.0,Albuquerque,,Mosqjrkdycyygfsljqadgfqoldb,57.0,United States of America,JUBKXDKP,I,658.0,New Brunswick
O,M,kpofwgtomgijnm,1.0,Phillips-Van Heusen,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,156048.0,czu7576,2.0,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,1-352-678-5471,3.0,3874445.0,Oakland,,czuvw,38.0,Canada,Xbgykqm,,348.0,IL
O,M,Biflzgcqpqpbahquomftmjffohpwuy,1.0,Wells Fargo,BESJDYZDIOIXKDFEHBQXBPW,63617.0,Ghr7577,5.0,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,1-906-600-9749,8.0,437353.0,Billings,,Ghrlcuscpesuzsdwqfwwbgh,68.0,United States of America,NNCXIBTCXZA,Z,598.0,AZ
O,U,ybdlwlwxispyswbiegrbsqqtywxr,2.0,Vornado Realty Trust,Ouopoqztakszwsfkthdbwndfjuqaelyd,244849.0,Rwk7578,2.0,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,1-093-018-2851,9.0,2669917.0,Pueblo,,Rwkdeshuwhwvmvmdnckmuvdt,93.0,United States of America,mfwuio,,505.0,NY
R,S,Capzcewdt,4.0,New York Times,Ivwhotvobwkshcixclfobqoljlaqohw,123585.0,Uwi7579,3.0,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,1-302-096-9321,7.0,1466537.0,Sherbrooke,,Uwinnbtdd,48.0,United States of America,Utgwrun,,839.0,WA
U,S,XKBLVBCCYKMIXABVTOTVPZCJRII,1.0,Adobe Systems,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,391134.0,VXZ7580,1.0,CYQWJKJB,1-915-044-3154,2.0,991860.0,Sacramento,,VXZTLDNZPYIFIKTIJRXS,96.0,United States of America,Wgulrhctjlg,,672.0,GA
O,M,wmknfemsztimaphftadowlmbnp,5.0,Valmont Industries,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,426759.0,Ayk7581,5.0,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,1-040-274-3474,3.0,,Charlotte,f,Aykkkc,58.0,United States of America,Srhxvxe,p,696.0,AZ
O,W,DHLVITRFJDXLTPAGMPMJ,5.0,UAL,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,451737.0,lho7582,3.0,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,1-678-397-2739,5.0,1816368.0,El Paso,M,lhodktal,63.0,United States of America,Dadkihaohc,,448.0,NV
O,S,Jdpqutldftwykfyhukveiaimoyyk,2.0,AFLAC,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,180822.0,rzi7583,1.0,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,1-679-345-9939,9.0,565246.0,Mesa,,rziprpcfwnirtuvrbfnuepq,18.0,United States of America,Fpoleiod,,549.0,TN
O,W,Qiwemtdba,4.0,VeraSun Energy,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,205843.0,Wds7584,2.0,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,1-093-616-0613,0.0,1899339.0,Simi Valley,,Wdsuorykxmvfxupyyjl,40.0,United States of America,Cuaieflmccqp,,705.0,AL
O,M,JQKEDISZ,4.0,Magellan Health Services,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,470985.0,Xsj7585,3.0,ccfzcxohrhrcnypedmhjovjyjrxi,1-546-131-8988,6.0,3873239.0,St. Catharines,M,Xsjypvyfoqbiq,29.0,United States of America,qiraymmapgf,f,387.0,TX
,U,Gfuwa,2.0,Emcor Group,Nhgrkzjzcrjcerkwrugwul,318225.0,Lux7586,1.0,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,1-477-186-7432,7.0,767547.0,Washington,,Luxkby,21.0,United States of America,Tsynomgib,v,359.0,WV
O,M,CTTUYHUUMMDTX,2.0,Peabody Energy,,326044.0,wxw7587,2.0,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,1-965-848-6954,9.0,1027999.0,Chula Vista,f,wxwhwasadsmxchyhlgrvnurte,41.0,Canada,Amudllk,,494.0,ND
,M,Wvtqm,1.0,State Farm Insurance Cos.,uiaoi,,pfz7588,1.0,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,1-622-866-0937,10.0,3428495.0,Montpelier,m,pfzjoarqopfjtzjalxxxeq,56.0,United States of America,ELQKT,e,345.0,Saskatchewan
O,M,xuwgpsvzcpxtoerndtr,2.0,Humana,Wwonzdtvwkn,187282.0,hlx7589,0.0,REHWDWEP,1-040-217-2014,10.0,1827180.0,Mesa,M,hlxshqpvshstjerwclb,33.0,United States of America,Oiwac,,402.0,VA
O,M,Hnnzpokbygacjjgybkskf,2.0,News Corp.,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,,nyb7590,0.0,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,1-101-684-2373,3.0,2070007.0,New Haven,,nybiaaw,96.0,United States of America,Dqgzinvuxxy,,579.0,ND
O,,qsnivsknktiwjpqwnrlgftnmsrxkjc,2.0,Torchmark,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,,Ltt7591,0.0,DIMPFMEBDNHBCT,1-386-426-5849,2.0,,Indianapolis,,Lttvvpjjavydrmbt,35.0,United States of America,Nchaajfkjvx,O,569.0,ND
O,W,pygsfvfpeofkdcugfvxdsqgmcgebfp,0.0,Rock-Tenn,cezvfwtftwlwfrgrpxtuejvrgucexe,306946.0,gsz7592,4.0,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,1-598-816-0126,9.0,3596263.0,Stockton,,gszunimggpyfjzmivbwizzftuen,40.0,United States of America,XEDMBUAMGXKH,,745.0,MS
U,D,Zgxsuo,0.0,AGCO,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,99663.0,Kwp7593,,DVYTEPWCABNSGPTLJEMPQLTEWM,1-770-379-7700,1.0,3719999.0,Louisville,,Kwpztgkknktyvdks,10.0,,crxbrlj,,320.0,WY
R,M,ganifmdaqbltccwbqijtkypcetuq,2.0,,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,482013.0,AGM7594,4.0,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,,4.0,3058439.0,Atlanta,,AGMCLBCUEPVBRKDKWAGBCFOLYET,59.0,United States of America,Eytubbwi,D,591.0,MA
U,M,IYCOMORWDFSEKN,1.0,United Stationers,Ctgihaqlm,180476.0,Ocn7595,0.0,,1-628-245-6238,10.0,2592932.0,Milwaukee,m,Ocnds,70.0,United States of America,Lwftldizl,u,,AK
,M,vdvdlfz,4.0,McCormick,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,285682.0,Cmw7596,5.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv,1-813-787-2611,5.0,1471273.0,Fort Smith,F,Cmweamsabhudajyhpsohkpzcy,69.0,United States of America,GSSFZNBZL,,417.0,PA
R,M,Sbwymtnwzhffkwjczlsnvrtcv,0.0,National Life Group,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,455032.0,Dit7597,5.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,1-362-897-1162,8.0,,Knoxville,,Ditjvpiidkjkvxssfnctzcczb,96.0,United States of America,Nrnqtmjz,V,338.0,MA
O,S,qjjwbffbgxilxyarhjwdvo,3.0,Hasbro,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,356141.0,Rmm7598,,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,1-952-919-4878,9.0,2410816.0,Idaho Falls,,Rmmasnivkq,9.0,United States of America,Rzjxvum,S,340.0,DC
U,U,JIXUQX,3.0,Tupperware Brands,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,165667.0,ekj7599,3.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,1-145-214-8009,5.0,1059543.0,Jacksonville,,ekjvgcmzgobzeerrpfgefwvxlvfcua,39.0,Canada,Accezkuzqrif,,738.0,RI
O,S,Eqrxuc,0.0,Covance,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,459767.0,wcq7600,2.0,MIMWGPPF,1-328-944-9786,7.0,379282.0,Stockton,,wcqqbslcxugdqpbzbmbqvlahw,31.0,United States of America,LNZZPGOTEG,A,597.0,MA
R,M,PDAXUXBMPOVTKJUR,2.0,Interactive Brokers Group,RSSNUTWWLOKIHRRTPEAFTLBF,106459.0,Klc7601,2.0,Xpannac,1-899-864-9421,4.0,3271265.0,Thousand Oaks,f,Klcanpomjmuwosnasroukafsxtufz,64.0,United States of America,YINOHET,,603.0,Alberta
U,D,Adftxl,,SkyWest,Sachwqwddeyfxvagihsjxtcsibaejb,51021.0,Jrd7602,1.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,1-877-997-8896,5.0,1530364.0,Nashua,,Jrdmn,38.0,,ddgkyv,,662.0,AR
R,W,Gaksvvggpbleteofow,2.0,Best Buy,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,494931.0,GDQ7603,4.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,1-750-900-0823,0.0,3731860.0,Tallahassee,,GDQESTOSFCKVLPZEQPNFIKQLTXB,47.0,United States of America,Seiksuhglhj,,838.0,VA
O,M,Ijstknxzfzsvqmy,5.0,Sears Holdings,Sbutxmtwkb,429859.0,fnm7604,2.0,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,,9.0,2488858.0,Brownsville,,fnmqzceohwapysohiuofkhjpwzgv,,United States of America,Ytgghhaxc,,791.0,OR
O,S,jvhwyzbcwdrrqmlbvpjwbohhemm,1.0,Frontier Oil,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,,Ymu7605,4.0,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,1-347-704-7823,7.0,2301347.0,Charlotte,,Ymuvinagbzdhiwglzfacood,76.0,Canada,Ajlcdadx,e,692.0,ID
O,W,nhhjbqktsr,0.0,Automatic Data Processing,mnkidgiyajigobghpnkdvauwiubpjb,464086.0,Pxj7606,3.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,1-228-976-2888,8.0,1736571.0,Oakland,,Pxjmfwpwm,60.0,,Daivf,R,673.0,IA
O,U,Lmhtjwddyqbzlxgv,3.0,,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,207651.0,Rsd7607,,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,,7.0,2399483.0,Fort Wayne,,Rsdlvo,73.0,Canada,xrquzcptycg,M,331.0,TN
O,U,BXFLGQTJSJDQAUCXXJXWHTQU,4.0,Comerica,Fmrydeogisvvtrpsfonolelpnqcbkrr,260418.0,Qqh7608,,BPPKDY,1-760-429-1328,2.0,2982744.0,Chula Vista,,Qqhwdyopkfs,37.0,United States of America,shigmwk,,744.0,Nova Scotia
U,M,Tlaihggmhfiuezhjgps,5.0,Baldor Electric,Xhggtfwyslxvgeiuzjfxewcsweefq,,udq7609,1.0,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,1-253-879-8833,6.0,1611011.0,Peoria,,udqexswxytatsvxw,50.0,United States of America,enehob,Q,446.0,Ontario
O,M,DSRXJZKFJTIVXLBAX,0.0,Commercial Metals,,316963.0,Ghl7610,4.0,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,1-401-256-3483,0.0,2999167.0,Lexington,,Ghlflxgkavpsqvkpun,0.0,Canada,RNLAKRXSPA,M,,MD
O,W,Annsrbdzywmpqvigpn,5.0,,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,84046.0,mtk7611,,Xuqmcmxaigbk,1-175-910-8245,,,Salem,f,mtkfmxripistepftjaxfosviokgqsf,,Canada,Hlezt,,,AR
O,M,Mrawpcvb,0.0,Molina Healthcare,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,368990.0,QIY7612,3.0,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,1-565-191-3419,9.0,3307491.0,San Jose,,QIYQRALNIIONMKDZB,,United States of America,Iyqmkpcjx,,723.0,Saskatchewan
O,S,yociu,2.0,Plains All American Pipeline,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,124382.0,Ohz7613,0.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,1-921-688-5401,2.0,2057260.0,Kansas City,,Ohzpaqjtc,81.0,Canada,klgnkcaedht,,348.0,OH
O,M,DQNVNWPYSMLDGXJVBUHUKDLRSLN,2.0,Agilent Technologies,Gvdteormavfflajkedaclod,9263.0,djg7614,0.0,EECYCMJAJGNQBRSKW,1-925-155-0170,,53179.0,Windsor,,djgtucxplpftr,52.0,United States of America,Jsombikj,,666.0,VA
U,M,wfnjfn,2.0,AutoZone,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,334181.0,Iad7615,4.0,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,1-185-691-2951,3.0,690086.0,Chicago,,Iaduje,68.0,United States of America,Xtckbvng,,,ID
R,M,WWWEN,0.0,,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,314001.0,EMG7616,1.0,hgandkyzsnb,1-067-518-3854,8.0,2025465.0,Evansville,,EMGQKGEOTCGAFGDZVTRUAVGZYPM,,United States of America,YPUWSVRD,H,844.0,WI
O,M,Krjcfgq,1.0,Universal Health Services,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,168309.0,Hjn7617,4.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,1-188-554-1671,8.0,695307.0,Honolulu,,Hjnljezrxojeaoustvawackahexa,36.0,Canada,Ifxvsnt,,766.0,MS
O,M,Fxmpengjsaf,2.0,Time Warner,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,322765.0,CYP7618,4.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,1-168-215-2223,10.0,3238398.0,Cleveland,M,CYPTBBGPWKKKFNOUHJ,31.0,United States of America,EAOJPQVWBNZ,D,521.0,OK
O,W,Eobtk,1.0,Sealed Air,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,311253.0,KPN7619,5.0,QTWXYHMLBYQ,1-228-022-3056,7.0,1213578.0,Livonia,,KPNRNVLRFUTOWOERTCSIRQZ,55.0,United States of America,fhirgl,h,306.0,GA
R,W,Abahrdfcbtscoblhaovnjkbx,5.0,Sprint Nextel,Blsmawjjdmdamrhqyqgzmbkfa,140296.0,Vbi7620,5.0,SDEAIMDWRSKXTFCPHWF,1-926-766-1124,9.0,103708.0,Little Rock,,Vbimifwtrtvb,66.0,United States of America,Lahfziy,x,411.0,TN
O,M,bhephgijqbu,1.0,,Stofpzwyhkpmuq,439984.0,ehb7621,5.0,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,1-538-797-1948,3.0,1086081.0,Halifax,F,ehbcbdctlcspuvwbqveohanmkolbw,22.0,United States of America,tofdjef,,,SC
O,U,KECNVVPGTOXHIGOUAWLHU,5.0,Quiksilver,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,454011.0,TMQ7622,0.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,1-627-234-0841,8.0,1349626.0,Peoria,F,TMQACIIUMYYZHYX,51.0,United States of America,rckzx,C,702.0,AR
R,S,xppmtvztaifqynlbmofxonnus,1.0,Valspar,,191541.0,Lsb7623,5.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,1-876-492-0782,1.0,1083092.0,San Jose,a,Lsbutxufufshmkqnscnhx,26.0,United States of America,MMLJKBGXD,y,842.0,MT
R,U,kzntoukktuqqfuyeo,2.0,Timken,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,,Dpz7624,1.0,Lhwkvadxwcjobcggyuighvqlcm,1-436-946-7319,0.0,1662799.0,Charlotte,M,Dpzpfctp,100.0,United States of America,banusio,u,528.0,WY
R,W,TDRLAQZARCGRAMDDMCWP,3.0,,cnckvldjedzgdqhy,,Zuj7625,3.0,,1-281-780-2897,5.0,3548540.0,Hilo,,Zujmcfzznpfohsdp,13.0,United States of America,Safkd,,300.0,WY
O,S,shbaeyxyrjfietruntrdeyqkc,2.0,Occidental Petroleum,,269215.0,Jqk7626,1.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,1-421-286-4139,7.0,881414.0,Yonkers,,Jqkozdva,11.0,United States of America,DHTLWJDXLRW,,752.0,WV
O,M,Zururxrihusergiba,0.0,,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,193126.0,ijb7627,4.0,Alukohji,1-908-354-2709,0.0,1712200.0,Modesto,m,ijbcvbgglqupyentiqncsnswyygl,62.0,Canada,RORIUHK,,303.0,CA
O,M,QZLCPVRKZMTENMREVZT,3.0,Massey Energy,qehomraquwxrkb,462618.0,NMO7628,5.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,1-466-560-2530,10.0,847446.0,Louisville,F,NMOXMHMVUDGY,13.0,United States of America,bxgwhohh,U,418.0,Alberta
O,W,dvbflygvxrizbclmqwoajkvnzoufc,3.0,Weyerhaeuser,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,212026.0,Tef7629,3.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,1-578-686-8082,4.0,344294.0,Eugene,f,Tefewe,23.0,United States of America,SRARKMXOD,,667.0,New Brunswick
U,D,mtnubdnrdoivcuqmapqhtvzkixw,1.0,National Fuel Gas,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,371024.0,Sdj7630,4.0,Kxxipkohacffav,1-166-077-1436,7.0,1534879.0,Buffalo,,Sdjhq,51.0,United States of America,hwugfvlttol,Z,441.0,British Columbia
O,U,Nzljqsbgutsixlosfedpmlzl,3.0,Pep Boys,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,235810.0,Pbr7631,2.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,1-535-320-1881,0.0,3897101.0,Santa Fe,m,Pbrfgfdwedgrmifitr,2.0,United States of America,zgsllav,,471.0,DE
O,W,Ealrdsynhtadihmsl,2.0,Neiman Marcus,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,347270.0,Ice7632,,onxyyslcmbyxpfjuykowqpwqi,1-633-495-6478,9.0,3064442.0,Springfield,m,Icejebxweavlnddpjz,,United States of America,Mszwfhpj,,701.0,CT
R,D,xfjdwfentojva,5.0,BlackRock,TAIWTM,399212.0,ZWG7633,2.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,1-398-680-0278,1.0,2016524.0,Anchorage,,ZWGIV,82.0,United States of America,Yqfxb,,323.0,Quebec
O,M,Zvowaelneuhpxzphpvtgvfz,4.0,McGraw-Hill,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,439561.0,Evw7634,5.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,1-185-976-7770,10.0,37745.0,Winnipeg,m,Evwthrqmqfpsbpdqojtqzpjmpoea,94.0,United States of America,ypmuep,,846.0,NJ
O,M,fmdcjzjekrwrirumyvfuqnnkxzr,3.0,Family Dollar Stores,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,29980.0,Lhl7635,4.0,Krdmgygwnziumjdtybwyw,1-490-238-8219,8.0,503752.0,Waco,m,Lhlatzfku,16.0,United States of America,Xthtecuu,c,850.0,MN
U,M,Ohetzpmilrphnhnasiisaypdl,2.0,Teleflex,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,28693.0,LYB7636,5.0,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,1-891-741-2112,,2115180.0,Stockton,,LYBUGCXZYJSERVQKQJKNIIW,43.0,United States of America,Xjzpdio,N,,NE
O,M,VAUWGMVOILXNGKB,1.0,,Phqspowfoiqmszxy,106794.0,Ijb7637,2.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,1-849-918-0984,3.0,839222.0,Boston,M,Ijbmwiomutrflaupolplmfjsqh,76.0,Canada,Rgthehdvvlh,x,564.0,VA
O,S,Tnwgmuvaaqmxskkyqnvrmnmul,3.0,Imation,XDPEFDQIMFNMCO,340598.0,Zhf7638,5.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,1-426-168-3142,4.0,1851334.0,Memphis,f,Zhftulgpedd,0.0,United States of America,ysexit,,558.0,PA
O,U,mtovrkjvtfkennjujgpegknnck,1.0,PPL,FSSAAXLAMAPBOMTNUFG,490597.0,PYU7639,,Bfntmkesgyjkjrgttbtdncoumqhmnxy,1-757-910-8931,0.0,1348251.0,Sydney,m,PYUHQOCHAUAWGKHHLXQNUWZTEBN,33.0,United States of America,Wscgcsbwlzj,r,417.0,WV
O,U,Lwxdv,2.0,Smithfield Foods,AKWOIATLDDKU,499685.0,Iku7640,2.0,,1-468-325-0119,6.0,2722392.0,Shreveport,,Ikufiibsvk,62.0,Canada,AUQJTIMK,F,487.0,WY
O,M,Ftvuzjdzocqmcoxvrbqcna,2.0,Macy's,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,62285.0,HBZ7641,0.0,Bnbfbxvqxtngv,1-383-310-7894,9.0,1785161.0,Modesto,m,HBZACUNNIOTFKFSTCILLC,8.0,United States of America,Weqnwrwrbcgx,,639.0,MN
O,U,Hnbgeuii,5.0,Torchmark,VANVGDDSYEK,320885.0,Pco7642,5.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,1-353-727-2029,3.0,2823578.0,Hull,M,Pcofbhaqeemibnkjtsoxmdibmpquo,4.0,United States of America,facqrtjqjmd,,625.0,VT
O,D,Fykbowmpxpbb,5.0,Herman Miller,TVTDULLNHUZPDNEEKSXEGPXDNE,184669.0,Ybv7643,3.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,1-028-849-5461,1.0,2123972.0,Yonkers,,Ybvjle,39.0,United States of America,OCNCREZ,,,WV
R,S,Ruagwhiorgizpmbphjerywjrr,0.0,Kindred Healthcare,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,126989.0,Rim7644,0.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,1-480-785-4021,3.0,112782.0,Atlanta,,Rimdakhncfjlrbor,90.0,United States of America,JXOGSVJ,F,,IN
,M,teldp,1.0,Arch Coal,HWAWSSEUGGKEXQDESYXFHWZ,48144.0,gnf7645,4.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,1-443-132-4138,3.0,248311.0,Hayward,,gnfkwjxmvkbeh,7.0,Canada,Iqtso,,460.0,MS
O,,Tmhxnpfgyifx,5.0,Whirlpool,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,377787.0,Wxp7646,4.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,1-143-020-1234,8.0,3719851.0,Savannah,F,Wxphiul,95.0,United States of America,Uxgvbwop,C,793.0,CO
O,U,Fpchjcvsrkakkqqsojokdrg,5.0,Arrow Electronics,,323782.0,Dxh7647,5.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,1-475-304-3486,8.0,1920385.0,Fullerton,m,Dxhuevhfuceqmpoolmuhflp,59.0,Canada,Ovsiu,N,821.0,PA
O,S,Heiehcgec,3.0,Rock-Tenn,NASLRGJGXPDOGNJSHNLNGBCXJVO,31880.0,Aqo7648,2.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,1-677-882-6792,6.0,576903.0,Overland Park,,Aqopbqsxqxjj,13.0,United States of America,Frqdqbs,,,DE
O,D,sgapkfrztiyyayezulvi,5.0,R.H. Donnelley,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,390190.0,fen7649,3.0,Eymghd,1-151-067-7411,8.0,1855037.0,Alexandria,,fenowyirqcdcwwo,58.0,United States of America,waiitdv,s,643.0,Prince Edward Island
