NumberChildren,AgencyID,MiddleInitial,CreditRating,OwnOrRentFlag,NumberCars,Income,Age,NumberCreditCards,MaritalStatus,City,State,FirstName,NetWorth,Phone,Country,AddressLine1,AddressLine2,PostalCode,Employer,Gender,LastName
1.0,law141,L,,O,1.0,20397.0,76.0,2.0,U,Costa Mesa,MD,Otha,3810365.0,1-267-357-1943,United States of America,20025 routh crescent,,v6n 1v9,Bemis,m,lawlis
2.0,Bee142,D,664.0,O,2.0,463094.0,5.0,6.0,U,Houston,New Brunswick,Rodie,2641938.0,1-602-756-7919,United States of America,4144 LAKE PARK LANE,Suite 397,83702,Securian Financial Group,m,Beebe
1.0,sch143,,789.0,O,4.0,331900.0,65.0,7.0,U,Bakersfield,HI,DULCE,3857323.0,1-793-864-7010,United States of America,3375 sakowitz lane,,80125,Ford Motor,m,schlange
0.0,Wit144,,803.0,U,5.0,8421.0,94.0,0.0,S,Chesapeake,ND,Win,1636212.0,1-637-020-2921,United States of America,7255 berry way,,M5G 1Y7,ConAgra Foods,,Witchlow
4.0,MER145,Q,720.0,,4.0,35780.0,95.0,3.0,M,Sandy,Nova Scotia,Roselin,2999082.0,1-428-797-6325,United States of America,3131 WATHAN SOUTH,,80213,Charter Communications,F,MEREDITH
0.0,bia146,,839.0,R,1.0,139897.0,28.0,4.0,M,Lewiston,ME,Malanie,2280820.0,1-011-549-5618,United States of America,18440 RYAN NORTH,,60737,Calpine,m,bialkenius
1.0,Swi147,P,621.0,O,4.0,414119.0,76.0,0.0,D,Elizabeth,Alberta,TARYN,1050866.0,1-993-255-5481,United States of America,13222 glen loch road,SUITE 464,90510,Crane,m,Swiat
4.0,bul148,,628.0,O,5.0,234035.0,81.0,3.0,D,Sudbury,VT,MALENA,,1-487-749-4448,United States of America,7889 MURRAY WAY,,92882,Textron,,bullinger
5.0,TYR149,,813.0,O,3.0,144405.0,38.0,6.0,W,Austin,DE,Dorie,603001.0,1-192-352-2184,Canada,7527 whale drive,,98121,Idearc,F,TYRRELL
3.0,Fyf150,,367.0,R,5.0,55441.0,25.0,3.0,W,Salinas,MA,Liese,3368239.0,1-293-442-4224,United States of America,17788 eagle trace park,,H2e 1x9,Cabela's,,Fyfe
2.0,Sic151,,807.0,O,4.0,392869.0,0.0,10.0,D,Peoria,CA,tele,1042629.0,1-078-502-6700,United States of America,7661 GRANT WAY,,23503,EOG Resources,,Sicard
4.0,CAS152,,501.0,O,3.0,402416.0,61.0,8.0,U,Sydney,Manitoba,astra,1948746.0,1-430-909-3001,United States of America,4806 crystal hills street,,40208,,F,CASTEN
2.0,Cho153,S,490.0,O,0.0,89984.0,3.0,10.0,U,San Antonio,TN,marnia,3113862.0,1-392-455-0895,United States of America,4211 WILLS NORTH,,75201,Burlington Coat Factory,,Choy
3.0,CHA154,,321.0,O,2.0,395773.0,77.0,3.0,W,Oklahoma City,FL,AMY,2777290.0,1-273-921-9787,United States of America,7524 linberg north,,93852,Southwest Airlines,,CHACKO
0.0,bei155,E,,R,1.0,126662.0,8.0,6.0,U,Miami,CA,HAMILTON,2210073.0,1-012-993-4538,United States of America,14266 lemming south,,32312,RPM International,f,beil
1.0,Ele156,J,446.0,O,4.0,132008.0,34.0,7.0,U,Yonkers,CO,Kuldip,1999684.0,1-890-859-4211,United States of America,1427 ADDAX LANE,,90059,Amazon.com,m,Eleftheriou
5.0,o'g157,,428.0,O,5.0,417218.0,15.0,2.0,M,Columbia,Saskatchewan,krystalle,2119678.0,1-080-032-3031,United States of America,1625 fernando court,,77006,Neiman Marcus,F,o'grady
0.0,Kat158,,423.0,O,0.0,360063.0,66.0,5.0,S,Lubbock,UT,Stella,169808.0,1-561-620-7173,United States of America,335 floresta north,,23224,Goldman Sachs Group,,Katchmar
4.0,Lui159,O,499.0,O,5.0,100516.0,55.0,6.0,U,Chattanooga,ME,Marie-josee,1072732.0,1-017-439-0362,United States of America,22806 garson east,,10055,Boeing,,Luin
1.0,Kla160,,342.0,O,1.0,16814.0,8.0,7.0,S,Fargo,NH,Nashib,2261442.0,1-248-539-6621,United States of America,5524 vermack street,,35830,United Refining,f,Klavkalns
3.0,Bru161,Z,632.0,U,1.0,,7.0,1.0,M,Omaha,VA,Annette,2234368.0,1-611-789-5569,United States of America,18105 electra street,,v6m 1s9,D.R. Horton,,Brunsting
1.0,Apt162,Q,525.0,O,3.0,315962.0,97.0,6.0,M,Yonkers,TX,LENA,575288.0,1-023-151-8130,United States of America,719 holman court,,22304,Jarden,,Apter
1.0,sch163,,371.0,R,5.0,299268.0,95.0,9.0,M,Spokane,Saskatchewan,Christian,1102479.0,1-005-574-3523,United States of America,23553 MEMORIAL RUE,,06101,Systemax,f,schuette
3.0,Lan164,,699.0,O,1.0,301490.0,92.0,4.0,U,Tulsa,NH,Morrie,2995388.0,1-550-487-1571,United States of America,16759 park avenue,,78756,Marriott International,,Lanava
2.0,Fus165,,435.0,O,3.0,36052.0,17.0,8.0,M,Garden Grove,VA,LYMAN,1147193.0,1-280-494-1415,United States of America,12296 WILLIAMS LOWER,,93003,Expeditors International,F,Fusca
4.0,Nev166,R,512.0,U,1.0,437483.0,81.0,2.0,U,Fort Lauderdale,IA,REUBEN,1136540.0,1-803-438-4141,United States of America,9625 ALLEN BOULEVARD,,T5D 1P2,Great Plains Energy,F,Nevardauskis
,SHA167,,552.0,O,5.0,152971.0,13.0,6.0,M,Philadelphia,NC,Hermon,1677669.0,1-566-299-2351,Canada,10340 jarvis road,,10108,Danaher,f,SHACKLEFORD
2.0,Sau168,P,,O,0.0,449495.0,78.0,8.0,M,Sydney,NH,Paqs,2160706.0,1-586-363-4189,Canada,13143 goodwin lane,,t5c 1l3,,,Sauck
1.0,fri169,,687.0,O,4.0,349827.0,78.0,5.0,M,Waterbury,AL,GAETAN,2525665.0,1-505-124-9029,United States of America,7160 BEATTY RUE,,M5B 1Z8,Watson Wyatt Worldwide,,frischknecht
1.0,fer170,O,433.0,R,3.0,9562.0,85.0,0.0,M,Tacoma,British Columbia,leese,3517622.0,1-897-996-9812,United States of America,22679 chimney rock west,,V6H 1W2,Yahoo,,fernandez
2.0,LAN171,,746.0,,1.0,24514.0,68.0,7.0,U,Charlottetown,MD,Amelie,,1-922-919-5858,United States of America,6769 pasadena upper,,90308,Convergys,M,LANDERS
0.0,Bha172,,405.0,R,0.0,407985.0,1.0,9.0,M,Independence,IA,TAMRA,97675.0,1-326-572-2988,Canada,20622 MCAFEE COURT,,M5e 1y2,Celanese,,Bhasin
5.0,Jor173,,805.0,O,5.0,,83.0,,M,Escondido,ND,bang,,1-076-972-4311,United States of America,10526 LINWOOD LANE,,80029,Dana Holding,M,Jordan
4.0,KNU174,,819.0,O,4.0,257897.0,78.0,5.0,M,Lansing,NY,HILDEGARDE,3569070.0,1-341-595-8408,United States of America,21088 vessey crescent,,30350,XTO Energy,F,KNUDSEN
5.0,Ham175,,648.0,O,0.0,261143.0,,0.0,M,Anaheim,OR,Carmody,1507616.0,,United States of America,10884 ryan avenue,,97240,Alliance Data Systems,F,Hamelin
5.0,MAU176,,401.0,R,5.0,110615.0,5.0,10.0,U,Glendale,MO,Dareen,514151.0,1-536-952-5040,United States of America,1481 gale court,,R3A 1M1,Franklin Resources,,MAUER
0.0,Rez177,,484.0,U,2.0,407799.0,43.0,8.0,U,Chula Vista,CT,WEN,2903408.0,1-663-917-0422,United States of America,18390 martins east,Apt. 426,73172,Fidelity National Financial,F,Rezansoff
4.0,Koa178,,463.0,O,4.0,195242.0,53.0,1.0,U,Orlando,MO,MOT,1695814.0,1-843-773-1791,Canada,23208 porter crescent,,V6s 1p9,FirstEnergy,,Koa
0.0,HAN179,B,335.0,O,3.0,315490.0,13.0,5.0,U,Cleveland,MN,leese,868465.0,1-823-567-1252,United States of America,17026 durand north,,90140,Commercial Metals,m,HANNEMAN
4.0,jak180,I,,O,5.0,22201.0,7.0,10.0,U,Huntington,NC,nettie,2810709.0,1-744-421-7512,United States of America,16533 devonshire park,,94639,Genzyme,,jakim
5.0,ump181,C,381.0,R,4.0,441579.0,17.0,7.0,M,Fayetteville,TN,AILEE,3593363.0,1-621-744-1484,United States of America,8965 griffin east,,22307,US Airways Group,,umphres
2.0,Wic182,G,708.0,O,2.0,342730.0,67.0,1.0,M,Riverside,NV,chan,2607636.0,1-973-214-3381,Canada,22451 larner court,,55116,Advanced Micro Devices,,Wickham
4.0,Gat183,,354.0,R,5.0,117267.0,54.0,8.0,M,Dayton,AL,RAY,2735642.0,1-428-266-1600,Canada,3681 HOLLY KNOLL CRESCENT,Apt. 540,M6s 1i5,United Parcel Service,F,Gates
4.0,bot184,,547.0,,1.0,260107.0,5.0,10.0,S,Corona,NE,Robinette,1501732.0,1-334-466-5299,United States of America,5678 dayton street,,92708,Fastenal,,bott
1.0,DAV185,T,761.0,O,1.0,166760.0,28.0,9.0,D,Oklahoma City,KS,Rocke,397072.0,1-249-478-5643,United States of America,15591 holgate lane,,V6r 1q6,Core-Mark Holding,,DAVID-YERUMO
1.0,HIL186,,659.0,O,4.0,401021.0,5.0,1.0,M,Dallas,NY,Suzette,3399757.0,1-804-228-8548,United States of America,23477 havenridge rue,,63178,Boise,F,HILLARD
2.0,war187,,351.0,R,4.0,70945.0,,9.0,M,Durham,NY,Myla,2684548.0,1-564-230-0062,United States of America,18267 cape lane,,x7j 1r5,DST Systems,,warburton
3.0,MAC188,,608.0,O,3.0,389391.0,72.0,7.0,S,Tacoma,Saskatchewan,dacia,3041622.0,1-781-339-9073,United States of America,2928 POTOMAC UPPER,apt. 48,M5e 1y7,United States Steel,m,MACHNICKI-HYNES
2.0,lev189,A,706.0,O,4.0,63226.0,12.0,3.0,S,Alexandria,Prince Edward Island,CHELSIE,3211816.0,1-096-116-9962,United States of America,14656 pasadena park,,23257,Pepco Holdings,F,levitin
4.0,Goo190,,391.0,O,0.0,206220.0,71.0,8.0,M,Hialeah,Alberta,abbas,127026.0,1-914-194-6997,United States of America,16983 flagler drive,apt. 968,V6I 1U7,Acuity Brands,,Gooderham
4.0,Koh191,E,461.0,R,5.0,,90.0,2.0,W,Denver,Ontario,Rec,588945.0,1-733-360-9116,United States of America,17212 LANDER SOUTH,,94539,Baker Hughes,,Kohalmi-hill
4.0,AYL192,,510.0,O,4.0,337152.0,20.0,2.0,U,Fort Lauderdale,TN,Elaine,1962620.0,1-591-402-8026,United States of America,23764 sabine west,,H7h 1v4,Newell Rubbermaid,M,AYLWIN
2.0,CHO193,E,805.0,O,,312074.0,58.0,5.0,W,Mesa,VA,Katharine,178193.0,1-326-180-9322,United States of America,16271 vista south,,15201,Westlake Chemical,F,CHOUHAN
4.0,DIT194,G,702.0,O,2.0,68551.0,57.0,7.0,M,Cleveland,TX,LILIAN,2102811.0,1-784-796-6844,United States of America,1080 LAVENDER LANE,,t5a 1n6,Jones Lang LaSalle,,DITKO
1.0,EMI195,,368.0,O,4.0,488800.0,43.0,3.0,W,Lewiston,MT,CATI,2246854.0,1-662-625-4671,United States of America,10856 summer street,,78784,Burger King Holdings,,EMIG
2.0,Ryd196,,520.0,R,3.0,431633.0,39.0,8.0,W,Tallahassee,IL,Luong,1312448.0,1-627-590-4931,United States of America,17021 edwards crescent,APT. 392,H6d 1w8,Hovnanian Enterprises,m,Ryder
3.0,mei197,S,666.0,O,0.0,72797.0,87.0,2.0,S,El Monte,WY,JUOZAS,295993.0,1-055-694-7984,United States of America,7726 TALLOWOOD UPPER,,06705,Medical Mutual of Ohio,,meisner
1.0,Ceg198,,587.0,O,0.0,260576.0,57.0,9.0,S,Sioux Falls,NC,Lysy,1220003.0,1-166-844-7429,United States of America,19097 foxfire north,,M5c 1v9,Lockheed Martin,,Cegelski
5.0,hai199,Z,643.0,O,4.0,200096.0,58.0,4.0,U,Columbia,ND,ULA,2400476.0,1-516-930-4640,United States of America,8161 PINTO ROAD,,90759,Yum Brands,,haigh
4.0,cle200,J,484.0,R,,,28.0,5.0,,San Francisco,GA,Francesca,2900897.0,1-261-215-4290,United States of America,9659 sakowitz west,,22301,Wesco International,,clendening
1.0,Cie201,W,,R,3.0,267656.0,95.0,3.0,U,Santa Clara,VA,emili,3942140.0,1-681-572-7662,United States of America,15306 pike park,,19165,Volt Information Sciences,,Ciesielski
2.0,Par202,,676.0,R,1.0,35253.0,98.0,8.0,S,Greensboro,Prince Edward Island,yogesh,2118119.0,1-288-967-5460,United States of America,21891 dewey street,,75007,Western Union,f,Parypa
2.0,LOZ203,K,300.0,O,5.0,113159.0,55.0,4.0,M,Waco,OR,Xantippe,338540.0,1-315-022-2148,United States of America,8155 storeywood road,,90302,,f,LOZINSKI
3.0,Pas204,,,R,2.0,297444.0,14.0,8.0,,Rochester,WI,TINO,2617116.0,1-707-402-6121,Canada,20871 dewdrop street,APT. 630,84092,Lubrizol,,Pascal
1.0,Aul205,,831.0,O,3.0,52092.0,30.0,9.0,M,Tampa,ID,AGGIE,1459711.0,1-186-893-7846,United States of America,1121 GREENE PARK,,v6d 1u1,C.H. Robinson Worldwide,,Aula
1.0,bar206,N,609.0,O,3.0,30249.0,90.0,7.0,M,Paterson,MT,Alane,1804959.0,1-571-918-3795,United States of America,23849 westerley south,,99503,Celgene,F,barnes
0.0,ELL207,,679.0,O,2.0,483052.0,69.0,2.0,S,Fullerton,MD,ABBYE,2957472.0,1-206-055-2128,United States of America,1540 murie rue,,80960,Leggett & Platt,,ELLIOTT
0.0,for208,P,634.0,O,4.0,287060.0,67.0,6.0,U,London,NY,aleen,2919293.0,1-963-724-8044,United States of America,16633 raymond road,suite 344,53743,Fidelity National Information,m,forslund
1.0,Bur209,U,338.0,O,1.0,274154.0,41.0,4.0,W,Newark,HI,collen,3610130.0,1-050-641-8503,Canada,18676 turman drive,,t6d 1k1,Arch Coal,,Burbidge
5.0,FOL210,,332.0,O,5.0,379659.0,2.0,4.0,M,Buffalo,DE,NEALA,1209441.0,1-020-258-1680,United States of America,1808 HARDY STREET,,91350,Affinia Group Intermediate,F,FOLLMER
0.0,Led211,,721.0,O,0.0,,89.0,8.0,M,El Paso,PA,CELISSE,1058712.0,,United States of America,11115 midland avenue,,37916,Kellogg,m,Leder
1.0,kop212,N,351.0,O,4.0,100796.0,88.0,3.0,,Toledo,IN,MEHMET,1946028.0,1-886-961-7857,United States of America,24950 sheppard lane,,22329,PerkinElmer,,kopke
1.0,pay213,,564.0,O,1.0,128277.0,90.0,6.0,M,Sterling Heights,MT,Carlis,1420984.0,1-999-799-7384,Canada,6450 LEMMING RUE,,M1i 1r8,Limited Brands,,paylor
3.0,PAL214,,379.0,O,1.0,147414.0,54.0,9.0,M,New Haven,WY,marshal,213235.0,1-362-078-4138,United States of America,19342 wycliffe park,,h5i 1p1,OfficeMax,,PALACEK
2.0,fel215,,727.0,O,1.0,51559.0,53.0,8.0,S,Dallas,FL,Fabien,472425.0,1-174-723-5263,United States of America,7582 woodway south,,M1I 1R5,J.B. Hunt Transport Services,,felton
3.0,ATW216,,578.0,O,2.0,355622.0,89.0,2.0,U,Milwaukee,RI,basia,1160132.0,1-898-789-3598,United States of America,22526 QUEENSBURY LOWER,,53739,American Express,,ATWELL-BYRNE
1.0,Mcb217,S,642.0,O,5.0,468116.0,31.0,10.0,W,Anaheim,CO,FARID,2869995.0,1-482-305-5399,United States of America,18833 3rd park,,06603,Occidental Petroleum,M,Mcbeth
0.0,Jal218,B,,O,1.0,276728.0,1.0,1.0,M,Huntington Beach,SD,jyoti,3727044.0,1-834-784-7657,United States of America,19394 canoas west,apt. 3,28247,Shaw Group,M,Jalaie
0.0,vem219,,554.0,R,3.0,135306.0,57.0,,S,Naperville,TX,Jandy,2293241.0,1-864-555-5341,Canada,9941 ROYALTON DRIVE,,h7g 1u9,W.W. Grainger,,vempati
0.0,BAR220,D,733.0,U,1.0,99566.0,10.0,6.0,U,Iqaluit,VT,VO,2846515.0,1-475-209-3369,United States of America,10177 pecos crescent,,90831,IDT,,BARNICKEL
4.0,PES221,U,345.0,O,2.0,263959.0,74.0,10.0,M,Winnipeg,IN,Kien,1619956.0,1-459-456-1848,United States of America,20823 WEST CHAPEL AVENUE,,M4j 1o7,General Mills,M,PESOLD
0.0,Sha222,,644.0,R,2.0,441498.0,28.0,6.0,M,St. Petersburg,UT,Tybi,2367607.0,1-802-797-1712,United States of America,13483 ROCKDALE DRIVE,,77288,RBS Global,F,Shaughnessy
0.0,Sch223,J,564.0,U,3.0,429621.0,96.0,3.0,S,Waterbury,NV,Nhien,3795566.0,,United States of America,9645 HAYDEN BOULEVARD,,77117,Realogy,M,Schmeing
3.0,Mat224,L,465.0,O,1.0,181214.0,42.0,10.0,M,Lubbock,TX,Florance,734762.0,1-224-760-3774,United States of America,6066 fillmore lower,,45263,ArvinMeritor,,Materna
4.0,JAI225,,652.0,O,,212502.0,64.0,8.0,D,London,OR,Ros,908994.0,1-511-883-9082,United States of America,293 conier avenue,,v6g 1p4,Amkor Technology,,JAIN
4.0,KAR226,,714.0,O,5.0,244545.0,,6.0,M,Des Moines,Ontario,Genevieve,2561296.0,,United States of America,7000 ansley lane,,72247,Lear,,KARNAZES
4.0,gus227,,383.0,R,5.0,218681.0,49.0,10.0,M,Madison,Saskatchewan,EMILIO,3181069.0,1-405-014-0029,Canada,13635 jarvis south,APT. 587,E7n 1j9,Asbury Automotive Group,,gustafson
5.0,Ann228,K,336.0,O,,296916.0,81.0,7.0,,Scottsdale,MO,JANEEN,2632226.0,1-076-073-0994,United States of America,17362 COFFEY UPPER,,45272,Limited Brands,,Annas
2.0,lab229,R,626.0,O,0.0,453659.0,57.0,9.0,,Mount Pearl,UT,cathrin,,1-690-040-0846,Canada,12279 trafalgar crescent,,x7j 1q2,Beazer Homes USA,,labenek
0.0,fli230,M,549.0,U,3.0,194450.0,42.0,0.0,S,Iqaluit,IL,kirstin,1151333.0,1-211-707-3341,United States of America,24717 MIDLAND LANE,,80952,,f,flindall
4.0,sat231,,492.0,O,5.0,49533.0,30.0,0.0,U,Moreno Valley,NM,giles,2763939.0,1-642-203-7899,United States of America,11493 worley park,,38157,Acuity Brands,,satkunaseelan
4.0,tho232,I,327.0,O,2.0,394819.0,56.0,0.0,M,Naperville,NC,Ted,370710.0,1-792-738-9524,United States of America,6492 HAMMOND AVENUE,,06703,ABM Industries,,thornley
3.0,CRI233,L,545.0,O,3.0,342754.0,3.0,10.0,S,Norfolk,AZ,hayden,1192164.0,1-881-269-3949,United States of America,8954 bagby north,,v6u 1r8,,m,CRIPPS
0.0,Gas234,V,571.0,O,1.0,224435.0,53.0,0.0,M,Louisville,CT,Gail,223487.0,1-537-303-6219,United States of America,11622 josey south,,28231,Southwestern Energy,M,Gascon
2.0,Cha235,,423.0,O,0.0,37717.0,67.0,7.0,W,Akron,VA,las,2341143.0,1-682-154-3638,United States of America,11538 collinwood avenue,,63107,Delta Air Lines,f,Chavers
0.0,Net236,,655.0,O,1.0,286483.0,94.0,4.0,,Whitehorse,NV,Noelyn,1774784.0,1-512-708-0580,United States of America,20913 vickers boulevard,,H2g 1w7,ITT,,Nettles
5.0,WOO237,,488.0,O,0.0,185412.0,37.0,0.0,M,Salem,VA,izak,3951308.0,1-598-440-6359,United States of America,22274 VICKERY CRESCENT,,55416,Health Management Associates,m,WOODROW
,val238,,352.0,,4.0,472518.0,75.0,6.0,M,Memphis,British Columbia,bernita,2756025.0,1-281-206-9270,United States of America,881 vance jackson south,,V6d 1u5,Western Union,,valerien
1.0,Ber239,,810.0,O,,425307.0,51.0,0.0,M,Fayetteville,VA,Karmen,1833112.0,1-442-133-8200,United States of America,15079 DECATUR RUE,,93782,Family Insurance Group,f,Berndt
2.0,lab240,F,686.0,O,2.0,304909.0,74.0,8.0,D,Lansing,TX,Rio,698884.0,1-607-062-8891,United States of America,10424 mitchell street,,90252,Advance Auto Parts,,labranche
2.0,VRE241,X,389.0,R,0.0,231226.0,100.0,0.0,M,Atlanta,CO,ISABELLE,3287261.0,,Canada,14195 VERDE PARK,,85759,J.P. Morgan Chase & Co.,m,VREUGDENHIL
0.0,GOO242,,761.0,U,0.0,219026.0,,,M,Gary,GA,Micro,3337290.0,1-141-622-5196,United States of America,10608 bissonnet road,,M5g 1x8,Fidelity National Financial,F,GOODINSON
1.0,cha243,S,589.0,O,0.0,414993.0,28.0,4.0,D,Atlanta,NE,maribel,2963197.0,1-500-101-2792,United States of America,11237 balmoral way,,78746,Toro,,chaput
0.0,TAM244,W,492.0,O,0.0,24837.0,18.0,1.0,M,Dawson City,NC,NADYA,1487009.0,1-655-973-7192,United States of America,15621 yaupon lower,,H2f 1z1,Mueller Water Products,F,TAMARELLI
5.0,CUM245,,442.0,U,2.0,200645.0,77.0,10.0,D,Mobile,OK,Darrell,3177428.0,1-972-039-2576,United States of America,12387 SAUNDERS WEST,Suite 463,77288,Energy Future Holdings,M,CUMPSTON
3.0,SIM246,E,649.0,O,4.0,22605.0,14.0,8.0,S,Santa Clarita,MO,Hoy,1886280.0,1-764-148-5233,United States of America,6156 holmes court,,35277,Weis Markets,,SIMONOVICH
0.0,Est247,,337.0,O,0.0,,23.0,8.0,U,Chicago,AR,shana,1853087.0,1-399-618-9069,United States of America,17521 REILLY STREET,,36134,MasterCard,,Estes
,han248,P,572.0,R,4.0,389524.0,1.0,8.0,D,Nashua,MT,HQ,195847.0,1-628-481-6657,United States of America,20093 canterbury way,,V6t 1u3,Oracle,F,haney
3.0,Pee249,Y,666.0,U,4.0,232945.0,58.0,0.0,M,West Covina,Newfoundland,Co,3727580.0,1-085-050-1119,United States of America,11930 alabama south,,99597,Mutual of America Life,,Peers
3.0,bli250,T,567.0,O,2.0,390626.0,98.0,4.0,D,Mesa,OR,Beb,2993662.0,1-993-284-6634,United States of America,22780 terrace lower,,V6N 1V1,JetBlue Airways,M,blidy
3.0,Lea251,,574.0,O,5.0,286207.0,76.0,5.0,,El Paso,NM,Sherrill,2886788.0,1-395-464-9156,United States of America,6481 century lane,,T6d 1h7,Western Refining,,Leavell
0.0,Wil252,U,498.0,,5.0,391468.0,59.0,2.0,S,Victoria,FL,takehiko,3672610.0,1-811-547-9696,United States of America,11293 rice avenue,,M7o 1c5,Western Refining,F,Willhoff
2.0,kom253,,836.0,R,5.0,171326.0,81.0,9.0,U,Hayward,MS,FLOSSIE,3245637.0,,Canada,9828 WEST EAST,,M2q 1e8,Bristol-Myers Squibb,f,komenda
3.0,Wel254,,759.0,,2.0,294972.0,31.0,8.0,M,Oshawa,Saskatchewan,Chryste,959636.0,1-648-501-2866,United States of America,10369 gemini way,,64172,AutoNation,,Welsford
5.0,Lac255,,563.0,O,3.0,131039.0,1.0,6.0,S,Hamilton,NE,Sheelagh,1037702.0,1-332-974-4753,United States of America,23445 GATES WAY,,85265,Boeing,,Lacombe
5.0,Hon256,,313.0,U,1.0,480287.0,28.0,8.0,S,Oklahoma City,TN,DICKENS,69141.0,1-217-048-6379,United States of America,2160 WEIZMANN DRIVE,,h5k 1p8,Advanced Micro Devices,f,Honda
4.0,Con257,,771.0,O,0.0,276404.0,36.0,6.0,M,Portland,OR,Maury,2818725.0,,United States of America,16716 fresco road,,M2P 1F6,Unitrin,,Conley
5.0,han258,,717.0,O,0.0,435481.0,47.0,1.0,S,Macon,ID,Dorothy,3153373.0,1-246-119-5490,United States of America,17068 simpson road,,V6U 1U9,Liberty Media,,handley
4.0,WOJ259,,355.0,O,4.0,,77.0,2.0,D,Yellow Knife,WV,CHICKIE,616608.0,,United States of America,23276 dillbeck upper,,V6F 1W7,Jarden,,WOJTECKI
4.0,Ami260,P,383.0,O,4.0,499891.0,91.0,10.0,U,Santa Rosa,MI,Lavinia,1014586.0,1-347-479-6259,United States of America,24268 hayden west,,92711,Cincinnati Financial,f,Amini
5.0,Mo261,A,579.0,O,5.0,394640.0,46.0,1.0,S,Fort Wayne,AL,Kristine,1679903.0,1-881-547-3819,United States of America,2682 LUMBER PARK,,60779,Steel Dynamics,f,Mo
3.0,BUR262,,324.0,O,4.0,359040.0,36.0,5.0,M,Inglewood,TN,tobi,1062919.0,1-155-847-4022,Canada,4129 crestline avenue,,90790,OGE Energy,,BUREK
2.0,Kos263,X,752.0,R,5.0,429949.0,18.0,0.0,M,London,Manitoba,Frederica,3684297.0,1-946-987-5835,United States of America,18257 mahonia west,,80908,Hartford Financial Services,m,Kosten
2.0,Bor264,,723.0,O,5.0,333500.0,27.0,2.0,D,Waterbury,CO,Cayla,1805618.0,,Canada,19050 cordoba upper,,74129,Penske Automotive Group,m,Borel
,LAR265,K,349.0,U,2.0,480399.0,79.0,1.0,S,Salem,OR,BRIAN,1852935.0,,United States of America,1121 greene park,,M9e 1u6,Amkor Technology,,LARCHE
5.0,BOU266,,643.0,O,2.0,73398.0,72.0,4.0,W,Dayton,CO,ROCH,1528702.0,1-551-913-3853,United States of America,13762 silver sage way,,93663,Psychiatric Solutions,,BOURDEAU
0.0,Pan267,,390.0,O,3.0,,26.0,0.0,W,Frederick,NC,Charly,178411.0,1-666-863-1257,United States of America,22629 bagby east,,84119,Calpine,,Panter
4.0,Wal268,,801.0,O,4.0,446105.0,31.0,7.0,U,Thousand Oaks,Alberta,joli,2245432.0,1-938-871-9739,United States of America,13296 wayside boulevard,,82602,Saks,m,Walbridge
4.0,Mue269,,741.0,O,0.0,128126.0,2.0,2.0,S,Escondido,VT,Kasper,3058077.0,1-333-561-7008,Canada,9824 OLYMPIA STREET,,94429,BE Aerospace,M,Muehle
1.0,Zub270,,821.0,O,2.0,371101.0,81.0,8.0,D,Independence,VT,Joo-geok,723251.0,1-514-023-2587,Canada,6907 ferncliff crescent,Apt. 986,H2A 1V4,Exterran Holdings,,Zubans
,Sei271,D,830.0,O,3.0,263066.0,69.0,5.0,M,Corpus Christi,SC,Winona,3755553.0,1-027-811-2670,United States of America,24573 lyons avenue,,40511,Penn National Gaming,,Seidman
1.0,Cav272,,441.0,R,0.0,,69.0,,M,Santa Rosa,SD,king-haut,757755.0,1-475-590-2337,United States of America,15407 fillmore north,,M5b 1y9,PetSmart,F,Cavasin
1.0,Har273,,484.0,R,3.0,453776.0,80.0,2.0,D,Burlington,New Brunswick,DARLENE,3610784.0,1-214-794-0930,United States of America,850 leon lower,,E7N 1P6,First Data,F,Hartell
5.0,Nau274,R,653.0,O,4.0,494609.0,14.0,8.0,,Overland Park,Manitoba,Deana,2994154.0,1-988-429-0103,United States of America,14635 greene rue,,h5k 1o7,Liz Claiborne,M,Naugle
2.0,Ste275,,727.0,R,0.0,233618.0,39.0,7.0,D,Huntsville,NJ,Laurette,612241.0,1-143-517-2347,Canada,21034 windchime lower,,95203,Alcoa,,Stegman
,Cho276,D,535.0,O,1.0,,0.0,0.0,U,Berkeley,TX,Renell,1352198.0,1-709-720-3248,United States of America,15868 dewdrop park,,23513,Perini,m,Choo-kang
4.0,Lux277,R,320.0,R,5.0,154521.0,59.0,9.0,W,Casper,MD,Meriann,2534935.0,1-314-831-7578,United States of America,10232 oak hill west,,T5c 1j1,Hudson City Bancorp,f,Luxford
4.0,Far278,,775.0,O,4.0,438162.0,60.0,1.0,W,Toledo,WV,KATALIN,3189762.0,1-342-101-7385,United States of America,950 WILLS WEST,,V6z 1q9,Sigma-Aldrich,F,Farnsworth
4.0,Shi279,,606.0,O,3.0,352602.0,4.0,,M,Cheyenne,OH,Gayel,447872.0,1-419-495-9429,United States of America,23223 WOODLAWN UPPER,,73121,Plains Exploration,F,Shinjo
2.0,Pip280,P,,O,4.0,194788.0,74.0,5.0,S,Fresno,NH,Lourdes,3207012.0,1-992-551-4676,United States of America,23208 porter crescent,,75267,W.R. Berkley,f,Piperni
