AgencyID,Income,City,AddressLine1,NumberCreditCards,PostalCode,NumberCars,NumberChildren,MaritalStatus,Age,CreditRating,OwnOrRentFlag,Employer,NetWorth
Wxp7646,377787.0,Savannah,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,8.0,Uxgvbwop,5.0,4.0,,95.0,793.0,O,Whirlpool,3719851.0
Dxh7647,323782.0,Fullerton,,8.0,Ovsiu,5.0,5.0,U,59.0,821.0,O,Arrow Electronics,1920385.0
Aqo7648,31880.0,Overland Park,NASLRGJGXPDOGNJSHNLNGBCXJVO,6.0,Frqdqbs,3.0,2.0,S,13.0,,O,Rock-Tenn,576903.0
fen7649,390190.0,Alexandria,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,8.0,waiitdv,5.0,3.0,D,58.0,643.0,O,R.H. Donnelley,1855037.0
CMQ7650,413821.0,Fort Collins,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,2.0,Vlmzifrfolfs,4.0,1.0,U,67.0,817.0,O,Pall,2954046.0
Yhb7651,301451.0,Santa Fe,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,10.0,DKXNSUJQRKGM,1.0,2.0,,68.0,702.0,O,Burlington Coat Factory,952096.0
mbw7652,5888.0,Simi Valley,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,2.0,Vzvadviukgid,1.0,0.0,D,17.0,409.0,O,Forest Laboratories,3382998.0
xas7653,254404.0,Mesa,Gicehrtxtlvwiewgl,6.0,Jjtgz,2.0,2.0,,44.0,617.0,O,Moody's,3772196.0
MKM7654,290984.0,Simi Valley,cveuptzbcwxicceqqmqsqgfvhykw,5.0,TMWLE,3.0,0.0,M,16.0,,O,Fidelity National Financial,3180080.0
Jgi7655,441847.0,Charlotte,Kqosfw,,Lfmjqz,5.0,5.0,M,27.0,756.0,O,Amphenol,3971412.0
Mwv7656,373240.0,St. Petersburg,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,5.0,bserucmdlez,2.0,4.0,D,59.0,484.0,R,Int. Business Machines,1488210.0
YOY7657,461444.0,Washington,Gqvfapurdsetypjkkcceahfodyn,9.0,Nobgu,1.0,4.0,S,8.0,589.0,O,Int. Flavors & Fragrances,2621373.0
Gja7658,255072.0,Tallahassee,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,0.0,Mynrhpyte,1.0,4.0,S,98.0,380.0,O,Gilead Sciences,1021949.0
rcx7659,255019.0,Mesa,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,10.0,aqobdfbeu,1.0,1.0,S,35.0,541.0,R,United Rentals,2444319.0
IPA7660,330718.0,Portland,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,7.0,jecwnfavowiu,1.0,,M,57.0,474.0,,Convergys,362567.0
rbj7661,245130.0,Las Vegas,WSKYHRCGGHSPINYLUNNDCJPV,4.0,Nmemytq,2.0,1.0,,69.0,685.0,O,Mueller Water Products,462234.0
ebw7662,19691.0,Sudbury,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,10.0,Vqvleqweftl,4.0,3.0,M,33.0,363.0,R,Shaw Group,3936622.0
SQY7663,13490.0,Sunnyvale,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,9.0,ABCSQOCHEHK,1.0,1.0,M,33.0,605.0,O,Energy Future Holdings,2116904.0
nqw7664,90333.0,Birmingham,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,6.0,NOQIRAGYH,4.0,4.0,W,1.0,394.0,,PHH,63883.0
Fyz7665,210200.0,Orlando,uezrarapf,6.0,Yqqldbrjvcqq,0.0,2.0,U,19.0,812.0,R,Simon Property Group,2747738.0
Hds7666,195318.0,Albuquerque,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,3.0,BSICQKYPBDT,3.0,3.0,M,63.0,688.0,R,World Fuel Services,938329.0
ksz7667,486627.0,Nashville,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,9.0,enurwe,5.0,5.0,M,27.0,808.0,O,Andersons,976093.0
Wzm7668,142918.0,Akron,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,1.0,Qslfupidrch,,4.0,,12.0,492.0,O,L-3 Communications,2031908.0
Xna7669,243364.0,Lubbock,xznxzmzinjddcepuvomccimcwdxo,6.0,VEKXFJRNX,4.0,3.0,D,26.0,734.0,O,CACI International,660066.0
ugr7670,208343.0,St. Paul,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,7.0,Dbkoxqpx,1.0,5.0,M,2.0,579.0,O,M&T Bank Corp.,2777991.0
Qao7671,26787.0,Columbus,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,10.0,HPYTPNH,0.0,4.0,M,34.0,410.0,U,Family Dollar Stores,3148815.0
MXH7672,190609.0,Abilene,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,7.0,rxcbiltuvzyh,0.0,4.0,D,86.0,743.0,O,Medco Health Solutions,3714775.0
KQU7673,,Biloxi,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,9.0,jfrawlwjssge,1.0,,M,47.0,431.0,O,Crosstex Energy,2203195.0
bxn7674,,Cincinnati,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,4.0,PGIUBMUAR,0.0,0.0,M,73.0,805.0,O,Reynolds American,3708645.0
Opu7675,453308.0,Tulsa,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,9.0,rgqwzxsvza,1.0,0.0,U,83.0,688.0,O,PolyOne,2954852.0
Ceo7676,251108.0,Oakland,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,1.0,qnxfnq,1.0,,D,99.0,483.0,O,"Toys ""R"" Us",2421534.0
DZH7677,128853.0,McAllen,Gjftxakuhgilmoatmibqcnbbrmq,7.0,lfjtpka,0.0,0.0,U,49.0,844.0,O,Sonoco Products,941243.0
Ocd7678,486933.0,Laredo,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,5.0,pyeiwbftpsck,3.0,3.0,M,96.0,436.0,O,Newfield Exploration,3133101.0
Uyj7679,306545.0,Fort Collins,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,3.0,Enncjsox,5.0,2.0,D,12.0,336.0,U,IAC/InterActiveCorp,2070834.0
mhz7680,7682.0,Sudbury,Rqhzrjcuikufwfbplxmtpeqb,1.0,Lnprrdeegs,1.0,1.0,S,75.0,688.0,O,MGIC Investment,2617194.0
Sft7681,280763.0,Simi Valley,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,9.0,PXRXKFTOX,3.0,0.0,U,29.0,581.0,O,American International Group,2752340.0
gza7682,296945.0,Berkeley,Jbvoghxtacvunglpdzjhatiusxn,6.0,Osanin,1.0,2.0,,4.0,670.0,R,Health Net,2611991.0
Rem7683,176399.0,Santa Rosa,Pyoruxpsl,5.0,WWWMNN,0.0,0.0,U,100.0,671.0,O,Mueller Industries,3965576.0
cko7684,97252.0,Mesquite,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,10.0,tsqtfhsh,3.0,4.0,U,45.0,352.0,U,American National Insurance,3550405.0
RLN7685,320588.0,Regina,XRPHDPOQURZXVFLADMA,10.0,zwyuac,3.0,2.0,S,63.0,317.0,O,Morgan Stanley,1566093.0
Qjl7686,18284.0,Worcester,iqnzhrksgftjekxfljogmqkrbpkstk,6.0,Gzgsvt,4.0,2.0,,35.0,809.0,R,Halliburton,1944507.0
YNL7687,,Iqaluit,Jbmoxkiflceta,5.0,Shirfkrfppb,0.0,2.0,S,61.0,704.0,,MGIC Investment,3250645.0
qpi7688,80228.0,Little Rock,Wgfjqmnbm,2.0,hwxcimvf,1.0,,S,43.0,411.0,O,United Services Automobile,2806218.0
Xxi7689,39672.0,Santa Clarita,,4.0,xqkaxa,,3.0,U,98.0,431.0,O,Spartan Stores,2826399.0
axi7690,225036.0,Chicago,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,4.0,cjeriaaeunmp,3.0,3.0,M,84.0,362.0,O,Moog,91147.0
Wqd7691,224427.0,Irving,raecjdlfwcwnaaeqeomxmuemrg,4.0,Mhhqranm,2.0,3.0,M,,532.0,R,Century Aluminum,1036928.0
jur7692,123153.0,Ontario,Deamomjpzxjzhfugk,3.0,Ztrxdxr,5.0,4.0,U,18.0,442.0,O,Hayes Lemmerz,2406965.0
NBX7693,,Stamford,Aktcqktdiehyacjhlqknwg,10.0,BVMLYNHCFOY,2.0,1.0,S,14.0,677.0,O,EOG Resources,3588199.0
Naf7694,353487.0,Victoria,Xasjqyptachbyjrnjvfvznkcwdxmpo,8.0,RBVXNHWO,4.0,2.0,M,22.0,565.0,O,Dresser-Rand Group,
bzc7695,145794.0,Brownsville,,5.0,Wfmsguhdyyo,3.0,1.0,M,7.0,365.0,R,Sealed Air,2896930.0
Pmo7696,142515.0,Bellevue,Nzckdxwdktbsqcaurk,5.0,Mcxklhj,3.0,5.0,W,97.0,406.0,O,Blockbuster,312676.0
goh7697,414775.0,Baltimore,Svabwvthdbgivhnelxqvrhqvvgy,3.0,Lypuhgeezbgp,0.0,5.0,U,49.0,774.0,,Owens Corning,16279.0
Jfb7698,125271.0,Cedar Rapids,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,7.0,TRKCEX,2.0,5.0,S,25.0,718.0,R,Robert Half International,1536113.0
Hao7699,,Huntington Beach,Unyjafcdzuerth,2.0,Kihzeilpneap,4.0,,M,99.0,588.0,R,Wesco International,184474.0
Dwo7700,93761.0,Cedar Rapids,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,5.0,pylzfutqftt,1.0,5.0,M,44.0,764.0,O,Dana Holding,2971869.0
RJA7701,397902.0,Los Angeles,EUDAFRRFNHWKIULGYBSUDTUTXASRTKSASSDSQBOCJDTTNFNSEYBVRIAH,2.0,Bsclhehzobfm,2.0,1.0,U,96.0,,O,NBTY,2256728.0
Lph7702,123538.0,Milwaukee,chfifgrzddwjambrkaommoksjfzpnxvkvppcazeofdnrbmspungachheu,8.0,Ieyjqvfhges,4.0,3.0,M,88.0,657.0,O,Eastman Chemical,2127026.0
Rfk7703,118013.0,Detroit,Oclmxjrebkhucmocoldtnepglbejgjnqlikutugptmwrmrucuhztxxbwzwkoiqlsnwtekekkykjpkt,,Zuttopn,3.0,2.0,M,33.0,769.0,U,Allergan,3476485.0
RFU7704,45737.0,Nashua,Qmbltoafvggvsolvieqcbeydfsprubcikjiahxx,7.0,EHXJIUER,2.0,5.0,M,8.0,776.0,O,Global Partners,908035.0
TQH7705,456999.0,Minneapolis,HOMAWOXXWEMFPMBHETZHOZBOPJGPFBDFJZQETUMMJAVJO,4.0,ipazhhewr,2.0,0.0,U,55.0,343.0,O,Fluor,
Bbc7706,326910.0,Columbia,uathejgojclvooynhavibvdjhuspwiyxjtrrbidwiabjxyvcuxcifzyqtwphzvxbfcrykaelbw,5.0,vvwizqanbs,3.0,4.0,W,43.0,568.0,U,FedEx,3054149.0
Yoj7707,166536.0,Garden Grove,,5.0,Lzxpul,2.0,0.0,S,75.0,830.0,O,Polaris Industries,
lvh7708,337347.0,Norfolk,OHYWSFETLJEYTTMYZDOGFTPBAQKVN,6.0,Dwvezt,3.0,4.0,,66.0,812.0,R,Torchmark,248269.0
Zpr7709,41345.0,Salem,WSZYJROXWWIWMVXDTZLJRKAPTUGFNIKPCPNRWASXEWEEUXRZALWYHWKU,6.0,WQSZWQBE,2.0,4.0,U,58.0,489.0,U,Alliance Data Systems,1203267.0
LMG7710,370209.0,Saskatoon,Qfeecmwaxqhkulepjrwbmihojdaovxcukyrlnphlnimczdwhbxkilgjzuoiyhpupzxvcxxtrztifgd,9.0,DWMXIPKTCN,5.0,1.0,U,29.0,845.0,U,American International Group,3704743.0
WMF7711,343016.0,Boise,VIJLPKEZYSJJGTR,0.0,hrhbmmtj,0.0,4.0,U,28.0,735.0,R,Mohawk Industries,3673540.0
Qov7712,186990.0,Irvine,,4.0,EXIDAUKO,4.0,3.0,D,93.0,615.0,U,Vulcan Materials,982779.0
Vkp7713,46562.0,Washington,,6.0,Wqhgxcfrvqe,,4.0,W,17.0,,U,OfficeMax,2778471.0
SST7714,98412.0,St. Petersburg,Zmasw,,Lwuvkzp,5.0,5.0,U,98.0,769.0,U,Michael Foods,2585134.0
Fuk7715,436056.0,Torrance,Hvwcslkdbovbksvugzeblranwljqocapxusqfhoxknwsbunmtvsdrquws,10.0,htndjyvd,5.0,4.0,S,38.0,406.0,O,Vulcan Materials,3591627.0
Brz7716,36008.0,Warren,DVMTEYEFOGEHXPCXCSOGWGYKOIPFCQAEJN,0.0,Iadjghd,3.0,1.0,U,44.0,586.0,O,,1819561.0
Faw7717,417402.0,Oakland,Oznikwnqknmmzcqghprkmqgvogyqikwolvmyluhxmsculhddmjcxxwcuijvtebhrdmamuus,10.0,,1.0,0.0,M,27.0,630.0,O,Unum Group,2857056.0
Jtn7718,273535.0,Hull,Gvpkllxjihwcdekmhwgrvrjjlemqymitgmisuqksneadi,7.0,kvcqpv,1.0,1.0,U,94.0,533.0,O,Domtar,1393892.0
too7719,445562.0,Boston,vunoywivtxaoteia,,MFRHTZKJ,4.0,2.0,M,,328.0,O,Sentry Insurance Group,759096.0
Kcd7720,226333.0,Modesto,cgfbhvbutwppcxeqzjnajirvbyji,9.0,BRXSSYJHS,4.0,2.0,M,60.0,753.0,O,Constellation Energy,2288668.0
Yhh7721,,Grand Prairie,Cnqkflteffhlvuvkvlidzxdddhthinttughoacniyaskjqxcunrgjffmddusvcvayyayerjr,10.0,ijsdxorwqin,3.0,3.0,U,48.0,512.0,O,CSX,3580824.0
Adu7722,,Phoenix,oigxagmffqteeswxkzbgrigdxtvmfgkkymknfeb,8.0,Fuxiyfjtqevk,5.0,3.0,D,36.0,432.0,R,W.W. Grainger,1681450.0
Kwx7723,271054.0,Lincoln,hvvnvoixtwnfzmbjghxksazmfoqqyifvcgqkdqsaknwanpwjavvnifvkfikf,2.0,Egxkelhxosoh,5.0,3.0,,67.0,323.0,O,Kimberly-Clark,1592047.0
uzl7724,64626.0,Shreveport,Gfopscpludliujcvdkhcomkp,10.0,gmnioeblfn,3.0,4.0,U,63.0,714.0,O,Henry Schein,3596545.0
UXY7725,463945.0,Warren,qgkokxkhlxlezcflupfkujkmnetfgxtqvnvnwajxvksuauioivdieovttkpwbd,7.0,Mdqarqysh,5.0,2.0,S,55.0,730.0,O,State Street Corp.,3093246.0
FRU7726,159731.0,Erie,xkltqvtdcifskkcnqwkyoawqfszkilztvdcgrfdsrhvmtykrzkcmxdshlwayjjjlstnimjmhcilfjis,5.0,frzijg,0.0,,M,4.0,346.0,O,Quanta Services,3867919.0
Bjx7727,190805.0,Fargo,bwmnbuxfotmhhrcyzjwwrnhlqfdipsnrfekiuaaltzpthagegtbllneojphxmpvglgr,1.0,Clktwlprka,5.0,3.0,M,92.0,,R,Marshall & Ilsley Corp.,3245961.0
zkp7728,43888.0,Wichita,xgrescoregiylgtboucvujwksdieiawytiklnlimmvomlbmmdhxfucnrqugodotgspmcheziai,7.0,Fnbcpkispthu,1.0,1.0,M,93.0,818.0,O,Oceaneering International,600366.0
Lbo7729,34137.0,Mount Pearl,Dzmpjafkabapegvhrgb,4.0,Gnczlyncstm,0.0,0.0,S,87.0,623.0,R,Raymond James Financial,1738979.0
TFP7730,196885.0,Mobile,XJCLEPZFIVOMHEEDDIVHKBXAELURZXM,5.0,Qrlsag,4.0,1.0,S,44.0,742.0,R,Valspar,454564.0
XKQ7731,206705.0,Phoenix,Fsqhjvcpihkakzconfp,9.0,Bqzjycxovl,0.0,1.0,M,95.0,378.0,O,Live Nation,3912268.0
DQY7732,337299.0,Fontana,FDWXXMAMQBZKBNOFIIQNDSCADQOENVUDHBWDPJRTOFAKIVOX,8.0,DCJMXZP,3.0,3.0,D,61.0,323.0,,,1966788.0
Ydl7733,280247.0,Toledo,Hxxljrxmownwpfdjzfhhazbnkdfnpiffelsgcxpqxditxaecp,2.0,rnvhdukwyktc,2.0,5.0,M,23.0,684.0,R,Health Management Associates,985098.0
VGT7734,286206.0,Raleigh,Gztlddwbfkctdeykytcx,6.0,Pqvdcrnumij,4.0,2.0,U,16.0,390.0,O,Wyndham Worldwide,
Wwi7735,153656.0,Lubbock,UKXAT,8.0,SOMMLUWO,4.0,1.0,M,58.0,707.0,O,Broadcom,1053231.0
OJF7736,379503.0,San Diego,dbdoqsilrfcdupggitpkvhybldnpkjhmkarn,2.0,Hjucmacpoyg,1.0,1.0,M,58.0,368.0,U,Aramark,
Czs7737,19124.0,Charleston,Uojulktpnfxloorioipqxhqwsb,5.0,jxhbe,1.0,2.0,M,21.0,534.0,O,Aventine Renewable Energy,3885299.0
Zpa7738,44001.0,Garland,GBMBNKNAUUHMFJFEQNTCBMYKAXVPREBJXPVSASRNGVGFLVULZLKZKACREBUFAQQBBAY,9.0,Izrbiiz,5.0,2.0,D,66.0,379.0,O,Humana,895008.0
Icx7739,461564.0,Nashua,Kmyegtrbw,5.0,jnvwcxmcygu,3.0,3.0,,92.0,305.0,O,U.S. Bancorp,101325.0
jmm7740,313750.0,Fort Worth,VWVVRWRGIWWWKOMBSUMUFEVZIHAKGIQIHHEAAXFAEZMMC,1.0,AJLYHOTFBHX,3.0,5.0,M,38.0,417.0,O,Analog Devices,1279719.0
saz7741,78185.0,Sterling Heights,Tmkfklxmjgctanxysefncpqamqeselzmfpezrwabi,9.0,Hptdnxadnxc,2.0,4.0,D,,536.0,R,Superior Energy Services,3779634.0
Ybr7742,419102.0,Oklahoma City,Ajbnzwvejqbkswwvtsy,10.0,Iaahnutner,2.0,4.0,W,66.0,773.0,O,Freddie Mac,742822.0
ncz7743,91366.0,Baton Rouge,Dwsfrkmjeygpqnhalhpmjmubfaphiplvrmaxoxjbuvwlngdgickyoaellsbsouckh,10.0,cxiytr,5.0,0.0,S,55.0,808.0,O,Autodesk,2761827.0
WWO7744,433487.0,Rancho Cucamonga,Ykznnjuuroxhpuznomzecemrbkgisiutyjsmzkrlfubclazigcci,2.0,eblgypzk,3.0,1.0,,55.0,660.0,R,Shaw Group,3749505.0
TKP7745,394286.0,Kansas City,nzqeyfxomyrwihdclzsosuosmfeagagowhksexjkl,4.0,pjkbo,2.0,0.0,W,83.0,,O,Commercial Metals,391566.0
Mqz7746,189157.0,Long Beach,hycswjmryjcruwaydqjon,7.0,Ebgdmqzzga,1.0,5.0,U,27.0,346.0,R,Laclede Group,2959021.0
Dqw7747,22483.0,Sydney,Kdehncqoclbuwntwhopjkdqcbmxporyzkaptffgkvzcifihlsnwmdjfmdeurawdy,4.0,Oyykmr,4.0,5.0,M,11.0,475.0,O,Seaboard,2776296.0
seh7748,298307.0,Evansville,AECNOJRMJGCV,2.0,IAJOVENWI,2.0,4.0,M,56.0,499.0,O,General Mills,
Nii7749,353200.0,Lafayette,lwcvwkdxmgepseawmpitjxfxmabktjsfvjijabcwogxmvygiftzpvslhgtilarytflfumokm,2.0,Diustc,1.0,3.0,U,54.0,346.0,O,Family Insurance Group,864947.0
Szc7750,185208.0,St. Louis,hcyqwsgegrabatmqxlpfvmmduwmsonjbnktnrgjtcgxhjzjepxqdkhnqabadzqbioagakrlk,0.0,RUKHBIF,4.0,5.0,M,50.0,431.0,O,Brink's,1146468.0
Mph7751,17790.0,Erie,ikuuxtqqbgnjmmgpswnqfdhbjjvdvibgrnhc,2.0,KFUIYG,2.0,5.0,,93.0,823.0,O,Medtronic,1702447.0
Bvl7752,59420.0,Sandy,TLADWR,5.0,,2.0,5.0,M,15.0,344.0,R,United Refining,2293642.0
Nbu7753,178200.0,Riverside,Nbtuam,9.0,yopqwvbyr,2.0,,S,92.0,709.0,O,Smithfield Foods,1529653.0
Emz7754,162738.0,Ottawa,Xcttyxsxrkxiddibhfyygvazmtrfvbicysknzkdxitlhfvqhhtxgmjrewnkxdtjkaesooslbwsz,2.0,GXYSPJAIN,0.0,1.0,W,22.0,,R,Medtronic,137515.0
Kkw7755,352913.0,St. Petersburg,Tkjwwmdngsjaomzgcxbinjuzlskehwgymszzetcsdlkasted,,Nueqkmojpd,4.0,1.0,S,25.0,354.0,O,Cabot,2754879.0
HCT7756,288188.0,Fort Lauderdale,HRNEZM,9.0,Jcrxnu,0.0,0.0,S,77.0,,O,Electronic Arts,929067.0
BBE7757,385946.0,Carrollton,KTUMHYEYSQLATWNNWEAFGBTIPIZRNQPZCSGYJVUSSSTYJOUOQMDWJGVCLKJZKMSUZENCXKAR,6.0,MINUYRRIL,3.0,4.0,D,26.0,686.0,,Seaboard,1153023.0
PTM7758,136162.0,Hayward,gduichleruxtamrjxgabzgfakyz,7.0,ptiimoo,4.0,3.0,D,56.0,643.0,O,DirecTV Group,1933058.0
QJD7759,220449.0,Yonkers,yqrfjwbanuajeafvrrlaeswttzlsjjgdyystgzswpjbtlnarjkskswbqtaliwcwdyrvprebl,5.0,PCMCPAKCZRPT,3.0,3.0,M,16.0,665.0,O,Allegheny Energy,3179244.0
SFE7760,299284.0,Lexington,UDBMERHULBTHEXCETBPULYFRPNHSNOOUSRTNTMXPKKJYHUHMNLUZ,9.0,ibuoegcyrm,1.0,3.0,S,77.0,519.0,O,Marathon Oil,2912318.0
rro7761,334094.0,Cedar Rapids,Zuldtnbmtwvsnmxbyibkqllvlkhis,6.0,Uuvoy,3.0,2.0,M,43.0,615.0,O,Prudential Financial,2828037.0
Imu7762,364719.0,Madison,JIJFXKNYUJIJUJGFKIMEKDRPAAJFLEPFSVQTLFCQFYGPLVCNQKWOPKZDFVWJLHMKEVPFUBDCBAQRDAKF,10.0,Mhfhcibygs,3.0,2.0,D,94.0,,,Dollar General,495577.0
JPU7763,319866.0,Los Angeles,,9.0,OXRCOLPAK,5.0,,M,92.0,812.0,O,Schering-Plough,1793954.0
Luw7764,71545.0,Fort Smith,Jxtjzdrkibdhqflzotzmtjqbeixqjkbflszzefamgnzfidcidmhmudkaqwsmrsimveyosfpwiofuvpr,5.0,Tkdllignncn,4.0,1.0,M,19.0,346.0,O,,2347778.0
Fde7765,,Sydney,cxpoxxbfggpxaqgoaerkavykftvazyuobtptjtjjrcidlxpdfpptrrqukr,1.0,Llmkq,4.0,3.0,D,80.0,761.0,O,Capital One Financial,380048.0
Bso7766,484457.0,Greensboro,Okdul,7.0,Oaqeg,1.0,0.0,M,64.0,617.0,O,Collective Brands,
GVA7767,176394.0,Fort Collins,SMUHDZ,0.0,,2.0,4.0,W,44.0,470.0,O,AptarGroup,1918435.0
twc7768,251600.0,Worcester,Xwhhkecgqinvlwdzlkgoobagymhehsccbybmpjvvwnzlhk,6.0,Jutdcadqth,1.0,1.0,M,47.0,356.0,U,Coach,2764457.0
GZF7769,145698.0,Akron,wthdmiklkrmpehhesijjsosfnbbtwrkptpjeberqarbebpaxnsfytrrffiq,7.0,Lpacivuivyxa,0.0,0.0,M,93.0,,O,UGI,1510144.0
bvm7770,492640.0,Tulsa,BEHVNHFDWNXVBIXJDKMNWBNSWJ,5.0,XWNMP,4.0,5.0,W,94.0,806.0,U,Forest Laboratories,925182.0
zju7771,266405.0,Tucson,AMNWIYMNCYNXARCDOFLLZNAWHBMIKHEKOVNEDUSEPVWNQKBRNJKXXYVZDCRJDQAOYNTPRKYZFFTUHFVN,9.0,Xzaatccwhtxt,1.0,0.0,U,82.0,,O,Boston Scientific,2566330.0
DYV7772,307897.0,Irvine,Xpdccyitytbdookefcfdradfqjufyjrvpsnbpfyrqndpkkhevgtrrdpdapdnmmxszomsaeoj,1.0,Xaulwtfkv,,3.0,,42.0,731.0,O,Worthington Industries,3668461.0
Gpk7773,53713.0,Wichita,Ejmbilovwjqqndtacppgfewankfmeg,9.0,Honnirqpwrye,4.0,2.0,M,,441.0,U,McCormick,2348645.0
Lit7774,70637.0,Inglewood,Fkniqtnqfjmzgh,7.0,Pmwkcaesegkm,4.0,1.0,D,12.0,339.0,O,Southwestern Energy,616526.0
BZG7775,384754.0,Costa Mesa,lvefzdwcguyoqgmpkpqndboipbbmkubhdaais,7.0,qchtwef,3.0,0.0,S,36.0,822.0,R,CC Media Holdings,1828046.0
Mld7776,411913.0,Baltimore,Npvgqcckweeraettcvaidwgyvcrmpomnxqfeahpnbzkunqnt,8.0,Nycfak,2.0,3.0,U,,487.0,O,Jones Financial,1296407.0
Ujq7777,499162.0,Escondido,Yluzwconxheuizyvifnzfutw,,qslprzz,1.0,5.0,U,4.0,664.0,O,Whirlpool,903552.0
Bmf7778,86635.0,Lexington,qnvhzntrhqdidztuzcsbfhjvppqinjkxbkueknjpotufhklmcuuldtazsnrudrpshkrqxwidkxaky,3.0,Vcqwwhvjybf,3.0,2.0,M,79.0,392.0,O,Patterson,230058.0
Jvz7779,228058.0,Warren,Aoegamomtzhynnwisnmrdhzsiumbfwvncqrvmqlmpkmuynwsmqefnklroqixahnwqiqfh,10.0,LOOBNMN,2.0,3.0,D,97.0,655.0,U,Rent A Center,301320.0
ORQ7780,172125.0,Berkeley,YCYXOORYULMDGWVDNZFWRRWUTRLNXWHRKFSYAMIYDVKQLGMCRMH,3.0,ssqxc,2.0,5.0,U,37.0,380.0,O,Ryder System,2286525.0
Puv7781,241263.0,Salinas,Wfhwgsdugpoankasqrlzatlmwmibgkgjjcyt,1.0,Gphjr,0.0,0.0,,92.0,651.0,U,Sysco,1482250.0
DAJ7782,99175.0,Brownsville,Suyrqysxxkxvzrsqpblubcohuvvctcobyjoxsmclhsyythahqfnsgumohynahljqybiqrestbyuzlhoa,6.0,Rncwspqx,3.0,2.0,U,78.0,,R,Entergy,3123257.0
Iaf7783,198444.0,Fresno,Ibbdukjufnykowgvqxqsbnsnjsne,0.0,Wfdkdkfp,3.0,,U,48.0,652.0,O,,944918.0
EJP7784,250333.0,Ontario,Jkvuhngyoysbzwdfucxdrjslvzeoaznfzniugnjzkz,9.0,JRFAEYJP,4.0,4.0,U,0.0,338.0,O,Telephone & Data Systems,2050110.0
Bla7785,,Omaha,,0.0,Awpujx,0.0,5.0,W,89.0,779.0,O,W.R. Berkley,2077778.0
Yhe7786,173782.0,Huntsville,IIHPCROPUSWPKNEAAHHJGUREFCQVIOFJGNZUAZUOIBSBDTMSKZZZTFJDPNXC,5.0,Ssjot,0.0,4.0,W,47.0,786.0,O,,1793821.0
Nfl7787,225849.0,Hay River,CMDLERWALOTLTPIPCNKKBHPXFNQJXIMSUYITXACUZYNP,6.0,Nmkbypdtmp,2.0,1.0,M,2.0,458.0,O,Cognizant Technology Solutions,1847011.0
Lrd7788,205194.0,Austin,pyfdzdqzhqamiawpilyhedtudt,6.0,Oklorooxqq,,0.0,M,18.0,806.0,O,Popular,104018.0
Ojh7789,40273.0,Winnipeg,Wandcgpllnpeziagozurrtdiclmgxbocwdjvlogunxbrokvbfd,1.0,fjjakemv,3.0,3.0,U,98.0,466.0,U,CSX,113431.0
