NumberChildren,NumberCars,PostalCode,LastName,Income,Country,Gender,Employer,Phone,NetWorth,State,AddressLine1,AddressLine2,AgencyID,FirstName,OwnOrRentFlag,MaritalStatus,NumberCreditCards,MiddleInitial,CreditRating,City,Age
1.0,1.0,v6n 1v9,lawlis,20397.0,United States of America,m,Bemis,1-267-357-1943,3810365.0,MD,20025 routh crescent,,law141,Otha,O,U,2.0,L,,Costa Mesa,76.0
2.0,2.0,83702,Beebe,463094.0,United States of America,m,Securian Financial Group,1-602-756-7919,2641938.0,New Brunswick,4144 LAKE PARK LANE,Suite 397,Bee142,Rodie,O,U,6.0,D,664.0,Houston,5.0
1.0,4.0,80125,schlange,331900.0,United States of America,m,Ford Motor,1-793-864-7010,3857323.0,HI,3375 sakowitz lane,,sch143,DULCE,O,U,7.0,,789.0,Bakersfield,65.0
0.0,5.0,M5G 1Y7,Witchlow,8421.0,United States of America,,ConAgra Foods,1-637-020-2921,1636212.0,ND,7255 berry way,,Wit144,Win,U,S,0.0,,803.0,Chesapeake,94.0
4.0,4.0,80213,MEREDITH,35780.0,United States of America,F,Charter Communications,1-428-797-6325,2999082.0,Nova Scotia,3131 WATHAN SOUTH,,MER145,Roselin,,M,3.0,Q,720.0,Sandy,95.0
0.0,1.0,60737,bialkenius,139897.0,United States of America,m,Calpine,1-011-549-5618,2280820.0,ME,18440 RYAN NORTH,,bia146,Malanie,R,M,4.0,,839.0,Lewiston,28.0
1.0,4.0,90510,Swiat,414119.0,United States of America,m,Crane,1-993-255-5481,1050866.0,Alberta,13222 glen loch road,SUITE 464,Swi147,TARYN,O,D,0.0,P,621.0,Elizabeth,76.0
4.0,5.0,92882,bullinger,234035.0,United States of America,,Textron,1-487-749-4448,,VT,7889 MURRAY WAY,,bul148,MALENA,O,D,3.0,,628.0,Sudbury,81.0
5.0,3.0,98121,TYRRELL,144405.0,Canada,F,Idearc,1-192-352-2184,603001.0,DE,7527 whale drive,,TYR149,Dorie,O,W,6.0,,813.0,Austin,38.0
3.0,5.0,H2e 1x9,Fyfe,55441.0,United States of America,,Cabela's,1-293-442-4224,3368239.0,MA,17788 eagle trace park,,Fyf150,Liese,R,W,3.0,,367.0,Salinas,25.0
2.0,4.0,23503,Sicard,392869.0,United States of America,,EOG Resources,1-078-502-6700,1042629.0,CA,7661 GRANT WAY,,Sic151,tele,O,D,10.0,,807.0,Peoria,0.0
4.0,3.0,40208,CASTEN,402416.0,United States of America,F,,1-430-909-3001,1948746.0,Manitoba,4806 crystal hills street,,CAS152,astra,O,U,8.0,,501.0,Sydney,61.0
2.0,0.0,75201,Choy,89984.0,United States of America,,Burlington Coat Factory,1-392-455-0895,3113862.0,TN,4211 WILLS NORTH,,Cho153,marnia,O,U,10.0,S,490.0,San Antonio,3.0
3.0,2.0,93852,CHACKO,395773.0,United States of America,,Southwest Airlines,1-273-921-9787,2777290.0,FL,7524 linberg north,,CHA154,AMY,O,W,3.0,,321.0,Oklahoma City,77.0
0.0,1.0,32312,beil,126662.0,United States of America,f,RPM International,1-012-993-4538,2210073.0,CA,14266 lemming south,,bei155,HAMILTON,R,U,6.0,E,,Miami,8.0
1.0,4.0,90059,Eleftheriou,132008.0,United States of America,m,Amazon.com,1-890-859-4211,1999684.0,CO,1427 ADDAX LANE,,Ele156,Kuldip,O,U,7.0,J,446.0,Yonkers,34.0
5.0,5.0,77006,o'grady,417218.0,United States of America,F,Neiman Marcus,1-080-032-3031,2119678.0,Saskatchewan,1625 fernando court,,o'g157,krystalle,O,M,2.0,,428.0,Columbia,15.0
0.0,0.0,23224,Katchmar,360063.0,United States of America,,Goldman Sachs Group,1-561-620-7173,169808.0,UT,335 floresta north,,Kat158,Stella,O,S,5.0,,423.0,Lubbock,66.0
4.0,5.0,10055,Luin,100516.0,United States of America,,Boeing,1-017-439-0362,1072732.0,ME,22806 garson east,,Lui159,Marie-josee,O,U,6.0,O,499.0,Chattanooga,55.0
1.0,1.0,35830,Klavkalns,16814.0,United States of America,f,United Refining,1-248-539-6621,2261442.0,NH,5524 vermack street,,Kla160,Nashib,O,S,7.0,,342.0,Fargo,8.0
3.0,1.0,v6m 1s9,Brunsting,,United States of America,,D.R. Horton,1-611-789-5569,2234368.0,VA,18105 electra street,,Bru161,Annette,U,M,1.0,Z,632.0,Omaha,7.0
1.0,3.0,22304,Apter,315962.0,United States of America,,Jarden,1-023-151-8130,575288.0,TX,719 holman court,,Apt162,LENA,O,M,6.0,Q,525.0,Yonkers,97.0
1.0,5.0,06101,schuette,299268.0,United States of America,f,Systemax,1-005-574-3523,1102479.0,Saskatchewan,23553 MEMORIAL RUE,,sch163,Christian,R,M,9.0,,371.0,Spokane,95.0
3.0,1.0,78756,Lanava,301490.0,United States of America,,Marriott International,1-550-487-1571,2995388.0,NH,16759 park avenue,,Lan164,Morrie,O,U,4.0,,699.0,Tulsa,92.0
2.0,3.0,93003,Fusca,36052.0,United States of America,F,Expeditors International,1-280-494-1415,1147193.0,VA,12296 WILLIAMS LOWER,,Fus165,LYMAN,O,M,8.0,,435.0,Garden Grove,17.0
4.0,1.0,T5D 1P2,Nevardauskis,437483.0,United States of America,F,Great Plains Energy,1-803-438-4141,1136540.0,IA,9625 ALLEN BOULEVARD,,Nev166,REUBEN,U,U,2.0,R,512.0,Fort Lauderdale,81.0
,5.0,10108,SHACKLEFORD,152971.0,Canada,f,Danaher,1-566-299-2351,1677669.0,NC,10340 jarvis road,,SHA167,Hermon,O,M,6.0,,552.0,Philadelphia,13.0
2.0,0.0,t5c 1l3,Sauck,449495.0,Canada,,,1-586-363-4189,2160706.0,NH,13143 goodwin lane,,Sau168,Paqs,O,M,8.0,P,,Sydney,78.0
1.0,4.0,M5B 1Z8,frischknecht,349827.0,United States of America,,Watson Wyatt Worldwide,1-505-124-9029,2525665.0,AL,7160 BEATTY RUE,,fri169,GAETAN,O,M,5.0,,687.0,Waterbury,78.0
1.0,3.0,V6H 1W2,fernandez,9562.0,United States of America,,Yahoo,1-897-996-9812,3517622.0,British Columbia,22679 chimney rock west,,fer170,leese,R,M,0.0,O,433.0,Tacoma,85.0
2.0,1.0,90308,LANDERS,24514.0,United States of America,M,Convergys,1-922-919-5858,,MD,6769 pasadena upper,,LAN171,Amelie,,U,7.0,,746.0,Charlottetown,68.0
0.0,0.0,M5e 1y2,Bhasin,407985.0,Canada,,Celanese,1-326-572-2988,97675.0,IA,20622 MCAFEE COURT,,Bha172,TAMRA,R,M,9.0,,405.0,Independence,1.0
5.0,5.0,80029,Jordan,,United States of America,M,Dana Holding,1-076-972-4311,,ND,10526 LINWOOD LANE,,Jor173,bang,O,M,,,805.0,Escondido,83.0
4.0,4.0,30350,KNUDSEN,257897.0,United States of America,F,XTO Energy,1-341-595-8408,3569070.0,NY,21088 vessey crescent,,KNU174,HILDEGARDE,O,M,5.0,,819.0,Lansing,78.0
5.0,0.0,97240,Hamelin,261143.0,United States of America,F,Alliance Data Systems,,1507616.0,OR,10884 ryan avenue,,Ham175,Carmody,O,M,0.0,,648.0,Anaheim,
5.0,5.0,R3A 1M1,MAUER,110615.0,United States of America,,Franklin Resources,1-536-952-5040,514151.0,MO,1481 gale court,,MAU176,Dareen,R,U,10.0,,401.0,Glendale,5.0
0.0,2.0,73172,Rezansoff,407799.0,United States of America,F,Fidelity National Financial,1-663-917-0422,2903408.0,CT,18390 martins east,Apt. 426,Rez177,WEN,U,U,8.0,,484.0,Chula Vista,43.0
4.0,4.0,V6s 1p9,Koa,195242.0,Canada,,FirstEnergy,1-843-773-1791,1695814.0,MO,23208 porter crescent,,Koa178,MOT,O,U,1.0,,463.0,Orlando,53.0
0.0,3.0,90140,HANNEMAN,315490.0,United States of America,m,Commercial Metals,1-823-567-1252,868465.0,MN,17026 durand north,,HAN179,leese,O,U,5.0,B,335.0,Cleveland,13.0
4.0,5.0,94639,jakim,22201.0,United States of America,,Genzyme,1-744-421-7512,2810709.0,NC,16533 devonshire park,,jak180,nettie,O,U,10.0,I,,Huntington,7.0
5.0,4.0,22307,umphres,441579.0,United States of America,,US Airways Group,1-621-744-1484,3593363.0,TN,8965 griffin east,,ump181,AILEE,R,M,7.0,C,381.0,Fayetteville,17.0
2.0,2.0,55116,Wickham,342730.0,Canada,,Advanced Micro Devices,1-973-214-3381,2607636.0,NV,22451 larner court,,Wic182,chan,O,M,1.0,G,708.0,Riverside,67.0
4.0,5.0,M6s 1i5,Gates,117267.0,Canada,F,United Parcel Service,1-428-266-1600,2735642.0,AL,3681 HOLLY KNOLL CRESCENT,Apt. 540,Gat183,RAY,R,M,8.0,,354.0,Dayton,54.0
4.0,1.0,92708,bott,260107.0,United States of America,,Fastenal,1-334-466-5299,1501732.0,NE,5678 dayton street,,bot184,Robinette,,S,10.0,,547.0,Corona,5.0
1.0,1.0,V6r 1q6,DAVID-YERUMO,166760.0,United States of America,,Core-Mark Holding,1-249-478-5643,397072.0,KS,15591 holgate lane,,DAV185,Rocke,O,D,9.0,T,761.0,Oklahoma City,28.0
1.0,4.0,63178,HILLARD,401021.0,United States of America,F,Boise,1-804-228-8548,3399757.0,NY,23477 havenridge rue,,HIL186,Suzette,O,M,1.0,,659.0,Dallas,5.0
2.0,4.0,x7j 1r5,warburton,70945.0,United States of America,,DST Systems,1-564-230-0062,2684548.0,NY,18267 cape lane,,war187,Myla,R,M,9.0,,351.0,Durham,
3.0,3.0,M5e 1y7,MACHNICKI-HYNES,389391.0,United States of America,m,United States Steel,1-781-339-9073,3041622.0,Saskatchewan,2928 POTOMAC UPPER,apt. 48,MAC188,dacia,O,S,7.0,,608.0,Tacoma,72.0
2.0,4.0,23257,levitin,63226.0,United States of America,F,Pepco Holdings,1-096-116-9962,3211816.0,Prince Edward Island,14656 pasadena park,,lev189,CHELSIE,O,S,3.0,A,706.0,Alexandria,12.0
4.0,0.0,V6I 1U7,Gooderham,206220.0,United States of America,,Acuity Brands,1-914-194-6997,127026.0,Alberta,16983 flagler drive,apt. 968,Goo190,abbas,O,M,8.0,,391.0,Hialeah,71.0
4.0,5.0,94539,Kohalmi-hill,,United States of America,,Baker Hughes,1-733-360-9116,588945.0,Ontario,17212 LANDER SOUTH,,Koh191,Rec,R,W,2.0,E,461.0,Denver,90.0
4.0,4.0,H7h 1v4,AYLWIN,337152.0,United States of America,M,Newell Rubbermaid,1-591-402-8026,1962620.0,TN,23764 sabine west,,AYL192,Elaine,O,U,2.0,,510.0,Fort Lauderdale,20.0
2.0,,15201,CHOUHAN,312074.0,United States of America,F,Westlake Chemical,1-326-180-9322,178193.0,VA,16271 vista south,,CHO193,Katharine,O,W,5.0,E,805.0,Mesa,58.0
4.0,2.0,t5a 1n6,DITKO,68551.0,United States of America,,Jones Lang LaSalle,1-784-796-6844,2102811.0,TX,1080 LAVENDER LANE,,DIT194,LILIAN,O,M,7.0,G,702.0,Cleveland,57.0
1.0,4.0,78784,EMIG,488800.0,United States of America,,Burger King Holdings,1-662-625-4671,2246854.0,MT,10856 summer street,,EMI195,CATI,O,W,3.0,,368.0,Lewiston,43.0
2.0,3.0,H6d 1w8,Ryder,431633.0,United States of America,m,Hovnanian Enterprises,1-627-590-4931,1312448.0,IL,17021 edwards crescent,APT. 392,Ryd196,Luong,R,W,8.0,,520.0,Tallahassee,39.0
3.0,0.0,06705,meisner,72797.0,United States of America,,Medical Mutual of Ohio,1-055-694-7984,295993.0,WY,7726 TALLOWOOD UPPER,,mei197,JUOZAS,O,S,2.0,S,666.0,El Monte,87.0
1.0,0.0,M5c 1v9,Cegelski,260576.0,United States of America,,Lockheed Martin,1-166-844-7429,1220003.0,NC,19097 foxfire north,,Ceg198,Lysy,O,S,9.0,,587.0,Sioux Falls,57.0
5.0,4.0,90759,haigh,200096.0,United States of America,,Yum Brands,1-516-930-4640,2400476.0,ND,8161 PINTO ROAD,,hai199,ULA,O,U,4.0,Z,643.0,Columbia,58.0
4.0,,22301,clendening,,United States of America,,Wesco International,1-261-215-4290,2900897.0,GA,9659 sakowitz west,,cle200,Francesca,R,,5.0,J,484.0,San Francisco,28.0
1.0,3.0,19165,Ciesielski,267656.0,United States of America,,Volt Information Sciences,1-681-572-7662,3942140.0,VA,15306 pike park,,Cie201,emili,R,U,3.0,W,,Santa Clara,95.0
2.0,1.0,75007,Parypa,35253.0,United States of America,f,Western Union,1-288-967-5460,2118119.0,Prince Edward Island,21891 dewey street,,Par202,yogesh,R,S,8.0,,676.0,Greensboro,98.0
2.0,5.0,90302,LOZINSKI,113159.0,United States of America,f,,1-315-022-2148,338540.0,OR,8155 storeywood road,,LOZ203,Xantippe,O,M,4.0,K,300.0,Waco,55.0
3.0,2.0,84092,Pascal,297444.0,Canada,,Lubrizol,1-707-402-6121,2617116.0,WI,20871 dewdrop street,APT. 630,Pas204,TINO,R,,8.0,,,Rochester,14.0
1.0,3.0,v6d 1u1,Aula,52092.0,United States of America,,C.H. Robinson Worldwide,1-186-893-7846,1459711.0,ID,1121 GREENE PARK,,Aul205,AGGIE,O,M,9.0,,831.0,Tampa,30.0
1.0,3.0,99503,barnes,30249.0,United States of America,F,Celgene,1-571-918-3795,1804959.0,MT,23849 westerley south,,bar206,Alane,O,M,7.0,N,609.0,Paterson,90.0
0.0,2.0,80960,ELLIOTT,483052.0,United States of America,,Leggett & Platt,1-206-055-2128,2957472.0,MD,1540 murie rue,,ELL207,ABBYE,O,S,2.0,,679.0,Fullerton,69.0
0.0,4.0,53743,forslund,287060.0,United States of America,m,Fidelity National Information,1-963-724-8044,2919293.0,NY,16633 raymond road,suite 344,for208,aleen,O,U,6.0,P,634.0,London,67.0
1.0,1.0,t6d 1k1,Burbidge,274154.0,Canada,,Arch Coal,1-050-641-8503,3610130.0,HI,18676 turman drive,,Bur209,collen,O,W,4.0,U,338.0,Newark,41.0
5.0,5.0,91350,FOLLMER,379659.0,United States of America,F,Affinia Group Intermediate,1-020-258-1680,1209441.0,DE,1808 HARDY STREET,,FOL210,NEALA,O,M,4.0,,332.0,Buffalo,2.0
0.0,0.0,37916,Leder,,United States of America,m,Kellogg,,1058712.0,PA,11115 midland avenue,,Led211,CELISSE,O,M,8.0,,721.0,El Paso,89.0
1.0,4.0,22329,kopke,100796.0,United States of America,,PerkinElmer,1-886-961-7857,1946028.0,IN,24950 sheppard lane,,kop212,MEHMET,O,,3.0,N,351.0,Toledo,88.0
1.0,1.0,M1i 1r8,paylor,128277.0,Canada,,Limited Brands,1-999-799-7384,1420984.0,MT,6450 LEMMING RUE,,pay213,Carlis,O,M,6.0,,564.0,Sterling Heights,90.0
3.0,1.0,h5i 1p1,PALACEK,147414.0,United States of America,,OfficeMax,1-362-078-4138,213235.0,WY,19342 wycliffe park,,PAL214,marshal,O,M,9.0,,379.0,New Haven,54.0
2.0,1.0,M1I 1R5,felton,51559.0,United States of America,,J.B. Hunt Transport Services,1-174-723-5263,472425.0,FL,7582 woodway south,,fel215,Fabien,O,S,8.0,,727.0,Dallas,53.0
3.0,2.0,53739,ATWELL-BYRNE,355622.0,United States of America,,American Express,1-898-789-3598,1160132.0,RI,22526 QUEENSBURY LOWER,,ATW216,basia,O,U,2.0,,578.0,Milwaukee,89.0
1.0,5.0,06603,Mcbeth,468116.0,United States of America,M,Occidental Petroleum,1-482-305-5399,2869995.0,CO,18833 3rd park,,Mcb217,FARID,O,W,10.0,S,642.0,Anaheim,31.0
0.0,1.0,28247,Jalaie,276728.0,United States of America,M,Shaw Group,1-834-784-7657,3727044.0,SD,19394 canoas west,apt. 3,Jal218,jyoti,O,M,1.0,B,,Huntington Beach,1.0
0.0,3.0,h7g 1u9,vempati,135306.0,Canada,,W.W. Grainger,1-864-555-5341,2293241.0,TX,9941 ROYALTON DRIVE,,vem219,Jandy,R,S,,,554.0,Naperville,57.0
0.0,1.0,90831,BARNICKEL,99566.0,United States of America,,IDT,1-475-209-3369,2846515.0,VT,10177 pecos crescent,,BAR220,VO,U,U,6.0,D,733.0,Iqaluit,10.0
4.0,2.0,M4j 1o7,PESOLD,263959.0,United States of America,M,General Mills,1-459-456-1848,1619956.0,IN,20823 WEST CHAPEL AVENUE,,PES221,Kien,O,M,10.0,U,345.0,Winnipeg,74.0
0.0,2.0,77288,Shaughnessy,441498.0,United States of America,F,RBS Global,1-802-797-1712,2367607.0,UT,13483 ROCKDALE DRIVE,,Sha222,Tybi,R,M,6.0,,644.0,St. Petersburg,28.0
0.0,3.0,77117,Schmeing,429621.0,United States of America,M,Realogy,,3795566.0,NV,9645 HAYDEN BOULEVARD,,Sch223,Nhien,U,S,3.0,J,564.0,Waterbury,96.0
3.0,1.0,45263,Materna,181214.0,United States of America,,ArvinMeritor,1-224-760-3774,734762.0,TX,6066 fillmore lower,,Mat224,Florance,O,M,10.0,L,465.0,Lubbock,42.0
4.0,,v6g 1p4,JAIN,212502.0,United States of America,,Amkor Technology,1-511-883-9082,908994.0,OR,293 conier avenue,,JAI225,Ros,O,D,8.0,,652.0,London,64.0
4.0,5.0,72247,KARNAZES,244545.0,United States of America,,Lear,,2561296.0,Ontario,7000 ansley lane,,KAR226,Genevieve,O,M,6.0,,714.0,Des Moines,
4.0,5.0,E7n 1j9,gustafson,218681.0,Canada,,Asbury Automotive Group,1-405-014-0029,3181069.0,Saskatchewan,13635 jarvis south,APT. 587,gus227,EMILIO,R,M,10.0,,383.0,Madison,49.0
5.0,,45272,Annas,296916.0,United States of America,,Limited Brands,1-076-073-0994,2632226.0,MO,17362 COFFEY UPPER,,Ann228,JANEEN,O,,7.0,K,336.0,Scottsdale,81.0
2.0,0.0,x7j 1q2,labenek,453659.0,Canada,,Beazer Homes USA,1-690-040-0846,,UT,12279 trafalgar crescent,,lab229,cathrin,O,,9.0,R,626.0,Mount Pearl,57.0
0.0,3.0,80952,flindall,194450.0,United States of America,f,,1-211-707-3341,1151333.0,IL,24717 MIDLAND LANE,,fli230,kirstin,U,S,0.0,M,549.0,Iqaluit,42.0
4.0,5.0,38157,satkunaseelan,49533.0,United States of America,,Acuity Brands,1-642-203-7899,2763939.0,NM,11493 worley park,,sat231,giles,O,U,0.0,,492.0,Moreno Valley,30.0
4.0,2.0,06703,thornley,394819.0,United States of America,,ABM Industries,1-792-738-9524,370710.0,NC,6492 HAMMOND AVENUE,,tho232,Ted,O,M,0.0,I,327.0,Naperville,56.0
3.0,3.0,v6u 1r8,CRIPPS,342754.0,United States of America,m,,1-881-269-3949,1192164.0,AZ,8954 bagby north,,CRI233,hayden,O,S,10.0,L,545.0,Norfolk,3.0
0.0,1.0,28231,Gascon,224435.0,United States of America,M,Southwestern Energy,1-537-303-6219,223487.0,CT,11622 josey south,,Gas234,Gail,O,M,0.0,V,571.0,Louisville,53.0
2.0,0.0,63107,Chavers,37717.0,United States of America,f,Delta Air Lines,1-682-154-3638,2341143.0,VA,11538 collinwood avenue,,Cha235,las,O,W,7.0,,423.0,Akron,67.0
0.0,1.0,H2g 1w7,Nettles,286483.0,United States of America,,ITT,1-512-708-0580,1774784.0,NV,20913 vickers boulevard,,Net236,Noelyn,O,,4.0,,655.0,Whitehorse,94.0
5.0,0.0,55416,WOODROW,185412.0,United States of America,m,Health Management Associates,1-598-440-6359,3951308.0,VA,22274 VICKERY CRESCENT,,WOO237,izak,O,M,0.0,,488.0,Salem,37.0
,4.0,V6d 1u5,valerien,472518.0,United States of America,,Western Union,1-281-206-9270,2756025.0,British Columbia,881 vance jackson south,,val238,bernita,,M,6.0,,352.0,Memphis,75.0
1.0,,93782,Berndt,425307.0,United States of America,f,Family Insurance Group,1-442-133-8200,1833112.0,VA,15079 DECATUR RUE,,Ber239,Karmen,O,M,0.0,,810.0,Fayetteville,51.0
2.0,2.0,90252,labranche,304909.0,United States of America,,Advance Auto Parts,1-607-062-8891,698884.0,TX,10424 mitchell street,,lab240,Rio,O,D,8.0,F,686.0,Lansing,74.0
2.0,0.0,85759,VREUGDENHIL,231226.0,Canada,m,J.P. Morgan Chase & Co.,,3287261.0,CO,14195 VERDE PARK,,VRE241,ISABELLE,R,M,0.0,X,389.0,Atlanta,100.0
0.0,0.0,M5g 1x8,GOODINSON,219026.0,United States of America,F,Fidelity National Financial,1-141-622-5196,3337290.0,GA,10608 bissonnet road,,GOO242,Micro,U,M,,,761.0,Gary,
1.0,0.0,78746,chaput,414993.0,United States of America,,Toro,1-500-101-2792,2963197.0,NE,11237 balmoral way,,cha243,maribel,O,D,4.0,S,589.0,Atlanta,28.0
0.0,0.0,H2f 1z1,TAMARELLI,24837.0,United States of America,F,Mueller Water Products,1-655-973-7192,1487009.0,NC,15621 yaupon lower,,TAM244,NADYA,O,M,1.0,W,492.0,Dawson City,18.0
5.0,2.0,77288,CUMPSTON,200645.0,United States of America,M,Energy Future Holdings,1-972-039-2576,3177428.0,OK,12387 SAUNDERS WEST,Suite 463,CUM245,Darrell,U,D,10.0,,442.0,Mobile,77.0
3.0,4.0,35277,SIMONOVICH,22605.0,United States of America,,Weis Markets,1-764-148-5233,1886280.0,MO,6156 holmes court,,SIM246,Hoy,O,S,8.0,E,649.0,Santa Clarita,14.0
0.0,0.0,36134,Estes,,United States of America,,MasterCard,1-399-618-9069,1853087.0,AR,17521 REILLY STREET,,Est247,shana,O,U,8.0,,337.0,Chicago,23.0
,4.0,V6t 1u3,haney,389524.0,United States of America,F,Oracle,1-628-481-6657,195847.0,MT,20093 canterbury way,,han248,HQ,R,D,8.0,P,572.0,Nashua,1.0
3.0,4.0,99597,Peers,232945.0,United States of America,,Mutual of America Life,1-085-050-1119,3727580.0,Newfoundland,11930 alabama south,,Pee249,Co,U,M,0.0,Y,666.0,West Covina,58.0
3.0,2.0,V6N 1V1,blidy,390626.0,United States of America,M,JetBlue Airways,1-993-284-6634,2993662.0,OR,22780 terrace lower,,bli250,Beb,O,D,4.0,T,567.0,Mesa,98.0
3.0,5.0,T6d 1h7,Leavell,286207.0,United States of America,,Western Refining,1-395-464-9156,2886788.0,NM,6481 century lane,,Lea251,Sherrill,O,,5.0,,574.0,El Paso,76.0
0.0,5.0,M7o 1c5,Willhoff,391468.0,United States of America,F,Western Refining,1-811-547-9696,3672610.0,FL,11293 rice avenue,,Wil252,takehiko,,S,2.0,U,498.0,Victoria,59.0
2.0,5.0,M2q 1e8,komenda,171326.0,Canada,f,Bristol-Myers Squibb,,3245637.0,MS,9828 WEST EAST,,kom253,FLOSSIE,R,U,9.0,,836.0,Hayward,81.0
3.0,2.0,64172,Welsford,294972.0,United States of America,,AutoNation,1-648-501-2866,959636.0,Saskatchewan,10369 gemini way,,Wel254,Chryste,,M,8.0,,759.0,Oshawa,31.0
5.0,3.0,85265,Lacombe,131039.0,United States of America,,Boeing,1-332-974-4753,1037702.0,NE,23445 GATES WAY,,Lac255,Sheelagh,O,S,6.0,,563.0,Hamilton,1.0
5.0,1.0,h5k 1p8,Honda,480287.0,United States of America,f,Advanced Micro Devices,1-217-048-6379,69141.0,TN,2160 WEIZMANN DRIVE,,Hon256,DICKENS,U,S,8.0,,313.0,Oklahoma City,28.0
4.0,0.0,M2P 1F6,Conley,276404.0,United States of America,,Unitrin,,2818725.0,OR,16716 fresco road,,Con257,Maury,O,M,6.0,,771.0,Portland,36.0
5.0,0.0,V6U 1U9,handley,435481.0,United States of America,,Liberty Media,1-246-119-5490,3153373.0,ID,17068 simpson road,,han258,Dorothy,O,S,1.0,,717.0,Macon,47.0
4.0,4.0,V6F 1W7,WOJTECKI,,United States of America,,Jarden,,616608.0,WV,23276 dillbeck upper,,WOJ259,CHICKIE,O,D,2.0,,355.0,Yellow Knife,77.0
4.0,4.0,92711,Amini,499891.0,United States of America,f,Cincinnati Financial,1-347-479-6259,1014586.0,MI,24268 hayden west,,Ami260,Lavinia,O,U,10.0,P,383.0,Santa Rosa,91.0
5.0,5.0,60779,Mo,394640.0,United States of America,f,Steel Dynamics,1-881-547-3819,1679903.0,AL,2682 LUMBER PARK,,Mo261,Kristine,O,S,1.0,A,579.0,Fort Wayne,46.0
3.0,4.0,90790,BUREK,359040.0,Canada,,OGE Energy,1-155-847-4022,1062919.0,TN,4129 crestline avenue,,BUR262,tobi,O,M,5.0,,324.0,Inglewood,36.0
2.0,5.0,80908,Kosten,429949.0,United States of America,m,Hartford Financial Services,1-946-987-5835,3684297.0,Manitoba,18257 mahonia west,,Kos263,Frederica,R,M,0.0,X,752.0,London,18.0
2.0,5.0,74129,Borel,333500.0,Canada,m,Penske Automotive Group,,1805618.0,CO,19050 cordoba upper,,Bor264,Cayla,O,D,2.0,,723.0,Waterbury,27.0
,2.0,M9e 1u6,LARCHE,480399.0,United States of America,,Amkor Technology,,1852935.0,OR,1121 greene park,,LAR265,BRIAN,U,S,1.0,K,349.0,Salem,79.0
5.0,2.0,93663,BOURDEAU,73398.0,United States of America,,Psychiatric Solutions,1-551-913-3853,1528702.0,CO,13762 silver sage way,,BOU266,ROCH,O,W,4.0,,643.0,Dayton,72.0
0.0,3.0,84119,Panter,,United States of America,,Calpine,1-666-863-1257,178411.0,NC,22629 bagby east,,Pan267,Charly,O,W,0.0,,390.0,Frederick,26.0
4.0,4.0,82602,Walbridge,446105.0,United States of America,m,Saks,1-938-871-9739,2245432.0,Alberta,13296 wayside boulevard,,Wal268,joli,O,U,7.0,,801.0,Thousand Oaks,31.0
4.0,0.0,94429,Muehle,128126.0,Canada,M,BE Aerospace,1-333-561-7008,3058077.0,VT,9824 OLYMPIA STREET,,Mue269,Kasper,O,S,2.0,,741.0,Escondido,2.0
1.0,2.0,H2A 1V4,Zubans,371101.0,Canada,,Exterran Holdings,1-514-023-2587,723251.0,VT,6907 ferncliff crescent,Apt. 986,Zub270,Joo-geok,O,D,8.0,,821.0,Independence,81.0
,3.0,40511,Seidman,263066.0,United States of America,,Penn National Gaming,1-027-811-2670,3755553.0,SC,24573 lyons avenue,,Sei271,Winona,O,M,5.0,D,830.0,Corpus Christi,69.0
1.0,0.0,M5b 1y9,Cavasin,,United States of America,F,PetSmart,1-475-590-2337,757755.0,SD,15407 fillmore north,,Cav272,king-haut,R,M,,,441.0,Santa Rosa,69.0
1.0,3.0,E7N 1P6,Hartell,453776.0,United States of America,F,First Data,1-214-794-0930,3610784.0,New Brunswick,850 leon lower,,Har273,DARLENE,R,D,2.0,,484.0,Burlington,80.0
5.0,4.0,h5k 1o7,Naugle,494609.0,United States of America,M,Liz Claiborne,1-988-429-0103,2994154.0,Manitoba,14635 greene rue,,Nau274,Deana,O,,8.0,R,653.0,Overland Park,14.0
2.0,0.0,95203,Stegman,233618.0,Canada,,Alcoa,1-143-517-2347,612241.0,NJ,21034 windchime lower,,Ste275,Laurette,R,D,7.0,,727.0,Huntsville,39.0
,1.0,23513,Choo-kang,,United States of America,m,Perini,1-709-720-3248,1352198.0,TX,15868 dewdrop park,,Cho276,Renell,O,U,0.0,D,535.0,Berkeley,0.0
4.0,5.0,T5c 1j1,Luxford,154521.0,United States of America,f,Hudson City Bancorp,1-314-831-7578,2534935.0,MD,10232 oak hill west,,Lux277,Meriann,R,W,9.0,R,320.0,Casper,59.0
4.0,4.0,V6z 1q9,Farnsworth,438162.0,United States of America,F,Sigma-Aldrich,1-342-101-7385,3189762.0,WV,950 WILLS WEST,,Far278,KATALIN,O,W,1.0,,775.0,Toledo,60.0
4.0,3.0,73121,Shinjo,352602.0,United States of America,F,Plains Exploration,1-419-495-9429,447872.0,OH,23223 WOODLAWN UPPER,,Shi279,Gayel,O,M,,,606.0,Cheyenne,4.0
2.0,4.0,75267,Piperni,194788.0,United States of America,f,W.R. Berkley,1-992-551-4676,3207012.0,NH,23208 porter crescent,,Pip280,Lourdes,O,S,5.0,P,,Fresno,74.0
