prospect_AgeID,prospect_Em,prospect_CrRat,prospect_PoCo,prospect_FirN,prospect_AdLi2,prospect_In,prospect_NumC,prospect_NuChil,prospect_MarSta,prospect_Ag,prospect_OwOReF,prospect_NumCrCar,prospect_NWor
TAM244,Mueller Water Products,492.0,H2f 1z1,NADYA,,24837.0,0.0,0.0,M,18.0,O,1.0,1487009.0
CUM245,Energy Future Holdings,442.0,77288,Darrell,Suite 463,200645.0,2.0,5.0,D,77.0,U,10.0,3177428.0
SIM246,Weis Markets,649.0,35277,Hoy,,22605.0,4.0,3.0,S,14.0,O,8.0,1886280.0
Est247,MasterCard,337.0,36134,shana,,,0.0,0.0,U,23.0,O,8.0,1853087.0
han248,Oracle,572.0,V6t 1u3,HQ,,389524.0,4.0,,D,1.0,R,8.0,195847.0
Pee249,Mutual of America Life,666.0,99597,Co,,232945.0,4.0,3.0,M,58.0,U,0.0,3727580.0
bli250,JetBlue Airways,567.0,V6N 1V1,Beb,,390626.0,2.0,3.0,D,98.0,O,4.0,2993662.0
Lea251,Western Refining,574.0,T6d 1h7,Sherrill,,286207.0,5.0,3.0,,76.0,O,5.0,2886788.0
Wil252,Western Refining,498.0,M7o 1c5,takehiko,,391468.0,5.0,0.0,S,59.0,,2.0,3672610.0
kom253,Bristol-Myers Squibb,836.0,M2q 1e8,FLOSSIE,,171326.0,5.0,2.0,U,81.0,R,9.0,3245637.0
Wel254,AutoNation,759.0,64172,Chryste,,294972.0,2.0,3.0,M,31.0,,8.0,959636.0
Lac255,Boeing,563.0,85265,Sheelagh,,131039.0,3.0,5.0,S,1.0,O,6.0,1037702.0
Hon256,Advanced Micro Devices,313.0,h5k 1p8,DICKENS,,480287.0,1.0,5.0,S,28.0,U,8.0,69141.0
Con257,Unitrin,771.0,M2P 1F6,Maury,,276404.0,0.0,4.0,M,36.0,O,6.0,2818725.0
han258,Liberty Media,717.0,V6U 1U9,Dorothy,,435481.0,0.0,5.0,S,47.0,O,1.0,3153373.0
WOJ259,Jarden,355.0,V6F 1W7,CHICKIE,,,4.0,4.0,D,77.0,O,2.0,616608.0
Ami260,Cincinnati Financial,383.0,92711,Lavinia,,499891.0,4.0,4.0,U,91.0,O,10.0,1014586.0
Mo261,Steel Dynamics,579.0,60779,Kristine,,394640.0,5.0,5.0,S,46.0,O,1.0,1679903.0
BUR262,OGE Energy,324.0,90790,tobi,,359040.0,4.0,3.0,M,36.0,O,5.0,1062919.0
Kos263,Hartford Financial Services,752.0,80908,Frederica,,429949.0,5.0,2.0,M,18.0,R,0.0,3684297.0
Bor264,Penske Automotive Group,723.0,74129,Cayla,,333500.0,5.0,2.0,D,27.0,O,2.0,1805618.0
LAR265,Amkor Technology,349.0,M9e 1u6,BRIAN,,480399.0,2.0,,S,79.0,U,1.0,1852935.0
BOU266,Psychiatric Solutions,643.0,93663,ROCH,,73398.0,2.0,5.0,W,72.0,O,4.0,1528702.0
Pan267,Calpine,390.0,84119,Charly,,,3.0,0.0,W,26.0,O,0.0,178411.0
Wal268,Saks,801.0,82602,joli,,446105.0,4.0,4.0,U,31.0,O,7.0,2245432.0
Mue269,BE Aerospace,741.0,94429,Kasper,,128126.0,0.0,4.0,S,2.0,O,2.0,3058077.0
Zub270,Exterran Holdings,821.0,H2A 1V4,Joo-geok,Apt. 986,371101.0,2.0,1.0,D,81.0,O,8.0,723251.0
Sei271,Penn National Gaming,830.0,40511,Winona,,263066.0,3.0,,M,69.0,O,5.0,3755553.0
Cav272,PetSmart,441.0,M5b 1y9,king-haut,,,0.0,1.0,M,69.0,R,,757755.0
Har273,First Data,484.0,E7N 1P6,DARLENE,,453776.0,3.0,1.0,D,80.0,R,2.0,3610784.0
Nau274,Liz Claiborne,653.0,h5k 1o7,Deana,,494609.0,4.0,5.0,,14.0,O,8.0,2994154.0
Ste275,Alcoa,727.0,95203,Laurette,,233618.0,0.0,2.0,D,39.0,R,7.0,612241.0
Cho276,Perini,535.0,23513,Renell,,,1.0,,U,0.0,O,0.0,1352198.0
Lux277,Hudson City Bancorp,320.0,T5c 1j1,Meriann,,154521.0,5.0,4.0,W,59.0,R,9.0,2534935.0
Far278,Sigma-Aldrich,775.0,V6z 1q9,KATALIN,,438162.0,4.0,4.0,W,60.0,O,1.0,3189762.0
Shi279,Plains Exploration,606.0,73121,Gayel,,352602.0,3.0,4.0,M,4.0,O,,447872.0
Pip280,W.R. Berkley,,75267,Lourdes,,194788.0,4.0,2.0,S,74.0,O,5.0,3207012.0
Sug281,Cooper-Standard Holdings,685.0,78781,Jooran,,437119.0,0.0,1.0,W,66.0,O,6.0,303926.0
Kum282,Ryder System,770.0,25727,Damian,,66431.0,0.0,5.0,M,36.0,O,5.0,3685802.0
LOR283,Merck,694.0,76708,teressa,,380368.0,4.0,4.0,M,55.0,O,4.0,3180558.0
KUR284,Chubb,530.0,46217,Phedra,Apt. 247,7377.0,1.0,3.0,D,57.0,O,4.0,
ser285,Cummins,609.0,R5h 1l9,Flora,,87533.0,5.0,0.0,S,76.0,O,1.0,3507884.0
Ado286,Advance Auto Parts,619.0,23254,ezmeralda,,76061.0,2.0,4.0,M,63.0,O,3.0,2230968.0
Bol287,Airgas,821.0,38184,Clary,,486482.0,4.0,3.0,M,76.0,O,7.0,814197.0
sav288,Mattel,553.0,30398,Yokan,,436307.0,4.0,,M,22.0,O,6.0,2254862.0
Mar289,Rite Aid,529.0,C2B 4X7,PATRIZIA,,420621.0,,0.0,D,,O,,91935.0
Bar290,Forest Laboratories,507.0,V6V 1Q1,Ileane,,187944.0,1.0,1.0,W,7.0,O,4.0,1818938.0
Woo291,Pioneer Natural Resources,726.0,33185,olivia,,146651.0,0.0,2.0,S,4.0,O,8.0,177543.0
Bir292,H&R Block,684.0,90150,yolande,,118757.0,2.0,1.0,,39.0,O,8.0,3078579.0
Lav293,Colgate-Palmolive,,10290,Kitson,,467906.0,1.0,1.0,U,84.0,O,4.0,1222308.0
Mcm294,CBS,314.0,21239,Abdullah,,89920.0,0.0,0.0,S,26.0,O,7.0,3341105.0
Pau295,Cytec Industries,,C2b 4x5,vradmin,,43770.0,,1.0,S,72.0,O,4.0,3128005.0
Lea296,Calumet Specialty Products,645.0,19155,LEUNG,Suite 130,435272.0,2.0,4.0,W,20.0,U,9.0,
Seh297,Popular,713.0,92177,collen,,464094.0,3.0,1.0,U,100.0,R,8.0,
hit298,Patterson-UTI Energy,357.0,55169,Constancy,,474686.0,0.0,3.0,U,83.0,O,9.0,594723.0
GAS299,Viacom,649.0,V6R 1S8,ERNESTO,,106730.0,1.0,,D,45.0,U,5.0,787771.0
hue300,Calumet Specialty Products,835.0,06133,wing-man,apt. 35,97186.0,1.0,1.0,M,56.0,,0.0,148371.0
Kle301,AMR,,53739,FAWN,,161132.0,4.0,1.0,M,65.0,O,0.0,2760822.0
Win302,Olin,629.0,V5a 1p6,PRYOR,,393718.0,2.0,,M,96.0,R,1.0,2240874.0
Mar303,Bon-Ton Stores,587.0,77146,Ofelia,,31765.0,3.0,2.0,U,40.0,O,1.0,3676798.0
SWA304,Werner Enterprises,786.0,V6w 1r1,elyssa,Suite 113,411526.0,0.0,3.0,M,51.0,R,8.0,1137557.0
Joy305,PepsiCo,415.0,T5D 1L1,Evvie,,316374.0,4.0,3.0,M,85.0,O,10.0,978089.0
mcr306,American Electric Power,791.0,94089,yan-zhen,suite 308,233970.0,5.0,4.0,S,11.0,O,5.0,3268379.0
Pre307,Community Health Systems,413.0,53720,Alka,,185988.0,3.0,5.0,M,100.0,R,0.0,2476914.0
HIN308,IAC/InterActiveCorp,428.0,75216,Laz,,443246.0,2.0,5.0,M,51.0,O,7.0,
Sel309,Jack in the Box,810.0,94334,Ashlee,,474421.0,1.0,1.0,W,,O,10.0,3405002.0
Wea310,U.S. Bancorp,324.0,T5c 1w9,AUGUSTA,,256222.0,2.0,0.0,U,39.0,U,2.0,1958810.0
TOM311,PharMerica,587.0,b1c 1x2,Helga,,396342.0,4.0,1.0,,47.0,O,6.0,1941022.0
Ens312,AGL Resources,700.0,80185,Partick,,4870.0,0.0,1.0,,,,1.0,1309748.0
Ger313,Arkansas Best,734.0,87504,ALYS,,379475.0,2.0,3.0,S,66.0,O,,3632370.0
Bat314,BorgWarner,651.0,10016,OVILA,,422366.0,4.0,2.0,S,83.0,,0.0,2475001.0
LON315,Pride International,555.0,35292,abby,,67927.0,4.0,4.0,W,49.0,R,,2075664.0
Tun316,DaVita,614.0,92807,koral,,363160.0,4.0,2.0,M,,R,1.0,1250329.0
eis317,Xerox,794.0,92823,BEVYN,,419888.0,4.0,2.0,M,73.0,O,8.0,212451.0
Vuc318,Republic Services,482.0,92815,maskell,,229870.0,1.0,5.0,D,86.0,U,8.0,3049747.0
bea319,Cephalon,591.0,77191,Charlsey,Apt. 453,158840.0,0.0,5.0,U,48.0,O,2.0,2417447.0
Fer320,,566.0,94152,Annick,,430061.0,1.0,0.0,U,,O,8.0,2612998.0
Soo321,National Fuel Gas,381.0,V6i 1r8,GURSHARAN,,194526.0,0.0,,M,37.0,O,6.0,734375.0
Bir322,Target,374.0,84092,garnette,,424188.0,0.0,2.0,D,68.0,O,7.0,3717995.0
Ver323,Expedia,328.0,36601,nguyet,,470701.0,0.0,0.0,U,,O,,956825.0
De 324,Hudson City Bancorp,807.0,T6d 1f3,KORRIE,,404911.0,1.0,,S,66.0,O,8.0,
Bla325,PharMerica,311.0,H2c 1x6,Nazi,,,3.0,4.0,S,14.0,O,1.0,2390111.0
Hur326,Men's Wearhouse,647.0,93361,Nance,,436285.0,5.0,3.0,S,69.0,O,5.0,3576639.0
ray327,Williams,622.0,93726,Corny,,391695.0,0.0,4.0,,35.0,O,,339669.0
nix328,SPX,570.0,h5k 1q7,DANIELLE,,479851.0,3.0,0.0,U,78.0,R,7.0,2731417.0
zag329,BE Aerospace,840.0,73177,bell,,409873.0,4.0,5.0,S,33.0,R,8.0,2179616.0
Roi330,Wells Fargo,389.0,02107,Jany,,245133.0,0.0,4.0,M,77.0,O,2.0,
Hog331,,467.0,19222,Dvm,,181694.0,,5.0,M,94.0,,2.0,2950835.0
Mar332,Lincoln National,793.0,T6d 1h1,Nedi,Apt. 345,106385.0,2.0,2.0,S,19.0,O,8.0,1515524.0
Col333,Targa Resources,749.0,H6c 1y1,Gilda,APT. 492,488485.0,4.0,2.0,,50.0,O,3.0,2007473.0
neg334,Spherion,789.0,89137,paqs,,90218.0,3.0,2.0,D,65.0,O,8.0,1757951.0
Wil335,Family Insurance Group,768.0,94661,Lubomyr,,308552.0,2.0,1.0,,29.0,O,8.0,1980948.0
Gos336,Adobe Systems,625.0,99211,melantha,,380031.0,5.0,5.0,U,37.0,O,6.0,1630998.0
Ntp337,Blockbuster,751.0,85029,Quinn,,348345.0,2.0,5.0,M,56.0,O,0.0,463905.0
mil338,Radian Group,460.0,78522,Kimberli,,406014.0,1.0,4.0,S,,O,3.0,352542.0
TEL339,M&F Worldwide,812.0,M7m 1b5,fredi,,55811.0,,4.0,U,46.0,R,8.0,3243615.0
RIV340,MeadWestvaco,532.0,27407,nuri,,456536.0,4.0,4.0,M,28.0,O,0.0,156383.0
hol341,RadioShack,509.0,85722,Zondra,,42908.0,4.0,1.0,U,31.0,R,8.0,3366650.0
Fry342,Abbott Laboratories,461.0,V6n 1w1,Suvanee,,319596.0,5.0,4.0,U,55.0,R,0.0,3762007.0
Esc343,Phoenix,,e7n 1j9,Cornelle,,146636.0,2.0,,S,26.0,O,2.0,2915479.0
LID344,Medical Mutual of Ohio,332.0,19194,Pammy,,282004.0,5.0,2.0,M,93.0,,4.0,518175.0
BAY345,National Oilwell Varco,371.0,23295,ISADORA,,339377.0,5.0,4.0,M,14.0,R,1.0,3240188.0
SED346,Cincinnati Financial,546.0,93800,Subra,Apt. 449,391590.0,1.0,1.0,U,30.0,O,8.0,492570.0
SHU347,Ecolab,754.0,60606,gillie,,319668.0,3.0,1.0,M,18.0,U,6.0,3189432.0
hin348,Baldor Electric,516.0,91323,Whitfield,,251066.0,4.0,,U,69.0,O,2.0,1862636.0
Luw349,Smithfield Foods,737.0,H2E 1Y3,Shana,Apt. 954,122433.0,1.0,1.0,W,60.0,O,1.0,1891784.0
PCB350,Hormel Foods,404.0,T5a 1v4,Kaile,,229086.0,4.0,2.0,D,77.0,O,1.0,2999683.0
BEZ351,Patterson,583.0,m1h 1p3,Reeba,,387138.0,4.0,2.0,M,,O,0.0,1482145.0
Buc352,Anadarko Petroleum,461.0,35852,Brenton,,192643.0,5.0,3.0,U,62.0,O,8.0,2237352.0
RAM353,Michael Foods,343.0,83402,NERTI,,301108.0,5.0,3.0,M,96.0,O,2.0,2903967.0
THR354,International Game Technology,431.0,T5C 1M5,MARJI,,448626.0,3.0,0.0,W,45.0,O,0.0,2208391.0
RAU355,Western Digital,319.0,90150,Aloysia,,432792.0,1.0,4.0,M,65.0,R,10.0,1052954.0
Gol356,Sonoco Products,504.0,23502,marietta,,499596.0,5.0,2.0,M,12.0,O,0.0,3751568.0
Upd357,Verizon Communications,611.0,48910,janean,,30189.0,4.0,4.0,M,71.0,O,6.0,1980882.0
MOR358,Securian Financial Group,359.0,T6C 1D7,irving,,111428.0,4.0,2.0,,38.0,O,2.0,579641.0
SHA359,Electronic Arts,398.0,90760,Ganesh,,146638.0,5.0,2.0,W,7.0,O,2.0,3476510.0
Cla360,LandAmerica Financial Group,,V6M 1U1,DISCOVER,,40323.0,3.0,4.0,M,30.0,O,4.0,505464.0
LIC361,C.H. Robinson Worldwide,537.0,T5a 1j8,manuela,,461807.0,0.0,0.0,,58.0,O,0.0,2494978.0
PEL362,Alaska Air Group,743.0,20073,vu,Suite 471,184868.0,5.0,5.0,U,8.0,O,1.0,1609289.0
Ash363,Buildings Materials Corp.,432.0,50321,anni,,125814.0,5.0,3.0,M,18.0,O,8.0,
DYN364,Interactive Brokers Group,614.0,E7n 1n1,hesther,,267270.0,2.0,3.0,S,83.0,R,10.0,1681770.0
Lar365,Rockwell Automation,704.0,10710,brynna,,408878.0,0.0,1.0,M,50.0,O,6.0,
ENG366,Pantry,604.0,90826,CANTRELL,,418717.0,2.0,3.0,M,88.0,R,0.0,2933990.0
Har368,Werner Enterprises,556.0,93850,Shelbi,,345984.0,0.0,2.0,U,60.0,R,5.0,2112951.0
Hey369,Cisco Systems,344.0,83721,Elzbieta,,171271.0,2.0,5.0,U,52.0,O,1.0,3418282.0
leh370,Lockheed Martin,388.0,V6c 1r8,KAI-WAI,,448397.0,0.0,3.0,W,48.0,O,6.0,2898609.0
Co-371,SanDisk,416.0,90320,Felisha,apt. 926,359271.0,4.0,,U,40.0,O,8.0,1765032.0
Elt372,News Corp.,709.0,M9e 1t7,Rchlab,,322068.0,2.0,2.0,M,69.0,O,6.0,3176317.0
Alv373,Markel,426.0,80081,CARLYNNE,,76346.0,2.0,,M,42.0,O,5.0,461490.0
YOK374,Silgan Holdings,665.0,25325,JAWAID,,469442.0,0.0,1.0,M,39.0,R,2.0,3164372.0
ZIN375,SPX,547.0,E7o 1p7,twana,,167918.0,2.0,0.0,M,19.0,O,3.0,1294197.0
zim376,L-3 Communications,558.0,10017,KALI,,104354.0,0.0,4.0,U,10.0,O,,661877.0
laf377,Thermo Fisher Scientific,511.0,V6c 1r4,Marguerite,,467285.0,4.0,4.0,M,47.0,O,9.0,2709193.0
POP378,Kimberly-Clark,504.0,E7n 1f9,Yannick,,,1.0,,S,83.0,R,7.0,1744304.0
men379,Church & Dwight,693.0,T6a 1d7,issy,,72940.0,5.0,2.0,S,,O,6.0,1670195.0
TUR380,Vanguard Health Systems,454.0,M5c 1x6,Phuong,,150336.0,5.0,4.0,M,42.0,O,0.0,1443342.0
fee381,Embarq,372.0,e7o 1h3,Ernesto,,81333.0,0.0,4.0,D,2.0,O,10.0,681302.0
ter382,AMC Entertainment,568.0,64103,vikky,,117399.0,0.0,3.0,S,67.0,O,9.0,3406439.0
BAR383,Sigma-Aldrich,530.0,72241,chloe,,489099.0,4.0,4.0,M,,R,4.0,315234.0
Tap384,Leap Wireless International,770.0,77085,tilak,,201358.0,0.0,5.0,M,77.0,O,7.0,2584094.0
Mod385,CME Group,646.0,h5k 1o1,Bob,Apt. 936,47401.0,1.0,4.0,,19.0,O,2.0,
cim386,Allstate,397.0,06515,SKICLUB,APT. 587,259459.0,4.0,4.0,U,8.0,O,1.0,977864.0
Sal387,Curtiss-Wright,713.0,80085,Marybeth,,351789.0,3.0,1.0,M,,O,1.0,1163838.0
bru388,Family Dollar Stores,346.0,m5f 1u3,Nawa,,206326.0,2.0,1.0,M,83.0,O,9.0,69460.0
GAU389,Spectrum Brands,482.0,V6l 1w7,Lydie,,341402.0,4.0,3.0,D,43.0,O,8.0,3599223.0
LOB390,Comerica,753.0,35227,candida,,438918.0,5.0,3.0,D,46.0,O,2.0,1381885.0
DAN391,CenturyTel,691.0,70501,wieslaw,,413943.0,1.0,5.0,M,14.0,,10.0,171313.0
SAL392,Scholastic,587.0,M9f 1t5,Joke,,211789.0,1.0,0.0,M,72.0,R,6.0,1373558.0
Mar393,Boise,566.0,T5D 1M9,MARY-MICHELLE,,237314.0,0.0,5.0,S,29.0,R,0.0,2335796.0
Bra394,Amkor Technology,323.0,64182,Txp,,22080.0,3.0,1.0,M,51.0,O,7.0,2494081.0
Koc395,Ameren,344.0,79910,BRIT,,481195.0,5.0,4.0,M,81.0,O,8.0,252245.0
Pla396,DirecTV Group,765.0,07113,celestine,,208298.0,0.0,0.0,W,67.0,O,4.0,3970725.0
mcc397,Williams,,38138,amberly,,221.0,1.0,4.0,W,91.0,O,7.0,2030035.0
Des398,U.S. Bancorp,650.0,92155,cayla,,207979.0,0.0,4.0,M,43.0,O,6.0,2227601.0
NOR399,Spherion,466.0,90772,tonu,,,4.0,2.0,M,27.0,R,,1012111.0
Paq400,Nasdaq OMX Group,538.0,V5c 1p9,candace,,,4.0,,W,1.0,U,3.0,1927066.0
Sfi401,Nicor,780.0,95263,Zbignew,,287081.0,2.0,4.0,M,91.0,O,8.0,2530133.0
Amo402,Coventry Health Care,690.0,95260,Ninnette,,126706.0,4.0,0.0,M,55.0,O,5.0,2695189.0
Say403,Winn-Dixie Stores,660.0,14201,davita,,435365.0,3.0,4.0,W,46.0,O,5.0,392585.0
ang404,Pepsi Bottling,369.0,V6w 1v2,Lilias,,257974.0,3.0,3.0,U,62.0,R,2.0,3170355.0
lig405,Oceaneering International,368.0,60700,CORILLA,,145250.0,3.0,4.0,M,67.0,O,6.0,57156.0
Sch406,Lexmark International,434.0,10209,Manuela,,340395.0,0.0,0.0,,51.0,O,4.0,237138.0
BRA407,WellPoint,500.0,t5c 1l7,Lawrence,,121125.0,2.0,5.0,U,49.0,O,9.0,2960029.0
Coa408,Capital One Financial,521.0,36167,NUNTEL,,328766.0,4.0,3.0,M,40.0,O,1.0,2645718.0
NAR409,Aleris International,573.0,06710,RAMIZ,,223976.0,0.0,0.0,M,59.0,O,4.0,2500380.0
cai410,Sentry Insurance Group,474.0,H5I 1Q9,JORDAN,,338008.0,3.0,5.0,S,83.0,O,2.0,
hol411,Atmos Energy,,68508,Tedra,,36596.0,3.0,4.0,D,49.0,U,2.0,823819.0
YED412,Visteon,702.0,60634,Carly,,289137.0,4.0,3.0,D,22.0,R,6.0,1279474.0
GIA413,Molex,314.0,64130,sangman,,454271.0,1.0,3.0,U,16.0,R,7.0,1723410.0
TOO414,OfficeMax,363.0,85044,Sashenka,,296199.0,1.0,1.0,M,71.0,O,1.0,3099344.0
Sei415,VeraSun Energy,467.0,v6t 1u4,Kenneth,,439149.0,5.0,1.0,M,84.0,O,10.0,3268514.0
REN416,Oil States International,494.0,19048,Kare,Apt. 250,304065.0,3.0,0.0,S,36.0,O,6.0,3782981.0
Sax417,Ruddick,653.0,60744,lani,,228020.0,,4.0,D,94.0,O,1.0,103988.0
des418,Public Storage,337.0,23465,herschel,,158386.0,2.0,5.0,W,86.0,R,3.0,2211238.0
KUH419,PG&E Corp.,701.0,64144,koen,,,1.0,5.0,S,,O,0.0,1719692.0
men420,Portland General Electric,632.0,S7d 1n4,Idt,,334302.0,5.0,5.0,S,44.0,O,10.0,1068987.0
Ado421,Northrop Grumman,774.0,30303,Ashly,,461356.0,1.0,5.0,D,62.0,O,1.0,3841340.0
SHA422,UGI,589.0,55177,Hadi,apt. 68,68100.0,3.0,3.0,M,31.0,O,2.0,3119163.0
mcm423,PC Connection,574.0,10182,ITALO,,426915.0,1.0,,M,39.0,O,7.0,428749.0
ver424,Alaska Air Group,342.0,19108,NANCY,Suite 162,415992.0,0.0,1.0,S,32.0,U,6.0,2815691.0
Bur425,Kroger,305.0,t6c 1k9,CANDACE,,,4.0,5.0,M,97.0,O,4.0,
kau426,Dean Foods,647.0,23278,mariaelena,,152237.0,2.0,2.0,M,84.0,O,2.0,1842060.0
mcc427,Flowserve,595.0,M7o 1b1,nathalie,Apt. 486,200548.0,,5.0,D,37.0,O,7.0,798572.0
Ube428,,426.0,77001,Tedda,,84477.0,0.0,1.0,M,68.0,O,2.0,1392742.0
Sel429,Quest Diagnostics,589.0,m6u 1g8,olympie,,4497.0,4.0,0.0,,14.0,O,0.0,408801.0
mai430,Bob Evans Farms,777.0,85017,martha,,118996.0,5.0,1.0,W,34.0,O,9.0,3118464.0
NIS431,FMC Technologies,768.0,33131,VALERIA,,,3.0,4.0,U,52.0,O,9.0,2876206.0
Hol432,HealthSouth,505.0,85012,GIANNA,,249611.0,5.0,3.0,M,98.0,O,6.0,2351716.0
log433,Calumet Specialty Products,,59406,rickey,,198480.0,5.0,4.0,,20.0,O,2.0,524711.0
Fra434,Sovereign Bancorp,418.0,V5d 1n1,jennine,,323601.0,0.0,0.0,U,,O,6.0,2574607.0
str435,Spansion,729.0,33608,Jerome,,279066.0,2.0,0.0,D,48.0,O,10.0,545131.0
pon436,Valassis Communications,676.0,V6e 1u2,ROBYN,,195110.0,3.0,3.0,U,14.0,O,9.0,2543419.0
cro437,Dr Pepper Snapple Group,322.0,81014,Enver,,437319.0,5.0,2.0,S,0.0,O,8.0,3500291.0
HAR438,Jabil Circuit,608.0,M4j 1o7,Klarika,,208507.0,0.0,0.0,W,70.0,O,3.0,838235.0
Mat439,Altria Group,742.0,E7n 1k3,FIMA,,398251.0,4.0,3.0,D,47.0,O,6.0,1330041.0
Shi440,Assurant,706.0,77058,Berget,,202621.0,0.0,0.0,M,55.0,U,9.0,1893527.0
LAN441,Expedia,522.0,95227,PULAK,,33679.0,0.0,4.0,U,61.0,,5.0,1803737.0
Pas442,American Express,530.0,t6d 1j4,Syd,,439541.0,3.0,5.0,U,20.0,U,2.0,3766589.0
PRO443,Owens-Illinois,771.0,V6h 1s6,kaminsky,,78673.0,3.0,4.0,M,67.0,O,7.0,
mar444,U.S. Bancorp,575.0,V6C 1V6,JACKLYN,suite 169,432392.0,3.0,3.0,U,53.0,O,4.0,
san445,Coca-Cola,471.0,M5F 1U3,KRYSTN,,94915.0,1.0,5.0,W,90.0,R,3.0,3980032.0
RUD446,Saks,660.0,78257,Dhanvinder,,395989.0,1.0,0.0,M,46.0,O,8.0,3241950.0
doy447,PSS World Medical,640.0,96808,Cornelis,,303420.0,1.0,2.0,S,,O,,2433890.0
Wie448,Eaton,337.0,H2c 1u2,JDEREK,,316111.0,1.0,3.0,S,16.0,R,5.0,3625876.0
Kie449,Western Refining,630.0,37917,Julita,,202658.0,5.0,,M,46.0,O,8.0,744412.0
mor450,,757.0,35296,dorthea,,212833.0,3.0,4.0,W,2.0,,9.0,234398.0
Mas451,Avis Budget Group,847.0,90258,Ulrica,,493326.0,0.0,,D,68.0,O,9.0,3576329.0
tho452,Applied Industrial Tech,389.0,90117,KARIE,,51832.0,3.0,0.0,U,17.0,,0.0,143729.0
Sob453,Great Plains Energy,810.0,43604,Eadie,,498023.0,1.0,1.0,S,91.0,R,1.0,2710947.0
CAS454,MeadWestvaco,791.0,A5d 1b1,Kristen,,310857.0,3.0,4.0,S,62.0,R,4.0,1054420.0
Gab455,"Toys ""R"" Us",836.0,35816,suzanna,,85788.0,1.0,2.0,M,71.0,O,0.0,604158.0
SYL456,NVR,308.0,t5a 1y1,Gerrard,,,0.0,4.0,U,20.0,U,7.0,304729.0
Das457,Northern Trust Corp.,,v6t 1t4,GEER,,376334.0,1.0,,M,72.0,R,9.0,2629774.0
Chu458,Graybar Electric,770.0,V6g 1r9,XU,,419994.0,3.0,0.0,U,45.0,O,,1539610.0
Pap459,MEMC Electronic Materials,679.0,h5k 1q9,Jirina,,164193.0,4.0,3.0,D,38.0,O,0.0,695204.0
skr460,Wesco International,495.0,98164,rafael,,486399.0,4.0,1.0,U,14.0,R,3.0,2061858.0
Mia461,,479.0,v6z 1v4,jocelin,,238480.0,5.0,0.0,D,23.0,O,8.0,223131.0
Jew462,Norfolk Southern,838.0,T6c 1c7,bambie,,298035.0,4.0,4.0,M,,U,1.0,267988.0
Dar463,CIT Group,774.0,38128,Alb,,74811.0,,0.0,U,62.0,R,0.0,914656.0
Net464,Huntington Bancshares,443.0,R3a 1n9,Swact,,,1.0,4.0,U,47.0,O,6.0,138885.0
HIC465,Cooper Tire & Rubber,543.0,99687,AYN,,113676.0,3.0,4.0,S,10.0,O,2.0,3756665.0
Arc466,Embarq,559.0,E7o 1l5,Chloe,,237438.0,4.0,0.0,M,80.0,O,4.0,1253224.0
Rud467,Harley-Davidson,396.0,77176,LAURENE,,3050.0,5.0,1.0,U,63.0,O,1.0,3978208.0
MOR468,Pride International,,v6e 1u2,Natty,,407509.0,2.0,3.0,M,15.0,O,5.0,2610979.0
ras469,Old Republic International,653.0,48153,Annabal,,188569.0,1.0,4.0,M,74.0,O,9.0,885854.0
Bov470,Mohawk Industries,848.0,64127,Florance,,40764.0,,2.0,M,41.0,U,0.0,130442.0
vel471,Dole Food,709.0,85017,Emer,,331388.0,2.0,0.0,M,63.0,O,5.0,172409.0
Mit472,Penske Automotive Group,668.0,73111,Sally,,,2.0,5.0,M,,O,2.0,1443338.0
van473,WGL Holdings,351.0,36620,Brier,,20788.0,1.0,3.0,W,99.0,O,0.0,2212253.0
Til474,News Corp.,824.0,93912,TERESE,,193702.0,1.0,0.0,,15.0,O,9.0,1621145.0
Lar475,Newell Rubbermaid,624.0,94629,KRISTINE,,348826.0,1.0,0.0,M,34.0,R,6.0,1030748.0
tro476,SunGard Data Systems,348.0,91912,Rick,,447160.0,2.0,0.0,U,26.0,U,9.0,2099326.0
WAI477,Aleris International,620.0,T5a 1y5,doralyn,,,4.0,1.0,S,84.0,O,10.0,725432.0
TOT478,Autodesk,809.0,77123,SHINA,,225668.0,4.0,0.0,U,41.0,O,8.0,959416.0
sue479,Bon-Ton Stores,412.0,V6R 1T4,ARIADNE,,459394.0,1.0,3.0,U,24.0,O,10.0,3426171.0
Yau480,Equity Residential,316.0,29415,Annice,,368744.0,5.0,0.0,S,,R,7.0,2979891.0
Den481,Beazer Homes USA,692.0,T6B 1A6,vmbackup,,480862.0,3.0,,W,20.0,R,9.0,1741992.0
kot482,Select Medical Holdings,642.0,M4L 1M4,Petra,,178589.0,3.0,3.0,,37.0,U,4.0,3141622.0
trp483,Tech Data,830.0,99618,Tak-wai,,154122.0,3.0,3.0,S,22.0,R,1.0,3210202.0
Baz484,Target,692.0,M5C 1W4,Ruchi,,479326.0,0.0,1.0,U,,O,6.0,557419.0
New485,Diebold,788.0,48918,Isl,,353490.0,4.0,3.0,U,81.0,U,6.0,3753669.0
Row486,Omnicom Group,,V6r 1p4,Leanora,,345585.0,1.0,1.0,W,51.0,O,,501768.0
war487,Fleetwood Enterprises,349.0,43225,pamela,,255989.0,2.0,4.0,M,55.0,O,10.0,338572.0
