prospect_mrtlstts,prospect_mplr,prospect_g,prospect_frstnm,prospect_ct,prospect_cntr,prospect_ncm,prospect_ddrssln2,prospect_nmbrcrdtcrds,prospect_wnrrntflg,prospect_ddrssln1,prospect_ntwrth,prospect_crdtrtng,prospect_pstlcd,prospect_gncd,prospect_phn,prospect_lstnm,prospect_mddlntl,prospect_nmbrcrs,prospect_nmbrchldrn,prospect_stt,prospect_gndr
U,Tellabs,57.0,PVCKVZHJOWNWKSVIJIGLYWKGUKNXW,Albuquerque,United States of America,497953.0,yvntcqjqqmbftwetvbqgclcdbxspvk,1.0,O,XBIKFJMVSDDVHYVNNHYHHMOGUWGFRAXVNQWITKEBUOZUPSRXHK,3789880.0,658.0,JUBKXDKP,Mos7575,1-696-359-4829,Mosqjrkdycyygfsljqadgfqoldb,I,0.0,0.0,New Brunswick,
M,Phillips-Van Heusen,38.0,kpofwgtomgijnm,Oakland,Canada,156048.0,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,3.0,O,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,3874445.0,348.0,Xbgykqm,czu7576,1-352-678-5471,czuvw,,1.0,2.0,IL,
M,Wells Fargo,68.0,Biflzgcqpqpbahquomftmjffohpwuy,Billings,United States of America,63617.0,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,8.0,O,BESJDYZDIOIXKDFEHBQXBPW,437353.0,598.0,NNCXIBTCXZA,Ghr7577,1-906-600-9749,Ghrlcuscpesuzsdwqfwwbgh,Z,1.0,5.0,AZ,
U,Vornado Realty Trust,93.0,ybdlwlwxispyswbiegrbsqqtywxr,Pueblo,United States of America,244849.0,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,9.0,O,Ouopoqztakszwsfkthdbwndfjuqaelyd,2669917.0,505.0,mfwuio,Rwk7578,1-093-018-2851,Rwkdeshuwhwvmvmdnckmuvdt,,2.0,2.0,NY,
S,New York Times,48.0,Capzcewdt,Sherbrooke,United States of America,123585.0,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,7.0,R,Ivwhotvobwkshcixclfobqoljlaqohw,1466537.0,839.0,Utgwrun,Uwi7579,1-302-096-9321,Uwinnbtdd,,4.0,3.0,WA,
S,Adobe Systems,96.0,XKBLVBCCYKMIXABVTOTVPZCJRII,Sacramento,United States of America,391134.0,CYQWJKJB,2.0,U,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,991860.0,672.0,Wgulrhctjlg,VXZ7580,1-915-044-3154,VXZTLDNZPYIFIKTIJRXS,,1.0,1.0,GA,
M,Valmont Industries,58.0,wmknfemsztimaphftadowlmbnp,Charlotte,United States of America,426759.0,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,3.0,O,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,,696.0,Srhxvxe,Ayk7581,1-040-274-3474,Aykkkc,p,5.0,5.0,AZ,f
W,UAL,63.0,DHLVITRFJDXLTPAGMPMJ,El Paso,United States of America,451737.0,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,5.0,O,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,1816368.0,448.0,Dadkihaohc,lho7582,1-678-397-2739,lhodktal,,5.0,3.0,NV,M
S,AFLAC,18.0,Jdpqutldftwykfyhukveiaimoyyk,Mesa,United States of America,180822.0,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,9.0,O,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,565246.0,549.0,Fpoleiod,rzi7583,1-679-345-9939,rziprpcfwnirtuvrbfnuepq,,2.0,1.0,TN,
W,VeraSun Energy,40.0,Qiwemtdba,Simi Valley,United States of America,205843.0,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,0.0,O,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,1899339.0,705.0,Cuaieflmccqp,Wds7584,1-093-616-0613,Wdsuorykxmvfxupyyjl,,4.0,2.0,AL,
M,Magellan Health Services,29.0,JQKEDISZ,St. Catharines,United States of America,470985.0,ccfzcxohrhrcnypedmhjovjyjrxi,6.0,O,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,3873239.0,387.0,qiraymmapgf,Xsj7585,1-546-131-8988,Xsjypvyfoqbiq,f,4.0,3.0,TX,M
U,Emcor Group,21.0,Gfuwa,Washington,United States of America,318225.0,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,7.0,,Nhgrkzjzcrjcerkwrugwul,767547.0,359.0,Tsynomgib,Lux7586,1-477-186-7432,Luxkby,v,2.0,1.0,WV,
M,Peabody Energy,41.0,CTTUYHUUMMDTX,Chula Vista,Canada,326044.0,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,9.0,O,,1027999.0,494.0,Amudllk,wxw7587,1-965-848-6954,wxwhwasadsmxchyhlgrvnurte,,2.0,2.0,ND,f
M,State Farm Insurance Cos.,56.0,Wvtqm,Montpelier,United States of America,,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,10.0,,uiaoi,3428495.0,345.0,ELQKT,pfz7588,1-622-866-0937,pfzjoarqopfjtzjalxxxeq,e,1.0,1.0,Saskatchewan,m
M,Humana,33.0,xuwgpsvzcpxtoerndtr,Mesa,United States of America,187282.0,REHWDWEP,10.0,O,Wwonzdtvwkn,1827180.0,402.0,Oiwac,hlx7589,1-040-217-2014,hlxshqpvshstjerwclb,,2.0,0.0,VA,M
M,News Corp.,96.0,Hnnzpokbygacjjgybkskf,New Haven,United States of America,,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,3.0,O,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,2070007.0,579.0,Dqgzinvuxxy,nyb7590,1-101-684-2373,nybiaaw,,2.0,0.0,ND,
,Torchmark,35.0,qsnivsknktiwjpqwnrlgftnmsrxkjc,Indianapolis,United States of America,,DIMPFMEBDNHBCT,2.0,O,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,,569.0,Nchaajfkjvx,Ltt7591,1-386-426-5849,Lttvvpjjavydrmbt,O,2.0,0.0,ND,
W,Rock-Tenn,40.0,pygsfvfpeofkdcugfvxdsqgmcgebfp,Stockton,United States of America,306946.0,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,9.0,O,cezvfwtftwlwfrgrpxtuejvrgucexe,3596263.0,745.0,XEDMBUAMGXKH,gsz7592,1-598-816-0126,gszunimggpyfjzmivbwizzftuen,,0.0,4.0,MS,
D,AGCO,10.0,Zgxsuo,Louisville,,99663.0,DVYTEPWCABNSGPTLJEMPQLTEWM,1.0,U,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,3719999.0,320.0,crxbrlj,Kwp7593,1-770-379-7700,Kwpztgkknktyvdks,,0.0,,WY,
M,,59.0,ganifmdaqbltccwbqijtkypcetuq,Atlanta,United States of America,482013.0,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,4.0,R,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,3058439.0,591.0,Eytubbwi,AGM7594,,AGMCLBCUEPVBRKDKWAGBCFOLYET,D,2.0,4.0,MA,
M,United Stationers,70.0,IYCOMORWDFSEKN,Milwaukee,United States of America,180476.0,,10.0,U,Ctgihaqlm,2592932.0,,Lwftldizl,Ocn7595,1-628-245-6238,Ocnds,u,1.0,0.0,AK,m
M,McCormick,69.0,vdvdlfz,Fort Smith,United States of America,285682.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv,5.0,,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,1471273.0,417.0,GSSFZNBZL,Cmw7596,1-813-787-2611,Cmweamsabhudajyhpsohkpzcy,,4.0,5.0,PA,F
M,National Life Group,96.0,Sbwymtnwzhffkwjczlsnvrtcv,Knoxville,United States of America,455032.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,8.0,R,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,,338.0,Nrnqtmjz,Dit7597,1-362-897-1162,Ditjvpiidkjkvxssfnctzcczb,V,0.0,5.0,MA,
S,Hasbro,9.0,qjjwbffbgxilxyarhjwdvo,Idaho Falls,United States of America,356141.0,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,9.0,O,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,2410816.0,340.0,Rzjxvum,Rmm7598,1-952-919-4878,Rmmasnivkq,S,3.0,,DC,
U,Tupperware Brands,39.0,JIXUQX,Jacksonville,Canada,165667.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,5.0,U,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,1059543.0,738.0,Accezkuzqrif,ekj7599,1-145-214-8009,ekjvgcmzgobzeerrpfgefwvxlvfcua,,3.0,3.0,RI,
S,Covance,31.0,Eqrxuc,Stockton,United States of America,459767.0,MIMWGPPF,7.0,O,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,379282.0,597.0,LNZZPGOTEG,wcq7600,1-328-944-9786,wcqqbslcxugdqpbzbmbqvlahw,A,0.0,2.0,MA,
M,Interactive Brokers Group,64.0,PDAXUXBMPOVTKJUR,Thousand Oaks,United States of America,106459.0,Xpannac,4.0,R,RSSNUTWWLOKIHRRTPEAFTLBF,3271265.0,603.0,YINOHET,Klc7601,1-899-864-9421,Klcanpomjmuwosnasroukafsxtufz,,2.0,2.0,Alberta,f
D,SkyWest,38.0,Adftxl,Nashua,,51021.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,5.0,U,Sachwqwddeyfxvagihsjxtcsibaejb,1530364.0,662.0,ddgkyv,Jrd7602,1-877-997-8896,Jrdmn,,,1.0,AR,
W,Best Buy,47.0,Gaksvvggpbleteofow,Tallahassee,United States of America,494931.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,0.0,R,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,3731860.0,838.0,Seiksuhglhj,GDQ7603,1-750-900-0823,GDQESTOSFCKVLPZEQPNFIKQLTXB,,2.0,4.0,VA,
M,Sears Holdings,,Ijstknxzfzsvqmy,Brownsville,United States of America,429859.0,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,9.0,O,Sbutxmtwkb,2488858.0,791.0,Ytgghhaxc,fnm7604,,fnmqzceohwapysohiuofkhjpwzgv,,5.0,2.0,OR,
S,Frontier Oil,76.0,jvhwyzbcwdrrqmlbvpjwbohhemm,Charlotte,Canada,,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,7.0,O,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,2301347.0,692.0,Ajlcdadx,Ymu7605,1-347-704-7823,Ymuvinagbzdhiwglzfacood,e,1.0,4.0,ID,
W,Automatic Data Processing,60.0,nhhjbqktsr,Oakland,,464086.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,8.0,O,mnkidgiyajigobghpnkdvauwiubpjb,1736571.0,673.0,Daivf,Pxj7606,1-228-976-2888,Pxjmfwpwm,R,0.0,3.0,IA,
U,,73.0,Lmhtjwddyqbzlxgv,Fort Wayne,Canada,207651.0,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,7.0,O,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,2399483.0,331.0,xrquzcptycg,Rsd7607,,Rsdlvo,M,3.0,,TN,
U,Comerica,37.0,BXFLGQTJSJDQAUCXXJXWHTQU,Chula Vista,United States of America,260418.0,BPPKDY,2.0,O,Fmrydeogisvvtrpsfonolelpnqcbkrr,2982744.0,744.0,shigmwk,Qqh7608,1-760-429-1328,Qqhwdyopkfs,,4.0,,Nova Scotia,
M,Baldor Electric,50.0,Tlaihggmhfiuezhjgps,Peoria,United States of America,,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,6.0,U,Xhggtfwyslxvgeiuzjfxewcsweefq,1611011.0,446.0,enehob,udq7609,1-253-879-8833,udqexswxytatsvxw,Q,5.0,1.0,Ontario,
M,Commercial Metals,0.0,DSRXJZKFJTIVXLBAX,Lexington,Canada,316963.0,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,0.0,O,,2999167.0,,RNLAKRXSPA,Ghl7610,1-401-256-3483,Ghlflxgkavpsqvkpun,M,0.0,4.0,MD,
W,,,Annsrbdzywmpqvigpn,Salem,Canada,84046.0,Xuqmcmxaigbk,,O,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,,Hlezt,mtk7611,1-175-910-8245,mtkfmxripistepftjaxfosviokgqsf,,5.0,,AR,f
M,Molina Healthcare,,Mrawpcvb,San Jose,United States of America,368990.0,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,9.0,O,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,3307491.0,723.0,Iyqmkpcjx,QIY7612,1-565-191-3419,QIYQRALNIIONMKDZB,,0.0,3.0,Saskatchewan,
S,Plains All American Pipeline,81.0,yociu,Kansas City,Canada,124382.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,2.0,O,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,2057260.0,348.0,klgnkcaedht,Ohz7613,1-921-688-5401,Ohzpaqjtc,,2.0,0.0,OH,
M,Agilent Technologies,52.0,DQNVNWPYSMLDGXJVBUHUKDLRSLN,Windsor,United States of America,9263.0,EECYCMJAJGNQBRSKW,,O,Gvdteormavfflajkedaclod,53179.0,666.0,Jsombikj,djg7614,1-925-155-0170,djgtucxplpftr,,2.0,0.0,VA,
M,AutoZone,68.0,wfnjfn,Chicago,United States of America,334181.0,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,3.0,U,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,690086.0,,Xtckbvng,Iad7615,1-185-691-2951,Iaduje,,2.0,4.0,ID,
M,,,WWWEN,Evansville,United States of America,314001.0,hgandkyzsnb,8.0,R,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,2025465.0,844.0,YPUWSVRD,EMG7616,1-067-518-3854,EMGQKGEOTCGAFGDZVTRUAVGZYPM,H,0.0,1.0,WI,
M,Universal Health Services,36.0,Krjcfgq,Honolulu,Canada,168309.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,8.0,O,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,695307.0,766.0,Ifxvsnt,Hjn7617,1-188-554-1671,Hjnljezrxojeaoustvawackahexa,,1.0,4.0,MS,
M,Time Warner,31.0,Fxmpengjsaf,Cleveland,United States of America,322765.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,10.0,O,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,3238398.0,521.0,EAOJPQVWBNZ,CYP7618,1-168-215-2223,CYPTBBGPWKKKFNOUHJ,D,2.0,4.0,OK,M
W,Sealed Air,55.0,Eobtk,Livonia,United States of America,311253.0,QTWXYHMLBYQ,7.0,O,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,1213578.0,306.0,fhirgl,KPN7619,1-228-022-3056,KPNRNVLRFUTOWOERTCSIRQZ,h,1.0,5.0,GA,
W,Sprint Nextel,66.0,Abahrdfcbtscoblhaovnjkbx,Little Rock,United States of America,140296.0,SDEAIMDWRSKXTFCPHWF,9.0,R,Blsmawjjdmdamrhqyqgzmbkfa,103708.0,411.0,Lahfziy,Vbi7620,1-926-766-1124,Vbimifwtrtvb,x,5.0,5.0,TN,
M,,22.0,bhephgijqbu,Halifax,United States of America,439984.0,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,3.0,O,Stofpzwyhkpmuq,1086081.0,,tofdjef,ehb7621,1-538-797-1948,ehbcbdctlcspuvwbqveohanmkolbw,,1.0,5.0,SC,F
U,Quiksilver,51.0,KECNVVPGTOXHIGOUAWLHU,Peoria,United States of America,454011.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,8.0,O,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,1349626.0,702.0,rckzx,TMQ7622,1-627-234-0841,TMQACIIUMYYZHYX,C,5.0,0.0,AR,F
S,Valspar,26.0,xppmtvztaifqynlbmofxonnus,San Jose,United States of America,191541.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,1.0,R,,1083092.0,842.0,MMLJKBGXD,Lsb7623,1-876-492-0782,Lsbutxufufshmkqnscnhx,y,1.0,5.0,MT,a
U,Timken,100.0,kzntoukktuqqfuyeo,Charlotte,United States of America,,Lhwkvadxwcjobcggyuighvqlcm,0.0,R,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,1662799.0,528.0,banusio,Dpz7624,1-436-946-7319,Dpzpfctp,u,2.0,1.0,WY,M
W,,13.0,TDRLAQZARCGRAMDDMCWP,Hilo,United States of America,,,5.0,R,cnckvldjedzgdqhy,3548540.0,300.0,Safkd,Zuj7625,1-281-780-2897,Zujmcfzznpfohsdp,,3.0,3.0,WY,
S,Occidental Petroleum,11.0,shbaeyxyrjfietruntrdeyqkc,Yonkers,United States of America,269215.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,7.0,O,,881414.0,752.0,DHTLWJDXLRW,Jqk7626,1-421-286-4139,Jqkozdva,,2.0,1.0,WV,
M,,62.0,Zururxrihusergiba,Modesto,Canada,193126.0,Alukohji,0.0,O,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,1712200.0,303.0,RORIUHK,ijb7627,1-908-354-2709,ijbcvbgglqupyentiqncsnswyygl,,0.0,4.0,CA,m
M,Massey Energy,13.0,QZLCPVRKZMTENMREVZT,Louisville,United States of America,462618.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,10.0,O,qehomraquwxrkb,847446.0,418.0,bxgwhohh,NMO7628,1-466-560-2530,NMOXMHMVUDGY,U,3.0,5.0,Alberta,F
W,Weyerhaeuser,23.0,dvbflygvxrizbclmqwoajkvnzoufc,Eugene,United States of America,212026.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,4.0,O,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,344294.0,667.0,SRARKMXOD,Tef7629,1-578-686-8082,Tefewe,,3.0,3.0,New Brunswick,f
D,National Fuel Gas,51.0,mtnubdnrdoivcuqmapqhtvzkixw,Buffalo,United States of America,371024.0,Kxxipkohacffav,7.0,U,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,1534879.0,441.0,hwugfvlttol,Sdj7630,1-166-077-1436,Sdjhq,Z,1.0,4.0,British Columbia,
U,Pep Boys,2.0,Nzljqsbgutsixlosfedpmlzl,Santa Fe,United States of America,235810.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,0.0,O,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,3897101.0,471.0,zgsllav,Pbr7631,1-535-320-1881,Pbrfgfdwedgrmifitr,,3.0,2.0,DE,m
W,Neiman Marcus,,Ealrdsynhtadihmsl,Springfield,United States of America,347270.0,onxyyslcmbyxpfjuykowqpwqi,9.0,O,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,3064442.0,701.0,Mszwfhpj,Ice7632,1-633-495-6478,Icejebxweavlnddpjz,,2.0,,CT,m
D,BlackRock,82.0,xfjdwfentojva,Anchorage,United States of America,399212.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,1.0,R,TAIWTM,2016524.0,323.0,Yqfxb,ZWG7633,1-398-680-0278,ZWGIV,,5.0,2.0,Quebec,
M,McGraw-Hill,94.0,Zvowaelneuhpxzphpvtgvfz,Winnipeg,United States of America,439561.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,10.0,O,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,37745.0,846.0,ypmuep,Evw7634,1-185-976-7770,Evwthrqmqfpsbpdqojtqzpjmpoea,,4.0,5.0,NJ,m
M,Family Dollar Stores,16.0,fmdcjzjekrwrirumyvfuqnnkxzr,Waco,United States of America,29980.0,Krdmgygwnziumjdtybwyw,8.0,O,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,503752.0,850.0,Xthtecuu,Lhl7635,1-490-238-8219,Lhlatzfku,c,3.0,4.0,MN,m
M,Teleflex,43.0,Ohetzpmilrphnhnasiisaypdl,Stockton,United States of America,28693.0,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,,U,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,2115180.0,,Xjzpdio,LYB7636,1-891-741-2112,LYBUGCXZYJSERVQKQJKNIIW,N,2.0,5.0,NE,
M,,76.0,VAUWGMVOILXNGKB,Boston,Canada,106794.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,3.0,O,Phqspowfoiqmszxy,839222.0,564.0,Rgthehdvvlh,Ijb7637,1-849-918-0984,Ijbmwiomutrflaupolplmfjsqh,x,1.0,2.0,VA,M
S,Imation,0.0,Tnwgmuvaaqmxskkyqnvrmnmul,Memphis,United States of America,340598.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,4.0,O,XDPEFDQIMFNMCO,1851334.0,558.0,ysexit,Zhf7638,1-426-168-3142,Zhftulgpedd,,3.0,5.0,PA,f
U,PPL,33.0,mtovrkjvtfkennjujgpegknnck,Sydney,United States of America,490597.0,Bfntmkesgyjkjrgttbtdncoumqhmnxy,0.0,O,FSSAAXLAMAPBOMTNUFG,1348251.0,417.0,Wscgcsbwlzj,PYU7639,1-757-910-8931,PYUHQOCHAUAWGKHHLXQNUWZTEBN,r,1.0,,WV,m
U,Smithfield Foods,62.0,Lwxdv,Shreveport,Canada,499685.0,,6.0,O,AKWOIATLDDKU,2722392.0,487.0,AUQJTIMK,Iku7640,1-468-325-0119,Ikufiibsvk,F,2.0,2.0,WY,
M,Macy's,8.0,Ftvuzjdzocqmcoxvrbqcna,Modesto,United States of America,62285.0,Bnbfbxvqxtngv,9.0,O,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,1785161.0,639.0,Weqnwrwrbcgx,HBZ7641,1-383-310-7894,HBZACUNNIOTFKFSTCILLC,,2.0,0.0,MN,m
U,Torchmark,4.0,Hnbgeuii,Hull,United States of America,320885.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,3.0,O,VANVGDDSYEK,2823578.0,625.0,facqrtjqjmd,Pco7642,1-353-727-2029,Pcofbhaqeemibnkjtsoxmdibmpquo,,5.0,5.0,VT,M
D,Herman Miller,39.0,Fykbowmpxpbb,Yonkers,United States of America,184669.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,1.0,O,TVTDULLNHUZPDNEEKSXEGPXDNE,2123972.0,,OCNCREZ,Ybv7643,1-028-849-5461,Ybvjle,,5.0,3.0,WV,
S,Kindred Healthcare,90.0,Ruagwhiorgizpmbphjerywjrr,Atlanta,United States of America,126989.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,3.0,R,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,112782.0,,JXOGSVJ,Rim7644,1-480-785-4021,Rimdakhncfjlrbor,F,0.0,0.0,IN,
M,Arch Coal,7.0,teldp,Hayward,Canada,48144.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,3.0,,HWAWSSEUGGKEXQDESYXFHWZ,248311.0,460.0,Iqtso,gnf7645,1-443-132-4138,gnfkwjxmvkbeh,,1.0,4.0,MS,
,Whirlpool,95.0,Tmhxnpfgyifx,Savannah,United States of America,377787.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,8.0,O,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,3719851.0,793.0,Uxgvbwop,Wxp7646,1-143-020-1234,Wxphiul,C,5.0,4.0,CO,F
U,Arrow Electronics,59.0,Fpchjcvsrkakkqqsojokdrg,Fullerton,Canada,323782.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,8.0,O,,1920385.0,821.0,Ovsiu,Dxh7647,1-475-304-3486,Dxhuevhfuceqmpoolmuhflp,N,5.0,5.0,PA,m
S,Rock-Tenn,13.0,Heiehcgec,Overland Park,United States of America,31880.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,6.0,O,NASLRGJGXPDOGNJSHNLNGBCXJVO,576903.0,,Frqdqbs,Aqo7648,1-677-882-6792,Aqopbqsxqxjj,,3.0,2.0,DE,
D,R.H. Donnelley,58.0,sgapkfrztiyyayezulvi,Alexandria,United States of America,390190.0,Eymghd,8.0,O,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,1855037.0,643.0,waiitdv,fen7649,1-151-067-7411,fenowyirqcdcwwo,s,5.0,3.0,Prince Edward Island,
