prospect_gncd,prospect_frstnm,prospect_phn,prospect_nmbrcrs,prospect_stt,prospect_ct,prospect_nmbrchldrn,prospect_mrtlstts,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
gza7682,ockmjwrdbkxoaemodyftxmjcl,1-407-712-3659,1.0,CO,Berkeley,2.0,,4.0,670.0,R,Health Net,6.0,2611991.0
Rem7683,MPCHPTTYJUWERHWMHALH,1-747-143-2305,0.0,TX,Santa Rosa,0.0,U,100.0,671.0,O,Mueller Industries,5.0,3965576.0
cko7684,Duhgkwcceehrrqvnnirv,1-522-074-1862,3.0,IN,Mesquite,4.0,U,45.0,352.0,U,American National Insurance,10.0,3550405.0
RLN7685,Rpmqztmrghojzbyqnivxceyuiha,1-867-195-7669,3.0,VA,Regina,2.0,S,63.0,317.0,O,Morgan Stanley,10.0,1566093.0
Qjl7686,YTNSVR,1-272-128-3403,4.0,WV,Worcester,2.0,,35.0,809.0,R,Halliburton,6.0,1944507.0
YNL7687,xgayrgnjhvearxja,1-174-194-8365,0.0,VT,Iqaluit,2.0,S,61.0,704.0,,MGIC Investment,5.0,3250645.0
qpi7688,AJSVULACHMZKBAEN,1-067-296-1708,1.0,AZ,Little Rock,,S,43.0,411.0,O,United Services Automobile,2.0,2806218.0
Xxi7689,fubtbkexiuaacw,1-688-092-7664,,NY,Santa Clarita,3.0,U,98.0,431.0,O,Spartan Stores,4.0,2826399.0
axi7690,Lygmiirioggkj,1-784-445-0301,3.0,NE,Chicago,3.0,M,84.0,362.0,O,Moog,4.0,91147.0
Wqd7691,Xtslyxwajneuihyndtpz,1-773-485-4247,2.0,SC,Irving,3.0,M,,532.0,R,Century Aluminum,4.0,1036928.0
jur7692,Fmeifzrxyvgil,1-528-873-2585,5.0,New Brunswick,Ontario,4.0,U,18.0,442.0,O,Hayes Lemmerz,3.0,2406965.0
NBX7693,Rugvrsjeadcummqftfmb,1-952-933-5053,2.0,KY,Stamford,1.0,S,14.0,677.0,O,EOG Resources,10.0,3588199.0
Naf7694,RAVHHLPXNYMAOCOVOWXKHPS,1-882-237-0765,4.0,British Columbia,Victoria,2.0,M,22.0,565.0,O,Dresser-Rand Group,8.0,
bzc7695,eaxqrdredlfrhooq,1-762-453-2464,3.0,WA,Brownsville,1.0,M,7.0,365.0,R,Sealed Air,5.0,2896930.0
Pmo7696,XLJLRWZ,1-129-593-2017,3.0,AK,Bellevue,5.0,W,97.0,406.0,O,Blockbuster,5.0,312676.0
goh7697,Wwqsseqcbmteqjub,1-779-145-2680,0.0,MN,Baltimore,5.0,U,49.0,774.0,,Owens Corning,3.0,16279.0
Jfb7698,Qdakvyntptkywsqpy,1-770-255-3860,2.0,RI,Cedar Rapids,5.0,S,25.0,718.0,R,Robert Half International,7.0,1536113.0
Hao7699,Fhpdqgmswyxgqjhe,1-336-236-0201,4.0,British Columbia,Huntington Beach,,M,99.0,588.0,R,Wesco International,2.0,184474.0
Dwo7700,Fyetnnttkqoewqijbggbvrkxdg,1-185-085-5742,1.0,SD,Cedar Rapids,5.0,M,44.0,764.0,O,Dana Holding,5.0,2971869.0
RJA7701,ktggcdbzntnxuxsiosyqegcesu,1-957-033-0510,2.0,AL,Los Angeles,1.0,U,96.0,,O,NBTY,2.0,2256728.0
Lph7702,Yzurhpzqfcwgkwsgrkjzithjnksa,1-485-740-9640,4.0,British Columbia,Milwaukee,3.0,M,88.0,657.0,O,Eastman Chemical,8.0,2127026.0
Rfk7703,Qijmex,1-459-114-0867,3.0,Ontario,Detroit,2.0,M,33.0,769.0,U,Allergan,,3476485.0
RFU7704,WDJNJGKCNRPTUNIQNNBBNN,1-671-499-0522,2.0,MD,Nashua,5.0,M,8.0,776.0,O,Global Partners,7.0,908035.0
TQH7705,Wjfwmudjwwybmmiubeqybeeniystl,1-817-903-4786,2.0,IA,Minneapolis,0.0,U,55.0,343.0,O,Fluor,4.0,
Bbc7706,PMWXCRMVYFVJX,1-099-914-5598,3.0,PA,Columbia,4.0,W,43.0,568.0,U,FedEx,5.0,3054149.0
Yoj7707,luklinfqmglorhokwtwvhgqhmhxisf,1-102-019-9878,2.0,MA,Garden Grove,0.0,S,75.0,830.0,O,Polaris Industries,5.0,
lvh7708,Mmxepsmk,1-873-941-1147,3.0,ID,Norfolk,4.0,,66.0,812.0,R,Torchmark,6.0,248269.0
Zpr7709,Ixsoib,1-710-953-4977,2.0,Newfoundland,Salem,4.0,U,58.0,489.0,U,Alliance Data Systems,6.0,1203267.0
LMG7710,Cwurvdjbmuxtioeqbpk,1-789-825-2857,5.0,UT,Saskatoon,1.0,U,29.0,845.0,U,American International Group,9.0,3704743.0
WMF7711,Jhnamxkltxicm,1-179-937-7265,0.0,OR,Boise,4.0,U,28.0,735.0,R,Mohawk Industries,0.0,3673540.0
Qov7712,tdbtkqtfzcnjridma,1-596-337-6757,4.0,ID,Irvine,3.0,D,93.0,615.0,U,Vulcan Materials,4.0,982779.0
Vkp7713,njcdtc,1-512-224-7078,,AL,Washington,4.0,W,17.0,,U,OfficeMax,6.0,2778471.0
SST7714,OMBIVJDP,1-552-735-4638,5.0,MN,St. Petersburg,5.0,U,98.0,769.0,U,Michael Foods,,2585134.0
Fuk7715,ITHLHECNZJLMPKFUHWZCVMIZPUWUXZ,1-127-805-3262,5.0,UT,Torrance,4.0,S,38.0,406.0,O,Vulcan Materials,10.0,3591627.0
Brz7716,Erjrxnjctmkhgqwpjzuylkf,1-985-423-7255,3.0,ME,Warren,1.0,U,44.0,586.0,O,,0.0,1819561.0
Faw7717,Ijqvmftaeaoeiycxxi,,1.0,IA,Oakland,0.0,M,27.0,630.0,O,Unum Group,10.0,2857056.0
Jtn7718,lrntptwvbrtnvwdquqpsx,1-019-900-0927,1.0,VT,Hull,1.0,U,94.0,533.0,O,Domtar,7.0,1393892.0
too7719,Ouzxts,1-055-674-3126,4.0,MA,Boston,2.0,M,,328.0,O,Sentry Insurance Group,,759096.0
Kcd7720,Cxogpjlizzckvntqnvns,1-539-727-9817,4.0,Prince Edward Island,Modesto,2.0,M,60.0,753.0,O,Constellation Energy,9.0,2288668.0
Yhh7721,Piqrxkifkii,1-125-903-5459,3.0,Manitoba,Grand Prairie,3.0,U,48.0,512.0,O,CSX,10.0,3580824.0
Adu7722,Bflmgwcfmker,1-591-506-8069,5.0,TX,Phoenix,3.0,D,36.0,432.0,R,W.W. Grainger,8.0,1681450.0
Kwx7723,Gjxszyfxpweic,1-131-877-8296,5.0,RI,Lincoln,3.0,,67.0,323.0,O,Kimberly-Clark,2.0,1592047.0
uzl7724,Bjobwdoxutojkprezhmpqibkxthznh,1-716-805-3703,3.0,MI,Shreveport,4.0,U,63.0,714.0,O,Henry Schein,10.0,3596545.0
UXY7725,Nesaxzxlulmhmoxztefdk,1-506-286-3588,5.0,PA,Warren,2.0,S,55.0,730.0,O,State Street Corp.,7.0,3093246.0
FRU7726,DHICXMQRMKABXBTFUBDUUJDI,1-427-982-9005,0.0,KY,Erie,,M,4.0,346.0,O,Quanta Services,5.0,3867919.0
Bjx7727,Sfdjitmusbmcjxar,1-669-946-1808,5.0,OH,Fargo,3.0,M,92.0,,R,Marshall & Ilsley Corp.,1.0,3245961.0
zkp7728,BROVPAASJ,1-936-581-5888,1.0,AR,Wichita,1.0,M,93.0,818.0,O,Oceaneering International,7.0,600366.0
Lbo7729,pntucfaekdacxehx,1-740-256-2368,0.0,KY,Mount Pearl,0.0,S,87.0,623.0,R,Raymond James Financial,4.0,1738979.0
TFP7730,Yuvfvyhmgf,1-559-799-0991,4.0,IA,Mobile,1.0,S,44.0,742.0,R,Valspar,5.0,454564.0
XKQ7731,holps,1-287-631-2055,0.0,British Columbia,Phoenix,1.0,M,95.0,378.0,O,Live Nation,9.0,3912268.0
DQY7732,Zhsdvrhwonsusgdyuqztx,1-100-505-6436,3.0,Quebec,Fontana,3.0,D,61.0,323.0,,,8.0,1966788.0
Ydl7733,SWEFUTQ,1-167-261-7959,2.0,KS,Toledo,5.0,M,23.0,684.0,R,Health Management Associates,2.0,985098.0
VGT7734,Trhovdcrqxthcnbbrvdob,1-653-504-0712,4.0,ID,Raleigh,2.0,U,16.0,390.0,O,Wyndham Worldwide,6.0,
Wwi7735,Fviodsrylzqxraxioqleo,,4.0,Newfoundland,Lubbock,1.0,M,58.0,707.0,O,Broadcom,8.0,1053231.0
OJF7736,Sgzipqh,1-388-567-1492,1.0,Saskatchewan,San Diego,1.0,M,58.0,368.0,U,Aramark,2.0,
Czs7737,VLTBIX,1-801-318-0082,1.0,AL,Charleston,2.0,M,21.0,534.0,O,Aventine Renewable Energy,5.0,3885299.0
Zpa7738,lxsuouepduoidrjsneub,1-280-292-5628,5.0,MT,Garland,2.0,D,66.0,379.0,O,Humana,9.0,895008.0
Icx7739,Yczdgngm,1-075-286-5992,3.0,MT,Nashua,3.0,,92.0,305.0,O,U.S. Bancorp,5.0,101325.0
jmm7740,Kgqiqsawtbkpgsrsswfadgenvkxxc,1-426-228-4128,3.0,GA,Fort Worth,5.0,M,38.0,417.0,O,Analog Devices,1.0,1279719.0
saz7741,PYKDTNCFODSNR,1-393-250-1404,2.0,MT,Sterling Heights,4.0,D,,536.0,R,Superior Energy Services,9.0,3779634.0
Ybr7742,ohezji,1-130-076-0722,2.0,CO,Oklahoma City,4.0,W,66.0,773.0,O,Freddie Mac,10.0,742822.0
ncz7743,Htpngemoolmybunaep,1-984-871-9500,5.0,Saskatchewan,Baton Rouge,0.0,S,55.0,808.0,O,Autodesk,10.0,2761827.0
WWO7744,osnyvlqpt,,3.0,HI,Rancho Cucamonga,1.0,,55.0,660.0,R,Shaw Group,2.0,3749505.0
TKP7745,Lbbutmfng,1-203-707-3229,2.0,TN,Kansas City,0.0,W,83.0,,O,Commercial Metals,4.0,391566.0
Mqz7746,Nomvdbagefjlngselxriwhzgpuspcj,1-297-038-0345,1.0,WY,Long Beach,5.0,U,27.0,346.0,R,Laclede Group,7.0,2959021.0
Dqw7747,bnkufhbxijwrfnjsppfsgp,1-669-932-0648,4.0,OK,Sydney,5.0,M,11.0,475.0,O,Seaboard,4.0,2776296.0
seh7748,Mmuplbewosfgftjogkaz,1-801-131-4681,2.0,MS,Evansville,4.0,M,56.0,499.0,O,General Mills,2.0,
Nii7749,Nvzlhjvlnefxuixkftbrjpuhvvu,1-340-993-5817,1.0,FL,Lafayette,3.0,U,54.0,346.0,O,Family Insurance Group,2.0,864947.0
Szc7750,Nrxkbu,1-116-138-8621,4.0,Manitoba,St. Louis,5.0,M,50.0,431.0,O,Brink's,0.0,1146468.0
Mph7751,Fqahvzbjrflxo,1-094-843-5304,2.0,NH,Erie,5.0,,93.0,823.0,O,Medtronic,2.0,1702447.0
Bvl7752,IMELHPKYDEXIHELBQRD,1-741-266-4363,2.0,Alberta,Sandy,5.0,M,15.0,344.0,R,United Refining,5.0,2293642.0
Nbu7753,TFOSMWCFBTVKINAVEEBDKPMBW,1-961-736-5322,2.0,Saskatchewan,Riverside,,S,92.0,709.0,O,Smithfield Foods,9.0,1529653.0
Emz7754,ieomjcnhnyysvradllmznsyd,1-098-038-9852,0.0,New Brunswick,Ottawa,1.0,W,22.0,,R,Medtronic,2.0,137515.0
Kkw7755,Iqcdijgerjktuahlgojvlo,1-648-057-3488,4.0,MS,St. Petersburg,1.0,S,25.0,354.0,O,Cabot,,2754879.0
HCT7756,ahvvihkvbextremvexfapo,1-827-164-1984,0.0,KY,Fort Lauderdale,0.0,S,77.0,,O,Electronic Arts,9.0,929067.0
BBE7757,geryrjjsknqvhuswavmrjmcrefmhoa,1-852-465-7862,3.0,AK,Carrollton,4.0,D,26.0,686.0,,Seaboard,6.0,1153023.0
PTM7758,WTXMEESMJGTZWDYME,1-757-808-6215,4.0,NV,Hayward,3.0,D,56.0,643.0,O,DirecTV Group,7.0,1933058.0
QJD7759,SLZAPLSIUU,1-443-303-9144,3.0,DC,Yonkers,3.0,M,16.0,665.0,O,Allegheny Energy,5.0,3179244.0
SFE7760,Pbppda,1-889-677-2295,1.0,Manitoba,Lexington,3.0,S,77.0,519.0,O,Marathon Oil,9.0,2912318.0
rro7761,Wvtticeyguuhhotrxgmqzsystjnc,1-938-614-3949,3.0,SD,Cedar Rapids,2.0,M,43.0,615.0,O,Prudential Financial,6.0,2828037.0
Imu7762,FVVKHPCVSNGTUUITXJ,,3.0,NY,Madison,2.0,D,94.0,,,Dollar General,10.0,495577.0
JPU7763,Jowuthjstdmjzpl,1-478-332-4603,5.0,TN,Los Angeles,,M,92.0,812.0,O,Schering-Plough,9.0,1793954.0
Luw7764,bctcbpqwkkayptutzjkym,1-378-149-2550,4.0,IN,Fort Smith,1.0,M,19.0,346.0,O,,5.0,2347778.0
Fde7765,Jdpqlxxtfd,1-042-436-6724,4.0,MT,Sydney,3.0,D,80.0,761.0,O,Capital One Financial,1.0,380048.0
Bso7766,LWMWK,1-706-400-3078,1.0,AZ,Greensboro,0.0,M,64.0,617.0,O,Collective Brands,7.0,
GVA7767,utkoptkxststrid,1-877-687-0944,2.0,New Brunswick,Fort Collins,4.0,W,44.0,470.0,O,AptarGroup,0.0,1918435.0
twc7768,Frtlkivwiqi,1-132-295-3991,1.0,WY,Worcester,1.0,M,47.0,356.0,U,Coach,6.0,2764457.0
GZF7769,gktsklphdxwnvhcrfcxrykqyacjavd,1-451-759-9810,0.0,AZ,Akron,0.0,M,93.0,,O,UGI,7.0,1510144.0
bvm7770,Boxkdkokrcglmcgymhcxafg,1-817-806-2866,4.0,New Brunswick,Tulsa,5.0,W,94.0,806.0,U,Forest Laboratories,5.0,925182.0
zju7771,dcgkvxonx,1-890-845-4416,1.0,Ontario,Tucson,0.0,U,82.0,,O,Boston Scientific,9.0,2566330.0
DYV7772,tpkpxsuytfvvou,1-684-966-9733,,HI,Irvine,3.0,,42.0,731.0,O,Worthington Industries,1.0,3668461.0
Gpk7773,jgyioszfmrvmotbdz,1-692-342-0156,4.0,MS,Wichita,2.0,M,,441.0,U,McCormick,9.0,2348645.0
Lit7774,KNITXFSNBS,1-187-607-6141,4.0,Saskatchewan,Inglewood,1.0,D,12.0,339.0,O,Southwestern Energy,7.0,616526.0
BZG7775,Rhnezmjcmsrkqdccizjohntrb,1-228-353-9628,3.0,Quebec,Costa Mesa,0.0,S,36.0,822.0,R,CC Media Holdings,7.0,1828046.0
Mld7776,WXVBQSG,1-421-032-5998,2.0,MN,Baltimore,3.0,U,,487.0,O,Jones Financial,8.0,1296407.0
Ujq7777,RDVDSWKKDKHDJDKQGLVRVT,1-368-920-5554,1.0,NV,Escondido,5.0,U,4.0,664.0,O,Whirlpool,,903552.0
Bmf7778,Iwefijhhrjcvvhy,1-904-895-6967,3.0,Manitoba,Lexington,2.0,M,79.0,392.0,O,Patterson,3.0,230058.0
Jvz7779,GZFLEWBIMDDKCYYHLGBOYDBXMGLXA,1-477-094-9023,2.0,NC,Warren,3.0,D,97.0,655.0,U,Rent A Center,10.0,301320.0
ORQ7780,imfweqhdstdakmokjmlefmzhdbvwlp,1-912-621-2838,2.0,CT,Berkeley,5.0,U,37.0,380.0,O,Ryder System,3.0,2286525.0
Puv7781,Idswueimrsbycluamujgztzwqfipvf,1-088-248-7795,0.0,NV,Salinas,0.0,,92.0,651.0,U,Sysco,1.0,1482250.0
DAJ7782,Dvutcxgywkpttbkvzyfjmkh,1-596-039-1994,3.0,VT,Brownsville,2.0,U,78.0,,R,Entergy,6.0,3123257.0
Iaf7783,Faywbcvwdbxvjwn,,3.0,HI,Fresno,,U,48.0,652.0,O,,0.0,944918.0
EJP7784,YLPNDNVXGTDOCPCDO,1-235-024-0569,4.0,New Brunswick,Ontario,4.0,U,0.0,338.0,O,Telephone & Data Systems,9.0,2050110.0
Bla7785,undooshsgkeqftkoslmaaf,1-138-843-5480,0.0,MI,Omaha,5.0,W,89.0,779.0,O,W.R. Berkley,0.0,2077778.0
Yhe7786,SGMATJJSVBIKDDBJPKTKATCRAAOXBA,1-637-845-9250,0.0,MD,Huntsville,4.0,W,47.0,786.0,O,,5.0,1793821.0
Nfl7787,Rklrkfhzsl,1-459-090-7413,2.0,WI,Hay River,1.0,M,2.0,458.0,O,Cognizant Technology Solutions,6.0,1847011.0
Lrd7788,AFTPYVW,1-488-723-0835,,MT,Austin,0.0,M,18.0,806.0,O,Popular,6.0,104018.0
Ojh7789,CKXQRLOOSHQZBHYMNCAZ,1-354-637-6196,3.0,TN,Winnipeg,3.0,U,98.0,466.0,U,CSX,1.0,113431.0
Gaj7790,Doeqhehoszhrq,1-444-824-0484,2.0,MD,Lexington,3.0,U,79.0,801.0,R,ITT,2.0,1721394.0
MHU7791,cggaqkwp,1-045-308-4672,5.0,SC,Rockford,4.0,S,90.0,334.0,O,BJ's Wholesale Club,0.0,3905265.0
Luu7792,Kduyzgcfteqhvmxmpfngtp,1-704-419-7623,5.0,Prince Edward Island,Waterbury,2.0,S,54.0,568.0,O,Cooper-Standard Holdings,6.0,3710742.0
Bbh7793,nynsipuzywbjggecpvknlcayu,,5.0,AR,Bellevue,1.0,M,56.0,338.0,O,Insight Enterprises,5.0,2289382.0
VGQ7794,Ycqpoklsnj,1-126-402-8195,5.0,Newfoundland,Lubbock,0.0,M,61.0,421.0,R,National Oilwell Varco,8.0,2123750.0
Jtm7795,ysfljjorrmdywfventrzryj,,4.0,NV,Manchester,0.0,M,20.0,312.0,O,Newell Rubbermaid,0.0,1222348.0
WUW7796,Zhgmcto,1-348-201-5638,2.0,OK,San Jose,1.0,M,95.0,361.0,O,Supervalu,,1746167.0
ojd7797,JQYDHVYIYTYTSQ,1-878-085-2397,4.0,NV,Virginia Beach,3.0,S,42.0,626.0,O,Amazon.com,5.0,602321.0
Cvb7798,Ncdowbmgrubuhmne,1-807-513-3749,,ND,Indianapolis,3.0,U,30.0,,O,IMS Health,4.0,
rso7799,CLNPTFYLEZVWYPPHDNFUL,1-308-751-4811,1.0,Nova Scotia,Jackson,2.0,M,61.0,445.0,O,Holly,3.0,3509965.0
Tpj7800,Caetayjalavmtqzvifgbmcgtrrgev,1-824-374-6093,5.0,FL,Jacksonville,1.0,W,27.0,347.0,R,General Motors,9.0,1270225.0
VEO7801,LQWGPXAJEPPPAKCJFRS,1-711-107-1977,1.0,MI,Omaha,4.0,,31.0,617.0,U,General Dynamics,4.0,2882457.0
Nrs7802,Iptmvgzimwxi,1-392-137-4125,3.0,IA,Toronto,0.0,S,40.0,830.0,O,Embarq,8.0,2828480.0
Wcv7803,Xihwaxbsmriyojafwhwtq,1-520-247-4473,4.0,NV,Buffalo,4.0,U,58.0,,R,Murphy Oil,10.0,2709790.0
Hxm7804,Deuokiidhhiwm,1-715-269-6830,3.0,FL,Fort Collins,0.0,M,58.0,452.0,R,Southwest Airlines,0.0,3065674.0
Ktb7805,Sfhopawghyqgy,1-102-018-6502,,MT,McAllen,3.0,U,45.0,536.0,U,Weyerhaeuser,7.0,1493447.0
Ejs7806,Dladdfgt,1-446-372-5314,3.0,New Brunswick,Yonkers,5.0,M,9.0,536.0,O,Lender Processing Services,4.0,642765.0
Sff7807,VABUSJAVK,1-291-287-5870,,MN,Mobile,3.0,M,46.0,681.0,O,General Dynamics,0.0,3843812.0
elc7808,IXPEUEIPHDUFZXNSS,1-730-343-2879,,Saskatchewan,Baton Rouge,3.0,M,4.0,516.0,R,Western Refining,,2373701.0
FSO7809,BGYRBAUF,1-717-739-3758,5.0,TN,Philadelphia,4.0,S,50.0,428.0,R,Asbury Automotive Group,8.0,1365627.0
Pal7810,Zvkjjdverawcvuymojezxa,1-910-876-8455,3.0,TX,Irving,,M,78.0,783.0,R,,8.0,1769029.0
Pqm7811,ssnxdhqstoeth,1-211-658-8931,3.0,WA,Fullerton,0.0,S,14.0,307.0,O,Regal-Beloit,5.0,2554799.0
Qrs7812,dgzjldptskwzdtrxaqobutmpog,1-617-977-0368,,AL,Newport News,3.0,,21.0,846.0,O,Enersys,9.0,1241189.0
OLZ7813,snxmrewhqbzwnm,,1.0,ID,Hayward,1.0,M,69.0,582.0,U,Dominion Resources,8.0,2432197.0
Cgr7814,zljagwhlphbskib,1-526-226-5832,4.0,AK,Fairbanks,5.0,D,29.0,500.0,O,TRW Automotive Holdings,10.0,3417367.0
yov7815,Ppfnjejvbpslxdhs,1-831-841-8863,2.0,Alberta,Warren,4.0,M,82.0,802.0,O,New York Life Insurance,6.0,573323.0
TVK7816,pebevkfujgfunggrpxiqf,1-724-757-6864,2.0,NY,Coral Springs,1.0,U,79.0,710.0,O,CSX,8.0,1544205.0
irn7817,Hernznbh,1-628-017-0065,0.0,WA,Winston-Salem,,S,59.0,407.0,O,PPG Industries,2.0,2717331.0
Yik7818,WSKYOGUGL,1-412-700-9835,0.0,MS,Sioux Falls,,M,87.0,410.0,U,TD Ameritrade,8.0,639791.0
eix7819,EFJTNKCOTZOUWXKOZJF,1-458-534-5021,4.0,LA,Nashville,,S,2.0,539.0,U,Pepco Holdings,2.0,
SSY7820,Bbkyaldejvrhxeyupb,1-212-399-4585,0.0,NC,Virginia Beach,0.0,U,55.0,,O,Textron,2.0,1224394.0
Ema7821,vvvvxqqyinwklgh,1-925-811-3251,3.0,AR,West Covina,4.0,W,41.0,828.0,O,Chemtura,5.0,3884652.0
yoa7822,Fhhgrkluvgk,1-255-979-0567,2.0,Prince Edward Island,Torrance,5.0,,9.0,501.0,,United Rentals,9.0,3632849.0
FGB7823,Nevumcckjfwwwpbzaliucgxy,1-235-290-4774,2.0,LA,Thousand Oaks,0.0,M,86.0,415.0,O,Donaldson,7.0,3423972.0
ctr7824,Eylswx,1-789-903-0856,5.0,WA,Fayetteville,2.0,,39.0,625.0,O,Polo Ralph Lauren,8.0,334439.0
GDL7825,Gimryuhijdckhgrckatkdod,1-241-378-5340,1.0,NC,Tucson,0.0,S,,355.0,R,Universal American,9.0,
Uqb7826,NVORJLXLQEZOSRO,1-619-130-5337,0.0,RI,Grand Rapids,2.0,M,80.0,634.0,R,Convergys,10.0,2733760.0
sdj7827,JVOCBSAQIKCXZNKNIZBNPZP,1-068-004-0614,0.0,SD,Livonia,5.0,M,5.0,604.0,O,Spectra Energy,6.0,3813673.0
ETA7828,rtsbcfeu,1-746-214-7798,3.0,ID,London,0.0,U,91.0,691.0,O,Estee Lauder,2.0,2996284.0
DCN7829,Zdbpoxzxuzuzcgrarvo,1-824-437-0300,3.0,NJ,Pomona,5.0,S,18.0,,O,Washington Post,0.0,2682187.0
Lsa7830,HAECEFTN,1-867-461-4349,5.0,Saskatchewan,Oshawa,2.0,M,91.0,687.0,R,Curtiss-Wright,4.0,3831798.0
Ypj7831,Skcnmooeg,1-753-206-7932,1.0,MN,Topeka,5.0,W,81.0,324.0,O,Ford Motor,,760428.0
Ilp7832,Femvptxconsuivqbthqw,1-098-863-1605,1.0,GA,Raleigh,2.0,S,55.0,386.0,O,MDU Resources Group,6.0,2952394.0
JKM7833,DRGGBHWOEUCHS,1-093-144-9837,1.0,MN,Tallahassee,3.0,M,28.0,566.0,O,Sun Microsystems,8.0,765248.0
gfw7834,gcckahyxnqanam,,1.0,TX,Independence,2.0,U,63.0,799.0,O,Quanta Services,1.0,3439491.0
EHV7835,Ofdwqjgpgeus,1-263-424-8969,,NM,San Bernardino,3.0,M,47.0,630.0,O,Beazer Homes USA,5.0,2334173.0
Tkf7836,JUMJTFFDCVREKGFS,1-745-878-9056,2.0,NE,Inglewood,1.0,M,21.0,371.0,O,Coventry Health Care,8.0,3812091.0
Dgm7837,Wdwxnzowtx,1-397-946-9623,0.0,MT,Huntington Beach,3.0,M,65.0,407.0,O,Chesapeake Energy,3.0,2269485.0
Mps7838,Ycapkmjmkxooszzwsbtdweyifpkilq,1-120-520-1560,0.0,CO,Des Moines,5.0,U,65.0,525.0,O,Great Atlantic & Pacific Tea,9.0,1737147.0
Ftk7839,YRSBLRGEBFNTQWQMDBJPE,1-230-771-4862,5.0,KY,Hampton,3.0,M,42.0,,O,Estee Lauder,,3394079.0
XZD7840,Dkpxkjezmosjbpbi,1-478-181-4878,2.0,OK,Lancaster,1.0,S,42.0,377.0,O,AptarGroup,2.0,1684124.0
Val7841,zgkwuoltokgtxnumkuafvxxr,1-112-169-5136,1.0,KY,Lexington,1.0,U,41.0,812.0,R,Pacer International,8.0,835757.0
gxo7842,Uuotlforwlmxth,1-339-657-1052,0.0,KS,Windsor,4.0,U,41.0,755.0,,Enersys,6.0,600778.0
AMA7843,ENXLEURQRWSSUIXX,1-950-536-1586,0.0,MD,Casper,4.0,M,9.0,651.0,O,Ryder System,8.0,1276528.0
ufa7844,bcvrjfetetjghbmzkvbaoxeynonyso,1-562-334-7089,4.0,WY,Idaho Falls,3.0,S,38.0,761.0,O,,0.0,165037.0
Eig7845,Dicsxyxfmarnofwwdwuku,1-166-177-5281,,VT,Sunnyvale,4.0,D,,446.0,O,MetLife,5.0,2757243.0
mgi7846,Xphttzltjhlrwxucqgopc,1-609-761-7221,5.0,AR,Colorado Springs,2.0,M,37.0,455.0,U,Great Atlantic & Pacific Tea,3.0,1551248.0
Wzn7847,veywteoxmwvugznaagursvqfohkrk,1-129-125-9035,1.0,NE,Carrollton,3.0,S,80.0,659.0,O,Google,3.0,1321056.0
Zft7848,VDXKNNRJQCCOBZRHZPV,1-936-540-4054,5.0,NC,Tempe,4.0,U,2.0,713.0,O,,7.0,3534970.0
Ump7849,rvxdk,1-690-233-8236,3.0,VA,Fort Wayne,3.0,W,87.0,495.0,U,Werner Enterprises,1.0,1894764.0
XCW7850,gazkpimwyrfwdvjxd,1-789-837-7238,1.0,NV,Paterson,2.0,M,7.0,626.0,O,Bristol-Myers Squibb,6.0,1066589.0
Vjc7851,NUYFMRJTUMUJAHWUKOFURKWPPCJXS,1-129-134-1820,5.0,MI,Santa Rosa,3.0,M,17.0,335.0,U,Dr Pepper Snapple Group,9.0,3583968.0
Wov7852,Tjyltdejmep,1-613-597-5717,0.0,ID,Brownsville,,D,41.0,504.0,R,Valspar,1.0,2685074.0
Mjl7853,qvihipsexxf,1-207-263-3980,1.0,OR,Durham,0.0,S,31.0,507.0,O,Fifth Third Bancorp,8.0,406002.0
Xqn7854,Kswapmyzwbpyzo,1-833-808-2289,1.0,OR,Grand Rapids,1.0,D,81.0,739.0,O,Winn-Dixie Stores,,3551514.0
Lsp7855,Wlqztpolurziuqvntcj,1-383-304-3979,4.0,NJ,Idaho Falls,3.0,M,72.0,775.0,O,Henry Schein,2.0,3048132.0
sjw7856,XGGHMUEFKMDVKKZIGPQC,1-982-376-7085,1.0,AZ,Norfolk,3.0,S,29.0,486.0,O,Sanmina-SCI,8.0,1444829.0
oae7857,wsrlemaurpo,1-817-038-9599,0.0,Manitoba,Lexington,1.0,M,31.0,665.0,O,Pentair,6.0,577156.0
Slm7858,Rqxdxjkkmiijjnovvzxoc,1-532-467-7887,3.0,NY,Warwick,0.0,M,57.0,743.0,R,Northwestern Mutual,7.0,1633874.0
Pea7859,Awvrmvo,1-954-558-4116,2.0,TX,Lansing,3.0,U,67.0,,,AmerisourceBergen,1.0,616351.0
Knu7860,Xcwwrmshlbd,1-050-997-0064,0.0,AZ,Albuquerque,0.0,U,95.0,433.0,O,Virgin Media,5.0,1768202.0
Qtg7861,wksjhaqgkaqflvgkvggeues,1-491-566-7949,5.0,MO,Orlando,1.0,W,22.0,611.0,,Waste Management,3.0,1298890.0
Dcq7862,uvxkhvrlkdfkqhux,1-938-251-5007,3.0,RI,Lincoln,5.0,M,28.0,813.0,O,Pepsi Bottling,8.0,1491737.0
Bie7863,yruaeieaghzeokcvbwfagjc,1-197-300-6114,5.0,MI,St. Petersburg,1.0,M,62.0,441.0,O,,9.0,2985049.0
