gncd,cntr,ntwrth,ddrssln2,phn,mplr,ncm,nmbrcrdtcrds,mddlntl,wnrrntflg,frstnm,stt,nmbrcrs,nmbrchldrn,mrtlstts,g,crdtrtng
mei197,United States of America,295993.0,,1-055-694-7984,Medical Mutual of Ohio,72797.0,2.0,S,O,JUOZAS,WY,0.0,3.0,S,87.0,666.0
Ceg198,United States of America,1220003.0,,1-166-844-7429,Lockheed Martin,260576.0,9.0,,O,Lysy,NC,0.0,1.0,S,57.0,587.0
hai199,United States of America,2400476.0,,1-516-930-4640,Yum Brands,200096.0,4.0,Z,O,ULA,ND,4.0,5.0,U,58.0,643.0
cle200,United States of America,2900897.0,,1-261-215-4290,Wesco International,,5.0,J,R,Francesca,GA,,4.0,,28.0,484.0
Cie201,United States of America,3942140.0,,1-681-572-7662,Volt Information Sciences,267656.0,3.0,W,R,emili,VA,3.0,1.0,U,95.0,
Par202,United States of America,2118119.0,,1-288-967-5460,Western Union,35253.0,8.0,,R,yogesh,Prince Edward Island,1.0,2.0,S,98.0,676.0
LOZ203,United States of America,338540.0,,1-315-022-2148,,113159.0,4.0,K,O,Xantippe,OR,5.0,2.0,M,55.0,300.0
Pas204,Canada,2617116.0,APT. 630,1-707-402-6121,Lubrizol,297444.0,8.0,,R,TINO,WI,2.0,3.0,,14.0,
Aul205,United States of America,1459711.0,,1-186-893-7846,C.H. Robinson Worldwide,52092.0,9.0,,O,AGGIE,ID,3.0,1.0,M,30.0,831.0
bar206,United States of America,1804959.0,,1-571-918-3795,Celgene,30249.0,7.0,N,O,Alane,MT,3.0,1.0,M,90.0,609.0
ELL207,United States of America,2957472.0,,1-206-055-2128,Leggett & Platt,483052.0,2.0,,O,ABBYE,MD,2.0,0.0,S,69.0,679.0
for208,United States of America,2919293.0,suite 344,1-963-724-8044,Fidelity National Information,287060.0,6.0,P,O,aleen,NY,4.0,0.0,U,67.0,634.0
Bur209,Canada,3610130.0,,1-050-641-8503,Arch Coal,274154.0,4.0,U,O,collen,HI,1.0,1.0,W,41.0,338.0
FOL210,United States of America,1209441.0,,1-020-258-1680,Affinia Group Intermediate,379659.0,4.0,,O,NEALA,DE,5.0,5.0,M,2.0,332.0
Led211,United States of America,1058712.0,,,Kellogg,,8.0,,O,CELISSE,PA,0.0,0.0,M,89.0,721.0
kop212,United States of America,1946028.0,,1-886-961-7857,PerkinElmer,100796.0,3.0,N,O,MEHMET,IN,4.0,1.0,,88.0,351.0
pay213,Canada,1420984.0,,1-999-799-7384,Limited Brands,128277.0,6.0,,O,Carlis,MT,1.0,1.0,M,90.0,564.0
PAL214,United States of America,213235.0,,1-362-078-4138,OfficeMax,147414.0,9.0,,O,marshal,WY,1.0,3.0,M,54.0,379.0
fel215,United States of America,472425.0,,1-174-723-5263,J.B. Hunt Transport Services,51559.0,8.0,,O,Fabien,FL,1.0,2.0,S,53.0,727.0
ATW216,United States of America,1160132.0,,1-898-789-3598,American Express,355622.0,2.0,,O,basia,RI,2.0,3.0,U,89.0,578.0
Mcb217,United States of America,2869995.0,,1-482-305-5399,Occidental Petroleum,468116.0,10.0,S,O,FARID,CO,5.0,1.0,W,31.0,642.0
Jal218,United States of America,3727044.0,apt. 3,1-834-784-7657,Shaw Group,276728.0,1.0,B,O,jyoti,SD,1.0,0.0,M,1.0,
vem219,Canada,2293241.0,,1-864-555-5341,W.W. Grainger,135306.0,,,R,Jandy,TX,3.0,0.0,S,57.0,554.0
BAR220,United States of America,2846515.0,,1-475-209-3369,IDT,99566.0,6.0,D,U,VO,VT,1.0,0.0,U,10.0,733.0
PES221,United States of America,1619956.0,,1-459-456-1848,General Mills,263959.0,10.0,U,O,Kien,IN,2.0,4.0,M,74.0,345.0
Sha222,United States of America,2367607.0,,1-802-797-1712,RBS Global,441498.0,6.0,,R,Tybi,UT,2.0,0.0,M,28.0,644.0
Sch223,United States of America,3795566.0,,,Realogy,429621.0,3.0,J,U,Nhien,NV,3.0,0.0,S,96.0,564.0
Mat224,United States of America,734762.0,,1-224-760-3774,ArvinMeritor,181214.0,10.0,L,O,Florance,TX,1.0,3.0,M,42.0,465.0
JAI225,United States of America,908994.0,,1-511-883-9082,Amkor Technology,212502.0,8.0,,O,Ros,OR,,4.0,D,64.0,652.0
KAR226,United States of America,2561296.0,,,Lear,244545.0,6.0,,O,Genevieve,Ontario,5.0,4.0,M,,714.0
gus227,Canada,3181069.0,APT. 587,1-405-014-0029,Asbury Automotive Group,218681.0,10.0,,R,EMILIO,Saskatchewan,5.0,4.0,M,49.0,383.0
Ann228,United States of America,2632226.0,,1-076-073-0994,Limited Brands,296916.0,7.0,K,O,JANEEN,MO,,5.0,,81.0,336.0
lab229,Canada,,,1-690-040-0846,Beazer Homes USA,453659.0,9.0,R,O,cathrin,UT,0.0,2.0,,57.0,626.0
fli230,United States of America,1151333.0,,1-211-707-3341,,194450.0,0.0,M,U,kirstin,IL,3.0,0.0,S,42.0,549.0
sat231,United States of America,2763939.0,,1-642-203-7899,Acuity Brands,49533.0,0.0,,O,giles,NM,5.0,4.0,U,30.0,492.0
tho232,United States of America,370710.0,,1-792-738-9524,ABM Industries,394819.0,0.0,I,O,Ted,NC,2.0,4.0,M,56.0,327.0
CRI233,United States of America,1192164.0,,1-881-269-3949,,342754.0,10.0,L,O,hayden,AZ,3.0,3.0,S,3.0,545.0
Gas234,United States of America,223487.0,,1-537-303-6219,Southwestern Energy,224435.0,0.0,V,O,Gail,CT,1.0,0.0,M,53.0,571.0
Cha235,United States of America,2341143.0,,1-682-154-3638,Delta Air Lines,37717.0,7.0,,O,las,VA,0.0,2.0,W,67.0,423.0
Net236,United States of America,1774784.0,,1-512-708-0580,ITT,286483.0,4.0,,O,Noelyn,NV,1.0,0.0,,94.0,655.0
WOO237,United States of America,3951308.0,,1-598-440-6359,Health Management Associates,185412.0,0.0,,O,izak,VA,0.0,5.0,M,37.0,488.0
val238,United States of America,2756025.0,,1-281-206-9270,Western Union,472518.0,6.0,,,bernita,British Columbia,4.0,,M,75.0,352.0
Ber239,United States of America,1833112.0,,1-442-133-8200,Family Insurance Group,425307.0,0.0,,O,Karmen,VA,,1.0,M,51.0,810.0
lab240,United States of America,698884.0,,1-607-062-8891,Advance Auto Parts,304909.0,8.0,F,O,Rio,TX,2.0,2.0,D,74.0,686.0
VRE241,Canada,3287261.0,,,J.P. Morgan Chase & Co.,231226.0,0.0,X,R,ISABELLE,CO,0.0,2.0,M,100.0,389.0
GOO242,United States of America,3337290.0,,1-141-622-5196,Fidelity National Financial,219026.0,,,U,Micro,GA,0.0,0.0,M,,761.0
cha243,United States of America,2963197.0,,1-500-101-2792,Toro,414993.0,4.0,S,O,maribel,NE,0.0,1.0,D,28.0,589.0
TAM244,United States of America,1487009.0,,1-655-973-7192,Mueller Water Products,24837.0,1.0,W,O,NADYA,NC,0.0,0.0,M,18.0,492.0
CUM245,United States of America,3177428.0,Suite 463,1-972-039-2576,Energy Future Holdings,200645.0,10.0,,U,Darrell,OK,2.0,5.0,D,77.0,442.0
SIM246,United States of America,1886280.0,,1-764-148-5233,Weis Markets,22605.0,8.0,E,O,Hoy,MO,4.0,3.0,S,14.0,649.0
Est247,United States of America,1853087.0,,1-399-618-9069,MasterCard,,8.0,,O,shana,AR,0.0,0.0,U,23.0,337.0
han248,United States of America,195847.0,,1-628-481-6657,Oracle,389524.0,8.0,P,R,HQ,MT,4.0,,D,1.0,572.0
Pee249,United States of America,3727580.0,,1-085-050-1119,Mutual of America Life,232945.0,0.0,Y,U,Co,Newfoundland,4.0,3.0,M,58.0,666.0
bli250,United States of America,2993662.0,,1-993-284-6634,JetBlue Airways,390626.0,4.0,T,O,Beb,OR,2.0,3.0,D,98.0,567.0
Lea251,United States of America,2886788.0,,1-395-464-9156,Western Refining,286207.0,5.0,,O,Sherrill,NM,5.0,3.0,,76.0,574.0
Wil252,United States of America,3672610.0,,1-811-547-9696,Western Refining,391468.0,2.0,U,,takehiko,FL,5.0,0.0,S,59.0,498.0
kom253,Canada,3245637.0,,,Bristol-Myers Squibb,171326.0,9.0,,R,FLOSSIE,MS,5.0,2.0,U,81.0,836.0
Wel254,United States of America,959636.0,,1-648-501-2866,AutoNation,294972.0,8.0,,,Chryste,Saskatchewan,2.0,3.0,M,31.0,759.0
Lac255,United States of America,1037702.0,,1-332-974-4753,Boeing,131039.0,6.0,,O,Sheelagh,NE,3.0,5.0,S,1.0,563.0
Hon256,United States of America,69141.0,,1-217-048-6379,Advanced Micro Devices,480287.0,8.0,,U,DICKENS,TN,1.0,5.0,S,28.0,313.0
Con257,United States of America,2818725.0,,,Unitrin,276404.0,6.0,,O,Maury,OR,0.0,4.0,M,36.0,771.0
han258,United States of America,3153373.0,,1-246-119-5490,Liberty Media,435481.0,1.0,,O,Dorothy,ID,0.0,5.0,S,47.0,717.0
WOJ259,United States of America,616608.0,,,Jarden,,2.0,,O,CHICKIE,WV,4.0,4.0,D,77.0,355.0
Ami260,United States of America,1014586.0,,1-347-479-6259,Cincinnati Financial,499891.0,10.0,P,O,Lavinia,MI,4.0,4.0,U,91.0,383.0
Mo261,United States of America,1679903.0,,1-881-547-3819,Steel Dynamics,394640.0,1.0,A,O,Kristine,AL,5.0,5.0,S,46.0,579.0
BUR262,Canada,1062919.0,,1-155-847-4022,OGE Energy,359040.0,5.0,,O,tobi,TN,4.0,3.0,M,36.0,324.0
Kos263,United States of America,3684297.0,,1-946-987-5835,Hartford Financial Services,429949.0,0.0,X,R,Frederica,Manitoba,5.0,2.0,M,18.0,752.0
Bor264,Canada,1805618.0,,,Penske Automotive Group,333500.0,2.0,,O,Cayla,CO,5.0,2.0,D,27.0,723.0
LAR265,United States of America,1852935.0,,,Amkor Technology,480399.0,1.0,K,U,BRIAN,OR,2.0,,S,79.0,349.0
BOU266,United States of America,1528702.0,,1-551-913-3853,Psychiatric Solutions,73398.0,4.0,,O,ROCH,CO,2.0,5.0,W,72.0,643.0
Pan267,United States of America,178411.0,,1-666-863-1257,Calpine,,0.0,,O,Charly,NC,3.0,0.0,W,26.0,390.0
Wal268,United States of America,2245432.0,,1-938-871-9739,Saks,446105.0,7.0,,O,joli,Alberta,4.0,4.0,U,31.0,801.0
Mue269,Canada,3058077.0,,1-333-561-7008,BE Aerospace,128126.0,2.0,,O,Kasper,VT,0.0,4.0,S,2.0,741.0
Zub270,Canada,723251.0,Apt. 986,1-514-023-2587,Exterran Holdings,371101.0,8.0,,O,Joo-geok,VT,2.0,1.0,D,81.0,821.0
Sei271,United States of America,3755553.0,,1-027-811-2670,Penn National Gaming,263066.0,5.0,D,O,Winona,SC,3.0,,M,69.0,830.0
Cav272,United States of America,757755.0,,1-475-590-2337,PetSmart,,,,R,king-haut,SD,0.0,1.0,M,69.0,441.0
Har273,United States of America,3610784.0,,1-214-794-0930,First Data,453776.0,2.0,,R,DARLENE,New Brunswick,3.0,1.0,D,80.0,484.0
Nau274,United States of America,2994154.0,,1-988-429-0103,Liz Claiborne,494609.0,8.0,R,O,Deana,Manitoba,4.0,5.0,,14.0,653.0
Ste275,Canada,612241.0,,1-143-517-2347,Alcoa,233618.0,7.0,,R,Laurette,NJ,0.0,2.0,D,39.0,727.0
Cho276,United States of America,1352198.0,,1-709-720-3248,Perini,,0.0,D,O,Renell,TX,1.0,,U,0.0,535.0
Lux277,United States of America,2534935.0,,1-314-831-7578,Hudson City Bancorp,154521.0,9.0,R,R,Meriann,MD,5.0,4.0,W,59.0,320.0
Far278,United States of America,3189762.0,,1-342-101-7385,Sigma-Aldrich,438162.0,1.0,,O,KATALIN,WV,4.0,4.0,W,60.0,775.0
Shi279,United States of America,447872.0,,1-419-495-9429,Plains Exploration,352602.0,,,O,Gayel,OH,3.0,4.0,M,4.0,606.0
Pip280,United States of America,3207012.0,,1-992-551-4676,W.R. Berkley,194788.0,5.0,P,O,Lourdes,NH,4.0,2.0,S,74.0,
Sug281,Canada,303926.0,,1-183-910-2398,Cooper-Standard Holdings,437119.0,6.0,,O,Jooran,IL,0.0,1.0,W,66.0,685.0
Kum282,Canada,3685802.0,,1-114-136-8583,Ryder System,66431.0,5.0,F,O,Damian,SD,0.0,5.0,M,36.0,770.0
LOR283,United States of America,3180558.0,,1-985-895-6709,Merck,380368.0,4.0,L,O,teressa,DC,4.0,4.0,M,55.0,694.0
KUR284,United States of America,,Apt. 247,1-864-279-4768,Chubb,7377.0,4.0,,O,Phedra,MO,1.0,3.0,D,57.0,530.0
ser285,Canada,3507884.0,,1-744-443-0610,Cummins,87533.0,1.0,D,O,Flora,NJ,5.0,0.0,S,76.0,609.0
Ado286,Canada,2230968.0,,1-710-698-6175,Advance Auto Parts,76061.0,3.0,N,O,ezmeralda,SD,2.0,4.0,M,63.0,619.0
Bol287,United States of America,814197.0,,1-473-272-4862,Airgas,486482.0,7.0,M,O,Clary,AK,4.0,3.0,M,76.0,821.0
sav288,United States of America,2254862.0,,1-767-745-4346,Mattel,436307.0,6.0,,O,Yokan,Newfoundland,4.0,,M,22.0,553.0
Mar289,United States of America,91935.0,,1-072-333-8934,Rite Aid,420621.0,,F,O,PATRIZIA,PA,,0.0,D,,529.0
Bar290,United States of America,1818938.0,,,Forest Laboratories,187944.0,4.0,K,O,Ileane,NJ,1.0,1.0,W,7.0,507.0
Woo291,United States of America,177543.0,,1-113-957-9923,Pioneer Natural Resources,146651.0,8.0,N,O,olivia,NJ,0.0,2.0,S,4.0,726.0
Bir292,United States of America,3078579.0,,1-270-496-9696,H&R Block,118757.0,8.0,,O,yolande,IL,2.0,1.0,,39.0,684.0
Lav293,United States of America,1222308.0,,1-151-106-1324,Colgate-Palmolive,467906.0,4.0,A,O,Kitson,Ontario,1.0,1.0,U,84.0,
Mcm294,United States of America,3341105.0,,1-130-325-1266,CBS,89920.0,7.0,,O,Abdullah,MI,0.0,0.0,S,26.0,314.0
Pau295,United States of America,3128005.0,,1-102-293-7755,Cytec Industries,43770.0,4.0,,O,vradmin,TN,,1.0,S,72.0,
Lea296,United States of America,,Suite 130,1-177-880-1774,Calumet Specialty Products,435272.0,9.0,F,U,LEUNG,MD,2.0,4.0,W,20.0,645.0
Seh297,United States of America,,,1-042-914-3849,Popular,464094.0,8.0,A,R,collen,CO,3.0,1.0,U,100.0,713.0
hit298,United States of America,594723.0,,1-074-076-1898,Patterson-UTI Energy,474686.0,9.0,,O,Constancy,NC,0.0,3.0,U,83.0,357.0
GAS299,United States of America,787771.0,,1-217-087-5277,Viacom,106730.0,5.0,,U,ERNESTO,Manitoba,1.0,,D,45.0,649.0
hue300,United States of America,148371.0,apt. 35,1-377-905-7875,Calumet Specialty Products,97186.0,0.0,E,,wing-man,OR,1.0,1.0,M,56.0,835.0
Kle301,United States of America,2760822.0,,1-205-909-8362,AMR,161132.0,0.0,,O,FAWN,UT,4.0,1.0,M,65.0,
Win302,United States of America,2240874.0,,1-752-780-8339,Olin,393718.0,1.0,V,R,PRYOR,IL,2.0,,M,96.0,629.0
Mar303,United States of America,3676798.0,,,Bon-Ton Stores,31765.0,1.0,M,O,Ofelia,CA,3.0,2.0,U,40.0,587.0
SWA304,Canada,1137557.0,Suite 113,1-147-089-1963,Werner Enterprises,411526.0,8.0,,R,elyssa,ID,0.0,3.0,M,51.0,786.0
Joy305,United States of America,978089.0,,1-956-899-9979,PepsiCo,316374.0,10.0,,O,Evvie,LA,4.0,3.0,M,85.0,415.0
mcr306,United States of America,3268379.0,suite 308,1-149-281-5678,American Electric Power,233970.0,5.0,,O,yan-zhen,WV,5.0,4.0,S,11.0,791.0
Pre307,United States of America,2476914.0,,1-880-678-6428,Community Health Systems,185988.0,0.0,X,R,Alka,MN,3.0,5.0,M,100.0,413.0
HIN308,United States of America,,,1-589-765-3895,IAC/InterActiveCorp,443246.0,7.0,,O,Laz,Quebec,2.0,5.0,M,51.0,428.0
Sel309,United States of America,3405002.0,,1-413-343-2912,Jack in the Box,474421.0,10.0,,O,Ashlee,Quebec,1.0,1.0,W,,810.0
Wea310,United States of America,1958810.0,,1-312-593-5173,U.S. Bancorp,256222.0,2.0,,U,AUGUSTA,MD,2.0,0.0,U,39.0,324.0
TOM311,United States of America,1941022.0,,1-805-115-9823,PharMerica,396342.0,6.0,C,O,Helga,UT,4.0,1.0,,47.0,587.0
Ens312,United States of America,1309748.0,,1-956-260-8837,AGL Resources,4870.0,1.0,,,Partick,RI,0.0,1.0,,,700.0
Ger313,United States of America,3632370.0,,1-451-999-0585,Arkansas Best,379475.0,,P,O,ALYS,MA,2.0,3.0,S,66.0,734.0
Bat314,Canada,2475001.0,,,BorgWarner,422366.0,0.0,,,OVILA,MN,4.0,2.0,S,83.0,651.0
LON315,United States of America,2075664.0,,1-359-607-4329,Pride International,67927.0,,N,R,abby,TX,4.0,4.0,W,49.0,555.0
Tun316,Canada,1250329.0,,1-363-394-6166,DaVita,363160.0,1.0,F,R,koral,WI,4.0,2.0,M,,614.0
eis317,Canada,212451.0,,1-015-803-2474,Xerox,419888.0,8.0,,O,BEVYN,New Brunswick,4.0,2.0,M,73.0,794.0
Vuc318,Canada,3049747.0,,1-362-478-2862,Republic Services,229870.0,8.0,C,U,maskell,ID,1.0,5.0,D,86.0,482.0
bea319,United States of America,2417447.0,Apt. 453,1-558-480-1200,Cephalon,158840.0,2.0,,O,Charlsey,British Columbia,0.0,5.0,U,48.0,591.0
Fer320,Canada,2612998.0,,1-703-636-9996,,430061.0,8.0,W,O,Annick,NV,1.0,0.0,U,,566.0
Soo321,United States of America,734375.0,,1-154-086-1903,National Fuel Gas,194526.0,6.0,,O,GURSHARAN,MN,0.0,,M,37.0,381.0
Bir322,United States of America,3717995.0,,1-547-387-1078,Target,424188.0,7.0,,O,garnette,IL,0.0,2.0,D,68.0,374.0
Ver323,United States of America,956825.0,,1-748-212-2340,Expedia,470701.0,,Q,O,nguyet,Manitoba,0.0,0.0,U,,328.0
De 324,United States of America,,,1-846-315-1764,Hudson City Bancorp,404911.0,8.0,C,O,KORRIE,Alberta,1.0,,S,66.0,807.0
Bla325,Canada,2390111.0,,1-179-983-1576,PharMerica,,1.0,,O,Nazi,TN,3.0,4.0,S,14.0,311.0
Hur326,United States of America,3576639.0,,1-073-769-1833,Men's Wearhouse,436285.0,5.0,U,O,Nance,ME,5.0,3.0,S,69.0,647.0
ray327,United States of America,339669.0,,1-353-395-2825,Williams,391695.0,,,O,Corny,GA,0.0,4.0,,35.0,622.0
nix328,Canada,2731417.0,,1-771-657-6355,SPX,479851.0,7.0,,R,DANIELLE,AK,3.0,0.0,U,78.0,570.0
zag329,United States of America,2179616.0,,1-942-527-3307,BE Aerospace,409873.0,8.0,K,R,bell,CT,4.0,5.0,S,33.0,840.0
Roi330,United States of America,,,,Wells Fargo,245133.0,2.0,,O,Jany,WI,0.0,4.0,M,77.0,389.0
Hog331,United States of America,2950835.0,,1-205-874-4529,,181694.0,2.0,T,,Dvm,MO,,5.0,M,94.0,467.0
Mar332,United States of America,1515524.0,Apt. 345,,Lincoln National,106385.0,8.0,,O,Nedi,MS,2.0,2.0,S,19.0,793.0
Col333,United States of America,2007473.0,APT. 492,1-831-988-7672,Targa Resources,488485.0,3.0,W,O,Gilda,NY,4.0,2.0,,50.0,749.0
neg334,United States of America,1757951.0,,1-079-481-2220,Spherion,90218.0,8.0,T,O,paqs,MI,3.0,2.0,D,65.0,789.0
Wil335,Canada,1980948.0,,1-853-953-1134,Family Insurance Group,308552.0,8.0,J,O,Lubomyr,MD,2.0,1.0,,29.0,768.0
Gos336,United States of America,1630998.0,,1-471-099-6976,Adobe Systems,380031.0,6.0,,O,melantha,SD,5.0,5.0,U,37.0,625.0
Ntp337,United States of America,463905.0,,1-235-350-8301,Blockbuster,348345.0,0.0,,O,Quinn,Prince Edward Island,2.0,5.0,M,56.0,751.0
mil338,United States of America,352542.0,,1-020-844-6258,Radian Group,406014.0,3.0,A,O,Kimberli,TN,1.0,4.0,S,,460.0
TEL339,United States of America,3243615.0,,1-101-164-5047,M&F Worldwide,55811.0,8.0,,R,fredi,ID,,4.0,U,46.0,812.0
RIV340,United States of America,156383.0,,1-424-458-1913,MeadWestvaco,456536.0,0.0,,O,nuri,MO,4.0,4.0,M,28.0,532.0
hol341,United States of America,3366650.0,,1-071-151-3531,RadioShack,42908.0,8.0,M,R,Zondra,Ontario,4.0,1.0,U,31.0,509.0
Fry342,United States of America,3762007.0,,1-548-500-5378,Abbott Laboratories,319596.0,0.0,,R,Suvanee,UT,5.0,4.0,U,55.0,461.0
Esc343,United States of America,2915479.0,,1-780-269-2599,Phoenix,146636.0,2.0,D,O,Cornelle,CT,2.0,,S,26.0,
LID344,United States of America,518175.0,,1-503-223-2295,Medical Mutual of Ohio,282004.0,4.0,,,Pammy,CA,5.0,2.0,M,93.0,332.0
BAY345,United States of America,3240188.0,,1-036-637-5684,National Oilwell Varco,339377.0,1.0,H,R,ISADORA,IN,5.0,4.0,M,14.0,371.0
SED346,United States of America,492570.0,Apt. 449,1-117-775-7922,Cincinnati Financial,391590.0,8.0,,O,Subra,NE,1.0,1.0,U,30.0,546.0
SHU347,United States of America,3189432.0,,1-420-197-0842,Ecolab,319668.0,6.0,,U,gillie,VT,3.0,1.0,M,18.0,754.0
hin348,United States of America,1862636.0,,1-057-255-5641,Baldor Electric,251066.0,2.0,,O,Whitfield,HI,4.0,,U,69.0,516.0
Luw349,United States of America,1891784.0,Apt. 954,1-864-198-2367,Smithfield Foods,122433.0,1.0,,O,Shana,WA,1.0,1.0,W,60.0,737.0
PCB350,United States of America,2999683.0,,1-089-865-4449,Hormel Foods,229086.0,1.0,,O,Kaile,Saskatchewan,4.0,2.0,D,77.0,404.0
BEZ351,United States of America,1482145.0,,1-848-728-0817,Patterson,387138.0,0.0,,O,Reeba,SC,4.0,2.0,M,,583.0
Buc352,United States of America,2237352.0,,1-816-138-9438,Anadarko Petroleum,192643.0,8.0,E,O,Brenton,OK,5.0,3.0,U,62.0,461.0
RAM353,United States of America,2903967.0,,1-036-611-5081,Michael Foods,301108.0,2.0,,O,NERTI,NJ,5.0,3.0,M,96.0,343.0
THR354,United States of America,2208391.0,,1-841-019-7366,International Game Technology,448626.0,0.0,,O,MARJI,KY,3.0,0.0,W,45.0,431.0
RAU355,United States of America,1052954.0,,1-285-189-5251,Western Digital,432792.0,10.0,L,R,Aloysia,ME,1.0,4.0,M,65.0,319.0
Gol356,United States of America,3751568.0,,1-632-062-4993,Sonoco Products,499596.0,0.0,,O,marietta,WY,5.0,2.0,M,12.0,504.0
Upd357,Canada,1980882.0,,1-614-232-0003,Verizon Communications,30189.0,6.0,M,O,janean,MO,4.0,4.0,M,71.0,611.0
MOR358,United States of America,579641.0,,1-035-288-5444,Securian Financial Group,111428.0,2.0,R,O,irving,AK,4.0,2.0,,38.0,359.0
SHA359,Canada,3476510.0,,1-477-970-4729,Electronic Arts,146638.0,2.0,F,O,Ganesh,CT,5.0,2.0,W,7.0,398.0
Cla360,United States of America,505464.0,,1-092-479-3305,LandAmerica Financial Group,40323.0,4.0,S,O,DISCOVER,SD,3.0,4.0,M,30.0,
LIC361,United States of America,2494978.0,,1-618-745-5747,C.H. Robinson Worldwide,461807.0,0.0,V,O,manuela,IA,0.0,0.0,,58.0,537.0
PEL362,United States of America,1609289.0,Suite 471,1-363-472-9200,Alaska Air Group,184868.0,1.0,,O,vu,UT,5.0,5.0,U,8.0,743.0
Ash363,Canada,,,1-430-155-3830,Buildings Materials Corp.,125814.0,8.0,K,O,anni,Newfoundland,5.0,3.0,M,18.0,432.0
DYN364,United States of America,1681770.0,,1-637-251-1599,Interactive Brokers Group,267270.0,10.0,,R,hesther,ID,2.0,3.0,S,83.0,614.0
Lar365,United States of America,,,1-392-994-6165,Rockwell Automation,408878.0,6.0,,O,brynna,MI,0.0,1.0,M,50.0,704.0
ENG366,Canada,2933990.0,,1-351-837-0111,Pantry,418717.0,0.0,,R,CANTRELL,CA,2.0,3.0,M,88.0,604.0
Har368,United States of America,2112951.0,,1-352-607-5329,Werner Enterprises,345984.0,5.0,,R,Shelbi,MD,0.0,2.0,U,60.0,556.0
Hey369,United States of America,3418282.0,,1-227-269-1037,Cisco Systems,171271.0,1.0,J,O,Elzbieta,KS,2.0,5.0,U,52.0,344.0
leh370,Canada,2898609.0,,1-208-109-2479,Lockheed Martin,448397.0,6.0,C,O,KAI-WAI,WI,0.0,3.0,W,48.0,388.0
Co-371,Canada,1765032.0,apt. 926,1-265-022-0496,SanDisk,359271.0,8.0,V,O,Felisha,NC,4.0,,U,40.0,416.0
Elt372,Canada,3176317.0,,1-220-323-3039,News Corp.,322068.0,6.0,,O,Rchlab,TN,2.0,2.0,M,69.0,709.0
Alv373,United States of America,461490.0,,1-055-237-4260,Markel,76346.0,5.0,I,O,CARLYNNE,IL,2.0,,M,42.0,426.0
YOK374,United States of America,3164372.0,,1-285-900-2874,Silgan Holdings,469442.0,2.0,H,R,JAWAID,OR,0.0,1.0,M,39.0,665.0
ZIN375,United States of America,1294197.0,,1-562-501-9401,SPX,167918.0,3.0,,O,twana,DC,2.0,0.0,M,19.0,547.0
zim376,United States of America,661877.0,,1-572-985-7236,L-3 Communications,104354.0,,K,O,KALI,Saskatchewan,0.0,4.0,U,10.0,558.0
laf377,United States of America,2709193.0,,1-378-748-1930,Thermo Fisher Scientific,467285.0,9.0,X,O,Marguerite,KS,4.0,4.0,M,47.0,511.0
POP378,Canada,1744304.0,,1-525-579-7508,Kimberly-Clark,,7.0,Q,R,Yannick,British Columbia,1.0,,S,83.0,504.0
men379,United States of America,1670195.0,,1-901-469-7568,Church & Dwight,72940.0,6.0,V,O,issy,MI,5.0,2.0,S,,693.0
TUR380,Canada,1443342.0,,,Vanguard Health Systems,150336.0,0.0,,O,Phuong,CT,5.0,4.0,M,42.0,454.0
fee381,United States of America,681302.0,,1-260-434-2400,Embarq,81333.0,10.0,H,O,Ernesto,IA,0.0,4.0,D,2.0,372.0
ter382,United States of America,3406439.0,,1-304-461-8478,AMC Entertainment,117399.0,9.0,,O,vikky,NH,0.0,3.0,S,67.0,568.0
BAR383,Canada,315234.0,,1-413-648-3099,Sigma-Aldrich,489099.0,4.0,,R,chloe,TN,4.0,4.0,M,,530.0
Tap384,United States of America,2584094.0,,1-229-508-9311,Leap Wireless International,201358.0,7.0,V,O,tilak,MS,0.0,5.0,M,77.0,770.0
Mod385,United States of America,,Apt. 936,1-259-692-4195,CME Group,47401.0,2.0,,O,Bob,Ontario,1.0,4.0,,19.0,646.0
cim386,United States of America,977864.0,APT. 587,1-798-192-2357,Allstate,259459.0,1.0,,O,SKICLUB,CT,4.0,4.0,U,8.0,397.0
Sal387,United States of America,1163838.0,,1-093-204-5478,Curtiss-Wright,351789.0,1.0,,O,Marybeth,RI,3.0,1.0,M,,713.0
bru388,United States of America,69460.0,,1-564-311-0205,Family Dollar Stores,206326.0,9.0,,O,Nawa,TX,2.0,1.0,M,83.0,346.0
GAU389,United States of America,3599223.0,,1-789-574-4753,Spectrum Brands,341402.0,8.0,,O,Lydie,Saskatchewan,4.0,3.0,D,43.0,482.0
LOB390,United States of America,1381885.0,,1-270-694-9104,Comerica,438918.0,2.0,L,O,candida,CA,5.0,3.0,D,46.0,753.0
DAN391,Canada,171313.0,,1-659-227-7397,CenturyTel,413943.0,10.0,,,wieslaw,MN,1.0,5.0,M,14.0,691.0
SAL392,United States of America,1373558.0,,1-154-445-3681,Scholastic,211789.0,6.0,,R,Joke,AK,1.0,0.0,M,72.0,587.0
