State,NumberCreditCards,AgencyID,LastName,Age,AddressLine1,OwnOrRentFlag,MiddleInitial,Country,CreditRating,Income,NetWorth,NumberChildren,MaritalStatus,Gender,NumberCars,City,PostalCode,AddressLine2,Employer,Phone,FirstName
MD,2.0,law141,lawlis,76.0,20025 routh crescent,O,L,United States of America,,20397.0,3810365.0,1.0,U,m,1.0,Costa Mesa,v6n 1v9,,Bemis,1-267-357-1943,Otha
New Brunswick,6.0,Bee142,Beebe,5.0,4144 LAKE PARK LANE,O,D,United States of America,664.0,463094.0,2641938.0,2.0,U,m,2.0,Houston,83702,Suite 397,Securian Financial Group,1-602-756-7919,Rodie
HI,7.0,sch143,schlange,65.0,3375 sakowitz lane,O,,United States of America,789.0,331900.0,3857323.0,1.0,U,m,4.0,Bakersfield,80125,,Ford Motor,1-793-864-7010,DULCE
ND,0.0,Wit144,Witchlow,94.0,7255 berry way,U,,United States of America,803.0,8421.0,1636212.0,0.0,S,,5.0,Chesapeake,M5G 1Y7,,ConAgra Foods,1-637-020-2921,Win
Nova Scotia,3.0,MER145,MEREDITH,95.0,3131 WATHAN SOUTH,,Q,United States of America,720.0,35780.0,2999082.0,4.0,M,F,4.0,Sandy,80213,,Charter Communications,1-428-797-6325,Roselin
ME,4.0,bia146,bialkenius,28.0,18440 RYAN NORTH,R,,United States of America,839.0,139897.0,2280820.0,0.0,M,m,1.0,Lewiston,60737,,Calpine,1-011-549-5618,Malanie
Alberta,0.0,Swi147,Swiat,76.0,13222 glen loch road,O,P,United States of America,621.0,414119.0,1050866.0,1.0,D,m,4.0,Elizabeth,90510,SUITE 464,Crane,1-993-255-5481,TARYN
VT,3.0,bul148,bullinger,81.0,7889 MURRAY WAY,O,,United States of America,628.0,234035.0,,4.0,D,,5.0,Sudbury,92882,,Textron,1-487-749-4448,MALENA
DE,6.0,TYR149,TYRRELL,38.0,7527 whale drive,O,,Canada,813.0,144405.0,603001.0,5.0,W,F,3.0,Austin,98121,,Idearc,1-192-352-2184,Dorie
MA,3.0,Fyf150,Fyfe,25.0,17788 eagle trace park,R,,United States of America,367.0,55441.0,3368239.0,3.0,W,,5.0,Salinas,H2e 1x9,,Cabela's,1-293-442-4224,Liese
CA,10.0,Sic151,Sicard,0.0,7661 GRANT WAY,O,,United States of America,807.0,392869.0,1042629.0,2.0,D,,4.0,Peoria,23503,,EOG Resources,1-078-502-6700,tele
Manitoba,8.0,CAS152,CASTEN,61.0,4806 crystal hills street,O,,United States of America,501.0,402416.0,1948746.0,4.0,U,F,3.0,Sydney,40208,,,1-430-909-3001,astra
TN,10.0,Cho153,Choy,3.0,4211 WILLS NORTH,O,S,United States of America,490.0,89984.0,3113862.0,2.0,U,,0.0,San Antonio,75201,,Burlington Coat Factory,1-392-455-0895,marnia
FL,3.0,CHA154,CHACKO,77.0,7524 linberg north,O,,United States of America,321.0,395773.0,2777290.0,3.0,W,,2.0,Oklahoma City,93852,,Southwest Airlines,1-273-921-9787,AMY
CA,6.0,bei155,beil,8.0,14266 lemming south,R,E,United States of America,,126662.0,2210073.0,0.0,U,f,1.0,Miami,32312,,RPM International,1-012-993-4538,HAMILTON
CO,7.0,Ele156,Eleftheriou,34.0,1427 ADDAX LANE,O,J,United States of America,446.0,132008.0,1999684.0,1.0,U,m,4.0,Yonkers,90059,,Amazon.com,1-890-859-4211,Kuldip
Saskatchewan,2.0,o'g157,o'grady,15.0,1625 fernando court,O,,United States of America,428.0,417218.0,2119678.0,5.0,M,F,5.0,Columbia,77006,,Neiman Marcus,1-080-032-3031,krystalle
UT,5.0,Kat158,Katchmar,66.0,335 floresta north,O,,United States of America,423.0,360063.0,169808.0,0.0,S,,0.0,Lubbock,23224,,Goldman Sachs Group,1-561-620-7173,Stella
ME,6.0,Lui159,Luin,55.0,22806 garson east,O,O,United States of America,499.0,100516.0,1072732.0,4.0,U,,5.0,Chattanooga,10055,,Boeing,1-017-439-0362,Marie-josee
NH,7.0,Kla160,Klavkalns,8.0,5524 vermack street,O,,United States of America,342.0,16814.0,2261442.0,1.0,S,f,1.0,Fargo,35830,,United Refining,1-248-539-6621,Nashib
VA,1.0,Bru161,Brunsting,7.0,18105 electra street,U,Z,United States of America,632.0,,2234368.0,3.0,M,,1.0,Omaha,v6m 1s9,,D.R. Horton,1-611-789-5569,Annette
TX,6.0,Apt162,Apter,97.0,719 holman court,O,Q,United States of America,525.0,315962.0,575288.0,1.0,M,,3.0,Yonkers,22304,,Jarden,1-023-151-8130,LENA
Saskatchewan,9.0,sch163,schuette,95.0,23553 MEMORIAL RUE,R,,United States of America,371.0,299268.0,1102479.0,1.0,M,f,5.0,Spokane,06101,,Systemax,1-005-574-3523,Christian
NH,4.0,Lan164,Lanava,92.0,16759 park avenue,O,,United States of America,699.0,301490.0,2995388.0,3.0,U,,1.0,Tulsa,78756,,Marriott International,1-550-487-1571,Morrie
VA,8.0,Fus165,Fusca,17.0,12296 WILLIAMS LOWER,O,,United States of America,435.0,36052.0,1147193.0,2.0,M,F,3.0,Garden Grove,93003,,Expeditors International,1-280-494-1415,LYMAN
IA,2.0,Nev166,Nevardauskis,81.0,9625 ALLEN BOULEVARD,U,R,United States of America,512.0,437483.0,1136540.0,4.0,U,F,1.0,Fort Lauderdale,T5D 1P2,,Great Plains Energy,1-803-438-4141,REUBEN
NC,6.0,SHA167,SHACKLEFORD,13.0,10340 jarvis road,O,,Canada,552.0,152971.0,1677669.0,,M,f,5.0,Philadelphia,10108,,Danaher,1-566-299-2351,Hermon
NH,8.0,Sau168,Sauck,78.0,13143 goodwin lane,O,P,Canada,,449495.0,2160706.0,2.0,M,,0.0,Sydney,t5c 1l3,,,1-586-363-4189,Paqs
AL,5.0,fri169,frischknecht,78.0,7160 BEATTY RUE,O,,United States of America,687.0,349827.0,2525665.0,1.0,M,,4.0,Waterbury,M5B 1Z8,,Watson Wyatt Worldwide,1-505-124-9029,GAETAN
British Columbia,0.0,fer170,fernandez,85.0,22679 chimney rock west,R,O,United States of America,433.0,9562.0,3517622.0,1.0,M,,3.0,Tacoma,V6H 1W2,,Yahoo,1-897-996-9812,leese
MD,7.0,LAN171,LANDERS,68.0,6769 pasadena upper,,,United States of America,746.0,24514.0,,2.0,U,M,1.0,Charlottetown,90308,,Convergys,1-922-919-5858,Amelie
IA,9.0,Bha172,Bhasin,1.0,20622 MCAFEE COURT,R,,Canada,405.0,407985.0,97675.0,0.0,M,,0.0,Independence,M5e 1y2,,Celanese,1-326-572-2988,TAMRA
ND,,Jor173,Jordan,83.0,10526 LINWOOD LANE,O,,United States of America,805.0,,,5.0,M,M,5.0,Escondido,80029,,Dana Holding,1-076-972-4311,bang
NY,5.0,KNU174,KNUDSEN,78.0,21088 vessey crescent,O,,United States of America,819.0,257897.0,3569070.0,4.0,M,F,4.0,Lansing,30350,,XTO Energy,1-341-595-8408,HILDEGARDE
OR,0.0,Ham175,Hamelin,,10884 ryan avenue,O,,United States of America,648.0,261143.0,1507616.0,5.0,M,F,0.0,Anaheim,97240,,Alliance Data Systems,,Carmody
MO,10.0,MAU176,MAUER,5.0,1481 gale court,R,,United States of America,401.0,110615.0,514151.0,5.0,U,,5.0,Glendale,R3A 1M1,,Franklin Resources,1-536-952-5040,Dareen
CT,8.0,Rez177,Rezansoff,43.0,18390 martins east,U,,United States of America,484.0,407799.0,2903408.0,0.0,U,F,2.0,Chula Vista,73172,Apt. 426,Fidelity National Financial,1-663-917-0422,WEN
MO,1.0,Koa178,Koa,53.0,23208 porter crescent,O,,Canada,463.0,195242.0,1695814.0,4.0,U,,4.0,Orlando,V6s 1p9,,FirstEnergy,1-843-773-1791,MOT
MN,5.0,HAN179,HANNEMAN,13.0,17026 durand north,O,B,United States of America,335.0,315490.0,868465.0,0.0,U,m,3.0,Cleveland,90140,,Commercial Metals,1-823-567-1252,leese
NC,10.0,jak180,jakim,7.0,16533 devonshire park,O,I,United States of America,,22201.0,2810709.0,4.0,U,,5.0,Huntington,94639,,Genzyme,1-744-421-7512,nettie
TN,7.0,ump181,umphres,17.0,8965 griffin east,R,C,United States of America,381.0,441579.0,3593363.0,5.0,M,,4.0,Fayetteville,22307,,US Airways Group,1-621-744-1484,AILEE
NV,1.0,Wic182,Wickham,67.0,22451 larner court,O,G,Canada,708.0,342730.0,2607636.0,2.0,M,,2.0,Riverside,55116,,Advanced Micro Devices,1-973-214-3381,chan
AL,8.0,Gat183,Gates,54.0,3681 HOLLY KNOLL CRESCENT,R,,Canada,354.0,117267.0,2735642.0,4.0,M,F,5.0,Dayton,M6s 1i5,Apt. 540,United Parcel Service,1-428-266-1600,RAY
NE,10.0,bot184,bott,5.0,5678 dayton street,,,United States of America,547.0,260107.0,1501732.0,4.0,S,,1.0,Corona,92708,,Fastenal,1-334-466-5299,Robinette
KS,9.0,DAV185,DAVID-YERUMO,28.0,15591 holgate lane,O,T,United States of America,761.0,166760.0,397072.0,1.0,D,,1.0,Oklahoma City,V6r 1q6,,Core-Mark Holding,1-249-478-5643,Rocke
NY,1.0,HIL186,HILLARD,5.0,23477 havenridge rue,O,,United States of America,659.0,401021.0,3399757.0,1.0,M,F,4.0,Dallas,63178,,Boise,1-804-228-8548,Suzette
NY,9.0,war187,warburton,,18267 cape lane,R,,United States of America,351.0,70945.0,2684548.0,2.0,M,,4.0,Durham,x7j 1r5,,DST Systems,1-564-230-0062,Myla
Saskatchewan,7.0,MAC188,MACHNICKI-HYNES,72.0,2928 POTOMAC UPPER,O,,United States of America,608.0,389391.0,3041622.0,3.0,S,m,3.0,Tacoma,M5e 1y7,apt. 48,United States Steel,1-781-339-9073,dacia
Prince Edward Island,3.0,lev189,levitin,12.0,14656 pasadena park,O,A,United States of America,706.0,63226.0,3211816.0,2.0,S,F,4.0,Alexandria,23257,,Pepco Holdings,1-096-116-9962,CHELSIE
Alberta,8.0,Goo190,Gooderham,71.0,16983 flagler drive,O,,United States of America,391.0,206220.0,127026.0,4.0,M,,0.0,Hialeah,V6I 1U7,apt. 968,Acuity Brands,1-914-194-6997,abbas
Ontario,2.0,Koh191,Kohalmi-hill,90.0,17212 LANDER SOUTH,R,E,United States of America,461.0,,588945.0,4.0,W,,5.0,Denver,94539,,Baker Hughes,1-733-360-9116,Rec
TN,2.0,AYL192,AYLWIN,20.0,23764 sabine west,O,,United States of America,510.0,337152.0,1962620.0,4.0,U,M,4.0,Fort Lauderdale,H7h 1v4,,Newell Rubbermaid,1-591-402-8026,Elaine
VA,5.0,CHO193,CHOUHAN,58.0,16271 vista south,O,E,United States of America,805.0,312074.0,178193.0,2.0,W,F,,Mesa,15201,,Westlake Chemical,1-326-180-9322,Katharine
TX,7.0,DIT194,DITKO,57.0,1080 LAVENDER LANE,O,G,United States of America,702.0,68551.0,2102811.0,4.0,M,,2.0,Cleveland,t5a 1n6,,Jones Lang LaSalle,1-784-796-6844,LILIAN
MT,3.0,EMI195,EMIG,43.0,10856 summer street,O,,United States of America,368.0,488800.0,2246854.0,1.0,W,,4.0,Lewiston,78784,,Burger King Holdings,1-662-625-4671,CATI
IL,8.0,Ryd196,Ryder,39.0,17021 edwards crescent,R,,United States of America,520.0,431633.0,1312448.0,2.0,W,m,3.0,Tallahassee,H6d 1w8,APT. 392,Hovnanian Enterprises,1-627-590-4931,Luong
WY,2.0,mei197,meisner,87.0,7726 TALLOWOOD UPPER,O,S,United States of America,666.0,72797.0,295993.0,3.0,S,,0.0,El Monte,06705,,Medical Mutual of Ohio,1-055-694-7984,JUOZAS
NC,9.0,Ceg198,Cegelski,57.0,19097 foxfire north,O,,United States of America,587.0,260576.0,1220003.0,1.0,S,,0.0,Sioux Falls,M5c 1v9,,Lockheed Martin,1-166-844-7429,Lysy
ND,4.0,hai199,haigh,58.0,8161 PINTO ROAD,O,Z,United States of America,643.0,200096.0,2400476.0,5.0,U,,4.0,Columbia,90759,,Yum Brands,1-516-930-4640,ULA
GA,5.0,cle200,clendening,28.0,9659 sakowitz west,R,J,United States of America,484.0,,2900897.0,4.0,,,,San Francisco,22301,,Wesco International,1-261-215-4290,Francesca
VA,3.0,Cie201,Ciesielski,95.0,15306 pike park,R,W,United States of America,,267656.0,3942140.0,1.0,U,,3.0,Santa Clara,19165,,Volt Information Sciences,1-681-572-7662,emili
Prince Edward Island,8.0,Par202,Parypa,98.0,21891 dewey street,R,,United States of America,676.0,35253.0,2118119.0,2.0,S,f,1.0,Greensboro,75007,,Western Union,1-288-967-5460,yogesh
OR,4.0,LOZ203,LOZINSKI,55.0,8155 storeywood road,O,K,United States of America,300.0,113159.0,338540.0,2.0,M,f,5.0,Waco,90302,,,1-315-022-2148,Xantippe
WI,8.0,Pas204,Pascal,14.0,20871 dewdrop street,R,,Canada,,297444.0,2617116.0,3.0,,,2.0,Rochester,84092,APT. 630,Lubrizol,1-707-402-6121,TINO
ID,9.0,Aul205,Aula,30.0,1121 GREENE PARK,O,,United States of America,831.0,52092.0,1459711.0,1.0,M,,3.0,Tampa,v6d 1u1,,C.H. Robinson Worldwide,1-186-893-7846,AGGIE
MT,7.0,bar206,barnes,90.0,23849 westerley south,O,N,United States of America,609.0,30249.0,1804959.0,1.0,M,F,3.0,Paterson,99503,,Celgene,1-571-918-3795,Alane
MD,2.0,ELL207,ELLIOTT,69.0,1540 murie rue,O,,United States of America,679.0,483052.0,2957472.0,0.0,S,,2.0,Fullerton,80960,,Leggett & Platt,1-206-055-2128,ABBYE
NY,6.0,for208,forslund,67.0,16633 raymond road,O,P,United States of America,634.0,287060.0,2919293.0,0.0,U,m,4.0,London,53743,suite 344,Fidelity National Information,1-963-724-8044,aleen
HI,4.0,Bur209,Burbidge,41.0,18676 turman drive,O,U,Canada,338.0,274154.0,3610130.0,1.0,W,,1.0,Newark,t6d 1k1,,Arch Coal,1-050-641-8503,collen
DE,4.0,FOL210,FOLLMER,2.0,1808 HARDY STREET,O,,United States of America,332.0,379659.0,1209441.0,5.0,M,F,5.0,Buffalo,91350,,Affinia Group Intermediate,1-020-258-1680,NEALA
PA,8.0,Led211,Leder,89.0,11115 midland avenue,O,,United States of America,721.0,,1058712.0,0.0,M,m,0.0,El Paso,37916,,Kellogg,,CELISSE
IN,3.0,kop212,kopke,88.0,24950 sheppard lane,O,N,United States of America,351.0,100796.0,1946028.0,1.0,,,4.0,Toledo,22329,,PerkinElmer,1-886-961-7857,MEHMET
MT,6.0,pay213,paylor,90.0,6450 LEMMING RUE,O,,Canada,564.0,128277.0,1420984.0,1.0,M,,1.0,Sterling Heights,M1i 1r8,,Limited Brands,1-999-799-7384,Carlis
WY,9.0,PAL214,PALACEK,54.0,19342 wycliffe park,O,,United States of America,379.0,147414.0,213235.0,3.0,M,,1.0,New Haven,h5i 1p1,,OfficeMax,1-362-078-4138,marshal
FL,8.0,fel215,felton,53.0,7582 woodway south,O,,United States of America,727.0,51559.0,472425.0,2.0,S,,1.0,Dallas,M1I 1R5,,J.B. Hunt Transport Services,1-174-723-5263,Fabien
RI,2.0,ATW216,ATWELL-BYRNE,89.0,22526 QUEENSBURY LOWER,O,,United States of America,578.0,355622.0,1160132.0,3.0,U,,2.0,Milwaukee,53739,,American Express,1-898-789-3598,basia
CO,10.0,Mcb217,Mcbeth,31.0,18833 3rd park,O,S,United States of America,642.0,468116.0,2869995.0,1.0,W,M,5.0,Anaheim,06603,,Occidental Petroleum,1-482-305-5399,FARID
SD,1.0,Jal218,Jalaie,1.0,19394 canoas west,O,B,United States of America,,276728.0,3727044.0,0.0,M,M,1.0,Huntington Beach,28247,apt. 3,Shaw Group,1-834-784-7657,jyoti
TX,,vem219,vempati,57.0,9941 ROYALTON DRIVE,R,,Canada,554.0,135306.0,2293241.0,0.0,S,,3.0,Naperville,h7g 1u9,,W.W. Grainger,1-864-555-5341,Jandy
VT,6.0,BAR220,BARNICKEL,10.0,10177 pecos crescent,U,D,United States of America,733.0,99566.0,2846515.0,0.0,U,,1.0,Iqaluit,90831,,IDT,1-475-209-3369,VO
IN,10.0,PES221,PESOLD,74.0,20823 WEST CHAPEL AVENUE,O,U,United States of America,345.0,263959.0,1619956.0,4.0,M,M,2.0,Winnipeg,M4j 1o7,,General Mills,1-459-456-1848,Kien
UT,6.0,Sha222,Shaughnessy,28.0,13483 ROCKDALE DRIVE,R,,United States of America,644.0,441498.0,2367607.0,0.0,M,F,2.0,St. Petersburg,77288,,RBS Global,1-802-797-1712,Tybi
NV,3.0,Sch223,Schmeing,96.0,9645 HAYDEN BOULEVARD,U,J,United States of America,564.0,429621.0,3795566.0,0.0,S,M,3.0,Waterbury,77117,,Realogy,,Nhien
TX,10.0,Mat224,Materna,42.0,6066 fillmore lower,O,L,United States of America,465.0,181214.0,734762.0,3.0,M,,1.0,Lubbock,45263,,ArvinMeritor,1-224-760-3774,Florance
OR,8.0,JAI225,JAIN,64.0,293 conier avenue,O,,United States of America,652.0,212502.0,908994.0,4.0,D,,,London,v6g 1p4,,Amkor Technology,1-511-883-9082,Ros
Ontario,6.0,KAR226,KARNAZES,,7000 ansley lane,O,,United States of America,714.0,244545.0,2561296.0,4.0,M,,5.0,Des Moines,72247,,Lear,,Genevieve
Saskatchewan,10.0,gus227,gustafson,49.0,13635 jarvis south,R,,Canada,383.0,218681.0,3181069.0,4.0,M,,5.0,Madison,E7n 1j9,APT. 587,Asbury Automotive Group,1-405-014-0029,EMILIO
MO,7.0,Ann228,Annas,81.0,17362 COFFEY UPPER,O,K,United States of America,336.0,296916.0,2632226.0,5.0,,,,Scottsdale,45272,,Limited Brands,1-076-073-0994,JANEEN
UT,9.0,lab229,labenek,57.0,12279 trafalgar crescent,O,R,Canada,626.0,453659.0,,2.0,,,0.0,Mount Pearl,x7j 1q2,,Beazer Homes USA,1-690-040-0846,cathrin
IL,0.0,fli230,flindall,42.0,24717 MIDLAND LANE,U,M,United States of America,549.0,194450.0,1151333.0,0.0,S,f,3.0,Iqaluit,80952,,,1-211-707-3341,kirstin
NM,0.0,sat231,satkunaseelan,30.0,11493 worley park,O,,United States of America,492.0,49533.0,2763939.0,4.0,U,,5.0,Moreno Valley,38157,,Acuity Brands,1-642-203-7899,giles
NC,0.0,tho232,thornley,56.0,6492 HAMMOND AVENUE,O,I,United States of America,327.0,394819.0,370710.0,4.0,M,,2.0,Naperville,06703,,ABM Industries,1-792-738-9524,Ted
AZ,10.0,CRI233,CRIPPS,3.0,8954 bagby north,O,L,United States of America,545.0,342754.0,1192164.0,3.0,S,m,3.0,Norfolk,v6u 1r8,,,1-881-269-3949,hayden
CT,0.0,Gas234,Gascon,53.0,11622 josey south,O,V,United States of America,571.0,224435.0,223487.0,0.0,M,M,1.0,Louisville,28231,,Southwestern Energy,1-537-303-6219,Gail
VA,7.0,Cha235,Chavers,67.0,11538 collinwood avenue,O,,United States of America,423.0,37717.0,2341143.0,2.0,W,f,0.0,Akron,63107,,Delta Air Lines,1-682-154-3638,las
NV,4.0,Net236,Nettles,94.0,20913 vickers boulevard,O,,United States of America,655.0,286483.0,1774784.0,0.0,,,1.0,Whitehorse,H2g 1w7,,ITT,1-512-708-0580,Noelyn
VA,0.0,WOO237,WOODROW,37.0,22274 VICKERY CRESCENT,O,,United States of America,488.0,185412.0,3951308.0,5.0,M,m,0.0,Salem,55416,,Health Management Associates,1-598-440-6359,izak
British Columbia,6.0,val238,valerien,75.0,881 vance jackson south,,,United States of America,352.0,472518.0,2756025.0,,M,,4.0,Memphis,V6d 1u5,,Western Union,1-281-206-9270,bernita
VA,0.0,Ber239,Berndt,51.0,15079 DECATUR RUE,O,,United States of America,810.0,425307.0,1833112.0,1.0,M,f,,Fayetteville,93782,,Family Insurance Group,1-442-133-8200,Karmen
TX,8.0,lab240,labranche,74.0,10424 mitchell street,O,F,United States of America,686.0,304909.0,698884.0,2.0,D,,2.0,Lansing,90252,,Advance Auto Parts,1-607-062-8891,Rio
CO,0.0,VRE241,VREUGDENHIL,100.0,14195 VERDE PARK,R,X,Canada,389.0,231226.0,3287261.0,2.0,M,m,0.0,Atlanta,85759,,J.P. Morgan Chase & Co.,,ISABELLE
GA,,GOO242,GOODINSON,,10608 bissonnet road,U,,United States of America,761.0,219026.0,3337290.0,0.0,M,F,0.0,Gary,M5g 1x8,,Fidelity National Financial,1-141-622-5196,Micro
NE,4.0,cha243,chaput,28.0,11237 balmoral way,O,S,United States of America,589.0,414993.0,2963197.0,1.0,D,,0.0,Atlanta,78746,,Toro,1-500-101-2792,maribel
NC,1.0,TAM244,TAMARELLI,18.0,15621 yaupon lower,O,W,United States of America,492.0,24837.0,1487009.0,0.0,M,F,0.0,Dawson City,H2f 1z1,,Mueller Water Products,1-655-973-7192,NADYA
OK,10.0,CUM245,CUMPSTON,77.0,12387 SAUNDERS WEST,U,,United States of America,442.0,200645.0,3177428.0,5.0,D,M,2.0,Mobile,77288,Suite 463,Energy Future Holdings,1-972-039-2576,Darrell
MO,8.0,SIM246,SIMONOVICH,14.0,6156 holmes court,O,E,United States of America,649.0,22605.0,1886280.0,3.0,S,,4.0,Santa Clarita,35277,,Weis Markets,1-764-148-5233,Hoy
AR,8.0,Est247,Estes,23.0,17521 REILLY STREET,O,,United States of America,337.0,,1853087.0,0.0,U,,0.0,Chicago,36134,,MasterCard,1-399-618-9069,shana
MT,8.0,han248,haney,1.0,20093 canterbury way,R,P,United States of America,572.0,389524.0,195847.0,,D,F,4.0,Nashua,V6t 1u3,,Oracle,1-628-481-6657,HQ
Newfoundland,0.0,Pee249,Peers,58.0,11930 alabama south,U,Y,United States of America,666.0,232945.0,3727580.0,3.0,M,,4.0,West Covina,99597,,Mutual of America Life,1-085-050-1119,Co
OR,4.0,bli250,blidy,98.0,22780 terrace lower,O,T,United States of America,567.0,390626.0,2993662.0,3.0,D,M,2.0,Mesa,V6N 1V1,,JetBlue Airways,1-993-284-6634,Beb
NM,5.0,Lea251,Leavell,76.0,6481 century lane,O,,United States of America,574.0,286207.0,2886788.0,3.0,,,5.0,El Paso,T6d 1h7,,Western Refining,1-395-464-9156,Sherrill
FL,2.0,Wil252,Willhoff,59.0,11293 rice avenue,,U,United States of America,498.0,391468.0,3672610.0,0.0,S,F,5.0,Victoria,M7o 1c5,,Western Refining,1-811-547-9696,takehiko
MS,9.0,kom253,komenda,81.0,9828 WEST EAST,R,,Canada,836.0,171326.0,3245637.0,2.0,U,f,5.0,Hayward,M2q 1e8,,Bristol-Myers Squibb,,FLOSSIE
Saskatchewan,8.0,Wel254,Welsford,31.0,10369 gemini way,,,United States of America,759.0,294972.0,959636.0,3.0,M,,2.0,Oshawa,64172,,AutoNation,1-648-501-2866,Chryste
NE,6.0,Lac255,Lacombe,1.0,23445 GATES WAY,O,,United States of America,563.0,131039.0,1037702.0,5.0,S,,3.0,Hamilton,85265,,Boeing,1-332-974-4753,Sheelagh
TN,8.0,Hon256,Honda,28.0,2160 WEIZMANN DRIVE,U,,United States of America,313.0,480287.0,69141.0,5.0,S,f,1.0,Oklahoma City,h5k 1p8,,Advanced Micro Devices,1-217-048-6379,DICKENS
OR,6.0,Con257,Conley,36.0,16716 fresco road,O,,United States of America,771.0,276404.0,2818725.0,4.0,M,,0.0,Portland,M2P 1F6,,Unitrin,,Maury
ID,1.0,han258,handley,47.0,17068 simpson road,O,,United States of America,717.0,435481.0,3153373.0,5.0,S,,0.0,Macon,V6U 1U9,,Liberty Media,1-246-119-5490,Dorothy
WV,2.0,WOJ259,WOJTECKI,77.0,23276 dillbeck upper,O,,United States of America,355.0,,616608.0,4.0,D,,4.0,Yellow Knife,V6F 1W7,,Jarden,,CHICKIE
MI,10.0,Ami260,Amini,91.0,24268 hayden west,O,P,United States of America,383.0,499891.0,1014586.0,4.0,U,f,4.0,Santa Rosa,92711,,Cincinnati Financial,1-347-479-6259,Lavinia
AL,1.0,Mo261,Mo,46.0,2682 LUMBER PARK,O,A,United States of America,579.0,394640.0,1679903.0,5.0,S,f,5.0,Fort Wayne,60779,,Steel Dynamics,1-881-547-3819,Kristine
TN,5.0,BUR262,BUREK,36.0,4129 crestline avenue,O,,Canada,324.0,359040.0,1062919.0,3.0,M,,4.0,Inglewood,90790,,OGE Energy,1-155-847-4022,tobi
Manitoba,0.0,Kos263,Kosten,18.0,18257 mahonia west,R,X,United States of America,752.0,429949.0,3684297.0,2.0,M,m,5.0,London,80908,,Hartford Financial Services,1-946-987-5835,Frederica
CO,2.0,Bor264,Borel,27.0,19050 cordoba upper,O,,Canada,723.0,333500.0,1805618.0,2.0,D,m,5.0,Waterbury,74129,,Penske Automotive Group,,Cayla
OR,1.0,LAR265,LARCHE,79.0,1121 greene park,U,K,United States of America,349.0,480399.0,1852935.0,,S,,2.0,Salem,M9e 1u6,,Amkor Technology,,BRIAN
CO,4.0,BOU266,BOURDEAU,72.0,13762 silver sage way,O,,United States of America,643.0,73398.0,1528702.0,5.0,W,,2.0,Dayton,93663,,Psychiatric Solutions,1-551-913-3853,ROCH
NC,0.0,Pan267,Panter,26.0,22629 bagby east,O,,United States of America,390.0,,178411.0,0.0,W,,3.0,Frederick,84119,,Calpine,1-666-863-1257,Charly
Alberta,7.0,Wal268,Walbridge,31.0,13296 wayside boulevard,O,,United States of America,801.0,446105.0,2245432.0,4.0,U,m,4.0,Thousand Oaks,82602,,Saks,1-938-871-9739,joli
VT,2.0,Mue269,Muehle,2.0,9824 OLYMPIA STREET,O,,Canada,741.0,128126.0,3058077.0,4.0,S,M,0.0,Escondido,94429,,BE Aerospace,1-333-561-7008,Kasper
VT,8.0,Zub270,Zubans,81.0,6907 ferncliff crescent,O,,Canada,821.0,371101.0,723251.0,1.0,D,,2.0,Independence,H2A 1V4,Apt. 986,Exterran Holdings,1-514-023-2587,Joo-geok
SC,5.0,Sei271,Seidman,69.0,24573 lyons avenue,O,D,United States of America,830.0,263066.0,3755553.0,,M,,3.0,Corpus Christi,40511,,Penn National Gaming,1-027-811-2670,Winona
SD,,Cav272,Cavasin,69.0,15407 fillmore north,R,,United States of America,441.0,,757755.0,1.0,M,F,0.0,Santa Rosa,M5b 1y9,,PetSmart,1-475-590-2337,king-haut
New Brunswick,2.0,Har273,Hartell,80.0,850 leon lower,R,,United States of America,484.0,453776.0,3610784.0,1.0,D,F,3.0,Burlington,E7N 1P6,,First Data,1-214-794-0930,DARLENE
Manitoba,8.0,Nau274,Naugle,14.0,14635 greene rue,O,R,United States of America,653.0,494609.0,2994154.0,5.0,,M,4.0,Overland Park,h5k 1o7,,Liz Claiborne,1-988-429-0103,Deana
NJ,7.0,Ste275,Stegman,39.0,21034 windchime lower,R,,Canada,727.0,233618.0,612241.0,2.0,D,,0.0,Huntsville,95203,,Alcoa,1-143-517-2347,Laurette
TX,0.0,Cho276,Choo-kang,0.0,15868 dewdrop park,O,D,United States of America,535.0,,1352198.0,,U,m,1.0,Berkeley,23513,,Perini,1-709-720-3248,Renell
MD,9.0,Lux277,Luxford,59.0,10232 oak hill west,R,R,United States of America,320.0,154521.0,2534935.0,4.0,W,f,5.0,Casper,T5c 1j1,,Hudson City Bancorp,1-314-831-7578,Meriann
WV,1.0,Far278,Farnsworth,60.0,950 WILLS WEST,O,,United States of America,775.0,438162.0,3189762.0,4.0,W,F,4.0,Toledo,V6z 1q9,,Sigma-Aldrich,1-342-101-7385,KATALIN
OH,,Shi279,Shinjo,4.0,23223 WOODLAWN UPPER,O,,United States of America,606.0,352602.0,447872.0,4.0,M,F,3.0,Cheyenne,73121,,Plains Exploration,1-419-495-9429,Gayel
NH,5.0,Pip280,Piperni,74.0,23208 porter crescent,O,P,United States of America,,194788.0,3207012.0,2.0,S,f,4.0,Fresno,75267,,W.R. Berkley,1-992-551-4676,Lourdes
