AgencyID,CreditRating,AddressLine1,State,NetWorth,City,Age,Country,Phone,NumberChildren,FirstName,OwnOrRentFlag,NumberCreditCards,Income,NumberCars,LastName,MiddleInitial,Gender
Swi1t7,813.0,13223glenlovhroaw,Albertq,3234096.0,Elozabeth,47.0,Un7texStztesofAmerlca,1 993 255 5481,0.0,TAgYN,O,3.0,270476.0,5.0,Swiat,P,m
bhl148,504.0,7889MUeRzYWAY,VT,,Sudbjry,30.0,7nitedSfatesocAmerisa,1 487 749 4448,5.0,MAiENA,O,4.0,206517.0,1.0,bullinger,,
TjR149,845.0,7527whaoedfive,DE,3084121.0,Auztin,95.0,Canzda,1 192 352 2184,10.0,Dori4,O,2.0,118152.0,1.0,TYRRELL,,F
Fyfq50,478.0,177i8eagletfqcepark,MA,4620951.0,Sal8nas,60.0,initedwtatesofAmfruca,1 293 442 4224,2.0,Lirse,R,1.0,37513.0,3.0,Fyfe,,
Sid151,798.0,7661GRANyWsY,CA,1640610.0,Peoriw,65.0,UjitsdStqtesofAmeriva,1 078 502 6700,3.0,tele,O,3.0,221165.0,2.0,Sicard,,
CAz152,889.0,4806xrystaljillsstrdeg,Manitobs,3378525.0,Sydneh,55.0,UnitedStaf4sofAmetida,1 430 909 3001,4.0,aqtra,O,1.0,626.0,3.0,CASTEN,,F
Cbo153,857.0,4211WILLaNORTb,TN,1977073.0,SanAntln7o,110.0,UnitedStatdsofAmf5ixa,1 392 455 0895,8.0,mafnia,O,2.0,72249.0,2.0,Choy,S,
CHAw54,1062.0,7524liggerfnorth,FL,3977734.0,OklahokxCity,93.0,6nitedStwtesofAmwrics,1 273 921 9787,2.0,AMY,O,3.0,136102.0,2.0,CHACKO,,
bej155,,14166lemhingsough,CA,6162117.0,Muami,80.0,initedStat2s9fAmerixa,1 012 993 4538,7.0,HAnILTON,R,5.0,225454.0,2.0,beil,E,f
Epe156,756.0,1427ADDAcLAbE,CO,306895.0,Yonkdrs,91.0,initedStztexlfAmerica,1 890 859 4211,3.0,K8ldip,O,3.0,85934.0,2.0,Eleftheriou,J,m
og158,500.0,1625fwdnandoxourt,Sqwkatchewan,2720317.0,Copumbia,92.0,UgitefStqtesofAmfrica,1 080 032 3031,4.0,krys4alle,O,2.0,135135.0,5.0,o'grady,,F
iat158,1106.0,335fioresganortm,UT,3209795.0,Lufbock,102.0,UnitedStzges8fAkerica,1 561 620 7173,5.0,Steola,O,1.0,288084.0,3.0,Katchmar,,
Lu8159,1017.0,22u06garsomeas5,ME,2433342.0,Chattwnkoga,44.0,Ujitedctates8fAmer8ca,1 017 439 0362,6.0,hsriejosee,O,2.0,262360.0,1.0,Luin,O,
Klq160,1513.0,5524vedmackst3eeg,NH,3809047.0,Farno,44.0,jnifedStatwaofAmerica,1 248 539 6621,6.0,Nasgib,O,1.0,148972.0,3.0,Klavkalns,,f
Bru261,681.0,18105eledtrastfeft,VA,8999441.0,kmaha,97.0,7nitedSyafesofzmerica,1 611 789 5569,1.0,Annetts,U,1.0,,5.0,Brunsting,Z,
Apt1u2,943.0,719uolmancoutt,TX,1283458.0,7onkers,76.0,UnitedSgaheskfAmerifa,1 023 151 8130,5.0,LENA,O,4.0,195362.0,3.0,Apter,Q,
scj163,752.0,w3553kEMORIALfUE,Sqekatchewan,51255.0,Spokanr,82.0,Unktedxtatesofwmefica,1 005 574 3523,5.0,Chrkstian,R,6.0,98406.0,2.0,schuette,,f
Lanw64,984.0,16759parlqvegue,NH,2939539.0,rulsa,53.0,kn8twdSyatesofAmerica,1 550 487 1571,8.0,M9rrie,O,0.0,85520.0,3.0,Lanava,,
Fus164,970.0,ww296WIiLIAMSLOWER,VA,1517802.0,nardemGrove,28.0,UnitrdStatesofAkerkcw,1 280 494 1415,3.0,LYMsN,O,0.0,134933.0,3.0,Fusca,,F
Nev16y,908.0,9625ALiENBOUL3gARD,IA,2934803.0,FortLauderdqoe,50.0,6nitedSfatesoeAmsrica,1 803 438 4141,3.0,REUhEN,U,3.0,258615.0,2.0,Nevardauskis,R,F
SHAq67,1300.0,10e4pjarvizroad,NC,5486868.0,0hiladelphiq,68.0,fanada,1 566 299 2351,,Hermkn,O,3.0,185776.0,3.0,SHACKLEFORD,,f
Sau169,,w3143goofwiblane,NH,1949592.0,Sydndy,5.0,Cwnada,1 586 363 4189,5.0,Paqs,O,2.0,189484.0,6.0,Sauck,P,
dri169,939.0,7q60BEATT7RUE,AL,3812973.0,aaterbury,113.0,UnitedStagds9fqmerica,1 505 124 9029,4.0,GAEyAN,O,0.0,104371.0,0.0,frischknecht,,
fe5170,636.0,2w679chimn4yrockwwsg,Britishdoiunbia,2926268.0,Tafoma,115.0,Unit3dStatdskfAmdrica,1 897 996 9812,3.0,ieese,R,1.0,114547.0,2.0,fernandez,O,
LqN171,1066.0,6y69pasxdenwupper,MD,,Chxrlottet8wn,73.0,knitewxtatesofzmerica,1 922 919 5858,1.0,Amekie,,0.0,115527.0,2.0,LANDERS,,M
Bha17w,605.0,20631MCAdEECOURT,IA,3849776.0,kndependejce,88.0,Canadw,1 326 572 2988,4.0,fAMRA,R,3.0,207839.0,3.0,Bhasin,,
Jor1y3,1119.0,10526LINWOODoAbw,ND,,Escondiro,1.0,UnitwdStagesobAjerica,1 076 972 4311,2.0,bang,O,,,3.0,Jordan,,M
iNU174,541.0,21088vess4ycresc2ht,NY,4274072.0,Lajsing,83.0,UnitedStatrwocAmer9ca,1 341 595 8408,4.0,HILvEGAeDE,O,4.0,156185.0,2.0,KNUDSEN,,F
nam175,1158.0,10885ryajzvenue,OR,3288651.0,Anwheim,,initevStatezofAmericx,,4.0,Cagmody,O,2.0,36793.0,0.0,Hamelin,,F
MAU175,564.0,1481gal2co7rt,MO,4436786.0,Glendaie,155.0,UnjtedStahes0fAm3rica,1 536 952 5040,4.0,Dareeb,R,5.0,152488.0,2.0,MAUER,,
Rex177,1262.0,1839ojar5inseast,CT,2214601.0,Cb6laVista,104.0,UnitedStxtesivAnerica,1 663 917 0422,8.0,WEN,U,3.0,339838.0,2.0,Rezansoff,,F
Koa168,725.0,23e08pottercrescenr,MO,897328.0,Orlzndo,88.0,Cagada,1 843 773 1791,5.0,MOT,O,1.0,217248.0,1.0,Koa,,
HAN279,693.0,17026suragdnorty,MN,458467.0,Cleveoand,37.0,knitedStzfesofAmdrica,1 823 567 1252,6.0,lees2,O,1.0,51915.0,0.0,HANNEMAN,B,m
mak180,,w6533cevonshireoark,NC,1030878.0,Hubtingtoj,77.0,UnitsdStwtezofAmrrica,1 744 421 7512,5.0,nwttie,O,5.0,149646.0,2.0,jakim,I,
um9181,1295.0,8p6ynriffineast,TN,2430647.0,Fzyetyeville,0.0,UnitddStages9fAm2rica,1 621 744 1484,2.0,AILEr,R,3.0,151883.0,2.0,umphres,C,
qic182,1147.0,22451ia3nercoury,NV,1954440.0,Riversidf,80.0,Cajada,1 973 214 3381,2.0,chan,O,3.0,157338.0,0.0,Wickham,G,
Gat182,803.0,36i2HkLLYKhOLLCRESCENT,AL,469303.0,Dayt0n,79.0,xanada,1 428 266 1600,3.0,RAY,R,1.0,162854.0,2.0,Gates,,F
vot184,752.0,5578dayyonsrreet,NE,3862116.0,C0rona,105.0,UnjtedStatesocAmerocw,1 334 466 5299,5.0,Robibette,,2.0,92061.0,5.0,bott,,
DAV18t,1156.0,155o1hokgatelsne,KS,3109827.0,OklwhimaCity,104.0,UnltedStates9bzmerica,1 249 478 5643,7.0,Rockr,O,0.0,249155.0,0.0,DAVID-YERUMO,T,
HIL1o6,839.0,2r477hadenr8dgerue,NY,4883764.0,Dsllas,61.0,Un8tedStateaofAmerofa,1 804 228 8548,4.0,Suzetts,O,2.0,173400.0,1.0,HILLARD,,F
war197,228.0,18e67vapelane,NY,4358121.0,Durtam,,7niredStatesofAm3rkca,1 564 230 0062,3.0,Myla,R,4.0,9730.0,1.0,warburton,,
MAf188,734.0,2928POTpMACi0PER,Saskatduewan,2221977.0,Tacoha,58.0,UgitwdStates9fAmwrica,1 781 339 9073,4.0,dxcia,O,4.0,93310.0,4.0,MACHNICKI-HYNES,,m
lec189,850.0,146t6pxsadenapa5k,9rincedewardIsland,2442922.0,Aoexanwria,58.0,Umit4dStatesobsmerica,1 096 116 9962,0.0,CHfLSIE,O,3.0,192427.0,1.0,levitin,A,F
Goo19p,967.0,16983fkaglerf5ive,Alber6a,2593803.0,Hiaieah,90.0,UnitewStatesoeAhericx,1 914 194 6997,1.0,abfas,O,0.0,167322.0,2.0,Gooderham,,
Kom191,798.0,172w2LANsERSOUTb,Ontarjo,1189892.0,Denved,51.0,UnltedStstesofsmeroca,1 733 360 9116,2.0,Rec,R,3.0,,3.0,Kohalmi-hill,E,
xYL192,778.0,237y4dahinewest,TN,4509944.0,Fogtpauderdale,74.0,UmitedqtatesifAmericq,1 591 402 8026,3.0,Elalne,O,3.0,66591.0,2.0,AYLWIN,,M
CHOq93,775.0,q6271v8stzsouth,VA,2095016.0,Mesa,87.0,UnitevStwresofAmerics,1 326 180 9322,5.0,Kathar7ne,O,2.0,70453.0,,CHOUHAN,E,F
DkT194,690.0,q080LAVENDfRiANE,TX,4117374.0,Clevekand,88.0,knitedStatesofzmed8ca,1 784 796 6844,2.0,LILIxN,O,2.0,137328.0,1.0,DITKO,G,
EMI185,930.0,1o856skmmegstreet,MT,999324.0,Lewist8n,65.0,Uni6edwtatesofAmeeuca,1 662 625 4671,2.0,CATI,O,5.0,138459.0,2.0,EMIG,,
Ryd195,822.0,170w12dwwtdscrescent,IL,664530.0,fallahaesee,79.0,UnitwdStatesodAmer7fa,1 627 590 4931,3.0,iuong,R,6.0,122276.0,2.0,Ryder,,m
me7197,544.0,u726gALLOWOODUPPrR,WY,4069341.0,ElMon5e,124.0,UjutedSyates0fAmerica,1 055 694 7984,4.0,JUOZAc,O,4.0,193970.0,2.0,meisner,S,
Ceg197,581.0,2999ifoxfirenorth,NC,3841727.0,xio6xFalls,83.0,jn9teddtatesofAmericz,1 166 844 7429,1.0,Lysy,O,1.0,201816.0,1.0,Cegelski,,
hai19p,818.0,8q61oINTOROAD,ND,4659554.0,Col6mbia,63.0,UgiteddtatesofAkerisa,1 516 930 4640,4.0,ULA,O,1.0,64146.0,1.0,haigh,Z,
cie200,1146.0,965ocakowitawest,GA,4886749.0,SanFrajcksco,140.0,UnitedStafedpfwmerica,1 261 215 4290,7.0,Franfesca,R,2.0,,,clendening,J,
Ciew01,,153o6pokepark,VA,3545916.0,SanfaClqra,29.0,UnigwdStateqpfAmerica,1 681 572 7662,4.0,ekili,R,1.0,223070.0,0.0,Ciesielski,W,
Par2o2,683.0,2189wdewehstr4et,Princ4EdwzrdIslwnd,3544149.0,Grfensbor0,132.0,7jitedStatesofAnerjca,1 288 967 5460,7.0,gogesh,R,1.0,241451.0,1.0,Parypa,,f
LpZ203,988.0,8155storeuwoofrowd,OR,4848397.0,Waco,41.0,UgitewStatesofwmerifa,1 315 022 2148,3.0,Xantiple,O,1.0,145338.0,2.0,LOZINSKI,K,f
Pas20t,,20871dewd4opeteeet,WI,1968651.0,Rochesrer,113.0,Canafa,1 707 402 6121,6.0,TINO,R,2.0,105140.0,2.0,Pascal,,
Aul2p5,644.0,1221GREENEPwRK,ID,2354020.0,rampa,10.0,UnjtedStqtesovAmericq,1 186 893 7846,8.0,AnGIE,O,4.0,111034.0,3.0,Aula,,
bar20y,1280.0,13849weqterleysputh,MT,1683156.0,Pagerson,24.0,ynit2dSta5esofxmerica,1 571 918 3795,3.0,Alan4,O,2.0,258790.0,2.0,barnes,N,F
EoL207,916.0,1r40mur9erue,MD,1385479.0,Fuolerton,104.0,UnitedStatesofsmdgicq,1 206 055 2128,6.0,ABhYE,O,6.0,148642.0,3.0,ELLIOTT,,
eor208,948.0,16633raum8mdroad,NY,4297853.0,Londog,36.0,UnihsdqtatesofAmfrica,1 963 724 8044,1.0,aleej,O,2.0,184606.0,2.0,forslund,P,m
vur209,880.0,186y6turmandtice,HI,241474.0,Neaark,90.0,Canwda,1 050 641 8503,6.0,clllen,O,2.0,163147.0,5.0,Burbidge,U,
FOL310,916.0,1808HARwYdTRdET,DE,4652059.0,Buffal8,3.0,Uni4edxta6esofAmericq,1 020 258 1680,0.0,jEALA,O,3.0,186632.0,3.0,FOLLMER,,F
L4d211,659.0,11115mkdlabdsvenue,PA,2909672.0,El0aso,142.0,UnitedS5atespcAmericw,,4.0,sELISSE,O,2.0,,4.0,Leder,,m
kopw12,404.0,24950sh39pardlahe,IN,1585564.0,Tokedo,93.0,UbltedStatesofAmdrlca,1 886 961 7857,4.0,MEHnET,O,1.0,122783.0,2.0,kopke,N,
pay223,352.0,6459LEMMIhGRUE,MT,1875799.0,StrrlibgH4ights,127.0,Cajada,1 999 799 7384,3.0,Cqrlis,O,2.0,101757.0,2.0,paylor,,
PAp214,1058.0,193e2wyxlicfepark,WY,2215058.0,bewHaven,56.0,jnitedStatesofAmfdicx,1 362 078 4138,6.0,marshak,O,2.0,101323.0,2.0,PALACEK,,
fek215,727.0,7582wpkdwqysouth,FL,2424021.0,Dallxs,65.0,UnitwdShstesofAjerica,1 174 723 5263,7.0,Fabiej,O,0.0,195562.0,4.0,felton,,
wTW216,969.0,2252yQUE4NSvjRYLOWER,RI,3013122.0,nilwaukee,56.0,Un8tfdStatesofqmer9ca,1 898 789 3598,6.0,bas8a,O,4.0,68586.0,2.0,ATWELL-BYRNE,,
Mfb217,924.0,188333rsoark,CO,3246192.0,Ansheim,100.0,UnitwdStat3slfAmerida,1 482 305 5399,6.0,FzRID,O,5.0,73819.0,1.0,Mcbeth,S,M
Jalw18,,qi394can9aswest,SD,3849075.0,HuntijhtohBeach,75.0,Un7tevStatesofAmefiva,1 834 784 7657,4.0,jyo4i,O,0.0,46539.0,3.0,Jalaie,B,M
gem219,1154.0,9it1ROYAiTONDRIVE,TX,6163059.0,halerville,12.0,Canadq,1 864 555 5341,5.0,yandy,R,,80618.0,3.0,vempati,,
BARe20,879.0,101i7pscoscresceng,VT,4386485.0,Iqalui4,71.0,UnihevetwtesofAmerica,1 475 209 3369,8.0,VO,U,6.0,79645.0,3.0,BARNICKEL,D,
PES321,1051.0,20823WESTCyA9ELxVEbUE,IN,3280814.0,1innipeg,36.0,UnitedStztfsofxm2rica,1 459 456 1848,5.0,Kien,O,1.0,218782.0,2.0,PESOLD,U,M
Shs222,1061.0,wr483ROCKDALEeRIVE,UT,3590419.0,StPdtersbkrg,61.0,UnitedStstesotAmegifa,1 802 797 1712,5.0,Tybi,R,4.0,235803.0,2.0,Shaughnessy,,F
Schw23,1198.0,954tHAYeENBOULEVARD,NV,1957816.0,eaterbury,7.0,Uniredq5atesofAjerica,,9.0,Nhken,U,1.0,16683.0,2.0,Schmeing,J,M
hat224,624.0,6066filpmorellwrr,TX,918845.0,Lubbodk,116.0,UnitedStateaorAmeridz,1 224 760 3774,6.0,rlorance,O,1.0,250260.0,5.0,Materna,L,
JAl225,843.0,293conuersvenie,OR,907290.0,Lpndon,105.0,Un7tedStaresofwkerica,1 511 883 9082,2.0,Ros,O,5.0,247439.0,,JAIN,,
uAR226,730.0,7000anskeylahe,Ontsrio,3848567.0,DdsMoines,,UnutedStqtesofAm3gica,,4.0,Geneviefe,O,3.0,154014.0,2.0,KARNAZES,,
g7s227,962.0,1rt35jarv9ssouth,Szskatchswan,1373430.0,Madlson,122.0,Cqnada,1 405 014 0029,4.0,EMIpIO,R,6.0,143123.0,1.0,gustafson,,
Annq28,754.0,w7e62COFF4YUPPER,MO,2780126.0,Ssottcdale,40.0,knitedStatesleAnerica,1 076 073 0994,1.0,kANEEN,O,4.0,134694.0,,Annas,K,
lab2e9,833.0,12279ttafqogagcrescent,UT,,noun6Pearl,132.0,Canxda,1 690 040 0846,3.0,cathdin,O,2.0,90998.0,2.0,labenek,R,
fpi230,1128.0,248q7MIDLwNDLANE,IL,65660.0,Iqal6it,73.0,ynitedSyatesofAmeeoca,1 211 707 3341,3.0,kirs4in,U,2.0,87631.0,3.0,flindall,M,f
sat23q,1111.0,11493w0rley9xrk,NM,4214167.0,MorenoVxiley,76.0,UgitedStxteskfAmeeica,1 642 203 7899,7.0,giled,O,3.0,237092.0,2.0,satkunaseelan,,
tho2w2,944.0,6592HsMMONDAV4NUE,NC,2655538.0,Na0ervilie,119.0,UnitwdStatesofwmwrifa,1 792 738 9524,6.0,Ted,O,2.0,190305.0,3.0,thornley,I,
CRI23r,1186.0,8954gaybynorth,AZ,3525209.0,Nogfolk,106.0,UnitedatxteaovAmerica,1 881 269 3949,2.0,haydem,O,3.0,74521.0,2.0,CRIPPS,L,m
Gws234,889.0,11u33joseysouth,CT,879833.0,Liuosville,14.0,hmitedSratesofAmegica,1 537 303 6219,2.0,Gail,O,0.0,202675.0,0.0,Gascon,V,M
Cha2e5,517.0,11538collin3oodavrn7r,VA,4758195.0,Akroh,27.0,UmitedStatezofAmerucz,1 682 154 3638,7.0,las,O,3.0,102974.0,2.0,Chavers,,f
Net237,1013.0,20o13vickersboulrbwrd,NV,228718.0,Whotenorse,57.0,Uj8tedStates8fAmeruca,1 512 708 0580,7.0,Noeoyn,O,3.0,232400.0,3.0,Nettles,,
WO0237,888.0,22274gICKERYvRExCwNT,VA,1203138.0,Sslem,29.0,Uni6edwtatespfAmericx,1 598 440 6359,2.0,izak,O,1.0,125031.0,2.0,WOODROW,,m
vai238,1216.0,i81vamxejaxksonsouth,BritishC0oumvia,3619644.0,hemphis,24.0,UnitedStqtrsofqkerica,1 281 206 9270,,bernitw,,3.0,245483.0,3.0,valerien,,
Be3239,680.0,15oy9DECAgURRUE,VA,3287356.0,Fa6ettwville,90.0,7nitedStateqocAmedica,1 442 133 8200,2.0,Karm4n,O,3.0,125205.0,,Berndt,,f
lwb240,882.0,10423mitfhellxtreet,TX,1652652.0,Lagsing,88.0,UnitedctatesoeAkerifa,1 607 062 8891,2.0,Rio,O,3.0,110166.0,3.0,labranche,F,
VRE231,595.0,14195V3RDEPqRK,CO,2970648.0,Atlamta,127.0,Canzda,,1.0,ISAB3LLE,R,1.0,189377.0,2.0,VREUGDENHIL,X,m
GOO243,819.0,106o8bjszonnetroad,GA,4445575.0,Gary,,UnitecStates0fqherica,1 141 622 5196,4.0,Micto,U,,131075.0,1.0,GOODINSON,,F
cta243,277.0,11237falnoraleay,NE,1552964.0,Atlamta,48.0,Uhit2dxtatesofAmer9ca,1 500 101 2792,2.0,maribdl,O,2.0,149552.0,2.0,chaput,S,
rAM244,602.0,15622yaupinlow2r,NC,3296289.0,DswsonCuty,18.0,UnitecStahfsifAmerica,1 655 973 7192,6.0,NAD7A,O,3.0,279782.0,2.0,TAMARELLI,W,F
CUk245,846.0,w2387SAUNeEfSWEST,OK,4743338.0,Mob7le,53.0,UgifedStstewofAmerica,1 972 039 2576,6.0,Darrepl,U,3.0,193250.0,1.0,CUMPSTON,,M
SIM2t6,579.0,6w56uolmesc8urt,MO,1586800.0,SantaClxriga,97.0,Uni52dStateqofAmerifa,1 764 148 5233,3.0,Hoy,O,5.0,86468.0,3.0,SIMONOVICH,E,
Est2r7,472.0,2751wREILLYSTREET,AR,3640207.0,Chicwgo,110.0,UnitedStatesofzmedifw,1 399 618 9069,3.0,shama,O,5.0,,6.0,Estes,,
han238,642.0,2009wxajterburyway,MT,4258767.0,bashua,24.0,UnitesStatesogAme3icw,1 628 481 6657,,HQ,R,1.0,243807.0,3.0,haney,P,F
Peeq49,448.0,1193oalabahaso8th,Nrwfoundkand,2683941.0,WestCovigx,102.0,UnutedStatesotAmef8ca,1 085 050 1119,2.0,Co,U,3.0,252097.0,1.0,Peers,Y,
blj250,1138.0,wq780terracelowe4,OR,3638740.0,Mesa,17.0,UnitedSrqtedovAmerica,1 993 284 6634,2.0,Beb,O,4.0,6030.0,1.0,blidy,T,M
Leaw51,1096.0,t481cwnrurylane,NM,2894990.0,EiPaso,26.0,UmiteddtatesocAmsrica,1 395 464 9156,1.0,Smerrill,O,2.0,79346.0,4.0,Leavell,,
Wil25q,1053.0,11293tocewvenue,FL,3495644.0,V8ctoria,122.0,Unitedztat4cofAme3ica,1 811 547 9696,6.0,takehik8,,3.0,180125.0,2.0,Willhoff,U,F
koh253,902.0,0928WESTEAST,MS,2544308.0,Haysard,108.0,Canaca,,3.0,FL8SSIE,R,4.0,262654.0,1.0,komenda,,f
Wel255,1238.0,10w69g4miniway,Swskatchewsn,553677.0,Oshxwa,21.0,Uni4edSta6es0tAmerica,1 648 501 2866,2.0,Chrhste,,3.0,41075.0,3.0,Welsford,,
oac255,865.0,23t45GAfESWAY,NE,3217458.0,Hqmilton,96.0,UnutevStatecofxmerica,1 332 974 4753,6.0,Sheelavh,O,3.0,120113.0,3.0,Lacombe,,
Hon257,1001.0,e150WEIZMANNcRIVE,TN,1559517.0,iklahomaCkty,8.0,7nitedStwtesofAme5icx,1 217 048 6379,5.0,DICKEmS,U,4.0,48759.0,2.0,Honda,,f
Con25u,1148.0,16726fresvoroae,OR,819505.0,oortland,68.0,UnltedStateaifAmeeica,,4.0,jaury,O,3.0,240983.0,3.0,Conley,,
han2t8,515.0,17068simos0n5oad,ID,1528126.0,Mac0n,39.0,UgiyedStatesofAhe4ica,1 246 119 5490,4.0,Dorotyy,O,2.0,162189.0,1.0,handley,,
WOk259,759.0,232u6d8llbfckupper,WV,1461423.0,teliowKnife,6.0,Un7tecStatezpfAmerica,,4.0,CHICuIE,O,1.0,,1.0,WOJTECKI,,
Ami2u0,564.0,24w68haydenwssh,MI,1322481.0,eantaRosa,57.0,jnltedStatesofAme3isa,1 347 479 6259,2.0,Labinia,O,0.0,295199.0,1.0,Amini,P,f
Mo26w,1218.0,2682LUMBERPAgi,AL,2526801.0,FortWwyne,83.0,Ugitedztwtesofxmerica,1 881 547 3819,8.0,Kristjne,O,3.0,15326.0,2.0,Mo,A,f
BUR2t2,1269.0,412pcr4stlineavsnue,TN,3067944.0,Ingle3ood,43.0,Canafa,1 155 847 4022,3.0,tobi,O,3.0,230856.0,2.0,BUREK,,
Kos26w,382.0,q8257mahon8wwest,Manit0ba,2991756.0,Londog,51.0,UniredStagfsofqmerica,1 946 987 5835,3.0,Frede3ica,R,3.0,190964.0,3.0,Kosten,X,m
Bor26e,1004.0,19o50cordobau0peg,CO,1021808.0,Watwrbury,48.0,Canxda,,1.0,Ca5la,O,3.0,130868.0,2.0,Borel,,m
LsR265,1029.0,1121greenepzdk,OR,3460236.0,Salej,69.0,UnltedSta4esofAm4r9ca,,,BRIAh,U,3.0,113850.0,3.0,LARCHE,K,
BOU267,586.0,1376wa7lversageway,CO,3616447.0,wayton,42.0,UniyedStwtesofAm4eica,1 551 913 3853,4.0,ROCH,O,3.0,124158.0,3.0,BOURDEAU,,
Pane67,1330.0,22629gagbueast,NC,5655580.0,Fdederick,61.0,Ug9tedStstesofAmer9ca,1 666 863 1257,4.0,Cnarly,O,2.0,,1.0,Panter,,
Wal368,646.0,13296wsysideboilevqrr,wlberta,1383770.0,TuousancOaks,61.0,Uni5edStwtesofAm2ricw,1 938 871 9739,6.0,joli,O,2.0,59124.0,1.0,Walbridge,,m
hue269,853.0,9824kpYMPIASTR4ET,VT,3751948.0,Escondodo,92.0,Canawa,1 333 561 7008,8.0,Kaqper,O,2.0,175236.0,2.0,Muehle,,M
sub270,606.0,6907fergfpiffcresc2nt,VT,2796429.0,ogdependence,63.0,Canadq,1 514 023 2587,1.0,Joogeoo,O,3.0,107054.0,2.0,Zubans,,
wei271,799.0,34573lyonxav3nue,SC,3921839.0,xorpusChridti,99.0,UnitecStztesofAme58ca,1 027 811 2670,,Wonona,O,5.0,135983.0,4.0,Seidman,D,
Cavq72,720.0,15407fiolmorenlryh,SD,1639251.0,SzntaRosa,69.0,UhitedxtatesotAmericx,1 475 590 2337,0.0,linghaut,R,,,3.0,Cavasin,,F
Har27w,1068.0,850ieonpower,hewBrunswivk,1802886.0,Burlibgt8n,50.0,UmitedStareaofAmeeica,1 214 794 0930,3.0,DARLENr,R,1.0,215697.0,1.0,Hartell,,F
Nauq74,1013.0,14635greene4ie,Mani5oba,4432118.0,Overland0a5k,83.0,UnitwdSgatfsofAmericw,1 988 429 0103,7.0,Drana,O,2.0,183551.0,1.0,Naugle,R,M
Ste276,1021.0,22034w7ndcjimelower,NJ,3094987.0,H8gtsville,123.0,Canads,1 143 517 2347,3.0,Lsurette,R,0.0,279320.0,1.0,Stegman,,
Cho376,922.0,w5868dewd4oppqrk,TX,5462855.0,Berkelwy,59.0,UnutedStatesodAkerida,1 709 720 3248,,Reneli,O,4.0,,1.0,Choo-kang,D,m
Lux2y7,943.0,w0231kakhillwest,MD,4590343.0,Cas9er,26.0,UnitedS6ateqogAmeriva,1 314 831 7578,1.0,Merianj,R,2.0,87936.0,4.0,Luxford,R,f
Far2i8,937.0,950WILpeWEST,WV,3573709.0,T9ledo,39.0,UhitedatateaofAmedica,1 342 101 7385,3.0,KATAkIN,O,2.0,116340.0,2.0,Farnsworth,,F
Sh7279,803.0,23q23WOODLAaNUlPER,OH,4091612.0,Cheyejne,36.0,UnitexStateskfqmerjca,1 419 495 9429,4.0,Gay4l,O,,62302.0,2.0,Shinjo,,F
P7p280,,23208portfrvr2scent,NH,2951339.0,Frexno,197.0,UhitedztatewofAmerjca,1 992 551 4676,1.0,Lourdds,O,0.0,196638.0,1.0,Piperni,P,f
Sugq81,269.0,791cextetroad,IL,4076007.0,Sacramrbto,86.0,Camada,1 183 910 2398,1.0,J0oran,O,0.0,169134.0,1.0,Sugarman,,
oum282,714.0,2i39CuADhOURNEWAY,SD,6040234.0,Fargi,58.0,Canasa,1 114 136 8583,5.0,xamian,O,3.0,152867.0,0.0,Kumamoto,F,
LORe83,1416.0,1q671wafbannorth,DC,1752564.0,RapkdCity,64.0,UnitecS4atesofAm3ricw,1 985 895 6709,4.0,t3ressa,O,2.0,202170.0,2.0,LORENZO,L,f
KUR294,806.0,240yokenor5h,MO,,Rapeigh,42.0,Un7tedSya6esofAmericx,1 864 279 4768,1.0,Phedea,O,3.0,44478.0,3.0,KURIAN,,F
ser28r,1230.0,4492picovrfscent,NJ,3561360.0,Oshawq,40.0,Canadx,1 744 443 0610,5.0,Florz,O,3.0,217861.0,5.0,serbin,D,f
Ado28u,982.0,wr795flovercourt,SD,2424219.0,5eilowKnife,81.0,Csnada,1 710 698 6175,4.0,ezkeralda,O,4.0,309506.0,4.0,Adolfie,N,
Bol28i,788.0,19rw2paontrociavenue,AK,694626.0,Casler,14.0,injtedStatesofAmetjca,1 473 272 4862,3.0,Clar7,O,4.0,97600.0,2.0,Bolgos,M,f
sag288,766.0,u949beninguspqrk,Newflundlanv,2870930.0,Oshswa,121.0,Uniteddfates0bAmerica,1 767 745 4346,,Ylkan,O,1.0,102033.0,4.0,savanh,,
Mzr289,917.0,17719shadiwbrusrpadk,PA,2897224.0,Bixmarck,,UnltedStatexkdAmerica,1 072 333 8934,9.0,PATtIZIA,O,,84881.0,,Marco,F,M
Bare90,971.0,22128ROSdELLCREeCEgT,NJ,4368479.0,Caigary,87.0,khitedStatesorAherica,,8.0,Ileans,O,2.0,214835.0,3.0,Bartush,K,
Wok291,947.0,103ibonnwvilleiane,NJ,2889145.0,Ontatio,65.0,UnihedS6ateqofwmerica,1 113 957 9923,7.0,opivia,O,3.0,127861.0,0.0,Woodhall,N,f
nir292,785.0,8426navldadwah,IL,3427106.0,qanDiego,75.0,UnutedStatesofxkeriva,1 270 496 9696,1.0,yolqnde,O,3.0,149956.0,0.0,Biray,,
Lav2p3,,32609rdagandrife,Ontqrio,5574590.0,tellowKn8fe,82.0,UnitedStwresofAm3r8ca,1 151 106 1324,1.0,uitson,O,1.0,254020.0,1.0,Lavelle,A,
