AgencyID,MaritalStatus,OwnOrRentFlag,NetWorth,NumberChildren,City,MiddleInitial,Phone,Gender,CreditRating,NumberCars,NumberCreditCards,Age,Country,PostalCode,AddressLine2,State,Income,Employer
ehb7621,M,O,1086081.0,5.0,Halifax,,1-538-797-1948,F,,1.0,3.0,22.0,United States of America,tofdjef,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,SC,439984.0,
TMQ7622,U,O,1349626.0,0.0,Peoria,C,1-627-234-0841,F,702.0,5.0,8.0,51.0,United States of America,rckzx,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,AR,454011.0,Quiksilver
Lsb7623,S,R,1083092.0,5.0,San Jose,y,1-876-492-0782,a,842.0,1.0,1.0,26.0,United States of America,MMLJKBGXD,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,MT,191541.0,Valspar
Dpz7624,U,R,1662799.0,1.0,Charlotte,u,1-436-946-7319,M,528.0,2.0,0.0,100.0,United States of America,banusio,Lhwkvadxwcjobcggyuighvqlcm,WY,,Timken
Zuj7625,W,R,3548540.0,3.0,Hilo,,1-281-780-2897,,300.0,3.0,5.0,13.0,United States of America,Safkd,,WY,,
Jqk7626,S,O,881414.0,1.0,Yonkers,,1-421-286-4139,,752.0,2.0,7.0,11.0,United States of America,DHTLWJDXLRW,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,WV,269215.0,Occidental Petroleum
ijb7627,M,O,1712200.0,4.0,Modesto,,1-908-354-2709,m,303.0,0.0,0.0,62.0,Canada,RORIUHK,Alukohji,CA,193126.0,
NMO7628,M,O,847446.0,5.0,Louisville,U,1-466-560-2530,F,418.0,3.0,10.0,13.0,United States of America,bxgwhohh,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,Alberta,462618.0,Massey Energy
Tef7629,W,O,344294.0,3.0,Eugene,,1-578-686-8082,f,667.0,3.0,4.0,23.0,United States of America,SRARKMXOD,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,New Brunswick,212026.0,Weyerhaeuser
Sdj7630,D,U,1534879.0,4.0,Buffalo,Z,1-166-077-1436,,441.0,1.0,7.0,51.0,United States of America,hwugfvlttol,Kxxipkohacffav,British Columbia,371024.0,National Fuel Gas
Pbr7631,U,O,3897101.0,2.0,Santa Fe,,1-535-320-1881,m,471.0,3.0,0.0,2.0,United States of America,zgsllav,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,DE,235810.0,Pep Boys
Ice7632,W,O,3064442.0,,Springfield,,1-633-495-6478,m,701.0,2.0,9.0,,United States of America,Mszwfhpj,onxyyslcmbyxpfjuykowqpwqi,CT,347270.0,Neiman Marcus
ZWG7633,D,R,2016524.0,2.0,Anchorage,,1-398-680-0278,,323.0,5.0,1.0,82.0,United States of America,Yqfxb,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,Quebec,399212.0,BlackRock
Evw7634,M,O,37745.0,5.0,Winnipeg,,1-185-976-7770,m,846.0,4.0,10.0,94.0,United States of America,ypmuep,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,NJ,439561.0,McGraw-Hill
Lhl7635,M,O,503752.0,4.0,Waco,c,1-490-238-8219,m,850.0,3.0,8.0,16.0,United States of America,Xthtecuu,Krdmgygwnziumjdtybwyw,MN,29980.0,Family Dollar Stores
LYB7636,M,U,2115180.0,5.0,Stockton,N,1-891-741-2112,,,2.0,,43.0,United States of America,Xjzpdio,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,NE,28693.0,Teleflex
Ijb7637,M,O,839222.0,2.0,Boston,x,1-849-918-0984,M,564.0,1.0,3.0,76.0,Canada,Rgthehdvvlh,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,VA,106794.0,
Zhf7638,S,O,1851334.0,5.0,Memphis,,1-426-168-3142,f,558.0,3.0,4.0,0.0,United States of America,ysexit,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,PA,340598.0,Imation
PYU7639,U,O,1348251.0,,Sydney,r,1-757-910-8931,m,417.0,1.0,0.0,33.0,United States of America,Wscgcsbwlzj,Bfntmkesgyjkjrgttbtdncoumqhmnxy,WV,490597.0,PPL
Iku7640,U,O,2722392.0,2.0,Shreveport,F,1-468-325-0119,,487.0,2.0,6.0,62.0,Canada,AUQJTIMK,,WY,499685.0,Smithfield Foods
HBZ7641,M,O,1785161.0,0.0,Modesto,,1-383-310-7894,m,639.0,2.0,9.0,8.0,United States of America,Weqnwrwrbcgx,Bnbfbxvqxtngv,MN,62285.0,Macy's
Pco7642,U,O,2823578.0,5.0,Hull,,1-353-727-2029,M,625.0,5.0,3.0,4.0,United States of America,facqrtjqjmd,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,VT,320885.0,Torchmark
Ybv7643,D,O,2123972.0,3.0,Yonkers,,1-028-849-5461,,,5.0,1.0,39.0,United States of America,OCNCREZ,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,WV,184669.0,Herman Miller
Rim7644,S,R,112782.0,0.0,Atlanta,F,1-480-785-4021,,,0.0,3.0,90.0,United States of America,JXOGSVJ,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,IN,126989.0,Kindred Healthcare
gnf7645,M,,248311.0,4.0,Hayward,,1-443-132-4138,,460.0,1.0,3.0,7.0,Canada,Iqtso,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,MS,48144.0,Arch Coal
Wxp7646,,O,3719851.0,4.0,Savannah,C,1-143-020-1234,F,793.0,5.0,8.0,95.0,United States of America,Uxgvbwop,Mbxglsrssswfglfkjrjmedkyvtchipxrc,CO,377787.0,Whirlpool
Dxh7647,U,O,1920385.0,5.0,Fullerton,N,1-475-304-3486,m,821.0,5.0,8.0,59.0,Canada,Ovsiu,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,PA,323782.0,Arrow Electronics
Aqo7648,S,O,576903.0,2.0,Overland Park,,1-677-882-6792,,,3.0,6.0,13.0,United States of America,Frqdqbs,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,DE,31880.0,Rock-Tenn
fen7649,D,O,1855037.0,3.0,Alexandria,s,1-151-067-7411,,643.0,5.0,8.0,58.0,United States of America,waiitdv,Eymghd,Prince Edward Island,390190.0,R.H. Donnelley
CMQ7650,U,O,2954046.0,1.0,Fort Collins,,1-645-553-4591,,817.0,4.0,2.0,67.0,Canada,Vlmzifrfolfs,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,TN,413821.0,Pall
Yhb7651,,O,952096.0,2.0,Santa Fe,,1-670-793-5351,f,702.0,1.0,10.0,68.0,United States of America,DKXNSUJQRKGM,Vqdxskijczxliokh,CA,301451.0,Burlington Coat Factory
mbw7652,D,O,3382998.0,0.0,Simi Valley,L,1-049-843-6473,,409.0,1.0,2.0,17.0,United States of America,Vzvadviukgid,Fclwsu,TN,5888.0,Forest Laboratories
xas7653,,O,3772196.0,2.0,Mesa,Y,1-739-185-6579,,617.0,2.0,6.0,44.0,United States of America,Jjtgz,HEAVOVI,FL,254404.0,Moody's
MKM7654,M,O,3180080.0,0.0,Simi Valley,,1-215-295-5893,M,,3.0,5.0,16.0,United States of America,TMWLE,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,TN,290984.0,Fidelity National Financial
Jgi7655,M,O,3971412.0,5.0,Charlotte,,,F,756.0,5.0,,27.0,United States of America,Lfmjqz,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,OR,441847.0,Amphenol
Mwv7656,D,R,1488210.0,4.0,St. Petersburg,,1-515-341-8405,,484.0,2.0,5.0,59.0,United States of America,bserucmdlez,Qyixsrnjoebdnlfllhogyogxucqdulld,ME,373240.0,Int. Business Machines
YOY7657,S,O,2621373.0,4.0,Washington,,1-249-978-7278,,589.0,1.0,9.0,8.0,United States of America,Nobgu,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,SC,461444.0,Int. Flavors & Fragrances
Gja7658,S,O,1021949.0,4.0,Tallahassee,,1-471-716-6210,m,380.0,1.0,0.0,98.0,United States of America,Mynrhpyte,Ukwllcghntgqugnsgvuipavrllepqrfbbf,Ontario,255072.0,Gilead Sciences
rcx7659,S,R,2444319.0,1.0,Mesa,E,,f,541.0,1.0,10.0,35.0,United States of America,aqobdfbeu,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,GA,255019.0,United Rentals
IPA7660,M,,362567.0,,Portland,V,1-982-617-1421,M,474.0,1.0,7.0,57.0,Canada,jecwnfavowiu,BPENSONZGIJMQPDRWDCT,VA,330718.0,Convergys
rbj7661,,O,462234.0,1.0,Las Vegas,b,1-068-568-6056,,685.0,2.0,4.0,69.0,United States of America,Nmemytq,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,KY,245130.0,Mueller Water Products
ebw7662,M,R,3936622.0,3.0,Sudbury,U,,,363.0,4.0,10.0,33.0,United States of America,Vqvleqweftl,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,SC,19691.0,Shaw Group
SQY7663,M,O,2116904.0,1.0,Sunnyvale,,1-772-155-4468,,605.0,1.0,9.0,33.0,United States of America,ABCSQOCHEHK,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,NC,13490.0,Energy Future Holdings
nqw7664,W,,63883.0,4.0,Birmingham,i,1-551-833-6226,f,394.0,4.0,6.0,1.0,United States of America,NOQIRAGYH,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,KS,90333.0,PHH
Fyz7665,U,R,2747738.0,2.0,Orlando,,1-894-068-7775,m,812.0,0.0,6.0,19.0,Canada,Yqqldbrjvcqq,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,MO,210200.0,Simon Property Group
Hds7666,M,R,938329.0,3.0,Albuquerque,J,,f,688.0,3.0,3.0,63.0,United States of America,BSICQKYPBDT,Jtiwqtllu,OK,195318.0,World Fuel Services
ksz7667,M,O,976093.0,5.0,Nashville,s,1-942-682-4165,F,808.0,5.0,9.0,27.0,United States of America,enurwe,,LA,486627.0,Andersons
Wzm7668,,O,2031908.0,4.0,Akron,,,,492.0,,1.0,12.0,United States of America,Qslfupidrch,Vwhjqdpbsxgifvj,Saskatchewan,142918.0,L-3 Communications
Xna7669,D,O,660066.0,3.0,Lubbock,N,1-316-836-0322,,734.0,4.0,6.0,26.0,United States of America,VEKXFJRNX,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,KY,243364.0,CACI International
ugr7670,M,O,2777991.0,5.0,St. Paul,,1-746-466-6593,,579.0,1.0,7.0,2.0,United States of America,Dbkoxqpx,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,NH,208343.0,M&T Bank Corp.
Qao7671,M,U,3148815.0,4.0,Columbus,a,1-306-508-0916,f,410.0,0.0,10.0,34.0,United States of America,HPYTPNH,Oivxztihdxtiymll,NM,26787.0,Family Dollar Stores
MXH7672,D,O,3714775.0,4.0,Abilene,G,1-049-405-9872,,743.0,0.0,7.0,86.0,United States of America,rxcbiltuvzyh,GRBTZCPWVAXIEDLFBP,NE,190609.0,Medco Health Solutions
KQU7673,M,O,2203195.0,,Biloxi,J,1-539-901-1797,,431.0,1.0,9.0,47.0,United States of America,jfrawlwjssge,yrwbeeazafrlhgevuujdmoayhrrtit,New Brunswick,,Crosstex Energy
bxn7674,M,O,3708645.0,0.0,Cincinnati,,1-976-507-8347,,805.0,0.0,4.0,73.0,United States of America,PGIUBMUAR,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,MD,,Reynolds American
Opu7675,U,O,2954852.0,0.0,Tulsa,,1-902-376-9596,M,688.0,1.0,9.0,83.0,United States of America,rgqwzxsvza,KRQPTUJPRRCYHLEFKBCWUOAXGKRYBUTSHGOFAQEMQCWGXIWW,WV,453308.0,PolyOne
Ceo7676,D,O,2421534.0,,Oakland,,1-532-161-3458,,483.0,1.0,1.0,99.0,United States of America,qnxfnq,Gctrmgbnlmfrattklbjkwupgkxtscugwoybzjiqavnuiogkphnmoncsdbgcympwkqtukzmqxhyjtp,MA,251108.0,"Toys ""R"" Us"
DZH7677,U,O,941243.0,0.0,McAllen,,1-943-745-8094,,844.0,0.0,7.0,49.0,United States of America,lfjtpka,Nsmcvnmewdvkoyxccrpbtnbmgcreuikqnhcdpnzksidrxizgqe,MT,128853.0,Sonoco Products
Ocd7678,M,O,3133101.0,3.0,Laredo,,1-162-078-3859,F,436.0,3.0,5.0,96.0,Canada,pyeiwbftpsck,Cdfhriutpkdafvnqaknxfagsycyedqxsyrtsazbklpawywxjscoudkhdxwwzojcskidtubekfgfh,NM,486933.0,Newfield Exploration
Uyj7679,D,U,2070834.0,2.0,Fort Collins,,1-881-265-1012,,336.0,5.0,3.0,12.0,Canada,Enncjsox,Legbseyxfoglxjxwhgjzrgtwehtybppbbturfyjtw,TN,306545.0,IAC/InterActiveCorp
mhz7680,S,O,2617194.0,1.0,Sudbury,P,1-781-682-4447,,688.0,1.0,1.0,75.0,United States of America,Lnprrdeegs,frxttcqtwmvcozbcgkzuhtqlxixybzxntwbuywlcvboycczpyxcp,PA,7682.0,MGIC Investment
Sft7681,U,O,2752340.0,0.0,Simi Valley,,1-716-288-6722,,581.0,3.0,9.0,29.0,Canada,PXRXKFTOX,hkoyjtywhpdhr,NC,280763.0,American International Group
gza7682,,R,2611991.0,2.0,Berkeley,,1-407-712-3659,m,670.0,1.0,6.0,4.0,United States of America,Osanin,Mcukytevbntbtojyvvwfhtehrjkmqxqkainho,CO,296945.0,Health Net
Rem7683,U,O,3965576.0,0.0,Santa Rosa,,1-747-143-2305,,671.0,0.0,5.0,100.0,United States of America,WWWMNN,Upjgbbciatadkkxsnnqbhrckqcwhvmrnixiwvfosomwpzipmndogviptcaejebeyto,TX,176399.0,Mueller Industries
cko7684,U,U,3550405.0,4.0,Mesquite,b,1-522-074-1862,,352.0,3.0,10.0,45.0,Canada,tsqtfhsh,Jfwccnzmfbvapnjdqjthwagblnpiorcwdgqdewyr,IN,97252.0,American National Insurance
RLN7685,S,O,1566093.0,2.0,Regina,,1-867-195-7669,f,317.0,3.0,10.0,63.0,United States of America,zwyuac,rjxzamoqpqhaaaxieysyexzcjsydrkljzlwqrahuyziejjjlrowthbvdeiyznzoauevkfgcwwdf,VA,320588.0,Morgan Stanley
Qjl7686,,R,1944507.0,2.0,Worcester,R,1-272-128-3403,,809.0,4.0,6.0,35.0,United States of America,Gzgsvt,Vcuqoxpqiagdsjlrlqdhdbwfvdyyehvbhxotjyaehcjzdxigaiwokkreeir,WV,18284.0,Halliburton
YNL7687,S,,3250645.0,2.0,Iqaluit,w,1-174-194-8365,m,704.0,0.0,5.0,61.0,Canada,Shirfkrfppb,Lzqpctubshjhbonplyvbkpvwaiklmxnoxbvdthmysxujjhrsjhtpiqcgvewteibauxmteqkccfjetjcr,VT,,MGIC Investment
qpi7688,S,O,2806218.0,,Little Rock,E,1-067-296-1708,,411.0,1.0,2.0,43.0,United States of America,hwxcimvf,dbbiipgceoxrelirr,AZ,80228.0,United Services Automobile
Xxi7689,U,O,2826399.0,3.0,Santa Clarita,C,1-688-092-7664,F,431.0,,4.0,98.0,Canada,xqkaxa,lwkuslewwpqlmqtkxlfnaaloqcougorfnnscaqzzobrargrnzztbcocqahhkqqf,NY,39672.0,Spartan Stores
axi7690,M,O,91147.0,3.0,Chicago,,1-784-445-0301,m,362.0,3.0,4.0,84.0,United States of America,cjeriaaeunmp,Whwhamkhcfwxwwdzlfcnrqajwcfczohlpahjoykdulkwozthxvs,NE,225036.0,Moog
Wqd7691,M,R,1036928.0,3.0,Irving,,1-773-485-4247,M,532.0,2.0,4.0,,Canada,Mhhqranm,Ydjnahnxjekwwvlbedwtqekyuhomxxrwyjdcurodxdrpbqyicvnycoz,SC,224427.0,Century Aluminum
jur7692,U,O,2406965.0,4.0,Ontario,g,1-528-873-2585,M,442.0,5.0,3.0,18.0,United States of America,Ztrxdxr,Aphldmruwmbvrajtjkcnjadcaadjovfmwhcu,New Brunswick,123153.0,Hayes Lemmerz
NBX7693,S,O,3588199.0,1.0,Stamford,t,1-952-933-5053,,677.0,2.0,10.0,14.0,United States of America,BVMLYNHCFOY,qroliyuwlwkuquhoobibbvfubyjkpbqxuszyintthawnjjmrll,KY,,EOG Resources
Naf7694,M,O,,2.0,Victoria,,1-882-237-0765,f,565.0,4.0,8.0,22.0,United States of America,RBVXNHWO,Gygrsb,British Columbia,353487.0,Dresser-Rand Group
bzc7695,M,R,2896930.0,1.0,Brownsville,,1-762-453-2464,,365.0,3.0,5.0,7.0,United States of America,Wfmsguhdyyo,Yiaduiiz,WA,145794.0,Sealed Air
Pmo7696,W,O,312676.0,5.0,Bellevue,,1-129-593-2017,F,406.0,3.0,5.0,97.0,United States of America,Mcxklhj,Fudfpqtgptlrxzduhykgxruxmidsscscoxfjnhnmdatvmkeldfqaqyarmbiicwnkzenypfzwsurnn,AK,142515.0,Blockbuster
goh7697,U,,16279.0,5.0,Baltimore,z,1-779-145-2680,F,774.0,0.0,3.0,49.0,United States of America,Lypuhgeezbgp,AKNKOVOODFQXYTMPKDDTGBXOVJMTLKQQLIZPTOKLZUVJGUZVADSDVAOIHDTP,MN,414775.0,Owens Corning
Jfb7698,S,R,1536113.0,5.0,Cedar Rapids,I,1-770-255-3860,F,718.0,2.0,7.0,25.0,United States of America,TRKCEX,NXFOMKMOB,RI,125271.0,Robert Half International
Hao7699,M,R,184474.0,,Huntington Beach,,1-336-236-0201,,588.0,4.0,2.0,99.0,United States of America,Kihzeilpneap,Qadpqpabca,British Columbia,,Wesco International
Dwo7700,M,O,2971869.0,5.0,Cedar Rapids,O,1-185-085-5742,e,764.0,1.0,5.0,44.0,Canada,pylzfutqftt,IVLIDMMKUPBUAMMTZKKODCMSJIQFPAGHZSCIITYLLMSFTLFFGFLMGYPUMES,SD,93761.0,Dana Holding
RJA7701,U,O,2256728.0,1.0,Los Angeles,,1-957-033-0510,f,,2.0,2.0,96.0,United States of America,Bsclhehzobfm,Usvdhflkxslnbtzzisdzvrtxahojfubansszmyjicqoxxv,AL,397902.0,NBTY
Lph7702,M,O,2127026.0,3.0,Milwaukee,,1-485-740-9640,,657.0,4.0,8.0,88.0,United States of America,Ieyjqvfhges,Slztmsoqjhhpzvtlgmxdagfuspobctdtmqidtayndzcwufilvguwnazchjpowkypgjwlgoweuez,British Columbia,123538.0,Eastman Chemical
Rfk7703,M,U,3476485.0,2.0,Detroit,,1-459-114-0867,,769.0,3.0,,33.0,United States of America,Zuttopn,,Ontario,118013.0,Allergan
RFU7704,M,O,908035.0,5.0,Nashua,U,1-671-499-0522,,776.0,2.0,7.0,8.0,United States of America,EHXJIUER,Jeppnwgsxehnwtfwftgi,MD,45737.0,Global Partners
TQH7705,U,O,,0.0,Minneapolis,,1-817-903-4786,m,343.0,2.0,4.0,55.0,United States of America,ipazhhewr,fqsptuwgigbkjzqlzpcavlfufvyayzyjxpkejyntcxx,IA,456999.0,Fluor
Bbc7706,W,U,3054149.0,4.0,Columbia,,1-099-914-5598,,568.0,3.0,5.0,43.0,United States of America,vvwizqanbs,proypfxamoqniedghhqcbhnoljrpkdejieltf,PA,326910.0,FedEx
Yoj7707,S,O,,0.0,Garden Grove,F,1-102-019-9878,,830.0,2.0,5.0,75.0,United States of America,Lzxpul,Npryiyyucfjewtwffepmnkekuhubxqojvkpcglhfauktnjnttzprxagtflktxlasidrhsqjhwvlzaybx,MA,166536.0,Polaris Industries
lvh7708,,R,248269.0,4.0,Norfolk,,1-873-941-1147,,812.0,3.0,6.0,66.0,Canada,Dwvezt,wdwypgswmghpomebfxyzdsvrrmzejobbmlnocvzpjtjngis,ID,337347.0,Torchmark
Zpr7709,U,U,1203267.0,4.0,Salem,,1-710-953-4977,,489.0,2.0,6.0,58.0,Canada,WQSZWQBE,Qbjvbdhukolhkvblzlpqvhoidbsxhjjidxewmpmeyviumfaknanhkawkqkicst,Newfoundland,41345.0,Alliance Data Systems
LMG7710,U,U,3704743.0,1.0,Saskatoon,,1-789-825-2857,m,845.0,5.0,9.0,29.0,United States of America,DWMXIPKTCN,Abgxbgumkxdgtfxdnipqahoppnvqtycloripcjpwav,UT,370209.0,American International Group
WMF7711,U,R,3673540.0,4.0,Boise,,1-179-937-7265,,735.0,0.0,0.0,28.0,United States of America,hrhbmmtj,johelumobsdscjxtegwoqf,OR,343016.0,Mohawk Industries
Qov7712,D,U,982779.0,3.0,Irvine,,1-596-337-6757,F,615.0,4.0,4.0,93.0,United States of America,EXIDAUKO,RVREJBODDAQMNNKSVFCRGEEGYRFCHGQKZIJAMSVQCZSQXIKMEHHFOVJHJQFGKIOHOUNFHENWBEATHG,ID,186990.0,Vulcan Materials
Vkp7713,W,U,2778471.0,4.0,Washington,,1-512-224-7078,,,,6.0,17.0,United States of America,Wqhgxcfrvqe,fviktddqlpzaihbnirmlzugjucssebcgjqwk,AL,46562.0,OfficeMax
SST7714,U,U,2585134.0,5.0,St. Petersburg,P,1-552-735-4638,M,769.0,5.0,,98.0,United States of America,Lwuvkzp,MHHPNLYPKALRGEU,MN,98412.0,Michael Foods
Fuk7715,S,O,3591627.0,4.0,Torrance,,1-127-805-3262,m,406.0,5.0,10.0,38.0,United States of America,htndjyvd,Szdfmvhiydvlwhpmpetcnqcwscvrnbaih,UT,436056.0,Vulcan Materials
Brz7716,U,O,1819561.0,1.0,Warren,,1-985-423-7255,f,586.0,3.0,0.0,44.0,United States of America,Iadjghd,BTXEJWXBNTKNXZHXO,ME,36008.0,
Faw7717,M,O,2857056.0,0.0,Oakland,,,f,630.0,1.0,10.0,27.0,United States of America,,VJIXJQFCUTCUXUYATRICWNQEXFDOKVULJGBBLWBGAYQVJQEAREHYVLEKWJRBNN,IA,417402.0,Unum Group
Jtn7718,U,O,1393892.0,1.0,Hull,,1-019-900-0927,m,533.0,1.0,7.0,94.0,United States of America,kvcqpv,Lyljat,VT,273535.0,Domtar
too7719,M,O,759096.0,2.0,Boston,,1-055-674-3126,,328.0,4.0,,,United States of America,MFRHTZKJ,Qabwlgqrbidnenyyuvbgrhhvvrgw,MA,445562.0,Sentry Insurance Group
Kcd7720,M,O,2288668.0,2.0,Modesto,,1-539-727-9817,,753.0,4.0,9.0,60.0,Canada,BRXSSYJHS,lqixcaatrhjqjovgxa,Prince Edward Island,226333.0,Constellation Energy
Yhh7721,U,O,3580824.0,3.0,Grand Prairie,,1-125-903-5459,m,512.0,3.0,10.0,48.0,United States of America,ijsdxorwqin,Ekuhwjayuxqperlxnlmrymdmwtxaflbhscqyncomfhwbxhbgjolmyxmxwmnplizhomhjceuxbntzlxvn,Manitoba,,CSX
Adu7722,D,R,1681450.0,3.0,Phoenix,,1-591-506-8069,,432.0,5.0,8.0,36.0,Canada,Fuxiyfjtqevk,BTVDHAKTATGCRSNLNJIMRNEKOCW,TX,,W.W. Grainger
Kwx7723,,O,1592047.0,3.0,Lincoln,W,1-131-877-8296,,323.0,5.0,2.0,67.0,United States of America,Egxkelhxosoh,Rrzywqvopgjspxdxcvbavgnmfzwgrqwccgvekosmpedjjojxvpdennlhtb,RI,271054.0,Kimberly-Clark
uzl7724,U,O,3596545.0,4.0,Shreveport,,1-716-805-3703,,714.0,3.0,10.0,63.0,United States of America,gmnioeblfn,anaeppkooczdbqjqbkncsjyigtdewzxxmwdxwigprimlifrikliqaffedqqvcdfwmnzkfzavdkxa,MI,64626.0,Henry Schein
UXY7725,S,O,3093246.0,2.0,Warren,C,1-506-286-3588,f,730.0,5.0,7.0,55.0,United States of America,Mdqarqysh,Stltlktrzkoxogdnbkblwqfmeakmysqhlfzqcfhvuizenxftt,PA,463945.0,State Street Corp.
FRU7726,M,O,3867919.0,,Erie,d,1-427-982-9005,M,346.0,0.0,5.0,4.0,United States of America,frzijg,Rerwaixnthnmubexctjvtjfcyxbgybbnktinjlsedjzli,KY,159731.0,Quanta Services
Bjx7727,M,R,3245961.0,3.0,Fargo,,1-669-946-1808,f,,5.0,1.0,92.0,United States of America,Clktwlprka,dwchwkksmytmabvhrtrjksknavvfiiipophpbzkcxcrkbvkylijdjyvteuurdprxb,OH,190805.0,Marshall & Ilsley Corp.
zkp7728,M,O,600366.0,1.0,Wichita,,1-936-581-5888,,818.0,1.0,7.0,93.0,United States of America,Fnbcpkispthu,bytlgbvuqbpxdyxtlsfiowxxcobig,AR,43888.0,Oceaneering International
Lbo7729,S,R,1738979.0,0.0,Mount Pearl,u,1-740-256-2368,M,623.0,0.0,4.0,87.0,United States of America,Gnczlyncstm,Xfuwlnffqpdtapbkklpohkpwqsumdeulnwpwxhdzwchksififvwsrkhnsclnewjhp,KY,34137.0,Raymond James Financial
TFP7730,S,R,454564.0,1.0,Mobile,r,1-559-799-0991,f,742.0,4.0,5.0,44.0,United States of America,Qrlsag,QVCJYXTAFGUAOIOXDMBDBDERUGMAOIVLBVNVVWLXXETPF,IA,196885.0,Valspar
XKQ7731,M,O,3912268.0,1.0,Phoenix,v,1-287-631-2055,F,378.0,0.0,9.0,95.0,United States of America,Bqzjycxovl,Ckzlfaxlugy,British Columbia,206705.0,Live Nation
DQY7732,D,,1966788.0,3.0,Fontana,B,1-100-505-6436,m,323.0,3.0,8.0,61.0,United States of America,DCJMXZP,Mzcgtsgenbpkvrvcivatdmlzrerricchgsjwfrwigwqccodqcirzbamczbgx,Quebec,337299.0,
Ydl7733,M,R,985098.0,5.0,Toledo,,1-167-261-7959,,684.0,2.0,2.0,23.0,United States of America,rnvhdukwyktc,Faarhmxaisozfaflppncgzgseppmdvpaxwxrmnowds,KS,280247.0,Health Management Associates
VGT7734,U,O,,2.0,Raleigh,,1-653-504-0712,M,390.0,4.0,6.0,16.0,United States of America,Pqvdcrnumij,Iqimsnxoqjlznmibgvgfawhyldnbyekclcogi,ID,286206.0,Wyndham Worldwide
Wwi7735,M,O,1053231.0,1.0,Lubbock,C,,m,707.0,4.0,8.0,58.0,United States of America,SOMMLUWO,Hikomhxvajrtzayxgrsnkk,Newfoundland,153656.0,Broadcom
OJF7736,M,U,,1.0,San Diego,G,1-388-567-1492,,368.0,1.0,2.0,58.0,United States of America,Hjucmacpoyg,jbhtombsbmqfattyurifuucsztlxwmevresb,Saskatchewan,379503.0,Aramark
Czs7737,M,O,3885299.0,2.0,Charleston,r,1-801-318-0082,,534.0,1.0,5.0,21.0,United States of America,jxhbe,Ujdehjjsexrvbhfomsccrawxahwifviqraxdqkwrxctnsbjpalxnofkxaaucb,AL,19124.0,Aventine Renewable Energy
