State,MaritalStatus,NumberChildren,NumberCreditCards,NetWorth,PostalCode,City,FirstName,MiddleInitial,AgencyID,Country,OwnOrRentFlag,Phone,CreditRating,LastName,Age,Gender,Employer,AddressLine1,AddressLine2,NumberCars,Income
MD,U,1.0,2.0,3810365.0,v6n 1v9,Costa Mesa,Otha,L,law141,United States of America,O,1-267-357-1943,,lawlis,76.0,m,Bemis,20025 routh crescent,,1.0,20397.0
New Brunswick,U,2.0,6.0,2641938.0,83702,Houston,Rodie,D,Bee142,United States of America,O,1-602-756-7919,664.0,Beebe,5.0,m,Securian Financial Group,4144 LAKE PARK LANE,Suite 397,2.0,463094.0
HI,U,1.0,7.0,3857323.0,80125,Bakersfield,DULCE,,sch143,United States of America,O,1-793-864-7010,789.0,schlange,65.0,m,Ford Motor,3375 sakowitz lane,,4.0,331900.0
ND,S,0.0,0.0,1636212.0,M5G 1Y7,Chesapeake,Win,,Wit144,United States of America,U,1-637-020-2921,803.0,Witchlow,94.0,,ConAgra Foods,7255 berry way,,5.0,8421.0
Nova Scotia,M,4.0,3.0,2999082.0,80213,Sandy,Roselin,Q,MER145,United States of America,,1-428-797-6325,720.0,MEREDITH,95.0,F,Charter Communications,3131 WATHAN SOUTH,,4.0,35780.0
ME,M,0.0,4.0,2280820.0,60737,Lewiston,Malanie,,bia146,United States of America,R,1-011-549-5618,839.0,bialkenius,28.0,m,Calpine,18440 RYAN NORTH,,1.0,139897.0
Alberta,D,1.0,0.0,1050866.0,90510,Elizabeth,TARYN,P,Swi147,United States of America,O,1-993-255-5481,621.0,Swiat,76.0,m,Crane,13222 glen loch road,SUITE 464,4.0,414119.0
VT,D,4.0,3.0,,92882,Sudbury,MALENA,,bul148,United States of America,O,1-487-749-4448,628.0,bullinger,81.0,,Textron,7889 MURRAY WAY,,5.0,234035.0
DE,W,5.0,6.0,603001.0,98121,Austin,Dorie,,TYR149,Canada,O,1-192-352-2184,813.0,TYRRELL,38.0,F,Idearc,7527 whale drive,,3.0,144405.0
MA,W,3.0,3.0,3368239.0,H2e 1x9,Salinas,Liese,,Fyf150,United States of America,R,1-293-442-4224,367.0,Fyfe,25.0,,Cabela's,17788 eagle trace park,,5.0,55441.0
CA,D,2.0,10.0,1042629.0,23503,Peoria,tele,,Sic151,United States of America,O,1-078-502-6700,807.0,Sicard,0.0,,EOG Resources,7661 GRANT WAY,,4.0,392869.0
Manitoba,U,4.0,8.0,1948746.0,40208,Sydney,astra,,CAS152,United States of America,O,1-430-909-3001,501.0,CASTEN,61.0,F,,4806 crystal hills street,,3.0,402416.0
TN,U,2.0,10.0,3113862.0,75201,San Antonio,marnia,S,Cho153,United States of America,O,1-392-455-0895,490.0,Choy,3.0,,Burlington Coat Factory,4211 WILLS NORTH,,0.0,89984.0
FL,W,3.0,3.0,2777290.0,93852,Oklahoma City,AMY,,CHA154,United States of America,O,1-273-921-9787,321.0,CHACKO,77.0,,Southwest Airlines,7524 linberg north,,2.0,395773.0
CA,U,0.0,6.0,2210073.0,32312,Miami,HAMILTON,E,bei155,United States of America,R,1-012-993-4538,,beil,8.0,f,RPM International,14266 lemming south,,1.0,126662.0
CO,U,1.0,7.0,1999684.0,90059,Yonkers,Kuldip,J,Ele156,United States of America,O,1-890-859-4211,446.0,Eleftheriou,34.0,m,Amazon.com,1427 ADDAX LANE,,4.0,132008.0
Saskatchewan,M,5.0,2.0,2119678.0,77006,Columbia,krystalle,,o'g157,United States of America,O,1-080-032-3031,428.0,o'grady,15.0,F,Neiman Marcus,1625 fernando court,,5.0,417218.0
UT,S,0.0,5.0,169808.0,23224,Lubbock,Stella,,Kat158,United States of America,O,1-561-620-7173,423.0,Katchmar,66.0,,Goldman Sachs Group,335 floresta north,,0.0,360063.0
ME,U,4.0,6.0,1072732.0,10055,Chattanooga,Marie-josee,O,Lui159,United States of America,O,1-017-439-0362,499.0,Luin,55.0,,Boeing,22806 garson east,,5.0,100516.0
NH,S,1.0,7.0,2261442.0,35830,Fargo,Nashib,,Kla160,United States of America,O,1-248-539-6621,342.0,Klavkalns,8.0,f,United Refining,5524 vermack street,,1.0,16814.0
VA,M,3.0,1.0,2234368.0,v6m 1s9,Omaha,Annette,Z,Bru161,United States of America,U,1-611-789-5569,632.0,Brunsting,7.0,,D.R. Horton,18105 electra street,,1.0,
TX,M,1.0,6.0,575288.0,22304,Yonkers,LENA,Q,Apt162,United States of America,O,1-023-151-8130,525.0,Apter,97.0,,Jarden,719 holman court,,3.0,315962.0
Saskatchewan,M,1.0,9.0,1102479.0,06101,Spokane,Christian,,sch163,United States of America,R,1-005-574-3523,371.0,schuette,95.0,f,Systemax,23553 MEMORIAL RUE,,5.0,299268.0
NH,U,3.0,4.0,2995388.0,78756,Tulsa,Morrie,,Lan164,United States of America,O,1-550-487-1571,699.0,Lanava,92.0,,Marriott International,16759 park avenue,,1.0,301490.0
VA,M,2.0,8.0,1147193.0,93003,Garden Grove,LYMAN,,Fus165,United States of America,O,1-280-494-1415,435.0,Fusca,17.0,F,Expeditors International,12296 WILLIAMS LOWER,,3.0,36052.0
IA,U,4.0,2.0,1136540.0,T5D 1P2,Fort Lauderdale,REUBEN,R,Nev166,United States of America,U,1-803-438-4141,512.0,Nevardauskis,81.0,F,Great Plains Energy,9625 ALLEN BOULEVARD,,1.0,437483.0
NC,M,,6.0,1677669.0,10108,Philadelphia,Hermon,,SHA167,Canada,O,1-566-299-2351,552.0,SHACKLEFORD,13.0,f,Danaher,10340 jarvis road,,5.0,152971.0
NH,M,2.0,8.0,2160706.0,t5c 1l3,Sydney,Paqs,P,Sau168,Canada,O,1-586-363-4189,,Sauck,78.0,,,13143 goodwin lane,,0.0,449495.0
AL,M,1.0,5.0,2525665.0,M5B 1Z8,Waterbury,GAETAN,,fri169,United States of America,O,1-505-124-9029,687.0,frischknecht,78.0,,Watson Wyatt Worldwide,7160 BEATTY RUE,,4.0,349827.0
British Columbia,M,1.0,0.0,3517622.0,V6H 1W2,Tacoma,leese,O,fer170,United States of America,R,1-897-996-9812,433.0,fernandez,85.0,,Yahoo,22679 chimney rock west,,3.0,9562.0
MD,U,2.0,7.0,,90308,Charlottetown,Amelie,,LAN171,United States of America,,1-922-919-5858,746.0,LANDERS,68.0,M,Convergys,6769 pasadena upper,,1.0,24514.0
IA,M,0.0,9.0,97675.0,M5e 1y2,Independence,TAMRA,,Bha172,Canada,R,1-326-572-2988,405.0,Bhasin,1.0,,Celanese,20622 MCAFEE COURT,,0.0,407985.0
ND,M,5.0,,,80029,Escondido,bang,,Jor173,United States of America,O,1-076-972-4311,805.0,Jordan,83.0,M,Dana Holding,10526 LINWOOD LANE,,5.0,
NY,M,4.0,5.0,3569070.0,30350,Lansing,HILDEGARDE,,KNU174,United States of America,O,1-341-595-8408,819.0,KNUDSEN,78.0,F,XTO Energy,21088 vessey crescent,,4.0,257897.0
OR,M,5.0,0.0,1507616.0,97240,Anaheim,Carmody,,Ham175,United States of America,O,,648.0,Hamelin,,F,Alliance Data Systems,10884 ryan avenue,,0.0,261143.0
MO,U,5.0,10.0,514151.0,R3A 1M1,Glendale,Dareen,,MAU176,United States of America,R,1-536-952-5040,401.0,MAUER,5.0,,Franklin Resources,1481 gale court,,5.0,110615.0
CT,U,0.0,8.0,2903408.0,73172,Chula Vista,WEN,,Rez177,United States of America,U,1-663-917-0422,484.0,Rezansoff,43.0,F,Fidelity National Financial,18390 martins east,Apt. 426,2.0,407799.0
MO,U,4.0,1.0,1695814.0,V6s 1p9,Orlando,MOT,,Koa178,Canada,O,1-843-773-1791,463.0,Koa,53.0,,FirstEnergy,23208 porter crescent,,4.0,195242.0
MN,U,0.0,5.0,868465.0,90140,Cleveland,leese,B,HAN179,United States of America,O,1-823-567-1252,335.0,HANNEMAN,13.0,m,Commercial Metals,17026 durand north,,3.0,315490.0
NC,U,4.0,10.0,2810709.0,94639,Huntington,nettie,I,jak180,United States of America,O,1-744-421-7512,,jakim,7.0,,Genzyme,16533 devonshire park,,5.0,22201.0
TN,M,5.0,7.0,3593363.0,22307,Fayetteville,AILEE,C,ump181,United States of America,R,1-621-744-1484,381.0,umphres,17.0,,US Airways Group,8965 griffin east,,4.0,441579.0
NV,M,2.0,1.0,2607636.0,55116,Riverside,chan,G,Wic182,Canada,O,1-973-214-3381,708.0,Wickham,67.0,,Advanced Micro Devices,22451 larner court,,2.0,342730.0
AL,M,4.0,8.0,2735642.0,M6s 1i5,Dayton,RAY,,Gat183,Canada,R,1-428-266-1600,354.0,Gates,54.0,F,United Parcel Service,3681 HOLLY KNOLL CRESCENT,Apt. 540,5.0,117267.0
NE,S,4.0,10.0,1501732.0,92708,Corona,Robinette,,bot184,United States of America,,1-334-466-5299,547.0,bott,5.0,,Fastenal,5678 dayton street,,1.0,260107.0
KS,D,1.0,9.0,397072.0,V6r 1q6,Oklahoma City,Rocke,T,DAV185,United States of America,O,1-249-478-5643,761.0,DAVID-YERUMO,28.0,,Core-Mark Holding,15591 holgate lane,,1.0,166760.0
NY,M,1.0,1.0,3399757.0,63178,Dallas,Suzette,,HIL186,United States of America,O,1-804-228-8548,659.0,HILLARD,5.0,F,Boise,23477 havenridge rue,,4.0,401021.0
NY,M,2.0,9.0,2684548.0,x7j 1r5,Durham,Myla,,war187,United States of America,R,1-564-230-0062,351.0,warburton,,,DST Systems,18267 cape lane,,4.0,70945.0
Saskatchewan,S,3.0,7.0,3041622.0,M5e 1y7,Tacoma,dacia,,MAC188,United States of America,O,1-781-339-9073,608.0,MACHNICKI-HYNES,72.0,m,United States Steel,2928 POTOMAC UPPER,apt. 48,3.0,389391.0
Prince Edward Island,S,2.0,3.0,3211816.0,23257,Alexandria,CHELSIE,A,lev189,United States of America,O,1-096-116-9962,706.0,levitin,12.0,F,Pepco Holdings,14656 pasadena park,,4.0,63226.0
Alberta,M,4.0,8.0,127026.0,V6I 1U7,Hialeah,abbas,,Goo190,United States of America,O,1-914-194-6997,391.0,Gooderham,71.0,,Acuity Brands,16983 flagler drive,apt. 968,0.0,206220.0
Ontario,W,4.0,2.0,588945.0,94539,Denver,Rec,E,Koh191,United States of America,R,1-733-360-9116,461.0,Kohalmi-hill,90.0,,Baker Hughes,17212 LANDER SOUTH,,5.0,
TN,U,4.0,2.0,1962620.0,H7h 1v4,Fort Lauderdale,Elaine,,AYL192,United States of America,O,1-591-402-8026,510.0,AYLWIN,20.0,M,Newell Rubbermaid,23764 sabine west,,4.0,337152.0
VA,W,2.0,5.0,178193.0,15201,Mesa,Katharine,E,CHO193,United States of America,O,1-326-180-9322,805.0,CHOUHAN,58.0,F,Westlake Chemical,16271 vista south,,,312074.0
TX,M,4.0,7.0,2102811.0,t5a 1n6,Cleveland,LILIAN,G,DIT194,United States of America,O,1-784-796-6844,702.0,DITKO,57.0,,Jones Lang LaSalle,1080 LAVENDER LANE,,2.0,68551.0
MT,W,1.0,3.0,2246854.0,78784,Lewiston,CATI,,EMI195,United States of America,O,1-662-625-4671,368.0,EMIG,43.0,,Burger King Holdings,10856 summer street,,4.0,488800.0
IL,W,2.0,8.0,1312448.0,H6d 1w8,Tallahassee,Luong,,Ryd196,United States of America,R,1-627-590-4931,520.0,Ryder,39.0,m,Hovnanian Enterprises,17021 edwards crescent,APT. 392,3.0,431633.0
WY,S,3.0,2.0,295993.0,06705,El Monte,JUOZAS,S,mei197,United States of America,O,1-055-694-7984,666.0,meisner,87.0,,Medical Mutual of Ohio,7726 TALLOWOOD UPPER,,0.0,72797.0
NC,S,1.0,9.0,1220003.0,M5c 1v9,Sioux Falls,Lysy,,Ceg198,United States of America,O,1-166-844-7429,587.0,Cegelski,57.0,,Lockheed Martin,19097 foxfire north,,0.0,260576.0
ND,U,5.0,4.0,2400476.0,90759,Columbia,ULA,Z,hai199,United States of America,O,1-516-930-4640,643.0,haigh,58.0,,Yum Brands,8161 PINTO ROAD,,4.0,200096.0
GA,,4.0,5.0,2900897.0,22301,San Francisco,Francesca,J,cle200,United States of America,R,1-261-215-4290,484.0,clendening,28.0,,Wesco International,9659 sakowitz west,,,
VA,U,1.0,3.0,3942140.0,19165,Santa Clara,emili,W,Cie201,United States of America,R,1-681-572-7662,,Ciesielski,95.0,,Volt Information Sciences,15306 pike park,,3.0,267656.0
Prince Edward Island,S,2.0,8.0,2118119.0,75007,Greensboro,yogesh,,Par202,United States of America,R,1-288-967-5460,676.0,Parypa,98.0,f,Western Union,21891 dewey street,,1.0,35253.0
OR,M,2.0,4.0,338540.0,90302,Waco,Xantippe,K,LOZ203,United States of America,O,1-315-022-2148,300.0,LOZINSKI,55.0,f,,8155 storeywood road,,5.0,113159.0
WI,,3.0,8.0,2617116.0,84092,Rochester,TINO,,Pas204,Canada,R,1-707-402-6121,,Pascal,14.0,,Lubrizol,20871 dewdrop street,APT. 630,2.0,297444.0
ID,M,1.0,9.0,1459711.0,v6d 1u1,Tampa,AGGIE,,Aul205,United States of America,O,1-186-893-7846,831.0,Aula,30.0,,C.H. Robinson Worldwide,1121 GREENE PARK,,3.0,52092.0
MT,M,1.0,7.0,1804959.0,99503,Paterson,Alane,N,bar206,United States of America,O,1-571-918-3795,609.0,barnes,90.0,F,Celgene,23849 westerley south,,3.0,30249.0
MD,S,0.0,2.0,2957472.0,80960,Fullerton,ABBYE,,ELL207,United States of America,O,1-206-055-2128,679.0,ELLIOTT,69.0,,Leggett & Platt,1540 murie rue,,2.0,483052.0
NY,U,0.0,6.0,2919293.0,53743,London,aleen,P,for208,United States of America,O,1-963-724-8044,634.0,forslund,67.0,m,Fidelity National Information,16633 raymond road,suite 344,4.0,287060.0
HI,W,1.0,4.0,3610130.0,t6d 1k1,Newark,collen,U,Bur209,Canada,O,1-050-641-8503,338.0,Burbidge,41.0,,Arch Coal,18676 turman drive,,1.0,274154.0
DE,M,5.0,4.0,1209441.0,91350,Buffalo,NEALA,,FOL210,United States of America,O,1-020-258-1680,332.0,FOLLMER,2.0,F,Affinia Group Intermediate,1808 HARDY STREET,,5.0,379659.0
PA,M,0.0,8.0,1058712.0,37916,El Paso,CELISSE,,Led211,United States of America,O,,721.0,Leder,89.0,m,Kellogg,11115 midland avenue,,0.0,
IN,,1.0,3.0,1946028.0,22329,Toledo,MEHMET,N,kop212,United States of America,O,1-886-961-7857,351.0,kopke,88.0,,PerkinElmer,24950 sheppard lane,,4.0,100796.0
MT,M,1.0,6.0,1420984.0,M1i 1r8,Sterling Heights,Carlis,,pay213,Canada,O,1-999-799-7384,564.0,paylor,90.0,,Limited Brands,6450 LEMMING RUE,,1.0,128277.0
WY,M,3.0,9.0,213235.0,h5i 1p1,New Haven,marshal,,PAL214,United States of America,O,1-362-078-4138,379.0,PALACEK,54.0,,OfficeMax,19342 wycliffe park,,1.0,147414.0
FL,S,2.0,8.0,472425.0,M1I 1R5,Dallas,Fabien,,fel215,United States of America,O,1-174-723-5263,727.0,felton,53.0,,J.B. Hunt Transport Services,7582 woodway south,,1.0,51559.0
RI,U,3.0,2.0,1160132.0,53739,Milwaukee,basia,,ATW216,United States of America,O,1-898-789-3598,578.0,ATWELL-BYRNE,89.0,,American Express,22526 QUEENSBURY LOWER,,2.0,355622.0
CO,W,1.0,10.0,2869995.0,06603,Anaheim,FARID,S,Mcb217,United States of America,O,1-482-305-5399,642.0,Mcbeth,31.0,M,Occidental Petroleum,18833 3rd park,,5.0,468116.0
SD,M,0.0,1.0,3727044.0,28247,Huntington Beach,jyoti,B,Jal218,United States of America,O,1-834-784-7657,,Jalaie,1.0,M,Shaw Group,19394 canoas west,apt. 3,1.0,276728.0
TX,S,0.0,,2293241.0,h7g 1u9,Naperville,Jandy,,vem219,Canada,R,1-864-555-5341,554.0,vempati,57.0,,W.W. Grainger,9941 ROYALTON DRIVE,,3.0,135306.0
VT,U,0.0,6.0,2846515.0,90831,Iqaluit,VO,D,BAR220,United States of America,U,1-475-209-3369,733.0,BARNICKEL,10.0,,IDT,10177 pecos crescent,,1.0,99566.0
IN,M,4.0,10.0,1619956.0,M4j 1o7,Winnipeg,Kien,U,PES221,United States of America,O,1-459-456-1848,345.0,PESOLD,74.0,M,General Mills,20823 WEST CHAPEL AVENUE,,2.0,263959.0
UT,M,0.0,6.0,2367607.0,77288,St. Petersburg,Tybi,,Sha222,United States of America,R,1-802-797-1712,644.0,Shaughnessy,28.0,F,RBS Global,13483 ROCKDALE DRIVE,,2.0,441498.0
NV,S,0.0,3.0,3795566.0,77117,Waterbury,Nhien,J,Sch223,United States of America,U,,564.0,Schmeing,96.0,M,Realogy,9645 HAYDEN BOULEVARD,,3.0,429621.0
TX,M,3.0,10.0,734762.0,45263,Lubbock,Florance,L,Mat224,United States of America,O,1-224-760-3774,465.0,Materna,42.0,,ArvinMeritor,6066 fillmore lower,,1.0,181214.0
OR,D,4.0,8.0,908994.0,v6g 1p4,London,Ros,,JAI225,United States of America,O,1-511-883-9082,652.0,JAIN,64.0,,Amkor Technology,293 conier avenue,,,212502.0
Ontario,M,4.0,6.0,2561296.0,72247,Des Moines,Genevieve,,KAR226,United States of America,O,,714.0,KARNAZES,,,Lear,7000 ansley lane,,5.0,244545.0
Saskatchewan,M,4.0,10.0,3181069.0,E7n 1j9,Madison,EMILIO,,gus227,Canada,R,1-405-014-0029,383.0,gustafson,49.0,,Asbury Automotive Group,13635 jarvis south,APT. 587,5.0,218681.0
MO,,5.0,7.0,2632226.0,45272,Scottsdale,JANEEN,K,Ann228,United States of America,O,1-076-073-0994,336.0,Annas,81.0,,Limited Brands,17362 COFFEY UPPER,,,296916.0
UT,,2.0,9.0,,x7j 1q2,Mount Pearl,cathrin,R,lab229,Canada,O,1-690-040-0846,626.0,labenek,57.0,,Beazer Homes USA,12279 trafalgar crescent,,0.0,453659.0
IL,S,0.0,0.0,1151333.0,80952,Iqaluit,kirstin,M,fli230,United States of America,U,1-211-707-3341,549.0,flindall,42.0,f,,24717 MIDLAND LANE,,3.0,194450.0
NM,U,4.0,0.0,2763939.0,38157,Moreno Valley,giles,,sat231,United States of America,O,1-642-203-7899,492.0,satkunaseelan,30.0,,Acuity Brands,11493 worley park,,5.0,49533.0
NC,M,4.0,0.0,370710.0,06703,Naperville,Ted,I,tho232,United States of America,O,1-792-738-9524,327.0,thornley,56.0,,ABM Industries,6492 HAMMOND AVENUE,,2.0,394819.0
AZ,S,3.0,10.0,1192164.0,v6u 1r8,Norfolk,hayden,L,CRI233,United States of America,O,1-881-269-3949,545.0,CRIPPS,3.0,m,,8954 bagby north,,3.0,342754.0
CT,M,0.0,0.0,223487.0,28231,Louisville,Gail,V,Gas234,United States of America,O,1-537-303-6219,571.0,Gascon,53.0,M,Southwestern Energy,11622 josey south,,1.0,224435.0
VA,W,2.0,7.0,2341143.0,63107,Akron,las,,Cha235,United States of America,O,1-682-154-3638,423.0,Chavers,67.0,f,Delta Air Lines,11538 collinwood avenue,,0.0,37717.0
NV,,0.0,4.0,1774784.0,H2g 1w7,Whitehorse,Noelyn,,Net236,United States of America,O,1-512-708-0580,655.0,Nettles,94.0,,ITT,20913 vickers boulevard,,1.0,286483.0
VA,M,5.0,0.0,3951308.0,55416,Salem,izak,,WOO237,United States of America,O,1-598-440-6359,488.0,WOODROW,37.0,m,Health Management Associates,22274 VICKERY CRESCENT,,0.0,185412.0
British Columbia,M,,6.0,2756025.0,V6d 1u5,Memphis,bernita,,val238,United States of America,,1-281-206-9270,352.0,valerien,75.0,,Western Union,881 vance jackson south,,4.0,472518.0
VA,M,1.0,0.0,1833112.0,93782,Fayetteville,Karmen,,Ber239,United States of America,O,1-442-133-8200,810.0,Berndt,51.0,f,Family Insurance Group,15079 DECATUR RUE,,,425307.0
TX,D,2.0,8.0,698884.0,90252,Lansing,Rio,F,lab240,United States of America,O,1-607-062-8891,686.0,labranche,74.0,,Advance Auto Parts,10424 mitchell street,,2.0,304909.0
CO,M,2.0,0.0,3287261.0,85759,Atlanta,ISABELLE,X,VRE241,Canada,R,,389.0,VREUGDENHIL,100.0,m,J.P. Morgan Chase & Co.,14195 VERDE PARK,,0.0,231226.0
GA,M,0.0,,3337290.0,M5g 1x8,Gary,Micro,,GOO242,United States of America,U,1-141-622-5196,761.0,GOODINSON,,F,Fidelity National Financial,10608 bissonnet road,,0.0,219026.0
NE,D,1.0,4.0,2963197.0,78746,Atlanta,maribel,S,cha243,United States of America,O,1-500-101-2792,589.0,chaput,28.0,,Toro,11237 balmoral way,,0.0,414993.0
NC,M,0.0,1.0,1487009.0,H2f 1z1,Dawson City,NADYA,W,TAM244,United States of America,O,1-655-973-7192,492.0,TAMARELLI,18.0,F,Mueller Water Products,15621 yaupon lower,,0.0,24837.0
OK,D,5.0,10.0,3177428.0,77288,Mobile,Darrell,,CUM245,United States of America,U,1-972-039-2576,442.0,CUMPSTON,77.0,M,Energy Future Holdings,12387 SAUNDERS WEST,Suite 463,2.0,200645.0
MO,S,3.0,8.0,1886280.0,35277,Santa Clarita,Hoy,E,SIM246,United States of America,O,1-764-148-5233,649.0,SIMONOVICH,14.0,,Weis Markets,6156 holmes court,,4.0,22605.0
AR,U,0.0,8.0,1853087.0,36134,Chicago,shana,,Est247,United States of America,O,1-399-618-9069,337.0,Estes,23.0,,MasterCard,17521 REILLY STREET,,0.0,
MT,D,,8.0,195847.0,V6t 1u3,Nashua,HQ,P,han248,United States of America,R,1-628-481-6657,572.0,haney,1.0,F,Oracle,20093 canterbury way,,4.0,389524.0
Newfoundland,M,3.0,0.0,3727580.0,99597,West Covina,Co,Y,Pee249,United States of America,U,1-085-050-1119,666.0,Peers,58.0,,Mutual of America Life,11930 alabama south,,4.0,232945.0
OR,D,3.0,4.0,2993662.0,V6N 1V1,Mesa,Beb,T,bli250,United States of America,O,1-993-284-6634,567.0,blidy,98.0,M,JetBlue Airways,22780 terrace lower,,2.0,390626.0
NM,,3.0,5.0,2886788.0,T6d 1h7,El Paso,Sherrill,,Lea251,United States of America,O,1-395-464-9156,574.0,Leavell,76.0,,Western Refining,6481 century lane,,5.0,286207.0
FL,S,0.0,2.0,3672610.0,M7o 1c5,Victoria,takehiko,U,Wil252,United States of America,,1-811-547-9696,498.0,Willhoff,59.0,F,Western Refining,11293 rice avenue,,5.0,391468.0
MS,U,2.0,9.0,3245637.0,M2q 1e8,Hayward,FLOSSIE,,kom253,Canada,R,,836.0,komenda,81.0,f,Bristol-Myers Squibb,9828 WEST EAST,,5.0,171326.0
Saskatchewan,M,3.0,8.0,959636.0,64172,Oshawa,Chryste,,Wel254,United States of America,,1-648-501-2866,759.0,Welsford,31.0,,AutoNation,10369 gemini way,,2.0,294972.0
NE,S,5.0,6.0,1037702.0,85265,Hamilton,Sheelagh,,Lac255,United States of America,O,1-332-974-4753,563.0,Lacombe,1.0,,Boeing,23445 GATES WAY,,3.0,131039.0
TN,S,5.0,8.0,69141.0,h5k 1p8,Oklahoma City,DICKENS,,Hon256,United States of America,U,1-217-048-6379,313.0,Honda,28.0,f,Advanced Micro Devices,2160 WEIZMANN DRIVE,,1.0,480287.0
OR,M,4.0,6.0,2818725.0,M2P 1F6,Portland,Maury,,Con257,United States of America,O,,771.0,Conley,36.0,,Unitrin,16716 fresco road,,0.0,276404.0
ID,S,5.0,1.0,3153373.0,V6U 1U9,Macon,Dorothy,,han258,United States of America,O,1-246-119-5490,717.0,handley,47.0,,Liberty Media,17068 simpson road,,0.0,435481.0
WV,D,4.0,2.0,616608.0,V6F 1W7,Yellow Knife,CHICKIE,,WOJ259,United States of America,O,,355.0,WOJTECKI,77.0,,Jarden,23276 dillbeck upper,,4.0,
MI,U,4.0,10.0,1014586.0,92711,Santa Rosa,Lavinia,P,Ami260,United States of America,O,1-347-479-6259,383.0,Amini,91.0,f,Cincinnati Financial,24268 hayden west,,4.0,499891.0
AL,S,5.0,1.0,1679903.0,60779,Fort Wayne,Kristine,A,Mo261,United States of America,O,1-881-547-3819,579.0,Mo,46.0,f,Steel Dynamics,2682 LUMBER PARK,,5.0,394640.0
TN,M,3.0,5.0,1062919.0,90790,Inglewood,tobi,,BUR262,Canada,O,1-155-847-4022,324.0,BUREK,36.0,,OGE Energy,4129 crestline avenue,,4.0,359040.0
Manitoba,M,2.0,0.0,3684297.0,80908,London,Frederica,X,Kos263,United States of America,R,1-946-987-5835,752.0,Kosten,18.0,m,Hartford Financial Services,18257 mahonia west,,5.0,429949.0
CO,D,2.0,2.0,1805618.0,74129,Waterbury,Cayla,,Bor264,Canada,O,,723.0,Borel,27.0,m,Penske Automotive Group,19050 cordoba upper,,5.0,333500.0
OR,S,,1.0,1852935.0,M9e 1u6,Salem,BRIAN,K,LAR265,United States of America,U,,349.0,LARCHE,79.0,,Amkor Technology,1121 greene park,,2.0,480399.0
CO,W,5.0,4.0,1528702.0,93663,Dayton,ROCH,,BOU266,United States of America,O,1-551-913-3853,643.0,BOURDEAU,72.0,,Psychiatric Solutions,13762 silver sage way,,2.0,73398.0
NC,W,0.0,0.0,178411.0,84119,Frederick,Charly,,Pan267,United States of America,O,1-666-863-1257,390.0,Panter,26.0,,Calpine,22629 bagby east,,3.0,
Alberta,U,4.0,7.0,2245432.0,82602,Thousand Oaks,joli,,Wal268,United States of America,O,1-938-871-9739,801.0,Walbridge,31.0,m,Saks,13296 wayside boulevard,,4.0,446105.0
VT,S,4.0,2.0,3058077.0,94429,Escondido,Kasper,,Mue269,Canada,O,1-333-561-7008,741.0,Muehle,2.0,M,BE Aerospace,9824 OLYMPIA STREET,,0.0,128126.0
VT,D,1.0,8.0,723251.0,H2A 1V4,Independence,Joo-geok,,Zub270,Canada,O,1-514-023-2587,821.0,Zubans,81.0,,Exterran Holdings,6907 ferncliff crescent,Apt. 986,2.0,371101.0
SC,M,,5.0,3755553.0,40511,Corpus Christi,Winona,D,Sei271,United States of America,O,1-027-811-2670,830.0,Seidman,69.0,,Penn National Gaming,24573 lyons avenue,,3.0,263066.0
SD,M,1.0,,757755.0,M5b 1y9,Santa Rosa,king-haut,,Cav272,United States of America,R,1-475-590-2337,441.0,Cavasin,69.0,F,PetSmart,15407 fillmore north,,0.0,
New Brunswick,D,1.0,2.0,3610784.0,E7N 1P6,Burlington,DARLENE,,Har273,United States of America,R,1-214-794-0930,484.0,Hartell,80.0,F,First Data,850 leon lower,,3.0,453776.0
Manitoba,,5.0,8.0,2994154.0,h5k 1o7,Overland Park,Deana,R,Nau274,United States of America,O,1-988-429-0103,653.0,Naugle,14.0,M,Liz Claiborne,14635 greene rue,,4.0,494609.0
NJ,D,2.0,7.0,612241.0,95203,Huntsville,Laurette,,Ste275,Canada,R,1-143-517-2347,727.0,Stegman,39.0,,Alcoa,21034 windchime lower,,0.0,233618.0
TX,U,,0.0,1352198.0,23513,Berkeley,Renell,D,Cho276,United States of America,O,1-709-720-3248,535.0,Choo-kang,0.0,m,Perini,15868 dewdrop park,,1.0,
MD,W,4.0,9.0,2534935.0,T5c 1j1,Casper,Meriann,R,Lux277,United States of America,R,1-314-831-7578,320.0,Luxford,59.0,f,Hudson City Bancorp,10232 oak hill west,,5.0,154521.0
WV,W,4.0,1.0,3189762.0,V6z 1q9,Toledo,KATALIN,,Far278,United States of America,O,1-342-101-7385,775.0,Farnsworth,60.0,F,Sigma-Aldrich,950 WILLS WEST,,4.0,438162.0
OH,M,4.0,,447872.0,73121,Cheyenne,Gayel,,Shi279,United States of America,O,1-419-495-9429,606.0,Shinjo,4.0,F,Plains Exploration,23223 WOODLAWN UPPER,,3.0,352602.0
NH,S,2.0,5.0,3207012.0,75267,Fresno,Lourdes,P,Pip280,United States of America,O,1-992-551-4676,,Piperni,74.0,f,W.R. Berkley,23208 porter crescent,,4.0,194788.0
