gncd,ncm,mrtlstts,mddlntl,nmbrchldrn,mplr,ntwrth,ddrssln1,crdtrtng,nmbrcrdtcrds,cntr,ct,stt,phn,nmbrcrs,g,wnrrntflg
Ice7632,347270.0,W,,,Neiman Marcus,3064442.0,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,701.0,9.0,United States of America,Springfield,CT,1-633-495-6478,2.0,,O
ZWG7633,399212.0,D,,2.0,BlackRock,2016524.0,TAIWTM,323.0,1.0,United States of America,Anchorage,Quebec,1-398-680-0278,5.0,82.0,R
Evw7634,439561.0,M,,5.0,McGraw-Hill,37745.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,846.0,10.0,United States of America,Winnipeg,NJ,1-185-976-7770,4.0,94.0,O
Lhl7635,29980.0,M,c,4.0,Family Dollar Stores,503752.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,850.0,8.0,United States of America,Waco,MN,1-490-238-8219,3.0,16.0,O
LYB7636,28693.0,M,N,5.0,Teleflex,2115180.0,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,,,United States of America,Stockton,NE,1-891-741-2112,2.0,43.0,U
Ijb7637,106794.0,M,x,2.0,,839222.0,Phqspowfoiqmszxy,564.0,3.0,Canada,Boston,VA,1-849-918-0984,1.0,76.0,O
Zhf7638,340598.0,S,,5.0,Imation,1851334.0,XDPEFDQIMFNMCO,558.0,4.0,United States of America,Memphis,PA,1-426-168-3142,3.0,0.0,O
PYU7639,490597.0,U,r,,PPL,1348251.0,FSSAAXLAMAPBOMTNUFG,417.0,0.0,United States of America,Sydney,WV,1-757-910-8931,1.0,33.0,O
Iku7640,499685.0,U,F,2.0,Smithfield Foods,2722392.0,AKWOIATLDDKU,487.0,6.0,Canada,Shreveport,WY,1-468-325-0119,2.0,62.0,O
HBZ7641,62285.0,M,,0.0,Macy's,1785161.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,639.0,9.0,United States of America,Modesto,MN,1-383-310-7894,2.0,8.0,O
Pco7642,320885.0,U,,5.0,Torchmark,2823578.0,VANVGDDSYEK,625.0,3.0,United States of America,Hull,VT,1-353-727-2029,5.0,4.0,O
Ybv7643,184669.0,D,,3.0,Herman Miller,2123972.0,TVTDULLNHUZPDNEEKSXEGPXDNE,,1.0,United States of America,Yonkers,WV,1-028-849-5461,5.0,39.0,O
Rim7644,126989.0,S,F,0.0,Kindred Healthcare,112782.0,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,,3.0,United States of America,Atlanta,IN,1-480-785-4021,0.0,90.0,R
gnf7645,48144.0,M,,4.0,Arch Coal,248311.0,HWAWSSEUGGKEXQDESYXFHWZ,460.0,3.0,Canada,Hayward,MS,1-443-132-4138,1.0,7.0,
Wxp7646,377787.0,,C,4.0,Whirlpool,3719851.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,793.0,8.0,United States of America,Savannah,CO,1-143-020-1234,5.0,95.0,O
Dxh7647,323782.0,U,N,5.0,Arrow Electronics,1920385.0,,821.0,8.0,Canada,Fullerton,PA,1-475-304-3486,5.0,59.0,O
Aqo7648,31880.0,S,,2.0,Rock-Tenn,576903.0,NASLRGJGXPDOGNJSHNLNGBCXJVO,,6.0,United States of America,Overland Park,DE,1-677-882-6792,3.0,13.0,O
fen7649,390190.0,D,s,3.0,R.H. Donnelley,1855037.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,643.0,8.0,United States of America,Alexandria,Prince Edward Island,1-151-067-7411,5.0,58.0,O
CMQ7650,413821.0,U,,1.0,Pall,2954046.0,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,817.0,2.0,Canada,Fort Collins,TN,1-645-553-4591,4.0,67.0,O
Yhb7651,301451.0,,,2.0,Burlington Coat Factory,952096.0,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,702.0,10.0,United States of America,Santa Fe,CA,1-670-793-5351,1.0,68.0,O
mbw7652,5888.0,D,L,0.0,Forest Laboratories,3382998.0,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,409.0,2.0,United States of America,Simi Valley,TN,1-049-843-6473,1.0,17.0,O
xas7653,254404.0,,Y,2.0,Moody's,3772196.0,Gicehrtxtlvwiewgl,617.0,6.0,United States of America,Mesa,FL,1-739-185-6579,2.0,44.0,O
MKM7654,290984.0,M,,0.0,Fidelity National Financial,3180080.0,cveuptzbcwxicceqqmqsqgfvhykw,,5.0,United States of America,Simi Valley,TN,1-215-295-5893,3.0,16.0,O
Jgi7655,441847.0,M,,5.0,Amphenol,3971412.0,Kqosfw,756.0,,United States of America,Charlotte,OR,,5.0,27.0,O
Mwv7656,373240.0,D,,4.0,Int. Business Machines,1488210.0,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,484.0,5.0,United States of America,St. Petersburg,ME,1-515-341-8405,2.0,59.0,R
YOY7657,461444.0,S,,4.0,Int. Flavors & Fragrances,2621373.0,Gqvfapurdsetypjkkcceahfodyn,589.0,9.0,United States of America,Washington,SC,1-249-978-7278,1.0,8.0,O
Gja7658,255072.0,S,,4.0,Gilead Sciences,1021949.0,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,380.0,0.0,United States of America,Tallahassee,Ontario,1-471-716-6210,1.0,98.0,O
rcx7659,255019.0,S,E,1.0,United Rentals,2444319.0,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,541.0,10.0,United States of America,Mesa,GA,,1.0,35.0,R
IPA7660,330718.0,M,V,,Convergys,362567.0,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,474.0,7.0,Canada,Portland,VA,1-982-617-1421,1.0,57.0,
rbj7661,245130.0,,b,1.0,Mueller Water Products,462234.0,WSKYHRCGGHSPINYLUNNDCJPV,685.0,4.0,United States of America,Las Vegas,KY,1-068-568-6056,2.0,69.0,O
ebw7662,19691.0,M,U,3.0,Shaw Group,3936622.0,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,363.0,10.0,United States of America,Sudbury,SC,,4.0,33.0,R
SQY7663,13490.0,M,,1.0,Energy Future Holdings,2116904.0,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,605.0,9.0,United States of America,Sunnyvale,NC,1-772-155-4468,1.0,33.0,O
nqw7664,90333.0,W,i,4.0,PHH,63883.0,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,394.0,6.0,United States of America,Birmingham,KS,1-551-833-6226,4.0,1.0,
Fyz7665,210200.0,U,,2.0,Simon Property Group,2747738.0,uezrarapf,812.0,6.0,Canada,Orlando,MO,1-894-068-7775,0.0,19.0,R
Hds7666,195318.0,M,J,3.0,World Fuel Services,938329.0,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,688.0,3.0,United States of America,Albuquerque,OK,,3.0,63.0,R
ksz7667,486627.0,M,s,5.0,Andersons,976093.0,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,808.0,9.0,United States of America,Nashville,LA,1-942-682-4165,5.0,27.0,O
Wzm7668,142918.0,,,4.0,L-3 Communications,2031908.0,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,492.0,1.0,United States of America,Akron,Saskatchewan,,,12.0,O
Xna7669,243364.0,D,N,3.0,CACI International,660066.0,xznxzmzinjddcepuvomccimcwdxo,734.0,6.0,United States of America,Lubbock,KY,1-316-836-0322,4.0,26.0,O
ugr7670,208343.0,M,,5.0,M&T Bank Corp.,2777991.0,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,579.0,7.0,United States of America,St. Paul,NH,1-746-466-6593,1.0,2.0,O
Qao7671,26787.0,M,a,4.0,Family Dollar Stores,3148815.0,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,410.0,10.0,United States of America,Columbus,NM,1-306-508-0916,0.0,34.0,U
MXH7672,190609.0,D,G,4.0,Medco Health Solutions,3714775.0,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,743.0,7.0,United States of America,Abilene,NE,1-049-405-9872,0.0,86.0,O
KQU7673,,M,J,,Crosstex Energy,2203195.0,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,431.0,9.0,United States of America,Biloxi,New Brunswick,1-539-901-1797,1.0,47.0,O
bxn7674,,M,,0.0,Reynolds American,3708645.0,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,805.0,4.0,United States of America,Cincinnati,MD,1-976-507-8347,0.0,73.0,O
Opu7675,453308.0,U,,0.0,PolyOne,2954852.0,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,688.0,9.0,United States of America,Tulsa,WV,1-902-376-9596,1.0,83.0,O
Ceo7676,251108.0,D,,,"Toys ""R"" Us",2421534.0,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,483.0,1.0,United States of America,Oakland,MA,1-532-161-3458,1.0,99.0,O
DZH7677,128853.0,U,,0.0,Sonoco Products,941243.0,Gjftxakuhgilmoatmibqcnbbrmq,844.0,7.0,United States of America,McAllen,MT,1-943-745-8094,0.0,49.0,O
Ocd7678,486933.0,M,,3.0,Newfield Exploration,3133101.0,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,436.0,5.0,Canada,Laredo,NM,1-162-078-3859,3.0,96.0,O
Uyj7679,306545.0,D,,2.0,IAC/InterActiveCorp,2070834.0,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,336.0,3.0,Canada,Fort Collins,TN,1-881-265-1012,5.0,12.0,U
mhz7680,7682.0,S,P,1.0,MGIC Investment,2617194.0,Rqhzrjcuikufwfbplxmtpeqb,688.0,1.0,United States of America,Sudbury,PA,1-781-682-4447,1.0,75.0,O
Sft7681,280763.0,U,,0.0,American International Group,2752340.0,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,581.0,9.0,Canada,Simi Valley,NC,1-716-288-6722,3.0,29.0,O
gza7682,296945.0,,,2.0,Health Net,2611991.0,Jbvoghxtacvunglpdzjhatiusxn,670.0,6.0,United States of America,Berkeley,CO,1-407-712-3659,1.0,4.0,R
Rem7683,176399.0,U,,0.0,Mueller Industries,3965576.0,Pyoruxpsl,671.0,5.0,United States of America,Santa Rosa,TX,1-747-143-2305,0.0,100.0,O
cko7684,97252.0,U,b,4.0,American National Insurance,3550405.0,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,352.0,10.0,Canada,Mesquite,IN,1-522-074-1862,3.0,45.0,U
RLN7685,320588.0,S,,2.0,Morgan Stanley,1566093.0,XRPHDPOQURZXVFLADMA,317.0,10.0,United States of America,Regina,VA,1-867-195-7669,3.0,63.0,O
Qjl7686,18284.0,,R,2.0,Halliburton,1944507.0,iqnzhrksgftjekxfljogmqkrbpkstk,809.0,6.0,United States of America,Worcester,WV,1-272-128-3403,4.0,35.0,R
YNL7687,,S,w,2.0,MGIC Investment,3250645.0,Jbmoxkiflceta,704.0,5.0,Canada,Iqaluit,VT,1-174-194-8365,0.0,61.0,
qpi7688,80228.0,S,E,,United Services Automobile,2806218.0,Wgfjqmnbm,411.0,2.0,United States of America,Little Rock,AZ,1-067-296-1708,1.0,43.0,O
Xxi7689,39672.0,U,C,3.0,Spartan Stores,2826399.0,,431.0,4.0,Canada,Santa Clarita,NY,1-688-092-7664,,98.0,O
axi7690,225036.0,M,,3.0,Moog,91147.0,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,362.0,4.0,United States of America,Chicago,NE,1-784-445-0301,3.0,84.0,O
Wqd7691,224427.0,M,,3.0,Century Aluminum,1036928.0,raecjdlfwcwnaaeqeomxmuemrg,532.0,4.0,Canada,Irving,SC,1-773-485-4247,2.0,,R
jur7692,123153.0,U,g,4.0,Hayes Lemmerz,2406965.0,Deamomjpzxjzhfugk,442.0,3.0,United States of America,Ontario,New Brunswick,1-528-873-2585,5.0,18.0,O
NBX7693,,S,t,1.0,EOG Resources,3588199.0,Aktcqktdiehyacjhlqknwg,677.0,10.0,United States of America,Stamford,KY,1-952-933-5053,2.0,14.0,O
Naf7694,353487.0,M,,2.0,Dresser-Rand Group,,Xasjqyptachbyjrnjvfvznkcwdxmpo,565.0,8.0,United States of America,Victoria,British Columbia,1-882-237-0765,4.0,22.0,O
bzc7695,145794.0,M,,1.0,Sealed Air,2896930.0,,365.0,5.0,United States of America,Brownsville,WA,1-762-453-2464,3.0,7.0,R
Pmo7696,142515.0,W,,5.0,Blockbuster,312676.0,Nzckdxwdktbsqcaurk,406.0,5.0,United States of America,Bellevue,AK,1-129-593-2017,3.0,97.0,O
goh7697,414775.0,U,z,5.0,Owens Corning,16279.0,Svabwvthdbgivhnelxqvrhqvvgy,774.0,3.0,United States of America,Baltimore,MN,1-779-145-2680,0.0,49.0,
Jfb7698,125271.0,S,I,5.0,Robert Half International,1536113.0,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,718.0,7.0,United States of America,Cedar Rapids,RI,1-770-255-3860,2.0,25.0,R
Hao7699,,M,,,Wesco International,184474.0,Unyjafcdzuerth,588.0,2.0,United States of America,Huntington Beach,British Columbia,1-336-236-0201,4.0,99.0,R
Dwo7700,93761.0,M,O,5.0,Dana Holding,2971869.0,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,764.0,5.0,Canada,Cedar Rapids,SD,1-185-085-5742,1.0,44.0,O
RJA7701,397902.0,U,,1.0,NBTY,2256728.0,EUDAFRRFNHWKIULGYBSUDTUTXASRTKSASSDSQBOCJDTTNFNSEYBVRIAH,,2.0,United States of America,Los Angeles,AL,1-957-033-0510,2.0,96.0,O
Lph7702,123538.0,M,,3.0,Eastman Chemical,2127026.0,chfifgrzddwjambrkaommoksjfzpnxvkvppcazeofdnrbmspungachheu,657.0,8.0,United States of America,Milwaukee,British Columbia,1-485-740-9640,4.0,88.0,O
Rfk7703,118013.0,M,,2.0,Allergan,3476485.0,Oclmxjrebkhucmocoldtnepglbejgjnqlikutugptmwrmrucuhztxxbwzwkoiqlsnwtekekkykjpkt,769.0,,United States of America,Detroit,Ontario,1-459-114-0867,3.0,33.0,U
RFU7704,45737.0,M,U,5.0,Global Partners,908035.0,Qmbltoafvggvsolvieqcbeydfsprubcikjiahxx,776.0,7.0,United States of America,Nashua,MD,1-671-499-0522,2.0,8.0,O
TQH7705,456999.0,U,,0.0,Fluor,,HOMAWOXXWEMFPMBHETZHOZBOPJGPFBDFJZQETUMMJAVJO,343.0,4.0,United States of America,Minneapolis,IA,1-817-903-4786,2.0,55.0,O
Bbc7706,326910.0,W,,4.0,FedEx,3054149.0,uathejgojclvooynhavibvdjhuspwiyxjtrrbidwiabjxyvcuxcifzyqtwphzvxbfcrykaelbw,568.0,5.0,United States of America,Columbia,PA,1-099-914-5598,3.0,43.0,U
Yoj7707,166536.0,S,F,0.0,Polaris Industries,,,830.0,5.0,United States of America,Garden Grove,MA,1-102-019-9878,2.0,75.0,O
lvh7708,337347.0,,,4.0,Torchmark,248269.0,OHYWSFETLJEYTTMYZDOGFTPBAQKVN,812.0,6.0,Canada,Norfolk,ID,1-873-941-1147,3.0,66.0,R
Zpr7709,41345.0,U,,4.0,Alliance Data Systems,1203267.0,WSZYJROXWWIWMVXDTZLJRKAPTUGFNIKPCPNRWASXEWEEUXRZALWYHWKU,489.0,6.0,Canada,Salem,Newfoundland,1-710-953-4977,2.0,58.0,U
LMG7710,370209.0,U,,1.0,American International Group,3704743.0,Qfeecmwaxqhkulepjrwbmihojdaovxcukyrlnphlnimczdwhbxkilgjzuoiyhpupzxvcxxtrztifgd,845.0,9.0,United States of America,Saskatoon,UT,1-789-825-2857,5.0,29.0,U
WMF7711,343016.0,U,,4.0,Mohawk Industries,3673540.0,VIJLPKEZYSJJGTR,735.0,0.0,United States of America,Boise,OR,1-179-937-7265,0.0,28.0,R
Qov7712,186990.0,D,,3.0,Vulcan Materials,982779.0,,615.0,4.0,United States of America,Irvine,ID,1-596-337-6757,4.0,93.0,U
Vkp7713,46562.0,W,,4.0,OfficeMax,2778471.0,,,6.0,United States of America,Washington,AL,1-512-224-7078,,17.0,U
SST7714,98412.0,U,P,5.0,Michael Foods,2585134.0,Zmasw,769.0,,United States of America,St. Petersburg,MN,1-552-735-4638,5.0,98.0,U
Fuk7715,436056.0,S,,4.0,Vulcan Materials,3591627.0,Hvwcslkdbovbksvugzeblranwljqocapxusqfhoxknwsbunmtvsdrquws,406.0,10.0,United States of America,Torrance,UT,1-127-805-3262,5.0,38.0,O
Brz7716,36008.0,U,,1.0,,1819561.0,DVMTEYEFOGEHXPCXCSOGWGYKOIPFCQAEJN,586.0,0.0,United States of America,Warren,ME,1-985-423-7255,3.0,44.0,O
Faw7717,417402.0,M,,0.0,Unum Group,2857056.0,Oznikwnqknmmzcqghprkmqgvogyqikwolvmyluhxmsculhddmjcxxwcuijvtebhrdmamuus,630.0,10.0,United States of America,Oakland,IA,,1.0,27.0,O
Jtn7718,273535.0,U,,1.0,Domtar,1393892.0,Gvpkllxjihwcdekmhwgrvrjjlemqymitgmisuqksneadi,533.0,7.0,United States of America,Hull,VT,1-019-900-0927,1.0,94.0,O
too7719,445562.0,M,,2.0,Sentry Insurance Group,759096.0,vunoywivtxaoteia,328.0,,United States of America,Boston,MA,1-055-674-3126,4.0,,O
Kcd7720,226333.0,M,,2.0,Constellation Energy,2288668.0,cgfbhvbutwppcxeqzjnajirvbyji,753.0,9.0,Canada,Modesto,Prince Edward Island,1-539-727-9817,4.0,60.0,O
Yhh7721,,U,,3.0,CSX,3580824.0,Cnqkflteffhlvuvkvlidzxdddhthinttughoacniyaskjqxcunrgjffmddusvcvayyayerjr,512.0,10.0,United States of America,Grand Prairie,Manitoba,1-125-903-5459,3.0,48.0,O
Adu7722,,D,,3.0,W.W. Grainger,1681450.0,oigxagmffqteeswxkzbgrigdxtvmfgkkymknfeb,432.0,8.0,Canada,Phoenix,TX,1-591-506-8069,5.0,36.0,R
Kwx7723,271054.0,,W,3.0,Kimberly-Clark,1592047.0,hvvnvoixtwnfzmbjghxksazmfoqqyifvcgqkdqsaknwanpwjavvnifvkfikf,323.0,2.0,United States of America,Lincoln,RI,1-131-877-8296,5.0,67.0,O
uzl7724,64626.0,U,,4.0,Henry Schein,3596545.0,Gfopscpludliujcvdkhcomkp,714.0,10.0,United States of America,Shreveport,MI,1-716-805-3703,3.0,63.0,O
UXY7725,463945.0,S,C,2.0,State Street Corp.,3093246.0,qgkokxkhlxlezcflupfkujkmnetfgxtqvnvnwajxvksuauioivdieovttkpwbd,730.0,7.0,United States of America,Warren,PA,1-506-286-3588,5.0,55.0,O
FRU7726,159731.0,M,d,,Quanta Services,3867919.0,xkltqvtdcifskkcnqwkyoawqfszkilztvdcgrfdsrhvmtykrzkcmxdshlwayjjjlstnimjmhcilfjis,346.0,5.0,United States of America,Erie,KY,1-427-982-9005,0.0,4.0,O
Bjx7727,190805.0,M,,3.0,Marshall & Ilsley Corp.,3245961.0,bwmnbuxfotmhhrcyzjwwrnhlqfdipsnrfekiuaaltzpthagegtbllneojphxmpvglgr,,1.0,United States of America,Fargo,OH,1-669-946-1808,5.0,92.0,R
zkp7728,43888.0,M,,1.0,Oceaneering International,600366.0,xgrescoregiylgtboucvujwksdieiawytiklnlimmvomlbmmdhxfucnrqugodotgspmcheziai,818.0,7.0,United States of America,Wichita,AR,1-936-581-5888,1.0,93.0,O
Lbo7729,34137.0,S,u,0.0,Raymond James Financial,1738979.0,Dzmpjafkabapegvhrgb,623.0,4.0,United States of America,Mount Pearl,KY,1-740-256-2368,0.0,87.0,R
TFP7730,196885.0,S,r,1.0,Valspar,454564.0,XJCLEPZFIVOMHEEDDIVHKBXAELURZXM,742.0,5.0,United States of America,Mobile,IA,1-559-799-0991,4.0,44.0,R
XKQ7731,206705.0,M,v,1.0,Live Nation,3912268.0,Fsqhjvcpihkakzconfp,378.0,9.0,United States of America,Phoenix,British Columbia,1-287-631-2055,0.0,95.0,O
DQY7732,337299.0,D,B,3.0,,1966788.0,FDWXXMAMQBZKBNOFIIQNDSCADQOENVUDHBWDPJRTOFAKIVOX,323.0,8.0,United States of America,Fontana,Quebec,1-100-505-6436,3.0,61.0,
Ydl7733,280247.0,M,,5.0,Health Management Associates,985098.0,Hxxljrxmownwpfdjzfhhazbnkdfnpiffelsgcxpqxditxaecp,684.0,2.0,United States of America,Toledo,KS,1-167-261-7959,2.0,23.0,R
VGT7734,286206.0,U,,2.0,Wyndham Worldwide,,Gztlddwbfkctdeykytcx,390.0,6.0,United States of America,Raleigh,ID,1-653-504-0712,4.0,16.0,O
Wwi7735,153656.0,M,C,1.0,Broadcom,1053231.0,UKXAT,707.0,8.0,United States of America,Lubbock,Newfoundland,,4.0,58.0,O
OJF7736,379503.0,M,G,1.0,Aramark,,dbdoqsilrfcdupggitpkvhybldnpkjhmkarn,368.0,2.0,United States of America,San Diego,Saskatchewan,1-388-567-1492,1.0,58.0,U
Czs7737,19124.0,M,r,2.0,Aventine Renewable Energy,3885299.0,Uojulktpnfxloorioipqxhqwsb,534.0,5.0,United States of America,Charleston,AL,1-801-318-0082,1.0,21.0,O
Zpa7738,44001.0,D,,2.0,Humana,895008.0,GBMBNKNAUUHMFJFEQNTCBMYKAXVPREBJXPVSASRNGVGFLVULZLKZKACREBUFAQQBBAY,379.0,9.0,United States of America,Garland,MT,1-280-292-5628,5.0,66.0,O
Icx7739,461564.0,,,3.0,U.S. Bancorp,101325.0,Kmyegtrbw,305.0,5.0,United States of America,Nashua,MT,1-075-286-5992,3.0,92.0,O
jmm7740,313750.0,M,,5.0,Analog Devices,1279719.0,VWVVRWRGIWWWKOMBSUMUFEVZIHAKGIQIHHEAAXFAEZMMC,417.0,1.0,United States of America,Fort Worth,GA,1-426-228-4128,3.0,38.0,O
saz7741,78185.0,D,h,4.0,Superior Energy Services,3779634.0,Tmkfklxmjgctanxysefncpqamqeselzmfpezrwabi,536.0,9.0,Canada,Sterling Heights,MT,1-393-250-1404,2.0,,R
Ybr7742,419102.0,W,R,4.0,Freddie Mac,742822.0,Ajbnzwvejqbkswwvtsy,773.0,10.0,United States of America,Oklahoma City,CO,1-130-076-0722,2.0,66.0,O
ncz7743,91366.0,S,,0.0,Autodesk,2761827.0,Dwsfrkmjeygpqnhalhpmjmubfaphiplvrmaxoxjbuvwlngdgickyoaellsbsouckh,808.0,10.0,United States of America,Baton Rouge,Saskatchewan,1-984-871-9500,5.0,55.0,O
WWO7744,433487.0,,x,1.0,Shaw Group,3749505.0,Ykznnjuuroxhpuznomzecemrbkgisiutyjsmzkrlfubclazigcci,660.0,2.0,United States of America,Rancho Cucamonga,HI,,3.0,55.0,R
TKP7745,394286.0,W,,0.0,Commercial Metals,391566.0,nzqeyfxomyrwihdclzsosuosmfeagagowhksexjkl,,4.0,United States of America,Kansas City,TN,1-203-707-3229,2.0,83.0,O
Mqz7746,189157.0,U,,5.0,Laclede Group,2959021.0,hycswjmryjcruwaydqjon,346.0,7.0,United States of America,Long Beach,WY,1-297-038-0345,1.0,27.0,R
Dqw7747,22483.0,M,,5.0,Seaboard,2776296.0,Kdehncqoclbuwntwhopjkdqcbmxporyzkaptffgkvzcifihlsnwmdjfmdeurawdy,475.0,4.0,United States of America,Sydney,OK,1-669-932-0648,4.0,11.0,O
seh7748,298307.0,M,e,4.0,General Mills,,AECNOJRMJGCV,499.0,2.0,,Evansville,MS,1-801-131-4681,2.0,56.0,O
Nii7749,353200.0,U,Y,3.0,Family Insurance Group,864947.0,lwcvwkdxmgepseawmpitjxfxmabktjsfvjijabcwogxmvygiftzpvslhgtilarytflfumokm,346.0,2.0,United States of America,Lafayette,FL,1-340-993-5817,1.0,54.0,O
Szc7750,185208.0,M,,5.0,Brink's,1146468.0,hcyqwsgegrabatmqxlpfvmmduwmsonjbnktnrgjtcgxhjzjepxqdkhnqabadzqbioagakrlk,431.0,0.0,Canada,St. Louis,Manitoba,1-116-138-8621,4.0,50.0,O
Mph7751,17790.0,,,5.0,Medtronic,1702447.0,ikuuxtqqbgnjmmgpswnqfdhbjjvdvibgrnhc,823.0,2.0,United States of America,Erie,NH,1-094-843-5304,2.0,93.0,O
Bvl7752,59420.0,M,,5.0,United Refining,2293642.0,TLADWR,344.0,5.0,United States of America,Sandy,Alberta,1-741-266-4363,2.0,15.0,R
Nbu7753,178200.0,S,V,,Smithfield Foods,1529653.0,Nbtuam,709.0,9.0,United States of America,Riverside,Saskatchewan,1-961-736-5322,2.0,92.0,O
Emz7754,162738.0,W,,1.0,Medtronic,137515.0,Xcttyxsxrkxiddibhfyygvazmtrfvbicysknzkdxitlhfvqhhtxgmjrewnkxdtjkaesooslbwsz,,2.0,Canada,Ottawa,New Brunswick,1-098-038-9852,0.0,22.0,R
Kkw7755,352913.0,S,,1.0,Cabot,2754879.0,Tkjwwmdngsjaomzgcxbinjuzlskehwgymszzetcsdlkasted,354.0,,United States of America,St. Petersburg,MS,1-648-057-3488,4.0,25.0,O
HCT7756,288188.0,S,,0.0,Electronic Arts,929067.0,HRNEZM,,9.0,United States of America,Fort Lauderdale,KY,1-827-164-1984,0.0,77.0,O
BBE7757,385946.0,D,h,4.0,Seaboard,1153023.0,KTUMHYEYSQLATWNNWEAFGBTIPIZRNQPZCSGYJVUSSSTYJOUOQMDWJGVCLKJZKMSUZENCXKAR,686.0,6.0,United States of America,Carrollton,AK,1-852-465-7862,3.0,26.0,
PTM7758,136162.0,D,B,3.0,DirecTV Group,1933058.0,gduichleruxtamrjxgabzgfakyz,643.0,7.0,United States of America,Hayward,NV,1-757-808-6215,4.0,56.0,O
QJD7759,220449.0,M,,3.0,Allegheny Energy,3179244.0,yqrfjwbanuajeafvrrlaeswttzlsjjgdyystgzswpjbtlnarjkskswbqtaliwcwdyrvprebl,665.0,5.0,Canada,Yonkers,DC,1-443-303-9144,3.0,16.0,O
SFE7760,299284.0,S,,3.0,Marathon Oil,2912318.0,UDBMERHULBTHEXCETBPULYFRPNHSNOOUSRTNTMXPKKJYHUHMNLUZ,519.0,9.0,United States of America,Lexington,Manitoba,1-889-677-2295,1.0,77.0,O
rro7761,334094.0,M,,2.0,Prudential Financial,2828037.0,Zuldtnbmtwvsnmxbyibkqllvlkhis,615.0,6.0,United States of America,Cedar Rapids,SD,1-938-614-3949,3.0,43.0,O
Imu7762,364719.0,D,K,2.0,Dollar General,495577.0,JIJFXKNYUJIJUJGFKIMEKDRPAAJFLEPFSVQTLFCQFYGPLVCNQKWOPKZDFVWJLHMKEVPFUBDCBAQRDAKF,,10.0,United States of America,Madison,NY,,3.0,94.0,
JPU7763,319866.0,M,B,,Schering-Plough,1793954.0,,812.0,9.0,United States of America,Los Angeles,TN,1-478-332-4603,5.0,92.0,O
