Phone,PostalCode,NumberChildren,OwnOrRentFlag,Employer,Gender,Income,AgencyID,NumberCreditCards,CreditRating,City,AddressLine2,LastName,FirstName,MiddleInitial,AddressLine1,NetWorth,Age,State,Country,MaritalStatus,NumberCars
1-267-357-1943,v6n 1v9,1.0,O,Bemis,m,20397.0,law141,2.0,,Costa Mesa,,lawlis,Otha,L,20025 routh crescent,3810365.0,76.0,MD,United States of America,U,1.0
1-602-756-7919,83702,2.0,O,Securian Financial Group,m,463094.0,Bee142,6.0,664.0,Houston,Suite 397,Beebe,Rodie,D,4144 LAKE PARK LANE,2641938.0,5.0,New Brunswick,United States of America,U,2.0
1-793-864-7010,80125,1.0,O,Ford Motor,m,331900.0,sch143,7.0,789.0,Bakersfield,,schlange,DULCE,,3375 sakowitz lane,3857323.0,65.0,HI,United States of America,U,4.0
1-637-020-2921,M5G 1Y7,0.0,U,ConAgra Foods,,8421.0,Wit144,0.0,803.0,Chesapeake,,Witchlow,Win,,7255 berry way,1636212.0,94.0,ND,United States of America,S,5.0
1-428-797-6325,80213,4.0,,Charter Communications,F,35780.0,MER145,3.0,720.0,Sandy,,MEREDITH,Roselin,Q,3131 WATHAN SOUTH,2999082.0,95.0,Nova Scotia,United States of America,M,4.0
1-011-549-5618,60737,0.0,R,Calpine,m,139897.0,bia146,4.0,839.0,Lewiston,,bialkenius,Malanie,,18440 RYAN NORTH,2280820.0,28.0,ME,United States of America,M,1.0
1-993-255-5481,90510,1.0,O,Crane,m,414119.0,Swi147,0.0,621.0,Elizabeth,SUITE 464,Swiat,TARYN,P,13222 glen loch road,1050866.0,76.0,Alberta,United States of America,D,4.0
1-487-749-4448,92882,4.0,O,Textron,,234035.0,bul148,3.0,628.0,Sudbury,,bullinger,MALENA,,7889 MURRAY WAY,,81.0,VT,United States of America,D,5.0
1-192-352-2184,98121,5.0,O,Idearc,F,144405.0,TYR149,6.0,813.0,Austin,,TYRRELL,Dorie,,7527 whale drive,603001.0,38.0,DE,Canada,W,3.0
1-293-442-4224,H2e 1x9,3.0,R,Cabela's,,55441.0,Fyf150,3.0,367.0,Salinas,,Fyfe,Liese,,17788 eagle trace park,3368239.0,25.0,MA,United States of America,W,5.0
1-078-502-6700,23503,2.0,O,EOG Resources,,392869.0,Sic151,10.0,807.0,Peoria,,Sicard,tele,,7661 GRANT WAY,1042629.0,0.0,CA,United States of America,D,4.0
1-430-909-3001,40208,4.0,O,,F,402416.0,CAS152,8.0,501.0,Sydney,,CASTEN,astra,,4806 crystal hills street,1948746.0,61.0,Manitoba,United States of America,U,3.0
1-392-455-0895,75201,2.0,O,Burlington Coat Factory,,89984.0,Cho153,10.0,490.0,San Antonio,,Choy,marnia,S,4211 WILLS NORTH,3113862.0,3.0,TN,United States of America,U,0.0
1-273-921-9787,93852,3.0,O,Southwest Airlines,,395773.0,CHA154,3.0,321.0,Oklahoma City,,CHACKO,AMY,,7524 linberg north,2777290.0,77.0,FL,United States of America,W,2.0
1-012-993-4538,32312,0.0,R,RPM International,f,126662.0,bei155,6.0,,Miami,,beil,HAMILTON,E,14266 lemming south,2210073.0,8.0,CA,United States of America,U,1.0
1-890-859-4211,90059,1.0,O,Amazon.com,m,132008.0,Ele156,7.0,446.0,Yonkers,,Eleftheriou,Kuldip,J,1427 ADDAX LANE,1999684.0,34.0,CO,United States of America,U,4.0
1-080-032-3031,77006,5.0,O,Neiman Marcus,F,417218.0,o'g157,2.0,428.0,Columbia,,o'grady,krystalle,,1625 fernando court,2119678.0,15.0,Saskatchewan,United States of America,M,5.0
1-561-620-7173,23224,0.0,O,Goldman Sachs Group,,360063.0,Kat158,5.0,423.0,Lubbock,,Katchmar,Stella,,335 floresta north,169808.0,66.0,UT,United States of America,S,0.0
1-017-439-0362,10055,4.0,O,Boeing,,100516.0,Lui159,6.0,499.0,Chattanooga,,Luin,Marie-josee,O,22806 garson east,1072732.0,55.0,ME,United States of America,U,5.0
1-248-539-6621,35830,1.0,O,United Refining,f,16814.0,Kla160,7.0,342.0,Fargo,,Klavkalns,Nashib,,5524 vermack street,2261442.0,8.0,NH,United States of America,S,1.0
1-611-789-5569,v6m 1s9,3.0,U,D.R. Horton,,,Bru161,1.0,632.0,Omaha,,Brunsting,Annette,Z,18105 electra street,2234368.0,7.0,VA,United States of America,M,1.0
1-023-151-8130,22304,1.0,O,Jarden,,315962.0,Apt162,6.0,525.0,Yonkers,,Apter,LENA,Q,719 holman court,575288.0,97.0,TX,United States of America,M,3.0
1-005-574-3523,06101,1.0,R,Systemax,f,299268.0,sch163,9.0,371.0,Spokane,,schuette,Christian,,23553 MEMORIAL RUE,1102479.0,95.0,Saskatchewan,United States of America,M,5.0
1-550-487-1571,78756,3.0,O,Marriott International,,301490.0,Lan164,4.0,699.0,Tulsa,,Lanava,Morrie,,16759 park avenue,2995388.0,92.0,NH,United States of America,U,1.0
1-280-494-1415,93003,2.0,O,Expeditors International,F,36052.0,Fus165,8.0,435.0,Garden Grove,,Fusca,LYMAN,,12296 WILLIAMS LOWER,1147193.0,17.0,VA,United States of America,M,3.0
1-803-438-4141,T5D 1P2,4.0,U,Great Plains Energy,F,437483.0,Nev166,2.0,512.0,Fort Lauderdale,,Nevardauskis,REUBEN,R,9625 ALLEN BOULEVARD,1136540.0,81.0,IA,United States of America,U,1.0
1-566-299-2351,10108,,O,Danaher,f,152971.0,SHA167,6.0,552.0,Philadelphia,,SHACKLEFORD,Hermon,,10340 jarvis road,1677669.0,13.0,NC,Canada,M,5.0
1-586-363-4189,t5c 1l3,2.0,O,,,449495.0,Sau168,8.0,,Sydney,,Sauck,Paqs,P,13143 goodwin lane,2160706.0,78.0,NH,Canada,M,0.0
1-505-124-9029,M5B 1Z8,1.0,O,Watson Wyatt Worldwide,,349827.0,fri169,5.0,687.0,Waterbury,,frischknecht,GAETAN,,7160 BEATTY RUE,2525665.0,78.0,AL,United States of America,M,4.0
1-897-996-9812,V6H 1W2,1.0,R,Yahoo,,9562.0,fer170,0.0,433.0,Tacoma,,fernandez,leese,O,22679 chimney rock west,3517622.0,85.0,British Columbia,United States of America,M,3.0
1-922-919-5858,90308,2.0,,Convergys,M,24514.0,LAN171,7.0,746.0,Charlottetown,,LANDERS,Amelie,,6769 pasadena upper,,68.0,MD,United States of America,U,1.0
1-326-572-2988,M5e 1y2,0.0,R,Celanese,,407985.0,Bha172,9.0,405.0,Independence,,Bhasin,TAMRA,,20622 MCAFEE COURT,97675.0,1.0,IA,Canada,M,0.0
1-076-972-4311,80029,5.0,O,Dana Holding,M,,Jor173,,805.0,Escondido,,Jordan,bang,,10526 LINWOOD LANE,,83.0,ND,United States of America,M,5.0
1-341-595-8408,30350,4.0,O,XTO Energy,F,257897.0,KNU174,5.0,819.0,Lansing,,KNUDSEN,HILDEGARDE,,21088 vessey crescent,3569070.0,78.0,NY,United States of America,M,4.0
,97240,5.0,O,Alliance Data Systems,F,261143.0,Ham175,0.0,648.0,Anaheim,,Hamelin,Carmody,,10884 ryan avenue,1507616.0,,OR,United States of America,M,0.0
1-536-952-5040,R3A 1M1,5.0,R,Franklin Resources,,110615.0,MAU176,10.0,401.0,Glendale,,MAUER,Dareen,,1481 gale court,514151.0,5.0,MO,United States of America,U,5.0
1-663-917-0422,73172,0.0,U,Fidelity National Financial,F,407799.0,Rez177,8.0,484.0,Chula Vista,Apt. 426,Rezansoff,WEN,,18390 martins east,2903408.0,43.0,CT,United States of America,U,2.0
1-843-773-1791,V6s 1p9,4.0,O,FirstEnergy,,195242.0,Koa178,1.0,463.0,Orlando,,Koa,MOT,,23208 porter crescent,1695814.0,53.0,MO,Canada,U,4.0
1-823-567-1252,90140,0.0,O,Commercial Metals,m,315490.0,HAN179,5.0,335.0,Cleveland,,HANNEMAN,leese,B,17026 durand north,868465.0,13.0,MN,United States of America,U,3.0
1-744-421-7512,94639,4.0,O,Genzyme,,22201.0,jak180,10.0,,Huntington,,jakim,nettie,I,16533 devonshire park,2810709.0,7.0,NC,United States of America,U,5.0
1-621-744-1484,22307,5.0,R,US Airways Group,,441579.0,ump181,7.0,381.0,Fayetteville,,umphres,AILEE,C,8965 griffin east,3593363.0,17.0,TN,United States of America,M,4.0
1-973-214-3381,55116,2.0,O,Advanced Micro Devices,,342730.0,Wic182,1.0,708.0,Riverside,,Wickham,chan,G,22451 larner court,2607636.0,67.0,NV,Canada,M,2.0
1-428-266-1600,M6s 1i5,4.0,R,United Parcel Service,F,117267.0,Gat183,8.0,354.0,Dayton,Apt. 540,Gates,RAY,,3681 HOLLY KNOLL CRESCENT,2735642.0,54.0,AL,Canada,M,5.0
1-334-466-5299,92708,4.0,,Fastenal,,260107.0,bot184,10.0,547.0,Corona,,bott,Robinette,,5678 dayton street,1501732.0,5.0,NE,United States of America,S,1.0
1-249-478-5643,V6r 1q6,1.0,O,Core-Mark Holding,,166760.0,DAV185,9.0,761.0,Oklahoma City,,DAVID-YERUMO,Rocke,T,15591 holgate lane,397072.0,28.0,KS,United States of America,D,1.0
1-804-228-8548,63178,1.0,O,Boise,F,401021.0,HIL186,1.0,659.0,Dallas,,HILLARD,Suzette,,23477 havenridge rue,3399757.0,5.0,NY,United States of America,M,4.0
1-564-230-0062,x7j 1r5,2.0,R,DST Systems,,70945.0,war187,9.0,351.0,Durham,,warburton,Myla,,18267 cape lane,2684548.0,,NY,United States of America,M,4.0
1-781-339-9073,M5e 1y7,3.0,O,United States Steel,m,389391.0,MAC188,7.0,608.0,Tacoma,apt. 48,MACHNICKI-HYNES,dacia,,2928 POTOMAC UPPER,3041622.0,72.0,Saskatchewan,United States of America,S,3.0
1-096-116-9962,23257,2.0,O,Pepco Holdings,F,63226.0,lev189,3.0,706.0,Alexandria,,levitin,CHELSIE,A,14656 pasadena park,3211816.0,12.0,Prince Edward Island,United States of America,S,4.0
1-914-194-6997,V6I 1U7,4.0,O,Acuity Brands,,206220.0,Goo190,8.0,391.0,Hialeah,apt. 968,Gooderham,abbas,,16983 flagler drive,127026.0,71.0,Alberta,United States of America,M,0.0
1-733-360-9116,94539,4.0,R,Baker Hughes,,,Koh191,2.0,461.0,Denver,,Kohalmi-hill,Rec,E,17212 LANDER SOUTH,588945.0,90.0,Ontario,United States of America,W,5.0
1-591-402-8026,H7h 1v4,4.0,O,Newell Rubbermaid,M,337152.0,AYL192,2.0,510.0,Fort Lauderdale,,AYLWIN,Elaine,,23764 sabine west,1962620.0,20.0,TN,United States of America,U,4.0
1-326-180-9322,15201,2.0,O,Westlake Chemical,F,312074.0,CHO193,5.0,805.0,Mesa,,CHOUHAN,Katharine,E,16271 vista south,178193.0,58.0,VA,United States of America,W,
1-784-796-6844,t5a 1n6,4.0,O,Jones Lang LaSalle,,68551.0,DIT194,7.0,702.0,Cleveland,,DITKO,LILIAN,G,1080 LAVENDER LANE,2102811.0,57.0,TX,United States of America,M,2.0
1-662-625-4671,78784,1.0,O,Burger King Holdings,,488800.0,EMI195,3.0,368.0,Lewiston,,EMIG,CATI,,10856 summer street,2246854.0,43.0,MT,United States of America,W,4.0
1-627-590-4931,H6d 1w8,2.0,R,Hovnanian Enterprises,m,431633.0,Ryd196,8.0,520.0,Tallahassee,APT. 392,Ryder,Luong,,17021 edwards crescent,1312448.0,39.0,IL,United States of America,W,3.0
1-055-694-7984,06705,3.0,O,Medical Mutual of Ohio,,72797.0,mei197,2.0,666.0,El Monte,,meisner,JUOZAS,S,7726 TALLOWOOD UPPER,295993.0,87.0,WY,United States of America,S,0.0
1-166-844-7429,M5c 1v9,1.0,O,Lockheed Martin,,260576.0,Ceg198,9.0,587.0,Sioux Falls,,Cegelski,Lysy,,19097 foxfire north,1220003.0,57.0,NC,United States of America,S,0.0
1-516-930-4640,90759,5.0,O,Yum Brands,,200096.0,hai199,4.0,643.0,Columbia,,haigh,ULA,Z,8161 PINTO ROAD,2400476.0,58.0,ND,United States of America,U,4.0
1-261-215-4290,22301,4.0,R,Wesco International,,,cle200,5.0,484.0,San Francisco,,clendening,Francesca,J,9659 sakowitz west,2900897.0,28.0,GA,United States of America,,
1-681-572-7662,19165,1.0,R,Volt Information Sciences,,267656.0,Cie201,3.0,,Santa Clara,,Ciesielski,emili,W,15306 pike park,3942140.0,95.0,VA,United States of America,U,3.0
1-288-967-5460,75007,2.0,R,Western Union,f,35253.0,Par202,8.0,676.0,Greensboro,,Parypa,yogesh,,21891 dewey street,2118119.0,98.0,Prince Edward Island,United States of America,S,1.0
1-315-022-2148,90302,2.0,O,,f,113159.0,LOZ203,4.0,300.0,Waco,,LOZINSKI,Xantippe,K,8155 storeywood road,338540.0,55.0,OR,United States of America,M,5.0
1-707-402-6121,84092,3.0,R,Lubrizol,,297444.0,Pas204,8.0,,Rochester,APT. 630,Pascal,TINO,,20871 dewdrop street,2617116.0,14.0,WI,Canada,,2.0
1-186-893-7846,v6d 1u1,1.0,O,C.H. Robinson Worldwide,,52092.0,Aul205,9.0,831.0,Tampa,,Aula,AGGIE,,1121 GREENE PARK,1459711.0,30.0,ID,United States of America,M,3.0
1-571-918-3795,99503,1.0,O,Celgene,F,30249.0,bar206,7.0,609.0,Paterson,,barnes,Alane,N,23849 westerley south,1804959.0,90.0,MT,United States of America,M,3.0
1-206-055-2128,80960,0.0,O,Leggett & Platt,,483052.0,ELL207,2.0,679.0,Fullerton,,ELLIOTT,ABBYE,,1540 murie rue,2957472.0,69.0,MD,United States of America,S,2.0
1-963-724-8044,53743,0.0,O,Fidelity National Information,m,287060.0,for208,6.0,634.0,London,suite 344,forslund,aleen,P,16633 raymond road,2919293.0,67.0,NY,United States of America,U,4.0
1-050-641-8503,t6d 1k1,1.0,O,Arch Coal,,274154.0,Bur209,4.0,338.0,Newark,,Burbidge,collen,U,18676 turman drive,3610130.0,41.0,HI,Canada,W,1.0
1-020-258-1680,91350,5.0,O,Affinia Group Intermediate,F,379659.0,FOL210,4.0,332.0,Buffalo,,FOLLMER,NEALA,,1808 HARDY STREET,1209441.0,2.0,DE,United States of America,M,5.0
,37916,0.0,O,Kellogg,m,,Led211,8.0,721.0,El Paso,,Leder,CELISSE,,11115 midland avenue,1058712.0,89.0,PA,United States of America,M,0.0
1-886-961-7857,22329,1.0,O,PerkinElmer,,100796.0,kop212,3.0,351.0,Toledo,,kopke,MEHMET,N,24950 sheppard lane,1946028.0,88.0,IN,United States of America,,4.0
1-999-799-7384,M1i 1r8,1.0,O,Limited Brands,,128277.0,pay213,6.0,564.0,Sterling Heights,,paylor,Carlis,,6450 LEMMING RUE,1420984.0,90.0,MT,Canada,M,1.0
1-362-078-4138,h5i 1p1,3.0,O,OfficeMax,,147414.0,PAL214,9.0,379.0,New Haven,,PALACEK,marshal,,19342 wycliffe park,213235.0,54.0,WY,United States of America,M,1.0
1-174-723-5263,M1I 1R5,2.0,O,J.B. Hunt Transport Services,,51559.0,fel215,8.0,727.0,Dallas,,felton,Fabien,,7582 woodway south,472425.0,53.0,FL,United States of America,S,1.0
1-898-789-3598,53739,3.0,O,American Express,,355622.0,ATW216,2.0,578.0,Milwaukee,,ATWELL-BYRNE,basia,,22526 QUEENSBURY LOWER,1160132.0,89.0,RI,United States of America,U,2.0
1-482-305-5399,06603,1.0,O,Occidental Petroleum,M,468116.0,Mcb217,10.0,642.0,Anaheim,,Mcbeth,FARID,S,18833 3rd park,2869995.0,31.0,CO,United States of America,W,5.0
1-834-784-7657,28247,0.0,O,Shaw Group,M,276728.0,Jal218,1.0,,Huntington Beach,apt. 3,Jalaie,jyoti,B,19394 canoas west,3727044.0,1.0,SD,United States of America,M,1.0
1-864-555-5341,h7g 1u9,0.0,R,W.W. Grainger,,135306.0,vem219,,554.0,Naperville,,vempati,Jandy,,9941 ROYALTON DRIVE,2293241.0,57.0,TX,Canada,S,3.0
1-475-209-3369,90831,0.0,U,IDT,,99566.0,BAR220,6.0,733.0,Iqaluit,,BARNICKEL,VO,D,10177 pecos crescent,2846515.0,10.0,VT,United States of America,U,1.0
1-459-456-1848,M4j 1o7,4.0,O,General Mills,M,263959.0,PES221,10.0,345.0,Winnipeg,,PESOLD,Kien,U,20823 WEST CHAPEL AVENUE,1619956.0,74.0,IN,United States of America,M,2.0
1-802-797-1712,77288,0.0,R,RBS Global,F,441498.0,Sha222,6.0,644.0,St. Petersburg,,Shaughnessy,Tybi,,13483 ROCKDALE DRIVE,2367607.0,28.0,UT,United States of America,M,2.0
,77117,0.0,U,Realogy,M,429621.0,Sch223,3.0,564.0,Waterbury,,Schmeing,Nhien,J,9645 HAYDEN BOULEVARD,3795566.0,96.0,NV,United States of America,S,3.0
1-224-760-3774,45263,3.0,O,ArvinMeritor,,181214.0,Mat224,10.0,465.0,Lubbock,,Materna,Florance,L,6066 fillmore lower,734762.0,42.0,TX,United States of America,M,1.0
1-511-883-9082,v6g 1p4,4.0,O,Amkor Technology,,212502.0,JAI225,8.0,652.0,London,,JAIN,Ros,,293 conier avenue,908994.0,64.0,OR,United States of America,D,
,72247,4.0,O,Lear,,244545.0,KAR226,6.0,714.0,Des Moines,,KARNAZES,Genevieve,,7000 ansley lane,2561296.0,,Ontario,United States of America,M,5.0
1-405-014-0029,E7n 1j9,4.0,R,Asbury Automotive Group,,218681.0,gus227,10.0,383.0,Madison,APT. 587,gustafson,EMILIO,,13635 jarvis south,3181069.0,49.0,Saskatchewan,Canada,M,5.0
1-076-073-0994,45272,5.0,O,Limited Brands,,296916.0,Ann228,7.0,336.0,Scottsdale,,Annas,JANEEN,K,17362 COFFEY UPPER,2632226.0,81.0,MO,United States of America,,
1-690-040-0846,x7j 1q2,2.0,O,Beazer Homes USA,,453659.0,lab229,9.0,626.0,Mount Pearl,,labenek,cathrin,R,12279 trafalgar crescent,,57.0,UT,Canada,,0.0
1-211-707-3341,80952,0.0,U,,f,194450.0,fli230,0.0,549.0,Iqaluit,,flindall,kirstin,M,24717 MIDLAND LANE,1151333.0,42.0,IL,United States of America,S,3.0
1-642-203-7899,38157,4.0,O,Acuity Brands,,49533.0,sat231,0.0,492.0,Moreno Valley,,satkunaseelan,giles,,11493 worley park,2763939.0,30.0,NM,United States of America,U,5.0
1-792-738-9524,06703,4.0,O,ABM Industries,,394819.0,tho232,0.0,327.0,Naperville,,thornley,Ted,I,6492 HAMMOND AVENUE,370710.0,56.0,NC,United States of America,M,2.0
1-881-269-3949,v6u 1r8,3.0,O,,m,342754.0,CRI233,10.0,545.0,Norfolk,,CRIPPS,hayden,L,8954 bagby north,1192164.0,3.0,AZ,United States of America,S,3.0
1-537-303-6219,28231,0.0,O,Southwestern Energy,M,224435.0,Gas234,0.0,571.0,Louisville,,Gascon,Gail,V,11622 josey south,223487.0,53.0,CT,United States of America,M,1.0
1-682-154-3638,63107,2.0,O,Delta Air Lines,f,37717.0,Cha235,7.0,423.0,Akron,,Chavers,las,,11538 collinwood avenue,2341143.0,67.0,VA,United States of America,W,0.0
1-512-708-0580,H2g 1w7,0.0,O,ITT,,286483.0,Net236,4.0,655.0,Whitehorse,,Nettles,Noelyn,,20913 vickers boulevard,1774784.0,94.0,NV,United States of America,,1.0
1-598-440-6359,55416,5.0,O,Health Management Associates,m,185412.0,WOO237,0.0,488.0,Salem,,WOODROW,izak,,22274 VICKERY CRESCENT,3951308.0,37.0,VA,United States of America,M,0.0
1-281-206-9270,V6d 1u5,,,Western Union,,472518.0,val238,6.0,352.0,Memphis,,valerien,bernita,,881 vance jackson south,2756025.0,75.0,British Columbia,United States of America,M,4.0
1-442-133-8200,93782,1.0,O,Family Insurance Group,f,425307.0,Ber239,0.0,810.0,Fayetteville,,Berndt,Karmen,,15079 DECATUR RUE,1833112.0,51.0,VA,United States of America,M,
1-607-062-8891,90252,2.0,O,Advance Auto Parts,,304909.0,lab240,8.0,686.0,Lansing,,labranche,Rio,F,10424 mitchell street,698884.0,74.0,TX,United States of America,D,2.0
,85759,2.0,R,J.P. Morgan Chase & Co.,m,231226.0,VRE241,0.0,389.0,Atlanta,,VREUGDENHIL,ISABELLE,X,14195 VERDE PARK,3287261.0,100.0,CO,Canada,M,0.0
1-141-622-5196,M5g 1x8,0.0,U,Fidelity National Financial,F,219026.0,GOO242,,761.0,Gary,,GOODINSON,Micro,,10608 bissonnet road,3337290.0,,GA,United States of America,M,0.0
1-500-101-2792,78746,1.0,O,Toro,,414993.0,cha243,4.0,589.0,Atlanta,,chaput,maribel,S,11237 balmoral way,2963197.0,28.0,NE,United States of America,D,0.0
1-655-973-7192,H2f 1z1,0.0,O,Mueller Water Products,F,24837.0,TAM244,1.0,492.0,Dawson City,,TAMARELLI,NADYA,W,15621 yaupon lower,1487009.0,18.0,NC,United States of America,M,0.0
1-972-039-2576,77288,5.0,U,Energy Future Holdings,M,200645.0,CUM245,10.0,442.0,Mobile,Suite 463,CUMPSTON,Darrell,,12387 SAUNDERS WEST,3177428.0,77.0,OK,United States of America,D,2.0
1-764-148-5233,35277,3.0,O,Weis Markets,,22605.0,SIM246,8.0,649.0,Santa Clarita,,SIMONOVICH,Hoy,E,6156 holmes court,1886280.0,14.0,MO,United States of America,S,4.0
1-399-618-9069,36134,0.0,O,MasterCard,,,Est247,8.0,337.0,Chicago,,Estes,shana,,17521 REILLY STREET,1853087.0,23.0,AR,United States of America,U,0.0
1-628-481-6657,V6t 1u3,,R,Oracle,F,389524.0,han248,8.0,572.0,Nashua,,haney,HQ,P,20093 canterbury way,195847.0,1.0,MT,United States of America,D,4.0
1-085-050-1119,99597,3.0,U,Mutual of America Life,,232945.0,Pee249,0.0,666.0,West Covina,,Peers,Co,Y,11930 alabama south,3727580.0,58.0,Newfoundland,United States of America,M,4.0
1-993-284-6634,V6N 1V1,3.0,O,JetBlue Airways,M,390626.0,bli250,4.0,567.0,Mesa,,blidy,Beb,T,22780 terrace lower,2993662.0,98.0,OR,United States of America,D,2.0
1-395-464-9156,T6d 1h7,3.0,O,Western Refining,,286207.0,Lea251,5.0,574.0,El Paso,,Leavell,Sherrill,,6481 century lane,2886788.0,76.0,NM,United States of America,,5.0
1-811-547-9696,M7o 1c5,0.0,,Western Refining,F,391468.0,Wil252,2.0,498.0,Victoria,,Willhoff,takehiko,U,11293 rice avenue,3672610.0,59.0,FL,United States of America,S,5.0
,M2q 1e8,2.0,R,Bristol-Myers Squibb,f,171326.0,kom253,9.0,836.0,Hayward,,komenda,FLOSSIE,,9828 WEST EAST,3245637.0,81.0,MS,Canada,U,5.0
1-648-501-2866,64172,3.0,,AutoNation,,294972.0,Wel254,8.0,759.0,Oshawa,,Welsford,Chryste,,10369 gemini way,959636.0,31.0,Saskatchewan,United States of America,M,2.0
1-332-974-4753,85265,5.0,O,Boeing,,131039.0,Lac255,6.0,563.0,Hamilton,,Lacombe,Sheelagh,,23445 GATES WAY,1037702.0,1.0,NE,United States of America,S,3.0
1-217-048-6379,h5k 1p8,5.0,U,Advanced Micro Devices,f,480287.0,Hon256,8.0,313.0,Oklahoma City,,Honda,DICKENS,,2160 WEIZMANN DRIVE,69141.0,28.0,TN,United States of America,S,1.0
,M2P 1F6,4.0,O,Unitrin,,276404.0,Con257,6.0,771.0,Portland,,Conley,Maury,,16716 fresco road,2818725.0,36.0,OR,United States of America,M,0.0
1-246-119-5490,V6U 1U9,5.0,O,Liberty Media,,435481.0,han258,1.0,717.0,Macon,,handley,Dorothy,,17068 simpson road,3153373.0,47.0,ID,United States of America,S,0.0
,V6F 1W7,4.0,O,Jarden,,,WOJ259,2.0,355.0,Yellow Knife,,WOJTECKI,CHICKIE,,23276 dillbeck upper,616608.0,77.0,WV,United States of America,D,4.0
1-347-479-6259,92711,4.0,O,Cincinnati Financial,f,499891.0,Ami260,10.0,383.0,Santa Rosa,,Amini,Lavinia,P,24268 hayden west,1014586.0,91.0,MI,United States of America,U,4.0
1-881-547-3819,60779,5.0,O,Steel Dynamics,f,394640.0,Mo261,1.0,579.0,Fort Wayne,,Mo,Kristine,A,2682 LUMBER PARK,1679903.0,46.0,AL,United States of America,S,5.0
1-155-847-4022,90790,3.0,O,OGE Energy,,359040.0,BUR262,5.0,324.0,Inglewood,,BUREK,tobi,,4129 crestline avenue,1062919.0,36.0,TN,Canada,M,4.0
1-946-987-5835,80908,2.0,R,Hartford Financial Services,m,429949.0,Kos263,0.0,752.0,London,,Kosten,Frederica,X,18257 mahonia west,3684297.0,18.0,Manitoba,United States of America,M,5.0
,74129,2.0,O,Penske Automotive Group,m,333500.0,Bor264,2.0,723.0,Waterbury,,Borel,Cayla,,19050 cordoba upper,1805618.0,27.0,CO,Canada,D,5.0
,M9e 1u6,,U,Amkor Technology,,480399.0,LAR265,1.0,349.0,Salem,,LARCHE,BRIAN,K,1121 greene park,1852935.0,79.0,OR,United States of America,S,2.0
1-551-913-3853,93663,5.0,O,Psychiatric Solutions,,73398.0,BOU266,4.0,643.0,Dayton,,BOURDEAU,ROCH,,13762 silver sage way,1528702.0,72.0,CO,United States of America,W,2.0
1-666-863-1257,84119,0.0,O,Calpine,,,Pan267,0.0,390.0,Frederick,,Panter,Charly,,22629 bagby east,178411.0,26.0,NC,United States of America,W,3.0
1-938-871-9739,82602,4.0,O,Saks,m,446105.0,Wal268,7.0,801.0,Thousand Oaks,,Walbridge,joli,,13296 wayside boulevard,2245432.0,31.0,Alberta,United States of America,U,4.0
1-333-561-7008,94429,4.0,O,BE Aerospace,M,128126.0,Mue269,2.0,741.0,Escondido,,Muehle,Kasper,,9824 OLYMPIA STREET,3058077.0,2.0,VT,Canada,S,0.0
1-514-023-2587,H2A 1V4,1.0,O,Exterran Holdings,,371101.0,Zub270,8.0,821.0,Independence,Apt. 986,Zubans,Joo-geok,,6907 ferncliff crescent,723251.0,81.0,VT,Canada,D,2.0
1-027-811-2670,40511,,O,Penn National Gaming,,263066.0,Sei271,5.0,830.0,Corpus Christi,,Seidman,Winona,D,24573 lyons avenue,3755553.0,69.0,SC,United States of America,M,3.0
1-475-590-2337,M5b 1y9,1.0,R,PetSmart,F,,Cav272,,441.0,Santa Rosa,,Cavasin,king-haut,,15407 fillmore north,757755.0,69.0,SD,United States of America,M,0.0
1-214-794-0930,E7N 1P6,1.0,R,First Data,F,453776.0,Har273,2.0,484.0,Burlington,,Hartell,DARLENE,,850 leon lower,3610784.0,80.0,New Brunswick,United States of America,D,3.0
1-988-429-0103,h5k 1o7,5.0,O,Liz Claiborne,M,494609.0,Nau274,8.0,653.0,Overland Park,,Naugle,Deana,R,14635 greene rue,2994154.0,14.0,Manitoba,United States of America,,4.0
1-143-517-2347,95203,2.0,R,Alcoa,,233618.0,Ste275,7.0,727.0,Huntsville,,Stegman,Laurette,,21034 windchime lower,612241.0,39.0,NJ,Canada,D,0.0
1-709-720-3248,23513,,O,Perini,m,,Cho276,0.0,535.0,Berkeley,,Choo-kang,Renell,D,15868 dewdrop park,1352198.0,0.0,TX,United States of America,U,1.0
1-314-831-7578,T5c 1j1,4.0,R,Hudson City Bancorp,f,154521.0,Lux277,9.0,320.0,Casper,,Luxford,Meriann,R,10232 oak hill west,2534935.0,59.0,MD,United States of America,W,5.0
1-342-101-7385,V6z 1q9,4.0,O,Sigma-Aldrich,F,438162.0,Far278,1.0,775.0,Toledo,,Farnsworth,KATALIN,,950 WILLS WEST,3189762.0,60.0,WV,United States of America,W,4.0
1-419-495-9429,73121,4.0,O,Plains Exploration,F,352602.0,Shi279,,606.0,Cheyenne,,Shinjo,Gayel,,23223 WOODLAWN UPPER,447872.0,4.0,OH,United States of America,M,3.0
1-992-551-4676,75267,2.0,O,W.R. Berkley,f,194788.0,Pip280,5.0,,Fresno,,Piperni,Lourdes,P,23208 porter crescent,3207012.0,74.0,NH,United States of America,S,4.0
