Age,City,Country,NumberCreditCards,AgencyID,AddressLine2,LastName,AddressLine1,NumberChildren,FirstName,OwnOrRentFlag,MaritalStatus,NumberCars,Gender,PostalCode,Employer,MiddleInitial,CreditRating,NetWorth,Phone,Income,State
76.0,Costa Mesa,United States of America,2.0,law141,,lawlis,20025 routh crescent,1.0,Otha,O,U,1.0,m,v6n 1v9,Bemis,L,,3810365.0,1-267-357-1943,20397.0,MD
5.0,Houston,United States of America,6.0,Bee142,Suite 397,Beebe,4144 LAKE PARK LANE,2.0,Rodie,O,U,2.0,m,83702,Securian Financial Group,D,664.0,2641938.0,1-602-756-7919,463094.0,New Brunswick
65.0,Bakersfield,United States of America,7.0,sch143,,schlange,3375 sakowitz lane,1.0,DULCE,O,U,4.0,m,80125,Ford Motor,,789.0,3857323.0,1-793-864-7010,331900.0,HI
94.0,Chesapeake,United States of America,0.0,Wit144,,Witchlow,7255 berry way,0.0,Win,U,S,5.0,,M5G 1Y7,ConAgra Foods,,803.0,1636212.0,1-637-020-2921,8421.0,ND
95.0,Sandy,United States of America,3.0,MER145,,MEREDITH,3131 WATHAN SOUTH,4.0,Roselin,,M,4.0,F,80213,Charter Communications,Q,720.0,2999082.0,1-428-797-6325,35780.0,Nova Scotia
28.0,Lewiston,United States of America,4.0,bia146,,bialkenius,18440 RYAN NORTH,0.0,Malanie,R,M,1.0,m,60737,Calpine,,839.0,2280820.0,1-011-549-5618,139897.0,ME
76.0,Elizabeth,United States of America,0.0,Swi147,SUITE 464,Swiat,13222 glen loch road,1.0,TARYN,O,D,4.0,m,90510,Crane,P,621.0,1050866.0,1-993-255-5481,414119.0,Alberta
81.0,Sudbury,United States of America,3.0,bul148,,bullinger,7889 MURRAY WAY,4.0,MALENA,O,D,5.0,,92882,Textron,,628.0,,1-487-749-4448,234035.0,VT
38.0,Austin,Canada,6.0,TYR149,,TYRRELL,7527 whale drive,5.0,Dorie,O,W,3.0,F,98121,Idearc,,813.0,603001.0,1-192-352-2184,144405.0,DE
25.0,Salinas,United States of America,3.0,Fyf150,,Fyfe,17788 eagle trace park,3.0,Liese,R,W,5.0,,H2e 1x9,Cabela's,,367.0,3368239.0,1-293-442-4224,55441.0,MA
0.0,Peoria,United States of America,10.0,Sic151,,Sicard,7661 GRANT WAY,2.0,tele,O,D,4.0,,23503,EOG Resources,,807.0,1042629.0,1-078-502-6700,392869.0,CA
61.0,Sydney,United States of America,8.0,CAS152,,CASTEN,4806 crystal hills street,4.0,astra,O,U,3.0,F,40208,,,501.0,1948746.0,1-430-909-3001,402416.0,Manitoba
3.0,San Antonio,United States of America,10.0,Cho153,,Choy,4211 WILLS NORTH,2.0,marnia,O,U,0.0,,75201,Burlington Coat Factory,S,490.0,3113862.0,1-392-455-0895,89984.0,TN
77.0,Oklahoma City,United States of America,3.0,CHA154,,CHACKO,7524 linberg north,3.0,AMY,O,W,2.0,,93852,Southwest Airlines,,321.0,2777290.0,1-273-921-9787,395773.0,FL
8.0,Miami,United States of America,6.0,bei155,,beil,14266 lemming south,0.0,HAMILTON,R,U,1.0,f,32312,RPM International,E,,2210073.0,1-012-993-4538,126662.0,CA
34.0,Yonkers,United States of America,7.0,Ele156,,Eleftheriou,1427 ADDAX LANE,1.0,Kuldip,O,U,4.0,m,90059,Amazon.com,J,446.0,1999684.0,1-890-859-4211,132008.0,CO
15.0,Columbia,United States of America,2.0,o'g157,,o'grady,1625 fernando court,5.0,krystalle,O,M,5.0,F,77006,Neiman Marcus,,428.0,2119678.0,1-080-032-3031,417218.0,Saskatchewan
66.0,Lubbock,United States of America,5.0,Kat158,,Katchmar,335 floresta north,0.0,Stella,O,S,0.0,,23224,Goldman Sachs Group,,423.0,169808.0,1-561-620-7173,360063.0,UT
55.0,Chattanooga,United States of America,6.0,Lui159,,Luin,22806 garson east,4.0,Marie-josee,O,U,5.0,,10055,Boeing,O,499.0,1072732.0,1-017-439-0362,100516.0,ME
8.0,Fargo,United States of America,7.0,Kla160,,Klavkalns,5524 vermack street,1.0,Nashib,O,S,1.0,f,35830,United Refining,,342.0,2261442.0,1-248-539-6621,16814.0,NH
7.0,Omaha,United States of America,1.0,Bru161,,Brunsting,18105 electra street,3.0,Annette,U,M,1.0,,v6m 1s9,D.R. Horton,Z,632.0,2234368.0,1-611-789-5569,,VA
97.0,Yonkers,United States of America,6.0,Apt162,,Apter,719 holman court,1.0,LENA,O,M,3.0,,22304,Jarden,Q,525.0,575288.0,1-023-151-8130,315962.0,TX
95.0,Spokane,United States of America,9.0,sch163,,schuette,23553 MEMORIAL RUE,1.0,Christian,R,M,5.0,f,06101,Systemax,,371.0,1102479.0,1-005-574-3523,299268.0,Saskatchewan
92.0,Tulsa,United States of America,4.0,Lan164,,Lanava,16759 park avenue,3.0,Morrie,O,U,1.0,,78756,Marriott International,,699.0,2995388.0,1-550-487-1571,301490.0,NH
17.0,Garden Grove,United States of America,8.0,Fus165,,Fusca,12296 WILLIAMS LOWER,2.0,LYMAN,O,M,3.0,F,93003,Expeditors International,,435.0,1147193.0,1-280-494-1415,36052.0,VA
81.0,Fort Lauderdale,United States of America,2.0,Nev166,,Nevardauskis,9625 ALLEN BOULEVARD,4.0,REUBEN,U,U,1.0,F,T5D 1P2,Great Plains Energy,R,512.0,1136540.0,1-803-438-4141,437483.0,IA
13.0,Philadelphia,Canada,6.0,SHA167,,SHACKLEFORD,10340 jarvis road,,Hermon,O,M,5.0,f,10108,Danaher,,552.0,1677669.0,1-566-299-2351,152971.0,NC
78.0,Sydney,Canada,8.0,Sau168,,Sauck,13143 goodwin lane,2.0,Paqs,O,M,0.0,,t5c 1l3,,P,,2160706.0,1-586-363-4189,449495.0,NH
78.0,Waterbury,United States of America,5.0,fri169,,frischknecht,7160 BEATTY RUE,1.0,GAETAN,O,M,4.0,,M5B 1Z8,Watson Wyatt Worldwide,,687.0,2525665.0,1-505-124-9029,349827.0,AL
85.0,Tacoma,United States of America,0.0,fer170,,fernandez,22679 chimney rock west,1.0,leese,R,M,3.0,,V6H 1W2,Yahoo,O,433.0,3517622.0,1-897-996-9812,9562.0,British Columbia
68.0,Charlottetown,United States of America,7.0,LAN171,,LANDERS,6769 pasadena upper,2.0,Amelie,,U,1.0,M,90308,Convergys,,746.0,,1-922-919-5858,24514.0,MD
1.0,Independence,Canada,9.0,Bha172,,Bhasin,20622 MCAFEE COURT,0.0,TAMRA,R,M,0.0,,M5e 1y2,Celanese,,405.0,97675.0,1-326-572-2988,407985.0,IA
83.0,Escondido,United States of America,,Jor173,,Jordan,10526 LINWOOD LANE,5.0,bang,O,M,5.0,M,80029,Dana Holding,,805.0,,1-076-972-4311,,ND
78.0,Lansing,United States of America,5.0,KNU174,,KNUDSEN,21088 vessey crescent,4.0,HILDEGARDE,O,M,4.0,F,30350,XTO Energy,,819.0,3569070.0,1-341-595-8408,257897.0,NY
,Anaheim,United States of America,0.0,Ham175,,Hamelin,10884 ryan avenue,5.0,Carmody,O,M,0.0,F,97240,Alliance Data Systems,,648.0,1507616.0,,261143.0,OR
5.0,Glendale,United States of America,10.0,MAU176,,MAUER,1481 gale court,5.0,Dareen,R,U,5.0,,R3A 1M1,Franklin Resources,,401.0,514151.0,1-536-952-5040,110615.0,MO
43.0,Chula Vista,United States of America,8.0,Rez177,Apt. 426,Rezansoff,18390 martins east,0.0,WEN,U,U,2.0,F,73172,Fidelity National Financial,,484.0,2903408.0,1-663-917-0422,407799.0,CT
53.0,Orlando,Canada,1.0,Koa178,,Koa,23208 porter crescent,4.0,MOT,O,U,4.0,,V6s 1p9,FirstEnergy,,463.0,1695814.0,1-843-773-1791,195242.0,MO
13.0,Cleveland,United States of America,5.0,HAN179,,HANNEMAN,17026 durand north,0.0,leese,O,U,3.0,m,90140,Commercial Metals,B,335.0,868465.0,1-823-567-1252,315490.0,MN
7.0,Huntington,United States of America,10.0,jak180,,jakim,16533 devonshire park,4.0,nettie,O,U,5.0,,94639,Genzyme,I,,2810709.0,1-744-421-7512,22201.0,NC
17.0,Fayetteville,United States of America,7.0,ump181,,umphres,8965 griffin east,5.0,AILEE,R,M,4.0,,22307,US Airways Group,C,381.0,3593363.0,1-621-744-1484,441579.0,TN
67.0,Riverside,Canada,1.0,Wic182,,Wickham,22451 larner court,2.0,chan,O,M,2.0,,55116,Advanced Micro Devices,G,708.0,2607636.0,1-973-214-3381,342730.0,NV
54.0,Dayton,Canada,8.0,Gat183,Apt. 540,Gates,3681 HOLLY KNOLL CRESCENT,4.0,RAY,R,M,5.0,F,M6s 1i5,United Parcel Service,,354.0,2735642.0,1-428-266-1600,117267.0,AL
5.0,Corona,United States of America,10.0,bot184,,bott,5678 dayton street,4.0,Robinette,,S,1.0,,92708,Fastenal,,547.0,1501732.0,1-334-466-5299,260107.0,NE
28.0,Oklahoma City,United States of America,9.0,DAV185,,DAVID-YERUMO,15591 holgate lane,1.0,Rocke,O,D,1.0,,V6r 1q6,Core-Mark Holding,T,761.0,397072.0,1-249-478-5643,166760.0,KS
5.0,Dallas,United States of America,1.0,HIL186,,HILLARD,23477 havenridge rue,1.0,Suzette,O,M,4.0,F,63178,Boise,,659.0,3399757.0,1-804-228-8548,401021.0,NY
,Durham,United States of America,9.0,war187,,warburton,18267 cape lane,2.0,Myla,R,M,4.0,,x7j 1r5,DST Systems,,351.0,2684548.0,1-564-230-0062,70945.0,NY
72.0,Tacoma,United States of America,7.0,MAC188,apt. 48,MACHNICKI-HYNES,2928 POTOMAC UPPER,3.0,dacia,O,S,3.0,m,M5e 1y7,United States Steel,,608.0,3041622.0,1-781-339-9073,389391.0,Saskatchewan
12.0,Alexandria,United States of America,3.0,lev189,,levitin,14656 pasadena park,2.0,CHELSIE,O,S,4.0,F,23257,Pepco Holdings,A,706.0,3211816.0,1-096-116-9962,63226.0,Prince Edward Island
71.0,Hialeah,United States of America,8.0,Goo190,apt. 968,Gooderham,16983 flagler drive,4.0,abbas,O,M,0.0,,V6I 1U7,Acuity Brands,,391.0,127026.0,1-914-194-6997,206220.0,Alberta
90.0,Denver,United States of America,2.0,Koh191,,Kohalmi-hill,17212 LANDER SOUTH,4.0,Rec,R,W,5.0,,94539,Baker Hughes,E,461.0,588945.0,1-733-360-9116,,Ontario
20.0,Fort Lauderdale,United States of America,2.0,AYL192,,AYLWIN,23764 sabine west,4.0,Elaine,O,U,4.0,M,H7h 1v4,Newell Rubbermaid,,510.0,1962620.0,1-591-402-8026,337152.0,TN
58.0,Mesa,United States of America,5.0,CHO193,,CHOUHAN,16271 vista south,2.0,Katharine,O,W,,F,15201,Westlake Chemical,E,805.0,178193.0,1-326-180-9322,312074.0,VA
57.0,Cleveland,United States of America,7.0,DIT194,,DITKO,1080 LAVENDER LANE,4.0,LILIAN,O,M,2.0,,t5a 1n6,Jones Lang LaSalle,G,702.0,2102811.0,1-784-796-6844,68551.0,TX
43.0,Lewiston,United States of America,3.0,EMI195,,EMIG,10856 summer street,1.0,CATI,O,W,4.0,,78784,Burger King Holdings,,368.0,2246854.0,1-662-625-4671,488800.0,MT
39.0,Tallahassee,United States of America,8.0,Ryd196,APT. 392,Ryder,17021 edwards crescent,2.0,Luong,R,W,3.0,m,H6d 1w8,Hovnanian Enterprises,,520.0,1312448.0,1-627-590-4931,431633.0,IL
87.0,El Monte,United States of America,2.0,mei197,,meisner,7726 TALLOWOOD UPPER,3.0,JUOZAS,O,S,0.0,,06705,Medical Mutual of Ohio,S,666.0,295993.0,1-055-694-7984,72797.0,WY
57.0,Sioux Falls,United States of America,9.0,Ceg198,,Cegelski,19097 foxfire north,1.0,Lysy,O,S,0.0,,M5c 1v9,Lockheed Martin,,587.0,1220003.0,1-166-844-7429,260576.0,NC
58.0,Columbia,United States of America,4.0,hai199,,haigh,8161 PINTO ROAD,5.0,ULA,O,U,4.0,,90759,Yum Brands,Z,643.0,2400476.0,1-516-930-4640,200096.0,ND
28.0,San Francisco,United States of America,5.0,cle200,,clendening,9659 sakowitz west,4.0,Francesca,R,,,,22301,Wesco International,J,484.0,2900897.0,1-261-215-4290,,GA
95.0,Santa Clara,United States of America,3.0,Cie201,,Ciesielski,15306 pike park,1.0,emili,R,U,3.0,,19165,Volt Information Sciences,W,,3942140.0,1-681-572-7662,267656.0,VA
98.0,Greensboro,United States of America,8.0,Par202,,Parypa,21891 dewey street,2.0,yogesh,R,S,1.0,f,75007,Western Union,,676.0,2118119.0,1-288-967-5460,35253.0,Prince Edward Island
55.0,Waco,United States of America,4.0,LOZ203,,LOZINSKI,8155 storeywood road,2.0,Xantippe,O,M,5.0,f,90302,,K,300.0,338540.0,1-315-022-2148,113159.0,OR
14.0,Rochester,Canada,8.0,Pas204,APT. 630,Pascal,20871 dewdrop street,3.0,TINO,R,,2.0,,84092,Lubrizol,,,2617116.0,1-707-402-6121,297444.0,WI
30.0,Tampa,United States of America,9.0,Aul205,,Aula,1121 GREENE PARK,1.0,AGGIE,O,M,3.0,,v6d 1u1,C.H. Robinson Worldwide,,831.0,1459711.0,1-186-893-7846,52092.0,ID
90.0,Paterson,United States of America,7.0,bar206,,barnes,23849 westerley south,1.0,Alane,O,M,3.0,F,99503,Celgene,N,609.0,1804959.0,1-571-918-3795,30249.0,MT
69.0,Fullerton,United States of America,2.0,ELL207,,ELLIOTT,1540 murie rue,0.0,ABBYE,O,S,2.0,,80960,Leggett & Platt,,679.0,2957472.0,1-206-055-2128,483052.0,MD
67.0,London,United States of America,6.0,for208,suite 344,forslund,16633 raymond road,0.0,aleen,O,U,4.0,m,53743,Fidelity National Information,P,634.0,2919293.0,1-963-724-8044,287060.0,NY
41.0,Newark,Canada,4.0,Bur209,,Burbidge,18676 turman drive,1.0,collen,O,W,1.0,,t6d 1k1,Arch Coal,U,338.0,3610130.0,1-050-641-8503,274154.0,HI
2.0,Buffalo,United States of America,4.0,FOL210,,FOLLMER,1808 HARDY STREET,5.0,NEALA,O,M,5.0,F,91350,Affinia Group Intermediate,,332.0,1209441.0,1-020-258-1680,379659.0,DE
89.0,El Paso,United States of America,8.0,Led211,,Leder,11115 midland avenue,0.0,CELISSE,O,M,0.0,m,37916,Kellogg,,721.0,1058712.0,,,PA
88.0,Toledo,United States of America,3.0,kop212,,kopke,24950 sheppard lane,1.0,MEHMET,O,,4.0,,22329,PerkinElmer,N,351.0,1946028.0,1-886-961-7857,100796.0,IN
90.0,Sterling Heights,Canada,6.0,pay213,,paylor,6450 LEMMING RUE,1.0,Carlis,O,M,1.0,,M1i 1r8,Limited Brands,,564.0,1420984.0,1-999-799-7384,128277.0,MT
54.0,New Haven,United States of America,9.0,PAL214,,PALACEK,19342 wycliffe park,3.0,marshal,O,M,1.0,,h5i 1p1,OfficeMax,,379.0,213235.0,1-362-078-4138,147414.0,WY
53.0,Dallas,United States of America,8.0,fel215,,felton,7582 woodway south,2.0,Fabien,O,S,1.0,,M1I 1R5,J.B. Hunt Transport Services,,727.0,472425.0,1-174-723-5263,51559.0,FL
89.0,Milwaukee,United States of America,2.0,ATW216,,ATWELL-BYRNE,22526 QUEENSBURY LOWER,3.0,basia,O,U,2.0,,53739,American Express,,578.0,1160132.0,1-898-789-3598,355622.0,RI
31.0,Anaheim,United States of America,10.0,Mcb217,,Mcbeth,18833 3rd park,1.0,FARID,O,W,5.0,M,06603,Occidental Petroleum,S,642.0,2869995.0,1-482-305-5399,468116.0,CO
1.0,Huntington Beach,United States of America,1.0,Jal218,apt. 3,Jalaie,19394 canoas west,0.0,jyoti,O,M,1.0,M,28247,Shaw Group,B,,3727044.0,1-834-784-7657,276728.0,SD
57.0,Naperville,Canada,,vem219,,vempati,9941 ROYALTON DRIVE,0.0,Jandy,R,S,3.0,,h7g 1u9,W.W. Grainger,,554.0,2293241.0,1-864-555-5341,135306.0,TX
10.0,Iqaluit,United States of America,6.0,BAR220,,BARNICKEL,10177 pecos crescent,0.0,VO,U,U,1.0,,90831,IDT,D,733.0,2846515.0,1-475-209-3369,99566.0,VT
74.0,Winnipeg,United States of America,10.0,PES221,,PESOLD,20823 WEST CHAPEL AVENUE,4.0,Kien,O,M,2.0,M,M4j 1o7,General Mills,U,345.0,1619956.0,1-459-456-1848,263959.0,IN
28.0,St. Petersburg,United States of America,6.0,Sha222,,Shaughnessy,13483 ROCKDALE DRIVE,0.0,Tybi,R,M,2.0,F,77288,RBS Global,,644.0,2367607.0,1-802-797-1712,441498.0,UT
96.0,Waterbury,United States of America,3.0,Sch223,,Schmeing,9645 HAYDEN BOULEVARD,0.0,Nhien,U,S,3.0,M,77117,Realogy,J,564.0,3795566.0,,429621.0,NV
42.0,Lubbock,United States of America,10.0,Mat224,,Materna,6066 fillmore lower,3.0,Florance,O,M,1.0,,45263,ArvinMeritor,L,465.0,734762.0,1-224-760-3774,181214.0,TX
64.0,London,United States of America,8.0,JAI225,,JAIN,293 conier avenue,4.0,Ros,O,D,,,v6g 1p4,Amkor Technology,,652.0,908994.0,1-511-883-9082,212502.0,OR
,Des Moines,United States of America,6.0,KAR226,,KARNAZES,7000 ansley lane,4.0,Genevieve,O,M,5.0,,72247,Lear,,714.0,2561296.0,,244545.0,Ontario
49.0,Madison,Canada,10.0,gus227,APT. 587,gustafson,13635 jarvis south,4.0,EMILIO,R,M,5.0,,E7n 1j9,Asbury Automotive Group,,383.0,3181069.0,1-405-014-0029,218681.0,Saskatchewan
81.0,Scottsdale,United States of America,7.0,Ann228,,Annas,17362 COFFEY UPPER,5.0,JANEEN,O,,,,45272,Limited Brands,K,336.0,2632226.0,1-076-073-0994,296916.0,MO
57.0,Mount Pearl,Canada,9.0,lab229,,labenek,12279 trafalgar crescent,2.0,cathrin,O,,0.0,,x7j 1q2,Beazer Homes USA,R,626.0,,1-690-040-0846,453659.0,UT
42.0,Iqaluit,United States of America,0.0,fli230,,flindall,24717 MIDLAND LANE,0.0,kirstin,U,S,3.0,f,80952,,M,549.0,1151333.0,1-211-707-3341,194450.0,IL
30.0,Moreno Valley,United States of America,0.0,sat231,,satkunaseelan,11493 worley park,4.0,giles,O,U,5.0,,38157,Acuity Brands,,492.0,2763939.0,1-642-203-7899,49533.0,NM
56.0,Naperville,United States of America,0.0,tho232,,thornley,6492 HAMMOND AVENUE,4.0,Ted,O,M,2.0,,06703,ABM Industries,I,327.0,370710.0,1-792-738-9524,394819.0,NC
3.0,Norfolk,United States of America,10.0,CRI233,,CRIPPS,8954 bagby north,3.0,hayden,O,S,3.0,m,v6u 1r8,,L,545.0,1192164.0,1-881-269-3949,342754.0,AZ
53.0,Louisville,United States of America,0.0,Gas234,,Gascon,11622 josey south,0.0,Gail,O,M,1.0,M,28231,Southwestern Energy,V,571.0,223487.0,1-537-303-6219,224435.0,CT
67.0,Akron,United States of America,7.0,Cha235,,Chavers,11538 collinwood avenue,2.0,las,O,W,0.0,f,63107,Delta Air Lines,,423.0,2341143.0,1-682-154-3638,37717.0,VA
94.0,Whitehorse,United States of America,4.0,Net236,,Nettles,20913 vickers boulevard,0.0,Noelyn,O,,1.0,,H2g 1w7,ITT,,655.0,1774784.0,1-512-708-0580,286483.0,NV
37.0,Salem,United States of America,0.0,WOO237,,WOODROW,22274 VICKERY CRESCENT,5.0,izak,O,M,0.0,m,55416,Health Management Associates,,488.0,3951308.0,1-598-440-6359,185412.0,VA
75.0,Memphis,United States of America,6.0,val238,,valerien,881 vance jackson south,,bernita,,M,4.0,,V6d 1u5,Western Union,,352.0,2756025.0,1-281-206-9270,472518.0,British Columbia
51.0,Fayetteville,United States of America,0.0,Ber239,,Berndt,15079 DECATUR RUE,1.0,Karmen,O,M,,f,93782,Family Insurance Group,,810.0,1833112.0,1-442-133-8200,425307.0,VA
74.0,Lansing,United States of America,8.0,lab240,,labranche,10424 mitchell street,2.0,Rio,O,D,2.0,,90252,Advance Auto Parts,F,686.0,698884.0,1-607-062-8891,304909.0,TX
100.0,Atlanta,Canada,0.0,VRE241,,VREUGDENHIL,14195 VERDE PARK,2.0,ISABELLE,R,M,0.0,m,85759,J.P. Morgan Chase & Co.,X,389.0,3287261.0,,231226.0,CO
,Gary,United States of America,,GOO242,,GOODINSON,10608 bissonnet road,0.0,Micro,U,M,0.0,F,M5g 1x8,Fidelity National Financial,,761.0,3337290.0,1-141-622-5196,219026.0,GA
28.0,Atlanta,United States of America,4.0,cha243,,chaput,11237 balmoral way,1.0,maribel,O,D,0.0,,78746,Toro,S,589.0,2963197.0,1-500-101-2792,414993.0,NE
18.0,Dawson City,United States of America,1.0,TAM244,,TAMARELLI,15621 yaupon lower,0.0,NADYA,O,M,0.0,F,H2f 1z1,Mueller Water Products,W,492.0,1487009.0,1-655-973-7192,24837.0,NC
77.0,Mobile,United States of America,10.0,CUM245,Suite 463,CUMPSTON,12387 SAUNDERS WEST,5.0,Darrell,U,D,2.0,M,77288,Energy Future Holdings,,442.0,3177428.0,1-972-039-2576,200645.0,OK
14.0,Santa Clarita,United States of America,8.0,SIM246,,SIMONOVICH,6156 holmes court,3.0,Hoy,O,S,4.0,,35277,Weis Markets,E,649.0,1886280.0,1-764-148-5233,22605.0,MO
23.0,Chicago,United States of America,8.0,Est247,,Estes,17521 REILLY STREET,0.0,shana,O,U,0.0,,36134,MasterCard,,337.0,1853087.0,1-399-618-9069,,AR
1.0,Nashua,United States of America,8.0,han248,,haney,20093 canterbury way,,HQ,R,D,4.0,F,V6t 1u3,Oracle,P,572.0,195847.0,1-628-481-6657,389524.0,MT
58.0,West Covina,United States of America,0.0,Pee249,,Peers,11930 alabama south,3.0,Co,U,M,4.0,,99597,Mutual of America Life,Y,666.0,3727580.0,1-085-050-1119,232945.0,Newfoundland
98.0,Mesa,United States of America,4.0,bli250,,blidy,22780 terrace lower,3.0,Beb,O,D,2.0,M,V6N 1V1,JetBlue Airways,T,567.0,2993662.0,1-993-284-6634,390626.0,OR
76.0,El Paso,United States of America,5.0,Lea251,,Leavell,6481 century lane,3.0,Sherrill,O,,5.0,,T6d 1h7,Western Refining,,574.0,2886788.0,1-395-464-9156,286207.0,NM
59.0,Victoria,United States of America,2.0,Wil252,,Willhoff,11293 rice avenue,0.0,takehiko,,S,5.0,F,M7o 1c5,Western Refining,U,498.0,3672610.0,1-811-547-9696,391468.0,FL
81.0,Hayward,Canada,9.0,kom253,,komenda,9828 WEST EAST,2.0,FLOSSIE,R,U,5.0,f,M2q 1e8,Bristol-Myers Squibb,,836.0,3245637.0,,171326.0,MS
31.0,Oshawa,United States of America,8.0,Wel254,,Welsford,10369 gemini way,3.0,Chryste,,M,2.0,,64172,AutoNation,,759.0,959636.0,1-648-501-2866,294972.0,Saskatchewan
1.0,Hamilton,United States of America,6.0,Lac255,,Lacombe,23445 GATES WAY,5.0,Sheelagh,O,S,3.0,,85265,Boeing,,563.0,1037702.0,1-332-974-4753,131039.0,NE
28.0,Oklahoma City,United States of America,8.0,Hon256,,Honda,2160 WEIZMANN DRIVE,5.0,DICKENS,U,S,1.0,f,h5k 1p8,Advanced Micro Devices,,313.0,69141.0,1-217-048-6379,480287.0,TN
36.0,Portland,United States of America,6.0,Con257,,Conley,16716 fresco road,4.0,Maury,O,M,0.0,,M2P 1F6,Unitrin,,771.0,2818725.0,,276404.0,OR
47.0,Macon,United States of America,1.0,han258,,handley,17068 simpson road,5.0,Dorothy,O,S,0.0,,V6U 1U9,Liberty Media,,717.0,3153373.0,1-246-119-5490,435481.0,ID
77.0,Yellow Knife,United States of America,2.0,WOJ259,,WOJTECKI,23276 dillbeck upper,4.0,CHICKIE,O,D,4.0,,V6F 1W7,Jarden,,355.0,616608.0,,,WV
91.0,Santa Rosa,United States of America,10.0,Ami260,,Amini,24268 hayden west,4.0,Lavinia,O,U,4.0,f,92711,Cincinnati Financial,P,383.0,1014586.0,1-347-479-6259,499891.0,MI
46.0,Fort Wayne,United States of America,1.0,Mo261,,Mo,2682 LUMBER PARK,5.0,Kristine,O,S,5.0,f,60779,Steel Dynamics,A,579.0,1679903.0,1-881-547-3819,394640.0,AL
36.0,Inglewood,Canada,5.0,BUR262,,BUREK,4129 crestline avenue,3.0,tobi,O,M,4.0,,90790,OGE Energy,,324.0,1062919.0,1-155-847-4022,359040.0,TN
18.0,London,United States of America,0.0,Kos263,,Kosten,18257 mahonia west,2.0,Frederica,R,M,5.0,m,80908,Hartford Financial Services,X,752.0,3684297.0,1-946-987-5835,429949.0,Manitoba
27.0,Waterbury,Canada,2.0,Bor264,,Borel,19050 cordoba upper,2.0,Cayla,O,D,5.0,m,74129,Penske Automotive Group,,723.0,1805618.0,,333500.0,CO
79.0,Salem,United States of America,1.0,LAR265,,LARCHE,1121 greene park,,BRIAN,U,S,2.0,,M9e 1u6,Amkor Technology,K,349.0,1852935.0,,480399.0,OR
72.0,Dayton,United States of America,4.0,BOU266,,BOURDEAU,13762 silver sage way,5.0,ROCH,O,W,2.0,,93663,Psychiatric Solutions,,643.0,1528702.0,1-551-913-3853,73398.0,CO
26.0,Frederick,United States of America,0.0,Pan267,,Panter,22629 bagby east,0.0,Charly,O,W,3.0,,84119,Calpine,,390.0,178411.0,1-666-863-1257,,NC
31.0,Thousand Oaks,United States of America,7.0,Wal268,,Walbridge,13296 wayside boulevard,4.0,joli,O,U,4.0,m,82602,Saks,,801.0,2245432.0,1-938-871-9739,446105.0,Alberta
2.0,Escondido,Canada,2.0,Mue269,,Muehle,9824 OLYMPIA STREET,4.0,Kasper,O,S,0.0,M,94429,BE Aerospace,,741.0,3058077.0,1-333-561-7008,128126.0,VT
81.0,Independence,Canada,8.0,Zub270,Apt. 986,Zubans,6907 ferncliff crescent,1.0,Joo-geok,O,D,2.0,,H2A 1V4,Exterran Holdings,,821.0,723251.0,1-514-023-2587,371101.0,VT
69.0,Corpus Christi,United States of America,5.0,Sei271,,Seidman,24573 lyons avenue,,Winona,O,M,3.0,,40511,Penn National Gaming,D,830.0,3755553.0,1-027-811-2670,263066.0,SC
69.0,Santa Rosa,United States of America,,Cav272,,Cavasin,15407 fillmore north,1.0,king-haut,R,M,0.0,F,M5b 1y9,PetSmart,,441.0,757755.0,1-475-590-2337,,SD
80.0,Burlington,United States of America,2.0,Har273,,Hartell,850 leon lower,1.0,DARLENE,R,D,3.0,F,E7N 1P6,First Data,,484.0,3610784.0,1-214-794-0930,453776.0,New Brunswick
14.0,Overland Park,United States of America,8.0,Nau274,,Naugle,14635 greene rue,5.0,Deana,O,,4.0,M,h5k 1o7,Liz Claiborne,R,653.0,2994154.0,1-988-429-0103,494609.0,Manitoba
39.0,Huntsville,Canada,7.0,Ste275,,Stegman,21034 windchime lower,2.0,Laurette,R,D,0.0,,95203,Alcoa,,727.0,612241.0,1-143-517-2347,233618.0,NJ
0.0,Berkeley,United States of America,0.0,Cho276,,Choo-kang,15868 dewdrop park,,Renell,O,U,1.0,m,23513,Perini,D,535.0,1352198.0,1-709-720-3248,,TX
59.0,Casper,United States of America,9.0,Lux277,,Luxford,10232 oak hill west,4.0,Meriann,R,W,5.0,f,T5c 1j1,Hudson City Bancorp,R,320.0,2534935.0,1-314-831-7578,154521.0,MD
60.0,Toledo,United States of America,1.0,Far278,,Farnsworth,950 WILLS WEST,4.0,KATALIN,O,W,4.0,F,V6z 1q9,Sigma-Aldrich,,775.0,3189762.0,1-342-101-7385,438162.0,WV
4.0,Cheyenne,United States of America,,Shi279,,Shinjo,23223 WOODLAWN UPPER,4.0,Gayel,O,M,3.0,F,73121,Plains Exploration,,606.0,447872.0,1-419-495-9429,352602.0,OH
74.0,Fresno,United States of America,5.0,Pip280,,Piperni,23208 porter crescent,2.0,Lourdes,O,S,4.0,f,75267,W.R. Berkley,P,,3207012.0,1-992-551-4676,194788.0,NH
