prospect_AgeID,prospect_AddrL1,prospect_Ci,prospect_NeWor,prospect_Coun,prospect_Em,prospect_Inc,prospect_NumCa,prospect_NuChil,prospect_MarSta,prospect_A,prospect_CrRat,prospect_OORF,prospect_NuCreCar
mbw7652,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,Simi Valley,3382998.0,United States of America,Forest Laboratories,5888.0,1.0,0.0,D,17.0,409.0,O,2.0
xas7653,Gicehrtxtlvwiewgl,Mesa,3772196.0,United States of America,Moody's,254404.0,2.0,2.0,,44.0,617.0,O,6.0
MKM7654,cveuptzbcwxicceqqmqsqgfvhykw,Simi Valley,3180080.0,United States of America,Fidelity National Financial,290984.0,3.0,0.0,M,16.0,,O,5.0
Jgi7655,Kqosfw,Charlotte,3971412.0,United States of America,Amphenol,441847.0,5.0,5.0,M,27.0,756.0,O,
Mwv7656,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,St. Petersburg,1488210.0,United States of America,Int. Business Machines,373240.0,2.0,4.0,D,59.0,484.0,R,5.0
YOY7657,Gqvfapurdsetypjkkcceahfodyn,Washington,2621373.0,United States of America,Int. Flavors & Fragrances,461444.0,1.0,4.0,S,8.0,589.0,O,9.0
Gja7658,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,Tallahassee,1021949.0,United States of America,Gilead Sciences,255072.0,1.0,4.0,S,98.0,380.0,O,0.0
rcx7659,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,Mesa,2444319.0,United States of America,United Rentals,255019.0,1.0,1.0,S,35.0,541.0,R,10.0
IPA7660,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,Portland,362567.0,Canada,Convergys,330718.0,1.0,,M,57.0,474.0,,7.0
rbj7661,WSKYHRCGGHSPINYLUNNDCJPV,Las Vegas,462234.0,United States of America,Mueller Water Products,245130.0,2.0,1.0,,69.0,685.0,O,4.0
ebw7662,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,Sudbury,3936622.0,United States of America,Shaw Group,19691.0,4.0,3.0,M,33.0,363.0,R,10.0
SQY7663,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,Sunnyvale,2116904.0,United States of America,Energy Future Holdings,13490.0,1.0,1.0,M,33.0,605.0,O,9.0
nqw7664,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,Birmingham,63883.0,United States of America,PHH,90333.0,4.0,4.0,W,1.0,394.0,,6.0
Fyz7665,uezrarapf,Orlando,2747738.0,Canada,Simon Property Group,210200.0,0.0,2.0,U,19.0,812.0,R,6.0
Hds7666,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,Albuquerque,938329.0,United States of America,World Fuel Services,195318.0,3.0,3.0,M,63.0,688.0,R,3.0
ksz7667,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,Nashville,976093.0,United States of America,Andersons,486627.0,5.0,5.0,M,27.0,808.0,O,9.0
Wzm7668,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,Akron,2031908.0,United States of America,L-3 Communications,142918.0,,4.0,,12.0,492.0,O,1.0
Xna7669,xznxzmzinjddcepuvomccimcwdxo,Lubbock,660066.0,United States of America,CACI International,243364.0,4.0,3.0,D,26.0,734.0,O,6.0
ugr7670,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,St. Paul,2777991.0,United States of America,M&T Bank Corp.,208343.0,1.0,5.0,M,2.0,579.0,O,7.0
Qao7671,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,Columbus,3148815.0,United States of America,Family Dollar Stores,26787.0,0.0,4.0,M,34.0,410.0,U,10.0
MXH7672,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,Abilene,3714775.0,United States of America,Medco Health Solutions,190609.0,0.0,4.0,D,86.0,743.0,O,7.0
KQU7673,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,Biloxi,2203195.0,United States of America,Crosstex Energy,,1.0,,M,47.0,431.0,O,9.0
bxn7674,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,Cincinnati,3708645.0,United States of America,Reynolds American,,0.0,0.0,M,73.0,805.0,O,4.0
Opu7675,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,Tulsa,2954852.0,United States of America,PolyOne,453308.0,1.0,0.0,U,83.0,688.0,O,9.0
Ceo7676,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,Oakland,2421534.0,United States of America,"Toys ""R"" Us",251108.0,1.0,,D,99.0,483.0,O,1.0
DZH7677,Gjftxakuhgilmoatmibqcnbbrmq,McAllen,941243.0,United States of America,Sonoco Products,128853.0,0.0,0.0,U,49.0,844.0,O,7.0
Ocd7678,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,Laredo,3133101.0,Canada,Newfield Exploration,486933.0,3.0,3.0,M,96.0,436.0,O,5.0
Uyj7679,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,Fort Collins,2070834.0,Canada,IAC/InterActiveCorp,306545.0,5.0,2.0,D,12.0,336.0,U,3.0
mhz7680,Rqhzrjcuikufwfbplxmtpeqb,Sudbury,2617194.0,United States of America,MGIC Investment,7682.0,1.0,1.0,S,75.0,688.0,O,1.0
Sft7681,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,Simi Valley,2752340.0,Canada,American International Group,280763.0,3.0,0.0,U,29.0,581.0,O,9.0
gza7682,Jbvoghxtacvunglpdzjhatiusxn,Berkeley,2611991.0,United States of America,Health Net,296945.0,1.0,2.0,,4.0,670.0,R,6.0
Rem7683,Pyoruxpsl,Santa Rosa,3965576.0,United States of America,Mueller Industries,176399.0,0.0,0.0,U,100.0,671.0,O,5.0
cko7684,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,Mesquite,3550405.0,Canada,American National Insurance,97252.0,3.0,4.0,U,45.0,352.0,U,10.0
RLN7685,XRPHDPOQURZXVFLADMA,Regina,1566093.0,United States of America,Morgan Stanley,320588.0,3.0,2.0,S,63.0,317.0,O,10.0
Qjl7686,iqnzhrksgftjekxfljogmqkrbpkstk,Worcester,1944507.0,United States of America,Halliburton,18284.0,4.0,2.0,,35.0,809.0,R,6.0
YNL7687,Jbmoxkiflceta,Iqaluit,3250645.0,Canada,MGIC Investment,,0.0,2.0,S,61.0,704.0,,5.0
qpi7688,Wgfjqmnbm,Little Rock,2806218.0,United States of America,United Services Automobile,80228.0,1.0,,S,43.0,411.0,O,2.0
Xxi7689,,Santa Clarita,2826399.0,Canada,Spartan Stores,39672.0,,3.0,U,98.0,431.0,O,4.0
axi7690,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,Chicago,91147.0,United States of America,Moog,225036.0,3.0,3.0,M,84.0,362.0,O,4.0
Wqd7691,raecjdlfwcwnaaeqeomxmuemrg,Irving,1036928.0,Canada,Century Aluminum,224427.0,2.0,3.0,M,,532.0,R,4.0
jur7692,Deamomjpzxjzhfugk,Ontario,2406965.0,United States of America,Hayes Lemmerz,123153.0,5.0,4.0,U,18.0,442.0,O,3.0
NBX7693,Aktcqktdiehyacjhlqknwg,Stamford,3588199.0,United States of America,EOG Resources,,2.0,1.0,S,14.0,677.0,O,10.0
Naf7694,Xasjqyptachbyjrnjvfvznkcwdxmpo,Victoria,,United States of America,Dresser-Rand Group,353487.0,4.0,2.0,M,22.0,565.0,O,8.0
bzc7695,,Brownsville,2896930.0,United States of America,Sealed Air,145794.0,3.0,1.0,M,7.0,365.0,R,5.0
Pmo7696,Nzckdxwdktbsqcaurk,Bellevue,312676.0,United States of America,Blockbuster,142515.0,3.0,5.0,W,97.0,406.0,O,5.0
goh7697,Svabwvthdbgivhnelxqvrhqvvgy,Baltimore,16279.0,United States of America,Owens Corning,414775.0,0.0,5.0,U,49.0,774.0,,3.0
Jfb7698,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,Cedar Rapids,1536113.0,United States of America,Robert Half International,125271.0,2.0,5.0,S,25.0,718.0,R,7.0
Hao7699,Unyjafcdzuerth,Huntington Beach,184474.0,United States of America,Wesco International,,4.0,,M,99.0,588.0,R,2.0
Dwo7700,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,Cedar Rapids,2971869.0,Canada,Dana Holding,93761.0,1.0,5.0,M,44.0,764.0,O,5.0
RJA7701,EUDAFRRFNHWKIULGYBSUDTUTXASRTKSASSDSQBOCJDTTNFNSEYBVRIAH,Los Angeles,2256728.0,United States of America,NBTY,397902.0,2.0,1.0,U,96.0,,O,2.0
Lph7702,chfifgrzddwjambrkaommoksjfzpnxvkvppcazeofdnrbmspungachheu,Milwaukee,2127026.0,United States of America,Eastman Chemical,123538.0,4.0,3.0,M,88.0,657.0,O,8.0
Rfk7703,Oclmxjrebkhucmocoldtnepglbejgjnqlikutugptmwrmrucuhztxxbwzwkoiqlsnwtekekkykjpkt,Detroit,3476485.0,United States of America,Allergan,118013.0,3.0,2.0,M,33.0,769.0,U,
RFU7704,Qmbltoafvggvsolvieqcbeydfsprubcikjiahxx,Nashua,908035.0,United States of America,Global Partners,45737.0,2.0,5.0,M,8.0,776.0,O,7.0
TQH7705,HOMAWOXXWEMFPMBHETZHOZBOPJGPFBDFJZQETUMMJAVJO,Minneapolis,,United States of America,Fluor,456999.0,2.0,0.0,U,55.0,343.0,O,4.0
Bbc7706,uathejgojclvooynhavibvdjhuspwiyxjtrrbidwiabjxyvcuxcifzyqtwphzvxbfcrykaelbw,Columbia,3054149.0,United States of America,FedEx,326910.0,3.0,4.0,W,43.0,568.0,U,5.0
Yoj7707,,Garden Grove,,United States of America,Polaris Industries,166536.0,2.0,0.0,S,75.0,830.0,O,5.0
lvh7708,OHYWSFETLJEYTTMYZDOGFTPBAQKVN,Norfolk,248269.0,Canada,Torchmark,337347.0,3.0,4.0,,66.0,812.0,R,6.0
Zpr7709,WSZYJROXWWIWMVXDTZLJRKAPTUGFNIKPCPNRWASXEWEEUXRZALWYHWKU,Salem,1203267.0,Canada,Alliance Data Systems,41345.0,2.0,4.0,U,58.0,489.0,U,6.0
LMG7710,Qfeecmwaxqhkulepjrwbmihojdaovxcukyrlnphlnimczdwhbxkilgjzuoiyhpupzxvcxxtrztifgd,Saskatoon,3704743.0,United States of America,American International Group,370209.0,5.0,1.0,U,29.0,845.0,U,9.0
WMF7711,VIJLPKEZYSJJGTR,Boise,3673540.0,United States of America,Mohawk Industries,343016.0,0.0,4.0,U,28.0,735.0,R,0.0
Qov7712,,Irvine,982779.0,United States of America,Vulcan Materials,186990.0,4.0,3.0,D,93.0,615.0,U,4.0
Vkp7713,,Washington,2778471.0,United States of America,OfficeMax,46562.0,,4.0,W,17.0,,U,6.0
SST7714,Zmasw,St. Petersburg,2585134.0,United States of America,Michael Foods,98412.0,5.0,5.0,U,98.0,769.0,U,
Fuk7715,Hvwcslkdbovbksvugzeblranwljqocapxusqfhoxknwsbunmtvsdrquws,Torrance,3591627.0,United States of America,Vulcan Materials,436056.0,5.0,4.0,S,38.0,406.0,O,10.0
Brz7716,DVMTEYEFOGEHXPCXCSOGWGYKOIPFCQAEJN,Warren,1819561.0,United States of America,,36008.0,3.0,1.0,U,44.0,586.0,O,0.0
Faw7717,Oznikwnqknmmzcqghprkmqgvogyqikwolvmyluhxmsculhddmjcxxwcuijvtebhrdmamuus,Oakland,2857056.0,United States of America,Unum Group,417402.0,1.0,0.0,M,27.0,630.0,O,10.0
Jtn7718,Gvpkllxjihwcdekmhwgrvrjjlemqymitgmisuqksneadi,Hull,1393892.0,United States of America,Domtar,273535.0,1.0,1.0,U,94.0,533.0,O,7.0
too7719,vunoywivtxaoteia,Boston,759096.0,United States of America,Sentry Insurance Group,445562.0,4.0,2.0,M,,328.0,O,
Kcd7720,cgfbhvbutwppcxeqzjnajirvbyji,Modesto,2288668.0,Canada,Constellation Energy,226333.0,4.0,2.0,M,60.0,753.0,O,9.0
Yhh7721,Cnqkflteffhlvuvkvlidzxdddhthinttughoacniyaskjqxcunrgjffmddusvcvayyayerjr,Grand Prairie,3580824.0,United States of America,CSX,,3.0,3.0,U,48.0,512.0,O,10.0
Adu7722,oigxagmffqteeswxkzbgrigdxtvmfgkkymknfeb,Phoenix,1681450.0,Canada,W.W. Grainger,,5.0,3.0,D,36.0,432.0,R,8.0
Kwx7723,hvvnvoixtwnfzmbjghxksazmfoqqyifvcgqkdqsaknwanpwjavvnifvkfikf,Lincoln,1592047.0,United States of America,Kimberly-Clark,271054.0,5.0,3.0,,67.0,323.0,O,2.0
uzl7724,Gfopscpludliujcvdkhcomkp,Shreveport,3596545.0,United States of America,Henry Schein,64626.0,3.0,4.0,U,63.0,714.0,O,10.0
UXY7725,qgkokxkhlxlezcflupfkujkmnetfgxtqvnvnwajxvksuauioivdieovttkpwbd,Warren,3093246.0,United States of America,State Street Corp.,463945.0,5.0,2.0,S,55.0,730.0,O,7.0
FRU7726,xkltqvtdcifskkcnqwkyoawqfszkilztvdcgrfdsrhvmtykrzkcmxdshlwayjjjlstnimjmhcilfjis,Erie,3867919.0,United States of America,Quanta Services,159731.0,0.0,,M,4.0,346.0,O,5.0
Bjx7727,bwmnbuxfotmhhrcyzjwwrnhlqfdipsnrfekiuaaltzpthagegtbllneojphxmpvglgr,Fargo,3245961.0,United States of America,Marshall & Ilsley Corp.,190805.0,5.0,3.0,M,92.0,,R,1.0
zkp7728,xgrescoregiylgtboucvujwksdieiawytiklnlimmvomlbmmdhxfucnrqugodotgspmcheziai,Wichita,600366.0,United States of America,Oceaneering International,43888.0,1.0,1.0,M,93.0,818.0,O,7.0
Lbo7729,Dzmpjafkabapegvhrgb,Mount Pearl,1738979.0,United States of America,Raymond James Financial,34137.0,0.0,0.0,S,87.0,623.0,R,4.0
TFP7730,XJCLEPZFIVOMHEEDDIVHKBXAELURZXM,Mobile,454564.0,United States of America,Valspar,196885.0,4.0,1.0,S,44.0,742.0,R,5.0
XKQ7731,Fsqhjvcpihkakzconfp,Phoenix,3912268.0,United States of America,Live Nation,206705.0,0.0,1.0,M,95.0,378.0,O,9.0
DQY7732,FDWXXMAMQBZKBNOFIIQNDSCADQOENVUDHBWDPJRTOFAKIVOX,Fontana,1966788.0,United States of America,,337299.0,3.0,3.0,D,61.0,323.0,,8.0
Ydl7733,Hxxljrxmownwpfdjzfhhazbnkdfnpiffelsgcxpqxditxaecp,Toledo,985098.0,United States of America,Health Management Associates,280247.0,2.0,5.0,M,23.0,684.0,R,2.0
VGT7734,Gztlddwbfkctdeykytcx,Raleigh,,United States of America,Wyndham Worldwide,286206.0,4.0,2.0,U,16.0,390.0,O,6.0
Wwi7735,UKXAT,Lubbock,1053231.0,United States of America,Broadcom,153656.0,4.0,1.0,M,58.0,707.0,O,8.0
OJF7736,dbdoqsilrfcdupggitpkvhybldnpkjhmkarn,San Diego,,United States of America,Aramark,379503.0,1.0,1.0,M,58.0,368.0,U,2.0
Czs7737,Uojulktpnfxloorioipqxhqwsb,Charleston,3885299.0,United States of America,Aventine Renewable Energy,19124.0,1.0,2.0,M,21.0,534.0,O,5.0
Zpa7738,GBMBNKNAUUHMFJFEQNTCBMYKAXVPREBJXPVSASRNGVGFLVULZLKZKACREBUFAQQBBAY,Garland,895008.0,United States of America,Humana,44001.0,5.0,2.0,D,66.0,379.0,O,9.0
Icx7739,Kmyegtrbw,Nashua,101325.0,United States of America,U.S. Bancorp,461564.0,3.0,3.0,,92.0,305.0,O,5.0
jmm7740,VWVVRWRGIWWWKOMBSUMUFEVZIHAKGIQIHHEAAXFAEZMMC,Fort Worth,1279719.0,United States of America,Analog Devices,313750.0,3.0,5.0,M,38.0,417.0,O,1.0
saz7741,Tmkfklxmjgctanxysefncpqamqeselzmfpezrwabi,Sterling Heights,3779634.0,Canada,Superior Energy Services,78185.0,2.0,4.0,D,,536.0,R,9.0
Ybr7742,Ajbnzwvejqbkswwvtsy,Oklahoma City,742822.0,United States of America,Freddie Mac,419102.0,2.0,4.0,W,66.0,773.0,O,10.0
ncz7743,Dwsfrkmjeygpqnhalhpmjmubfaphiplvrmaxoxjbuvwlngdgickyoaellsbsouckh,Baton Rouge,2761827.0,United States of America,Autodesk,91366.0,5.0,0.0,S,55.0,808.0,O,10.0
WWO7744,Ykznnjuuroxhpuznomzecemrbkgisiutyjsmzkrlfubclazigcci,Rancho Cucamonga,3749505.0,United States of America,Shaw Group,433487.0,3.0,1.0,,55.0,660.0,R,2.0
TKP7745,nzqeyfxomyrwihdclzsosuosmfeagagowhksexjkl,Kansas City,391566.0,United States of America,Commercial Metals,394286.0,2.0,0.0,W,83.0,,O,4.0
Mqz7746,hycswjmryjcruwaydqjon,Long Beach,2959021.0,United States of America,Laclede Group,189157.0,1.0,5.0,U,27.0,346.0,R,7.0
Dqw7747,Kdehncqoclbuwntwhopjkdqcbmxporyzkaptffgkvzcifihlsnwmdjfmdeurawdy,Sydney,2776296.0,United States of America,Seaboard,22483.0,4.0,5.0,M,11.0,475.0,O,4.0
seh7748,AECNOJRMJGCV,Evansville,,,General Mills,298307.0,2.0,4.0,M,56.0,499.0,O,2.0
Nii7749,lwcvwkdxmgepseawmpitjxfxmabktjsfvjijabcwogxmvygiftzpvslhgtilarytflfumokm,Lafayette,864947.0,United States of America,Family Insurance Group,353200.0,1.0,3.0,U,54.0,346.0,O,2.0
Szc7750,hcyqwsgegrabatmqxlpfvmmduwmsonjbnktnrgjtcgxhjzjepxqdkhnqabadzqbioagakrlk,St. Louis,1146468.0,Canada,Brink's,185208.0,4.0,5.0,M,50.0,431.0,O,0.0
Mph7751,ikuuxtqqbgnjmmgpswnqfdhbjjvdvibgrnhc,Erie,1702447.0,United States of America,Medtronic,17790.0,2.0,5.0,,93.0,823.0,O,2.0
Bvl7752,TLADWR,Sandy,2293642.0,United States of America,United Refining,59420.0,2.0,5.0,M,15.0,344.0,R,5.0
Nbu7753,Nbtuam,Riverside,1529653.0,United States of America,Smithfield Foods,178200.0,2.0,,S,92.0,709.0,O,9.0
Emz7754,Xcttyxsxrkxiddibhfyygvazmtrfvbicysknzkdxitlhfvqhhtxgmjrewnkxdtjkaesooslbwsz,Ottawa,137515.0,Canada,Medtronic,162738.0,0.0,1.0,W,22.0,,R,2.0
Kkw7755,Tkjwwmdngsjaomzgcxbinjuzlskehwgymszzetcsdlkasted,St. Petersburg,2754879.0,United States of America,Cabot,352913.0,4.0,1.0,S,25.0,354.0,O,
HCT7756,HRNEZM,Fort Lauderdale,929067.0,United States of America,Electronic Arts,288188.0,0.0,0.0,S,77.0,,O,9.0
BBE7757,KTUMHYEYSQLATWNNWEAFGBTIPIZRNQPZCSGYJVUSSSTYJOUOQMDWJGVCLKJZKMSUZENCXKAR,Carrollton,1153023.0,United States of America,Seaboard,385946.0,3.0,4.0,D,26.0,686.0,,6.0
PTM7758,gduichleruxtamrjxgabzgfakyz,Hayward,1933058.0,United States of America,DirecTV Group,136162.0,4.0,3.0,D,56.0,643.0,O,7.0
QJD7759,yqrfjwbanuajeafvrrlaeswttzlsjjgdyystgzswpjbtlnarjkskswbqtaliwcwdyrvprebl,Yonkers,3179244.0,Canada,Allegheny Energy,220449.0,3.0,3.0,M,16.0,665.0,O,5.0
SFE7760,UDBMERHULBTHEXCETBPULYFRPNHSNOOUSRTNTMXPKKJYHUHMNLUZ,Lexington,2912318.0,United States of America,Marathon Oil,299284.0,1.0,3.0,S,77.0,519.0,O,9.0
rro7761,Zuldtnbmtwvsnmxbyibkqllvlkhis,Cedar Rapids,2828037.0,United States of America,Prudential Financial,334094.0,3.0,2.0,M,43.0,615.0,O,6.0
Imu7762,JIJFXKNYUJIJUJGFKIMEKDRPAAJFLEPFSVQTLFCQFYGPLVCNQKWOPKZDFVWJLHMKEVPFUBDCBAQRDAKF,Madison,495577.0,United States of America,Dollar General,364719.0,3.0,2.0,D,94.0,,,10.0
JPU7763,,Los Angeles,1793954.0,United States of America,Schering-Plough,319866.0,5.0,,M,92.0,812.0,O,9.0
Luw7764,Jxtjzdrkibdhqflzotzmtjqbeixqjkbflszzefamgnzfidcidmhmudkaqwsmrsimveyosfpwiofuvpr,Fort Smith,2347778.0,United States of America,,71545.0,4.0,1.0,M,19.0,346.0,O,5.0
Fde7765,cxpoxxbfggpxaqgoaerkavykftvazyuobtptjtjjrcidlxpdfpptrrqukr,Sydney,380048.0,United States of America,Capital One Financial,,4.0,3.0,D,80.0,761.0,O,1.0
Bso7766,Okdul,Greensboro,,United States of America,Collective Brands,484457.0,1.0,0.0,M,64.0,617.0,O,7.0
GVA7767,SMUHDZ,Fort Collins,1918435.0,United States of America,AptarGroup,176394.0,2.0,4.0,W,44.0,470.0,O,0.0
twc7768,Xwhhkecgqinvlwdzlkgoobagymhehsccbybmpjvvwnzlhk,Worcester,2764457.0,United States of America,Coach,251600.0,1.0,1.0,M,47.0,356.0,U,6.0
GZF7769,wthdmiklkrmpehhesijjsosfnbbtwrkptpjeberqarbebpaxnsfytrrffiq,Akron,1510144.0,United States of America,UGI,145698.0,0.0,0.0,M,93.0,,O,7.0
bvm7770,BEHVNHFDWNXVBIXJDKMNWBNSWJ,Tulsa,925182.0,Canada,Forest Laboratories,492640.0,4.0,5.0,W,94.0,806.0,U,5.0
zju7771,AMNWIYMNCYNXARCDOFLLZNAWHBMIKHEKOVNEDUSEPVWNQKBRNJKXXYVZDCRJDQAOYNTPRKYZFFTUHFVN,Tucson,2566330.0,Canada,Boston Scientific,266405.0,1.0,0.0,U,82.0,,O,9.0
DYV7772,Xpdccyitytbdookefcfdradfqjufyjrvpsnbpfyrqndpkkhevgtrrdpdapdnmmxszomsaeoj,Irvine,3668461.0,United States of America,Worthington Industries,307897.0,,3.0,,42.0,731.0,O,1.0
Gpk7773,Ejmbilovwjqqndtacppgfewankfmeg,Wichita,2348645.0,United States of America,McCormick,53713.0,4.0,2.0,M,,441.0,U,9.0
Lit7774,Fkniqtnqfjmzgh,Inglewood,616526.0,United States of America,Southwestern Energy,70637.0,4.0,1.0,D,12.0,339.0,O,7.0
BZG7775,lvefzdwcguyoqgmpkpqndboipbbmkubhdaais,Costa Mesa,1828046.0,United States of America,CC Media Holdings,384754.0,3.0,0.0,S,36.0,822.0,R,7.0
Mld7776,Npvgqcckweeraettcvaidwgyvcrmpomnxqfeahpnbzkunqnt,Baltimore,1296407.0,United States of America,Jones Financial,411913.0,2.0,3.0,U,,487.0,O,8.0
Ujq7777,Yluzwconxheuizyvifnzfutw,Escondido,903552.0,United States of America,Whirlpool,499162.0,1.0,5.0,U,4.0,664.0,O,
Bmf7778,qnvhzntrhqdidztuzcsbfhjvppqinjkxbkueknjpotufhklmcuuldtazsnrudrpshkrqxwidkxaky,Lexington,230058.0,United States of America,Patterson,86635.0,3.0,2.0,M,79.0,392.0,O,3.0
Jvz7779,Aoegamomtzhynnwisnmrdhzsiumbfwvncqrvmqlmpkmuynwsmqefnklroqixahnwqiqfh,Warren,301320.0,Canada,Rent A Center,228058.0,2.0,3.0,D,97.0,655.0,U,10.0
ORQ7780,YCYXOORYULMDGWVDNZFWRRWUTRLNXWHRKFSYAMIYDVKQLGMCRMH,Berkeley,2286525.0,Canada,Ryder System,172125.0,2.0,5.0,U,37.0,380.0,O,3.0
Puv7781,Wfhwgsdugpoankasqrlzatlmwmibgkgjjcyt,Salinas,1482250.0,United States of America,Sysco,241263.0,0.0,0.0,,92.0,651.0,U,1.0
DAJ7782,Suyrqysxxkxvzrsqpblubcohuvvctcobyjoxsmclhsyythahqfnsgumohynahljqybiqrestbyuzlhoa,Brownsville,3123257.0,United States of America,Entergy,99175.0,3.0,2.0,U,78.0,,R,6.0
Iaf7783,Ibbdukjufnykowgvqxqsbnsnjsne,Fresno,944918.0,United States of America,,198444.0,3.0,,U,48.0,652.0,O,0.0
EJP7784,Jkvuhngyoysbzwdfucxdrjslvzeoaznfzniugnjzkz,Ontario,2050110.0,United States of America,Telephone & Data Systems,250333.0,4.0,4.0,U,0.0,338.0,O,9.0
Bla7785,,Omaha,2077778.0,United States of America,W.R. Berkley,,0.0,5.0,W,89.0,779.0,O,0.0
Yhe7786,IIHPCROPUSWPKNEAAHHJGUREFCQVIOFJGNZUAZUOIBSBDTMSKZZZTFJDPNXC,Huntsville,1793821.0,Canada,,173782.0,0.0,4.0,W,47.0,786.0,O,5.0
Nfl7787,CMDLERWALOTLTPIPCNKKBHPXFNQJXIMSUYITXACUZYNP,Hay River,1847011.0,Canada,Cognizant Technology Solutions,225849.0,2.0,1.0,M,2.0,458.0,O,6.0
Lrd7788,pyfdzdqzhqamiawpilyhedtudt,Austin,104018.0,United States of America,Popular,205194.0,,0.0,M,18.0,806.0,O,6.0
Ojh7789,Wandcgpllnpeziagozurrtdiclmgxbocwdjvlogunxbrokvbfd,Winnipeg,113431.0,United States of America,CSX,40273.0,3.0,3.0,U,98.0,466.0,U,1.0
Gaj7790,IZVHOKOQGCNOCUJK,Lexington,1721394.0,Canada,ITT,388923.0,2.0,3.0,U,79.0,801.0,R,2.0
MHU7791,Flzcybpcggbhrfdnvtdancrxmvpwpprqxnggzwvngecqtudfeclfipqtuqtpcdxgmdizajlkbguv,Rockford,3905265.0,United States of America,BJ's Wholesale Club,213273.0,5.0,4.0,S,90.0,334.0,O,0.0
Luu7792,Fzpqeuhonxyapezeiannclaurhnmscmojdjfojazglajv,Waterbury,3710742.0,United States of America,Cooper-Standard Holdings,499304.0,5.0,2.0,S,54.0,568.0,O,6.0
Bbh7793,Jxvqojvdbecisuumssuaiukyftwdwwigubsjpzduhaorwvqxsxjirgndrjyqkdmoucypdodnt,Bellevue,2289382.0,Canada,Insight Enterprises,439546.0,5.0,1.0,M,56.0,338.0,O,5.0
VGQ7794,Lngduxznsqabphefoepyclwftoyszijwgbniklzag,Lubbock,2123750.0,United States of America,National Oilwell Varco,74548.0,5.0,0.0,M,61.0,421.0,R,8.0
Jtm7795,lfkarwqljrblftlttidcwtaduuonhwg,Manchester,1222348.0,United States of America,Newell Rubbermaid,472023.0,4.0,0.0,M,20.0,312.0,O,0.0
WUW7796,MXLLHMHGXS,San Jose,1746167.0,United States of America,Supervalu,155245.0,2.0,1.0,M,95.0,361.0,O,
ojd7797,atktzrwteqlojnugqwatdinmftmbkevonkfijfhnqwfbubkaevsqezk,Virginia Beach,602321.0,United States of America,Amazon.com,95133.0,4.0,3.0,S,42.0,626.0,O,5.0
Cvb7798,VYALNGFIOBUP,Indianapolis,,United States of America,IMS Health,208626.0,,3.0,U,30.0,,O,4.0
rso7799,RKOVGSQLNLATINZVBFPWZTEXSTELUPAUJCG,Jackson,3509965.0,Canada,Holly,338937.0,1.0,2.0,M,61.0,445.0,O,3.0
Tpj7800,Bjjsjycpabvknyxhqxxoelzmmcjqcndtqwwxoxlqljecleh,Jacksonville,1270225.0,,General Motors,75897.0,5.0,1.0,W,27.0,347.0,R,9.0
VEO7801,ETIDZXYCPHGEEIXKLWRNZGLRVWVGRZJELIENUZKBGUIFNZZUQTRXCAABGDGOEWHRZXLK,Omaha,2882457.0,United States of America,General Dynamics,354986.0,1.0,4.0,,31.0,617.0,U,4.0
