gncd,wnrrntflg,phn,mplr,mddlntl,pstlcd,gndr,nmbrcrs,stt,ncm,mrtlstts,cntr,nmbrchldrn,g,crdtrtng,nmbrcrdtcrds,ntwrth
Qjl7686,R,1-272-128-3403,Halliburton,R,Gzgsvt,,4.0,WV,18284.0,,United States of America,2.0,35.0,809.0,6.0,1944507.0
YNL7687,,1-174-194-8365,MGIC Investment,w,Shirfkrfppb,m,0.0,VT,,S,Canada,2.0,61.0,704.0,5.0,3250645.0
qpi7688,O,1-067-296-1708,United Services Automobile,E,hwxcimvf,,1.0,AZ,80228.0,S,United States of America,,43.0,411.0,2.0,2806218.0
Xxi7689,O,1-688-092-7664,Spartan Stores,C,xqkaxa,F,,NY,39672.0,U,Canada,3.0,98.0,431.0,4.0,2826399.0
axi7690,O,1-784-445-0301,Moog,,cjeriaaeunmp,m,3.0,NE,225036.0,M,United States of America,3.0,84.0,362.0,4.0,91147.0
Wqd7691,R,1-773-485-4247,Century Aluminum,,Mhhqranm,M,2.0,SC,224427.0,M,Canada,3.0,,532.0,4.0,1036928.0
jur7692,O,1-528-873-2585,Hayes Lemmerz,g,Ztrxdxr,M,5.0,New Brunswick,123153.0,U,United States of America,4.0,18.0,442.0,3.0,2406965.0
NBX7693,O,1-952-933-5053,EOG Resources,t,BVMLYNHCFOY,,2.0,KY,,S,United States of America,1.0,14.0,677.0,10.0,3588199.0
Naf7694,O,1-882-237-0765,Dresser-Rand Group,,RBVXNHWO,f,4.0,British Columbia,353487.0,M,United States of America,2.0,22.0,565.0,8.0,
bzc7695,R,1-762-453-2464,Sealed Air,,Wfmsguhdyyo,,3.0,WA,145794.0,M,United States of America,1.0,7.0,365.0,5.0,2896930.0
Pmo7696,O,1-129-593-2017,Blockbuster,,Mcxklhj,F,3.0,AK,142515.0,W,United States of America,5.0,97.0,406.0,5.0,312676.0
goh7697,,1-779-145-2680,Owens Corning,z,Lypuhgeezbgp,F,0.0,MN,414775.0,U,United States of America,5.0,49.0,774.0,3.0,16279.0
Jfb7698,R,1-770-255-3860,Robert Half International,I,TRKCEX,F,2.0,RI,125271.0,S,United States of America,5.0,25.0,718.0,7.0,1536113.0
Hao7699,R,1-336-236-0201,Wesco International,,Kihzeilpneap,,4.0,British Columbia,,M,United States of America,,99.0,588.0,2.0,184474.0
Dwo7700,O,1-185-085-5742,Dana Holding,O,pylzfutqftt,e,1.0,SD,93761.0,M,Canada,5.0,44.0,764.0,5.0,2971869.0
RJA7701,O,1-957-033-0510,NBTY,,Bsclhehzobfm,f,2.0,AL,397902.0,U,United States of America,1.0,96.0,,2.0,2256728.0
Lph7702,O,1-485-740-9640,Eastman Chemical,,Ieyjqvfhges,,4.0,British Columbia,123538.0,M,United States of America,3.0,88.0,657.0,8.0,2127026.0
Rfk7703,U,1-459-114-0867,Allergan,,Zuttopn,,3.0,Ontario,118013.0,M,United States of America,2.0,33.0,769.0,,3476485.0
RFU7704,O,1-671-499-0522,Global Partners,U,EHXJIUER,,2.0,MD,45737.0,M,United States of America,5.0,8.0,776.0,7.0,908035.0
TQH7705,O,1-817-903-4786,Fluor,,ipazhhewr,m,2.0,IA,456999.0,U,United States of America,0.0,55.0,343.0,4.0,
Bbc7706,U,1-099-914-5598,FedEx,,vvwizqanbs,,3.0,PA,326910.0,W,United States of America,4.0,43.0,568.0,5.0,3054149.0
Yoj7707,O,1-102-019-9878,Polaris Industries,F,Lzxpul,,2.0,MA,166536.0,S,United States of America,0.0,75.0,830.0,5.0,
lvh7708,R,1-873-941-1147,Torchmark,,Dwvezt,,3.0,ID,337347.0,,Canada,4.0,66.0,812.0,6.0,248269.0
Zpr7709,U,1-710-953-4977,Alliance Data Systems,,WQSZWQBE,,2.0,Newfoundland,41345.0,U,Canada,4.0,58.0,489.0,6.0,1203267.0
LMG7710,U,1-789-825-2857,American International Group,,DWMXIPKTCN,m,5.0,UT,370209.0,U,United States of America,1.0,29.0,845.0,9.0,3704743.0
WMF7711,R,1-179-937-7265,Mohawk Industries,,hrhbmmtj,,0.0,OR,343016.0,U,United States of America,4.0,28.0,735.0,0.0,3673540.0
Qov7712,U,1-596-337-6757,Vulcan Materials,,EXIDAUKO,F,4.0,ID,186990.0,D,United States of America,3.0,93.0,615.0,4.0,982779.0
Vkp7713,U,1-512-224-7078,OfficeMax,,Wqhgxcfrvqe,,,AL,46562.0,W,United States of America,4.0,17.0,,6.0,2778471.0
SST7714,U,1-552-735-4638,Michael Foods,P,Lwuvkzp,M,5.0,MN,98412.0,U,United States of America,5.0,98.0,769.0,,2585134.0
Fuk7715,O,1-127-805-3262,Vulcan Materials,,htndjyvd,m,5.0,UT,436056.0,S,United States of America,4.0,38.0,406.0,10.0,3591627.0
Brz7716,O,1-985-423-7255,,,Iadjghd,f,3.0,ME,36008.0,U,United States of America,1.0,44.0,586.0,0.0,1819561.0
Faw7717,O,,Unum Group,,,f,1.0,IA,417402.0,M,United States of America,0.0,27.0,630.0,10.0,2857056.0
Jtn7718,O,1-019-900-0927,Domtar,,kvcqpv,m,1.0,VT,273535.0,U,United States of America,1.0,94.0,533.0,7.0,1393892.0
too7719,O,1-055-674-3126,Sentry Insurance Group,,MFRHTZKJ,,4.0,MA,445562.0,M,United States of America,2.0,,328.0,,759096.0
Kcd7720,O,1-539-727-9817,Constellation Energy,,BRXSSYJHS,,4.0,Prince Edward Island,226333.0,M,Canada,2.0,60.0,753.0,9.0,2288668.0
Yhh7721,O,1-125-903-5459,CSX,,ijsdxorwqin,m,3.0,Manitoba,,U,United States of America,3.0,48.0,512.0,10.0,3580824.0
Adu7722,R,1-591-506-8069,W.W. Grainger,,Fuxiyfjtqevk,,5.0,TX,,D,Canada,3.0,36.0,432.0,8.0,1681450.0
Kwx7723,O,1-131-877-8296,Kimberly-Clark,W,Egxkelhxosoh,,5.0,RI,271054.0,,United States of America,3.0,67.0,323.0,2.0,1592047.0
uzl7724,O,1-716-805-3703,Henry Schein,,gmnioeblfn,,3.0,MI,64626.0,U,United States of America,4.0,63.0,714.0,10.0,3596545.0
UXY7725,O,1-506-286-3588,State Street Corp.,C,Mdqarqysh,f,5.0,PA,463945.0,S,United States of America,2.0,55.0,730.0,7.0,3093246.0
FRU7726,O,1-427-982-9005,Quanta Services,d,frzijg,M,0.0,KY,159731.0,M,United States of America,,4.0,346.0,5.0,3867919.0
Bjx7727,R,1-669-946-1808,Marshall & Ilsley Corp.,,Clktwlprka,f,5.0,OH,190805.0,M,United States of America,3.0,92.0,,1.0,3245961.0
zkp7728,O,1-936-581-5888,Oceaneering International,,Fnbcpkispthu,,1.0,AR,43888.0,M,United States of America,1.0,93.0,818.0,7.0,600366.0
Lbo7729,R,1-740-256-2368,Raymond James Financial,u,Gnczlyncstm,M,0.0,KY,34137.0,S,United States of America,0.0,87.0,623.0,4.0,1738979.0
TFP7730,R,1-559-799-0991,Valspar,r,Qrlsag,f,4.0,IA,196885.0,S,United States of America,1.0,44.0,742.0,5.0,454564.0
XKQ7731,O,1-287-631-2055,Live Nation,v,Bqzjycxovl,F,0.0,British Columbia,206705.0,M,United States of America,1.0,95.0,378.0,9.0,3912268.0
DQY7732,,1-100-505-6436,,B,DCJMXZP,m,3.0,Quebec,337299.0,D,United States of America,3.0,61.0,323.0,8.0,1966788.0
Ydl7733,R,1-167-261-7959,Health Management Associates,,rnvhdukwyktc,,2.0,KS,280247.0,M,United States of America,5.0,23.0,684.0,2.0,985098.0
VGT7734,O,1-653-504-0712,Wyndham Worldwide,,Pqvdcrnumij,M,4.0,ID,286206.0,U,United States of America,2.0,16.0,390.0,6.0,
Wwi7735,O,,Broadcom,C,SOMMLUWO,m,4.0,Newfoundland,153656.0,M,United States of America,1.0,58.0,707.0,8.0,1053231.0
OJF7736,U,1-388-567-1492,Aramark,G,Hjucmacpoyg,,1.0,Saskatchewan,379503.0,M,United States of America,1.0,58.0,368.0,2.0,
Czs7737,O,1-801-318-0082,Aventine Renewable Energy,r,jxhbe,,1.0,AL,19124.0,M,United States of America,2.0,21.0,534.0,5.0,3885299.0
Zpa7738,O,1-280-292-5628,Humana,,Izrbiiz,m,5.0,MT,44001.0,D,United States of America,2.0,66.0,379.0,9.0,895008.0
Icx7739,O,1-075-286-5992,U.S. Bancorp,,jnvwcxmcygu,,3.0,MT,461564.0,,United States of America,3.0,92.0,305.0,5.0,101325.0
jmm7740,O,1-426-228-4128,Analog Devices,,AJLYHOTFBHX,f,3.0,GA,313750.0,M,United States of America,5.0,38.0,417.0,1.0,1279719.0
saz7741,R,1-393-250-1404,Superior Energy Services,h,Hptdnxadnxc,M,2.0,MT,78185.0,D,Canada,4.0,,536.0,9.0,3779634.0
Ybr7742,O,1-130-076-0722,Freddie Mac,R,Iaahnutner,,2.0,CO,419102.0,W,United States of America,4.0,66.0,773.0,10.0,742822.0
ncz7743,O,1-984-871-9500,Autodesk,,cxiytr,,5.0,Saskatchewan,91366.0,S,United States of America,0.0,55.0,808.0,10.0,2761827.0
WWO7744,R,,Shaw Group,x,eblgypzk,,3.0,HI,433487.0,,United States of America,1.0,55.0,660.0,2.0,3749505.0
TKP7745,O,1-203-707-3229,Commercial Metals,,pjkbo,f,2.0,TN,394286.0,W,United States of America,0.0,83.0,,4.0,391566.0
Mqz7746,R,1-297-038-0345,Laclede Group,,Ebgdmqzzga,,1.0,WY,189157.0,U,United States of America,5.0,27.0,346.0,7.0,2959021.0
Dqw7747,O,1-669-932-0648,Seaboard,,Oyykmr,,4.0,OK,22483.0,M,United States of America,5.0,11.0,475.0,4.0,2776296.0
seh7748,O,1-801-131-4681,General Mills,e,IAJOVENWI,M,2.0,MS,298307.0,M,,4.0,56.0,499.0,2.0,
Nii7749,O,1-340-993-5817,Family Insurance Group,Y,Diustc,M,1.0,FL,353200.0,U,United States of America,3.0,54.0,346.0,2.0,864947.0
Szc7750,O,1-116-138-8621,Brink's,,RUKHBIF,f,4.0,Manitoba,185208.0,M,Canada,5.0,50.0,431.0,0.0,1146468.0
Mph7751,O,1-094-843-5304,Medtronic,,KFUIYG,,2.0,NH,17790.0,,United States of America,5.0,93.0,823.0,2.0,1702447.0
Bvl7752,R,1-741-266-4363,United Refining,,,F,2.0,Alberta,59420.0,M,United States of America,5.0,15.0,344.0,5.0,2293642.0
Nbu7753,O,1-961-736-5322,Smithfield Foods,V,yopqwvbyr,m,2.0,Saskatchewan,178200.0,S,United States of America,,92.0,709.0,9.0,1529653.0
Emz7754,R,1-098-038-9852,Medtronic,,GXYSPJAIN,M,0.0,New Brunswick,162738.0,W,Canada,1.0,22.0,,2.0,137515.0
Kkw7755,O,1-648-057-3488,Cabot,,Nueqkmojpd,,4.0,MS,352913.0,S,United States of America,1.0,25.0,354.0,,2754879.0
HCT7756,O,1-827-164-1984,Electronic Arts,,Jcrxnu,,0.0,KY,288188.0,S,United States of America,0.0,77.0,,9.0,929067.0
BBE7757,,1-852-465-7862,Seaboard,h,MINUYRRIL,m,3.0,AK,385946.0,D,United States of America,4.0,26.0,686.0,6.0,1153023.0
PTM7758,O,1-757-808-6215,DirecTV Group,B,ptiimoo,F,4.0,NV,136162.0,D,United States of America,3.0,56.0,643.0,7.0,1933058.0
QJD7759,O,1-443-303-9144,Allegheny Energy,,PCMCPAKCZRPT,,3.0,DC,220449.0,M,Canada,3.0,16.0,665.0,5.0,3179244.0
SFE7760,O,1-889-677-2295,Marathon Oil,,ibuoegcyrm,m,1.0,Manitoba,299284.0,S,United States of America,3.0,77.0,519.0,9.0,2912318.0
rro7761,O,1-938-614-3949,Prudential Financial,,Uuvoy,,3.0,SD,334094.0,M,United States of America,2.0,43.0,615.0,6.0,2828037.0
Imu7762,,,Dollar General,K,Mhfhcibygs,,3.0,NY,364719.0,D,United States of America,2.0,94.0,,10.0,495577.0
JPU7763,O,1-478-332-4603,Schering-Plough,B,OXRCOLPAK,F,5.0,TN,319866.0,M,United States of America,,92.0,812.0,9.0,1793954.0
Luw7764,O,1-378-149-2550,,,Tkdllignncn,,4.0,IN,71545.0,M,United States of America,1.0,19.0,346.0,5.0,2347778.0
Fde7765,O,1-042-436-6724,Capital One Financial,,Llmkq,,4.0,MT,,D,United States of America,3.0,80.0,761.0,1.0,380048.0
Bso7766,O,1-706-400-3078,Collective Brands,O,Oaqeg,F,1.0,AZ,484457.0,M,United States of America,0.0,64.0,617.0,7.0,
GVA7767,O,1-877-687-0944,AptarGroup,k,,,2.0,New Brunswick,176394.0,W,United States of America,4.0,44.0,470.0,0.0,1918435.0
twc7768,U,1-132-295-3991,Coach,e,Jutdcadqth,M,1.0,WY,251600.0,M,United States of America,1.0,47.0,356.0,6.0,2764457.0
GZF7769,O,1-451-759-9810,UGI,,Lpacivuivyxa,F,0.0,AZ,145698.0,M,United States of America,0.0,93.0,,7.0,1510144.0
bvm7770,U,1-817-806-2866,Forest Laboratories,E,XWNMP,M,4.0,New Brunswick,492640.0,W,Canada,5.0,94.0,806.0,5.0,925182.0
zju7771,O,1-890-845-4416,Boston Scientific,R,Xzaatccwhtxt,f,1.0,Ontario,266405.0,U,Canada,0.0,82.0,,9.0,2566330.0
DYV7772,O,1-684-966-9733,Worthington Industries,i,Xaulwtfkv,F,,HI,307897.0,,United States of America,3.0,42.0,731.0,1.0,3668461.0
Gpk7773,U,1-692-342-0156,McCormick,,Honnirqpwrye,M,4.0,MS,53713.0,M,United States of America,2.0,,441.0,9.0,2348645.0
Lit7774,O,1-187-607-6141,Southwestern Energy,N,Pmwkcaesegkm,,4.0,Saskatchewan,70637.0,D,United States of America,1.0,12.0,339.0,7.0,616526.0
BZG7775,R,1-228-353-9628,CC Media Holdings,C,qchtwef,,3.0,Quebec,384754.0,S,United States of America,0.0,36.0,822.0,7.0,1828046.0
Mld7776,O,1-421-032-5998,Jones Financial,u,Nycfak,m,2.0,MN,411913.0,U,United States of America,3.0,,487.0,8.0,1296407.0
Ujq7777,O,1-368-920-5554,Whirlpool,,qslprzz,f,1.0,NV,499162.0,U,United States of America,5.0,4.0,664.0,,903552.0
Bmf7778,O,1-904-895-6967,Patterson,,Vcqwwhvjybf,m,3.0,Manitoba,86635.0,M,United States of America,2.0,79.0,392.0,3.0,230058.0
Jvz7779,U,1-477-094-9023,Rent A Center,h,LOOBNMN,F,2.0,NC,228058.0,D,Canada,3.0,97.0,655.0,10.0,301320.0
ORQ7780,O,1-912-621-2838,Ryder System,K,ssqxc,,2.0,CT,172125.0,U,Canada,5.0,37.0,380.0,3.0,2286525.0
Puv7781,U,1-088-248-7795,Sysco,I,Gphjr,f,0.0,NV,241263.0,,United States of America,0.0,92.0,651.0,1.0,1482250.0
DAJ7782,R,1-596-039-1994,Entergy,L,Rncwspqx,M,3.0,VT,99175.0,U,United States of America,2.0,78.0,,6.0,3123257.0
Iaf7783,O,,,H,Wfdkdkfp,,3.0,HI,198444.0,U,United States of America,,48.0,652.0,0.0,944918.0
EJP7784,O,1-235-024-0569,Telephone & Data Systems,,JRFAEYJP,,4.0,New Brunswick,250333.0,U,United States of America,4.0,0.0,338.0,9.0,2050110.0
Bla7785,O,1-138-843-5480,W.R. Berkley,A,Awpujx,,0.0,MI,,W,United States of America,5.0,89.0,779.0,0.0,2077778.0
Yhe7786,O,1-637-845-9250,,,Ssjot,F,0.0,MD,173782.0,W,Canada,4.0,47.0,786.0,5.0,1793821.0
Nfl7787,O,1-459-090-7413,Cognizant Technology Solutions,,Nmkbypdtmp,,2.0,WI,225849.0,M,Canada,1.0,2.0,458.0,6.0,1847011.0
Lrd7788,O,1-488-723-0835,Popular,,Oklorooxqq,,,MT,205194.0,M,United States of America,0.0,18.0,806.0,6.0,104018.0
Ojh7789,U,1-354-637-6196,CSX,,fjjakemv,f,3.0,TN,40273.0,U,United States of America,3.0,98.0,466.0,1.0,113431.0
Gaj7790,R,1-444-824-0484,ITT,,Rmlgrerbtf,,2.0,MD,388923.0,U,Canada,3.0,79.0,801.0,2.0,1721394.0
MHU7791,O,1-045-308-4672,BJ's Wholesale Club,,RPVDIFMY,M,5.0,SC,213273.0,S,United States of America,4.0,90.0,334.0,0.0,3905265.0
Luu7792,O,1-704-419-7623,Cooper-Standard Holdings,,Ixbubrxyi,,5.0,Prince Edward Island,499304.0,S,United States of America,2.0,54.0,568.0,6.0,3710742.0
Bbh7793,O,,Insight Enterprises,,SGBRI,,5.0,AR,439546.0,M,Canada,1.0,56.0,338.0,5.0,2289382.0
VGQ7794,R,1-126-402-8195,National Oilwell Varco,,HJSECFIO,,5.0,Newfoundland,74548.0,M,United States of America,0.0,61.0,421.0,8.0,2123750.0
Jtm7795,O,,Newell Rubbermaid,,FDDPZWE,F,4.0,NV,472023.0,M,United States of America,0.0,20.0,312.0,0.0,1222348.0
WUW7796,O,1-348-201-5638,Supervalu,v,qgpsxpth,,2.0,OK,155245.0,M,United States of America,1.0,95.0,361.0,,1746167.0
ojd7797,O,1-878-085-2397,Amazon.com,F,Bdijvsupu,f,4.0,NV,95133.0,S,United States of America,3.0,42.0,626.0,5.0,602321.0
Cvb7798,O,1-807-513-3749,IMS Health,,btazmqvgcd,,,ND,208626.0,U,United States of America,3.0,30.0,,4.0,
rso7799,O,1-308-751-4811,Holly,,pmvtjojeamwg,,1.0,Nova Scotia,338937.0,M,Canada,2.0,61.0,445.0,3.0,3509965.0
Tpj7800,R,1-824-374-6093,General Motors,,Qurmx,,5.0,FL,75897.0,W,,1.0,27.0,347.0,9.0,1270225.0
VEO7801,U,1-711-107-1977,General Dynamics,f,CTYFK,,1.0,MI,354986.0,,United States of America,4.0,31.0,617.0,4.0,2882457.0
Nrs7802,O,1-392-137-4125,Embarq,y,ejfuenlock,,3.0,IA,19973.0,S,United States of America,0.0,40.0,830.0,8.0,2828480.0
Wcv7803,R,1-520-247-4473,Murphy Oil,,ipiabeu,,4.0,NV,47920.0,U,United States of America,4.0,58.0,,10.0,2709790.0
Hxm7804,R,1-715-269-6830,Southwest Airlines,r,Saxbwptcbu,,3.0,FL,6804.0,M,,0.0,58.0,452.0,0.0,3065674.0
Ktb7805,U,1-102-018-6502,Weyerhaeuser,,Hqoabpgar,F,,MT,210120.0,U,United States of America,3.0,45.0,536.0,7.0,1493447.0
Ejs7806,O,1-446-372-5314,Lender Processing Services,,PIQKVGA,m,3.0,New Brunswick,316764.0,M,,5.0,9.0,536.0,4.0,642765.0
Sff7807,O,1-291-287-5870,General Dynamics,W,Jkdez,m,,MN,325753.0,M,Canada,3.0,46.0,681.0,0.0,3843812.0
elc7808,R,1-730-343-2879,Western Refining,,Tvicfoouwlw,,,Saskatchewan,159571.0,M,United States of America,3.0,4.0,516.0,,2373701.0
FSO7809,R,1-717-739-3758,Asbury Automotive Group,A,Kzevl,m,5.0,TN,236485.0,S,Canada,4.0,50.0,428.0,8.0,1365627.0
Pal7810,R,1-910-876-8455,,r,isfkwvz,m,3.0,TX,496074.0,M,Canada,,78.0,783.0,8.0,1769029.0
Pqm7811,O,1-211-658-8931,Regal-Beloit,,PEBTEEHFAFCL,M,3.0,WA,85.0,S,United States of America,0.0,14.0,307.0,5.0,2554799.0
Qrs7812,O,1-617-977-0368,Enersys,X,wxlqdirza,F,,AL,112434.0,,United States of America,3.0,21.0,846.0,9.0,1241189.0
OLZ7813,U,,Dominion Resources,,Diqzu,,1.0,ID,469546.0,M,United States of America,1.0,69.0,582.0,8.0,2432197.0
Cgr7814,O,1-526-226-5832,TRW Automotive Holdings,g,eoopxjaxena,,4.0,AK,378681.0,D,United States of America,5.0,29.0,500.0,10.0,3417367.0
yov7815,O,1-831-841-8863,New York Life Insurance,V,NUYSKUMFLAN,,2.0,Alberta,202225.0,M,United States of America,4.0,82.0,802.0,6.0,573323.0
TVK7816,O,1-724-757-6864,CSX,G,Kiyuisk,,2.0,NY,83672.0,U,United States of America,1.0,79.0,710.0,8.0,1544205.0
irn7817,O,1-628-017-0065,PPG Industries,a,Jwxyyjkxt,F,0.0,WA,354744.0,S,United States of America,,59.0,407.0,2.0,2717331.0
Yik7818,U,1-412-700-9835,TD Ameritrade,,Drzvvw,M,0.0,MS,163223.0,M,,,87.0,410.0,8.0,639791.0
eix7819,U,1-458-534-5021,Pepco Holdings,y,Sjamrtnkqu,M,4.0,LA,323691.0,S,United States of America,,2.0,539.0,2.0,
SSY7820,O,1-212-399-4585,Textron,,Kgbaqwsyxu,M,0.0,NC,469771.0,U,United States of America,0.0,55.0,,2.0,1224394.0
Ema7821,O,1-925-811-3251,Chemtura,p,LGVHYNQCOYWJ,,3.0,AR,186923.0,W,United States of America,4.0,41.0,828.0,5.0,3884652.0
yoa7822,,1-255-979-0567,United Rentals,q,Duznhcbmmosf,,2.0,Prince Edward Island,274143.0,,United States of America,5.0,9.0,501.0,9.0,3632849.0
FGB7823,O,1-235-290-4774,Donaldson,j,Gnmgvcvmnvae,f,2.0,LA,85347.0,M,Canada,0.0,86.0,415.0,7.0,3423972.0
ctr7824,O,1-789-903-0856,Polo Ralph Lauren,,wdailoo,M,5.0,WA,23172.0,,United States of America,2.0,39.0,625.0,8.0,334439.0
GDL7825,R,1-241-378-5340,Universal American,,Sqysxqlop,M,1.0,NC,26217.0,S,Canada,0.0,,355.0,9.0,
Uqb7826,R,1-619-130-5337,Convergys,P,Wwfxd,F,0.0,RI,125930.0,M,Canada,2.0,80.0,634.0,10.0,2733760.0
sdj7827,O,1-068-004-0614,Spectra Energy,F,EZUTXPIKTL,,0.0,SD,416195.0,M,Canada,5.0,5.0,604.0,6.0,3813673.0
ETA7828,O,1-746-214-7798,Estee Lauder,K,Vdjpudmlq,f,3.0,ID,257406.0,U,Canada,0.0,91.0,691.0,2.0,2996284.0
DCN7829,O,1-824-437-0300,Washington Post,l,fwumslgkg,,3.0,NJ,315271.0,S,United States of America,5.0,18.0,,0.0,2682187.0
Lsa7830,R,1-867-461-4349,Curtiss-Wright,c,edmiayyybetn,U,5.0,Saskatchewan,497258.0,M,United States of America,2.0,91.0,687.0,4.0,3831798.0
Ypj7831,O,1-753-206-7932,Ford Motor,M,MFXCD,,1.0,MN,248158.0,W,United States of America,5.0,81.0,324.0,,760428.0
Ilp7832,O,1-098-863-1605,MDU Resources Group,f,Lyqjmdhnhejn,F,1.0,GA,189605.0,S,Canada,2.0,55.0,386.0,6.0,2952394.0
JKM7833,O,1-093-144-9837,Sun Microsystems,,,m,1.0,MN,238398.0,M,Canada,3.0,28.0,566.0,8.0,765248.0
gfw7834,O,,Quanta Services,,Tgydk,m,1.0,TX,421306.0,U,United States of America,2.0,63.0,799.0,1.0,3439491.0
EHV7835,O,1-263-424-8969,Beazer Homes USA,,vynwkr,m,,NM,180787.0,M,,3.0,47.0,630.0,5.0,2334173.0
Tkf7836,O,1-745-878-9056,Coventry Health Care,,pykah,,2.0,NE,395340.0,M,United States of America,1.0,21.0,371.0,8.0,3812091.0
Dgm7837,O,1-397-946-9623,Chesapeake Energy,I,FWYTJECUWC,M,0.0,MT,234030.0,M,United States of America,3.0,65.0,407.0,3.0,2269485.0
Mps7838,O,1-120-520-1560,Great Atlantic & Pacific Tea,,Ytryp,,0.0,CO,210405.0,U,United States of America,5.0,65.0,525.0,9.0,1737147.0
Ftk7839,O,1-230-771-4862,Estee Lauder,q,,f,5.0,KY,353446.0,M,Canada,3.0,42.0,,,3394079.0
XZD7840,O,1-478-181-4878,AptarGroup,j,rhsjshydzs,F,2.0,OK,497613.0,S,Canada,1.0,42.0,377.0,2.0,1684124.0
Val7841,R,1-112-169-5136,Pacer International,,VEIYUEXX,f,1.0,KY,183090.0,U,United States of America,1.0,41.0,812.0,8.0,835757.0
gxo7842,,1-339-657-1052,Enersys,,hnnieoyeomer,,0.0,KS,164669.0,U,United States of America,4.0,41.0,755.0,6.0,600778.0
AMA7843,O,1-950-536-1586,Ryder System,f,Irfkjxocrz,,0.0,MD,357404.0,M,United States of America,4.0,9.0,651.0,8.0,1276528.0
ufa7844,O,1-562-334-7089,,e,Igrbdvnse,,4.0,WY,252335.0,S,United States of America,3.0,38.0,761.0,0.0,165037.0
Eig7845,O,1-166-177-5281,MetLife,,kzbwnqlpwtkk,,,VT,365804.0,D,United States of America,4.0,,446.0,5.0,2757243.0
mgi7846,U,1-609-761-7221,Great Atlantic & Pacific Tea,,BGXRR,,5.0,AR,880.0,M,United States of America,2.0,37.0,455.0,3.0,1551248.0
Wzn7847,O,1-129-125-9035,Google,F,Mutvcwzisxp,,1.0,NE,318789.0,S,Canada,3.0,80.0,659.0,3.0,1321056.0
Zft7848,O,1-936-540-4054,,,Pznboqbnkql,,5.0,NC,345038.0,U,United States of America,4.0,2.0,713.0,7.0,3534970.0
Ump7849,U,1-690-233-8236,Werner Enterprises,L,Qlihnqopg,F,3.0,VA,132395.0,W,United States of America,3.0,87.0,495.0,1.0,1894764.0
XCW7850,O,1-789-837-7238,Bristol-Myers Squibb,,EIVIQFHVC,,1.0,NV,,M,United States of America,2.0,7.0,626.0,6.0,1066589.0
Vjc7851,U,1-129-134-1820,Dr Pepper Snapple Group,b,Prmgksic,,5.0,MI,,M,United States of America,3.0,17.0,335.0,9.0,3583968.0
Wov7852,R,1-613-597-5717,Valspar,,VQTHN,,0.0,ID,431628.0,D,Canada,,41.0,504.0,1.0,2685074.0
Mjl7853,O,1-207-263-3980,Fifth Third Bancorp,T,Acbjiwqbwpfg,F,1.0,OR,,S,United States of America,0.0,31.0,507.0,8.0,406002.0
Xqn7854,O,1-833-808-2289,Winn-Dixie Stores,,jtwgatfrvo,,1.0,OR,,D,United States of America,1.0,81.0,739.0,,3551514.0
Lsp7855,O,1-383-304-3979,Henry Schein,O,wxunpqzjgb,m,4.0,NJ,,M,United States of America,3.0,72.0,775.0,2.0,3048132.0
sjw7856,O,1-982-376-7085,Sanmina-SCI,,Aqhiv,M,1.0,AZ,242718.0,S,United States of America,3.0,29.0,486.0,8.0,1444829.0
oae7857,O,1-817-038-9599,Pentair,,IMWZJP,,0.0,Manitoba,89847.0,M,,1.0,31.0,665.0,6.0,577156.0
Slm7858,R,1-532-467-7887,Northwestern Mutual,,Jysfr,M,3.0,NY,200377.0,M,United States of America,0.0,57.0,743.0,7.0,1633874.0
Pea7859,,1-954-558-4116,AmerisourceBergen,,lbepjm,,2.0,TX,247008.0,U,United States of America,3.0,67.0,,1.0,616351.0
Knu7860,O,1-050-997-0064,Virgin Media,V,phowwpiof,,0.0,AZ,258784.0,U,United States of America,0.0,95.0,433.0,5.0,1768202.0
Qtg7861,,1-491-566-7949,Waste Management,,hcqdourgtjc,f,5.0,MO,86676.0,W,Canada,1.0,22.0,611.0,3.0,1298890.0
Dcq7862,O,1-938-251-5007,Pepsi Bottling,v,,,3.0,RI,158860.0,M,United States of America,5.0,28.0,813.0,8.0,1491737.0
Bie7863,O,1-197-300-6114,,,UCESV,,5.0,MI,440716.0,M,United States of America,1.0,62.0,441.0,9.0,2985049.0
Cii7864,O,1-992-031-4213,Windstream,,Xjabv,M,3.0,OR,233026.0,S,United States of America,2.0,40.0,443.0,5.0,2705761.0
Lpv7865,R,1-712-665-4502,Praxair,,kinkcnvtbrff,F,,WI,158271.0,U,United States of America,3.0,,374.0,1.0,1281210.0
QCT7866,O,1-683-204-0166,Smith International,i,eueovjkrfawr,,4.0,MS,,U,United States of America,1.0,12.0,309.0,7.0,483590.0
yvf7867,O,1-935-790-1838,Flowserve,,TPIVTV,,3.0,PA,131086.0,,Canada,3.0,52.0,315.0,9.0,2262741.0
RKS7868,R,1-364-543-4378,Tyson Foods,T,QNJXEEYW,F,4.0,ID,65639.0,,United States of America,2.0,67.0,555.0,9.0,1063286.0
Ksb7869,O,1-115-023-7573,W.R. Grace,P,vxtaprxkbqi,,0.0,NC,140132.0,M,United States of America,1.0,51.0,850.0,5.0,3558240.0
