prospect_AgencyID,prospect_State,prospect_City,prospect_MaritalStatus,prospect_NumberCars,prospect_Phone,prospect_Employer,prospect_Age,prospect_CreditRating,prospect_Country,prospect_NetWorth,prospect_AddressLine2,prospect_PostalCode,prospect_Income,prospect_NumberChildren,prospect_OwnOrRentFlag,prospect_NumberCreditCards
Lsb7623,MT,San Jose,S,1.0,1-876-492-0782,Valspar,26.0,842.0,United States of America,1083092.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,MMLJKBGXD,191541.0,5.0,R,1.0
Dpz7624,WY,Charlotte,U,2.0,1-436-946-7319,Timken,100.0,528.0,United States of America,1662799.0,Lhwkvadxwcjobcggyuighvqlcm,banusio,,1.0,R,0.0
Zuj7625,WY,Hilo,W,3.0,1-281-780-2897,,13.0,300.0,United States of America,3548540.0,,Safkd,,3.0,R,5.0
Jqk7626,WV,Yonkers,S,2.0,1-421-286-4139,Occidental Petroleum,11.0,752.0,United States of America,881414.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,DHTLWJDXLRW,269215.0,1.0,O,7.0
ijb7627,CA,Modesto,M,0.0,1-908-354-2709,,62.0,303.0,Canada,1712200.0,Alukohji,RORIUHK,193126.0,4.0,O,0.0
NMO7628,Alberta,Louisville,M,3.0,1-466-560-2530,Massey Energy,13.0,418.0,United States of America,847446.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,bxgwhohh,462618.0,5.0,O,10.0
Tef7629,New Brunswick,Eugene,W,3.0,1-578-686-8082,Weyerhaeuser,23.0,667.0,United States of America,344294.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,SRARKMXOD,212026.0,3.0,O,4.0
Sdj7630,British Columbia,Buffalo,D,1.0,1-166-077-1436,National Fuel Gas,51.0,441.0,United States of America,1534879.0,Kxxipkohacffav,hwugfvlttol,371024.0,4.0,U,7.0
Pbr7631,DE,Santa Fe,U,3.0,1-535-320-1881,Pep Boys,2.0,471.0,United States of America,3897101.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,zgsllav,235810.0,2.0,O,0.0
Ice7632,CT,Springfield,W,2.0,1-633-495-6478,Neiman Marcus,,701.0,United States of America,3064442.0,onxyyslcmbyxpfjuykowqpwqi,Mszwfhpj,347270.0,,O,9.0
ZWG7633,Quebec,Anchorage,D,5.0,1-398-680-0278,BlackRock,82.0,323.0,United States of America,2016524.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,Yqfxb,399212.0,2.0,R,1.0
Evw7634,NJ,Winnipeg,M,4.0,1-185-976-7770,McGraw-Hill,94.0,846.0,United States of America,37745.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,ypmuep,439561.0,5.0,O,10.0
Lhl7635,MN,Waco,M,3.0,1-490-238-8219,Family Dollar Stores,16.0,850.0,United States of America,503752.0,Krdmgygwnziumjdtybwyw,Xthtecuu,29980.0,4.0,O,8.0
LYB7636,NE,Stockton,M,2.0,1-891-741-2112,Teleflex,43.0,,United States of America,2115180.0,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,Xjzpdio,28693.0,5.0,U,
Ijb7637,VA,Boston,M,1.0,1-849-918-0984,,76.0,564.0,Canada,839222.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,Rgthehdvvlh,106794.0,2.0,O,3.0
Zhf7638,PA,Memphis,S,3.0,1-426-168-3142,Imation,0.0,558.0,United States of America,1851334.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,ysexit,340598.0,5.0,O,4.0
PYU7639,WV,Sydney,U,1.0,1-757-910-8931,PPL,33.0,417.0,United States of America,1348251.0,Bfntmkesgyjkjrgttbtdncoumqhmnxy,Wscgcsbwlzj,490597.0,,O,0.0
Iku7640,WY,Shreveport,U,2.0,1-468-325-0119,Smithfield Foods,62.0,487.0,Canada,2722392.0,,AUQJTIMK,499685.0,2.0,O,6.0
HBZ7641,MN,Modesto,M,2.0,1-383-310-7894,Macy's,8.0,639.0,United States of America,1785161.0,Bnbfbxvqxtngv,Weqnwrwrbcgx,62285.0,0.0,O,9.0
Pco7642,VT,Hull,U,5.0,1-353-727-2029,Torchmark,4.0,625.0,United States of America,2823578.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,facqrtjqjmd,320885.0,5.0,O,3.0
Ybv7643,WV,Yonkers,D,5.0,1-028-849-5461,Herman Miller,39.0,,United States of America,2123972.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,OCNCREZ,184669.0,3.0,O,1.0
Rim7644,IN,Atlanta,S,0.0,1-480-785-4021,Kindred Healthcare,90.0,,United States of America,112782.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,JXOGSVJ,126989.0,0.0,R,3.0
gnf7645,MS,Hayward,M,1.0,1-443-132-4138,Arch Coal,7.0,460.0,Canada,248311.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,Iqtso,48144.0,4.0,,3.0
Wxp7646,CO,Savannah,,5.0,1-143-020-1234,Whirlpool,95.0,793.0,United States of America,3719851.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,Uxgvbwop,377787.0,4.0,O,8.0
Dxh7647,PA,Fullerton,U,5.0,1-475-304-3486,Arrow Electronics,59.0,821.0,Canada,1920385.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,Ovsiu,323782.0,5.0,O,8.0
Aqo7648,DE,Overland Park,S,3.0,1-677-882-6792,Rock-Tenn,13.0,,United States of America,576903.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,Frqdqbs,31880.0,2.0,O,6.0
fen7649,Prince Edward Island,Alexandria,D,5.0,1-151-067-7411,R.H. Donnelley,58.0,643.0,United States of America,1855037.0,Eymghd,waiitdv,390190.0,3.0,O,8.0
CMQ7650,TN,Fort Collins,U,4.0,1-645-553-4591,Pall,67.0,817.0,Canada,2954046.0,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,Vlmzifrfolfs,413821.0,1.0,O,2.0
Yhb7651,CA,Santa Fe,,1.0,1-670-793-5351,Burlington Coat Factory,68.0,702.0,United States of America,952096.0,Vqdxskijczxliokh,DKXNSUJQRKGM,301451.0,2.0,O,10.0
mbw7652,TN,Simi Valley,D,1.0,1-049-843-6473,Forest Laboratories,17.0,409.0,United States of America,3382998.0,Fclwsu,Vzvadviukgid,5888.0,0.0,O,2.0
xas7653,FL,Mesa,,2.0,1-739-185-6579,Moody's,44.0,617.0,United States of America,3772196.0,HEAVOVI,Jjtgz,254404.0,2.0,O,6.0
MKM7654,TN,Simi Valley,M,3.0,1-215-295-5893,Fidelity National Financial,16.0,,United States of America,3180080.0,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,TMWLE,290984.0,0.0,O,5.0
Jgi7655,OR,Charlotte,M,5.0,,Amphenol,27.0,756.0,United States of America,3971412.0,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,Lfmjqz,441847.0,5.0,O,
Mwv7656,ME,St. Petersburg,D,2.0,1-515-341-8405,Int. Business Machines,59.0,484.0,United States of America,1488210.0,Qyixsrnjoebdnlfllhogyogxucqdulld,bserucmdlez,373240.0,4.0,R,5.0
YOY7657,SC,Washington,S,1.0,1-249-978-7278,Int. Flavors & Fragrances,8.0,589.0,United States of America,2621373.0,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,Nobgu,461444.0,4.0,O,9.0
Gja7658,Ontario,Tallahassee,S,1.0,1-471-716-6210,Gilead Sciences,98.0,380.0,United States of America,1021949.0,Ukwllcghntgqugnsgvuipavrllepqrfbbf,Mynrhpyte,255072.0,4.0,O,0.0
rcx7659,GA,Mesa,S,1.0,,United Rentals,35.0,541.0,United States of America,2444319.0,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,aqobdfbeu,255019.0,1.0,R,10.0
IPA7660,VA,Portland,M,1.0,1-982-617-1421,Convergys,57.0,474.0,Canada,362567.0,BPENSONZGIJMQPDRWDCT,jecwnfavowiu,330718.0,,,7.0
rbj7661,KY,Las Vegas,,2.0,1-068-568-6056,Mueller Water Products,69.0,685.0,United States of America,462234.0,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,Nmemytq,245130.0,1.0,O,4.0
ebw7662,SC,Sudbury,M,4.0,,Shaw Group,33.0,363.0,United States of America,3936622.0,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,Vqvleqweftl,19691.0,3.0,R,10.0
SQY7663,NC,Sunnyvale,M,1.0,1-772-155-4468,Energy Future Holdings,33.0,605.0,United States of America,2116904.0,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,ABCSQOCHEHK,13490.0,1.0,O,9.0
nqw7664,KS,Birmingham,W,4.0,1-551-833-6226,PHH,1.0,394.0,United States of America,63883.0,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,NOQIRAGYH,90333.0,4.0,,6.0
Fyz7665,MO,Orlando,U,0.0,1-894-068-7775,Simon Property Group,19.0,812.0,Canada,2747738.0,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,Yqqldbrjvcqq,210200.0,2.0,R,6.0
Hds7666,OK,Albuquerque,M,3.0,,World Fuel Services,63.0,688.0,United States of America,938329.0,Jtiwqtllu,BSICQKYPBDT,195318.0,3.0,R,3.0
ksz7667,LA,Nashville,M,5.0,1-942-682-4165,Andersons,27.0,808.0,United States of America,976093.0,,enurwe,486627.0,5.0,O,9.0
Wzm7668,Saskatchewan,Akron,,,,L-3 Communications,12.0,492.0,United States of America,2031908.0,Vwhjqdpbsxgifvj,Qslfupidrch,142918.0,4.0,O,1.0
Xna7669,KY,Lubbock,D,4.0,1-316-836-0322,CACI International,26.0,734.0,United States of America,660066.0,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,VEKXFJRNX,243364.0,3.0,O,6.0
ugr7670,NH,St. Paul,M,1.0,1-746-466-6593,M&T Bank Corp.,2.0,579.0,United States of America,2777991.0,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,Dbkoxqpx,208343.0,5.0,O,7.0
Qao7671,NM,Columbus,M,0.0,1-306-508-0916,Family Dollar Stores,34.0,410.0,United States of America,3148815.0,Oivxztihdxtiymll,HPYTPNH,26787.0,4.0,U,10.0
MXH7672,NE,Abilene,D,0.0,1-049-405-9872,Medco Health Solutions,86.0,743.0,United States of America,3714775.0,GRBTZCPWVAXIEDLFBP,rxcbiltuvzyh,190609.0,4.0,O,7.0
KQU7673,New Brunswick,Biloxi,M,1.0,1-539-901-1797,Crosstex Energy,47.0,431.0,United States of America,2203195.0,yrwbeeazafrlhgevuujdmoayhrrtit,jfrawlwjssge,,,O,9.0
bxn7674,MD,Cincinnati,M,0.0,1-976-507-8347,Reynolds American,73.0,805.0,United States of America,3708645.0,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,PGIUBMUAR,,0.0,O,4.0
Opu7675,WV,Tulsa,U,1.0,1-902-376-9596,PolyOne,83.0,688.0,United States of America,2954852.0,KRQPTUJPRRCYHLEFKBCWUOAXGKRYBUTSHGOFAQEMQCWGXIWW,rgqwzxsvza,453308.0,0.0,O,9.0
Ceo7676,MA,Oakland,D,1.0,1-532-161-3458,"Toys ""R"" Us",99.0,483.0,United States of America,2421534.0,Gctrmgbnlmfrattklbjkwupgkxtscugwoybzjiqavnuiogkphnmoncsdbgcympwkqtukzmqxhyjtp,qnxfnq,251108.0,,O,1.0
DZH7677,MT,McAllen,U,0.0,1-943-745-8094,Sonoco Products,49.0,844.0,United States of America,941243.0,Nsmcvnmewdvkoyxccrpbtnbmgcreuikqnhcdpnzksidrxizgqe,lfjtpka,128853.0,0.0,O,7.0
Ocd7678,NM,Laredo,M,3.0,1-162-078-3859,Newfield Exploration,96.0,436.0,Canada,3133101.0,Cdfhriutpkdafvnqaknxfagsycyedqxsyrtsazbklpawywxjscoudkhdxwwzojcskidtubekfgfh,pyeiwbftpsck,486933.0,3.0,O,5.0
Uyj7679,TN,Fort Collins,D,5.0,1-881-265-1012,IAC/InterActiveCorp,12.0,336.0,Canada,2070834.0,Legbseyxfoglxjxwhgjzrgtwehtybppbbturfyjtw,Enncjsox,306545.0,2.0,U,3.0
mhz7680,PA,Sudbury,S,1.0,1-781-682-4447,MGIC Investment,75.0,688.0,United States of America,2617194.0,frxttcqtwmvcozbcgkzuhtqlxixybzxntwbuywlcvboycczpyxcp,Lnprrdeegs,7682.0,1.0,O,1.0
Sft7681,NC,Simi Valley,U,3.0,1-716-288-6722,American International Group,29.0,581.0,Canada,2752340.0,hkoyjtywhpdhr,PXRXKFTOX,280763.0,0.0,O,9.0
gza7682,CO,Berkeley,,1.0,1-407-712-3659,Health Net,4.0,670.0,United States of America,2611991.0,Mcukytevbntbtojyvvwfhtehrjkmqxqkainho,Osanin,296945.0,2.0,R,6.0
Rem7683,TX,Santa Rosa,U,0.0,1-747-143-2305,Mueller Industries,100.0,671.0,United States of America,3965576.0,Upjgbbciatadkkxsnnqbhrckqcwhvmrnixiwvfosomwpzipmndogviptcaejebeyto,WWWMNN,176399.0,0.0,O,5.0
cko7684,IN,Mesquite,U,3.0,1-522-074-1862,American National Insurance,45.0,352.0,Canada,3550405.0,Jfwccnzmfbvapnjdqjthwagblnpiorcwdgqdewyr,tsqtfhsh,97252.0,4.0,U,10.0
RLN7685,VA,Regina,S,3.0,1-867-195-7669,Morgan Stanley,63.0,317.0,United States of America,1566093.0,rjxzamoqpqhaaaxieysyexzcjsydrkljzlwqrahuyziejjjlrowthbvdeiyznzoauevkfgcwwdf,zwyuac,320588.0,2.0,O,10.0
Qjl7686,WV,Worcester,,4.0,1-272-128-3403,Halliburton,35.0,809.0,United States of America,1944507.0,Vcuqoxpqiagdsjlrlqdhdbwfvdyyehvbhxotjyaehcjzdxigaiwokkreeir,Gzgsvt,18284.0,2.0,R,6.0
YNL7687,VT,Iqaluit,S,0.0,1-174-194-8365,MGIC Investment,61.0,704.0,Canada,3250645.0,Lzqpctubshjhbonplyvbkpvwaiklmxnoxbvdthmysxujjhrsjhtpiqcgvewteibauxmteqkccfjetjcr,Shirfkrfppb,,2.0,,5.0
qpi7688,AZ,Little Rock,S,1.0,1-067-296-1708,United Services Automobile,43.0,411.0,United States of America,2806218.0,dbbiipgceoxrelirr,hwxcimvf,80228.0,,O,2.0
Xxi7689,NY,Santa Clarita,U,,1-688-092-7664,Spartan Stores,98.0,431.0,Canada,2826399.0,lwkuslewwpqlmqtkxlfnaaloqcougorfnnscaqzzobrargrnzztbcocqahhkqqf,xqkaxa,39672.0,3.0,O,4.0
axi7690,NE,Chicago,M,3.0,1-784-445-0301,Moog,84.0,362.0,United States of America,91147.0,Whwhamkhcfwxwwdzlfcnrqajwcfczohlpahjoykdulkwozthxvs,cjeriaaeunmp,225036.0,3.0,O,4.0
Wqd7691,SC,Irving,M,2.0,1-773-485-4247,Century Aluminum,,532.0,Canada,1036928.0,Ydjnahnxjekwwvlbedwtqekyuhomxxrwyjdcurodxdrpbqyicvnycoz,Mhhqranm,224427.0,3.0,R,4.0
jur7692,New Brunswick,Ontario,U,5.0,1-528-873-2585,Hayes Lemmerz,18.0,442.0,United States of America,2406965.0,Aphldmruwmbvrajtjkcnjadcaadjovfmwhcu,Ztrxdxr,123153.0,4.0,O,3.0
NBX7693,KY,Stamford,S,2.0,1-952-933-5053,EOG Resources,14.0,677.0,United States of America,3588199.0,qroliyuwlwkuquhoobibbvfubyjkpbqxuszyintthawnjjmrll,BVMLYNHCFOY,,1.0,O,10.0
Naf7694,British Columbia,Victoria,M,4.0,1-882-237-0765,Dresser-Rand Group,22.0,565.0,United States of America,,Gygrsb,RBVXNHWO,353487.0,2.0,O,8.0
bzc7695,WA,Brownsville,M,3.0,1-762-453-2464,Sealed Air,7.0,365.0,United States of America,2896930.0,Yiaduiiz,Wfmsguhdyyo,145794.0,1.0,R,5.0
Pmo7696,AK,Bellevue,W,3.0,1-129-593-2017,Blockbuster,97.0,406.0,United States of America,312676.0,Fudfpqtgptlrxzduhykgxruxmidsscscoxfjnhnmdatvmkeldfqaqyarmbiicwnkzenypfzwsurnn,Mcxklhj,142515.0,5.0,O,5.0
goh7697,MN,Baltimore,U,0.0,1-779-145-2680,Owens Corning,49.0,774.0,United States of America,16279.0,AKNKOVOODFQXYTMPKDDTGBXOVJMTLKQQLIZPTOKLZUVJGUZVADSDVAOIHDTP,Lypuhgeezbgp,414775.0,5.0,,3.0
Jfb7698,RI,Cedar Rapids,S,2.0,1-770-255-3860,Robert Half International,25.0,718.0,United States of America,1536113.0,NXFOMKMOB,TRKCEX,125271.0,5.0,R,7.0
Hao7699,British Columbia,Huntington Beach,M,4.0,1-336-236-0201,Wesco International,99.0,588.0,United States of America,184474.0,Qadpqpabca,Kihzeilpneap,,,R,2.0
Dwo7700,SD,Cedar Rapids,M,1.0,1-185-085-5742,Dana Holding,44.0,764.0,Canada,2971869.0,IVLIDMMKUPBUAMMTZKKODCMSJIQFPAGHZSCIITYLLMSFTLFFGFLMGYPUMES,pylzfutqftt,93761.0,5.0,O,5.0
RJA7701,AL,Los Angeles,U,2.0,1-957-033-0510,NBTY,96.0,,United States of America,2256728.0,Usvdhflkxslnbtzzisdzvrtxahojfubansszmyjicqoxxv,Bsclhehzobfm,397902.0,1.0,O,2.0
Lph7702,British Columbia,Milwaukee,M,4.0,1-485-740-9640,Eastman Chemical,88.0,657.0,United States of America,2127026.0,Slztmsoqjhhpzvtlgmxdagfuspobctdtmqidtayndzcwufilvguwnazchjpowkypgjwlgoweuez,Ieyjqvfhges,123538.0,3.0,O,8.0
Rfk7703,Ontario,Detroit,M,3.0,1-459-114-0867,Allergan,33.0,769.0,United States of America,3476485.0,,Zuttopn,118013.0,2.0,U,
RFU7704,MD,Nashua,M,2.0,1-671-499-0522,Global Partners,8.0,776.0,United States of America,908035.0,Jeppnwgsxehnwtfwftgi,EHXJIUER,45737.0,5.0,O,7.0
TQH7705,IA,Minneapolis,U,2.0,1-817-903-4786,Fluor,55.0,343.0,United States of America,,fqsptuwgigbkjzqlzpcavlfufvyayzyjxpkejyntcxx,ipazhhewr,456999.0,0.0,O,4.0
Bbc7706,PA,Columbia,W,3.0,1-099-914-5598,FedEx,43.0,568.0,United States of America,3054149.0,proypfxamoqniedghhqcbhnoljrpkdejieltf,vvwizqanbs,326910.0,4.0,U,5.0
Yoj7707,MA,Garden Grove,S,2.0,1-102-019-9878,Polaris Industries,75.0,830.0,United States of America,,Npryiyyucfjewtwffepmnkekuhubxqojvkpcglhfauktnjnttzprxagtflktxlasidrhsqjhwvlzaybx,Lzxpul,166536.0,0.0,O,5.0
lvh7708,ID,Norfolk,,3.0,1-873-941-1147,Torchmark,66.0,812.0,Canada,248269.0,wdwypgswmghpomebfxyzdsvrrmzejobbmlnocvzpjtjngis,Dwvezt,337347.0,4.0,R,6.0
Zpr7709,Newfoundland,Salem,U,2.0,1-710-953-4977,Alliance Data Systems,58.0,489.0,Canada,1203267.0,Qbjvbdhukolhkvblzlpqvhoidbsxhjjidxewmpmeyviumfaknanhkawkqkicst,WQSZWQBE,41345.0,4.0,U,6.0
LMG7710,UT,Saskatoon,U,5.0,1-789-825-2857,American International Group,29.0,845.0,United States of America,3704743.0,Abgxbgumkxdgtfxdnipqahoppnvqtycloripcjpwav,DWMXIPKTCN,370209.0,1.0,U,9.0
WMF7711,OR,Boise,U,0.0,1-179-937-7265,Mohawk Industries,28.0,735.0,United States of America,3673540.0,johelumobsdscjxtegwoqf,hrhbmmtj,343016.0,4.0,R,0.0
Qov7712,ID,Irvine,D,4.0,1-596-337-6757,Vulcan Materials,93.0,615.0,United States of America,982779.0,RVREJBODDAQMNNKSVFCRGEEGYRFCHGQKZIJAMSVQCZSQXIKMEHHFOVJHJQFGKIOHOUNFHENWBEATHG,EXIDAUKO,186990.0,3.0,U,4.0
Vkp7713,AL,Washington,W,,1-512-224-7078,OfficeMax,17.0,,United States of America,2778471.0,fviktddqlpzaihbnirmlzugjucssebcgjqwk,Wqhgxcfrvqe,46562.0,4.0,U,6.0
SST7714,MN,St. Petersburg,U,5.0,1-552-735-4638,Michael Foods,98.0,769.0,United States of America,2585134.0,MHHPNLYPKALRGEU,Lwuvkzp,98412.0,5.0,U,
Fuk7715,UT,Torrance,S,5.0,1-127-805-3262,Vulcan Materials,38.0,406.0,United States of America,3591627.0,Szdfmvhiydvlwhpmpetcnqcwscvrnbaih,htndjyvd,436056.0,4.0,O,10.0
Brz7716,ME,Warren,U,3.0,1-985-423-7255,,44.0,586.0,United States of America,1819561.0,BTXEJWXBNTKNXZHXO,Iadjghd,36008.0,1.0,O,0.0
Faw7717,IA,Oakland,M,1.0,,Unum Group,27.0,630.0,United States of America,2857056.0,VJIXJQFCUTCUXUYATRICWNQEXFDOKVULJGBBLWBGAYQVJQEAREHYVLEKWJRBNN,,417402.0,0.0,O,10.0
Jtn7718,VT,Hull,U,1.0,1-019-900-0927,Domtar,94.0,533.0,United States of America,1393892.0,Lyljat,kvcqpv,273535.0,1.0,O,7.0
too7719,MA,Boston,M,4.0,1-055-674-3126,Sentry Insurance Group,,328.0,United States of America,759096.0,Qabwlgqrbidnenyyuvbgrhhvvrgw,MFRHTZKJ,445562.0,2.0,O,
Kcd7720,Prince Edward Island,Modesto,M,4.0,1-539-727-9817,Constellation Energy,60.0,753.0,Canada,2288668.0,lqixcaatrhjqjovgxa,BRXSSYJHS,226333.0,2.0,O,9.0
Yhh7721,Manitoba,Grand Prairie,U,3.0,1-125-903-5459,CSX,48.0,512.0,United States of America,3580824.0,Ekuhwjayuxqperlxnlmrymdmwtxaflbhscqyncomfhwbxhbgjolmyxmxwmnplizhomhjceuxbntzlxvn,ijsdxorwqin,,3.0,O,10.0
Adu7722,TX,Phoenix,D,5.0,1-591-506-8069,W.W. Grainger,36.0,432.0,Canada,1681450.0,BTVDHAKTATGCRSNLNJIMRNEKOCW,Fuxiyfjtqevk,,3.0,R,8.0
Kwx7723,RI,Lincoln,,5.0,1-131-877-8296,Kimberly-Clark,67.0,323.0,United States of America,1592047.0,Rrzywqvopgjspxdxcvbavgnmfzwgrqwccgvekosmpedjjojxvpdennlhtb,Egxkelhxosoh,271054.0,3.0,O,2.0
uzl7724,MI,Shreveport,U,3.0,1-716-805-3703,Henry Schein,63.0,714.0,United States of America,3596545.0,anaeppkooczdbqjqbkncsjyigtdewzxxmwdxwigprimlifrikliqaffedqqvcdfwmnzkfzavdkxa,gmnioeblfn,64626.0,4.0,O,10.0
UXY7725,PA,Warren,S,5.0,1-506-286-3588,State Street Corp.,55.0,730.0,United States of America,3093246.0,Stltlktrzkoxogdnbkblwqfmeakmysqhlfzqcfhvuizenxftt,Mdqarqysh,463945.0,2.0,O,7.0
FRU7726,KY,Erie,M,0.0,1-427-982-9005,Quanta Services,4.0,346.0,United States of America,3867919.0,Rerwaixnthnmubexctjvtjfcyxbgybbnktinjlsedjzli,frzijg,159731.0,,O,5.0
Bjx7727,OH,Fargo,M,5.0,1-669-946-1808,Marshall & Ilsley Corp.,92.0,,United States of America,3245961.0,dwchwkksmytmabvhrtrjksknavvfiiipophpbzkcxcrkbvkylijdjyvteuurdprxb,Clktwlprka,190805.0,3.0,R,1.0
zkp7728,AR,Wichita,M,1.0,1-936-581-5888,Oceaneering International,93.0,818.0,United States of America,600366.0,bytlgbvuqbpxdyxtlsfiowxxcobig,Fnbcpkispthu,43888.0,1.0,O,7.0
Lbo7729,KY,Mount Pearl,S,0.0,1-740-256-2368,Raymond James Financial,87.0,623.0,United States of America,1738979.0,Xfuwlnffqpdtapbkklpohkpwqsumdeulnwpwxhdzwchksififvwsrkhnsclnewjhp,Gnczlyncstm,34137.0,0.0,R,4.0
TFP7730,IA,Mobile,S,4.0,1-559-799-0991,Valspar,44.0,742.0,United States of America,454564.0,QVCJYXTAFGUAOIOXDMBDBDERUGMAOIVLBVNVVWLXXETPF,Qrlsag,196885.0,1.0,R,5.0
XKQ7731,British Columbia,Phoenix,M,0.0,1-287-631-2055,Live Nation,95.0,378.0,United States of America,3912268.0,Ckzlfaxlugy,Bqzjycxovl,206705.0,1.0,O,9.0
DQY7732,Quebec,Fontana,D,3.0,1-100-505-6436,,61.0,323.0,United States of America,1966788.0,Mzcgtsgenbpkvrvcivatdmlzrerricchgsjwfrwigwqccodqcirzbamczbgx,DCJMXZP,337299.0,3.0,,8.0
Ydl7733,KS,Toledo,M,2.0,1-167-261-7959,Health Management Associates,23.0,684.0,United States of America,985098.0,Faarhmxaisozfaflppncgzgseppmdvpaxwxrmnowds,rnvhdukwyktc,280247.0,5.0,R,2.0
VGT7734,ID,Raleigh,U,4.0,1-653-504-0712,Wyndham Worldwide,16.0,390.0,United States of America,,Iqimsnxoqjlznmibgvgfawhyldnbyekclcogi,Pqvdcrnumij,286206.0,2.0,O,6.0
Wwi7735,Newfoundland,Lubbock,M,4.0,,Broadcom,58.0,707.0,United States of America,1053231.0,Hikomhxvajrtzayxgrsnkk,SOMMLUWO,153656.0,1.0,O,8.0
OJF7736,Saskatchewan,San Diego,M,1.0,1-388-567-1492,Aramark,58.0,368.0,United States of America,,jbhtombsbmqfattyurifuucsztlxwmevresb,Hjucmacpoyg,379503.0,1.0,U,2.0
Czs7737,AL,Charleston,M,1.0,1-801-318-0082,Aventine Renewable Energy,21.0,534.0,United States of America,3885299.0,Ujdehjjsexrvbhfomsccrawxahwifviqraxdqkwrxctnsbjpalxnofkxaaucb,jxhbe,19124.0,2.0,O,5.0
Zpa7738,MT,Garland,D,5.0,1-280-292-5628,Humana,66.0,379.0,United States of America,895008.0,oepshgdeoddc,Izrbiiz,44001.0,2.0,O,9.0
Icx7739,MT,Nashua,,3.0,1-075-286-5992,U.S. Bancorp,92.0,305.0,United States of America,101325.0,ZXPOVKZTHDSOD,jnvwcxmcygu,461564.0,3.0,O,5.0
jmm7740,GA,Fort Worth,M,3.0,1-426-228-4128,Analog Devices,38.0,417.0,United States of America,1279719.0,,AJLYHOTFBHX,313750.0,5.0,O,1.0
saz7741,MT,Sterling Heights,D,2.0,1-393-250-1404,Superior Energy Services,,536.0,Canada,3779634.0,Ddwtyl,Hptdnxadnxc,78185.0,4.0,R,9.0
Ybr7742,CO,Oklahoma City,W,2.0,1-130-076-0722,Freddie Mac,66.0,773.0,United States of America,742822.0,qibrtlnduzqutxr,Iaahnutner,419102.0,4.0,O,10.0
ncz7743,Saskatchewan,Baton Rouge,S,5.0,1-984-871-9500,Autodesk,55.0,808.0,United States of America,2761827.0,,cxiytr,91366.0,0.0,O,10.0
