prospect_gncd,prospect_nmbrcrs,prospect_wnrrntflg,prospect_g,prospect_mrtlstts,prospect_cntr,prospect_frstnm,prospect_ddrssln2,prospect_ct,prospect_phn,prospect_stt,prospect_mddlntl,prospect_nmbrcrdtcrds,prospect_crdtrtng,prospect_pstlcd,prospect_ncm,prospect_nmbrchldrn,prospect_mplr,prospect_ntwrth
Ymu7605,1.0,O,76.0,S,Canada,jvhwyzbcwdrrqmlbvpjwbohhemm,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,Charlotte,1-347-704-7823,ID,e,7.0,692.0,Ajlcdadx,,4.0,Frontier Oil,2301347.0
Pxj7606,0.0,O,60.0,W,,nhhjbqktsr,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,Oakland,1-228-976-2888,IA,R,8.0,673.0,Daivf,464086.0,3.0,Automatic Data Processing,1736571.0
Rsd7607,3.0,O,73.0,U,Canada,Lmhtjwddyqbzlxgv,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,Fort Wayne,,TN,M,7.0,331.0,xrquzcptycg,207651.0,,,2399483.0
Qqh7608,4.0,O,37.0,U,United States of America,BXFLGQTJSJDQAUCXXJXWHTQU,BPPKDY,Chula Vista,1-760-429-1328,Nova Scotia,,2.0,744.0,shigmwk,260418.0,,Comerica,2982744.0
udq7609,5.0,U,50.0,M,United States of America,Tlaihggmhfiuezhjgps,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,Peoria,1-253-879-8833,Ontario,Q,6.0,446.0,enehob,,1.0,Baldor Electric,1611011.0
Ghl7610,0.0,O,0.0,M,Canada,DSRXJZKFJTIVXLBAX,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,Lexington,1-401-256-3483,MD,M,0.0,,RNLAKRXSPA,316963.0,4.0,Commercial Metals,2999167.0
mtk7611,5.0,O,,W,Canada,Annsrbdzywmpqvigpn,Xuqmcmxaigbk,Salem,1-175-910-8245,AR,,,,Hlezt,84046.0,,,
QIY7612,0.0,O,,M,United States of America,Mrawpcvb,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,San Jose,1-565-191-3419,Saskatchewan,,9.0,723.0,Iyqmkpcjx,368990.0,3.0,Molina Healthcare,3307491.0
Ohz7613,2.0,O,81.0,S,Canada,yociu,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,Kansas City,1-921-688-5401,OH,,2.0,348.0,klgnkcaedht,124382.0,0.0,Plains All American Pipeline,2057260.0
djg7614,2.0,O,52.0,M,United States of America,DQNVNWPYSMLDGXJVBUHUKDLRSLN,EECYCMJAJGNQBRSKW,Windsor,1-925-155-0170,VA,,,666.0,Jsombikj,9263.0,0.0,Agilent Technologies,53179.0
Iad7615,2.0,U,68.0,M,United States of America,wfnjfn,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,Chicago,1-185-691-2951,ID,,3.0,,Xtckbvng,334181.0,4.0,AutoZone,690086.0
EMG7616,0.0,R,,M,United States of America,WWWEN,hgandkyzsnb,Evansville,1-067-518-3854,WI,H,8.0,844.0,YPUWSVRD,314001.0,1.0,,2025465.0
Hjn7617,1.0,O,36.0,M,Canada,Krjcfgq,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,Honolulu,1-188-554-1671,MS,,8.0,766.0,Ifxvsnt,168309.0,4.0,Universal Health Services,695307.0
CYP7618,2.0,O,31.0,M,United States of America,Fxmpengjsaf,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,Cleveland,1-168-215-2223,OK,D,10.0,521.0,EAOJPQVWBNZ,322765.0,4.0,Time Warner,3238398.0
KPN7619,1.0,O,55.0,W,United States of America,Eobtk,QTWXYHMLBYQ,Livonia,1-228-022-3056,GA,h,7.0,306.0,fhirgl,311253.0,5.0,Sealed Air,1213578.0
Vbi7620,5.0,R,66.0,W,United States of America,Abahrdfcbtscoblhaovnjkbx,SDEAIMDWRSKXTFCPHWF,Little Rock,1-926-766-1124,TN,x,9.0,411.0,Lahfziy,140296.0,5.0,Sprint Nextel,103708.0
ehb7621,1.0,O,22.0,M,United States of America,bhephgijqbu,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,Halifax,1-538-797-1948,SC,,3.0,,tofdjef,439984.0,5.0,,1086081.0
TMQ7622,5.0,O,51.0,U,United States of America,KECNVVPGTOXHIGOUAWLHU,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,Peoria,1-627-234-0841,AR,C,8.0,702.0,rckzx,454011.0,0.0,Quiksilver,1349626.0
Lsb7623,1.0,R,26.0,S,United States of America,xppmtvztaifqynlbmofxonnus,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,San Jose,1-876-492-0782,MT,y,1.0,842.0,MMLJKBGXD,191541.0,5.0,Valspar,1083092.0
Dpz7624,2.0,R,100.0,U,United States of America,kzntoukktuqqfuyeo,Lhwkvadxwcjobcggyuighvqlcm,Charlotte,1-436-946-7319,WY,u,0.0,528.0,banusio,,1.0,Timken,1662799.0
Zuj7625,3.0,R,13.0,W,United States of America,TDRLAQZARCGRAMDDMCWP,,Hilo,1-281-780-2897,WY,,5.0,300.0,Safkd,,3.0,,3548540.0
Jqk7626,2.0,O,11.0,S,United States of America,shbaeyxyrjfietruntrdeyqkc,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,Yonkers,1-421-286-4139,WV,,7.0,752.0,DHTLWJDXLRW,269215.0,1.0,Occidental Petroleum,881414.0
ijb7627,0.0,O,62.0,M,Canada,Zururxrihusergiba,Alukohji,Modesto,1-908-354-2709,CA,,0.0,303.0,RORIUHK,193126.0,4.0,,1712200.0
NMO7628,3.0,O,13.0,M,United States of America,QZLCPVRKZMTENMREVZT,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,Louisville,1-466-560-2530,Alberta,U,10.0,418.0,bxgwhohh,462618.0,5.0,Massey Energy,847446.0
Tef7629,3.0,O,23.0,W,United States of America,dvbflygvxrizbclmqwoajkvnzoufc,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,Eugene,1-578-686-8082,New Brunswick,,4.0,667.0,SRARKMXOD,212026.0,3.0,Weyerhaeuser,344294.0
Sdj7630,1.0,U,51.0,D,United States of America,mtnubdnrdoivcuqmapqhtvzkixw,Kxxipkohacffav,Buffalo,1-166-077-1436,British Columbia,Z,7.0,441.0,hwugfvlttol,371024.0,4.0,National Fuel Gas,1534879.0
Pbr7631,3.0,O,2.0,U,United States of America,Nzljqsbgutsixlosfedpmlzl,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,Santa Fe,1-535-320-1881,DE,,0.0,471.0,zgsllav,235810.0,2.0,Pep Boys,3897101.0
Ice7632,2.0,O,,W,United States of America,Ealrdsynhtadihmsl,onxyyslcmbyxpfjuykowqpwqi,Springfield,1-633-495-6478,CT,,9.0,701.0,Mszwfhpj,347270.0,,Neiman Marcus,3064442.0
ZWG7633,5.0,R,82.0,D,United States of America,xfjdwfentojva,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,Anchorage,1-398-680-0278,Quebec,,1.0,323.0,Yqfxb,399212.0,2.0,BlackRock,2016524.0
Evw7634,4.0,O,94.0,M,United States of America,Zvowaelneuhpxzphpvtgvfz,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,Winnipeg,1-185-976-7770,NJ,,10.0,846.0,ypmuep,439561.0,5.0,McGraw-Hill,37745.0
Lhl7635,3.0,O,16.0,M,United States of America,fmdcjzjekrwrirumyvfuqnnkxzr,Krdmgygwnziumjdtybwyw,Waco,1-490-238-8219,MN,c,8.0,850.0,Xthtecuu,29980.0,4.0,Family Dollar Stores,503752.0
LYB7636,2.0,U,43.0,M,United States of America,Ohetzpmilrphnhnasiisaypdl,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,Stockton,1-891-741-2112,NE,N,,,Xjzpdio,28693.0,5.0,Teleflex,2115180.0
Ijb7637,1.0,O,76.0,M,Canada,VAUWGMVOILXNGKB,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,Boston,1-849-918-0984,VA,x,3.0,564.0,Rgthehdvvlh,106794.0,2.0,,839222.0
Zhf7638,3.0,O,0.0,S,United States of America,Tnwgmuvaaqmxskkyqnvrmnmul,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,Memphis,1-426-168-3142,PA,,4.0,558.0,ysexit,340598.0,5.0,Imation,1851334.0
PYU7639,1.0,O,33.0,U,United States of America,mtovrkjvtfkennjujgpegknnck,Bfntmkesgyjkjrgttbtdncoumqhmnxy,Sydney,1-757-910-8931,WV,r,0.0,417.0,Wscgcsbwlzj,490597.0,,PPL,1348251.0
Iku7640,2.0,O,62.0,U,Canada,Lwxdv,,Shreveport,1-468-325-0119,WY,F,6.0,487.0,AUQJTIMK,499685.0,2.0,Smithfield Foods,2722392.0
HBZ7641,2.0,O,8.0,M,United States of America,Ftvuzjdzocqmcoxvrbqcna,Bnbfbxvqxtngv,Modesto,1-383-310-7894,MN,,9.0,639.0,Weqnwrwrbcgx,62285.0,0.0,Macy's,1785161.0
Pco7642,5.0,O,4.0,U,United States of America,Hnbgeuii,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,Hull,1-353-727-2029,VT,,3.0,625.0,facqrtjqjmd,320885.0,5.0,Torchmark,2823578.0
Ybv7643,5.0,O,39.0,D,United States of America,Fykbowmpxpbb,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,Yonkers,1-028-849-5461,WV,,1.0,,OCNCREZ,184669.0,3.0,Herman Miller,2123972.0
Rim7644,0.0,R,90.0,S,United States of America,Ruagwhiorgizpmbphjerywjrr,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,Atlanta,1-480-785-4021,IN,F,3.0,,JXOGSVJ,126989.0,0.0,Kindred Healthcare,112782.0
gnf7645,1.0,,7.0,M,Canada,teldp,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,Hayward,1-443-132-4138,MS,,3.0,460.0,Iqtso,48144.0,4.0,Arch Coal,248311.0
Wxp7646,5.0,O,95.0,,United States of America,Tmhxnpfgyifx,Mbxglsrssswfglfkjrjmedkyvtchipxrc,Savannah,1-143-020-1234,CO,C,8.0,793.0,Uxgvbwop,377787.0,4.0,Whirlpool,3719851.0
Dxh7647,5.0,O,59.0,U,Canada,Fpchjcvsrkakkqqsojokdrg,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,Fullerton,1-475-304-3486,PA,N,8.0,821.0,Ovsiu,323782.0,5.0,Arrow Electronics,1920385.0
Aqo7648,3.0,O,13.0,S,United States of America,Heiehcgec,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,Overland Park,1-677-882-6792,DE,,6.0,,Frqdqbs,31880.0,2.0,Rock-Tenn,576903.0
fen7649,5.0,O,58.0,D,United States of America,sgapkfrztiyyayezulvi,Eymghd,Alexandria,1-151-067-7411,Prince Edward Island,s,8.0,643.0,waiitdv,390190.0,3.0,R.H. Donnelley,1855037.0
CMQ7650,4.0,O,67.0,U,Canada,Nohjtayoycptngwoitqzhmuf,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,Fort Collins,1-645-553-4591,TN,,2.0,817.0,Vlmzifrfolfs,413821.0,1.0,Pall,2954046.0
Yhb7651,1.0,O,68.0,,United States of America,QIGFYQTIPFYCR,Vqdxskijczxliokh,Santa Fe,1-670-793-5351,CA,,10.0,702.0,DKXNSUJQRKGM,301451.0,2.0,Burlington Coat Factory,952096.0
mbw7652,1.0,O,17.0,D,United States of America,evwjgjrsttnkbmhmmrswodkvwdqo,Fclwsu,Simi Valley,1-049-843-6473,TN,L,2.0,409.0,Vzvadviukgid,5888.0,0.0,Forest Laboratories,3382998.0
xas7653,2.0,O,44.0,,United States of America,SMOQFUQUOWABMRDKJPFC,HEAVOVI,Mesa,1-739-185-6579,FL,Y,6.0,617.0,Jjtgz,254404.0,2.0,Moody's,3772196.0
MKM7654,3.0,O,16.0,M,United States of America,Jzwgkirmjeznhbniytvkxnhhar,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,Simi Valley,1-215-295-5893,TN,,5.0,,TMWLE,290984.0,0.0,Fidelity National Financial,3180080.0
Jgi7655,5.0,O,27.0,M,United States of America,IMPCDEPQTVPBRBNJNLWAPSYUW,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,Charlotte,,OR,,,756.0,Lfmjqz,441847.0,5.0,Amphenol,3971412.0
Mwv7656,2.0,R,59.0,D,United States of America,Ewwyolurheysjpusipgrmydspux,Qyixsrnjoebdnlfllhogyogxucqdulld,St. Petersburg,1-515-341-8405,ME,,5.0,484.0,bserucmdlez,373240.0,4.0,Int. Business Machines,1488210.0
YOY7657,1.0,O,8.0,S,United States of America,Indhpnqswpoplupdlejxhjm,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,Washington,1-249-978-7278,SC,,9.0,589.0,Nobgu,461444.0,4.0,Int. Flavors & Fragrances,2621373.0
Gja7658,1.0,O,98.0,S,United States of America,Dahur,Ukwllcghntgqugnsgvuipavrllepqrfbbf,Tallahassee,1-471-716-6210,Ontario,,0.0,380.0,Mynrhpyte,255072.0,4.0,Gilead Sciences,1021949.0
rcx7659,1.0,R,35.0,S,United States of America,JLZXMAOFICNNT,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,Mesa,,GA,E,10.0,541.0,aqobdfbeu,255019.0,1.0,United Rentals,2444319.0
IPA7660,1.0,,57.0,M,Canada,Rvrfuknkgeyb,BPENSONZGIJMQPDRWDCT,Portland,1-982-617-1421,VA,V,7.0,474.0,jecwnfavowiu,330718.0,,Convergys,362567.0
rbj7661,2.0,O,69.0,,United States of America,Ruihhbkdjniajgrvwos,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,Las Vegas,1-068-568-6056,KY,b,4.0,685.0,Nmemytq,245130.0,1.0,Mueller Water Products,462234.0
ebw7662,4.0,R,33.0,M,United States of America,Gkirgeljoajnkshohjinbooco,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,Sudbury,,SC,U,10.0,363.0,Vqvleqweftl,19691.0,3.0,Shaw Group,3936622.0
SQY7663,1.0,O,33.0,M,United States of America,cgqpaxicnbhaaufmao,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,Sunnyvale,1-772-155-4468,NC,,9.0,605.0,ABCSQOCHEHK,13490.0,1.0,Energy Future Holdings,2116904.0
nqw7664,4.0,,1.0,W,United States of America,beidygiakhaztngnhqsrjhxs,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,Birmingham,1-551-833-6226,KS,i,6.0,394.0,NOQIRAGYH,90333.0,4.0,PHH,63883.0
Fyz7665,0.0,R,19.0,U,Canada,XXILDDNLYSINLOGZNXHQKGLMEAR,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,Orlando,1-894-068-7775,MO,,6.0,812.0,Yqqldbrjvcqq,210200.0,2.0,Simon Property Group,2747738.0
Hds7666,3.0,R,63.0,M,United States of America,MLHCHSATXNEQIRSMEHAM,Jtiwqtllu,Albuquerque,,OK,J,3.0,688.0,BSICQKYPBDT,195318.0,3.0,World Fuel Services,938329.0
ksz7667,5.0,O,27.0,M,United States of America,Qqgzzbefkm,,Nashville,1-942-682-4165,LA,s,9.0,808.0,enurwe,486627.0,5.0,Andersons,976093.0
Wzm7668,,O,12.0,,United States of America,qdjedjylsojhngornkkgmozdbb,Vwhjqdpbsxgifvj,Akron,,Saskatchewan,,1.0,492.0,Qslfupidrch,142918.0,4.0,L-3 Communications,2031908.0
Xna7669,4.0,O,26.0,D,United States of America,Vszkppbmlhgmjgeiss,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,Lubbock,1-316-836-0322,KY,N,6.0,734.0,VEKXFJRNX,243364.0,3.0,CACI International,660066.0
ugr7670,1.0,O,2.0,M,United States of America,Yizitnh,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,St. Paul,1-746-466-6593,NH,,7.0,579.0,Dbkoxqpx,208343.0,5.0,M&T Bank Corp.,2777991.0
Qao7671,0.0,U,34.0,M,United States of America,Jkrhfalisxualvrritesxm,Oivxztihdxtiymll,Columbus,1-306-508-0916,NM,a,10.0,410.0,HPYTPNH,26787.0,4.0,Family Dollar Stores,3148815.0
MXH7672,0.0,O,86.0,D,United States of America,Hfhsubkrpir,GRBTZCPWVAXIEDLFBP,Abilene,1-049-405-9872,NE,G,7.0,743.0,rxcbiltuvzyh,190609.0,4.0,Medco Health Solutions,3714775.0
KQU7673,1.0,O,47.0,M,United States of America,Htbblpuiuynkio,yrwbeeazafrlhgevuujdmoayhrrtit,Biloxi,1-539-901-1797,New Brunswick,J,9.0,431.0,jfrawlwjssge,,,Crosstex Energy,2203195.0
bxn7674,0.0,O,73.0,M,United States of America,odfxd,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,Cincinnati,1-976-507-8347,MD,,4.0,805.0,PGIUBMUAR,,0.0,Reynolds American,3708645.0
Opu7675,1.0,O,83.0,U,United States of America,Znewofyktnzry,KRQPTUJPRRCYHLEFKBCWUOAXGKRYBUTSHGOFAQEMQCWGXIWW,Tulsa,1-902-376-9596,WV,,9.0,688.0,rgqwzxsvza,453308.0,0.0,PolyOne,2954852.0
Ceo7676,1.0,O,99.0,D,United States of America,obgrwipkwotv,Gctrmgbnlmfrattklbjkwupgkxtscugwoybzjiqavnuiogkphnmoncsdbgcympwkqtukzmqxhyjtp,Oakland,1-532-161-3458,MA,,1.0,483.0,qnxfnq,251108.0,,"Toys ""R"" Us",2421534.0
DZH7677,0.0,O,49.0,U,United States of America,llbtndfaert,Nsmcvnmewdvkoyxccrpbtnbmgcreuikqnhcdpnzksidrxizgqe,McAllen,1-943-745-8094,MT,,7.0,844.0,lfjtpka,128853.0,0.0,Sonoco Products,941243.0
Ocd7678,3.0,O,96.0,M,Canada,Vowvlsbsbfokxbljqxz,Cdfhriutpkdafvnqaknxfagsycyedqxsyrtsazbklpawywxjscoudkhdxwwzojcskidtubekfgfh,Laredo,1-162-078-3859,NM,,5.0,436.0,pyeiwbftpsck,486933.0,3.0,Newfield Exploration,3133101.0
Uyj7679,5.0,U,12.0,D,Canada,qafdyn,Legbseyxfoglxjxwhgjzrgtwehtybppbbturfyjtw,Fort Collins,1-881-265-1012,TN,,3.0,336.0,Enncjsox,306545.0,2.0,IAC/InterActiveCorp,2070834.0
mhz7680,1.0,O,75.0,S,United States of America,aqococfdutcrxipsdiizyfbigy,frxttcqtwmvcozbcgkzuhtqlxixybzxntwbuywlcvboycczpyxcp,Sudbury,1-781-682-4447,PA,P,1.0,688.0,Lnprrdeegs,7682.0,1.0,MGIC Investment,2617194.0
Sft7681,3.0,O,29.0,U,Canada,Radeyutyf,hkoyjtywhpdhr,Simi Valley,1-716-288-6722,NC,,9.0,581.0,PXRXKFTOX,280763.0,0.0,American International Group,2752340.0
gza7682,1.0,R,4.0,,United States of America,ockmjwrdbkxoaemodyftxmjcl,Mcukytevbntbtojyvvwfhtehrjkmqxqkainho,Berkeley,1-407-712-3659,CO,,6.0,670.0,Osanin,296945.0,2.0,Health Net,2611991.0
Rem7683,0.0,O,100.0,U,United States of America,MPCHPTTYJUWERHWMHALH,Upjgbbciatadkkxsnnqbhrckqcwhvmrnixiwvfosomwpzipmndogviptcaejebeyto,Santa Rosa,1-747-143-2305,TX,,5.0,671.0,WWWMNN,176399.0,0.0,Mueller Industries,3965576.0
cko7684,3.0,U,45.0,U,Canada,Duhgkwcceehrrqvnnirv,Jfwccnzmfbvapnjdqjthwagblnpiorcwdgqdewyr,Mesquite,1-522-074-1862,IN,b,10.0,352.0,tsqtfhsh,97252.0,4.0,American National Insurance,3550405.0
RLN7685,3.0,O,63.0,S,United States of America,Rpmqztmrghojzbyqnivxceyuiha,rjxzamoqpqhaaaxieysyexzcjsydrkljzlwqrahuyziejjjlrowthbvdeiyznzoauevkfgcwwdf,Regina,1-867-195-7669,VA,,10.0,317.0,zwyuac,320588.0,2.0,Morgan Stanley,1566093.0
Qjl7686,4.0,R,35.0,,United States of America,YTNSVR,Vcuqoxpqiagdsjlrlqdhdbwfvdyyehvbhxotjyaehcjzdxigaiwokkreeir,Worcester,1-272-128-3403,WV,R,6.0,809.0,Gzgsvt,18284.0,2.0,Halliburton,1944507.0
YNL7687,0.0,,61.0,S,Canada,xgayrgnjhvearxja,Lzqpctubshjhbonplyvbkpvwaiklmxnoxbvdthmysxujjhrsjhtpiqcgvewteibauxmteqkccfjetjcr,Iqaluit,1-174-194-8365,VT,w,5.0,704.0,Shirfkrfppb,,2.0,MGIC Investment,3250645.0
qpi7688,1.0,O,43.0,S,United States of America,AJSVULACHMZKBAEN,dbbiipgceoxrelirr,Little Rock,1-067-296-1708,AZ,E,2.0,411.0,hwxcimvf,80228.0,,United Services Automobile,2806218.0
Xxi7689,,O,98.0,U,Canada,fubtbkexiuaacw,lwkuslewwpqlmqtkxlfnaaloqcougorfnnscaqzzobrargrnzztbcocqahhkqqf,Santa Clarita,1-688-092-7664,NY,C,4.0,431.0,xqkaxa,39672.0,3.0,Spartan Stores,2826399.0
axi7690,3.0,O,84.0,M,United States of America,Lygmiirioggkj,Whwhamkhcfwxwwdzlfcnrqajwcfczohlpahjoykdulkwozthxvs,Chicago,1-784-445-0301,NE,,4.0,362.0,cjeriaaeunmp,225036.0,3.0,Moog,91147.0
Wqd7691,2.0,R,,M,Canada,Xtslyxwajneuihyndtpz,Ydjnahnxjekwwvlbedwtqekyuhomxxrwyjdcurodxdrpbqyicvnycoz,Irving,1-773-485-4247,SC,,4.0,532.0,Mhhqranm,224427.0,3.0,Century Aluminum,1036928.0
jur7692,5.0,O,18.0,U,United States of America,Fmeifzrxyvgil,Aphldmruwmbvrajtjkcnjadcaadjovfmwhcu,Ontario,1-528-873-2585,New Brunswick,g,3.0,442.0,Ztrxdxr,123153.0,4.0,Hayes Lemmerz,2406965.0
NBX7693,2.0,O,14.0,S,United States of America,Rugvrsjeadcummqftfmb,qroliyuwlwkuquhoobibbvfubyjkpbqxuszyintthawnjjmrll,Stamford,1-952-933-5053,KY,t,10.0,677.0,BVMLYNHCFOY,,1.0,EOG Resources,3588199.0
Naf7694,4.0,O,22.0,M,United States of America,RAVHHLPXNYMAOCOVOWXKHPS,Gygrsb,Victoria,1-882-237-0765,British Columbia,,8.0,565.0,RBVXNHWO,353487.0,2.0,Dresser-Rand Group,
bzc7695,3.0,R,7.0,M,United States of America,eaxqrdredlfrhooq,Yiaduiiz,Brownsville,1-762-453-2464,WA,,5.0,365.0,Wfmsguhdyyo,145794.0,1.0,Sealed Air,2896930.0
Pmo7696,3.0,O,97.0,W,United States of America,XLJLRWZ,Fudfpqtgptlrxzduhykgxruxmidsscscoxfjnhnmdatvmkeldfqaqyarmbiicwnkzenypfzwsurnn,Bellevue,1-129-593-2017,AK,,5.0,406.0,Mcxklhj,142515.0,5.0,Blockbuster,312676.0
goh7697,0.0,,49.0,U,United States of America,Wwqsseqcbmteqjub,AKNKOVOODFQXYTMPKDDTGBXOVJMTLKQQLIZPTOKLZUVJGUZVADSDVAOIHDTP,Baltimore,1-779-145-2680,MN,z,3.0,774.0,Lypuhgeezbgp,414775.0,5.0,Owens Corning,16279.0
Jfb7698,2.0,R,25.0,S,United States of America,Qdakvyntptkywsqpy,NXFOMKMOB,Cedar Rapids,1-770-255-3860,RI,I,7.0,718.0,TRKCEX,125271.0,5.0,Robert Half International,1536113.0
Hao7699,4.0,R,99.0,M,United States of America,Fhpdqgmswyxgqjhe,Qadpqpabca,Huntington Beach,1-336-236-0201,British Columbia,,2.0,588.0,Kihzeilpneap,,,Wesco International,184474.0
Dwo7700,1.0,O,44.0,M,Canada,Fyetnnttkqoewqijbggbvrkxdg,IVLIDMMKUPBUAMMTZKKODCMSJIQFPAGHZSCIITYLLMSFTLFFGFLMGYPUMES,Cedar Rapids,1-185-085-5742,SD,O,5.0,764.0,pylzfutqftt,93761.0,5.0,Dana Holding,2971869.0
RJA7701,2.0,O,96.0,U,United States of America,ktggcdbzntnxuxsiosyqegcesu,Usvdhflkxslnbtzzisdzvrtxahojfubansszmyjicqoxxv,Los Angeles,1-957-033-0510,AL,,2.0,,Bsclhehzobfm,397902.0,1.0,NBTY,2256728.0
Lph7702,4.0,O,88.0,M,United States of America,Yzurhpzqfcwgkwsgrkjzithjnksa,Slztmsoqjhhpzvtlgmxdagfuspobctdtmqidtayndzcwufilvguwnazchjpowkypgjwlgoweuez,Milwaukee,1-485-740-9640,British Columbia,,8.0,657.0,Ieyjqvfhges,123538.0,3.0,Eastman Chemical,2127026.0
Rfk7703,3.0,U,33.0,M,United States of America,Qijmex,,Detroit,1-459-114-0867,Ontario,,,769.0,Zuttopn,118013.0,2.0,Allergan,3476485.0
RFU7704,2.0,O,8.0,M,United States of America,WDJNJGKCNRPTUNIQNNBBNN,Jeppnwgsxehnwtfwftgi,Nashua,1-671-499-0522,MD,U,7.0,776.0,EHXJIUER,45737.0,5.0,Global Partners,908035.0
TQH7705,2.0,O,55.0,U,United States of America,Wjfwmudjwwybmmiubeqybeeniystl,fqsptuwgigbkjzqlzpcavlfufvyayzyjxpkejyntcxx,Minneapolis,1-817-903-4786,IA,,4.0,343.0,ipazhhewr,456999.0,0.0,Fluor,
Bbc7706,3.0,U,43.0,W,United States of America,PMWXCRMVYFVJX,proypfxamoqniedghhqcbhnoljrpkdejieltf,Columbia,1-099-914-5598,PA,,5.0,568.0,vvwizqanbs,326910.0,4.0,FedEx,3054149.0
Yoj7707,2.0,O,75.0,S,United States of America,luklinfqmglorhokwtwvhgqhmhxisf,Npryiyyucfjewtwffepmnkekuhubxqojvkpcglhfauktnjnttzprxagtflktxlasidrhsqjhwvlzaybx,Garden Grove,1-102-019-9878,MA,F,5.0,830.0,Lzxpul,166536.0,0.0,Polaris Industries,
lvh7708,3.0,R,66.0,,Canada,Mmxepsmk,wdwypgswmghpomebfxyzdsvrrmzejobbmlnocvzpjtjngis,Norfolk,1-873-941-1147,ID,,6.0,812.0,Dwvezt,337347.0,4.0,Torchmark,248269.0
Zpr7709,2.0,U,58.0,U,Canada,Ixsoib,Qbjvbdhukolhkvblzlpqvhoidbsxhjjidxewmpmeyviumfaknanhkawkqkicst,Salem,1-710-953-4977,Newfoundland,,6.0,489.0,WQSZWQBE,41345.0,4.0,Alliance Data Systems,1203267.0
