gncd,pstlcd,mddlntl,gndr,wnrrntflg,ncm,cntr,ddrssln2,ddrssln1,stt,mrtlstts,ct,phn,nmbrcrdtcrds,lstnm,g,crdtrtng,mplr,ntwrth
Apt162,22304,Q,,O,315962.0,United States of America,,719 holman court,TX,M,Yonkers,1-023-151-8130,6.0,Apter,97.0,525.0,Jarden,575288.0
sch163,06101,,f,R,299268.0,United States of America,,23553 MEMORIAL RUE,Saskatchewan,M,Spokane,1-005-574-3523,9.0,schuette,95.0,371.0,Systemax,1102479.0
Lan164,78756,,,O,301490.0,United States of America,,16759 park avenue,NH,U,Tulsa,1-550-487-1571,4.0,Lanava,92.0,699.0,Marriott International,2995388.0
Fus165,93003,,F,O,36052.0,United States of America,,12296 WILLIAMS LOWER,VA,M,Garden Grove,1-280-494-1415,8.0,Fusca,17.0,435.0,Expeditors International,1147193.0
Nev166,T5D 1P2,R,F,U,437483.0,United States of America,,9625 ALLEN BOULEVARD,IA,U,Fort Lauderdale,1-803-438-4141,2.0,Nevardauskis,81.0,512.0,Great Plains Energy,1136540.0
SHA167,10108,,f,O,152971.0,Canada,,10340 jarvis road,NC,M,Philadelphia,1-566-299-2351,6.0,SHACKLEFORD,13.0,552.0,Danaher,1677669.0
Sau168,t5c 1l3,P,,O,449495.0,Canada,,13143 goodwin lane,NH,M,Sydney,1-586-363-4189,8.0,Sauck,78.0,,,2160706.0
fri169,M5B 1Z8,,,O,349827.0,United States of America,,7160 BEATTY RUE,AL,M,Waterbury,1-505-124-9029,5.0,frischknecht,78.0,687.0,Watson Wyatt Worldwide,2525665.0
fer170,V6H 1W2,O,,R,9562.0,United States of America,,22679 chimney rock west,British Columbia,M,Tacoma,1-897-996-9812,0.0,fernandez,85.0,433.0,Yahoo,3517622.0
LAN171,90308,,M,,24514.0,United States of America,,6769 pasadena upper,MD,U,Charlottetown,1-922-919-5858,7.0,LANDERS,68.0,746.0,Convergys,
Bha172,M5e 1y2,,,R,407985.0,Canada,,20622 MCAFEE COURT,IA,M,Independence,1-326-572-2988,9.0,Bhasin,1.0,405.0,Celanese,97675.0
Jor173,80029,,M,O,,United States of America,,10526 LINWOOD LANE,ND,M,Escondido,1-076-972-4311,,Jordan,83.0,805.0,Dana Holding,
KNU174,30350,,F,O,257897.0,United States of America,,21088 vessey crescent,NY,M,Lansing,1-341-595-8408,5.0,KNUDSEN,78.0,819.0,XTO Energy,3569070.0
Ham175,97240,,F,O,261143.0,United States of America,,10884 ryan avenue,OR,M,Anaheim,,0.0,Hamelin,,648.0,Alliance Data Systems,1507616.0
MAU176,R3A 1M1,,,R,110615.0,United States of America,,1481 gale court,MO,U,Glendale,1-536-952-5040,10.0,MAUER,5.0,401.0,Franklin Resources,514151.0
Rez177,73172,,F,U,407799.0,United States of America,Apt. 426,18390 martins east,CT,U,Chula Vista,1-663-917-0422,8.0,Rezansoff,43.0,484.0,Fidelity National Financial,2903408.0
Koa178,V6s 1p9,,,O,195242.0,Canada,,23208 porter crescent,MO,U,Orlando,1-843-773-1791,1.0,Koa,53.0,463.0,FirstEnergy,1695814.0
HAN179,90140,B,m,O,315490.0,United States of America,,17026 durand north,MN,U,Cleveland,1-823-567-1252,5.0,HANNEMAN,13.0,335.0,Commercial Metals,868465.0
jak180,94639,I,,O,22201.0,United States of America,,16533 devonshire park,NC,U,Huntington,1-744-421-7512,10.0,jakim,7.0,,Genzyme,2810709.0
ump181,22307,C,,R,441579.0,United States of America,,8965 griffin east,TN,M,Fayetteville,1-621-744-1484,7.0,umphres,17.0,381.0,US Airways Group,3593363.0
Wic182,55116,G,,O,342730.0,Canada,,22451 larner court,NV,M,Riverside,1-973-214-3381,1.0,Wickham,67.0,708.0,Advanced Micro Devices,2607636.0
Gat183,M6s 1i5,,F,R,117267.0,Canada,Apt. 540,3681 HOLLY KNOLL CRESCENT,AL,M,Dayton,1-428-266-1600,8.0,Gates,54.0,354.0,United Parcel Service,2735642.0
bot184,92708,,,,260107.0,United States of America,,5678 dayton street,NE,S,Corona,1-334-466-5299,10.0,bott,5.0,547.0,Fastenal,1501732.0
DAV185,V6r 1q6,T,,O,166760.0,United States of America,,15591 holgate lane,KS,D,Oklahoma City,1-249-478-5643,9.0,DAVID-YERUMO,28.0,761.0,Core-Mark Holding,397072.0
HIL186,63178,,F,O,401021.0,United States of America,,23477 havenridge rue,NY,M,Dallas,1-804-228-8548,1.0,HILLARD,5.0,659.0,Boise,3399757.0
war187,x7j 1r5,,,R,70945.0,United States of America,,18267 cape lane,NY,M,Durham,1-564-230-0062,9.0,warburton,,351.0,DST Systems,2684548.0
MAC188,M5e 1y7,,m,O,389391.0,United States of America,apt. 48,2928 POTOMAC UPPER,Saskatchewan,S,Tacoma,1-781-339-9073,7.0,MACHNICKI-HYNES,72.0,608.0,United States Steel,3041622.0
lev189,23257,A,F,O,63226.0,United States of America,,14656 pasadena park,Prince Edward Island,S,Alexandria,1-096-116-9962,3.0,levitin,12.0,706.0,Pepco Holdings,3211816.0
Goo190,V6I 1U7,,,O,206220.0,United States of America,apt. 968,16983 flagler drive,Alberta,M,Hialeah,1-914-194-6997,8.0,Gooderham,71.0,391.0,Acuity Brands,127026.0
Koh191,94539,E,,R,,United States of America,,17212 LANDER SOUTH,Ontario,W,Denver,1-733-360-9116,2.0,Kohalmi-hill,90.0,461.0,Baker Hughes,588945.0
AYL192,H7h 1v4,,M,O,337152.0,United States of America,,23764 sabine west,TN,U,Fort Lauderdale,1-591-402-8026,2.0,AYLWIN,20.0,510.0,Newell Rubbermaid,1962620.0
CHO193,15201,E,F,O,312074.0,United States of America,,16271 vista south,VA,W,Mesa,1-326-180-9322,5.0,CHOUHAN,58.0,805.0,Westlake Chemical,178193.0
DIT194,t5a 1n6,G,,O,68551.0,United States of America,,1080 LAVENDER LANE,TX,M,Cleveland,1-784-796-6844,7.0,DITKO,57.0,702.0,Jones Lang LaSalle,2102811.0
EMI195,78784,,,O,488800.0,United States of America,,10856 summer street,MT,W,Lewiston,1-662-625-4671,3.0,EMIG,43.0,368.0,Burger King Holdings,2246854.0
Ryd196,H6d 1w8,,m,R,431633.0,United States of America,APT. 392,17021 edwards crescent,IL,W,Tallahassee,1-627-590-4931,8.0,Ryder,39.0,520.0,Hovnanian Enterprises,1312448.0
mei197,06705,S,,O,72797.0,United States of America,,7726 TALLOWOOD UPPER,WY,S,El Monte,1-055-694-7984,2.0,meisner,87.0,666.0,Medical Mutual of Ohio,295993.0
Ceg198,M5c 1v9,,,O,260576.0,United States of America,,19097 foxfire north,NC,S,Sioux Falls,1-166-844-7429,9.0,Cegelski,57.0,587.0,Lockheed Martin,1220003.0
hai199,90759,Z,,O,200096.0,United States of America,,8161 PINTO ROAD,ND,U,Columbia,1-516-930-4640,4.0,haigh,58.0,643.0,Yum Brands,2400476.0
cle200,22301,J,,R,,United States of America,,9659 sakowitz west,GA,,San Francisco,1-261-215-4290,5.0,clendening,28.0,484.0,Wesco International,2900897.0
Cie201,19165,W,,R,267656.0,United States of America,,15306 pike park,VA,U,Santa Clara,1-681-572-7662,3.0,Ciesielski,95.0,,Volt Information Sciences,3942140.0
Par202,75007,,f,R,35253.0,United States of America,,21891 dewey street,Prince Edward Island,S,Greensboro,1-288-967-5460,8.0,Parypa,98.0,676.0,Western Union,2118119.0
LOZ203,90302,K,f,O,113159.0,United States of America,,8155 storeywood road,OR,M,Waco,1-315-022-2148,4.0,LOZINSKI,55.0,300.0,,338540.0
Pas204,84092,,,R,297444.0,Canada,APT. 630,20871 dewdrop street,WI,,Rochester,1-707-402-6121,8.0,Pascal,14.0,,Lubrizol,2617116.0
Aul205,v6d 1u1,,,O,52092.0,United States of America,,1121 GREENE PARK,ID,M,Tampa,1-186-893-7846,9.0,Aula,30.0,831.0,C.H. Robinson Worldwide,1459711.0
bar206,99503,N,F,O,30249.0,United States of America,,23849 westerley south,MT,M,Paterson,1-571-918-3795,7.0,barnes,90.0,609.0,Celgene,1804959.0
ELL207,80960,,,O,483052.0,United States of America,,1540 murie rue,MD,S,Fullerton,1-206-055-2128,2.0,ELLIOTT,69.0,679.0,Leggett & Platt,2957472.0
for208,53743,P,m,O,287060.0,United States of America,suite 344,16633 raymond road,NY,U,London,1-963-724-8044,6.0,forslund,67.0,634.0,Fidelity National Information,2919293.0
Bur209,t6d 1k1,U,,O,274154.0,Canada,,18676 turman drive,HI,W,Newark,1-050-641-8503,4.0,Burbidge,41.0,338.0,Arch Coal,3610130.0
FOL210,91350,,F,O,379659.0,United States of America,,1808 HARDY STREET,DE,M,Buffalo,1-020-258-1680,4.0,FOLLMER,2.0,332.0,Affinia Group Intermediate,1209441.0
Led211,37916,,m,O,,United States of America,,11115 midland avenue,PA,M,El Paso,,8.0,Leder,89.0,721.0,Kellogg,1058712.0
kop212,22329,N,,O,100796.0,United States of America,,24950 sheppard lane,IN,,Toledo,1-886-961-7857,3.0,kopke,88.0,351.0,PerkinElmer,1946028.0
pay213,M1i 1r8,,,O,128277.0,Canada,,6450 LEMMING RUE,MT,M,Sterling Heights,1-999-799-7384,6.0,paylor,90.0,564.0,Limited Brands,1420984.0
PAL214,h5i 1p1,,,O,147414.0,United States of America,,19342 wycliffe park,WY,M,New Haven,1-362-078-4138,9.0,PALACEK,54.0,379.0,OfficeMax,213235.0
fel215,M1I 1R5,,,O,51559.0,United States of America,,7582 woodway south,FL,S,Dallas,1-174-723-5263,8.0,felton,53.0,727.0,J.B. Hunt Transport Services,472425.0
ATW216,53739,,,O,355622.0,United States of America,,22526 QUEENSBURY LOWER,RI,U,Milwaukee,1-898-789-3598,2.0,ATWELL-BYRNE,89.0,578.0,American Express,1160132.0
Mcb217,06603,S,M,O,468116.0,United States of America,,18833 3rd park,CO,W,Anaheim,1-482-305-5399,10.0,Mcbeth,31.0,642.0,Occidental Petroleum,2869995.0
Jal218,28247,B,M,O,276728.0,United States of America,apt. 3,19394 canoas west,SD,M,Huntington Beach,1-834-784-7657,1.0,Jalaie,1.0,,Shaw Group,3727044.0
vem219,h7g 1u9,,,R,135306.0,Canada,,9941 ROYALTON DRIVE,TX,S,Naperville,1-864-555-5341,,vempati,57.0,554.0,W.W. Grainger,2293241.0
BAR220,90831,D,,U,99566.0,United States of America,,10177 pecos crescent,VT,U,Iqaluit,1-475-209-3369,6.0,BARNICKEL,10.0,733.0,IDT,2846515.0
PES221,M4j 1o7,U,M,O,263959.0,United States of America,,20823 WEST CHAPEL AVENUE,IN,M,Winnipeg,1-459-456-1848,10.0,PESOLD,74.0,345.0,General Mills,1619956.0
Sha222,77288,,F,R,441498.0,United States of America,,13483 ROCKDALE DRIVE,UT,M,St. Petersburg,1-802-797-1712,6.0,Shaughnessy,28.0,644.0,RBS Global,2367607.0
Sch223,77117,J,M,U,429621.0,United States of America,,9645 HAYDEN BOULEVARD,NV,S,Waterbury,,3.0,Schmeing,96.0,564.0,Realogy,3795566.0
Mat224,45263,L,,O,181214.0,United States of America,,6066 fillmore lower,TX,M,Lubbock,1-224-760-3774,10.0,Materna,42.0,465.0,ArvinMeritor,734762.0
JAI225,v6g 1p4,,,O,212502.0,United States of America,,293 conier avenue,OR,D,London,1-511-883-9082,8.0,JAIN,64.0,652.0,Amkor Technology,908994.0
KAR226,72247,,,O,244545.0,United States of America,,7000 ansley lane,Ontario,M,Des Moines,,6.0,KARNAZES,,714.0,Lear,2561296.0
gus227,E7n 1j9,,,R,218681.0,Canada,APT. 587,13635 jarvis south,Saskatchewan,M,Madison,1-405-014-0029,10.0,gustafson,49.0,383.0,Asbury Automotive Group,3181069.0
Ann228,45272,K,,O,296916.0,United States of America,,17362 COFFEY UPPER,MO,,Scottsdale,1-076-073-0994,7.0,Annas,81.0,336.0,Limited Brands,2632226.0
lab229,x7j 1q2,R,,O,453659.0,Canada,,12279 trafalgar crescent,UT,,Mount Pearl,1-690-040-0846,9.0,labenek,57.0,626.0,Beazer Homes USA,
fli230,80952,M,f,U,194450.0,United States of America,,24717 MIDLAND LANE,IL,S,Iqaluit,1-211-707-3341,0.0,flindall,42.0,549.0,,1151333.0
sat231,38157,,,O,49533.0,United States of America,,11493 worley park,NM,U,Moreno Valley,1-642-203-7899,0.0,satkunaseelan,30.0,492.0,Acuity Brands,2763939.0
tho232,06703,I,,O,394819.0,United States of America,,6492 HAMMOND AVENUE,NC,M,Naperville,1-792-738-9524,0.0,thornley,56.0,327.0,ABM Industries,370710.0
CRI233,v6u 1r8,L,m,O,342754.0,United States of America,,8954 bagby north,AZ,S,Norfolk,1-881-269-3949,10.0,CRIPPS,3.0,545.0,,1192164.0
Gas234,28231,V,M,O,224435.0,United States of America,,11622 josey south,CT,M,Louisville,1-537-303-6219,0.0,Gascon,53.0,571.0,Southwestern Energy,223487.0
Cha235,63107,,f,O,37717.0,United States of America,,11538 collinwood avenue,VA,W,Akron,1-682-154-3638,7.0,Chavers,67.0,423.0,Delta Air Lines,2341143.0
Net236,H2g 1w7,,,O,286483.0,United States of America,,20913 vickers boulevard,NV,,Whitehorse,1-512-708-0580,4.0,Nettles,94.0,655.0,ITT,1774784.0
WOO237,55416,,m,O,185412.0,United States of America,,22274 VICKERY CRESCENT,VA,M,Salem,1-598-440-6359,0.0,WOODROW,37.0,488.0,Health Management Associates,3951308.0
val238,V6d 1u5,,,,472518.0,United States of America,,881 vance jackson south,British Columbia,M,Memphis,1-281-206-9270,6.0,valerien,75.0,352.0,Western Union,2756025.0
Ber239,93782,,f,O,425307.0,United States of America,,15079 DECATUR RUE,VA,M,Fayetteville,1-442-133-8200,0.0,Berndt,51.0,810.0,Family Insurance Group,1833112.0
lab240,90252,F,,O,304909.0,United States of America,,10424 mitchell street,TX,D,Lansing,1-607-062-8891,8.0,labranche,74.0,686.0,Advance Auto Parts,698884.0
VRE241,85759,X,m,R,231226.0,Canada,,14195 VERDE PARK,CO,M,Atlanta,,0.0,VREUGDENHIL,100.0,389.0,J.P. Morgan Chase & Co.,3287261.0
GOO242,M5g 1x8,,F,U,219026.0,United States of America,,10608 bissonnet road,GA,M,Gary,1-141-622-5196,,GOODINSON,,761.0,Fidelity National Financial,3337290.0
cha243,78746,S,,O,414993.0,United States of America,,11237 balmoral way,NE,D,Atlanta,1-500-101-2792,4.0,chaput,28.0,589.0,Toro,2963197.0
TAM244,H2f 1z1,W,F,O,24837.0,United States of America,,15621 yaupon lower,NC,M,Dawson City,1-655-973-7192,1.0,TAMARELLI,18.0,492.0,Mueller Water Products,1487009.0
CUM245,77288,,M,U,200645.0,United States of America,Suite 463,12387 SAUNDERS WEST,OK,D,Mobile,1-972-039-2576,10.0,CUMPSTON,77.0,442.0,Energy Future Holdings,3177428.0
SIM246,35277,E,,O,22605.0,United States of America,,6156 holmes court,MO,S,Santa Clarita,1-764-148-5233,8.0,SIMONOVICH,14.0,649.0,Weis Markets,1886280.0
Est247,36134,,,O,,United States of America,,17521 REILLY STREET,AR,U,Chicago,1-399-618-9069,8.0,Estes,23.0,337.0,MasterCard,1853087.0
han248,V6t 1u3,P,F,R,389524.0,United States of America,,20093 canterbury way,MT,D,Nashua,1-628-481-6657,8.0,haney,1.0,572.0,Oracle,195847.0
Pee249,99597,Y,,U,232945.0,United States of America,,11930 alabama south,Newfoundland,M,West Covina,1-085-050-1119,0.0,Peers,58.0,666.0,Mutual of America Life,3727580.0
bli250,V6N 1V1,T,M,O,390626.0,United States of America,,22780 terrace lower,OR,D,Mesa,1-993-284-6634,4.0,blidy,98.0,567.0,JetBlue Airways,2993662.0
Lea251,T6d 1h7,,,O,286207.0,United States of America,,6481 century lane,NM,,El Paso,1-395-464-9156,5.0,Leavell,76.0,574.0,Western Refining,2886788.0
Wil252,M7o 1c5,U,F,,391468.0,United States of America,,11293 rice avenue,FL,S,Victoria,1-811-547-9696,2.0,Willhoff,59.0,498.0,Western Refining,3672610.0
kom253,M2q 1e8,,f,R,171326.0,Canada,,9828 WEST EAST,MS,U,Hayward,,9.0,komenda,81.0,836.0,Bristol-Myers Squibb,3245637.0
Wel254,64172,,,,294972.0,United States of America,,10369 gemini way,Saskatchewan,M,Oshawa,1-648-501-2866,8.0,Welsford,31.0,759.0,AutoNation,959636.0
Lac255,85265,,,O,131039.0,United States of America,,23445 GATES WAY,NE,S,Hamilton,1-332-974-4753,6.0,Lacombe,1.0,563.0,Boeing,1037702.0
Hon256,h5k 1p8,,f,U,480287.0,United States of America,,2160 WEIZMANN DRIVE,TN,S,Oklahoma City,1-217-048-6379,8.0,Honda,28.0,313.0,Advanced Micro Devices,69141.0
Con257,M2P 1F6,,,O,276404.0,United States of America,,16716 fresco road,OR,M,Portland,,6.0,Conley,36.0,771.0,Unitrin,2818725.0
han258,V6U 1U9,,,O,435481.0,United States of America,,17068 simpson road,ID,S,Macon,1-246-119-5490,1.0,handley,47.0,717.0,Liberty Media,3153373.0
WOJ259,V6F 1W7,,,O,,United States of America,,23276 dillbeck upper,WV,D,Yellow Knife,,2.0,WOJTECKI,77.0,355.0,Jarden,616608.0
Ami260,92711,P,f,O,499891.0,United States of America,,24268 hayden west,MI,U,Santa Rosa,1-347-479-6259,10.0,Amini,91.0,383.0,Cincinnati Financial,1014586.0
Mo261,60779,A,f,O,394640.0,United States of America,,2682 LUMBER PARK,AL,S,Fort Wayne,1-881-547-3819,1.0,Mo,46.0,579.0,Steel Dynamics,1679903.0
BUR262,90790,,,O,359040.0,Canada,,4129 crestline avenue,TN,M,Inglewood,1-155-847-4022,5.0,BUREK,36.0,324.0,OGE Energy,1062919.0
Kos263,80908,X,m,R,429949.0,United States of America,,18257 mahonia west,Manitoba,M,London,1-946-987-5835,0.0,Kosten,18.0,752.0,Hartford Financial Services,3684297.0
Bor264,74129,,m,O,333500.0,Canada,,19050 cordoba upper,CO,D,Waterbury,,2.0,Borel,27.0,723.0,Penske Automotive Group,1805618.0
LAR265,M9e 1u6,K,,U,480399.0,United States of America,,1121 greene park,OR,S,Salem,,1.0,LARCHE,79.0,349.0,Amkor Technology,1852935.0
BOU266,93663,,,O,73398.0,United States of America,,13762 silver sage way,CO,W,Dayton,1-551-913-3853,4.0,BOURDEAU,72.0,643.0,Psychiatric Solutions,1528702.0
Pan267,84119,,,O,,United States of America,,22629 bagby east,NC,W,Frederick,1-666-863-1257,0.0,Panter,26.0,390.0,Calpine,178411.0
Wal268,82602,,m,O,446105.0,United States of America,,13296 wayside boulevard,Alberta,U,Thousand Oaks,1-938-871-9739,7.0,Walbridge,31.0,801.0,Saks,2245432.0
Mue269,94429,,M,O,128126.0,Canada,,9824 OLYMPIA STREET,VT,S,Escondido,1-333-561-7008,2.0,Muehle,2.0,741.0,BE Aerospace,3058077.0
Zub270,H2A 1V4,,,O,371101.0,Canada,Apt. 986,6907 ferncliff crescent,VT,D,Independence,1-514-023-2587,8.0,Zubans,81.0,821.0,Exterran Holdings,723251.0
Sei271,40511,D,,O,263066.0,United States of America,,24573 lyons avenue,SC,M,Corpus Christi,1-027-811-2670,5.0,Seidman,69.0,830.0,Penn National Gaming,3755553.0
Cav272,M5b 1y9,,F,R,,United States of America,,15407 fillmore north,SD,M,Santa Rosa,1-475-590-2337,,Cavasin,69.0,441.0,PetSmart,757755.0
Har273,E7N 1P6,,F,R,453776.0,United States of America,,850 leon lower,New Brunswick,D,Burlington,1-214-794-0930,2.0,Hartell,80.0,484.0,First Data,3610784.0
Nau274,h5k 1o7,R,M,O,494609.0,United States of America,,14635 greene rue,Manitoba,,Overland Park,1-988-429-0103,8.0,Naugle,14.0,653.0,Liz Claiborne,2994154.0
Ste275,95203,,,R,233618.0,Canada,,21034 windchime lower,NJ,D,Huntsville,1-143-517-2347,7.0,Stegman,39.0,727.0,Alcoa,612241.0
Cho276,23513,D,m,O,,United States of America,,15868 dewdrop park,TX,U,Berkeley,1-709-720-3248,0.0,Choo-kang,0.0,535.0,Perini,1352198.0
Lux277,T5c 1j1,R,f,R,154521.0,United States of America,,10232 oak hill west,MD,W,Casper,1-314-831-7578,9.0,Luxford,59.0,320.0,Hudson City Bancorp,2534935.0
Far278,V6z 1q9,,F,O,438162.0,United States of America,,950 WILLS WEST,WV,W,Toledo,1-342-101-7385,1.0,Farnsworth,60.0,775.0,Sigma-Aldrich,3189762.0
Shi279,73121,,F,O,352602.0,United States of America,,23223 WOODLAWN UPPER,OH,M,Cheyenne,1-419-495-9429,,Shinjo,4.0,606.0,Plains Exploration,447872.0
Pip280,75267,P,f,O,194788.0,United States of America,,23208 porter crescent,NH,S,Fresno,1-992-551-4676,5.0,Piperni,74.0,,W.R. Berkley,3207012.0
Sug281,78781,,,O,437119.0,Canada,,791 dexter road,IL,W,Sacramento,1-183-910-2398,6.0,Sugarman,66.0,685.0,Cooper-Standard Holdings,303926.0
Kum282,25727,F,,O,66431.0,Canada,,2939 CHADBOURNE WAY,SD,M,Fargo,1-114-136-8583,5.0,Kumamoto,36.0,770.0,Ryder System,3685802.0
LOR283,76708,L,f,O,380368.0,United States of America,,11671 wathan north,DC,M,Rapid City,1-985-895-6709,4.0,LORENZO,55.0,694.0,Merck,3180558.0
KUR284,46217,,F,O,7377.0,United States of America,Apt. 247,240 hoke north,MO,D,Raleigh,1-864-279-4768,4.0,KURIAN,57.0,530.0,Chubb,
ser285,R5h 1l9,D,f,O,87533.0,Canada,,4482 pico crescent,NJ,S,Oshawa,1-744-443-0610,1.0,serbin,76.0,609.0,Cummins,3507884.0
Ado286,23254,N,,O,76061.0,Canada,,24795 clover court,SD,M,Yellow Knife,1-710-698-6175,3.0,Adolfie,63.0,619.0,Advance Auto Parts,2230968.0
Bol287,38184,M,f,O,486482.0,United States of America,,19332 paint rock avenue,AK,M,Casper,1-473-272-4862,7.0,Bolgos,76.0,821.0,Airgas,814197.0
sav288,30398,,,O,436307.0,United States of America,,8940 beningus park,Newfoundland,M,Oshawa,1-767-745-4346,6.0,savanh,22.0,553.0,Mattel,2254862.0
Mar289,C2B 4X7,F,M,O,420621.0,United States of America,,17719 shadowbriar park,PA,D,Bismarck,1-072-333-8934,,Marco,,529.0,Rite Aid,91935.0
Bar290,V6V 1Q1,K,,O,187944.0,United States of America,,23128 ROSWELL CRESCENT,NJ,W,Calgary,,4.0,Bartush,7.0,507.0,Forest Laboratories,1818938.0
Woo291,33185,N,f,O,146651.0,United States of America,,1037 bonneville lane,NJ,S,Ontario,1-113-957-9923,8.0,Woodhall,4.0,726.0,Pioneer Natural Resources,177543.0
Bir292,90150,,,O,118757.0,United States of America,,8426 navidad way,IL,,San Diego,1-270-496-9696,8.0,Biray,39.0,684.0,H&R Block,3078579.0
Lav293,10290,A,,O,467906.0,United States of America,,22609 reagan drive,Ontario,U,Yellow Knife,1-151-106-1324,4.0,Lavelle,84.0,,Colgate-Palmolive,1222308.0
Mcm294,21239,,,O,89920.0,United States of America,,7895 crestline drive,MI,S,Palmdale,1-130-325-1266,7.0,Mcmichael,26.0,314.0,CBS,3341105.0
Pau295,C2b 4x5,,m,O,43770.0,United States of America,,4078 lexington north,TN,S,Stockton,1-102-293-7755,4.0,Paulhus,72.0,,Cytec Industries,3128005.0
Lea296,19155,F,,U,435272.0,United States of America,Suite 130,5798 BELT LINE PARK,MD,W,Cincinnati,1-177-880-1774,9.0,Leathers,20.0,645.0,Calumet Specialty Products,
Seh297,92177,A,m,R,464094.0,United States of America,,10530 lancaster south,CO,U,Winnipeg,1-042-914-3849,8.0,Sehgal,100.0,713.0,Popular,
hit298,55169,,,O,474686.0,United States of America,,16764 mcafee park,NC,U,Omaha,1-074-076-1898,9.0,hitchcock,83.0,357.0,Patterson-UTI Energy,594723.0
GAS299,V6R 1S8,,M,U,106730.0,United States of America,,14362 reilly boulevard,Manitoba,D,Iqaluit,1-217-087-5277,5.0,GASS,45.0,649.0,Viacom,787771.0
hue300,06133,E,,,97186.0,United States of America,apt. 35,18207 conley south,OR,M,West Covina,1-377-905-7875,0.0,huether,56.0,835.0,Calumet Specialty Products,148371.0
Kle301,53739,,m,O,161132.0,United States of America,,4410 porter road,UT,M,Overland Park,1-205-909-8362,0.0,Kletchko,65.0,,AMR,2760822.0
Win302,V5a 1p6,V,f,R,393718.0,United States of America,,8550 briggs avenue,IL,M,Brownsville,1-752-780-8339,1.0,Winsborrow,96.0,629.0,Olin,2240874.0
Mar303,77146,M,f,O,31765.0,United States of America,,9561 tartan north,CA,U,Sioux Falls,,1.0,Marcheck,40.0,587.0,Bon-Ton Stores,3676798.0
SWA304,V6w 1r1,,m,R,411526.0,Canada,Suite 113,6259 PARKWOOD CRESCENT,ID,M,Jacksonville,1-147-089-1963,8.0,SWANSTON,51.0,786.0,Werner Enterprises,1137557.0
Joy305,T5D 1L1,,m,O,316374.0,United States of America,,22632 country road,LA,M,Erie,1-956-899-9979,10.0,Joyner,85.0,415.0,PepsiCo,978089.0
mcr306,94089,,,O,233970.0,United States of America,suite 308,15329 valderra drive,WV,S,Saskatoon,1-149-281-5678,5.0,mcrann,11.0,791.0,American Electric Power,3268379.0
Pre307,53720,X,m,R,185988.0,United States of America,,9536 innsbrook west,MN,M,St. Petersburg,1-880-678-6428,0.0,Presley,100.0,413.0,Community Health Systems,2476914.0
HIN308,75216,,M,O,443246.0,United States of America,,15023 LARNER CRESCENT,Quebec,M,Toronto,1-589-765-3895,7.0,HINDLE,51.0,428.0,IAC/InterActiveCorp,
