gncd,frstnm,nmbrcrdtcrds,pstlcd,ntwrth,g,lstnm,ddrssln1,nmbrcrs,mddlntl,cntr,gndr,crdtrtng,wnrrntflg,ct,ncm,nmbrchldrn,mrtlstts,mplr
Jrd7602,Adftxl,5.0,ddgkyv,1530364.0,38.0,Jrdmn,Sachwqwddeyfxvagihsjxtcsibaejb,,,,,662.0,U,Nashua,51021.0,1.0,D,SkyWest
GDQ7603,Gaksvvggpbleteofow,0.0,Seiksuhglhj,3731860.0,47.0,GDQESTOSFCKVLPZEQPNFIKQLTXB,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,2.0,,United States of America,,838.0,R,Tallahassee,494931.0,4.0,W,Best Buy
fnm7604,Ijstknxzfzsvqmy,9.0,Ytgghhaxc,2488858.0,,fnmqzceohwapysohiuofkhjpwzgv,Sbutxmtwkb,5.0,,United States of America,,791.0,O,Brownsville,429859.0,2.0,M,Sears Holdings
Ymu7605,jvhwyzbcwdrrqmlbvpjwbohhemm,7.0,Ajlcdadx,2301347.0,76.0,Ymuvinagbzdhiwglzfacood,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,1.0,e,Canada,,692.0,O,Charlotte,,4.0,S,Frontier Oil
Pxj7606,nhhjbqktsr,8.0,Daivf,1736571.0,60.0,Pxjmfwpwm,mnkidgiyajigobghpnkdvauwiubpjb,0.0,R,,,673.0,O,Oakland,464086.0,3.0,W,Automatic Data Processing
Rsd7607,Lmhtjwddyqbzlxgv,7.0,xrquzcptycg,2399483.0,73.0,Rsdlvo,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,3.0,M,Canada,,331.0,O,Fort Wayne,207651.0,,U,
Qqh7608,BXFLGQTJSJDQAUCXXJXWHTQU,2.0,shigmwk,2982744.0,37.0,Qqhwdyopkfs,Fmrydeogisvvtrpsfonolelpnqcbkrr,4.0,,United States of America,,744.0,O,Chula Vista,260418.0,,U,Comerica
udq7609,Tlaihggmhfiuezhjgps,6.0,enehob,1611011.0,50.0,udqexswxytatsvxw,Xhggtfwyslxvgeiuzjfxewcsweefq,5.0,Q,United States of America,,446.0,U,Peoria,,1.0,M,Baldor Electric
Ghl7610,DSRXJZKFJTIVXLBAX,0.0,RNLAKRXSPA,2999167.0,0.0,Ghlflxgkavpsqvkpun,,0.0,M,Canada,,,O,Lexington,316963.0,4.0,M,Commercial Metals
mtk7611,Annsrbdzywmpqvigpn,,Hlezt,,,mtkfmxripistepftjaxfosviokgqsf,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,5.0,,Canada,f,,O,Salem,84046.0,,W,
QIY7612,Mrawpcvb,9.0,Iyqmkpcjx,3307491.0,,QIYQRALNIIONMKDZB,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,0.0,,United States of America,,723.0,O,San Jose,368990.0,3.0,M,Molina Healthcare
Ohz7613,yociu,2.0,klgnkcaedht,2057260.0,81.0,Ohzpaqjtc,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,2.0,,Canada,,348.0,O,Kansas City,124382.0,0.0,S,Plains All American Pipeline
djg7614,DQNVNWPYSMLDGXJVBUHUKDLRSLN,,Jsombikj,53179.0,52.0,djgtucxplpftr,Gvdteormavfflajkedaclod,2.0,,United States of America,,666.0,O,Windsor,9263.0,0.0,M,Agilent Technologies
Iad7615,wfnjfn,3.0,Xtckbvng,690086.0,68.0,Iaduje,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,2.0,,United States of America,,,U,Chicago,334181.0,4.0,M,AutoZone
EMG7616,WWWEN,8.0,YPUWSVRD,2025465.0,,EMGQKGEOTCGAFGDZVTRUAVGZYPM,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,0.0,H,United States of America,,844.0,R,Evansville,314001.0,1.0,M,
Hjn7617,Krjcfgq,8.0,Ifxvsnt,695307.0,36.0,Hjnljezrxojeaoustvawackahexa,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,1.0,,Canada,,766.0,O,Honolulu,168309.0,4.0,M,Universal Health Services
CYP7618,Fxmpengjsaf,10.0,EAOJPQVWBNZ,3238398.0,31.0,CYPTBBGPWKKKFNOUHJ,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,2.0,D,United States of America,M,521.0,O,Cleveland,322765.0,4.0,M,Time Warner
KPN7619,Eobtk,7.0,fhirgl,1213578.0,55.0,KPNRNVLRFUTOWOERTCSIRQZ,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,1.0,h,United States of America,,306.0,O,Livonia,311253.0,5.0,W,Sealed Air
Vbi7620,Abahrdfcbtscoblhaovnjkbx,9.0,Lahfziy,103708.0,66.0,Vbimifwtrtvb,Blsmawjjdmdamrhqyqgzmbkfa,5.0,x,United States of America,,411.0,R,Little Rock,140296.0,5.0,W,Sprint Nextel
ehb7621,bhephgijqbu,3.0,tofdjef,1086081.0,22.0,ehbcbdctlcspuvwbqveohanmkolbw,Stofpzwyhkpmuq,1.0,,United States of America,F,,O,Halifax,439984.0,5.0,M,
TMQ7622,KECNVVPGTOXHIGOUAWLHU,8.0,rckzx,1349626.0,51.0,TMQACIIUMYYZHYX,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,5.0,C,United States of America,F,702.0,O,Peoria,454011.0,0.0,U,Quiksilver
Lsb7623,xppmtvztaifqynlbmofxonnus,1.0,MMLJKBGXD,1083092.0,26.0,Lsbutxufufshmkqnscnhx,,1.0,y,United States of America,a,842.0,R,San Jose,191541.0,5.0,S,Valspar
Dpz7624,kzntoukktuqqfuyeo,0.0,banusio,1662799.0,100.0,Dpzpfctp,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,2.0,u,United States of America,M,528.0,R,Charlotte,,1.0,U,Timken
Zuj7625,TDRLAQZARCGRAMDDMCWP,5.0,Safkd,3548540.0,13.0,Zujmcfzznpfohsdp,cnckvldjedzgdqhy,3.0,,United States of America,,300.0,R,Hilo,,3.0,W,
Jqk7626,shbaeyxyrjfietruntrdeyqkc,7.0,DHTLWJDXLRW,881414.0,11.0,Jqkozdva,,2.0,,United States of America,,752.0,O,Yonkers,269215.0,1.0,S,Occidental Petroleum
ijb7627,Zururxrihusergiba,0.0,RORIUHK,1712200.0,62.0,ijbcvbgglqupyentiqncsnswyygl,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,0.0,,Canada,m,303.0,O,Modesto,193126.0,4.0,M,
NMO7628,QZLCPVRKZMTENMREVZT,10.0,bxgwhohh,847446.0,13.0,NMOXMHMVUDGY,qehomraquwxrkb,3.0,U,United States of America,F,418.0,O,Louisville,462618.0,5.0,M,Massey Energy
Tef7629,dvbflygvxrizbclmqwoajkvnzoufc,4.0,SRARKMXOD,344294.0,23.0,Tefewe,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,3.0,,United States of America,f,667.0,O,Eugene,212026.0,3.0,W,Weyerhaeuser
Sdj7630,mtnubdnrdoivcuqmapqhtvzkixw,7.0,hwugfvlttol,1534879.0,51.0,Sdjhq,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,1.0,Z,United States of America,,441.0,U,Buffalo,371024.0,4.0,D,National Fuel Gas
Pbr7631,Nzljqsbgutsixlosfedpmlzl,0.0,zgsllav,3897101.0,2.0,Pbrfgfdwedgrmifitr,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,3.0,,United States of America,m,471.0,O,Santa Fe,235810.0,2.0,U,Pep Boys
Ice7632,Ealrdsynhtadihmsl,9.0,Mszwfhpj,3064442.0,,Icejebxweavlnddpjz,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,2.0,,United States of America,m,701.0,O,Springfield,347270.0,,W,Neiman Marcus
ZWG7633,xfjdwfentojva,1.0,Yqfxb,2016524.0,82.0,ZWGIV,TAIWTM,5.0,,United States of America,,323.0,R,Anchorage,399212.0,2.0,D,BlackRock
Evw7634,Zvowaelneuhpxzphpvtgvfz,10.0,ypmuep,37745.0,94.0,Evwthrqmqfpsbpdqojtqzpjmpoea,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,4.0,,United States of America,m,846.0,O,Winnipeg,439561.0,5.0,M,McGraw-Hill
Lhl7635,fmdcjzjekrwrirumyvfuqnnkxzr,8.0,Xthtecuu,503752.0,16.0,Lhlatzfku,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,3.0,c,United States of America,m,850.0,O,Waco,29980.0,4.0,M,Family Dollar Stores
LYB7636,Ohetzpmilrphnhnasiisaypdl,,Xjzpdio,2115180.0,43.0,LYBUGCXZYJSERVQKQJKNIIW,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,2.0,N,United States of America,,,U,Stockton,28693.0,5.0,M,Teleflex
Ijb7637,VAUWGMVOILXNGKB,3.0,Rgthehdvvlh,839222.0,76.0,Ijbmwiomutrflaupolplmfjsqh,Phqspowfoiqmszxy,1.0,x,Canada,M,564.0,O,Boston,106794.0,2.0,M,
Zhf7638,Tnwgmuvaaqmxskkyqnvrmnmul,4.0,ysexit,1851334.0,0.0,Zhftulgpedd,XDPEFDQIMFNMCO,3.0,,United States of America,f,558.0,O,Memphis,340598.0,5.0,S,Imation
PYU7639,mtovrkjvtfkennjujgpegknnck,0.0,Wscgcsbwlzj,1348251.0,33.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,FSSAAXLAMAPBOMTNUFG,1.0,r,United States of America,m,417.0,O,Sydney,490597.0,,U,PPL
Iku7640,Lwxdv,6.0,AUQJTIMK,2722392.0,62.0,Ikufiibsvk,AKWOIATLDDKU,2.0,F,Canada,,487.0,O,Shreveport,499685.0,2.0,U,Smithfield Foods
HBZ7641,Ftvuzjdzocqmcoxvrbqcna,9.0,Weqnwrwrbcgx,1785161.0,8.0,HBZACUNNIOTFKFSTCILLC,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,2.0,,United States of America,m,639.0,O,Modesto,62285.0,0.0,M,Macy's
Pco7642,Hnbgeuii,3.0,facqrtjqjmd,2823578.0,4.0,Pcofbhaqeemibnkjtsoxmdibmpquo,VANVGDDSYEK,5.0,,United States of America,M,625.0,O,Hull,320885.0,5.0,U,Torchmark
Ybv7643,Fykbowmpxpbb,1.0,OCNCREZ,2123972.0,39.0,Ybvjle,TVTDULLNHUZPDNEEKSXEGPXDNE,5.0,,United States of America,,,O,Yonkers,184669.0,3.0,D,Herman Miller
Rim7644,Ruagwhiorgizpmbphjerywjrr,3.0,JXOGSVJ,112782.0,90.0,Rimdakhncfjlrbor,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,0.0,F,United States of America,,,R,Atlanta,126989.0,0.0,S,Kindred Healthcare
gnf7645,teldp,3.0,Iqtso,248311.0,7.0,gnfkwjxmvkbeh,HWAWSSEUGGKEXQDESYXFHWZ,1.0,,Canada,,460.0,,Hayward,48144.0,4.0,M,Arch Coal
Wxp7646,Tmhxnpfgyifx,8.0,Uxgvbwop,3719851.0,95.0,Wxphiul,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,5.0,C,United States of America,F,793.0,O,Savannah,377787.0,4.0,,Whirlpool
Dxh7647,Fpchjcvsrkakkqqsojokdrg,8.0,Ovsiu,1920385.0,59.0,Dxhuevhfuceqmpoolmuhflp,,5.0,N,Canada,m,821.0,O,Fullerton,323782.0,5.0,U,Arrow Electronics
Aqo7648,Heiehcgec,6.0,Frqdqbs,576903.0,13.0,Aqopbqsxqxjj,NASLRGJGXPDOGNJSHNLNGBCXJVO,3.0,,United States of America,,,O,Overland Park,31880.0,2.0,S,Rock-Tenn
fen7649,sgapkfrztiyyayezulvi,8.0,waiitdv,1855037.0,58.0,fenowyirqcdcwwo,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,5.0,s,United States of America,,643.0,O,Alexandria,390190.0,3.0,D,R.H. Donnelley
CMQ7650,Nohjtayoycptngwoitqzhmuf,2.0,Vlmzifrfolfs,2954046.0,67.0,CMQIHWYKNOLSX,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,4.0,,Canada,,817.0,O,Fort Collins,413821.0,1.0,U,Pall
Yhb7651,QIGFYQTIPFYCR,10.0,DKXNSUJQRKGM,952096.0,68.0,Yhbbdqabnbldfqhnofnxdrzrj,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,1.0,,United States of America,f,702.0,O,Santa Fe,301451.0,2.0,,Burlington Coat Factory
mbw7652,evwjgjrsttnkbmhmmrswodkvwdqo,2.0,Vzvadviukgid,3382998.0,17.0,mbwpxwoq,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,1.0,L,United States of America,,409.0,O,Simi Valley,5888.0,0.0,D,Forest Laboratories
xas7653,SMOQFUQUOWABMRDKJPFC,6.0,Jjtgz,3772196.0,44.0,xasiqx,Gicehrtxtlvwiewgl,2.0,Y,United States of America,,617.0,O,Mesa,254404.0,2.0,,Moody's
MKM7654,Jzwgkirmjeznhbniytvkxnhhar,5.0,TMWLE,3180080.0,16.0,MKMKDBNJNERUJSQYY,cveuptzbcwxicceqqmqsqgfvhykw,3.0,,United States of America,M,,O,Simi Valley,290984.0,0.0,M,Fidelity National Financial
Jgi7655,IMPCDEPQTVPBRBNJNLWAPSYUW,,Lfmjqz,3971412.0,27.0,Jgiimqxenotyp,Kqosfw,5.0,,United States of America,F,756.0,O,Charlotte,441847.0,5.0,M,Amphenol
Mwv7656,Ewwyolurheysjpusipgrmydspux,5.0,bserucmdlez,1488210.0,59.0,Mwvgdm,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,2.0,,United States of America,,484.0,R,St. Petersburg,373240.0,4.0,D,Int. Business Machines
YOY7657,Indhpnqswpoplupdlejxhjm,9.0,Nobgu,2621373.0,8.0,YOYQEKTGQPVGKZZXM,Gqvfapurdsetypjkkcceahfodyn,1.0,,United States of America,,589.0,O,Washington,461444.0,4.0,S,Int. Flavors & Fragrances
Gja7658,Dahur,0.0,Mynrhpyte,1021949.0,98.0,Gjaqmimggdmubhczafzufuklxgxos,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,1.0,,United States of America,m,380.0,O,Tallahassee,255072.0,4.0,S,Gilead Sciences
rcx7659,JLZXMAOFICNNT,10.0,aqobdfbeu,2444319.0,35.0,rcxczhucwf,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,1.0,E,United States of America,f,541.0,R,Mesa,255019.0,1.0,S,United Rentals
IPA7660,Rvrfuknkgeyb,7.0,jecwnfavowiu,362567.0,57.0,IPAZTGHTPTW,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,1.0,V,Canada,M,474.0,,Portland,330718.0,,M,Convergys
rbj7661,Ruihhbkdjniajgrvwos,4.0,Nmemytq,462234.0,69.0,rbjgdyplkrcutrs,WSKYHRCGGHSPINYLUNNDCJPV,2.0,b,United States of America,,685.0,O,Las Vegas,245130.0,1.0,,Mueller Water Products
ebw7662,Gkirgeljoajnkshohjinbooco,10.0,Vqvleqweftl,3936622.0,33.0,ebwticokpfdypejppslctr,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,4.0,U,United States of America,,363.0,R,Sudbury,19691.0,3.0,M,Shaw Group
SQY7663,cgqpaxicnbhaaufmao,9.0,ABCSQOCHEHK,2116904.0,33.0,SQYYLFSC,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,1.0,,United States of America,,605.0,O,Sunnyvale,13490.0,1.0,M,Energy Future Holdings
nqw7664,beidygiakhaztngnhqsrjhxs,6.0,NOQIRAGYH,63883.0,1.0,nqwvfudiscyqixxng,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,4.0,i,United States of America,f,394.0,,Birmingham,90333.0,4.0,W,PHH
Fyz7665,XXILDDNLYSINLOGZNXHQKGLMEAR,6.0,Yqqldbrjvcqq,2747738.0,19.0,Fyzxvqjbmfgyeyswcxbogeytfuqur,uezrarapf,0.0,,Canada,m,812.0,R,Orlando,210200.0,2.0,U,Simon Property Group
Hds7666,MLHCHSATXNEQIRSMEHAM,3.0,BSICQKYPBDT,938329.0,63.0,Hdsxrjpdyr,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,3.0,J,United States of America,f,688.0,R,Albuquerque,195318.0,3.0,M,World Fuel Services
ksz7667,Qqgzzbefkm,9.0,enurwe,976093.0,27.0,kszsqhunjdmjqhozzck,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,5.0,s,United States of America,F,808.0,O,Nashville,486627.0,5.0,M,Andersons
Wzm7668,qdjedjylsojhngornkkgmozdbb,1.0,Qslfupidrch,2031908.0,12.0,Wzmdnrkeh,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,,,United States of America,,492.0,O,Akron,142918.0,4.0,,L-3 Communications
Xna7669,Vszkppbmlhgmjgeiss,6.0,VEKXFJRNX,660066.0,26.0,Xnafmengguewmwckz,xznxzmzinjddcepuvomccimcwdxo,4.0,N,United States of America,,734.0,O,Lubbock,243364.0,3.0,D,CACI International
ugr7670,Yizitnh,7.0,Dbkoxqpx,2777991.0,2.0,ugrohhoiopurrh,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,1.0,,United States of America,,579.0,O,St. Paul,208343.0,5.0,M,M&T Bank Corp.
Qao7671,Jkrhfalisxualvrritesxm,10.0,HPYTPNH,3148815.0,34.0,Qaondcvjqnzbdtnhd,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,0.0,a,United States of America,f,410.0,U,Columbus,26787.0,4.0,M,Family Dollar Stores
MXH7672,Hfhsubkrpir,7.0,rxcbiltuvzyh,3714775.0,86.0,MXHLAVXOZQHBUBMXESG,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,0.0,G,United States of America,,743.0,O,Abilene,190609.0,4.0,D,Medco Health Solutions
KQU7673,Htbblpuiuynkio,9.0,jfrawlwjssge,2203195.0,47.0,KQUJOIXHOLTVWZCHD,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,1.0,J,United States of America,,431.0,O,Biloxi,,,M,Crosstex Energy
bxn7674,odfxd,4.0,PGIUBMUAR,3708645.0,73.0,bxnxlbwaecusydvfagorkjv,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,0.0,,United States of America,,805.0,O,Cincinnati,,0.0,M,Reynolds American
Opu7675,Znewofyktnzry,9.0,rgqwzxsvza,2954852.0,83.0,Opuqjoidjwgejjmkquot,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,1.0,,United States of America,M,688.0,O,Tulsa,453308.0,0.0,U,PolyOne
Ceo7676,obgrwipkwotv,1.0,qnxfnq,2421534.0,99.0,Ceodsyerdrcenlfqt,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,1.0,,United States of America,,483.0,O,Oakland,251108.0,,D,"Toys ""R"" Us"
DZH7677,llbtndfaert,7.0,lfjtpka,941243.0,49.0,DZHUBKPLE,Gjftxakuhgilmoatmibqcnbbrmq,0.0,,United States of America,,844.0,O,McAllen,128853.0,0.0,U,Sonoco Products
Ocd7678,Vowvlsbsbfokxbljqxz,5.0,pyeiwbftpsck,3133101.0,96.0,Ocdmelacghnqhlsdvvkvuycchojc,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,3.0,,Canada,F,436.0,O,Laredo,486933.0,3.0,M,Newfield Exploration
Uyj7679,qafdyn,3.0,Enncjsox,2070834.0,12.0,Uyjwcvfmhzfpziunhflhoccjfwi,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,5.0,,Canada,,336.0,U,Fort Collins,306545.0,2.0,D,IAC/InterActiveCorp
mhz7680,aqococfdutcrxipsdiizyfbigy,1.0,Lnprrdeegs,2617194.0,75.0,mhzepufgwnlohcheeezqcehvlnjb,Rqhzrjcuikufwfbplxmtpeqb,1.0,P,United States of America,,688.0,O,Sudbury,7682.0,1.0,S,MGIC Investment
Sft7681,Radeyutyf,9.0,PXRXKFTOX,2752340.0,29.0,Sftndrabqgoigvgvnidx,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,3.0,,Canada,,581.0,O,Simi Valley,280763.0,0.0,U,American International Group
gza7682,ockmjwrdbkxoaemodyftxmjcl,6.0,Osanin,2611991.0,4.0,gzasmfmrelczwmljfayfgvhxynxr,Jbvoghxtacvunglpdzjhatiusxn,1.0,,United States of America,m,670.0,R,Berkeley,296945.0,2.0,,Health Net
Rem7683,MPCHPTTYJUWERHWMHALH,5.0,WWWMNN,3965576.0,100.0,Remwagiyqu,Pyoruxpsl,0.0,,United States of America,,671.0,O,Santa Rosa,176399.0,0.0,U,Mueller Industries
cko7684,Duhgkwcceehrrqvnnirv,10.0,tsqtfhsh,3550405.0,45.0,ckocrloglb,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,3.0,b,Canada,,352.0,U,Mesquite,97252.0,4.0,U,American National Insurance
RLN7685,Rpmqztmrghojzbyqnivxceyuiha,10.0,zwyuac,1566093.0,63.0,RLNJVXKTTORDIVXEEWAJSTVV,XRPHDPOQURZXVFLADMA,3.0,,United States of America,f,317.0,O,Regina,320588.0,2.0,S,Morgan Stanley
Qjl7686,YTNSVR,6.0,Gzgsvt,1944507.0,35.0,Qjltuabiu,iqnzhrksgftjekxfljogmqkrbpkstk,4.0,R,United States of America,,809.0,R,Worcester,18284.0,2.0,,Halliburton
YNL7687,xgayrgnjhvearxja,5.0,Shirfkrfppb,3250645.0,61.0,YNLFVXOHLQAQYMDQUUHAVNW,Jbmoxkiflceta,0.0,w,Canada,m,704.0,,Iqaluit,,2.0,S,MGIC Investment
qpi7688,AJSVULACHMZKBAEN,2.0,hwxcimvf,2806218.0,43.0,qpiikhkdd,Wgfjqmnbm,1.0,E,United States of America,,411.0,O,Little Rock,80228.0,,S,United Services Automobile
Xxi7689,fubtbkexiuaacw,4.0,xqkaxa,2826399.0,98.0,Xxidvapbmiihnxwvrjtpa,,,C,Canada,F,431.0,O,Santa Clarita,39672.0,3.0,U,Spartan Stores
axi7690,Lygmiirioggkj,4.0,cjeriaaeunmp,91147.0,84.0,axivutiixzrcuv,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,3.0,,United States of America,m,362.0,O,Chicago,225036.0,3.0,M,Moog
Wqd7691,Xtslyxwajneuihyndtpz,4.0,Mhhqranm,1036928.0,,Wqdkflcndhnjyuhgcfxg,raecjdlfwcwnaaeqeomxmuemrg,2.0,,Canada,M,532.0,R,Irving,224427.0,3.0,M,Century Aluminum
jur7692,Fmeifzrxyvgil,3.0,Ztrxdxr,2406965.0,18.0,jurwurbdctv,Deamomjpzxjzhfugk,5.0,g,United States of America,M,442.0,O,Ontario,123153.0,4.0,U,Hayes Lemmerz
NBX7693,Rugvrsjeadcummqftfmb,10.0,BVMLYNHCFOY,3588199.0,14.0,NBXNTB,Aktcqktdiehyacjhlqknwg,2.0,t,United States of America,,677.0,O,Stamford,,1.0,S,EOG Resources
Naf7694,RAVHHLPXNYMAOCOVOWXKHPS,8.0,RBVXNHWO,,22.0,Nafrhdvsijqnetunpamn,Xasjqyptachbyjrnjvfvznkcwdxmpo,4.0,,United States of America,f,565.0,O,Victoria,353487.0,2.0,M,Dresser-Rand Group
bzc7695,eaxqrdredlfrhooq,5.0,Wfmsguhdyyo,2896930.0,7.0,bzczehwxuk,,3.0,,United States of America,,365.0,R,Brownsville,145794.0,1.0,M,Sealed Air
Pmo7696,XLJLRWZ,5.0,Mcxklhj,312676.0,97.0,Pmonjmzccapetw,Nzckdxwdktbsqcaurk,3.0,,United States of America,F,406.0,O,Bellevue,142515.0,5.0,W,Blockbuster
goh7697,Wwqsseqcbmteqjub,3.0,Lypuhgeezbgp,16279.0,49.0,gohguacsokmccgcukkj,Svabwvthdbgivhnelxqvrhqvvgy,0.0,z,United States of America,F,774.0,,Baltimore,414775.0,5.0,U,Owens Corning
Jfb7698,Qdakvyntptkywsqpy,7.0,TRKCEX,1536113.0,25.0,Jfbfecnkszhhdsgyzus,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,2.0,I,United States of America,F,718.0,R,Cedar Rapids,125271.0,5.0,S,Robert Half International
Hao7699,Fhpdqgmswyxgqjhe,2.0,Kihzeilpneap,184474.0,99.0,Haoiwpsuiekdcpkhaax,Unyjafcdzuerth,4.0,,United States of America,,588.0,R,Huntington Beach,,,M,Wesco International
Dwo7700,Fyetnnttkqoewqijbggbvrkxdg,5.0,pylzfutqftt,2971869.0,44.0,Dwoipvancgnuouqstlrnfyewjt,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,1.0,O,Canada,e,764.0,O,Cedar Rapids,93761.0,5.0,M,Dana Holding
RJA7701,ktggcdbzntnxuxsiosyqegcesu,2.0,Bsclhehzobfm,2256728.0,96.0,RJAAYBXAISOJNRCY,EUDAFRRFNHWKIULGYBSUDTUTXASRTKSASSDSQBOCJDTTNFNSEYBVRIAH,2.0,,United States of America,f,,O,Los Angeles,397902.0,1.0,U,NBTY
Lph7702,Yzurhpzqfcwgkwsgrkjzithjnksa,8.0,Ieyjqvfhges,2127026.0,88.0,Lphgestktcospagvutfnojwku,chfifgrzddwjambrkaommoksjfzpnxvkvppcazeofdnrbmspungachheu,4.0,,United States of America,,657.0,O,Milwaukee,123538.0,3.0,M,Eastman Chemical
Rfk7703,Qijmex,,Zuttopn,3476485.0,33.0,Rfkzrip,Oclmxjrebkhucmocoldtnepglbejgjnqlikutugptmwrmrucuhztxxbwzwkoiqlsnwtekekkykjpkt,3.0,,United States of America,,769.0,U,Detroit,118013.0,2.0,M,Allergan
RFU7704,WDJNJGKCNRPTUNIQNNBBNN,7.0,EHXJIUER,908035.0,8.0,RFUPBVMNTACCXNNGVTWTU,Qmbltoafvggvsolvieqcbeydfsprubcikjiahxx,2.0,U,United States of America,,776.0,O,Nashua,45737.0,5.0,M,Global Partners
