prospect_AgencyID,prospect_NumberCreditCards,prospect_MiddleInitial,prospect_Phone,prospect_OwnOrRentFlag,prospect_NumberCars,prospect_AddressLine2,prospect_LastName,prospect_City,prospect_NetWorth,prospect_State,prospect_Income,prospect_NumberChildren,prospect_MaritalStatus,prospect_Age,prospect_CreditRating,prospect_Employer
Koh191,2.0,E,1-733-360-9116,R,5.0,,Kohalmi-hill,Denver,588945.0,Ontario,,4.0,W,90.0,461.0,Baker Hughes
AYL192,2.0,,1-591-402-8026,O,4.0,,AYLWIN,Fort Lauderdale,1962620.0,TN,337152.0,4.0,U,20.0,510.0,Newell Rubbermaid
CHO193,5.0,E,1-326-180-9322,O,,,CHOUHAN,Mesa,178193.0,VA,312074.0,2.0,W,58.0,805.0,Westlake Chemical
DIT194,7.0,G,1-784-796-6844,O,2.0,,DITKO,Cleveland,2102811.0,TX,68551.0,4.0,M,57.0,702.0,Jones Lang LaSalle
EMI195,3.0,,1-662-625-4671,O,4.0,,EMIG,Lewiston,2246854.0,MT,488800.0,1.0,W,43.0,368.0,Burger King Holdings
Ryd196,8.0,,1-627-590-4931,R,3.0,APT. 392,Ryder,Tallahassee,1312448.0,IL,431633.0,2.0,W,39.0,520.0,Hovnanian Enterprises
mei197,2.0,S,1-055-694-7984,O,0.0,,meisner,El Monte,295993.0,WY,72797.0,3.0,S,87.0,666.0,Medical Mutual of Ohio
Ceg198,9.0,,1-166-844-7429,O,0.0,,Cegelski,Sioux Falls,1220003.0,NC,260576.0,1.0,S,57.0,587.0,Lockheed Martin
hai199,4.0,Z,1-516-930-4640,O,4.0,,haigh,Columbia,2400476.0,ND,200096.0,5.0,U,58.0,643.0,Yum Brands
cle200,5.0,J,1-261-215-4290,R,,,clendening,San Francisco,2900897.0,GA,,4.0,,28.0,484.0,Wesco International
Cie201,3.0,W,1-681-572-7662,R,3.0,,Ciesielski,Santa Clara,3942140.0,VA,267656.0,1.0,U,95.0,,Volt Information Sciences
Par202,8.0,,1-288-967-5460,R,1.0,,Parypa,Greensboro,2118119.0,Prince Edward Island,35253.0,2.0,S,98.0,676.0,Western Union
LOZ203,4.0,K,1-315-022-2148,O,5.0,,LOZINSKI,Waco,338540.0,OR,113159.0,2.0,M,55.0,300.0,
Pas204,8.0,,1-707-402-6121,R,2.0,APT. 630,Pascal,Rochester,2617116.0,WI,297444.0,3.0,,14.0,,Lubrizol
Aul205,9.0,,1-186-893-7846,O,3.0,,Aula,Tampa,1459711.0,ID,52092.0,1.0,M,30.0,831.0,C.H. Robinson Worldwide
bar206,7.0,N,1-571-918-3795,O,3.0,,barnes,Paterson,1804959.0,MT,30249.0,1.0,M,90.0,609.0,Celgene
ELL207,2.0,,1-206-055-2128,O,2.0,,ELLIOTT,Fullerton,2957472.0,MD,483052.0,0.0,S,69.0,679.0,Leggett & Platt
for208,6.0,P,1-963-724-8044,O,4.0,suite 344,forslund,London,2919293.0,NY,287060.0,0.0,U,67.0,634.0,Fidelity National Information
Bur209,4.0,U,1-050-641-8503,O,1.0,,Burbidge,Newark,3610130.0,HI,274154.0,1.0,W,41.0,338.0,Arch Coal
FOL210,4.0,,1-020-258-1680,O,5.0,,FOLLMER,Buffalo,1209441.0,DE,379659.0,5.0,M,2.0,332.0,Affinia Group Intermediate
Led211,8.0,,,O,0.0,,Leder,El Paso,1058712.0,PA,,0.0,M,89.0,721.0,Kellogg
kop212,3.0,N,1-886-961-7857,O,4.0,,kopke,Toledo,1946028.0,IN,100796.0,1.0,,88.0,351.0,PerkinElmer
pay213,6.0,,1-999-799-7384,O,1.0,,paylor,Sterling Heights,1420984.0,MT,128277.0,1.0,M,90.0,564.0,Limited Brands
PAL214,9.0,,1-362-078-4138,O,1.0,,PALACEK,New Haven,213235.0,WY,147414.0,3.0,M,54.0,379.0,OfficeMax
fel215,8.0,,1-174-723-5263,O,1.0,,felton,Dallas,472425.0,FL,51559.0,2.0,S,53.0,727.0,J.B. Hunt Transport Services
ATW216,2.0,,1-898-789-3598,O,2.0,,ATWELL-BYRNE,Milwaukee,1160132.0,RI,355622.0,3.0,U,89.0,578.0,American Express
Mcb217,10.0,S,1-482-305-5399,O,5.0,,Mcbeth,Anaheim,2869995.0,CO,468116.0,1.0,W,31.0,642.0,Occidental Petroleum
Jal218,1.0,B,1-834-784-7657,O,1.0,apt. 3,Jalaie,Huntington Beach,3727044.0,SD,276728.0,0.0,M,1.0,,Shaw Group
vem219,,,1-864-555-5341,R,3.0,,vempati,Naperville,2293241.0,TX,135306.0,0.0,S,57.0,554.0,W.W. Grainger
BAR220,6.0,D,1-475-209-3369,U,1.0,,BARNICKEL,Iqaluit,2846515.0,VT,99566.0,0.0,U,10.0,733.0,IDT
PES221,10.0,U,1-459-456-1848,O,2.0,,PESOLD,Winnipeg,1619956.0,IN,263959.0,4.0,M,74.0,345.0,General Mills
Sha222,6.0,,1-802-797-1712,R,2.0,,Shaughnessy,St. Petersburg,2367607.0,UT,441498.0,0.0,M,28.0,644.0,RBS Global
Sch223,3.0,J,,U,3.0,,Schmeing,Waterbury,3795566.0,NV,429621.0,0.0,S,96.0,564.0,Realogy
Mat224,10.0,L,1-224-760-3774,O,1.0,,Materna,Lubbock,734762.0,TX,181214.0,3.0,M,42.0,465.0,ArvinMeritor
JAI225,8.0,,1-511-883-9082,O,,,JAIN,London,908994.0,OR,212502.0,4.0,D,64.0,652.0,Amkor Technology
KAR226,6.0,,,O,5.0,,KARNAZES,Des Moines,2561296.0,Ontario,244545.0,4.0,M,,714.0,Lear
gus227,10.0,,1-405-014-0029,R,5.0,APT. 587,gustafson,Madison,3181069.0,Saskatchewan,218681.0,4.0,M,49.0,383.0,Asbury Automotive Group
Ann228,7.0,K,1-076-073-0994,O,,,Annas,Scottsdale,2632226.0,MO,296916.0,5.0,,81.0,336.0,Limited Brands
lab229,9.0,R,1-690-040-0846,O,0.0,,labenek,Mount Pearl,,UT,453659.0,2.0,,57.0,626.0,Beazer Homes USA
fli230,0.0,M,1-211-707-3341,U,3.0,,flindall,Iqaluit,1151333.0,IL,194450.0,0.0,S,42.0,549.0,
sat231,0.0,,1-642-203-7899,O,5.0,,satkunaseelan,Moreno Valley,2763939.0,NM,49533.0,4.0,U,30.0,492.0,Acuity Brands
tho232,0.0,I,1-792-738-9524,O,2.0,,thornley,Naperville,370710.0,NC,394819.0,4.0,M,56.0,327.0,ABM Industries
CRI233,10.0,L,1-881-269-3949,O,3.0,,CRIPPS,Norfolk,1192164.0,AZ,342754.0,3.0,S,3.0,545.0,
Gas234,0.0,V,1-537-303-6219,O,1.0,,Gascon,Louisville,223487.0,CT,224435.0,0.0,M,53.0,571.0,Southwestern Energy
Cha235,7.0,,1-682-154-3638,O,0.0,,Chavers,Akron,2341143.0,VA,37717.0,2.0,W,67.0,423.0,Delta Air Lines
Net236,4.0,,1-512-708-0580,O,1.0,,Nettles,Whitehorse,1774784.0,NV,286483.0,0.0,,94.0,655.0,ITT
WOO237,0.0,,1-598-440-6359,O,0.0,,WOODROW,Salem,3951308.0,VA,185412.0,5.0,M,37.0,488.0,Health Management Associates
val238,6.0,,1-281-206-9270,,4.0,,valerien,Memphis,2756025.0,British Columbia,472518.0,,M,75.0,352.0,Western Union
Ber239,0.0,,1-442-133-8200,O,,,Berndt,Fayetteville,1833112.0,VA,425307.0,1.0,M,51.0,810.0,Family Insurance Group
lab240,8.0,F,1-607-062-8891,O,2.0,,labranche,Lansing,698884.0,TX,304909.0,2.0,D,74.0,686.0,Advance Auto Parts
VRE241,0.0,X,,R,0.0,,VREUGDENHIL,Atlanta,3287261.0,CO,231226.0,2.0,M,100.0,389.0,J.P. Morgan Chase & Co.
GOO242,,,1-141-622-5196,U,0.0,,GOODINSON,Gary,3337290.0,GA,219026.0,0.0,M,,761.0,Fidelity National Financial
cha243,4.0,S,1-500-101-2792,O,0.0,,chaput,Atlanta,2963197.0,NE,414993.0,1.0,D,28.0,589.0,Toro
TAM244,1.0,W,1-655-973-7192,O,0.0,,TAMARELLI,Dawson City,1487009.0,NC,24837.0,0.0,M,18.0,492.0,Mueller Water Products
CUM245,10.0,,1-972-039-2576,U,2.0,Suite 463,CUMPSTON,Mobile,3177428.0,OK,200645.0,5.0,D,77.0,442.0,Energy Future Holdings
SIM246,8.0,E,1-764-148-5233,O,4.0,,SIMONOVICH,Santa Clarita,1886280.0,MO,22605.0,3.0,S,14.0,649.0,Weis Markets
Est247,8.0,,1-399-618-9069,O,0.0,,Estes,Chicago,1853087.0,AR,,0.0,U,23.0,337.0,MasterCard
han248,8.0,P,1-628-481-6657,R,4.0,,haney,Nashua,195847.0,MT,389524.0,,D,1.0,572.0,Oracle
Pee249,0.0,Y,1-085-050-1119,U,4.0,,Peers,West Covina,3727580.0,Newfoundland,232945.0,3.0,M,58.0,666.0,Mutual of America Life
bli250,4.0,T,1-993-284-6634,O,2.0,,blidy,Mesa,2993662.0,OR,390626.0,3.0,D,98.0,567.0,JetBlue Airways
Lea251,5.0,,1-395-464-9156,O,5.0,,Leavell,El Paso,2886788.0,NM,286207.0,3.0,,76.0,574.0,Western Refining
Wil252,2.0,U,1-811-547-9696,,5.0,,Willhoff,Victoria,3672610.0,FL,391468.0,0.0,S,59.0,498.0,Western Refining
kom253,9.0,,,R,5.0,,komenda,Hayward,3245637.0,MS,171326.0,2.0,U,81.0,836.0,Bristol-Myers Squibb
Wel254,8.0,,1-648-501-2866,,2.0,,Welsford,Oshawa,959636.0,Saskatchewan,294972.0,3.0,M,31.0,759.0,AutoNation
Lac255,6.0,,1-332-974-4753,O,3.0,,Lacombe,Hamilton,1037702.0,NE,131039.0,5.0,S,1.0,563.0,Boeing
Hon256,8.0,,1-217-048-6379,U,1.0,,Honda,Oklahoma City,69141.0,TN,480287.0,5.0,S,28.0,313.0,Advanced Micro Devices
Con257,6.0,,,O,0.0,,Conley,Portland,2818725.0,OR,276404.0,4.0,M,36.0,771.0,Unitrin
han258,1.0,,1-246-119-5490,O,0.0,,handley,Macon,3153373.0,ID,435481.0,5.0,S,47.0,717.0,Liberty Media
WOJ259,2.0,,,O,4.0,,WOJTECKI,Yellow Knife,616608.0,WV,,4.0,D,77.0,355.0,Jarden
Ami260,10.0,P,1-347-479-6259,O,4.0,,Amini,Santa Rosa,1014586.0,MI,499891.0,4.0,U,91.0,383.0,Cincinnati Financial
Mo261,1.0,A,1-881-547-3819,O,5.0,,Mo,Fort Wayne,1679903.0,AL,394640.0,5.0,S,46.0,579.0,Steel Dynamics
BUR262,5.0,,1-155-847-4022,O,4.0,,BUREK,Inglewood,1062919.0,TN,359040.0,3.0,M,36.0,324.0,OGE Energy
Kos263,0.0,X,1-946-987-5835,R,5.0,,Kosten,London,3684297.0,Manitoba,429949.0,2.0,M,18.0,752.0,Hartford Financial Services
Bor264,2.0,,,O,5.0,,Borel,Waterbury,1805618.0,CO,333500.0,2.0,D,27.0,723.0,Penske Automotive Group
LAR265,1.0,K,,U,2.0,,LARCHE,Salem,1852935.0,OR,480399.0,,S,79.0,349.0,Amkor Technology
BOU266,4.0,,1-551-913-3853,O,2.0,,BOURDEAU,Dayton,1528702.0,CO,73398.0,5.0,W,72.0,643.0,Psychiatric Solutions
Pan267,0.0,,1-666-863-1257,O,3.0,,Panter,Frederick,178411.0,NC,,0.0,W,26.0,390.0,Calpine
Wal268,7.0,,1-938-871-9739,O,4.0,,Walbridge,Thousand Oaks,2245432.0,Alberta,446105.0,4.0,U,31.0,801.0,Saks
Mue269,2.0,,1-333-561-7008,O,0.0,,Muehle,Escondido,3058077.0,VT,128126.0,4.0,S,2.0,741.0,BE Aerospace
Zub270,8.0,,1-514-023-2587,O,2.0,Apt. 986,Zubans,Independence,723251.0,VT,371101.0,1.0,D,81.0,821.0,Exterran Holdings
Sei271,5.0,D,1-027-811-2670,O,3.0,,Seidman,Corpus Christi,3755553.0,SC,263066.0,,M,69.0,830.0,Penn National Gaming
Cav272,,,1-475-590-2337,R,0.0,,Cavasin,Santa Rosa,757755.0,SD,,1.0,M,69.0,441.0,PetSmart
Har273,2.0,,1-214-794-0930,R,3.0,,Hartell,Burlington,3610784.0,New Brunswick,453776.0,1.0,D,80.0,484.0,First Data
Nau274,8.0,R,1-988-429-0103,O,4.0,,Naugle,Overland Park,2994154.0,Manitoba,494609.0,5.0,,14.0,653.0,Liz Claiborne
Ste275,7.0,,1-143-517-2347,R,0.0,,Stegman,Huntsville,612241.0,NJ,233618.0,2.0,D,39.0,727.0,Alcoa
Cho276,0.0,D,1-709-720-3248,O,1.0,,Choo-kang,Berkeley,1352198.0,TX,,,U,0.0,535.0,Perini
Lux277,9.0,R,1-314-831-7578,R,5.0,,Luxford,Casper,2534935.0,MD,154521.0,4.0,W,59.0,320.0,Hudson City Bancorp
Far278,1.0,,1-342-101-7385,O,4.0,,Farnsworth,Toledo,3189762.0,WV,438162.0,4.0,W,60.0,775.0,Sigma-Aldrich
Shi279,,,1-419-495-9429,O,3.0,,Shinjo,Cheyenne,447872.0,OH,352602.0,4.0,M,4.0,606.0,Plains Exploration
Pip280,5.0,P,1-992-551-4676,O,4.0,,Piperni,Fresno,3207012.0,NH,194788.0,2.0,S,74.0,,W.R. Berkley
Sug281,6.0,,1-183-910-2398,O,0.0,,Sugarman,Sacramento,303926.0,IL,437119.0,1.0,W,66.0,685.0,Cooper-Standard Holdings
Kum282,5.0,F,1-114-136-8583,O,0.0,,Kumamoto,Fargo,3685802.0,SD,66431.0,5.0,M,36.0,770.0,Ryder System
LOR283,4.0,L,1-985-895-6709,O,4.0,,LORENZO,Rapid City,3180558.0,DC,380368.0,4.0,M,55.0,694.0,Merck
KUR284,4.0,,1-864-279-4768,O,1.0,Apt. 247,KURIAN,Raleigh,,MO,7377.0,3.0,D,57.0,530.0,Chubb
ser285,1.0,D,1-744-443-0610,O,5.0,,serbin,Oshawa,3507884.0,NJ,87533.0,0.0,S,76.0,609.0,Cummins
Ado286,3.0,N,1-710-698-6175,O,2.0,,Adolfie,Yellow Knife,2230968.0,SD,76061.0,4.0,M,63.0,619.0,Advance Auto Parts
Bol287,7.0,M,1-473-272-4862,O,4.0,,Bolgos,Casper,814197.0,AK,486482.0,3.0,M,76.0,821.0,Airgas
sav288,6.0,,1-767-745-4346,O,4.0,,savanh,Oshawa,2254862.0,Newfoundland,436307.0,,M,22.0,553.0,Mattel
Mar289,,F,1-072-333-8934,O,,,Marco,Bismarck,91935.0,PA,420621.0,0.0,D,,529.0,Rite Aid
Bar290,4.0,K,,O,1.0,,Bartush,Calgary,1818938.0,NJ,187944.0,1.0,W,7.0,507.0,Forest Laboratories
Woo291,8.0,N,1-113-957-9923,O,0.0,,Woodhall,Ontario,177543.0,NJ,146651.0,2.0,S,4.0,726.0,Pioneer Natural Resources
Bir292,8.0,,1-270-496-9696,O,2.0,,Biray,San Diego,3078579.0,IL,118757.0,1.0,,39.0,684.0,H&R Block
Lav293,4.0,A,1-151-106-1324,O,1.0,,Lavelle,Yellow Knife,1222308.0,Ontario,467906.0,1.0,U,84.0,,Colgate-Palmolive
Mcm294,7.0,,1-130-325-1266,O,0.0,,Mcmichael,Palmdale,3341105.0,MI,89920.0,0.0,S,26.0,314.0,CBS
Pau295,4.0,,1-102-293-7755,O,,,Paulhus,Stockton,3128005.0,TN,43770.0,1.0,S,72.0,,Cytec Industries
Lea296,9.0,F,1-177-880-1774,U,2.0,Suite 130,Leathers,Cincinnati,,MD,435272.0,4.0,W,20.0,645.0,Calumet Specialty Products
Seh297,8.0,A,1-042-914-3849,R,3.0,,Sehgal,Winnipeg,,CO,464094.0,1.0,U,100.0,713.0,Popular
hit298,9.0,,1-074-076-1898,O,0.0,,hitchcock,Omaha,594723.0,NC,474686.0,3.0,U,83.0,357.0,Patterson-UTI Energy
GAS299,5.0,,1-217-087-5277,U,1.0,,GASS,Iqaluit,787771.0,Manitoba,106730.0,,D,45.0,649.0,Viacom
hue300,0.0,E,1-377-905-7875,,1.0,apt. 35,huether,West Covina,148371.0,OR,97186.0,1.0,M,56.0,835.0,Calumet Specialty Products
Kle301,0.0,,1-205-909-8362,O,4.0,,Kletchko,Overland Park,2760822.0,UT,161132.0,1.0,M,65.0,,AMR
Win302,1.0,V,1-752-780-8339,R,2.0,,Winsborrow,Brownsville,2240874.0,IL,393718.0,,M,96.0,629.0,Olin
Mar303,1.0,M,,O,3.0,,Marcheck,Sioux Falls,3676798.0,CA,31765.0,2.0,U,40.0,587.0,Bon-Ton Stores
SWA304,8.0,,1-147-089-1963,R,0.0,Suite 113,SWANSTON,Jacksonville,1137557.0,ID,411526.0,3.0,M,51.0,786.0,Werner Enterprises
Joy305,10.0,,1-956-899-9979,O,4.0,,Joyner,Erie,978089.0,LA,316374.0,3.0,M,85.0,415.0,PepsiCo
mcr306,5.0,,1-149-281-5678,O,5.0,suite 308,mcrann,Saskatoon,3268379.0,WV,233970.0,4.0,S,11.0,791.0,American Electric Power
Pre307,0.0,X,1-880-678-6428,R,3.0,,Presley,St. Petersburg,2476914.0,MN,185988.0,5.0,M,100.0,413.0,Community Health Systems
HIN308,7.0,,1-589-765-3895,O,2.0,,HINDLE,Toronto,,Quebec,443246.0,5.0,M,51.0,428.0,IAC/InterActiveCorp
Sel309,10.0,,1-413-343-2912,O,1.0,,Seliske,Spokane,3405002.0,Quebec,474421.0,1.0,W,,810.0,Jack in the Box
Wea310,2.0,,1-312-593-5173,U,2.0,,Weathersbee,Long Beach,1958810.0,MD,256222.0,0.0,U,39.0,324.0,U.S. Bancorp
TOM311,6.0,C,1-805-115-9823,O,4.0,,TOMLIN,Fort Worth,1941022.0,UT,396342.0,1.0,,47.0,587.0,PharMerica
Ens312,1.0,,1-956-260-8837,,0.0,,Enstone,Orlando,1309748.0,RI,4870.0,1.0,,,700.0,AGL Resources
Ger313,,P,1-451-999-0585,O,2.0,,Gerlt,Lakewood,3632370.0,MA,379475.0,3.0,S,66.0,734.0,Arkansas Best
Bat314,0.0,,,,4.0,,Battiston,Huntington,2475001.0,MN,422366.0,2.0,S,83.0,651.0,BorgWarner
LON315,,N,1-359-607-4329,R,4.0,,LONSDALE,Hampton,2075664.0,TX,67927.0,4.0,W,49.0,555.0,Pride International
Tun316,1.0,F,1-363-394-6166,R,4.0,,Tunali,Oceanside,1250329.0,WI,363160.0,2.0,M,,614.0,DaVita
eis317,8.0,,1-015-803-2474,O,4.0,,eisen,Winston-Salem,212451.0,New Brunswick,419888.0,2.0,M,73.0,794.0,Xerox
Vuc318,8.0,C,1-362-478-2862,U,1.0,,Vucinich,Norfolk,3049747.0,ID,229870.0,5.0,D,86.0,482.0,Republic Services
bea319,2.0,,1-558-480-1200,O,0.0,Apt. 453,beals,Birmingham,2417447.0,British Columbia,158840.0,5.0,U,48.0,591.0,Cephalon
Fer320,8.0,W,1-703-636-9996,O,1.0,,Fergusson,Philadelphia,2612998.0,NV,430061.0,0.0,U,,566.0,
Soo321,6.0,,1-154-086-1903,O,0.0,,Sood,Boise,734375.0,MN,194526.0,,M,37.0,381.0,National Fuel Gas
Bir322,7.0,,1-547-387-1078,O,0.0,,Birkwood,Fullerton,3717995.0,IL,424188.0,2.0,D,68.0,374.0,Target
Ver323,,Q,1-748-212-2340,O,0.0,,Verhotz,Regina,956825.0,Manitoba,470701.0,0.0,U,,328.0,Expedia
De 324,8.0,C,1-846-315-1764,O,1.0,,De souza,Sandy,,Alberta,404911.0,,S,66.0,807.0,Hudson City Bancorp
Bla325,1.0,,1-179-983-1576,O,3.0,,Blackburn,Mesa,2390111.0,TN,,4.0,S,14.0,311.0,PharMerica
Hur326,5.0,U,1-073-769-1833,O,5.0,,Hurd,Provo,3576639.0,ME,436285.0,3.0,S,69.0,647.0,Men's Wearhouse
ray327,,,1-353-395-2825,O,0.0,,rayner,Kitchener,339669.0,GA,391695.0,4.0,,35.0,622.0,Williams
nix328,7.0,,1-771-657-6355,R,3.0,,nixon,Idaho Falls,2731417.0,AK,479851.0,0.0,U,78.0,570.0,SPX
zag329,8.0,K,1-942-527-3307,R,4.0,,zagorski,Allentown,2179616.0,CT,409873.0,5.0,S,33.0,840.0,BE Aerospace
Roi330,2.0,,,O,0.0,,Roithmaier,Waterbury,,WI,245133.0,4.0,M,77.0,389.0,Wells Fargo
Hog331,2.0,T,1-205-874-4529,,,,Hogue,Raleigh,2950835.0,MO,181694.0,5.0,M,94.0,467.0,
Mar332,8.0,,,O,2.0,Apt. 345,Marconi,Baton Rouge,1515524.0,MS,106385.0,2.0,S,19.0,793.0,Lincoln National
Col333,3.0,W,1-831-988-7672,O,4.0,APT. 492,Colantonio,Oshawa,2007473.0,NY,488485.0,2.0,,50.0,749.0,Targa Resources
neg334,8.0,T,1-079-481-2220,O,3.0,,negandhi,Carrollton,1757951.0,MI,90218.0,2.0,D,65.0,789.0,Spherion
Wil335,8.0,J,1-853-953-1134,O,2.0,,Wildeman,Columbus,1980948.0,MD,308552.0,1.0,,29.0,768.0,Family Insurance Group
Gos336,6.0,,1-471-099-6976,O,5.0,,Goszczynski,Cedar Rapids,1630998.0,SD,380031.0,5.0,U,37.0,625.0,Adobe Systems
Ntp337,0.0,,1-235-350-8301,O,2.0,,Ntprel,Yonkers,463905.0,Prince Edward Island,348345.0,5.0,M,56.0,751.0,Blockbuster
mil338,3.0,A,1-020-844-6258,O,1.0,,milway,Flint,352542.0,TN,406014.0,4.0,S,,460.0,Radian Group
TEL339,8.0,,1-101-164-5047,R,,,TELKE,Kitchener,3243615.0,ID,55811.0,4.0,U,46.0,812.0,M&F Worldwide
RIV340,0.0,,1-424-458-1913,O,4.0,,RIVERS,Grand Prairie,156383.0,MO,456536.0,4.0,M,28.0,532.0,MeadWestvaco
hol341,8.0,M,1-071-151-3531,R,4.0,,hollen,Alexandria,3366650.0,Ontario,42908.0,1.0,U,31.0,509.0,RadioShack
Fry342,0.0,,1-548-500-5378,R,5.0,,Fryar,Overland Park,3762007.0,UT,319596.0,4.0,U,55.0,461.0,Abbott Laboratories
Esc343,2.0,D,1-780-269-2599,O,2.0,,Esch,Columbia,2915479.0,CT,146636.0,,S,26.0,,Phoenix
LID344,4.0,,1-503-223-2295,,5.0,,LIDDLE,Fort Smith,518175.0,CA,282004.0,2.0,M,93.0,332.0,Medical Mutual of Ohio
BAY345,1.0,H,1-036-637-5684,R,5.0,,BAYERKOHLER,Kitchener,3240188.0,IN,339377.0,4.0,M,14.0,371.0,National Oilwell Varco
SED346,8.0,,1-117-775-7922,O,1.0,Apt. 449,SEDDIGH,Lowell,492570.0,NE,391590.0,1.0,U,30.0,546.0,Cincinnati Financial
SHU347,6.0,,1-420-197-0842,U,3.0,,SHUKOR,Fairbanks,3189432.0,VT,319668.0,1.0,M,18.0,754.0,Ecolab
hin348,2.0,,1-057-255-5641,O,4.0,,hinsdale,St. Catharines,1862636.0,HI,251066.0,,U,69.0,516.0,Baldor Electric
Luw349,1.0,,1-864-198-2367,O,1.0,Apt. 954,Luwemba,San Buenaventura,1891784.0,WA,122433.0,1.0,W,60.0,737.0,Smithfield Foods
PCB350,1.0,,1-089-865-4449,O,4.0,,PCBOARDS,San Diego,2999683.0,Saskatchewan,229086.0,2.0,D,77.0,404.0,Hormel Foods
BEZ351,0.0,,1-848-728-0817,O,4.0,,BEZANSON,Syracuse,1482145.0,SC,387138.0,2.0,M,,583.0,Patterson
Buc352,8.0,E,1-816-138-9438,O,5.0,,Buckingham,Charlotte,2237352.0,OK,192643.0,3.0,U,62.0,461.0,Anadarko Petroleum
RAM353,2.0,,1-036-611-5081,O,5.0,,RAMPAUL,Winnipeg,2903967.0,NJ,301108.0,3.0,M,96.0,343.0,Michael Foods
THR354,0.0,,1-841-019-7366,O,3.0,,THREADER,Pembroke Pines,2208391.0,KY,448626.0,0.0,W,45.0,431.0,International Game Technology
RAU355,10.0,L,1-285-189-5251,R,1.0,,RAUD,Plano,1052954.0,ME,432792.0,4.0,M,65.0,319.0,Western Digital
Gol356,0.0,,1-632-062-4993,O,5.0,,Goldberg,Fort Wayne,3751568.0,WY,499596.0,2.0,M,12.0,504.0,Sonoco Products
Upd357,6.0,M,1-614-232-0003,O,4.0,,Updt,San Buenaventura,1980882.0,MO,30189.0,4.0,M,71.0,611.0,Verizon Communications
MOR358,2.0,R,1-035-288-5444,O,4.0,,MORIARTY,Mount Pearl,579641.0,AK,111428.0,2.0,,38.0,359.0,Securian Financial Group
SHA359,2.0,F,1-477-970-4729,O,5.0,,SHAFIK,Sandy,3476510.0,CT,146638.0,2.0,W,7.0,398.0,Electronic Arts
Cla360,4.0,S,1-092-479-3305,O,3.0,,Claxton,Henderson,505464.0,SD,40323.0,4.0,M,30.0,,LandAmerica Financial Group
LIC361,0.0,V,1-618-745-5747,O,0.0,,LICERIO,Mobile,2494978.0,IA,461807.0,0.0,,58.0,537.0,C.H. Robinson Worldwide
PEL362,1.0,,1-363-472-9200,O,5.0,Suite 471,PELKIE,Hilo,1609289.0,UT,184868.0,5.0,U,8.0,743.0,Alaska Air Group
Ash363,8.0,K,1-430-155-3830,O,5.0,,Ashraf,Virginia Beach,,Newfoundland,125814.0,3.0,M,18.0,432.0,Buildings Materials Corp.
DYN364,10.0,,1-637-251-1599,R,2.0,,DYNIE,Fullerton,1681770.0,ID,267270.0,3.0,S,83.0,614.0,Interactive Brokers Group
Lar365,6.0,,1-392-994-6165,O,0.0,,Larmour,Lancaster,,MI,408878.0,1.0,M,50.0,704.0,Rockwell Automation
ENG366,0.0,,1-351-837-0111,R,2.0,,ENGINEERING,Durham,2933990.0,CA,418717.0,3.0,M,88.0,604.0,Pantry
Har368,5.0,,1-352-607-5329,R,0.0,,Haroutounian,Fort Wayne,2112951.0,MD,345984.0,2.0,U,60.0,556.0,Werner Enterprises
Hey369,1.0,J,1-227-269-1037,O,2.0,,Heydon,Seattle,3418282.0,KS,171271.0,5.0,U,52.0,344.0,Cisco Systems
leh370,6.0,C,1-208-109-2479,O,0.0,,lehrbaum,Vancouver,2898609.0,WI,448397.0,3.0,W,48.0,388.0,Lockheed Martin
Co-371,8.0,V,1-265-022-0496,O,4.0,apt. 926,Co-op,Tucson,1765032.0,NC,359271.0,,U,40.0,416.0,SanDisk
Elt372,6.0,,1-220-323-3039,O,2.0,,Elting,Oxnard,3176317.0,TN,322068.0,2.0,M,69.0,709.0,News Corp.
Alv373,5.0,I,1-055-237-4260,O,2.0,,Alvaro,Corona,461490.0,IL,76346.0,,M,42.0,426.0,Markel
YOK374,2.0,H,1-285-900-2874,R,0.0,,YOKELEY,Sacramento,3164372.0,OR,469442.0,1.0,M,39.0,665.0,Silgan Holdings
ZIN375,3.0,,1-562-501-9401,O,2.0,,ZINGELER,Escondido,1294197.0,DC,167918.0,0.0,M,19.0,547.0,SPX
zim376,,K,1-572-985-7236,O,0.0,,zimmermann,Chicago,661877.0,Saskatchewan,104354.0,4.0,U,10.0,558.0,L-3 Communications
laf377,9.0,X,1-378-748-1930,O,4.0,,lafargue,Frederick,2709193.0,KS,467285.0,4.0,M,47.0,511.0,Thermo Fisher Scientific
POP378,7.0,Q,1-525-579-7508,R,1.0,,POPOVICS,Thousand Oaks,1744304.0,British Columbia,,,S,83.0,504.0,Kimberly-Clark
men379,6.0,V,1-901-469-7568,O,5.0,,menashian,Mobile,1670195.0,MI,72940.0,2.0,S,,693.0,Church & Dwight
TUR380,0.0,,,O,5.0,,TURCOTTE,Pomona,1443342.0,CT,150336.0,4.0,M,42.0,454.0,Vanguard Health Systems
fee381,10.0,H,1-260-434-2400,O,0.0,,feeley,Little Rock,681302.0,IA,81333.0,4.0,D,2.0,372.0,Embarq
ter382,9.0,,1-304-461-8478,O,0.0,,terranella,Hilo,3406439.0,NH,117399.0,3.0,S,67.0,568.0,AMC Entertainment
