prospect_AgeID,prospect_Em,prospect_AddLi2,prospect_Ag,prospect_In,prospect_LaN,prospect_OwOReFl,prospect_Ph,prospect_MidIn,prospect_MariSt,prospect_Co,prospect_NuCa,prospect_AdLi1,prospect_NuCh,prospect_CreRat,prospect_Ci,prospect_St,prospect_NuCreCa,prospect_NWor
pfz7588,State Farm Insurance Cos.,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,56.0,,pfzjoarqopfjtzjalxxxeq,,1-622-866-0937,e,M,United States of America,1.0,uiaoi,1.0,345.0,Montpelier,Saskatchewan,10.0,3428495.0
hlx7589,Humana,REHWDWEP,33.0,187282.0,hlxshqpvshstjerwclb,O,1-040-217-2014,,M,United States of America,2.0,Wwonzdtvwkn,0.0,402.0,Mesa,VA,10.0,1827180.0
nyb7590,News Corp.,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,96.0,,nybiaaw,O,1-101-684-2373,,M,United States of America,2.0,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,0.0,579.0,New Haven,ND,3.0,2070007.0
Ltt7591,Torchmark,DIMPFMEBDNHBCT,35.0,,Lttvvpjjavydrmbt,O,1-386-426-5849,O,,United States of America,2.0,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,0.0,569.0,Indianapolis,ND,2.0,
gsz7592,Rock-Tenn,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,40.0,306946.0,gszunimggpyfjzmivbwizzftuen,O,1-598-816-0126,,W,United States of America,0.0,cezvfwtftwlwfrgrpxtuejvrgucexe,4.0,745.0,Stockton,MS,9.0,3596263.0
Kwp7593,AGCO,DVYTEPWCABNSGPTLJEMPQLTEWM,10.0,99663.0,Kwpztgkknktyvdks,U,1-770-379-7700,,D,,0.0,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,,320.0,Louisville,WY,1.0,3719999.0
AGM7594,,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,59.0,482013.0,AGMCLBCUEPVBRKDKWAGBCFOLYET,R,,D,M,United States of America,2.0,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,4.0,591.0,Atlanta,MA,4.0,3058439.0
Ocn7595,United Stationers,,70.0,180476.0,Ocnds,U,1-628-245-6238,u,M,United States of America,1.0,Ctgihaqlm,0.0,,Milwaukee,AK,10.0,2592932.0
Cmw7596,McCormick,qlgnszfowrbrkuurrmjrfnfaeulhneecv,69.0,285682.0,Cmweamsabhudajyhpsohkpzcy,,1-813-787-2611,,M,United States of America,4.0,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,5.0,417.0,Fort Smith,PA,5.0,1471273.0
Dit7597,National Life Group,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,96.0,455032.0,Ditjvpiidkjkvxssfnctzcczb,R,1-362-897-1162,V,M,United States of America,0.0,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,5.0,338.0,Knoxville,MA,8.0,
Rmm7598,Hasbro,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,9.0,356141.0,Rmmasnivkq,O,1-952-919-4878,S,S,United States of America,3.0,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,,340.0,Idaho Falls,DC,9.0,2410816.0
ekj7599,Tupperware Brands,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,39.0,165667.0,ekjvgcmzgobzeerrpfgefwvxlvfcua,U,1-145-214-8009,,U,Canada,3.0,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,3.0,738.0,Jacksonville,RI,5.0,1059543.0
wcq7600,Covance,MIMWGPPF,31.0,459767.0,wcqqbslcxugdqpbzbmbqvlahw,O,1-328-944-9786,A,S,United States of America,0.0,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,2.0,597.0,Stockton,MA,7.0,379282.0
Klc7601,Interactive Brokers Group,Xpannac,64.0,106459.0,Klcanpomjmuwosnasroukafsxtufz,R,1-899-864-9421,,M,United States of America,2.0,RSSNUTWWLOKIHRRTPEAFTLBF,2.0,603.0,Thousand Oaks,Alberta,4.0,3271265.0
Jrd7602,SkyWest,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,38.0,51021.0,Jrdmn,U,1-877-997-8896,,D,,,Sachwqwddeyfxvagihsjxtcsibaejb,1.0,662.0,Nashua,AR,5.0,1530364.0
GDQ7603,Best Buy,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,47.0,494931.0,GDQESTOSFCKVLPZEQPNFIKQLTXB,R,1-750-900-0823,,W,United States of America,2.0,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,4.0,838.0,Tallahassee,VA,0.0,3731860.0
fnm7604,Sears Holdings,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,,429859.0,fnmqzceohwapysohiuofkhjpwzgv,O,,,M,United States of America,5.0,Sbutxmtwkb,2.0,791.0,Brownsville,OR,9.0,2488858.0
Ymu7605,Frontier Oil,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,76.0,,Ymuvinagbzdhiwglzfacood,O,1-347-704-7823,e,S,Canada,1.0,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,4.0,692.0,Charlotte,ID,7.0,2301347.0
Pxj7606,Automatic Data Processing,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,60.0,464086.0,Pxjmfwpwm,O,1-228-976-2888,R,W,,0.0,mnkidgiyajigobghpnkdvauwiubpjb,3.0,673.0,Oakland,IA,8.0,1736571.0
Rsd7607,,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,73.0,207651.0,Rsdlvo,O,,M,U,Canada,3.0,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,,331.0,Fort Wayne,TN,7.0,2399483.0
Qqh7608,Comerica,BPPKDY,37.0,260418.0,Qqhwdyopkfs,O,1-760-429-1328,,U,United States of America,4.0,Fmrydeogisvvtrpsfonolelpnqcbkrr,,744.0,Chula Vista,Nova Scotia,2.0,2982744.0
udq7609,Baldor Electric,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,50.0,,udqexswxytatsvxw,U,1-253-879-8833,Q,M,United States of America,5.0,Xhggtfwyslxvgeiuzjfxewcsweefq,1.0,446.0,Peoria,Ontario,6.0,1611011.0
Ghl7610,Commercial Metals,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,0.0,316963.0,Ghlflxgkavpsqvkpun,O,1-401-256-3483,M,M,Canada,0.0,,4.0,,Lexington,MD,0.0,2999167.0
mtk7611,,Xuqmcmxaigbk,,84046.0,mtkfmxripistepftjaxfosviokgqsf,O,1-175-910-8245,,W,Canada,5.0,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,,Salem,AR,,
QIY7612,Molina Healthcare,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,,368990.0,QIYQRALNIIONMKDZB,O,1-565-191-3419,,M,United States of America,0.0,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,3.0,723.0,San Jose,Saskatchewan,9.0,3307491.0
Ohz7613,Plains All American Pipeline,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,81.0,124382.0,Ohzpaqjtc,O,1-921-688-5401,,S,Canada,2.0,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,0.0,348.0,Kansas City,OH,2.0,2057260.0
djg7614,Agilent Technologies,EECYCMJAJGNQBRSKW,52.0,9263.0,djgtucxplpftr,O,1-925-155-0170,,M,United States of America,2.0,Gvdteormavfflajkedaclod,0.0,666.0,Windsor,VA,,53179.0
Iad7615,AutoZone,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,68.0,334181.0,Iaduje,U,1-185-691-2951,,M,United States of America,2.0,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,4.0,,Chicago,ID,3.0,690086.0
EMG7616,,hgandkyzsnb,,314001.0,EMGQKGEOTCGAFGDZVTRUAVGZYPM,R,1-067-518-3854,H,M,United States of America,0.0,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,1.0,844.0,Evansville,WI,8.0,2025465.0
Hjn7617,Universal Health Services,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,36.0,168309.0,Hjnljezrxojeaoustvawackahexa,O,1-188-554-1671,,M,Canada,1.0,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,4.0,766.0,Honolulu,MS,8.0,695307.0
CYP7618,Time Warner,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,31.0,322765.0,CYPTBBGPWKKKFNOUHJ,O,1-168-215-2223,D,M,United States of America,2.0,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,4.0,521.0,Cleveland,OK,10.0,3238398.0
KPN7619,Sealed Air,QTWXYHMLBYQ,55.0,311253.0,KPNRNVLRFUTOWOERTCSIRQZ,O,1-228-022-3056,h,W,United States of America,1.0,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,5.0,306.0,Livonia,GA,7.0,1213578.0
Vbi7620,Sprint Nextel,SDEAIMDWRSKXTFCPHWF,66.0,140296.0,Vbimifwtrtvb,R,1-926-766-1124,x,W,United States of America,5.0,Blsmawjjdmdamrhqyqgzmbkfa,5.0,411.0,Little Rock,TN,9.0,103708.0
ehb7621,,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,22.0,439984.0,ehbcbdctlcspuvwbqveohanmkolbw,O,1-538-797-1948,,M,United States of America,1.0,Stofpzwyhkpmuq,5.0,,Halifax,SC,3.0,1086081.0
TMQ7622,Quiksilver,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,51.0,454011.0,TMQACIIUMYYZHYX,O,1-627-234-0841,C,U,United States of America,5.0,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,0.0,702.0,Peoria,AR,8.0,1349626.0
Lsb7623,Valspar,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,26.0,191541.0,Lsbutxufufshmkqnscnhx,R,1-876-492-0782,y,S,United States of America,1.0,,5.0,842.0,San Jose,MT,1.0,1083092.0
Dpz7624,Timken,Lhwkvadxwcjobcggyuighvqlcm,100.0,,Dpzpfctp,R,1-436-946-7319,u,U,United States of America,2.0,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,1.0,528.0,Charlotte,WY,0.0,1662799.0
Zuj7625,,,13.0,,Zujmcfzznpfohsdp,R,1-281-780-2897,,W,United States of America,3.0,cnckvldjedzgdqhy,3.0,300.0,Hilo,WY,5.0,3548540.0
Jqk7626,Occidental Petroleum,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,11.0,269215.0,Jqkozdva,O,1-421-286-4139,,S,United States of America,2.0,,1.0,752.0,Yonkers,WV,7.0,881414.0
ijb7627,,Alukohji,62.0,193126.0,ijbcvbgglqupyentiqncsnswyygl,O,1-908-354-2709,,M,Canada,0.0,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,4.0,303.0,Modesto,CA,0.0,1712200.0
NMO7628,Massey Energy,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,13.0,462618.0,NMOXMHMVUDGY,O,1-466-560-2530,U,M,United States of America,3.0,qehomraquwxrkb,5.0,418.0,Louisville,Alberta,10.0,847446.0
Tef7629,Weyerhaeuser,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,23.0,212026.0,Tefewe,O,1-578-686-8082,,W,United States of America,3.0,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,3.0,667.0,Eugene,New Brunswick,4.0,344294.0
Sdj7630,National Fuel Gas,Kxxipkohacffav,51.0,371024.0,Sdjhq,U,1-166-077-1436,Z,D,United States of America,1.0,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,4.0,441.0,Buffalo,British Columbia,7.0,1534879.0
Pbr7631,Pep Boys,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,2.0,235810.0,Pbrfgfdwedgrmifitr,O,1-535-320-1881,,U,United States of America,3.0,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,2.0,471.0,Santa Fe,DE,0.0,3897101.0
Ice7632,Neiman Marcus,onxyyslcmbyxpfjuykowqpwqi,,347270.0,Icejebxweavlnddpjz,O,1-633-495-6478,,W,United States of America,2.0,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,,701.0,Springfield,CT,9.0,3064442.0
ZWG7633,BlackRock,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,82.0,399212.0,ZWGIV,R,1-398-680-0278,,D,United States of America,5.0,TAIWTM,2.0,323.0,Anchorage,Quebec,1.0,2016524.0
Evw7634,McGraw-Hill,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,94.0,439561.0,Evwthrqmqfpsbpdqojtqzpjmpoea,O,1-185-976-7770,,M,United States of America,4.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,5.0,846.0,Winnipeg,NJ,10.0,37745.0
Lhl7635,Family Dollar Stores,Krdmgygwnziumjdtybwyw,16.0,29980.0,Lhlatzfku,O,1-490-238-8219,c,M,United States of America,3.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,4.0,850.0,Waco,MN,8.0,503752.0
LYB7636,Teleflex,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,43.0,28693.0,LYBUGCXZYJSERVQKQJKNIIW,U,1-891-741-2112,N,M,United States of America,2.0,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,5.0,,Stockton,NE,,2115180.0
Ijb7637,,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,76.0,106794.0,Ijbmwiomutrflaupolplmfjsqh,O,1-849-918-0984,x,M,Canada,1.0,Phqspowfoiqmszxy,2.0,564.0,Boston,VA,3.0,839222.0
Zhf7638,Imation,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,0.0,340598.0,Zhftulgpedd,O,1-426-168-3142,,S,United States of America,3.0,XDPEFDQIMFNMCO,5.0,558.0,Memphis,PA,4.0,1851334.0
PYU7639,PPL,Bfntmkesgyjkjrgttbtdncoumqhmnxy,33.0,490597.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,O,1-757-910-8931,r,U,United States of America,1.0,FSSAAXLAMAPBOMTNUFG,,417.0,Sydney,WV,0.0,1348251.0
Iku7640,Smithfield Foods,,62.0,499685.0,Ikufiibsvk,O,1-468-325-0119,F,U,Canada,2.0,AKWOIATLDDKU,2.0,487.0,Shreveport,WY,6.0,2722392.0
HBZ7641,Macy's,Bnbfbxvqxtngv,8.0,62285.0,HBZACUNNIOTFKFSTCILLC,O,1-383-310-7894,,M,United States of America,2.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,0.0,639.0,Modesto,MN,9.0,1785161.0
Pco7642,Torchmark,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,4.0,320885.0,Pcofbhaqeemibnkjtsoxmdibmpquo,O,1-353-727-2029,,U,United States of America,5.0,VANVGDDSYEK,5.0,625.0,Hull,VT,3.0,2823578.0
Ybv7643,Herman Miller,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,39.0,184669.0,Ybvjle,O,1-028-849-5461,,D,United States of America,5.0,TVTDULLNHUZPDNEEKSXEGPXDNE,3.0,,Yonkers,WV,1.0,2123972.0
Rim7644,Kindred Healthcare,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,90.0,126989.0,Rimdakhncfjlrbor,R,1-480-785-4021,F,S,United States of America,0.0,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,0.0,,Atlanta,IN,3.0,112782.0
gnf7645,Arch Coal,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,7.0,48144.0,gnfkwjxmvkbeh,,1-443-132-4138,,M,Canada,1.0,HWAWSSEUGGKEXQDESYXFHWZ,4.0,460.0,Hayward,MS,3.0,248311.0
Wxp7646,Whirlpool,Mbxglsrssswfglfkjrjmedkyvtchipxrc,95.0,377787.0,Wxphiul,O,1-143-020-1234,C,,United States of America,5.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,4.0,793.0,Savannah,CO,8.0,3719851.0
Dxh7647,Arrow Electronics,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,59.0,323782.0,Dxhuevhfuceqmpoolmuhflp,O,1-475-304-3486,N,U,Canada,5.0,,5.0,821.0,Fullerton,PA,8.0,1920385.0
Aqo7648,Rock-Tenn,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,13.0,31880.0,Aqopbqsxqxjj,O,1-677-882-6792,,S,United States of America,3.0,NASLRGJGXPDOGNJSHNLNGBCXJVO,2.0,,Overland Park,DE,6.0,576903.0
fen7649,R.H. Donnelley,Eymghd,58.0,390190.0,fenowyirqcdcwwo,O,1-151-067-7411,s,D,United States of America,5.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,3.0,643.0,Alexandria,Prince Edward Island,8.0,1855037.0
CMQ7650,Pall,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,67.0,413821.0,CMQIHWYKNOLSX,O,1-645-553-4591,,U,Canada,4.0,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,1.0,817.0,Fort Collins,TN,2.0,2954046.0
Yhb7651,Burlington Coat Factory,Vqdxskijczxliokh,68.0,301451.0,Yhbbdqabnbldfqhnofnxdrzrj,O,1-670-793-5351,,,United States of America,1.0,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,2.0,702.0,Santa Fe,CA,10.0,952096.0
mbw7652,Forest Laboratories,Fclwsu,17.0,5888.0,mbwpxwoq,O,1-049-843-6473,L,D,United States of America,1.0,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,0.0,409.0,Simi Valley,TN,2.0,3382998.0
xas7653,Moody's,HEAVOVI,44.0,254404.0,xasiqx,O,1-739-185-6579,Y,,United States of America,2.0,Gicehrtxtlvwiewgl,2.0,617.0,Mesa,FL,6.0,3772196.0
MKM7654,Fidelity National Financial,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,16.0,290984.0,MKMKDBNJNERUJSQYY,O,1-215-295-5893,,M,United States of America,3.0,cveuptzbcwxicceqqmqsqgfvhykw,0.0,,Simi Valley,TN,5.0,3180080.0
Jgi7655,Amphenol,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,27.0,441847.0,Jgiimqxenotyp,O,,,M,United States of America,5.0,Kqosfw,5.0,756.0,Charlotte,OR,,3971412.0
Mwv7656,Int. Business Machines,Qyixsrnjoebdnlfllhogyogxucqdulld,59.0,373240.0,Mwvgdm,R,1-515-341-8405,,D,United States of America,2.0,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,4.0,484.0,St. Petersburg,ME,5.0,1488210.0
YOY7657,Int. Flavors & Fragrances,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,8.0,461444.0,YOYQEKTGQPVGKZZXM,O,1-249-978-7278,,S,United States of America,1.0,Gqvfapurdsetypjkkcceahfodyn,4.0,589.0,Washington,SC,9.0,2621373.0
Gja7658,Gilead Sciences,Ukwllcghntgqugnsgvuipavrllepqrfbbf,98.0,255072.0,Gjaqmimggdmubhczafzufuklxgxos,O,1-471-716-6210,,S,United States of America,1.0,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,4.0,380.0,Tallahassee,Ontario,0.0,1021949.0
rcx7659,United Rentals,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,35.0,255019.0,rcxczhucwf,R,,E,S,United States of America,1.0,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,1.0,541.0,Mesa,GA,10.0,2444319.0
IPA7660,Convergys,BPENSONZGIJMQPDRWDCT,57.0,330718.0,IPAZTGHTPTW,,1-982-617-1421,V,M,Canada,1.0,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,,474.0,Portland,VA,7.0,362567.0
rbj7661,Mueller Water Products,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,69.0,245130.0,rbjgdyplkrcutrs,O,1-068-568-6056,b,,United States of America,2.0,WSKYHRCGGHSPINYLUNNDCJPV,1.0,685.0,Las Vegas,KY,4.0,462234.0
ebw7662,Shaw Group,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,33.0,19691.0,ebwticokpfdypejppslctr,R,,U,M,United States of America,4.0,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,3.0,363.0,Sudbury,SC,10.0,3936622.0
SQY7663,Energy Future Holdings,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,33.0,13490.0,SQYYLFSC,O,1-772-155-4468,,M,United States of America,1.0,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,1.0,605.0,Sunnyvale,NC,9.0,2116904.0
nqw7664,PHH,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,1.0,90333.0,nqwvfudiscyqixxng,,1-551-833-6226,i,W,United States of America,4.0,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,4.0,394.0,Birmingham,KS,6.0,63883.0
Fyz7665,Simon Property Group,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,19.0,210200.0,Fyzxvqjbmfgyeyswcxbogeytfuqur,R,1-894-068-7775,,U,Canada,0.0,uezrarapf,2.0,812.0,Orlando,MO,6.0,2747738.0
Hds7666,World Fuel Services,Jtiwqtllu,63.0,195318.0,Hdsxrjpdyr,R,,J,M,United States of America,3.0,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,3.0,688.0,Albuquerque,OK,3.0,938329.0
ksz7667,Andersons,,27.0,486627.0,kszsqhunjdmjqhozzck,O,1-942-682-4165,s,M,United States of America,5.0,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,5.0,808.0,Nashville,LA,9.0,976093.0
Wzm7668,L-3 Communications,Vwhjqdpbsxgifvj,12.0,142918.0,Wzmdnrkeh,O,,,,United States of America,,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,4.0,492.0,Akron,Saskatchewan,1.0,2031908.0
Xna7669,CACI International,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,26.0,243364.0,Xnafmengguewmwckz,O,1-316-836-0322,N,D,United States of America,4.0,xznxzmzinjddcepuvomccimcwdxo,3.0,734.0,Lubbock,KY,6.0,660066.0
ugr7670,M&T Bank Corp.,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,2.0,208343.0,ugrohhoiopurrh,O,1-746-466-6593,,M,United States of America,1.0,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,5.0,579.0,St. Paul,NH,7.0,2777991.0
Qao7671,Family Dollar Stores,Oivxztihdxtiymll,34.0,26787.0,Qaondcvjqnzbdtnhd,U,1-306-508-0916,a,M,United States of America,0.0,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,4.0,410.0,Columbus,NM,10.0,3148815.0
MXH7672,Medco Health Solutions,GRBTZCPWVAXIEDLFBP,86.0,190609.0,MXHLAVXOZQHBUBMXESG,O,1-049-405-9872,G,D,United States of America,0.0,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,4.0,743.0,Abilene,NE,7.0,3714775.0
KQU7673,Crosstex Energy,yrwbeeazafrlhgevuujdmoayhrrtit,47.0,,KQUJOIXHOLTVWZCHD,O,1-539-901-1797,J,M,United States of America,1.0,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,,431.0,Biloxi,New Brunswick,9.0,2203195.0
bxn7674,Reynolds American,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,73.0,,bxnxlbwaecusydvfagorkjv,O,1-976-507-8347,,M,United States of America,0.0,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,0.0,805.0,Cincinnati,MD,4.0,3708645.0
Opu7675,PolyOne,KRQPTUJPRRCYHLEFKBCWUOAXGKRYBUTSHGOFAQEMQCWGXIWW,83.0,453308.0,Opuqjoidjwgejjmkquot,O,1-902-376-9596,,U,United States of America,1.0,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,0.0,688.0,Tulsa,WV,9.0,2954852.0
