gncd,pstlcd,ddrssln2,nmbrcrs,frstnm,wnrrntflg,ncm,mrtlstts,lstnm,mddlntl,ddrssln1,stt,phn,mplr,nmbrcrdtcrds,nmbrchldrn,g,crdtrtng,ntwrth
Ayk7581,Srhxvxe,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,5.0,wmknfemsztimaphftadowlmbnp,O,426759.0,M,Aykkkc,p,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,AZ,1-040-274-3474,Valmont Industries,3.0,5.0,58.0,696.0,
lho7582,Dadkihaohc,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,5.0,DHLVITRFJDXLTPAGMPMJ,O,451737.0,W,lhodktal,,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,NV,1-678-397-2739,UAL,5.0,3.0,63.0,448.0,1816368.0
rzi7583,Fpoleiod,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,2.0,Jdpqutldftwykfyhukveiaimoyyk,O,180822.0,S,rziprpcfwnirtuvrbfnuepq,,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,TN,1-679-345-9939,AFLAC,9.0,1.0,18.0,549.0,565246.0
Wds7584,Cuaieflmccqp,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,4.0,Qiwemtdba,O,205843.0,W,Wdsuorykxmvfxupyyjl,,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,AL,1-093-616-0613,VeraSun Energy,0.0,2.0,40.0,705.0,1899339.0
Xsj7585,qiraymmapgf,ccfzcxohrhrcnypedmhjovjyjrxi,4.0,JQKEDISZ,O,470985.0,M,Xsjypvyfoqbiq,f,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,TX,1-546-131-8988,Magellan Health Services,6.0,3.0,29.0,387.0,3873239.0
Lux7586,Tsynomgib,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,2.0,Gfuwa,,318225.0,U,Luxkby,v,Nhgrkzjzcrjcerkwrugwul,WV,1-477-186-7432,Emcor Group,7.0,1.0,21.0,359.0,767547.0
wxw7587,Amudllk,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,2.0,CTTUYHUUMMDTX,O,326044.0,M,wxwhwasadsmxchyhlgrvnurte,,,ND,1-965-848-6954,Peabody Energy,9.0,2.0,41.0,494.0,1027999.0
pfz7588,ELQKT,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,1.0,Wvtqm,,,M,pfzjoarqopfjtzjalxxxeq,e,uiaoi,Saskatchewan,1-622-866-0937,State Farm Insurance Cos.,10.0,1.0,56.0,345.0,3428495.0
hlx7589,Oiwac,REHWDWEP,2.0,xuwgpsvzcpxtoerndtr,O,187282.0,M,hlxshqpvshstjerwclb,,Wwonzdtvwkn,VA,1-040-217-2014,Humana,10.0,0.0,33.0,402.0,1827180.0
nyb7590,Dqgzinvuxxy,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,2.0,Hnnzpokbygacjjgybkskf,O,,M,nybiaaw,,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,ND,1-101-684-2373,News Corp.,3.0,0.0,96.0,579.0,2070007.0
Ltt7591,Nchaajfkjvx,DIMPFMEBDNHBCT,2.0,qsnivsknktiwjpqwnrlgftnmsrxkjc,O,,,Lttvvpjjavydrmbt,O,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,ND,1-386-426-5849,Torchmark,2.0,0.0,35.0,569.0,
gsz7592,XEDMBUAMGXKH,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,0.0,pygsfvfpeofkdcugfvxdsqgmcgebfp,O,306946.0,W,gszunimggpyfjzmivbwizzftuen,,cezvfwtftwlwfrgrpxtuejvrgucexe,MS,1-598-816-0126,Rock-Tenn,9.0,4.0,40.0,745.0,3596263.0
Kwp7593,crxbrlj,DVYTEPWCABNSGPTLJEMPQLTEWM,0.0,Zgxsuo,U,99663.0,D,Kwpztgkknktyvdks,,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,WY,1-770-379-7700,AGCO,1.0,,10.0,320.0,3719999.0
AGM7594,Eytubbwi,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,2.0,ganifmdaqbltccwbqijtkypcetuq,R,482013.0,M,AGMCLBCUEPVBRKDKWAGBCFOLYET,D,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,MA,,,4.0,4.0,59.0,591.0,3058439.0
Ocn7595,Lwftldizl,,1.0,IYCOMORWDFSEKN,U,180476.0,M,Ocnds,u,Ctgihaqlm,AK,1-628-245-6238,United Stationers,10.0,0.0,70.0,,2592932.0
Cmw7596,GSSFZNBZL,qlgnszfowrbrkuurrmjrfnfaeulhneecv,4.0,vdvdlfz,,285682.0,M,Cmweamsabhudajyhpsohkpzcy,,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,PA,1-813-787-2611,McCormick,5.0,5.0,69.0,417.0,1471273.0
Dit7597,Nrnqtmjz,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,0.0,Sbwymtnwzhffkwjczlsnvrtcv,R,455032.0,M,Ditjvpiidkjkvxssfnctzcczb,V,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,MA,1-362-897-1162,National Life Group,8.0,5.0,96.0,338.0,
Rmm7598,Rzjxvum,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,3.0,qjjwbffbgxilxyarhjwdvo,O,356141.0,S,Rmmasnivkq,S,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,DC,1-952-919-4878,Hasbro,9.0,,9.0,340.0,2410816.0
ekj7599,Accezkuzqrif,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,3.0,JIXUQX,U,165667.0,U,ekjvgcmzgobzeerrpfgefwvxlvfcua,,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,RI,1-145-214-8009,Tupperware Brands,5.0,3.0,39.0,738.0,1059543.0
wcq7600,LNZZPGOTEG,MIMWGPPF,0.0,Eqrxuc,O,459767.0,S,wcqqbslcxugdqpbzbmbqvlahw,A,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,MA,1-328-944-9786,Covance,7.0,2.0,31.0,597.0,379282.0
Klc7601,YINOHET,Xpannac,2.0,PDAXUXBMPOVTKJUR,R,106459.0,M,Klcanpomjmuwosnasroukafsxtufz,,RSSNUTWWLOKIHRRTPEAFTLBF,Alberta,1-899-864-9421,Interactive Brokers Group,4.0,2.0,64.0,603.0,3271265.0
Jrd7602,ddgkyv,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,,Adftxl,U,51021.0,D,Jrdmn,,Sachwqwddeyfxvagihsjxtcsibaejb,AR,1-877-997-8896,SkyWest,5.0,1.0,38.0,662.0,1530364.0
GDQ7603,Seiksuhglhj,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,2.0,Gaksvvggpbleteofow,R,494931.0,W,GDQESTOSFCKVLPZEQPNFIKQLTXB,,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,VA,1-750-900-0823,Best Buy,0.0,4.0,47.0,838.0,3731860.0
fnm7604,Ytgghhaxc,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,5.0,Ijstknxzfzsvqmy,O,429859.0,M,fnmqzceohwapysohiuofkhjpwzgv,,Sbutxmtwkb,OR,,Sears Holdings,9.0,2.0,,791.0,2488858.0
Ymu7605,Ajlcdadx,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,1.0,jvhwyzbcwdrrqmlbvpjwbohhemm,O,,S,Ymuvinagbzdhiwglzfacood,e,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,ID,1-347-704-7823,Frontier Oil,7.0,4.0,76.0,692.0,2301347.0
Pxj7606,Daivf,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,0.0,nhhjbqktsr,O,464086.0,W,Pxjmfwpwm,R,mnkidgiyajigobghpnkdvauwiubpjb,IA,1-228-976-2888,Automatic Data Processing,8.0,3.0,60.0,673.0,1736571.0
Rsd7607,xrquzcptycg,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,3.0,Lmhtjwddyqbzlxgv,O,207651.0,U,Rsdlvo,M,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,TN,,,7.0,,73.0,331.0,2399483.0
Qqh7608,shigmwk,BPPKDY,4.0,BXFLGQTJSJDQAUCXXJXWHTQU,O,260418.0,U,Qqhwdyopkfs,,Fmrydeogisvvtrpsfonolelpnqcbkrr,Nova Scotia,1-760-429-1328,Comerica,2.0,,37.0,744.0,2982744.0
udq7609,enehob,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,5.0,Tlaihggmhfiuezhjgps,U,,M,udqexswxytatsvxw,Q,Xhggtfwyslxvgeiuzjfxewcsweefq,Ontario,1-253-879-8833,Baldor Electric,6.0,1.0,50.0,446.0,1611011.0
Ghl7610,RNLAKRXSPA,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,0.0,DSRXJZKFJTIVXLBAX,O,316963.0,M,Ghlflxgkavpsqvkpun,M,,MD,1-401-256-3483,Commercial Metals,0.0,4.0,0.0,,2999167.0
mtk7611,Hlezt,Xuqmcmxaigbk,5.0,Annsrbdzywmpqvigpn,O,84046.0,W,mtkfmxripistepftjaxfosviokgqsf,,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,AR,1-175-910-8245,,,,,,
QIY7612,Iyqmkpcjx,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,0.0,Mrawpcvb,O,368990.0,M,QIYQRALNIIONMKDZB,,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,Saskatchewan,1-565-191-3419,Molina Healthcare,9.0,3.0,,723.0,3307491.0
Ohz7613,klgnkcaedht,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,2.0,yociu,O,124382.0,S,Ohzpaqjtc,,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,OH,1-921-688-5401,Plains All American Pipeline,2.0,0.0,81.0,348.0,2057260.0
djg7614,Jsombikj,EECYCMJAJGNQBRSKW,2.0,DQNVNWPYSMLDGXJVBUHUKDLRSLN,O,9263.0,M,djgtucxplpftr,,Gvdteormavfflajkedaclod,VA,1-925-155-0170,Agilent Technologies,,0.0,52.0,666.0,53179.0
Iad7615,Xtckbvng,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,2.0,wfnjfn,U,334181.0,M,Iaduje,,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,ID,1-185-691-2951,AutoZone,3.0,4.0,68.0,,690086.0
EMG7616,YPUWSVRD,hgandkyzsnb,0.0,WWWEN,R,314001.0,M,EMGQKGEOTCGAFGDZVTRUAVGZYPM,H,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,WI,1-067-518-3854,,8.0,1.0,,844.0,2025465.0
Hjn7617,Ifxvsnt,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,1.0,Krjcfgq,O,168309.0,M,Hjnljezrxojeaoustvawackahexa,,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,MS,1-188-554-1671,Universal Health Services,8.0,4.0,36.0,766.0,695307.0
CYP7618,EAOJPQVWBNZ,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,2.0,Fxmpengjsaf,O,322765.0,M,CYPTBBGPWKKKFNOUHJ,D,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,OK,1-168-215-2223,Time Warner,10.0,4.0,31.0,521.0,3238398.0
KPN7619,fhirgl,QTWXYHMLBYQ,1.0,Eobtk,O,311253.0,W,KPNRNVLRFUTOWOERTCSIRQZ,h,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,GA,1-228-022-3056,Sealed Air,7.0,5.0,55.0,306.0,1213578.0
Vbi7620,Lahfziy,SDEAIMDWRSKXTFCPHWF,5.0,Abahrdfcbtscoblhaovnjkbx,R,140296.0,W,Vbimifwtrtvb,x,Blsmawjjdmdamrhqyqgzmbkfa,TN,1-926-766-1124,Sprint Nextel,9.0,5.0,66.0,411.0,103708.0
ehb7621,tofdjef,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,1.0,bhephgijqbu,O,439984.0,M,ehbcbdctlcspuvwbqveohanmkolbw,,Stofpzwyhkpmuq,SC,1-538-797-1948,,3.0,5.0,22.0,,1086081.0
TMQ7622,rckzx,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,5.0,KECNVVPGTOXHIGOUAWLHU,O,454011.0,U,TMQACIIUMYYZHYX,C,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,AR,1-627-234-0841,Quiksilver,8.0,0.0,51.0,702.0,1349626.0
Lsb7623,MMLJKBGXD,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,1.0,xppmtvztaifqynlbmofxonnus,R,191541.0,S,Lsbutxufufshmkqnscnhx,y,,MT,1-876-492-0782,Valspar,1.0,5.0,26.0,842.0,1083092.0
Dpz7624,banusio,Lhwkvadxwcjobcggyuighvqlcm,2.0,kzntoukktuqqfuyeo,R,,U,Dpzpfctp,u,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,WY,1-436-946-7319,Timken,0.0,1.0,100.0,528.0,1662799.0
Zuj7625,Safkd,,3.0,TDRLAQZARCGRAMDDMCWP,R,,W,Zujmcfzznpfohsdp,,cnckvldjedzgdqhy,WY,1-281-780-2897,,5.0,3.0,13.0,300.0,3548540.0
Jqk7626,DHTLWJDXLRW,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,2.0,shbaeyxyrjfietruntrdeyqkc,O,269215.0,S,Jqkozdva,,,WV,1-421-286-4139,Occidental Petroleum,7.0,1.0,11.0,752.0,881414.0
ijb7627,RORIUHK,Alukohji,0.0,Zururxrihusergiba,O,193126.0,M,ijbcvbgglqupyentiqncsnswyygl,,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,CA,1-908-354-2709,,0.0,4.0,62.0,303.0,1712200.0
NMO7628,bxgwhohh,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,3.0,QZLCPVRKZMTENMREVZT,O,462618.0,M,NMOXMHMVUDGY,U,qehomraquwxrkb,Alberta,1-466-560-2530,Massey Energy,10.0,5.0,13.0,418.0,847446.0
Tef7629,SRARKMXOD,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,3.0,dvbflygvxrizbclmqwoajkvnzoufc,O,212026.0,W,Tefewe,,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,New Brunswick,1-578-686-8082,Weyerhaeuser,4.0,3.0,23.0,667.0,344294.0
Sdj7630,hwugfvlttol,Kxxipkohacffav,1.0,mtnubdnrdoivcuqmapqhtvzkixw,U,371024.0,D,Sdjhq,Z,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,British Columbia,1-166-077-1436,National Fuel Gas,7.0,4.0,51.0,441.0,1534879.0
Pbr7631,zgsllav,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,3.0,Nzljqsbgutsixlosfedpmlzl,O,235810.0,U,Pbrfgfdwedgrmifitr,,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,DE,1-535-320-1881,Pep Boys,0.0,2.0,2.0,471.0,3897101.0
Ice7632,Mszwfhpj,onxyyslcmbyxpfjuykowqpwqi,2.0,Ealrdsynhtadihmsl,O,347270.0,W,Icejebxweavlnddpjz,,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,CT,1-633-495-6478,Neiman Marcus,9.0,,,701.0,3064442.0
ZWG7633,Yqfxb,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,5.0,xfjdwfentojva,R,399212.0,D,ZWGIV,,TAIWTM,Quebec,1-398-680-0278,BlackRock,1.0,2.0,82.0,323.0,2016524.0
Evw7634,ypmuep,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,4.0,Zvowaelneuhpxzphpvtgvfz,O,439561.0,M,Evwthrqmqfpsbpdqojtqzpjmpoea,,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,NJ,1-185-976-7770,McGraw-Hill,10.0,5.0,94.0,846.0,37745.0
Lhl7635,Xthtecuu,Krdmgygwnziumjdtybwyw,3.0,fmdcjzjekrwrirumyvfuqnnkxzr,O,29980.0,M,Lhlatzfku,c,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,MN,1-490-238-8219,Family Dollar Stores,8.0,4.0,16.0,850.0,503752.0
LYB7636,Xjzpdio,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,2.0,Ohetzpmilrphnhnasiisaypdl,U,28693.0,M,LYBUGCXZYJSERVQKQJKNIIW,N,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,NE,1-891-741-2112,Teleflex,,5.0,43.0,,2115180.0
Ijb7637,Rgthehdvvlh,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,1.0,VAUWGMVOILXNGKB,O,106794.0,M,Ijbmwiomutrflaupolplmfjsqh,x,Phqspowfoiqmszxy,VA,1-849-918-0984,,3.0,2.0,76.0,564.0,839222.0
Zhf7638,ysexit,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,3.0,Tnwgmuvaaqmxskkyqnvrmnmul,O,340598.0,S,Zhftulgpedd,,XDPEFDQIMFNMCO,PA,1-426-168-3142,Imation,4.0,5.0,0.0,558.0,1851334.0
PYU7639,Wscgcsbwlzj,Bfntmkesgyjkjrgttbtdncoumqhmnxy,1.0,mtovrkjvtfkennjujgpegknnck,O,490597.0,U,PYUHQOCHAUAWGKHHLXQNUWZTEBN,r,FSSAAXLAMAPBOMTNUFG,WV,1-757-910-8931,PPL,0.0,,33.0,417.0,1348251.0
Iku7640,AUQJTIMK,,2.0,Lwxdv,O,499685.0,U,Ikufiibsvk,F,AKWOIATLDDKU,WY,1-468-325-0119,Smithfield Foods,6.0,2.0,62.0,487.0,2722392.0
HBZ7641,Weqnwrwrbcgx,Bnbfbxvqxtngv,2.0,Ftvuzjdzocqmcoxvrbqcna,O,62285.0,M,HBZACUNNIOTFKFSTCILLC,,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,MN,1-383-310-7894,Macy's,9.0,0.0,8.0,639.0,1785161.0
Pco7642,facqrtjqjmd,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,5.0,Hnbgeuii,O,320885.0,U,Pcofbhaqeemibnkjtsoxmdibmpquo,,VANVGDDSYEK,VT,1-353-727-2029,Torchmark,3.0,5.0,4.0,625.0,2823578.0
Ybv7643,OCNCREZ,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,5.0,Fykbowmpxpbb,O,184669.0,D,Ybvjle,,TVTDULLNHUZPDNEEKSXEGPXDNE,WV,1-028-849-5461,Herman Miller,1.0,3.0,39.0,,2123972.0
Rim7644,JXOGSVJ,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,0.0,Ruagwhiorgizpmbphjerywjrr,R,126989.0,S,Rimdakhncfjlrbor,F,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,IN,1-480-785-4021,Kindred Healthcare,3.0,0.0,90.0,,112782.0
gnf7645,Iqtso,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,1.0,teldp,,48144.0,M,gnfkwjxmvkbeh,,HWAWSSEUGGKEXQDESYXFHWZ,MS,1-443-132-4138,Arch Coal,3.0,4.0,7.0,460.0,248311.0
Wxp7646,Uxgvbwop,Mbxglsrssswfglfkjrjmedkyvtchipxrc,5.0,Tmhxnpfgyifx,O,377787.0,,Wxphiul,C,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,CO,1-143-020-1234,Whirlpool,8.0,4.0,95.0,793.0,3719851.0
Dxh7647,Ovsiu,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,5.0,Fpchjcvsrkakkqqsojokdrg,O,323782.0,U,Dxhuevhfuceqmpoolmuhflp,N,,PA,1-475-304-3486,Arrow Electronics,8.0,5.0,59.0,821.0,1920385.0
Aqo7648,Frqdqbs,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,3.0,Heiehcgec,O,31880.0,S,Aqopbqsxqxjj,,NASLRGJGXPDOGNJSHNLNGBCXJVO,DE,1-677-882-6792,Rock-Tenn,6.0,2.0,13.0,,576903.0
fen7649,waiitdv,Eymghd,5.0,sgapkfrztiyyayezulvi,O,390190.0,D,fenowyirqcdcwwo,s,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,Prince Edward Island,1-151-067-7411,R.H. Donnelley,8.0,3.0,58.0,643.0,1855037.0
CMQ7650,Vlmzifrfolfs,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,4.0,Nohjtayoycptngwoitqzhmuf,O,413821.0,U,CMQIHWYKNOLSX,,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,TN,1-645-553-4591,Pall,2.0,1.0,67.0,817.0,2954046.0
Yhb7651,DKXNSUJQRKGM,Vqdxskijczxliokh,1.0,QIGFYQTIPFYCR,O,301451.0,,Yhbbdqabnbldfqhnofnxdrzrj,,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,CA,1-670-793-5351,Burlington Coat Factory,10.0,2.0,68.0,702.0,952096.0
mbw7652,Vzvadviukgid,Fclwsu,1.0,evwjgjrsttnkbmhmmrswodkvwdqo,O,5888.0,D,mbwpxwoq,L,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,TN,1-049-843-6473,Forest Laboratories,2.0,0.0,17.0,409.0,3382998.0
xas7653,Jjtgz,HEAVOVI,2.0,SMOQFUQUOWABMRDKJPFC,O,254404.0,,xasiqx,Y,Gicehrtxtlvwiewgl,FL,1-739-185-6579,Moody's,6.0,2.0,44.0,617.0,3772196.0
MKM7654,TMWLE,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,3.0,Jzwgkirmjeznhbniytvkxnhhar,O,290984.0,M,MKMKDBNJNERUJSQYY,,cveuptzbcwxicceqqmqsqgfvhykw,TN,1-215-295-5893,Fidelity National Financial,5.0,0.0,16.0,,3180080.0
Jgi7655,Lfmjqz,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,5.0,IMPCDEPQTVPBRBNJNLWAPSYUW,O,441847.0,M,Jgiimqxenotyp,,Kqosfw,OR,,Amphenol,,5.0,27.0,756.0,3971412.0
Mwv7656,bserucmdlez,Qyixsrnjoebdnlfllhogyogxucqdulld,2.0,Ewwyolurheysjpusipgrmydspux,R,373240.0,D,Mwvgdm,,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,ME,1-515-341-8405,Int. Business Machines,5.0,4.0,59.0,484.0,1488210.0
YOY7657,Nobgu,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,1.0,Indhpnqswpoplupdlejxhjm,O,461444.0,S,YOYQEKTGQPVGKZZXM,,Gqvfapurdsetypjkkcceahfodyn,SC,1-249-978-7278,Int. Flavors & Fragrances,9.0,4.0,8.0,589.0,2621373.0
Gja7658,Mynrhpyte,Ukwllcghntgqugnsgvuipavrllepqrfbbf,1.0,Dahur,O,255072.0,S,Gjaqmimggdmubhczafzufuklxgxos,,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,Ontario,1-471-716-6210,Gilead Sciences,0.0,4.0,98.0,380.0,1021949.0
rcx7659,aqobdfbeu,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,1.0,JLZXMAOFICNNT,R,255019.0,S,rcxczhucwf,E,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,GA,,United Rentals,10.0,1.0,35.0,541.0,2444319.0
IPA7660,jecwnfavowiu,BPENSONZGIJMQPDRWDCT,1.0,Rvrfuknkgeyb,,330718.0,M,IPAZTGHTPTW,V,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,VA,1-982-617-1421,Convergys,7.0,,57.0,474.0,362567.0
rbj7661,Nmemytq,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,2.0,Ruihhbkdjniajgrvwos,O,245130.0,,rbjgdyplkrcutrs,b,WSKYHRCGGHSPINYLUNNDCJPV,KY,1-068-568-6056,Mueller Water Products,4.0,1.0,69.0,685.0,462234.0
