prospect_FirstName,prospect_Country,prospect_NumberChildren,prospect_NumberCreditCards,prospect_Age,prospect_CreditRating,prospect_PostalCode,prospect_Phone,prospect_MiddleInitial,prospect_NumberCars,prospect_OwnOrRentFlag,prospect_AgencyID,prospect_AddressLine1,prospect_Employer,prospect_Gender,prospect_AddressLine2,prospect_LastName,prospect_City,prospect_MaritalStatus,prospect_Income,prospect_State,prospect_NetWorth
PVCKVZHJOWNWKSVIJIGLYWKGUKNXW,United States of America,0.0,1.0,57.0,658.0,JUBKXDKP,1-696-359-4829,I,0.0,O,Mos7575,XBIKFJMVSDDVHYVNNHYHHMOGUWGFRAXVNQWITKEBUOZUPSRXHK,Tellabs,,yvntcqjqqmbftwetvbqgclcdbxspvk,Mosqjrkdycyygfsljqadgfqoldb,Albuquerque,U,497953.0,New Brunswick,3789880.0
kpofwgtomgijnm,Canada,2.0,3.0,38.0,348.0,Xbgykqm,1-352-678-5471,,1.0,O,czu7576,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,Phillips-Van Heusen,,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,czuvw,Oakland,M,156048.0,IL,3874445.0
Biflzgcqpqpbahquomftmjffohpwuy,United States of America,5.0,8.0,68.0,598.0,NNCXIBTCXZA,1-906-600-9749,Z,1.0,O,Ghr7577,BESJDYZDIOIXKDFEHBQXBPW,Wells Fargo,,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,Ghrlcuscpesuzsdwqfwwbgh,Billings,M,63617.0,AZ,437353.0
ybdlwlwxispyswbiegrbsqqtywxr,United States of America,2.0,9.0,93.0,505.0,mfwuio,1-093-018-2851,,2.0,O,Rwk7578,Ouopoqztakszwsfkthdbwndfjuqaelyd,Vornado Realty Trust,,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,Rwkdeshuwhwvmvmdnckmuvdt,Pueblo,U,244849.0,NY,2669917.0
Capzcewdt,United States of America,3.0,7.0,48.0,839.0,Utgwrun,1-302-096-9321,,4.0,R,Uwi7579,Ivwhotvobwkshcixclfobqoljlaqohw,New York Times,,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,Uwinnbtdd,Sherbrooke,S,123585.0,WA,1466537.0
XKBLVBCCYKMIXABVTOTVPZCJRII,United States of America,1.0,2.0,96.0,672.0,Wgulrhctjlg,1-915-044-3154,,1.0,U,VXZ7580,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,Adobe Systems,,CYQWJKJB,VXZTLDNZPYIFIKTIJRXS,Sacramento,S,391134.0,GA,991860.0
wmknfemsztimaphftadowlmbnp,United States of America,5.0,3.0,58.0,696.0,Srhxvxe,1-040-274-3474,p,5.0,O,Ayk7581,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,Valmont Industries,f,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,Aykkkc,Charlotte,M,426759.0,AZ,
DHLVITRFJDXLTPAGMPMJ,United States of America,3.0,5.0,63.0,448.0,Dadkihaohc,1-678-397-2739,,5.0,O,lho7582,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,UAL,M,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,lhodktal,El Paso,W,451737.0,NV,1816368.0
Jdpqutldftwykfyhukveiaimoyyk,United States of America,1.0,9.0,18.0,549.0,Fpoleiod,1-679-345-9939,,2.0,O,rzi7583,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,AFLAC,,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,rziprpcfwnirtuvrbfnuepq,Mesa,S,180822.0,TN,565246.0
Qiwemtdba,United States of America,2.0,0.0,40.0,705.0,Cuaieflmccqp,1-093-616-0613,,4.0,O,Wds7584,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,VeraSun Energy,,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,Wdsuorykxmvfxupyyjl,Simi Valley,W,205843.0,AL,1899339.0
JQKEDISZ,United States of America,3.0,6.0,29.0,387.0,qiraymmapgf,1-546-131-8988,f,4.0,O,Xsj7585,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,Magellan Health Services,M,ccfzcxohrhrcnypedmhjovjyjrxi,Xsjypvyfoqbiq,St. Catharines,M,470985.0,TX,3873239.0
Gfuwa,United States of America,1.0,7.0,21.0,359.0,Tsynomgib,1-477-186-7432,v,2.0,,Lux7586,Nhgrkzjzcrjcerkwrugwul,Emcor Group,,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,Luxkby,Washington,U,318225.0,WV,767547.0
CTTUYHUUMMDTX,Canada,2.0,9.0,41.0,494.0,Amudllk,1-965-848-6954,,2.0,O,wxw7587,,Peabody Energy,f,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,wxwhwasadsmxchyhlgrvnurte,Chula Vista,M,326044.0,ND,1027999.0
Wvtqm,United States of America,1.0,10.0,56.0,345.0,ELQKT,1-622-866-0937,e,1.0,,pfz7588,uiaoi,State Farm Insurance Cos.,m,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,pfzjoarqopfjtzjalxxxeq,Montpelier,M,,Saskatchewan,3428495.0
xuwgpsvzcpxtoerndtr,United States of America,0.0,10.0,33.0,402.0,Oiwac,1-040-217-2014,,2.0,O,hlx7589,Wwonzdtvwkn,Humana,M,REHWDWEP,hlxshqpvshstjerwclb,Mesa,M,187282.0,VA,1827180.0
Hnnzpokbygacjjgybkskf,United States of America,0.0,3.0,96.0,579.0,Dqgzinvuxxy,1-101-684-2373,,2.0,O,nyb7590,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,News Corp.,,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,nybiaaw,New Haven,M,,ND,2070007.0
qsnivsknktiwjpqwnrlgftnmsrxkjc,United States of America,0.0,2.0,35.0,569.0,Nchaajfkjvx,1-386-426-5849,O,2.0,O,Ltt7591,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,Torchmark,,DIMPFMEBDNHBCT,Lttvvpjjavydrmbt,Indianapolis,,,ND,
pygsfvfpeofkdcugfvxdsqgmcgebfp,United States of America,4.0,9.0,40.0,745.0,XEDMBUAMGXKH,1-598-816-0126,,0.0,O,gsz7592,cezvfwtftwlwfrgrpxtuejvrgucexe,Rock-Tenn,,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,gszunimggpyfjzmivbwizzftuen,Stockton,W,306946.0,MS,3596263.0
Zgxsuo,,,1.0,10.0,320.0,crxbrlj,1-770-379-7700,,0.0,U,Kwp7593,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,AGCO,,DVYTEPWCABNSGPTLJEMPQLTEWM,Kwpztgkknktyvdks,Louisville,D,99663.0,WY,3719999.0
ganifmdaqbltccwbqijtkypcetuq,United States of America,4.0,4.0,59.0,591.0,Eytubbwi,,D,2.0,R,AGM7594,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,,,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,AGMCLBCUEPVBRKDKWAGBCFOLYET,Atlanta,M,482013.0,MA,3058439.0
IYCOMORWDFSEKN,United States of America,0.0,10.0,70.0,,Lwftldizl,1-628-245-6238,u,1.0,U,Ocn7595,Ctgihaqlm,United Stationers,m,,Ocnds,Milwaukee,M,180476.0,AK,2592932.0
vdvdlfz,United States of America,5.0,5.0,69.0,417.0,GSSFZNBZL,1-813-787-2611,,4.0,,Cmw7596,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,McCormick,F,qlgnszfowrbrkuurrmjrfnfaeulhneecv,Cmweamsabhudajyhpsohkpzcy,Fort Smith,M,285682.0,PA,1471273.0
Sbwymtnwzhffkwjczlsnvrtcv,United States of America,5.0,8.0,96.0,338.0,Nrnqtmjz,1-362-897-1162,V,0.0,R,Dit7597,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,National Life Group,,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,Ditjvpiidkjkvxssfnctzcczb,Knoxville,M,455032.0,MA,
qjjwbffbgxilxyarhjwdvo,United States of America,,9.0,9.0,340.0,Rzjxvum,1-952-919-4878,S,3.0,O,Rmm7598,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,Hasbro,,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,Rmmasnivkq,Idaho Falls,S,356141.0,DC,2410816.0
JIXUQX,Canada,3.0,5.0,39.0,738.0,Accezkuzqrif,1-145-214-8009,,3.0,U,ekj7599,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,Tupperware Brands,,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,ekjvgcmzgobzeerrpfgefwvxlvfcua,Jacksonville,U,165667.0,RI,1059543.0
Eqrxuc,United States of America,2.0,7.0,31.0,597.0,LNZZPGOTEG,1-328-944-9786,A,0.0,O,wcq7600,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,Covance,,MIMWGPPF,wcqqbslcxugdqpbzbmbqvlahw,Stockton,S,459767.0,MA,379282.0
PDAXUXBMPOVTKJUR,United States of America,2.0,4.0,64.0,603.0,YINOHET,1-899-864-9421,,2.0,R,Klc7601,RSSNUTWWLOKIHRRTPEAFTLBF,Interactive Brokers Group,f,Xpannac,Klcanpomjmuwosnasroukafsxtufz,Thousand Oaks,M,106459.0,Alberta,3271265.0
Adftxl,,1.0,5.0,38.0,662.0,ddgkyv,1-877-997-8896,,,U,Jrd7602,Sachwqwddeyfxvagihsjxtcsibaejb,SkyWest,,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,Jrdmn,Nashua,D,51021.0,AR,1530364.0
Gaksvvggpbleteofow,United States of America,4.0,0.0,47.0,838.0,Seiksuhglhj,1-750-900-0823,,2.0,R,GDQ7603,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,Best Buy,,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,GDQESTOSFCKVLPZEQPNFIKQLTXB,Tallahassee,W,494931.0,VA,3731860.0
Ijstknxzfzsvqmy,United States of America,2.0,9.0,,791.0,Ytgghhaxc,,,5.0,O,fnm7604,Sbutxmtwkb,Sears Holdings,,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,fnmqzceohwapysohiuofkhjpwzgv,Brownsville,M,429859.0,OR,2488858.0
jvhwyzbcwdrrqmlbvpjwbohhemm,Canada,4.0,7.0,76.0,692.0,Ajlcdadx,1-347-704-7823,e,1.0,O,Ymu7605,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,Frontier Oil,,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,Ymuvinagbzdhiwglzfacood,Charlotte,S,,ID,2301347.0
nhhjbqktsr,,3.0,8.0,60.0,673.0,Daivf,1-228-976-2888,R,0.0,O,Pxj7606,mnkidgiyajigobghpnkdvauwiubpjb,Automatic Data Processing,,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,Pxjmfwpwm,Oakland,W,464086.0,IA,1736571.0
Lmhtjwddyqbzlxgv,Canada,,7.0,73.0,331.0,xrquzcptycg,,M,3.0,O,Rsd7607,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,,,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,Rsdlvo,Fort Wayne,U,207651.0,TN,2399483.0
BXFLGQTJSJDQAUCXXJXWHTQU,United States of America,,2.0,37.0,744.0,shigmwk,1-760-429-1328,,4.0,O,Qqh7608,Fmrydeogisvvtrpsfonolelpnqcbkrr,Comerica,,BPPKDY,Qqhwdyopkfs,Chula Vista,U,260418.0,Nova Scotia,2982744.0
Tlaihggmhfiuezhjgps,United States of America,1.0,6.0,50.0,446.0,enehob,1-253-879-8833,Q,5.0,U,udq7609,Xhggtfwyslxvgeiuzjfxewcsweefq,Baldor Electric,,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,udqexswxytatsvxw,Peoria,M,,Ontario,1611011.0
DSRXJZKFJTIVXLBAX,Canada,4.0,0.0,0.0,,RNLAKRXSPA,1-401-256-3483,M,0.0,O,Ghl7610,,Commercial Metals,,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,Ghlflxgkavpsqvkpun,Lexington,M,316963.0,MD,2999167.0
Annsrbdzywmpqvigpn,Canada,,,,,Hlezt,1-175-910-8245,,5.0,O,mtk7611,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,f,Xuqmcmxaigbk,mtkfmxripistepftjaxfosviokgqsf,Salem,W,84046.0,AR,
Mrawpcvb,United States of America,3.0,9.0,,723.0,Iyqmkpcjx,1-565-191-3419,,0.0,O,QIY7612,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,Molina Healthcare,,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,QIYQRALNIIONMKDZB,San Jose,M,368990.0,Saskatchewan,3307491.0
yociu,Canada,0.0,2.0,81.0,348.0,klgnkcaedht,1-921-688-5401,,2.0,O,Ohz7613,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,Plains All American Pipeline,,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,Ohzpaqjtc,Kansas City,S,124382.0,OH,2057260.0
DQNVNWPYSMLDGXJVBUHUKDLRSLN,United States of America,0.0,,52.0,666.0,Jsombikj,1-925-155-0170,,2.0,O,djg7614,Gvdteormavfflajkedaclod,Agilent Technologies,,EECYCMJAJGNQBRSKW,djgtucxplpftr,Windsor,M,9263.0,VA,53179.0
wfnjfn,United States of America,4.0,3.0,68.0,,Xtckbvng,1-185-691-2951,,2.0,U,Iad7615,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,AutoZone,,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,Iaduje,Chicago,M,334181.0,ID,690086.0
WWWEN,United States of America,1.0,8.0,,844.0,YPUWSVRD,1-067-518-3854,H,0.0,R,EMG7616,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,,,hgandkyzsnb,EMGQKGEOTCGAFGDZVTRUAVGZYPM,Evansville,M,314001.0,WI,2025465.0
Krjcfgq,Canada,4.0,8.0,36.0,766.0,Ifxvsnt,1-188-554-1671,,1.0,O,Hjn7617,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,Universal Health Services,,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,Hjnljezrxojeaoustvawackahexa,Honolulu,M,168309.0,MS,695307.0
Fxmpengjsaf,United States of America,4.0,10.0,31.0,521.0,EAOJPQVWBNZ,1-168-215-2223,D,2.0,O,CYP7618,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,Time Warner,M,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,CYPTBBGPWKKKFNOUHJ,Cleveland,M,322765.0,OK,3238398.0
Eobtk,United States of America,5.0,7.0,55.0,306.0,fhirgl,1-228-022-3056,h,1.0,O,KPN7619,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,Sealed Air,,QTWXYHMLBYQ,KPNRNVLRFUTOWOERTCSIRQZ,Livonia,W,311253.0,GA,1213578.0
Abahrdfcbtscoblhaovnjkbx,United States of America,5.0,9.0,66.0,411.0,Lahfziy,1-926-766-1124,x,5.0,R,Vbi7620,Blsmawjjdmdamrhqyqgzmbkfa,Sprint Nextel,,SDEAIMDWRSKXTFCPHWF,Vbimifwtrtvb,Little Rock,W,140296.0,TN,103708.0
bhephgijqbu,United States of America,5.0,3.0,22.0,,tofdjef,1-538-797-1948,,1.0,O,ehb7621,Stofpzwyhkpmuq,,F,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,ehbcbdctlcspuvwbqveohanmkolbw,Halifax,M,439984.0,SC,1086081.0
KECNVVPGTOXHIGOUAWLHU,United States of America,0.0,8.0,51.0,702.0,rckzx,1-627-234-0841,C,5.0,O,TMQ7622,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,Quiksilver,F,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,TMQACIIUMYYZHYX,Peoria,U,454011.0,AR,1349626.0
xppmtvztaifqynlbmofxonnus,United States of America,5.0,1.0,26.0,842.0,MMLJKBGXD,1-876-492-0782,y,1.0,R,Lsb7623,,Valspar,a,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,Lsbutxufufshmkqnscnhx,San Jose,S,191541.0,MT,1083092.0
kzntoukktuqqfuyeo,United States of America,1.0,0.0,100.0,528.0,banusio,1-436-946-7319,u,2.0,R,Dpz7624,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,Timken,M,Lhwkvadxwcjobcggyuighvqlcm,Dpzpfctp,Charlotte,U,,WY,1662799.0
TDRLAQZARCGRAMDDMCWP,United States of America,3.0,5.0,13.0,300.0,Safkd,1-281-780-2897,,3.0,R,Zuj7625,cnckvldjedzgdqhy,,,,Zujmcfzznpfohsdp,Hilo,W,,WY,3548540.0
shbaeyxyrjfietruntrdeyqkc,United States of America,1.0,7.0,11.0,752.0,DHTLWJDXLRW,1-421-286-4139,,2.0,O,Jqk7626,,Occidental Petroleum,,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,Jqkozdva,Yonkers,S,269215.0,WV,881414.0
Zururxrihusergiba,Canada,4.0,0.0,62.0,303.0,RORIUHK,1-908-354-2709,,0.0,O,ijb7627,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,,m,Alukohji,ijbcvbgglqupyentiqncsnswyygl,Modesto,M,193126.0,CA,1712200.0
QZLCPVRKZMTENMREVZT,United States of America,5.0,10.0,13.0,418.0,bxgwhohh,1-466-560-2530,U,3.0,O,NMO7628,qehomraquwxrkb,Massey Energy,F,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,NMOXMHMVUDGY,Louisville,M,462618.0,Alberta,847446.0
dvbflygvxrizbclmqwoajkvnzoufc,United States of America,3.0,4.0,23.0,667.0,SRARKMXOD,1-578-686-8082,,3.0,O,Tef7629,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,Weyerhaeuser,f,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,Tefewe,Eugene,W,212026.0,New Brunswick,344294.0
mtnubdnrdoivcuqmapqhtvzkixw,United States of America,4.0,7.0,51.0,441.0,hwugfvlttol,1-166-077-1436,Z,1.0,U,Sdj7630,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,National Fuel Gas,,Kxxipkohacffav,Sdjhq,Buffalo,D,371024.0,British Columbia,1534879.0
Nzljqsbgutsixlosfedpmlzl,United States of America,2.0,0.0,2.0,471.0,zgsllav,1-535-320-1881,,3.0,O,Pbr7631,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,Pep Boys,m,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,Pbrfgfdwedgrmifitr,Santa Fe,U,235810.0,DE,3897101.0
Ealrdsynhtadihmsl,United States of America,,9.0,,701.0,Mszwfhpj,1-633-495-6478,,2.0,O,Ice7632,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,Neiman Marcus,m,onxyyslcmbyxpfjuykowqpwqi,Icejebxweavlnddpjz,Springfield,W,347270.0,CT,3064442.0
xfjdwfentojva,United States of America,2.0,1.0,82.0,323.0,Yqfxb,1-398-680-0278,,5.0,R,ZWG7633,TAIWTM,BlackRock,,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,ZWGIV,Anchorage,D,399212.0,Quebec,2016524.0
Zvowaelneuhpxzphpvtgvfz,United States of America,5.0,10.0,94.0,846.0,ypmuep,1-185-976-7770,,4.0,O,Evw7634,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,McGraw-Hill,m,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,Evwthrqmqfpsbpdqojtqzpjmpoea,Winnipeg,M,439561.0,NJ,37745.0
fmdcjzjekrwrirumyvfuqnnkxzr,United States of America,4.0,8.0,16.0,850.0,Xthtecuu,1-490-238-8219,c,3.0,O,Lhl7635,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,Family Dollar Stores,m,Krdmgygwnziumjdtybwyw,Lhlatzfku,Waco,M,29980.0,MN,503752.0
Ohetzpmilrphnhnasiisaypdl,United States of America,5.0,,43.0,,Xjzpdio,1-891-741-2112,N,2.0,U,LYB7636,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,Teleflex,,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,LYBUGCXZYJSERVQKQJKNIIW,Stockton,M,28693.0,NE,2115180.0
VAUWGMVOILXNGKB,Canada,2.0,3.0,76.0,564.0,Rgthehdvvlh,1-849-918-0984,x,1.0,O,Ijb7637,Phqspowfoiqmszxy,,M,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,Ijbmwiomutrflaupolplmfjsqh,Boston,M,106794.0,VA,839222.0
Tnwgmuvaaqmxskkyqnvrmnmul,United States of America,5.0,4.0,0.0,558.0,ysexit,1-426-168-3142,,3.0,O,Zhf7638,XDPEFDQIMFNMCO,Imation,f,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,Zhftulgpedd,Memphis,S,340598.0,PA,1851334.0
mtovrkjvtfkennjujgpegknnck,United States of America,,0.0,33.0,417.0,Wscgcsbwlzj,1-757-910-8931,r,1.0,O,PYU7639,FSSAAXLAMAPBOMTNUFG,PPL,m,Bfntmkesgyjkjrgttbtdncoumqhmnxy,PYUHQOCHAUAWGKHHLXQNUWZTEBN,Sydney,U,490597.0,WV,1348251.0
Lwxdv,Canada,2.0,6.0,62.0,487.0,AUQJTIMK,1-468-325-0119,F,2.0,O,Iku7640,AKWOIATLDDKU,Smithfield Foods,,,Ikufiibsvk,Shreveport,U,499685.0,WY,2722392.0
Ftvuzjdzocqmcoxvrbqcna,United States of America,0.0,9.0,8.0,639.0,Weqnwrwrbcgx,1-383-310-7894,,2.0,O,HBZ7641,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,Macy's,m,Bnbfbxvqxtngv,HBZACUNNIOTFKFSTCILLC,Modesto,M,62285.0,MN,1785161.0
Hnbgeuii,United States of America,5.0,3.0,4.0,625.0,facqrtjqjmd,1-353-727-2029,,5.0,O,Pco7642,VANVGDDSYEK,Torchmark,M,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,Pcofbhaqeemibnkjtsoxmdibmpquo,Hull,U,320885.0,VT,2823578.0
Fykbowmpxpbb,United States of America,3.0,1.0,39.0,,OCNCREZ,1-028-849-5461,,5.0,O,Ybv7643,TVTDULLNHUZPDNEEKSXEGPXDNE,Herman Miller,,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,Ybvjle,Yonkers,D,184669.0,WV,2123972.0
Ruagwhiorgizpmbphjerywjrr,United States of America,0.0,3.0,90.0,,JXOGSVJ,1-480-785-4021,F,0.0,R,Rim7644,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,Kindred Healthcare,,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,Rimdakhncfjlrbor,Atlanta,S,126989.0,IN,112782.0
teldp,Canada,4.0,3.0,7.0,460.0,Iqtso,1-443-132-4138,,1.0,,gnf7645,HWAWSSEUGGKEXQDESYXFHWZ,Arch Coal,,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,gnfkwjxmvkbeh,Hayward,M,48144.0,MS,248311.0
Tmhxnpfgyifx,United States of America,4.0,8.0,95.0,793.0,Uxgvbwop,1-143-020-1234,C,5.0,O,Wxp7646,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,Whirlpool,F,Mbxglsrssswfglfkjrjmedkyvtchipxrc,Wxphiul,Savannah,,377787.0,CO,3719851.0
Fpchjcvsrkakkqqsojokdrg,Canada,5.0,8.0,59.0,821.0,Ovsiu,1-475-304-3486,N,5.0,O,Dxh7647,,Arrow Electronics,m,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,Dxhuevhfuceqmpoolmuhflp,Fullerton,U,323782.0,PA,1920385.0
Heiehcgec,United States of America,2.0,6.0,13.0,,Frqdqbs,1-677-882-6792,,3.0,O,Aqo7648,NASLRGJGXPDOGNJSHNLNGBCXJVO,Rock-Tenn,,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,Aqopbqsxqxjj,Overland Park,S,31880.0,DE,576903.0
sgapkfrztiyyayezulvi,United States of America,3.0,8.0,58.0,643.0,waiitdv,1-151-067-7411,s,5.0,O,fen7649,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,R.H. Donnelley,,Eymghd,fenowyirqcdcwwo,Alexandria,D,390190.0,Prince Edward Island,1855037.0
