prospect_AgencyID,prospect_AddressLine2,prospect_AddressLine1,prospect_OwnOrRentFlag,prospect_NumberCreditCards,prospect_State,prospect_Gender,prospect_MiddleInitial,prospect_Age,prospect_Phone,prospect_Employer,prospect_Income,prospect_NumberCars,prospect_NumberChildren,prospect_MaritalStatus,prospect_CreditRating,prospect_NetWorth
Goo190,apt. 968,16983 flagler drive,O,8.0,Alberta,,,71.0,1-914-194-6997,Acuity Brands,206220.0,0.0,4.0,M,391.0,127026.0
Koh191,,17212 LANDER SOUTH,R,2.0,Ontario,,E,90.0,1-733-360-9116,Baker Hughes,,5.0,4.0,W,461.0,588945.0
AYL192,,23764 sabine west,O,2.0,TN,M,,20.0,1-591-402-8026,Newell Rubbermaid,337152.0,4.0,4.0,U,510.0,1962620.0
CHO193,,16271 vista south,O,5.0,VA,F,E,58.0,1-326-180-9322,Westlake Chemical,312074.0,,2.0,W,805.0,178193.0
DIT194,,1080 LAVENDER LANE,O,7.0,TX,,G,57.0,1-784-796-6844,Jones Lang LaSalle,68551.0,2.0,4.0,M,702.0,2102811.0
EMI195,,10856 summer street,O,3.0,MT,,,43.0,1-662-625-4671,Burger King Holdings,488800.0,4.0,1.0,W,368.0,2246854.0
Ryd196,APT. 392,17021 edwards crescent,R,8.0,IL,m,,39.0,1-627-590-4931,Hovnanian Enterprises,431633.0,3.0,2.0,W,520.0,1312448.0
mei197,,7726 TALLOWOOD UPPER,O,2.0,WY,,S,87.0,1-055-694-7984,Medical Mutual of Ohio,72797.0,0.0,3.0,S,666.0,295993.0
Ceg198,,19097 foxfire north,O,9.0,NC,,,57.0,1-166-844-7429,Lockheed Martin,260576.0,0.0,1.0,S,587.0,1220003.0
hai199,,8161 PINTO ROAD,O,4.0,ND,,Z,58.0,1-516-930-4640,Yum Brands,200096.0,4.0,5.0,U,643.0,2400476.0
cle200,,9659 sakowitz west,R,5.0,GA,,J,28.0,1-261-215-4290,Wesco International,,,4.0,,484.0,2900897.0
Cie201,,15306 pike park,R,3.0,VA,,W,95.0,1-681-572-7662,Volt Information Sciences,267656.0,3.0,1.0,U,,3942140.0
Par202,,21891 dewey street,R,8.0,Prince Edward Island,f,,98.0,1-288-967-5460,Western Union,35253.0,1.0,2.0,S,676.0,2118119.0
LOZ203,,8155 storeywood road,O,4.0,OR,f,K,55.0,1-315-022-2148,,113159.0,5.0,2.0,M,300.0,338540.0
Pas204,APT. 630,20871 dewdrop street,R,8.0,WI,,,14.0,1-707-402-6121,Lubrizol,297444.0,2.0,3.0,,,2617116.0
Aul205,,1121 GREENE PARK,O,9.0,ID,,,30.0,1-186-893-7846,C.H. Robinson Worldwide,52092.0,3.0,1.0,M,831.0,1459711.0
bar206,,23849 westerley south,O,7.0,MT,F,N,90.0,1-571-918-3795,Celgene,30249.0,3.0,1.0,M,609.0,1804959.0
ELL207,,1540 murie rue,O,2.0,MD,,,69.0,1-206-055-2128,Leggett & Platt,483052.0,2.0,0.0,S,679.0,2957472.0
for208,suite 344,16633 raymond road,O,6.0,NY,m,P,67.0,1-963-724-8044,Fidelity National Information,287060.0,4.0,0.0,U,634.0,2919293.0
Bur209,,18676 turman drive,O,4.0,HI,,U,41.0,1-050-641-8503,Arch Coal,274154.0,1.0,1.0,W,338.0,3610130.0
FOL210,,1808 HARDY STREET,O,4.0,DE,F,,2.0,1-020-258-1680,Affinia Group Intermediate,379659.0,5.0,5.0,M,332.0,1209441.0
Led211,,11115 midland avenue,O,8.0,PA,m,,89.0,,Kellogg,,0.0,0.0,M,721.0,1058712.0
kop212,,24950 sheppard lane,O,3.0,IN,,N,88.0,1-886-961-7857,PerkinElmer,100796.0,4.0,1.0,,351.0,1946028.0
pay213,,6450 LEMMING RUE,O,6.0,MT,,,90.0,1-999-799-7384,Limited Brands,128277.0,1.0,1.0,M,564.0,1420984.0
PAL214,,19342 wycliffe park,O,9.0,WY,,,54.0,1-362-078-4138,OfficeMax,147414.0,1.0,3.0,M,379.0,213235.0
fel215,,7582 woodway south,O,8.0,FL,,,53.0,1-174-723-5263,J.B. Hunt Transport Services,51559.0,1.0,2.0,S,727.0,472425.0
ATW216,,22526 QUEENSBURY LOWER,O,2.0,RI,,,89.0,1-898-789-3598,American Express,355622.0,2.0,3.0,U,578.0,1160132.0
Mcb217,,18833 3rd park,O,10.0,CO,M,S,31.0,1-482-305-5399,Occidental Petroleum,468116.0,5.0,1.0,W,642.0,2869995.0
Jal218,apt. 3,19394 canoas west,O,1.0,SD,M,B,1.0,1-834-784-7657,Shaw Group,276728.0,1.0,0.0,M,,3727044.0
vem219,,9941 ROYALTON DRIVE,R,,TX,,,57.0,1-864-555-5341,W.W. Grainger,135306.0,3.0,0.0,S,554.0,2293241.0
BAR220,,10177 pecos crescent,U,6.0,VT,,D,10.0,1-475-209-3369,IDT,99566.0,1.0,0.0,U,733.0,2846515.0
PES221,,20823 WEST CHAPEL AVENUE,O,10.0,IN,M,U,74.0,1-459-456-1848,General Mills,263959.0,2.0,4.0,M,345.0,1619956.0
Sha222,,13483 ROCKDALE DRIVE,R,6.0,UT,F,,28.0,1-802-797-1712,RBS Global,441498.0,2.0,0.0,M,644.0,2367607.0
Sch223,,9645 HAYDEN BOULEVARD,U,3.0,NV,M,J,96.0,,Realogy,429621.0,3.0,0.0,S,564.0,3795566.0
Mat224,,6066 fillmore lower,O,10.0,TX,,L,42.0,1-224-760-3774,ArvinMeritor,181214.0,1.0,3.0,M,465.0,734762.0
JAI225,,293 conier avenue,O,8.0,OR,,,64.0,1-511-883-9082,Amkor Technology,212502.0,,4.0,D,652.0,908994.0
KAR226,,7000 ansley lane,O,6.0,Ontario,,,,,Lear,244545.0,5.0,4.0,M,714.0,2561296.0
gus227,APT. 587,13635 jarvis south,R,10.0,Saskatchewan,,,49.0,1-405-014-0029,Asbury Automotive Group,218681.0,5.0,4.0,M,383.0,3181069.0
Ann228,,17362 COFFEY UPPER,O,7.0,MO,,K,81.0,1-076-073-0994,Limited Brands,296916.0,,5.0,,336.0,2632226.0
lab229,,12279 trafalgar crescent,O,9.0,UT,,R,57.0,1-690-040-0846,Beazer Homes USA,453659.0,0.0,2.0,,626.0,
fli230,,24717 MIDLAND LANE,U,0.0,IL,f,M,42.0,1-211-707-3341,,194450.0,3.0,0.0,S,549.0,1151333.0
sat231,,11493 worley park,O,0.0,NM,,,30.0,1-642-203-7899,Acuity Brands,49533.0,5.0,4.0,U,492.0,2763939.0
tho232,,6492 HAMMOND AVENUE,O,0.0,NC,,I,56.0,1-792-738-9524,ABM Industries,394819.0,2.0,4.0,M,327.0,370710.0
CRI233,,8954 bagby north,O,10.0,AZ,m,L,3.0,1-881-269-3949,,342754.0,3.0,3.0,S,545.0,1192164.0
Gas234,,11622 josey south,O,0.0,CT,M,V,53.0,1-537-303-6219,Southwestern Energy,224435.0,1.0,0.0,M,571.0,223487.0
Cha235,,11538 collinwood avenue,O,7.0,VA,f,,67.0,1-682-154-3638,Delta Air Lines,37717.0,0.0,2.0,W,423.0,2341143.0
Net236,,20913 vickers boulevard,O,4.0,NV,,,94.0,1-512-708-0580,ITT,286483.0,1.0,0.0,,655.0,1774784.0
WOO237,,22274 VICKERY CRESCENT,O,0.0,VA,m,,37.0,1-598-440-6359,Health Management Associates,185412.0,0.0,5.0,M,488.0,3951308.0
val238,,881 vance jackson south,,6.0,British Columbia,,,75.0,1-281-206-9270,Western Union,472518.0,4.0,,M,352.0,2756025.0
Ber239,,15079 DECATUR RUE,O,0.0,VA,f,,51.0,1-442-133-8200,Family Insurance Group,425307.0,,1.0,M,810.0,1833112.0
lab240,,10424 mitchell street,O,8.0,TX,,F,74.0,1-607-062-8891,Advance Auto Parts,304909.0,2.0,2.0,D,686.0,698884.0
VRE241,,14195 VERDE PARK,R,0.0,CO,m,X,100.0,,J.P. Morgan Chase & Co.,231226.0,0.0,2.0,M,389.0,3287261.0
GOO242,,10608 bissonnet road,U,,GA,F,,,1-141-622-5196,Fidelity National Financial,219026.0,0.0,0.0,M,761.0,3337290.0
cha243,,11237 balmoral way,O,4.0,NE,,S,28.0,1-500-101-2792,Toro,414993.0,0.0,1.0,D,589.0,2963197.0
TAM244,,15621 yaupon lower,O,1.0,NC,F,W,18.0,1-655-973-7192,Mueller Water Products,24837.0,0.0,0.0,M,492.0,1487009.0
CUM245,Suite 463,12387 SAUNDERS WEST,U,10.0,OK,M,,77.0,1-972-039-2576,Energy Future Holdings,200645.0,2.0,5.0,D,442.0,3177428.0
SIM246,,6156 holmes court,O,8.0,MO,,E,14.0,1-764-148-5233,Weis Markets,22605.0,4.0,3.0,S,649.0,1886280.0
Est247,,17521 REILLY STREET,O,8.0,AR,,,23.0,1-399-618-9069,MasterCard,,0.0,0.0,U,337.0,1853087.0
han248,,20093 canterbury way,R,8.0,MT,F,P,1.0,1-628-481-6657,Oracle,389524.0,4.0,,D,572.0,195847.0
Pee249,,11930 alabama south,U,0.0,Newfoundland,,Y,58.0,1-085-050-1119,Mutual of America Life,232945.0,4.0,3.0,M,666.0,3727580.0
bli250,,22780 terrace lower,O,4.0,OR,M,T,98.0,1-993-284-6634,JetBlue Airways,390626.0,2.0,3.0,D,567.0,2993662.0
Lea251,,6481 century lane,O,5.0,NM,,,76.0,1-395-464-9156,Western Refining,286207.0,5.0,3.0,,574.0,2886788.0
Wil252,,11293 rice avenue,,2.0,FL,F,U,59.0,1-811-547-9696,Western Refining,391468.0,5.0,0.0,S,498.0,3672610.0
kom253,,9828 WEST EAST,R,9.0,MS,f,,81.0,,Bristol-Myers Squibb,171326.0,5.0,2.0,U,836.0,3245637.0
Wel254,,10369 gemini way,,8.0,Saskatchewan,,,31.0,1-648-501-2866,AutoNation,294972.0,2.0,3.0,M,759.0,959636.0
Lac255,,23445 GATES WAY,O,6.0,NE,,,1.0,1-332-974-4753,Boeing,131039.0,3.0,5.0,S,563.0,1037702.0
Hon256,,2160 WEIZMANN DRIVE,U,8.0,TN,f,,28.0,1-217-048-6379,Advanced Micro Devices,480287.0,1.0,5.0,S,313.0,69141.0
Con257,,16716 fresco road,O,6.0,OR,,,36.0,,Unitrin,276404.0,0.0,4.0,M,771.0,2818725.0
han258,,17068 simpson road,O,1.0,ID,,,47.0,1-246-119-5490,Liberty Media,435481.0,0.0,5.0,S,717.0,3153373.0
WOJ259,,23276 dillbeck upper,O,2.0,WV,,,77.0,,Jarden,,4.0,4.0,D,355.0,616608.0
Ami260,,24268 hayden west,O,10.0,MI,f,P,91.0,1-347-479-6259,Cincinnati Financial,499891.0,4.0,4.0,U,383.0,1014586.0
Mo261,,2682 LUMBER PARK,O,1.0,AL,f,A,46.0,1-881-547-3819,Steel Dynamics,394640.0,5.0,5.0,S,579.0,1679903.0
BUR262,,4129 crestline avenue,O,5.0,TN,,,36.0,1-155-847-4022,OGE Energy,359040.0,4.0,3.0,M,324.0,1062919.0
Kos263,,18257 mahonia west,R,0.0,Manitoba,m,X,18.0,1-946-987-5835,Hartford Financial Services,429949.0,5.0,2.0,M,752.0,3684297.0
Bor264,,19050 cordoba upper,O,2.0,CO,m,,27.0,,Penske Automotive Group,333500.0,5.0,2.0,D,723.0,1805618.0
LAR265,,1121 greene park,U,1.0,OR,,K,79.0,,Amkor Technology,480399.0,2.0,,S,349.0,1852935.0
BOU266,,13762 silver sage way,O,4.0,CO,,,72.0,1-551-913-3853,Psychiatric Solutions,73398.0,2.0,5.0,W,643.0,1528702.0
Pan267,,22629 bagby east,O,0.0,NC,,,26.0,1-666-863-1257,Calpine,,3.0,0.0,W,390.0,178411.0
Wal268,,13296 wayside boulevard,O,7.0,Alberta,m,,31.0,1-938-871-9739,Saks,446105.0,4.0,4.0,U,801.0,2245432.0
Mue269,,9824 OLYMPIA STREET,O,2.0,VT,M,,2.0,1-333-561-7008,BE Aerospace,128126.0,0.0,4.0,S,741.0,3058077.0
Zub270,Apt. 986,6907 ferncliff crescent,O,8.0,VT,,,81.0,1-514-023-2587,Exterran Holdings,371101.0,2.0,1.0,D,821.0,723251.0
Sei271,,24573 lyons avenue,O,5.0,SC,,D,69.0,1-027-811-2670,Penn National Gaming,263066.0,3.0,,M,830.0,3755553.0
Cav272,,15407 fillmore north,R,,SD,F,,69.0,1-475-590-2337,PetSmart,,0.0,1.0,M,441.0,757755.0
Har273,,850 leon lower,R,2.0,New Brunswick,F,,80.0,1-214-794-0930,First Data,453776.0,3.0,1.0,D,484.0,3610784.0
Nau274,,14635 greene rue,O,8.0,Manitoba,M,R,14.0,1-988-429-0103,Liz Claiborne,494609.0,4.0,5.0,,653.0,2994154.0
Ste275,,21034 windchime lower,R,7.0,NJ,,,39.0,1-143-517-2347,Alcoa,233618.0,0.0,2.0,D,727.0,612241.0
Cho276,,15868 dewdrop park,O,0.0,TX,m,D,0.0,1-709-720-3248,Perini,,1.0,,U,535.0,1352198.0
Lux277,,10232 oak hill west,R,9.0,MD,f,R,59.0,1-314-831-7578,Hudson City Bancorp,154521.0,5.0,4.0,W,320.0,2534935.0
Far278,,950 WILLS WEST,O,1.0,WV,F,,60.0,1-342-101-7385,Sigma-Aldrich,438162.0,4.0,4.0,W,775.0,3189762.0
Shi279,,23223 WOODLAWN UPPER,O,,OH,F,,4.0,1-419-495-9429,Plains Exploration,352602.0,3.0,4.0,M,606.0,447872.0
Pip280,,23208 porter crescent,O,5.0,NH,f,P,74.0,1-992-551-4676,W.R. Berkley,194788.0,4.0,2.0,S,,3207012.0
Sug281,,791 dexter road,O,6.0,IL,,,66.0,1-183-910-2398,Cooper-Standard Holdings,437119.0,0.0,1.0,W,685.0,303926.0
Kum282,,2939 CHADBOURNE WAY,O,5.0,SD,,F,36.0,1-114-136-8583,Ryder System,66431.0,0.0,5.0,M,770.0,3685802.0
LOR283,,11671 wathan north,O,4.0,DC,f,L,55.0,1-985-895-6709,Merck,380368.0,4.0,4.0,M,694.0,3180558.0
KUR284,Apt. 247,240 hoke north,O,4.0,MO,F,,57.0,1-864-279-4768,Chubb,7377.0,1.0,3.0,D,530.0,
ser285,,4482 pico crescent,O,1.0,NJ,f,D,76.0,1-744-443-0610,Cummins,87533.0,5.0,0.0,S,609.0,3507884.0
Ado286,,24795 clover court,O,3.0,SD,,N,63.0,1-710-698-6175,Advance Auto Parts,76061.0,2.0,4.0,M,619.0,2230968.0
Bol287,,19332 paint rock avenue,O,7.0,AK,f,M,76.0,1-473-272-4862,Airgas,486482.0,4.0,3.0,M,821.0,814197.0
sav288,,8940 beningus park,O,6.0,Newfoundland,,,22.0,1-767-745-4346,Mattel,436307.0,4.0,,M,553.0,2254862.0
Mar289,,17719 shadowbriar park,O,,PA,M,F,,1-072-333-8934,Rite Aid,420621.0,,0.0,D,529.0,91935.0
Bar290,,23128 ROSWELL CRESCENT,O,4.0,NJ,,K,7.0,,Forest Laboratories,187944.0,1.0,1.0,W,507.0,1818938.0
Woo291,,1037 bonneville lane,O,8.0,NJ,f,N,4.0,1-113-957-9923,Pioneer Natural Resources,146651.0,0.0,2.0,S,726.0,177543.0
Bir292,,8426 navidad way,O,8.0,IL,,,39.0,1-270-496-9696,H&R Block,118757.0,2.0,1.0,,684.0,3078579.0
Lav293,,22609 reagan drive,O,4.0,Ontario,,A,84.0,1-151-106-1324,Colgate-Palmolive,467906.0,1.0,1.0,U,,1222308.0
Mcm294,,7895 crestline drive,O,7.0,MI,,,26.0,1-130-325-1266,CBS,89920.0,0.0,0.0,S,314.0,3341105.0
Pau295,,4078 lexington north,O,4.0,TN,m,,72.0,1-102-293-7755,Cytec Industries,43770.0,,1.0,S,,3128005.0
Lea296,Suite 130,5798 BELT LINE PARK,U,9.0,MD,,F,20.0,1-177-880-1774,Calumet Specialty Products,435272.0,2.0,4.0,W,645.0,
Seh297,,10530 lancaster south,R,8.0,CO,m,A,100.0,1-042-914-3849,Popular,464094.0,3.0,1.0,U,713.0,
hit298,,16764 mcafee park,O,9.0,NC,,,83.0,1-074-076-1898,Patterson-UTI Energy,474686.0,0.0,3.0,U,357.0,594723.0
GAS299,,14362 reilly boulevard,U,5.0,Manitoba,M,,45.0,1-217-087-5277,Viacom,106730.0,1.0,,D,649.0,787771.0
hue300,apt. 35,18207 conley south,,0.0,OR,,E,56.0,1-377-905-7875,Calumet Specialty Products,97186.0,1.0,1.0,M,835.0,148371.0
Kle301,,4410 porter road,O,0.0,UT,m,,65.0,1-205-909-8362,AMR,161132.0,4.0,1.0,M,,2760822.0
Win302,,8550 briggs avenue,R,1.0,IL,f,V,96.0,1-752-780-8339,Olin,393718.0,2.0,,M,629.0,2240874.0
Mar303,,9561 tartan north,O,1.0,CA,f,M,40.0,,Bon-Ton Stores,31765.0,3.0,2.0,U,587.0,3676798.0
SWA304,Suite 113,6259 PARKWOOD CRESCENT,R,8.0,ID,m,,51.0,1-147-089-1963,Werner Enterprises,411526.0,0.0,3.0,M,786.0,1137557.0
Joy305,,22632 country road,O,10.0,LA,m,,85.0,1-956-899-9979,PepsiCo,316374.0,4.0,3.0,M,415.0,978089.0
mcr306,suite 308,15329 valderra drive,O,5.0,WV,,,11.0,1-149-281-5678,American Electric Power,233970.0,5.0,4.0,S,791.0,3268379.0
Pre307,,9536 innsbrook west,R,0.0,MN,m,X,100.0,1-880-678-6428,Community Health Systems,185988.0,3.0,5.0,M,413.0,2476914.0
HIN308,,15023 LARNER CRESCENT,O,7.0,Quebec,M,,51.0,1-589-765-3895,IAC/InterActiveCorp,443246.0,2.0,5.0,M,428.0,
Sel309,,311 PIKE SOUTH,O,10.0,Quebec,F,,,1-413-343-2912,Jack in the Box,474421.0,1.0,1.0,W,810.0,3405002.0
Wea310,,10526 doheny rue,U,2.0,MD,,,39.0,1-312-593-5173,U.S. Bancorp,256222.0,2.0,0.0,U,324.0,1958810.0
TOM311,,6488 avalon north,O,6.0,UT,,C,47.0,1-805-115-9823,PharMerica,396342.0,4.0,1.0,,587.0,1941022.0
Ens312,,11674 GREENE WAY,,1.0,RI,M,,,1-956-260-8837,AGL Resources,4870.0,0.0,1.0,,700.0,1309748.0
Ger313,,5461 gold crest way,O,,MA,m,P,66.0,1-451-999-0585,Arkansas Best,379475.0,2.0,3.0,S,734.0,3632370.0
Bat314,,22986 norfolk lane,,0.0,MN,m,,83.0,,BorgWarner,422366.0,4.0,2.0,S,651.0,2475001.0
LON315,,14471 clower rue,R,,TX,M,N,49.0,1-359-607-4329,Pride International,67927.0,4.0,4.0,W,555.0,2075664.0
Tun316,,5140 emerson lane,R,1.0,WI,,F,,1-363-394-6166,DaVita,363160.0,4.0,2.0,M,614.0,1250329.0
eis317,,8357 buckeye west,O,8.0,New Brunswick,M,,73.0,1-015-803-2474,Xerox,419888.0,4.0,2.0,M,794.0,212451.0
Vuc318,,7075 glen loch drive,U,8.0,ID,M,C,86.0,1-362-478-2862,Republic Services,229870.0,1.0,5.0,D,482.0,3049747.0
bea319,Apt. 453,18538 mason south,O,2.0,British Columbia,m,,48.0,1-558-480-1200,Cephalon,158840.0,0.0,5.0,U,591.0,2417447.0
Fer320,,5263 wayne drive,O,8.0,NV,,W,,1-703-636-9996,,430061.0,1.0,0.0,U,566.0,2612998.0
Soo321,,7914 wycliffe street,O,6.0,MN,m,,37.0,1-154-086-1903,National Fuel Gas,194526.0,0.0,,M,381.0,734375.0
Bir322,,12357 HAYES LOWER,O,7.0,IL,F,,68.0,1-547-387-1078,Target,424188.0,0.0,2.0,D,374.0,3717995.0
Ver323,,13626 hawkins street,O,,Manitoba,,Q,,1-748-212-2340,Expedia,470701.0,0.0,0.0,U,328.0,956825.0
De 324,,13920 WEDGEWOOD LANE,O,8.0,Alberta,m,C,66.0,1-846-315-1764,Hudson City Bancorp,404911.0,1.0,,S,807.0,
Bla325,,8303 warren road,O,1.0,TN,,,14.0,1-179-983-1576,PharMerica,,3.0,4.0,S,311.0,2390111.0
Hur326,,14518 westheimer avenue,O,5.0,ME,M,U,69.0,1-073-769-1833,Men's Wearhouse,436285.0,5.0,3.0,S,647.0,3576639.0
ray327,,21119 vickery west,O,,GA,,,35.0,1-353-395-2825,Williams,391695.0,0.0,4.0,,622.0,339669.0
nix328,,3222 GRANT LANE,R,7.0,AK,,,78.0,1-771-657-6355,SPX,479851.0,3.0,0.0,U,570.0,2731417.0
zag329,,21181 2nd rue,R,8.0,CT,,K,33.0,1-942-527-3307,BE Aerospace,409873.0,4.0,5.0,S,840.0,2179616.0
Roi330,,24280 piney point rue,O,2.0,WI,,,77.0,,Wells Fargo,245133.0,0.0,4.0,M,389.0,
Hog331,,7042 ottley park,,2.0,MO,,T,94.0,1-205-874-4529,,181694.0,,5.0,M,467.0,2950835.0
Mar332,Apt. 345,10795 balmoral south,O,8.0,MS,,,19.0,,Lincoln National,106385.0,2.0,2.0,S,793.0,1515524.0
Col333,APT. 492,15696 chadbourne lower,O,3.0,NY,,W,50.0,1-831-988-7672,Targa Resources,488485.0,4.0,2.0,,749.0,2007473.0
neg334,,2612 havenridge avenue,O,8.0,MI,,T,65.0,1-079-481-2220,Spherion,90218.0,3.0,2.0,D,789.0,1757951.0
Wil335,,15498 durango north,O,8.0,MD,M,J,29.0,1-853-953-1134,Family Insurance Group,308552.0,2.0,1.0,,768.0,1980948.0
Gos336,,24178 turtle creek street,O,6.0,SD,,,37.0,1-471-099-6976,Adobe Systems,380031.0,5.0,5.0,U,625.0,1630998.0
Ntp337,,3570 REYNOLDS UPPER,O,0.0,Prince Edward Island,F,,56.0,1-235-350-8301,Blockbuster,348345.0,2.0,5.0,M,751.0,463905.0
mil338,,7125 COOPER LOWER,O,3.0,TN,,A,,1-020-844-6258,Radian Group,406014.0,1.0,4.0,S,460.0,352542.0
TEL339,,10570 WEIZMANN LOWER,R,8.0,ID,,,46.0,1-101-164-5047,M&F Worldwide,55811.0,,4.0,U,812.0,3243615.0
RIV340,,428 EMERSON WEST,O,0.0,MO,m,,28.0,1-424-458-1913,MeadWestvaco,456536.0,4.0,4.0,M,532.0,156383.0
hol341,,5524 frostwood court,R,8.0,Ontario,,M,31.0,1-071-151-3531,RadioShack,42908.0,4.0,1.0,U,509.0,3366650.0
Fry342,,6106 ASHLAND EAST,R,0.0,UT,m,,55.0,1-548-500-5378,Abbott Laboratories,319596.0,5.0,4.0,U,461.0,3762007.0
Esc343,,9390 fir street,O,2.0,CT,f,D,26.0,1-780-269-2599,Phoenix,146636.0,2.0,,S,,2915479.0
LID344,,4871 havenridge court,,4.0,CA,d,,93.0,1-503-223-2295,Medical Mutual of Ohio,282004.0,5.0,2.0,M,332.0,518175.0
BAY345,,2116 whistler upper,R,1.0,IN,m,H,14.0,1-036-637-5684,National Oilwell Varco,339377.0,5.0,4.0,M,371.0,3240188.0
SED346,Apt. 449,12683 starling upper,O,8.0,NE,F,,30.0,1-117-775-7922,Cincinnati Financial,391590.0,1.0,1.0,U,546.0,492570.0
SHU347,,6795 greenspoint street,U,6.0,VT,M,,18.0,1-420-197-0842,Ecolab,319668.0,3.0,1.0,M,754.0,3189432.0
hin348,,8065 killeen upper,O,2.0,HI,m,,69.0,1-057-255-5641,Baldor Electric,251066.0,4.0,,U,516.0,1862636.0
Luw349,Apt. 954,7366 fox boulevard,O,1.0,WA,,,60.0,1-864-198-2367,Smithfield Foods,122433.0,1.0,1.0,W,737.0,1891784.0
PCB350,,12530 CLOWER CRESCENT,O,1.0,Saskatchewan,m,,77.0,1-089-865-4449,Hormel Foods,229086.0,4.0,2.0,D,404.0,2999683.0
BEZ351,,6284 cordoba boulevard,O,0.0,SC,,,,1-848-728-0817,Patterson,387138.0,4.0,2.0,M,583.0,1482145.0
Buc352,,21119 vickery west,O,8.0,OK,,E,62.0,1-816-138-9438,Anadarko Petroleum,192643.0,5.0,3.0,U,461.0,2237352.0
RAM353,,16917 FARMERS UPPER,O,2.0,NJ,,,96.0,1-036-611-5081,Michael Foods,301108.0,5.0,3.0,M,343.0,2903967.0
THR354,,24867 wilmington park,O,0.0,KY,,,45.0,1-841-019-7366,International Game Technology,448626.0,3.0,0.0,W,431.0,2208391.0
RAU355,,18313 5TH LANE,R,10.0,ME,,L,65.0,1-285-189-5251,Western Digital,432792.0,1.0,4.0,M,319.0,1052954.0
Gol356,,17405 palisades road,O,0.0,WY,m,,12.0,1-632-062-4993,Sonoco Products,499596.0,5.0,2.0,M,504.0,3751568.0
Upd357,,21404 SHERIDEN SOUTH,O,6.0,MO,f,M,71.0,1-614-232-0003,Verizon Communications,30189.0,4.0,4.0,M,611.0,1980882.0
MOR358,,9086 ridgelea boulevard,O,2.0,AK,,R,38.0,1-035-288-5444,Securian Financial Group,111428.0,4.0,2.0,,359.0,579641.0
SHA359,,20929 lee east,O,2.0,CT,,F,7.0,1-477-970-4729,Electronic Arts,146638.0,5.0,2.0,W,398.0,3476510.0
Cla360,,4812 NORMAN WAY,O,4.0,SD,,S,30.0,1-092-479-3305,LandAmerica Financial Group,40323.0,3.0,4.0,M,,505464.0
LIC361,,15424 bramblewood north,O,0.0,IA,,V,58.0,1-618-745-5747,C.H. Robinson Worldwide,461807.0,0.0,0.0,,537.0,2494978.0
PEL362,Suite 471,13056 BEATTY WAY,O,1.0,UT,,,8.0,1-363-472-9200,Alaska Air Group,184868.0,5.0,5.0,U,743.0,1609289.0
Ash363,,18787 englewood park,O,8.0,Newfoundland,,K,18.0,1-430-155-3830,Buildings Materials Corp.,125814.0,5.0,3.0,M,432.0,
DYN364,,14004 pelan way,R,10.0,ID,B,,83.0,1-637-251-1599,Interactive Brokers Group,267270.0,2.0,3.0,S,614.0,1681770.0
Lar365,,12683 starling upper,O,6.0,MI,,,50.0,1-392-994-6165,Rockwell Automation,408878.0,0.0,1.0,M,704.0,
ENG366,,14553 round lake boulevard,R,0.0,CA,,,88.0,1-351-837-0111,Pantry,418717.0,2.0,3.0,M,604.0,2933990.0
Har368,,20776 whistler west,R,5.0,MD,f,,60.0,1-352-607-5329,Werner Enterprises,345984.0,0.0,2.0,U,556.0,2112951.0
Hey369,,4684 whale court,O,1.0,KS,,J,52.0,1-227-269-1037,Cisco Systems,171271.0,2.0,5.0,U,344.0,3418282.0
leh370,,23701 PELICAN WAY,O,6.0,WI,,C,48.0,1-208-109-2479,Lockheed Martin,448397.0,0.0,3.0,W,388.0,2898609.0
Co-371,apt. 926,15108 ryder road,O,8.0,NC,,V,40.0,1-265-022-0496,SanDisk,359271.0,4.0,,U,416.0,1765032.0
Elt372,,24795 clover court,O,6.0,TN,,,69.0,1-220-323-3039,News Corp.,322068.0,2.0,2.0,M,709.0,3176317.0
Alv373,,18614 TIDE MILL COURT,O,5.0,IL,F,I,42.0,1-055-237-4260,Markel,76346.0,2.0,,M,426.0,461490.0
YOK374,,22461 MORTON EAST,R,2.0,OR,f,H,39.0,1-285-900-2874,Silgan Holdings,469442.0,0.0,1.0,M,665.0,3164372.0
ZIN375,,22151 bluff road,O,3.0,DC,,,19.0,1-562-501-9401,SPX,167918.0,2.0,0.0,M,547.0,1294197.0
zim376,,20405 DOWLEN NORTH,O,,Saskatchewan,m,K,10.0,1-572-985-7236,L-3 Communications,104354.0,0.0,4.0,U,558.0,661877.0
laf377,,4501 norfolk east,O,9.0,KS,,X,47.0,1-378-748-1930,Thermo Fisher Scientific,467285.0,4.0,4.0,M,511.0,2709193.0
POP378,,3262 KATHERINE NORTH,R,7.0,British Columbia,M,Q,83.0,1-525-579-7508,Kimberly-Clark,,1.0,,S,504.0,1744304.0
men379,,15330 payne drive,O,6.0,MI,,V,,1-901-469-7568,Church & Dwight,72940.0,5.0,2.0,S,693.0,1670195.0
TUR380,,11293 rice avenue,O,0.0,CT,,,42.0,,Vanguard Health Systems,150336.0,5.0,4.0,M,454.0,1443342.0
fee381,,14656 coffey rue,O,10.0,IA,F,H,2.0,1-260-434-2400,Embarq,81333.0,0.0,4.0,D,372.0,681302.0
