prospect_AgeID,prospect_AdL1,prospect_Ge,prospect_MidIn,prospect_Pho,prospect_In,prospect_NWo,prospect_C,prospect_FiN,prospect_PosC,prospect_Empl,prospect_NumChil,prospect_MaSta,prospect_Ag,prospect_CrRa,prospect_OOReFl,prospect_NumCreCa
EMG7616,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,,H,1-067-518-3854,314001.0,2025465.0,Evansville,WWWEN,YPUWSVRD,,1.0,M,,844.0,R,8.0
Hjn7617,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,,,1-188-554-1671,168309.0,695307.0,Honolulu,Krjcfgq,Ifxvsnt,Universal Health Services,4.0,M,36.0,766.0,O,8.0
CYP7618,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,M,D,1-168-215-2223,322765.0,3238398.0,Cleveland,Fxmpengjsaf,EAOJPQVWBNZ,Time Warner,4.0,M,31.0,521.0,O,10.0
KPN7619,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,,h,1-228-022-3056,311253.0,1213578.0,Livonia,Eobtk,fhirgl,Sealed Air,5.0,W,55.0,306.0,O,7.0
Vbi7620,Blsmawjjdmdamrhqyqgzmbkfa,,x,1-926-766-1124,140296.0,103708.0,Little Rock,Abahrdfcbtscoblhaovnjkbx,Lahfziy,Sprint Nextel,5.0,W,66.0,411.0,R,9.0
ehb7621,Stofpzwyhkpmuq,F,,1-538-797-1948,439984.0,1086081.0,Halifax,bhephgijqbu,tofdjef,,5.0,M,22.0,,O,3.0
TMQ7622,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,F,C,1-627-234-0841,454011.0,1349626.0,Peoria,KECNVVPGTOXHIGOUAWLHU,rckzx,Quiksilver,0.0,U,51.0,702.0,O,8.0
Lsb7623,,a,y,1-876-492-0782,191541.0,1083092.0,San Jose,xppmtvztaifqynlbmofxonnus,MMLJKBGXD,Valspar,5.0,S,26.0,842.0,R,1.0
Dpz7624,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,M,u,1-436-946-7319,,1662799.0,Charlotte,kzntoukktuqqfuyeo,banusio,Timken,1.0,U,100.0,528.0,R,0.0
Zuj7625,cnckvldjedzgdqhy,,,1-281-780-2897,,3548540.0,Hilo,TDRLAQZARCGRAMDDMCWP,Safkd,,3.0,W,13.0,300.0,R,5.0
Jqk7626,,,,1-421-286-4139,269215.0,881414.0,Yonkers,shbaeyxyrjfietruntrdeyqkc,DHTLWJDXLRW,Occidental Petroleum,1.0,S,11.0,752.0,O,7.0
ijb7627,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,m,,1-908-354-2709,193126.0,1712200.0,Modesto,Zururxrihusergiba,RORIUHK,,4.0,M,62.0,303.0,O,0.0
NMO7628,qehomraquwxrkb,F,U,1-466-560-2530,462618.0,847446.0,Louisville,QZLCPVRKZMTENMREVZT,bxgwhohh,Massey Energy,5.0,M,13.0,418.0,O,10.0
Tef7629,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,f,,1-578-686-8082,212026.0,344294.0,Eugene,dvbflygvxrizbclmqwoajkvnzoufc,SRARKMXOD,Weyerhaeuser,3.0,W,23.0,667.0,O,4.0
Sdj7630,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,,Z,1-166-077-1436,371024.0,1534879.0,Buffalo,mtnubdnrdoivcuqmapqhtvzkixw,hwugfvlttol,National Fuel Gas,4.0,D,51.0,441.0,U,7.0
Pbr7631,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,m,,1-535-320-1881,235810.0,3897101.0,Santa Fe,Nzljqsbgutsixlosfedpmlzl,zgsllav,Pep Boys,2.0,U,2.0,471.0,O,0.0
Ice7632,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,m,,1-633-495-6478,347270.0,3064442.0,Springfield,Ealrdsynhtadihmsl,Mszwfhpj,Neiman Marcus,,W,,701.0,O,9.0
ZWG7633,TAIWTM,,,1-398-680-0278,399212.0,2016524.0,Anchorage,xfjdwfentojva,Yqfxb,BlackRock,2.0,D,82.0,323.0,R,1.0
Evw7634,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,m,,1-185-976-7770,439561.0,37745.0,Winnipeg,Zvowaelneuhpxzphpvtgvfz,ypmuep,McGraw-Hill,5.0,M,94.0,846.0,O,10.0
Lhl7635,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,m,c,1-490-238-8219,29980.0,503752.0,Waco,fmdcjzjekrwrirumyvfuqnnkxzr,Xthtecuu,Family Dollar Stores,4.0,M,16.0,850.0,O,8.0
LYB7636,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,,N,1-891-741-2112,28693.0,2115180.0,Stockton,Ohetzpmilrphnhnasiisaypdl,Xjzpdio,Teleflex,5.0,M,43.0,,U,
Ijb7637,Phqspowfoiqmszxy,M,x,1-849-918-0984,106794.0,839222.0,Boston,VAUWGMVOILXNGKB,Rgthehdvvlh,,2.0,M,76.0,564.0,O,3.0
Zhf7638,XDPEFDQIMFNMCO,f,,1-426-168-3142,340598.0,1851334.0,Memphis,Tnwgmuvaaqmxskkyqnvrmnmul,ysexit,Imation,5.0,S,0.0,558.0,O,4.0
PYU7639,FSSAAXLAMAPBOMTNUFG,m,r,1-757-910-8931,490597.0,1348251.0,Sydney,mtovrkjvtfkennjujgpegknnck,Wscgcsbwlzj,PPL,,U,33.0,417.0,O,0.0
Iku7640,AKWOIATLDDKU,,F,1-468-325-0119,499685.0,2722392.0,Shreveport,Lwxdv,AUQJTIMK,Smithfield Foods,2.0,U,62.0,487.0,O,6.0
HBZ7641,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,m,,1-383-310-7894,62285.0,1785161.0,Modesto,Ftvuzjdzocqmcoxvrbqcna,Weqnwrwrbcgx,Macy's,0.0,M,8.0,639.0,O,9.0
Pco7642,VANVGDDSYEK,M,,1-353-727-2029,320885.0,2823578.0,Hull,Hnbgeuii,facqrtjqjmd,Torchmark,5.0,U,4.0,625.0,O,3.0
Ybv7643,TVTDULLNHUZPDNEEKSXEGPXDNE,,,1-028-849-5461,184669.0,2123972.0,Yonkers,Fykbowmpxpbb,OCNCREZ,Herman Miller,3.0,D,39.0,,O,1.0
Rim7644,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,,F,1-480-785-4021,126989.0,112782.0,Atlanta,Ruagwhiorgizpmbphjerywjrr,JXOGSVJ,Kindred Healthcare,0.0,S,90.0,,R,3.0
gnf7645,HWAWSSEUGGKEXQDESYXFHWZ,,,1-443-132-4138,48144.0,248311.0,Hayward,teldp,Iqtso,Arch Coal,4.0,M,7.0,460.0,,3.0
Wxp7646,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,F,C,1-143-020-1234,377787.0,3719851.0,Savannah,Tmhxnpfgyifx,Uxgvbwop,Whirlpool,4.0,,95.0,793.0,O,8.0
Dxh7647,,m,N,1-475-304-3486,323782.0,1920385.0,Fullerton,Fpchjcvsrkakkqqsojokdrg,Ovsiu,Arrow Electronics,5.0,U,59.0,821.0,O,8.0
Aqo7648,NASLRGJGXPDOGNJSHNLNGBCXJVO,,,1-677-882-6792,31880.0,576903.0,Overland Park,Heiehcgec,Frqdqbs,Rock-Tenn,2.0,S,13.0,,O,6.0
fen7649,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,,s,1-151-067-7411,390190.0,1855037.0,Alexandria,sgapkfrztiyyayezulvi,waiitdv,R.H. Donnelley,3.0,D,58.0,643.0,O,8.0
CMQ7650,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,,,1-645-553-4591,413821.0,2954046.0,Fort Collins,Nohjtayoycptngwoitqzhmuf,Vlmzifrfolfs,Pall,1.0,U,67.0,817.0,O,2.0
Yhb7651,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,f,,1-670-793-5351,301451.0,952096.0,Santa Fe,QIGFYQTIPFYCR,DKXNSUJQRKGM,Burlington Coat Factory,2.0,,68.0,702.0,O,10.0
mbw7652,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,,L,1-049-843-6473,5888.0,3382998.0,Simi Valley,evwjgjrsttnkbmhmmrswodkvwdqo,Vzvadviukgid,Forest Laboratories,0.0,D,17.0,409.0,O,2.0
xas7653,Gicehrtxtlvwiewgl,,Y,1-739-185-6579,254404.0,3772196.0,Mesa,SMOQFUQUOWABMRDKJPFC,Jjtgz,Moody's,2.0,,44.0,617.0,O,6.0
MKM7654,cveuptzbcwxicceqqmqsqgfvhykw,M,,1-215-295-5893,290984.0,3180080.0,Simi Valley,Jzwgkirmjeznhbniytvkxnhhar,TMWLE,Fidelity National Financial,0.0,M,16.0,,O,5.0
Jgi7655,Kqosfw,F,,,441847.0,3971412.0,Charlotte,IMPCDEPQTVPBRBNJNLWAPSYUW,Lfmjqz,Amphenol,5.0,M,27.0,756.0,O,
Mwv7656,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,,,1-515-341-8405,373240.0,1488210.0,St. Petersburg,Ewwyolurheysjpusipgrmydspux,bserucmdlez,Int. Business Machines,4.0,D,59.0,484.0,R,5.0
YOY7657,Gqvfapurdsetypjkkcceahfodyn,,,1-249-978-7278,461444.0,2621373.0,Washington,Indhpnqswpoplupdlejxhjm,Nobgu,Int. Flavors & Fragrances,4.0,S,8.0,589.0,O,9.0
Gja7658,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,m,,1-471-716-6210,255072.0,1021949.0,Tallahassee,Dahur,Mynrhpyte,Gilead Sciences,4.0,S,98.0,380.0,O,0.0
rcx7659,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,f,E,,255019.0,2444319.0,Mesa,JLZXMAOFICNNT,aqobdfbeu,United Rentals,1.0,S,35.0,541.0,R,10.0
IPA7660,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,M,V,1-982-617-1421,330718.0,362567.0,Portland,Rvrfuknkgeyb,jecwnfavowiu,Convergys,,M,57.0,474.0,,7.0
rbj7661,WSKYHRCGGHSPINYLUNNDCJPV,,b,1-068-568-6056,245130.0,462234.0,Las Vegas,Ruihhbkdjniajgrvwos,Nmemytq,Mueller Water Products,1.0,,69.0,685.0,O,4.0
ebw7662,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,,U,,19691.0,3936622.0,Sudbury,Gkirgeljoajnkshohjinbooco,Vqvleqweftl,Shaw Group,3.0,M,33.0,363.0,R,10.0
SQY7663,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,,,1-772-155-4468,13490.0,2116904.0,Sunnyvale,cgqpaxicnbhaaufmao,ABCSQOCHEHK,Energy Future Holdings,1.0,M,33.0,605.0,O,9.0
nqw7664,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,f,i,1-551-833-6226,90333.0,63883.0,Birmingham,beidygiakhaztngnhqsrjhxs,NOQIRAGYH,PHH,4.0,W,1.0,394.0,,6.0
Fyz7665,uezrarapf,m,,1-894-068-7775,210200.0,2747738.0,Orlando,XXILDDNLYSINLOGZNXHQKGLMEAR,Yqqldbrjvcqq,Simon Property Group,2.0,U,19.0,812.0,R,6.0
Hds7666,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,f,J,,195318.0,938329.0,Albuquerque,MLHCHSATXNEQIRSMEHAM,BSICQKYPBDT,World Fuel Services,3.0,M,63.0,688.0,R,3.0
ksz7667,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,F,s,1-942-682-4165,486627.0,976093.0,Nashville,Qqgzzbefkm,enurwe,Andersons,5.0,M,27.0,808.0,O,9.0
Wzm7668,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,,,,142918.0,2031908.0,Akron,qdjedjylsojhngornkkgmozdbb,Qslfupidrch,L-3 Communications,4.0,,12.0,492.0,O,1.0
Xna7669,xznxzmzinjddcepuvomccimcwdxo,,N,1-316-836-0322,243364.0,660066.0,Lubbock,Vszkppbmlhgmjgeiss,VEKXFJRNX,CACI International,3.0,D,26.0,734.0,O,6.0
ugr7670,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,,,1-746-466-6593,208343.0,2777991.0,St. Paul,Yizitnh,Dbkoxqpx,M&T Bank Corp.,5.0,M,2.0,579.0,O,7.0
Qao7671,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,f,a,1-306-508-0916,26787.0,3148815.0,Columbus,Jkrhfalisxualvrritesxm,HPYTPNH,Family Dollar Stores,4.0,M,34.0,410.0,U,10.0
MXH7672,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,,G,1-049-405-9872,190609.0,3714775.0,Abilene,Hfhsubkrpir,rxcbiltuvzyh,Medco Health Solutions,4.0,D,86.0,743.0,O,7.0
KQU7673,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,,J,1-539-901-1797,,2203195.0,Biloxi,Htbblpuiuynkio,jfrawlwjssge,Crosstex Energy,,M,47.0,431.0,O,9.0
bxn7674,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,,,1-976-507-8347,,3708645.0,Cincinnati,odfxd,PGIUBMUAR,Reynolds American,0.0,M,73.0,805.0,O,4.0
Opu7675,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,M,,1-902-376-9596,453308.0,2954852.0,Tulsa,Znewofyktnzry,rgqwzxsvza,PolyOne,0.0,U,83.0,688.0,O,9.0
Ceo7676,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,,,1-532-161-3458,251108.0,2421534.0,Oakland,obgrwipkwotv,qnxfnq,"Toys ""R"" Us",,D,99.0,483.0,O,1.0
DZH7677,Gjftxakuhgilmoatmibqcnbbrmq,,,1-943-745-8094,128853.0,941243.0,McAllen,llbtndfaert,lfjtpka,Sonoco Products,0.0,U,49.0,844.0,O,7.0
Ocd7678,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,F,,1-162-078-3859,486933.0,3133101.0,Laredo,Vowvlsbsbfokxbljqxz,pyeiwbftpsck,Newfield Exploration,3.0,M,96.0,436.0,O,5.0
Uyj7679,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,,,1-881-265-1012,306545.0,2070834.0,Fort Collins,qafdyn,Enncjsox,IAC/InterActiveCorp,2.0,D,12.0,336.0,U,3.0
mhz7680,Rqhzrjcuikufwfbplxmtpeqb,,P,1-781-682-4447,7682.0,2617194.0,Sudbury,aqococfdutcrxipsdiizyfbigy,Lnprrdeegs,MGIC Investment,1.0,S,75.0,688.0,O,1.0
Sft7681,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,,,1-716-288-6722,280763.0,2752340.0,Simi Valley,Radeyutyf,PXRXKFTOX,American International Group,0.0,U,29.0,581.0,O,9.0
gza7682,Jbvoghxtacvunglpdzjhatiusxn,m,,1-407-712-3659,296945.0,2611991.0,Berkeley,ockmjwrdbkxoaemodyftxmjcl,Osanin,Health Net,2.0,,4.0,670.0,R,6.0
Rem7683,Pyoruxpsl,,,1-747-143-2305,176399.0,3965576.0,Santa Rosa,MPCHPTTYJUWERHWMHALH,WWWMNN,Mueller Industries,0.0,U,100.0,671.0,O,5.0
cko7684,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,,b,1-522-074-1862,97252.0,3550405.0,Mesquite,Duhgkwcceehrrqvnnirv,tsqtfhsh,American National Insurance,4.0,U,45.0,352.0,U,10.0
RLN7685,XRPHDPOQURZXVFLADMA,f,,1-867-195-7669,320588.0,1566093.0,Regina,Rpmqztmrghojzbyqnivxceyuiha,zwyuac,Morgan Stanley,2.0,S,63.0,317.0,O,10.0
Qjl7686,iqnzhrksgftjekxfljogmqkrbpkstk,,R,1-272-128-3403,18284.0,1944507.0,Worcester,YTNSVR,Gzgsvt,Halliburton,2.0,,35.0,809.0,R,6.0
YNL7687,Jbmoxkiflceta,m,w,1-174-194-8365,,3250645.0,Iqaluit,xgayrgnjhvearxja,Shirfkrfppb,MGIC Investment,2.0,S,61.0,704.0,,5.0
qpi7688,Wgfjqmnbm,,E,1-067-296-1708,80228.0,2806218.0,Little Rock,AJSVULACHMZKBAEN,hwxcimvf,United Services Automobile,,S,43.0,411.0,O,2.0
Xxi7689,,F,C,1-688-092-7664,39672.0,2826399.0,Santa Clarita,fubtbkexiuaacw,xqkaxa,Spartan Stores,3.0,U,98.0,431.0,O,4.0
axi7690,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,m,,1-784-445-0301,225036.0,91147.0,Chicago,Lygmiirioggkj,cjeriaaeunmp,Moog,3.0,M,84.0,362.0,O,4.0
Wqd7691,raecjdlfwcwnaaeqeomxmuemrg,M,,1-773-485-4247,224427.0,1036928.0,Irving,Xtslyxwajneuihyndtpz,Mhhqranm,Century Aluminum,3.0,M,,532.0,R,4.0
jur7692,Deamomjpzxjzhfugk,M,g,1-528-873-2585,123153.0,2406965.0,Ontario,Fmeifzrxyvgil,Ztrxdxr,Hayes Lemmerz,4.0,U,18.0,442.0,O,3.0
NBX7693,Aktcqktdiehyacjhlqknwg,,t,1-952-933-5053,,3588199.0,Stamford,Rugvrsjeadcummqftfmb,BVMLYNHCFOY,EOG Resources,1.0,S,14.0,677.0,O,10.0
Naf7694,Xasjqyptachbyjrnjvfvznkcwdxmpo,f,,1-882-237-0765,353487.0,,Victoria,RAVHHLPXNYMAOCOVOWXKHPS,RBVXNHWO,Dresser-Rand Group,2.0,M,22.0,565.0,O,8.0
bzc7695,,,,1-762-453-2464,145794.0,2896930.0,Brownsville,eaxqrdredlfrhooq,Wfmsguhdyyo,Sealed Air,1.0,M,7.0,365.0,R,5.0
Pmo7696,Nzckdxwdktbsqcaurk,F,,1-129-593-2017,142515.0,312676.0,Bellevue,XLJLRWZ,Mcxklhj,Blockbuster,5.0,W,97.0,406.0,O,5.0
goh7697,Svabwvthdbgivhnelxqvrhqvvgy,F,z,1-779-145-2680,414775.0,16279.0,Baltimore,Wwqsseqcbmteqjub,Lypuhgeezbgp,Owens Corning,5.0,U,49.0,774.0,,3.0
Jfb7698,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,F,I,1-770-255-3860,125271.0,1536113.0,Cedar Rapids,Qdakvyntptkywsqpy,TRKCEX,Robert Half International,5.0,S,25.0,718.0,R,7.0
Hao7699,Unyjafcdzuerth,,,1-336-236-0201,,184474.0,Huntington Beach,Fhpdqgmswyxgqjhe,Kihzeilpneap,Wesco International,,M,99.0,588.0,R,2.0
Dwo7700,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,e,O,1-185-085-5742,93761.0,2971869.0,Cedar Rapids,Fyetnnttkqoewqijbggbvrkxdg,pylzfutqftt,Dana Holding,5.0,M,44.0,764.0,O,5.0
RJA7701,EUDAFRRFNHWKIULGYBSUDTUTXASRTKSASSDSQBOCJDTTNFNSEYBVRIAH,f,,1-957-033-0510,397902.0,2256728.0,Los Angeles,ktggcdbzntnxuxsiosyqegcesu,Bsclhehzobfm,NBTY,1.0,U,96.0,,O,2.0
Lph7702,chfifgrzddwjambrkaommoksjfzpnxvkvppcazeofdnrbmspungachheu,,,1-485-740-9640,123538.0,2127026.0,Milwaukee,Yzurhpzqfcwgkwsgrkjzithjnksa,Ieyjqvfhges,Eastman Chemical,3.0,M,88.0,657.0,O,8.0
Rfk7703,Oclmxjrebkhucmocoldtnepglbejgjnqlikutugptmwrmrucuhztxxbwzwkoiqlsnwtekekkykjpkt,,,1-459-114-0867,118013.0,3476485.0,Detroit,Qijmex,Zuttopn,Allergan,2.0,M,33.0,769.0,U,
RFU7704,Qmbltoafvggvsolvieqcbeydfsprubcikjiahxx,,U,1-671-499-0522,45737.0,908035.0,Nashua,WDJNJGKCNRPTUNIQNNBBNN,EHXJIUER,Global Partners,5.0,M,8.0,776.0,O,7.0
TQH7705,HOMAWOXXWEMFPMBHETZHOZBOPJGPFBDFJZQETUMMJAVJO,m,,1-817-903-4786,456999.0,,Minneapolis,Wjfwmudjwwybmmiubeqybeeniystl,ipazhhewr,Fluor,0.0,U,55.0,343.0,O,4.0
Bbc7706,uathejgojclvooynhavibvdjhuspwiyxjtrrbidwiabjxyvcuxcifzyqtwphzvxbfcrykaelbw,,,1-099-914-5598,326910.0,3054149.0,Columbia,PMWXCRMVYFVJX,vvwizqanbs,FedEx,4.0,W,43.0,568.0,U,5.0
Yoj7707,,,F,1-102-019-9878,166536.0,,Garden Grove,luklinfqmglorhokwtwvhgqhmhxisf,Lzxpul,Polaris Industries,0.0,S,75.0,830.0,O,5.0
lvh7708,OHYWSFETLJEYTTMYZDOGFTPBAQKVN,,,1-873-941-1147,337347.0,248269.0,Norfolk,Mmxepsmk,Dwvezt,Torchmark,4.0,,66.0,812.0,R,6.0
Zpr7709,WSZYJROXWWIWMVXDTZLJRKAPTUGFNIKPCPNRWASXEWEEUXRZALWYHWKU,,,1-710-953-4977,41345.0,1203267.0,Salem,Ixsoib,WQSZWQBE,Alliance Data Systems,4.0,U,58.0,489.0,U,6.0
LMG7710,Qfeecmwaxqhkulepjrwbmihojdaovxcukyrlnphlnimczdwhbxkilgjzuoiyhpupzxvcxxtrztifgd,m,,1-789-825-2857,370209.0,3704743.0,Saskatoon,Cwurvdjbmuxtioeqbpk,DWMXIPKTCN,American International Group,1.0,U,29.0,845.0,U,9.0
WMF7711,VIJLPKEZYSJJGTR,,,1-179-937-7265,343016.0,3673540.0,Boise,Jhnamxkltxicm,hrhbmmtj,Mohawk Industries,4.0,U,28.0,735.0,R,0.0
Qov7712,,F,,1-596-337-6757,186990.0,982779.0,Irvine,tdbtkqtfzcnjridma,EXIDAUKO,Vulcan Materials,3.0,D,93.0,615.0,U,4.0
Vkp7713,,,,1-512-224-7078,46562.0,2778471.0,Washington,njcdtc,Wqhgxcfrvqe,OfficeMax,4.0,W,17.0,,U,6.0
SST7714,Zmasw,M,P,1-552-735-4638,98412.0,2585134.0,St. Petersburg,OMBIVJDP,Lwuvkzp,Michael Foods,5.0,U,98.0,769.0,U,
Fuk7715,Hvwcslkdbovbksvugzeblranwljqocapxusqfhoxknwsbunmtvsdrquws,m,,1-127-805-3262,436056.0,3591627.0,Torrance,ITHLHECNZJLMPKFUHWZCVMIZPUWUXZ,htndjyvd,Vulcan Materials,4.0,S,38.0,406.0,O,10.0
Brz7716,DVMTEYEFOGEHXPCXCSOGWGYKOIPFCQAEJN,f,,1-985-423-7255,36008.0,1819561.0,Warren,Erjrxnjctmkhgqwpjzuylkf,Iadjghd,,1.0,U,44.0,586.0,O,0.0
Faw7717,Oznikwnqknmmzcqghprkmqgvogyqikwolvmyluhxmsculhddmjcxxwcuijvtebhrdmamuus,f,,,417402.0,2857056.0,Oakland,Ijqvmftaeaoeiycxxi,,Unum Group,0.0,M,27.0,630.0,O,10.0
Jtn7718,Gvpkllxjihwcdekmhwgrvrjjlemqymitgmisuqksneadi,m,,1-019-900-0927,273535.0,1393892.0,Hull,lrntptwvbrtnvwdquqpsx,kvcqpv,Domtar,1.0,U,94.0,533.0,O,7.0
too7719,vunoywivtxaoteia,,,1-055-674-3126,445562.0,759096.0,Boston,Ouzxts,MFRHTZKJ,Sentry Insurance Group,2.0,M,,328.0,O,
Kcd7720,cgfbhvbutwppcxeqzjnajirvbyji,,,1-539-727-9817,226333.0,2288668.0,Modesto,Cxogpjlizzckvntqnvns,BRXSSYJHS,Constellation Energy,2.0,M,60.0,753.0,O,9.0
Yhh7721,Cnqkflteffhlvuvkvlidzxdddhthinttughoacniyaskjqxcunrgjffmddusvcvayyayerjr,m,,1-125-903-5459,,3580824.0,Grand Prairie,Piqrxkifkii,ijsdxorwqin,CSX,3.0,U,48.0,512.0,O,10.0
Adu7722,oigxagmffqteeswxkzbgrigdxtvmfgkkymknfeb,,,1-591-506-8069,,1681450.0,Phoenix,Bflmgwcfmker,Fuxiyfjtqevk,W.W. Grainger,3.0,D,36.0,432.0,R,8.0
Kwx7723,hvvnvoixtwnfzmbjghxksazmfoqqyifvcgqkdqsaknwanpwjavvnifvkfikf,,W,1-131-877-8296,271054.0,1592047.0,Lincoln,Gjxszyfxpweic,Egxkelhxosoh,Kimberly-Clark,3.0,,67.0,323.0,O,2.0
uzl7724,Gfopscpludliujcvdkhcomkp,,,1-716-805-3703,64626.0,3596545.0,Shreveport,Bjobwdoxutojkprezhmpqibkxthznh,gmnioeblfn,Henry Schein,4.0,U,63.0,714.0,O,10.0
UXY7725,qgkokxkhlxlezcflupfkujkmnetfgxtqvnvnwajxvksuauioivdieovttkpwbd,f,C,1-506-286-3588,463945.0,3093246.0,Warren,Nesaxzxlulmhmoxztefdk,Mdqarqysh,State Street Corp.,2.0,S,55.0,730.0,O,7.0
FRU7726,xkltqvtdcifskkcnqwkyoawqfszkilztvdcgrfdsrhvmtykrzkcmxdshlwayjjjlstnimjmhcilfjis,M,d,1-427-982-9005,159731.0,3867919.0,Erie,DHICXMQRMKABXBTFUBDUUJDI,frzijg,Quanta Services,,M,4.0,346.0,O,5.0
Bjx7727,bwmnbuxfotmhhrcyzjwwrnhlqfdipsnrfekiuaaltzpthagegtbllneojphxmpvglgr,f,,1-669-946-1808,190805.0,3245961.0,Fargo,Sfdjitmusbmcjxar,Clktwlprka,Marshall & Ilsley Corp.,3.0,M,92.0,,R,1.0
zkp7728,xgrescoregiylgtboucvujwksdieiawytiklnlimmvomlbmmdhxfucnrqugodotgspmcheziai,,,1-936-581-5888,43888.0,600366.0,Wichita,BROVPAASJ,Fnbcpkispthu,Oceaneering International,1.0,M,93.0,818.0,O,7.0
Lbo7729,Dzmpjafkabapegvhrgb,M,u,1-740-256-2368,34137.0,1738979.0,Mount Pearl,pntucfaekdacxehx,Gnczlyncstm,Raymond James Financial,0.0,S,87.0,623.0,R,4.0
TFP7730,XJCLEPZFIVOMHEEDDIVHKBXAELURZXM,f,r,1-559-799-0991,196885.0,454564.0,Mobile,Yuvfvyhmgf,Qrlsag,Valspar,1.0,S,44.0,742.0,R,5.0
XKQ7731,Fsqhjvcpihkakzconfp,F,v,1-287-631-2055,206705.0,3912268.0,Phoenix,holps,Bqzjycxovl,Live Nation,1.0,M,95.0,378.0,O,9.0
DQY7732,FDWXXMAMQBZKBNOFIIQNDSCADQOENVUDHBWDPJRTOFAKIVOX,m,B,1-100-505-6436,337299.0,1966788.0,Fontana,Zhsdvrhwonsusgdyuqztx,DCJMXZP,,3.0,D,61.0,323.0,,8.0
