FirstName,NumberChildren,LastName,CreditRating,AddressLine1,NumberCars,MaritalStatus,OwnOrRentFlag,State,AddressLine2,NumberCreditCards,City,Employer,Gender,MiddleInitial,Phone,Age,AgencyID,PostalCode,Income,Country,NetWorth
Otha,1.0,lawlis,,20025 routh crescent,1.0,U,O,MD,,2.0,Costa Mesa,Bemis,m,L,1-267-357-1943,76.0,law141,v6n 1v9,20397.0,United States of America,3810365.0
Rodie,2.0,Beebe,664.0,4144 LAKE PARK LANE,2.0,U,O,New Brunswick,Suite 397,6.0,Houston,Securian Financial Group,m,D,1-602-756-7919,5.0,Bee142,83702,463094.0,United States of America,2641938.0
DULCE,1.0,schlange,789.0,3375 sakowitz lane,4.0,U,O,HI,,7.0,Bakersfield,Ford Motor,m,,1-793-864-7010,65.0,sch143,80125,331900.0,United States of America,3857323.0
Win,0.0,Witchlow,803.0,7255 berry way,5.0,S,U,ND,,0.0,Chesapeake,ConAgra Foods,,,1-637-020-2921,94.0,Wit144,M5G 1Y7,8421.0,United States of America,1636212.0
Roselin,4.0,MEREDITH,720.0,3131 WATHAN SOUTH,4.0,M,,Nova Scotia,,3.0,Sandy,Charter Communications,F,Q,1-428-797-6325,95.0,MER145,80213,35780.0,United States of America,2999082.0
Malanie,0.0,bialkenius,839.0,18440 RYAN NORTH,1.0,M,R,ME,,4.0,Lewiston,Calpine,m,,1-011-549-5618,28.0,bia146,60737,139897.0,United States of America,2280820.0
TARYN,1.0,Swiat,621.0,13222 glen loch road,4.0,D,O,Alberta,SUITE 464,0.0,Elizabeth,Crane,m,P,1-993-255-5481,76.0,Swi147,90510,414119.0,United States of America,1050866.0
MALENA,4.0,bullinger,628.0,7889 MURRAY WAY,5.0,D,O,VT,,3.0,Sudbury,Textron,,,1-487-749-4448,81.0,bul148,92882,234035.0,United States of America,
Dorie,5.0,TYRRELL,813.0,7527 whale drive,3.0,W,O,DE,,6.0,Austin,Idearc,F,,1-192-352-2184,38.0,TYR149,98121,144405.0,Canada,603001.0
Liese,3.0,Fyfe,367.0,17788 eagle trace park,5.0,W,R,MA,,3.0,Salinas,Cabela's,,,1-293-442-4224,25.0,Fyf150,H2e 1x9,55441.0,United States of America,3368239.0
tele,2.0,Sicard,807.0,7661 GRANT WAY,4.0,D,O,CA,,10.0,Peoria,EOG Resources,,,1-078-502-6700,0.0,Sic151,23503,392869.0,United States of America,1042629.0
astra,4.0,CASTEN,501.0,4806 crystal hills street,3.0,U,O,Manitoba,,8.0,Sydney,,F,,1-430-909-3001,61.0,CAS152,40208,402416.0,United States of America,1948746.0
marnia,2.0,Choy,490.0,4211 WILLS NORTH,0.0,U,O,TN,,10.0,San Antonio,Burlington Coat Factory,,S,1-392-455-0895,3.0,Cho153,75201,89984.0,United States of America,3113862.0
AMY,3.0,CHACKO,321.0,7524 linberg north,2.0,W,O,FL,,3.0,Oklahoma City,Southwest Airlines,,,1-273-921-9787,77.0,CHA154,93852,395773.0,United States of America,2777290.0
HAMILTON,0.0,beil,,14266 lemming south,1.0,U,R,CA,,6.0,Miami,RPM International,f,E,1-012-993-4538,8.0,bei155,32312,126662.0,United States of America,2210073.0
Kuldip,1.0,Eleftheriou,446.0,1427 ADDAX LANE,4.0,U,O,CO,,7.0,Yonkers,Amazon.com,m,J,1-890-859-4211,34.0,Ele156,90059,132008.0,United States of America,1999684.0
krystalle,5.0,o'grady,428.0,1625 fernando court,5.0,M,O,Saskatchewan,,2.0,Columbia,Neiman Marcus,F,,1-080-032-3031,15.0,o'g157,77006,417218.0,United States of America,2119678.0
Stella,0.0,Katchmar,423.0,335 floresta north,0.0,S,O,UT,,5.0,Lubbock,Goldman Sachs Group,,,1-561-620-7173,66.0,Kat158,23224,360063.0,United States of America,169808.0
Marie-josee,4.0,Luin,499.0,22806 garson east,5.0,U,O,ME,,6.0,Chattanooga,Boeing,,O,1-017-439-0362,55.0,Lui159,10055,100516.0,United States of America,1072732.0
Nashib,1.0,Klavkalns,342.0,5524 vermack street,1.0,S,O,NH,,7.0,Fargo,United Refining,f,,1-248-539-6621,8.0,Kla160,35830,16814.0,United States of America,2261442.0
Annette,3.0,Brunsting,632.0,18105 electra street,1.0,M,U,VA,,1.0,Omaha,D.R. Horton,,Z,1-611-789-5569,7.0,Bru161,v6m 1s9,,United States of America,2234368.0
LENA,1.0,Apter,525.0,719 holman court,3.0,M,O,TX,,6.0,Yonkers,Jarden,,Q,1-023-151-8130,97.0,Apt162,22304,315962.0,United States of America,575288.0
Christian,1.0,schuette,371.0,23553 MEMORIAL RUE,5.0,M,R,Saskatchewan,,9.0,Spokane,Systemax,f,,1-005-574-3523,95.0,sch163,06101,299268.0,United States of America,1102479.0
Morrie,3.0,Lanava,699.0,16759 park avenue,1.0,U,O,NH,,4.0,Tulsa,Marriott International,,,1-550-487-1571,92.0,Lan164,78756,301490.0,United States of America,2995388.0
LYMAN,2.0,Fusca,435.0,12296 WILLIAMS LOWER,3.0,M,O,VA,,8.0,Garden Grove,Expeditors International,F,,1-280-494-1415,17.0,Fus165,93003,36052.0,United States of America,1147193.0
REUBEN,4.0,Nevardauskis,512.0,9625 ALLEN BOULEVARD,1.0,U,U,IA,,2.0,Fort Lauderdale,Great Plains Energy,F,R,1-803-438-4141,81.0,Nev166,T5D 1P2,437483.0,United States of America,1136540.0
Hermon,,SHACKLEFORD,552.0,10340 jarvis road,5.0,M,O,NC,,6.0,Philadelphia,Danaher,f,,1-566-299-2351,13.0,SHA167,10108,152971.0,Canada,1677669.0
Paqs,2.0,Sauck,,13143 goodwin lane,0.0,M,O,NH,,8.0,Sydney,,,P,1-586-363-4189,78.0,Sau168,t5c 1l3,449495.0,Canada,2160706.0
GAETAN,1.0,frischknecht,687.0,7160 BEATTY RUE,4.0,M,O,AL,,5.0,Waterbury,Watson Wyatt Worldwide,,,1-505-124-9029,78.0,fri169,M5B 1Z8,349827.0,United States of America,2525665.0
leese,1.0,fernandez,433.0,22679 chimney rock west,3.0,M,R,British Columbia,,0.0,Tacoma,Yahoo,,O,1-897-996-9812,85.0,fer170,V6H 1W2,9562.0,United States of America,3517622.0
Amelie,2.0,LANDERS,746.0,6769 pasadena upper,1.0,U,,MD,,7.0,Charlottetown,Convergys,M,,1-922-919-5858,68.0,LAN171,90308,24514.0,United States of America,
TAMRA,0.0,Bhasin,405.0,20622 MCAFEE COURT,0.0,M,R,IA,,9.0,Independence,Celanese,,,1-326-572-2988,1.0,Bha172,M5e 1y2,407985.0,Canada,97675.0
bang,5.0,Jordan,805.0,10526 LINWOOD LANE,5.0,M,O,ND,,,Escondido,Dana Holding,M,,1-076-972-4311,83.0,Jor173,80029,,United States of America,
HILDEGARDE,4.0,KNUDSEN,819.0,21088 vessey crescent,4.0,M,O,NY,,5.0,Lansing,XTO Energy,F,,1-341-595-8408,78.0,KNU174,30350,257897.0,United States of America,3569070.0
Carmody,5.0,Hamelin,648.0,10884 ryan avenue,0.0,M,O,OR,,0.0,Anaheim,Alliance Data Systems,F,,,,Ham175,97240,261143.0,United States of America,1507616.0
Dareen,5.0,MAUER,401.0,1481 gale court,5.0,U,R,MO,,10.0,Glendale,Franklin Resources,,,1-536-952-5040,5.0,MAU176,R3A 1M1,110615.0,United States of America,514151.0
WEN,0.0,Rezansoff,484.0,18390 martins east,2.0,U,U,CT,Apt. 426,8.0,Chula Vista,Fidelity National Financial,F,,1-663-917-0422,43.0,Rez177,73172,407799.0,United States of America,2903408.0
MOT,4.0,Koa,463.0,23208 porter crescent,4.0,U,O,MO,,1.0,Orlando,FirstEnergy,,,1-843-773-1791,53.0,Koa178,V6s 1p9,195242.0,Canada,1695814.0
leese,0.0,HANNEMAN,335.0,17026 durand north,3.0,U,O,MN,,5.0,Cleveland,Commercial Metals,m,B,1-823-567-1252,13.0,HAN179,90140,315490.0,United States of America,868465.0
nettie,4.0,jakim,,16533 devonshire park,5.0,U,O,NC,,10.0,Huntington,Genzyme,,I,1-744-421-7512,7.0,jak180,94639,22201.0,United States of America,2810709.0
AILEE,5.0,umphres,381.0,8965 griffin east,4.0,M,R,TN,,7.0,Fayetteville,US Airways Group,,C,1-621-744-1484,17.0,ump181,22307,441579.0,United States of America,3593363.0
chan,2.0,Wickham,708.0,22451 larner court,2.0,M,O,NV,,1.0,Riverside,Advanced Micro Devices,,G,1-973-214-3381,67.0,Wic182,55116,342730.0,Canada,2607636.0
RAY,4.0,Gates,354.0,3681 HOLLY KNOLL CRESCENT,5.0,M,R,AL,Apt. 540,8.0,Dayton,United Parcel Service,F,,1-428-266-1600,54.0,Gat183,M6s 1i5,117267.0,Canada,2735642.0
Robinette,4.0,bott,547.0,5678 dayton street,1.0,S,,NE,,10.0,Corona,Fastenal,,,1-334-466-5299,5.0,bot184,92708,260107.0,United States of America,1501732.0
Rocke,1.0,DAVID-YERUMO,761.0,15591 holgate lane,1.0,D,O,KS,,9.0,Oklahoma City,Core-Mark Holding,,T,1-249-478-5643,28.0,DAV185,V6r 1q6,166760.0,United States of America,397072.0
Suzette,1.0,HILLARD,659.0,23477 havenridge rue,4.0,M,O,NY,,1.0,Dallas,Boise,F,,1-804-228-8548,5.0,HIL186,63178,401021.0,United States of America,3399757.0
Myla,2.0,warburton,351.0,18267 cape lane,4.0,M,R,NY,,9.0,Durham,DST Systems,,,1-564-230-0062,,war187,x7j 1r5,70945.0,United States of America,2684548.0
dacia,3.0,MACHNICKI-HYNES,608.0,2928 POTOMAC UPPER,3.0,S,O,Saskatchewan,apt. 48,7.0,Tacoma,United States Steel,m,,1-781-339-9073,72.0,MAC188,M5e 1y7,389391.0,United States of America,3041622.0
CHELSIE,2.0,levitin,706.0,14656 pasadena park,4.0,S,O,Prince Edward Island,,3.0,Alexandria,Pepco Holdings,F,A,1-096-116-9962,12.0,lev189,23257,63226.0,United States of America,3211816.0
abbas,4.0,Gooderham,391.0,16983 flagler drive,0.0,M,O,Alberta,apt. 968,8.0,Hialeah,Acuity Brands,,,1-914-194-6997,71.0,Goo190,V6I 1U7,206220.0,United States of America,127026.0
Rec,4.0,Kohalmi-hill,461.0,17212 LANDER SOUTH,5.0,W,R,Ontario,,2.0,Denver,Baker Hughes,,E,1-733-360-9116,90.0,Koh191,94539,,United States of America,588945.0
Elaine,4.0,AYLWIN,510.0,23764 sabine west,4.0,U,O,TN,,2.0,Fort Lauderdale,Newell Rubbermaid,M,,1-591-402-8026,20.0,AYL192,H7h 1v4,337152.0,United States of America,1962620.0
Katharine,2.0,CHOUHAN,805.0,16271 vista south,,W,O,VA,,5.0,Mesa,Westlake Chemical,F,E,1-326-180-9322,58.0,CHO193,15201,312074.0,United States of America,178193.0
LILIAN,4.0,DITKO,702.0,1080 LAVENDER LANE,2.0,M,O,TX,,7.0,Cleveland,Jones Lang LaSalle,,G,1-784-796-6844,57.0,DIT194,t5a 1n6,68551.0,United States of America,2102811.0
CATI,1.0,EMIG,368.0,10856 summer street,4.0,W,O,MT,,3.0,Lewiston,Burger King Holdings,,,1-662-625-4671,43.0,EMI195,78784,488800.0,United States of America,2246854.0
Luong,2.0,Ryder,520.0,17021 edwards crescent,3.0,W,R,IL,APT. 392,8.0,Tallahassee,Hovnanian Enterprises,m,,1-627-590-4931,39.0,Ryd196,H6d 1w8,431633.0,United States of America,1312448.0
JUOZAS,3.0,meisner,666.0,7726 TALLOWOOD UPPER,0.0,S,O,WY,,2.0,El Monte,Medical Mutual of Ohio,,S,1-055-694-7984,87.0,mei197,06705,72797.0,United States of America,295993.0
Lysy,1.0,Cegelski,587.0,19097 foxfire north,0.0,S,O,NC,,9.0,Sioux Falls,Lockheed Martin,,,1-166-844-7429,57.0,Ceg198,M5c 1v9,260576.0,United States of America,1220003.0
ULA,5.0,haigh,643.0,8161 PINTO ROAD,4.0,U,O,ND,,4.0,Columbia,Yum Brands,,Z,1-516-930-4640,58.0,hai199,90759,200096.0,United States of America,2400476.0
Francesca,4.0,clendening,484.0,9659 sakowitz west,,,R,GA,,5.0,San Francisco,Wesco International,,J,1-261-215-4290,28.0,cle200,22301,,United States of America,2900897.0
emili,1.0,Ciesielski,,15306 pike park,3.0,U,R,VA,,3.0,Santa Clara,Volt Information Sciences,,W,1-681-572-7662,95.0,Cie201,19165,267656.0,United States of America,3942140.0
yogesh,2.0,Parypa,676.0,21891 dewey street,1.0,S,R,Prince Edward Island,,8.0,Greensboro,Western Union,f,,1-288-967-5460,98.0,Par202,75007,35253.0,United States of America,2118119.0
Xantippe,2.0,LOZINSKI,300.0,8155 storeywood road,5.0,M,O,OR,,4.0,Waco,,f,K,1-315-022-2148,55.0,LOZ203,90302,113159.0,United States of America,338540.0
TINO,3.0,Pascal,,20871 dewdrop street,2.0,,R,WI,APT. 630,8.0,Rochester,Lubrizol,,,1-707-402-6121,14.0,Pas204,84092,297444.0,Canada,2617116.0
AGGIE,1.0,Aula,831.0,1121 GREENE PARK,3.0,M,O,ID,,9.0,Tampa,C.H. Robinson Worldwide,,,1-186-893-7846,30.0,Aul205,v6d 1u1,52092.0,United States of America,1459711.0
Alane,1.0,barnes,609.0,23849 westerley south,3.0,M,O,MT,,7.0,Paterson,Celgene,F,N,1-571-918-3795,90.0,bar206,99503,30249.0,United States of America,1804959.0
ABBYE,0.0,ELLIOTT,679.0,1540 murie rue,2.0,S,O,MD,,2.0,Fullerton,Leggett & Platt,,,1-206-055-2128,69.0,ELL207,80960,483052.0,United States of America,2957472.0
aleen,0.0,forslund,634.0,16633 raymond road,4.0,U,O,NY,suite 344,6.0,London,Fidelity National Information,m,P,1-963-724-8044,67.0,for208,53743,287060.0,United States of America,2919293.0
collen,1.0,Burbidge,338.0,18676 turman drive,1.0,W,O,HI,,4.0,Newark,Arch Coal,,U,1-050-641-8503,41.0,Bur209,t6d 1k1,274154.0,Canada,3610130.0
NEALA,5.0,FOLLMER,332.0,1808 HARDY STREET,5.0,M,O,DE,,4.0,Buffalo,Affinia Group Intermediate,F,,1-020-258-1680,2.0,FOL210,91350,379659.0,United States of America,1209441.0
CELISSE,0.0,Leder,721.0,11115 midland avenue,0.0,M,O,PA,,8.0,El Paso,Kellogg,m,,,89.0,Led211,37916,,United States of America,1058712.0
MEHMET,1.0,kopke,351.0,24950 sheppard lane,4.0,,O,IN,,3.0,Toledo,PerkinElmer,,N,1-886-961-7857,88.0,kop212,22329,100796.0,United States of America,1946028.0
Carlis,1.0,paylor,564.0,6450 LEMMING RUE,1.0,M,O,MT,,6.0,Sterling Heights,Limited Brands,,,1-999-799-7384,90.0,pay213,M1i 1r8,128277.0,Canada,1420984.0
marshal,3.0,PALACEK,379.0,19342 wycliffe park,1.0,M,O,WY,,9.0,New Haven,OfficeMax,,,1-362-078-4138,54.0,PAL214,h5i 1p1,147414.0,United States of America,213235.0
Fabien,2.0,felton,727.0,7582 woodway south,1.0,S,O,FL,,8.0,Dallas,J.B. Hunt Transport Services,,,1-174-723-5263,53.0,fel215,M1I 1R5,51559.0,United States of America,472425.0
basia,3.0,ATWELL-BYRNE,578.0,22526 QUEENSBURY LOWER,2.0,U,O,RI,,2.0,Milwaukee,American Express,,,1-898-789-3598,89.0,ATW216,53739,355622.0,United States of America,1160132.0
FARID,1.0,Mcbeth,642.0,18833 3rd park,5.0,W,O,CO,,10.0,Anaheim,Occidental Petroleum,M,S,1-482-305-5399,31.0,Mcb217,06603,468116.0,United States of America,2869995.0
jyoti,0.0,Jalaie,,19394 canoas west,1.0,M,O,SD,apt. 3,1.0,Huntington Beach,Shaw Group,M,B,1-834-784-7657,1.0,Jal218,28247,276728.0,United States of America,3727044.0
Jandy,0.0,vempati,554.0,9941 ROYALTON DRIVE,3.0,S,R,TX,,,Naperville,W.W. Grainger,,,1-864-555-5341,57.0,vem219,h7g 1u9,135306.0,Canada,2293241.0
VO,0.0,BARNICKEL,733.0,10177 pecos crescent,1.0,U,U,VT,,6.0,Iqaluit,IDT,,D,1-475-209-3369,10.0,BAR220,90831,99566.0,United States of America,2846515.0
Kien,4.0,PESOLD,345.0,20823 WEST CHAPEL AVENUE,2.0,M,O,IN,,10.0,Winnipeg,General Mills,M,U,1-459-456-1848,74.0,PES221,M4j 1o7,263959.0,United States of America,1619956.0
Tybi,0.0,Shaughnessy,644.0,13483 ROCKDALE DRIVE,2.0,M,R,UT,,6.0,St. Petersburg,RBS Global,F,,1-802-797-1712,28.0,Sha222,77288,441498.0,United States of America,2367607.0
Nhien,0.0,Schmeing,564.0,9645 HAYDEN BOULEVARD,3.0,S,U,NV,,3.0,Waterbury,Realogy,M,J,,96.0,Sch223,77117,429621.0,United States of America,3795566.0
Florance,3.0,Materna,465.0,6066 fillmore lower,1.0,M,O,TX,,10.0,Lubbock,ArvinMeritor,,L,1-224-760-3774,42.0,Mat224,45263,181214.0,United States of America,734762.0
Ros,4.0,JAIN,652.0,293 conier avenue,,D,O,OR,,8.0,London,Amkor Technology,,,1-511-883-9082,64.0,JAI225,v6g 1p4,212502.0,United States of America,908994.0
Genevieve,4.0,KARNAZES,714.0,7000 ansley lane,5.0,M,O,Ontario,,6.0,Des Moines,Lear,,,,,KAR226,72247,244545.0,United States of America,2561296.0
EMILIO,4.0,gustafson,383.0,13635 jarvis south,5.0,M,R,Saskatchewan,APT. 587,10.0,Madison,Asbury Automotive Group,,,1-405-014-0029,49.0,gus227,E7n 1j9,218681.0,Canada,3181069.0
JANEEN,5.0,Annas,336.0,17362 COFFEY UPPER,,,O,MO,,7.0,Scottsdale,Limited Brands,,K,1-076-073-0994,81.0,Ann228,45272,296916.0,United States of America,2632226.0
cathrin,2.0,labenek,626.0,12279 trafalgar crescent,0.0,,O,UT,,9.0,Mount Pearl,Beazer Homes USA,,R,1-690-040-0846,57.0,lab229,x7j 1q2,453659.0,Canada,
kirstin,0.0,flindall,549.0,24717 MIDLAND LANE,3.0,S,U,IL,,0.0,Iqaluit,,f,M,1-211-707-3341,42.0,fli230,80952,194450.0,United States of America,1151333.0
giles,4.0,satkunaseelan,492.0,11493 worley park,5.0,U,O,NM,,0.0,Moreno Valley,Acuity Brands,,,1-642-203-7899,30.0,sat231,38157,49533.0,United States of America,2763939.0
Ted,4.0,thornley,327.0,6492 HAMMOND AVENUE,2.0,M,O,NC,,0.0,Naperville,ABM Industries,,I,1-792-738-9524,56.0,tho232,06703,394819.0,United States of America,370710.0
hayden,3.0,CRIPPS,545.0,8954 bagby north,3.0,S,O,AZ,,10.0,Norfolk,,m,L,1-881-269-3949,3.0,CRI233,v6u 1r8,342754.0,United States of America,1192164.0
Gail,0.0,Gascon,571.0,11622 josey south,1.0,M,O,CT,,0.0,Louisville,Southwestern Energy,M,V,1-537-303-6219,53.0,Gas234,28231,224435.0,United States of America,223487.0
las,2.0,Chavers,423.0,11538 collinwood avenue,0.0,W,O,VA,,7.0,Akron,Delta Air Lines,f,,1-682-154-3638,67.0,Cha235,63107,37717.0,United States of America,2341143.0
Noelyn,0.0,Nettles,655.0,20913 vickers boulevard,1.0,,O,NV,,4.0,Whitehorse,ITT,,,1-512-708-0580,94.0,Net236,H2g 1w7,286483.0,United States of America,1774784.0
izak,5.0,WOODROW,488.0,22274 VICKERY CRESCENT,0.0,M,O,VA,,0.0,Salem,Health Management Associates,m,,1-598-440-6359,37.0,WOO237,55416,185412.0,United States of America,3951308.0
bernita,,valerien,352.0,881 vance jackson south,4.0,M,,British Columbia,,6.0,Memphis,Western Union,,,1-281-206-9270,75.0,val238,V6d 1u5,472518.0,United States of America,2756025.0
Karmen,1.0,Berndt,810.0,15079 DECATUR RUE,,M,O,VA,,0.0,Fayetteville,Family Insurance Group,f,,1-442-133-8200,51.0,Ber239,93782,425307.0,United States of America,1833112.0
Rio,2.0,labranche,686.0,10424 mitchell street,2.0,D,O,TX,,8.0,Lansing,Advance Auto Parts,,F,1-607-062-8891,74.0,lab240,90252,304909.0,United States of America,698884.0
ISABELLE,2.0,VREUGDENHIL,389.0,14195 VERDE PARK,0.0,M,R,CO,,0.0,Atlanta,J.P. Morgan Chase & Co.,m,X,,100.0,VRE241,85759,231226.0,Canada,3287261.0
Micro,0.0,GOODINSON,761.0,10608 bissonnet road,0.0,M,U,GA,,,Gary,Fidelity National Financial,F,,1-141-622-5196,,GOO242,M5g 1x8,219026.0,United States of America,3337290.0
maribel,1.0,chaput,589.0,11237 balmoral way,0.0,D,O,NE,,4.0,Atlanta,Toro,,S,1-500-101-2792,28.0,cha243,78746,414993.0,United States of America,2963197.0
NADYA,0.0,TAMARELLI,492.0,15621 yaupon lower,0.0,M,O,NC,,1.0,Dawson City,Mueller Water Products,F,W,1-655-973-7192,18.0,TAM244,H2f 1z1,24837.0,United States of America,1487009.0
Darrell,5.0,CUMPSTON,442.0,12387 SAUNDERS WEST,2.0,D,U,OK,Suite 463,10.0,Mobile,Energy Future Holdings,M,,1-972-039-2576,77.0,CUM245,77288,200645.0,United States of America,3177428.0
Hoy,3.0,SIMONOVICH,649.0,6156 holmes court,4.0,S,O,MO,,8.0,Santa Clarita,Weis Markets,,E,1-764-148-5233,14.0,SIM246,35277,22605.0,United States of America,1886280.0
shana,0.0,Estes,337.0,17521 REILLY STREET,0.0,U,O,AR,,8.0,Chicago,MasterCard,,,1-399-618-9069,23.0,Est247,36134,,United States of America,1853087.0
HQ,,haney,572.0,20093 canterbury way,4.0,D,R,MT,,8.0,Nashua,Oracle,F,P,1-628-481-6657,1.0,han248,V6t 1u3,389524.0,United States of America,195847.0
Co,3.0,Peers,666.0,11930 alabama south,4.0,M,U,Newfoundland,,0.0,West Covina,Mutual of America Life,,Y,1-085-050-1119,58.0,Pee249,99597,232945.0,United States of America,3727580.0
Beb,3.0,blidy,567.0,22780 terrace lower,2.0,D,O,OR,,4.0,Mesa,JetBlue Airways,M,T,1-993-284-6634,98.0,bli250,V6N 1V1,390626.0,United States of America,2993662.0
Sherrill,3.0,Leavell,574.0,6481 century lane,5.0,,O,NM,,5.0,El Paso,Western Refining,,,1-395-464-9156,76.0,Lea251,T6d 1h7,286207.0,United States of America,2886788.0
takehiko,0.0,Willhoff,498.0,11293 rice avenue,5.0,S,,FL,,2.0,Victoria,Western Refining,F,U,1-811-547-9696,59.0,Wil252,M7o 1c5,391468.0,United States of America,3672610.0
FLOSSIE,2.0,komenda,836.0,9828 WEST EAST,5.0,U,R,MS,,9.0,Hayward,Bristol-Myers Squibb,f,,,81.0,kom253,M2q 1e8,171326.0,Canada,3245637.0
Chryste,3.0,Welsford,759.0,10369 gemini way,2.0,M,,Saskatchewan,,8.0,Oshawa,AutoNation,,,1-648-501-2866,31.0,Wel254,64172,294972.0,United States of America,959636.0
Sheelagh,5.0,Lacombe,563.0,23445 GATES WAY,3.0,S,O,NE,,6.0,Hamilton,Boeing,,,1-332-974-4753,1.0,Lac255,85265,131039.0,United States of America,1037702.0
DICKENS,5.0,Honda,313.0,2160 WEIZMANN DRIVE,1.0,S,U,TN,,8.0,Oklahoma City,Advanced Micro Devices,f,,1-217-048-6379,28.0,Hon256,h5k 1p8,480287.0,United States of America,69141.0
Maury,4.0,Conley,771.0,16716 fresco road,0.0,M,O,OR,,6.0,Portland,Unitrin,,,,36.0,Con257,M2P 1F6,276404.0,United States of America,2818725.0
Dorothy,5.0,handley,717.0,17068 simpson road,0.0,S,O,ID,,1.0,Macon,Liberty Media,,,1-246-119-5490,47.0,han258,V6U 1U9,435481.0,United States of America,3153373.0
CHICKIE,4.0,WOJTECKI,355.0,23276 dillbeck upper,4.0,D,O,WV,,2.0,Yellow Knife,Jarden,,,,77.0,WOJ259,V6F 1W7,,United States of America,616608.0
Lavinia,4.0,Amini,383.0,24268 hayden west,4.0,U,O,MI,,10.0,Santa Rosa,Cincinnati Financial,f,P,1-347-479-6259,91.0,Ami260,92711,499891.0,United States of America,1014586.0
Kristine,5.0,Mo,579.0,2682 LUMBER PARK,5.0,S,O,AL,,1.0,Fort Wayne,Steel Dynamics,f,A,1-881-547-3819,46.0,Mo261,60779,394640.0,United States of America,1679903.0
tobi,3.0,BUREK,324.0,4129 crestline avenue,4.0,M,O,TN,,5.0,Inglewood,OGE Energy,,,1-155-847-4022,36.0,BUR262,90790,359040.0,Canada,1062919.0
Frederica,2.0,Kosten,752.0,18257 mahonia west,5.0,M,R,Manitoba,,0.0,London,Hartford Financial Services,m,X,1-946-987-5835,18.0,Kos263,80908,429949.0,United States of America,3684297.0
Cayla,2.0,Borel,723.0,19050 cordoba upper,5.0,D,O,CO,,2.0,Waterbury,Penske Automotive Group,m,,,27.0,Bor264,74129,333500.0,Canada,1805618.0
BRIAN,,LARCHE,349.0,1121 greene park,2.0,S,U,OR,,1.0,Salem,Amkor Technology,,K,,79.0,LAR265,M9e 1u6,480399.0,United States of America,1852935.0
ROCH,5.0,BOURDEAU,643.0,13762 silver sage way,2.0,W,O,CO,,4.0,Dayton,Psychiatric Solutions,,,1-551-913-3853,72.0,BOU266,93663,73398.0,United States of America,1528702.0
Charly,0.0,Panter,390.0,22629 bagby east,3.0,W,O,NC,,0.0,Frederick,Calpine,,,1-666-863-1257,26.0,Pan267,84119,,United States of America,178411.0
joli,4.0,Walbridge,801.0,13296 wayside boulevard,4.0,U,O,Alberta,,7.0,Thousand Oaks,Saks,m,,1-938-871-9739,31.0,Wal268,82602,446105.0,United States of America,2245432.0
Kasper,4.0,Muehle,741.0,9824 OLYMPIA STREET,0.0,S,O,VT,,2.0,Escondido,BE Aerospace,M,,1-333-561-7008,2.0,Mue269,94429,128126.0,Canada,3058077.0
Joo-geok,1.0,Zubans,821.0,6907 ferncliff crescent,2.0,D,O,VT,Apt. 986,8.0,Independence,Exterran Holdings,,,1-514-023-2587,81.0,Zub270,H2A 1V4,371101.0,Canada,723251.0
Winona,,Seidman,830.0,24573 lyons avenue,3.0,M,O,SC,,5.0,Corpus Christi,Penn National Gaming,,D,1-027-811-2670,69.0,Sei271,40511,263066.0,United States of America,3755553.0
king-haut,1.0,Cavasin,441.0,15407 fillmore north,0.0,M,R,SD,,,Santa Rosa,PetSmart,F,,1-475-590-2337,69.0,Cav272,M5b 1y9,,United States of America,757755.0
DARLENE,1.0,Hartell,484.0,850 leon lower,3.0,D,R,New Brunswick,,2.0,Burlington,First Data,F,,1-214-794-0930,80.0,Har273,E7N 1P6,453776.0,United States of America,3610784.0
Deana,5.0,Naugle,653.0,14635 greene rue,4.0,,O,Manitoba,,8.0,Overland Park,Liz Claiborne,M,R,1-988-429-0103,14.0,Nau274,h5k 1o7,494609.0,United States of America,2994154.0
Laurette,2.0,Stegman,727.0,21034 windchime lower,0.0,D,R,NJ,,7.0,Huntsville,Alcoa,,,1-143-517-2347,39.0,Ste275,95203,233618.0,Canada,612241.0
Renell,,Choo-kang,535.0,15868 dewdrop park,1.0,U,O,TX,,0.0,Berkeley,Perini,m,D,1-709-720-3248,0.0,Cho276,23513,,United States of America,1352198.0
Meriann,4.0,Luxford,320.0,10232 oak hill west,5.0,W,R,MD,,9.0,Casper,Hudson City Bancorp,f,R,1-314-831-7578,59.0,Lux277,T5c 1j1,154521.0,United States of America,2534935.0
KATALIN,4.0,Farnsworth,775.0,950 WILLS WEST,4.0,W,O,WV,,1.0,Toledo,Sigma-Aldrich,F,,1-342-101-7385,60.0,Far278,V6z 1q9,438162.0,United States of America,3189762.0
Gayel,4.0,Shinjo,606.0,23223 WOODLAWN UPPER,3.0,M,O,OH,,,Cheyenne,Plains Exploration,F,,1-419-495-9429,4.0,Shi279,73121,352602.0,United States of America,447872.0
Lourdes,2.0,Piperni,,23208 porter crescent,4.0,S,O,NH,,5.0,Fresno,W.R. Berkley,f,P,1-992-551-4676,74.0,Pip280,75267,194788.0,United States of America,3207012.0
