prospect_Ag,prospect_Pho,prospect_NeWor,prospect_Inc,prospect_MariSt,prospect_PosCo,prospect_AgeID,prospect_AddrL2,prospect_C,prospect_CreRat,prospect_NuCrCar,prospect_Ge,prospect_NuChil,prospect_NumC,prospect_Cou,prospect_AddrL1,prospect_MiIn,prospect_LN,prospect_Sta,prospect_FirNa,prospect_Empl,prospect_OwORFl
38.0,1-352-678-5471,3874445.0,156048.0,M,Xbgykqm,czu7576,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,Oakland,348.0,3.0,,2.0,1.0,Canada,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,,czuvw,IL,kpofwgtomgijnm,Phillips-Van Heusen,O
68.0,1-906-600-9749,437353.0,63617.0,M,NNCXIBTCXZA,Ghr7577,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,Billings,598.0,8.0,,5.0,1.0,United States of America,BESJDYZDIOIXKDFEHBQXBPW,Z,Ghrlcuscpesuzsdwqfwwbgh,AZ,Biflzgcqpqpbahquomftmjffohpwuy,Wells Fargo,O
93.0,1-093-018-2851,2669917.0,244849.0,U,mfwuio,Rwk7578,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,Pueblo,505.0,9.0,,2.0,2.0,United States of America,Ouopoqztakszwsfkthdbwndfjuqaelyd,,Rwkdeshuwhwvmvmdnckmuvdt,NY,ybdlwlwxispyswbiegrbsqqtywxr,Vornado Realty Trust,O
48.0,1-302-096-9321,1466537.0,123585.0,S,Utgwrun,Uwi7579,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,Sherbrooke,839.0,7.0,,3.0,4.0,United States of America,Ivwhotvobwkshcixclfobqoljlaqohw,,Uwinnbtdd,WA,Capzcewdt,New York Times,R
96.0,1-915-044-3154,991860.0,391134.0,S,Wgulrhctjlg,VXZ7580,CYQWJKJB,Sacramento,672.0,2.0,,1.0,1.0,United States of America,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,,VXZTLDNZPYIFIKTIJRXS,GA,XKBLVBCCYKMIXABVTOTVPZCJRII,Adobe Systems,U
58.0,1-040-274-3474,,426759.0,M,Srhxvxe,Ayk7581,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,Charlotte,696.0,3.0,f,5.0,5.0,United States of America,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,p,Aykkkc,AZ,wmknfemsztimaphftadowlmbnp,Valmont Industries,O
63.0,1-678-397-2739,1816368.0,451737.0,W,Dadkihaohc,lho7582,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,El Paso,448.0,5.0,M,3.0,5.0,United States of America,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,,lhodktal,NV,DHLVITRFJDXLTPAGMPMJ,UAL,O
18.0,1-679-345-9939,565246.0,180822.0,S,Fpoleiod,rzi7583,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,Mesa,549.0,9.0,,1.0,2.0,United States of America,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,,rziprpcfwnirtuvrbfnuepq,TN,Jdpqutldftwykfyhukveiaimoyyk,AFLAC,O
40.0,1-093-616-0613,1899339.0,205843.0,W,Cuaieflmccqp,Wds7584,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,Simi Valley,705.0,0.0,,2.0,4.0,United States of America,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,,Wdsuorykxmvfxupyyjl,AL,Qiwemtdba,VeraSun Energy,O
29.0,1-546-131-8988,3873239.0,470985.0,M,qiraymmapgf,Xsj7585,ccfzcxohrhrcnypedmhjovjyjrxi,St. Catharines,387.0,6.0,M,3.0,4.0,United States of America,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,f,Xsjypvyfoqbiq,TX,JQKEDISZ,Magellan Health Services,O
21.0,1-477-186-7432,767547.0,318225.0,U,Tsynomgib,Lux7586,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,Washington,359.0,7.0,,1.0,2.0,United States of America,Nhgrkzjzcrjcerkwrugwul,v,Luxkby,WV,Gfuwa,Emcor Group,
41.0,1-965-848-6954,1027999.0,326044.0,M,Amudllk,wxw7587,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,Chula Vista,494.0,9.0,f,2.0,2.0,Canada,,,wxwhwasadsmxchyhlgrvnurte,ND,CTTUYHUUMMDTX,Peabody Energy,O
56.0,1-622-866-0937,3428495.0,,M,ELQKT,pfz7588,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,Montpelier,345.0,10.0,m,1.0,1.0,United States of America,uiaoi,e,pfzjoarqopfjtzjalxxxeq,Saskatchewan,Wvtqm,State Farm Insurance Cos.,
33.0,1-040-217-2014,1827180.0,187282.0,M,Oiwac,hlx7589,REHWDWEP,Mesa,402.0,10.0,M,0.0,2.0,United States of America,Wwonzdtvwkn,,hlxshqpvshstjerwclb,VA,xuwgpsvzcpxtoerndtr,Humana,O
96.0,1-101-684-2373,2070007.0,,M,Dqgzinvuxxy,nyb7590,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,New Haven,579.0,3.0,,0.0,2.0,United States of America,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,,nybiaaw,ND,Hnnzpokbygacjjgybkskf,News Corp.,O
35.0,1-386-426-5849,,,,Nchaajfkjvx,Ltt7591,DIMPFMEBDNHBCT,Indianapolis,569.0,2.0,,0.0,2.0,United States of America,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,O,Lttvvpjjavydrmbt,ND,qsnivsknktiwjpqwnrlgftnmsrxkjc,Torchmark,O
40.0,1-598-816-0126,3596263.0,306946.0,W,XEDMBUAMGXKH,gsz7592,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,Stockton,745.0,9.0,,4.0,0.0,United States of America,cezvfwtftwlwfrgrpxtuejvrgucexe,,gszunimggpyfjzmivbwizzftuen,MS,pygsfvfpeofkdcugfvxdsqgmcgebfp,Rock-Tenn,O
10.0,1-770-379-7700,3719999.0,99663.0,D,crxbrlj,Kwp7593,DVYTEPWCABNSGPTLJEMPQLTEWM,Louisville,320.0,1.0,,,0.0,,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,,Kwpztgkknktyvdks,WY,Zgxsuo,AGCO,U
59.0,,3058439.0,482013.0,M,Eytubbwi,AGM7594,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,Atlanta,591.0,4.0,,4.0,2.0,United States of America,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,D,AGMCLBCUEPVBRKDKWAGBCFOLYET,MA,ganifmdaqbltccwbqijtkypcetuq,,R
70.0,1-628-245-6238,2592932.0,180476.0,M,Lwftldizl,Ocn7595,,Milwaukee,,10.0,m,0.0,1.0,United States of America,Ctgihaqlm,u,Ocnds,AK,IYCOMORWDFSEKN,United Stationers,U
69.0,1-813-787-2611,1471273.0,285682.0,M,GSSFZNBZL,Cmw7596,qlgnszfowrbrkuurrmjrfnfaeulhneecv,Fort Smith,417.0,5.0,F,5.0,4.0,United States of America,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,,Cmweamsabhudajyhpsohkpzcy,PA,vdvdlfz,McCormick,
96.0,1-362-897-1162,,455032.0,M,Nrnqtmjz,Dit7597,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,Knoxville,338.0,8.0,,5.0,0.0,United States of America,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,V,Ditjvpiidkjkvxssfnctzcczb,MA,Sbwymtnwzhffkwjczlsnvrtcv,National Life Group,R
9.0,1-952-919-4878,2410816.0,356141.0,S,Rzjxvum,Rmm7598,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,Idaho Falls,340.0,9.0,,,3.0,United States of America,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,S,Rmmasnivkq,DC,qjjwbffbgxilxyarhjwdvo,Hasbro,O
39.0,1-145-214-8009,1059543.0,165667.0,U,Accezkuzqrif,ekj7599,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,Jacksonville,738.0,5.0,,3.0,3.0,Canada,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,,ekjvgcmzgobzeerrpfgefwvxlvfcua,RI,JIXUQX,Tupperware Brands,U
31.0,1-328-944-9786,379282.0,459767.0,S,LNZZPGOTEG,wcq7600,MIMWGPPF,Stockton,597.0,7.0,,2.0,0.0,United States of America,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,A,wcqqbslcxugdqpbzbmbqvlahw,MA,Eqrxuc,Covance,O
64.0,1-899-864-9421,3271265.0,106459.0,M,YINOHET,Klc7601,Xpannac,Thousand Oaks,603.0,4.0,f,2.0,2.0,United States of America,RSSNUTWWLOKIHRRTPEAFTLBF,,Klcanpomjmuwosnasroukafsxtufz,Alberta,PDAXUXBMPOVTKJUR,Interactive Brokers Group,R
38.0,1-877-997-8896,1530364.0,51021.0,D,ddgkyv,Jrd7602,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,Nashua,662.0,5.0,,1.0,,,Sachwqwddeyfxvagihsjxtcsibaejb,,Jrdmn,AR,Adftxl,SkyWest,U
47.0,1-750-900-0823,3731860.0,494931.0,W,Seiksuhglhj,GDQ7603,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,Tallahassee,838.0,0.0,,4.0,2.0,United States of America,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,,GDQESTOSFCKVLPZEQPNFIKQLTXB,VA,Gaksvvggpbleteofow,Best Buy,R
,,2488858.0,429859.0,M,Ytgghhaxc,fnm7604,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,Brownsville,791.0,9.0,,2.0,5.0,United States of America,Sbutxmtwkb,,fnmqzceohwapysohiuofkhjpwzgv,OR,Ijstknxzfzsvqmy,Sears Holdings,O
76.0,1-347-704-7823,2301347.0,,S,Ajlcdadx,Ymu7605,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,Charlotte,692.0,7.0,,4.0,1.0,Canada,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,e,Ymuvinagbzdhiwglzfacood,ID,jvhwyzbcwdrrqmlbvpjwbohhemm,Frontier Oil,O
60.0,1-228-976-2888,1736571.0,464086.0,W,Daivf,Pxj7606,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,Oakland,673.0,8.0,,3.0,0.0,,mnkidgiyajigobghpnkdvauwiubpjb,R,Pxjmfwpwm,IA,nhhjbqktsr,Automatic Data Processing,O
73.0,,2399483.0,207651.0,U,xrquzcptycg,Rsd7607,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,Fort Wayne,331.0,7.0,,,3.0,Canada,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,M,Rsdlvo,TN,Lmhtjwddyqbzlxgv,,O
37.0,1-760-429-1328,2982744.0,260418.0,U,shigmwk,Qqh7608,BPPKDY,Chula Vista,744.0,2.0,,,4.0,United States of America,Fmrydeogisvvtrpsfonolelpnqcbkrr,,Qqhwdyopkfs,Nova Scotia,BXFLGQTJSJDQAUCXXJXWHTQU,Comerica,O
50.0,1-253-879-8833,1611011.0,,M,enehob,udq7609,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,Peoria,446.0,6.0,,1.0,5.0,United States of America,Xhggtfwyslxvgeiuzjfxewcsweefq,Q,udqexswxytatsvxw,Ontario,Tlaihggmhfiuezhjgps,Baldor Electric,U
0.0,1-401-256-3483,2999167.0,316963.0,M,RNLAKRXSPA,Ghl7610,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,Lexington,,0.0,,4.0,0.0,Canada,,M,Ghlflxgkavpsqvkpun,MD,DSRXJZKFJTIVXLBAX,Commercial Metals,O
,1-175-910-8245,,84046.0,W,Hlezt,mtk7611,Xuqmcmxaigbk,Salem,,,f,,5.0,Canada,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,mtkfmxripistepftjaxfosviokgqsf,AR,Annsrbdzywmpqvigpn,,O
,1-565-191-3419,3307491.0,368990.0,M,Iyqmkpcjx,QIY7612,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,San Jose,723.0,9.0,,3.0,0.0,United States of America,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,,QIYQRALNIIONMKDZB,Saskatchewan,Mrawpcvb,Molina Healthcare,O
81.0,1-921-688-5401,2057260.0,124382.0,S,klgnkcaedht,Ohz7613,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,Kansas City,348.0,2.0,,0.0,2.0,Canada,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,,Ohzpaqjtc,OH,yociu,Plains All American Pipeline,O
52.0,1-925-155-0170,53179.0,9263.0,M,Jsombikj,djg7614,EECYCMJAJGNQBRSKW,Windsor,666.0,,,0.0,2.0,United States of America,Gvdteormavfflajkedaclod,,djgtucxplpftr,VA,DQNVNWPYSMLDGXJVBUHUKDLRSLN,Agilent Technologies,O
68.0,1-185-691-2951,690086.0,334181.0,M,Xtckbvng,Iad7615,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,Chicago,,3.0,,4.0,2.0,United States of America,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,,Iaduje,ID,wfnjfn,AutoZone,U
,1-067-518-3854,2025465.0,314001.0,M,YPUWSVRD,EMG7616,hgandkyzsnb,Evansville,844.0,8.0,,1.0,0.0,United States of America,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,H,EMGQKGEOTCGAFGDZVTRUAVGZYPM,WI,WWWEN,,R
36.0,1-188-554-1671,695307.0,168309.0,M,Ifxvsnt,Hjn7617,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,Honolulu,766.0,8.0,,4.0,1.0,Canada,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,,Hjnljezrxojeaoustvawackahexa,MS,Krjcfgq,Universal Health Services,O
31.0,1-168-215-2223,3238398.0,322765.0,M,EAOJPQVWBNZ,CYP7618,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,Cleveland,521.0,10.0,M,4.0,2.0,United States of America,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,D,CYPTBBGPWKKKFNOUHJ,OK,Fxmpengjsaf,Time Warner,O
55.0,1-228-022-3056,1213578.0,311253.0,W,fhirgl,KPN7619,QTWXYHMLBYQ,Livonia,306.0,7.0,,5.0,1.0,United States of America,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,h,KPNRNVLRFUTOWOERTCSIRQZ,GA,Eobtk,Sealed Air,O
66.0,1-926-766-1124,103708.0,140296.0,W,Lahfziy,Vbi7620,SDEAIMDWRSKXTFCPHWF,Little Rock,411.0,9.0,,5.0,5.0,United States of America,Blsmawjjdmdamrhqyqgzmbkfa,x,Vbimifwtrtvb,TN,Abahrdfcbtscoblhaovnjkbx,Sprint Nextel,R
22.0,1-538-797-1948,1086081.0,439984.0,M,tofdjef,ehb7621,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,Halifax,,3.0,F,5.0,1.0,United States of America,Stofpzwyhkpmuq,,ehbcbdctlcspuvwbqveohanmkolbw,SC,bhephgijqbu,,O
51.0,1-627-234-0841,1349626.0,454011.0,U,rckzx,TMQ7622,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,Peoria,702.0,8.0,F,0.0,5.0,United States of America,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,C,TMQACIIUMYYZHYX,AR,KECNVVPGTOXHIGOUAWLHU,Quiksilver,O
26.0,1-876-492-0782,1083092.0,191541.0,S,MMLJKBGXD,Lsb7623,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,San Jose,842.0,1.0,a,5.0,1.0,United States of America,,y,Lsbutxufufshmkqnscnhx,MT,xppmtvztaifqynlbmofxonnus,Valspar,R
100.0,1-436-946-7319,1662799.0,,U,banusio,Dpz7624,Lhwkvadxwcjobcggyuighvqlcm,Charlotte,528.0,0.0,M,1.0,2.0,United States of America,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,u,Dpzpfctp,WY,kzntoukktuqqfuyeo,Timken,R
13.0,1-281-780-2897,3548540.0,,W,Safkd,Zuj7625,,Hilo,300.0,5.0,,3.0,3.0,United States of America,cnckvldjedzgdqhy,,Zujmcfzznpfohsdp,WY,TDRLAQZARCGRAMDDMCWP,,R
11.0,1-421-286-4139,881414.0,269215.0,S,DHTLWJDXLRW,Jqk7626,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,Yonkers,752.0,7.0,,1.0,2.0,United States of America,,,Jqkozdva,WV,shbaeyxyrjfietruntrdeyqkc,Occidental Petroleum,O
62.0,1-908-354-2709,1712200.0,193126.0,M,RORIUHK,ijb7627,Alukohji,Modesto,303.0,0.0,m,4.0,0.0,Canada,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,,ijbcvbgglqupyentiqncsnswyygl,CA,Zururxrihusergiba,,O
13.0,1-466-560-2530,847446.0,462618.0,M,bxgwhohh,NMO7628,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,Louisville,418.0,10.0,F,5.0,3.0,United States of America,qehomraquwxrkb,U,NMOXMHMVUDGY,Alberta,QZLCPVRKZMTENMREVZT,Massey Energy,O
23.0,1-578-686-8082,344294.0,212026.0,W,SRARKMXOD,Tef7629,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,Eugene,667.0,4.0,f,3.0,3.0,United States of America,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,,Tefewe,New Brunswick,dvbflygvxrizbclmqwoajkvnzoufc,Weyerhaeuser,O
51.0,1-166-077-1436,1534879.0,371024.0,D,hwugfvlttol,Sdj7630,Kxxipkohacffav,Buffalo,441.0,7.0,,4.0,1.0,United States of America,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,Z,Sdjhq,British Columbia,mtnubdnrdoivcuqmapqhtvzkixw,National Fuel Gas,U
2.0,1-535-320-1881,3897101.0,235810.0,U,zgsllav,Pbr7631,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,Santa Fe,471.0,0.0,m,2.0,3.0,United States of America,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,,Pbrfgfdwedgrmifitr,DE,Nzljqsbgutsixlosfedpmlzl,Pep Boys,O
,1-633-495-6478,3064442.0,347270.0,W,Mszwfhpj,Ice7632,onxyyslcmbyxpfjuykowqpwqi,Springfield,701.0,9.0,m,,2.0,United States of America,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,,Icejebxweavlnddpjz,CT,Ealrdsynhtadihmsl,Neiman Marcus,O
82.0,1-398-680-0278,2016524.0,399212.0,D,Yqfxb,ZWG7633,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,Anchorage,323.0,1.0,,2.0,5.0,United States of America,TAIWTM,,ZWGIV,Quebec,xfjdwfentojva,BlackRock,R
94.0,1-185-976-7770,37745.0,439561.0,M,ypmuep,Evw7634,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,Winnipeg,846.0,10.0,m,5.0,4.0,United States of America,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,,Evwthrqmqfpsbpdqojtqzpjmpoea,NJ,Zvowaelneuhpxzphpvtgvfz,McGraw-Hill,O
16.0,1-490-238-8219,503752.0,29980.0,M,Xthtecuu,Lhl7635,Krdmgygwnziumjdtybwyw,Waco,850.0,8.0,m,4.0,3.0,United States of America,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,c,Lhlatzfku,MN,fmdcjzjekrwrirumyvfuqnnkxzr,Family Dollar Stores,O
43.0,1-891-741-2112,2115180.0,28693.0,M,Xjzpdio,LYB7636,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,Stockton,,,,5.0,2.0,United States of America,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,N,LYBUGCXZYJSERVQKQJKNIIW,NE,Ohetzpmilrphnhnasiisaypdl,Teleflex,U
76.0,1-849-918-0984,839222.0,106794.0,M,Rgthehdvvlh,Ijb7637,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,Boston,564.0,3.0,M,2.0,1.0,Canada,Phqspowfoiqmszxy,x,Ijbmwiomutrflaupolplmfjsqh,VA,VAUWGMVOILXNGKB,,O
0.0,1-426-168-3142,1851334.0,340598.0,S,ysexit,Zhf7638,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,Memphis,558.0,4.0,f,5.0,3.0,United States of America,XDPEFDQIMFNMCO,,Zhftulgpedd,PA,Tnwgmuvaaqmxskkyqnvrmnmul,Imation,O
33.0,1-757-910-8931,1348251.0,490597.0,U,Wscgcsbwlzj,PYU7639,Bfntmkesgyjkjrgttbtdncoumqhmnxy,Sydney,417.0,0.0,m,,1.0,United States of America,FSSAAXLAMAPBOMTNUFG,r,PYUHQOCHAUAWGKHHLXQNUWZTEBN,WV,mtovrkjvtfkennjujgpegknnck,PPL,O
62.0,1-468-325-0119,2722392.0,499685.0,U,AUQJTIMK,Iku7640,,Shreveport,487.0,6.0,,2.0,2.0,Canada,AKWOIATLDDKU,F,Ikufiibsvk,WY,Lwxdv,Smithfield Foods,O
8.0,1-383-310-7894,1785161.0,62285.0,M,Weqnwrwrbcgx,HBZ7641,Bnbfbxvqxtngv,Modesto,639.0,9.0,m,0.0,2.0,United States of America,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,,HBZACUNNIOTFKFSTCILLC,MN,Ftvuzjdzocqmcoxvrbqcna,Macy's,O
4.0,1-353-727-2029,2823578.0,320885.0,U,facqrtjqjmd,Pco7642,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,Hull,625.0,3.0,M,5.0,5.0,United States of America,VANVGDDSYEK,,Pcofbhaqeemibnkjtsoxmdibmpquo,VT,Hnbgeuii,Torchmark,O
39.0,1-028-849-5461,2123972.0,184669.0,D,OCNCREZ,Ybv7643,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,Yonkers,,1.0,,3.0,5.0,United States of America,TVTDULLNHUZPDNEEKSXEGPXDNE,,Ybvjle,WV,Fykbowmpxpbb,Herman Miller,O
90.0,1-480-785-4021,112782.0,126989.0,S,JXOGSVJ,Rim7644,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,Atlanta,,3.0,,0.0,0.0,United States of America,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,F,Rimdakhncfjlrbor,IN,Ruagwhiorgizpmbphjerywjrr,Kindred Healthcare,R
7.0,1-443-132-4138,248311.0,48144.0,M,Iqtso,gnf7645,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,Hayward,460.0,3.0,,4.0,1.0,Canada,HWAWSSEUGGKEXQDESYXFHWZ,,gnfkwjxmvkbeh,MS,teldp,Arch Coal,
95.0,1-143-020-1234,3719851.0,377787.0,,Uxgvbwop,Wxp7646,Mbxglsrssswfglfkjrjmedkyvtchipxrc,Savannah,793.0,8.0,F,4.0,5.0,United States of America,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,C,Wxphiul,CO,Tmhxnpfgyifx,Whirlpool,O
59.0,1-475-304-3486,1920385.0,323782.0,U,Ovsiu,Dxh7647,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,Fullerton,821.0,8.0,m,5.0,5.0,Canada,,N,Dxhuevhfuceqmpoolmuhflp,PA,Fpchjcvsrkakkqqsojokdrg,Arrow Electronics,O
13.0,1-677-882-6792,576903.0,31880.0,S,Frqdqbs,Aqo7648,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,Overland Park,,6.0,,2.0,3.0,United States of America,NASLRGJGXPDOGNJSHNLNGBCXJVO,,Aqopbqsxqxjj,DE,Heiehcgec,Rock-Tenn,O
58.0,1-151-067-7411,1855037.0,390190.0,D,waiitdv,fen7649,Eymghd,Alexandria,643.0,8.0,,3.0,5.0,United States of America,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,s,fenowyirqcdcwwo,Prince Edward Island,sgapkfrztiyyayezulvi,R.H. Donnelley,O
67.0,1-645-553-4591,2954046.0,413821.0,U,Vlmzifrfolfs,CMQ7650,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,Fort Collins,817.0,2.0,,1.0,4.0,Canada,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,,CMQIHWYKNOLSX,TN,Nohjtayoycptngwoitqzhmuf,Pall,O
