MaritalStatus,OwnOrRentFlag,Income,AddressLine1,FirstName,Country,LastName,AgencyID,NumberCars,Gender,AddressLine2,CreditRating,MiddleInitial,NetWorth,Age,Employer,City,NumberChildren,Phone,PostalCode,State,NumberCreditCards
U,O,20397.0,20025 routh crescent,Otha,United States of America,lawlis,law141,1.0,m,,,L,3810365.0,76.0,Bemis,Costa Mesa,1.0,1-267-357-1943,v6n 1v9,MD,2.0
U,O,463094.0,4144 LAKE PARK LANE,Rodie,United States of America,Beebe,Bee142,2.0,m,Suite 397,664.0,D,2641938.0,5.0,Securian Financial Group,Houston,2.0,1-602-756-7919,83702,New Brunswick,6.0
U,O,331900.0,3375 sakowitz lane,DULCE,United States of America,schlange,sch143,4.0,m,,789.0,,3857323.0,65.0,Ford Motor,Bakersfield,1.0,1-793-864-7010,80125,HI,7.0
S,U,8421.0,7255 berry way,Win,United States of America,Witchlow,Wit144,5.0,,,803.0,,1636212.0,94.0,ConAgra Foods,Chesapeake,0.0,1-637-020-2921,M5G 1Y7,ND,0.0
M,,35780.0,3131 WATHAN SOUTH,Roselin,United States of America,MEREDITH,MER145,4.0,F,,720.0,Q,2999082.0,95.0,Charter Communications,Sandy,4.0,1-428-797-6325,80213,Nova Scotia,3.0
M,R,139897.0,18440 RYAN NORTH,Malanie,United States of America,bialkenius,bia146,1.0,m,,839.0,,2280820.0,28.0,Calpine,Lewiston,0.0,1-011-549-5618,60737,ME,4.0
D,O,414119.0,13222 glen loch road,TARYN,United States of America,Swiat,Swi147,4.0,m,SUITE 464,621.0,P,1050866.0,76.0,Crane,Elizabeth,1.0,1-993-255-5481,90510,Alberta,0.0
D,O,234035.0,7889 MURRAY WAY,MALENA,United States of America,bullinger,bul148,5.0,,,628.0,,,81.0,Textron,Sudbury,4.0,1-487-749-4448,92882,VT,3.0
W,O,144405.0,7527 whale drive,Dorie,Canada,TYRRELL,TYR149,3.0,F,,813.0,,603001.0,38.0,Idearc,Austin,5.0,1-192-352-2184,98121,DE,6.0
W,R,55441.0,17788 eagle trace park,Liese,United States of America,Fyfe,Fyf150,5.0,,,367.0,,3368239.0,25.0,Cabela's,Salinas,3.0,1-293-442-4224,H2e 1x9,MA,3.0
D,O,392869.0,7661 GRANT WAY,tele,United States of America,Sicard,Sic151,4.0,,,807.0,,1042629.0,0.0,EOG Resources,Peoria,2.0,1-078-502-6700,23503,CA,10.0
U,O,402416.0,4806 crystal hills street,astra,United States of America,CASTEN,CAS152,3.0,F,,501.0,,1948746.0,61.0,,Sydney,4.0,1-430-909-3001,40208,Manitoba,8.0
U,O,89984.0,4211 WILLS NORTH,marnia,United States of America,Choy,Cho153,0.0,,,490.0,S,3113862.0,3.0,Burlington Coat Factory,San Antonio,2.0,1-392-455-0895,75201,TN,10.0
W,O,395773.0,7524 linberg north,AMY,United States of America,CHACKO,CHA154,2.0,,,321.0,,2777290.0,77.0,Southwest Airlines,Oklahoma City,3.0,1-273-921-9787,93852,FL,3.0
U,R,126662.0,14266 lemming south,HAMILTON,United States of America,beil,bei155,1.0,f,,,E,2210073.0,8.0,RPM International,Miami,0.0,1-012-993-4538,32312,CA,6.0
U,O,132008.0,1427 ADDAX LANE,Kuldip,United States of America,Eleftheriou,Ele156,4.0,m,,446.0,J,1999684.0,34.0,Amazon.com,Yonkers,1.0,1-890-859-4211,90059,CO,7.0
M,O,417218.0,1625 fernando court,krystalle,United States of America,o'grady,o'g157,5.0,F,,428.0,,2119678.0,15.0,Neiman Marcus,Columbia,5.0,1-080-032-3031,77006,Saskatchewan,2.0
S,O,360063.0,335 floresta north,Stella,United States of America,Katchmar,Kat158,0.0,,,423.0,,169808.0,66.0,Goldman Sachs Group,Lubbock,0.0,1-561-620-7173,23224,UT,5.0
U,O,100516.0,22806 garson east,Marie-josee,United States of America,Luin,Lui159,5.0,,,499.0,O,1072732.0,55.0,Boeing,Chattanooga,4.0,1-017-439-0362,10055,ME,6.0
S,O,16814.0,5524 vermack street,Nashib,United States of America,Klavkalns,Kla160,1.0,f,,342.0,,2261442.0,8.0,United Refining,Fargo,1.0,1-248-539-6621,35830,NH,7.0
M,U,,18105 electra street,Annette,United States of America,Brunsting,Bru161,1.0,,,632.0,Z,2234368.0,7.0,D.R. Horton,Omaha,3.0,1-611-789-5569,v6m 1s9,VA,1.0
M,O,315962.0,719 holman court,LENA,United States of America,Apter,Apt162,3.0,,,525.0,Q,575288.0,97.0,Jarden,Yonkers,1.0,1-023-151-8130,22304,TX,6.0
M,R,299268.0,23553 MEMORIAL RUE,Christian,United States of America,schuette,sch163,5.0,f,,371.0,,1102479.0,95.0,Systemax,Spokane,1.0,1-005-574-3523,06101,Saskatchewan,9.0
U,O,301490.0,16759 park avenue,Morrie,United States of America,Lanava,Lan164,1.0,,,699.0,,2995388.0,92.0,Marriott International,Tulsa,3.0,1-550-487-1571,78756,NH,4.0
M,O,36052.0,12296 WILLIAMS LOWER,LYMAN,United States of America,Fusca,Fus165,3.0,F,,435.0,,1147193.0,17.0,Expeditors International,Garden Grove,2.0,1-280-494-1415,93003,VA,8.0
U,U,437483.0,9625 ALLEN BOULEVARD,REUBEN,United States of America,Nevardauskis,Nev166,1.0,F,,512.0,R,1136540.0,81.0,Great Plains Energy,Fort Lauderdale,4.0,1-803-438-4141,T5D 1P2,IA,2.0
M,O,152971.0,10340 jarvis road,Hermon,Canada,SHACKLEFORD,SHA167,5.0,f,,552.0,,1677669.0,13.0,Danaher,Philadelphia,,1-566-299-2351,10108,NC,6.0
M,O,449495.0,13143 goodwin lane,Paqs,Canada,Sauck,Sau168,0.0,,,,P,2160706.0,78.0,,Sydney,2.0,1-586-363-4189,t5c 1l3,NH,8.0
M,O,349827.0,7160 BEATTY RUE,GAETAN,United States of America,frischknecht,fri169,4.0,,,687.0,,2525665.0,78.0,Watson Wyatt Worldwide,Waterbury,1.0,1-505-124-9029,M5B 1Z8,AL,5.0
M,R,9562.0,22679 chimney rock west,leese,United States of America,fernandez,fer170,3.0,,,433.0,O,3517622.0,85.0,Yahoo,Tacoma,1.0,1-897-996-9812,V6H 1W2,British Columbia,0.0
U,,24514.0,6769 pasadena upper,Amelie,United States of America,LANDERS,LAN171,1.0,M,,746.0,,,68.0,Convergys,Charlottetown,2.0,1-922-919-5858,90308,MD,7.0
M,R,407985.0,20622 MCAFEE COURT,TAMRA,Canada,Bhasin,Bha172,0.0,,,405.0,,97675.0,1.0,Celanese,Independence,0.0,1-326-572-2988,M5e 1y2,IA,9.0
M,O,,10526 LINWOOD LANE,bang,United States of America,Jordan,Jor173,5.0,M,,805.0,,,83.0,Dana Holding,Escondido,5.0,1-076-972-4311,80029,ND,
M,O,257897.0,21088 vessey crescent,HILDEGARDE,United States of America,KNUDSEN,KNU174,4.0,F,,819.0,,3569070.0,78.0,XTO Energy,Lansing,4.0,1-341-595-8408,30350,NY,5.0
M,O,261143.0,10884 ryan avenue,Carmody,United States of America,Hamelin,Ham175,0.0,F,,648.0,,1507616.0,,Alliance Data Systems,Anaheim,5.0,,97240,OR,0.0
U,R,110615.0,1481 gale court,Dareen,United States of America,MAUER,MAU176,5.0,,,401.0,,514151.0,5.0,Franklin Resources,Glendale,5.0,1-536-952-5040,R3A 1M1,MO,10.0
U,U,407799.0,18390 martins east,WEN,United States of America,Rezansoff,Rez177,2.0,F,Apt. 426,484.0,,2903408.0,43.0,Fidelity National Financial,Chula Vista,0.0,1-663-917-0422,73172,CT,8.0
U,O,195242.0,23208 porter crescent,MOT,Canada,Koa,Koa178,4.0,,,463.0,,1695814.0,53.0,FirstEnergy,Orlando,4.0,1-843-773-1791,V6s 1p9,MO,1.0
U,O,315490.0,17026 durand north,leese,United States of America,HANNEMAN,HAN179,3.0,m,,335.0,B,868465.0,13.0,Commercial Metals,Cleveland,0.0,1-823-567-1252,90140,MN,5.0
U,O,22201.0,16533 devonshire park,nettie,United States of America,jakim,jak180,5.0,,,,I,2810709.0,7.0,Genzyme,Huntington,4.0,1-744-421-7512,94639,NC,10.0
M,R,441579.0,8965 griffin east,AILEE,United States of America,umphres,ump181,4.0,,,381.0,C,3593363.0,17.0,US Airways Group,Fayetteville,5.0,1-621-744-1484,22307,TN,7.0
M,O,342730.0,22451 larner court,chan,Canada,Wickham,Wic182,2.0,,,708.0,G,2607636.0,67.0,Advanced Micro Devices,Riverside,2.0,1-973-214-3381,55116,NV,1.0
M,R,117267.0,3681 HOLLY KNOLL CRESCENT,RAY,Canada,Gates,Gat183,5.0,F,Apt. 540,354.0,,2735642.0,54.0,United Parcel Service,Dayton,4.0,1-428-266-1600,M6s 1i5,AL,8.0
S,,260107.0,5678 dayton street,Robinette,United States of America,bott,bot184,1.0,,,547.0,,1501732.0,5.0,Fastenal,Corona,4.0,1-334-466-5299,92708,NE,10.0
D,O,166760.0,15591 holgate lane,Rocke,United States of America,DAVID-YERUMO,DAV185,1.0,,,761.0,T,397072.0,28.0,Core-Mark Holding,Oklahoma City,1.0,1-249-478-5643,V6r 1q6,KS,9.0
M,O,401021.0,23477 havenridge rue,Suzette,United States of America,HILLARD,HIL186,4.0,F,,659.0,,3399757.0,5.0,Boise,Dallas,1.0,1-804-228-8548,63178,NY,1.0
M,R,70945.0,18267 cape lane,Myla,United States of America,warburton,war187,4.0,,,351.0,,2684548.0,,DST Systems,Durham,2.0,1-564-230-0062,x7j 1r5,NY,9.0
S,O,389391.0,2928 POTOMAC UPPER,dacia,United States of America,MACHNICKI-HYNES,MAC188,3.0,m,apt. 48,608.0,,3041622.0,72.0,United States Steel,Tacoma,3.0,1-781-339-9073,M5e 1y7,Saskatchewan,7.0
S,O,63226.0,14656 pasadena park,CHELSIE,United States of America,levitin,lev189,4.0,F,,706.0,A,3211816.0,12.0,Pepco Holdings,Alexandria,2.0,1-096-116-9962,23257,Prince Edward Island,3.0
M,O,206220.0,16983 flagler drive,abbas,United States of America,Gooderham,Goo190,0.0,,apt. 968,391.0,,127026.0,71.0,Acuity Brands,Hialeah,4.0,1-914-194-6997,V6I 1U7,Alberta,8.0
W,R,,17212 LANDER SOUTH,Rec,United States of America,Kohalmi-hill,Koh191,5.0,,,461.0,E,588945.0,90.0,Baker Hughes,Denver,4.0,1-733-360-9116,94539,Ontario,2.0
U,O,337152.0,23764 sabine west,Elaine,United States of America,AYLWIN,AYL192,4.0,M,,510.0,,1962620.0,20.0,Newell Rubbermaid,Fort Lauderdale,4.0,1-591-402-8026,H7h 1v4,TN,2.0
W,O,312074.0,16271 vista south,Katharine,United States of America,CHOUHAN,CHO193,,F,,805.0,E,178193.0,58.0,Westlake Chemical,Mesa,2.0,1-326-180-9322,15201,VA,5.0
M,O,68551.0,1080 LAVENDER LANE,LILIAN,United States of America,DITKO,DIT194,2.0,,,702.0,G,2102811.0,57.0,Jones Lang LaSalle,Cleveland,4.0,1-784-796-6844,t5a 1n6,TX,7.0
W,O,488800.0,10856 summer street,CATI,United States of America,EMIG,EMI195,4.0,,,368.0,,2246854.0,43.0,Burger King Holdings,Lewiston,1.0,1-662-625-4671,78784,MT,3.0
W,R,431633.0,17021 edwards crescent,Luong,United States of America,Ryder,Ryd196,3.0,m,APT. 392,520.0,,1312448.0,39.0,Hovnanian Enterprises,Tallahassee,2.0,1-627-590-4931,H6d 1w8,IL,8.0
S,O,72797.0,7726 TALLOWOOD UPPER,JUOZAS,United States of America,meisner,mei197,0.0,,,666.0,S,295993.0,87.0,Medical Mutual of Ohio,El Monte,3.0,1-055-694-7984,06705,WY,2.0
S,O,260576.0,19097 foxfire north,Lysy,United States of America,Cegelski,Ceg198,0.0,,,587.0,,1220003.0,57.0,Lockheed Martin,Sioux Falls,1.0,1-166-844-7429,M5c 1v9,NC,9.0
U,O,200096.0,8161 PINTO ROAD,ULA,United States of America,haigh,hai199,4.0,,,643.0,Z,2400476.0,58.0,Yum Brands,Columbia,5.0,1-516-930-4640,90759,ND,4.0
,R,,9659 sakowitz west,Francesca,United States of America,clendening,cle200,,,,484.0,J,2900897.0,28.0,Wesco International,San Francisco,4.0,1-261-215-4290,22301,GA,5.0
U,R,267656.0,15306 pike park,emili,United States of America,Ciesielski,Cie201,3.0,,,,W,3942140.0,95.0,Volt Information Sciences,Santa Clara,1.0,1-681-572-7662,19165,VA,3.0
S,R,35253.0,21891 dewey street,yogesh,United States of America,Parypa,Par202,1.0,f,,676.0,,2118119.0,98.0,Western Union,Greensboro,2.0,1-288-967-5460,75007,Prince Edward Island,8.0
M,O,113159.0,8155 storeywood road,Xantippe,United States of America,LOZINSKI,LOZ203,5.0,f,,300.0,K,338540.0,55.0,,Waco,2.0,1-315-022-2148,90302,OR,4.0
,R,297444.0,20871 dewdrop street,TINO,Canada,Pascal,Pas204,2.0,,APT. 630,,,2617116.0,14.0,Lubrizol,Rochester,3.0,1-707-402-6121,84092,WI,8.0
M,O,52092.0,1121 GREENE PARK,AGGIE,United States of America,Aula,Aul205,3.0,,,831.0,,1459711.0,30.0,C.H. Robinson Worldwide,Tampa,1.0,1-186-893-7846,v6d 1u1,ID,9.0
M,O,30249.0,23849 westerley south,Alane,United States of America,barnes,bar206,3.0,F,,609.0,N,1804959.0,90.0,Celgene,Paterson,1.0,1-571-918-3795,99503,MT,7.0
S,O,483052.0,1540 murie rue,ABBYE,United States of America,ELLIOTT,ELL207,2.0,,,679.0,,2957472.0,69.0,Leggett & Platt,Fullerton,0.0,1-206-055-2128,80960,MD,2.0
U,O,287060.0,16633 raymond road,aleen,United States of America,forslund,for208,4.0,m,suite 344,634.0,P,2919293.0,67.0,Fidelity National Information,London,0.0,1-963-724-8044,53743,NY,6.0
W,O,274154.0,18676 turman drive,collen,Canada,Burbidge,Bur209,1.0,,,338.0,U,3610130.0,41.0,Arch Coal,Newark,1.0,1-050-641-8503,t6d 1k1,HI,4.0
M,O,379659.0,1808 HARDY STREET,NEALA,United States of America,FOLLMER,FOL210,5.0,F,,332.0,,1209441.0,2.0,Affinia Group Intermediate,Buffalo,5.0,1-020-258-1680,91350,DE,4.0
M,O,,11115 midland avenue,CELISSE,United States of America,Leder,Led211,0.0,m,,721.0,,1058712.0,89.0,Kellogg,El Paso,0.0,,37916,PA,8.0
,O,100796.0,24950 sheppard lane,MEHMET,United States of America,kopke,kop212,4.0,,,351.0,N,1946028.0,88.0,PerkinElmer,Toledo,1.0,1-886-961-7857,22329,IN,3.0
M,O,128277.0,6450 LEMMING RUE,Carlis,Canada,paylor,pay213,1.0,,,564.0,,1420984.0,90.0,Limited Brands,Sterling Heights,1.0,1-999-799-7384,M1i 1r8,MT,6.0
M,O,147414.0,19342 wycliffe park,marshal,United States of America,PALACEK,PAL214,1.0,,,379.0,,213235.0,54.0,OfficeMax,New Haven,3.0,1-362-078-4138,h5i 1p1,WY,9.0
S,O,51559.0,7582 woodway south,Fabien,United States of America,felton,fel215,1.0,,,727.0,,472425.0,53.0,J.B. Hunt Transport Services,Dallas,2.0,1-174-723-5263,M1I 1R5,FL,8.0
U,O,355622.0,22526 QUEENSBURY LOWER,basia,United States of America,ATWELL-BYRNE,ATW216,2.0,,,578.0,,1160132.0,89.0,American Express,Milwaukee,3.0,1-898-789-3598,53739,RI,2.0
W,O,468116.0,18833 3rd park,FARID,United States of America,Mcbeth,Mcb217,5.0,M,,642.0,S,2869995.0,31.0,Occidental Petroleum,Anaheim,1.0,1-482-305-5399,06603,CO,10.0
M,O,276728.0,19394 canoas west,jyoti,United States of America,Jalaie,Jal218,1.0,M,apt. 3,,B,3727044.0,1.0,Shaw Group,Huntington Beach,0.0,1-834-784-7657,28247,SD,1.0
S,R,135306.0,9941 ROYALTON DRIVE,Jandy,Canada,vempati,vem219,3.0,,,554.0,,2293241.0,57.0,W.W. Grainger,Naperville,0.0,1-864-555-5341,h7g 1u9,TX,
U,U,99566.0,10177 pecos crescent,VO,United States of America,BARNICKEL,BAR220,1.0,,,733.0,D,2846515.0,10.0,IDT,Iqaluit,0.0,1-475-209-3369,90831,VT,6.0
M,O,263959.0,20823 WEST CHAPEL AVENUE,Kien,United States of America,PESOLD,PES221,2.0,M,,345.0,U,1619956.0,74.0,General Mills,Winnipeg,4.0,1-459-456-1848,M4j 1o7,IN,10.0
M,R,441498.0,13483 ROCKDALE DRIVE,Tybi,United States of America,Shaughnessy,Sha222,2.0,F,,644.0,,2367607.0,28.0,RBS Global,St. Petersburg,0.0,1-802-797-1712,77288,UT,6.0
S,U,429621.0,9645 HAYDEN BOULEVARD,Nhien,United States of America,Schmeing,Sch223,3.0,M,,564.0,J,3795566.0,96.0,Realogy,Waterbury,0.0,,77117,NV,3.0
M,O,181214.0,6066 fillmore lower,Florance,United States of America,Materna,Mat224,1.0,,,465.0,L,734762.0,42.0,ArvinMeritor,Lubbock,3.0,1-224-760-3774,45263,TX,10.0
D,O,212502.0,293 conier avenue,Ros,United States of America,JAIN,JAI225,,,,652.0,,908994.0,64.0,Amkor Technology,London,4.0,1-511-883-9082,v6g 1p4,OR,8.0
M,O,244545.0,7000 ansley lane,Genevieve,United States of America,KARNAZES,KAR226,5.0,,,714.0,,2561296.0,,Lear,Des Moines,4.0,,72247,Ontario,6.0
M,R,218681.0,13635 jarvis south,EMILIO,Canada,gustafson,gus227,5.0,,APT. 587,383.0,,3181069.0,49.0,Asbury Automotive Group,Madison,4.0,1-405-014-0029,E7n 1j9,Saskatchewan,10.0
,O,296916.0,17362 COFFEY UPPER,JANEEN,United States of America,Annas,Ann228,,,,336.0,K,2632226.0,81.0,Limited Brands,Scottsdale,5.0,1-076-073-0994,45272,MO,7.0
,O,453659.0,12279 trafalgar crescent,cathrin,Canada,labenek,lab229,0.0,,,626.0,R,,57.0,Beazer Homes USA,Mount Pearl,2.0,1-690-040-0846,x7j 1q2,UT,9.0
S,U,194450.0,24717 MIDLAND LANE,kirstin,United States of America,flindall,fli230,3.0,f,,549.0,M,1151333.0,42.0,,Iqaluit,0.0,1-211-707-3341,80952,IL,0.0
U,O,49533.0,11493 worley park,giles,United States of America,satkunaseelan,sat231,5.0,,,492.0,,2763939.0,30.0,Acuity Brands,Moreno Valley,4.0,1-642-203-7899,38157,NM,0.0
M,O,394819.0,6492 HAMMOND AVENUE,Ted,United States of America,thornley,tho232,2.0,,,327.0,I,370710.0,56.0,ABM Industries,Naperville,4.0,1-792-738-9524,06703,NC,0.0
S,O,342754.0,8954 bagby north,hayden,United States of America,CRIPPS,CRI233,3.0,m,,545.0,L,1192164.0,3.0,,Norfolk,3.0,1-881-269-3949,v6u 1r8,AZ,10.0
M,O,224435.0,11622 josey south,Gail,United States of America,Gascon,Gas234,1.0,M,,571.0,V,223487.0,53.0,Southwestern Energy,Louisville,0.0,1-537-303-6219,28231,CT,0.0
W,O,37717.0,11538 collinwood avenue,las,United States of America,Chavers,Cha235,0.0,f,,423.0,,2341143.0,67.0,Delta Air Lines,Akron,2.0,1-682-154-3638,63107,VA,7.0
,O,286483.0,20913 vickers boulevard,Noelyn,United States of America,Nettles,Net236,1.0,,,655.0,,1774784.0,94.0,ITT,Whitehorse,0.0,1-512-708-0580,H2g 1w7,NV,4.0
M,O,185412.0,22274 VICKERY CRESCENT,izak,United States of America,WOODROW,WOO237,0.0,m,,488.0,,3951308.0,37.0,Health Management Associates,Salem,5.0,1-598-440-6359,55416,VA,0.0
M,,472518.0,881 vance jackson south,bernita,United States of America,valerien,val238,4.0,,,352.0,,2756025.0,75.0,Western Union,Memphis,,1-281-206-9270,V6d 1u5,British Columbia,6.0
M,O,425307.0,15079 DECATUR RUE,Karmen,United States of America,Berndt,Ber239,,f,,810.0,,1833112.0,51.0,Family Insurance Group,Fayetteville,1.0,1-442-133-8200,93782,VA,0.0
D,O,304909.0,10424 mitchell street,Rio,United States of America,labranche,lab240,2.0,,,686.0,F,698884.0,74.0,Advance Auto Parts,Lansing,2.0,1-607-062-8891,90252,TX,8.0
M,R,231226.0,14195 VERDE PARK,ISABELLE,Canada,VREUGDENHIL,VRE241,0.0,m,,389.0,X,3287261.0,100.0,J.P. Morgan Chase & Co.,Atlanta,2.0,,85759,CO,0.0
M,U,219026.0,10608 bissonnet road,Micro,United States of America,GOODINSON,GOO242,0.0,F,,761.0,,3337290.0,,Fidelity National Financial,Gary,0.0,1-141-622-5196,M5g 1x8,GA,
D,O,414993.0,11237 balmoral way,maribel,United States of America,chaput,cha243,0.0,,,589.0,S,2963197.0,28.0,Toro,Atlanta,1.0,1-500-101-2792,78746,NE,4.0
M,O,24837.0,15621 yaupon lower,NADYA,United States of America,TAMARELLI,TAM244,0.0,F,,492.0,W,1487009.0,18.0,Mueller Water Products,Dawson City,0.0,1-655-973-7192,H2f 1z1,NC,1.0
D,U,200645.0,12387 SAUNDERS WEST,Darrell,United States of America,CUMPSTON,CUM245,2.0,M,Suite 463,442.0,,3177428.0,77.0,Energy Future Holdings,Mobile,5.0,1-972-039-2576,77288,OK,10.0
S,O,22605.0,6156 holmes court,Hoy,United States of America,SIMONOVICH,SIM246,4.0,,,649.0,E,1886280.0,14.0,Weis Markets,Santa Clarita,3.0,1-764-148-5233,35277,MO,8.0
U,O,,17521 REILLY STREET,shana,United States of America,Estes,Est247,0.0,,,337.0,,1853087.0,23.0,MasterCard,Chicago,0.0,1-399-618-9069,36134,AR,8.0
D,R,389524.0,20093 canterbury way,HQ,United States of America,haney,han248,4.0,F,,572.0,P,195847.0,1.0,Oracle,Nashua,,1-628-481-6657,V6t 1u3,MT,8.0
M,U,232945.0,11930 alabama south,Co,United States of America,Peers,Pee249,4.0,,,666.0,Y,3727580.0,58.0,Mutual of America Life,West Covina,3.0,1-085-050-1119,99597,Newfoundland,0.0
D,O,390626.0,22780 terrace lower,Beb,United States of America,blidy,bli250,2.0,M,,567.0,T,2993662.0,98.0,JetBlue Airways,Mesa,3.0,1-993-284-6634,V6N 1V1,OR,4.0
,O,286207.0,6481 century lane,Sherrill,United States of America,Leavell,Lea251,5.0,,,574.0,,2886788.0,76.0,Western Refining,El Paso,3.0,1-395-464-9156,T6d 1h7,NM,5.0
S,,391468.0,11293 rice avenue,takehiko,United States of America,Willhoff,Wil252,5.0,F,,498.0,U,3672610.0,59.0,Western Refining,Victoria,0.0,1-811-547-9696,M7o 1c5,FL,2.0
U,R,171326.0,9828 WEST EAST,FLOSSIE,Canada,komenda,kom253,5.0,f,,836.0,,3245637.0,81.0,Bristol-Myers Squibb,Hayward,2.0,,M2q 1e8,MS,9.0
M,,294972.0,10369 gemini way,Chryste,United States of America,Welsford,Wel254,2.0,,,759.0,,959636.0,31.0,AutoNation,Oshawa,3.0,1-648-501-2866,64172,Saskatchewan,8.0
S,O,131039.0,23445 GATES WAY,Sheelagh,United States of America,Lacombe,Lac255,3.0,,,563.0,,1037702.0,1.0,Boeing,Hamilton,5.0,1-332-974-4753,85265,NE,6.0
S,U,480287.0,2160 WEIZMANN DRIVE,DICKENS,United States of America,Honda,Hon256,1.0,f,,313.0,,69141.0,28.0,Advanced Micro Devices,Oklahoma City,5.0,1-217-048-6379,h5k 1p8,TN,8.0
M,O,276404.0,16716 fresco road,Maury,United States of America,Conley,Con257,0.0,,,771.0,,2818725.0,36.0,Unitrin,Portland,4.0,,M2P 1F6,OR,6.0
S,O,435481.0,17068 simpson road,Dorothy,United States of America,handley,han258,0.0,,,717.0,,3153373.0,47.0,Liberty Media,Macon,5.0,1-246-119-5490,V6U 1U9,ID,1.0
D,O,,23276 dillbeck upper,CHICKIE,United States of America,WOJTECKI,WOJ259,4.0,,,355.0,,616608.0,77.0,Jarden,Yellow Knife,4.0,,V6F 1W7,WV,2.0
U,O,499891.0,24268 hayden west,Lavinia,United States of America,Amini,Ami260,4.0,f,,383.0,P,1014586.0,91.0,Cincinnati Financial,Santa Rosa,4.0,1-347-479-6259,92711,MI,10.0
S,O,394640.0,2682 LUMBER PARK,Kristine,United States of America,Mo,Mo261,5.0,f,,579.0,A,1679903.0,46.0,Steel Dynamics,Fort Wayne,5.0,1-881-547-3819,60779,AL,1.0
M,O,359040.0,4129 crestline avenue,tobi,Canada,BUREK,BUR262,4.0,,,324.0,,1062919.0,36.0,OGE Energy,Inglewood,3.0,1-155-847-4022,90790,TN,5.0
M,R,429949.0,18257 mahonia west,Frederica,United States of America,Kosten,Kos263,5.0,m,,752.0,X,3684297.0,18.0,Hartford Financial Services,London,2.0,1-946-987-5835,80908,Manitoba,0.0
D,O,333500.0,19050 cordoba upper,Cayla,Canada,Borel,Bor264,5.0,m,,723.0,,1805618.0,27.0,Penske Automotive Group,Waterbury,2.0,,74129,CO,2.0
S,U,480399.0,1121 greene park,BRIAN,United States of America,LARCHE,LAR265,2.0,,,349.0,K,1852935.0,79.0,Amkor Technology,Salem,,,M9e 1u6,OR,1.0
W,O,73398.0,13762 silver sage way,ROCH,United States of America,BOURDEAU,BOU266,2.0,,,643.0,,1528702.0,72.0,Psychiatric Solutions,Dayton,5.0,1-551-913-3853,93663,CO,4.0
W,O,,22629 bagby east,Charly,United States of America,Panter,Pan267,3.0,,,390.0,,178411.0,26.0,Calpine,Frederick,0.0,1-666-863-1257,84119,NC,0.0
U,O,446105.0,13296 wayside boulevard,joli,United States of America,Walbridge,Wal268,4.0,m,,801.0,,2245432.0,31.0,Saks,Thousand Oaks,4.0,1-938-871-9739,82602,Alberta,7.0
S,O,128126.0,9824 OLYMPIA STREET,Kasper,Canada,Muehle,Mue269,0.0,M,,741.0,,3058077.0,2.0,BE Aerospace,Escondido,4.0,1-333-561-7008,94429,VT,2.0
D,O,371101.0,6907 ferncliff crescent,Joo-geok,Canada,Zubans,Zub270,2.0,,Apt. 986,821.0,,723251.0,81.0,Exterran Holdings,Independence,1.0,1-514-023-2587,H2A 1V4,VT,8.0
M,O,263066.0,24573 lyons avenue,Winona,United States of America,Seidman,Sei271,3.0,,,830.0,D,3755553.0,69.0,Penn National Gaming,Corpus Christi,,1-027-811-2670,40511,SC,5.0
M,R,,15407 fillmore north,king-haut,United States of America,Cavasin,Cav272,0.0,F,,441.0,,757755.0,69.0,PetSmart,Santa Rosa,1.0,1-475-590-2337,M5b 1y9,SD,
D,R,453776.0,850 leon lower,DARLENE,United States of America,Hartell,Har273,3.0,F,,484.0,,3610784.0,80.0,First Data,Burlington,1.0,1-214-794-0930,E7N 1P6,New Brunswick,2.0
,O,494609.0,14635 greene rue,Deana,United States of America,Naugle,Nau274,4.0,M,,653.0,R,2994154.0,14.0,Liz Claiborne,Overland Park,5.0,1-988-429-0103,h5k 1o7,Manitoba,8.0
D,R,233618.0,21034 windchime lower,Laurette,Canada,Stegman,Ste275,0.0,,,727.0,,612241.0,39.0,Alcoa,Huntsville,2.0,1-143-517-2347,95203,NJ,7.0
U,O,,15868 dewdrop park,Renell,United States of America,Choo-kang,Cho276,1.0,m,,535.0,D,1352198.0,0.0,Perini,Berkeley,,1-709-720-3248,23513,TX,0.0
W,R,154521.0,10232 oak hill west,Meriann,United States of America,Luxford,Lux277,5.0,f,,320.0,R,2534935.0,59.0,Hudson City Bancorp,Casper,4.0,1-314-831-7578,T5c 1j1,MD,9.0
W,O,438162.0,950 WILLS WEST,KATALIN,United States of America,Farnsworth,Far278,4.0,F,,775.0,,3189762.0,60.0,Sigma-Aldrich,Toledo,4.0,1-342-101-7385,V6z 1q9,WV,1.0
M,O,352602.0,23223 WOODLAWN UPPER,Gayel,United States of America,Shinjo,Shi279,3.0,F,,606.0,,447872.0,4.0,Plains Exploration,Cheyenne,4.0,1-419-495-9429,73121,OH,
S,O,194788.0,23208 porter crescent,Lourdes,United States of America,Piperni,Pip280,4.0,f,,,P,3207012.0,74.0,W.R. Berkley,Fresno,2.0,1-992-551-4676,75267,NH,5.0
