prospect_PosCo,prospect_AdLi2,prospect_NuChi,prospect_St,prospect_AgeID,prospect_A,prospect_Coun,prospect_FirNa,prospect_MariSt,prospect_NumC,prospect_Empl,prospect_NuCreCar,prospect_Ge,prospect_AddLi1,prospect_CreRa,prospect_Ph,prospect_Ci,prospect_LaNa,prospect_OwOReF,prospect_NeWor,prospect_In,prospect_MidIn
Xbgykqm,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,2.0,IL,czu7576,38.0,Canada,kpofwgtomgijnm,M,1.0,Phillips-Van Heusen,3.0,,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,348.0,1-352-678-5471,Oakland,czuvw,O,3874445.0,156048.0,
NNCXIBTCXZA,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,5.0,AZ,Ghr7577,68.0,United States of America,Biflzgcqpqpbahquomftmjffohpwuy,M,1.0,Wells Fargo,8.0,,BESJDYZDIOIXKDFEHBQXBPW,598.0,1-906-600-9749,Billings,Ghrlcuscpesuzsdwqfwwbgh,O,437353.0,63617.0,Z
mfwuio,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,2.0,NY,Rwk7578,93.0,United States of America,ybdlwlwxispyswbiegrbsqqtywxr,U,2.0,Vornado Realty Trust,9.0,,Ouopoqztakszwsfkthdbwndfjuqaelyd,505.0,1-093-018-2851,Pueblo,Rwkdeshuwhwvmvmdnckmuvdt,O,2669917.0,244849.0,
Utgwrun,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,3.0,WA,Uwi7579,48.0,United States of America,Capzcewdt,S,4.0,New York Times,7.0,,Ivwhotvobwkshcixclfobqoljlaqohw,839.0,1-302-096-9321,Sherbrooke,Uwinnbtdd,R,1466537.0,123585.0,
Wgulrhctjlg,CYQWJKJB,1.0,GA,VXZ7580,96.0,United States of America,XKBLVBCCYKMIXABVTOTVPZCJRII,S,1.0,Adobe Systems,2.0,,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,672.0,1-915-044-3154,Sacramento,VXZTLDNZPYIFIKTIJRXS,U,991860.0,391134.0,
Srhxvxe,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,5.0,AZ,Ayk7581,58.0,United States of America,wmknfemsztimaphftadowlmbnp,M,5.0,Valmont Industries,3.0,f,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,696.0,1-040-274-3474,Charlotte,Aykkkc,O,,426759.0,p
Dadkihaohc,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,3.0,NV,lho7582,63.0,United States of America,DHLVITRFJDXLTPAGMPMJ,W,5.0,UAL,5.0,M,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,448.0,1-678-397-2739,El Paso,lhodktal,O,1816368.0,451737.0,
Fpoleiod,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,1.0,TN,rzi7583,18.0,United States of America,Jdpqutldftwykfyhukveiaimoyyk,S,2.0,AFLAC,9.0,,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,549.0,1-679-345-9939,Mesa,rziprpcfwnirtuvrbfnuepq,O,565246.0,180822.0,
Cuaieflmccqp,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,2.0,AL,Wds7584,40.0,United States of America,Qiwemtdba,W,4.0,VeraSun Energy,0.0,,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,705.0,1-093-616-0613,Simi Valley,Wdsuorykxmvfxupyyjl,O,1899339.0,205843.0,
qiraymmapgf,ccfzcxohrhrcnypedmhjovjyjrxi,3.0,TX,Xsj7585,29.0,United States of America,JQKEDISZ,M,4.0,Magellan Health Services,6.0,M,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,387.0,1-546-131-8988,St. Catharines,Xsjypvyfoqbiq,O,3873239.0,470985.0,f
Tsynomgib,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,1.0,WV,Lux7586,21.0,United States of America,Gfuwa,U,2.0,Emcor Group,7.0,,Nhgrkzjzcrjcerkwrugwul,359.0,1-477-186-7432,Washington,Luxkby,,767547.0,318225.0,v
Amudllk,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,2.0,ND,wxw7587,41.0,Canada,CTTUYHUUMMDTX,M,2.0,Peabody Energy,9.0,f,,494.0,1-965-848-6954,Chula Vista,wxwhwasadsmxchyhlgrvnurte,O,1027999.0,326044.0,
ELQKT,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,1.0,Saskatchewan,pfz7588,56.0,United States of America,Wvtqm,M,1.0,State Farm Insurance Cos.,10.0,m,uiaoi,345.0,1-622-866-0937,Montpelier,pfzjoarqopfjtzjalxxxeq,,3428495.0,,e
Oiwac,REHWDWEP,0.0,VA,hlx7589,33.0,United States of America,xuwgpsvzcpxtoerndtr,M,2.0,Humana,10.0,M,Wwonzdtvwkn,402.0,1-040-217-2014,Mesa,hlxshqpvshstjerwclb,O,1827180.0,187282.0,
Dqgzinvuxxy,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,0.0,ND,nyb7590,96.0,United States of America,Hnnzpokbygacjjgybkskf,M,2.0,News Corp.,3.0,,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,579.0,1-101-684-2373,New Haven,nybiaaw,O,2070007.0,,
Nchaajfkjvx,DIMPFMEBDNHBCT,0.0,ND,Ltt7591,35.0,United States of America,qsnivsknktiwjpqwnrlgftnmsrxkjc,,2.0,Torchmark,2.0,,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,569.0,1-386-426-5849,Indianapolis,Lttvvpjjavydrmbt,O,,,O
XEDMBUAMGXKH,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,4.0,MS,gsz7592,40.0,United States of America,pygsfvfpeofkdcugfvxdsqgmcgebfp,W,0.0,Rock-Tenn,9.0,,cezvfwtftwlwfrgrpxtuejvrgucexe,745.0,1-598-816-0126,Stockton,gszunimggpyfjzmivbwizzftuen,O,3596263.0,306946.0,
crxbrlj,DVYTEPWCABNSGPTLJEMPQLTEWM,,WY,Kwp7593,10.0,,Zgxsuo,D,0.0,AGCO,1.0,,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,320.0,1-770-379-7700,Louisville,Kwpztgkknktyvdks,U,3719999.0,99663.0,
Eytubbwi,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,4.0,MA,AGM7594,59.0,United States of America,ganifmdaqbltccwbqijtkypcetuq,M,2.0,,4.0,,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,591.0,,Atlanta,AGMCLBCUEPVBRKDKWAGBCFOLYET,R,3058439.0,482013.0,D
Lwftldizl,,0.0,AK,Ocn7595,70.0,United States of America,IYCOMORWDFSEKN,M,1.0,United Stationers,10.0,m,Ctgihaqlm,,1-628-245-6238,Milwaukee,Ocnds,U,2592932.0,180476.0,u
GSSFZNBZL,qlgnszfowrbrkuurrmjrfnfaeulhneecv,5.0,PA,Cmw7596,69.0,United States of America,vdvdlfz,M,4.0,McCormick,5.0,F,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,417.0,1-813-787-2611,Fort Smith,Cmweamsabhudajyhpsohkpzcy,,1471273.0,285682.0,
Nrnqtmjz,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,5.0,MA,Dit7597,96.0,United States of America,Sbwymtnwzhffkwjczlsnvrtcv,M,0.0,National Life Group,8.0,,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,338.0,1-362-897-1162,Knoxville,Ditjvpiidkjkvxssfnctzcczb,R,,455032.0,V
Rzjxvum,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,,DC,Rmm7598,9.0,United States of America,qjjwbffbgxilxyarhjwdvo,S,3.0,Hasbro,9.0,,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,340.0,1-952-919-4878,Idaho Falls,Rmmasnivkq,O,2410816.0,356141.0,S
Accezkuzqrif,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,3.0,RI,ekj7599,39.0,Canada,JIXUQX,U,3.0,Tupperware Brands,5.0,,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,738.0,1-145-214-8009,Jacksonville,ekjvgcmzgobzeerrpfgefwvxlvfcua,U,1059543.0,165667.0,
LNZZPGOTEG,MIMWGPPF,2.0,MA,wcq7600,31.0,United States of America,Eqrxuc,S,0.0,Covance,7.0,,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,597.0,1-328-944-9786,Stockton,wcqqbslcxugdqpbzbmbqvlahw,O,379282.0,459767.0,A
YINOHET,Xpannac,2.0,Alberta,Klc7601,64.0,United States of America,PDAXUXBMPOVTKJUR,M,2.0,Interactive Brokers Group,4.0,f,RSSNUTWWLOKIHRRTPEAFTLBF,603.0,1-899-864-9421,Thousand Oaks,Klcanpomjmuwosnasroukafsxtufz,R,3271265.0,106459.0,
ddgkyv,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,1.0,AR,Jrd7602,38.0,,Adftxl,D,,SkyWest,5.0,,Sachwqwddeyfxvagihsjxtcsibaejb,662.0,1-877-997-8896,Nashua,Jrdmn,U,1530364.0,51021.0,
Seiksuhglhj,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,4.0,VA,GDQ7603,47.0,United States of America,Gaksvvggpbleteofow,W,2.0,Best Buy,0.0,,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,838.0,1-750-900-0823,Tallahassee,GDQESTOSFCKVLPZEQPNFIKQLTXB,R,3731860.0,494931.0,
Ytgghhaxc,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,2.0,OR,fnm7604,,United States of America,Ijstknxzfzsvqmy,M,5.0,Sears Holdings,9.0,,Sbutxmtwkb,791.0,,Brownsville,fnmqzceohwapysohiuofkhjpwzgv,O,2488858.0,429859.0,
Ajlcdadx,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,4.0,ID,Ymu7605,76.0,Canada,jvhwyzbcwdrrqmlbvpjwbohhemm,S,1.0,Frontier Oil,7.0,,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,692.0,1-347-704-7823,Charlotte,Ymuvinagbzdhiwglzfacood,O,2301347.0,,e
Daivf,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,3.0,IA,Pxj7606,60.0,,nhhjbqktsr,W,0.0,Automatic Data Processing,8.0,,mnkidgiyajigobghpnkdvauwiubpjb,673.0,1-228-976-2888,Oakland,Pxjmfwpwm,O,1736571.0,464086.0,R
xrquzcptycg,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,,TN,Rsd7607,73.0,Canada,Lmhtjwddyqbzlxgv,U,3.0,,7.0,,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,331.0,,Fort Wayne,Rsdlvo,O,2399483.0,207651.0,M
shigmwk,BPPKDY,,Nova Scotia,Qqh7608,37.0,United States of America,BXFLGQTJSJDQAUCXXJXWHTQU,U,4.0,Comerica,2.0,,Fmrydeogisvvtrpsfonolelpnqcbkrr,744.0,1-760-429-1328,Chula Vista,Qqhwdyopkfs,O,2982744.0,260418.0,
enehob,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,1.0,Ontario,udq7609,50.0,United States of America,Tlaihggmhfiuezhjgps,M,5.0,Baldor Electric,6.0,,Xhggtfwyslxvgeiuzjfxewcsweefq,446.0,1-253-879-8833,Peoria,udqexswxytatsvxw,U,1611011.0,,Q
RNLAKRXSPA,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,4.0,MD,Ghl7610,0.0,Canada,DSRXJZKFJTIVXLBAX,M,0.0,Commercial Metals,0.0,,,,1-401-256-3483,Lexington,Ghlflxgkavpsqvkpun,O,2999167.0,316963.0,M
Hlezt,Xuqmcmxaigbk,,AR,mtk7611,,Canada,Annsrbdzywmpqvigpn,W,5.0,,,f,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,1-175-910-8245,Salem,mtkfmxripistepftjaxfosviokgqsf,O,,84046.0,
Iyqmkpcjx,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,3.0,Saskatchewan,QIY7612,,United States of America,Mrawpcvb,M,0.0,Molina Healthcare,9.0,,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,723.0,1-565-191-3419,San Jose,QIYQRALNIIONMKDZB,O,3307491.0,368990.0,
klgnkcaedht,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,0.0,OH,Ohz7613,81.0,Canada,yociu,S,2.0,Plains All American Pipeline,2.0,,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,348.0,1-921-688-5401,Kansas City,Ohzpaqjtc,O,2057260.0,124382.0,
Jsombikj,EECYCMJAJGNQBRSKW,0.0,VA,djg7614,52.0,United States of America,DQNVNWPYSMLDGXJVBUHUKDLRSLN,M,2.0,Agilent Technologies,,,Gvdteormavfflajkedaclod,666.0,1-925-155-0170,Windsor,djgtucxplpftr,O,53179.0,9263.0,
Xtckbvng,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,4.0,ID,Iad7615,68.0,United States of America,wfnjfn,M,2.0,AutoZone,3.0,,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,,1-185-691-2951,Chicago,Iaduje,U,690086.0,334181.0,
YPUWSVRD,hgandkyzsnb,1.0,WI,EMG7616,,United States of America,WWWEN,M,0.0,,8.0,,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,844.0,1-067-518-3854,Evansville,EMGQKGEOTCGAFGDZVTRUAVGZYPM,R,2025465.0,314001.0,H
Ifxvsnt,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,4.0,MS,Hjn7617,36.0,Canada,Krjcfgq,M,1.0,Universal Health Services,8.0,,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,766.0,1-188-554-1671,Honolulu,Hjnljezrxojeaoustvawackahexa,O,695307.0,168309.0,
EAOJPQVWBNZ,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,4.0,OK,CYP7618,31.0,United States of America,Fxmpengjsaf,M,2.0,Time Warner,10.0,M,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,521.0,1-168-215-2223,Cleveland,CYPTBBGPWKKKFNOUHJ,O,3238398.0,322765.0,D
fhirgl,QTWXYHMLBYQ,5.0,GA,KPN7619,55.0,United States of America,Eobtk,W,1.0,Sealed Air,7.0,,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,306.0,1-228-022-3056,Livonia,KPNRNVLRFUTOWOERTCSIRQZ,O,1213578.0,311253.0,h
Lahfziy,SDEAIMDWRSKXTFCPHWF,5.0,TN,Vbi7620,66.0,United States of America,Abahrdfcbtscoblhaovnjkbx,W,5.0,Sprint Nextel,9.0,,Blsmawjjdmdamrhqyqgzmbkfa,411.0,1-926-766-1124,Little Rock,Vbimifwtrtvb,R,103708.0,140296.0,x
tofdjef,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,5.0,SC,ehb7621,22.0,United States of America,bhephgijqbu,M,1.0,,3.0,F,Stofpzwyhkpmuq,,1-538-797-1948,Halifax,ehbcbdctlcspuvwbqveohanmkolbw,O,1086081.0,439984.0,
rckzx,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,0.0,AR,TMQ7622,51.0,United States of America,KECNVVPGTOXHIGOUAWLHU,U,5.0,Quiksilver,8.0,F,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,702.0,1-627-234-0841,Peoria,TMQACIIUMYYZHYX,O,1349626.0,454011.0,C
MMLJKBGXD,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,5.0,MT,Lsb7623,26.0,United States of America,xppmtvztaifqynlbmofxonnus,S,1.0,Valspar,1.0,a,,842.0,1-876-492-0782,San Jose,Lsbutxufufshmkqnscnhx,R,1083092.0,191541.0,y
banusio,Lhwkvadxwcjobcggyuighvqlcm,1.0,WY,Dpz7624,100.0,United States of America,kzntoukktuqqfuyeo,U,2.0,Timken,0.0,M,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,528.0,1-436-946-7319,Charlotte,Dpzpfctp,R,1662799.0,,u
Safkd,,3.0,WY,Zuj7625,13.0,United States of America,TDRLAQZARCGRAMDDMCWP,W,3.0,,5.0,,cnckvldjedzgdqhy,300.0,1-281-780-2897,Hilo,Zujmcfzznpfohsdp,R,3548540.0,,
DHTLWJDXLRW,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,1.0,WV,Jqk7626,11.0,United States of America,shbaeyxyrjfietruntrdeyqkc,S,2.0,Occidental Petroleum,7.0,,,752.0,1-421-286-4139,Yonkers,Jqkozdva,O,881414.0,269215.0,
RORIUHK,Alukohji,4.0,CA,ijb7627,62.0,Canada,Zururxrihusergiba,M,0.0,,0.0,m,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,303.0,1-908-354-2709,Modesto,ijbcvbgglqupyentiqncsnswyygl,O,1712200.0,193126.0,
bxgwhohh,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,5.0,Alberta,NMO7628,13.0,United States of America,QZLCPVRKZMTENMREVZT,M,3.0,Massey Energy,10.0,F,qehomraquwxrkb,418.0,1-466-560-2530,Louisville,NMOXMHMVUDGY,O,847446.0,462618.0,U
SRARKMXOD,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,3.0,New Brunswick,Tef7629,23.0,United States of America,dvbflygvxrizbclmqwoajkvnzoufc,W,3.0,Weyerhaeuser,4.0,f,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,667.0,1-578-686-8082,Eugene,Tefewe,O,344294.0,212026.0,
hwugfvlttol,Kxxipkohacffav,4.0,British Columbia,Sdj7630,51.0,United States of America,mtnubdnrdoivcuqmapqhtvzkixw,D,1.0,National Fuel Gas,7.0,,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,441.0,1-166-077-1436,Buffalo,Sdjhq,U,1534879.0,371024.0,Z
zgsllav,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,2.0,DE,Pbr7631,2.0,United States of America,Nzljqsbgutsixlosfedpmlzl,U,3.0,Pep Boys,0.0,m,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,471.0,1-535-320-1881,Santa Fe,Pbrfgfdwedgrmifitr,O,3897101.0,235810.0,
Mszwfhpj,onxyyslcmbyxpfjuykowqpwqi,,CT,Ice7632,,United States of America,Ealrdsynhtadihmsl,W,2.0,Neiman Marcus,9.0,m,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,701.0,1-633-495-6478,Springfield,Icejebxweavlnddpjz,O,3064442.0,347270.0,
Yqfxb,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,2.0,Quebec,ZWG7633,82.0,United States of America,xfjdwfentojva,D,5.0,BlackRock,1.0,,TAIWTM,323.0,1-398-680-0278,Anchorage,ZWGIV,R,2016524.0,399212.0,
ypmuep,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,5.0,NJ,Evw7634,94.0,United States of America,Zvowaelneuhpxzphpvtgvfz,M,4.0,McGraw-Hill,10.0,m,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,846.0,1-185-976-7770,Winnipeg,Evwthrqmqfpsbpdqojtqzpjmpoea,O,37745.0,439561.0,
Xthtecuu,Krdmgygwnziumjdtybwyw,4.0,MN,Lhl7635,16.0,United States of America,fmdcjzjekrwrirumyvfuqnnkxzr,M,3.0,Family Dollar Stores,8.0,m,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,850.0,1-490-238-8219,Waco,Lhlatzfku,O,503752.0,29980.0,c
Xjzpdio,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,5.0,NE,LYB7636,43.0,United States of America,Ohetzpmilrphnhnasiisaypdl,M,2.0,Teleflex,,,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,,1-891-741-2112,Stockton,LYBUGCXZYJSERVQKQJKNIIW,U,2115180.0,28693.0,N
Rgthehdvvlh,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,2.0,VA,Ijb7637,76.0,Canada,VAUWGMVOILXNGKB,M,1.0,,3.0,M,Phqspowfoiqmszxy,564.0,1-849-918-0984,Boston,Ijbmwiomutrflaupolplmfjsqh,O,839222.0,106794.0,x
ysexit,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,5.0,PA,Zhf7638,0.0,United States of America,Tnwgmuvaaqmxskkyqnvrmnmul,S,3.0,Imation,4.0,f,XDPEFDQIMFNMCO,558.0,1-426-168-3142,Memphis,Zhftulgpedd,O,1851334.0,340598.0,
Wscgcsbwlzj,Bfntmkesgyjkjrgttbtdncoumqhmnxy,,WV,PYU7639,33.0,United States of America,mtovrkjvtfkennjujgpegknnck,U,1.0,PPL,0.0,m,FSSAAXLAMAPBOMTNUFG,417.0,1-757-910-8931,Sydney,PYUHQOCHAUAWGKHHLXQNUWZTEBN,O,1348251.0,490597.0,r
AUQJTIMK,,2.0,WY,Iku7640,62.0,Canada,Lwxdv,U,2.0,Smithfield Foods,6.0,,AKWOIATLDDKU,487.0,1-468-325-0119,Shreveport,Ikufiibsvk,O,2722392.0,499685.0,F
Weqnwrwrbcgx,Bnbfbxvqxtngv,0.0,MN,HBZ7641,8.0,United States of America,Ftvuzjdzocqmcoxvrbqcna,M,2.0,Macy's,9.0,m,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,639.0,1-383-310-7894,Modesto,HBZACUNNIOTFKFSTCILLC,O,1785161.0,62285.0,
facqrtjqjmd,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,5.0,VT,Pco7642,4.0,United States of America,Hnbgeuii,U,5.0,Torchmark,3.0,M,VANVGDDSYEK,625.0,1-353-727-2029,Hull,Pcofbhaqeemibnkjtsoxmdibmpquo,O,2823578.0,320885.0,
OCNCREZ,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,3.0,WV,Ybv7643,39.0,United States of America,Fykbowmpxpbb,D,5.0,Herman Miller,1.0,,TVTDULLNHUZPDNEEKSXEGPXDNE,,1-028-849-5461,Yonkers,Ybvjle,O,2123972.0,184669.0,
JXOGSVJ,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,0.0,IN,Rim7644,90.0,United States of America,Ruagwhiorgizpmbphjerywjrr,S,0.0,Kindred Healthcare,3.0,,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,,1-480-785-4021,Atlanta,Rimdakhncfjlrbor,R,112782.0,126989.0,F
Iqtso,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,4.0,MS,gnf7645,7.0,Canada,teldp,M,1.0,Arch Coal,3.0,,HWAWSSEUGGKEXQDESYXFHWZ,460.0,1-443-132-4138,Hayward,gnfkwjxmvkbeh,,248311.0,48144.0,
Uxgvbwop,Mbxglsrssswfglfkjrjmedkyvtchipxrc,4.0,CO,Wxp7646,95.0,United States of America,Tmhxnpfgyifx,,5.0,Whirlpool,8.0,F,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,793.0,1-143-020-1234,Savannah,Wxphiul,O,3719851.0,377787.0,C
Ovsiu,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,5.0,PA,Dxh7647,59.0,Canada,Fpchjcvsrkakkqqsojokdrg,U,5.0,Arrow Electronics,8.0,m,,821.0,1-475-304-3486,Fullerton,Dxhuevhfuceqmpoolmuhflp,O,1920385.0,323782.0,N
Frqdqbs,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,2.0,DE,Aqo7648,13.0,United States of America,Heiehcgec,S,3.0,Rock-Tenn,6.0,,NASLRGJGXPDOGNJSHNLNGBCXJVO,,1-677-882-6792,Overland Park,Aqopbqsxqxjj,O,576903.0,31880.0,
waiitdv,Eymghd,3.0,Prince Edward Island,fen7649,58.0,United States of America,sgapkfrztiyyayezulvi,D,5.0,R.H. Donnelley,8.0,,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,643.0,1-151-067-7411,Alexandria,fenowyirqcdcwwo,O,1855037.0,390190.0,s
Vlmzifrfolfs,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,1.0,TN,CMQ7650,67.0,Canada,Nohjtayoycptngwoitqzhmuf,U,4.0,Pall,2.0,,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,817.0,1-645-553-4591,Fort Collins,CMQIHWYKNOLSX,O,2954046.0,413821.0,
