AgID,MidInit,CrRat,Sta,LNa,Inc,NuCreCar,Ci,AdLi2,MaSta,NuCh,Ag,Emp,Coun,AddrL1,Ph,NumCa,OORF,NeWo
nyb7590,,579.0,ND,nybiaaw,,3.0,New Haven,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,M,0.0,96.0,News Corp.,United States of America,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,1-101-684-2373,2.0,O,2070007.0
Ltt7591,O,569.0,ND,Lttvvpjjavydrmbt,,2.0,Indianapolis,DIMPFMEBDNHBCT,,0.0,35.0,Torchmark,United States of America,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,1-386-426-5849,2.0,O,
gsz7592,,745.0,MS,gszunimggpyfjzmivbwizzftuen,306946.0,9.0,Stockton,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,W,4.0,40.0,Rock-Tenn,United States of America,cezvfwtftwlwfrgrpxtuejvrgucexe,1-598-816-0126,0.0,O,3596263.0
Kwp7593,,320.0,WY,Kwpztgkknktyvdks,99663.0,1.0,Louisville,DVYTEPWCABNSGPTLJEMPQLTEWM,D,,10.0,AGCO,,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,1-770-379-7700,0.0,U,3719999.0
AGM7594,D,591.0,MA,AGMCLBCUEPVBRKDKWAGBCFOLYET,482013.0,4.0,Atlanta,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,M,4.0,59.0,,United States of America,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,,2.0,R,3058439.0
Ocn7595,u,,AK,Ocnds,180476.0,10.0,Milwaukee,,M,0.0,70.0,United Stationers,United States of America,Ctgihaqlm,1-628-245-6238,1.0,U,2592932.0
Cmw7596,,417.0,PA,Cmweamsabhudajyhpsohkpzcy,285682.0,5.0,Fort Smith,qlgnszfowrbrkuurrmjrfnfaeulhneecv,M,5.0,69.0,McCormick,United States of America,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,1-813-787-2611,4.0,,1471273.0
Dit7597,V,338.0,MA,Ditjvpiidkjkvxssfnctzcczb,455032.0,8.0,Knoxville,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,M,5.0,96.0,National Life Group,United States of America,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,1-362-897-1162,0.0,R,
Rmm7598,S,340.0,DC,Rmmasnivkq,356141.0,9.0,Idaho Falls,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,S,,9.0,Hasbro,United States of America,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,1-952-919-4878,3.0,O,2410816.0
ekj7599,,738.0,RI,ekjvgcmzgobzeerrpfgefwvxlvfcua,165667.0,5.0,Jacksonville,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,U,3.0,39.0,Tupperware Brands,Canada,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,1-145-214-8009,3.0,U,1059543.0
wcq7600,A,597.0,MA,wcqqbslcxugdqpbzbmbqvlahw,459767.0,7.0,Stockton,MIMWGPPF,S,2.0,31.0,Covance,United States of America,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,1-328-944-9786,0.0,O,379282.0
Klc7601,,603.0,Alberta,Klcanpomjmuwosnasroukafsxtufz,106459.0,4.0,Thousand Oaks,Xpannac,M,2.0,64.0,Interactive Brokers Group,United States of America,RSSNUTWWLOKIHRRTPEAFTLBF,1-899-864-9421,2.0,R,3271265.0
Jrd7602,,662.0,AR,Jrdmn,51021.0,5.0,Nashua,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,D,1.0,38.0,SkyWest,,Sachwqwddeyfxvagihsjxtcsibaejb,1-877-997-8896,,U,1530364.0
GDQ7603,,838.0,VA,GDQESTOSFCKVLPZEQPNFIKQLTXB,494931.0,0.0,Tallahassee,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,W,4.0,47.0,Best Buy,United States of America,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,1-750-900-0823,2.0,R,3731860.0
fnm7604,,791.0,OR,fnmqzceohwapysohiuofkhjpwzgv,429859.0,9.0,Brownsville,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,M,2.0,,Sears Holdings,United States of America,Sbutxmtwkb,,5.0,O,2488858.0
Ymu7605,e,692.0,ID,Ymuvinagbzdhiwglzfacood,,7.0,Charlotte,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,S,4.0,76.0,Frontier Oil,Canada,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,1-347-704-7823,1.0,O,2301347.0
Pxj7606,R,673.0,IA,Pxjmfwpwm,464086.0,8.0,Oakland,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,W,3.0,60.0,Automatic Data Processing,,mnkidgiyajigobghpnkdvauwiubpjb,1-228-976-2888,0.0,O,1736571.0
Rsd7607,M,331.0,TN,Rsdlvo,207651.0,7.0,Fort Wayne,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,U,,73.0,,Canada,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,,3.0,O,2399483.0
Qqh7608,,744.0,Nova Scotia,Qqhwdyopkfs,260418.0,2.0,Chula Vista,BPPKDY,U,,37.0,Comerica,United States of America,Fmrydeogisvvtrpsfonolelpnqcbkrr,1-760-429-1328,4.0,O,2982744.0
udq7609,Q,446.0,Ontario,udqexswxytatsvxw,,6.0,Peoria,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,M,1.0,50.0,Baldor Electric,United States of America,Xhggtfwyslxvgeiuzjfxewcsweefq,1-253-879-8833,5.0,U,1611011.0
Ghl7610,M,,MD,Ghlflxgkavpsqvkpun,316963.0,0.0,Lexington,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,M,4.0,0.0,Commercial Metals,Canada,,1-401-256-3483,0.0,O,2999167.0
mtk7611,,,AR,mtkfmxripistepftjaxfosviokgqsf,84046.0,,Salem,Xuqmcmxaigbk,W,,,,Canada,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,1-175-910-8245,5.0,O,
QIY7612,,723.0,Saskatchewan,QIYQRALNIIONMKDZB,368990.0,9.0,San Jose,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,M,3.0,,Molina Healthcare,United States of America,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,1-565-191-3419,0.0,O,3307491.0
Ohz7613,,348.0,OH,Ohzpaqjtc,124382.0,2.0,Kansas City,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,S,0.0,81.0,Plains All American Pipeline,Canada,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,1-921-688-5401,2.0,O,2057260.0
djg7614,,666.0,VA,djgtucxplpftr,9263.0,,Windsor,EECYCMJAJGNQBRSKW,M,0.0,52.0,Agilent Technologies,United States of America,Gvdteormavfflajkedaclod,1-925-155-0170,2.0,O,53179.0
Iad7615,,,ID,Iaduje,334181.0,3.0,Chicago,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,M,4.0,68.0,AutoZone,United States of America,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,1-185-691-2951,2.0,U,690086.0
EMG7616,H,844.0,WI,EMGQKGEOTCGAFGDZVTRUAVGZYPM,314001.0,8.0,Evansville,hgandkyzsnb,M,1.0,,,United States of America,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,1-067-518-3854,0.0,R,2025465.0
Hjn7617,,766.0,MS,Hjnljezrxojeaoustvawackahexa,168309.0,8.0,Honolulu,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,M,4.0,36.0,Universal Health Services,Canada,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,1-188-554-1671,1.0,O,695307.0
CYP7618,D,521.0,OK,CYPTBBGPWKKKFNOUHJ,322765.0,10.0,Cleveland,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,M,4.0,31.0,Time Warner,United States of America,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,1-168-215-2223,2.0,O,3238398.0
KPN7619,h,306.0,GA,KPNRNVLRFUTOWOERTCSIRQZ,311253.0,7.0,Livonia,QTWXYHMLBYQ,W,5.0,55.0,Sealed Air,United States of America,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,1-228-022-3056,1.0,O,1213578.0
Vbi7620,x,411.0,TN,Vbimifwtrtvb,140296.0,9.0,Little Rock,SDEAIMDWRSKXTFCPHWF,W,5.0,66.0,Sprint Nextel,United States of America,Blsmawjjdmdamrhqyqgzmbkfa,1-926-766-1124,5.0,R,103708.0
ehb7621,,,SC,ehbcbdctlcspuvwbqveohanmkolbw,439984.0,3.0,Halifax,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,M,5.0,22.0,,United States of America,Stofpzwyhkpmuq,1-538-797-1948,1.0,O,1086081.0
TMQ7622,C,702.0,AR,TMQACIIUMYYZHYX,454011.0,8.0,Peoria,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,U,0.0,51.0,Quiksilver,United States of America,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,1-627-234-0841,5.0,O,1349626.0
Lsb7623,y,842.0,MT,Lsbutxufufshmkqnscnhx,191541.0,1.0,San Jose,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,S,5.0,26.0,Valspar,United States of America,,1-876-492-0782,1.0,R,1083092.0
Dpz7624,u,528.0,WY,Dpzpfctp,,0.0,Charlotte,Lhwkvadxwcjobcggyuighvqlcm,U,1.0,100.0,Timken,United States of America,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,1-436-946-7319,2.0,R,1662799.0
Zuj7625,,300.0,WY,Zujmcfzznpfohsdp,,5.0,Hilo,,W,3.0,13.0,,United States of America,cnckvldjedzgdqhy,1-281-780-2897,3.0,R,3548540.0
Jqk7626,,752.0,WV,Jqkozdva,269215.0,7.0,Yonkers,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,S,1.0,11.0,Occidental Petroleum,United States of America,,1-421-286-4139,2.0,O,881414.0
ijb7627,,303.0,CA,ijbcvbgglqupyentiqncsnswyygl,193126.0,0.0,Modesto,Alukohji,M,4.0,62.0,,Canada,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,1-908-354-2709,0.0,O,1712200.0
NMO7628,U,418.0,Alberta,NMOXMHMVUDGY,462618.0,10.0,Louisville,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,M,5.0,13.0,Massey Energy,United States of America,qehomraquwxrkb,1-466-560-2530,3.0,O,847446.0
Tef7629,,667.0,New Brunswick,Tefewe,212026.0,4.0,Eugene,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,W,3.0,23.0,Weyerhaeuser,United States of America,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,1-578-686-8082,3.0,O,344294.0
Sdj7630,Z,441.0,British Columbia,Sdjhq,371024.0,7.0,Buffalo,Kxxipkohacffav,D,4.0,51.0,National Fuel Gas,United States of America,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,1-166-077-1436,1.0,U,1534879.0
Pbr7631,,471.0,DE,Pbrfgfdwedgrmifitr,235810.0,0.0,Santa Fe,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,U,2.0,2.0,Pep Boys,United States of America,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,1-535-320-1881,3.0,O,3897101.0
Ice7632,,701.0,CT,Icejebxweavlnddpjz,347270.0,9.0,Springfield,onxyyslcmbyxpfjuykowqpwqi,W,,,Neiman Marcus,United States of America,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,1-633-495-6478,2.0,O,3064442.0
ZWG7633,,323.0,Quebec,ZWGIV,399212.0,1.0,Anchorage,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,D,2.0,82.0,BlackRock,United States of America,TAIWTM,1-398-680-0278,5.0,R,2016524.0
Evw7634,,846.0,NJ,Evwthrqmqfpsbpdqojtqzpjmpoea,439561.0,10.0,Winnipeg,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,M,5.0,94.0,McGraw-Hill,United States of America,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,1-185-976-7770,4.0,O,37745.0
Lhl7635,c,850.0,MN,Lhlatzfku,29980.0,8.0,Waco,Krdmgygwnziumjdtybwyw,M,4.0,16.0,Family Dollar Stores,United States of America,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,1-490-238-8219,3.0,O,503752.0
LYB7636,N,,NE,LYBUGCXZYJSERVQKQJKNIIW,28693.0,,Stockton,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,M,5.0,43.0,Teleflex,United States of America,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,1-891-741-2112,2.0,U,2115180.0
Ijb7637,x,564.0,VA,Ijbmwiomutrflaupolplmfjsqh,106794.0,3.0,Boston,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,M,2.0,76.0,,Canada,Phqspowfoiqmszxy,1-849-918-0984,1.0,O,839222.0
Zhf7638,,558.0,PA,Zhftulgpedd,340598.0,4.0,Memphis,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,S,5.0,0.0,Imation,United States of America,XDPEFDQIMFNMCO,1-426-168-3142,3.0,O,1851334.0
PYU7639,r,417.0,WV,PYUHQOCHAUAWGKHHLXQNUWZTEBN,490597.0,0.0,Sydney,Bfntmkesgyjkjrgttbtdncoumqhmnxy,U,,33.0,PPL,United States of America,FSSAAXLAMAPBOMTNUFG,1-757-910-8931,1.0,O,1348251.0
Iku7640,F,487.0,WY,Ikufiibsvk,499685.0,6.0,Shreveport,,U,2.0,62.0,Smithfield Foods,Canada,AKWOIATLDDKU,1-468-325-0119,2.0,O,2722392.0
HBZ7641,,639.0,MN,HBZACUNNIOTFKFSTCILLC,62285.0,9.0,Modesto,Bnbfbxvqxtngv,M,0.0,8.0,Macy's,United States of America,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,1-383-310-7894,2.0,O,1785161.0
Pco7642,,625.0,VT,Pcofbhaqeemibnkjtsoxmdibmpquo,320885.0,3.0,Hull,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,U,5.0,4.0,Torchmark,United States of America,VANVGDDSYEK,1-353-727-2029,5.0,O,2823578.0
Ybv7643,,,WV,Ybvjle,184669.0,1.0,Yonkers,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,D,3.0,39.0,Herman Miller,United States of America,TVTDULLNHUZPDNEEKSXEGPXDNE,1-028-849-5461,5.0,O,2123972.0
Rim7644,F,,IN,Rimdakhncfjlrbor,126989.0,3.0,Atlanta,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,S,0.0,90.0,Kindred Healthcare,United States of America,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,1-480-785-4021,0.0,R,112782.0
gnf7645,,460.0,MS,gnfkwjxmvkbeh,48144.0,3.0,Hayward,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,M,4.0,7.0,Arch Coal,Canada,HWAWSSEUGGKEXQDESYXFHWZ,1-443-132-4138,1.0,,248311.0
Wxp7646,C,793.0,CO,Wxphiul,377787.0,8.0,Savannah,Mbxglsrssswfglfkjrjmedkyvtchipxrc,,4.0,95.0,Whirlpool,United States of America,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,1-143-020-1234,5.0,O,3719851.0
Dxh7647,N,821.0,PA,Dxhuevhfuceqmpoolmuhflp,323782.0,8.0,Fullerton,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,U,5.0,59.0,Arrow Electronics,Canada,,1-475-304-3486,5.0,O,1920385.0
Aqo7648,,,DE,Aqopbqsxqxjj,31880.0,6.0,Overland Park,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,S,2.0,13.0,Rock-Tenn,United States of America,NASLRGJGXPDOGNJSHNLNGBCXJVO,1-677-882-6792,3.0,O,576903.0
fen7649,s,643.0,Prince Edward Island,fenowyirqcdcwwo,390190.0,8.0,Alexandria,Eymghd,D,3.0,58.0,R.H. Donnelley,United States of America,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,1-151-067-7411,5.0,O,1855037.0
CMQ7650,,817.0,TN,CMQIHWYKNOLSX,413821.0,2.0,Fort Collins,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,U,1.0,67.0,Pall,Canada,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,1-645-553-4591,4.0,O,2954046.0
Yhb7651,,702.0,CA,Yhbbdqabnbldfqhnofnxdrzrj,301451.0,10.0,Santa Fe,Vqdxskijczxliokh,,2.0,68.0,Burlington Coat Factory,United States of America,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,1-670-793-5351,1.0,O,952096.0
mbw7652,L,409.0,TN,mbwpxwoq,5888.0,2.0,Simi Valley,Fclwsu,D,0.0,17.0,Forest Laboratories,United States of America,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,1-049-843-6473,1.0,O,3382998.0
xas7653,Y,617.0,FL,xasiqx,254404.0,6.0,Mesa,HEAVOVI,,2.0,44.0,Moody's,United States of America,Gicehrtxtlvwiewgl,1-739-185-6579,2.0,O,3772196.0
MKM7654,,,TN,MKMKDBNJNERUJSQYY,290984.0,5.0,Simi Valley,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,M,0.0,16.0,Fidelity National Financial,United States of America,cveuptzbcwxicceqqmqsqgfvhykw,1-215-295-5893,3.0,O,3180080.0
Jgi7655,,756.0,OR,Jgiimqxenotyp,441847.0,,Charlotte,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,M,5.0,27.0,Amphenol,United States of America,Kqosfw,,5.0,O,3971412.0
Mwv7656,,484.0,ME,Mwvgdm,373240.0,5.0,St. Petersburg,Qyixsrnjoebdnlfllhogyogxucqdulld,D,4.0,59.0,Int. Business Machines,United States of America,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,1-515-341-8405,2.0,R,1488210.0
YOY7657,,589.0,SC,YOYQEKTGQPVGKZZXM,461444.0,9.0,Washington,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,S,4.0,8.0,Int. Flavors & Fragrances,United States of America,Gqvfapurdsetypjkkcceahfodyn,1-249-978-7278,1.0,O,2621373.0
Gja7658,,380.0,Ontario,Gjaqmimggdmubhczafzufuklxgxos,255072.0,0.0,Tallahassee,Ukwllcghntgqugnsgvuipavrllepqrfbbf,S,4.0,98.0,Gilead Sciences,United States of America,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,1-471-716-6210,1.0,O,1021949.0
rcx7659,E,541.0,GA,rcxczhucwf,255019.0,10.0,Mesa,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,S,1.0,35.0,United Rentals,United States of America,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,,1.0,R,2444319.0
IPA7660,V,474.0,VA,IPAZTGHTPTW,330718.0,7.0,Portland,BPENSONZGIJMQPDRWDCT,M,,57.0,Convergys,Canada,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,1-982-617-1421,1.0,,362567.0
rbj7661,b,685.0,KY,rbjgdyplkrcutrs,245130.0,4.0,Las Vegas,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,,1.0,69.0,Mueller Water Products,United States of America,WSKYHRCGGHSPINYLUNNDCJPV,1-068-568-6056,2.0,O,462234.0
ebw7662,U,363.0,SC,ebwticokpfdypejppslctr,19691.0,10.0,Sudbury,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,M,3.0,33.0,Shaw Group,United States of America,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,,4.0,R,3936622.0
SQY7663,,605.0,NC,SQYYLFSC,13490.0,9.0,Sunnyvale,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,M,1.0,33.0,Energy Future Holdings,United States of America,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,1-772-155-4468,1.0,O,2116904.0
nqw7664,i,394.0,KS,nqwvfudiscyqixxng,90333.0,6.0,Birmingham,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,W,4.0,1.0,PHH,United States of America,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,1-551-833-6226,4.0,,63883.0
Fyz7665,,812.0,MO,Fyzxvqjbmfgyeyswcxbogeytfuqur,210200.0,6.0,Orlando,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,U,2.0,19.0,Simon Property Group,Canada,uezrarapf,1-894-068-7775,0.0,R,2747738.0
Hds7666,J,688.0,OK,Hdsxrjpdyr,195318.0,3.0,Albuquerque,Jtiwqtllu,M,3.0,63.0,World Fuel Services,United States of America,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,,3.0,R,938329.0
ksz7667,s,808.0,LA,kszsqhunjdmjqhozzck,486627.0,9.0,Nashville,,M,5.0,27.0,Andersons,United States of America,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,1-942-682-4165,5.0,O,976093.0
Wzm7668,,492.0,Saskatchewan,Wzmdnrkeh,142918.0,1.0,Akron,Vwhjqdpbsxgifvj,,4.0,12.0,L-3 Communications,United States of America,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,,,O,2031908.0
Xna7669,N,734.0,KY,Xnafmengguewmwckz,243364.0,6.0,Lubbock,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,D,3.0,26.0,CACI International,United States of America,xznxzmzinjddcepuvomccimcwdxo,1-316-836-0322,4.0,O,660066.0
ugr7670,,579.0,NH,ugrohhoiopurrh,208343.0,7.0,St. Paul,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,M,5.0,2.0,M&T Bank Corp.,United States of America,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,1-746-466-6593,1.0,O,2777991.0
Qao7671,a,410.0,NM,Qaondcvjqnzbdtnhd,26787.0,10.0,Columbus,Oivxztihdxtiymll,M,4.0,34.0,Family Dollar Stores,United States of America,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,1-306-508-0916,0.0,U,3148815.0
MXH7672,G,743.0,NE,MXHLAVXOZQHBUBMXESG,190609.0,7.0,Abilene,GRBTZCPWVAXIEDLFBP,D,4.0,86.0,Medco Health Solutions,United States of America,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,1-049-405-9872,0.0,O,3714775.0
KQU7673,J,431.0,New Brunswick,KQUJOIXHOLTVWZCHD,,9.0,Biloxi,yrwbeeazafrlhgevuujdmoayhrrtit,M,,47.0,Crosstex Energy,United States of America,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,1-539-901-1797,1.0,O,2203195.0
bxn7674,,805.0,MD,bxnxlbwaecusydvfagorkjv,,4.0,Cincinnati,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,M,0.0,73.0,Reynolds American,United States of America,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,1-976-507-8347,0.0,O,3708645.0
Opu7675,,688.0,WV,Opuqjoidjwgejjmkquot,453308.0,9.0,Tulsa,KRQPTUJPRRCYHLEFKBCWUOAXGKRYBUTSHGOFAQEMQCWGXIWW,U,0.0,83.0,PolyOne,United States of America,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,1-902-376-9596,1.0,O,2954852.0
Ceo7676,,483.0,MA,Ceodsyerdrcenlfqt,251108.0,1.0,Oakland,Gctrmgbnlmfrattklbjkwupgkxtscugwoybzjiqavnuiogkphnmoncsdbgcympwkqtukzmqxhyjtp,D,,99.0,"Toys ""R"" Us",United States of America,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,1-532-161-3458,1.0,O,2421534.0
DZH7677,,844.0,MT,DZHUBKPLE,128853.0,7.0,McAllen,Nsmcvnmewdvkoyxccrpbtnbmgcreuikqnhcdpnzksidrxizgqe,U,0.0,49.0,Sonoco Products,United States of America,Gjftxakuhgilmoatmibqcnbbrmq,1-943-745-8094,0.0,O,941243.0
