gncd,mrtlstts,g,ncm,crdtrtng,ddrssln1,phn,gndr,nmbrchldrn,ct,cntr,stt,nmbrcrs,wnrrntflg,mplr,nmbrcrdtcrds,ntwrth
ZWG7633,D,82.0,399212.0,323.0,TAIWTM,1-398-680-0278,,2.0,Anchorage,United States of America,Quebec,5.0,R,BlackRock,1.0,2016524.0
Evw7634,M,94.0,439561.0,846.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,1-185-976-7770,m,5.0,Winnipeg,United States of America,NJ,4.0,O,McGraw-Hill,10.0,37745.0
Lhl7635,M,16.0,29980.0,850.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,1-490-238-8219,m,4.0,Waco,United States of America,MN,3.0,O,Family Dollar Stores,8.0,503752.0
LYB7636,M,43.0,28693.0,,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,1-891-741-2112,,5.0,Stockton,United States of America,NE,2.0,U,Teleflex,,2115180.0
Ijb7637,M,76.0,106794.0,564.0,Phqspowfoiqmszxy,1-849-918-0984,M,2.0,Boston,Canada,VA,1.0,O,,3.0,839222.0
Zhf7638,S,0.0,340598.0,558.0,XDPEFDQIMFNMCO,1-426-168-3142,f,5.0,Memphis,United States of America,PA,3.0,O,Imation,4.0,1851334.0
PYU7639,U,33.0,490597.0,417.0,FSSAAXLAMAPBOMTNUFG,1-757-910-8931,m,,Sydney,United States of America,WV,1.0,O,PPL,0.0,1348251.0
Iku7640,U,62.0,499685.0,487.0,AKWOIATLDDKU,1-468-325-0119,,2.0,Shreveport,Canada,WY,2.0,O,Smithfield Foods,6.0,2722392.0
HBZ7641,M,8.0,62285.0,639.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,1-383-310-7894,m,0.0,Modesto,United States of America,MN,2.0,O,Macy's,9.0,1785161.0
Pco7642,U,4.0,320885.0,625.0,VANVGDDSYEK,1-353-727-2029,M,5.0,Hull,United States of America,VT,5.0,O,Torchmark,3.0,2823578.0
Ybv7643,D,39.0,184669.0,,TVTDULLNHUZPDNEEKSXEGPXDNE,1-028-849-5461,,3.0,Yonkers,United States of America,WV,5.0,O,Herman Miller,1.0,2123972.0
Rim7644,S,90.0,126989.0,,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,1-480-785-4021,,0.0,Atlanta,United States of America,IN,0.0,R,Kindred Healthcare,3.0,112782.0
gnf7645,M,7.0,48144.0,460.0,HWAWSSEUGGKEXQDESYXFHWZ,1-443-132-4138,,4.0,Hayward,Canada,MS,1.0,,Arch Coal,3.0,248311.0
Wxp7646,,95.0,377787.0,793.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,1-143-020-1234,F,4.0,Savannah,United States of America,CO,5.0,O,Whirlpool,8.0,3719851.0
Dxh7647,U,59.0,323782.0,821.0,,1-475-304-3486,m,5.0,Fullerton,Canada,PA,5.0,O,Arrow Electronics,8.0,1920385.0
Aqo7648,S,13.0,31880.0,,NASLRGJGXPDOGNJSHNLNGBCXJVO,1-677-882-6792,,2.0,Overland Park,United States of America,DE,3.0,O,Rock-Tenn,6.0,576903.0
fen7649,D,58.0,390190.0,643.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,1-151-067-7411,,3.0,Alexandria,United States of America,Prince Edward Island,5.0,O,R.H. Donnelley,8.0,1855037.0
CMQ7650,U,67.0,413821.0,817.0,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,1-645-553-4591,,1.0,Fort Collins,Canada,TN,4.0,O,Pall,2.0,2954046.0
Yhb7651,,68.0,301451.0,702.0,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,1-670-793-5351,f,2.0,Santa Fe,United States of America,CA,1.0,O,Burlington Coat Factory,10.0,952096.0
mbw7652,D,17.0,5888.0,409.0,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,1-049-843-6473,,0.0,Simi Valley,United States of America,TN,1.0,O,Forest Laboratories,2.0,3382998.0
xas7653,,44.0,254404.0,617.0,Gicehrtxtlvwiewgl,1-739-185-6579,,2.0,Mesa,United States of America,FL,2.0,O,Moody's,6.0,3772196.0
MKM7654,M,16.0,290984.0,,cveuptzbcwxicceqqmqsqgfvhykw,1-215-295-5893,M,0.0,Simi Valley,United States of America,TN,3.0,O,Fidelity National Financial,5.0,3180080.0
Jgi7655,M,27.0,441847.0,756.0,Kqosfw,,F,5.0,Charlotte,United States of America,OR,5.0,O,Amphenol,,3971412.0
Mwv7656,D,59.0,373240.0,484.0,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,1-515-341-8405,,4.0,St. Petersburg,United States of America,ME,2.0,R,Int. Business Machines,5.0,1488210.0
YOY7657,S,8.0,461444.0,589.0,Gqvfapurdsetypjkkcceahfodyn,1-249-978-7278,,4.0,Washington,United States of America,SC,1.0,O,Int. Flavors & Fragrances,9.0,2621373.0
Gja7658,S,98.0,255072.0,380.0,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,1-471-716-6210,m,4.0,Tallahassee,United States of America,Ontario,1.0,O,Gilead Sciences,0.0,1021949.0
rcx7659,S,35.0,255019.0,541.0,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,,f,1.0,Mesa,United States of America,GA,1.0,R,United Rentals,10.0,2444319.0
IPA7660,M,57.0,330718.0,474.0,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,1-982-617-1421,M,,Portland,Canada,VA,1.0,,Convergys,7.0,362567.0
rbj7661,,69.0,245130.0,685.0,WSKYHRCGGHSPINYLUNNDCJPV,1-068-568-6056,,1.0,Las Vegas,United States of America,KY,2.0,O,Mueller Water Products,4.0,462234.0
ebw7662,M,33.0,19691.0,363.0,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,,,3.0,Sudbury,United States of America,SC,4.0,R,Shaw Group,10.0,3936622.0
SQY7663,M,33.0,13490.0,605.0,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,1-772-155-4468,,1.0,Sunnyvale,United States of America,NC,1.0,O,Energy Future Holdings,9.0,2116904.0
nqw7664,W,1.0,90333.0,394.0,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,1-551-833-6226,f,4.0,Birmingham,United States of America,KS,4.0,,PHH,6.0,63883.0
Fyz7665,U,19.0,210200.0,812.0,uezrarapf,1-894-068-7775,m,2.0,Orlando,Canada,MO,0.0,R,Simon Property Group,6.0,2747738.0
Hds7666,M,63.0,195318.0,688.0,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,,f,3.0,Albuquerque,United States of America,OK,3.0,R,World Fuel Services,3.0,938329.0
ksz7667,M,27.0,486627.0,808.0,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,1-942-682-4165,F,5.0,Nashville,United States of America,LA,5.0,O,Andersons,9.0,976093.0
Wzm7668,,12.0,142918.0,492.0,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,,,4.0,Akron,United States of America,Saskatchewan,,O,L-3 Communications,1.0,2031908.0
Xna7669,D,26.0,243364.0,734.0,xznxzmzinjddcepuvomccimcwdxo,1-316-836-0322,,3.0,Lubbock,United States of America,KY,4.0,O,CACI International,6.0,660066.0
ugr7670,M,2.0,208343.0,579.0,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,1-746-466-6593,,5.0,St. Paul,United States of America,NH,1.0,O,M&T Bank Corp.,7.0,2777991.0
Qao7671,M,34.0,26787.0,410.0,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,1-306-508-0916,f,4.0,Columbus,United States of America,NM,0.0,U,Family Dollar Stores,10.0,3148815.0
MXH7672,D,86.0,190609.0,743.0,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,1-049-405-9872,,4.0,Abilene,United States of America,NE,0.0,O,Medco Health Solutions,7.0,3714775.0
KQU7673,M,47.0,,431.0,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,1-539-901-1797,,,Biloxi,United States of America,New Brunswick,1.0,O,Crosstex Energy,9.0,2203195.0
bxn7674,M,73.0,,805.0,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,1-976-507-8347,,0.0,Cincinnati,United States of America,MD,0.0,O,Reynolds American,4.0,3708645.0
Opu7675,U,83.0,453308.0,688.0,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,1-902-376-9596,M,0.0,Tulsa,United States of America,WV,1.0,O,PolyOne,9.0,2954852.0
Ceo7676,D,99.0,251108.0,483.0,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,1-532-161-3458,,,Oakland,United States of America,MA,1.0,O,"Toys ""R"" Us",1.0,2421534.0
DZH7677,U,49.0,128853.0,844.0,Gjftxakuhgilmoatmibqcnbbrmq,1-943-745-8094,,0.0,McAllen,United States of America,MT,0.0,O,Sonoco Products,7.0,941243.0
Ocd7678,M,96.0,486933.0,436.0,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,1-162-078-3859,F,3.0,Laredo,Canada,NM,3.0,O,Newfield Exploration,5.0,3133101.0
Uyj7679,D,12.0,306545.0,336.0,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,1-881-265-1012,,2.0,Fort Collins,Canada,TN,5.0,U,IAC/InterActiveCorp,3.0,2070834.0
mhz7680,S,75.0,7682.0,688.0,Rqhzrjcuikufwfbplxmtpeqb,1-781-682-4447,,1.0,Sudbury,United States of America,PA,1.0,O,MGIC Investment,1.0,2617194.0
Sft7681,U,29.0,280763.0,581.0,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,1-716-288-6722,,0.0,Simi Valley,Canada,NC,3.0,O,American International Group,9.0,2752340.0
gza7682,,4.0,296945.0,670.0,Jbvoghxtacvunglpdzjhatiusxn,1-407-712-3659,m,2.0,Berkeley,United States of America,CO,1.0,R,Health Net,6.0,2611991.0
Rem7683,U,100.0,176399.0,671.0,Pyoruxpsl,1-747-143-2305,,0.0,Santa Rosa,United States of America,TX,0.0,O,Mueller Industries,5.0,3965576.0
cko7684,U,45.0,97252.0,352.0,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,1-522-074-1862,,4.0,Mesquite,Canada,IN,3.0,U,American National Insurance,10.0,3550405.0
RLN7685,S,63.0,320588.0,317.0,XRPHDPOQURZXVFLADMA,1-867-195-7669,f,2.0,Regina,United States of America,VA,3.0,O,Morgan Stanley,10.0,1566093.0
Qjl7686,,35.0,18284.0,809.0,iqnzhrksgftjekxfljogmqkrbpkstk,1-272-128-3403,,2.0,Worcester,United States of America,WV,4.0,R,Halliburton,6.0,1944507.0
YNL7687,S,61.0,,704.0,Jbmoxkiflceta,1-174-194-8365,m,2.0,Iqaluit,Canada,VT,0.0,,MGIC Investment,5.0,3250645.0
qpi7688,S,43.0,80228.0,411.0,Wgfjqmnbm,1-067-296-1708,,,Little Rock,United States of America,AZ,1.0,O,United Services Automobile,2.0,2806218.0
Xxi7689,U,98.0,39672.0,431.0,,1-688-092-7664,F,3.0,Santa Clarita,Canada,NY,,O,Spartan Stores,4.0,2826399.0
axi7690,M,84.0,225036.0,362.0,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,1-784-445-0301,m,3.0,Chicago,United States of America,NE,3.0,O,Moog,4.0,91147.0
Wqd7691,M,,224427.0,532.0,raecjdlfwcwnaaeqeomxmuemrg,1-773-485-4247,M,3.0,Irving,Canada,SC,2.0,R,Century Aluminum,4.0,1036928.0
jur7692,U,18.0,123153.0,442.0,Deamomjpzxjzhfugk,1-528-873-2585,M,4.0,Ontario,United States of America,New Brunswick,5.0,O,Hayes Lemmerz,3.0,2406965.0
NBX7693,S,14.0,,677.0,Aktcqktdiehyacjhlqknwg,1-952-933-5053,,1.0,Stamford,United States of America,KY,2.0,O,EOG Resources,10.0,3588199.0
Naf7694,M,22.0,353487.0,565.0,Xasjqyptachbyjrnjvfvznkcwdxmpo,1-882-237-0765,f,2.0,Victoria,United States of America,British Columbia,4.0,O,Dresser-Rand Group,8.0,
bzc7695,M,7.0,145794.0,365.0,,1-762-453-2464,,1.0,Brownsville,United States of America,WA,3.0,R,Sealed Air,5.0,2896930.0
Pmo7696,W,97.0,142515.0,406.0,Nzckdxwdktbsqcaurk,1-129-593-2017,F,5.0,Bellevue,United States of America,AK,3.0,O,Blockbuster,5.0,312676.0
goh7697,U,49.0,414775.0,774.0,Svabwvthdbgivhnelxqvrhqvvgy,1-779-145-2680,F,5.0,Baltimore,United States of America,MN,0.0,,Owens Corning,3.0,16279.0
Jfb7698,S,25.0,125271.0,718.0,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,1-770-255-3860,F,5.0,Cedar Rapids,United States of America,RI,2.0,R,Robert Half International,7.0,1536113.0
Hao7699,M,99.0,,588.0,Unyjafcdzuerth,1-336-236-0201,,,Huntington Beach,United States of America,British Columbia,4.0,R,Wesco International,2.0,184474.0
Dwo7700,M,44.0,93761.0,764.0,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,1-185-085-5742,e,5.0,Cedar Rapids,Canada,SD,1.0,O,Dana Holding,5.0,2971869.0
RJA7701,U,96.0,397902.0,,EUDAFRRFNHWKIULGYBSUDTUTXASRTKSASSDSQBOCJDTTNFNSEYBVRIAH,1-957-033-0510,f,1.0,Los Angeles,United States of America,AL,2.0,O,NBTY,2.0,2256728.0
Lph7702,M,88.0,123538.0,657.0,chfifgrzddwjambrkaommoksjfzpnxvkvppcazeofdnrbmspungachheu,1-485-740-9640,,3.0,Milwaukee,United States of America,British Columbia,4.0,O,Eastman Chemical,8.0,2127026.0
Rfk7703,M,33.0,118013.0,769.0,Oclmxjrebkhucmocoldtnepglbejgjnqlikutugptmwrmrucuhztxxbwzwkoiqlsnwtekekkykjpkt,1-459-114-0867,,2.0,Detroit,United States of America,Ontario,3.0,U,Allergan,,3476485.0
RFU7704,M,8.0,45737.0,776.0,Qmbltoafvggvsolvieqcbeydfsprubcikjiahxx,1-671-499-0522,,5.0,Nashua,United States of America,MD,2.0,O,Global Partners,7.0,908035.0
TQH7705,U,55.0,456999.0,343.0,HOMAWOXXWEMFPMBHETZHOZBOPJGPFBDFJZQETUMMJAVJO,1-817-903-4786,m,0.0,Minneapolis,United States of America,IA,2.0,O,Fluor,4.0,
Bbc7706,W,43.0,326910.0,568.0,uathejgojclvooynhavibvdjhuspwiyxjtrrbidwiabjxyvcuxcifzyqtwphzvxbfcrykaelbw,1-099-914-5598,,4.0,Columbia,United States of America,PA,3.0,U,FedEx,5.0,3054149.0
Yoj7707,S,75.0,166536.0,830.0,,1-102-019-9878,,0.0,Garden Grove,United States of America,MA,2.0,O,Polaris Industries,5.0,
lvh7708,,66.0,337347.0,812.0,OHYWSFETLJEYTTMYZDOGFTPBAQKVN,1-873-941-1147,,4.0,Norfolk,Canada,ID,3.0,R,Torchmark,6.0,248269.0
Zpr7709,U,58.0,41345.0,489.0,WSZYJROXWWIWMVXDTZLJRKAPTUGFNIKPCPNRWASXEWEEUXRZALWYHWKU,1-710-953-4977,,4.0,Salem,Canada,Newfoundland,2.0,U,Alliance Data Systems,6.0,1203267.0
LMG7710,U,29.0,370209.0,845.0,Qfeecmwaxqhkulepjrwbmihojdaovxcukyrlnphlnimczdwhbxkilgjzuoiyhpupzxvcxxtrztifgd,1-789-825-2857,m,1.0,Saskatoon,United States of America,UT,5.0,U,American International Group,9.0,3704743.0
WMF7711,U,28.0,343016.0,735.0,VIJLPKEZYSJJGTR,1-179-937-7265,,4.0,Boise,United States of America,OR,0.0,R,Mohawk Industries,0.0,3673540.0
Qov7712,D,93.0,186990.0,615.0,,1-596-337-6757,F,3.0,Irvine,United States of America,ID,4.0,U,Vulcan Materials,4.0,982779.0
Vkp7713,W,17.0,46562.0,,,1-512-224-7078,,4.0,Washington,United States of America,AL,,U,OfficeMax,6.0,2778471.0
SST7714,U,98.0,98412.0,769.0,Zmasw,1-552-735-4638,M,5.0,St. Petersburg,United States of America,MN,5.0,U,Michael Foods,,2585134.0
Fuk7715,S,38.0,436056.0,406.0,Hvwcslkdbovbksvugzeblranwljqocapxusqfhoxknwsbunmtvsdrquws,1-127-805-3262,m,4.0,Torrance,United States of America,UT,5.0,O,Vulcan Materials,10.0,3591627.0
Brz7716,U,44.0,36008.0,586.0,DVMTEYEFOGEHXPCXCSOGWGYKOIPFCQAEJN,1-985-423-7255,f,1.0,Warren,United States of America,ME,3.0,O,,0.0,1819561.0
Faw7717,M,27.0,417402.0,630.0,Oznikwnqknmmzcqghprkmqgvogyqikwolvmyluhxmsculhddmjcxxwcuijvtebhrdmamuus,,f,0.0,Oakland,United States of America,IA,1.0,O,Unum Group,10.0,2857056.0
Jtn7718,U,94.0,273535.0,533.0,Gvpkllxjihwcdekmhwgrvrjjlemqymitgmisuqksneadi,1-019-900-0927,m,1.0,Hull,United States of America,VT,1.0,O,Domtar,7.0,1393892.0
too7719,M,,445562.0,328.0,vunoywivtxaoteia,1-055-674-3126,,2.0,Boston,United States of America,MA,4.0,O,Sentry Insurance Group,,759096.0
Kcd7720,M,60.0,226333.0,753.0,cgfbhvbutwppcxeqzjnajirvbyji,1-539-727-9817,,2.0,Modesto,Canada,Prince Edward Island,4.0,O,Constellation Energy,9.0,2288668.0
Yhh7721,U,48.0,,512.0,Cnqkflteffhlvuvkvlidzxdddhthinttughoacniyaskjqxcunrgjffmddusvcvayyayerjr,1-125-903-5459,m,3.0,Grand Prairie,United States of America,Manitoba,3.0,O,CSX,10.0,3580824.0
Adu7722,D,36.0,,432.0,oigxagmffqteeswxkzbgrigdxtvmfgkkymknfeb,1-591-506-8069,,3.0,Phoenix,Canada,TX,5.0,R,W.W. Grainger,8.0,1681450.0
Kwx7723,,67.0,271054.0,323.0,hvvnvoixtwnfzmbjghxksazmfoqqyifvcgqkdqsaknwanpwjavvnifvkfikf,1-131-877-8296,,3.0,Lincoln,United States of America,RI,5.0,O,Kimberly-Clark,2.0,1592047.0
uzl7724,U,63.0,64626.0,714.0,Gfopscpludliujcvdkhcomkp,1-716-805-3703,,4.0,Shreveport,United States of America,MI,3.0,O,Henry Schein,10.0,3596545.0
UXY7725,S,55.0,463945.0,730.0,qgkokxkhlxlezcflupfkujkmnetfgxtqvnvnwajxvksuauioivdieovttkpwbd,1-506-286-3588,f,2.0,Warren,United States of America,PA,5.0,O,State Street Corp.,7.0,3093246.0
FRU7726,M,4.0,159731.0,346.0,xkltqvtdcifskkcnqwkyoawqfszkilztvdcgrfdsrhvmtykrzkcmxdshlwayjjjlstnimjmhcilfjis,1-427-982-9005,M,,Erie,United States of America,KY,0.0,O,Quanta Services,5.0,3867919.0
Bjx7727,M,92.0,190805.0,,bwmnbuxfotmhhrcyzjwwrnhlqfdipsnrfekiuaaltzpthagegtbllneojphxmpvglgr,1-669-946-1808,f,3.0,Fargo,United States of America,OH,5.0,R,Marshall & Ilsley Corp.,1.0,3245961.0
zkp7728,M,93.0,43888.0,818.0,xgrescoregiylgtboucvujwksdieiawytiklnlimmvomlbmmdhxfucnrqugodotgspmcheziai,1-936-581-5888,,1.0,Wichita,United States of America,AR,1.0,O,Oceaneering International,7.0,600366.0
Lbo7729,S,87.0,34137.0,623.0,Dzmpjafkabapegvhrgb,1-740-256-2368,M,0.0,Mount Pearl,United States of America,KY,0.0,R,Raymond James Financial,4.0,1738979.0
TFP7730,S,44.0,196885.0,742.0,XJCLEPZFIVOMHEEDDIVHKBXAELURZXM,1-559-799-0991,f,1.0,Mobile,United States of America,IA,4.0,R,Valspar,5.0,454564.0
XKQ7731,M,95.0,206705.0,378.0,Fsqhjvcpihkakzconfp,1-287-631-2055,F,1.0,Phoenix,United States of America,British Columbia,0.0,O,Live Nation,9.0,3912268.0
DQY7732,D,61.0,337299.0,323.0,FDWXXMAMQBZKBNOFIIQNDSCADQOENVUDHBWDPJRTOFAKIVOX,1-100-505-6436,m,3.0,Fontana,United States of America,Quebec,3.0,,,8.0,1966788.0
Ydl7733,M,23.0,280247.0,684.0,Hxxljrxmownwpfdjzfhhazbnkdfnpiffelsgcxpqxditxaecp,1-167-261-7959,,5.0,Toledo,United States of America,KS,2.0,R,Health Management Associates,2.0,985098.0
VGT7734,U,16.0,286206.0,390.0,Gztlddwbfkctdeykytcx,1-653-504-0712,M,2.0,Raleigh,United States of America,ID,4.0,O,Wyndham Worldwide,6.0,
Wwi7735,M,58.0,153656.0,707.0,UKXAT,,m,1.0,Lubbock,United States of America,Newfoundland,4.0,O,Broadcom,8.0,1053231.0
OJF7736,M,58.0,379503.0,368.0,dbdoqsilrfcdupggitpkvhybldnpkjhmkarn,1-388-567-1492,,1.0,San Diego,United States of America,Saskatchewan,1.0,U,Aramark,2.0,
Czs7737,M,21.0,19124.0,534.0,Uojulktpnfxloorioipqxhqwsb,1-801-318-0082,,2.0,Charleston,United States of America,AL,1.0,O,Aventine Renewable Energy,5.0,3885299.0
Zpa7738,D,66.0,44001.0,379.0,GBMBNKNAUUHMFJFEQNTCBMYKAXVPREBJXPVSASRNGVGFLVULZLKZKACREBUFAQQBBAY,1-280-292-5628,m,2.0,Garland,United States of America,MT,5.0,O,Humana,9.0,895008.0
Icx7739,,92.0,461564.0,305.0,Kmyegtrbw,1-075-286-5992,,3.0,Nashua,United States of America,MT,3.0,O,U.S. Bancorp,5.0,101325.0
jmm7740,M,38.0,313750.0,417.0,VWVVRWRGIWWWKOMBSUMUFEVZIHAKGIQIHHEAAXFAEZMMC,1-426-228-4128,f,5.0,Fort Worth,United States of America,GA,3.0,O,Analog Devices,1.0,1279719.0
saz7741,D,,78185.0,536.0,Tmkfklxmjgctanxysefncpqamqeselzmfpezrwabi,1-393-250-1404,M,4.0,Sterling Heights,Canada,MT,2.0,R,Superior Energy Services,9.0,3779634.0
Ybr7742,W,66.0,419102.0,773.0,Ajbnzwvejqbkswwvtsy,1-130-076-0722,,4.0,Oklahoma City,United States of America,CO,2.0,O,Freddie Mac,10.0,742822.0
ncz7743,S,55.0,91366.0,808.0,Dwsfrkmjeygpqnhalhpmjmubfaphiplvrmaxoxjbuvwlngdgickyoaellsbsouckh,1-984-871-9500,,0.0,Baton Rouge,United States of America,Saskatchewan,5.0,O,Autodesk,10.0,2761827.0
WWO7744,,55.0,433487.0,660.0,Ykznnjuuroxhpuznomzecemrbkgisiutyjsmzkrlfubclazigcci,,,1.0,Rancho Cucamonga,United States of America,HI,3.0,R,Shaw Group,2.0,3749505.0
TKP7745,W,83.0,394286.0,,nzqeyfxomyrwihdclzsosuosmfeagagowhksexjkl,1-203-707-3229,f,0.0,Kansas City,United States of America,TN,2.0,O,Commercial Metals,4.0,391566.0
Mqz7746,U,27.0,189157.0,346.0,hycswjmryjcruwaydqjon,1-297-038-0345,,5.0,Long Beach,United States of America,WY,1.0,R,Laclede Group,7.0,2959021.0
Dqw7747,M,11.0,22483.0,475.0,Kdehncqoclbuwntwhopjkdqcbmxporyzkaptffgkvzcifihlsnwmdjfmdeurawdy,1-669-932-0648,,5.0,Sydney,United States of America,OK,4.0,O,Seaboard,4.0,2776296.0
seh7748,M,56.0,298307.0,499.0,AECNOJRMJGCV,1-801-131-4681,M,4.0,Evansville,,MS,2.0,O,General Mills,2.0,
Nii7749,U,54.0,353200.0,346.0,lwcvwkdxmgepseawmpitjxfxmabktjsfvjijabcwogxmvygiftzpvslhgtilarytflfumokm,1-340-993-5817,M,3.0,Lafayette,United States of America,FL,1.0,O,Family Insurance Group,2.0,864947.0
Szc7750,M,50.0,185208.0,431.0,hcyqwsgegrabatmqxlpfvmmduwmsonjbnktnrgjtcgxhjzjepxqdkhnqabadzqbioagakrlk,1-116-138-8621,f,5.0,St. Louis,Canada,Manitoba,4.0,O,Brink's,0.0,1146468.0
Mph7751,,93.0,17790.0,823.0,ikuuxtqqbgnjmmgpswnqfdhbjjvdvibgrnhc,1-094-843-5304,,5.0,Erie,United States of America,NH,2.0,O,Medtronic,2.0,1702447.0
Bvl7752,M,15.0,59420.0,344.0,TLADWR,1-741-266-4363,F,5.0,Sandy,United States of America,Alberta,2.0,R,United Refining,5.0,2293642.0
Nbu7753,S,92.0,178200.0,709.0,Nbtuam,1-961-736-5322,m,,Riverside,United States of America,Saskatchewan,2.0,O,Smithfield Foods,9.0,1529653.0
Emz7754,W,22.0,162738.0,,Xcttyxsxrkxiddibhfyygvazmtrfvbicysknzkdxitlhfvqhhtxgmjrewnkxdtjkaesooslbwsz,1-098-038-9852,M,1.0,Ottawa,Canada,New Brunswick,0.0,R,Medtronic,2.0,137515.0
Kkw7755,S,25.0,352913.0,354.0,Tkjwwmdngsjaomzgcxbinjuzlskehwgymszzetcsdlkasted,1-648-057-3488,,1.0,St. Petersburg,United States of America,MS,4.0,O,Cabot,,2754879.0
HCT7756,S,77.0,288188.0,,HRNEZM,1-827-164-1984,,0.0,Fort Lauderdale,United States of America,KY,0.0,O,Electronic Arts,9.0,929067.0
BBE7757,D,26.0,385946.0,686.0,KTUMHYEYSQLATWNNWEAFGBTIPIZRNQPZCSGYJVUSSSTYJOUOQMDWJGVCLKJZKMSUZENCXKAR,1-852-465-7862,m,4.0,Carrollton,United States of America,AK,3.0,,Seaboard,6.0,1153023.0
PTM7758,D,56.0,136162.0,643.0,gduichleruxtamrjxgabzgfakyz,1-757-808-6215,F,3.0,Hayward,United States of America,NV,4.0,O,DirecTV Group,7.0,1933058.0
QJD7759,M,16.0,220449.0,665.0,yqrfjwbanuajeafvrrlaeswttzlsjjgdyystgzswpjbtlnarjkskswbqtaliwcwdyrvprebl,1-443-303-9144,,3.0,Yonkers,Canada,DC,3.0,O,Allegheny Energy,5.0,3179244.0
SFE7760,S,77.0,299284.0,519.0,UDBMERHULBTHEXCETBPULYFRPNHSNOOUSRTNTMXPKKJYHUHMNLUZ,1-889-677-2295,m,3.0,Lexington,United States of America,Manitoba,1.0,O,Marathon Oil,9.0,2912318.0
rro7761,M,43.0,334094.0,615.0,Zuldtnbmtwvsnmxbyibkqllvlkhis,1-938-614-3949,,2.0,Cedar Rapids,United States of America,SD,3.0,O,Prudential Financial,6.0,2828037.0
Imu7762,D,94.0,364719.0,,JIJFXKNYUJIJUJGFKIMEKDRPAAJFLEPFSVQTLFCQFYGPLVCNQKWOPKZDFVWJLHMKEVPFUBDCBAQRDAKF,,,2.0,Madison,United States of America,NY,3.0,,Dollar General,10.0,495577.0
JPU7763,M,92.0,319866.0,812.0,,1-478-332-4603,F,,Los Angeles,United States of America,TN,5.0,O,Schering-Plough,9.0,1793954.0
Luw7764,M,19.0,71545.0,346.0,Jxtjzdrkibdhqflzotzmtjqbeixqjkbflszzefamgnzfidcidmhmudkaqwsmrsimveyosfpwiofuvpr,1-378-149-2550,,1.0,Fort Smith,United States of America,IN,4.0,O,,5.0,2347778.0
