prospect_State,prospect_AddressLine2,prospect_MiddleInitial,prospect_LastName,prospect_AddressLine1,prospect_AgencyID,prospect_NumberChildren,prospect_FirstName,prospect_NumberCars,prospect_CreditRating,prospect_OwnOrRentFlag,prospect_PostalCode,prospect_Income,prospect_City,prospect_Country,prospect_NumberCreditCards,prospect_Gender,prospect_Age,prospect_Phone,prospect_NetWorth,prospect_Employer,prospect_MaritalStatus
New Brunswick,yvntcqjqqmbftwetvbqgclcdbxspvk,I,Mosqjrkdycyygfsljqadgfqoldb,XBIKFJMVSDDVHYVNNHYHHMOGUWGFRAXVNQWITKEBUOZUPSRXHK,Mos7575,0.0,PVCKVZHJOWNWKSVIJIGLYWKGUKNXW,0.0,658.0,O,JUBKXDKP,497953.0,Albuquerque,United States of America,1.0,,57.0,1-696-359-4829,3789880.0,Tellabs,U
IL,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,,czuvw,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,czu7576,2.0,kpofwgtomgijnm,1.0,348.0,O,Xbgykqm,156048.0,Oakland,Canada,3.0,,38.0,1-352-678-5471,3874445.0,Phillips-Van Heusen,M
AZ,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,Z,Ghrlcuscpesuzsdwqfwwbgh,BESJDYZDIOIXKDFEHBQXBPW,Ghr7577,5.0,Biflzgcqpqpbahquomftmjffohpwuy,1.0,598.0,O,NNCXIBTCXZA,63617.0,Billings,United States of America,8.0,,68.0,1-906-600-9749,437353.0,Wells Fargo,M
NY,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,,Rwkdeshuwhwvmvmdnckmuvdt,Ouopoqztakszwsfkthdbwndfjuqaelyd,Rwk7578,2.0,ybdlwlwxispyswbiegrbsqqtywxr,2.0,505.0,O,mfwuio,244849.0,Pueblo,United States of America,9.0,,93.0,1-093-018-2851,2669917.0,Vornado Realty Trust,U
WA,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,,Uwinnbtdd,Ivwhotvobwkshcixclfobqoljlaqohw,Uwi7579,3.0,Capzcewdt,4.0,839.0,R,Utgwrun,123585.0,Sherbrooke,United States of America,7.0,,48.0,1-302-096-9321,1466537.0,New York Times,S
GA,CYQWJKJB,,VXZTLDNZPYIFIKTIJRXS,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,VXZ7580,1.0,XKBLVBCCYKMIXABVTOTVPZCJRII,1.0,672.0,U,Wgulrhctjlg,391134.0,Sacramento,United States of America,2.0,,96.0,1-915-044-3154,991860.0,Adobe Systems,S
AZ,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,p,Aykkkc,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,Ayk7581,5.0,wmknfemsztimaphftadowlmbnp,5.0,696.0,O,Srhxvxe,426759.0,Charlotte,United States of America,3.0,f,58.0,1-040-274-3474,,Valmont Industries,M
NV,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,,lhodktal,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,lho7582,3.0,DHLVITRFJDXLTPAGMPMJ,5.0,448.0,O,Dadkihaohc,451737.0,El Paso,United States of America,5.0,M,63.0,1-678-397-2739,1816368.0,UAL,W
TN,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,,rziprpcfwnirtuvrbfnuepq,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,rzi7583,1.0,Jdpqutldftwykfyhukveiaimoyyk,2.0,549.0,O,Fpoleiod,180822.0,Mesa,United States of America,9.0,,18.0,1-679-345-9939,565246.0,AFLAC,S
AL,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,,Wdsuorykxmvfxupyyjl,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,Wds7584,2.0,Qiwemtdba,4.0,705.0,O,Cuaieflmccqp,205843.0,Simi Valley,United States of America,0.0,,40.0,1-093-616-0613,1899339.0,VeraSun Energy,W
TX,ccfzcxohrhrcnypedmhjovjyjrxi,f,Xsjypvyfoqbiq,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,Xsj7585,3.0,JQKEDISZ,4.0,387.0,O,qiraymmapgf,470985.0,St. Catharines,United States of America,6.0,M,29.0,1-546-131-8988,3873239.0,Magellan Health Services,M
WV,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,v,Luxkby,Nhgrkzjzcrjcerkwrugwul,Lux7586,1.0,Gfuwa,2.0,359.0,,Tsynomgib,318225.0,Washington,United States of America,7.0,,21.0,1-477-186-7432,767547.0,Emcor Group,U
ND,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,,wxwhwasadsmxchyhlgrvnurte,,wxw7587,2.0,CTTUYHUUMMDTX,2.0,494.0,O,Amudllk,326044.0,Chula Vista,Canada,9.0,f,41.0,1-965-848-6954,1027999.0,Peabody Energy,M
Saskatchewan,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,e,pfzjoarqopfjtzjalxxxeq,uiaoi,pfz7588,1.0,Wvtqm,1.0,345.0,,ELQKT,,Montpelier,United States of America,10.0,m,56.0,1-622-866-0937,3428495.0,State Farm Insurance Cos.,M
VA,REHWDWEP,,hlxshqpvshstjerwclb,Wwonzdtvwkn,hlx7589,0.0,xuwgpsvzcpxtoerndtr,2.0,402.0,O,Oiwac,187282.0,Mesa,United States of America,10.0,M,33.0,1-040-217-2014,1827180.0,Humana,M
ND,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,,nybiaaw,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,nyb7590,0.0,Hnnzpokbygacjjgybkskf,2.0,579.0,O,Dqgzinvuxxy,,New Haven,United States of America,3.0,,96.0,1-101-684-2373,2070007.0,News Corp.,M
ND,DIMPFMEBDNHBCT,O,Lttvvpjjavydrmbt,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,Ltt7591,0.0,qsnivsknktiwjpqwnrlgftnmsrxkjc,2.0,569.0,O,Nchaajfkjvx,,Indianapolis,United States of America,2.0,,35.0,1-386-426-5849,,Torchmark,
MS,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,,gszunimggpyfjzmivbwizzftuen,cezvfwtftwlwfrgrpxtuejvrgucexe,gsz7592,4.0,pygsfvfpeofkdcugfvxdsqgmcgebfp,0.0,745.0,O,XEDMBUAMGXKH,306946.0,Stockton,United States of America,9.0,,40.0,1-598-816-0126,3596263.0,Rock-Tenn,W
WY,DVYTEPWCABNSGPTLJEMPQLTEWM,,Kwpztgkknktyvdks,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,Kwp7593,,Zgxsuo,0.0,320.0,U,crxbrlj,99663.0,Louisville,,1.0,,10.0,1-770-379-7700,3719999.0,AGCO,D
MA,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,D,AGMCLBCUEPVBRKDKWAGBCFOLYET,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,AGM7594,4.0,ganifmdaqbltccwbqijtkypcetuq,2.0,591.0,R,Eytubbwi,482013.0,Atlanta,United States of America,4.0,,59.0,,3058439.0,,M
AK,,u,Ocnds,Ctgihaqlm,Ocn7595,0.0,IYCOMORWDFSEKN,1.0,,U,Lwftldizl,180476.0,Milwaukee,United States of America,10.0,m,70.0,1-628-245-6238,2592932.0,United Stationers,M
PA,qlgnszfowrbrkuurrmjrfnfaeulhneecv,,Cmweamsabhudajyhpsohkpzcy,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,Cmw7596,5.0,vdvdlfz,4.0,417.0,,GSSFZNBZL,285682.0,Fort Smith,United States of America,5.0,F,69.0,1-813-787-2611,1471273.0,McCormick,M
MA,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,V,Ditjvpiidkjkvxssfnctzcczb,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,Dit7597,5.0,Sbwymtnwzhffkwjczlsnvrtcv,0.0,338.0,R,Nrnqtmjz,455032.0,Knoxville,United States of America,8.0,,96.0,1-362-897-1162,,National Life Group,M
DC,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,S,Rmmasnivkq,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,Rmm7598,,qjjwbffbgxilxyarhjwdvo,3.0,340.0,O,Rzjxvum,356141.0,Idaho Falls,United States of America,9.0,,9.0,1-952-919-4878,2410816.0,Hasbro,S
RI,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,,ekjvgcmzgobzeerrpfgefwvxlvfcua,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,ekj7599,3.0,JIXUQX,3.0,738.0,U,Accezkuzqrif,165667.0,Jacksonville,Canada,5.0,,39.0,1-145-214-8009,1059543.0,Tupperware Brands,U
MA,MIMWGPPF,A,wcqqbslcxugdqpbzbmbqvlahw,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,wcq7600,2.0,Eqrxuc,0.0,597.0,O,LNZZPGOTEG,459767.0,Stockton,United States of America,7.0,,31.0,1-328-944-9786,379282.0,Covance,S
Alberta,Xpannac,,Klcanpomjmuwosnasroukafsxtufz,RSSNUTWWLOKIHRRTPEAFTLBF,Klc7601,2.0,PDAXUXBMPOVTKJUR,2.0,603.0,R,YINOHET,106459.0,Thousand Oaks,United States of America,4.0,f,64.0,1-899-864-9421,3271265.0,Interactive Brokers Group,M
AR,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,,Jrdmn,Sachwqwddeyfxvagihsjxtcsibaejb,Jrd7602,1.0,Adftxl,,662.0,U,ddgkyv,51021.0,Nashua,,5.0,,38.0,1-877-997-8896,1530364.0,SkyWest,D
VA,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,,GDQESTOSFCKVLPZEQPNFIKQLTXB,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,GDQ7603,4.0,Gaksvvggpbleteofow,2.0,838.0,R,Seiksuhglhj,494931.0,Tallahassee,United States of America,0.0,,47.0,1-750-900-0823,3731860.0,Best Buy,W
OR,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,,fnmqzceohwapysohiuofkhjpwzgv,Sbutxmtwkb,fnm7604,2.0,Ijstknxzfzsvqmy,5.0,791.0,O,Ytgghhaxc,429859.0,Brownsville,United States of America,9.0,,,,2488858.0,Sears Holdings,M
ID,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,e,Ymuvinagbzdhiwglzfacood,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,Ymu7605,4.0,jvhwyzbcwdrrqmlbvpjwbohhemm,1.0,692.0,O,Ajlcdadx,,Charlotte,Canada,7.0,,76.0,1-347-704-7823,2301347.0,Frontier Oil,S
IA,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,R,Pxjmfwpwm,mnkidgiyajigobghpnkdvauwiubpjb,Pxj7606,3.0,nhhjbqktsr,0.0,673.0,O,Daivf,464086.0,Oakland,,8.0,,60.0,1-228-976-2888,1736571.0,Automatic Data Processing,W
TN,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,M,Rsdlvo,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,Rsd7607,,Lmhtjwddyqbzlxgv,3.0,331.0,O,xrquzcptycg,207651.0,Fort Wayne,Canada,7.0,,73.0,,2399483.0,,U
Nova Scotia,BPPKDY,,Qqhwdyopkfs,Fmrydeogisvvtrpsfonolelpnqcbkrr,Qqh7608,,BXFLGQTJSJDQAUCXXJXWHTQU,4.0,744.0,O,shigmwk,260418.0,Chula Vista,United States of America,2.0,,37.0,1-760-429-1328,2982744.0,Comerica,U
Ontario,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,Q,udqexswxytatsvxw,Xhggtfwyslxvgeiuzjfxewcsweefq,udq7609,1.0,Tlaihggmhfiuezhjgps,5.0,446.0,U,enehob,,Peoria,United States of America,6.0,,50.0,1-253-879-8833,1611011.0,Baldor Electric,M
MD,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,M,Ghlflxgkavpsqvkpun,,Ghl7610,4.0,DSRXJZKFJTIVXLBAX,0.0,,O,RNLAKRXSPA,316963.0,Lexington,Canada,0.0,,0.0,1-401-256-3483,2999167.0,Commercial Metals,M
AR,Xuqmcmxaigbk,,mtkfmxripistepftjaxfosviokgqsf,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,mtk7611,,Annsrbdzywmpqvigpn,5.0,,O,Hlezt,84046.0,Salem,Canada,,f,,1-175-910-8245,,,W
Saskatchewan,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,,QIYQRALNIIONMKDZB,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,QIY7612,3.0,Mrawpcvb,0.0,723.0,O,Iyqmkpcjx,368990.0,San Jose,United States of America,9.0,,,1-565-191-3419,3307491.0,Molina Healthcare,M
OH,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,,Ohzpaqjtc,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,Ohz7613,0.0,yociu,2.0,348.0,O,klgnkcaedht,124382.0,Kansas City,Canada,2.0,,81.0,1-921-688-5401,2057260.0,Plains All American Pipeline,S
VA,EECYCMJAJGNQBRSKW,,djgtucxplpftr,Gvdteormavfflajkedaclod,djg7614,0.0,DQNVNWPYSMLDGXJVBUHUKDLRSLN,2.0,666.0,O,Jsombikj,9263.0,Windsor,United States of America,,,52.0,1-925-155-0170,53179.0,Agilent Technologies,M
ID,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,,Iaduje,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,Iad7615,4.0,wfnjfn,2.0,,U,Xtckbvng,334181.0,Chicago,United States of America,3.0,,68.0,1-185-691-2951,690086.0,AutoZone,M
WI,hgandkyzsnb,H,EMGQKGEOTCGAFGDZVTRUAVGZYPM,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,EMG7616,1.0,WWWEN,0.0,844.0,R,YPUWSVRD,314001.0,Evansville,United States of America,8.0,,,1-067-518-3854,2025465.0,,M
MS,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,,Hjnljezrxojeaoustvawackahexa,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,Hjn7617,4.0,Krjcfgq,1.0,766.0,O,Ifxvsnt,168309.0,Honolulu,Canada,8.0,,36.0,1-188-554-1671,695307.0,Universal Health Services,M
OK,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,D,CYPTBBGPWKKKFNOUHJ,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,CYP7618,4.0,Fxmpengjsaf,2.0,521.0,O,EAOJPQVWBNZ,322765.0,Cleveland,United States of America,10.0,M,31.0,1-168-215-2223,3238398.0,Time Warner,M
GA,QTWXYHMLBYQ,h,KPNRNVLRFUTOWOERTCSIRQZ,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,KPN7619,5.0,Eobtk,1.0,306.0,O,fhirgl,311253.0,Livonia,United States of America,7.0,,55.0,1-228-022-3056,1213578.0,Sealed Air,W
TN,SDEAIMDWRSKXTFCPHWF,x,Vbimifwtrtvb,Blsmawjjdmdamrhqyqgzmbkfa,Vbi7620,5.0,Abahrdfcbtscoblhaovnjkbx,5.0,411.0,R,Lahfziy,140296.0,Little Rock,United States of America,9.0,,66.0,1-926-766-1124,103708.0,Sprint Nextel,W
SC,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,,ehbcbdctlcspuvwbqveohanmkolbw,Stofpzwyhkpmuq,ehb7621,5.0,bhephgijqbu,1.0,,O,tofdjef,439984.0,Halifax,United States of America,3.0,F,22.0,1-538-797-1948,1086081.0,,M
AR,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,C,TMQACIIUMYYZHYX,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,TMQ7622,0.0,KECNVVPGTOXHIGOUAWLHU,5.0,702.0,O,rckzx,454011.0,Peoria,United States of America,8.0,F,51.0,1-627-234-0841,1349626.0,Quiksilver,U
MT,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,y,Lsbutxufufshmkqnscnhx,,Lsb7623,5.0,xppmtvztaifqynlbmofxonnus,1.0,842.0,R,MMLJKBGXD,191541.0,San Jose,United States of America,1.0,a,26.0,1-876-492-0782,1083092.0,Valspar,S
WY,Lhwkvadxwcjobcggyuighvqlcm,u,Dpzpfctp,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,Dpz7624,1.0,kzntoukktuqqfuyeo,2.0,528.0,R,banusio,,Charlotte,United States of America,0.0,M,100.0,1-436-946-7319,1662799.0,Timken,U
WY,,,Zujmcfzznpfohsdp,cnckvldjedzgdqhy,Zuj7625,3.0,TDRLAQZARCGRAMDDMCWP,3.0,300.0,R,Safkd,,Hilo,United States of America,5.0,,13.0,1-281-780-2897,3548540.0,,W
WV,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,,Jqkozdva,,Jqk7626,1.0,shbaeyxyrjfietruntrdeyqkc,2.0,752.0,O,DHTLWJDXLRW,269215.0,Yonkers,United States of America,7.0,,11.0,1-421-286-4139,881414.0,Occidental Petroleum,S
CA,Alukohji,,ijbcvbgglqupyentiqncsnswyygl,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,ijb7627,4.0,Zururxrihusergiba,0.0,303.0,O,RORIUHK,193126.0,Modesto,Canada,0.0,m,62.0,1-908-354-2709,1712200.0,,M
Alberta,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,U,NMOXMHMVUDGY,qehomraquwxrkb,NMO7628,5.0,QZLCPVRKZMTENMREVZT,3.0,418.0,O,bxgwhohh,462618.0,Louisville,United States of America,10.0,F,13.0,1-466-560-2530,847446.0,Massey Energy,M
New Brunswick,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,,Tefewe,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,Tef7629,3.0,dvbflygvxrizbclmqwoajkvnzoufc,3.0,667.0,O,SRARKMXOD,212026.0,Eugene,United States of America,4.0,f,23.0,1-578-686-8082,344294.0,Weyerhaeuser,W
British Columbia,Kxxipkohacffav,Z,Sdjhq,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,Sdj7630,4.0,mtnubdnrdoivcuqmapqhtvzkixw,1.0,441.0,U,hwugfvlttol,371024.0,Buffalo,United States of America,7.0,,51.0,1-166-077-1436,1534879.0,National Fuel Gas,D
DE,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,,Pbrfgfdwedgrmifitr,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,Pbr7631,2.0,Nzljqsbgutsixlosfedpmlzl,3.0,471.0,O,zgsllav,235810.0,Santa Fe,United States of America,0.0,m,2.0,1-535-320-1881,3897101.0,Pep Boys,U
CT,onxyyslcmbyxpfjuykowqpwqi,,Icejebxweavlnddpjz,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,Ice7632,,Ealrdsynhtadihmsl,2.0,701.0,O,Mszwfhpj,347270.0,Springfield,United States of America,9.0,m,,1-633-495-6478,3064442.0,Neiman Marcus,W
Quebec,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,,ZWGIV,TAIWTM,ZWG7633,2.0,xfjdwfentojva,5.0,323.0,R,Yqfxb,399212.0,Anchorage,United States of America,1.0,,82.0,1-398-680-0278,2016524.0,BlackRock,D
NJ,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,,Evwthrqmqfpsbpdqojtqzpjmpoea,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,Evw7634,5.0,Zvowaelneuhpxzphpvtgvfz,4.0,846.0,O,ypmuep,439561.0,Winnipeg,United States of America,10.0,m,94.0,1-185-976-7770,37745.0,McGraw-Hill,M
MN,Krdmgygwnziumjdtybwyw,c,Lhlatzfku,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,Lhl7635,4.0,fmdcjzjekrwrirumyvfuqnnkxzr,3.0,850.0,O,Xthtecuu,29980.0,Waco,United States of America,8.0,m,16.0,1-490-238-8219,503752.0,Family Dollar Stores,M
NE,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,N,LYBUGCXZYJSERVQKQJKNIIW,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,LYB7636,5.0,Ohetzpmilrphnhnasiisaypdl,2.0,,U,Xjzpdio,28693.0,Stockton,United States of America,,,43.0,1-891-741-2112,2115180.0,Teleflex,M
VA,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,x,Ijbmwiomutrflaupolplmfjsqh,Phqspowfoiqmszxy,Ijb7637,2.0,VAUWGMVOILXNGKB,1.0,564.0,O,Rgthehdvvlh,106794.0,Boston,Canada,3.0,M,76.0,1-849-918-0984,839222.0,,M
PA,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,,Zhftulgpedd,XDPEFDQIMFNMCO,Zhf7638,5.0,Tnwgmuvaaqmxskkyqnvrmnmul,3.0,558.0,O,ysexit,340598.0,Memphis,United States of America,4.0,f,0.0,1-426-168-3142,1851334.0,Imation,S
WV,Bfntmkesgyjkjrgttbtdncoumqhmnxy,r,PYUHQOCHAUAWGKHHLXQNUWZTEBN,FSSAAXLAMAPBOMTNUFG,PYU7639,,mtovrkjvtfkennjujgpegknnck,1.0,417.0,O,Wscgcsbwlzj,490597.0,Sydney,United States of America,0.0,m,33.0,1-757-910-8931,1348251.0,PPL,U
WY,,F,Ikufiibsvk,AKWOIATLDDKU,Iku7640,2.0,Lwxdv,2.0,487.0,O,AUQJTIMK,499685.0,Shreveport,Canada,6.0,,62.0,1-468-325-0119,2722392.0,Smithfield Foods,U
MN,Bnbfbxvqxtngv,,HBZACUNNIOTFKFSTCILLC,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,HBZ7641,0.0,Ftvuzjdzocqmcoxvrbqcna,2.0,639.0,O,Weqnwrwrbcgx,62285.0,Modesto,United States of America,9.0,m,8.0,1-383-310-7894,1785161.0,Macy's,M
VT,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,,Pcofbhaqeemibnkjtsoxmdibmpquo,VANVGDDSYEK,Pco7642,5.0,Hnbgeuii,5.0,625.0,O,facqrtjqjmd,320885.0,Hull,United States of America,3.0,M,4.0,1-353-727-2029,2823578.0,Torchmark,U
WV,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,,Ybvjle,TVTDULLNHUZPDNEEKSXEGPXDNE,Ybv7643,3.0,Fykbowmpxpbb,5.0,,O,OCNCREZ,184669.0,Yonkers,United States of America,1.0,,39.0,1-028-849-5461,2123972.0,Herman Miller,D
IN,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,F,Rimdakhncfjlrbor,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,Rim7644,0.0,Ruagwhiorgizpmbphjerywjrr,0.0,,R,JXOGSVJ,126989.0,Atlanta,United States of America,3.0,,90.0,1-480-785-4021,112782.0,Kindred Healthcare,S
MS,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,,gnfkwjxmvkbeh,HWAWSSEUGGKEXQDESYXFHWZ,gnf7645,4.0,teldp,1.0,460.0,,Iqtso,48144.0,Hayward,Canada,3.0,,7.0,1-443-132-4138,248311.0,Arch Coal,M
CO,Mbxglsrssswfglfkjrjmedkyvtchipxrc,C,Wxphiul,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,Wxp7646,4.0,Tmhxnpfgyifx,5.0,793.0,O,Uxgvbwop,377787.0,Savannah,United States of America,8.0,F,95.0,1-143-020-1234,3719851.0,Whirlpool,
PA,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,N,Dxhuevhfuceqmpoolmuhflp,,Dxh7647,5.0,Fpchjcvsrkakkqqsojokdrg,5.0,821.0,O,Ovsiu,323782.0,Fullerton,Canada,8.0,m,59.0,1-475-304-3486,1920385.0,Arrow Electronics,U
DE,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,,Aqopbqsxqxjj,NASLRGJGXPDOGNJSHNLNGBCXJVO,Aqo7648,2.0,Heiehcgec,3.0,,O,Frqdqbs,31880.0,Overland Park,United States of America,6.0,,13.0,1-677-882-6792,576903.0,Rock-Tenn,S
Prince Edward Island,Eymghd,s,fenowyirqcdcwwo,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,fen7649,3.0,sgapkfrztiyyayezulvi,5.0,643.0,O,waiitdv,390190.0,Alexandria,United States of America,8.0,,58.0,1-151-067-7411,1855037.0,R.H. Donnelley,D
