prospect_Age,prospect_Employer,prospect_AgencyID,prospect_OwnOrRentFlag,prospect_Gender,prospect_City,prospect_Income,prospect_CreditRating,prospect_PostalCode,prospect_MiddleInitial,prospect_NumberCars,prospect_State,prospect_Country,prospect_AddressLine2,prospect_Phone,prospect_NetWorth,prospect_LastName,prospect_MaritalStatus,prospect_NumberCreditCards,prospect_FirstName,prospect_AddressLine1,prospect_NumberChildren
57.0,Tellabs,Mos7575,O,,Albuquerque,497953.0,658.0,JUBKXDKP,I,0.0,New Brunswick,United States of America,yvntcqjqqmbftwetvbqgclcdbxspvk,1-696-359-4829,3789880.0,Mosqjrkdycyygfsljqadgfqoldb,U,1.0,PVCKVZHJOWNWKSVIJIGLYWKGUKNXW,XBIKFJMVSDDVHYVNNHYHHMOGUWGFRAXVNQWITKEBUOZUPSRXHK,0.0
38.0,Phillips-Van Heusen,czu7576,O,,Oakland,156048.0,348.0,Xbgykqm,,1.0,IL,Canada,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,1-352-678-5471,3874445.0,czuvw,M,3.0,kpofwgtomgijnm,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,2.0
68.0,Wells Fargo,Ghr7577,O,,Billings,63617.0,598.0,NNCXIBTCXZA,Z,1.0,AZ,United States of America,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,1-906-600-9749,437353.0,Ghrlcuscpesuzsdwqfwwbgh,M,8.0,Biflzgcqpqpbahquomftmjffohpwuy,BESJDYZDIOIXKDFEHBQXBPW,5.0
93.0,Vornado Realty Trust,Rwk7578,O,,Pueblo,244849.0,505.0,mfwuio,,2.0,NY,United States of America,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,1-093-018-2851,2669917.0,Rwkdeshuwhwvmvmdnckmuvdt,U,9.0,ybdlwlwxispyswbiegrbsqqtywxr,Ouopoqztakszwsfkthdbwndfjuqaelyd,2.0
48.0,New York Times,Uwi7579,R,,Sherbrooke,123585.0,839.0,Utgwrun,,4.0,WA,United States of America,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,1-302-096-9321,1466537.0,Uwinnbtdd,S,7.0,Capzcewdt,Ivwhotvobwkshcixclfobqoljlaqohw,3.0
96.0,Adobe Systems,VXZ7580,U,,Sacramento,391134.0,672.0,Wgulrhctjlg,,1.0,GA,United States of America,CYQWJKJB,1-915-044-3154,991860.0,VXZTLDNZPYIFIKTIJRXS,S,2.0,XKBLVBCCYKMIXABVTOTVPZCJRII,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,1.0
58.0,Valmont Industries,Ayk7581,O,f,Charlotte,426759.0,696.0,Srhxvxe,p,5.0,AZ,United States of America,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,1-040-274-3474,,Aykkkc,M,3.0,wmknfemsztimaphftadowlmbnp,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,5.0
63.0,UAL,lho7582,O,M,El Paso,451737.0,448.0,Dadkihaohc,,5.0,NV,United States of America,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,1-678-397-2739,1816368.0,lhodktal,W,5.0,DHLVITRFJDXLTPAGMPMJ,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,3.0
18.0,AFLAC,rzi7583,O,,Mesa,180822.0,549.0,Fpoleiod,,2.0,TN,United States of America,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,1-679-345-9939,565246.0,rziprpcfwnirtuvrbfnuepq,S,9.0,Jdpqutldftwykfyhukveiaimoyyk,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,1.0
40.0,VeraSun Energy,Wds7584,O,,Simi Valley,205843.0,705.0,Cuaieflmccqp,,4.0,AL,United States of America,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,1-093-616-0613,1899339.0,Wdsuorykxmvfxupyyjl,W,0.0,Qiwemtdba,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,2.0
29.0,Magellan Health Services,Xsj7585,O,M,St. Catharines,470985.0,387.0,qiraymmapgf,f,4.0,TX,United States of America,ccfzcxohrhrcnypedmhjovjyjrxi,1-546-131-8988,3873239.0,Xsjypvyfoqbiq,M,6.0,JQKEDISZ,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,3.0
21.0,Emcor Group,Lux7586,,,Washington,318225.0,359.0,Tsynomgib,v,2.0,WV,United States of America,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,1-477-186-7432,767547.0,Luxkby,U,7.0,Gfuwa,Nhgrkzjzcrjcerkwrugwul,1.0
41.0,Peabody Energy,wxw7587,O,f,Chula Vista,326044.0,494.0,Amudllk,,2.0,ND,Canada,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,1-965-848-6954,1027999.0,wxwhwasadsmxchyhlgrvnurte,M,9.0,CTTUYHUUMMDTX,,2.0
56.0,State Farm Insurance Cos.,pfz7588,,m,Montpelier,,345.0,ELQKT,e,1.0,Saskatchewan,United States of America,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,1-622-866-0937,3428495.0,pfzjoarqopfjtzjalxxxeq,M,10.0,Wvtqm,uiaoi,1.0
33.0,Humana,hlx7589,O,M,Mesa,187282.0,402.0,Oiwac,,2.0,VA,United States of America,REHWDWEP,1-040-217-2014,1827180.0,hlxshqpvshstjerwclb,M,10.0,xuwgpsvzcpxtoerndtr,Wwonzdtvwkn,0.0
96.0,News Corp.,nyb7590,O,,New Haven,,579.0,Dqgzinvuxxy,,2.0,ND,United States of America,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,1-101-684-2373,2070007.0,nybiaaw,M,3.0,Hnnzpokbygacjjgybkskf,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,0.0
35.0,Torchmark,Ltt7591,O,,Indianapolis,,569.0,Nchaajfkjvx,O,2.0,ND,United States of America,DIMPFMEBDNHBCT,1-386-426-5849,,Lttvvpjjavydrmbt,,2.0,qsnivsknktiwjpqwnrlgftnmsrxkjc,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,0.0
40.0,Rock-Tenn,gsz7592,O,,Stockton,306946.0,745.0,XEDMBUAMGXKH,,0.0,MS,United States of America,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,1-598-816-0126,3596263.0,gszunimggpyfjzmivbwizzftuen,W,9.0,pygsfvfpeofkdcugfvxdsqgmcgebfp,cezvfwtftwlwfrgrpxtuejvrgucexe,4.0
10.0,AGCO,Kwp7593,U,,Louisville,99663.0,320.0,crxbrlj,,0.0,WY,,DVYTEPWCABNSGPTLJEMPQLTEWM,1-770-379-7700,3719999.0,Kwpztgkknktyvdks,D,1.0,Zgxsuo,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,
59.0,,AGM7594,R,,Atlanta,482013.0,591.0,Eytubbwi,D,2.0,MA,United States of America,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,,3058439.0,AGMCLBCUEPVBRKDKWAGBCFOLYET,M,4.0,ganifmdaqbltccwbqijtkypcetuq,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,4.0
70.0,United Stationers,Ocn7595,U,m,Milwaukee,180476.0,,Lwftldizl,u,1.0,AK,United States of America,,1-628-245-6238,2592932.0,Ocnds,M,10.0,IYCOMORWDFSEKN,Ctgihaqlm,0.0
69.0,McCormick,Cmw7596,,F,Fort Smith,285682.0,417.0,GSSFZNBZL,,4.0,PA,United States of America,qlgnszfowrbrkuurrmjrfnfaeulhneecv,1-813-787-2611,1471273.0,Cmweamsabhudajyhpsohkpzcy,M,5.0,vdvdlfz,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,5.0
96.0,National Life Group,Dit7597,R,,Knoxville,455032.0,338.0,Nrnqtmjz,V,0.0,MA,United States of America,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,1-362-897-1162,,Ditjvpiidkjkvxssfnctzcczb,M,8.0,Sbwymtnwzhffkwjczlsnvrtcv,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,5.0
9.0,Hasbro,Rmm7598,O,,Idaho Falls,356141.0,340.0,Rzjxvum,S,3.0,DC,United States of America,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,1-952-919-4878,2410816.0,Rmmasnivkq,S,9.0,qjjwbffbgxilxyarhjwdvo,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,
39.0,Tupperware Brands,ekj7599,U,,Jacksonville,165667.0,738.0,Accezkuzqrif,,3.0,RI,Canada,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,1-145-214-8009,1059543.0,ekjvgcmzgobzeerrpfgefwvxlvfcua,U,5.0,JIXUQX,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,3.0
31.0,Covance,wcq7600,O,,Stockton,459767.0,597.0,LNZZPGOTEG,A,0.0,MA,United States of America,MIMWGPPF,1-328-944-9786,379282.0,wcqqbslcxugdqpbzbmbqvlahw,S,7.0,Eqrxuc,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,2.0
64.0,Interactive Brokers Group,Klc7601,R,f,Thousand Oaks,106459.0,603.0,YINOHET,,2.0,Alberta,United States of America,Xpannac,1-899-864-9421,3271265.0,Klcanpomjmuwosnasroukafsxtufz,M,4.0,PDAXUXBMPOVTKJUR,RSSNUTWWLOKIHRRTPEAFTLBF,2.0
38.0,SkyWest,Jrd7602,U,,Nashua,51021.0,662.0,ddgkyv,,,AR,,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,1-877-997-8896,1530364.0,Jrdmn,D,5.0,Adftxl,Sachwqwddeyfxvagihsjxtcsibaejb,1.0
47.0,Best Buy,GDQ7603,R,,Tallahassee,494931.0,838.0,Seiksuhglhj,,2.0,VA,United States of America,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,1-750-900-0823,3731860.0,GDQESTOSFCKVLPZEQPNFIKQLTXB,W,0.0,Gaksvvggpbleteofow,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,4.0
,Sears Holdings,fnm7604,O,,Brownsville,429859.0,791.0,Ytgghhaxc,,5.0,OR,United States of America,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,,2488858.0,fnmqzceohwapysohiuofkhjpwzgv,M,9.0,Ijstknxzfzsvqmy,Sbutxmtwkb,2.0
76.0,Frontier Oil,Ymu7605,O,,Charlotte,,692.0,Ajlcdadx,e,1.0,ID,Canada,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,1-347-704-7823,2301347.0,Ymuvinagbzdhiwglzfacood,S,7.0,jvhwyzbcwdrrqmlbvpjwbohhemm,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,4.0
60.0,Automatic Data Processing,Pxj7606,O,,Oakland,464086.0,673.0,Daivf,R,0.0,IA,,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,1-228-976-2888,1736571.0,Pxjmfwpwm,W,8.0,nhhjbqktsr,mnkidgiyajigobghpnkdvauwiubpjb,3.0
73.0,,Rsd7607,O,,Fort Wayne,207651.0,331.0,xrquzcptycg,M,3.0,TN,Canada,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,,2399483.0,Rsdlvo,U,7.0,Lmhtjwddyqbzlxgv,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,
37.0,Comerica,Qqh7608,O,,Chula Vista,260418.0,744.0,shigmwk,,4.0,Nova Scotia,United States of America,BPPKDY,1-760-429-1328,2982744.0,Qqhwdyopkfs,U,2.0,BXFLGQTJSJDQAUCXXJXWHTQU,Fmrydeogisvvtrpsfonolelpnqcbkrr,
50.0,Baldor Electric,udq7609,U,,Peoria,,446.0,enehob,Q,5.0,Ontario,United States of America,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,1-253-879-8833,1611011.0,udqexswxytatsvxw,M,6.0,Tlaihggmhfiuezhjgps,Xhggtfwyslxvgeiuzjfxewcsweefq,1.0
0.0,Commercial Metals,Ghl7610,O,,Lexington,316963.0,,RNLAKRXSPA,M,0.0,MD,Canada,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,1-401-256-3483,2999167.0,Ghlflxgkavpsqvkpun,M,0.0,DSRXJZKFJTIVXLBAX,,4.0
,,mtk7611,O,f,Salem,84046.0,,Hlezt,,5.0,AR,Canada,Xuqmcmxaigbk,1-175-910-8245,,mtkfmxripistepftjaxfosviokgqsf,W,,Annsrbdzywmpqvigpn,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,
,Molina Healthcare,QIY7612,O,,San Jose,368990.0,723.0,Iyqmkpcjx,,0.0,Saskatchewan,United States of America,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,1-565-191-3419,3307491.0,QIYQRALNIIONMKDZB,M,9.0,Mrawpcvb,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,3.0
81.0,Plains All American Pipeline,Ohz7613,O,,Kansas City,124382.0,348.0,klgnkcaedht,,2.0,OH,Canada,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,1-921-688-5401,2057260.0,Ohzpaqjtc,S,2.0,yociu,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,0.0
52.0,Agilent Technologies,djg7614,O,,Windsor,9263.0,666.0,Jsombikj,,2.0,VA,United States of America,EECYCMJAJGNQBRSKW,1-925-155-0170,53179.0,djgtucxplpftr,M,,DQNVNWPYSMLDGXJVBUHUKDLRSLN,Gvdteormavfflajkedaclod,0.0
68.0,AutoZone,Iad7615,U,,Chicago,334181.0,,Xtckbvng,,2.0,ID,United States of America,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,1-185-691-2951,690086.0,Iaduje,M,3.0,wfnjfn,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,4.0
,,EMG7616,R,,Evansville,314001.0,844.0,YPUWSVRD,H,0.0,WI,United States of America,hgandkyzsnb,1-067-518-3854,2025465.0,EMGQKGEOTCGAFGDZVTRUAVGZYPM,M,8.0,WWWEN,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,1.0
36.0,Universal Health Services,Hjn7617,O,,Honolulu,168309.0,766.0,Ifxvsnt,,1.0,MS,Canada,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,1-188-554-1671,695307.0,Hjnljezrxojeaoustvawackahexa,M,8.0,Krjcfgq,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,4.0
31.0,Time Warner,CYP7618,O,M,Cleveland,322765.0,521.0,EAOJPQVWBNZ,D,2.0,OK,United States of America,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,1-168-215-2223,3238398.0,CYPTBBGPWKKKFNOUHJ,M,10.0,Fxmpengjsaf,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,4.0
55.0,Sealed Air,KPN7619,O,,Livonia,311253.0,306.0,fhirgl,h,1.0,GA,United States of America,QTWXYHMLBYQ,1-228-022-3056,1213578.0,KPNRNVLRFUTOWOERTCSIRQZ,W,7.0,Eobtk,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,5.0
66.0,Sprint Nextel,Vbi7620,R,,Little Rock,140296.0,411.0,Lahfziy,x,5.0,TN,United States of America,SDEAIMDWRSKXTFCPHWF,1-926-766-1124,103708.0,Vbimifwtrtvb,W,9.0,Abahrdfcbtscoblhaovnjkbx,Blsmawjjdmdamrhqyqgzmbkfa,5.0
22.0,,ehb7621,O,F,Halifax,439984.0,,tofdjef,,1.0,SC,United States of America,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,1-538-797-1948,1086081.0,ehbcbdctlcspuvwbqveohanmkolbw,M,3.0,bhephgijqbu,Stofpzwyhkpmuq,5.0
51.0,Quiksilver,TMQ7622,O,F,Peoria,454011.0,702.0,rckzx,C,5.0,AR,United States of America,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,1-627-234-0841,1349626.0,TMQACIIUMYYZHYX,U,8.0,KECNVVPGTOXHIGOUAWLHU,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,0.0
26.0,Valspar,Lsb7623,R,a,San Jose,191541.0,842.0,MMLJKBGXD,y,1.0,MT,United States of America,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,1-876-492-0782,1083092.0,Lsbutxufufshmkqnscnhx,S,1.0,xppmtvztaifqynlbmofxonnus,,5.0
100.0,Timken,Dpz7624,R,M,Charlotte,,528.0,banusio,u,2.0,WY,United States of America,Lhwkvadxwcjobcggyuighvqlcm,1-436-946-7319,1662799.0,Dpzpfctp,U,0.0,kzntoukktuqqfuyeo,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,1.0
13.0,,Zuj7625,R,,Hilo,,300.0,Safkd,,3.0,WY,United States of America,,1-281-780-2897,3548540.0,Zujmcfzznpfohsdp,W,5.0,TDRLAQZARCGRAMDDMCWP,cnckvldjedzgdqhy,3.0
11.0,Occidental Petroleum,Jqk7626,O,,Yonkers,269215.0,752.0,DHTLWJDXLRW,,2.0,WV,United States of America,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,1-421-286-4139,881414.0,Jqkozdva,S,7.0,shbaeyxyrjfietruntrdeyqkc,,1.0
62.0,,ijb7627,O,m,Modesto,193126.0,303.0,RORIUHK,,0.0,CA,Canada,Alukohji,1-908-354-2709,1712200.0,ijbcvbgglqupyentiqncsnswyygl,M,0.0,Zururxrihusergiba,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,4.0
13.0,Massey Energy,NMO7628,O,F,Louisville,462618.0,418.0,bxgwhohh,U,3.0,Alberta,United States of America,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,1-466-560-2530,847446.0,NMOXMHMVUDGY,M,10.0,QZLCPVRKZMTENMREVZT,qehomraquwxrkb,5.0
23.0,Weyerhaeuser,Tef7629,O,f,Eugene,212026.0,667.0,SRARKMXOD,,3.0,New Brunswick,United States of America,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,1-578-686-8082,344294.0,Tefewe,W,4.0,dvbflygvxrizbclmqwoajkvnzoufc,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,3.0
51.0,National Fuel Gas,Sdj7630,U,,Buffalo,371024.0,441.0,hwugfvlttol,Z,1.0,British Columbia,United States of America,Kxxipkohacffav,1-166-077-1436,1534879.0,Sdjhq,D,7.0,mtnubdnrdoivcuqmapqhtvzkixw,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,4.0
2.0,Pep Boys,Pbr7631,O,m,Santa Fe,235810.0,471.0,zgsllav,,3.0,DE,United States of America,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,1-535-320-1881,3897101.0,Pbrfgfdwedgrmifitr,U,0.0,Nzljqsbgutsixlosfedpmlzl,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,2.0
,Neiman Marcus,Ice7632,O,m,Springfield,347270.0,701.0,Mszwfhpj,,2.0,CT,United States of America,onxyyslcmbyxpfjuykowqpwqi,1-633-495-6478,3064442.0,Icejebxweavlnddpjz,W,9.0,Ealrdsynhtadihmsl,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,
82.0,BlackRock,ZWG7633,R,,Anchorage,399212.0,323.0,Yqfxb,,5.0,Quebec,United States of America,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,1-398-680-0278,2016524.0,ZWGIV,D,1.0,xfjdwfentojva,TAIWTM,2.0
94.0,McGraw-Hill,Evw7634,O,m,Winnipeg,439561.0,846.0,ypmuep,,4.0,NJ,United States of America,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,1-185-976-7770,37745.0,Evwthrqmqfpsbpdqojtqzpjmpoea,M,10.0,Zvowaelneuhpxzphpvtgvfz,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,5.0
16.0,Family Dollar Stores,Lhl7635,O,m,Waco,29980.0,850.0,Xthtecuu,c,3.0,MN,United States of America,Krdmgygwnziumjdtybwyw,1-490-238-8219,503752.0,Lhlatzfku,M,8.0,fmdcjzjekrwrirumyvfuqnnkxzr,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,4.0
43.0,Teleflex,LYB7636,U,,Stockton,28693.0,,Xjzpdio,N,2.0,NE,United States of America,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,1-891-741-2112,2115180.0,LYBUGCXZYJSERVQKQJKNIIW,M,,Ohetzpmilrphnhnasiisaypdl,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,5.0
76.0,,Ijb7637,O,M,Boston,106794.0,564.0,Rgthehdvvlh,x,1.0,VA,Canada,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,1-849-918-0984,839222.0,Ijbmwiomutrflaupolplmfjsqh,M,3.0,VAUWGMVOILXNGKB,Phqspowfoiqmszxy,2.0
0.0,Imation,Zhf7638,O,f,Memphis,340598.0,558.0,ysexit,,3.0,PA,United States of America,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,1-426-168-3142,1851334.0,Zhftulgpedd,S,4.0,Tnwgmuvaaqmxskkyqnvrmnmul,XDPEFDQIMFNMCO,5.0
33.0,PPL,PYU7639,O,m,Sydney,490597.0,417.0,Wscgcsbwlzj,r,1.0,WV,United States of America,Bfntmkesgyjkjrgttbtdncoumqhmnxy,1-757-910-8931,1348251.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,U,0.0,mtovrkjvtfkennjujgpegknnck,FSSAAXLAMAPBOMTNUFG,
62.0,Smithfield Foods,Iku7640,O,,Shreveport,499685.0,487.0,AUQJTIMK,F,2.0,WY,Canada,,1-468-325-0119,2722392.0,Ikufiibsvk,U,6.0,Lwxdv,AKWOIATLDDKU,2.0
8.0,Macy's,HBZ7641,O,m,Modesto,62285.0,639.0,Weqnwrwrbcgx,,2.0,MN,United States of America,Bnbfbxvqxtngv,1-383-310-7894,1785161.0,HBZACUNNIOTFKFSTCILLC,M,9.0,Ftvuzjdzocqmcoxvrbqcna,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,0.0
4.0,Torchmark,Pco7642,O,M,Hull,320885.0,625.0,facqrtjqjmd,,5.0,VT,United States of America,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,1-353-727-2029,2823578.0,Pcofbhaqeemibnkjtsoxmdibmpquo,U,3.0,Hnbgeuii,VANVGDDSYEK,5.0
39.0,Herman Miller,Ybv7643,O,,Yonkers,184669.0,,OCNCREZ,,5.0,WV,United States of America,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,1-028-849-5461,2123972.0,Ybvjle,D,1.0,Fykbowmpxpbb,TVTDULLNHUZPDNEEKSXEGPXDNE,3.0
90.0,Kindred Healthcare,Rim7644,R,,Atlanta,126989.0,,JXOGSVJ,F,0.0,IN,United States of America,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,1-480-785-4021,112782.0,Rimdakhncfjlrbor,S,3.0,Ruagwhiorgizpmbphjerywjrr,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,0.0
7.0,Arch Coal,gnf7645,,,Hayward,48144.0,460.0,Iqtso,,1.0,MS,Canada,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,1-443-132-4138,248311.0,gnfkwjxmvkbeh,M,3.0,teldp,HWAWSSEUGGKEXQDESYXFHWZ,4.0
95.0,Whirlpool,Wxp7646,O,F,Savannah,377787.0,793.0,Uxgvbwop,C,5.0,CO,United States of America,Mbxglsrssswfglfkjrjmedkyvtchipxrc,1-143-020-1234,3719851.0,Wxphiul,,8.0,Tmhxnpfgyifx,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,4.0
59.0,Arrow Electronics,Dxh7647,O,m,Fullerton,323782.0,821.0,Ovsiu,N,5.0,PA,Canada,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,1-475-304-3486,1920385.0,Dxhuevhfuceqmpoolmuhflp,U,8.0,Fpchjcvsrkakkqqsojokdrg,,5.0
13.0,Rock-Tenn,Aqo7648,O,,Overland Park,31880.0,,Frqdqbs,,3.0,DE,United States of America,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,1-677-882-6792,576903.0,Aqopbqsxqxjj,S,6.0,Heiehcgec,NASLRGJGXPDOGNJSHNLNGBCXJVO,2.0
58.0,R.H. Donnelley,fen7649,O,,Alexandria,390190.0,643.0,waiitdv,s,5.0,Prince Edward Island,United States of America,Eymghd,1-151-067-7411,1855037.0,fenowyirqcdcwwo,D,8.0,sgapkfrztiyyayezulvi,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,3.0
