AgencyID,City,MiddleInitial,NumberCreditCards,AddressLine2,Age,CreditRating,LastName,MaritalStatus,Gender,Phone,OwnOrRentFlag,Country,AddressLine1,NumberChildren,FirstName,PostalCode,State
jak180,Huntington,I,10.0,,7.0,,jakim,U,,1-744-421-7512,O,United States of America,16533 devonshire park,4.0,nettie,94639,NC
ump181,Fayetteville,C,7.0,,17.0,381.0,umphres,M,,1-621-744-1484,R,United States of America,8965 griffin east,5.0,AILEE,22307,TN
Wic182,Riverside,G,1.0,,67.0,708.0,Wickham,M,,1-973-214-3381,O,Canada,22451 larner court,2.0,chan,55116,NV
Gat183,Dayton,,8.0,Apt. 540,54.0,354.0,Gates,M,F,1-428-266-1600,R,Canada,3681 HOLLY KNOLL CRESCENT,4.0,RAY,M6s 1i5,AL
bot184,Corona,,10.0,,5.0,547.0,bott,S,,1-334-466-5299,,United States of America,5678 dayton street,4.0,Robinette,92708,NE
DAV185,Oklahoma City,T,9.0,,28.0,761.0,DAVID-YERUMO,D,,1-249-478-5643,O,United States of America,15591 holgate lane,1.0,Rocke,V6r 1q6,KS
HIL186,Dallas,,1.0,,5.0,659.0,HILLARD,M,F,1-804-228-8548,O,United States of America,23477 havenridge rue,1.0,Suzette,63178,NY
war187,Durham,,9.0,,,351.0,warburton,M,,1-564-230-0062,R,United States of America,18267 cape lane,2.0,Myla,x7j 1r5,NY
MAC188,Tacoma,,7.0,apt. 48,72.0,608.0,MACHNICKI-HYNES,S,m,1-781-339-9073,O,United States of America,2928 POTOMAC UPPER,3.0,dacia,M5e 1y7,Saskatchewan
lev189,Alexandria,A,3.0,,12.0,706.0,levitin,S,F,1-096-116-9962,O,United States of America,14656 pasadena park,2.0,CHELSIE,23257,Prince Edward Island
Goo190,Hialeah,,8.0,apt. 968,71.0,391.0,Gooderham,M,,1-914-194-6997,O,United States of America,16983 flagler drive,4.0,abbas,V6I 1U7,Alberta
Koh191,Denver,E,2.0,,90.0,461.0,Kohalmi-hill,W,,1-733-360-9116,R,United States of America,17212 LANDER SOUTH,4.0,Rec,94539,Ontario
AYL192,Fort Lauderdale,,2.0,,20.0,510.0,AYLWIN,U,M,1-591-402-8026,O,United States of America,23764 sabine west,4.0,Elaine,H7h 1v4,TN
CHO193,Mesa,E,5.0,,58.0,805.0,CHOUHAN,W,F,1-326-180-9322,O,United States of America,16271 vista south,2.0,Katharine,15201,VA
DIT194,Cleveland,G,7.0,,57.0,702.0,DITKO,M,,1-784-796-6844,O,United States of America,1080 LAVENDER LANE,4.0,LILIAN,t5a 1n6,TX
EMI195,Lewiston,,3.0,,43.0,368.0,EMIG,W,,1-662-625-4671,O,United States of America,10856 summer street,1.0,CATI,78784,MT
Ryd196,Tallahassee,,8.0,APT. 392,39.0,520.0,Ryder,W,m,1-627-590-4931,R,United States of America,17021 edwards crescent,2.0,Luong,H6d 1w8,IL
mei197,El Monte,S,2.0,,87.0,666.0,meisner,S,,1-055-694-7984,O,United States of America,7726 TALLOWOOD UPPER,3.0,JUOZAS,06705,WY
Ceg198,Sioux Falls,,9.0,,57.0,587.0,Cegelski,S,,1-166-844-7429,O,United States of America,19097 foxfire north,1.0,Lysy,M5c 1v9,NC
hai199,Columbia,Z,4.0,,58.0,643.0,haigh,U,,1-516-930-4640,O,United States of America,8161 PINTO ROAD,5.0,ULA,90759,ND
cle200,San Francisco,J,5.0,,28.0,484.0,clendening,,,1-261-215-4290,R,United States of America,9659 sakowitz west,4.0,Francesca,22301,GA
Cie201,Santa Clara,W,3.0,,95.0,,Ciesielski,U,,1-681-572-7662,R,United States of America,15306 pike park,1.0,emili,19165,VA
Par202,Greensboro,,8.0,,98.0,676.0,Parypa,S,f,1-288-967-5460,R,United States of America,21891 dewey street,2.0,yogesh,75007,Prince Edward Island
LOZ203,Waco,K,4.0,,55.0,300.0,LOZINSKI,M,f,1-315-022-2148,O,United States of America,8155 storeywood road,2.0,Xantippe,90302,OR
Pas204,Rochester,,8.0,APT. 630,14.0,,Pascal,,,1-707-402-6121,R,Canada,20871 dewdrop street,3.0,TINO,84092,WI
Aul205,Tampa,,9.0,,30.0,831.0,Aula,M,,1-186-893-7846,O,United States of America,1121 GREENE PARK,1.0,AGGIE,v6d 1u1,ID
bar206,Paterson,N,7.0,,90.0,609.0,barnes,M,F,1-571-918-3795,O,United States of America,23849 westerley south,1.0,Alane,99503,MT
ELL207,Fullerton,,2.0,,69.0,679.0,ELLIOTT,S,,1-206-055-2128,O,United States of America,1540 murie rue,0.0,ABBYE,80960,MD
for208,London,P,6.0,suite 344,67.0,634.0,forslund,U,m,1-963-724-8044,O,United States of America,16633 raymond road,0.0,aleen,53743,NY
Bur209,Newark,U,4.0,,41.0,338.0,Burbidge,W,,1-050-641-8503,O,Canada,18676 turman drive,1.0,collen,t6d 1k1,HI
FOL210,Buffalo,,4.0,,2.0,332.0,FOLLMER,M,F,1-020-258-1680,O,United States of America,1808 HARDY STREET,5.0,NEALA,91350,DE
Led211,El Paso,,8.0,,89.0,721.0,Leder,M,m,,O,United States of America,11115 midland avenue,0.0,CELISSE,37916,PA
kop212,Toledo,N,3.0,,88.0,351.0,kopke,,,1-886-961-7857,O,United States of America,24950 sheppard lane,1.0,MEHMET,22329,IN
pay213,Sterling Heights,,6.0,,90.0,564.0,paylor,M,,1-999-799-7384,O,Canada,6450 LEMMING RUE,1.0,Carlis,M1i 1r8,MT
PAL214,New Haven,,9.0,,54.0,379.0,PALACEK,M,,1-362-078-4138,O,United States of America,19342 wycliffe park,3.0,marshal,h5i 1p1,WY
fel215,Dallas,,8.0,,53.0,727.0,felton,S,,1-174-723-5263,O,United States of America,7582 woodway south,2.0,Fabien,M1I 1R5,FL
ATW216,Milwaukee,,2.0,,89.0,578.0,ATWELL-BYRNE,U,,1-898-789-3598,O,United States of America,22526 QUEENSBURY LOWER,3.0,basia,53739,RI
Mcb217,Anaheim,S,10.0,,31.0,642.0,Mcbeth,W,M,1-482-305-5399,O,United States of America,18833 3rd park,1.0,FARID,06603,CO
Jal218,Huntington Beach,B,1.0,apt. 3,1.0,,Jalaie,M,M,1-834-784-7657,O,United States of America,19394 canoas west,0.0,jyoti,28247,SD
vem219,Naperville,,,,57.0,554.0,vempati,S,,1-864-555-5341,R,Canada,9941 ROYALTON DRIVE,0.0,Jandy,h7g 1u9,TX
BAR220,Iqaluit,D,6.0,,10.0,733.0,BARNICKEL,U,,1-475-209-3369,U,United States of America,10177 pecos crescent,0.0,VO,90831,VT
PES221,Winnipeg,U,10.0,,74.0,345.0,PESOLD,M,M,1-459-456-1848,O,United States of America,20823 WEST CHAPEL AVENUE,4.0,Kien,M4j 1o7,IN
Sha222,St. Petersburg,,6.0,,28.0,644.0,Shaughnessy,M,F,1-802-797-1712,R,United States of America,13483 ROCKDALE DRIVE,0.0,Tybi,77288,UT
Sch223,Waterbury,J,3.0,,96.0,564.0,Schmeing,S,M,,U,United States of America,9645 HAYDEN BOULEVARD,0.0,Nhien,77117,NV
Mat224,Lubbock,L,10.0,,42.0,465.0,Materna,M,,1-224-760-3774,O,United States of America,6066 fillmore lower,3.0,Florance,45263,TX
JAI225,London,,8.0,,64.0,652.0,JAIN,D,,1-511-883-9082,O,United States of America,293 conier avenue,4.0,Ros,v6g 1p4,OR
KAR226,Des Moines,,6.0,,,714.0,KARNAZES,M,,,O,United States of America,7000 ansley lane,4.0,Genevieve,72247,Ontario
gus227,Madison,,10.0,APT. 587,49.0,383.0,gustafson,M,,1-405-014-0029,R,Canada,13635 jarvis south,4.0,EMILIO,E7n 1j9,Saskatchewan
Ann228,Scottsdale,K,7.0,,81.0,336.0,Annas,,,1-076-073-0994,O,United States of America,17362 COFFEY UPPER,5.0,JANEEN,45272,MO
lab229,Mount Pearl,R,9.0,,57.0,626.0,labenek,,,1-690-040-0846,O,Canada,12279 trafalgar crescent,2.0,cathrin,x7j 1q2,UT
fli230,Iqaluit,M,0.0,,42.0,549.0,flindall,S,f,1-211-707-3341,U,United States of America,24717 MIDLAND LANE,0.0,kirstin,80952,IL
sat231,Moreno Valley,,0.0,,30.0,492.0,satkunaseelan,U,,1-642-203-7899,O,United States of America,11493 worley park,4.0,giles,38157,NM
tho232,Naperville,I,0.0,,56.0,327.0,thornley,M,,1-792-738-9524,O,United States of America,6492 HAMMOND AVENUE,4.0,Ted,06703,NC
CRI233,Norfolk,L,10.0,,3.0,545.0,CRIPPS,S,m,1-881-269-3949,O,United States of America,8954 bagby north,3.0,hayden,v6u 1r8,AZ
Gas234,Louisville,V,0.0,,53.0,571.0,Gascon,M,M,1-537-303-6219,O,United States of America,11622 josey south,0.0,Gail,28231,CT
Cha235,Akron,,7.0,,67.0,423.0,Chavers,W,f,1-682-154-3638,O,United States of America,11538 collinwood avenue,2.0,las,63107,VA
Net236,Whitehorse,,4.0,,94.0,655.0,Nettles,,,1-512-708-0580,O,United States of America,20913 vickers boulevard,0.0,Noelyn,H2g 1w7,NV
WOO237,Salem,,0.0,,37.0,488.0,WOODROW,M,m,1-598-440-6359,O,United States of America,22274 VICKERY CRESCENT,5.0,izak,55416,VA
val238,Memphis,,6.0,,75.0,352.0,valerien,M,,1-281-206-9270,,United States of America,881 vance jackson south,,bernita,V6d 1u5,British Columbia
Ber239,Fayetteville,,0.0,,51.0,810.0,Berndt,M,f,1-442-133-8200,O,United States of America,15079 DECATUR RUE,1.0,Karmen,93782,VA
lab240,Lansing,F,8.0,,74.0,686.0,labranche,D,,1-607-062-8891,O,United States of America,10424 mitchell street,2.0,Rio,90252,TX
VRE241,Atlanta,X,0.0,,100.0,389.0,VREUGDENHIL,M,m,,R,Canada,14195 VERDE PARK,2.0,ISABELLE,85759,CO
GOO242,Gary,,,,,761.0,GOODINSON,M,F,1-141-622-5196,U,United States of America,10608 bissonnet road,0.0,Micro,M5g 1x8,GA
cha243,Atlanta,S,4.0,,28.0,589.0,chaput,D,,1-500-101-2792,O,United States of America,11237 balmoral way,1.0,maribel,78746,NE
TAM244,Dawson City,W,1.0,,18.0,492.0,TAMARELLI,M,F,1-655-973-7192,O,United States of America,15621 yaupon lower,0.0,NADYA,H2f 1z1,NC
CUM245,Mobile,,10.0,Suite 463,77.0,442.0,CUMPSTON,D,M,1-972-039-2576,U,United States of America,12387 SAUNDERS WEST,5.0,Darrell,77288,OK
SIM246,Santa Clarita,E,8.0,,14.0,649.0,SIMONOVICH,S,,1-764-148-5233,O,United States of America,6156 holmes court,3.0,Hoy,35277,MO
Est247,Chicago,,8.0,,23.0,337.0,Estes,U,,1-399-618-9069,O,United States of America,17521 REILLY STREET,0.0,shana,36134,AR
han248,Nashua,P,8.0,,1.0,572.0,haney,D,F,1-628-481-6657,R,United States of America,20093 canterbury way,,HQ,V6t 1u3,MT
Pee249,West Covina,Y,0.0,,58.0,666.0,Peers,M,,1-085-050-1119,U,United States of America,11930 alabama south,3.0,Co,99597,Newfoundland
bli250,Mesa,T,4.0,,98.0,567.0,blidy,D,M,1-993-284-6634,O,United States of America,22780 terrace lower,3.0,Beb,V6N 1V1,OR
Lea251,El Paso,,5.0,,76.0,574.0,Leavell,,,1-395-464-9156,O,United States of America,6481 century lane,3.0,Sherrill,T6d 1h7,NM
Wil252,Victoria,U,2.0,,59.0,498.0,Willhoff,S,F,1-811-547-9696,,United States of America,11293 rice avenue,0.0,takehiko,M7o 1c5,FL
kom253,Hayward,,9.0,,81.0,836.0,komenda,U,f,,R,Canada,9828 WEST EAST,2.0,FLOSSIE,M2q 1e8,MS
Wel254,Oshawa,,8.0,,31.0,759.0,Welsford,M,,1-648-501-2866,,United States of America,10369 gemini way,3.0,Chryste,64172,Saskatchewan
Lac255,Hamilton,,6.0,,1.0,563.0,Lacombe,S,,1-332-974-4753,O,United States of America,23445 GATES WAY,5.0,Sheelagh,85265,NE
Hon256,Oklahoma City,,8.0,,28.0,313.0,Honda,S,f,1-217-048-6379,U,United States of America,2160 WEIZMANN DRIVE,5.0,DICKENS,h5k 1p8,TN
Con257,Portland,,6.0,,36.0,771.0,Conley,M,,,O,United States of America,16716 fresco road,4.0,Maury,M2P 1F6,OR
han258,Macon,,1.0,,47.0,717.0,handley,S,,1-246-119-5490,O,United States of America,17068 simpson road,5.0,Dorothy,V6U 1U9,ID
WOJ259,Yellow Knife,,2.0,,77.0,355.0,WOJTECKI,D,,,O,United States of America,23276 dillbeck upper,4.0,CHICKIE,V6F 1W7,WV
Ami260,Santa Rosa,P,10.0,,91.0,383.0,Amini,U,f,1-347-479-6259,O,United States of America,24268 hayden west,4.0,Lavinia,92711,MI
Mo261,Fort Wayne,A,1.0,,46.0,579.0,Mo,S,f,1-881-547-3819,O,United States of America,2682 LUMBER PARK,5.0,Kristine,60779,AL
BUR262,Inglewood,,5.0,,36.0,324.0,BUREK,M,,1-155-847-4022,O,Canada,4129 crestline avenue,3.0,tobi,90790,TN
Kos263,London,X,0.0,,18.0,752.0,Kosten,M,m,1-946-987-5835,R,United States of America,18257 mahonia west,2.0,Frederica,80908,Manitoba
Bor264,Waterbury,,2.0,,27.0,723.0,Borel,D,m,,O,Canada,19050 cordoba upper,2.0,Cayla,74129,CO
LAR265,Salem,K,1.0,,79.0,349.0,LARCHE,S,,,U,United States of America,1121 greene park,,BRIAN,M9e 1u6,OR
BOU266,Dayton,,4.0,,72.0,643.0,BOURDEAU,W,,1-551-913-3853,O,United States of America,13762 silver sage way,5.0,ROCH,93663,CO
Pan267,Frederick,,0.0,,26.0,390.0,Panter,W,,1-666-863-1257,O,United States of America,22629 bagby east,0.0,Charly,84119,NC
Wal268,Thousand Oaks,,7.0,,31.0,801.0,Walbridge,U,m,1-938-871-9739,O,United States of America,13296 wayside boulevard,4.0,joli,82602,Alberta
Mue269,Escondido,,2.0,,2.0,741.0,Muehle,S,M,1-333-561-7008,O,Canada,9824 OLYMPIA STREET,4.0,Kasper,94429,VT
Zub270,Independence,,8.0,Apt. 986,81.0,821.0,Zubans,D,,1-514-023-2587,O,Canada,6907 ferncliff crescent,1.0,Joo-geok,H2A 1V4,VT
Sei271,Corpus Christi,D,5.0,,69.0,830.0,Seidman,M,,1-027-811-2670,O,United States of America,24573 lyons avenue,,Winona,40511,SC
Cav272,Santa Rosa,,,,69.0,441.0,Cavasin,M,F,1-475-590-2337,R,United States of America,15407 fillmore north,1.0,king-haut,M5b 1y9,SD
Har273,Burlington,,2.0,,80.0,484.0,Hartell,D,F,1-214-794-0930,R,United States of America,850 leon lower,1.0,DARLENE,E7N 1P6,New Brunswick
Nau274,Overland Park,R,8.0,,14.0,653.0,Naugle,,M,1-988-429-0103,O,United States of America,14635 greene rue,5.0,Deana,h5k 1o7,Manitoba
Ste275,Huntsville,,7.0,,39.0,727.0,Stegman,D,,1-143-517-2347,R,Canada,21034 windchime lower,2.0,Laurette,95203,NJ
Cho276,Berkeley,D,0.0,,0.0,535.0,Choo-kang,U,m,1-709-720-3248,O,United States of America,15868 dewdrop park,,Renell,23513,TX
Lux277,Casper,R,9.0,,59.0,320.0,Luxford,W,f,1-314-831-7578,R,United States of America,10232 oak hill west,4.0,Meriann,T5c 1j1,MD
Far278,Toledo,,1.0,,60.0,775.0,Farnsworth,W,F,1-342-101-7385,O,United States of America,950 WILLS WEST,4.0,KATALIN,V6z 1q9,WV
Shi279,Cheyenne,,,,4.0,606.0,Shinjo,M,F,1-419-495-9429,O,United States of America,23223 WOODLAWN UPPER,4.0,Gayel,73121,OH
Pip280,Fresno,P,5.0,,74.0,,Piperni,S,f,1-992-551-4676,O,United States of America,23208 porter crescent,2.0,Lourdes,75267,NH
Sug281,Sacramento,,6.0,,66.0,685.0,Sugarman,W,,1-183-910-2398,O,Canada,791 dexter road,1.0,Jooran,78781,IL
Kum282,Fargo,F,5.0,,36.0,770.0,Kumamoto,M,,1-114-136-8583,O,Canada,2939 CHADBOURNE WAY,5.0,Damian,25727,SD
LOR283,Rapid City,L,4.0,,55.0,694.0,LORENZO,M,f,1-985-895-6709,O,United States of America,11671 wathan north,4.0,teressa,76708,DC
KUR284,Raleigh,,4.0,Apt. 247,57.0,530.0,KURIAN,D,F,1-864-279-4768,O,United States of America,240 hoke north,3.0,Phedra,46217,MO
ser285,Oshawa,D,1.0,,76.0,609.0,serbin,S,f,1-744-443-0610,O,Canada,4482 pico crescent,0.0,Flora,R5h 1l9,NJ
Ado286,Yellow Knife,N,3.0,,63.0,619.0,Adolfie,M,,1-710-698-6175,O,Canada,24795 clover court,4.0,ezmeralda,23254,SD
Bol287,Casper,M,7.0,,76.0,821.0,Bolgos,M,f,1-473-272-4862,O,United States of America,19332 paint rock avenue,3.0,Clary,38184,AK
sav288,Oshawa,,6.0,,22.0,553.0,savanh,M,,1-767-745-4346,O,United States of America,8940 beningus park,,Yokan,30398,Newfoundland
Mar289,Bismarck,F,,,,529.0,Marco,D,M,1-072-333-8934,O,United States of America,17719 shadowbriar park,0.0,PATRIZIA,C2B 4X7,PA
Bar290,Calgary,K,4.0,,7.0,507.0,Bartush,W,,,O,United States of America,23128 ROSWELL CRESCENT,1.0,Ileane,V6V 1Q1,NJ
Woo291,Ontario,N,8.0,,4.0,726.0,Woodhall,S,f,1-113-957-9923,O,United States of America,1037 bonneville lane,2.0,olivia,33185,NJ
Bir292,San Diego,,8.0,,39.0,684.0,Biray,,,1-270-496-9696,O,United States of America,8426 navidad way,1.0,yolande,90150,IL
Lav293,Yellow Knife,A,4.0,,84.0,,Lavelle,U,,1-151-106-1324,O,United States of America,22609 reagan drive,1.0,Kitson,10290,Ontario
Mcm294,Palmdale,,7.0,,26.0,314.0,Mcmichael,S,,1-130-325-1266,O,United States of America,7895 crestline drive,0.0,Abdullah,21239,MI
Pau295,Stockton,,4.0,,72.0,,Paulhus,S,m,1-102-293-7755,O,United States of America,4078 lexington north,1.0,vradmin,C2b 4x5,TN
Lea296,Cincinnati,F,9.0,Suite 130,20.0,645.0,Leathers,W,,1-177-880-1774,U,United States of America,5798 BELT LINE PARK,4.0,LEUNG,19155,MD
Seh297,Winnipeg,A,8.0,,100.0,713.0,Sehgal,U,m,1-042-914-3849,R,United States of America,10530 lancaster south,1.0,collen,92177,CO
hit298,Omaha,,9.0,,83.0,357.0,hitchcock,U,,1-074-076-1898,O,United States of America,16764 mcafee park,3.0,Constancy,55169,NC
GAS299,Iqaluit,,5.0,,45.0,649.0,GASS,D,M,1-217-087-5277,U,United States of America,14362 reilly boulevard,,ERNESTO,V6R 1S8,Manitoba
hue300,West Covina,E,0.0,apt. 35,56.0,835.0,huether,M,,1-377-905-7875,,United States of America,18207 conley south,1.0,wing-man,06133,OR
Kle301,Overland Park,,0.0,,65.0,,Kletchko,M,m,1-205-909-8362,O,United States of America,4410 porter road,1.0,FAWN,53739,UT
Win302,Brownsville,V,1.0,,96.0,629.0,Winsborrow,M,f,1-752-780-8339,R,United States of America,8550 briggs avenue,,PRYOR,V5a 1p6,IL
Mar303,Sioux Falls,M,1.0,,40.0,587.0,Marcheck,U,f,,O,United States of America,9561 tartan north,2.0,Ofelia,77146,CA
SWA304,Jacksonville,,8.0,Suite 113,51.0,786.0,SWANSTON,M,m,1-147-089-1963,R,Canada,6259 PARKWOOD CRESCENT,3.0,elyssa,V6w 1r1,ID
Joy305,Erie,,10.0,,85.0,415.0,Joyner,M,m,1-956-899-9979,O,United States of America,22632 country road,3.0,Evvie,T5D 1L1,LA
mcr306,Saskatoon,,5.0,suite 308,11.0,791.0,mcrann,S,,1-149-281-5678,O,United States of America,15329 valderra drive,4.0,yan-zhen,94089,WV
Pre307,St. Petersburg,X,0.0,,100.0,413.0,Presley,M,m,1-880-678-6428,R,United States of America,9536 innsbrook west,5.0,Alka,53720,MN
HIN308,Toronto,,7.0,,51.0,428.0,HINDLE,M,M,1-589-765-3895,O,United States of America,15023 LARNER CRESCENT,5.0,Laz,75216,Quebec
Sel309,Spokane,,10.0,,,810.0,Seliske,W,F,1-413-343-2912,O,United States of America,311 PIKE SOUTH,1.0,Ashlee,94334,Quebec
Wea310,Long Beach,,2.0,,39.0,324.0,Weathersbee,U,,1-312-593-5173,U,United States of America,10526 doheny rue,0.0,AUGUSTA,T5c 1w9,MD
TOM311,Fort Worth,C,6.0,,47.0,587.0,TOMLIN,,,1-805-115-9823,O,United States of America,6488 avalon north,1.0,Helga,b1c 1x2,UT
Ens312,Orlando,,1.0,,,700.0,Enstone,,M,1-956-260-8837,,United States of America,11674 GREENE WAY,1.0,Partick,80185,RI
Ger313,Lakewood,P,,,66.0,734.0,Gerlt,S,m,1-451-999-0585,O,United States of America,5461 gold crest way,3.0,ALYS,87504,MA
Bat314,Huntington,,0.0,,83.0,651.0,Battiston,S,m,,,Canada,22986 norfolk lane,2.0,OVILA,10016,MN
LON315,Hampton,N,,,49.0,555.0,LONSDALE,W,M,1-359-607-4329,R,United States of America,14471 clower rue,4.0,abby,35292,TX
Tun316,Oceanside,F,1.0,,,614.0,Tunali,M,,1-363-394-6166,R,Canada,5140 emerson lane,2.0,koral,92807,WI
eis317,Winston-Salem,,8.0,,73.0,794.0,eisen,M,M,1-015-803-2474,O,Canada,8357 buckeye west,2.0,BEVYN,92823,New Brunswick
Vuc318,Norfolk,C,8.0,,86.0,482.0,Vucinich,D,M,1-362-478-2862,U,Canada,7075 glen loch drive,5.0,maskell,92815,ID
bea319,Birmingham,,2.0,Apt. 453,48.0,591.0,beals,U,m,1-558-480-1200,O,United States of America,18538 mason south,5.0,Charlsey,77191,British Columbia
Fer320,Philadelphia,W,8.0,,,566.0,Fergusson,U,,1-703-636-9996,O,Canada,5263 wayne drive,0.0,Annick,94152,NV
Soo321,Boise,,6.0,,37.0,381.0,Sood,M,m,1-154-086-1903,O,United States of America,7914 wycliffe street,,GURSHARAN,V6i 1r8,MN
Bir322,Fullerton,,7.0,,68.0,374.0,Birkwood,D,F,1-547-387-1078,O,United States of America,12357 HAYES LOWER,2.0,garnette,84092,IL
Ver323,Regina,Q,,,,328.0,Verhotz,U,,1-748-212-2340,O,United States of America,13626 hawkins street,0.0,nguyet,36601,Manitoba
De 324,Sandy,C,8.0,,66.0,807.0,De souza,S,m,1-846-315-1764,O,United States of America,13920 WEDGEWOOD LANE,,KORRIE,T6d 1f3,Alberta
Bla325,Mesa,,1.0,,14.0,311.0,Blackburn,S,,1-179-983-1576,O,Canada,8303 warren road,4.0,Nazi,H2c 1x6,TN
Hur326,Provo,U,5.0,,69.0,647.0,Hurd,S,M,1-073-769-1833,O,United States of America,14518 westheimer avenue,3.0,Nance,93361,ME
ray327,Kitchener,,,,35.0,622.0,rayner,,,1-353-395-2825,O,United States of America,21119 vickery west,4.0,Corny,93726,GA
nix328,Idaho Falls,,7.0,,78.0,570.0,nixon,U,,1-771-657-6355,R,Canada,3222 GRANT LANE,0.0,DANIELLE,h5k 1q7,AK
zag329,Allentown,K,8.0,,33.0,840.0,zagorski,S,,1-942-527-3307,R,United States of America,21181 2nd rue,5.0,bell,73177,CT
Roi330,Waterbury,,2.0,,77.0,389.0,Roithmaier,M,,,O,United States of America,24280 piney point rue,4.0,Jany,02107,WI
Hog331,Raleigh,T,2.0,,94.0,467.0,Hogue,M,,1-205-874-4529,,United States of America,7042 ottley park,5.0,Dvm,19222,MO
Mar332,Baton Rouge,,8.0,Apt. 345,19.0,793.0,Marconi,S,,,O,United States of America,10795 balmoral south,2.0,Nedi,T6d 1h1,MS
Col333,Oshawa,W,3.0,APT. 492,50.0,749.0,Colantonio,,,1-831-988-7672,O,United States of America,15696 chadbourne lower,2.0,Gilda,H6c 1y1,NY
neg334,Carrollton,T,8.0,,65.0,789.0,negandhi,D,,1-079-481-2220,O,United States of America,2612 havenridge avenue,2.0,paqs,89137,MI
Wil335,Columbus,J,8.0,,29.0,768.0,Wildeman,,M,1-853-953-1134,O,Canada,15498 durango north,1.0,Lubomyr,94661,MD
Gos336,Cedar Rapids,,6.0,,37.0,625.0,Goszczynski,U,,1-471-099-6976,O,United States of America,24178 turtle creek street,5.0,melantha,99211,SD
Ntp337,Yonkers,,0.0,,56.0,751.0,Ntprel,M,F,1-235-350-8301,O,United States of America,3570 REYNOLDS UPPER,5.0,Quinn,85029,Prince Edward Island
mil338,Flint,A,3.0,,,460.0,milway,S,,1-020-844-6258,O,United States of America,7125 COOPER LOWER,4.0,Kimberli,78522,TN
TEL339,Kitchener,,8.0,,46.0,812.0,TELKE,U,,1-101-164-5047,R,United States of America,10570 WEIZMANN LOWER,4.0,fredi,M7m 1b5,ID
RIV340,Grand Prairie,,0.0,,28.0,532.0,RIVERS,M,m,1-424-458-1913,O,United States of America,428 EMERSON WEST,4.0,nuri,27407,MO
hol341,Alexandria,M,8.0,,31.0,509.0,hollen,U,,1-071-151-3531,R,United States of America,5524 frostwood court,1.0,Zondra,85722,Ontario
Fry342,Overland Park,,0.0,,55.0,461.0,Fryar,U,m,1-548-500-5378,R,United States of America,6106 ASHLAND EAST,4.0,Suvanee,V6n 1w1,UT
Esc343,Columbia,D,2.0,,26.0,,Esch,S,f,1-780-269-2599,O,United States of America,9390 fir street,,Cornelle,e7n 1j9,CT
LID344,Fort Smith,,4.0,,93.0,332.0,LIDDLE,M,d,1-503-223-2295,,United States of America,4871 havenridge court,2.0,Pammy,19194,CA
BAY345,Kitchener,H,1.0,,14.0,371.0,BAYERKOHLER,M,m,1-036-637-5684,R,United States of America,2116 whistler upper,4.0,ISADORA,23295,IN
SED346,Lowell,,8.0,Apt. 449,30.0,546.0,SEDDIGH,U,F,1-117-775-7922,O,United States of America,12683 starling upper,1.0,Subra,93800,NE
SHU347,Fairbanks,,6.0,,18.0,754.0,SHUKOR,M,M,1-420-197-0842,U,United States of America,6795 greenspoint street,1.0,gillie,60606,VT
hin348,St. Catharines,,2.0,,69.0,516.0,hinsdale,U,m,1-057-255-5641,O,United States of America,8065 killeen upper,,Whitfield,91323,HI
Luw349,San Buenaventura,,1.0,Apt. 954,60.0,737.0,Luwemba,W,,1-864-198-2367,O,United States of America,7366 fox boulevard,1.0,Shana,H2E 1Y3,WA
PCB350,San Diego,,1.0,,77.0,404.0,PCBOARDS,D,m,1-089-865-4449,O,United States of America,12530 CLOWER CRESCENT,2.0,Kaile,T5a 1v4,Saskatchewan
BEZ351,Syracuse,,0.0,,,583.0,BEZANSON,M,,1-848-728-0817,O,United States of America,6284 cordoba boulevard,2.0,Reeba,m1h 1p3,SC
Buc352,Charlotte,E,8.0,,62.0,461.0,Buckingham,U,,1-816-138-9438,O,United States of America,21119 vickery west,3.0,Brenton,35852,OK
RAM353,Winnipeg,,2.0,,96.0,343.0,RAMPAUL,M,,1-036-611-5081,O,United States of America,16917 FARMERS UPPER,3.0,NERTI,83402,NJ
THR354,Pembroke Pines,,0.0,,45.0,431.0,THREADER,W,,1-841-019-7366,O,United States of America,24867 wilmington park,0.0,MARJI,T5C 1M5,KY
RAU355,Plano,L,10.0,,65.0,319.0,RAUD,M,,1-285-189-5251,R,United States of America,18313 5TH LANE,4.0,Aloysia,90150,ME
Gol356,Fort Wayne,,0.0,,12.0,504.0,Goldberg,M,m,1-632-062-4993,O,United States of America,17405 palisades road,2.0,marietta,23502,WY
Upd357,San Buenaventura,M,6.0,,71.0,611.0,Updt,M,f,1-614-232-0003,O,Canada,21404 SHERIDEN SOUTH,4.0,janean,48910,MO
MOR358,Mount Pearl,R,2.0,,38.0,359.0,MORIARTY,,,1-035-288-5444,O,United States of America,9086 ridgelea boulevard,2.0,irving,T6C 1D7,AK
SHA359,Sandy,F,2.0,,7.0,398.0,SHAFIK,W,,1-477-970-4729,O,Canada,20929 lee east,2.0,Ganesh,90760,CT
