prospect_gncd,prospect_crdtrtng,prospect_pstlcd,prospect_nmbrchldrn,prospect_mplr,prospect_mddlntl,prospect_lstnm,prospect_ddrssln1,prospect_ntwrth,prospect_phn,prospect_gndr,prospect_cntr,prospect_frstnm,prospect_nmbrcrs,prospect_ct,prospect_mrtlstts,prospect_g,prospect_wnrrntflg,prospect_nmbrcrdtcrds
Rmm7598,340.0,Rzjxvum,,Hasbro,S,Rmmasnivkq,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,2410816.0,1-952-919-4878,,United States of America,qjjwbffbgxilxyarhjwdvo,3.0,Idaho Falls,S,9.0,O,9.0
ekj7599,738.0,Accezkuzqrif,3.0,Tupperware Brands,,ekjvgcmzgobzeerrpfgefwvxlvfcua,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,1059543.0,1-145-214-8009,,Canada,JIXUQX,3.0,Jacksonville,U,39.0,U,5.0
wcq7600,597.0,LNZZPGOTEG,2.0,Covance,A,wcqqbslcxugdqpbzbmbqvlahw,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,379282.0,1-328-944-9786,,United States of America,Eqrxuc,0.0,Stockton,S,31.0,O,7.0
Klc7601,603.0,YINOHET,2.0,Interactive Brokers Group,,Klcanpomjmuwosnasroukafsxtufz,RSSNUTWWLOKIHRRTPEAFTLBF,3271265.0,1-899-864-9421,f,United States of America,PDAXUXBMPOVTKJUR,2.0,Thousand Oaks,M,64.0,R,4.0
Jrd7602,662.0,ddgkyv,1.0,SkyWest,,Jrdmn,Sachwqwddeyfxvagihsjxtcsibaejb,1530364.0,1-877-997-8896,,,Adftxl,,Nashua,D,38.0,U,5.0
GDQ7603,838.0,Seiksuhglhj,4.0,Best Buy,,GDQESTOSFCKVLPZEQPNFIKQLTXB,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,3731860.0,1-750-900-0823,,United States of America,Gaksvvggpbleteofow,2.0,Tallahassee,W,47.0,R,0.0
fnm7604,791.0,Ytgghhaxc,2.0,Sears Holdings,,fnmqzceohwapysohiuofkhjpwzgv,Sbutxmtwkb,2488858.0,,,United States of America,Ijstknxzfzsvqmy,5.0,Brownsville,M,,O,9.0
Ymu7605,692.0,Ajlcdadx,4.0,Frontier Oil,e,Ymuvinagbzdhiwglzfacood,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,2301347.0,1-347-704-7823,,Canada,jvhwyzbcwdrrqmlbvpjwbohhemm,1.0,Charlotte,S,76.0,O,7.0
Pxj7606,673.0,Daivf,3.0,Automatic Data Processing,R,Pxjmfwpwm,mnkidgiyajigobghpnkdvauwiubpjb,1736571.0,1-228-976-2888,,,nhhjbqktsr,0.0,Oakland,W,60.0,O,8.0
Rsd7607,331.0,xrquzcptycg,,,M,Rsdlvo,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,2399483.0,,,Canada,Lmhtjwddyqbzlxgv,3.0,Fort Wayne,U,73.0,O,7.0
Qqh7608,744.0,shigmwk,,Comerica,,Qqhwdyopkfs,Fmrydeogisvvtrpsfonolelpnqcbkrr,2982744.0,1-760-429-1328,,United States of America,BXFLGQTJSJDQAUCXXJXWHTQU,4.0,Chula Vista,U,37.0,O,2.0
udq7609,446.0,enehob,1.0,Baldor Electric,Q,udqexswxytatsvxw,Xhggtfwyslxvgeiuzjfxewcsweefq,1611011.0,1-253-879-8833,,United States of America,Tlaihggmhfiuezhjgps,5.0,Peoria,M,50.0,U,6.0
Ghl7610,,RNLAKRXSPA,4.0,Commercial Metals,M,Ghlflxgkavpsqvkpun,,2999167.0,1-401-256-3483,,Canada,DSRXJZKFJTIVXLBAX,0.0,Lexington,M,0.0,O,0.0
mtk7611,,Hlezt,,,,mtkfmxripistepftjaxfosviokgqsf,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,1-175-910-8245,f,Canada,Annsrbdzywmpqvigpn,5.0,Salem,W,,O,
QIY7612,723.0,Iyqmkpcjx,3.0,Molina Healthcare,,QIYQRALNIIONMKDZB,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,3307491.0,1-565-191-3419,,United States of America,Mrawpcvb,0.0,San Jose,M,,O,9.0
Ohz7613,348.0,klgnkcaedht,0.0,Plains All American Pipeline,,Ohzpaqjtc,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,2057260.0,1-921-688-5401,,Canada,yociu,2.0,Kansas City,S,81.0,O,2.0
djg7614,666.0,Jsombikj,0.0,Agilent Technologies,,djgtucxplpftr,Gvdteormavfflajkedaclod,53179.0,1-925-155-0170,,United States of America,DQNVNWPYSMLDGXJVBUHUKDLRSLN,2.0,Windsor,M,52.0,O,
Iad7615,,Xtckbvng,4.0,AutoZone,,Iaduje,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,690086.0,1-185-691-2951,,United States of America,wfnjfn,2.0,Chicago,M,68.0,U,3.0
EMG7616,844.0,YPUWSVRD,1.0,,H,EMGQKGEOTCGAFGDZVTRUAVGZYPM,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,2025465.0,1-067-518-3854,,United States of America,WWWEN,0.0,Evansville,M,,R,8.0
Hjn7617,766.0,Ifxvsnt,4.0,Universal Health Services,,Hjnljezrxojeaoustvawackahexa,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,695307.0,1-188-554-1671,,Canada,Krjcfgq,1.0,Honolulu,M,36.0,O,8.0
CYP7618,521.0,EAOJPQVWBNZ,4.0,Time Warner,D,CYPTBBGPWKKKFNOUHJ,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,3238398.0,1-168-215-2223,M,United States of America,Fxmpengjsaf,2.0,Cleveland,M,31.0,O,10.0
KPN7619,306.0,fhirgl,5.0,Sealed Air,h,KPNRNVLRFUTOWOERTCSIRQZ,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,1213578.0,1-228-022-3056,,United States of America,Eobtk,1.0,Livonia,W,55.0,O,7.0
Vbi7620,411.0,Lahfziy,5.0,Sprint Nextel,x,Vbimifwtrtvb,Blsmawjjdmdamrhqyqgzmbkfa,103708.0,1-926-766-1124,,United States of America,Abahrdfcbtscoblhaovnjkbx,5.0,Little Rock,W,66.0,R,9.0
ehb7621,,tofdjef,5.0,,,ehbcbdctlcspuvwbqveohanmkolbw,Stofpzwyhkpmuq,1086081.0,1-538-797-1948,F,United States of America,bhephgijqbu,1.0,Halifax,M,22.0,O,3.0
TMQ7622,702.0,rckzx,0.0,Quiksilver,C,TMQACIIUMYYZHYX,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,1349626.0,1-627-234-0841,F,United States of America,KECNVVPGTOXHIGOUAWLHU,5.0,Peoria,U,51.0,O,8.0
Lsb7623,842.0,MMLJKBGXD,5.0,Valspar,y,Lsbutxufufshmkqnscnhx,,1083092.0,1-876-492-0782,a,United States of America,xppmtvztaifqynlbmofxonnus,1.0,San Jose,S,26.0,R,1.0
Dpz7624,528.0,banusio,1.0,Timken,u,Dpzpfctp,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,1662799.0,1-436-946-7319,M,United States of America,kzntoukktuqqfuyeo,2.0,Charlotte,U,100.0,R,0.0
Zuj7625,300.0,Safkd,3.0,,,Zujmcfzznpfohsdp,cnckvldjedzgdqhy,3548540.0,1-281-780-2897,,United States of America,TDRLAQZARCGRAMDDMCWP,3.0,Hilo,W,13.0,R,5.0
Jqk7626,752.0,DHTLWJDXLRW,1.0,Occidental Petroleum,,Jqkozdva,,881414.0,1-421-286-4139,,United States of America,shbaeyxyrjfietruntrdeyqkc,2.0,Yonkers,S,11.0,O,7.0
ijb7627,303.0,RORIUHK,4.0,,,ijbcvbgglqupyentiqncsnswyygl,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,1712200.0,1-908-354-2709,m,Canada,Zururxrihusergiba,0.0,Modesto,M,62.0,O,0.0
NMO7628,418.0,bxgwhohh,5.0,Massey Energy,U,NMOXMHMVUDGY,qehomraquwxrkb,847446.0,1-466-560-2530,F,United States of America,QZLCPVRKZMTENMREVZT,3.0,Louisville,M,13.0,O,10.0
Tef7629,667.0,SRARKMXOD,3.0,Weyerhaeuser,,Tefewe,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,344294.0,1-578-686-8082,f,United States of America,dvbflygvxrizbclmqwoajkvnzoufc,3.0,Eugene,W,23.0,O,4.0
Sdj7630,441.0,hwugfvlttol,4.0,National Fuel Gas,Z,Sdjhq,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,1534879.0,1-166-077-1436,,United States of America,mtnubdnrdoivcuqmapqhtvzkixw,1.0,Buffalo,D,51.0,U,7.0
Pbr7631,471.0,zgsllav,2.0,Pep Boys,,Pbrfgfdwedgrmifitr,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,3897101.0,1-535-320-1881,m,United States of America,Nzljqsbgutsixlosfedpmlzl,3.0,Santa Fe,U,2.0,O,0.0
Ice7632,701.0,Mszwfhpj,,Neiman Marcus,,Icejebxweavlnddpjz,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,3064442.0,1-633-495-6478,m,United States of America,Ealrdsynhtadihmsl,2.0,Springfield,W,,O,9.0
ZWG7633,323.0,Yqfxb,2.0,BlackRock,,ZWGIV,TAIWTM,2016524.0,1-398-680-0278,,United States of America,xfjdwfentojva,5.0,Anchorage,D,82.0,R,1.0
Evw7634,846.0,ypmuep,5.0,McGraw-Hill,,Evwthrqmqfpsbpdqojtqzpjmpoea,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,37745.0,1-185-976-7770,m,United States of America,Zvowaelneuhpxzphpvtgvfz,4.0,Winnipeg,M,94.0,O,10.0
Lhl7635,850.0,Xthtecuu,4.0,Family Dollar Stores,c,Lhlatzfku,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,503752.0,1-490-238-8219,m,United States of America,fmdcjzjekrwrirumyvfuqnnkxzr,3.0,Waco,M,16.0,O,8.0
LYB7636,,Xjzpdio,5.0,Teleflex,N,LYBUGCXZYJSERVQKQJKNIIW,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,2115180.0,1-891-741-2112,,United States of America,Ohetzpmilrphnhnasiisaypdl,2.0,Stockton,M,43.0,U,
Ijb7637,564.0,Rgthehdvvlh,2.0,,x,Ijbmwiomutrflaupolplmfjsqh,Phqspowfoiqmszxy,839222.0,1-849-918-0984,M,Canada,VAUWGMVOILXNGKB,1.0,Boston,M,76.0,O,3.0
Zhf7638,558.0,ysexit,5.0,Imation,,Zhftulgpedd,XDPEFDQIMFNMCO,1851334.0,1-426-168-3142,f,United States of America,Tnwgmuvaaqmxskkyqnvrmnmul,3.0,Memphis,S,0.0,O,4.0
PYU7639,417.0,Wscgcsbwlzj,,PPL,r,PYUHQOCHAUAWGKHHLXQNUWZTEBN,FSSAAXLAMAPBOMTNUFG,1348251.0,1-757-910-8931,m,United States of America,mtovrkjvtfkennjujgpegknnck,1.0,Sydney,U,33.0,O,0.0
Iku7640,487.0,AUQJTIMK,2.0,Smithfield Foods,F,Ikufiibsvk,AKWOIATLDDKU,2722392.0,1-468-325-0119,,Canada,Lwxdv,2.0,Shreveport,U,62.0,O,6.0
HBZ7641,639.0,Weqnwrwrbcgx,0.0,Macy's,,HBZACUNNIOTFKFSTCILLC,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,1785161.0,1-383-310-7894,m,United States of America,Ftvuzjdzocqmcoxvrbqcna,2.0,Modesto,M,8.0,O,9.0
Pco7642,625.0,facqrtjqjmd,5.0,Torchmark,,Pcofbhaqeemibnkjtsoxmdibmpquo,VANVGDDSYEK,2823578.0,1-353-727-2029,M,United States of America,Hnbgeuii,5.0,Hull,U,4.0,O,3.0
Ybv7643,,OCNCREZ,3.0,Herman Miller,,Ybvjle,TVTDULLNHUZPDNEEKSXEGPXDNE,2123972.0,1-028-849-5461,,United States of America,Fykbowmpxpbb,5.0,Yonkers,D,39.0,O,1.0
Rim7644,,JXOGSVJ,0.0,Kindred Healthcare,F,Rimdakhncfjlrbor,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,112782.0,1-480-785-4021,,United States of America,Ruagwhiorgizpmbphjerywjrr,0.0,Atlanta,S,90.0,R,3.0
gnf7645,460.0,Iqtso,4.0,Arch Coal,,gnfkwjxmvkbeh,HWAWSSEUGGKEXQDESYXFHWZ,248311.0,1-443-132-4138,,Canada,teldp,1.0,Hayward,M,7.0,,3.0
Wxp7646,793.0,Uxgvbwop,4.0,Whirlpool,C,Wxphiul,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,3719851.0,1-143-020-1234,F,United States of America,Tmhxnpfgyifx,5.0,Savannah,,95.0,O,8.0
Dxh7647,821.0,Ovsiu,5.0,Arrow Electronics,N,Dxhuevhfuceqmpoolmuhflp,,1920385.0,1-475-304-3486,m,Canada,Fpchjcvsrkakkqqsojokdrg,5.0,Fullerton,U,59.0,O,8.0
Aqo7648,,Frqdqbs,2.0,Rock-Tenn,,Aqopbqsxqxjj,NASLRGJGXPDOGNJSHNLNGBCXJVO,576903.0,1-677-882-6792,,United States of America,Heiehcgec,3.0,Overland Park,S,13.0,O,6.0
fen7649,643.0,waiitdv,3.0,R.H. Donnelley,s,fenowyirqcdcwwo,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,1855037.0,1-151-067-7411,,United States of America,sgapkfrztiyyayezulvi,5.0,Alexandria,D,58.0,O,8.0
CMQ7650,817.0,Vlmzifrfolfs,1.0,Pall,,CMQIHWYKNOLSX,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,2954046.0,1-645-553-4591,,Canada,Nohjtayoycptngwoitqzhmuf,4.0,Fort Collins,U,67.0,O,2.0
Yhb7651,702.0,DKXNSUJQRKGM,2.0,Burlington Coat Factory,,Yhbbdqabnbldfqhnofnxdrzrj,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,952096.0,1-670-793-5351,f,United States of America,QIGFYQTIPFYCR,1.0,Santa Fe,,68.0,O,10.0
mbw7652,409.0,Vzvadviukgid,0.0,Forest Laboratories,L,mbwpxwoq,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,3382998.0,1-049-843-6473,,United States of America,evwjgjrsttnkbmhmmrswodkvwdqo,1.0,Simi Valley,D,17.0,O,2.0
xas7653,617.0,Jjtgz,2.0,Moody's,Y,xasiqx,Gicehrtxtlvwiewgl,3772196.0,1-739-185-6579,,United States of America,SMOQFUQUOWABMRDKJPFC,2.0,Mesa,,44.0,O,6.0
MKM7654,,TMWLE,0.0,Fidelity National Financial,,MKMKDBNJNERUJSQYY,cveuptzbcwxicceqqmqsqgfvhykw,3180080.0,1-215-295-5893,M,United States of America,Jzwgkirmjeznhbniytvkxnhhar,3.0,Simi Valley,M,16.0,O,5.0
Jgi7655,756.0,Lfmjqz,5.0,Amphenol,,Jgiimqxenotyp,Kqosfw,3971412.0,,F,United States of America,IMPCDEPQTVPBRBNJNLWAPSYUW,5.0,Charlotte,M,27.0,O,
Mwv7656,484.0,bserucmdlez,4.0,Int. Business Machines,,Mwvgdm,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,1488210.0,1-515-341-8405,,United States of America,Ewwyolurheysjpusipgrmydspux,2.0,St. Petersburg,D,59.0,R,5.0
YOY7657,589.0,Nobgu,4.0,Int. Flavors & Fragrances,,YOYQEKTGQPVGKZZXM,Gqvfapurdsetypjkkcceahfodyn,2621373.0,1-249-978-7278,,United States of America,Indhpnqswpoplupdlejxhjm,1.0,Washington,S,8.0,O,9.0
Gja7658,380.0,Mynrhpyte,4.0,Gilead Sciences,,Gjaqmimggdmubhczafzufuklxgxos,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,1021949.0,1-471-716-6210,m,United States of America,Dahur,1.0,Tallahassee,S,98.0,O,0.0
rcx7659,541.0,aqobdfbeu,1.0,United Rentals,E,rcxczhucwf,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,2444319.0,,f,United States of America,JLZXMAOFICNNT,1.0,Mesa,S,35.0,R,10.0
IPA7660,474.0,jecwnfavowiu,,Convergys,V,IPAZTGHTPTW,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,362567.0,1-982-617-1421,M,Canada,Rvrfuknkgeyb,1.0,Portland,M,57.0,,7.0
rbj7661,685.0,Nmemytq,1.0,Mueller Water Products,b,rbjgdyplkrcutrs,WSKYHRCGGHSPINYLUNNDCJPV,462234.0,1-068-568-6056,,United States of America,Ruihhbkdjniajgrvwos,2.0,Las Vegas,,69.0,O,4.0
ebw7662,363.0,Vqvleqweftl,3.0,Shaw Group,U,ebwticokpfdypejppslctr,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,3936622.0,,,United States of America,Gkirgeljoajnkshohjinbooco,4.0,Sudbury,M,33.0,R,10.0
SQY7663,605.0,ABCSQOCHEHK,1.0,Energy Future Holdings,,SQYYLFSC,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,2116904.0,1-772-155-4468,,United States of America,cgqpaxicnbhaaufmao,1.0,Sunnyvale,M,33.0,O,9.0
nqw7664,394.0,NOQIRAGYH,4.0,PHH,i,nqwvfudiscyqixxng,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,63883.0,1-551-833-6226,f,United States of America,beidygiakhaztngnhqsrjhxs,4.0,Birmingham,W,1.0,,6.0
Fyz7665,812.0,Yqqldbrjvcqq,2.0,Simon Property Group,,Fyzxvqjbmfgyeyswcxbogeytfuqur,uezrarapf,2747738.0,1-894-068-7775,m,Canada,XXILDDNLYSINLOGZNXHQKGLMEAR,0.0,Orlando,U,19.0,R,6.0
Hds7666,688.0,BSICQKYPBDT,3.0,World Fuel Services,J,Hdsxrjpdyr,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,938329.0,,f,United States of America,MLHCHSATXNEQIRSMEHAM,3.0,Albuquerque,M,63.0,R,3.0
ksz7667,808.0,enurwe,5.0,Andersons,s,kszsqhunjdmjqhozzck,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,976093.0,1-942-682-4165,F,United States of America,Qqgzzbefkm,5.0,Nashville,M,27.0,O,9.0
Wzm7668,492.0,Qslfupidrch,4.0,L-3 Communications,,Wzmdnrkeh,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,2031908.0,,,United States of America,qdjedjylsojhngornkkgmozdbb,,Akron,,12.0,O,1.0
Xna7669,734.0,VEKXFJRNX,3.0,CACI International,N,Xnafmengguewmwckz,xznxzmzinjddcepuvomccimcwdxo,660066.0,1-316-836-0322,,United States of America,Vszkppbmlhgmjgeiss,4.0,Lubbock,D,26.0,O,6.0
ugr7670,579.0,Dbkoxqpx,5.0,M&T Bank Corp.,,ugrohhoiopurrh,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,2777991.0,1-746-466-6593,,United States of America,Yizitnh,1.0,St. Paul,M,2.0,O,7.0
Qao7671,410.0,HPYTPNH,4.0,Family Dollar Stores,a,Qaondcvjqnzbdtnhd,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,3148815.0,1-306-508-0916,f,United States of America,Jkrhfalisxualvrritesxm,0.0,Columbus,M,34.0,U,10.0
MXH7672,743.0,rxcbiltuvzyh,4.0,Medco Health Solutions,G,MXHLAVXOZQHBUBMXESG,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,3714775.0,1-049-405-9872,,United States of America,Hfhsubkrpir,0.0,Abilene,D,86.0,O,7.0
KQU7673,431.0,jfrawlwjssge,,Crosstex Energy,J,KQUJOIXHOLTVWZCHD,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,2203195.0,1-539-901-1797,,United States of America,Htbblpuiuynkio,1.0,Biloxi,M,47.0,O,9.0
bxn7674,805.0,PGIUBMUAR,0.0,Reynolds American,,bxnxlbwaecusydvfagorkjv,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,3708645.0,1-976-507-8347,,United States of America,odfxd,0.0,Cincinnati,M,73.0,O,4.0
Opu7675,688.0,rgqwzxsvza,0.0,PolyOne,,Opuqjoidjwgejjmkquot,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,2954852.0,1-902-376-9596,M,United States of America,Znewofyktnzry,1.0,Tulsa,U,83.0,O,9.0
Ceo7676,483.0,qnxfnq,,"Toys ""R"" Us",,Ceodsyerdrcenlfqt,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,2421534.0,1-532-161-3458,,United States of America,obgrwipkwotv,1.0,Oakland,D,99.0,O,1.0
DZH7677,844.0,lfjtpka,0.0,Sonoco Products,,DZHUBKPLE,Gjftxakuhgilmoatmibqcnbbrmq,941243.0,1-943-745-8094,,United States of America,llbtndfaert,0.0,McAllen,U,49.0,O,7.0
Ocd7678,436.0,pyeiwbftpsck,3.0,Newfield Exploration,,Ocdmelacghnqhlsdvvkvuycchojc,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,3133101.0,1-162-078-3859,F,Canada,Vowvlsbsbfokxbljqxz,3.0,Laredo,M,96.0,O,5.0
Uyj7679,336.0,Enncjsox,2.0,IAC/InterActiveCorp,,Uyjwcvfmhzfpziunhflhoccjfwi,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,2070834.0,1-881-265-1012,,Canada,qafdyn,5.0,Fort Collins,D,12.0,U,3.0
mhz7680,688.0,Lnprrdeegs,1.0,MGIC Investment,P,mhzepufgwnlohcheeezqcehvlnjb,Rqhzrjcuikufwfbplxmtpeqb,2617194.0,1-781-682-4447,,United States of America,aqococfdutcrxipsdiizyfbigy,1.0,Sudbury,S,75.0,O,1.0
Sft7681,581.0,PXRXKFTOX,0.0,American International Group,,Sftndrabqgoigvgvnidx,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,2752340.0,1-716-288-6722,,Canada,Radeyutyf,3.0,Simi Valley,U,29.0,O,9.0
gza7682,670.0,Osanin,2.0,Health Net,,gzasmfmrelczwmljfayfgvhxynxr,Jbvoghxtacvunglpdzjhatiusxn,2611991.0,1-407-712-3659,m,United States of America,ockmjwrdbkxoaemodyftxmjcl,1.0,Berkeley,,4.0,R,6.0
Rem7683,671.0,WWWMNN,0.0,Mueller Industries,,Remwagiyqu,Pyoruxpsl,3965576.0,1-747-143-2305,,United States of America,MPCHPTTYJUWERHWMHALH,0.0,Santa Rosa,U,100.0,O,5.0
cko7684,352.0,tsqtfhsh,4.0,American National Insurance,b,ckocrloglb,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,3550405.0,1-522-074-1862,,Canada,Duhgkwcceehrrqvnnirv,3.0,Mesquite,U,45.0,U,10.0
RLN7685,317.0,zwyuac,2.0,Morgan Stanley,,RLNJVXKTTORDIVXEEWAJSTVV,XRPHDPOQURZXVFLADMA,1566093.0,1-867-195-7669,f,United States of America,Rpmqztmrghojzbyqnivxceyuiha,3.0,Regina,S,63.0,O,10.0
Qjl7686,809.0,Gzgsvt,2.0,Halliburton,R,Qjltuabiu,iqnzhrksgftjekxfljogmqkrbpkstk,1944507.0,1-272-128-3403,,United States of America,YTNSVR,4.0,Worcester,,35.0,R,6.0
YNL7687,704.0,Shirfkrfppb,2.0,MGIC Investment,w,YNLFVXOHLQAQYMDQUUHAVNW,Jbmoxkiflceta,3250645.0,1-174-194-8365,m,Canada,xgayrgnjhvearxja,0.0,Iqaluit,S,61.0,,5.0
qpi7688,411.0,hwxcimvf,,United Services Automobile,E,qpiikhkdd,Wgfjqmnbm,2806218.0,1-067-296-1708,,United States of America,AJSVULACHMZKBAEN,1.0,Little Rock,S,43.0,O,2.0
Xxi7689,431.0,xqkaxa,3.0,Spartan Stores,C,Xxidvapbmiihnxwvrjtpa,,2826399.0,1-688-092-7664,F,Canada,fubtbkexiuaacw,,Santa Clarita,U,98.0,O,4.0
axi7690,362.0,cjeriaaeunmp,3.0,Moog,,axivutiixzrcuv,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,91147.0,1-784-445-0301,m,United States of America,Lygmiirioggkj,3.0,Chicago,M,84.0,O,4.0
Wqd7691,532.0,Mhhqranm,3.0,Century Aluminum,,Wqdkflcndhnjyuhgcfxg,raecjdlfwcwnaaeqeomxmuemrg,1036928.0,1-773-485-4247,M,Canada,Xtslyxwajneuihyndtpz,2.0,Irving,M,,R,4.0
jur7692,442.0,Ztrxdxr,4.0,Hayes Lemmerz,g,jurwurbdctv,Deamomjpzxjzhfugk,2406965.0,1-528-873-2585,M,United States of America,Fmeifzrxyvgil,5.0,Ontario,U,18.0,O,3.0
NBX7693,677.0,BVMLYNHCFOY,1.0,EOG Resources,t,NBXNTB,Aktcqktdiehyacjhlqknwg,3588199.0,1-952-933-5053,,United States of America,Rugvrsjeadcummqftfmb,2.0,Stamford,S,14.0,O,10.0
Naf7694,565.0,RBVXNHWO,2.0,Dresser-Rand Group,,Nafrhdvsijqnetunpamn,Xasjqyptachbyjrnjvfvznkcwdxmpo,,1-882-237-0765,f,United States of America,RAVHHLPXNYMAOCOVOWXKHPS,4.0,Victoria,M,22.0,O,8.0
bzc7695,365.0,Wfmsguhdyyo,1.0,Sealed Air,,bzczehwxuk,,2896930.0,1-762-453-2464,,United States of America,eaxqrdredlfrhooq,3.0,Brownsville,M,7.0,R,5.0
Pmo7696,406.0,Mcxklhj,5.0,Blockbuster,,Pmonjmzccapetw,Nzckdxwdktbsqcaurk,312676.0,1-129-593-2017,F,United States of America,XLJLRWZ,3.0,Bellevue,W,97.0,O,5.0
goh7697,774.0,Lypuhgeezbgp,5.0,Owens Corning,z,gohguacsokmccgcukkj,Svabwvthdbgivhnelxqvrhqvvgy,16279.0,1-779-145-2680,F,United States of America,Wwqsseqcbmteqjub,0.0,Baltimore,U,49.0,,3.0
Jfb7698,718.0,TRKCEX,5.0,Robert Half International,I,Jfbfecnkszhhdsgyzus,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,1536113.0,1-770-255-3860,F,United States of America,Qdakvyntptkywsqpy,2.0,Cedar Rapids,S,25.0,R,7.0
