prospect_AgencyID,prospect_OwnOrRentFlag,prospect_NumberChildren,prospect_City,prospect_MiddleInitial,prospect_CreditRating,prospect_Gender,prospect_NumberCars,prospect_LastName,prospect_MaritalStatus,prospect_Employer,prospect_State,prospect_PostalCode,prospect_AddressLine1,prospect_Income,prospect_Phone,prospect_Age,prospect_NumberCreditCards,prospect_NetWorth
o'g157,O,5.0,Columbia,,428.0,F,5.0,o'grady,M,Neiman Marcus,Saskatchewan,77006,1625 fernando court,417218.0,1-080-032-3031,15.0,2.0,2119678.0
Kat158,O,0.0,Lubbock,,423.0,,0.0,Katchmar,S,Goldman Sachs Group,UT,23224,335 floresta north,360063.0,1-561-620-7173,66.0,5.0,169808.0
Lui159,O,4.0,Chattanooga,O,499.0,,5.0,Luin,U,Boeing,ME,10055,22806 garson east,100516.0,1-017-439-0362,55.0,6.0,1072732.0
Kla160,O,1.0,Fargo,,342.0,f,1.0,Klavkalns,S,United Refining,NH,35830,5524 vermack street,16814.0,1-248-539-6621,8.0,7.0,2261442.0
Bru161,U,3.0,Omaha,Z,632.0,,1.0,Brunsting,M,D.R. Horton,VA,v6m 1s9,18105 electra street,,1-611-789-5569,7.0,1.0,2234368.0
Apt162,O,1.0,Yonkers,Q,525.0,,3.0,Apter,M,Jarden,TX,22304,719 holman court,315962.0,1-023-151-8130,97.0,6.0,575288.0
sch163,R,1.0,Spokane,,371.0,f,5.0,schuette,M,Systemax,Saskatchewan,06101,23553 MEMORIAL RUE,299268.0,1-005-574-3523,95.0,9.0,1102479.0
Lan164,O,3.0,Tulsa,,699.0,,1.0,Lanava,U,Marriott International,NH,78756,16759 park avenue,301490.0,1-550-487-1571,92.0,4.0,2995388.0
Fus165,O,2.0,Garden Grove,,435.0,F,3.0,Fusca,M,Expeditors International,VA,93003,12296 WILLIAMS LOWER,36052.0,1-280-494-1415,17.0,8.0,1147193.0
Nev166,U,4.0,Fort Lauderdale,R,512.0,F,1.0,Nevardauskis,U,Great Plains Energy,IA,T5D 1P2,9625 ALLEN BOULEVARD,437483.0,1-803-438-4141,81.0,2.0,1136540.0
SHA167,O,,Philadelphia,,552.0,f,5.0,SHACKLEFORD,M,Danaher,NC,10108,10340 jarvis road,152971.0,1-566-299-2351,13.0,6.0,1677669.0
Sau168,O,2.0,Sydney,P,,,0.0,Sauck,M,,NH,t5c 1l3,13143 goodwin lane,449495.0,1-586-363-4189,78.0,8.0,2160706.0
fri169,O,1.0,Waterbury,,687.0,,4.0,frischknecht,M,Watson Wyatt Worldwide,AL,M5B 1Z8,7160 BEATTY RUE,349827.0,1-505-124-9029,78.0,5.0,2525665.0
fer170,R,1.0,Tacoma,O,433.0,,3.0,fernandez,M,Yahoo,British Columbia,V6H 1W2,22679 chimney rock west,9562.0,1-897-996-9812,85.0,0.0,3517622.0
LAN171,,2.0,Charlottetown,,746.0,M,1.0,LANDERS,U,Convergys,MD,90308,6769 pasadena upper,24514.0,1-922-919-5858,68.0,7.0,
Bha172,R,0.0,Independence,,405.0,,0.0,Bhasin,M,Celanese,IA,M5e 1y2,20622 MCAFEE COURT,407985.0,1-326-572-2988,1.0,9.0,97675.0
Jor173,O,5.0,Escondido,,805.0,M,5.0,Jordan,M,Dana Holding,ND,80029,10526 LINWOOD LANE,,1-076-972-4311,83.0,,
KNU174,O,4.0,Lansing,,819.0,F,4.0,KNUDSEN,M,XTO Energy,NY,30350,21088 vessey crescent,257897.0,1-341-595-8408,78.0,5.0,3569070.0
Ham175,O,5.0,Anaheim,,648.0,F,0.0,Hamelin,M,Alliance Data Systems,OR,97240,10884 ryan avenue,261143.0,,,0.0,1507616.0
MAU176,R,5.0,Glendale,,401.0,,5.0,MAUER,U,Franklin Resources,MO,R3A 1M1,1481 gale court,110615.0,1-536-952-5040,5.0,10.0,514151.0
Rez177,U,0.0,Chula Vista,,484.0,F,2.0,Rezansoff,U,Fidelity National Financial,CT,73172,18390 martins east,407799.0,1-663-917-0422,43.0,8.0,2903408.0
Koa178,O,4.0,Orlando,,463.0,,4.0,Koa,U,FirstEnergy,MO,V6s 1p9,23208 porter crescent,195242.0,1-843-773-1791,53.0,1.0,1695814.0
HAN179,O,0.0,Cleveland,B,335.0,m,3.0,HANNEMAN,U,Commercial Metals,MN,90140,17026 durand north,315490.0,1-823-567-1252,13.0,5.0,868465.0
jak180,O,4.0,Huntington,I,,,5.0,jakim,U,Genzyme,NC,94639,16533 devonshire park,22201.0,1-744-421-7512,7.0,10.0,2810709.0
ump181,R,5.0,Fayetteville,C,381.0,,4.0,umphres,M,US Airways Group,TN,22307,8965 griffin east,441579.0,1-621-744-1484,17.0,7.0,3593363.0
Wic182,O,2.0,Riverside,G,708.0,,2.0,Wickham,M,Advanced Micro Devices,NV,55116,22451 larner court,342730.0,1-973-214-3381,67.0,1.0,2607636.0
Gat183,R,4.0,Dayton,,354.0,F,5.0,Gates,M,United Parcel Service,AL,M6s 1i5,3681 HOLLY KNOLL CRESCENT,117267.0,1-428-266-1600,54.0,8.0,2735642.0
bot184,,4.0,Corona,,547.0,,1.0,bott,S,Fastenal,NE,92708,5678 dayton street,260107.0,1-334-466-5299,5.0,10.0,1501732.0
DAV185,O,1.0,Oklahoma City,T,761.0,,1.0,DAVID-YERUMO,D,Core-Mark Holding,KS,V6r 1q6,15591 holgate lane,166760.0,1-249-478-5643,28.0,9.0,397072.0
HIL186,O,1.0,Dallas,,659.0,F,4.0,HILLARD,M,Boise,NY,63178,23477 havenridge rue,401021.0,1-804-228-8548,5.0,1.0,3399757.0
war187,R,2.0,Durham,,351.0,,4.0,warburton,M,DST Systems,NY,x7j 1r5,18267 cape lane,70945.0,1-564-230-0062,,9.0,2684548.0
MAC188,O,3.0,Tacoma,,608.0,m,3.0,MACHNICKI-HYNES,S,United States Steel,Saskatchewan,M5e 1y7,2928 POTOMAC UPPER,389391.0,1-781-339-9073,72.0,7.0,3041622.0
lev189,O,2.0,Alexandria,A,706.0,F,4.0,levitin,S,Pepco Holdings,Prince Edward Island,23257,14656 pasadena park,63226.0,1-096-116-9962,12.0,3.0,3211816.0
Goo190,O,4.0,Hialeah,,391.0,,0.0,Gooderham,M,Acuity Brands,Alberta,V6I 1U7,16983 flagler drive,206220.0,1-914-194-6997,71.0,8.0,127026.0
Koh191,R,4.0,Denver,E,461.0,,5.0,Kohalmi-hill,W,Baker Hughes,Ontario,94539,17212 LANDER SOUTH,,1-733-360-9116,90.0,2.0,588945.0
AYL192,O,4.0,Fort Lauderdale,,510.0,M,4.0,AYLWIN,U,Newell Rubbermaid,TN,H7h 1v4,23764 sabine west,337152.0,1-591-402-8026,20.0,2.0,1962620.0
CHO193,O,2.0,Mesa,E,805.0,F,,CHOUHAN,W,Westlake Chemical,VA,15201,16271 vista south,312074.0,1-326-180-9322,58.0,5.0,178193.0
DIT194,O,4.0,Cleveland,G,702.0,,2.0,DITKO,M,Jones Lang LaSalle,TX,t5a 1n6,1080 LAVENDER LANE,68551.0,1-784-796-6844,57.0,7.0,2102811.0
EMI195,O,1.0,Lewiston,,368.0,,4.0,EMIG,W,Burger King Holdings,MT,78784,10856 summer street,488800.0,1-662-625-4671,43.0,3.0,2246854.0
Ryd196,R,2.0,Tallahassee,,520.0,m,3.0,Ryder,W,Hovnanian Enterprises,IL,H6d 1w8,17021 edwards crescent,431633.0,1-627-590-4931,39.0,8.0,1312448.0
mei197,O,3.0,El Monte,S,666.0,,0.0,meisner,S,Medical Mutual of Ohio,WY,06705,7726 TALLOWOOD UPPER,72797.0,1-055-694-7984,87.0,2.0,295993.0
Ceg198,O,1.0,Sioux Falls,,587.0,,0.0,Cegelski,S,Lockheed Martin,NC,M5c 1v9,19097 foxfire north,260576.0,1-166-844-7429,57.0,9.0,1220003.0
hai199,O,5.0,Columbia,Z,643.0,,4.0,haigh,U,Yum Brands,ND,90759,8161 PINTO ROAD,200096.0,1-516-930-4640,58.0,4.0,2400476.0
cle200,R,4.0,San Francisco,J,484.0,,,clendening,,Wesco International,GA,22301,9659 sakowitz west,,1-261-215-4290,28.0,5.0,2900897.0
Cie201,R,1.0,Santa Clara,W,,,3.0,Ciesielski,U,Volt Information Sciences,VA,19165,15306 pike park,267656.0,1-681-572-7662,95.0,3.0,3942140.0
Par202,R,2.0,Greensboro,,676.0,f,1.0,Parypa,S,Western Union,Prince Edward Island,75007,21891 dewey street,35253.0,1-288-967-5460,98.0,8.0,2118119.0
LOZ203,O,2.0,Waco,K,300.0,f,5.0,LOZINSKI,M,,OR,90302,8155 storeywood road,113159.0,1-315-022-2148,55.0,4.0,338540.0
Pas204,R,3.0,Rochester,,,,2.0,Pascal,,Lubrizol,WI,84092,20871 dewdrop street,297444.0,1-707-402-6121,14.0,8.0,2617116.0
Aul205,O,1.0,Tampa,,831.0,,3.0,Aula,M,C.H. Robinson Worldwide,ID,v6d 1u1,1121 GREENE PARK,52092.0,1-186-893-7846,30.0,9.0,1459711.0
bar206,O,1.0,Paterson,N,609.0,F,3.0,barnes,M,Celgene,MT,99503,23849 westerley south,30249.0,1-571-918-3795,90.0,7.0,1804959.0
ELL207,O,0.0,Fullerton,,679.0,,2.0,ELLIOTT,S,Leggett & Platt,MD,80960,1540 murie rue,483052.0,1-206-055-2128,69.0,2.0,2957472.0
for208,O,0.0,London,P,634.0,m,4.0,forslund,U,Fidelity National Information,NY,53743,16633 raymond road,287060.0,1-963-724-8044,67.0,6.0,2919293.0
Bur209,O,1.0,Newark,U,338.0,,1.0,Burbidge,W,Arch Coal,HI,t6d 1k1,18676 turman drive,274154.0,1-050-641-8503,41.0,4.0,3610130.0
FOL210,O,5.0,Buffalo,,332.0,F,5.0,FOLLMER,M,Affinia Group Intermediate,DE,91350,1808 HARDY STREET,379659.0,1-020-258-1680,2.0,4.0,1209441.0
Led211,O,0.0,El Paso,,721.0,m,0.0,Leder,M,Kellogg,PA,37916,11115 midland avenue,,,89.0,8.0,1058712.0
kop212,O,1.0,Toledo,N,351.0,,4.0,kopke,,PerkinElmer,IN,22329,24950 sheppard lane,100796.0,1-886-961-7857,88.0,3.0,1946028.0
pay213,O,1.0,Sterling Heights,,564.0,,1.0,paylor,M,Limited Brands,MT,M1i 1r8,6450 LEMMING RUE,128277.0,1-999-799-7384,90.0,6.0,1420984.0
PAL214,O,3.0,New Haven,,379.0,,1.0,PALACEK,M,OfficeMax,WY,h5i 1p1,19342 wycliffe park,147414.0,1-362-078-4138,54.0,9.0,213235.0
fel215,O,2.0,Dallas,,727.0,,1.0,felton,S,J.B. Hunt Transport Services,FL,M1I 1R5,7582 woodway south,51559.0,1-174-723-5263,53.0,8.0,472425.0
ATW216,O,3.0,Milwaukee,,578.0,,2.0,ATWELL-BYRNE,U,American Express,RI,53739,22526 QUEENSBURY LOWER,355622.0,1-898-789-3598,89.0,2.0,1160132.0
Mcb217,O,1.0,Anaheim,S,642.0,M,5.0,Mcbeth,W,Occidental Petroleum,CO,06603,18833 3rd park,468116.0,1-482-305-5399,31.0,10.0,2869995.0
Jal218,O,0.0,Huntington Beach,B,,M,1.0,Jalaie,M,Shaw Group,SD,28247,19394 canoas west,276728.0,1-834-784-7657,1.0,1.0,3727044.0
vem219,R,0.0,Naperville,,554.0,,3.0,vempati,S,W.W. Grainger,TX,h7g 1u9,9941 ROYALTON DRIVE,135306.0,1-864-555-5341,57.0,,2293241.0
BAR220,U,0.0,Iqaluit,D,733.0,,1.0,BARNICKEL,U,IDT,VT,90831,10177 pecos crescent,99566.0,1-475-209-3369,10.0,6.0,2846515.0
PES221,O,4.0,Winnipeg,U,345.0,M,2.0,PESOLD,M,General Mills,IN,M4j 1o7,20823 WEST CHAPEL AVENUE,263959.0,1-459-456-1848,74.0,10.0,1619956.0
Sha222,R,0.0,St. Petersburg,,644.0,F,2.0,Shaughnessy,M,RBS Global,UT,77288,13483 ROCKDALE DRIVE,441498.0,1-802-797-1712,28.0,6.0,2367607.0
Sch223,U,0.0,Waterbury,J,564.0,M,3.0,Schmeing,S,Realogy,NV,77117,9645 HAYDEN BOULEVARD,429621.0,,96.0,3.0,3795566.0
Mat224,O,3.0,Lubbock,L,465.0,,1.0,Materna,M,ArvinMeritor,TX,45263,6066 fillmore lower,181214.0,1-224-760-3774,42.0,10.0,734762.0
JAI225,O,4.0,London,,652.0,,,JAIN,D,Amkor Technology,OR,v6g 1p4,293 conier avenue,212502.0,1-511-883-9082,64.0,8.0,908994.0
KAR226,O,4.0,Des Moines,,714.0,,5.0,KARNAZES,M,Lear,Ontario,72247,7000 ansley lane,244545.0,,,6.0,2561296.0
gus227,R,4.0,Madison,,383.0,,5.0,gustafson,M,Asbury Automotive Group,Saskatchewan,E7n 1j9,13635 jarvis south,218681.0,1-405-014-0029,49.0,10.0,3181069.0
Ann228,O,5.0,Scottsdale,K,336.0,,,Annas,,Limited Brands,MO,45272,17362 COFFEY UPPER,296916.0,1-076-073-0994,81.0,7.0,2632226.0
lab229,O,2.0,Mount Pearl,R,626.0,,0.0,labenek,,Beazer Homes USA,UT,x7j 1q2,12279 trafalgar crescent,453659.0,1-690-040-0846,57.0,9.0,
fli230,U,0.0,Iqaluit,M,549.0,f,3.0,flindall,S,,IL,80952,24717 MIDLAND LANE,194450.0,1-211-707-3341,42.0,0.0,1151333.0
sat231,O,4.0,Moreno Valley,,492.0,,5.0,satkunaseelan,U,Acuity Brands,NM,38157,11493 worley park,49533.0,1-642-203-7899,30.0,0.0,2763939.0
tho232,O,4.0,Naperville,I,327.0,,2.0,thornley,M,ABM Industries,NC,06703,6492 HAMMOND AVENUE,394819.0,1-792-738-9524,56.0,0.0,370710.0
CRI233,O,3.0,Norfolk,L,545.0,m,3.0,CRIPPS,S,,AZ,v6u 1r8,8954 bagby north,342754.0,1-881-269-3949,3.0,10.0,1192164.0
Gas234,O,0.0,Louisville,V,571.0,M,1.0,Gascon,M,Southwestern Energy,CT,28231,11622 josey south,224435.0,1-537-303-6219,53.0,0.0,223487.0
Cha235,O,2.0,Akron,,423.0,f,0.0,Chavers,W,Delta Air Lines,VA,63107,11538 collinwood avenue,37717.0,1-682-154-3638,67.0,7.0,2341143.0
Net236,O,0.0,Whitehorse,,655.0,,1.0,Nettles,,ITT,NV,H2g 1w7,20913 vickers boulevard,286483.0,1-512-708-0580,94.0,4.0,1774784.0
WOO237,O,5.0,Salem,,488.0,m,0.0,WOODROW,M,Health Management Associates,VA,55416,22274 VICKERY CRESCENT,185412.0,1-598-440-6359,37.0,0.0,3951308.0
val238,,,Memphis,,352.0,,4.0,valerien,M,Western Union,British Columbia,V6d 1u5,881 vance jackson south,472518.0,1-281-206-9270,75.0,6.0,2756025.0
Ber239,O,1.0,Fayetteville,,810.0,f,,Berndt,M,Family Insurance Group,VA,93782,15079 DECATUR RUE,425307.0,1-442-133-8200,51.0,0.0,1833112.0
lab240,O,2.0,Lansing,F,686.0,,2.0,labranche,D,Advance Auto Parts,TX,90252,10424 mitchell street,304909.0,1-607-062-8891,74.0,8.0,698884.0
VRE241,R,2.0,Atlanta,X,389.0,m,0.0,VREUGDENHIL,M,J.P. Morgan Chase & Co.,CO,85759,14195 VERDE PARK,231226.0,,100.0,0.0,3287261.0
GOO242,U,0.0,Gary,,761.0,F,0.0,GOODINSON,M,Fidelity National Financial,GA,M5g 1x8,10608 bissonnet road,219026.0,1-141-622-5196,,,3337290.0
cha243,O,1.0,Atlanta,S,589.0,,0.0,chaput,D,Toro,NE,78746,11237 balmoral way,414993.0,1-500-101-2792,28.0,4.0,2963197.0
TAM244,O,0.0,Dawson City,W,492.0,F,0.0,TAMARELLI,M,Mueller Water Products,NC,H2f 1z1,15621 yaupon lower,24837.0,1-655-973-7192,18.0,1.0,1487009.0
CUM245,U,5.0,Mobile,,442.0,M,2.0,CUMPSTON,D,Energy Future Holdings,OK,77288,12387 SAUNDERS WEST,200645.0,1-972-039-2576,77.0,10.0,3177428.0
SIM246,O,3.0,Santa Clarita,E,649.0,,4.0,SIMONOVICH,S,Weis Markets,MO,35277,6156 holmes court,22605.0,1-764-148-5233,14.0,8.0,1886280.0
Est247,O,0.0,Chicago,,337.0,,0.0,Estes,U,MasterCard,AR,36134,17521 REILLY STREET,,1-399-618-9069,23.0,8.0,1853087.0
han248,R,,Nashua,P,572.0,F,4.0,haney,D,Oracle,MT,V6t 1u3,20093 canterbury way,389524.0,1-628-481-6657,1.0,8.0,195847.0
Pee249,U,3.0,West Covina,Y,666.0,,4.0,Peers,M,Mutual of America Life,Newfoundland,99597,11930 alabama south,232945.0,1-085-050-1119,58.0,0.0,3727580.0
bli250,O,3.0,Mesa,T,567.0,M,2.0,blidy,D,JetBlue Airways,OR,V6N 1V1,22780 terrace lower,390626.0,1-993-284-6634,98.0,4.0,2993662.0
Lea251,O,3.0,El Paso,,574.0,,5.0,Leavell,,Western Refining,NM,T6d 1h7,6481 century lane,286207.0,1-395-464-9156,76.0,5.0,2886788.0
Wil252,,0.0,Victoria,U,498.0,F,5.0,Willhoff,S,Western Refining,FL,M7o 1c5,11293 rice avenue,391468.0,1-811-547-9696,59.0,2.0,3672610.0
kom253,R,2.0,Hayward,,836.0,f,5.0,komenda,U,Bristol-Myers Squibb,MS,M2q 1e8,9828 WEST EAST,171326.0,,81.0,9.0,3245637.0
Wel254,,3.0,Oshawa,,759.0,,2.0,Welsford,M,AutoNation,Saskatchewan,64172,10369 gemini way,294972.0,1-648-501-2866,31.0,8.0,959636.0
Lac255,O,5.0,Hamilton,,563.0,,3.0,Lacombe,S,Boeing,NE,85265,23445 GATES WAY,131039.0,1-332-974-4753,1.0,6.0,1037702.0
Hon256,U,5.0,Oklahoma City,,313.0,f,1.0,Honda,S,Advanced Micro Devices,TN,h5k 1p8,2160 WEIZMANN DRIVE,480287.0,1-217-048-6379,28.0,8.0,69141.0
Con257,O,4.0,Portland,,771.0,,0.0,Conley,M,Unitrin,OR,M2P 1F6,16716 fresco road,276404.0,,36.0,6.0,2818725.0
han258,O,5.0,Macon,,717.0,,0.0,handley,S,Liberty Media,ID,V6U 1U9,17068 simpson road,435481.0,1-246-119-5490,47.0,1.0,3153373.0
WOJ259,O,4.0,Yellow Knife,,355.0,,4.0,WOJTECKI,D,Jarden,WV,V6F 1W7,23276 dillbeck upper,,,77.0,2.0,616608.0
Ami260,O,4.0,Santa Rosa,P,383.0,f,4.0,Amini,U,Cincinnati Financial,MI,92711,24268 hayden west,499891.0,1-347-479-6259,91.0,10.0,1014586.0
Mo261,O,5.0,Fort Wayne,A,579.0,f,5.0,Mo,S,Steel Dynamics,AL,60779,2682 LUMBER PARK,394640.0,1-881-547-3819,46.0,1.0,1679903.0
BUR262,O,3.0,Inglewood,,324.0,,4.0,BUREK,M,OGE Energy,TN,90790,4129 crestline avenue,359040.0,1-155-847-4022,36.0,5.0,1062919.0
Kos263,R,2.0,London,X,752.0,m,5.0,Kosten,M,Hartford Financial Services,Manitoba,80908,18257 mahonia west,429949.0,1-946-987-5835,18.0,0.0,3684297.0
Bor264,O,2.0,Waterbury,,723.0,m,5.0,Borel,D,Penske Automotive Group,CO,74129,19050 cordoba upper,333500.0,,27.0,2.0,1805618.0
LAR265,U,,Salem,K,349.0,,2.0,LARCHE,S,Amkor Technology,OR,M9e 1u6,1121 greene park,480399.0,,79.0,1.0,1852935.0
BOU266,O,5.0,Dayton,,643.0,,2.0,BOURDEAU,W,Psychiatric Solutions,CO,93663,13762 silver sage way,73398.0,1-551-913-3853,72.0,4.0,1528702.0
Pan267,O,0.0,Frederick,,390.0,,3.0,Panter,W,Calpine,NC,84119,22629 bagby east,,1-666-863-1257,26.0,0.0,178411.0
Wal268,O,4.0,Thousand Oaks,,801.0,m,4.0,Walbridge,U,Saks,Alberta,82602,13296 wayside boulevard,446105.0,1-938-871-9739,31.0,7.0,2245432.0
Mue269,O,4.0,Escondido,,741.0,M,0.0,Muehle,S,BE Aerospace,VT,94429,9824 OLYMPIA STREET,128126.0,1-333-561-7008,2.0,2.0,3058077.0
Zub270,O,1.0,Independence,,821.0,,2.0,Zubans,D,Exterran Holdings,VT,H2A 1V4,6907 ferncliff crescent,371101.0,1-514-023-2587,81.0,8.0,723251.0
Sei271,O,,Corpus Christi,D,830.0,,3.0,Seidman,M,Penn National Gaming,SC,40511,24573 lyons avenue,263066.0,1-027-811-2670,69.0,5.0,3755553.0
Cav272,R,1.0,Santa Rosa,,441.0,F,0.0,Cavasin,M,PetSmart,SD,M5b 1y9,15407 fillmore north,,1-475-590-2337,69.0,,757755.0
Har273,R,1.0,Burlington,,484.0,F,3.0,Hartell,D,First Data,New Brunswick,E7N 1P6,850 leon lower,453776.0,1-214-794-0930,80.0,2.0,3610784.0
Nau274,O,5.0,Overland Park,R,653.0,M,4.0,Naugle,,Liz Claiborne,Manitoba,h5k 1o7,14635 greene rue,494609.0,1-988-429-0103,14.0,8.0,2994154.0
Ste275,R,2.0,Huntsville,,727.0,,0.0,Stegman,D,Alcoa,NJ,95203,21034 windchime lower,233618.0,1-143-517-2347,39.0,7.0,612241.0
Cho276,O,,Berkeley,D,535.0,m,1.0,Choo-kang,U,Perini,TX,23513,15868 dewdrop park,,1-709-720-3248,0.0,0.0,1352198.0
Lux277,R,4.0,Casper,R,320.0,f,5.0,Luxford,W,Hudson City Bancorp,MD,T5c 1j1,10232 oak hill west,154521.0,1-314-831-7578,59.0,9.0,2534935.0
Far278,O,4.0,Toledo,,775.0,F,4.0,Farnsworth,W,Sigma-Aldrich,WV,V6z 1q9,950 WILLS WEST,438162.0,1-342-101-7385,60.0,1.0,3189762.0
Shi279,O,4.0,Cheyenne,,606.0,F,3.0,Shinjo,M,Plains Exploration,OH,73121,23223 WOODLAWN UPPER,352602.0,1-419-495-9429,4.0,,447872.0
Pip280,O,2.0,Fresno,P,,f,4.0,Piperni,S,W.R. Berkley,NH,75267,23208 porter crescent,194788.0,1-992-551-4676,74.0,5.0,3207012.0
Sug281,O,1.0,Sacramento,,685.0,,0.0,Sugarman,W,Cooper-Standard Holdings,IL,78781,791 dexter road,437119.0,1-183-910-2398,66.0,6.0,303926.0
Kum282,O,5.0,Fargo,F,770.0,,0.0,Kumamoto,M,Ryder System,SD,25727,2939 CHADBOURNE WAY,66431.0,1-114-136-8583,36.0,5.0,3685802.0
LOR283,O,4.0,Rapid City,L,694.0,f,4.0,LORENZO,M,Merck,DC,76708,11671 wathan north,380368.0,1-985-895-6709,55.0,4.0,3180558.0
KUR284,O,3.0,Raleigh,,530.0,F,1.0,KURIAN,D,Chubb,MO,46217,240 hoke north,7377.0,1-864-279-4768,57.0,4.0,
ser285,O,0.0,Oshawa,D,609.0,f,5.0,serbin,S,Cummins,NJ,R5h 1l9,4482 pico crescent,87533.0,1-744-443-0610,76.0,1.0,3507884.0
Ado286,O,4.0,Yellow Knife,N,619.0,,2.0,Adolfie,M,Advance Auto Parts,SD,23254,24795 clover court,76061.0,1-710-698-6175,63.0,3.0,2230968.0
Bol287,O,3.0,Casper,M,821.0,f,4.0,Bolgos,M,Airgas,AK,38184,19332 paint rock avenue,486482.0,1-473-272-4862,76.0,7.0,814197.0
sav288,O,,Oshawa,,553.0,,4.0,savanh,M,Mattel,Newfoundland,30398,8940 beningus park,436307.0,1-767-745-4346,22.0,6.0,2254862.0
Mar289,O,0.0,Bismarck,F,529.0,M,,Marco,D,Rite Aid,PA,C2B 4X7,17719 shadowbriar park,420621.0,1-072-333-8934,,,91935.0
Bar290,O,1.0,Calgary,K,507.0,,1.0,Bartush,W,Forest Laboratories,NJ,V6V 1Q1,23128 ROSWELL CRESCENT,187944.0,,7.0,4.0,1818938.0
Woo291,O,2.0,Ontario,N,726.0,f,0.0,Woodhall,S,Pioneer Natural Resources,NJ,33185,1037 bonneville lane,146651.0,1-113-957-9923,4.0,8.0,177543.0
Bir292,O,1.0,San Diego,,684.0,,2.0,Biray,,H&R Block,IL,90150,8426 navidad way,118757.0,1-270-496-9696,39.0,8.0,3078579.0
Lav293,O,1.0,Yellow Knife,A,,,1.0,Lavelle,U,Colgate-Palmolive,Ontario,10290,22609 reagan drive,467906.0,1-151-106-1324,84.0,4.0,1222308.0
Mcm294,O,0.0,Palmdale,,314.0,,0.0,Mcmichael,S,CBS,MI,21239,7895 crestline drive,89920.0,1-130-325-1266,26.0,7.0,3341105.0
Pau295,O,1.0,Stockton,,,m,,Paulhus,S,Cytec Industries,TN,C2b 4x5,4078 lexington north,43770.0,1-102-293-7755,72.0,4.0,3128005.0
Lea296,U,4.0,Cincinnati,F,645.0,,2.0,Leathers,W,Calumet Specialty Products,MD,19155,5798 BELT LINE PARK,435272.0,1-177-880-1774,20.0,9.0,
Seh297,R,1.0,Winnipeg,A,713.0,m,3.0,Sehgal,U,Popular,CO,92177,10530 lancaster south,464094.0,1-042-914-3849,100.0,8.0,
hit298,O,3.0,Omaha,,357.0,,0.0,hitchcock,U,Patterson-UTI Energy,NC,55169,16764 mcafee park,474686.0,1-074-076-1898,83.0,9.0,594723.0
GAS299,U,,Iqaluit,,649.0,M,1.0,GASS,D,Viacom,Manitoba,V6R 1S8,14362 reilly boulevard,106730.0,1-217-087-5277,45.0,5.0,787771.0
hue300,,1.0,West Covina,E,835.0,,1.0,huether,M,Calumet Specialty Products,OR,06133,18207 conley south,97186.0,1-377-905-7875,56.0,0.0,148371.0
Kle301,O,1.0,Overland Park,,,m,4.0,Kletchko,M,AMR,UT,53739,4410 porter road,161132.0,1-205-909-8362,65.0,0.0,2760822.0
Win302,R,,Brownsville,V,629.0,f,2.0,Winsborrow,M,Olin,IL,V5a 1p6,8550 briggs avenue,393718.0,1-752-780-8339,96.0,1.0,2240874.0
Mar303,O,2.0,Sioux Falls,M,587.0,f,3.0,Marcheck,U,Bon-Ton Stores,CA,77146,9561 tartan north,31765.0,,40.0,1.0,3676798.0
SWA304,R,3.0,Jacksonville,,786.0,m,0.0,SWANSTON,M,Werner Enterprises,ID,V6w 1r1,6259 PARKWOOD CRESCENT,411526.0,1-147-089-1963,51.0,8.0,1137557.0
Joy305,O,3.0,Erie,,415.0,m,4.0,Joyner,M,PepsiCo,LA,T5D 1L1,22632 country road,316374.0,1-956-899-9979,85.0,10.0,978089.0
mcr306,O,4.0,Saskatoon,,791.0,,5.0,mcrann,S,American Electric Power,WV,94089,15329 valderra drive,233970.0,1-149-281-5678,11.0,5.0,3268379.0
Pre307,R,5.0,St. Petersburg,X,413.0,m,3.0,Presley,M,Community Health Systems,MN,53720,9536 innsbrook west,185988.0,1-880-678-6428,100.0,0.0,2476914.0
HIN308,O,5.0,Toronto,,428.0,M,2.0,HINDLE,M,IAC/InterActiveCorp,Quebec,75216,15023 LARNER CRESCENT,443246.0,1-589-765-3895,51.0,7.0,
Sel309,O,1.0,Spokane,,810.0,F,1.0,Seliske,W,Jack in the Box,Quebec,94334,311 PIKE SOUTH,474421.0,1-413-343-2912,,10.0,3405002.0
Wea310,U,0.0,Long Beach,,324.0,,2.0,Weathersbee,U,U.S. Bancorp,MD,T5c 1w9,10526 doheny rue,256222.0,1-312-593-5173,39.0,2.0,1958810.0
TOM311,O,1.0,Fort Worth,C,587.0,,4.0,TOMLIN,,PharMerica,UT,b1c 1x2,6488 avalon north,396342.0,1-805-115-9823,47.0,6.0,1941022.0
Ens312,,1.0,Orlando,,700.0,M,0.0,Enstone,,AGL Resources,RI,80185,11674 GREENE WAY,4870.0,1-956-260-8837,,1.0,1309748.0
Ger313,O,3.0,Lakewood,P,734.0,m,2.0,Gerlt,S,Arkansas Best,MA,87504,5461 gold crest way,379475.0,1-451-999-0585,66.0,,3632370.0
Bat314,,2.0,Huntington,,651.0,m,4.0,Battiston,S,BorgWarner,MN,10016,22986 norfolk lane,422366.0,,83.0,0.0,2475001.0
