prospect_AgencyID,prospect_NumberCars,prospect_MiddleInitial,prospect_MaritalStatus,prospect_AddressLine1,prospect_Gender,prospect_CreditRating,prospect_Income,prospect_Country,prospect_Age,prospect_PostalCode,prospect_NumberCreditCards,prospect_AddressLine2,prospect_State,prospect_NumberChildren,prospect_Phone,prospect_OwnOrRentFlag,prospect_Employer,prospect_NetWorth
Cmw7596,4.0,,M,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,F,417.0,285682.0,United States of America,69.0,GSSFZNBZL,5.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv,PA,5.0,1-813-787-2611,,McCormick,1471273.0
Dit7597,0.0,V,M,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,,338.0,455032.0,United States of America,96.0,Nrnqtmjz,8.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,MA,5.0,1-362-897-1162,R,National Life Group,
Rmm7598,3.0,S,S,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,,340.0,356141.0,United States of America,9.0,Rzjxvum,9.0,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,DC,,1-952-919-4878,O,Hasbro,2410816.0
ekj7599,3.0,,U,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,,738.0,165667.0,Canada,39.0,Accezkuzqrif,5.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,RI,3.0,1-145-214-8009,U,Tupperware Brands,1059543.0
wcq7600,0.0,A,S,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,,597.0,459767.0,United States of America,31.0,LNZZPGOTEG,7.0,MIMWGPPF,MA,2.0,1-328-944-9786,O,Covance,379282.0
Klc7601,2.0,,M,RSSNUTWWLOKIHRRTPEAFTLBF,f,603.0,106459.0,United States of America,64.0,YINOHET,4.0,Xpannac,Alberta,2.0,1-899-864-9421,R,Interactive Brokers Group,3271265.0
Jrd7602,,,D,Sachwqwddeyfxvagihsjxtcsibaejb,,662.0,51021.0,,38.0,ddgkyv,5.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,AR,1.0,1-877-997-8896,U,SkyWest,1530364.0
GDQ7603,2.0,,W,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,,838.0,494931.0,United States of America,47.0,Seiksuhglhj,0.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,VA,4.0,1-750-900-0823,R,Best Buy,3731860.0
fnm7604,5.0,,M,Sbutxmtwkb,,791.0,429859.0,United States of America,,Ytgghhaxc,9.0,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,OR,2.0,,O,Sears Holdings,2488858.0
Ymu7605,1.0,e,S,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,,692.0,,Canada,76.0,Ajlcdadx,7.0,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,ID,4.0,1-347-704-7823,O,Frontier Oil,2301347.0
Pxj7606,0.0,R,W,mnkidgiyajigobghpnkdvauwiubpjb,,673.0,464086.0,,60.0,Daivf,8.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,IA,3.0,1-228-976-2888,O,Automatic Data Processing,1736571.0
Rsd7607,3.0,M,U,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,,331.0,207651.0,Canada,73.0,xrquzcptycg,7.0,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,TN,,,O,,2399483.0
Qqh7608,4.0,,U,Fmrydeogisvvtrpsfonolelpnqcbkrr,,744.0,260418.0,United States of America,37.0,shigmwk,2.0,BPPKDY,Nova Scotia,,1-760-429-1328,O,Comerica,2982744.0
udq7609,5.0,Q,M,Xhggtfwyslxvgeiuzjfxewcsweefq,,446.0,,United States of America,50.0,enehob,6.0,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,Ontario,1.0,1-253-879-8833,U,Baldor Electric,1611011.0
Ghl7610,0.0,M,M,,,,316963.0,Canada,0.0,RNLAKRXSPA,0.0,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,MD,4.0,1-401-256-3483,O,Commercial Metals,2999167.0
mtk7611,5.0,,W,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,f,,84046.0,Canada,,Hlezt,,Xuqmcmxaigbk,AR,,1-175-910-8245,O,,
QIY7612,0.0,,M,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,,723.0,368990.0,United States of America,,Iyqmkpcjx,9.0,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,Saskatchewan,3.0,1-565-191-3419,O,Molina Healthcare,3307491.0
Ohz7613,2.0,,S,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,,348.0,124382.0,Canada,81.0,klgnkcaedht,2.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,OH,0.0,1-921-688-5401,O,Plains All American Pipeline,2057260.0
djg7614,2.0,,M,Gvdteormavfflajkedaclod,,666.0,9263.0,United States of America,52.0,Jsombikj,,EECYCMJAJGNQBRSKW,VA,0.0,1-925-155-0170,O,Agilent Technologies,53179.0
Iad7615,2.0,,M,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,,,334181.0,United States of America,68.0,Xtckbvng,3.0,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,ID,4.0,1-185-691-2951,U,AutoZone,690086.0
EMG7616,0.0,H,M,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,,844.0,314001.0,United States of America,,YPUWSVRD,8.0,hgandkyzsnb,WI,1.0,1-067-518-3854,R,,2025465.0
Hjn7617,1.0,,M,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,,766.0,168309.0,Canada,36.0,Ifxvsnt,8.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,MS,4.0,1-188-554-1671,O,Universal Health Services,695307.0
CYP7618,2.0,D,M,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,M,521.0,322765.0,United States of America,31.0,EAOJPQVWBNZ,10.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,OK,4.0,1-168-215-2223,O,Time Warner,3238398.0
KPN7619,1.0,h,W,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,,306.0,311253.0,United States of America,55.0,fhirgl,7.0,QTWXYHMLBYQ,GA,5.0,1-228-022-3056,O,Sealed Air,1213578.0
Vbi7620,5.0,x,W,Blsmawjjdmdamrhqyqgzmbkfa,,411.0,140296.0,United States of America,66.0,Lahfziy,9.0,SDEAIMDWRSKXTFCPHWF,TN,5.0,1-926-766-1124,R,Sprint Nextel,103708.0
ehb7621,1.0,,M,Stofpzwyhkpmuq,F,,439984.0,United States of America,22.0,tofdjef,3.0,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,SC,5.0,1-538-797-1948,O,,1086081.0
TMQ7622,5.0,C,U,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,F,702.0,454011.0,United States of America,51.0,rckzx,8.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,AR,0.0,1-627-234-0841,O,Quiksilver,1349626.0
Lsb7623,1.0,y,S,,a,842.0,191541.0,United States of America,26.0,MMLJKBGXD,1.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,MT,5.0,1-876-492-0782,R,Valspar,1083092.0
Dpz7624,2.0,u,U,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,M,528.0,,United States of America,100.0,banusio,0.0,Lhwkvadxwcjobcggyuighvqlcm,WY,1.0,1-436-946-7319,R,Timken,1662799.0
Zuj7625,3.0,,W,cnckvldjedzgdqhy,,300.0,,United States of America,13.0,Safkd,5.0,,WY,3.0,1-281-780-2897,R,,3548540.0
Jqk7626,2.0,,S,,,752.0,269215.0,United States of America,11.0,DHTLWJDXLRW,7.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,WV,1.0,1-421-286-4139,O,Occidental Petroleum,881414.0
ijb7627,0.0,,M,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,m,303.0,193126.0,Canada,62.0,RORIUHK,0.0,Alukohji,CA,4.0,1-908-354-2709,O,,1712200.0
NMO7628,3.0,U,M,qehomraquwxrkb,F,418.0,462618.0,United States of America,13.0,bxgwhohh,10.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,Alberta,5.0,1-466-560-2530,O,Massey Energy,847446.0
Tef7629,3.0,,W,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,f,667.0,212026.0,United States of America,23.0,SRARKMXOD,4.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,New Brunswick,3.0,1-578-686-8082,O,Weyerhaeuser,344294.0
Sdj7630,1.0,Z,D,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,,441.0,371024.0,United States of America,51.0,hwugfvlttol,7.0,Kxxipkohacffav,British Columbia,4.0,1-166-077-1436,U,National Fuel Gas,1534879.0
Pbr7631,3.0,,U,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,m,471.0,235810.0,United States of America,2.0,zgsllav,0.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,DE,2.0,1-535-320-1881,O,Pep Boys,3897101.0
Ice7632,2.0,,W,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,m,701.0,347270.0,United States of America,,Mszwfhpj,9.0,onxyyslcmbyxpfjuykowqpwqi,CT,,1-633-495-6478,O,Neiman Marcus,3064442.0
ZWG7633,5.0,,D,TAIWTM,,323.0,399212.0,United States of America,82.0,Yqfxb,1.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,Quebec,2.0,1-398-680-0278,R,BlackRock,2016524.0
Evw7634,4.0,,M,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,m,846.0,439561.0,United States of America,94.0,ypmuep,10.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,NJ,5.0,1-185-976-7770,O,McGraw-Hill,37745.0
Lhl7635,3.0,c,M,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,m,850.0,29980.0,United States of America,16.0,Xthtecuu,8.0,Krdmgygwnziumjdtybwyw,MN,4.0,1-490-238-8219,O,Family Dollar Stores,503752.0
LYB7636,2.0,N,M,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,,,28693.0,United States of America,43.0,Xjzpdio,,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,NE,5.0,1-891-741-2112,U,Teleflex,2115180.0
Ijb7637,1.0,x,M,Phqspowfoiqmszxy,M,564.0,106794.0,Canada,76.0,Rgthehdvvlh,3.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,VA,2.0,1-849-918-0984,O,,839222.0
Zhf7638,3.0,,S,XDPEFDQIMFNMCO,f,558.0,340598.0,United States of America,0.0,ysexit,4.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,PA,5.0,1-426-168-3142,O,Imation,1851334.0
PYU7639,1.0,r,U,FSSAAXLAMAPBOMTNUFG,m,417.0,490597.0,United States of America,33.0,Wscgcsbwlzj,0.0,Bfntmkesgyjkjrgttbtdncoumqhmnxy,WV,,1-757-910-8931,O,PPL,1348251.0
Iku7640,2.0,F,U,AKWOIATLDDKU,,487.0,499685.0,Canada,62.0,AUQJTIMK,6.0,,WY,2.0,1-468-325-0119,O,Smithfield Foods,2722392.0
HBZ7641,2.0,,M,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,m,639.0,62285.0,United States of America,8.0,Weqnwrwrbcgx,9.0,Bnbfbxvqxtngv,MN,0.0,1-383-310-7894,O,Macy's,1785161.0
Pco7642,5.0,,U,VANVGDDSYEK,M,625.0,320885.0,United States of America,4.0,facqrtjqjmd,3.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,VT,5.0,1-353-727-2029,O,Torchmark,2823578.0
Ybv7643,5.0,,D,TVTDULLNHUZPDNEEKSXEGPXDNE,,,184669.0,United States of America,39.0,OCNCREZ,1.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,WV,3.0,1-028-849-5461,O,Herman Miller,2123972.0
Rim7644,0.0,F,S,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,,,126989.0,United States of America,90.0,JXOGSVJ,3.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,IN,0.0,1-480-785-4021,R,Kindred Healthcare,112782.0
gnf7645,1.0,,M,HWAWSSEUGGKEXQDESYXFHWZ,,460.0,48144.0,Canada,7.0,Iqtso,3.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,MS,4.0,1-443-132-4138,,Arch Coal,248311.0
Wxp7646,5.0,C,,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,F,793.0,377787.0,United States of America,95.0,Uxgvbwop,8.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,CO,4.0,1-143-020-1234,O,Whirlpool,3719851.0
Dxh7647,5.0,N,U,,m,821.0,323782.0,Canada,59.0,Ovsiu,8.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,PA,5.0,1-475-304-3486,O,Arrow Electronics,1920385.0
Aqo7648,3.0,,S,NASLRGJGXPDOGNJSHNLNGBCXJVO,,,31880.0,United States of America,13.0,Frqdqbs,6.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,DE,2.0,1-677-882-6792,O,Rock-Tenn,576903.0
fen7649,5.0,s,D,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,,643.0,390190.0,United States of America,58.0,waiitdv,8.0,Eymghd,Prince Edward Island,3.0,1-151-067-7411,O,R.H. Donnelley,1855037.0
CMQ7650,4.0,,U,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,,817.0,413821.0,Canada,67.0,Vlmzifrfolfs,2.0,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,TN,1.0,1-645-553-4591,O,Pall,2954046.0
Yhb7651,1.0,,,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,f,702.0,301451.0,United States of America,68.0,DKXNSUJQRKGM,10.0,Vqdxskijczxliokh,CA,2.0,1-670-793-5351,O,Burlington Coat Factory,952096.0
mbw7652,1.0,L,D,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,,409.0,5888.0,United States of America,17.0,Vzvadviukgid,2.0,Fclwsu,TN,0.0,1-049-843-6473,O,Forest Laboratories,3382998.0
xas7653,2.0,Y,,Gicehrtxtlvwiewgl,,617.0,254404.0,United States of America,44.0,Jjtgz,6.0,HEAVOVI,FL,2.0,1-739-185-6579,O,Moody's,3772196.0
MKM7654,3.0,,M,cveuptzbcwxicceqqmqsqgfvhykw,M,,290984.0,United States of America,16.0,TMWLE,5.0,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,TN,0.0,1-215-295-5893,O,Fidelity National Financial,3180080.0
Jgi7655,5.0,,M,Kqosfw,F,756.0,441847.0,United States of America,27.0,Lfmjqz,,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,OR,5.0,,O,Amphenol,3971412.0
Mwv7656,2.0,,D,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,,484.0,373240.0,United States of America,59.0,bserucmdlez,5.0,Qyixsrnjoebdnlfllhogyogxucqdulld,ME,4.0,1-515-341-8405,R,Int. Business Machines,1488210.0
YOY7657,1.0,,S,Gqvfapurdsetypjkkcceahfodyn,,589.0,461444.0,United States of America,8.0,Nobgu,9.0,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,SC,4.0,1-249-978-7278,O,Int. Flavors & Fragrances,2621373.0
Gja7658,1.0,,S,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,m,380.0,255072.0,United States of America,98.0,Mynrhpyte,0.0,Ukwllcghntgqugnsgvuipavrllepqrfbbf,Ontario,4.0,1-471-716-6210,O,Gilead Sciences,1021949.0
rcx7659,1.0,E,S,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,f,541.0,255019.0,United States of America,35.0,aqobdfbeu,10.0,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,GA,1.0,,R,United Rentals,2444319.0
IPA7660,1.0,V,M,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,M,474.0,330718.0,Canada,57.0,jecwnfavowiu,7.0,BPENSONZGIJMQPDRWDCT,VA,,1-982-617-1421,,Convergys,362567.0
rbj7661,2.0,b,,WSKYHRCGGHSPINYLUNNDCJPV,,685.0,245130.0,United States of America,69.0,Nmemytq,4.0,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,KY,1.0,1-068-568-6056,O,Mueller Water Products,462234.0
ebw7662,4.0,U,M,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,,363.0,19691.0,United States of America,33.0,Vqvleqweftl,10.0,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,SC,3.0,,R,Shaw Group,3936622.0
SQY7663,1.0,,M,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,,605.0,13490.0,United States of America,33.0,ABCSQOCHEHK,9.0,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,NC,1.0,1-772-155-4468,O,Energy Future Holdings,2116904.0
nqw7664,4.0,i,W,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,f,394.0,90333.0,United States of America,1.0,NOQIRAGYH,6.0,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,KS,4.0,1-551-833-6226,,PHH,63883.0
Fyz7665,0.0,,U,uezrarapf,m,812.0,210200.0,Canada,19.0,Yqqldbrjvcqq,6.0,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,MO,2.0,1-894-068-7775,R,Simon Property Group,2747738.0
Hds7666,3.0,J,M,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,f,688.0,195318.0,United States of America,63.0,BSICQKYPBDT,3.0,Jtiwqtllu,OK,3.0,,R,World Fuel Services,938329.0
ksz7667,5.0,s,M,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,F,808.0,486627.0,United States of America,27.0,enurwe,9.0,,LA,5.0,1-942-682-4165,O,Andersons,976093.0
Wzm7668,,,,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,,492.0,142918.0,United States of America,12.0,Qslfupidrch,1.0,Vwhjqdpbsxgifvj,Saskatchewan,4.0,,O,L-3 Communications,2031908.0
Xna7669,4.0,N,D,xznxzmzinjddcepuvomccimcwdxo,,734.0,243364.0,United States of America,26.0,VEKXFJRNX,6.0,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,KY,3.0,1-316-836-0322,O,CACI International,660066.0
ugr7670,1.0,,M,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,,579.0,208343.0,United States of America,2.0,Dbkoxqpx,7.0,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,NH,5.0,1-746-466-6593,O,M&T Bank Corp.,2777991.0
Qao7671,0.0,a,M,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,f,410.0,26787.0,United States of America,34.0,HPYTPNH,10.0,Oivxztihdxtiymll,NM,4.0,1-306-508-0916,U,Family Dollar Stores,3148815.0
MXH7672,0.0,G,D,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,,743.0,190609.0,United States of America,86.0,rxcbiltuvzyh,7.0,GRBTZCPWVAXIEDLFBP,NE,4.0,1-049-405-9872,O,Medco Health Solutions,3714775.0
KQU7673,1.0,J,M,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,,431.0,,United States of America,47.0,jfrawlwjssge,9.0,yrwbeeazafrlhgevuujdmoayhrrtit,New Brunswick,,1-539-901-1797,O,Crosstex Energy,2203195.0
bxn7674,0.0,,M,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,,805.0,,United States of America,73.0,PGIUBMUAR,4.0,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,MD,0.0,1-976-507-8347,O,Reynolds American,3708645.0
Opu7675,1.0,,U,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,M,688.0,453308.0,United States of America,83.0,rgqwzxsvza,9.0,KRQPTUJPRRCYHLEFKBCWUOAXGKRYBUTSHGOFAQEMQCWGXIWW,WV,0.0,1-902-376-9596,O,PolyOne,2954852.0
Ceo7676,1.0,,D,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,,483.0,251108.0,United States of America,99.0,qnxfnq,1.0,Gctrmgbnlmfrattklbjkwupgkxtscugwoybzjiqavnuiogkphnmoncsdbgcympwkqtukzmqxhyjtp,MA,,1-532-161-3458,O,"Toys ""R"" Us",2421534.0
DZH7677,0.0,,U,Gjftxakuhgilmoatmibqcnbbrmq,,844.0,128853.0,United States of America,49.0,lfjtpka,7.0,Nsmcvnmewdvkoyxccrpbtnbmgcreuikqnhcdpnzksidrxizgqe,MT,0.0,1-943-745-8094,O,Sonoco Products,941243.0
Ocd7678,3.0,,M,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,F,436.0,486933.0,Canada,96.0,pyeiwbftpsck,5.0,Cdfhriutpkdafvnqaknxfagsycyedqxsyrtsazbklpawywxjscoudkhdxwwzojcskidtubekfgfh,NM,3.0,1-162-078-3859,O,Newfield Exploration,3133101.0
Uyj7679,5.0,,D,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,,336.0,306545.0,Canada,12.0,Enncjsox,3.0,Legbseyxfoglxjxwhgjzrgtwehtybppbbturfyjtw,TN,2.0,1-881-265-1012,U,IAC/InterActiveCorp,2070834.0
mhz7680,1.0,P,S,Rqhzrjcuikufwfbplxmtpeqb,,688.0,7682.0,United States of America,75.0,Lnprrdeegs,1.0,frxttcqtwmvcozbcgkzuhtqlxixybzxntwbuywlcvboycczpyxcp,PA,1.0,1-781-682-4447,O,MGIC Investment,2617194.0
Sft7681,3.0,,U,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,,581.0,280763.0,Canada,29.0,PXRXKFTOX,9.0,hkoyjtywhpdhr,NC,0.0,1-716-288-6722,O,American International Group,2752340.0
gza7682,1.0,,,Jbvoghxtacvunglpdzjhatiusxn,m,670.0,296945.0,United States of America,4.0,Osanin,6.0,Mcukytevbntbtojyvvwfhtehrjkmqxqkainho,CO,2.0,1-407-712-3659,R,Health Net,2611991.0
Rem7683,0.0,,U,Pyoruxpsl,,671.0,176399.0,United States of America,100.0,WWWMNN,5.0,Upjgbbciatadkkxsnnqbhrckqcwhvmrnixiwvfosomwpzipmndogviptcaejebeyto,TX,0.0,1-747-143-2305,O,Mueller Industries,3965576.0
cko7684,3.0,b,U,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,,352.0,97252.0,Canada,45.0,tsqtfhsh,10.0,Jfwccnzmfbvapnjdqjthwagblnpiorcwdgqdewyr,IN,4.0,1-522-074-1862,U,American National Insurance,3550405.0
RLN7685,3.0,,S,XRPHDPOQURZXVFLADMA,f,317.0,320588.0,United States of America,63.0,zwyuac,10.0,rjxzamoqpqhaaaxieysyexzcjsydrkljzlwqrahuyziejjjlrowthbvdeiyznzoauevkfgcwwdf,VA,2.0,1-867-195-7669,O,Morgan Stanley,1566093.0
Qjl7686,4.0,R,,iqnzhrksgftjekxfljogmqkrbpkstk,,809.0,18284.0,United States of America,35.0,Gzgsvt,6.0,Vcuqoxpqiagdsjlrlqdhdbwfvdyyehvbhxotjyaehcjzdxigaiwokkreeir,WV,2.0,1-272-128-3403,R,Halliburton,1944507.0
YNL7687,0.0,w,S,Jbmoxkiflceta,m,704.0,,Canada,61.0,Shirfkrfppb,5.0,Lzqpctubshjhbonplyvbkpvwaiklmxnoxbvdthmysxujjhrsjhtpiqcgvewteibauxmteqkccfjetjcr,VT,2.0,1-174-194-8365,,MGIC Investment,3250645.0
qpi7688,1.0,E,S,Wgfjqmnbm,,411.0,80228.0,United States of America,43.0,hwxcimvf,2.0,dbbiipgceoxrelirr,AZ,,1-067-296-1708,O,United Services Automobile,2806218.0
Xxi7689,,C,U,,F,431.0,39672.0,Canada,98.0,xqkaxa,4.0,lwkuslewwpqlmqtkxlfnaaloqcougorfnnscaqzzobrargrnzztbcocqahhkqqf,NY,3.0,1-688-092-7664,O,Spartan Stores,2826399.0
