AddressLine1,MaritalStatus,NumberCars,PostalCode,Phone,Country,AgencyID,City,Income,State,LastName,AddressLine2,MiddleInitial,NumberCreditCards,OwnOrRentFlag,Age,CreditRating,Employer,FirstName,Gender,NumberChildren,NetWorth
cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,M,1.0,Xbgykqm,1-352-678-5471,Canada,czu7576,Oakland,156048.0,IL,czuvw,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,,3.0,O,38.0,348.0,Phillips-Van Heusen,kpofwgtomgijnm,,2.0,3874445.0
BESJDYZDIOIXKDFEHBQXBPW,M,1.0,NNCXIBTCXZA,1-906-600-9749,United States of America,Ghr7577,Billings,63617.0,AZ,Ghrlcuscpesuzsdwqfwwbgh,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,Z,8.0,O,68.0,598.0,Wells Fargo,Biflzgcqpqpbahquomftmjffohpwuy,,5.0,437353.0
Ouopoqztakszwsfkthdbwndfjuqaelyd,U,2.0,mfwuio,1-093-018-2851,United States of America,Rwk7578,Pueblo,244849.0,NY,Rwkdeshuwhwvmvmdnckmuvdt,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,,9.0,O,93.0,505.0,Vornado Realty Trust,ybdlwlwxispyswbiegrbsqqtywxr,,2.0,2669917.0
Ivwhotvobwkshcixclfobqoljlaqohw,S,4.0,Utgwrun,1-302-096-9321,United States of America,Uwi7579,Sherbrooke,123585.0,WA,Uwinnbtdd,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,,7.0,R,48.0,839.0,New York Times,Capzcewdt,,3.0,1466537.0
fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,S,1.0,Wgulrhctjlg,1-915-044-3154,United States of America,VXZ7580,Sacramento,391134.0,GA,VXZTLDNZPYIFIKTIJRXS,CYQWJKJB,,2.0,U,96.0,672.0,Adobe Systems,XKBLVBCCYKMIXABVTOTVPZCJRII,,1.0,991860.0
Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,M,5.0,Srhxvxe,1-040-274-3474,United States of America,Ayk7581,Charlotte,426759.0,AZ,Aykkkc,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,p,3.0,O,58.0,696.0,Valmont Industries,wmknfemsztimaphftadowlmbnp,f,5.0,
Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,W,5.0,Dadkihaohc,1-678-397-2739,United States of America,lho7582,El Paso,451737.0,NV,lhodktal,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,,5.0,O,63.0,448.0,UAL,DHLVITRFJDXLTPAGMPMJ,M,3.0,1816368.0
Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,S,2.0,Fpoleiod,1-679-345-9939,United States of America,rzi7583,Mesa,180822.0,TN,rziprpcfwnirtuvrbfnuepq,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,,9.0,O,18.0,549.0,AFLAC,Jdpqutldftwykfyhukveiaimoyyk,,1.0,565246.0
Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,W,4.0,Cuaieflmccqp,1-093-616-0613,United States of America,Wds7584,Simi Valley,205843.0,AL,Wdsuorykxmvfxupyyjl,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,,0.0,O,40.0,705.0,VeraSun Energy,Qiwemtdba,,2.0,1899339.0
hgttwqtnebsqgkjbronfyeudniiwutfnqbive,M,4.0,qiraymmapgf,1-546-131-8988,United States of America,Xsj7585,St. Catharines,470985.0,TX,Xsjypvyfoqbiq,ccfzcxohrhrcnypedmhjovjyjrxi,f,6.0,O,29.0,387.0,Magellan Health Services,JQKEDISZ,M,3.0,3873239.0
Nhgrkzjzcrjcerkwrugwul,U,2.0,Tsynomgib,1-477-186-7432,United States of America,Lux7586,Washington,318225.0,WV,Luxkby,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,v,7.0,,21.0,359.0,Emcor Group,Gfuwa,,1.0,767547.0
,M,2.0,Amudllk,1-965-848-6954,Canada,wxw7587,Chula Vista,326044.0,ND,wxwhwasadsmxchyhlgrvnurte,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,,9.0,O,41.0,494.0,Peabody Energy,CTTUYHUUMMDTX,f,2.0,1027999.0
uiaoi,M,1.0,ELQKT,1-622-866-0937,United States of America,pfz7588,Montpelier,,Saskatchewan,pfzjoarqopfjtzjalxxxeq,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,e,10.0,,56.0,345.0,State Farm Insurance Cos.,Wvtqm,m,1.0,3428495.0
Wwonzdtvwkn,M,2.0,Oiwac,1-040-217-2014,United States of America,hlx7589,Mesa,187282.0,VA,hlxshqpvshstjerwclb,REHWDWEP,,10.0,O,33.0,402.0,Humana,xuwgpsvzcpxtoerndtr,M,0.0,1827180.0
AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,M,2.0,Dqgzinvuxxy,1-101-684-2373,United States of America,nyb7590,New Haven,,ND,nybiaaw,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,,3.0,O,96.0,579.0,News Corp.,Hnnzpokbygacjjgybkskf,,0.0,2070007.0
JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,,2.0,Nchaajfkjvx,1-386-426-5849,United States of America,Ltt7591,Indianapolis,,ND,Lttvvpjjavydrmbt,DIMPFMEBDNHBCT,O,2.0,O,35.0,569.0,Torchmark,qsnivsknktiwjpqwnrlgftnmsrxkjc,,0.0,
cezvfwtftwlwfrgrpxtuejvrgucexe,W,0.0,XEDMBUAMGXKH,1-598-816-0126,United States of America,gsz7592,Stockton,306946.0,MS,gszunimggpyfjzmivbwizzftuen,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,,9.0,O,40.0,745.0,Rock-Tenn,pygsfvfpeofkdcugfvxdsqgmcgebfp,,4.0,3596263.0
Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,D,0.0,crxbrlj,1-770-379-7700,,Kwp7593,Louisville,99663.0,WY,Kwpztgkknktyvdks,DVYTEPWCABNSGPTLJEMPQLTEWM,,1.0,U,10.0,320.0,AGCO,Zgxsuo,,,3719999.0
Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,M,2.0,Eytubbwi,,United States of America,AGM7594,Atlanta,482013.0,MA,AGMCLBCUEPVBRKDKWAGBCFOLYET,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,D,4.0,R,59.0,591.0,,ganifmdaqbltccwbqijtkypcetuq,,4.0,3058439.0
Ctgihaqlm,M,1.0,Lwftldizl,1-628-245-6238,United States of America,Ocn7595,Milwaukee,180476.0,AK,Ocnds,,u,10.0,U,70.0,,United Stationers,IYCOMORWDFSEKN,m,0.0,2592932.0
HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,M,4.0,GSSFZNBZL,1-813-787-2611,United States of America,Cmw7596,Fort Smith,285682.0,PA,Cmweamsabhudajyhpsohkpzcy,qlgnszfowrbrkuurrmjrfnfaeulhneecv,,5.0,,69.0,417.0,McCormick,vdvdlfz,F,5.0,1471273.0
hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,M,0.0,Nrnqtmjz,1-362-897-1162,United States of America,Dit7597,Knoxville,455032.0,MA,Ditjvpiidkjkvxssfnctzcczb,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,V,8.0,R,96.0,338.0,National Life Group,Sbwymtnwzhffkwjczlsnvrtcv,,5.0,
Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,S,3.0,Rzjxvum,1-952-919-4878,United States of America,Rmm7598,Idaho Falls,356141.0,DC,Rmmasnivkq,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,S,9.0,O,9.0,340.0,Hasbro,qjjwbffbgxilxyarhjwdvo,,,2410816.0
Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,U,3.0,Accezkuzqrif,1-145-214-8009,Canada,ekj7599,Jacksonville,165667.0,RI,ekjvgcmzgobzeerrpfgefwvxlvfcua,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,,5.0,U,39.0,738.0,Tupperware Brands,JIXUQX,,3.0,1059543.0
Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,S,0.0,LNZZPGOTEG,1-328-944-9786,United States of America,wcq7600,Stockton,459767.0,MA,wcqqbslcxugdqpbzbmbqvlahw,MIMWGPPF,A,7.0,O,31.0,597.0,Covance,Eqrxuc,,2.0,379282.0
RSSNUTWWLOKIHRRTPEAFTLBF,M,2.0,YINOHET,1-899-864-9421,United States of America,Klc7601,Thousand Oaks,106459.0,Alberta,Klcanpomjmuwosnasroukafsxtufz,Xpannac,,4.0,R,64.0,603.0,Interactive Brokers Group,PDAXUXBMPOVTKJUR,f,2.0,3271265.0
Sachwqwddeyfxvagihsjxtcsibaejb,D,,ddgkyv,1-877-997-8896,,Jrd7602,Nashua,51021.0,AR,Jrdmn,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,,5.0,U,38.0,662.0,SkyWest,Adftxl,,1.0,1530364.0
Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,W,2.0,Seiksuhglhj,1-750-900-0823,United States of America,GDQ7603,Tallahassee,494931.0,VA,GDQESTOSFCKVLPZEQPNFIKQLTXB,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,,0.0,R,47.0,838.0,Best Buy,Gaksvvggpbleteofow,,4.0,3731860.0
Sbutxmtwkb,M,5.0,Ytgghhaxc,,United States of America,fnm7604,Brownsville,429859.0,OR,fnmqzceohwapysohiuofkhjpwzgv,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,,9.0,O,,791.0,Sears Holdings,Ijstknxzfzsvqmy,,2.0,2488858.0
Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,S,1.0,Ajlcdadx,1-347-704-7823,Canada,Ymu7605,Charlotte,,ID,Ymuvinagbzdhiwglzfacood,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,e,7.0,O,76.0,692.0,Frontier Oil,jvhwyzbcwdrrqmlbvpjwbohhemm,,4.0,2301347.0
mnkidgiyajigobghpnkdvauwiubpjb,W,0.0,Daivf,1-228-976-2888,,Pxj7606,Oakland,464086.0,IA,Pxjmfwpwm,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,R,8.0,O,60.0,673.0,Automatic Data Processing,nhhjbqktsr,,3.0,1736571.0
SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,U,3.0,xrquzcptycg,,Canada,Rsd7607,Fort Wayne,207651.0,TN,Rsdlvo,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,M,7.0,O,73.0,331.0,,Lmhtjwddyqbzlxgv,,,2399483.0
Fmrydeogisvvtrpsfonolelpnqcbkrr,U,4.0,shigmwk,1-760-429-1328,United States of America,Qqh7608,Chula Vista,260418.0,Nova Scotia,Qqhwdyopkfs,BPPKDY,,2.0,O,37.0,744.0,Comerica,BXFLGQTJSJDQAUCXXJXWHTQU,,,2982744.0
Xhggtfwyslxvgeiuzjfxewcsweefq,M,5.0,enehob,1-253-879-8833,United States of America,udq7609,Peoria,,Ontario,udqexswxytatsvxw,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,Q,6.0,U,50.0,446.0,Baldor Electric,Tlaihggmhfiuezhjgps,,1.0,1611011.0
,M,0.0,RNLAKRXSPA,1-401-256-3483,Canada,Ghl7610,Lexington,316963.0,MD,Ghlflxgkavpsqvkpun,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,M,0.0,O,0.0,,Commercial Metals,DSRXJZKFJTIVXLBAX,,4.0,2999167.0
PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,W,5.0,Hlezt,1-175-910-8245,Canada,mtk7611,Salem,84046.0,AR,mtkfmxripistepftjaxfosviokgqsf,Xuqmcmxaigbk,,,O,,,,Annsrbdzywmpqvigpn,f,,
Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,M,0.0,Iyqmkpcjx,1-565-191-3419,United States of America,QIY7612,San Jose,368990.0,Saskatchewan,QIYQRALNIIONMKDZB,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,,9.0,O,,723.0,Molina Healthcare,Mrawpcvb,,3.0,3307491.0
ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,S,2.0,klgnkcaedht,1-921-688-5401,Canada,Ohz7613,Kansas City,124382.0,OH,Ohzpaqjtc,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,,2.0,O,81.0,348.0,Plains All American Pipeline,yociu,,0.0,2057260.0
Gvdteormavfflajkedaclod,M,2.0,Jsombikj,1-925-155-0170,United States of America,djg7614,Windsor,9263.0,VA,djgtucxplpftr,EECYCMJAJGNQBRSKW,,,O,52.0,666.0,Agilent Technologies,DQNVNWPYSMLDGXJVBUHUKDLRSLN,,0.0,53179.0
FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,M,2.0,Xtckbvng,1-185-691-2951,United States of America,Iad7615,Chicago,334181.0,ID,Iaduje,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,,3.0,U,68.0,,AutoZone,wfnjfn,,4.0,690086.0
Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,M,0.0,YPUWSVRD,1-067-518-3854,United States of America,EMG7616,Evansville,314001.0,WI,EMGQKGEOTCGAFGDZVTRUAVGZYPM,hgandkyzsnb,H,8.0,R,,844.0,,WWWEN,,1.0,2025465.0
Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,M,1.0,Ifxvsnt,1-188-554-1671,Canada,Hjn7617,Honolulu,168309.0,MS,Hjnljezrxojeaoustvawackahexa,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,,8.0,O,36.0,766.0,Universal Health Services,Krjcfgq,,4.0,695307.0
wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,M,2.0,EAOJPQVWBNZ,1-168-215-2223,United States of America,CYP7618,Cleveland,322765.0,OK,CYPTBBGPWKKKFNOUHJ,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,D,10.0,O,31.0,521.0,Time Warner,Fxmpengjsaf,M,4.0,3238398.0
HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,W,1.0,fhirgl,1-228-022-3056,United States of America,KPN7619,Livonia,311253.0,GA,KPNRNVLRFUTOWOERTCSIRQZ,QTWXYHMLBYQ,h,7.0,O,55.0,306.0,Sealed Air,Eobtk,,5.0,1213578.0
Blsmawjjdmdamrhqyqgzmbkfa,W,5.0,Lahfziy,1-926-766-1124,United States of America,Vbi7620,Little Rock,140296.0,TN,Vbimifwtrtvb,SDEAIMDWRSKXTFCPHWF,x,9.0,R,66.0,411.0,Sprint Nextel,Abahrdfcbtscoblhaovnjkbx,,5.0,103708.0
Stofpzwyhkpmuq,M,1.0,tofdjef,1-538-797-1948,United States of America,ehb7621,Halifax,439984.0,SC,ehbcbdctlcspuvwbqveohanmkolbw,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,,3.0,O,22.0,,,bhephgijqbu,F,5.0,1086081.0
LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,U,5.0,rckzx,1-627-234-0841,United States of America,TMQ7622,Peoria,454011.0,AR,TMQACIIUMYYZHYX,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,C,8.0,O,51.0,702.0,Quiksilver,KECNVVPGTOXHIGOUAWLHU,F,0.0,1349626.0
,S,1.0,MMLJKBGXD,1-876-492-0782,United States of America,Lsb7623,San Jose,191541.0,MT,Lsbutxufufshmkqnscnhx,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,y,1.0,R,26.0,842.0,Valspar,xppmtvztaifqynlbmofxonnus,a,5.0,1083092.0
Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,U,2.0,banusio,1-436-946-7319,United States of America,Dpz7624,Charlotte,,WY,Dpzpfctp,Lhwkvadxwcjobcggyuighvqlcm,u,0.0,R,100.0,528.0,Timken,kzntoukktuqqfuyeo,M,1.0,1662799.0
cnckvldjedzgdqhy,W,3.0,Safkd,1-281-780-2897,United States of America,Zuj7625,Hilo,,WY,Zujmcfzznpfohsdp,,,5.0,R,13.0,300.0,,TDRLAQZARCGRAMDDMCWP,,3.0,3548540.0
,S,2.0,DHTLWJDXLRW,1-421-286-4139,United States of America,Jqk7626,Yonkers,269215.0,WV,Jqkozdva,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,,7.0,O,11.0,752.0,Occidental Petroleum,shbaeyxyrjfietruntrdeyqkc,,1.0,881414.0
VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,M,0.0,RORIUHK,1-908-354-2709,Canada,ijb7627,Modesto,193126.0,CA,ijbcvbgglqupyentiqncsnswyygl,Alukohji,,0.0,O,62.0,303.0,,Zururxrihusergiba,m,4.0,1712200.0
qehomraquwxrkb,M,3.0,bxgwhohh,1-466-560-2530,United States of America,NMO7628,Louisville,462618.0,Alberta,NMOXMHMVUDGY,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,U,10.0,O,13.0,418.0,Massey Energy,QZLCPVRKZMTENMREVZT,F,5.0,847446.0
pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,W,3.0,SRARKMXOD,1-578-686-8082,United States of America,Tef7629,Eugene,212026.0,New Brunswick,Tefewe,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,,4.0,O,23.0,667.0,Weyerhaeuser,dvbflygvxrizbclmqwoajkvnzoufc,f,3.0,344294.0
Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,D,1.0,hwugfvlttol,1-166-077-1436,United States of America,Sdj7630,Buffalo,371024.0,British Columbia,Sdjhq,Kxxipkohacffav,Z,7.0,U,51.0,441.0,National Fuel Gas,mtnubdnrdoivcuqmapqhtvzkixw,,4.0,1534879.0
kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,U,3.0,zgsllav,1-535-320-1881,United States of America,Pbr7631,Santa Fe,235810.0,DE,Pbrfgfdwedgrmifitr,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,,0.0,O,2.0,471.0,Pep Boys,Nzljqsbgutsixlosfedpmlzl,m,2.0,3897101.0
Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,W,2.0,Mszwfhpj,1-633-495-6478,United States of America,Ice7632,Springfield,347270.0,CT,Icejebxweavlnddpjz,onxyyslcmbyxpfjuykowqpwqi,,9.0,O,,701.0,Neiman Marcus,Ealrdsynhtadihmsl,m,,3064442.0
TAIWTM,D,5.0,Yqfxb,1-398-680-0278,United States of America,ZWG7633,Anchorage,399212.0,Quebec,ZWGIV,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,,1.0,R,82.0,323.0,BlackRock,xfjdwfentojva,,2.0,2016524.0
Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,M,4.0,ypmuep,1-185-976-7770,United States of America,Evw7634,Winnipeg,439561.0,NJ,Evwthrqmqfpsbpdqojtqzpjmpoea,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,,10.0,O,94.0,846.0,McGraw-Hill,Zvowaelneuhpxzphpvtgvfz,m,5.0,37745.0
Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,M,3.0,Xthtecuu,1-490-238-8219,United States of America,Lhl7635,Waco,29980.0,MN,Lhlatzfku,Krdmgygwnziumjdtybwyw,c,8.0,O,16.0,850.0,Family Dollar Stores,fmdcjzjekrwrirumyvfuqnnkxzr,m,4.0,503752.0
gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,M,2.0,Xjzpdio,1-891-741-2112,United States of America,LYB7636,Stockton,28693.0,NE,LYBUGCXZYJSERVQKQJKNIIW,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,N,,U,43.0,,Teleflex,Ohetzpmilrphnhnasiisaypdl,,5.0,2115180.0
Phqspowfoiqmszxy,M,1.0,Rgthehdvvlh,1-849-918-0984,Canada,Ijb7637,Boston,106794.0,VA,Ijbmwiomutrflaupolplmfjsqh,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,x,3.0,O,76.0,564.0,,VAUWGMVOILXNGKB,M,2.0,839222.0
XDPEFDQIMFNMCO,S,3.0,ysexit,1-426-168-3142,United States of America,Zhf7638,Memphis,340598.0,PA,Zhftulgpedd,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,,4.0,O,0.0,558.0,Imation,Tnwgmuvaaqmxskkyqnvrmnmul,f,5.0,1851334.0
FSSAAXLAMAPBOMTNUFG,U,1.0,Wscgcsbwlzj,1-757-910-8931,United States of America,PYU7639,Sydney,490597.0,WV,PYUHQOCHAUAWGKHHLXQNUWZTEBN,Bfntmkesgyjkjrgttbtdncoumqhmnxy,r,0.0,O,33.0,417.0,PPL,mtovrkjvtfkennjujgpegknnck,m,,1348251.0
AKWOIATLDDKU,U,2.0,AUQJTIMK,1-468-325-0119,Canada,Iku7640,Shreveport,499685.0,WY,Ikufiibsvk,,F,6.0,O,62.0,487.0,Smithfield Foods,Lwxdv,,2.0,2722392.0
Awzdulnpokgxmcpktscqulqpvxabgunakhqq,M,2.0,Weqnwrwrbcgx,1-383-310-7894,United States of America,HBZ7641,Modesto,62285.0,MN,HBZACUNNIOTFKFSTCILLC,Bnbfbxvqxtngv,,9.0,O,8.0,639.0,Macy's,Ftvuzjdzocqmcoxvrbqcna,m,0.0,1785161.0
VANVGDDSYEK,U,5.0,facqrtjqjmd,1-353-727-2029,United States of America,Pco7642,Hull,320885.0,VT,Pcofbhaqeemibnkjtsoxmdibmpquo,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,,3.0,O,4.0,625.0,Torchmark,Hnbgeuii,M,5.0,2823578.0
TVTDULLNHUZPDNEEKSXEGPXDNE,D,5.0,OCNCREZ,1-028-849-5461,United States of America,Ybv7643,Yonkers,184669.0,WV,Ybvjle,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,,1.0,O,39.0,,Herman Miller,Fykbowmpxpbb,,3.0,2123972.0
phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,S,0.0,JXOGSVJ,1-480-785-4021,United States of America,Rim7644,Atlanta,126989.0,IN,Rimdakhncfjlrbor,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,F,3.0,R,90.0,,Kindred Healthcare,Ruagwhiorgizpmbphjerywjrr,,0.0,112782.0
HWAWSSEUGGKEXQDESYXFHWZ,M,1.0,Iqtso,1-443-132-4138,Canada,gnf7645,Hayward,48144.0,MS,gnfkwjxmvkbeh,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,,3.0,,7.0,460.0,Arch Coal,teldp,,4.0,248311.0
Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,,5.0,Uxgvbwop,1-143-020-1234,United States of America,Wxp7646,Savannah,377787.0,CO,Wxphiul,Mbxglsrssswfglfkjrjmedkyvtchipxrc,C,8.0,O,95.0,793.0,Whirlpool,Tmhxnpfgyifx,F,4.0,3719851.0
,U,5.0,Ovsiu,1-475-304-3486,Canada,Dxh7647,Fullerton,323782.0,PA,Dxhuevhfuceqmpoolmuhflp,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,N,8.0,O,59.0,821.0,Arrow Electronics,Fpchjcvsrkakkqqsojokdrg,m,5.0,1920385.0
NASLRGJGXPDOGNJSHNLNGBCXJVO,S,3.0,Frqdqbs,1-677-882-6792,United States of America,Aqo7648,Overland Park,31880.0,DE,Aqopbqsxqxjj,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,,6.0,O,13.0,,Rock-Tenn,Heiehcgec,,2.0,576903.0
Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,D,5.0,waiitdv,1-151-067-7411,United States of America,fen7649,Alexandria,390190.0,Prince Edward Island,fenowyirqcdcwwo,Eymghd,s,8.0,O,58.0,643.0,R.H. Donnelley,sgapkfrztiyyayezulvi,,3.0,1855037.0
Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,U,4.0,Vlmzifrfolfs,1-645-553-4591,Canada,CMQ7650,Fort Collins,413821.0,TN,CMQIHWYKNOLSX,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,,2.0,O,67.0,817.0,Pall,Nohjtayoycptngwoitqzhmuf,,1.0,2954046.0
bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,,1.0,DKXNSUJQRKGM,1-670-793-5351,United States of America,Yhb7651,Santa Fe,301451.0,CA,Yhbbdqabnbldfqhnofnxdrzrj,Vqdxskijczxliokh,,10.0,O,68.0,702.0,Burlington Coat Factory,QIGFYQTIPFYCR,f,2.0,952096.0
