AgencyID,Gender,MaritalStatus,AddressLine1,PostalCode,City,Income,AddressLine2,NetWorth,CreditRating,NumberChildren,Phone,NumberCars,Age,OwnOrRentFlag,Employer,NumberCreditCards
ekj7599,,U,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,Accezkuzqrif,Jacksonville,165667.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,1059543.0,738.0,3.0,1-145-214-8009,3.0,39.0,U,Tupperware Brands,5.0
wcq7600,,S,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,LNZZPGOTEG,Stockton,459767.0,MIMWGPPF,379282.0,597.0,2.0,1-328-944-9786,0.0,31.0,O,Covance,7.0
Klc7601,f,M,RSSNUTWWLOKIHRRTPEAFTLBF,YINOHET,Thousand Oaks,106459.0,Xpannac,3271265.0,603.0,2.0,1-899-864-9421,2.0,64.0,R,Interactive Brokers Group,4.0
Jrd7602,,D,Sachwqwddeyfxvagihsjxtcsibaejb,ddgkyv,Nashua,51021.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,1530364.0,662.0,1.0,1-877-997-8896,,38.0,U,SkyWest,5.0
GDQ7603,,W,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,Seiksuhglhj,Tallahassee,494931.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,3731860.0,838.0,4.0,1-750-900-0823,2.0,47.0,R,Best Buy,0.0
fnm7604,,M,Sbutxmtwkb,Ytgghhaxc,Brownsville,429859.0,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,2488858.0,791.0,2.0,,5.0,,O,Sears Holdings,9.0
Ymu7605,,S,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,Ajlcdadx,Charlotte,,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,2301347.0,692.0,4.0,1-347-704-7823,1.0,76.0,O,Frontier Oil,7.0
Pxj7606,,W,mnkidgiyajigobghpnkdvauwiubpjb,Daivf,Oakland,464086.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,1736571.0,673.0,3.0,1-228-976-2888,0.0,60.0,O,Automatic Data Processing,8.0
Rsd7607,,U,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,xrquzcptycg,Fort Wayne,207651.0,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,2399483.0,331.0,,,3.0,73.0,O,,7.0
Qqh7608,,U,Fmrydeogisvvtrpsfonolelpnqcbkrr,shigmwk,Chula Vista,260418.0,BPPKDY,2982744.0,744.0,,1-760-429-1328,4.0,37.0,O,Comerica,2.0
udq7609,,M,Xhggtfwyslxvgeiuzjfxewcsweefq,enehob,Peoria,,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,1611011.0,446.0,1.0,1-253-879-8833,5.0,50.0,U,Baldor Electric,6.0
Ghl7610,,M,,RNLAKRXSPA,Lexington,316963.0,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,2999167.0,,4.0,1-401-256-3483,0.0,0.0,O,Commercial Metals,0.0
mtk7611,f,W,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,Hlezt,Salem,84046.0,Xuqmcmxaigbk,,,,1-175-910-8245,5.0,,O,,
QIY7612,,M,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,Iyqmkpcjx,San Jose,368990.0,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,3307491.0,723.0,3.0,1-565-191-3419,0.0,,O,Molina Healthcare,9.0
Ohz7613,,S,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,klgnkcaedht,Kansas City,124382.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,2057260.0,348.0,0.0,1-921-688-5401,2.0,81.0,O,Plains All American Pipeline,2.0
djg7614,,M,Gvdteormavfflajkedaclod,Jsombikj,Windsor,9263.0,EECYCMJAJGNQBRSKW,53179.0,666.0,0.0,1-925-155-0170,2.0,52.0,O,Agilent Technologies,
Iad7615,,M,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,Xtckbvng,Chicago,334181.0,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,690086.0,,4.0,1-185-691-2951,2.0,68.0,U,AutoZone,3.0
EMG7616,,M,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,YPUWSVRD,Evansville,314001.0,hgandkyzsnb,2025465.0,844.0,1.0,1-067-518-3854,0.0,,R,,8.0
Hjn7617,,M,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,Ifxvsnt,Honolulu,168309.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,695307.0,766.0,4.0,1-188-554-1671,1.0,36.0,O,Universal Health Services,8.0
CYP7618,M,M,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,EAOJPQVWBNZ,Cleveland,322765.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,3238398.0,521.0,4.0,1-168-215-2223,2.0,31.0,O,Time Warner,10.0
KPN7619,,W,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,fhirgl,Livonia,311253.0,QTWXYHMLBYQ,1213578.0,306.0,5.0,1-228-022-3056,1.0,55.0,O,Sealed Air,7.0
Vbi7620,,W,Blsmawjjdmdamrhqyqgzmbkfa,Lahfziy,Little Rock,140296.0,SDEAIMDWRSKXTFCPHWF,103708.0,411.0,5.0,1-926-766-1124,5.0,66.0,R,Sprint Nextel,9.0
ehb7621,F,M,Stofpzwyhkpmuq,tofdjef,Halifax,439984.0,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,1086081.0,,5.0,1-538-797-1948,1.0,22.0,O,,3.0
TMQ7622,F,U,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,rckzx,Peoria,454011.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,1349626.0,702.0,0.0,1-627-234-0841,5.0,51.0,O,Quiksilver,8.0
Lsb7623,a,S,,MMLJKBGXD,San Jose,191541.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,1083092.0,842.0,5.0,1-876-492-0782,1.0,26.0,R,Valspar,1.0
Dpz7624,M,U,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,banusio,Charlotte,,Lhwkvadxwcjobcggyuighvqlcm,1662799.0,528.0,1.0,1-436-946-7319,2.0,100.0,R,Timken,0.0
Zuj7625,,W,cnckvldjedzgdqhy,Safkd,Hilo,,,3548540.0,300.0,3.0,1-281-780-2897,3.0,13.0,R,,5.0
Jqk7626,,S,,DHTLWJDXLRW,Yonkers,269215.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,881414.0,752.0,1.0,1-421-286-4139,2.0,11.0,O,Occidental Petroleum,7.0
ijb7627,m,M,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,RORIUHK,Modesto,193126.0,Alukohji,1712200.0,303.0,4.0,1-908-354-2709,0.0,62.0,O,,0.0
NMO7628,F,M,qehomraquwxrkb,bxgwhohh,Louisville,462618.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,847446.0,418.0,5.0,1-466-560-2530,3.0,13.0,O,Massey Energy,10.0
Tef7629,f,W,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,SRARKMXOD,Eugene,212026.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,344294.0,667.0,3.0,1-578-686-8082,3.0,23.0,O,Weyerhaeuser,4.0
Sdj7630,,D,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,hwugfvlttol,Buffalo,371024.0,Kxxipkohacffav,1534879.0,441.0,4.0,1-166-077-1436,1.0,51.0,U,National Fuel Gas,7.0
Pbr7631,m,U,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,zgsllav,Santa Fe,235810.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,3897101.0,471.0,2.0,1-535-320-1881,3.0,2.0,O,Pep Boys,0.0
Ice7632,m,W,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,Mszwfhpj,Springfield,347270.0,onxyyslcmbyxpfjuykowqpwqi,3064442.0,701.0,,1-633-495-6478,2.0,,O,Neiman Marcus,9.0
ZWG7633,,D,TAIWTM,Yqfxb,Anchorage,399212.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,2016524.0,323.0,2.0,1-398-680-0278,5.0,82.0,R,BlackRock,1.0
Evw7634,m,M,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,ypmuep,Winnipeg,439561.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,37745.0,846.0,5.0,1-185-976-7770,4.0,94.0,O,McGraw-Hill,10.0
Lhl7635,m,M,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,Xthtecuu,Waco,29980.0,Krdmgygwnziumjdtybwyw,503752.0,850.0,4.0,1-490-238-8219,3.0,16.0,O,Family Dollar Stores,8.0
LYB7636,,M,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,Xjzpdio,Stockton,28693.0,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,2115180.0,,5.0,1-891-741-2112,2.0,43.0,U,Teleflex,
Ijb7637,M,M,Phqspowfoiqmszxy,Rgthehdvvlh,Boston,106794.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,839222.0,564.0,2.0,1-849-918-0984,1.0,76.0,O,,3.0
Zhf7638,f,S,XDPEFDQIMFNMCO,ysexit,Memphis,340598.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,1851334.0,558.0,5.0,1-426-168-3142,3.0,0.0,O,Imation,4.0
PYU7639,m,U,FSSAAXLAMAPBOMTNUFG,Wscgcsbwlzj,Sydney,490597.0,Bfntmkesgyjkjrgttbtdncoumqhmnxy,1348251.0,417.0,,1-757-910-8931,1.0,33.0,O,PPL,0.0
Iku7640,,U,AKWOIATLDDKU,AUQJTIMK,Shreveport,499685.0,,2722392.0,487.0,2.0,1-468-325-0119,2.0,62.0,O,Smithfield Foods,6.0
HBZ7641,m,M,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,Weqnwrwrbcgx,Modesto,62285.0,Bnbfbxvqxtngv,1785161.0,639.0,0.0,1-383-310-7894,2.0,8.0,O,Macy's,9.0
Pco7642,M,U,VANVGDDSYEK,facqrtjqjmd,Hull,320885.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,2823578.0,625.0,5.0,1-353-727-2029,5.0,4.0,O,Torchmark,3.0
Ybv7643,,D,TVTDULLNHUZPDNEEKSXEGPXDNE,OCNCREZ,Yonkers,184669.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,2123972.0,,3.0,1-028-849-5461,5.0,39.0,O,Herman Miller,1.0
Rim7644,,S,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,JXOGSVJ,Atlanta,126989.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,112782.0,,0.0,1-480-785-4021,0.0,90.0,R,Kindred Healthcare,3.0
gnf7645,,M,HWAWSSEUGGKEXQDESYXFHWZ,Iqtso,Hayward,48144.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,248311.0,460.0,4.0,1-443-132-4138,1.0,7.0,,Arch Coal,3.0
Wxp7646,F,,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,Uxgvbwop,Savannah,377787.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,3719851.0,793.0,4.0,1-143-020-1234,5.0,95.0,O,Whirlpool,8.0
Dxh7647,m,U,,Ovsiu,Fullerton,323782.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,1920385.0,821.0,5.0,1-475-304-3486,5.0,59.0,O,Arrow Electronics,8.0
Aqo7648,,S,NASLRGJGXPDOGNJSHNLNGBCXJVO,Frqdqbs,Overland Park,31880.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,576903.0,,2.0,1-677-882-6792,3.0,13.0,O,Rock-Tenn,6.0
fen7649,,D,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,waiitdv,Alexandria,390190.0,Eymghd,1855037.0,643.0,3.0,1-151-067-7411,5.0,58.0,O,R.H. Donnelley,8.0
CMQ7650,,U,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,Vlmzifrfolfs,Fort Collins,413821.0,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,2954046.0,817.0,1.0,1-645-553-4591,4.0,67.0,O,Pall,2.0
Yhb7651,f,,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,DKXNSUJQRKGM,Santa Fe,301451.0,Vqdxskijczxliokh,952096.0,702.0,2.0,1-670-793-5351,1.0,68.0,O,Burlington Coat Factory,10.0
mbw7652,,D,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,Vzvadviukgid,Simi Valley,5888.0,Fclwsu,3382998.0,409.0,0.0,1-049-843-6473,1.0,17.0,O,Forest Laboratories,2.0
xas7653,,,Gicehrtxtlvwiewgl,Jjtgz,Mesa,254404.0,HEAVOVI,3772196.0,617.0,2.0,1-739-185-6579,2.0,44.0,O,Moody's,6.0
MKM7654,M,M,cveuptzbcwxicceqqmqsqgfvhykw,TMWLE,Simi Valley,290984.0,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,3180080.0,,0.0,1-215-295-5893,3.0,16.0,O,Fidelity National Financial,5.0
Jgi7655,F,M,Kqosfw,Lfmjqz,Charlotte,441847.0,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,3971412.0,756.0,5.0,,5.0,27.0,O,Amphenol,
Mwv7656,,D,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,bserucmdlez,St. Petersburg,373240.0,Qyixsrnjoebdnlfllhogyogxucqdulld,1488210.0,484.0,4.0,1-515-341-8405,2.0,59.0,R,Int. Business Machines,5.0
YOY7657,,S,Gqvfapurdsetypjkkcceahfodyn,Nobgu,Washington,461444.0,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,2621373.0,589.0,4.0,1-249-978-7278,1.0,8.0,O,Int. Flavors & Fragrances,9.0
Gja7658,m,S,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,Mynrhpyte,Tallahassee,255072.0,Ukwllcghntgqugnsgvuipavrllepqrfbbf,1021949.0,380.0,4.0,1-471-716-6210,1.0,98.0,O,Gilead Sciences,0.0
rcx7659,f,S,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,aqobdfbeu,Mesa,255019.0,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,2444319.0,541.0,1.0,,1.0,35.0,R,United Rentals,10.0
IPA7660,M,M,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,jecwnfavowiu,Portland,330718.0,BPENSONZGIJMQPDRWDCT,362567.0,474.0,,1-982-617-1421,1.0,57.0,,Convergys,7.0
rbj7661,,,WSKYHRCGGHSPINYLUNNDCJPV,Nmemytq,Las Vegas,245130.0,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,462234.0,685.0,1.0,1-068-568-6056,2.0,69.0,O,Mueller Water Products,4.0
ebw7662,,M,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,Vqvleqweftl,Sudbury,19691.0,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,3936622.0,363.0,3.0,,4.0,33.0,R,Shaw Group,10.0
SQY7663,,M,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,ABCSQOCHEHK,Sunnyvale,13490.0,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,2116904.0,605.0,1.0,1-772-155-4468,1.0,33.0,O,Energy Future Holdings,9.0
nqw7664,f,W,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,NOQIRAGYH,Birmingham,90333.0,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,63883.0,394.0,4.0,1-551-833-6226,4.0,1.0,,PHH,6.0
Fyz7665,m,U,uezrarapf,Yqqldbrjvcqq,Orlando,210200.0,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,2747738.0,812.0,2.0,1-894-068-7775,0.0,19.0,R,Simon Property Group,6.0
Hds7666,f,M,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,BSICQKYPBDT,Albuquerque,195318.0,Jtiwqtllu,938329.0,688.0,3.0,,3.0,63.0,R,World Fuel Services,3.0
ksz7667,F,M,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,enurwe,Nashville,486627.0,,976093.0,808.0,5.0,1-942-682-4165,5.0,27.0,O,Andersons,9.0
Wzm7668,,,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,Qslfupidrch,Akron,142918.0,Vwhjqdpbsxgifvj,2031908.0,492.0,4.0,,,12.0,O,L-3 Communications,1.0
Xna7669,,D,xznxzmzinjddcepuvomccimcwdxo,VEKXFJRNX,Lubbock,243364.0,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,660066.0,734.0,3.0,1-316-836-0322,4.0,26.0,O,CACI International,6.0
ugr7670,,M,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,Dbkoxqpx,St. Paul,208343.0,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,2777991.0,579.0,5.0,1-746-466-6593,1.0,2.0,O,M&T Bank Corp.,7.0
Qao7671,f,M,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,HPYTPNH,Columbus,26787.0,Oivxztihdxtiymll,3148815.0,410.0,4.0,1-306-508-0916,0.0,34.0,U,Family Dollar Stores,10.0
MXH7672,,D,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,rxcbiltuvzyh,Abilene,190609.0,GRBTZCPWVAXIEDLFBP,3714775.0,743.0,4.0,1-049-405-9872,0.0,86.0,O,Medco Health Solutions,7.0
KQU7673,,M,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,jfrawlwjssge,Biloxi,,yrwbeeazafrlhgevuujdmoayhrrtit,2203195.0,431.0,,1-539-901-1797,1.0,47.0,O,Crosstex Energy,9.0
bxn7674,,M,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,PGIUBMUAR,Cincinnati,,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,3708645.0,805.0,0.0,1-976-507-8347,0.0,73.0,O,Reynolds American,4.0
Opu7675,M,U,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,rgqwzxsvza,Tulsa,453308.0,KRQPTUJPRRCYHLEFKBCWUOAXGKRYBUTSHGOFAQEMQCWGXIWW,2954852.0,688.0,0.0,1-902-376-9596,1.0,83.0,O,PolyOne,9.0
Ceo7676,,D,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,qnxfnq,Oakland,251108.0,Gctrmgbnlmfrattklbjkwupgkxtscugwoybzjiqavnuiogkphnmoncsdbgcympwkqtukzmqxhyjtp,2421534.0,483.0,,1-532-161-3458,1.0,99.0,O,"Toys ""R"" Us",1.0
DZH7677,,U,Gjftxakuhgilmoatmibqcnbbrmq,lfjtpka,McAllen,128853.0,Nsmcvnmewdvkoyxccrpbtnbmgcreuikqnhcdpnzksidrxizgqe,941243.0,844.0,0.0,1-943-745-8094,0.0,49.0,O,Sonoco Products,7.0
Ocd7678,F,M,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,pyeiwbftpsck,Laredo,486933.0,Cdfhriutpkdafvnqaknxfagsycyedqxsyrtsazbklpawywxjscoudkhdxwwzojcskidtubekfgfh,3133101.0,436.0,3.0,1-162-078-3859,3.0,96.0,O,Newfield Exploration,5.0
Uyj7679,,D,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,Enncjsox,Fort Collins,306545.0,Legbseyxfoglxjxwhgjzrgtwehtybppbbturfyjtw,2070834.0,336.0,2.0,1-881-265-1012,5.0,12.0,U,IAC/InterActiveCorp,3.0
mhz7680,,S,Rqhzrjcuikufwfbplxmtpeqb,Lnprrdeegs,Sudbury,7682.0,frxttcqtwmvcozbcgkzuhtqlxixybzxntwbuywlcvboycczpyxcp,2617194.0,688.0,1.0,1-781-682-4447,1.0,75.0,O,MGIC Investment,1.0
Sft7681,,U,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,PXRXKFTOX,Simi Valley,280763.0,hkoyjtywhpdhr,2752340.0,581.0,0.0,1-716-288-6722,3.0,29.0,O,American International Group,9.0
gza7682,m,,Jbvoghxtacvunglpdzjhatiusxn,Osanin,Berkeley,296945.0,Mcukytevbntbtojyvvwfhtehrjkmqxqkainho,2611991.0,670.0,2.0,1-407-712-3659,1.0,4.0,R,Health Net,6.0
Rem7683,,U,Pyoruxpsl,WWWMNN,Santa Rosa,176399.0,Upjgbbciatadkkxsnnqbhrckqcwhvmrnixiwvfosomwpzipmndogviptcaejebeyto,3965576.0,671.0,0.0,1-747-143-2305,0.0,100.0,O,Mueller Industries,5.0
cko7684,,U,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,tsqtfhsh,Mesquite,97252.0,Jfwccnzmfbvapnjdqjthwagblnpiorcwdgqdewyr,3550405.0,352.0,4.0,1-522-074-1862,3.0,45.0,U,American National Insurance,10.0
RLN7685,f,S,XRPHDPOQURZXVFLADMA,zwyuac,Regina,320588.0,rjxzamoqpqhaaaxieysyexzcjsydrkljzlwqrahuyziejjjlrowthbvdeiyznzoauevkfgcwwdf,1566093.0,317.0,2.0,1-867-195-7669,3.0,63.0,O,Morgan Stanley,10.0
Qjl7686,,,iqnzhrksgftjekxfljogmqkrbpkstk,Gzgsvt,Worcester,18284.0,Vcuqoxpqiagdsjlrlqdhdbwfvdyyehvbhxotjyaehcjzdxigaiwokkreeir,1944507.0,809.0,2.0,1-272-128-3403,4.0,35.0,R,Halliburton,6.0
YNL7687,m,S,Jbmoxkiflceta,Shirfkrfppb,Iqaluit,,Lzqpctubshjhbonplyvbkpvwaiklmxnoxbvdthmysxujjhrsjhtpiqcgvewteibauxmteqkccfjetjcr,3250645.0,704.0,2.0,1-174-194-8365,0.0,61.0,,MGIC Investment,5.0
qpi7688,,S,Wgfjqmnbm,hwxcimvf,Little Rock,80228.0,dbbiipgceoxrelirr,2806218.0,411.0,,1-067-296-1708,1.0,43.0,O,United Services Automobile,2.0
Xxi7689,F,U,,xqkaxa,Santa Clarita,39672.0,lwkuslewwpqlmqtkxlfnaaloqcougorfnnscaqzzobrargrnzztbcocqahhkqqf,2826399.0,431.0,3.0,1-688-092-7664,,98.0,O,Spartan Stores,4.0
axi7690,m,M,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,cjeriaaeunmp,Chicago,225036.0,Whwhamkhcfwxwwdzlfcnrqajwcfczohlpahjoykdulkwozthxvs,91147.0,362.0,3.0,1-784-445-0301,3.0,84.0,O,Moog,4.0
Wqd7691,M,M,raecjdlfwcwnaaeqeomxmuemrg,Mhhqranm,Irving,224427.0,Ydjnahnxjekwwvlbedwtqekyuhomxxrwyjdcurodxdrpbqyicvnycoz,1036928.0,532.0,3.0,1-773-485-4247,2.0,,R,Century Aluminum,4.0
jur7692,M,U,Deamomjpzxjzhfugk,Ztrxdxr,Ontario,123153.0,Aphldmruwmbvrajtjkcnjadcaadjovfmwhcu,2406965.0,442.0,4.0,1-528-873-2585,5.0,18.0,O,Hayes Lemmerz,3.0
NBX7693,,S,Aktcqktdiehyacjhlqknwg,BVMLYNHCFOY,Stamford,,qroliyuwlwkuquhoobibbvfubyjkpbqxuszyintthawnjjmrll,3588199.0,677.0,1.0,1-952-933-5053,2.0,14.0,O,EOG Resources,10.0
Naf7694,f,M,Xasjqyptachbyjrnjvfvznkcwdxmpo,RBVXNHWO,Victoria,353487.0,Gygrsb,,565.0,2.0,1-882-237-0765,4.0,22.0,O,Dresser-Rand Group,8.0
bzc7695,,M,,Wfmsguhdyyo,Brownsville,145794.0,Yiaduiiz,2896930.0,365.0,1.0,1-762-453-2464,3.0,7.0,R,Sealed Air,5.0
Pmo7696,F,W,Nzckdxwdktbsqcaurk,Mcxklhj,Bellevue,142515.0,Fudfpqtgptlrxzduhykgxruxmidsscscoxfjnhnmdatvmkeldfqaqyarmbiicwnkzenypfzwsurnn,312676.0,406.0,5.0,1-129-593-2017,3.0,97.0,O,Blockbuster,5.0
goh7697,F,U,Svabwvthdbgivhnelxqvrhqvvgy,Lypuhgeezbgp,Baltimore,414775.0,AKNKOVOODFQXYTMPKDDTGBXOVJMTLKQQLIZPTOKLZUVJGUZVADSDVAOIHDTP,16279.0,774.0,5.0,1-779-145-2680,0.0,49.0,,Owens Corning,3.0
