Employer,NetWorth,Country,Income,NumberCars,AddressLine2,State,AgencyID,OwnOrRentFlag,PostalCode,MiddleInitial,AddressLine1,Age,Phone,MaritalStatus,FirstName,CreditRating,NumberChildren,Gender,NumberCreditCards,City,LastName
Phillips-Van Heusen,3874445.0,Canada,156048.0,1.0,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,IL,czu7576,O,Xbgykqm,,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,38.0,1-352-678-5471,M,kpofwgtomgijnm,348.0,2.0,,3.0,Oakland,czuvw
Wells Fargo,437353.0,United States of America,63617.0,1.0,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,AZ,Ghr7577,O,NNCXIBTCXZA,Z,BESJDYZDIOIXKDFEHBQXBPW,68.0,1-906-600-9749,M,Biflzgcqpqpbahquomftmjffohpwuy,598.0,5.0,,8.0,Billings,Ghrlcuscpesuzsdwqfwwbgh
Vornado Realty Trust,2669917.0,United States of America,244849.0,2.0,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,NY,Rwk7578,O,mfwuio,,Ouopoqztakszwsfkthdbwndfjuqaelyd,93.0,1-093-018-2851,U,ybdlwlwxispyswbiegrbsqqtywxr,505.0,2.0,,9.0,Pueblo,Rwkdeshuwhwvmvmdnckmuvdt
New York Times,1466537.0,United States of America,123585.0,4.0,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,WA,Uwi7579,R,Utgwrun,,Ivwhotvobwkshcixclfobqoljlaqohw,48.0,1-302-096-9321,S,Capzcewdt,839.0,3.0,,7.0,Sherbrooke,Uwinnbtdd
Adobe Systems,991860.0,United States of America,391134.0,1.0,CYQWJKJB,GA,VXZ7580,U,Wgulrhctjlg,,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,96.0,1-915-044-3154,S,XKBLVBCCYKMIXABVTOTVPZCJRII,672.0,1.0,,2.0,Sacramento,VXZTLDNZPYIFIKTIJRXS
Valmont Industries,,United States of America,426759.0,5.0,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,AZ,Ayk7581,O,Srhxvxe,p,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,58.0,1-040-274-3474,M,wmknfemsztimaphftadowlmbnp,696.0,5.0,f,3.0,Charlotte,Aykkkc
UAL,1816368.0,United States of America,451737.0,5.0,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,NV,lho7582,O,Dadkihaohc,,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,63.0,1-678-397-2739,W,DHLVITRFJDXLTPAGMPMJ,448.0,3.0,M,5.0,El Paso,lhodktal
AFLAC,565246.0,United States of America,180822.0,2.0,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,TN,rzi7583,O,Fpoleiod,,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,18.0,1-679-345-9939,S,Jdpqutldftwykfyhukveiaimoyyk,549.0,1.0,,9.0,Mesa,rziprpcfwnirtuvrbfnuepq
VeraSun Energy,1899339.0,United States of America,205843.0,4.0,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,AL,Wds7584,O,Cuaieflmccqp,,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,40.0,1-093-616-0613,W,Qiwemtdba,705.0,2.0,,0.0,Simi Valley,Wdsuorykxmvfxupyyjl
Magellan Health Services,3873239.0,United States of America,470985.0,4.0,ccfzcxohrhrcnypedmhjovjyjrxi,TX,Xsj7585,O,qiraymmapgf,f,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,29.0,1-546-131-8988,M,JQKEDISZ,387.0,3.0,M,6.0,St. Catharines,Xsjypvyfoqbiq
Emcor Group,767547.0,United States of America,318225.0,2.0,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,WV,Lux7586,,Tsynomgib,v,Nhgrkzjzcrjcerkwrugwul,21.0,1-477-186-7432,U,Gfuwa,359.0,1.0,,7.0,Washington,Luxkby
Peabody Energy,1027999.0,Canada,326044.0,2.0,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,ND,wxw7587,O,Amudllk,,,41.0,1-965-848-6954,M,CTTUYHUUMMDTX,494.0,2.0,f,9.0,Chula Vista,wxwhwasadsmxchyhlgrvnurte
State Farm Insurance Cos.,3428495.0,United States of America,,1.0,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,Saskatchewan,pfz7588,,ELQKT,e,uiaoi,56.0,1-622-866-0937,M,Wvtqm,345.0,1.0,m,10.0,Montpelier,pfzjoarqopfjtzjalxxxeq
Humana,1827180.0,United States of America,187282.0,2.0,REHWDWEP,VA,hlx7589,O,Oiwac,,Wwonzdtvwkn,33.0,1-040-217-2014,M,xuwgpsvzcpxtoerndtr,402.0,0.0,M,10.0,Mesa,hlxshqpvshstjerwclb
News Corp.,2070007.0,United States of America,,2.0,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,ND,nyb7590,O,Dqgzinvuxxy,,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,96.0,1-101-684-2373,M,Hnnzpokbygacjjgybkskf,579.0,0.0,,3.0,New Haven,nybiaaw
Torchmark,,United States of America,,2.0,DIMPFMEBDNHBCT,ND,Ltt7591,O,Nchaajfkjvx,O,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,35.0,1-386-426-5849,,qsnivsknktiwjpqwnrlgftnmsrxkjc,569.0,0.0,,2.0,Indianapolis,Lttvvpjjavydrmbt
Rock-Tenn,3596263.0,United States of America,306946.0,0.0,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,MS,gsz7592,O,XEDMBUAMGXKH,,cezvfwtftwlwfrgrpxtuejvrgucexe,40.0,1-598-816-0126,W,pygsfvfpeofkdcugfvxdsqgmcgebfp,745.0,4.0,,9.0,Stockton,gszunimggpyfjzmivbwizzftuen
AGCO,3719999.0,,99663.0,0.0,DVYTEPWCABNSGPTLJEMPQLTEWM,WY,Kwp7593,U,crxbrlj,,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,10.0,1-770-379-7700,D,Zgxsuo,320.0,,,1.0,Louisville,Kwpztgkknktyvdks
,3058439.0,United States of America,482013.0,2.0,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,MA,AGM7594,R,Eytubbwi,D,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,59.0,,M,ganifmdaqbltccwbqijtkypcetuq,591.0,4.0,,4.0,Atlanta,AGMCLBCUEPVBRKDKWAGBCFOLYET
United Stationers,2592932.0,United States of America,180476.0,1.0,,AK,Ocn7595,U,Lwftldizl,u,Ctgihaqlm,70.0,1-628-245-6238,M,IYCOMORWDFSEKN,,0.0,m,10.0,Milwaukee,Ocnds
McCormick,1471273.0,United States of America,285682.0,4.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv,PA,Cmw7596,,GSSFZNBZL,,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,69.0,1-813-787-2611,M,vdvdlfz,417.0,5.0,F,5.0,Fort Smith,Cmweamsabhudajyhpsohkpzcy
National Life Group,,United States of America,455032.0,0.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,MA,Dit7597,R,Nrnqtmjz,V,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,96.0,1-362-897-1162,M,Sbwymtnwzhffkwjczlsnvrtcv,338.0,5.0,,8.0,Knoxville,Ditjvpiidkjkvxssfnctzcczb
Hasbro,2410816.0,United States of America,356141.0,3.0,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,DC,Rmm7598,O,Rzjxvum,S,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,9.0,1-952-919-4878,S,qjjwbffbgxilxyarhjwdvo,340.0,,,9.0,Idaho Falls,Rmmasnivkq
Tupperware Brands,1059543.0,Canada,165667.0,3.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,RI,ekj7599,U,Accezkuzqrif,,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,39.0,1-145-214-8009,U,JIXUQX,738.0,3.0,,5.0,Jacksonville,ekjvgcmzgobzeerrpfgefwvxlvfcua
Covance,379282.0,United States of America,459767.0,0.0,MIMWGPPF,MA,wcq7600,O,LNZZPGOTEG,A,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,31.0,1-328-944-9786,S,Eqrxuc,597.0,2.0,,7.0,Stockton,wcqqbslcxugdqpbzbmbqvlahw
Interactive Brokers Group,3271265.0,United States of America,106459.0,2.0,Xpannac,Alberta,Klc7601,R,YINOHET,,RSSNUTWWLOKIHRRTPEAFTLBF,64.0,1-899-864-9421,M,PDAXUXBMPOVTKJUR,603.0,2.0,f,4.0,Thousand Oaks,Klcanpomjmuwosnasroukafsxtufz
SkyWest,1530364.0,,51021.0,,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,AR,Jrd7602,U,ddgkyv,,Sachwqwddeyfxvagihsjxtcsibaejb,38.0,1-877-997-8896,D,Adftxl,662.0,1.0,,5.0,Nashua,Jrdmn
Best Buy,3731860.0,United States of America,494931.0,2.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,VA,GDQ7603,R,Seiksuhglhj,,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,47.0,1-750-900-0823,W,Gaksvvggpbleteofow,838.0,4.0,,0.0,Tallahassee,GDQESTOSFCKVLPZEQPNFIKQLTXB
Sears Holdings,2488858.0,United States of America,429859.0,5.0,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,OR,fnm7604,O,Ytgghhaxc,,Sbutxmtwkb,,,M,Ijstknxzfzsvqmy,791.0,2.0,,9.0,Brownsville,fnmqzceohwapysohiuofkhjpwzgv
Frontier Oil,2301347.0,Canada,,1.0,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,ID,Ymu7605,O,Ajlcdadx,e,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,76.0,1-347-704-7823,S,jvhwyzbcwdrrqmlbvpjwbohhemm,692.0,4.0,,7.0,Charlotte,Ymuvinagbzdhiwglzfacood
Automatic Data Processing,1736571.0,,464086.0,0.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,IA,Pxj7606,O,Daivf,R,mnkidgiyajigobghpnkdvauwiubpjb,60.0,1-228-976-2888,W,nhhjbqktsr,673.0,3.0,,8.0,Oakland,Pxjmfwpwm
,2399483.0,Canada,207651.0,3.0,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,TN,Rsd7607,O,xrquzcptycg,M,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,73.0,,U,Lmhtjwddyqbzlxgv,331.0,,,7.0,Fort Wayne,Rsdlvo
Comerica,2982744.0,United States of America,260418.0,4.0,BPPKDY,Nova Scotia,Qqh7608,O,shigmwk,,Fmrydeogisvvtrpsfonolelpnqcbkrr,37.0,1-760-429-1328,U,BXFLGQTJSJDQAUCXXJXWHTQU,744.0,,,2.0,Chula Vista,Qqhwdyopkfs
Baldor Electric,1611011.0,United States of America,,5.0,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,Ontario,udq7609,U,enehob,Q,Xhggtfwyslxvgeiuzjfxewcsweefq,50.0,1-253-879-8833,M,Tlaihggmhfiuezhjgps,446.0,1.0,,6.0,Peoria,udqexswxytatsvxw
Commercial Metals,2999167.0,Canada,316963.0,0.0,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,MD,Ghl7610,O,RNLAKRXSPA,M,,0.0,1-401-256-3483,M,DSRXJZKFJTIVXLBAX,,4.0,,0.0,Lexington,Ghlflxgkavpsqvkpun
,,Canada,84046.0,5.0,Xuqmcmxaigbk,AR,mtk7611,O,Hlezt,,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,1-175-910-8245,W,Annsrbdzywmpqvigpn,,,f,,Salem,mtkfmxripistepftjaxfosviokgqsf
Molina Healthcare,3307491.0,United States of America,368990.0,0.0,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,Saskatchewan,QIY7612,O,Iyqmkpcjx,,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,,1-565-191-3419,M,Mrawpcvb,723.0,3.0,,9.0,San Jose,QIYQRALNIIONMKDZB
Plains All American Pipeline,2057260.0,Canada,124382.0,2.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,OH,Ohz7613,O,klgnkcaedht,,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,81.0,1-921-688-5401,S,yociu,348.0,0.0,,2.0,Kansas City,Ohzpaqjtc
Agilent Technologies,53179.0,United States of America,9263.0,2.0,EECYCMJAJGNQBRSKW,VA,djg7614,O,Jsombikj,,Gvdteormavfflajkedaclod,52.0,1-925-155-0170,M,DQNVNWPYSMLDGXJVBUHUKDLRSLN,666.0,0.0,,,Windsor,djgtucxplpftr
AutoZone,690086.0,United States of America,334181.0,2.0,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,ID,Iad7615,U,Xtckbvng,,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,68.0,1-185-691-2951,M,wfnjfn,,4.0,,3.0,Chicago,Iaduje
,2025465.0,United States of America,314001.0,0.0,hgandkyzsnb,WI,EMG7616,R,YPUWSVRD,H,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,,1-067-518-3854,M,WWWEN,844.0,1.0,,8.0,Evansville,EMGQKGEOTCGAFGDZVTRUAVGZYPM
Universal Health Services,695307.0,Canada,168309.0,1.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,MS,Hjn7617,O,Ifxvsnt,,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,36.0,1-188-554-1671,M,Krjcfgq,766.0,4.0,,8.0,Honolulu,Hjnljezrxojeaoustvawackahexa
Time Warner,3238398.0,United States of America,322765.0,2.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,OK,CYP7618,O,EAOJPQVWBNZ,D,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,31.0,1-168-215-2223,M,Fxmpengjsaf,521.0,4.0,M,10.0,Cleveland,CYPTBBGPWKKKFNOUHJ
Sealed Air,1213578.0,United States of America,311253.0,1.0,QTWXYHMLBYQ,GA,KPN7619,O,fhirgl,h,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,55.0,1-228-022-3056,W,Eobtk,306.0,5.0,,7.0,Livonia,KPNRNVLRFUTOWOERTCSIRQZ
Sprint Nextel,103708.0,United States of America,140296.0,5.0,SDEAIMDWRSKXTFCPHWF,TN,Vbi7620,R,Lahfziy,x,Blsmawjjdmdamrhqyqgzmbkfa,66.0,1-926-766-1124,W,Abahrdfcbtscoblhaovnjkbx,411.0,5.0,,9.0,Little Rock,Vbimifwtrtvb
,1086081.0,United States of America,439984.0,1.0,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,SC,ehb7621,O,tofdjef,,Stofpzwyhkpmuq,22.0,1-538-797-1948,M,bhephgijqbu,,5.0,F,3.0,Halifax,ehbcbdctlcspuvwbqveohanmkolbw
Quiksilver,1349626.0,United States of America,454011.0,5.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,AR,TMQ7622,O,rckzx,C,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,51.0,1-627-234-0841,U,KECNVVPGTOXHIGOUAWLHU,702.0,0.0,F,8.0,Peoria,TMQACIIUMYYZHYX
Valspar,1083092.0,United States of America,191541.0,1.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,MT,Lsb7623,R,MMLJKBGXD,y,,26.0,1-876-492-0782,S,xppmtvztaifqynlbmofxonnus,842.0,5.0,a,1.0,San Jose,Lsbutxufufshmkqnscnhx
Timken,1662799.0,United States of America,,2.0,Lhwkvadxwcjobcggyuighvqlcm,WY,Dpz7624,R,banusio,u,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,100.0,1-436-946-7319,U,kzntoukktuqqfuyeo,528.0,1.0,M,0.0,Charlotte,Dpzpfctp
,3548540.0,United States of America,,3.0,,WY,Zuj7625,R,Safkd,,cnckvldjedzgdqhy,13.0,1-281-780-2897,W,TDRLAQZARCGRAMDDMCWP,300.0,3.0,,5.0,Hilo,Zujmcfzznpfohsdp
Occidental Petroleum,881414.0,United States of America,269215.0,2.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,WV,Jqk7626,O,DHTLWJDXLRW,,,11.0,1-421-286-4139,S,shbaeyxyrjfietruntrdeyqkc,752.0,1.0,,7.0,Yonkers,Jqkozdva
,1712200.0,Canada,193126.0,0.0,Alukohji,CA,ijb7627,O,RORIUHK,,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,62.0,1-908-354-2709,M,Zururxrihusergiba,303.0,4.0,m,0.0,Modesto,ijbcvbgglqupyentiqncsnswyygl
Massey Energy,847446.0,United States of America,462618.0,3.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,Alberta,NMO7628,O,bxgwhohh,U,qehomraquwxrkb,13.0,1-466-560-2530,M,QZLCPVRKZMTENMREVZT,418.0,5.0,F,10.0,Louisville,NMOXMHMVUDGY
Weyerhaeuser,344294.0,United States of America,212026.0,3.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,New Brunswick,Tef7629,O,SRARKMXOD,,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,23.0,1-578-686-8082,W,dvbflygvxrizbclmqwoajkvnzoufc,667.0,3.0,f,4.0,Eugene,Tefewe
National Fuel Gas,1534879.0,United States of America,371024.0,1.0,Kxxipkohacffav,British Columbia,Sdj7630,U,hwugfvlttol,Z,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,51.0,1-166-077-1436,D,mtnubdnrdoivcuqmapqhtvzkixw,441.0,4.0,,7.0,Buffalo,Sdjhq
Pep Boys,3897101.0,United States of America,235810.0,3.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,DE,Pbr7631,O,zgsllav,,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,2.0,1-535-320-1881,U,Nzljqsbgutsixlosfedpmlzl,471.0,2.0,m,0.0,Santa Fe,Pbrfgfdwedgrmifitr
Neiman Marcus,3064442.0,United States of America,347270.0,2.0,onxyyslcmbyxpfjuykowqpwqi,CT,Ice7632,O,Mszwfhpj,,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,,1-633-495-6478,W,Ealrdsynhtadihmsl,701.0,,m,9.0,Springfield,Icejebxweavlnddpjz
BlackRock,2016524.0,United States of America,399212.0,5.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,Quebec,ZWG7633,R,Yqfxb,,TAIWTM,82.0,1-398-680-0278,D,xfjdwfentojva,323.0,2.0,,1.0,Anchorage,ZWGIV
McGraw-Hill,37745.0,United States of America,439561.0,4.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,NJ,Evw7634,O,ypmuep,,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,94.0,1-185-976-7770,M,Zvowaelneuhpxzphpvtgvfz,846.0,5.0,m,10.0,Winnipeg,Evwthrqmqfpsbpdqojtqzpjmpoea
Family Dollar Stores,503752.0,United States of America,29980.0,3.0,Krdmgygwnziumjdtybwyw,MN,Lhl7635,O,Xthtecuu,c,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,16.0,1-490-238-8219,M,fmdcjzjekrwrirumyvfuqnnkxzr,850.0,4.0,m,8.0,Waco,Lhlatzfku
Teleflex,2115180.0,United States of America,28693.0,2.0,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,NE,LYB7636,U,Xjzpdio,N,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,43.0,1-891-741-2112,M,Ohetzpmilrphnhnasiisaypdl,,5.0,,,Stockton,LYBUGCXZYJSERVQKQJKNIIW
,839222.0,Canada,106794.0,1.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,VA,Ijb7637,O,Rgthehdvvlh,x,Phqspowfoiqmszxy,76.0,1-849-918-0984,M,VAUWGMVOILXNGKB,564.0,2.0,M,3.0,Boston,Ijbmwiomutrflaupolplmfjsqh
Imation,1851334.0,United States of America,340598.0,3.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,PA,Zhf7638,O,ysexit,,XDPEFDQIMFNMCO,0.0,1-426-168-3142,S,Tnwgmuvaaqmxskkyqnvrmnmul,558.0,5.0,f,4.0,Memphis,Zhftulgpedd
PPL,1348251.0,United States of America,490597.0,1.0,Bfntmkesgyjkjrgttbtdncoumqhmnxy,WV,PYU7639,O,Wscgcsbwlzj,r,FSSAAXLAMAPBOMTNUFG,33.0,1-757-910-8931,U,mtovrkjvtfkennjujgpegknnck,417.0,,m,0.0,Sydney,PYUHQOCHAUAWGKHHLXQNUWZTEBN
Smithfield Foods,2722392.0,Canada,499685.0,2.0,,WY,Iku7640,O,AUQJTIMK,F,AKWOIATLDDKU,62.0,1-468-325-0119,U,Lwxdv,487.0,2.0,,6.0,Shreveport,Ikufiibsvk
Macy's,1785161.0,United States of America,62285.0,2.0,Bnbfbxvqxtngv,MN,HBZ7641,O,Weqnwrwrbcgx,,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,8.0,1-383-310-7894,M,Ftvuzjdzocqmcoxvrbqcna,639.0,0.0,m,9.0,Modesto,HBZACUNNIOTFKFSTCILLC
Torchmark,2823578.0,United States of America,320885.0,5.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,VT,Pco7642,O,facqrtjqjmd,,VANVGDDSYEK,4.0,1-353-727-2029,U,Hnbgeuii,625.0,5.0,M,3.0,Hull,Pcofbhaqeemibnkjtsoxmdibmpquo
Herman Miller,2123972.0,United States of America,184669.0,5.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,WV,Ybv7643,O,OCNCREZ,,TVTDULLNHUZPDNEEKSXEGPXDNE,39.0,1-028-849-5461,D,Fykbowmpxpbb,,3.0,,1.0,Yonkers,Ybvjle
Kindred Healthcare,112782.0,United States of America,126989.0,0.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,IN,Rim7644,R,JXOGSVJ,F,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,90.0,1-480-785-4021,S,Ruagwhiorgizpmbphjerywjrr,,0.0,,3.0,Atlanta,Rimdakhncfjlrbor
Arch Coal,248311.0,Canada,48144.0,1.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,MS,gnf7645,,Iqtso,,HWAWSSEUGGKEXQDESYXFHWZ,7.0,1-443-132-4138,M,teldp,460.0,4.0,,3.0,Hayward,gnfkwjxmvkbeh
Whirlpool,3719851.0,United States of America,377787.0,5.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,CO,Wxp7646,O,Uxgvbwop,C,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,95.0,1-143-020-1234,,Tmhxnpfgyifx,793.0,4.0,F,8.0,Savannah,Wxphiul
Arrow Electronics,1920385.0,Canada,323782.0,5.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,PA,Dxh7647,O,Ovsiu,N,,59.0,1-475-304-3486,U,Fpchjcvsrkakkqqsojokdrg,821.0,5.0,m,8.0,Fullerton,Dxhuevhfuceqmpoolmuhflp
Rock-Tenn,576903.0,United States of America,31880.0,3.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,DE,Aqo7648,O,Frqdqbs,,NASLRGJGXPDOGNJSHNLNGBCXJVO,13.0,1-677-882-6792,S,Heiehcgec,,2.0,,6.0,Overland Park,Aqopbqsxqxjj
R.H. Donnelley,1855037.0,United States of America,390190.0,5.0,Eymghd,Prince Edward Island,fen7649,O,waiitdv,s,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,58.0,1-151-067-7411,D,sgapkfrztiyyayezulvi,643.0,3.0,,8.0,Alexandria,fenowyirqcdcwwo
Pall,2954046.0,Canada,413821.0,4.0,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,TN,CMQ7650,O,Vlmzifrfolfs,,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,67.0,1-645-553-4591,U,Nohjtayoycptngwoitqzhmuf,817.0,1.0,,2.0,Fort Collins,CMQIHWYKNOLSX
Burlington Coat Factory,952096.0,United States of America,301451.0,1.0,Vqdxskijczxliokh,CA,Yhb7651,O,DKXNSUJQRKGM,,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,68.0,1-670-793-5351,,QIGFYQTIPFYCR,702.0,2.0,f,10.0,Santa Fe,Yhbbdqabnbldfqhnofnxdrzrj
