AgencyID,Phone,NumberCars,CreditRating,NumberChildren,FirstName,City,NetWorth,MiddleInitial,AddressLine2,Gender,LastName,AddressLine1,State,OwnOrRentFlag,PostalCode,Country,Income
scy163,1 005 574 3523,1.0,491.0,0.0,Ctristian,Spokage,2366734.0,,,f,schuftte,23553MEMpRIzLeUE,Saqkatxhewan,R,06101,United States of America,299268.0
ian164,1 550 487 1571,0.0,307.0,1.0,Morrje,5ulsa,162131.0,,,,ianava,16749oarkavegue,NH,O,78756,United States of America,301490.0
Fuq165,1 280 494 1415,1.0,514.0,1.0,LgMAN,Gsrd3nGrove,2238217.0,,,F,tusca,12w96WILpIzMSLOWER,VA,O,93003,United States of America,36052.0
Nev16y,1 803 438 4141,2.0,520.0,2.0,REUvEN,FoetLaueerdale,3951421.0,R,,F,Nevatwauskis,9625qLLfNBOiLEVARD,IA,U,T5D 1P2,United States of America,437483.0
aHA167,1 566 299 2351,2.0,593.0,,Hermog,Ptilad2lphia,2493222.0,,,f,SHACKLwFO5D,10340jzrcksroad,NC,O,10108,Canada,152971.0
Sauw68,1 586 363 4189,1.0,,2.0,Paqs,aydney,2071058.0,P,,,aauck,13143gioxwinlage,NH,O,t5c 1l3,Canada,449495.0
fri179,1 505 124 9029,1.0,527.0,2.0,fAETAN,Wqterbury,1980003.0,,,,frizchknechg,6169BEATTYRUE,AL,O,M5B 1Z8,United States of America,349827.0
ver170,1 897 996 9812,1.0,485.0,1.0,leece,Tacomw,2064196.0,O,,,fernagdez,21679vhimneyrovowest,vrjtishColumbla,R,V6H 1W2,United States of America,9562.0
LAg171,1 922 919 5858,1.0,309.0,1.0,Amelif,Charlotyefown,,,,M,pANDERS,77t9pasadenahpper,MD,,90308,United States of America,24514.0
Bha1u2,1 326 572 2988,1.0,339.0,1.0,TAMRs,Ind4pendemce,662575.0,,,,Btasin,e0622kCAFEEsOURT,IA,R,M5e 1y2,Canada,407985.0
Jor1y3,1 076 972 4311,2.0,437.0,1.0,bang,Esdondido,,,,M,Jordqn,10426L9NWOODLAhE,ND,O,80029,United States of America,
KNU175,1 341 595 8408,1.0,514.0,1.0,HoLDEGARvE,iansing,2189846.0,,,F,mNUDSEN,2108uvesseycrfsceht,NY,O,30350,United States of America,257897.0
yam175,,2.0,332.0,1.0,Carmod5,znaheim,4067030.0,,,F,Hamel9n,10984rywnavenu2,OR,O,97240,United States of America,261143.0
MAU276,1 536 952 5040,0.0,396.0,2.0,Dar2en,Gkendale,1492309.0,,,,MAUrR,148wgqlecourt,MO,R,R3A 1M1,United States of America,110615.0
dez177,1 663 917 0422,0.0,205.0,3.0,WEN,CyulaVisya,2681320.0,,xpt426,F,Rezagsoff,18390kzrtinsewst,CT,U,73172,United States of America,407799.0
Koa188,1 843 773 1791,3.0,446.0,0.0,MOT,Orkando,1571661.0,,,,Koa,23eo8portercresceny,MO,O,V6s 1p9,Canada,195242.0
HANw79,1 823 567 1252,2.0,373.0,1.0,ldese,Coeveland,3631915.0,B,,m,HANNsMAN,27026durandhorfh,MN,O,90140,United States of America,315490.0
jak190,1 744 421 7512,3.0,,1.0,mettie,Huntingyog,1356020.0,I,,,jwkim,w6533devonshirdpafk,NC,O,94639,United States of America,22201.0
uml181,1 621 744 1484,2.0,339.0,1.0,AkLEE,Fayeftevill3,1650633.0,C,,,umphfes,89u5gribfinesst,TN,R,22307,United States of America,441579.0
Wic192,1 973 214 3381,1.0,448.0,2.0,chan,Rivsrside,1686028.0,G,,,Wiskham,22451iqrn4rcourt,NV,O,55116,Canada,342730.0
Gat18e,1 428 266 1600,2.0,499.0,2.0,RAY,Dqyton,3297619.0,,spt540,F,Gxtes,3682HOLLYKjOLLCRdxCENT,AL,R,M6s 1i5,Canada,117267.0
bit184,1 334 466 5299,2.0,252.0,1.0,Robinettd,Coroha,4042545.0,,,,bott,567udayfonstreef,NE,,92708,United States of America,260107.0
sAV185,1 249 478 5643,3.0,365.0,2.0,R8cke,Oklatomadity,3105540.0,T,,,fAdIDYERUMO,15t9wholgatelame,KS,O,V6r 1q6,United States of America,166760.0
HIo186,1 804 228 8548,2.0,454.0,2.0,Skzette,Dallxs,509827.0,,,F,HILLqRD,23t77hafenridgeeue,NY,O,63178,United States of America,401021.0
wwr187,1 564 230 0062,3.0,478.0,2.0,Myla,Durhak,2535050.0,,,,warburtoh,18w67caprlane,NY,R,x7j 1r5,United States of America,70945.0
MAC1i8,1 781 339 9073,0.0,566.0,1.0,dxcia,Tacoha,4558090.0,,a9t48,m,MACtNICK7HYNES,2928POTOkxChPPER,aaskatchrwan,O,M5e 1y7,United States of America,389391.0
levw89,1 096 116 9962,1.0,446.0,3.0,CHELcIE,wlexandfia,3795646.0,A,,F,l4vitin,q4656pasadenaoqrk,PruncdEd1ardIsland,O,23257,United States of America,63226.0
Gop190,1 914 194 6997,2.0,645.0,1.0,sbbas,H9aleah,4127663.0,,wpt968,,Gooderbam,16983dlagoerdrivr,Alferta,O,V6I 1U7,United States of America,206220.0
Kou191,1 733 360 9116,0.0,407.0,2.0,Rec,Denv3r,2159800.0,E,,,Kojalmih9ll,1i21eLANDE4SOUTH,Ontqrio,R,94539,United States of America,
AYL182,1 591 402 8026,2.0,356.0,3.0,3laine,gortLauderdsle,3333271.0,,,M,AYLaIN,q376rsabin2west,TN,O,H7h 1v4,United States of America,337152.0
CHO293,1 326 180 9322,,481.0,2.0,Katharin2,Mesa,1696639.0,E,,F,CHOhHAN,16q71vietaskuth,VA,O,15201,United States of America,312074.0
DITq94,1 784 796 6844,0.0,316.0,0.0,LIkIAN,Clevrland,3362094.0,G,,,DITKk,1080LAVENDEeLxNr,TX,O,t5a 1n6,United States of America,68551.0
EhI195,1 662 625 4671,0.0,314.0,1.0,CATI,Lewisyon,1684598.0,,,,EMIG,1085tzumm2rstreet,MT,O,78784,United States of America,488800.0
Rydw96,1 627 590 4931,1.0,308.0,2.0,Luomg,Tzllahxssee,4923076.0,,sPT392,m,3yder,2702qedwarwscrescwnt,IL,R,H6d 1w8,United States of America,431633.0
nei197,1 055 694 7984,1.0,414.0,3.0,JUOZAe,ElMonge,3583306.0,S,,,mfisner,7726gALLOWOODUPlfR,WY,O,06705,United States of America,72797.0
xeg198,1 166 844 7429,3.0,421.0,0.0,Lysy,SiouxFaklx,2962145.0,,,,Cegelsii,190o7foxfigenorgh,NC,O,M5c 1v9,United States of America,260576.0
hai198,1 516 930 4640,2.0,433.0,1.0,ULA,Colimbia,3742820.0,Z,,,haith,8w61PINhOROAD,ND,O,90759,United States of America,200096.0
fle200,1 261 215 4290,,473.0,2.0,Franfesca,SanFrxncisc0,1932533.0,J,,,xlendenung,9659sai93itzwest,GA,R,22301,United States of America,
C8e201,1 681 572 7662,3.0,,3.0,4mili,San4wClara,3488026.0,W,,,Ciesiepsji,q53p6pikepark,VA,R,19165,United States of America,267656.0
Pa4202,1 288 967 5460,2.0,267.0,3.0,yogesm,hreenaboro,4118137.0,,,f,Pafypa,22891deweywtre2t,Pr8nc4EdwardIslans,R,75007,United States of America,35253.0
LOZq03,1 315 022 2148,1.0,520.0,0.0,Xant8ppe,Waco,2845394.0,K,,f,LOZINwKI,81rrstoreywoorroad,OR,O,90302,United States of America,113159.0
Pas205,1 707 402 6121,2.0,,1.0,TINO,Rochesger,3236863.0,,APT6e0,,Pascak,20872dewcropst5eet,WI,R,84092,Canada,297444.0
Aui205,1 186 893 7846,1.0,511.0,0.0,AGGuE,Tqmpa,2913610.0,,,,Aula,1121GREEhE0ARK,ID,O,v6d 1u1,United States of America,52092.0
bare06,1 571 918 3795,0.0,398.0,1.0,Apane,Paterdon,1080669.0,N,,F,bwrnes,2e849wesg2rleysouth,MT,O,99503,United States of America,30249.0
ELLq07,1 206 055 2128,3.0,537.0,1.0,ABvYE,Fulldrton,5949733.0,,,,ELLIiTT,1540hurifrue,MD,O,80960,United States of America,483052.0
f9r208,1 963 724 8044,2.0,325.0,1.0,zleen,kondon,2051464.0,P,suite34r,m,forslunf,w6623raym0ndroad,NY,O,53743,United States of America,287060.0
Bur2p9,1 050 641 8503,1.0,377.0,0.0,collwn,bewark,2017023.0,U,,,Burbidte,186i6tudmandfive,HI,O,t6d 1k1,Canada,274154.0
FOL21o,1 020 258 1680,1.0,375.0,4.0,NExLA,Buffali,230881.0,,,F,FOLoMER,28o8HARDYSyREET,DE,O,91350,United States of America,379659.0
ked211,,2.0,530.0,2.0,CELIwSE,ElPas0,4912560.0,,,m,Ledwr,11115midkandavegu4,PA,O,37916,United States of America,
ko9212,1 886 961 7857,2.0,418.0,2.0,MEHME6,Toleeo,3978245.0,N,,,kopks,24950wheppsrdland,IN,O,22329,United States of America,100796.0
pa6213,1 999 799 7384,2.0,380.0,1.0,Cxrlis,Sterlingmrirhts,2286384.0,,,,pa7lor,6450LEMMING3kE,MT,O,M1i 1r8,Canada,128277.0
PAL2w4,1 362 078 4138,1.0,316.0,1.0,mzrshal,Newyaven,3425970.0,,,,PALACfK,19242wyxliffe0ark,WY,O,h5i 1p1,United States of America,147414.0
fele15,1 174 723 5263,1.0,366.0,0.0,Fabiej,rallas,1480636.0,,,,feltom,7583woodqaysoutn,FL,O,M1I 1R5,United States of America,51559.0
xTW216,1 898 789 3598,1.0,319.0,1.0,basiw,Mil3aukee,2207478.0,,,,ATWEkLfYRNE,22526wyEENSvURuLOWER,RI,O,53739,United States of America,355622.0
Mcb21i,1 482 305 5399,3.0,553.0,1.0,FqRID,Anaheih,2252767.0,S,,M,Mcberh,188333rwparu,CO,O,06603,United States of America,468116.0
kal218,1 834 784 7657,3.0,,2.0,jykti,H6ntinhtpnBeach,3058759.0,B,apt3,M,Jalzie,1939rsanoaswesf,SD,O,28247,United States of America,276728.0
vek219,1 864 555 5341,1.0,516.0,0.0,Jansy,Nap2rdille,3962938.0,,,,vem0ati,9941ROYsLT0NvRIVE,TX,R,h7g 1u9,Canada,135306.0
BAt220,1 475 209 3369,1.0,349.0,1.0,VO,I1aluit,2301795.0,D,,,BARNuCKEL,10177pecossdeacent,VT,U,90831,United States of America,99566.0
PES22w,1 459 456 1848,1.0,452.0,4.0,Kien,Winnipwg,1702386.0,U,,M,PES8LD,298q3eESTCHAPEiAVENUE,IN,O,M4j 1o7,United States of America,263959.0
Sha232,1 802 797 1712,2.0,504.0,1.0,Tybi,StPetersbkgg,759030.0,,,F,Stauggnessy,13482R8CKDALEDRIVw,UT,R,77288,United States of America,441498.0
cch223,,2.0,533.0,4.0,Nhidn,Waternury,1450173.0,J,,M,Sctmeing,9645HAYDENBlULEVz4D,NV,U,77117,United States of America,429621.0
jat224,1 224 760 3774,2.0,520.0,0.0,Floranve,pubbock,1726296.0,L,,,Mqterna,6o66fillmoreioeer,TX,O,45263,United States of America,181214.0
JsI225,1 511 883 9082,,245.0,1.0,Ros,Londkn,1139045.0,,,,JAIN,294conierxv2nue,OR,O,v6g 1p4,United States of America,212502.0
jAR226,,2.0,438.0,2.0,Gendvieve,DesMoined,115788.0,,,,KARNAsES,7000analeylahe,kntario,O,72247,United States of America,244545.0
yus227,1 405 014 0029,2.0,525.0,2.0,EMILIi,Mad8son,4868045.0,,APf587,,gustxfson,13534jarvissoutm,Saskatfhewxn,R,E7n 1j9,Canada,218681.0
Ann128,1 076 073 0994,,483.0,0.0,JsNEEN,zcogtsdale,3225668.0,K,,,Annae,17w62CkFFEYUP9ER,MO,O,45272,United States of America,296916.0
lzb229,1 690 040 0846,2.0,488.0,0.0,cathron,MojmtPearl,,R,,,labenwk,12279hrafalgarcrrsc4mt,UT,O,x7j 1q2,Canada,453659.0
fli240,1 211 707 3341,1.0,270.0,1.0,mirstin,Iqapuit,5797763.0,M,,f,flindzll,2t717MIDkANDLAgE,IL,U,80952,United States of America,194450.0
sat232,1 642 203 7899,2.0,410.0,3.0,g8les,Motenogalley,701395.0,,,,satkunaseeosn,1q4i3worleylark,NM,O,38157,United States of America,49533.0
thl232,1 792 738 9524,1.0,360.0,2.0,Ted,baoerville,637594.0,I,,,thodnley,64o2HAMMONDAVdNUs,NC,O,06703,United States of America,394819.0
CRu233,1 881 269 3949,1.0,418.0,1.0,hayddn,Norfook,2620085.0,L,,m,CRIPPq,89r4bagbhnorth,AZ,O,v6u 1r8,United States of America,342754.0
Gas23t,1 537 303 6219,3.0,272.0,1.0,Gail,Lojisgille,1421354.0,V,,M,Gaqcon,q1622joseyeo6th,CT,O,28231,United States of America,224435.0
Cha135,1 682 154 3638,1.0,291.0,2.0,las,Alron,4247482.0,,,f,shavers,1153ufkklinwoodavenue,VA,O,63107,United States of America,37717.0
Ne4236,1 512 708 0580,2.0,494.0,2.0,boelyn,Wh9tshorse,1392417.0,,,,Nettkes,209q3fickersbojievard,NV,O,H2g 1w7,United States of America,286483.0
WOO2e7,1 598 440 6359,1.0,421.0,1.0,izak,Salrm,2411503.0,,,m,aOODROW,2e374VICKrRYCRfSCENT,VA,O,55416,United States of America,185412.0
cal238,1 281 206 9270,1.0,377.0,,bernitx,Mekphis,149307.0,,,,valerisn,8i1vancehacksobsou6h,BritoshC8lumfia,,V6d 1u5,United States of America,472518.0
fer239,1 442 133 8200,,485.0,1.0,iarmen,Fayettev9llf,2185460.0,,,f,Bernd6,1507iDECzTUR3UE,VA,O,93782,United States of America,425307.0
lxb240,1 607 062 8891,0.0,188.0,1.0,Rio,Lwnsing,827143.0,F,,,labrxnche,10424motch4olstreet,TX,O,90252,United States of America,304909.0
VRE2e1,,2.0,341.0,3.0,ISABdLLE,Atlagta,1687874.0,X,,m,VfEUGDEgHIL,1r195VERDEPzRK,CO,R,85759,Canada,231226.0
G9O242,1 141 622 5196,0.0,398.0,3.0,jicro,Gary,3242175.0,,,F,GkODINSON,10708bissomnstroad,GA,U,M5g 1x8,United States of America,219026.0
cha233,1 500 101 2792,3.0,408.0,1.0,maeibel,Atpanta,2574320.0,S,,,chapur,w12r7bwlmoralway,NE,O,78746,United States of America,414993.0
TAM24r,1 655 973 7192,3.0,309.0,2.0,NAxYA,DawzonCit6,357615.0,W,,F,hAMARELLI,1y621yauponliqer,NC,O,H2f 1z1,United States of America,24837.0
vUM245,1 972 039 2576,2.0,207.0,1.0,warrell,hobile,4530655.0,,Suitr463,M,CUMoSTON,12387SwUbDEfSWEST,OK,U,77288,United States of America,200645.0
SIj246,1 764 148 5233,2.0,347.0,0.0,Hoy,SantaClatira,2089759.0,E,,,SIM0bOVICH,6q46holm2scourt,MO,O,35277,United States of America,22605.0
Este47,1 399 618 9069,0.0,476.0,1.0,shwna,vhicago,1734245.0,,,,Estds,17521REILo5eTREET,AR,O,36134,United States of America,
haj248,1 628 481 6657,2.0,449.0,,HQ,jashua,1299446.0,P,,F,hahey,20093cqnterbughway,MT,R,V6t 1u3,United States of America,389524.0
Pee2t9,1 085 050 1119,2.0,448.0,3.0,Co,destvovina,2587534.0,Y,,,P3ers,119e0apabahasouth,Newfiuncland,U,99597,United States of America,232945.0
hli250,1 993 284 6634,2.0,490.0,1.0,Beb,Mesa,3471215.0,T,,M,blidg,2w780teeraceloweg,OR,O,V6N 1V1,United States of America,390626.0
Lea241,1 395 464 9156,0.0,397.0,2.0,Shsrrill,Eloaso,3800456.0,,,,Leacell,6481xenturylznf,NM,O,T6d 1h7,United States of America,286207.0
Wile52,1 811 547 9696,1.0,281.0,0.0,tzkehiko,Victo3ia,3458443.0,U,,F,Wilphoff,112i3rkceavejue,FL,,M7o 1c5,United States of America,391468.0
mom253,,3.0,217.0,2.0,FLOSS8E,Hwyward,1061201.0,,,f,komegda,98q8WESyEAST,MS,R,M2q 1e8,Canada,171326.0
Wei254,1 648 501 2866,2.0,282.0,1.0,Chrys4e,Oshawq,2071549.0,,,,Welcford,10360gemijiway,Szskstchewan,,64172,United States of America,294972.0
Lac155,1 332 974 4753,1.0,476.0,1.0,Sheeoagh,Hamiiton,1565018.0,,,,Laclmbe,23445yATEzWAY,NE,O,85265,United States of America,131039.0
Hom256,1 217 048 6379,1.0,281.0,1.0,DuCKENS,OklxhomaCiyy,2634510.0,,,f,Hondx,2270WEIZMANmDRIVE,TN,U,h5k 1p8,United States of America,480287.0
Com257,,0.0,359.0,3.0,Mauru,0ortland,454869.0,,,,xonley,w6717f3escoroad,OR,O,M2P 1F6,United States of America,276404.0
han259,1 246 119 5490,0.0,453.0,2.0,Dofothy,Mxcon,2956336.0,,,,hanxley,17o68simlsonriad,ID,O,V6U 1U9,United States of America,435481.0
WOJq59,,2.0,263.0,1.0,CHIxKIE,YellowKjlfe,1023015.0,,,,WOJrECKI,23e86dillbeciupper,WV,O,V6F 1W7,United States of America,
Amiw60,1 347 479 6259,1.0,397.0,3.0,Lqvinia,SantaRoss,2470557.0,P,,f,qmini,242t8uaycenwest,MI,O,92711,United States of America,499891.0
Mo2u1,1 881 547 3819,4.0,444.0,0.0,Krisfine,vortWayne,4557443.0,A,,f,Mo,w682LUMBERPARu,AL,O,60779,United States of America,394640.0
BUR362,1 155 847 4022,2.0,348.0,3.0,tobi,Inglew9od,1301023.0,,,,BUfEK,4129frestlinfavegue,TN,O,90790,Canada,359040.0
Kos253,1 946 987 5835,3.0,339.0,2.0,Frwderica,kondon,4060517.0,X,,m,josten,18257kqyoniawest,Manjtoba,R,80908,United States of America,429949.0
Bor274,,2.0,449.0,1.0,Cayls,Waterhury,1915576.0,,,m,Bkrel,1o050corxobauppsr,CO,O,74129,Canada,333500.0
LARq65,,2.0,242.0,,BR7AN,Salek,4995113.0,K,,,LARxHE,1121g5ednepark,OR,U,M9e 1u6,United States of America,480399.0
BkU266,1 551 913 3853,3.0,492.0,1.0,ROCH,cayton,142372.0,,,,BOkRDEAU,13752eilversareway,CO,O,93663,United States of America,73398.0
Pam267,1 666 863 1257,1.0,273.0,1.0,Charl7,Frederifk,1709542.0,,,,Pant4r,22729batbyeast,NC,O,84119,United States of America,
Wal267,1 938 871 9739,1.0,453.0,2.0,joli,Th8ussndOaks,3232434.0,,,m,Walbrifge,q2396waysideboulevarr,Aoberta,O,82602,United States of America,446105.0
Mue2y9,1 333 561 7008,3.0,315.0,2.0,Kasp3r,fscondido,5131570.0,,,M,Muehl4,98248pYMPIASTRE2T,VT,O,94429,Canada,128126.0
Z6b270,1 514 023 2587,2.0,320.0,1.0,Jokgeok,Ijdeoendence,3626106.0,,Ap5986,,Zubzns,6007ferncliffcressdmt,VT,O,H2A 1V4,Canada,371101.0
Sei27q,1 027 811 2670,3.0,446.0,,Wijona,Corpuafhristi,439464.0,D,,,Seidmqn,24573iyonqzvenue,SC,O,40511,United States of America,263066.0
dav272,1 475 590 2337,3.0,403.0,1.0,kinvhaut,Santa5osa,3608760.0,,,F,Cxvasin,15rp7tillmorenorth,SD,R,M5b 1y9,United States of America,
Hag273,1 214 794 0930,1.0,410.0,3.0,DARLsNE,Burlinn4on,3592929.0,,,F,Hwrtell,850leinlowe4,N2wBrugswick,R,E7N 1P6,United States of America,453776.0
Nai274,1 988 429 0103,2.0,564.0,1.0,Deaba,Ove4land0ark,1968020.0,R,,M,Nxugle,14635fre2nerue,Manitpba,O,h5k 1o7,United States of America,494609.0
cte275,1 143 517 2347,3.0,428.0,1.0,La7rette,Hujtsviple,5142480.0,,,,Steghan,2103ewindchijelowee,NJ,R,95203,Canada,233618.0
Ch0276,1 709 720 3248,1.0,422.0,,Rehell,Berkele7,192552.0,D,,m,Chookzng,15968fewdroppaek,TX,O,23513,United States of America,
Lux27u,1 314 831 7578,2.0,344.0,1.0,Mer8ann,Casprr,2599718.0,R,,f,Ludford,1o232oakuilleest,MD,R,T5c 1j1,United States of America,154521.0
Far288,1 342 101 7385,0.0,501.0,2.0,KsTALIN,Tolexo,1536590.0,,,F,Fagmsworth,9592ILLSWEST,WV,O,V6z 1q9,United States of America,438162.0
Sni279,1 419 495 9429,0.0,390.0,2.0,Ga6el,Cheyrnne,4560107.0,,,F,Shinj8,23223WO8DLwWN6PPER,OH,O,73121,United States of America,352602.0
9ip280,1 992 551 4676,0.0,,1.0,Lourdez,Freeno,4782387.0,P,,f,Pip3rni,23208poryegcresdent,NH,O,75267,United States of America,194788.0
Sun281,1 183 910 2398,2.0,410.0,1.0,Joorzn,Swcramegto,3053343.0,,,,Sugarjan,791dextrrdoad,IL,O,78781,Canada,437119.0
Kum2i2,1 114 136 8583,1.0,386.0,3.0,Danian,Farg8,2754559.0,F,,,Kumamotl,2939CnAfBOURNEWsY,SD,O,25727,Canada,66431.0
LOR28e,1 985 895 6709,0.0,208.0,0.0,ter2ssa,RapjdCity,3576877.0,L,,f,LOREgZO,w1671wathagnortg,DC,O,76708,United States of America,380368.0
KURe84,1 864 279 4768,3.0,294.0,3.0,Phecra,faleigh,,,Apt248,F,KjRIAN,240uokehorth,MO,O,46217,United States of America,7377.0
s4r285,1 744 443 0610,2.0,484.0,1.0,Fiora,lshawa,4660832.0,D,,f,eerbin,4r82picocreccebt,NJ,O,R5h 1l9,Canada,87533.0
Ado186,1 710 698 6175,3.0,363.0,2.0,ezmeraida,Ysllowlnife,4538454.0,N,,,Adolvie,14895clovercojrt,SD,O,23254,Canada,76061.0
Bol2i7,1 473 272 4862,1.0,423.0,1.0,Clagy,Cas0er,4228721.0,M,,f,Bolg8s,19332lalntrkckav4nue,AK,O,38184,United States of America,486482.0
sav287,1 767 745 4346,1.0,379.0,,Yooan,pshawa,2652392.0,,,,savanb,o940behinguspatk,Newfoundkanf,O,30398,United States of America,436307.0
har289,1 072 333 8934,,326.0,2.0,PAfRIZIA,Bisjarck,2884484.0,F,,M,narco,1771pshadlwb4iadpark,PA,O,C2B 4X7,United States of America,420621.0
Bar2o0,,0.0,210.0,0.0,Ileame,Calgarg,3004388.0,K,,,Baftush,23128eOSWwLLCREeCENr,NJ,O,V6V 1Q1,United States of America,187944.0
W9o291,1 113 957 9923,1.0,463.0,0.0,olibia,Ontarlo,4379148.0,N,,f,Woodhaol,1037bonn2dilleoane,NJ,O,33185,United States of America,146651.0
Bir192,1 270 496 9696,2.0,492.0,0.0,5olande,SanDoego,3429766.0,,,,Bi4ay,8426nzvidadwa6,IL,O,90150,United States of America,118757.0
Lav2p3,1 151 106 1324,2.0,,2.0,Kitaon,YellowKnivf,1353843.0,A,,,Lavells,22609esagandr9ve,Ontarik,O,10290,United States of America,467906.0
hcm294,1 130 325 1266,0.0,414.0,1.0,Avdullah,Palmdaie,3109900.0,,,,Mcmicnael,7995crestk7nedrive,MI,O,21239,United States of America,89920.0
Pau205,1 102 293 7755,,,1.0,dradmin,Stockyon,1168800.0,,,m,laulhus,r078lexinbtlnnorth,TN,O,C2b 4x5,United States of America,43770.0
Les296,1 177 880 1774,1.0,359.0,0.0,LEUhG,Cinvingati,,F,Suite230,,Leaghers,57i8BfoTLINEPARK,MD,U,19155,United States of America,435272.0
Seh2o7,1 042 914 3849,1.0,516.0,1.0,colleg,Wunnipeg,,A,,m,S3hgal,10530lancastdrdou4h,CO,R,92177,United States of America,464094.0
h8t298,1 074 076 1898,3.0,427.0,1.0,Cons5ancy,Omaba,1817477.0,,,,hi6chcock,w6764mcafewoark,NC,O,55169,United States of America,474686.0
GAz299,1 217 087 5277,3.0,440.0,,ERNES4O,Iqakuit,1070638.0,,,M,GASS,14361reill7boupevxrd,Manitiba,U,V6R 1S8,United States of America,106730.0
hke300,1 377 905 7875,2.0,439.0,1.0,wingmqn,WestCovihw,3538207.0,E,a0t35,,hurther,w8207cojlejsouth,OR,,06133,United States of America,97186.0
lle301,1 205 909 8362,0.0,,2.0,FAWN,0verlsndPark,465340.0,,,m,Kl4tchko,4t10pogterroad,UT,O,53739,United States of America,161132.0
Win303,1 752 780 8339,2.0,407.0,,PfYOR,Browbsvulle,3506505.0,V,,f,Wigsbor3ow,8650hriggsavenhe,IL,R,V5a 1p6,United States of America,393718.0
nar303,,2.0,288.0,3.0,lfelia,Siluxtalls,2776164.0,M,,f,March4ck,9561tartagjortg,CA,O,77146,United States of America,31765.0
SqA304,1 147 089 1963,1.0,376.0,0.0,elysea,Jacks8nvulle,2715197.0,,Suite11w,m,SWANqTON,6258PARKWOlDCdEwCENT,ID,R,V6w 1r1,Canada,411526.0
Joyr05,1 956 899 9979,1.0,382.0,1.0,Edvie,Erie,2917120.0,,,m,Joyn4r,22632c9untr7roar,LA,O,T5D 1L1,United States of America,316374.0
mc3306,1 149 281 5678,1.0,352.0,4.0,yanshen,Saskation,3294958.0,,suitw308,,kcrann,15r29vald2rradfive,WV,O,94089,United States of America,233970.0
P4e307,1 880 678 6428,1.0,264.0,1.0,Alka,SfPetersfurg,3368539.0,X,,m,Ptesley,9536ingsbgo9kwest,MN,R,53720,United States of America,185988.0
HIN3p8,1 589 765 3895,1.0,327.0,1.0,Laz,Torontk,,,,M,HINDiE,15p23kARNERCRESCwNT,Quwbec,O,75216,United States of America,443246.0
eel309,1 413 343 2912,0.0,444.0,1.0,Astlee,Sookane,4059640.0,,,F,aeliske,312PIK4SOUTH,Q6ebec,O,94334,United States of America,474421.0
Wes310,1 312 593 5173,1.0,445.0,1.0,AiGUSTA,Longneach,3684669.0,,,,Weatmersvee,q0526dobenyrue,MD,U,T5c 1w9,United States of America,256222.0
hOM311,1 805 115 9823,3.0,387.0,2.0,Hdlga,tortWorth,144224.0,C,,,6OMLIN,6e88avalognor5h,UT,O,b1c 1x2,United States of America,396342.0
Ens412,1 956 260 8837,2.0,257.0,2.0,Particl,Oelando,1317283.0,,,M,Enetone,1q674GRErNEWAY,RI,,80185,United States of America,4870.0
ner313,1 451 999 0585,4.0,567.0,2.0,ALYS,Lwkewood,3228100.0,P,,m,Gerpt,5r61golxcrestwat,MA,O,87504,United States of America,379475.0
Baf314,,1.0,524.0,1.0,OVkLA,Huntinh4on,1521926.0,,,m,Bat5iston,22986nogfolmlanf,MN,,10016,Canada,422366.0
LON415,1 359 607 4329,0.0,561.0,2.0,abby,Hahpton,982245.0,N,,M,LONSsALE,1r471clowerrje,TX,R,35292,United States of America,67927.0
Tub316,1 363 394 6166,0.0,364.0,0.0,korsl,Oceanxide,2371650.0,F,,,funali,5140eh4rsonlame,WI,R,92807,Canada,363160.0
eid317,1 015 803 2474,2.0,82.0,2.0,B3VYN,ainstonealem,3452544.0,,,M,risen,8e57huckeyewesr,NewBrumswicm,O,92823,Canada,419888.0
Vuc3q8,1 362 478 2862,4.0,506.0,0.0,mwskell,Norfokk,3177296.0,C,,M,Vuc7nich,7075glenl9cgdrife,ID,U,92815,Canada,229870.0
vea319,1 558 480 1200,1.0,324.0,1.0,Charldey,Birmlnyham,3578191.0,,zpt453,m,beaks,1853umasonsiutj,Britismfolymbia,O,77191,United States of America,158840.0
Fer330,1 703 636 9996,2.0,350.0,1.0,Annicu,Pyiiadelphia,2492684.0,W,,,Ferguseon,5263waynedf7ve,NV,O,94152,Canada,430061.0
Soor21,1 154 086 1903,3.0,460.0,,GURSHAgAN,B8ise,531581.0,,,m,Sood,79w42ycliffestrwet,MN,O,V6i 1r8,United States of America,194526.0
Birw22,1 547 387 1078,2.0,473.0,1.0,garmette,Fuilerton,2752166.0,,,F,Bkrkwood,q23y7HAYEzLOWER,IL,O,84092,United States of America,424188.0
fer323,1 748 212 2340,2.0,341.0,1.0,nguyrt,Regiba,2371692.0,Q,,,Vrrhotz,14t26hawkinsst4eet,Manigoba,O,36601,United States of America,470701.0
Dd324,1 846 315 1764,1.0,352.0,,oORRIE,zandy,,C,,m,Deaouza,q3920WEDGdWOODLsNE,Alb4rta,O,T6d 1f3,United States of America,404911.0
Blar25,1 179 983 1576,1.0,229.0,2.0,Nazi,Mesa,5426702.0,,,,Blackbutn,8303war4enrowd,TN,O,H2c 1x6,Canada,
Hur316,1 073 769 1833,1.0,497.0,0.0,Nanc2,Prlvo,3538202.0,U,,M,Hurd,14518aestheimefaveb8e,ME,O,93361,United States of America,436285.0
