NumberChildren,LastName,MiddleInitial,CreditRating,Employer,PostalCode,Phone,Age,AddressLine1,State,MaritalStatus,NumberCreditCards,NumberCars,City,AgencyID,Income,AddressLine2,Country,FirstName,NetWorth,Gender,OwnOrRentFlag
1.0,lawlis,L,,Bemis,v6n 1v9,1-267-357-1943,76.0,20025 routh crescent,MD,U,2.0,1.0,Costa Mesa,law141,20397.0,,United States of America,Otha,3810365.0,m,O
2.0,Beebe,D,664.0,Securian Financial Group,83702,1-602-756-7919,5.0,4144 LAKE PARK LANE,New Brunswick,U,6.0,2.0,Houston,Bee142,463094.0,Suite 397,United States of America,Rodie,2641938.0,m,O
1.0,schlange,,789.0,Ford Motor,80125,1-793-864-7010,65.0,3375 sakowitz lane,HI,U,7.0,4.0,Bakersfield,sch143,331900.0,,United States of America,DULCE,3857323.0,m,O
0.0,Witchlow,,803.0,ConAgra Foods,M5G 1Y7,1-637-020-2921,94.0,7255 berry way,ND,S,0.0,5.0,Chesapeake,Wit144,8421.0,,United States of America,Win,1636212.0,,U
4.0,MEREDITH,Q,720.0,Charter Communications,80213,1-428-797-6325,95.0,3131 WATHAN SOUTH,Nova Scotia,M,3.0,4.0,Sandy,MER145,35780.0,,United States of America,Roselin,2999082.0,F,
0.0,bialkenius,,839.0,Calpine,60737,1-011-549-5618,28.0,18440 RYAN NORTH,ME,M,4.0,1.0,Lewiston,bia146,139897.0,,United States of America,Malanie,2280820.0,m,R
1.0,Swiat,P,621.0,Crane,90510,1-993-255-5481,76.0,13222 glen loch road,Alberta,D,0.0,4.0,Elizabeth,Swi147,414119.0,SUITE 464,United States of America,TARYN,1050866.0,m,O
4.0,bullinger,,628.0,Textron,92882,1-487-749-4448,81.0,7889 MURRAY WAY,VT,D,3.0,5.0,Sudbury,bul148,234035.0,,United States of America,MALENA,,,O
5.0,TYRRELL,,813.0,Idearc,98121,1-192-352-2184,38.0,7527 whale drive,DE,W,6.0,3.0,Austin,TYR149,144405.0,,Canada,Dorie,603001.0,F,O
3.0,Fyfe,,367.0,Cabela's,H2e 1x9,1-293-442-4224,25.0,17788 eagle trace park,MA,W,3.0,5.0,Salinas,Fyf150,55441.0,,United States of America,Liese,3368239.0,,R
2.0,Sicard,,807.0,EOG Resources,23503,1-078-502-6700,0.0,7661 GRANT WAY,CA,D,10.0,4.0,Peoria,Sic151,392869.0,,United States of America,tele,1042629.0,,O
4.0,CASTEN,,501.0,,40208,1-430-909-3001,61.0,4806 crystal hills street,Manitoba,U,8.0,3.0,Sydney,CAS152,402416.0,,United States of America,astra,1948746.0,F,O
2.0,Choy,S,490.0,Burlington Coat Factory,75201,1-392-455-0895,3.0,4211 WILLS NORTH,TN,U,10.0,0.0,San Antonio,Cho153,89984.0,,United States of America,marnia,3113862.0,,O
3.0,CHACKO,,321.0,Southwest Airlines,93852,1-273-921-9787,77.0,7524 linberg north,FL,W,3.0,2.0,Oklahoma City,CHA154,395773.0,,United States of America,AMY,2777290.0,,O
0.0,beil,E,,RPM International,32312,1-012-993-4538,8.0,14266 lemming south,CA,U,6.0,1.0,Miami,bei155,126662.0,,United States of America,HAMILTON,2210073.0,f,R
1.0,Eleftheriou,J,446.0,Amazon.com,90059,1-890-859-4211,34.0,1427 ADDAX LANE,CO,U,7.0,4.0,Yonkers,Ele156,132008.0,,United States of America,Kuldip,1999684.0,m,O
5.0,o'grady,,428.0,Neiman Marcus,77006,1-080-032-3031,15.0,1625 fernando court,Saskatchewan,M,2.0,5.0,Columbia,o'g157,417218.0,,United States of America,krystalle,2119678.0,F,O
0.0,Katchmar,,423.0,Goldman Sachs Group,23224,1-561-620-7173,66.0,335 floresta north,UT,S,5.0,0.0,Lubbock,Kat158,360063.0,,United States of America,Stella,169808.0,,O
4.0,Luin,O,499.0,Boeing,10055,1-017-439-0362,55.0,22806 garson east,ME,U,6.0,5.0,Chattanooga,Lui159,100516.0,,United States of America,Marie-josee,1072732.0,,O
1.0,Klavkalns,,342.0,United Refining,35830,1-248-539-6621,8.0,5524 vermack street,NH,S,7.0,1.0,Fargo,Kla160,16814.0,,United States of America,Nashib,2261442.0,f,O
3.0,Brunsting,Z,632.0,D.R. Horton,v6m 1s9,1-611-789-5569,7.0,18105 electra street,VA,M,1.0,1.0,Omaha,Bru161,,,United States of America,Annette,2234368.0,,U
1.0,Apter,Q,525.0,Jarden,22304,1-023-151-8130,97.0,719 holman court,TX,M,6.0,3.0,Yonkers,Apt162,315962.0,,United States of America,LENA,575288.0,,O
1.0,schuette,,371.0,Systemax,06101,1-005-574-3523,95.0,23553 MEMORIAL RUE,Saskatchewan,M,9.0,5.0,Spokane,sch163,299268.0,,United States of America,Christian,1102479.0,f,R
3.0,Lanava,,699.0,Marriott International,78756,1-550-487-1571,92.0,16759 park avenue,NH,U,4.0,1.0,Tulsa,Lan164,301490.0,,United States of America,Morrie,2995388.0,,O
2.0,Fusca,,435.0,Expeditors International,93003,1-280-494-1415,17.0,12296 WILLIAMS LOWER,VA,M,8.0,3.0,Garden Grove,Fus165,36052.0,,United States of America,LYMAN,1147193.0,F,O
4.0,Nevardauskis,R,512.0,Great Plains Energy,T5D 1P2,1-803-438-4141,81.0,9625 ALLEN BOULEVARD,IA,U,2.0,1.0,Fort Lauderdale,Nev166,437483.0,,United States of America,REUBEN,1136540.0,F,U
,SHACKLEFORD,,552.0,Danaher,10108,1-566-299-2351,13.0,10340 jarvis road,NC,M,6.0,5.0,Philadelphia,SHA167,152971.0,,Canada,Hermon,1677669.0,f,O
2.0,Sauck,P,,,t5c 1l3,1-586-363-4189,78.0,13143 goodwin lane,NH,M,8.0,0.0,Sydney,Sau168,449495.0,,Canada,Paqs,2160706.0,,O
1.0,frischknecht,,687.0,Watson Wyatt Worldwide,M5B 1Z8,1-505-124-9029,78.0,7160 BEATTY RUE,AL,M,5.0,4.0,Waterbury,fri169,349827.0,,United States of America,GAETAN,2525665.0,,O
1.0,fernandez,O,433.0,Yahoo,V6H 1W2,1-897-996-9812,85.0,22679 chimney rock west,British Columbia,M,0.0,3.0,Tacoma,fer170,9562.0,,United States of America,leese,3517622.0,,R
2.0,LANDERS,,746.0,Convergys,90308,1-922-919-5858,68.0,6769 pasadena upper,MD,U,7.0,1.0,Charlottetown,LAN171,24514.0,,United States of America,Amelie,,M,
0.0,Bhasin,,405.0,Celanese,M5e 1y2,1-326-572-2988,1.0,20622 MCAFEE COURT,IA,M,9.0,0.0,Independence,Bha172,407985.0,,Canada,TAMRA,97675.0,,R
5.0,Jordan,,805.0,Dana Holding,80029,1-076-972-4311,83.0,10526 LINWOOD LANE,ND,M,,5.0,Escondido,Jor173,,,United States of America,bang,,M,O
4.0,KNUDSEN,,819.0,XTO Energy,30350,1-341-595-8408,78.0,21088 vessey crescent,NY,M,5.0,4.0,Lansing,KNU174,257897.0,,United States of America,HILDEGARDE,3569070.0,F,O
5.0,Hamelin,,648.0,Alliance Data Systems,97240,,,10884 ryan avenue,OR,M,0.0,0.0,Anaheim,Ham175,261143.0,,United States of America,Carmody,1507616.0,F,O
5.0,MAUER,,401.0,Franklin Resources,R3A 1M1,1-536-952-5040,5.0,1481 gale court,MO,U,10.0,5.0,Glendale,MAU176,110615.0,,United States of America,Dareen,514151.0,,R
0.0,Rezansoff,,484.0,Fidelity National Financial,73172,1-663-917-0422,43.0,18390 martins east,CT,U,8.0,2.0,Chula Vista,Rez177,407799.0,Apt. 426,United States of America,WEN,2903408.0,F,U
4.0,Koa,,463.0,FirstEnergy,V6s 1p9,1-843-773-1791,53.0,23208 porter crescent,MO,U,1.0,4.0,Orlando,Koa178,195242.0,,Canada,MOT,1695814.0,,O
0.0,HANNEMAN,B,335.0,Commercial Metals,90140,1-823-567-1252,13.0,17026 durand north,MN,U,5.0,3.0,Cleveland,HAN179,315490.0,,United States of America,leese,868465.0,m,O
4.0,jakim,I,,Genzyme,94639,1-744-421-7512,7.0,16533 devonshire park,NC,U,10.0,5.0,Huntington,jak180,22201.0,,United States of America,nettie,2810709.0,,O
5.0,umphres,C,381.0,US Airways Group,22307,1-621-744-1484,17.0,8965 griffin east,TN,M,7.0,4.0,Fayetteville,ump181,441579.0,,United States of America,AILEE,3593363.0,,R
2.0,Wickham,G,708.0,Advanced Micro Devices,55116,1-973-214-3381,67.0,22451 larner court,NV,M,1.0,2.0,Riverside,Wic182,342730.0,,Canada,chan,2607636.0,,O
4.0,Gates,,354.0,United Parcel Service,M6s 1i5,1-428-266-1600,54.0,3681 HOLLY KNOLL CRESCENT,AL,M,8.0,5.0,Dayton,Gat183,117267.0,Apt. 540,Canada,RAY,2735642.0,F,R
4.0,bott,,547.0,Fastenal,92708,1-334-466-5299,5.0,5678 dayton street,NE,S,10.0,1.0,Corona,bot184,260107.0,,United States of America,Robinette,1501732.0,,
1.0,DAVID-YERUMO,T,761.0,Core-Mark Holding,V6r 1q6,1-249-478-5643,28.0,15591 holgate lane,KS,D,9.0,1.0,Oklahoma City,DAV185,166760.0,,United States of America,Rocke,397072.0,,O
1.0,HILLARD,,659.0,Boise,63178,1-804-228-8548,5.0,23477 havenridge rue,NY,M,1.0,4.0,Dallas,HIL186,401021.0,,United States of America,Suzette,3399757.0,F,O
2.0,warburton,,351.0,DST Systems,x7j 1r5,1-564-230-0062,,18267 cape lane,NY,M,9.0,4.0,Durham,war187,70945.0,,United States of America,Myla,2684548.0,,R
3.0,MACHNICKI-HYNES,,608.0,United States Steel,M5e 1y7,1-781-339-9073,72.0,2928 POTOMAC UPPER,Saskatchewan,S,7.0,3.0,Tacoma,MAC188,389391.0,apt. 48,United States of America,dacia,3041622.0,m,O
2.0,levitin,A,706.0,Pepco Holdings,23257,1-096-116-9962,12.0,14656 pasadena park,Prince Edward Island,S,3.0,4.0,Alexandria,lev189,63226.0,,United States of America,CHELSIE,3211816.0,F,O
4.0,Gooderham,,391.0,Acuity Brands,V6I 1U7,1-914-194-6997,71.0,16983 flagler drive,Alberta,M,8.0,0.0,Hialeah,Goo190,206220.0,apt. 968,United States of America,abbas,127026.0,,O
4.0,Kohalmi-hill,E,461.0,Baker Hughes,94539,1-733-360-9116,90.0,17212 LANDER SOUTH,Ontario,W,2.0,5.0,Denver,Koh191,,,United States of America,Rec,588945.0,,R
4.0,AYLWIN,,510.0,Newell Rubbermaid,H7h 1v4,1-591-402-8026,20.0,23764 sabine west,TN,U,2.0,4.0,Fort Lauderdale,AYL192,337152.0,,United States of America,Elaine,1962620.0,M,O
2.0,CHOUHAN,E,805.0,Westlake Chemical,15201,1-326-180-9322,58.0,16271 vista south,VA,W,5.0,,Mesa,CHO193,312074.0,,United States of America,Katharine,178193.0,F,O
4.0,DITKO,G,702.0,Jones Lang LaSalle,t5a 1n6,1-784-796-6844,57.0,1080 LAVENDER LANE,TX,M,7.0,2.0,Cleveland,DIT194,68551.0,,United States of America,LILIAN,2102811.0,,O
1.0,EMIG,,368.0,Burger King Holdings,78784,1-662-625-4671,43.0,10856 summer street,MT,W,3.0,4.0,Lewiston,EMI195,488800.0,,United States of America,CATI,2246854.0,,O
2.0,Ryder,,520.0,Hovnanian Enterprises,H6d 1w8,1-627-590-4931,39.0,17021 edwards crescent,IL,W,8.0,3.0,Tallahassee,Ryd196,431633.0,APT. 392,United States of America,Luong,1312448.0,m,R
3.0,meisner,S,666.0,Medical Mutual of Ohio,06705,1-055-694-7984,87.0,7726 TALLOWOOD UPPER,WY,S,2.0,0.0,El Monte,mei197,72797.0,,United States of America,JUOZAS,295993.0,,O
1.0,Cegelski,,587.0,Lockheed Martin,M5c 1v9,1-166-844-7429,57.0,19097 foxfire north,NC,S,9.0,0.0,Sioux Falls,Ceg198,260576.0,,United States of America,Lysy,1220003.0,,O
5.0,haigh,Z,643.0,Yum Brands,90759,1-516-930-4640,58.0,8161 PINTO ROAD,ND,U,4.0,4.0,Columbia,hai199,200096.0,,United States of America,ULA,2400476.0,,O
4.0,clendening,J,484.0,Wesco International,22301,1-261-215-4290,28.0,9659 sakowitz west,GA,,5.0,,San Francisco,cle200,,,United States of America,Francesca,2900897.0,,R
1.0,Ciesielski,W,,Volt Information Sciences,19165,1-681-572-7662,95.0,15306 pike park,VA,U,3.0,3.0,Santa Clara,Cie201,267656.0,,United States of America,emili,3942140.0,,R
2.0,Parypa,,676.0,Western Union,75007,1-288-967-5460,98.0,21891 dewey street,Prince Edward Island,S,8.0,1.0,Greensboro,Par202,35253.0,,United States of America,yogesh,2118119.0,f,R
2.0,LOZINSKI,K,300.0,,90302,1-315-022-2148,55.0,8155 storeywood road,OR,M,4.0,5.0,Waco,LOZ203,113159.0,,United States of America,Xantippe,338540.0,f,O
3.0,Pascal,,,Lubrizol,84092,1-707-402-6121,14.0,20871 dewdrop street,WI,,8.0,2.0,Rochester,Pas204,297444.0,APT. 630,Canada,TINO,2617116.0,,R
1.0,Aula,,831.0,C.H. Robinson Worldwide,v6d 1u1,1-186-893-7846,30.0,1121 GREENE PARK,ID,M,9.0,3.0,Tampa,Aul205,52092.0,,United States of America,AGGIE,1459711.0,,O
1.0,barnes,N,609.0,Celgene,99503,1-571-918-3795,90.0,23849 westerley south,MT,M,7.0,3.0,Paterson,bar206,30249.0,,United States of America,Alane,1804959.0,F,O
0.0,ELLIOTT,,679.0,Leggett & Platt,80960,1-206-055-2128,69.0,1540 murie rue,MD,S,2.0,2.0,Fullerton,ELL207,483052.0,,United States of America,ABBYE,2957472.0,,O
0.0,forslund,P,634.0,Fidelity National Information,53743,1-963-724-8044,67.0,16633 raymond road,NY,U,6.0,4.0,London,for208,287060.0,suite 344,United States of America,aleen,2919293.0,m,O
1.0,Burbidge,U,338.0,Arch Coal,t6d 1k1,1-050-641-8503,41.0,18676 turman drive,HI,W,4.0,1.0,Newark,Bur209,274154.0,,Canada,collen,3610130.0,,O
5.0,FOLLMER,,332.0,Affinia Group Intermediate,91350,1-020-258-1680,2.0,1808 HARDY STREET,DE,M,4.0,5.0,Buffalo,FOL210,379659.0,,United States of America,NEALA,1209441.0,F,O
0.0,Leder,,721.0,Kellogg,37916,,89.0,11115 midland avenue,PA,M,8.0,0.0,El Paso,Led211,,,United States of America,CELISSE,1058712.0,m,O
1.0,kopke,N,351.0,PerkinElmer,22329,1-886-961-7857,88.0,24950 sheppard lane,IN,,3.0,4.0,Toledo,kop212,100796.0,,United States of America,MEHMET,1946028.0,,O
1.0,paylor,,564.0,Limited Brands,M1i 1r8,1-999-799-7384,90.0,6450 LEMMING RUE,MT,M,6.0,1.0,Sterling Heights,pay213,128277.0,,Canada,Carlis,1420984.0,,O
3.0,PALACEK,,379.0,OfficeMax,h5i 1p1,1-362-078-4138,54.0,19342 wycliffe park,WY,M,9.0,1.0,New Haven,PAL214,147414.0,,United States of America,marshal,213235.0,,O
2.0,felton,,727.0,J.B. Hunt Transport Services,M1I 1R5,1-174-723-5263,53.0,7582 woodway south,FL,S,8.0,1.0,Dallas,fel215,51559.0,,United States of America,Fabien,472425.0,,O
3.0,ATWELL-BYRNE,,578.0,American Express,53739,1-898-789-3598,89.0,22526 QUEENSBURY LOWER,RI,U,2.0,2.0,Milwaukee,ATW216,355622.0,,United States of America,basia,1160132.0,,O
1.0,Mcbeth,S,642.0,Occidental Petroleum,06603,1-482-305-5399,31.0,18833 3rd park,CO,W,10.0,5.0,Anaheim,Mcb217,468116.0,,United States of America,FARID,2869995.0,M,O
0.0,Jalaie,B,,Shaw Group,28247,1-834-784-7657,1.0,19394 canoas west,SD,M,1.0,1.0,Huntington Beach,Jal218,276728.0,apt. 3,United States of America,jyoti,3727044.0,M,O
0.0,vempati,,554.0,W.W. Grainger,h7g 1u9,1-864-555-5341,57.0,9941 ROYALTON DRIVE,TX,S,,3.0,Naperville,vem219,135306.0,,Canada,Jandy,2293241.0,,R
0.0,BARNICKEL,D,733.0,IDT,90831,1-475-209-3369,10.0,10177 pecos crescent,VT,U,6.0,1.0,Iqaluit,BAR220,99566.0,,United States of America,VO,2846515.0,,U
4.0,PESOLD,U,345.0,General Mills,M4j 1o7,1-459-456-1848,74.0,20823 WEST CHAPEL AVENUE,IN,M,10.0,2.0,Winnipeg,PES221,263959.0,,United States of America,Kien,1619956.0,M,O
0.0,Shaughnessy,,644.0,RBS Global,77288,1-802-797-1712,28.0,13483 ROCKDALE DRIVE,UT,M,6.0,2.0,St. Petersburg,Sha222,441498.0,,United States of America,Tybi,2367607.0,F,R
0.0,Schmeing,J,564.0,Realogy,77117,,96.0,9645 HAYDEN BOULEVARD,NV,S,3.0,3.0,Waterbury,Sch223,429621.0,,United States of America,Nhien,3795566.0,M,U
3.0,Materna,L,465.0,ArvinMeritor,45263,1-224-760-3774,42.0,6066 fillmore lower,TX,M,10.0,1.0,Lubbock,Mat224,181214.0,,United States of America,Florance,734762.0,,O
4.0,JAIN,,652.0,Amkor Technology,v6g 1p4,1-511-883-9082,64.0,293 conier avenue,OR,D,8.0,,London,JAI225,212502.0,,United States of America,Ros,908994.0,,O
4.0,KARNAZES,,714.0,Lear,72247,,,7000 ansley lane,Ontario,M,6.0,5.0,Des Moines,KAR226,244545.0,,United States of America,Genevieve,2561296.0,,O
4.0,gustafson,,383.0,Asbury Automotive Group,E7n 1j9,1-405-014-0029,49.0,13635 jarvis south,Saskatchewan,M,10.0,5.0,Madison,gus227,218681.0,APT. 587,Canada,EMILIO,3181069.0,,R
5.0,Annas,K,336.0,Limited Brands,45272,1-076-073-0994,81.0,17362 COFFEY UPPER,MO,,7.0,,Scottsdale,Ann228,296916.0,,United States of America,JANEEN,2632226.0,,O
2.0,labenek,R,626.0,Beazer Homes USA,x7j 1q2,1-690-040-0846,57.0,12279 trafalgar crescent,UT,,9.0,0.0,Mount Pearl,lab229,453659.0,,Canada,cathrin,,,O
0.0,flindall,M,549.0,,80952,1-211-707-3341,42.0,24717 MIDLAND LANE,IL,S,0.0,3.0,Iqaluit,fli230,194450.0,,United States of America,kirstin,1151333.0,f,U
4.0,satkunaseelan,,492.0,Acuity Brands,38157,1-642-203-7899,30.0,11493 worley park,NM,U,0.0,5.0,Moreno Valley,sat231,49533.0,,United States of America,giles,2763939.0,,O
4.0,thornley,I,327.0,ABM Industries,06703,1-792-738-9524,56.0,6492 HAMMOND AVENUE,NC,M,0.0,2.0,Naperville,tho232,394819.0,,United States of America,Ted,370710.0,,O
3.0,CRIPPS,L,545.0,,v6u 1r8,1-881-269-3949,3.0,8954 bagby north,AZ,S,10.0,3.0,Norfolk,CRI233,342754.0,,United States of America,hayden,1192164.0,m,O
0.0,Gascon,V,571.0,Southwestern Energy,28231,1-537-303-6219,53.0,11622 josey south,CT,M,0.0,1.0,Louisville,Gas234,224435.0,,United States of America,Gail,223487.0,M,O
2.0,Chavers,,423.0,Delta Air Lines,63107,1-682-154-3638,67.0,11538 collinwood avenue,VA,W,7.0,0.0,Akron,Cha235,37717.0,,United States of America,las,2341143.0,f,O
0.0,Nettles,,655.0,ITT,H2g 1w7,1-512-708-0580,94.0,20913 vickers boulevard,NV,,4.0,1.0,Whitehorse,Net236,286483.0,,United States of America,Noelyn,1774784.0,,O
5.0,WOODROW,,488.0,Health Management Associates,55416,1-598-440-6359,37.0,22274 VICKERY CRESCENT,VA,M,0.0,0.0,Salem,WOO237,185412.0,,United States of America,izak,3951308.0,m,O
,valerien,,352.0,Western Union,V6d 1u5,1-281-206-9270,75.0,881 vance jackson south,British Columbia,M,6.0,4.0,Memphis,val238,472518.0,,United States of America,bernita,2756025.0,,
1.0,Berndt,,810.0,Family Insurance Group,93782,1-442-133-8200,51.0,15079 DECATUR RUE,VA,M,0.0,,Fayetteville,Ber239,425307.0,,United States of America,Karmen,1833112.0,f,O
2.0,labranche,F,686.0,Advance Auto Parts,90252,1-607-062-8891,74.0,10424 mitchell street,TX,D,8.0,2.0,Lansing,lab240,304909.0,,United States of America,Rio,698884.0,,O
2.0,VREUGDENHIL,X,389.0,J.P. Morgan Chase & Co.,85759,,100.0,14195 VERDE PARK,CO,M,0.0,0.0,Atlanta,VRE241,231226.0,,Canada,ISABELLE,3287261.0,m,R
0.0,GOODINSON,,761.0,Fidelity National Financial,M5g 1x8,1-141-622-5196,,10608 bissonnet road,GA,M,,0.0,Gary,GOO242,219026.0,,United States of America,Micro,3337290.0,F,U
1.0,chaput,S,589.0,Toro,78746,1-500-101-2792,28.0,11237 balmoral way,NE,D,4.0,0.0,Atlanta,cha243,414993.0,,United States of America,maribel,2963197.0,,O
0.0,TAMARELLI,W,492.0,Mueller Water Products,H2f 1z1,1-655-973-7192,18.0,15621 yaupon lower,NC,M,1.0,0.0,Dawson City,TAM244,24837.0,,United States of America,NADYA,1487009.0,F,O
5.0,CUMPSTON,,442.0,Energy Future Holdings,77288,1-972-039-2576,77.0,12387 SAUNDERS WEST,OK,D,10.0,2.0,Mobile,CUM245,200645.0,Suite 463,United States of America,Darrell,3177428.0,M,U
3.0,SIMONOVICH,E,649.0,Weis Markets,35277,1-764-148-5233,14.0,6156 holmes court,MO,S,8.0,4.0,Santa Clarita,SIM246,22605.0,,United States of America,Hoy,1886280.0,,O
0.0,Estes,,337.0,MasterCard,36134,1-399-618-9069,23.0,17521 REILLY STREET,AR,U,8.0,0.0,Chicago,Est247,,,United States of America,shana,1853087.0,,O
,haney,P,572.0,Oracle,V6t 1u3,1-628-481-6657,1.0,20093 canterbury way,MT,D,8.0,4.0,Nashua,han248,389524.0,,United States of America,HQ,195847.0,F,R
3.0,Peers,Y,666.0,Mutual of America Life,99597,1-085-050-1119,58.0,11930 alabama south,Newfoundland,M,0.0,4.0,West Covina,Pee249,232945.0,,United States of America,Co,3727580.0,,U
3.0,blidy,T,567.0,JetBlue Airways,V6N 1V1,1-993-284-6634,98.0,22780 terrace lower,OR,D,4.0,2.0,Mesa,bli250,390626.0,,United States of America,Beb,2993662.0,M,O
3.0,Leavell,,574.0,Western Refining,T6d 1h7,1-395-464-9156,76.0,6481 century lane,NM,,5.0,5.0,El Paso,Lea251,286207.0,,United States of America,Sherrill,2886788.0,,O
0.0,Willhoff,U,498.0,Western Refining,M7o 1c5,1-811-547-9696,59.0,11293 rice avenue,FL,S,2.0,5.0,Victoria,Wil252,391468.0,,United States of America,takehiko,3672610.0,F,
2.0,komenda,,836.0,Bristol-Myers Squibb,M2q 1e8,,81.0,9828 WEST EAST,MS,U,9.0,5.0,Hayward,kom253,171326.0,,Canada,FLOSSIE,3245637.0,f,R
3.0,Welsford,,759.0,AutoNation,64172,1-648-501-2866,31.0,10369 gemini way,Saskatchewan,M,8.0,2.0,Oshawa,Wel254,294972.0,,United States of America,Chryste,959636.0,,
5.0,Lacombe,,563.0,Boeing,85265,1-332-974-4753,1.0,23445 GATES WAY,NE,S,6.0,3.0,Hamilton,Lac255,131039.0,,United States of America,Sheelagh,1037702.0,,O
5.0,Honda,,313.0,Advanced Micro Devices,h5k 1p8,1-217-048-6379,28.0,2160 WEIZMANN DRIVE,TN,S,8.0,1.0,Oklahoma City,Hon256,480287.0,,United States of America,DICKENS,69141.0,f,U
4.0,Conley,,771.0,Unitrin,M2P 1F6,,36.0,16716 fresco road,OR,M,6.0,0.0,Portland,Con257,276404.0,,United States of America,Maury,2818725.0,,O
5.0,handley,,717.0,Liberty Media,V6U 1U9,1-246-119-5490,47.0,17068 simpson road,ID,S,1.0,0.0,Macon,han258,435481.0,,United States of America,Dorothy,3153373.0,,O
4.0,WOJTECKI,,355.0,Jarden,V6F 1W7,,77.0,23276 dillbeck upper,WV,D,2.0,4.0,Yellow Knife,WOJ259,,,United States of America,CHICKIE,616608.0,,O
4.0,Amini,P,383.0,Cincinnati Financial,92711,1-347-479-6259,91.0,24268 hayden west,MI,U,10.0,4.0,Santa Rosa,Ami260,499891.0,,United States of America,Lavinia,1014586.0,f,O
5.0,Mo,A,579.0,Steel Dynamics,60779,1-881-547-3819,46.0,2682 LUMBER PARK,AL,S,1.0,5.0,Fort Wayne,Mo261,394640.0,,United States of America,Kristine,1679903.0,f,O
3.0,BUREK,,324.0,OGE Energy,90790,1-155-847-4022,36.0,4129 crestline avenue,TN,M,5.0,4.0,Inglewood,BUR262,359040.0,,Canada,tobi,1062919.0,,O
2.0,Kosten,X,752.0,Hartford Financial Services,80908,1-946-987-5835,18.0,18257 mahonia west,Manitoba,M,0.0,5.0,London,Kos263,429949.0,,United States of America,Frederica,3684297.0,m,R
2.0,Borel,,723.0,Penske Automotive Group,74129,,27.0,19050 cordoba upper,CO,D,2.0,5.0,Waterbury,Bor264,333500.0,,Canada,Cayla,1805618.0,m,O
,LARCHE,K,349.0,Amkor Technology,M9e 1u6,,79.0,1121 greene park,OR,S,1.0,2.0,Salem,LAR265,480399.0,,United States of America,BRIAN,1852935.0,,U
5.0,BOURDEAU,,643.0,Psychiatric Solutions,93663,1-551-913-3853,72.0,13762 silver sage way,CO,W,4.0,2.0,Dayton,BOU266,73398.0,,United States of America,ROCH,1528702.0,,O
0.0,Panter,,390.0,Calpine,84119,1-666-863-1257,26.0,22629 bagby east,NC,W,0.0,3.0,Frederick,Pan267,,,United States of America,Charly,178411.0,,O
4.0,Walbridge,,801.0,Saks,82602,1-938-871-9739,31.0,13296 wayside boulevard,Alberta,U,7.0,4.0,Thousand Oaks,Wal268,446105.0,,United States of America,joli,2245432.0,m,O
4.0,Muehle,,741.0,BE Aerospace,94429,1-333-561-7008,2.0,9824 OLYMPIA STREET,VT,S,2.0,0.0,Escondido,Mue269,128126.0,,Canada,Kasper,3058077.0,M,O
1.0,Zubans,,821.0,Exterran Holdings,H2A 1V4,1-514-023-2587,81.0,6907 ferncliff crescent,VT,D,8.0,2.0,Independence,Zub270,371101.0,Apt. 986,Canada,Joo-geok,723251.0,,O
,Seidman,D,830.0,Penn National Gaming,40511,1-027-811-2670,69.0,24573 lyons avenue,SC,M,5.0,3.0,Corpus Christi,Sei271,263066.0,,United States of America,Winona,3755553.0,,O
1.0,Cavasin,,441.0,PetSmart,M5b 1y9,1-475-590-2337,69.0,15407 fillmore north,SD,M,,0.0,Santa Rosa,Cav272,,,United States of America,king-haut,757755.0,F,R
1.0,Hartell,,484.0,First Data,E7N 1P6,1-214-794-0930,80.0,850 leon lower,New Brunswick,D,2.0,3.0,Burlington,Har273,453776.0,,United States of America,DARLENE,3610784.0,F,R
5.0,Naugle,R,653.0,Liz Claiborne,h5k 1o7,1-988-429-0103,14.0,14635 greene rue,Manitoba,,8.0,4.0,Overland Park,Nau274,494609.0,,United States of America,Deana,2994154.0,M,O
2.0,Stegman,,727.0,Alcoa,95203,1-143-517-2347,39.0,21034 windchime lower,NJ,D,7.0,0.0,Huntsville,Ste275,233618.0,,Canada,Laurette,612241.0,,R
,Choo-kang,D,535.0,Perini,23513,1-709-720-3248,0.0,15868 dewdrop park,TX,U,0.0,1.0,Berkeley,Cho276,,,United States of America,Renell,1352198.0,m,O
4.0,Luxford,R,320.0,Hudson City Bancorp,T5c 1j1,1-314-831-7578,59.0,10232 oak hill west,MD,W,9.0,5.0,Casper,Lux277,154521.0,,United States of America,Meriann,2534935.0,f,R
4.0,Farnsworth,,775.0,Sigma-Aldrich,V6z 1q9,1-342-101-7385,60.0,950 WILLS WEST,WV,W,1.0,4.0,Toledo,Far278,438162.0,,United States of America,KATALIN,3189762.0,F,O
4.0,Shinjo,,606.0,Plains Exploration,73121,1-419-495-9429,4.0,23223 WOODLAWN UPPER,OH,M,,3.0,Cheyenne,Shi279,352602.0,,United States of America,Gayel,447872.0,F,O
2.0,Piperni,P,,W.R. Berkley,75267,1-992-551-4676,74.0,23208 porter crescent,NH,S,5.0,4.0,Fresno,Pip280,194788.0,,United States of America,Lourdes,3207012.0,f,O
